,FISV
2013-11-25,14056892000
2013-11-26,14154438000
2013-11-27,14216046000
2013-11-29,14103098000
2013-12-02,14246850000
2013-12-03,14133902000
2013-12-04,14005552000
2013-12-05,13897738000
2013-12-06,14267386000
2013-12-09,14262252000
2013-12-10,14262252000
2013-12-11,14169840000
2013-12-12,14375200000
2013-12-13,14354664000
2013-12-16,14549756000
2013-12-17,14534354000
2013-12-18,14755116000
2013-12-19,14703776000
2013-12-20,14847528000
2013-12-23,14991280000
2013-12-24,14981012000
2013-12-26,15114496000
2013-12-27,15047754000
2013-12-30,15073424000
2013-12-31,15160702000
2014-01-02,14643120000
2014-01-03,14602864000
2014-01-06,14622992000
2014-01-07,14693440000
2014-01-08,14773952000
2014-01-09,14748792000
2014-01-10,14668280000
2014-01-13,14441840000
2014-01-14,14587768000
2014-01-15,14542480000
2014-01-16,14441840000
2014-01-17,14406616000
2014-01-21,14371392000
2014-01-22,14693440000
2014-01-23,14532416000
2014-01-24,14190240000
2014-01-27,14064440000
2014-01-28,14285848000
2014-01-29,14144952000
2014-01-30,14285848000
2014-01-31,14104696000
2014-02-03,13687040000
2014-02-04,13968832000
2014-02-05,14024184000
2014-02-06,13797744000
2014-02-07,13898384000
2014-02-10,13782648000
2014-02-11,13978896000
2014-02-12,14054376000
2014-02-13,14114760000
2014-02-14,14119792000
2014-02-18,14341200000
2014-02-19,14336168000
2014-02-20,14386488000
2014-02-21,14431776000
2014-02-24,14482096000
2014-02-25,14467000000
2014-02-26,14502224000
2014-02-27,14592800000
2014-02-28,14607896000
2014-03-03,14502224000
2014-03-04,14889688000
2014-03-05,14663248000
2014-03-06,14758856000
2014-03-07,14789048000
2014-03-10,14758856000
2014-03-11,14753824000
2014-03-12,14748792000
2014-03-13,14456936000
2014-03-14,14401584000
2014-03-17,14633056000
2014-03-18,14703504000
2014-03-19,14622992000
2014-03-20,14703504000
2014-03-21,14532416000
2014-03-24,14235528000
2014-03-25,14170112000
2014-03-26,14009088000
2014-03-27,13943672000
2014-03-28,14064440000
2014-03-31,14260688000
2014-04-01,14273430000
2014-04-02,14368088000
2014-04-03,14388016000
2014-04-04,14273430000
2014-04-07,14059204000
2014-04-08,14138916000
2014-04-09,14208664000
2014-04-10,13899780000
2014-04-11,13715446000
2014-04-14,13830032000
2014-04-15,14004402000
2014-04-16,14228592000
2014-04-17,14343178000
2014-04-21,14243538000
2014-04-22,14218628000
2014-04-23,14104042000
2014-04-24,14114006000
2014-04-25,13924690000
2014-04-28,14148880000
2014-04-29,14323250000
2014-04-30,15140298000
2014-05-01,15175172000
2014-05-02,15339578000
2014-05-05,15379434000
2014-05-06,15324632000
2014-05-07,15364488000
2014-05-08,15324632000
2014-05-09,15195100000
2014-05-12,15344560000
2014-05-13,15264848000
2014-05-14,15070550000
2014-05-15,14866288000
2014-05-16,14816468000
2014-05-19,14916108000
2014-05-20,14756684000
2014-05-21,14771630000
2014-05-22,14771630000
2014-05-23,14906144000
2014-05-27,14990838000
2014-05-28,14921090000
2014-05-29,15020730000
2014-05-30,14975892000
2014-06-02,15055604000
2014-06-03,15185136000
2014-06-04,15140298000
2014-06-05,15215028000
2014-06-06,15244920000
2014-06-09,15254884000
2014-06-10,15155244000
2014-06-11,15060586000
2014-06-12,14831414000
2014-06-13,14926072000
2014-06-16,14826432000
2014-06-17,14861306000
2014-06-18,14990838000
2014-06-19,14995820000
2014-06-20,15050622000
2014-06-23,15025712000
2014-06-24,14936036000
2014-06-25,15100442000
2014-06-26,15100442000
2014-06-27,15040658000
2014-06-30,15025712000
2014-07-01,15017266000
2014-07-02,14889710000
2014-07-03,14982924000
2014-07-07,14924052000
2014-07-08,14928958000
2014-07-09,14953488000
2014-07-10,14943676000
2014-07-11,15017266000
2014-07-14,15085950000
2014-07-15,15184070000
2014-07-16,15218412000
2014-07-17,15198788000
2014-07-18,15419558000
2014-07-21,15370498000
2014-07-22,15370498000
2014-07-23,15301814000
2014-07-24,15399934000
2014-07-25,15370498000
2014-07-28,15292002000
2014-07-29,15296908000
2014-07-30,15345968000
2014-07-31,15125198000
2014-08-01,15071232000
2014-08-04,15066326000
2014-08-05,14924052000
2014-08-06,15031984000
2014-08-07,14919146000
2014-08-08,15061420000
2014-08-11,15125198000
2014-08-12,15090856000
2014-08-13,15208600000
2014-08-14,15296908000
2014-08-15,15385216000
2014-08-18,15581456000
2014-08-19,15679576000
2014-08-20,15772790000
2014-08-21,15753166000
2014-08-22,15758071999
2014-08-25,15826755999
2014-08-26,15807132000
2014-08-27,15738448000
2014-08-28,15782602000
2014-08-29,15816944000
2014-09-02,15861098000
2014-09-03,15959218000
2014-09-04,16003371999
2014-09-05,16096586000
2014-09-08,16062244000
2014-09-09,15939594000
2014-09-10,16018090000
2014-09-11,16013184000
2014-09-12,15929782000
2014-09-15,15949405999
2014-09-16,15988654000
2014-09-17,15983748000
2014-09-18,16076962000
2014-09-19,16116210000
2014-09-22,15929782000
2014-09-23,15816944000
2014-09-24,16062244000
2014-09-25,15704105999
2014-09-26,15782602000
2014-09-29,15826755999
2014-09-30,15856192000
2014-10-01,15456095999
2014-10-02,15460902000
2014-10-03,15653142000
2014-10-06,15499350000
2014-10-07,15182154000
2014-10-08,15571440000
2014-10-09,15297498000
2014-10-10,15119676000
2014-10-13,14985108000
2014-10-14,15134094000
2014-10-15,14836122000
2014-10-16,14831316000
2014-10-17,15086034000
2014-10-20,15119676000
2014-10-21,15513768000
2014-10-22,15422454000
2014-10-23,15638724000
2014-10-24,15869412000
2014-10-27,15888636000
2014-10-28,16162578000
2014-10-29,16268310000
2014-10-30,16474968000
2014-10-31,16696044000
2014-11-03,16739298000
2014-11-04,16619148000
2014-11-05,16792163999
2014-11-06,16816194000
2014-11-07,16691237999
2014-11-10,16835418000
2014-11-11,16782552000
2014-11-12,16782552000
2014-11-13,16912313999
2014-11-14,16840224000
2014-11-17,16893090000
2014-11-18,16941150000
2014-11-19,16921926000
2014-11-20,16926732000
2014-11-21,16835418000
2014-11-24,16969986000
2014-11-25,16936344000
2014-11-26,17037270000
2014-11-28,17176644000
2014-12-01,17109360000
2014-12-02,17123778000
2014-12-03,17176644000
2014-12-04,17037270000
2014-12-05,17152613999
2014-12-08,17013240000
2014-12-09,16936344000
2014-12-10,16686432000
2014-12-11,16806582000
2014-12-12,16422102000
2014-12-15,16575894000
2014-12-16,16523028000
2014-12-17,16835418000
2014-12-18,17229510000
2014-12-19,17138195999
2014-12-22,17392914000
2014-12-23,17546706000
2014-12-24,17460198000
2014-12-26,17436168000
2014-12-29,17383302000
2014-12-30,17296794000
2014-12-31,17056494000
2015-01-02,16786374000
2015-01-05,16596213999
2015-01-06,16615230000
2015-01-07,16838668000
2015-01-08,17180956000
2015-01-09,17128662000
2015-01-12,17109646000
2015-01-13,17166694000
2015-01-14,17066860000
2015-01-15,17047844000
2015-01-16,17361608000
2015-01-20,17390132000
2015-01-21,17214234000
2015-01-22,17499474000
2015-01-23,17604062000
2015-01-26,17661110000
2015-01-27,17409148000
2015-01-28,17314068000
2015-01-29,17561276000
2015-01-30,17238004000
2015-02-02,17456688000
2015-02-03,17703896000
2015-02-04,18017660000
2015-02-05,18331424000
2015-02-06,18298146000
2015-02-09,18179296000
2015-02-10,18421750000
2015-02-11,18469290000
2015-02-12,18645188000
2015-02-13,18706990000
2015-02-17,18716498000
2015-02-18,18792562000
2015-02-19,18792562000
2015-02-20,18792562000
2015-02-23,18730760000
2015-02-24,18787808000
2015-02-25,18754530000
2015-02-26,18692728000
2015-02-27,18554862000
2015-03-02,18749776000
2015-03-03,18659450000
2015-03-04,18535846000
2015-03-05,18531092000
2015-03-06,18426504000
2015-03-09,18573878000
2015-03-10,18241098000
2015-03-11,18288638000
2015-03-12,18597648000
2015-03-13,18397980000
2015-03-16,18697482000
2015-03-17,18673712000
2015-03-18,18977968000
2015-03-19,19058786000
2015-03-20,19087310000
2015-03-23,19073048000
2015-03-24,18920920000
2015-03-25,18502568000
2015-03-26,18645188000
2015-03-27,18635680000
2015-03-30,18954198000
2015-03-31,18873380000
2015-04-01,18717216000
2015-04-02,18726624000
2015-04-06,18778368000
2015-04-07,18656064000
2015-04-08,18886560000
2015-04-09,18820704000
2015-04-10,18594912000
2015-04-13,18566688000
2015-04-14,18491424000
2015-04-15,18552576000
2015-04-16,18500832000
2015-04-17,18213888000
2015-04-20,18383232000
2015-04-21,18477312000
2015-04-22,18566688000
2015-04-23,18759552000
2015-04-24,18641952000
2015-04-27,18609024000
2015-04-28,18703104000
2015-04-29,18538464000
2015-04-30,18251520000
2015-05-01,18500832000
2015-05-04,18491424000
2015-05-05,18223296000
2015-05-06,18557280000
2015-05-07,18627840000
2015-05-08,18848928000
2015-05-11,18863040000
2015-05-12,18811296000
2015-05-13,18863040000
2015-05-14,19022976000
2015-05-15,19046496000
2015-05-18,19159392000
2015-05-19,19055904000
2015-05-20,19079424000
2015-05-21,19027680000
2015-05-22,18947712000
2015-05-26,18759552000
2015-05-27,18999456000
2015-05-28,19004160000
2015-05-29,18853632000
2015-06-01,18947712000
2015-06-02,18928896000
2015-06-03,19140576000
2015-06-04,18863040000
2015-06-05,18867744000
2015-06-08,18717216000
2015-06-09,18637248000
2015-06-10,18914784000
2015-06-11,19046496000
2015-06-12,18891264000
2015-06-15,18712512000
2015-06-16,18961824000
2015-06-17,19037088000
2015-06-18,19451040000
2015-06-19,20053152000
2015-06-22,20236608000
2015-06-23,20156640000
2015-06-24,19992000000
2015-06-25,19963776000
2015-06-26,19996704000
2015-06-29,19483968000
2015-06-30,19483968000
2015-07-01,19305540000
2015-07-02,19241280000
2015-07-06,19346850000
2015-07-07,19498320000
2015-07-08,19144890000
2015-07-09,19378980000
2015-07-10,19815030000
2015-07-13,19984860000
2015-07-14,20058300000
2015-07-15,20012400000
2015-07-16,20251080000
2015-07-17,20205180000
2015-07-20,20228130000
2015-07-21,20044530000
2015-07-22,20191410000
2015-07-23,19888470000
2015-07-24,19732410000
2015-07-27,19521270000
2015-07-28,19654380000
2015-07-29,20150100000
2015-07-30,20099610000
2015-07-31,19934370000
2015-08-03,20039940000
2015-08-04,20140920000
2015-08-05,20319930000
2015-08-06,19980270000
2015-08-07,20085840000
2015-08-10,20388780000
2015-08-11,20209770000
2015-08-12,20315340000
2015-08-13,20462220000
2015-08-14,20558610000
2015-08-17,20682540000
2015-08-18,20719260000
2015-08-19,20609100000
2015-08-20,20292390000
2015-08-21,19479960000
2015-08-24,18685890000
2015-08-25,18373770000
2015-08-26,19420290000
2015-08-27,19865520000
2015-08-28,19916010000
2015-08-31,19567170000
2015-09-01,19020960000
2015-09-02,19548810000
2015-09-03,19677330000
2015-09-04,19305540000
2015-09-08,19870110000
2015-09-09,19535040000
2015-09-10,19718640000
2015-09-11,19755360000
2015-09-14,19557990000
2015-09-15,19897650000
2015-09-16,20035350000
2015-09-17,20104200000
2015-09-18,19856340000
2015-09-21,20150100000
2015-09-22,19801260000
2015-09-23,20053710000
2015-09-24,20113380000
2015-09-25,20145510000
2015-09-28,19397340000
2015-09-29,19452420000
2015-09-30,19879290000
2015-10-01,19718256000
2015-10-02,19875966000
2015-10-05,20132808000
2015-10-06,19921026000
2015-10-07,20177868000
2015-10-08,20578902000
2015-10-09,20768154000
2015-10-12,20826732000
2015-10-13,20632974000
2015-10-14,20488782000
2015-10-15,20506806000
2015-10-16,20714082000
2015-10-19,20898828000
2015-10-20,20925864000
2015-10-21,20858274000
2015-10-22,21295356000
2015-10-23,21574728000
2015-10-26,21525162000
2015-10-27,21502632000
2015-10-28,21759474000
2015-10-29,21791016000
2015-10-30,21745956000
2015-11-02,21800028000
2015-11-03,21547692000
2015-11-04,21570222000
2015-11-05,21615282000
2015-11-06,21606270000
2015-11-09,21471090000
2015-11-10,21718920000
2015-11-11,21736944000
2015-11-12,21502632000
2015-11-13,21263814000
2015-11-16,21529668000
2015-11-17,21534174000
2015-11-18,21633306000
2015-11-19,21777498000
2015-11-20,21809040000
2015-11-23,21687378000
2015-11-24,21457572000
2015-11-25,21498126000
2015-11-27,21570222000
2015-11-30,21682872000
2015-12-01,21899160000
2015-12-02,21601764000
2015-12-03,21124128000
2015-12-04,21502632000
2015-12-07,21313380000
2015-12-08,21326898000
2015-12-09,20993454000
2015-12-10,21092586000
2015-12-11,20669022000
2015-12-14,21052032000
2015-12-15,21164682000
2015-12-16,21097092000
2015-12-17,20934876000
2015-12-18,20605938000
2015-12-21,20813214000
2015-12-22,20939382000
2015-12-23,21052032000
2015-12-24,20966418000
2015-12-28,20984442000
2015-12-29,21218754000
2015-12-30,20943888000
2015-12-31,20605938000
2016-01-04,19958500000
2016-01-05,20052160000
2016-01-06,19900520000
2016-01-07,19673060000
2016-01-08,19516960000
2016-01-11,19610620000
2016-01-12,19913900000
2016-01-13,19365320000
2016-01-14,19851460000
2016-01-15,19476820000
2016-01-19,19855920000
2016-01-20,19833620000
2016-01-21,19989720000
2016-01-22,20400040000
2016-01-25,20105680000
2016-01-26,20382200000
2016-01-27,20168120000
2016-01-28,20297460000
2016-01-29,21086880000
2016-02-01,21046740000
2016-02-02,20747920000
2016-02-03,21140400000
2016-02-04,21523960000
2016-02-05,21091340000
2016-02-08,20471400000
2016-02-09,20533840000
2016-02-10,20676560000
2016-02-11,20444640000
2016-02-12,20756840000
2016-02-16,21037820000
2016-02-17,21376780000
2016-02-18,21479360000
2016-02-19,21555180000
2016-02-22,21836160000
2016-02-23,21675600000
2016-02-24,21920900000
2016-02-25,22184040000
2016-02-26,21849540000
2016-02-29,21323260000
2016-03-01,21929820000
2016-03-02,21693440000
2016-03-03,21697900000
2016-03-04,21666680000
2016-03-07,21537340000
2016-03-08,21372320000
2016-03-09,21510580000
2016-03-10,21506120000
2016-03-11,21885220000
2016-03-14,21947660000
2016-03-15,22032400000
2016-03-16,22282160000
2016-03-17,22438260000
2016-03-18,22652340000
2016-03-21,22393660000
2016-03-22,22282160000
2016-03-23,22366900000
2016-03-24,22246480000
2016-03-28,22192960000
2016-03-29,22679100000
2016-03-30,22763840000
2016-03-31,22875340000
2016-04-01,22805628000
2016-04-04,22593852000
2016-04-05,22276188000
2016-04-06,22448256000
2016-04-07,22126180000
2016-04-08,22161476000
2016-04-11,22007056000
2016-04-12,22108532000
2016-04-13,22126180000
2016-04-14,21984996000
2016-04-15,22011468000
2016-04-18,22245304000
2016-04-19,22223244000
2016-04-20,21962936000
2016-04-21,21711452000
2016-04-22,21627624000
2016-04-25,21812928000
2016-04-26,21817340000
2016-04-27,21883520000
2016-04-28,21693804000
2016-04-29,21557032000
2016-05-02,21861460000
2016-05-03,21773220000
2016-05-04,21830576000
2016-05-05,21896756000
2016-05-06,22642384000
2016-05-09,22858572000
2016-05-10,23286536000
2016-05-11,23242416000
2016-05-12,23215944000
2016-05-13,22907104000
2016-05-16,22999756000
2016-05-17,22757096000
2016-05-18,22602676000
2016-05-19,22452668000
2016-05-20,22598264000
2016-05-23,22470316000
2016-05-24,23026228000
2016-05-25,22937988000
2016-05-26,22999756000
2016-05-27,23189472000
2016-05-31,23238004000
2016-06-01,23365952000
2016-06-02,23529196000
2016-06-03,23396836000
2016-06-06,23520372000
2016-06-07,23498312000
2016-06-08,23692440000
2016-06-09,23679204000
2016-06-10,23467428000
2016-06-13,23299772000
2016-06-14,23330656000
2016-06-15,23330656000
2016-06-16,23445368000
2016-06-17,23039464000
2016-06-20,23242416000
2016-06-21,23260064000
2016-06-22,23039464000
2016-06-23,23299772000
2016-06-24,22779156000
2016-06-27,22598264000
2016-06-28,23114468000
2016-06-29,23480664000
2016-06-30,23988044000
2016-07-01,23875264000
2016-07-05,23989248000
2016-07-06,23831424000
2016-07-07,23770048000
2016-07-08,24046240000
2016-07-11,24177760000
2016-07-12,24155840000
2016-07-13,24239136000
2016-07-14,24234752000
2016-07-15,24186528000
2016-07-18,24168992000
2016-07-19,24199680000
2016-07-20,24313664000
2016-07-21,24098848000
2016-07-22,24217216000
2016-07-25,24186528000
2016-07-26,24313664000
2016-07-27,24112000000
2016-07-28,24269824000
2016-07-29,24190912000
2016-08-01,24186528000
2016-08-02,23984864000
2016-08-03,22893248000
2016-08-04,23143136000
2016-08-05,23059840000
2016-08-08,22792416000
2016-08-09,22840640000
2016-08-10,22840640000
2016-08-11,22665280000
2016-08-12,22656512000
2016-08-15,22573216000
2016-08-16,22257568000
2016-08-17,22529376000
2016-08-18,22472384000
2016-08-19,22476768000
2016-08-22,22542528000
2016-08-23,22823104000
2016-08-24,22516224000
2016-08-25,22581984000
2016-08-26,22682816000
2016-08-29,22638976000
2016-08-30,22564448000
2016-08-31,22590752000
2016-09-01,22752960000
2016-09-02,22871328000
2016-09-06,22731040000
2016-09-07,22603904000
2016-09-08,22415392000
2016-09-09,21981376000
2016-09-12,22174272000
2016-09-13,21775328000
2016-09-14,21564896000
2016-09-15,21906848000
2016-09-16,21749024000
2016-09-19,21766560000
2016-09-20,21775328000
2016-09-21,22248800000
2016-09-22,22432928000
2016-09-23,22183040000
2016-09-26,21976992000
2016-09-27,22055904000
2016-09-28,21972608000
2016-09-29,21858624000
2016-09-30,21806016000
2016-10-03,21498280000
2016-10-04,21312950000
2016-10-05,21485350000
2016-10-06,21722400000
2016-10-07,21545690000
2016-10-10,21666370000
2016-10-11,21360360000
2016-10-12,21567240000
2016-10-13,21493970000
2016-10-14,21562930000
2016-10-17,21515520000
2016-10-18,21562930000
2016-10-19,21506900000
2016-10-20,21476730000
2016-10-21,21368980000
2016-10-24,21662060000
2016-10-25,21489660000
2016-10-26,21545690000
2016-10-27,20851780000
2016-10-28,21192270000
2016-10-31,21222440000
2016-11-01,21239680000
2016-11-02,21261230000
2016-11-03,21144860000
2016-11-04,21106070000
2016-11-07,21455180000
2016-11-08,21584480000
2016-11-09,21662060000
2016-11-10,21506900000
2016-11-11,21666370000
2016-11-14,21575860000
2016-11-15,21881870000
2016-11-16,22243910000
2016-11-17,22640430000
2016-11-18,22476650000
2016-11-21,22722320000
2016-11-22,22907650000
2016-11-23,23187800000
2016-11-25,23110220000
2016-11-28,22976610000
2016-11-29,22959370000
2016-11-30,22545610000
2016-12-01,22265460000
2016-12-02,22278390000
2016-12-05,22330110000
2016-12-06,22252530000
2016-12-07,22588710000
2016-12-08,22567160000
2016-12-09,22584400000
2016-12-12,22588710000
2016-12-13,22864550000
2016-12-14,22847310000
2016-12-15,23114530000
2016-12-16,23062810000
2016-12-19,23131770000
2016-12-20,23506740000
2016-12-21,23398990000
2016-12-22,23192110000
2016-12-23,23274000000
2016-12-27,23304170000
2016-12-28,23101600000
2016-12-29,23118840000
2016-12-30,22903340000
2017-01-03,22852686000
2017-01-04,23133714000
2017-01-05,23125198000
2017-01-06,23384936000
2017-01-09,23014490000
2017-01-10,23044296000
2017-01-11,23108166000
2017-01-12,23295518000
2017-01-13,23482870000
2017-01-17,23512676000
2017-01-18,23436032000
2017-01-19,23278486000
2017-01-20,23329582000
2017-01-23,23133714000
2017-01-24,23103908000
2017-01-25,23108166000
2017-01-26,22959136000
2017-01-27,23014490000
2017-01-30,23027264000
2017-01-31,22873976000
2017-02-01,22435402000
2017-02-02,22452434000
2017-02-03,22720688000
2017-02-06,22746236000
2017-02-07,22656818000
2017-02-08,22946362000
2017-02-09,23308292000
2017-02-10,23223132000
2017-02-13,23440290000
2017-02-14,23448806000
2017-02-15,23648932000
2017-02-16,23687254000
2017-02-17,23840542000
2017-02-21,23929960000
2017-02-22,24232278000
2017-02-23,24462210000
2017-02-24,24760270000
2017-02-27,24606982000
2017-02-28,24568660000
2017-03-01,24934848000
2017-03-02,24832656000
2017-03-03,25015750000
2017-03-06,24913558000
2017-03-07,24896526000
2017-03-08,25002976000
2017-03-09,25002976000
2017-03-10,24968912000
2017-03-13,25100910000
2017-03-14,24990202000
2017-03-15,25049814000
2017-03-16,24964654000
2017-03-17,25079620000
2017-03-20,24845430000
2017-03-21,24730464000
2017-03-22,24670852000
2017-03-23,24662336000
2017-03-24,24683626000
2017-03-27,24585692000
2017-03-28,24653820000
2017-03-29,24679368000
2017-03-30,24683626000
2017-03-31,24547370000
2017-04-03,24376912000
2017-04-04,24322104000
2017-04-05,24364264000
2017-04-06,24381128000
2017-04-07,24414856000
2017-04-10,24440152000
2017-04-11,24507608000
2017-04-12,24410640000
2017-04-13,24284160000
2017-04-17,24545552000
2017-04-18,24524472000
2017-04-19,24570848000
2017-04-20,24832240000
2017-04-21,24958720000
2017-04-24,25177952000
2017-04-25,25215896000
2017-04-26,25291784000
2017-04-27,25274920000
2017-04-28,25114712000
2017-05-01,25102064000
2017-05-02,25009312000
2017-05-03,24971368000
2017-05-04,25350808000
2017-05-05,25296000000
2017-05-08,25262272000
2017-05-09,25241192000
2017-05-10,25140008000
2017-05-11,25266488000
2017-05-12,25249624000
2017-05-15,25485720000
2017-05-16,25245408000
2017-05-17,25110496000
2017-05-18,25304432000
2017-05-19,25439344000
2017-05-22,25785056000
2017-05-23,25789272000
2017-05-24,25877808000
2017-05-25,26248816000
2017-05-26,26156064000
2017-05-30,26248816000
2017-05-31,26409024000
2017-06-01,26400592000
2017-06-02,26501776000
2017-06-05,26446968000
2017-06-06,26231952000
2017-06-07,26371080000
2017-06-08,26088608000
2017-06-09,25898888000
2017-06-12,25966344000
2017-06-13,26248816000
2017-06-14,26269896000
2017-06-15,26451184000
2017-06-16,26278328000
2017-06-19,26392160000
2017-06-20,26269896000
2017-06-21,26430104000
2017-06-22,26333136000
2017-06-23,26307840000
2017-06-26,26210872000
2017-06-27,25894672000
2017-06-28,26151848000
2017-06-29,25637496000
2017-06-30,25789272000
2017-07-03,25327440000
2017-07-05,25544592000
2017-07-06,25431840000
2017-07-07,25632288000
2017-07-10,25640640000
2017-07-11,25477776000
2017-07-12,25774272000
2017-07-13,25736688000
2017-07-14,25811856000
2017-07-17,26154288000
2017-07-18,26112528000
2017-07-19,26258688000
2017-07-20,26358912000
2017-07-21,26459136000
2017-07-24,26409024000
2017-07-25,26392320000
2017-07-26,26521776000
2017-07-27,26513424000
2017-07-28,26358912000
2017-07-31,26830800000
2017-08-01,26993664000
2017-08-02,25887024000
2017-08-03,25887024000
2017-08-04,25699104000
2017-08-07,25907904000
2017-08-08,25803504000
2017-08-09,25745040000
2017-08-10,25573824000
2017-08-11,25648992000
2017-08-14,25903728000
2017-08-15,26037360000
2017-08-16,26066592000
2017-08-17,25281504000
2017-08-18,25131168000
2017-08-21,25214688000
2017-08-22,25603056000
2017-08-23,25507008000
2017-08-24,25373376000
2017-08-25,25540416000
2017-08-28,25648992000
2017-08-29,25686576000
2017-08-30,25728336000
2017-08-31,25832736000
2017-09-01,25682400000
2017-09-05,25444368000
2017-09-06,25561296000
2017-09-07,25648992000
2017-09-08,25611408000
2017-09-11,25958016000
2017-09-12,26012304000
2017-09-13,25887024000
2017-09-14,25799328000
2017-09-15,25903728000
2017-09-18,26208576000
2017-09-19,26133408000
2017-09-20,26120880000
2017-09-21,26049888000
2017-09-22,26358912000
2017-09-25,26542656000
2017-09-26,26617824000
2017-09-27,26801568000
2017-09-28,26772336000
2017-09-29,26926848000
2017-10-02,26751336000
2017-10-03,26747184000
2017-10-04,26693208000
2017-10-05,26763791999
2017-10-06,26464848000
2017-10-09,26473152000
2017-10-10,26547888000
2017-10-11,26311224000
2017-10-12,26398416000
2017-10-13,26381808000
2017-10-16,26406720000
2017-10-17,26286312000
2017-10-18,26381808000
2017-10-19,26481456000
2017-10-20,26664144000
2017-10-23,26568648000
2017-10-24,26448240000
2017-10-25,26618472000
2017-10-26,26767944000
2017-10-27,27025368000
2017-10-30,26871744000
2017-10-31,26867591999
2017-11-01,26057952000
2017-11-02,26278008000
2017-11-03,26369352000
2017-11-06,26522976000
2017-11-07,26361048000
2017-11-08,26743032000
2017-11-09,26755488000
2017-11-10,26572800000
2017-11-13,26606016000
2017-11-14,26929872000
2017-11-15,26680752000
2017-11-16,26892504000
2017-11-17,26651688000
2017-11-20,26639232000
2017-11-21,26630928000
2017-11-22,26514672000
2017-11-24,26601863999
2017-11-27,26606016000
2017-11-28,26659991999
2017-11-29,26722272000
2017-11-30,27286944000
2017-12-01,27075191999
2017-12-04,27453024000
2017-12-05,27170688000
2017-12-06,27104256000
2017-12-07,27237119999
2017-12-08,27345072000
2017-12-11,27369984000
2017-12-12,27237119999
2017-12-13,27154080000
2017-12-14,26967240000
2017-12-15,27394896000
2017-12-18,27473784000
2017-12-19,27436416000
2017-12-20,27316008000
2017-12-21,27120863999
2017-12-22,27054432000
2017-12-26,27278640000
2017-12-27,27299400000
2017-12-28,27403200000
2017-12-29,27224663999
2018-01-02,26788980000
2018-01-03,27006809999
2018-01-04,27384930000
2018-01-05,27656190000
2018-01-08,27713730000
2018-01-09,28005540000
2018-01-10,28153500000
2018-01-11,28326120000
2018-01-12,28198710000
2018-01-16,28256250000
2018-01-17,28412430000
2018-01-18,28346670000
2018-01-19,28383660000
2018-01-22,28811099999
2018-01-23,28848090000
2018-01-24,28798769999
2018-01-25,28934400000
2018-01-26,29300190000
2018-01-29,29390610000
2018-01-30,29291970000
2018-01-31,28942620000
2018-02-01,28790550000
2018-02-02,28268580000
2018-02-05,26739660000
2018-02-06,26871180000
2018-02-07,26542380000
2018-02-08,27343830000
2018-02-09,28248030000
2018-02-12,28490519999
2018-02-13,28568610000
2018-02-14,28441200000
2018-02-15,28860420000
2018-02-16,29328960000
2018-02-20,29123460000
2018-02-21,28724790000
2018-02-22,29205660000
2018-02-23,30044099999
2018-02-26,29871480000
2018-02-27,29637210000
2018-02-28,29464590000
2018-03-01,29152230000
2018-03-02,29587889999
2018-03-05,29781059999
2018-03-06,29637210000
2018-03-07,29809830000
2018-03-08,30023550000
2018-03-09,30459210000
2018-03-12,30340019999
2018-03-13,30311250000
2018-03-14,30327690000
2018-03-15,30344130000
2018-03-16,30504420000
2018-03-19,30257820000
2018-03-20,30192059999
2018-03-21,30072870000
2018-03-22,29320740000
2018-03-23,28774110000
2018-03-26,29296080000
2018-03-27,28885080000
2018-03-28,29074139999
2018-03-29,29308410000
2018-04-02,28646294000
2018-04-03,28820917000
2018-04-04,28885893000
2018-04-05,28930563999
2018-04-06,28362024000
2018-04-09,28479793000
2018-04-10,28885893000
2018-04-11,28772184999
2018-04-12,28824978000
2018-04-13,28792490000
2018-04-16,29072699000
2018-04-17,29356969000
2018-04-18,29287932000
2018-04-19,29137675000
2018-04-20,28971174000
2018-04-23,28869649000
2018-04-24,28792490000
2018-04-25,28491976000
2018-04-26,28963051999
2018-04-27,29023967000
2018-04-30,28776246000
2018-05-01,29088943000
2018-05-02,28033083000
2018-05-03,28016838999
2018-05-04,28313292000
2018-05-07,28593501000
2018-05-08,28593501000
2018-05-09,29032088999
2018-05-10,29405701000
2018-05-11,29560019000
2018-05-14,29409762000
2018-05-15,29275749000
2018-05-16,29352908000
2018-05-17,29442250000
2018-05-18,29637178000
2018-05-21,29746825000
2018-05-22,29101126000
2018-05-23,29186407000
2018-05-24,29109248000
2018-05-25,29145797000
2018-05-29,29088943000
2018-05-30,29543775000
2018-05-31,29482859999
2018-06-01,29779313000
2018-06-04,30156986000
2018-06-05,30327548000
2018-06-06,30887966000
2018-06-07,30485926999
2018-06-08,30648367000
2018-06-11,30510293000
2018-06-12,30802684999
2018-06-13,30802684999
2018-06-14,31038223000
2018-06-15,31062588999
2018-06-18,30952942000
2018-06-19,30928576000
2018-06-20,30948880999
2018-06-21,30774258000
2018-06-22,30688976999
2018-06-25,30205718000
2018-06-26,30124498000
2018-06-27,29750886000
2018-06-28,30022973000
2018-06-29,30087949000
2018-07-02,29970739999
2018-07-03,29842420000
2018-07-05,30087030000
2018-07-06,30271489999
2018-07-09,30403819999
2018-07-10,30459959999
2018-07-11,30660459999
2018-07-12,31097550000
2018-07-13,31057450000
