,DISCA
2014-10-08,16424719999
2014-10-09,15819180000
2014-10-10,15500940000
2014-10-13,14988219999
2014-10-14,15165020000
2014-10-15,15226900000
2014-10-16,15111979999
2014-10-17,15315300000
2014-10-20,15315300000
2014-10-21,16018080000
2014-10-22,15421380000
2014-10-23,15898740000
2014-10-24,16181620000
2014-10-27,16141840000
2014-10-28,16460080000
2014-10-29,16362840000
2014-10-30,15885479999
2014-10-31,15624700000
2014-11-03,15766140000
2014-11-04,14723020000
2014-11-05,15235740000
2014-11-06,14541800000
2014-11-07,14418039999
2014-11-10,14258920000
2014-11-11,14139580000
2014-11-12,14082120000
2014-11-13,14524120000
2014-11-14,14820260000
2014-11-17,14378260000
2014-11-18,14745120000
2014-11-19,14572740000
2014-11-20,14992640000
2014-11-21,14917500000
2014-11-24,15288780000
2014-11-25,15386020000
2014-11-26,15350659999
2014-11-28,15425800000
2014-12-01,15332979999
2014-12-02,15434640000
2014-12-03,15607020000
2014-12-04,15218060000
2014-12-05,15014740000
2014-12-08,14882140000
2014-12-09,15310880000
2014-12-10,14983800000
2014-12-11,15050099999
2014-12-12,14753960000
2014-12-15,14528539999
2014-12-16,14669979999
2014-12-17,15125240000
2014-12-18,15651219999
2014-12-19,15660060000
2014-12-22,15293200000
2014-12-23,15505360000
2014-12-24,15421380000
2014-12-26,15412539999
2014-12-29,15673320000
2014-12-30,15567240000
2014-12-31,15123550000
2015-01-02,15136719999
2015-01-05,14513340000
2015-01-06,14039220000
2015-01-07,14140190000
2015-01-08,14254330000
2015-01-09,14061170000
2015-01-12,13889960000
2015-01-13,13701190000
2015-01-14,13170000000
2015-01-15,12937330000
2015-01-16,12915380000
2015-01-20,12840750000
2015-01-21,12932940000
2015-01-22,13196340000
2015-01-23,13099760000
2015-01-26,13196340000
2015-01-27,13191950000
2015-01-28,13073420000
2015-01-29,13055860000
2015-01-30,12726610000
2015-02-02,12853920000
2015-02-03,12981230000
2015-02-04,13213900000
2015-02-05,12814410000
2015-02-06,13130490000
2015-02-09,13191950000
2015-02-10,13538760000
2015-02-11,13433400000
2015-02-12,13323650000
2015-02-13,13806550000
2015-02-17,13521200000
2015-02-18,13565100000
2015-02-19,13652900000
2015-02-20,13578270000
2015-02-23,14197260000
2015-02-24,14487000000
2015-02-25,14460659999
2015-02-26,14245550000
2015-02-27,14179699999
2015-03-02,14333350000
2015-03-03,14921610000
2015-03-04,14838199999
2015-03-05,14732840000
2015-03-06,14522120000
2015-03-09,14403590000
2015-03-10,14210429999
2015-03-11,14223600000
2015-03-12,14219210000
2015-03-13,14061170000
2015-03-16,14311400000
2015-03-17,14096290000
2015-03-18,13894350000
2015-03-19,13968980000
2015-03-20,14245550000
2015-03-23,14289449999
2015-03-24,14271890000
2015-03-25,13850450000
2015-03-26,13578270000
2015-03-27,13727530000
2015-03-30,13648510000
2015-03-31,13288320000
2015-04-01,13353120000
2015-04-02,13888800000
2015-04-06,14130720000
2015-04-07,14221440000
2015-04-08,14186880000
2015-04-09,14346720000
2015-04-10,14273280000
2015-04-13,14268960000
2015-04-14,14230079999
2015-04-15,14420160000
2015-04-16,14333760000
2015-04-17,14169599999
2015-04-20,14670720000
2015-04-21,14463359999
2015-04-22,14484960000
2015-04-23,14532480000
2015-04-24,14130720000
2015-04-27,13927680000
2015-04-28,13694400000
2015-04-29,13906079999
2015-04-30,13979520000
2015-05-01,14143680000
2015-05-04,14415839999
2015-05-05,14078880000
2015-05-06,13824000000
2015-05-07,13612320000
2015-05-08,13534560000
2015-05-11,13296960000
2015-05-12,13832640000
2015-05-13,13582080000
2015-05-14,13564800000
2015-05-15,13720320000
2015-05-18,14247359999
2015-05-19,14398560000
2015-05-20,14502240000
2015-05-21,14385599999
2015-05-22,14320800000
2015-05-26,14191200000
2015-05-27,14299200000
2015-05-28,14277599999
2015-05-29,14662079999
2015-06-01,14657760000
2015-06-02,14666400000
2015-06-03,14675040000
2015-06-04,14627520000
2015-06-05,14882400000
2015-06-08,14592960000
2015-06-09,14446079999
2015-06-10,14355359999
2015-06-11,14238720000
2015-06-12,14044320000
2015-06-15,14139359999
2015-06-16,14208480000
2015-06-17,14402880000
2015-06-18,14644800000
2015-06-19,14649119999
2015-06-22,14662079999
2015-06-23,14705280000
2015-06-24,14580000000
2015-06-25,14515200000
2015-06-26,14618880000
2015-06-29,14351040000
2015-06-30,14368320000
2015-07-01,14381280000
2015-07-02,14333760000
2015-07-06,14294880000
2015-07-07,14601599999
2015-07-08,14160960000
2015-07-09,14052960000
2015-07-10,14420160000
2015-07-13,14484960000
2015-07-14,14692320000
2015-07-15,14653440000
2015-07-16,15033599999
2015-07-17,14389920000
2015-07-20,14100480000
2015-07-21,13746240000
2015-07-22,14009760000
2015-07-23,13888800000
2015-07-24,13737600000
2015-07-27,13625280000
2015-07-28,13525920000
2015-07-29,13655520000
2015-07-30,13923359999
2015-07-31,14264640000
2015-08-03,14130720000
2015-08-04,14195520000
2015-08-05,12471840000
2015-08-06,12908160000
2015-08-07,12718080000
2015-08-10,12765600000
2015-08-11,12415680000
2015-08-12,12497760000
2015-08-13,12303360000
2015-08-14,12229920000
2015-08-17,12666240000
2015-08-18,12549600000
2015-08-19,12432960000
2015-08-20,11802240000
2015-08-21,11707200000
2015-08-24,11253600000
2015-08-25,11154240000
2015-08-26,11456640000
2015-08-27,11625120000
2015-08-28,11711520000
2015-08-31,11491200000
2015-09-01,11352960000
2015-09-02,11556000000
2015-09-03,11715840000
2015-09-04,11547360000
2015-09-08,11759040000
2015-09-09,11586240000
2015-09-10,11620800000
2015-09-11,11638080000
2015-09-14,11478240000
2015-09-15,11659680000
2015-09-16,12048480000
2015-09-17,12221280000
2015-09-18,12216960000
2015-09-21,12445920000
2015-09-22,12013920000
2015-09-23,11953440000
2015-09-24,11944800000
2015-09-25,12026880000
2015-09-28,12000960000
2015-09-29,11404800000
2015-09-30,11140840000
2015-10-01,10854080000
2015-10-02,11166520000
2015-10-05,11504640000
2015-10-06,11645880000
2015-10-07,11988280000
2015-10-08,12343520000
2015-10-09,12369200000
2015-10-12,12343520000
2015-10-13,12339240000
2015-10-14,12133800000
2015-10-15,12352080000
2015-10-16,12193720000
2015-10-19,12283600000
2015-10-20,12489040000
2015-10-21,12330680000
2015-10-22,12604600000
2015-10-23,12741560000
2015-10-26,12536120000
2015-10-27,12317840000
2015-10-28,12638840000
2015-10-29,12570360000
2015-10-30,12600320000
2015-11-02,12865680000
2015-11-03,13302240000
2015-11-04,12968400000
2015-11-05,12630280000
2015-11-06,12416280000
2015-11-09,12412000000
2015-11-10,12865680000
2015-11-11,13101080000
2015-11-12,12908480000
2015-11-13,12831440000
2015-11-16,13092520000
2015-11-17,12882800000
2015-11-18,13173840000
2015-11-19,13079680000
2015-11-20,13169560000
2015-11-23,13143880000
2015-11-24,13246600000
2015-11-25,13319360000
2015-11-27,13302240000
2015-11-30,13327920000
2015-12-01,13302240000
2015-12-02,12917040000
2015-12-03,12891360000
2015-12-04,13152440000
2015-12-07,13139600000
2015-12-08,12596040000
2015-12-09,12176600000
2015-12-10,12150920000
2015-12-11,11714360000
2015-12-14,11320600000
2015-12-15,11350560000
2015-12-16,11633040000
2015-12-17,11333440000
2015-12-18,11222160000
2015-12-21,11247840000
2015-12-22,11500360000
2015-12-23,11615920000
2015-12-24,11594520000
2015-12-28,11487520000
2015-12-29,11513200000
2015-12-30,11367680000
2015-12-31,11018840000
2016-01-04,10907330000
2016-01-05,10932110000
2016-01-06,10853640000
2016-01-07,10523240000
2016-01-08,10742130000
2016-01-11,10667790000
2016-01-12,10874290000
2016-01-13,10548020000
2016-01-14,10861900000
2016-01-15,10692570000
2016-01-19,10651270000
2016-01-20,10543890000
2016-01-21,10692570000
2016-01-22,11109700000
2016-01-25,10841250000
2016-01-26,11324460000
2016-01-27,11192300000
2016-01-28,11039490000
2016-01-29,11394670000
2016-02-01,11415320000
2016-02-02,10903200000
2016-02-03,11262510000
2016-02-04,11440100000
2016-02-05,11237730000
2016-02-08,10746260000
2016-02-09,10209360000
2016-02-10,10221750000
2016-02-11,10048290000
2016-02-12,10325000000
2016-02-16,10556280000
2016-02-17,11031230000
2016-02-18,10581060000
2016-02-19,10469550000
2016-02-22,10816470000
2016-02-23,10403470000
2016-02-24,10407600000
2016-02-25,10275440000
2016-02-26,10358040000
2016-02-29,10325000000
2016-03-01,10915590000
2016-03-02,11060140000
2016-03-03,11411190000
2016-03-04,11398800000
2016-03-07,11588780000
2016-03-08,11225340000
2016-03-09,11427710000
2016-03-10,11415320000
2016-03-11,11745720000
2016-03-14,11535090000
2016-03-15,11423580000
2016-03-16,11791150000
2016-03-17,12018300000
2016-03-18,12150460000
2016-03-21,12076120000
2016-03-22,11923310000
2016-03-23,11485530000
2016-03-24,11559870000
2016-03-28,11658990000
2016-03-29,11663120000
2016-03-30,11601170000
2016-03-31,11566520000
2016-04-01,11675600000
2016-04-04,11667520000
2016-04-05,11562480000
2016-04-06,11687720000
2016-04-07,11275640000
2016-04-08,11380680000
2016-04-11,11453400000
2016-04-12,11465520000
2016-04-13,11594800000
2016-04-14,11465520000
2016-04-15,11449360000
2016-04-18,11534200000
2016-04-19,11449360000
2016-04-20,11376640000
2016-04-21,11461480000
2016-04-22,11635200000
2016-04-25,11283720000
2016-04-26,11392800000
2016-04-27,11489760000
2016-04-28,11372600000
2016-04-29,11033240000
2016-05-02,11283720000
2016-05-03,10908000000
2016-05-04,10742360000
2016-05-05,11206960000
2016-05-06,11425120000
2016-05-09,11372600000
2016-05-10,11841240000
2016-05-11,11703880000
2016-05-12,11368560000
2016-05-13,11303920000
2016-05-16,11122120000
2016-05-17,11089800000
2016-05-18,10790840000
2016-05-19,10544400000
2016-05-20,10572680000
2016-05-23,10600960000
2016-05-24,10718120000
2016-05-25,10908000000
2016-05-26,10936280000
2016-05-27,11130200000
2016-05-31,11251400000
2016-06-01,11235240000
2016-06-02,11433200000
2016-06-03,11469560000
2016-06-06,11667520000
2016-06-07,11251400000
2016-06-08,11328160000
2016-06-09,11041320000
2016-06-10,10564600000
2016-06-13,10491880000
2016-06-14,10370680000
2016-06-15,10318160000
2016-06-16,10322200000
2016-06-17,10338360000
2016-06-20,10540360000
2016-06-21,10407040000
2016-06-22,10499960000
2016-06-23,10653480000
2016-06-24,9881840000
2016-06-27,9586920000
2016-06-28,9659640000
2016-06-29,9849520000
2016-06-30,9965850000
2016-07-01,9973750000
2016-07-05,9784150000
2016-07-06,9914500000
2016-07-07,10036950000
2016-07-08,10119900000
2016-07-11,9973750000
2016-07-12,10088300000
2016-07-13,10068550000
2016-07-14,10151500000
2016-07-15,9898700000
2016-07-18,9993500000
2016-07-19,9942150000
2016-07-20,9997450000
2016-07-21,10033000000
2016-07-22,10076450000
2016-07-25,10056700000
2016-07-26,10127800000
2016-07-27,10056700000
2016-07-28,9977700000
2016-07-29,9910550000
2016-08-01,9784150000
2016-08-02,10435900000
2016-08-03,10597850000
2016-08-04,10435900000
2016-08-05,10400350000
2016-08-08,10349000000
2016-08-09,10131750000
2016-08-10,10175200000
2016-08-11,10309500000
2016-08-12,10408250000
2016-08-15,10499100000
2016-08-16,10408250000
2016-08-17,10653150000
2016-08-18,10601800000
2016-08-19,10558350000
2016-08-22,10491200000
2016-08-23,10424050000
2016-08-24,10313450000
2016-08-25,10218650000
2016-08-26,10163350000
2016-08-29,10135700000
2016-08-30,10108050000
2016-08-31,10076450000
2016-09-01,10147550000
2016-09-02,10226550000
2016-09-06,9910550000
2016-09-07,9902650000
2016-09-08,10025100000
2016-09-09,9697250000
2016-09-12,9946100000
2016-09-13,9768350000
2016-09-14,9772300000
2016-09-15,9641950000
2016-09-16,9618250000
2016-09-19,9697250000
2016-09-20,9586650000
2016-09-21,9689350000
2016-09-22,10155450000
2016-09-23,10305550000
2016-09-26,10333200000
2016-09-27,10416150000
2016-09-28,10586000000
2016-09-29,10589950000
2016-09-30,10579560000
2016-10-03,10764270000
2016-10-04,10768200000
2016-10-05,10882170000
2016-10-06,10941120000
2016-10-07,10677810000
2016-10-10,10626720000
2016-10-11,10375200000
2016-10-12,10284810000
2016-10-13,10092240000
2016-10-14,9958620000
2016-10-17,9938970000
2016-10-18,9907530000
2016-10-19,10064730000
2016-10-20,10104030000
2016-10-21,10469520000
2016-10-24,10461660000
2016-10-25,10288740000
2016-10-26,10390920000
2016-10-27,10280880000
2016-10-28,10159050000
2016-10-31,10261230000
2016-11-01,10135470000
2016-11-02,9903600000
2016-11-03,10131540000
2016-11-04,10076520000
2016-11-07,10041150000
2016-11-08,10159050000
2016-11-09,10178700000
2016-11-10,10229790000
2016-11-11,10390920000
2016-11-14,11141550000
2016-11-15,10925400000
2016-11-16,10858590000
2016-11-17,11015790000
2016-11-18,10807500000
2016-11-21,10827150000
2016-11-22,10791780000
2016-11-23,10748550000
2016-11-25,10823220000
2016-11-28,10697460000
2016-11-29,10866450000
2016-11-30,10646370000
2016-12-01,10669950000
2016-12-02,10453800000
2016-12-05,10764270000
2016-12-06,10921470000
2016-12-07,11318400000
2016-12-08,11613150000
2016-12-09,11436300000
2016-12-12,11231940000
2016-12-13,11306610000
2016-12-14,11271240000
2016-12-15,11338050000
2016-12-16,11157270000
2016-12-19,11070810000
2016-12-20,11196570000
2016-12-21,11176920000
2016-12-22,11055090000
2016-12-23,11004000000
2016-12-27,11051160000
2016-12-28,10960770000
2016-12-29,10882170000
2016-12-30,10772130000
2017-01-03,10876440000
2017-01-04,11004810000
2017-01-05,10580800000
2017-01-06,10689720000
2017-01-09,10452430000
2017-01-10,10246260000
2017-01-11,10312390000
2017-01-12,10580800000
2017-01-13,10658600000
2017-01-17,10818090000
2017-01-18,10895890000
2017-01-19,10892000000
2017-01-20,10849210000
2017-01-23,10997030000
2017-01-24,11082610000
2017-01-25,10728620000
2017-01-26,10853100000
2017-01-27,10915340000
2017-01-30,10884220000
2017-01-31,11028150000
2017-02-01,10907560000
2017-02-02,10810310000
2017-02-03,10927010000
2017-02-06,10880330000
2017-02-07,10888110000
2017-02-08,10709170000
2017-02-09,10876440000
2017-02-10,11078720000
2017-02-13,11292670000
2017-02-14,11098170000
2017-02-15,11082610000
2017-02-16,11113730000
2017-02-17,11156520000
2017-02-21,11522180000
2017-02-22,11479390000
2017-02-23,11475500000
2017-02-24,11386030000
2017-02-27,11300450000
2017-02-28,11187640000
2017-03-01,11094280000
2017-03-02,11082610000
2017-03-03,10849210000
2017-03-06,10806420000
2017-03-07,10794750000
2017-03-08,10884220000
2017-03-09,10837540000
2017-03-10,10771410000
2017-03-13,10697500000
2017-03-14,10681940000
2017-03-15,10892000000
2017-03-16,10950350000
2017-03-17,10895890000
2017-03-20,10786970000
2017-03-21,10674160000
2017-03-22,10713060000
2017-03-23,10763630000
2017-03-24,10713060000
2017-03-27,10748070000
2017-03-28,10767520000
2017-03-29,10915340000
2017-03-30,11164300000
2017-03-31,11170560000
2017-04-03,11109120000
2017-04-04,11239680000
2017-04-05,11274240000
2017-04-06,11251200000
2017-04-07,11216640000
2017-04-10,11208960000
2017-04-11,11151360000
2017-04-12,11016960000
2017-04-13,10863360000
2017-04-17,10944000000
2017-04-18,10986240000
2017-04-19,11105280000
2017-04-20,11258880000
2017-04-21,11197440000
2017-04-24,11289600000
2017-04-25,11247360000
2017-04-26,11285760000
2017-04-27,11285760000
2017-04-28,11051520000
2017-05-01,10744320000
2017-05-02,10736640000
2017-05-03,10283520000
2017-05-04,10225920000
2017-05-05,10402560000
2017-05-08,10464000000
2017-05-09,10237440000
2017-05-10,10026240000
2017-05-11,10110720000
2017-05-12,10010880000
2017-05-15,9987840000
2017-05-16,9822720000
2017-05-17,9642240000
2017-05-18,9669120000
2017-05-19,9934080000
2017-05-22,10064640000
2017-05-23,9841920000
2017-05-24,9776640000
2017-05-25,9830400000
2017-05-26,9934080000
2017-05-30,10060800000
2017-05-31,10176000000
2017-06-01,10268160000
2017-06-02,10172160000
2017-06-05,10064640000
2017-06-06,10045440000
2017-06-07,10141440000
2017-06-08,10010880000
2017-06-09,10022400000
2017-06-12,10210560000
2017-06-13,10152960000
2017-06-14,10087680000
2017-06-15,10141440000
2017-06-16,10183680000
2017-06-19,10149120000
2017-06-20,9795840000
2017-06-21,9822720000
2017-06-22,9799680000
2017-06-23,9903360000
2017-06-26,10060800000
2017-06-27,10033920000
2017-06-28,10037760000
2017-06-29,9984000000
2017-06-30,9841230000
2017-07-03,9982200000
2017-07-05,9936480000
2017-07-06,9822180000
2017-07-07,9837420000
2017-07-10,10001250000
2017-07-11,9982200000
2017-07-12,9970770000
2017-07-13,9966960000
2017-07-14,9989820000
2017-07-17,10058400000
2017-07-18,9925050000
2017-07-19,10355580000
2017-07-20,10134600000
2017-07-21,10115550000
2017-07-24,10092690000
2017-07-25,9879330000
2017-07-26,10126980000
2017-07-27,10054590000
2017-07-28,10210800000
2017-07-31,9372600000
2017-08-01,9288780000
2017-08-02,9528810000
2017-08-03,9425940000
2017-08-04,9041130000
2017-08-07,9239250000
2017-08-08,9258300000
2017-08-09,8991600000
2017-08-10,8763000000
2017-08-11,8728710000
2017-08-14,8724900000
2017-08-15,8671560000
2017-08-16,8610600000
2017-08-17,8473439999
2017-08-18,8568689999
2017-08-21,8511540000
2017-08-22,8568689999
2017-08-23,8568689999
2017-08-24,8580120000
2017-08-25,8633460000
2017-08-28,8690610000
2017-08-29,8553450000
2017-08-30,8454390000
2017-08-31,8462010000
2017-09-01,8442960000
2017-09-05,8237220000
2017-09-06,8328660000
2017-09-07,8130540000
2017-09-08,8096250000
2017-09-11,7924800000
2017-09-12,8001000000
2017-09-13,8077200000
2017-09-14,8183880000
2017-09-15,8359140000
2017-09-18,8122920000
2017-09-19,8111490000
2017-09-20,8100060000
2017-09-21,8134350000
2017-09-22,8157210000
2017-09-25,8134350000
2017-09-26,8107680000
2017-09-27,8180070000
2017-09-28,8149590000
2017-09-29,8111490000
2017-10-02,8202930000
2017-10-03,8202930000
2017-10-04,8275320000
2017-10-05,8199120000
2017-10-06,8157210000
2017-10-09,7936229999
2017-10-10,7821930000
2017-10-11,7620000000
2017-10-12,7345680000
2017-10-13,7330439999
2017-10-16,7261859999
2017-10-17,7299960000
2017-10-18,7479030000
2017-10-19,7654290000
2017-10-20,7730490000
2017-10-23,7475220000
2017-10-24,7414260000
2017-10-25,7338060000
2017-10-26,7368540000
2017-10-27,7269479999
2017-10-30,7231380000
2017-10-31,7193280000
2017-11-01,7299960000
2017-11-02,6595109999
2017-11-03,6294120000
2017-11-06,6515100000
2017-11-07,6602729999
2017-11-08,6515100000
2017-11-09,6541770000
2017-11-10,6549390000
2017-11-13,6473189999
2017-11-14,6202680000
2017-11-15,6370320000
2017-11-16,6385560000
2017-11-17,6686550000
2017-11-20,6614160000
2017-11-21,6572250000
2017-11-22,6777990000
2017-11-24,6667500000
2017-11-27,6656070000
2017-11-28,6846570000
2017-11-29,7189470000
2017-11-30,7246620000
2017-12-01,7414260000
2017-12-04,7943850000
2017-12-05,7566660000
2017-12-06,7406640000
2017-12-07,7440930000
2017-12-08,7490460000
2017-12-11,7532370000
2017-12-12,7486649999
2017-12-13,7539990000
2017-12-14,7635240000
2017-12-15,8016240000
2017-12-18,8244840000
2017-12-19,8385810000
2017-12-20,8522970000
2017-12-21,8900160000
2017-12-22,9041130000
2017-12-26,8980170000
2017-12-27,8782050000
2017-12-28,8591550000
2017-12-29,8526780000
2018-01-02,9752420000
2018-01-03,9545640000
2018-01-04,9338860000
2018-01-05,9284000000
2018-01-08,9440140000
2018-01-09,9136300000
2018-01-10,9634260000
2018-01-11,10132220000
2018-01-12,10267260000
2018-01-16,10351660000
2018-01-17,10423400000
2018-01-18,10798980000
2018-01-19,10849620000
2018-01-22,11111260000
2018-01-23,10845400000
2018-01-24,10976220000
2018-01-25,10858060000
2018-01-26,10988880000
2018-01-29,10934020000
2018-01-30,10537340000
2018-01-31,10579540000
2018-02-01,10668160000
2018-02-02,10047820000
2018-02-05,9613160000
2018-02-06,10060480000
2018-02-07,9756640000
2018-02-08,9651140000
2018-02-09,9541420000
2018-02-12,9743980000
2018-02-13,9929660000
2018-02-14,10056260000
2018-02-15,10144880000
2018-02-16,10068920000
2018-02-20,10258820000
2018-02-21,10165980000
2018-02-22,10043600000
2018-02-23,10132220000
2018-02-26,10621740000
2018-02-27,10988880000
2018-02-28,10263040000
2018-03-01,10153320000
2018-03-02,10410740000
2018-03-05,10355880000
2018-03-06,10305240000
2018-03-07,10102680000
2018-03-08,10111120000
2018-03-09,10208180000
2018-03-12,10305240000
2018-03-13,10233500000
2018-03-14,10157540000
2018-03-15,9874800000
2018-03-16,9794620000
2018-03-19,9684900000
2018-03-20,9279780000
2018-03-21,9351520000
2018-03-22,9081440000
2018-03-23,8895760000
2018-03-26,9174280000
2018-03-27,9148960000
2018-03-28,8933740000
2018-03-29,9043460000
2018-04-02,11286340000
2018-04-03,11521690000
2018-04-04,11788420000
2018-04-05,11835490000
2018-04-06,11830260000
2018-04-09,11783190000
2018-04-10,11819800000
2018-04-11,11793650000
2018-04-12,12123140000
2018-04-13,11940090000
2018-04-16,12238200000
2018-04-17,12431710000
2018-04-18,12295730000
2018-04-19,12227740000
2018-04-20,12112680000
2018-04-23,12431710000
2018-04-24,12520620000
2018-04-25,12604300000
2018-04-26,12630450000
2018-04-27,12525850000
2018-04-30,12368950000
2018-05-01,12557230000
2018-05-02,12332340000
2018-05-03,11961010000
2018-05-04,12112680000
2018-05-07,12232970000
2018-05-08,12055150000
2018-05-09,11652440000
2018-05-10,12457860000
2018-05-11,12567690000
2018-05-14,12463090000
2018-05-15,12008080000
2018-05-16,12389870000
2018-05-17,12039460000
2018-05-18,11804110000
2018-05-21,11835490000
2018-05-22,12112680000
2018-05-23,11804110000
2018-05-24,11757040000
2018-05-25,11683820000
2018-05-29,11453700000
2018-05-30,11192200000
2018-05-31,11030070000
2018-06-01,10956850000
2018-06-04,11030070000
2018-06-05,11370020000
2018-06-06,11694280000
2018-06-07,11908710000
2018-06-08,12039460000
2018-06-11,12494470000
2018-06-12,12562460000
2018-06-13,12766430000
2018-06-14,13336500000
2018-06-15,14209910000
2018-06-18,14230830000
2018-06-19,14408650000
2018-06-20,14753830000
2018-06-21,14612620000
2018-06-22,14706760000
2018-06-25,14696300000
2018-06-26,14612620000
2018-06-27,14743370000
2018-06-28,14895040000
2018-06-29,14382500000
2018-07-02,14340660000
2018-07-03,14309280000
2018-07-05,14455720000
2018-07-06,14576010000
2018-07-09,14800900000
2018-07-10,14853200000
2018-07-11,14471410000
2018-07-12,14413880000
2018-07-13,14351120000
2018-07-16,14304050000
2018-07-17,13796740000
2018-07-18,13901340000
2018-07-19,13958870000
2018-07-20,13901340000
2018-07-23,13964100000
2018-07-24,13634610000
2018-07-25,13530010000
2018-07-26,13728750000
2018-07-27,13613690000
2018-07-30,13676450000
2018-07-31,13901340000
2018-08-01,13713060000
2018-08-02,13890880000
2018-08-03,14152380000
2018-08-06,14079160000
2018-08-07,13362650000
2018-08-08,13414950000
2018-08-09,13650300000
2018-08-10,13592770000
2018-08-13,13540470000
2018-08-14,13817660000
2018-08-15,13629380000
2018-08-16,13801970000
2018-08-17,14094850000
2018-08-20,14602160000
2018-08-21,15454650000
2018-08-22,15203610000
2018-08-23,15057170000
2018-08-24,14926420000
2018-08-27,15046710000
2018-08-28,14795670000
2018-08-29,14821820000
2018-08-30,14738140000
2018-08-31,14555090000
2018-09-04,14366810000
2018-09-05,14361580000
2018-09-06,14445260000
2018-09-07,14617850000
2018-09-10,14800900000
2018-09-11,14910730000
2018-09-12,16056100000
2018-09-13,16652320000
2018-09-14,16830140000
2018-09-17,16746460000
2018-09-18,16516340000
2018-09-19,16762149999
2018-09-20,16871979999
2018-09-21,16631400000
2018-09-24,16688930000
2018-09-25,16500650000
2018-09-26,16479730000
2018-09-27,16688930000
2018-09-28,16736000000
2018-10-01,16988080000
2018-10-02,17218640000
2018-10-03,17459680000
2018-10-04,17370600000
2018-10-05,17255320000
2018-10-08,17297240000
2018-10-09,16956640000
2018-10-10,16799440000
2018-10-11,16254480000
2018-10-12,16642240000
2018-10-15,16925199999
2018-10-16,17323440000
2018-10-17,17318200000
2018-10-18,17360120000
2018-10-19,17501600000
2018-10-22,17491120000
2018-10-23,17176720000
2018-10-24,15625680000
2018-10-25,16212560000
2018-10-26,15788120000
2018-10-29,15908640000
2018-10-30,16375000000
2018-10-31,16972360000
2018-11-01,17318200000
2018-11-02,16930440000
2018-11-05,17396800000
2018-11-06,17443960000
2018-11-07,17333920000
2018-11-08,17711200000
2018-11-09,17281520000
2018-11-12,16982839999
2018-11-13,16825640000
2018-11-14,16726080000
2018-11-15,16642240000
2018-11-16,16474560000
2018-11-19,15966280000
2018-11-20,15463240000
2018-11-21,15908640000
2018-11-23,15945320000
2018-11-26,15793360000
2018-11-27,15788120000
2018-11-28,16406440000
2018-11-29,16574120000
2018-11-30,16097280000
2018-12-03,14776800000
2018-12-04,14661520000
2018-12-06,15274600000
2018-12-07,15159320000
2018-12-10,14865880000
2018-12-11,14640560000
2018-12-12,14871120000
2018-12-13,14656280000
2018-12-14,14656280000
2018-12-17,14420480000
2018-12-18,14095600000
2018-12-19,14085120000
2018-12-20,13550640000
2018-12-21,13126200000
2018-12-24,12822280000
2018-12-26,13388200000
2018-12-27,12984720000
2018-12-28,12911360000
2018-12-31,12963760000
2019-01-02,13534920000
2019-01-03,13456320000
2019-01-04,13697360000
2019-01-07,13901720000
2019-01-08,14273760000
2019-01-09,14294720000
2019-01-10,14048440000
2019-01-11,14210880000
2019-01-14,14148000000
2019-01-15,14200400000
2019-01-16,14205640000
2019-01-17,14305200000
2019-01-18,14520040000
2019-01-22,13938400000
2019-01-23,13917440000
2019-01-24,14315680000
2019-01-25,14504320000
2019-01-28,14561960000
2019-01-29,14357600000
2019-01-30,14011760000
2019-01-31,14871120000
2019-02-01,14965440000
2019-02-04,14823960000
2019-02-05,15216960000
2019-02-06,15258880000
2019-02-07,15007360000
2019-02-08,15295560000
2019-02-11,15007360000
2019-02-12,14740120000
2019-02-13,14839680000
2019-02-14,15075480000
2019-02-15,15353200000
2019-02-19,15227440000
2019-02-20,15243160000
2019-02-21,15196000000
2019-02-22,15306040000
2019-02-25,15306040000
2019-02-26,14876360000
2019-02-27,15007360000
2019-02-28,15143600000
2019-03-01,15237920000
2019-03-04,15080720000
2019-03-05,15190760000
2019-03-06,15096440000
2019-03-07,14892080000
2019-03-08,15154080000
2019-03-11,14892080000
2019-03-12,14865880000
2019-03-13,14111320000
2019-03-14,14373320000
2019-03-15,14373320000
2019-03-18,14268520000
2019-03-19,14284240000
2019-03-20,13985560000
2019-03-21,13980320000
2019-03-22,13975080000
2019-03-25,14205640000
2019-03-26,14483360000
2019-03-27,14451920000
2019-03-28,14100840000
2019-03-29,14158480000
2019-04-01,14652000000
2019-04-02,14461920000
2019-04-03,14715360000
2019-04-04,15248640000
2019-04-05,15565440000
2019-04-08,15243360000
2019-04-09,15227520000
2019-04-10,16151520000
2019-04-11,15940320000
2019-04-12,15850560000
2019-04-15,15866400000
2019-04-16,15829440000
2019-04-17,16056480000
2019-04-18,15908640000
2019-04-22,15375360000
2019-04-23,15560160000
2019-04-24,16040640000
2019-04-25,16035360000
2019-04-26,16637280000
2019-04-29,16700640000
2019-04-30,16315200000
2019-05-01,16309920000
2019-05-02,15449280000
2019-05-03,15491520000
2019-05-06,15385920000
2019-05-07,15148320000
2019-05-08,15269760000
2019-05-09,15021600000
2019-05-10,15026880000
2019-05-13,14435520000
2019-05-14,14646720000
2019-05-15,14652000000
2019-05-16,14720640000
2019-05-17,14715360000
2019-05-20,14419680000
2019-05-21,14789280000
2019-05-22,14477760000
2019-05-23,14382720000
2019-05-24,14329920000
2019-05-28,14731200000
