,DISCA
2006-09-07,3962037862
2006-09-08,3995661946
2006-09-11,4006869974
2006-09-12,4001265960
2006-09-13,4023682016
2006-09-14,3939621806
2006-09-15,4057306099
2006-09-18,4062910113
2006-09-19,4057306099
2006-09-20,4079722155
2006-09-21,4085326169
2006-09-22,4074118141
2006-09-25,4085326169
2006-09-26,4096534197
2006-09-27,4203010462
2006-09-28,4214218490
2006-09-29,4219822504
2006-10-02,4219966267
2006-10-03,4225570471
2006-10-04,4276008315
2006-10-05,4343258774
2006-10-06,4304029340
2006-10-09,4304029340
2006-10-10,4326446159
2006-10-11,4276008315
2006-10-12,4292820930
2006-10-13,4348862979
2006-10-16,4348862979
2006-10-17,4315237749
2006-10-18,4270404110
2006-10-19,4276008315
2006-10-20,4399300822
2006-10-23,4371279798
2006-10-24,4326446159
2006-10-25,4309633545
2006-10-26,4382488208
2006-10-27,4332050364
2006-10-30,4354467183
2006-10-31,4332050364
2006-11-01,4304029340
2006-11-02,4354467183
2006-11-03,4365675593
2006-11-06,4332050364
2006-11-07,4365675593
2006-11-08,4404905027
2006-11-09,4354467183
2006-11-10,4388092413
2006-11-13,4404905027
2006-11-14,4472155486
2006-11-15,4511384920
2006-11-16,4578635378
2006-11-17,4589843788
2006-11-20,4516989125
2006-11-21,4488968100
2006-11-22,4516989125
2006-11-24,4494572305
2006-11-27,4444134461
2006-11-28,4404905027
2006-11-29,4421717642
2006-11-30,4477759691
2006-12-01,4421717642
2006-12-04,4404905027
2006-12-05,4427321847
2006-12-06,4421717642
2006-12-07,4455342871
2006-12-08,4645885837
2006-12-11,4774782549
2006-12-12,4785990958
2006-12-13,4763574139
2006-12-14,4875658236
2006-12-15,4746761524
2006-12-18,4752365729
2006-12-19,4701927885
2006-12-20,4707532090
2006-12-21,4701927885
2006-12-22,4696323681
2006-12-26,4701927885
2006-12-27,4752365729
2006-12-28,4701927885
2006-12-29,4696323681
2007-01-03,4814178569
2007-01-04,4791760974
2007-01-05,4763738980
2007-01-08,4853409360
2007-01-09,4819782968
2007-01-10,4853409360
2007-01-11,4898244551
2007-01-12,4931870944
2007-01-16,5060772116
2007-01-17,4999123729
2007-01-18,5021541324
2007-01-19,5010332527
2007-01-22,4965497336
2007-01-23,4959892938
2007-01-24,4987914932
2007-01-25,4853409360
2007-01-26,4797365372
2007-01-29,4887035753
2007-01-30,4819782968
2007-01-31,4836596164
2007-02-01,4881431354
2007-02-02,4842200563
2007-02-05,4797365372
2007-02-06,4735716986
2007-02-07,4707694992
2007-02-08,4718903789
2007-02-09,4685277396
2007-02-12,4718903789
2007-02-13,4769343378
2007-02-14,4825387366
2007-02-15,4847804962
2007-02-16,4786156575
2007-02-20,4842200563
2007-02-21,4797365372
2007-02-22,4752530182
2007-02-23,4730112587
2007-02-26,4746925783
2007-02-27,4640442206
2007-02-28,4690881795
2007-03-01,4724508188
2007-03-02,4662859801
2007-03-05,4657255402
2007-03-06,4903848950
2007-03-07,4965497336
2007-03-08,5004728128
2007-03-09,5032750122
2007-03-12,5027145723
2007-03-13,4954288539
2007-03-14,4948684140
2007-03-15,4965497336
2007-03-16,4993519330
2007-03-19,5049563318
2007-03-20,4987914932
2007-03-21,5228904080
2007-03-22,5167255693
2007-03-23,5357805252
2007-03-26,5329783258
2007-03-27,5340992056
2007-03-28,5346596455
2007-03-29,5671651585
2007-03-30,5587585603
2007-04-02,5649233990
2007-04-03,5766926365
2007-04-04,5862201144
2007-04-05,5834179150
2007-04-09,5890223138
2007-04-10,6002311114
2007-04-11,6007915513
2007-04-12,6058355102
2007-04-13,6097585894
2007-04-16,6170443078
2007-04-17,6075168299
2007-04-18,6159234281
2007-04-19,6086377096
2007-04-20,6181651876
2007-04-23,6108794692
2007-04-24,6232091465
2007-04-25,6422641024
2007-04-26,6299344251
2007-04-27,6349783840
2007-04-30,6349783840
2007-05-01,6293739852
2007-05-02,6265717858
2007-05-03,6433849822
2007-05-04,6417036626
2007-05-07,6663630173
2007-05-08,6708465363
2007-05-09,6540333399
2007-05-10,6417036626
2007-05-11,6551542197
2007-05-14,6658025774
2007-05-15,6579564191
2007-05-16,6686047768
2007-05-17,6613190584
2007-05-18,6702860964
2007-05-21,6910223720
2007-05-22,6870992928
2007-05-23,6775718149
2007-05-24,6669234572
2007-05-25,6686047768
2007-05-29,6826157738
2007-05-30,6770113750
2007-05-31,6826157738
2007-06-01,6876597327
2007-06-04,6955058910
2007-06-05,6921432518
2007-06-06,6848575333
2007-06-07,6742091756
2007-06-08,6859784131
2007-06-11,6870992928
2007-06-12,6994289702
2007-06-13,7027916095
2007-06-14,7078355684
2007-06-15,7078355684
2007-06-18,6955058910
2007-06-19,6966267708
2007-06-20,6899014922
2007-06-21,6831762137
2007-06-22,6831762137
2007-06-25,6674838970
2007-06-26,6686047768
2007-06-27,6663630173
2007-06-28,6691652167
2007-06-29,6714069762
2007-07-02,6725600000
2007-07-03,6680800000
2007-07-05,6652800000
2007-07-06,6787200000
2007-07-09,6837600000
2007-07-10,6882399999
2007-07-11,6865600000
2007-07-12,6944000000
2007-07-13,6988800000
2007-07-16,7425600000
2007-07-17,7509600000
2007-07-18,7515200000
2007-07-19,7565600000
2007-07-20,7352800000
2007-07-23,7414400000
2007-07-24,7246400000
2007-07-25,7134400000
2007-07-26,6966400000
2007-07-27,7028000000
2007-07-30,6921600000
2007-07-31,6921600000
2007-08-01,6748000000
2007-08-02,6932800000
2007-08-03,6871200000
2007-08-06,6972000000
2007-08-07,7112000000
2007-08-08,7627200000
2007-08-09,7425600000
2007-08-10,7168000000
2007-08-13,7112000000
2007-08-14,7067200000
2007-08-15,6927200000
2007-08-16,6552000000
2007-08-17,6759200000
2007-08-20,6899200000
2007-08-21,6916000000
2007-08-22,7061600000
2007-08-23,6792800000
2007-08-24,6664000000
2007-08-27,7162399999
2007-08-28,6977600000
2007-08-29,7224000000
2007-08-30,7218400000
2007-08-31,7330400000
2007-09-04,7420000000
2007-09-05,7364000000
2007-09-06,7375200000
2007-09-07,7414400000
2007-09-10,7548800000
2007-09-11,7638400000
2007-09-12,7739200000
2007-09-13,7778400000
2007-09-14,7677600000
2007-09-17,7532000000
2007-09-18,7526400000
2007-09-19,7772800000
2007-09-20,7604800000
2007-09-21,8058400000
2007-09-24,7957600000
2007-09-25,7991200000
2007-09-26,8170400000
2007-09-27,8461600000
2007-09-28,8416800000
2007-10-01,8457037789
2007-10-02,8440224592
2007-10-03,8395389402
2007-10-04,8507477378
2007-10-05,8535499372
2007-10-08,8451433390
2007-10-09,8462642188
2007-10-10,8468246586
2007-10-11,8305719021
2007-10-12,8400993801
2007-10-15,8171213450
2007-10-16,8165609051
2007-10-17,8266488230
2007-10-18,8176817849
2007-10-19,7997477087
2007-10-22,8188026646
2007-10-23,8244070634
2007-10-24,8238466236
2007-10-25,8350554212
2007-10-26,8316927819
2007-10-29,8255279432
2007-10-30,8182422248
2007-10-31,8322532218
2007-11-01,8109565063
2007-11-02,8188026646
2007-11-05,7924619903
2007-11-06,8019894682
2007-11-07,7874180314
2007-11-08,7588355975
2007-11-09,7409015213
2007-11-12,6854179732
2007-11-13,6960663309
2007-11-14,6786926946
2007-11-15,6809344542
2007-11-16,6786926946
2007-11-19,6663630173
2007-11-20,6927036916
2007-11-21,6820553339
2007-11-23,6781322548
2007-11-26,6601981786
2007-11-27,6680443369
2007-11-28,6971872107
2007-11-29,7055938089
2007-11-30,7140004071
2007-12-03,7627586766
2007-12-04,7650004362
2007-12-05,7565938380
2007-12-06,8031103480
2007-12-07,7952641897
2007-12-10,7874180314
2007-12-11,7801323129
2007-12-12,8003081486
2007-12-13,7790114332
2007-12-14,7767696736
2007-12-17,7375388820
2007-12-18,7470663600
2007-12-19,7352971225
2007-12-20,7437037207
2007-12-21,7532311987
2007-12-24,7498685594
2007-12-26,7504289993
2007-12-27,7330553630
2007-12-28,7319344832
2007-12-31,7341762428
2008-01-02,7258762941
2008-01-03,7376837319
2008-01-04,7157556331
2008-01-07,7163178921
2008-01-08,7084462669
2008-01-09,7039481953
2008-01-10,7028236775
2008-01-11,7033859364
2008-01-14,7236272583
2008-01-15,7112575616
2008-01-16,7326234014
2008-01-17,7180046689
2008-01-18,6842691324
2008-01-22,6713371767
2008-01-23,6820200966
2008-01-24,7022614185
2008-01-25,6972010880
2008-01-28,7135065973
2008-01-29,7016991596
2008-01-30,6848313913
2008-01-31,6803333198
2008-02-01,6842691324
2008-02-04,6842691324
2008-02-05,6471600422
2008-02-06,6516581137
2008-02-07,6600919979
2008-02-08,6465977833
2008-02-11,6364771223
2008-02-12,6392884170
2008-02-13,6679636230
2008-02-14,6617787747
2008-02-15,6662768462
2008-02-19,6674013641
2008-02-20,6623410336
2008-02-21,6404129349
2008-02-22,6724616946
2008-02-25,6837068734
2008-02-26,6820200966
2008-02-27,6898917218
2008-02-28,6820200966
2008-02-29,6612165157
2008-03-03,6735862125
2008-03-04,6494090780
2008-03-05,6488468190
2008-03-06,6263564613
2008-03-07,6094886931
2008-03-10,5853115586
2008-03-11,6167980593
2008-03-12,6162358004
2008-03-13,6207338719
2008-03-14,6049906215
2008-03-17,5920586659
2008-03-18,6044283626
2008-03-19,5999302911
2008-03-20,6055528805
2008-03-24,6269187203
2008-03-25,6398506759
2008-03-26,6246696845
2008-03-27,6134245057
2008-03-28,5898096301
2008-03-31,6212961309
2008-04-01,6378645569
2008-04-02,6311146675
2008-04-03,6271772319
2008-04-04,6367395754
2008-04-07,6536142991
2008-04-08,6446144464
2008-04-09,6446144464
2008-04-10,6508018451
2008-04-11,6350521030
2008-04-14,6316771582
2008-04-15,6311146675
2008-04-16,6356145938
2008-04-17,6418019925
2008-04-18,6671140781
2008-04-21,6626141517
2008-04-22,6513643359
2008-04-23,6536142991
2008-04-24,6665515873
2008-04-25,6513643359
2008-04-28,6519268267
2008-04-29,6727389860
2008-04-30,6789263847
2008-05-01,7138008137
2008-05-02,7138008137
2008-05-05,6879262373
2008-05-06,6997385440
2008-05-07,6862387650
2008-05-08,7543001507
2008-05-09,7773622731
2008-05-12,7531751691
2008-05-13,7638624941
2008-05-14,7599250586
2008-05-15,7767997823
2008-05-16,7621750218
2008-05-19,7565501138
2008-05-20,7469877704
2008-05-21,7531751691
2008-05-22,7621750218
2008-05-23,7447378072
2008-05-27,7576750954
2008-05-28,7559876231
2008-05-29,7469877704
2008-05-30,7672374389
2008-06-02,7604875494
2008-06-03,7604875494
2008-06-04,7745498192
2008-06-05,7728623468
2008-06-06,7514876967
2008-06-09,7559876231
2008-06-10,7306755375
2008-06-11,7216756848
2008-06-12,7318005190
2008-06-13,7424878441
2008-06-16,7548626415
2008-06-17,7677999297
2008-06-18,7458627888
2008-06-19,7424878441
2008-06-20,7171757585
2008-06-23,6941136360
2008-06-24,6862387650
2008-06-25,7003010347
2008-06-26,6654266057
2008-06-27,6553017715
2008-06-30,6434894649
2008-07-01,6260861801
2008-07-02,6142732333
2008-07-03,6125856695
2008-07-07,5973975951
2008-07-08,6013352440
2008-07-09,6018977653
2008-07-10,6075229780
2008-07-11,6047103717
2008-07-14,6198984461
2008-07-15,6204609674
2008-07-16,6283362652
2008-07-17,6215860099
2008-07-18,6238360950
2008-07-21,6221485312
2008-07-22,6238360950
2008-07-23,6362115631
2008-07-24,6131481908
2008-07-25,6198984461
2008-07-28,5979601163
2008-07-29,6176483610
2008-07-30,5928974249
2008-07-31,5827720419
2008-08-01,5580211057
2008-08-04,5422705100
2008-08-05,5501458079
2008-08-06,5507083292
2008-08-07,5298950419
2008-08-08,5388953824
2008-08-11,5720841376
2008-08-12,5692715313
2008-08-13,5782718717
2008-08-14,5957100312
2008-08-15,6018977653
2008-08-18,5760217866
2008-08-19,5782718717
2008-08-20,5782718717
2008-08-21,5715216164
2008-08-22,5889597759
2008-08-25,5687090100
2008-08-26,5715216164
2008-08-27,5703965738
2008-08-28,5951475100
2008-08-29,5928974249
2008-09-02,5838970844
2008-09-03,5906473398
2008-09-04,5692715313
2008-09-05,5720841376
2008-09-08,5771468291
2008-09-09,5597086696
2008-09-10,5467706802
2008-09-11,5568960632
2008-09-12,5698340525
2008-09-15,5467706802
2008-09-16,5681464887
2008-09-17,5360827760
2008-09-18,4044527974
2008-09-19,5068316696
2008-09-22,4910810739
2008-09-23,4905185526
2008-09-24,4865809037
2008-09-25,4764555207
2008-09-26,4747679569
2008-09-29,4275161697
2008-09-30,4173912883
2008-10-01,4258291176
2008-10-02,4100785030
2008-10-03,3830774493
2008-10-06,3729520541
2008-10-07,3532637858
2008-10-08,3425758687
2008-10-09,3380756931
2008-10-10,3257002102
2008-10-13,3825149273
2008-10-14,4016406737
2008-10-15,3600140492
2008-10-16,3667643127
2008-10-17,3768897078
2008-10-20,3988280639
2008-10-21,3898277127
2008-10-22,3695769224
2008-10-23,3527012639
2008-10-24,3009492443
2008-10-27,3048868979
2008-10-28,3302003858
2008-10-29,3617016151
2008-10-30,3847650151
2008-10-31,3999531078
2008-11-03,3960154542
2008-11-04,4117660688
2008-11-05,4022031956
2008-11-06,3543888297
2008-11-07,4128911127
2008-11-10,4123285908
2008-11-11,3988280639
2008-11-12,3521387419
2008-11-13,3965779761
2008-11-14,4078284152
2008-11-17,3932028444
2008-11-18,3662017907
2008-11-19,3617016151
2008-11-20,3487636102
2008-11-21,3763271858
2008-11-24,3993905859
2008-11-25,3887026688
2008-11-26,4145786786
2008-11-28,4393296445
2008-12-01,3881401468
2008-12-02,4016406737
2008-12-03,4061408493
2008-12-04,3757646639
2008-12-05,4038907615
2008-12-08,4382046006
2008-12-09,4106410249
2008-12-10,4027657176
2008-12-11,3797023176
2008-12-12,3830774493
2008-12-15,3797023176
2008-12-16,3853275371
2008-12-17,3943278883
2008-12-18,4072658932
2008-12-19,4117660688
2008-12-22,4005156298
2008-12-23,3993905859
2008-12-24,4010781517
2008-12-26,4010781517
2008-12-29,3971404981
2008-12-30,4050158054
2008-12-31,4151412005
2009-01-02,4292042493
2009-01-05,4337044249
2009-01-06,4393296445
2009-01-07,4269541615
2009-01-08,4421422542
2009-01-09,4325793810
2009-01-12,4275166835
2009-01-13,4393296445
2009-01-14,4320168591
2009-01-15,4314543371
2009-01-16,4325793810
2009-01-20,4005156298
2009-01-21,4218914640
2009-01-22,4280792054
2009-01-23,4308918152
2009-01-26,4269541615
2009-01-27,4359545128
2009-01-28,4382046006
2009-01-29,4218914640
2009-01-30,4247040737
2009-02-02,4263916396
2009-02-03,4292042493
2009-02-04,4027657176
2009-02-05,3965779761
2009-02-06,4083909371
2009-02-09,4117660688
2009-02-10,4005156298
2009-02-11,4044532834
2009-02-12,4083909371
2009-02-13,4095159810
2009-02-17,3954529322
2009-02-18,3830774493
2009-02-19,3842024932
2009-02-20,3718270102
2009-02-23,3723895322
2009-02-24,3887026688
2009-02-25,4376420786
2009-02-26,4325793810
2009-02-27,4545177372
2009-03-02,4472049518
2009-03-03,4590179128
2009-03-04,4528301713
2009-03-05,4455173859
2009-03-06,4432672981
2009-03-09,4247040737
2009-03-10,4494550396
2009-03-11,4528301713
2009-03-12,4848939226
2009-03-13,4955818397
2009-03-16,4882690543
2009-03-17,4916441860
2009-03-18,5028946250
2009-03-19,4770186152
2009-03-20,4652056543
2009-03-23,4865814884
2009-03-24,4747685274
2009-03-25,4758935713
2009-03-26,4843314006
2009-03-27,4725184396
2009-03-30,4685807860
2009-03-31,4703229141
2009-04-01,5007390067
2009-04-02,5227061848
2009-04-03,5289020555
2009-04-06,5232694457
2009-04-07,4917268311
2009-04-08,5046818336
2009-04-09,5266490116
2009-04-13,5182000970
2009-04-14,4979227019
2009-04-15,4973594409
2009-04-16,5215796628
2009-04-17,5356611872
2009-04-20,5187633579
2009-04-21,5367877091
2009-04-22,5424203189
2009-04-23,5227061848
2009-04-24,5345346652
2009-04-27,5384774921
2009-04-28,5350979262
2009-04-29,5655140188
2009-04-30,5570651042
2009-05-01,5463631457
2009-05-04,5931138066
2009-05-05,6235298993
2009-05-06,6162075066
2009-05-07,5897342408
2009-05-08,5948035896
2009-05-11,5942403286
2009-05-12,5739629335
2009-05-13,5626977140
2009-05-14,5660772798
2009-05-15,5660772798
2009-05-18,5886077188
2009-05-19,6038157652
2009-05-20,6404277285
2009-05-21,6285992481
2009-05-22,6404277285
2009-05-26,6533827310
2009-05-27,6415542505
2009-05-28,6460603383
2009-05-29,6590153407
2009-06-01,6573255578
2009-06-02,6584520797
2009-06-03,6601418627
2009-06-04,6539459919
2009-06-05,6753499090
2009-06-08,6821090407
2009-06-09,6911212163
2009-06-10,6747866480
2009-06-11,6652112114
2009-06-12,6488766432
2009-06-15,6376114237
2009-06-16,6156442456
2009-06-17,6201503334
2009-06-18,6212768554
2009-06-19,6133912017
2009-06-22,5959301115
2009-06-23,5897342408
2009-06-24,6043790261
2009-06-25,6173340286
2009-06-26,6381746846
2009-06-29,6511296871
2009-06-30,6639180000
2009-07-01,6780680000
2009-07-02,6509000000
2009-07-06,6469380000
2009-07-07,6435420000
2009-07-08,6441080000
2009-07-09,6616540000
2009-07-10,6622200000
2009-07-13,6599560000
2009-07-14,6758040000
2009-07-15,6950480000
2009-07-16,6961800000
2009-07-17,6882560000
2009-07-20,7069340000
2009-07-21,7052360000
2009-07-22,7041040000
2009-07-23,7080660000
2009-07-24,7075000000
2009-07-27,7091980000
2009-07-28,7193860000
2009-07-29,7108960000
2009-07-30,7188200000
2009-07-31,7222160000
2009-08-03,7488180000
2009-08-04,7363660000
2009-08-05,7352340000
2009-08-06,7335360000
2009-08-07,7578740000
2009-08-10,7505160000
2009-08-11,7374980000
2009-08-12,7408940000
2009-08-13,7307060000
2009-08-14,7301400000
2009-08-17,7159900000
2009-08-18,7261780000
2009-08-19,7352340000
2009-08-20,7414600000
2009-08-21,7556100000
2009-08-24,7624020000
2009-08-25,7873060000
2009-08-26,7912680000
2009-08-27,7776840000
2009-08-28,7629680000
2009-08-31,7641000000
2009-09-01,7533460000
2009-09-02,7533460000
2009-09-03,7578740000
2009-09-04,7697600000
2009-09-08,7856080000
2009-09-09,8008900000
2009-09-10,8382460000
2009-09-11,8354160000
2009-09-14,8359820000
2009-09-15,8506980000
2009-09-16,8682440000
2009-09-17,8625840000
2009-09-18,8727720000
2009-09-21,8665460000
2009-09-22,8710740000
2009-09-23,8506980000
2009-09-24,8382460000
2009-09-25,8167380000
2009-09-28,8354160000
2009-09-29,8365480000
2009-09-30,8563450000
2009-10-01,8569140000
2009-10-02,8603280000
2009-10-05,8728460000
2009-10-06,8921920000
2009-10-07,8956060000
2009-10-08,9166590000
2009-10-09,9058480000
2009-10-12,8967440000
2009-10-13,8904850000
2009-10-14,9007270000
2009-10-15,8893470000
2009-10-16,8927610000
2009-10-19,9149519999
2009-10-20,9132450000
2009-10-21,8813810000
2009-10-22,8825190000
2009-10-23,8813810000
2009-10-26,8808120000
2009-10-27,8608970000
2009-10-28,8296020000
2009-10-29,8512240000
2009-10-30,8153770000
2009-11-02,8085490000
2009-11-03,8301710000
2009-11-04,8438270000
2009-11-05,8785360000
2009-11-06,8916230000
2009-11-09,9126760000
2009-11-10,9012960000
2009-11-11,8995890000
2009-11-12,8927610000
2009-11-13,9058480000
2009-11-16,9360050000
2009-11-17,9451090000
2009-11-18,9325910000
2009-11-19,9223490000
2009-11-20,9234870000
2009-11-23,9377120000
2009-11-24,9468160000
2009-11-25,9439710000
2009-11-27,9360050000
2009-11-30,9468160000
2009-12-01,9599030000
2009-12-02,9599030000
2009-12-03,9360050000
2009-12-04,9303150000
2009-12-07,9325910000
2009-12-08,9200730000
2009-12-09,9104000000
2009-12-10,9399880000
2009-12-11,9462470000
2009-12-14,9416950000
2009-12-15,9388500000
2009-12-16,9314530000
2009-12-17,9348670000
2009-12-18,9331600000
2009-12-21,9394190000
2009-12-22,9325910000
2009-12-23,9155210000
2009-12-24,9223490000
2009-12-28,9206420000
2009-12-29,9234870000
2009-12-30,9115380000
2009-12-31,9092620000
2010-01-04,9189350000
2010-01-05,9553510000
2010-01-06,9695760000
2010-01-07,9684380000
2010-01-08,9718519999
2010-01-11,9684380000
2010-01-12,9428330000
2010-01-13,9485230000
2010-01-14,9405570000
2010-01-15,9610410000
2010-01-19,9604720000
2010-01-20,9530750000
2010-01-21,9428330000
2010-01-22,9155210000
2010-01-25,9138140000
2010-01-26,9132450000
2010-01-27,8956060000
2010-01-28,8973130000
2010-01-29,8791050000
2010-02-01,8830880000
2010-02-02,8745530000
2010-02-03,8700010000
2010-02-04,8483790000
2010-02-05,8438270000
2010-02-08,8449650000
2010-02-09,8677250000
2010-02-10,8261880000
2010-02-11,8301710000
2010-02-12,8506550000
2010-02-16,8580520000
2010-02-17,9303150000
2010-02-18,9365740000
2010-02-19,9490920000
