,DLR
2018-11-12,23019863595
2018-11-13,23139543775
2018-11-14,23032244303
2018-11-15,22951769699
2018-11-16,22988911824
2018-11-19,23116845810
2018-11-20,22285274904
2018-11-21,22534952520
2018-11-23,22570031194
2018-11-26,22842406776
2018-11-27,23019863595
2018-11-28,23362396524
2018-11-29,23459378739
2018-11-30,23737944675
2018-12-03,23913338042
2018-12-04,23440807676
2018-12-06,24121746632
2018-12-07,23878259369
2018-12-10,24008256806
2018-12-11,24099048667
2018-12-12,23853497952
2018-12-13,23803975119
2018-12-14,23589376176
2018-12-17,22184165786
2018-12-18,22491620042
2018-12-19,22390510924
2018-12-20,21893219141
2018-12-21,21893219141
2018-12-24,21131805582
2018-12-26,21600209045
2018-12-27,21627033913
2018-12-28,21887028787
2018-12-31,22142089758
2019-01-02,21443850231
2019-01-03,21335789352
2019-01-04,21780501432
2019-01-07,22069356474
2019-01-08,22306259171
2019-01-09,21161229470
2019-01-10,21836609965
2019-01-11,22160792603
2019-01-14,22133777383
2019-01-15,22295868702
2019-01-16,22223135418
2019-01-17,22156636415
2019-01-18,22287556326
2019-01-22,21840766153
2019-01-23,21618410113
2019-01-24,21630878676
2019-01-25,21647503427
2019-01-28,21965451783
2019-01-29,22162870696
2019-01-30,22324962015
2019-01-31,22514068554
2019-02-01,22559786618
2019-02-04,22709409374
2019-02-05,23031513917
2019-02-06,22422632425
2019-02-07,22869422599
2019-02-08,23341149898
2019-02-11,23530256437
2019-02-12,23193605236
2019-02-13,23314134678
2019-02-14,23650785879
2019-02-15,23904313326
2019-02-19,24191090275
2019-02-20,24623333791
2019-02-21,24182777899
2019-02-22,24623333791
2019-02-25,24336556843
2019-02-26,23906391420
2019-02-27,23721441069
2019-02-28,23507397404
2019-03-01,23825345760
2019-03-04,23565584032
2019-03-05,23511553592
2019-03-06,23391024150
2019-03-07,23409726994
2019-03-08,23272572802
2019-03-11,23677801099
2019-03-12,23856517168
2019-03-13,24099654146
2019-03-14,23974968516
2019-03-15,23945875203
2019-03-18,24028998956
2019-03-19,24028998956
2019-03-20,24224339776
2019-03-21,24814518424
2019-03-22,24754253702
2019-03-25,24459164379
2019-03-26,24706457544
2019-03-27,24681520418
2019-03-28,24862314582
2019-03-29,24729316577
2019-04-01,25000377372
2019-04-02,25350295175
2019-04-03,25339880955
2019-04-04,25396117745
2019-04-05,25496094260
2019-04-08,25287809853
2019-04-09,25104519575
2019-04-10,25406531965
2019-04-11,25352378020
2019-04-12,25562745271
2019-04-15,25389869213
2019-04-16,24800424341
2019-04-17,24810838561
2019-04-18,25087856823
2019-04-22,24864992507
2019-04-23,24431760941
2019-04-24,24839998378
2019-04-25,24954554802
2019-04-26,24325535893
2019-04-29,24394269747
2019-04-30,24517157547
2019-05-01,24502577639
2019-05-02,24744187551
2019-05-03,25139927924
2019-05-06,24867075351
2019-05-07,24456755069
2019-05-08,24510909015
2019-05-09,24494246263
2019-05-10,24490080575
2019-05-13,24308873140
2019-05-14,24346364334
2019-05-15,24502577639
2019-05-16,24650459568
2019-05-17,24573394337
2019-05-20,24196399561
2019-05-21,24369275619
2019-05-22,24650459568
2019-05-23,24850412599
2019-05-24,24989963151
2019-05-28,24802507185
2019-05-29,24469252134
2019-05-30,24519240392
2019-05-31,24519240392
2019-06-03,23923546988
2019-06-04,23494481109
2019-06-05,23921464143
2019-06-06,24056849008
2019-06-07,24160991212
2019-06-10,24333867269
2019-06-11,24831667002
2019-06-12,24867075351
2019-06-13,24775430212
2019-06-14,24944140582
2019-06-17,25512757013
2019-06-18,25500259949
2019-06-19,25827266468
2019-06-20,26010556746
2019-06-21,25650224722
2019-06-24,25662721786
2019-06-25,25202413247
2019-06-26,24421346720
2019-06-27,24494246263
2019-06-28,24533820300
2019-07-01,24399901492
2019-07-02,24829249721
2019-07-03,25206492581
2019-07-05,25227334728
2019-07-08,25100197632
2019-07-09,25360724469
2019-07-10,25452429916
2019-07-11,25225250514
2019-07-12,25025165902
2019-07-15,24935544670
2019-07-16,24927207812
2019-07-17,24879270873
2019-07-18,25066850196
2019-07-19,24537459663
2019-07-22,24504112227
2019-07-23,24449922645
2019-07-24,24493691154
2019-07-25,23516194460
2019-07-26,23245246549
2019-07-29,23178551678
2019-07-30,23760047580
2019-07-31,23835079309
2019-08-01,24078932429
2019-08-02,24429080498
2019-08-05,24074763999
2019-08-06,24404069922
2019-08-07,24704196839
2019-08-08,24956386817
2019-08-09,25073102841
2019-08-12,24958471032
2019-08-13,25050176479
2019-08-14,24593733460
2019-08-15,25127292423
2019-08-16,25775483194
2019-08-19,25913041365
2019-08-20,25654598742
2019-08-21,25696283036
2019-08-22,25608746018
2019-08-23,25160639858
2019-08-26,25258597949
2019-08-27,25081439699
2019-08-28,25277355881
2019-08-29,25760893692
2019-08-30,25767146336
2019-09-03,26163147129
2019-09-04,26354894881
2019-09-05,26400747604
2019-09-06,26807169471
2019-09-09,26696706092
2019-09-10,26605000645
2019-09-11,26782158895
2019-09-12,26371568599
2019-09-13,25910957150
2019-09-16,26342389593
2019-09-17,26694621877
2019-09-18,26115210191
2019-09-19,25808830630
2019-09-20,26058936394
2019-09-23,26325715875
2019-09-24,26586242713
2019-09-25,26609169074
2019-09-26,26788411539
2019-09-27,26855106409
2019-09-30,27101258642
2019-10-01,26944676376
2019-10-02,26652389479
2019-10-03,27067854425
2019-10-04,27197295765
2019-10-07,26777655292
2019-10-08,26932149795
2019-10-09,27278718544
2019-10-10,27276630780
2019-10-11,26996870465
2019-10-14,27109609696
2019-10-15,27097083115
2019-10-16,27266191963
2019-10-17,27510460298
2019-10-18,27763079687
2019-10-21,28044927767
2019-10-22,28145140417
2019-10-23,28339302427
2019-10-24,28049103294
2019-10-25,27729675471
2019-10-28,27616936239
2019-10-29,27264104199
2019-10-30,27017748100
2019-10-31,26522948139
2019-11-01,26472841814
2019-11-04,25902882364
2019-11-05,25748387862
2019-11-06,25616858758
2019-11-07,24777577811
2019-11-08,24337059702
2019-11-11,24355849574
2019-11-12,24238934815
2019-11-13,24245198106
2019-11-14,24451886697
2019-11-15,24817245318
2019-11-18,25151287486
2019-11-19,25468627546
2019-11-20,25332922915
2019-11-21,25019758383
2019-11-22,24969652058
2019-11-25,24698242796
2019-11-26,25182603940
2019-11-27,25303694226
2019-11-29,25251500137
2019-12-02,24898668097
2019-12-03,24656487525
2019-12-04,24865263880
2019-12-05,24535397239
2019-12-06,24712857141
2019-12-09,24785928865
2019-12-10,24550011584
2019-12-11,24431009062
2019-12-12,23940384627
2019-12-13,23739959327
2019-12-16,24111581238
2019-12-17,23760836962
2019-12-18,24305743249
2019-12-19,24844386245
2019-12-20,24639785417
2019-12-23,24347498520
2019-12-24,24372551682
2019-12-26,24658575289
2019-12-27,24673189633
2019-12-30,24700330560
2019-12-31,26601836415
2020-01-02,26215272232
2020-01-03,26646269080
2020-01-06,26406332690
2020-01-07,26146401601
2020-01-08,26373008192
2020-01-09,26375229825
2020-01-10,26741799309
2020-01-13,27097260628
2020-01-14,26826221373
2020-01-15,26879540570
2020-01-16,27474938279
2020-01-17,27646004038
2020-01-21,27932594726
2020-01-22,28054784554
2020-01-23,28239180113
2020-01-24,28494667936
2020-01-27,28663512062
2020-01-28,28841242721
2020-01-29,28354705042
2020-01-30,27934816359
2020-01-31,27323867218
2020-02-03,27357191717
2020-02-04,27768193866
2020-02-05,27517149310
2020-02-06,27552695442
2020-02-07,27388294582
2020-02-10,28010351889
2020-02-11,27885940428
2020-02-12,28225850314
2020-02-13,28110325385
2020-02-14,29214477106
2020-02-18,29592154756
2020-02-19,29416645730
2020-02-20,30280861061
2020-02-21,30687419944
2020-02-24,30052032837
2020-02-25,29667690286
2020-02-26,28965654183
2020-02-27,27368299883
2020-02-28,26684036845
2020-03-02,28990092148
2020-03-03,28790145157
2020-03-04,29987605473
2020-03-05,28852350887
2020-03-06,28490224669
2020-03-09,26808448307
2020-03-10,29869858911
2020-03-11,30436375388
2020-03-12,28519105901
2020-03-13,31844890862
2020-03-16,28505776102
2020-03-17,30711857909
2020-03-18,30511910918
2020-03-19,27830399597
2020-03-20,26926194868
2020-03-23,23971422659
2020-03-24,25930903177
2020-03-25,26977292433
2020-03-26,29798766648
2020-03-27,29514397593
2020-03-30,31060654328
2020-03-31,37168124112
2020-04-01,35982789797
2020-04-02,36124601803
2020-04-03,36520605141
2020-04-06,37325990308
2020-04-07,37593560131
2020-04-08,39014355891
2020-04-09,39677929052
2020-04-13,37649749794
2020-04-14,38765515956
2020-04-15,37700588060
2020-04-16,37981536374
2020-04-17,39921417591
2020-04-20,38455134961
2020-04-21,38717353388
2020-04-22,39916066195
2020-04-23,39742145810
2020-04-24,40143500544
2020-04-27,41267293801
2020-04-28,41245888215
2020-04-29,39763551396
2020-04-30,39999012840
2020-05-01,39043788572
2020-05-04,39003653098
2020-05-05,39600333804
2020-05-06,40055202503
2020-05-07,39875930721
2020-05-08,38813678524
2020-05-11,38626379648
2020-05-12,35568056571
2020-05-13,35699165784
2020-05-14,35511866908
2020-05-15,34990105753
2020-05-18,35166701836
2020-05-19,35161350440
2020-05-20,35519894003
2020-05-21,34984754357
2020-05-22,36338657661
2020-05-26,37015609313
2020-05-27,37277827740
2020-05-28,39078572649
2020-05-29,38412323789
2020-06-01,38112645588
2020-06-02,37459775220
2020-06-03,37323314610
2020-06-04,36646362958
2020-06-05,37802264593
2020-06-08,37887886936
2020-06-09,37855778558
2020-06-10,36999555124
2020-06-11,35835626394
2020-06-12,36389495928
2020-06-15,37331341704
2020-06-16,38131375475
2020-06-17,38931409246
2020-06-18,38305295860
2020-06-19,37419639746
2020-06-22,38024347546
2020-06-23,37970833581
2020-06-24,37465126616
2020-06-25,38281214576
2020-06-26,37617641415
2020-06-29,37494559296
2020-06-30,37933219224
2020-07-01,39342602079
2020-07-02,39662916364
2020-07-06,39454712079
2020-07-07,39369294936
2020-07-08,39267862079
2020-07-09,39246507794
2020-07-10,39342602079
2020-07-13,38088037795
2020-07-14,39179775651
2020-07-15,38483092081
2020-07-16,37492787082
2020-07-17,38370982081
2020-07-20,38501777081
2020-07-21,38250864224
2020-07-22,38669942080
2020-07-23,38915516366
2020-07-24,39235830651
2020-07-27,40308883506
2020-07-28,41098992076
2020-07-29,41961171361
2020-07-30,42369572074
2020-07-31,42852712788
2020-08-03,42884744216
2020-08-04,43002192788
2020-08-05,42604469217
2020-08-06,41907785647
2020-08-07,42337540646
2020-08-10,42238777075
2020-08-11,40474379220
2020-08-12,41224448505
2020-08-13,40610512791
2020-08-14,40925488505
2020-08-17,41779659932
2020-08-18,41763644218
2020-08-19,40567804220
2020-08-20,41413967790
2020-08-21,41256479933
2020-08-24,40800032077
2020-08-25,41307196362
2020-08-26,41096322791
2020-08-27,41026921362
2020-08-28,41184409219
2020-08-31,41547432076
2020-09-01,40989551362
2020-09-02,41373928505
2020-09-03,39548137079
2020-09-04,38752689937
2020-09-08,38520462081
2020-09-09,39393318508
2020-09-10,38872807794
2020-09-11,38864799937
2020-09-14,38512454223
2020-09-15,39313239936
2020-09-16,40154064935
2020-09-17,39166429222
2020-09-18,38672611366
2020-09-21,37866487082
2020-09-22,38280226367
2020-09-23,37153787797
2020-09-24,37703660653
2020-09-25,37909195653
2020-09-28,38955555651
2020-09-29,39377302793
2020-09-30,41110002179
2020-10-01,41247259614
2020-10-02,41835505761
2020-10-05,42572214031
2020-10-06,42866337105
2020-10-07,42740284359
2020-10-08,43936384859
2020-10-09,44353759506
2020-10-12,44555443899
2020-10-13,44252917309
2020-10-14,43799127424
2020-10-15,43885963760
2020-10-16,44174484490
2020-10-19,43468589113
2020-10-20,43586238342
2020-10-21,43381752777
2020-10-22,42661851539
2020-10-23,42745886703
2020-10-26,42765494908
2020-10-27,42202459310
2020-10-28,41983967884
2020-10-29,41659031917
2020-10-30,40420913835
2020-11-02,40883107237
2020-11-03,40866300204
2020-11-04,41460148696
2020-11-05,41320090089
2020-11-06,41087592802
2020-11-09,38717801180
2020-11-10,38045519869
2020-11-11,39493725860
2020-11-12,39608573918
2020-11-13,40518954860
2020-11-16,39776644246
2020-11-17,39894293475
2020-11-18,39888691131
2020-11-19,40056761459
2020-11-20,39972726295
2020-11-23,39208006303
2020-11-24,37143542443
2020-11-25,38025911664
2020-11-27,38300426533
2020-11-30,37745794451
2020-12-01,37852238992
2020-12-02,37020290870
2020-12-03,37437665517
2020-12-04,37947478845
2020-12-07,37880250713
2020-12-08,37359232697
2020-12-09,36345208386
2020-12-10,36319997837
2020-12-11,36490869337
2020-12-14,35880213813
2020-12-15,36079097034
2020-12-16,36297588460
2020-12-17,37516098337
2020-12-18,37541308886
2020-12-21,37717782730
2020-12-22,38807438689
2020-12-23,38317233566
2020-12-24,38496508582
2020-12-28,38827046893
2020-12-29,38656175394
2020-12-30,38754216418
2020-12-31,39215563450
2021-01-04,38029342550
2021-01-05,37374391200
2021-01-06,37135460450
2021-01-07,37557102950
2021-01-08,37554292000
2021-01-11,36899340650
2021-01-12,36966803450
2021-01-13,37427799250
2021-01-14,37512127750
2021-01-15,38363845600
2021-01-19,38788299050
2021-01-20,39555688400
2021-01-21,39696235900
2021-01-22,39482603700
2021-01-25,40092579850
2021-01-26,40997705750
2021-01-27,41930941150
2021-01-28,40722232650
2021-01-29,40463625250
2021-02-01,41661089950
2021-02-02,41773527950
2021-02-03,41410915400
2021-02-04,40772829750
2021-02-05,40916188200
2021-02-08,41143875150
2021-02-09,41669522800
2021-02-10,41469945350
2021-02-11,40708177900
2021-02-12,39370165700
2021-02-16,38566234000
2021-02-17,38869816600
2021-02-18,38774244300
2021-02-19,38355412750
2021-02-22,38678672000
2021-02-23,38594343500
2021-02-24,37989989250
2021-02-25,37770735150
2021-02-26,37871929350
2021-03-01,37374391200
2021-03-02,36857176400
2021-03-03,35322397700
2021-03-04,36261255000
2021-03-05,37104540000
2021-03-08,37155137100
2021-03-09,37970312600
2021-03-10,38046208250
2021-03-11,37905660750
2021-03-12,37720138050
2021-03-15,37967501650
2021-03-16,38138969600
2021-03-17,37857874600
2021-03-18,37711705200
2021-03-19,37528993450
2021-03-22,38383522250
2021-03-23,39353300000
2021-03-24,39378598550
2021-03-25,38892304200
2021-03-26,40171286450
2021-03-29,40632282250
2021-03-30,39701857800
2021-03-31,39687585280
2021-04-01,40366704000
2021-04-05,41076819840
2021-04-06,40766848640
2021-04-07,40268076800
2021-04-08,39980648960
2021-04-09,39805937920
2021-04-12,40442787840
2021-04-13,41195172480
2021-04-14,40470967040
2021-04-15,41491054080
2021-04-16,41130360320
2021-04-19,41637585920
2021-04-20,42533684480
2021-04-21,42499869440
2021-04-22,42001097600
2021-04-23,41998279680
2021-04-26,41770028160
2021-04-27,41685490560
2021-04-28,41471328640
2021-04-29,41998279680
2021-04-30,43483323520
2021-05-03,42739392640
2021-05-04,43116993920
2021-05-05,42313886720
2021-05-06,42136357760
2021-05-07,42601314560
2021-05-10,42559045760
2021-05-11,41888380800
2021-05-12,41457239040
2021-05-13,41970100480
2021-05-14,41953192960
2021-05-17,41767210240
2021-05-18,42243438720
2021-05-19,42271617920
2021-05-20,42621040000
2021-05-21,42522412800
2021-05-24,42612586240
2021-05-25,42956372480
2021-05-26,42539320320
2021-05-27,42316704640
2021-05-28,42708395520
2021-06-01,43156444800
2021-06-02,43610129920
2021-06-03,43798930560
2021-06-04,43728482560
2021-06-07,44664032000
2021-06-08,45092355840
2021-06-09,45334696960
2021-06-10,46196980480
2021-06-11,45706662400
2021-06-14,45743295360
2021-06-15,44909191040
2021-06-16,44401965440
2021-06-17,44153988480
2021-06-18,43452326400
2021-06-21,43869378560
2021-06-22,43646762879
2021-06-23,42818294400
2021-06-24,42277253760
2021-06-25,42891560320
2021-06-28,43026820480
2021-06-29,42947918720
2021-06-30,42596128760
2021-07-01,42420603040
2021-07-02,42542338620
2021-07-06,43122705920
2021-07-07,43567182339
2021-07-08,43762525480
2021-07-09,44096590560
2021-07-12,44640154080
2021-07-13,44020151940
2021-07-14,44549560160
2021-07-15,44473121540
2021-07-16,44538235920
2021-07-19,44255129920
2021-07-20,44447642000
2021-07-21,43790836080
2021-07-22,43592661880
2021-07-23,43841795160
2021-07-26,43536040680
2021-07-27,43989010280
2021-07-28,43643620960
2021-07-29,42604621940
2021-07-30,43643620960
2021-08-02,43807822440
2021-08-03,43923895900
2021-08-04,44144718580
2021-08-05,44153211760
2021-08-06,44470290480
2021-08-09,44637323020
2021-08-10,43703073220
2021-08-11,44294764760
2021-08-12,44594857120
2021-08-13,45042164600
2021-08-16,45693308400
2021-08-17,45755591720
2021-08-18,45197872900
2021-08-19,46117967400
2021-08-20,46081163620
2021-08-23,45888651540
2021-08-24,45744267480
2021-08-25,44909104780
2021-08-26,44974219160
2021-08-27,45328101660
2021-08-30,45982076520
2021-08-31,46403904460
2021-09-01,47165459600
2021-09-02,47561808000
2021-09-03,47448565600
2021-09-07,47108838400
2021-09-08,47035230839
2021-09-09,44696775280
2021-09-10,43986179220
2021-09-13,43799329260
2021-09-14,43657776260
2021-09-15,44170198120
2021-09-16,44280609460
2021-09-17,44391020800
2021-09-20,44535404860
2021-09-21,44492938960
2021-09-22,45163900180
2021-09-23,43790836080
2021-09-24,43235948320
2021-09-27,41837404680
2021-09-28,41358955540
2021-09-29,41548636560
2021-09-30,41004972675
2021-10-01,41178133169
2021-10-04,41288842337
2021-10-05,40508200767
2021-10-06,41189487956
2021-10-07,40789231732
2021-10-08,39929106656
2021-10-11,39665107871
2021-10-12,40272588947
2021-10-13,40970908316
2021-10-14,42282386154
2021-10-15,41882129931
2021-10-18,41882129931
2021-10-19,42554901030
2021-10-20,43477477431
2021-10-21,43937346284
2021-10-22,44536311271
2021-10-25,44488053428
2021-10-26,44638504349
2021-10-27,44536311271
2021-10-28,45444694189
2021-10-29,44797471360
2021-11-01,44871277472
2021-11-02,44842890506
2021-11-03,44993341427
2021-11-04,44329086417
2021-11-05,44133216351
2021-11-08,44300699451
2021-11-09,44610117383
2021-11-10,43747153610
2021-11-11,43622250959
2021-11-12,44374505563
2021-11-15,45759789514
2021-11-16,45904563042
2021-11-17,46585850230
2021-11-18,46639785466
2021-11-19,47003138633
2021-11-22,46321851445
2021-11-23,46869719892
2021-11-24,47181976521
2021-11-26,46770365511
2021-11-29,47914360248
2021-11-30,47616297103
2021-12-01,46225335760
2021-12-02,47037202993
2021-12-03,46917977735
2021-12-06,46881074679
2021-12-07,47525458812
2021-12-08,47721328878
2021-12-09,47213202183
2021-12-10,47434620520
2021-12-13,48660937460
2021-12-14,47474362272
2021-12-15,48362874314
2021-12-16,48822743167
2021-12-17,48695001819
2021-12-20,48584292651
2021-12-21,48223778180
2021-12-22,48658098763
2021-12-23,48203907304
2021-12-27,49251386357
2021-12-28,49637449097
2021-12-29,49750996962
2021-12-30,49986608781
2021-12-31,50324113620
2022-01-03,49817657340
2022-01-04,48110501340
2022-01-05,46343594880
2022-01-06,45751780800
2022-01-07,45825757560
2022-01-10,45307920240
2022-01-11,45248169780
2022-01-12,45225407700
2022-01-13,44846988120
2022-01-14,44351912880
2022-01-18,44349067620
2022-01-19,44081613180
2022-01-20,44215340400
2022-01-21,44087303700
2022-01-24,43791396660
2022-01-25,43438584420
2022-01-26,42033025980
2022-01-27,41330246760
2022-01-28,42360230880
2022-01-31,42459814980
2022-02-01,42035871240
2022-02-02,42459814980
2022-02-03,41825322000
2022-02-04,41301794160
2022-02-07,41555022300
2022-02-08,40852243080
2022-02-09,41802559920
2022-02-10,39893390460
2022-02-11,38778048540
2022-02-14,38735369639
2022-02-15,38846334780
2022-02-16,38297199600
2022-02-17,39196301760
2022-02-18,38467915200
2022-02-22,38695536000
2022-02-23,37622872980
2022-02-24,38223222840
2022-02-25,39236135400
2022-02-28,38388247920
2022-03-01,38160627120
2022-03-02,38499213060
2022-03-03,39048348240
2022-03-04,39617400240
2022-03-07,38729679120
2022-03-08,37981375740
2022-03-09,38539046700
2022-03-10,38493522540
2022-03-11,38604487680
2022-03-14,37725302340
2022-03-15,38453688900
2022-03-16,38715452820
2022-03-17,39327183720
2022-03-18,39546268740
2022-03-21,39031276680
2022-03-22,39384088920
2022-03-23,38880477900
2022-03-24,39165003900
2022-03-25,39330028980
2022-03-28,40086868139
2022-03-29,41173757460
2022-03-30,41017268160
2022-03-31,40369609200
2022-04-01,41536854600
2022-04-04,41721905700
2022-04-05,41682048540
2022-04-06,42439334580
2022-04-07,42183109980
2022-04-08,42698406120
2022-04-11,41414436180
2022-04-12,41428670880
2022-04-13,41892722100
2022-04-14,41286323880
2022-04-18,41292017760
2022-04-19,42803742900
2022-04-20,43464232980
2022-04-21,42800895960
2022-04-22,42635773440
2022-04-25,43148222640
2022-04-26,42593069340
2022-04-27,42203038560
2022-04-28,43131141000
2022-04-29,41599487280
2022-05-02,40221568320
2022-05-03,40500568440
2022-05-04,41183834040
2022-05-05,40244343840
2022-05-06,40164629520
2022-05-09,37972485720
2022-05-10,36042260400
2022-05-11,36156138000
2022-05-12,36187454340
2022-05-13,37349005860
2022-05-16,36557556540
2022-05-17,36625883100
2022-05-18,35669311260
2022-05-19,36346882980
2022-05-20,37323383400
2022-05-23,38012342880
2022-05-24,38897741220
2022-05-25,39245067900
2022-05-26,38943292260
2022-05-27,40287047940
2022-05-31,39740435460
2022-06-01,39128343360
2022-06-02,39393108780
2022-06-03,38288496060
2022-06-06,38408067540
2022-06-07,38507710440
2022-06-08,37821597900
2022-06-09,37926934680
2022-06-10,37397403840
2022-06-13,36207382920
2022-06-14,35464331580
2022-06-15,36705597420
2022-06-16,35675005140
2022-06-17,36207382920
2022-06-21,36480689159
2022-06-22,37662169260
2022-06-23,38900588159
2022-06-24,39515527200
2022-06-27,39074251500
2022-06-28,38308424640
2022-06-29,36270015600
2022-06-30,37221352190
2022-07-01,37723064940
2022-07-05,36857252080
2022-07-06,36811381200
2022-07-07,36819981990
2022-07-08,36217926690
2022-07-11,36329736960
2022-07-12,35650274550
2022-07-13,35223101980
2022-07-14,34698453790
2022-07-15,34684119140
2022-07-18,34400293070
2022-07-19,35443855590
2022-07-20,35354980760
2022-07-21,35865294300
2022-07-22,36530422060
2022-07-25,36444414160
2022-07-26,36556224430
2022-07-27,37043602530
2022-07-28,39256872490
2022-07-29,37972487850
2022-08-01,37424904220
2022-08-02,37060804110
2022-08-03,37092340340
2022-08-04,37109541920
2022-08-05,37118142710
2022-08-08,37551049140
2022-08-09,37321694740
2022-08-10,37986822500
2022-08-11,36991997790
2022-08-12,37677194060
2022-08-15,38158838300
2022-08-16,38568809290
2022-08-17,37903681530
2022-08-18,37571117650
2022-08-19,37370432550
2022-08-22,36301067660
2022-08-23,35893963600
2022-08-24,36020108520
2022-08-25,36837183570
2022-08-26,35914032110
2022-08-29,35541331210
2022-08-30,35495460330
2022-08-31,35443855590
2022-09-01,34976546000
2022-09-02,33910048040
2022-09-06,34202474900
2022-09-07,34959344420
2022-09-08,35165763380
2022-09-09,35678943850
2022-09-12,36338337750
2022-09-13,34451897810
2022-09-14,33279323440
2022-09-15,32078079770
2022-09-16,32132551440
2022-09-19,31865926950
2022-09-20,31464556750
2022-09-21,31189331470
2022-09-22,30793695130
2022-09-23,29626854620
2022-09-26,29179613540
2022-09-27,28018506890
2022-09-28,28603360610
2022-09-29,27783418630
2022-09-30,28699194814
2022-10-03,29066688032
2022-10-04,29575969973
2022-10-05,28647109161
2022-10-06,27316031361
2022-10-07,26751770120
2022-10-10,25950229793
2022-10-11,26057294746
2022-10-12,25817122013
2022-10-13,26650492461
2022-10-14,26285892890
2022-10-17,27533054915
2022-10-18,28022081324
2022-10-19,27550416800
2022-10-20,27512799384
2022-10-21,28027868619
2022-10-24,28195700168
2022-10-25,29384989245
2022-10-26,29014602379
2022-10-27,28910431073
2022-10-28,29338690887
2022-10-31,29008815084
2022-11-01,28030762266
2022-11-02,27266839355
2022-11-03,27475181968
2022-11-04,28001825793
2022-11-07,28132039925
2022-11-08,28487958554
2022-11-09,28094422509
2022-11-10,31422117008
2022-11-11,32287317577
2022-11-14,31083560263
2022-11-15,32371233351
2022-11-16,31786716579
2022-11-17,31624672325
2022-11-18,31963229069
2022-11-21,32000846486
2022-11-22,31685438920
2022-11-23,32116592381
2022-11-25,32197614508
2022-11-28,31100922147
2022-11-29,31468415366
2022-11-30,32541958547
2022-12-01,32322041346
2022-12-02,32076081318
2022-12-05,31587054909
2022-12-06,31265860048
2022-12-07,31482883603
2022-12-08,31054623789
2022-12-09,30950452483
2022-12-12,31346882175
2022-12-13,32145528855
2022-12-14,30279126288
2022-12-15,30174954982
2022-12-16,29382095598
2022-12-19,28759961409
2022-12-20,28571874328
2022-12-21,29066688032
2022-12-22,28895962836
2022-12-23,29188221222
2022-12-27,29037751558
2022-12-28,28762855056
2022-12-29,29312648060
2022-12-30,29014602379
2023-01-03,29946049770
2023-01-04,30184849350
2023-01-05,28562759520
2023-01-06,29523782220
2023-01-09,29453889660
2023-01-10,29797528079
2023-01-11,30586731570
2023-01-12,31241974320
2023-01-13,30869214000
2023-01-17,31116750150
2023-01-18,30706131360
2023-01-19,30566346240
2023-01-20,31084716060
2023-01-23,31224501180
2023-01-24,31160433000
2023-01-25,31215764610
2023-01-26,31833148890
2023-01-27,32415586890
2023-01-30,32334045570
2023-01-31,33379521780
2023-02-01,33825086850
2023-02-02,34922982480
2023-02-03,33551340990
2023-02-06,33315453600
2023-02-07,33047532120
2023-02-08,32794171590
2023-02-09,32412674700
2023-02-10,32459269740
2023-02-13,32899010430
2023-02-14,32858239770
2023-02-15,33091214970
2023-02-16,32872800720
2023-02-17,32255416440
2023-02-21,31571051790
2023-02-22,31055594160
2023-02-23,31672978440
2023-02-24,30589643760
2023-02-27,30543048720
2023-02-28,30353756370
2023-03-01,29363611770
2023-03-02,30024678900
2023-03-03,30869214000
2023-03-06,30671185079
2023-03-07,29980996050
2023-03-08,30808058010
2023-03-09,30397439220
2023-03-10,29861596260
2023-03-13,30848828670
2023-03-14,30781848300
2023-03-15,30653711940
2023-03-16,30021766710
2023-03-17,29325753300
2023-03-20,29605323540
2023-03-21,28489954770
2023-03-22,26876601510
2023-03-23,27231888690
2023-03-24,27482337030
2023-03-27,27374586000
2023-03-28,26623240980
2023-03-29,26908635600
2023-03-30,27220239930
2023-03-31,29039790900
2023-04-03,27565794799
2023-04-04,27406284200
2023-04-05,26647131900
2023-04-06,26859812700
2023-04-10,27361975700
2023-04-11,27719397600
2023-04-12,27412192000
2023-04-13,27155202700
2023-04-14,26520114200
2023-04-17,28416518000
2023-04-18,28821202299
2023-04-19,28508088900
2023-04-20,27840507500
2023-04-21,28546489600
2023-04-24,28797571100
2023-04-25,28841879600
2023-04-26,28850741300
2023-04-27,30055932500
2023-04-28,29287918500
2023-05-01,28632152700
2023-05-02,27988202500
2023-05-03,28000018100
2023-05-04,28321993200
2023-05-05,28481503800
2023-05-08,28762124300
2023-05-09,28537627900
2023-05-10,29205209300
2023-05-11,28880280300
2023-05-12,28682369000
2023-05-15,29060468200
2023-05-16,27648504000
2023-05-17,28245191800
2023-05-18,27825738000
2023-05-19,26806642500
2023-05-22,27031138900
2023-05-23,26712117700
2023-05-24,25548281100
2023-05-25,27240865800
2023-05-26,29211117100
2023-05-30,29716234000
2023-05-31,30265659400
2023-06-01,30950964200
2023-06-02,31104567000
2023-06-05,30962779799
2023-06-06,31116382600
2023-06-07,30608311800
2023-06-08,30871208900
2023-06-09,30794407500
2023-06-12,31119336500
2023-06-13,31010042200
2023-06-14,31160691100
2023-06-15,31131152100
2023-06-16,31069120200
2023-06-20,30986411000
2023-06-21,30820992600
2023-06-22,31154783300
2023-06-23,30764868500
2023-06-26,31665808000
2023-06-27,32203417800
2023-06-28,32371790100
2023-06-29,33048233200
2023-06-30,34369040490
2023-07-03,34779525210
