,GHC
2013-11-26,2884529340
2013-11-27,2898988680
2013-11-29,2956753380
2013-12-02,2851905000
2013-12-03,2797337340
2013-12-04,2732669940
2013-12-05,2733033240
2013-12-06,2748001200
2013-12-09,2666912640
2013-12-10,2723587440
2013-12-11,2673670020
2013-12-12,2680645380
2013-12-13,2706221700
2013-12-16,2744949480
2013-12-17,2754249960
2013-12-18,2808018360
2013-12-19,2782006080
2013-12-20,2825311440
2013-12-23,2862368040
2013-12-24,2866654980
2013-12-26,2882204220
2013-12-27,2889906180
2013-12-30,2906835960
2013-12-31,2915674500
2014-01-02,2882209500
2014-01-03,2939536500
2014-01-06,2925277500
2014-01-07,2912837250
2014-01-08,2898651000
2014-01-09,2929933500
2014-01-10,2897559750
2014-01-13,2842997250
2014-01-14,2869332750
2014-01-15,2860457250
2014-01-16,2868896250
2014-01-17,2836668000
2014-01-21,2825391750
2014-01-22,2839578000
2014-01-23,2821099500
2014-01-24,2763481500
2014-01-27,2804876250
2014-01-28,2827501500
2014-01-29,2782614750
2014-01-30,2826046500
2014-01-31,2751914250
2014-02-03,2698879500
2014-02-04,2765445750
2014-02-05,2814624750
2014-02-06,2836522500
2014-02-07,2849181000
2014-02-10,2840742000
2014-02-11,2853473250
2014-02-12,2878644750
2014-02-13,2893776750
2014-02-14,2895741000
2014-02-18,2906289750
2014-02-19,2898942000
2014-02-20,2969582250
2014-02-21,3008794500
2014-02-24,3084527250
2014-02-25,3184631250
2014-02-26,3152839500
2014-02-27,3167462250
2014-02-28,3159096000
2014-03-03,3083436000
2014-03-04,3075651750
2014-03-05,3072450750
2014-03-06,3081180750
2014-03-07,3089474250
2014-03-10,3141636000
2014-03-11,3117192000
2014-03-12,3212276250
2014-03-13,3143964000
2014-03-14,3155822250
2014-03-17,3140763000
2014-03-18,3152548500
2014-03-19,3151093500
2014-03-20,3106934250
2014-03-21,3109262250
2014-03-24,3076888500
2014-03-25,3068085750
2014-03-26,3079071000
2014-03-27,3076888500
2014-03-28,3101478000
2014-03-31,3097229640
2014-04-01,3204887160
2014-04-02,3192358680
2014-04-03,3212316840
2014-04-04,3115949520
2014-04-07,3085575240
2014-04-08,3044347800
2014-04-09,3146542320
2014-04-10,3048572520
2014-04-11,2998749960
2014-04-14,2969249760
2014-04-15,2914983960
2014-04-16,2917751880
2014-04-17,2970706560
2014-04-21,2956429920
2014-04-22,2993796840
2014-04-23,3039686040
2014-04-24,3044566320
2014-04-25,3041215680
2014-04-28,2973984360
2014-04-29,2949291600
2014-04-30,2954099040
2014-05-01,2975586840
2014-05-02,3012735240
2014-05-05,2951695320
2014-05-06,2940477960
2014-05-07,2977699200
2014-05-08,2924016120
2014-05-09,2935087800
2014-05-12,2981705400
2014-05-13,2963568240
2014-05-14,2935452000
2014-05-15,2914765440
2014-05-16,2920228440
2014-05-19,2992922760
2014-05-20,2971070760
2014-05-21,2952059520
2014-05-22,2942808840
2014-05-23,2980758480
2014-05-27,2987022720
2014-05-28,2997948720
2014-05-29,2991028920
2014-05-30,2979228840
2014-06-02,2998312920
2014-06-03,3025263720
2014-06-04,3045586080
2014-06-05,3065544240
2014-06-06,3074139360
2014-06-09,3102255600
2014-06-10,3111360600
2014-06-11,3112890240
2014-06-12,3116969280
2014-06-13,3076324560
2014-06-16,3056439240
2014-06-17,3052505880
2014-06-18,3057167640
2014-06-19,3093223440
2014-06-20,3131755800
2014-06-23,3136271880
2014-06-24,3127312560
2014-06-25,3153753480
2014-06-26,3159289320
2014-06-27,3167301720
2014-06-30,2460533480
2014-07-01,2474767690
2014-07-02,2496487620
2014-07-03,2523311450
2014-07-07,2501307970
2014-07-08,2472839550
2014-07-09,2523254740
2014-07-10,2482480250
2014-07-11,2485996270
2014-07-14,2501251260
2014-07-15,2395940790
2014-07-16,2383521300
2014-07-17,2374787960
2014-07-18,2391630830
2014-07-21,2360837300
2014-07-22,2380742510
2014-07-23,2364807000
2014-07-24,2362822150
2014-07-25,2362708730
2014-07-28,2374447700
2014-07-29,2362708730
2014-07-30,2365941200
2014-07-31,2349665430
2014-08-01,2380912640
2014-08-04,2442046020
2014-08-05,2432688870
2014-08-06,2431497960
2014-08-07,2395260270
2014-08-08,2407849890
2014-08-11,2431838220
2014-08-12,2441252080
2014-08-13,2439834330
2014-08-14,2405127810
2014-08-15,2440628270
2014-08-18,2466317900
2014-08-19,2457074170
2014-08-20,2466885000
2014-08-21,2484181550
2014-08-22,2483614450
2014-08-25,2484181550
2014-08-26,2466034350
2014-08-27,2431441250
2014-08-28,2407112660
2014-08-29,2462915300
2014-09-02,2519795430
2014-09-03,2496260780
2014-09-04,2483727870
2014-09-05,2473917040
2014-09-08,2429342980
2014-09-09,2416866780
2014-09-10,2428662460
2014-09-11,2438076320
2014-09-12,2428775880
2014-09-15,2488434800
2014-09-16,2505220960
2014-09-17,2512763390
2014-09-18,2511629190
2014-09-19,2500740870
2014-09-22,2442216150
2014-09-23,2422310940
2014-09-24,2415675870
2014-09-25,2399626940
2014-09-26,2398492740
2014-09-29,2397131700
2014-09-30,2400090600
2014-10-01,2384987120
2014-10-02,2402248240
2014-10-03,2408721160
2014-10-06,2403156720
2014-10-07,2403838080
2014-10-08,2428083140
2014-10-09,2398046520
2014-10-10,2372949760
2014-10-13,2346263160
2014-10-14,2360742060
2014-10-15,2367158200
2014-10-16,2363751400
2014-10-17,2417692400
2014-10-20,2462889280
2014-10-21,2516716720
2014-10-22,2530173580
2014-10-23,2531649860
2014-10-24,2532331220
2014-10-27,2583319660
2014-10-28,2621021580
2014-10-29,2627608060
2014-10-30,2644358160
2014-10-31,2688249100
2014-11-03,2702500880
2014-11-04,2691485560
2014-11-05,2676779540
2014-11-06,2672464260
2014-11-07,2667921860
2014-11-10,2675757500
2014-11-11,2682798220
2014-11-12,2689782160
2014-11-13,2721522180
2014-11-14,3015131560
2014-11-17,2967549920
2014-11-18,2967549920
2014-11-19,2977827100
2014-11-20,2965732960
2014-11-21,2955171880
2014-11-24,2994066179
2014-11-25,2991511080
2014-11-26,3040852899
2014-11-28,3044713940
2014-12-01,3038297800
2014-12-02,3070094600
2014-12-03,3113701640
2014-12-04,3183654600
2014-12-05,3228624360
2014-12-08,3225331120
2014-12-09,3243216820
2014-12-10,3219028539
2014-12-11,3201937760
2014-12-12,3111941460
2014-12-15,3067482720
2014-12-16,3045735980
2014-12-17,3058681820
2014-12-18,3089456580
2014-12-19,3020809560
2014-12-22,3054139420
2014-12-23,3011951880
2014-12-24,3009340000
2014-12-26,3029951140
2014-12-29,3023648560
2014-12-30,3015472240
2014-12-31,2976689440
2015-01-02,2967106719
2015-01-05,3005323520
2015-01-06,2905503520
2015-01-07,2905332400
2015-01-08,3004068640
2015-01-09,2999961760
2015-01-12,3024603040
2015-01-13,3023405199
2015-01-14,3008574800
2015-01-15,3025857920
2015-01-16,3072402560
2015-01-20,3043711440
2015-01-21,3048959120
2015-01-22,3092537680
2015-01-23,3085350640
2015-01-26,3187908560
2015-01-27,3214032880
2015-01-28,3239130480
2015-01-29,3362679120
2015-01-30,3223444480
2015-02-02,3261604239
2015-02-03,3332619040
2015-02-04,3309517840
2015-02-05,3321952560
2015-02-06,3304270160
2015-02-09,3295257840
2015-02-10,3294060000
2015-02-11,3308491120
2015-02-12,3312426880
2015-02-13,3365930400
2015-02-17,3395933440
2015-02-18,3446699040
2015-02-19,3418293120
2015-02-20,3403177520
2015-02-23,3411904640
2015-02-24,3421316239
2015-02-25,3401181120
2015-02-26,3391199120
2015-02-27,3399412880
2015-03-02,3434834719
2015-03-03,3460730880
2015-03-04,3630538960
2015-03-05,3616278960
2015-03-06,3609206000
2015-03-09,3589755360
2015-03-10,3525642400
2015-03-11,3548971760
2015-03-12,3670809199
2015-03-13,3720833280
2015-03-16,3763556239
2015-03-17,3728134400
2015-03-18,3731043440
2015-03-19,3717582000
2015-03-20,3739485360
2015-03-23,3713532160
2015-03-24,3743991520
2015-03-25,3702751600
2015-03-26,3634931040
2015-03-27,3594546719
2015-03-30,3584222480
2015-03-31,3627566800
2015-04-01,3612351600
2015-04-02,3627452400
2015-04-06,3647300800
2015-04-07,3679561600
2015-04-08,3659999200
2015-04-09,3661829599
2015-04-10,3656795999
2015-04-13,3622475999
2015-04-14,3568708000
2015-04-15,3567621200
2015-04-16,3510192400
2015-04-17,3490687200
2015-04-20,3548745200
2015-04-21,3608175999
2015-04-22,3694262000
2015-04-23,3685682000
2015-04-24,3692431600
2015-04-27,3653020800
2015-04-28,3624192000
2015-04-29,3566648800
2015-04-30,3535303199
2015-05-01,3507046400
2015-05-04,3458369200
2015-05-05,3397279599
2015-05-06,3326809200
2015-05-07,3340880400
2015-05-08,3335045999
2015-05-11,3324692800
2015-05-12,3392074400
2015-05-13,3412380400
2015-05-14,3456024000
2015-05-15,3427767200
2015-05-18,3510935999
2015-05-19,3586954800
2015-05-20,3775200000
2015-05-21,3755008400
2015-05-22,3753292400
2015-05-26,3709076800
2015-05-27,3748087200
2015-05-28,3707589599
2015-05-29,3701412000
2015-06-01,3732528800
2015-06-02,3685224400
2015-06-03,3669665999
2015-06-04,3704901200
2015-06-05,3694605200
2015-06-08,3701812400
2015-06-09,3694490800
2015-06-10,3699638800
2015-06-11,3749803199
2015-06-12,3693461200
2015-06-15,3635403199
2015-06-16,3638892400
2015-06-17,3674184800
2015-06-18,3697922800
2015-06-19,3673784400
2015-06-22,3697522400
2015-06-23,3708790800
2015-06-24,3710850000
2015-06-25,3740308000
2015-06-26,3732585999
2015-06-29,3698151600
2015-06-30,3727117899
2015-07-01,3980048940
2015-07-02,3982114620
2015-07-06,4117129760
2015-07-07,4123900600
2015-07-08,3989287120
2015-07-09,4041388160
2015-07-10,4037715839
2015-07-13,4056134820
2015-07-14,4059118580
2015-07-15,4061758060
2015-07-16,4034961600
2015-07-17,4028649800
2015-07-20,4056249580
2015-07-21,3959277380
2015-07-22,4009829160
2015-07-23,3867584140
2015-07-24,3809917240
2015-07-27,3795801760
2015-07-28,3940112460
2015-07-29,3947399720
2015-07-30,3950383480
2015-07-31,3956695279
2015-08-03,3952162260
2015-08-04,3867412000
2015-08-05,3936325380
2015-08-06,3877281360
2015-08-07,3924103440
2015-08-10,4010804620
2015-08-11,3989631399
2015-08-12,4020788740
2015-08-13,4019182100
2015-08-14,3997836740
2015-08-17,4010460339
2015-08-18,4003287839
2015-08-19,3981712960
2015-08-20,3865174180
2015-08-21,3697796720
2015-08-24,3591414200
2015-08-25,3564847260
2015-08-26,3713117180
2015-08-27,3753283180
2015-08-28,3757816200
2015-08-31,3796031279
2015-09-01,3693780120
2015-09-02,3717248540
2015-09-03,3733142800
2015-09-04,3673869260
2015-09-08,3749668240
2015-09-09,3677082540
2015-09-10,3553830300
2015-09-11,3671631440
2015-09-14,3581372700
2015-09-15,3631235920
2015-09-16,3449972500
2015-09-17,3444234500
2015-09-18,3412503360
2015-09-21,3353803620
2015-09-22,3316564000
2015-09-23,3300325460
2015-09-24,3294071040
2015-09-25,3313063820
2015-09-28,3292521779
2015-09-29,3298718820
2015-09-30,3315442000
2015-10-01,3325899720
2015-10-02,3305788720
2015-10-05,3376636900
2015-10-06,3341758680
2015-10-07,3346068180
2015-10-08,3362444279
2015-10-09,3367558220
2015-10-12,3361295080
2015-10-13,3335725380
2015-10-14,3287056759
2015-10-15,3362903960
2015-10-16,3378648000
2015-10-19,3357732560
2015-10-20,3395828540
2015-10-21,3319176900
2015-10-22,3265164500
2015-10-23,3299870340
2015-10-26,3278322840
2015-10-27,3251948700
2015-10-28,3295848140
2015-10-29,3244823660
2015-10-30,3174492620
2015-11-02,3317453100
2015-11-03,3263383240
2015-11-04,3197131860
2015-11-05,3143119460
2015-11-06,3269531460
2015-11-09,3267807660
2015-11-10,3277633320
2015-11-11,3326819080
2015-11-12,3226436460
2015-11-13,3189030000
2015-11-16,3152542900
2015-11-17,3177020860
2015-11-18,3138005520
2015-11-19,3110884400
2015-11-20,3112148520
2015-11-23,3091520380
2015-11-24,3105827920
2015-11-25,3107551720
2015-11-27,3096979080
2015-11-30,3110022500
2015-12-01,3107896480
2015-12-02,3053941540
2015-12-03,3049517120
2015-12-04,2946146580
2015-12-07,2908740120
2015-12-08,2861450540
2015-12-09,2829962460
2015-12-10,2845419200
2015-12-11,2768652640
2015-12-14,2724753200
2015-12-15,2855302320
2015-12-16,2876102840
2015-12-17,2849958540
2015-12-18,2709756140
2015-12-21,2816976500
2015-12-22,2851337580
2015-12-23,2858635000
2015-12-24,2875183480
2015-12-28,2937355200
2015-12-29,2905292520
2015-12-30,2835880840
2015-12-31,2726986310
2016-01-04,2639492430
2016-01-05,2601256030
2016-01-06,2579438790
2016-01-07,2572128890
2016-01-08,2552842000
2016-01-11,2552335930
2016-01-12,2500829250
2016-01-13,2432678490
2016-01-14,2489189640
2016-01-15,2407150070
2016-01-19,2443362190
2016-01-20,2538784500
2016-01-21,2537659900
2016-01-22,2575334000
2016-01-25,2565100140
2016-01-26,2660634910
2016-01-27,2629089880
2016-01-28,2662321810
2016-01-29,2725411870
2016-02-01,2787770940
2016-02-02,2685713490
2016-02-03,2751052750
2016-02-04,2754370320
2016-02-05,2659960150
2016-02-08,2651300730
2016-02-09,2633644510
2016-02-10,2695441280
2016-02-11,2609465610
2016-02-12,2646858560
2016-02-16,2857889750
2016-02-17,2870766420
2016-02-18,2829212450
2016-02-19,2845181770
2016-02-22,2864918500
2016-02-23,2811500000
2016-02-24,2805202240
2016-02-25,2856484000
2016-02-26,2725974170
2016-02-29,2744642530
2016-03-01,2718776730
2016-03-02,2710342230
2016-03-03,2717708360
2016-03-04,2767415680
2016-03-07,2775906410
2016-03-08,2774444430
2016-03-09,2811443770
2016-03-10,2807395210
2016-03-11,2764210570
2016-03-14,2727436150
2016-03-15,2669631710
2016-03-16,2675254710
2016-03-17,2656248970
2016-03-18,2725636790
2016-03-21,2647083480
2016-03-22,2607553790
2016-03-23,2607610020
2016-03-24,2639042590
2016-03-28,2699040000
2016-03-29,2724399730
2016-03-30,2699040000
2016-03-31,2661120000
2016-04-01,2709519120
2016-04-04,2679581520
2016-04-05,2666608560
2016-04-06,2621036880
2016-04-07,2552069520
2016-04-08,2587994640
2016-04-11,2593704960
2016-04-12,2581286400
2016-04-13,2605624560
2016-04-14,2573358480
2016-04-15,2640995280
2016-04-18,2606733360
2016-04-19,2637946080
2016-04-20,2690170560
2016-04-21,2676975840
2016-04-22,2716393680
2016-04-25,2697322320
2016-04-26,2700038880
2016-04-27,2702145600
2016-04-28,2636504640
2016-04-29,2641937760
2016-05-02,2695271040
2016-05-03,2668160880
2016-05-04,2640385440
2016-05-05,2670378480
2016-05-06,2668327200
2016-05-09,2667939120
2016-05-10,2693053440
2016-05-11,2659456800
2016-05-12,2694384000
2016-05-13,2668438080
2016-05-16,2669214240
2016-05-17,2688174720
2016-05-18,2682797040
2016-05-19,2715783840
2016-05-20,2752318800
2016-05-23,2727703440
2016-05-24,2767398480
2016-05-25,2736795600
2016-05-26,2770891200
2016-05-27,2814078960
2016-05-31,2760634800
2016-06-01,2801937600
2016-06-02,2819456640
2016-06-03,2800773360
2016-06-06,2812582080
2016-06-07,2803988880
2016-06-08,2793178080
2016-06-09,2788687440
2016-06-10,2777488560
2016-06-13,2760135840
2016-06-14,2757363840
2016-06-15,2767786560
2016-06-16,2781923760
2016-06-17,2727592560
2016-06-20,2776102560
2016-06-21,2762187120
2016-06-22,2747273760
2016-06-23,2785028400
2016-06-24,2683961280
2016-06-27,2638999440
2016-06-28,2655021600
2016-06-29,2650420080
2016-06-30,2714009760
2016-07-01,2731473360
2016-07-05,2674148400
2016-07-06,2660898240
2016-07-07,2670433920
2016-07-08,2730087360
2016-07-11,2815742160
2016-07-12,2842131600
2016-07-13,2848950720
2016-07-14,2819124000
2016-07-15,2777599440
2016-07-18,2788243920
2016-07-19,2779373520
2016-07-20,2812083120
2016-07-21,2795506560
2016-07-22,2805485760
2016-07-25,2807093520
2016-07-26,2809200240
2016-07-27,2808812160
2016-07-28,2812027680
2016-07-29,2789962560
2016-08-01,2795173920
2016-08-02,2762076240
2016-08-03,2807537040
2016-08-04,2790239760
2016-08-05,2733302880
2016-08-08,2735021520
2016-08-09,2705472000
2016-08-10,2736851040
2016-08-11,2753704800
2016-08-12,2745333360
2016-08-15,2793787920
2016-08-16,2782533600
2016-08-17,2781480240
2016-08-18,2842242480
2016-08-19,2905056000
2016-08-22,2911209840
2016-08-23,2871958320
2016-08-24,2859595199
2016-08-25,2865028320
2016-08-26,2815354080
2016-08-29,2759803200
2016-08-30,2725818480
2016-08-31,2718500400
2016-09-01,2718334080
2016-09-02,2748493440
2016-09-06,2817405360
2016-09-07,2829934800
2016-09-08,2795063040
2016-09-09,2776379760
2016-09-12,2825832240
2016-09-13,2805042240
2016-09-14,2792457360
2016-09-15,2774772000
2016-09-16,2808313200
2016-09-19,2844570960
2016-09-20,2857599360
2016-09-21,2842963199
2016-09-22,2817349920
2016-09-23,2737738080
2016-09-26,2705970960
2016-09-27,2700149760
2016-09-28,2686012560
2016-09-29,2651528880
2016-09-30,2660531990
2016-10-03,2650362310
2016-10-04,2638921420
2016-10-05,2634941980
2016-10-06,2643564100
2016-10-07,2617642470
2016-10-10,2664898320
2016-10-11,2627812150
2016-10-12,2621124480
2016-10-13,2567733660
2016-10-14,2565633400
2016-10-17,2557785060
2016-10-18,2550765770
2016-10-19,2557177090
2016-10-20,2564693810
2016-10-21,2591831380
2016-10-24,2592992050
2016-10-25,2594926500
2016-10-26,2619245300
2016-10-27,2625048650
2016-10-28,2615376400
2016-10-31,2625325000
2016-11-01,2605427800
2016-11-02,2520035650
2016-11-03,2466700100
2016-11-04,2448737350
2016-11-07,2464212950
2016-11-08,2497927650
2016-11-09,2579727250
2016-11-10,2589952200
2016-11-11,2634168200
2016-11-14,2623114200
2016-11-15,2637760750
2016-11-16,2625325000
2016-11-17,2638866150
2016-11-18,2648538400
2016-11-21,2667330200
2016-11-22,2689714550
2016-11-23,2668988300
2016-11-25,2685016600
2016-11-28,2663737650
2016-11-29,2695517900
2016-11-30,2706848250
2016-12-01,2727850850
2016-12-02,2718178600
2016-12-05,2755762200
2016-12-06,2737799450
2016-12-07,2727850850
2016-12-08,2799701850
2016-12-09,2859393450
2016-12-12,2856906300
2016-12-13,2895318950
2016-12-14,2901122300
2016-12-15,2918256000
2016-12-16,2940916700
2016-12-19,2995357650
2016-12-20,2994252250
2016-12-21,2952799750
2016-12-22,2939258599
2016-12-23,2897529750
2016-12-27,2898635150
2016-12-28,2890068300
2016-12-29,2897253400
2016-12-30,2829547650
2017-01-03,2898126000
2017-01-04,2989730250
2017-01-05,2856613500
2017-01-06,2925247500
2017-01-09,2922756749
2017-01-10,2962332000
2017-01-11,2974232250
2017-01-12,2924417250
2017-01-13,2910579750
2017-01-17,2893974750
2017-01-18,2904214500
2017-01-19,2887056000
2017-01-20,2899232999
2017-01-23,2883458250
2017-01-24,2905044750
2017-01-25,2897019000
2017-01-26,2870727750
2017-01-27,2859657750
2017-01-30,2850248250
2017-01-31,2875709249
2017-02-01,2908089000
2017-02-02,2918605499
2017-02-03,2922480000
2017-02-06,2922756749
2017-02-07,2924970750
2017-02-08,2919712500
2017-02-09,2925801000
2017-02-10,2924694000
2017-02-13,2939085000
2017-02-14,2922756749
2017-02-15,2934103500
2017-02-16,2920819500
2017-02-17,2921926500
2017-02-21,2926077750
2017-02-22,2918605499
2017-02-23,2926354500
2017-02-24,2956243500
2017-02-27,2988346500
2017-02-28,2979213750
2017-03-01,3049785000
2017-03-02,3125614500
2017-03-03,3149968500
2017-03-06,3161038500
2017-03-07,3164359500
2017-03-08,3152736000
2017-03-09,3154396500
2017-03-10,3145263750
2017-03-13,3161315250
2017-03-14,3174876000
2017-03-15,3233823750
2017-03-16,3249598500
2017-03-17,3259561500
2017-03-20,3253196250
2017-03-21,3217495499
2017-03-22,3209469750
2017-03-23,3187329750
2017-03-24,3204765000
2017-03-27,3209746500
2017-03-28,3207532500
2017-03-29,3215004750
2017-03-30,3237975000
2017-03-31,3320907449
2017-04-03,3288781250
2017-04-04,3277426300
2017-04-05,3311491150
2017-04-06,3363003850
2017-04-07,3317307100
2017-04-10,3307890800
2017-04-11,3307336900
2017-04-12,3288227350
2017-04-13,3251116050
2017-04-17,3313983699
2017-04-18,3322846100
2017-04-19,3335308850
2017-04-20,3350818050
2017-04-21,3347217699
2017-04-24,3363280800
2017-04-25,3358572650
2017-04-26,3379343900
2017-04-27,3378236100
2017-04-28,3332816300
2017-05-01,3365773350
2017-05-02,3344725150
2017-05-03,3289612100
2017-05-04,3278257150
2017-05-05,3279364949
2017-05-08,3283796150
2017-05-09,3281857500
2017-05-10,3364388600
2017-05-11,3316753199
2017-05-12,3309275550
2017-05-15,3328939000
2017-05-16,3319799650
2017-05-17,3297643650
2017-05-18,3276318500
2017-05-19,3325615600
2017-05-22,3318137949
2017-05-23,3313152850
2017-05-24,3310383350
2017-05-25,3291273800
2017-05-26,3290442949
2017-05-30,3285180900
2017-05-31,3316753199
2017-06-01,3349987199
2017-06-02,3373251000
2017-06-05,3323400000
2017-06-06,3318137949
2017-06-07,3329769850
2017-06-08,3321738300
2017-06-09,3309552500
2017-06-12,3328108150
2017-06-13,3334478000
2017-06-14,3306229100
2017-06-15,3299305350
2017-06-16,3318968800
2017-06-19,3316753199
2017-06-20,3306506050
2017-06-21,3307336900
2017-06-22,3290996850
2017-06-23,3315091500
2017-06-26,3311214199
2017-06-27,3302351800
2017-06-28,3326446449
2017-06-29,3271333400
2017-06-30,3308868700
2017-07-03,3313559000
2017-07-05,3310800000
2017-07-06,3292866500
2017-07-07,3304454300
2017-07-10,3307489200
2017-07-11,3292590600
2017-07-12,3291762899
2017-07-13,3313559000
2017-07-14,3310248200
2017-07-17,3308041000
2017-07-18,3317697500
2017-07-19,3313007200
2017-07-20,3311903600
2017-07-21,3319077000
2017-07-24,3313559000
2017-07-25,3320732399
2017-07-26,3308592800
2017-07-27,3260034399
2017-07-28,3262793399
2017-07-31,3268863200
2017-08-01,3311351800
2017-08-02,3194370200
2017-08-03,3196025600
2017-08-04,3250102000
2017-08-07,3265000600
2017-08-08,3276588399
2017-08-09,3238238300
2017-08-10,3168987399
2017-08-11,3190507600
2017-08-14,3248446600
2017-08-15,3282382300
2017-08-16,3259206700
2017-08-17,3159606800
2017-08-18,3171194600
2017-08-21,3178919800
2017-08-22,3259206700
2017-08-23,3232168500
2017-08-24,3208717000
2017-08-25,3216718100
2017-08-28,3237134700
2017-08-29,3237134700
2017-08-30,3232444399
2017-08-31,3240169600
2017-09-01,3216994000
2017-09-05,3135879399
2017-09-06,3132568600
2017-09-07,3141121500
2017-09-08,3110496600
2017-09-11,3147743100
2017-09-12,3141673300
2017-09-13,3131740899
2017-09-14,3128430100
2017-09-15,3105530399
2017-09-18,3114635100
2017-09-19,3107185800
2017-09-20,3127878300
2017-09-21,3118221800
2017-09-22,3131740899
2017-09-25,3115186899
2017-09-26,3127050600
2017-09-27,3159055000
2017-09-28,3214510899
2017-09-29,3228581800
2017-10-02,3244120750
2017-10-03,3225786200
2017-10-04,3185833300
2017-10-05,3166677800
2017-10-06,3170782550
2017-10-09,3159836550
2017-10-10,3166677800
2017-10-11,3171056200
2017-10-12,3132745200
2017-10-13,3064332700
2017-10-16,3028484550
2017-10-17,3025474399
2017-10-18,3076373300
2017-10-19,3042988000
2017-10-20,3044082600
2017-10-23,3053386700
2017-10-24,3055302250
2017-10-25,3055849550
2017-10-26,3097718000
2017-10-27,3148069600
2017-10-30,3080204399
2017-10-31,3045450850
2017-11-01,3036694050
2017-11-02,3035873100
2017-11-03,2999204000
2017-11-06,2970744399
2017-11-07,3029852800
2017-11-08,3095528800
2017-11-09,3035052149
2017-11-10,3057491450
2017-11-13,3045450850
2017-11-14,3014802050
2017-11-15,3042440700
2017-11-16,3121251899
2017-11-17,3108937649
2017-11-20,3149437850
2017-11-21,3112221450
2017-11-22,3107295750
2017-11-24,3097991649
2017-11-27,3105106550
2017-11-28,3166130500
2017-11-29,3196779300
2017-11-30,3191306300
2017-12-01,3127819500
2017-12-04,3201705000
2017-12-05,3176802850
2017-12-06,3122072850
2017-12-07,3106201149
2017-12-08,3084035500
2017-12-11,3095528800
2017-12-12,3116052550
2017-12-13,3071994899
2017-12-14,3072268550
2017-12-15,3096897050
2017-12-18,3148069600
2017-12-19,3142870250
2017-12-20,3132471550
2017-12-21,3077467899
2017-12-22,3055028600
2017-12-26,3077467899
2017-12-27,3087866600
2017-12-28,3066795550
2017-12-29,3055849550
2018-01-02,3060196200
2018-01-03,3078950400
2018-01-04,3078406799
2018-01-05,3077591400
2018-01-08,3063457799
2018-01-09,3054488400
2018-01-10,3044975400
2018-01-11,3088463400
2018-01-12,3136843799
2018-01-16,3162121200
2018-01-17,3171634200
2018-01-18,3157500600
2018-01-19,3162664799
2018-01-22,3176254799
2018-01-23,3213491400
2018-01-24,3214035000
2018-01-25,3265677000
2018-01-26,3221645400
2018-01-29,3216753000
2018-01-30,3207783600
2018-01-31,3231430200
2018-02-01,3267851400
2018-02-02,3213491400
2018-02-05,3154239000
2018-02-06,3147444000
2018-02-07,3170275200
2018-02-08,3140377200
2018-02-09,3136572000
2018-02-12,3148803000
2018-02-13,3179516400
2018-02-14,3283072200
2018-02-15,3282800400
2018-02-16,3260784600
2018-02-20,3236594400
2018-02-21,3183593400
2018-02-22,3202347600
2018-02-23,3269482200
2018-02-26,3213219600
2018-02-27,3179244600
2018-02-28,3153423600
2018-03-01,3092268600
2018-03-02,3130592400
2018-03-05,3162936600
2018-03-06,3187126799
2018-03-07,3251543400
2018-03-08,3252358799
2018-03-09,3260512799
2018-03-12,3290682600
2018-03-13,3202347600
2018-03-14,3261600000
2018-03-15,3246107400
2018-03-16,3247194600
2018-03-19,3231702000
2018-03-20,3236594400
2018-03-21,3253174200
2018-03-22,3232517400
2018-03-23,3168644400
2018-03-26,3263230799
2018-03-27,3211317000
2018-03-28,3260512799
2018-03-29,3273831000
2018-04-02,3129236250
2018-04-03,3201123750
2018-04-04,3211507500
2018-04-05,3218696250
2018-04-06,3190207500
2018-04-09,3199259999
2018-04-10,3242392500
2018-04-11,3232275000
2018-04-12,3255172499
2018-04-13,3245055000
2018-04-16,3264491249
2018-04-17,3325995000
2018-04-18,3265556250
2018-04-19,3258101250
2018-04-20,3248250000
2018-04-23,3285791249
2018-04-24,3251178749
2018-04-25,3239730000
2018-04-26,3248516249
2018-04-27,3240795000
2018-04-30,3211241249
2018-05-01,3235736250
2018-05-02,3211773750
2018-05-03,3140951250
2018-05-04,3191006250
2018-05-07,3196331250
2018-05-08,3189941249
2018-05-09,3144678749
2018-05-10,3170505000
2018-05-11,3203520000
2018-05-14,3196863750
2018-05-15,3230943750
2018-05-16,3208845000
2018-05-17,3225352500
2018-05-18,3163050000
2018-05-21,3153465000
2018-05-22,3168907500
2018-05-23,3134827500
2018-05-24,3185947499
2018-05-25,3185415000
2018-05-29,3147873750
2018-05-30,3136158750
2018-05-31,3093026250
2018-06-01,3099948750
2018-06-04,3085837500
2018-06-05,3105273750
2018-06-06,3119118750
2018-06-07,3128970000
2018-06-08,3195266249
2018-06-11,3197928749
2018-06-12,3191538750
2018-06-13,3169972499
2018-06-14,3184882500
2018-06-15,3194733750
2018-06-18,3217098750
2018-06-19,3236268750
2018-06-20,3217897499
2018-06-21,3202721250
2018-06-22,3215767500
2018-06-25,3206448750
2018-06-26,3229080000
2018-06-27,3157458750
2018-06-28,3129236250
2018-06-29,3120982500
2018-07-02,3134012200
2018-07-03,3166354400
2018-07-05,3078606300
2018-07-06,3097163300
2018-07-09,3084703599
2018-07-10,3064556000
2018-07-11,3058458700
2018-07-12,3063760700
2018-07-13,3042817800
2018-07-16,2984230700
