,SWKS
2014-02-10,5753180000
2014-02-11,5826266000
2014-02-12,6019287999
2014-02-13,6017414000
2014-02-14,5996800000
2014-02-18,5959320000
2014-02-19,5869368000
2014-02-20,6244168000
2014-02-21,6131728000
2014-02-24,6446560000
2014-02-25,6326624000
2014-02-26,6562748000
2014-02-27,6549630000
2014-02-28,6645204000
2014-03-03,6783880000
2014-03-04,6886950000
2014-03-05,6896319999
2014-03-06,6933800000
2014-03-07,6868210000
2014-03-10,6840100000
2014-03-11,6789501999
2014-03-12,6993768000
2014-03-13,6901942000
2014-03-14,6873832000
2014-03-17,6911312000
2014-03-18,7025626000
2014-03-19,7063106000
2014-03-20,7359198000
2014-03-21,7036869999
2014-03-24,7005012000
2014-03-25,7068728000
2014-03-26,6885076000
2014-03-27,6916933999
2014-03-28,6926250000
2014-03-31,7035000000
2014-04-01,7051875000
2014-04-02,7046250000
2014-04-03,7063125000
2014-04-04,6731250000
2014-04-07,6697500000
2014-04-08,6753750000
2014-04-09,6916875000
2014-04-10,6658125000
2014-04-11,6543750000
2014-04-14,6624375000
2014-04-15,6705000000
2014-04-16,6714375000
2014-04-17,6765000000
2014-04-21,6941250000
2014-04-22,7117500000
2014-04-23,7781250000
2014-04-24,7904999999
2014-04-25,7773750000
2014-04-28,7758750000
2014-04-29,7693125000
2014-04-30,7696874999
2014-05-01,7734375000
2014-05-02,7768125000
2014-05-05,7869375000
2014-05-06,7756874999
2014-05-07,7696874999
2014-05-08,7770000000
2014-05-09,7753125000
2014-05-12,8010000000
2014-05-13,7972500000
2014-05-14,7860000000
2014-05-15,7657500000
2014-05-16,7640625000
2014-05-19,7708125000
2014-05-20,7599375000
2014-05-21,7736250000
2014-05-22,7732500000
2014-05-23,7835625000
2014-05-27,7908750000
2014-05-28,7920000000
2014-05-29,8045624999
2014-05-30,8120625000
2014-06-02,8075625000
2014-06-03,8559375000
2014-06-04,8767500000
2014-06-05,8715000000
2014-06-06,8776875000
2014-06-09,8754375000
2014-06-10,8790000000
2014-06-11,8964375000
2014-06-12,8797500000
2014-06-13,8848125000
2014-06-16,8881875000
2014-06-17,8990625000
2014-06-18,8911875000
2014-06-19,8902500000
2014-06-20,9063750000
2014-06-23,8979375000
2014-06-24,8776875000
2014-06-25,8773125000
2014-06-26,8692500000
2014-06-27,8636250000
2014-06-30,8805000000
2014-07-01,8949375000
2014-07-02,8928750000
2014-07-03,9016875000
2014-07-07,8885625000
2014-07-08,8844375000
2014-07-09,8938125000
2014-07-10,8784375000
2014-07-11,8855625000
2014-07-14,8898750000
2014-07-15,8915625000
2014-07-16,8958750000
2014-07-17,8688750000
2014-07-18,9913125000
2014-07-21,10170000000
2014-07-22,10166250000
2014-07-23,10021875000
2014-07-24,9871875000
2014-07-25,9645000000
2014-07-28,9783750000
2014-07-29,9776250000
2014-07-30,9781875000
2014-07-31,9517500000
2014-08-01,9763125000
2014-08-04,9772500000
2014-08-05,9729375000
2014-08-06,9778125000
2014-08-07,9586875000
2014-08-08,9613125000
2014-08-11,9772500000
2014-08-12,9826875000
2014-08-13,10126875000
2014-08-14,10031250000
2014-08-15,10198125000
2014-08-18,10181250000
2014-08-19,10383750000
2014-08-20,10466250000
2014-08-21,10361250000
2014-08-22,10340625000
2014-08-25,10267500000
2014-08-26,10256250000
2014-08-27,10286250000
2014-08-28,10413750000
2014-08-29,10623750000
2014-09-02,10554375000
2014-09-03,10404375000
2014-09-04,10301250000
2014-09-05,10552500000
2014-09-08,10597500000
2014-09-09,10430625000
2014-09-10,10501875000
2014-09-11,10470000000
2014-09-12,10316250000
2014-09-15,10125000000
2014-09-16,10466250000
2014-09-17,10477500000
2014-09-18,10837500000
2014-09-19,10815000000
2014-09-22,10644375000
2014-09-23,10668750000
2014-09-24,11032500000
2014-09-25,10785000000
2014-09-26,10951875000
2014-09-29,10974375000
2014-09-30,10884375000
2014-10-01,9995625000
2014-10-02,10053750000
2014-10-03,10425675000
2014-10-06,10208670000
2014-10-07,9889767000
2014-10-08,10238862000
2014-10-09,9855801000
2014-10-10,8870787000
2014-10-13,8551884000
2014-10-14,9229317000
2014-10-15,9361407000
2014-10-16,9723711000
2014-10-17,9635022000
2014-10-20,9785982000
2014-10-21,10321890000
2014-10-22,10131303000
2014-10-23,10442658000
2014-10-24,10386048000
2014-10-27,10352082000
2014-10-28,10531347000
2014-10-29,10816284000
2014-10-30,10574748000
2014-10-31,10989888000
2014-11-03,11365401000
2014-11-04,11401254000
2014-11-05,11488056000
2014-11-06,11725818000
2014-11-07,11299356000
2014-11-10,11505039000
2014-11-11,11505039000
2014-11-12,11508813000
2014-11-13,11455977000
2014-11-14,11850360000
2014-11-17,11727705000
2014-11-18,12057930000
2014-11-19,12040947000
2014-11-20,12201342000
2014-11-21,12144732000
2014-11-24,12403251000
2014-11-25,12354189000
2014-11-26,12812730000
2014-11-28,12731589000
2014-12-01,12410799000
2014-12-02,12416460000
2014-12-03,12580629000
2014-12-04,13161825000
2014-12-05,13276932000
2014-12-08,13048605000
2014-12-09,13061814000
2014-12-10,12929724000
2014-12-11,13224096000
2014-12-12,13039169999
2014-12-15,12927837000
2014-12-16,12854244000
2014-12-17,13363733999
2014-12-18,13810953000
2014-12-19,13718490000
2014-12-22,14043054000
2014-12-23,13850580000
2014-12-24,14024183999
2014-12-26,14056262999
2014-12-29,13807179000
2014-12-30,13748682000
2014-12-31,13720376999
2015-01-02,13923467999
2015-01-05,13697487000
2015-01-06,13260717000
2015-01-07,13479102000
2015-01-08,14090580000
2015-01-09,14067792000
2015-01-12,13733567999
2015-01-13,13832316000
2015-01-14,13596839999
2015-01-15,13545567000
2015-01-16,14024114999
2015-01-20,14348844000
2015-01-21,14679270000
2015-01-22,15064767000
2015-01-23,15355314000
2015-01-26,15662952000
2015-01-27,15480648000
2015-01-28,15539517000
2015-01-29,15987681000
2015-01-30,15771195000
2015-02-02,15575598000
2015-02-03,15623073000
2015-02-04,15628770000
2015-02-05,15457860000
2015-02-06,15465456000
2015-02-09,15017292000
2015-02-10,15503436000
2015-02-11,15640164000
2015-02-12,15651558000
2015-02-13,15543314999
2015-02-17,15712325999
2015-02-18,15678144000
2015-02-19,15773094000
2015-02-20,16008570000
2015-02-23,16333299000
2015-02-24,16745382000
2015-02-25,16659927000
2015-02-26,16821342000
2015-02-27,16663725000
2015-03-02,17305587000
2015-03-03,16851725999
2015-03-04,17121384000
2015-03-05,17385345000
2015-03-06,17233425000
2015-03-09,17493588000
2015-03-10,17318880000
2015-03-11,17508780000
2015-03-12,17634114000
2015-03-13,17645508000
2015-03-16,18378522000
2015-03-17,18479169000
2015-03-18,18443088000
2015-03-19,18908343000
2015-03-20,19379295000
2015-03-23,19324224000
2015-03-24,19267254000
2015-03-25,18148743000
2015-03-26,17668296000
2015-03-27,18767817000
2015-03-30,19014687000
2015-03-31,18665271000
2015-04-01,18389916000
2015-04-02,18327249000
2015-04-06,18139300000
2015-04-07,18388200000
2015-04-08,18519300000
2015-04-09,18969600000
2015-04-10,18931600000
2015-04-13,18730200000
2015-04-14,18171600000
2015-04-15,18283700000
2015-04-16,18179200000
2015-04-17,17913200000
2015-04-20,18036700000
2015-04-21,18129800000
2015-04-22,18397700000
2015-04-23,18205800000
2015-04-24,17744100000
2015-04-27,17964500000
2015-04-28,17964500000
2015-04-29,17782100000
2015-04-30,17527500000
2015-05-01,18677000000
2015-05-04,18830900000
2015-05-05,17979700000
2015-05-06,17968300000
2015-05-07,18443300000
2015-05-08,18564900000
2015-05-11,18460400000
2015-05-12,18390100000
2015-05-13,18363500000
2015-05-14,18711200000
2015-05-15,18536400000
2015-05-18,19575700000
2015-05-19,19758100000
2015-05-20,19710600000
2015-05-21,19739100000
2015-05-22,19891100000
2015-05-26,19706800000
2015-05-27,20639700000
2015-05-28,20453500000
2015-05-29,20778400000
2015-06-01,20795500000
2015-06-02,20542800000
2015-06-03,20024100000
2015-06-04,20067800000
2015-06-05,20090600000
2015-06-08,19440800000
2015-06-09,19425600000
2015-06-10,20052600000
2015-06-11,20069700000
2015-06-12,19940500000
2015-06-15,20160900000
2015-06-16,20202700000
2015-06-17,20248300000
2015-06-18,20896200000
2015-06-19,20938000000
2015-06-22,21074800000
2015-06-23,20953200000
2015-06-24,20596000000
2015-06-25,20875300000
2015-06-26,20311000000
2015-06-29,19387600000
2015-06-30,19779000000
2015-07-01,19742900000
2015-07-02,19921500000
2015-07-06,19327824000
2015-07-07,19052904000
2015-07-08,18125760000
2015-07-09,17919096000
2015-07-10,18997920000
2015-07-13,19052904000
2015-07-14,19344888000
2015-07-15,19130640000
2015-07-16,19409352000
2015-07-17,19511736000
2015-07-20,19555344000
2015-07-21,19712712000
2015-07-22,18891744000
2015-07-23,19551552000
2015-07-24,18525816000
2015-07-27,17725704000
2015-07-28,18140928000
2015-07-29,18048024000
2015-07-30,18345696000
2015-07-31,18139032000
2015-08-03,17591088000
2015-08-04,16815624000
2015-08-05,16866815999
2015-08-06,16301808000
2015-08-07,16753056000
2015-08-10,17259288000
2015-08-11,16868712000
2015-08-12,17045040000
2015-08-13,16995744000
2015-08-14,16893359999
2015-08-17,17240328000
2015-08-18,16248720000
2015-08-19,16538808000
2015-08-20,15630624000
2015-08-21,14991671999
2015-08-24,15264696000
2015-08-25,15274176000
2015-08-26,16334040000
2015-08-27,17020392000
2015-08-28,16802352000
2015-08-31,16561559999
2015-09-01,15746280000
2015-09-02,16256303999
2015-09-03,16180464000
2015-09-04,15806952000
2015-09-08,16633608000
2015-09-09,16385232000
2015-09-10,16698071999
2015-09-11,16715136000
2015-09-14,16969200000
2015-09-15,17378736000
2015-09-16,17352192000
2015-09-17,17204304000
2015-09-18,16944552000
2015-09-21,16916112000
2015-09-22,16438320000
2015-09-23,16707552000
2015-09-24,16371959999
2015-09-25,16641192000
2015-09-28,15681815999
2015-09-29,15708359999
2015-09-30,15966215999
2015-10-01,15806952000
2015-10-02,16005024000
2015-10-05,15588048000
2015-10-06,15367183999
2015-10-07,15919344000
2015-10-08,15123472000
2015-10-09,15136800000
2015-10-12,15153936000
2015-10-13,14750288000
2015-10-14,14816927999
2015-10-15,15277695999
2015-10-16,15155839999
2015-10-19,14818832000
2015-10-20,14906416000
2015-10-21,14788368000
2015-10-22,15553776000
2015-10-23,15717520000
2015-10-26,14834064000
2015-10-27,14529424000
2015-10-28,14756000000
2015-10-29,14209552000
2015-10-30,14706495999
2015-11-02,15098720000
2015-11-03,15056832000
2015-11-04,15266272000
2015-11-05,15285312000
2015-11-06,16372495999
2015-11-09,16163056000
2015-11-10,15302448000
2015-11-11,15060639999
2015-11-12,14439936000
2015-11-13,14247632000
2015-11-16,14333312000
2015-11-17,14689360000
2015-11-18,15310064000
2015-11-19,14851200000
2015-11-20,14959727999
2015-11-23,14797888000
2015-11-24,15178688000
2015-11-25,15291024000
2015-11-27,15593760000
2015-11-30,15807008000
2015-12-01,15947904000
2015-12-02,16113552000
2015-12-03,15886976000
2015-12-04,16739968000
2015-12-07,16505776000
2015-12-08,16583839999
2015-12-09,16123072000
2015-12-10,16163056000
2015-12-11,15504272000
2015-12-14,14948304000
2015-12-15,14809312000
2015-12-16,15035888000
2015-12-17,14813120000
2015-12-18,14542752000
2015-12-21,14931168000
2015-12-22,14929264000
2015-12-23,15073968000
2015-12-24,15102527999
2015-12-28,15100624000
2015-12-29,15313872000
2015-12-30,15077776000
2015-12-31,14628432000
2016-01-04,14822286000
2016-01-05,13939758000
2016-01-06,13152330000
2016-01-07,12773832000
2016-01-08,12722478000
2016-01-11,12562710000
2016-01-12,12673026000
2016-01-13,11822832000
2016-01-14,12275508000
2016-01-15,11539434000
2016-01-19,11484276000
2016-01-20,11720124000
2016-01-21,12037758000
2016-01-22,12749106000
2016-01-25,12475218000
2016-01-26,12515160000
2016-01-27,11819028000
2016-01-28,12323058000
2016-01-29,13108584000
2016-02-01,13241724000
2016-02-02,12644496000
2016-02-03,12589338000
2016-02-04,12553200000
2016-02-05,11822832000
2016-02-08,11278860000
2016-02-09,10974540000
2016-02-10,10879440000
2016-02-11,10622670000
2016-02-12,10961226000
2016-02-16,11685888000
2016-02-17,12117642000
2016-02-18,11805714000
2016-02-19,11988306000
2016-02-22,12227958000
2016-02-23,11910324000
2016-02-24,12117642000
2016-02-25,12277410000
2016-02-26,12343980000
2016-02-29,12638790000
2016-03-01,13390080000
2016-03-02,13119996000
2016-03-03,13333019999
2016-03-04,13886502000
2016-03-07,13869384000
2016-03-08,13296882000
2016-03-09,13508004000
2016-03-10,13308294000
2016-03-11,13840854000
2016-03-14,13844658000
2016-03-15,14000622000
2016-03-16,14265000000
2016-03-17,14249784000
2016-03-18,14649204000
2016-03-21,14685341999
2016-03-22,14624478000
2016-03-23,14512260000
2016-03-24,14493240000
2016-03-28,14630184000
2016-03-29,14544594000
2016-03-30,14807069999
2016-03-31,14816580000
2016-04-01,14752566000
2016-04-04,14624250000
2016-04-05,14543108999
2016-04-06,14758226999
2016-04-07,14588397000
2016-04-08,14597832000
2016-04-11,14354408999
2016-04-12,14084568000
2016-04-13,14543108999
2016-04-14,14486499000
2016-04-15,14163822000
2016-04-18,14103437999
2016-04-19,13629801000
2016-04-20,13744908000
2016-04-21,13527903000
2016-04-22,13492050000
2016-04-25,13344864000
2016-04-26,13529790000
2016-04-27,13646783999
2016-04-28,13544886000
2016-04-29,12608933999
2016-05-02,12665544000
2016-05-03,12646674000
2016-05-04,12308901000
2016-05-05,12142844999
2016-05-06,12195681000
2016-05-09,12274935000
2016-05-10,12239082000
2016-05-11,12188133000
2016-05-12,11635242000
2016-05-13,11463525000
2016-05-16,11778654000
2016-05-17,11757897000
2016-05-18,11995659000
2016-05-19,11850360000
2016-05-20,12182472000
2016-05-23,12418347000
2016-05-24,12541001999
2016-05-25,12505149000
2016-05-26,12486279000
2016-05-27,12548550000
2016-05-31,12597612000
2016-06-01,12693849000
2016-06-02,12563646000
2016-06-03,12631578000
2016-06-06,12474957000
2016-06-07,12958029000
2016-06-08,12903306000
2016-06-09,12825939000
2016-06-10,12369285000
2016-06-13,12257951999
2016-06-14,12267387000
2016-06-15,12263612999
2016-06-16,12223986000
2016-06-17,12071139000
2016-06-20,12444765000
2016-06-21,12352301999
2016-06-22,12331544999
2016-06-23,12682526999
2016-06-24,11625807000
2016-06-27,10946487000
2016-06-28,11371062000
2016-06-29,11648451000
2016-06-30,11940936000
2016-07-01,11624820000
2016-07-05,10922874000
2016-07-06,10986012000
2016-07-07,11307273000
2016-07-08,11682387000
2016-07-11,12003648000
2016-07-12,12219060000
2016-07-13,12135494999
2016-07-14,12514323000
2016-07-15,12514323000
2016-07-18,12757590000
2016-07-19,12688881000
2016-07-20,12904293000
2016-07-21,13169844000
2016-07-22,12035217000
2016-07-25,12059358000
2016-07-26,12232059000
2016-07-27,12343479000
2016-07-28,12343479000
2016-07-29,12259914000
2016-08-01,12282198000
2016-08-02,12077928000
2016-08-03,11957223000
2016-08-04,12100212000
2016-08-05,12358335000
2016-08-08,12245058000
2016-08-09,12441900000
2016-08-10,12332337000
2016-08-11,12518037000
2016-08-12,12540321000
2016-08-15,12906150000
2016-08-16,12924719999
2016-08-17,13034283000
2016-08-18,13333260000
2016-08-19,13424253000
2016-08-22,13485534000
2016-08-23,13700946000
2016-08-24,13609953000
2016-08-25,13803081000
2016-08-26,13897788000
2016-08-29,13968354000
2016-08-30,13778940000
2016-08-31,13901502000
2016-09-01,13944213000
2016-09-02,13856934000
2016-09-06,13557957000
2016-09-07,13379685000
2016-09-08,13264551000
2016-09-09,12397332000
2016-09-12,12690738000
2016-09-13,12880152000
2016-09-14,13444680000
2016-09-15,14302614000
2016-09-16,14126198999
2016-09-19,14129913000
2016-09-20,14061204000
2016-09-21,14250618000
2016-09-22,14280330000
2016-09-23,13884789000
2016-09-26,13522673999
2016-09-27,13726944000
2016-09-28,13791939000
2016-09-29,13604382000
2016-09-30,14070672000
2016-10-03,13920984000
2016-10-04,14153832000
2016-10-05,14368200000
2016-10-06,14662032000
2016-10-07,14667576000
2016-10-10,14811720000
2016-10-11,14678664000
2016-10-12,14565935999
2016-10-13,14305368000
2016-10-14,14346024000
2016-10-17,14174160000
2016-10-18,14349720000
2016-10-19,14397768000
2016-10-20,14431032000
2016-10-21,14316456000
2016-10-24,14504952000
2016-10-25,14429184000
2016-10-26,14329392000
2016-10-27,14277648000
2016-10-28,13993056000
2016-10-31,14218512000
2016-11-01,14009688000
2016-11-02,13865544000
2016-11-03,13799016000
2016-11-04,13872935999
2016-11-07,14273952000
2016-11-08,14290584000
2016-11-09,14351568000
2016-11-10,14028168000
2016-11-11,13769448000
2016-11-14,13682592000
2016-11-15,14031864000
2016-11-16,14066976000
2016-11-17,14405160000
2016-11-18,14453207999
2016-11-21,14586264000
2016-11-22,14665728000
2016-11-23,14471688000
2016-11-25,14231448000
2016-11-28,14285040000
2016-11-29,14270256000
2016-11-30,14201879999
2016-12-01,13264944000
2016-12-02,13553232000
2016-12-05,13826735999
2016-12-06,14076216000
2016-12-07,14292432000
2016-12-08,14695296000
2016-12-09,14216664000
2016-12-12,14092848000
2016-12-13,14207424000
2016-12-14,13885872000
2016-12-15,14268407999
2016-12-16,14194488000
2016-12-19,14310912000
2016-12-20,14157528000
2016-12-21,14242535999
2016-12-22,14442120000
2016-12-23,14419944000
2016-12-27,14475384000
2016-12-28,14235144000
2016-12-29,14148288000
2016-12-30,13797168000
2017-01-03,13887720000
2017-01-04,13858152000
2017-01-05,13780535999
2017-01-06,13852607999
2017-01-09,13980120000
2017-01-10,14286888000
2017-01-11,14490168000
2017-01-12,14183400000
2017-01-13,14475384000
2017-01-17,14209272000
2017-01-18,14649096000
2017-01-19,14499407999
2017-01-20,16386216000
2017-01-23,16663416000
2017-01-24,17051496000
2017-01-25,16977576000
2017-01-26,16818648000
2017-01-27,17003448000
2017-01-30,17184552000
2017-01-31,16953552000
2017-02-01,16953552000
2017-02-02,16837128000
2017-02-03,16920288000
2017-02-06,16888872000
2017-02-07,16960944000
2017-02-08,16944312000
2017-02-09,17088456000
2017-02-10,17040407999
2017-02-13,17118024000
2017-02-14,16964640000
2017-02-15,17025624000
2017-02-16,17081064000
2017-02-17,17805480000
2017-02-21,17846136000
2017-02-22,17872008000
2017-02-23,17613288000
2017-02-24,17500560000
2017-02-27,17672424000
2017-02-28,17520888000
2017-03-01,17877552000
2017-03-02,17511648000
2017-03-03,17541216000
2017-03-06,17639160000
2017-03-07,17565240000
2017-03-08,17868312000
2017-03-09,17951472000
2017-03-10,18143664000
2017-03-13,18302592000
2017-03-14,18256392000
2017-03-15,18315528000
2017-03-16,18130728000
2017-03-17,18097464000
2017-03-20,18145512000
2017-03-21,17652096000
2017-03-22,17877552000
2017-03-23,17833200000
2017-03-24,17981040000
2017-03-27,17960712000
2017-03-28,18097464000
2017-03-29,17968104000
2017-03-30,18136272000
2017-03-31,18047916000
2017-04-03,18000024000
2017-04-04,18300270000
2017-04-05,18215538000
2017-04-06,18313164000
2017-04-07,18755244000
2017-04-10,18701826000
2017-04-11,18445788000
2017-04-12,17976078000
2017-04-13,17953974000
2017-04-17,18191592000
2017-04-18,18241326000
2017-04-19,18280008000
2017-04-20,18720246000
2017-04-21,18714720000
2017-04-24,19140222000
2017-04-25,19156800000
2017-04-26,18967074000
2017-04-27,19193640000
2017-04-28,18372108000
2017-05-01,18385002000
2017-05-02,18543414000
2017-05-03,18683406000
2017-05-04,18589464000
2017-05-05,18688932000
2017-05-08,18607884000
2017-05-09,18775506000
2017-05-10,18880500000
2017-05-11,18900762000
2017-05-12,18884184000
2017-05-15,19112592000
2017-05-16,19433100000
2017-05-17,18521310000
2017-05-18,19009440000
2017-05-19,19132854000
2017-05-22,19333632000
2017-05-23,19372314000
2017-05-24,19418364000
2017-05-25,19532568000
2017-05-26,19504938000
2017-05-30,19591512000
2017-05-31,19604406000
2017-06-01,19834656000
2017-06-02,19970964000
2017-06-05,19921230000
2017-06-06,19867812000
2017-06-07,20166216000
2017-06-08,20448042000
2017-06-09,19711242000
2017-06-12,19112592000
2017-06-13,19313370000
2017-06-14,18874974000
2017-06-15,18839976000
2017-06-16,18769980000
2017-06-19,19167852000
2017-06-20,18753402000
2017-06-21,19027860000
2017-06-22,19018650000
2017-06-23,19223112000
2017-06-26,18663144000
2017-06-27,18025812000
2017-06-28,18117912000
2017-06-29,17707146000
2017-06-30,17597230000
2017-07-03,17485356000
2017-07-05,17887002000
2017-07-06,17934686000
2017-07-07,18284980000
2017-07-10,18349170000
2017-07-11,18473882000
2017-07-12,18657282000
2017-07-13,18844350000
2017-07-14,19071766000
2017-07-17,18945220000
2017-07-18,19042422000
2017-07-19,19332194000
2017-07-20,19741176000
2017-07-21,19709998000
2017-07-24,19414724000
2017-07-25,19511926000
2017-07-26,19684322000
2017-07-27,19623800000
2017-07-28,19396384000
2017-07-31,19233158000
2017-08-01,19124952000
2017-08-02,19152462000
2017-08-03,18668286000
2017-08-04,18807670000
2017-08-07,19165300000
2017-08-08,19207482000
2017-08-09,19209316000
2017-08-10,18633440000
2017-08-11,18923212000
2017-08-14,19343198000
2017-08-15,19403720000
2017-08-16,19427562000
2017-08-17,18745314000
2017-08-18,18745314000
2017-08-21,18525234000
2017-08-22,18892034000
2017-08-23,18837014000
2017-08-24,18798500000
2017-08-25,18703132000
2017-08-28,18468380000
2017-08-29,18618768000
2017-08-30,19062596000
2017-08-31,19323024000
2017-09-01,19361538000
2017-09-05,19610962000
2017-09-06,19471578000
2017-09-07,19519262000
2017-09-08,19190976000
2017-09-11,19658646000
2017-09-12,19599958000
2017-09-13,19587120000
2017-09-14,19638472000
2017-09-15,20091470000
2017-09-18,19713666000
2017-09-19,19794362000
2017-09-20,18983734000
2017-09-21,18730642000
2017-09-22,18904872000
2017-09-25,18264806000
2017-09-26,18220790000
2017-09-27,18633440000
2017-09-28,18567416000
2017-09-29,18657890000
2017-10-02,18727468000
2017-10-03,18787891000
2017-10-04,18917892000
2017-10-05,19013104000
2017-10-06,19218176000
2017-10-09,19177894000
2017-10-10,19106485000
2017-10-11,19311557000
2017-10-12,19232824000
2017-10-13,19529446000
2017-10-16,19588038000
2017-10-17,19655785000
2017-10-18,19653954000
2017-10-19,18917892000
2017-10-20,19252965000
2017-10-23,19183387000
2017-10-24,19263951000
2017-10-25,19146767000
2017-10-26,19320712000
2017-10-27,19758321000
2017-10-30,20507200000
2017-10-31,20847766000
2017-11-01,20382692000
2017-11-02,20463256000
2017-11-03,20725089000
2017-11-06,21300023000
2017-11-07,20358889000
2017-11-08,20717765000
2017-11-09,20346072000
2017-11-10,20216071000
2017-11-13,20195930000
2017-11-14,20362551000
2017-11-15,19937759000
2017-11-16,20151986000
2017-11-17,20141000000
2017-11-20,20102549000
2017-11-21,20186775000
2017-11-22,19873674000
2017-11-24,20095225000
2017-11-27,19631982000
2017-11-28,19692405000
2017-11-29,19285923000
2017-11-30,19177894000
2017-12-01,18718313000
2017-12-04,17991406000
2017-12-05,17870560000
2017-12-06,17663657000
2017-12-07,17702108000
2017-12-08,17628868000
2017-12-11,17757038000
2017-12-12,17663657000
2017-12-13,17551966000
2017-12-14,17227879000
2017-12-15,17326753000
2017-12-18,17548304000
2017-12-19,17519008000
2017-12-20,17839433000
2017-12-21,17850419000
2017-12-22,17773517000
2017-12-26,17431120000
2017-12-27,17544642000
2017-12-28,17676474000
2017-12-29,17328375000
2018-01-02,17963475000
2018-01-03,18237225000
2018-01-04,18390525000
2018-01-05,18474475000
2018-01-08,18478125000
2018-01-09,18374100000
2018-01-10,17994500000
2018-01-11,18235400000
2018-01-12,18470825000
2018-01-16,18224450000
2018-01-17,18649675000
2018-01-18,18667925000
2018-01-19,18104000000
2018-01-22,18016400000
2018-01-23,18135025000
2018-01-24,17726225000
2018-01-25,17346625000
2018-01-26,17766375000
2018-01-29,17720750000
2018-01-30,17740825000
2018-01-31,17740825000
2018-02-01,18824875000
2018-02-02,18060200000
2018-02-05,17279100000
2018-02-06,19082200000
2018-02-07,18496375000
2018-02-08,18074800000
2018-02-09,18731800000
2018-02-12,18998250000
2018-02-13,18903350000
2018-02-14,19098625000
2018-02-15,19047525000
2018-02-16,19000075000
2018-02-20,19419825000
2018-02-21,19345000000
2018-02-22,19574950000
2018-02-23,19751975000
2018-02-26,20146175000
2018-02-27,20129750000
2018-02-28,19938125000
2018-03-01,19452675000
2018-03-02,19918050000
2018-03-05,20345100000
2018-03-06,20412625000
2018-03-07,20356050000
2018-03-08,20337800000
2018-03-09,20724700000
2018-03-12,21016700000
2018-03-13,20440000000
2018-03-14,20429050000
2018-03-15,20310425000
2018-03-16,20189975000
2018-03-19,19952725000
2018-03-20,19905275000
2018-03-21,19795775000
2018-03-22,19206300000
2018-03-23,18507325000
2018-03-26,19149725000
2018-03-27,18527400000
2018-03-28,18043775000
2018-03-29,18297450000
2018-04-02,17491236000
2018-04-03,17690556000
2018-04-04,18052956000
2018-04-05,17902560000
2018-04-06,17315472000
2018-04-09,17398824000
2018-04-10,17759412000
2018-04-11,17824644000
2018-04-12,18103692000
2018-04-13,17842764000
2018-04-16,17708676000
2018-04-17,18020340000
2018-04-18,17931552000
2018-04-19,17011056000
2018-04-20,16521816000
2018-04-23,16061568000
2018-04-24,15903924000
2018-04-25,15911172000
2018-04-26,16018080000
2018-04-27,15778896000
2018-04-30,15720912000
2018-05-01,16471080000
2018-05-02,16554432000
2018-05-03,16715700000
2018-05-04,17431440000
2018-05-07,17275608000
2018-05-08,17507544000
2018-05-09,17313660000
2018-05-10,17589084000
2018-05-11,17578212000
2018-05-14,17942424000
2018-05-15,17737668000
2018-05-16,17909808000
2018-05-17,18067452000
2018-05-18,17846388000
2018-05-21,17911620000
2018-05-22,18127248000
2018-05-23,18130872000
2018-05-24,18043896000
2018-05-25,18187044000
2018-05-29,18018528000
2018-05-30,18080136000
2018-05-31,17868132000
2018-06-01,18295764000
2018-06-04,18183420000
2018-06-05,18031212000
2018-06-06,18176172000
2018-06-07,18571188000
2018-06-08,18085572000
2018-06-11,18058392000
2018-06-12,18279456000
2018-06-13,18199728000
2018-06-14,18476964000
2018-06-15,18609240000
2018-06-18,18319320000
2018-06-19,18018528000
2018-06-20,18125436000
2018-06-21,17913432000
2018-06-22,17857260000
2018-06-25,17645256000
2018-06-26,17721360000
2018-06-27,17397012000
2018-06-28,17496672000
2018-06-29,17261690000
2018-07-02,17334916000
2018-07-03,17049155999
2018-07-05,17799276000
2018-07-06,17883218000
2018-07-09,17936798000
2018-07-10,18152904000
2018-07-11,17601030000
2018-07-12,17827852000
2018-07-13,17788560000
2018-07-16,17817136000
2018-07-17,18161834000
2018-07-18,18222558000
2018-07-19,18302928000
2018-07-20,17322414000
2018-07-23,17224184000
2018-07-24,16872342000
2018-07-25,16934851999
2018-07-26,17050942000
2018-07-27,17002720000
2018-07-30,16865198000
2018-07-31,16891988000
2018-08-01,16902704000
2018-08-02,17077732000
2018-08-03,17075946000
2018-08-06,16983074000
2018-08-07,17158101999
2018-08-08,17042012000
2018-08-09,16847338000
2018-08-10,16625874000
2018-08-13,16754466000
2018-08-14,16559792000
2018-08-15,16361546000
2018-08-16,16325826000
2018-08-17,16404409999
2018-08-20,16249028000
2018-08-21,16554434000
2018-08-22,16561578000
2018-08-23,16486566000
2018-08-24,16608014000
2018-08-27,16720532000
2018-08-28,16713388000
2018-08-29,16613372000
2018-08-30,16340114000
2018-08-31,16306180000
2018-09-04,16074000000
2018-09-05,16029350000
2018-09-06,15834676000
2018-09-07,15623928000
2018-09-10,15566776000
2018-09-11,15329238000
2018-09-12,15068482000
2018-09-13,15575705999
2018-09-14,15668578000
2018-09-17,15398892000
2018-09-18,15504266000
2018-09-19,15870396000
2018-09-20,16361546000
2018-09-21,16461562000
2018-09-24,16641948000
2018-09-25,16382978000
