,PSA
2013-11-26,26220385200
2013-11-27,26484907920
2013-11-29,26228973599
2013-12-02,26246150400
2013-12-03,25837342559
2013-12-04,26096712240
2013-12-05,25962733200
2013-12-06,26452272000
2013-12-09,26658393599
2013-12-10,26572509599
2013-12-11,25859672400
2013-12-12,25715387280
2013-12-13,25686186720
2013-12-16,25938685680
2013-12-17,25682751360
2013-12-18,26134501200
2013-12-19,25964450880
2013-12-20,26077817760
2013-12-23,26031440400
2013-12-24,26040028800
2013-12-26,25962733200
2013-12-27,25957580160
2013-12-30,26034875760
2013-12-31,25875893200
2014-01-02,25605994499
2014-01-03,25805410100
2014-01-06,25791657300
2014-01-07,25762432600
2014-01-08,25808848300
2014-01-09,26310825500
2014-01-10,26518836600
2014-01-13,26467263600
2014-01-14,26771544300
2014-01-15,26652926400
2014-01-16,26819679100
2014-01-17,26640892700
2014-01-21,26651207300
2014-01-22,26701061200
2014-01-23,26553218600
2014-01-24,26202522199
2014-01-27,26238623300
2014-01-28,26599634300
2014-01-29,26561814100
2014-01-30,26957207100
2014-01-31,27091296900
2014-02-03,26793892600
2014-02-04,27259768700
2014-02-05,27144589000
2014-02-06,27232263100
2014-02-07,27548577500
2014-02-10,27858015500
2014-02-11,28086655800
2014-02-12,28109004100
2014-02-13,28282633200
2014-02-14,28494082500
2014-02-18,28693498100
2014-02-19,28614419499
2014-02-20,28659116100
2014-02-21,28612700400
2014-02-24,28657396999
2014-02-25,28822430600
2014-02-26,28727880100
2014-02-27,28629891400
2014-02-28,29052790000
2014-03-03,28999497900
2014-03-04,29377699899
2014-03-05,29425834699
2014-03-06,29109520300
2014-03-07,28803520500
2014-03-10,28714127300
2014-03-11,28848217100
2014-03-12,28674588000
2014-03-13,28734756500
2014-03-14,28910104699
2014-03-17,28898071000
2014-03-18,28942767600
2014-03-19,28690059899
2014-03-20,28810396900
2014-03-21,29114677600
2014-03-24,28863689000
2014-03-25,29032160800
2014-03-26,28851655300
2014-03-27,28810396900
2014-03-28,28886037300
2014-03-31,29027794180
2014-04-01,29200076180
2014-04-02,29279325899
2014-04-03,29170788240
2014-04-04,29210413100
2014-04-07,29250037960
2014-04-08,29523966340
2014-04-09,29310336660
2014-04-10,29170788240
2014-04-11,29026071360
2014-04-14,29198353360
2014-04-15,29442993800
2014-04-16,29644563740
2014-04-17,29680742960
2014-04-21,29832351120
2014-04-22,29858193420
2014-04-23,29858193420
2014-04-24,29978790820
2014-04-25,29904709560
2014-04-28,30252719200
2014-04-29,30313017899
2014-04-30,30237213820
2014-05-01,30354365580
2014-05-02,29380972280
2014-05-05,29620444260
2014-05-06,29436102520
2014-05-07,29839242399
2014-05-08,29546363000
2014-05-09,29570482479
2014-05-12,29610107340
2014-05-13,29362021260
2014-05-14,29572205300
2014-05-15,29382695100
2014-05-16,29696248340
2014-05-19,29620444260
2014-05-20,29427488420
2014-05-21,29343070240
2014-05-22,29239701040
2014-05-23,29523966340
2014-05-27,29699693979
2014-05-28,29363744080
2014-05-29,29286217180
2014-05-30,29697971160
2014-06-02,29654900660
2014-06-03,29461944820
2014-06-04,29648009380
2014-06-05,30080437200
2014-06-06,29775498060
2014-06-09,29517075060
2014-06-10,29563591200
2014-06-11,29275880260
2014-06-12,29189739260
2014-06-13,29206967460
2014-06-16,29113935180
2014-06-17,29250037960
2014-06-18,29436102520
2014-06-19,29522243520
2014-06-20,29653177840
2014-06-23,29508460960
2014-06-24,29451607899
2014-06-25,29236255399
2014-06-26,29175956700
2014-06-27,29661791939
2014-06-30,29536970300
2014-07-01,29662806240
2014-07-02,29585236140
2014-07-03,29454228860
2014-07-07,29419753259
2014-07-08,29393896560
2014-07-09,29399067900
2014-07-10,29521456280
2014-07-11,29530075180
2014-07-14,29673148919
2014-07-15,29680044040
2014-07-16,29731757440
2014-07-17,29645568440
2014-07-18,29857593380
2014-07-21,29804156200
2014-07-22,29845526919
2014-07-23,29993772000
2014-07-24,30192006700
2014-07-25,29936887259
2014-07-28,30250615220
2014-07-29,30083408560
2014-07-30,30210968280
2014-07-31,29581788580
2014-08-01,29769680599
2014-08-04,29776575720
2014-08-05,29497323360
2014-08-06,29786918400
2014-08-07,29699005620
2014-08-08,29876554960
2014-08-11,29942058599
2014-08-12,29966191520
2014-08-13,30290262160
2014-08-14,30245443880
2014-08-15,30167873780
2014-08-18,30290262160
2014-08-19,30419545660
2014-08-20,30552276720
2014-08-21,30455745040
2014-08-22,30155807320
2014-08-25,29992048220
2014-08-26,29916201900
2014-08-27,29971362860
2014-08-28,29967915300
2014-08-29,30197178040
2014-09-02,30217863400
2014-09-03,30238548759
2014-09-04,30038590280
2014-09-05,30448849919
2014-09-08,30336804220
2014-09-09,30205796940
2014-09-10,29752442800
2014-09-11,29507666040
2014-09-12,28628538240
2014-09-15,28661290060
2014-09-16,28816430259
2014-09-17,28716451020
2014-09-18,28463055360
2014-09-19,28435474880
2014-09-22,28192421900
2014-09-23,28106232900
2014-09-24,28118299360
2014-09-25,28183803000
2014-09-26,28440646220
2014-09-29,28600957759
2014-09-30,28596454560
2014-10-01,28582659840
2014-10-02,28605076259
2014-10-03,28899938400
2014-10-06,28772337240
2014-10-07,28546448700
2014-10-08,29205146580
2014-10-09,29225838660
2014-10-10,29056853340
2014-10-13,29022366540
2014-10-14,29451727200
2014-10-15,29293087920
2014-10-16,29296536600
2014-10-17,29575879680
2014-10-20,29856947100
2014-10-21,30225955860
2014-10-22,30384595140
2014-10-23,30472536480
2014-10-24,30343210980
2014-10-27,30874307700
2014-10-28,30993287160
2014-10-29,30879480720
2014-10-30,31000184520
2014-10-31,31786483560
2014-11-03,32171011380
2014-11-04,32184806100
2014-11-05,32253779700
2014-11-06,32171011380
2014-11-07,32122729860
2014-11-10,32438284080
2014-11-11,32305509900
2014-11-12,32065826640
2014-11-13,32252055360
2014-11-14,32007199080
2014-11-17,32107210799
2014-11-18,32152043640
2014-11-19,31714061279
2014-11-20,31724407320
2014-11-21,31983058320
2014-11-24,31931328120
2014-11-25,31969263600
2014-11-26,32181357420
2014-11-28,32353791420
2014-12-01,32117556840
2014-12-02,32069275320
2014-12-03,32095140420
2014-12-04,31986507000
2014-12-05,31824419040
2014-12-08,31991680020
2014-12-09,32057204940
2014-12-10,32014096440
2014-12-11,31808899980
2014-12-12,31407128759
2014-12-15,31050190380
2014-12-16,30839820900
2014-12-17,31533005580
2014-12-18,31958917560
2014-12-19,31891668299
2014-12-22,32503809000
2014-12-23,32522776740
2014-12-24,32319304620
2014-12-26,32410694640
2014-12-29,32650377900
2014-12-30,32524501080
2014-12-31,31890322000
2015-01-02,32300919600
2015-01-05,32452737200
2015-01-06,33006526400
2015-01-07,33682804800
2015-01-08,34141708000
2015-01-09,34245220000
2015-01-12,34184838000
2015-01-13,34317678399
2015-01-14,34300426400
2015-01-15,34407388800
2015-01-16,34892170000
2015-01-20,34949101600
2015-01-21,34678245200
2015-01-22,35404554400
2015-01-23,34978430000
2015-01-26,35261362800
2015-01-27,35309668400
2015-01-28,34980155200
2015-01-29,35226858800
2015-01-30,34648916800
2015-02-02,34805910000
2015-02-03,35026735600
2015-02-04,34962903200
2015-02-05,35670235200
2015-02-06,35275164400
2015-02-09,34952552000
2015-02-10,35138873600
2015-02-11,34992231600
2015-02-12,35157850800
2015-02-13,34954277200
2015-02-17,35043987600
2015-02-18,35049163200
2015-02-19,34295250800
2015-02-20,34535053600
2015-02-23,34678245200
2015-02-24,34245220000
2015-02-25,34207265600
2015-02-26,33945035200
2015-02-27,34024394400
2015-03-02,34081326000
2015-03-03,33972638399
2015-03-04,33672453600
2015-03-05,33744912000
2015-03-06,32459638000
2015-03-09,32426859200
2015-03-10,32200858000
2015-03-11,32064567200
2015-03-12,32473439600
2015-03-13,32576951600
2015-03-16,32911640400
2015-03-17,32811578800
2015-03-18,33422299600
2015-03-19,33510284800
2015-03-20,34352182400
2015-03-23,34773131200
2015-03-24,34397037600
2015-03-25,33957111600
2015-03-26,33913981600
2015-03-27,34069249600
2015-03-30,34364258800
2015-03-31,34032081059
2015-04-01,33826652549
2015-04-02,34061427990
2015-04-06,34417043730
2015-04-07,34016544450
2015-04-08,34007913000
2015-04-09,33512467770
2015-04-10,33436511010
2015-04-13,33049822049
2015-04-14,33156852030
2015-04-15,32963507549
2015-04-16,33077442690
2015-04-17,32811594030
2015-04-20,33073990110
2015-04-21,33082621559
2015-04-22,33284597490
2015-04-23,33324302160
2015-04-24,33420974400
2015-04-27,33348470220
2015-04-28,33232808790
2015-04-29,32552650530
2015-04-30,32438715390
2015-05-01,32821951770
2015-05-04,32998033350
2015-05-05,32376568950
2015-05-06,32343769440
2015-05-07,33111968490
2015-05-08,33926777370
2015-05-11,33517646640
2015-05-12,33868083510
2015-05-13,33357101670
2015-05-14,34073512020
2015-05-15,34537884030
2015-05-18,34436032920
2015-05-19,34033807350
2015-05-20,33861178350
2015-05-21,33636760650
2015-05-22,33678191610
2015-05-26,33462405360
2015-05-27,33866357220
2015-05-28,33752422080
2015-05-29,33410616660
2015-06-01,33890525280
2015-06-02,33690275640
2015-06-03,33320849580
2015-06-04,33091253010
2015-06-05,32488777799
2015-06-08,32271265260
2015-06-09,32098636260
2015-06-10,32321327670
2015-06-11,32259181230
2015-06-12,32233286880
2015-06-15,32039942400
2015-06-16,32392105559
2015-06-17,32604439230
2015-06-18,33224177340
2015-06-19,32975591580
2015-06-22,32512945860
2015-06-23,32226381720
2015-06-24,31929459840
2015-06-25,31698136980
2015-06-26,32014048049
2015-06-29,31587654420
2015-06-30,31853789270
2015-07-01,32320270970
2015-07-02,32349642040
2015-07-06,32546600980
2015-07-07,33289516280
2015-07-08,33393178880
2015-07-09,33470925830
2015-07-10,33885576230
2015-07-13,33984055699
2015-07-14,34153371280
2015-07-15,34338236250
2015-07-16,34587026490
2015-07-17,34277766400
2015-07-20,34578387940
2015-07-21,34697599930
2015-07-22,34811628790
2015-07-23,34744248100
2015-07-24,34887648030
2015-07-27,35058691320
2015-07-28,35143349110
2015-07-29,35060419030
2015-07-30,35075968420
2015-07-31,35449153780
2015-08-03,35507895920
2015-08-04,35483707980
2015-08-05,35526900730
2015-08-06,35848254790
2015-08-07,36076312510
2015-08-10,35841343950
2015-08-11,36126416100
2015-08-12,36373478630
2015-08-13,36722476050
2015-08-14,36926345830
2015-08-17,37206234850
2015-08-18,37465391350
2015-08-19,37467119060
2015-08-20,37199324010
2015-08-21,36715565210
2015-08-24,34936023910
2015-08-25,34028976160
2015-08-26,35107067200
2015-08-27,35938095710
2015-08-28,35618469360
2015-08-31,34773619170
2015-09-01,34381429000
2015-09-02,34960211850
2015-09-03,35115705750
2015-09-04,34476453050
2015-09-08,35224551480
2015-09-09,34595665040
2015-09-10,34590481910
2015-09-11,34932568490
2015-09-14,34844455280
2015-09-15,35231462320
2015-09-16,35499257370
2015-09-17,35834433110
2015-09-18,35758413870
2015-09-21,36198979920
2015-09-22,35805062040
2015-09-23,36005476400
2015-09-24,35532083860
2015-09-25,36154059460
2015-09-28,35792968070
2015-09-29,36154059460
2015-09-30,36585959510
2015-10-01,36987034150
2015-10-02,37377736170
2015-10-05,38051956470
2015-10-06,37540240550
2015-10-07,37529867930
2015-10-08,37818572520
2015-10-09,37545426860
2015-10-12,37906739790
2015-10-13,37524681620
2015-10-14,37522952850
2015-10-15,37958602890
2015-10-16,38259408870
2015-10-19,39056371840
2015-10-20,39267281780
2015-10-21,39317416110
2015-10-22,39766896310
2015-10-23,39744422300
2015-10-26,39867164970
2015-10-27,40269968380
2015-10-28,40038313200
2015-10-29,39571545300
2015-10-30,39668356420
2015-11-02,40671043020
2015-11-03,40394439820
2015-11-04,40046957050
2015-11-05,40124751700
2015-11-06,39269010550
2015-11-09,39262095470
2015-11-10,39652797490
2015-11-11,39561172680
2015-11-12,39490293110
2015-11-13,39115150020
2015-11-16,39645882410
2015-11-17,40005466570
2015-11-18,40233664210
2015-11-19,40506809870
2015-11-20,40916528360
2015-11-23,40978764080
2015-11-24,41115336910
2015-11-25,41376381180
2015-11-27,41628781600
2015-11-30,41500852620
2015-12-01,42028127470
2015-12-02,41516411550
2015-12-03,40942459910
2015-12-04,41818946300
2015-12-07,42035042550
2015-12-08,42562317400
2015-12-09,41967620520
2015-12-10,41646069300
2015-12-11,41831047690
2015-12-14,43061931930
2015-12-15,42667772370
2015-12-16,43191589680
2015-12-17,42797430120
2015-12-18,43001424980
2015-12-21,43329891280
2015-12-22,42958205730
2015-12-23,42982408510
2015-12-24,42916715250
2015-12-28,43421516090
2015-12-29,43601308170
2015-12-30,43298773420
2015-12-31,42846402900
2016-01-04,42270389490
2016-01-05,43463930790
2016-01-06,43533121590
2016-01-07,43079921850
2016-01-08,42765103710
2016-01-11,43187167590
2016-01-12,43273656090
2016-01-13,43131814950
2016-01-14,43197546210
2016-01-15,42993433350
2016-01-19,43320359880
2016-01-20,41564643330
2016-01-21,41697835620
2016-01-22,42851592210
2016-01-25,42813537270
2016-01-26,43844480190
2016-01-27,42929431860
2016-01-28,43081651620
2016-01-29,43860048120
2016-02-01,43949996160
2016-02-02,44147189940
2016-02-03,43782208470
2016-02-04,42590396940
2016-02-05,41018036010
2016-02-08,39608273460
2016-02-09,40289802840
2016-02-10,40800084990
2016-02-11,40620188910
2016-02-12,40409156970
2016-02-16,41199661860
2016-02-17,42571369470
2016-02-18,42676885440
2016-02-19,43585014690
2016-02-22,43873886280
2016-02-23,43887724440
2016-02-24,43230411840
2016-02-25,44126432700
2016-02-26,43943077080
2016-02-29,43156031730
2016-03-01,44091837300
2016-03-02,44311518090
2016-03-03,43799506170
2016-03-04,43235601150
2016-03-07,43342846890
2016-03-08,43057434840
2016-03-09,43225222530
2016-03-10,43244250000
2016-03-11,44423953140
2016-03-14,44923856670
2016-03-15,45581169270
2016-03-16,46363025309
2016-03-17,46660545750
2016-03-18,46608652650
2016-03-21,45710902020
2016-03-22,45648630299
2016-03-23,45873500400
2016-03-24,46129506360
2016-03-28,46679573220
2016-03-29,47483916270
2016-03-30,47259046170
2016-03-31,47742587210
2016-04-01,47688930240
2016-04-04,47818745490
2016-04-05,47399874950
2016-04-06,47379104510
2016-04-07,47396413210
2016-04-08,47434492350
2016-04-11,47122935750
2016-04-12,47799705920
2016-04-13,47064086170
2016-04-14,46240192049
2016-04-15,46376930780
2016-04-18,47183516200
2016-04-19,45604962760
2016-04-20,45485532730
2016-04-21,44152762830
2016-04-22,44472973780
2016-04-25,44741258630
2016-04-26,44450472470
2016-04-27,42961924270
2016-04-28,43100393870
2016-04-29,42373428470
2016-05-02,43716583590
2016-05-03,43834282750
2016-05-04,44566440760
2016-05-05,45013005220
2016-05-06,45575537970
2016-05-09,45829975859
2016-05-10,45857669780
2016-05-11,44877997359
2016-05-12,45814398030
2016-05-13,45329754430
2016-05-16,45862862390
2016-05-17,44697986880
2016-05-18,43932942340
2016-05-19,43237132600
2016-05-20,43683697060
2016-05-23,43595422690
2016-05-24,44031601930
2016-05-25,43849860580
2016-05-26,43988330180
2016-05-27,44176995010
2016-05-31,43913902770
2016-06-01,44447010730
2016-06-02,44652984260
2016-06-03,45047622620
2016-06-06,44554324670
2016-06-07,44256615030
2016-06-08,43617924000
2016-06-09,42480742410
2016-06-10,41850705730
2016-06-13,41601460450
2016-06-14,41215476440
2016-06-15,42134568410
2016-06-16,42290346710
2016-06-17,41772816580
2016-06-20,41705312650
2016-06-21,41734737440
2016-06-22,41563381310
2016-06-23,41713967000
2016-06-24,41769354840
2016-06-27,43308098270
2016-06-28,43815243180
2016-06-29,43965828870
2016-06-30,44244673720
2016-07-01,43941734720
2016-07-05,44963071920
2016-07-06,44684368040
2016-07-07,43931348240
2016-07-08,44547612719
2016-07-11,44412588480
2016-07-12,44281026400
2016-07-13,44393546600
2016-07-14,43981549560
2016-07-15,43557434960
2016-07-18,43493385000
2016-07-19,43647451120
2016-07-20,43609367360
2016-07-21,43562628200
2016-07-22,43924423920
2016-07-25,43616291680
2016-07-26,43351436440
2016-07-27,42961943440
2016-07-28,41307030960
2016-07-29,41358963360
2016-08-01,41367618760
2016-08-02,40567859800
2016-08-03,40412062600
2016-08-04,39910049400
2016-08-05,40292618080
2016-08-08,39901394000
2016-08-09,40133358720
2016-08-10,40207795160
2016-08-11,39958519640
2016-08-12,39844268360
2016-08-15,39657311720
2016-08-16,39388994320
2016-08-17,39451313200
2016-08-18,39250507920
2016-08-19,38781385240
2016-08-22,39257432240
2016-08-23,39210693080
2016-08-24,38764074440
2016-08-25,39077399920
2016-08-26,38776192000
2016-08-29,39077399920
2016-08-30,38736377160
2016-08-31,38765805520
2016-09-01,39141449880
2016-09-02,39259163320
2016-09-06,38840241960
2016-09-07,39110290440
2016-09-08,38603084000
2016-09-09,37837946640
2016-09-12,37910652000
2016-09-13,37174943000
2016-09-14,37235530800
2016-09-15,37183598400
2016-09-16,37211295680
2016-09-19,37403445560
2016-09-20,37536738720
2016-09-21,37656183240
2016-09-22,38395354400
2016-09-23,38450748960
2016-09-26,38767536600
2016-09-27,38592697520
2016-09-28,39092979640
2016-09-29,38947568920
2016-09-30,38645616600
2016-10-03,37506026400
2016-10-04,36830585400
2016-10-05,36177659100
2016-10-06,36584655600
2016-10-07,36724939500
2016-10-10,36645272100
2016-10-11,36321406800
2016-10-12,36849636300
2016-10-13,37102493700
2016-10-14,37097298000
2016-10-17,37254900900
2016-10-18,37379597700
2016-10-19,37268756100
2016-10-20,37083442800
2016-10-21,36551749500
2016-10-24,36629685000
2016-10-25,36776896500
2016-10-26,36937963200
2016-10-27,35027677500
2016-10-28,35980222500
2016-10-31,37014166800
2016-11-01,35628646800
2016-11-02,35548979400
2016-11-03,35289194400
2016-11-04,35580153600
2016-11-07,36669518700
2016-11-08,37474852200
2016-11-09,37661897400
2016-11-10,37190820600
2016-11-11,37093834200
2016-11-14,37486975500
2016-11-15,36737062800
2016-11-16,36059889900
2016-11-17,35436405900
2016-11-18,35325564300
2016-11-21,34972256700
2016-11-22,35521269000
2016-11-23,35462384400
2016-11-25,35630378700
2016-11-28,36281573100
2016-11-29,36302355900
2016-11-30,36248667000
2016-12-01,35999273400
2016-12-02,36279841200
2016-12-05,36794215500
2016-12-06,37185624900
2016-12-07,38276721900
2016-12-08,38285381400
2016-12-09,37951124700
2016-12-12,37698267300
2016-12-13,37821232200
2016-12-14,37270488000
2016-12-15,37459265100
2016-12-16,37881848700
2016-12-19,38165880300
2016-12-20,37727709600
2016-12-21,37258364700
2016-12-22,37627259400
2016-12-23,37880116800
2016-12-27,38126046600
2016-12-28,37803913200
2016-12-29,38171076000
2016-12-30,38707965000
2017-01-03,38750321280
2017-01-04,39034638240
2017-01-05,39450711840
2017-01-06,39587669400
2017-01-09,39317221560
2017-01-10,39058909200
2017-01-11,38098472640
2017-01-12,37671997200
2017-01-13,37120699680
2017-01-17,37739609160
2017-01-18,37377278400
2017-01-19,37330470120
2017-01-20,37788151080
2017-01-23,38183421000
2017-01-24,38554419960
2017-01-25,37951113240
2017-01-26,37836693000
2017-01-27,37545441480
2017-01-30,37271526360
2017-01-31,37273260000
2017-02-01,36976807560
2017-02-02,37276727280
2017-02-03,37538506920
2017-02-06,37392881160
2017-02-07,37529838720
2017-02-08,38088070800
2017-02-09,37874833080
2017-02-10,38103673560
2017-02-13,38150481840
2017-02-14,37602651600
2017-02-15,37633857120
2017-02-16,38251032960
2017-02-17,39138656640
2017-02-21,39480183720
2017-02-22,39221871360
2017-02-23,39365763480
2017-02-24,39598071240
2017-02-27,39533926560
2017-02-28,39433375440
2017-03-01,39757566120
2017-03-02,39348427080
2017-03-03,39286016040
2017-03-06,39513122880
2017-03-07,39528725640
2017-03-08,38802330480
2017-03-09,38545751760
2017-03-10,38152215480
2017-03-13,37665062640
2017-03-14,38027393400
2017-03-15,38682709320
2017-03-16,38233696560
2017-03-17,38571756360
2017-03-20,38771124960
2017-03-21,38882077920
2017-03-22,39140390280
2017-03-23,39166394880
2017-03-24,38644569240
2017-03-27,38297841240
2017-03-28,38514546240
2017-03-29,38131411800
2017-03-30,38036061600
2017-03-31,38003213820
2017-04-03,38072654620
2017-04-04,38246256620
2017-04-05,38589988580
2017-04-06,38650749280
2017-04-07,38817407200
2017-04-10,39206275680
2017-04-11,39298284740
2017-04-12,38938928600
2017-04-13,39228843940
2017-04-17,40135046380
2017-04-18,40133310360
2017-04-19,39926723980
2017-04-20,39824298800
2017-04-21,39645488740
2017-04-24,39315644940
2017-04-25,39154195080
2017-04-26,38874695860
2017-04-27,36977226000
2017-04-28,36348786760
2017-05-01,35975542460
2017-05-02,35982486540
2017-05-03,35680419060
2017-05-04,36044983260
2017-05-05,36152616500
2017-05-08,36187336900
2017-05-09,36121368140
2017-05-10,36268929840
2017-05-11,36190808940
2017-05-12,36220321280
2017-05-15,36409547460
2017-05-16,36133520280
2017-05-17,36968545900
2017-05-18,37518864240
2017-05-19,37234156960
2017-05-22,37428591200
2017-05-23,37706354400
2017-05-24,37770587140
2017-05-25,37687258180
2017-05-26,37565736780
2017-05-30,37211588700
2017-05-31,37385190700
2017-06-01,36850496540
2017-06-02,37136939840
2017-06-05,36690782700
2017-06-06,36091855800
2017-06-07,36433851740
2017-06-08,36614397820
2017-06-09,36032831120
2017-06-12,35942558080
2017-06-13,36178656800
2017-06-14,36435587760
2017-06-15,36921673360
2017-06-16,37091803320
2017-06-19,36765431560
2017-06-20,36760223500
2017-06-21,36855704600
2017-06-22,36661270360
2017-06-23,36996322220
2017-06-26,36888688980
2017-06-27,36503292540
2017-06-28,36359202880
2017-06-29,36034567140
2017-06-30,36224788950
2017-07-03,36954391950
2017-07-05,36143142900
2017-07-06,35674112400
2017-07-07,35964216450
2017-07-10,35328419550
2017-07-11,35309310900
2017-07-12,35856513150
2017-07-13,35580306300
2017-07-14,36077131200
2017-07-17,36061496850
2017-07-18,35995485150
2017-07-19,36092765550
2017-07-20,36051073950
2017-07-21,36296012100
2017-07-24,36306435000
2017-07-25,36084079800
2017-07-26,36490572900
2017-07-27,34444210200
2017-07-28,35236350600
2017-07-31,35710592550
2017-08-01,35234613450
2017-08-02,35128647300
2017-08-03,34802063100
2017-08-04,35001835350
2017-08-07,34930612200
2017-08-08,34861126200
2017-08-09,34895869200
2017-08-10,34855914750
2017-08-11,34505010450
2017-08-14,34836806100
2017-08-15,35017469700
2017-08-16,34571022150
2017-08-17,34348666950
2017-08-18,34098517350
2017-08-21,34807274550
2017-08-22,35019206850
2017-08-23,35684535300
2017-08-24,35554249050
2017-08-25,35415277050
2017-08-28,35489974500
2017-08-29,35710592550
2017-08-30,35774867100
2017-08-31,35670638100
2017-09-01,35764444200
2017-09-05,35899941900
2017-09-06,36113611350
2017-09-07,37223650200
2017-09-08,37923721650
2017-09-11,37070781000
2017-09-12,36059759700
2017-09-13,36261269100
2017-09-14,36924860400
2017-09-15,37201067250
2017-09-18,37496382750
2017-09-19,37473799800
2017-09-20,37194118650
2017-09-21,37326142050
2017-09-22,37124632650
2017-09-25,37211490150
2017-09-26,37197592950
2017-09-27,36824105700
2017-09-28,36957866250
2017-09-29,37173272850
2017-10-02,37235649880
2017-10-03,36999321320
2017-10-04,37164403770
2017-10-05,37131387280
2017-10-06,37086206820
2017-10-09,37157452930
2017-10-10,37016698420
2017-10-11,37305158280
2017-10-12,37675290510
2017-10-13,37979389760
2017-10-16,37805618760
2017-10-17,37513683480
2017-10-18,37303420570
2017-10-19,37397256910
2017-10-20,37376404390
2017-10-23,37322535380
2017-10-24,36511024810
2017-10-25,36491910000
2017-10-26,35485775910
2017-10-27,35953219900
2017-10-30,36274696250
2017-10-31,36014039750
2017-11-01,35887186920
2017-11-02,36201712430
2017-11-03,36312925870
2017-11-06,36373745720
2017-11-07,36750828790
2017-11-08,37046239490
2017-11-09,36729976270
2017-11-10,36756041920
2017-11-13,37056665750
2017-11-14,36999321320
2017-11-15,36500598550
2017-11-16,37129649570
2017-11-17,36813386350
2017-11-20,36684795810
2017-11-21,36721287720
2017-11-22,36716074590
2017-11-24,36976731090
2017-11-27,37348601030
2017-11-28,36392860530
2017-11-29,36537090460
2017-11-30,37034075520
2017-12-01,36851615970
2017-12-04,36486696870
2017-12-05,36674369550
2017-12-06,36804697800
2017-12-07,36203450140
2017-12-08,36637877640
2017-12-11,36783845280
2017-12-12,36790796120
2017-12-13,36936763760
2017-12-14,36669156420
2017-12-15,36762992760
2017-12-18,36855091390
2017-12-19,36180859910
2017-12-20,35649120650
2017-12-21,35400628120
2017-12-22,35791612870
2017-12-26,36149581130
2017-12-27,36366794880
2017-12-28,36359844040
2017-12-29,36318139000
2018-01-02,35877397440
2018-01-03,35955648840
2018-01-04,35319204120
2018-01-05,35112272640
2018-01-08,35392238760
2018-01-09,34978375800
2018-01-10,34101960120
2018-01-11,34103699040
2018-01-12,33656796600
2018-01-16,33691575000
2018-01-17,34028925480
2018-01-18,33604629000
2018-01-19,33658535520
2018-01-22,33696791760
2018-01-23,34446266280
2018-01-24,33895028639
2018-01-25,33486382440
2018-01-26,33535072200
2018-01-29,33481165680
2018-01-30,33665491200
2018-01-31,34041097920
2018-02-01,33209894160
2018-02-02,33093386520
2018-02-05,32166542160
2018-02-06,32239576800
2018-02-07,32230882200
2018-02-08,31385767080
2018-02-09,32545626720
2018-02-12,32660395440
2018-02-13,32900366399
2018-02-14,32479547760
2018-02-15,33122948160
2018-02-16,32822115000
2018-02-20,32397818520
2018-02-21,33169899000
2018-02-22,33585500879
2018-02-23,34027186560
2018-02-26,34061964960
2018-02-27,33547244639
2018-02-28,33811560480
2018-03-01,34101960120
2018-03-02,33908940000
2018-03-05,34317586200
2018-03-06,34458438720
2018-03-07,34432354920
2018-03-08,34745360520
2018-03-09,34771444320
2018-03-12,34675803720
2018-03-13,34326280800
2018-03-14,33841122120
2018-03-15,33938501639
2018-03-16,34432354920
2018-03-19,34208034240
2018-03-20,34435832760
2018-03-21,34521039840
2018-03-22,34028925480
2018-03-23,33569850600
2018-03-26,34188906120
2018-03-27,34448005200
2018-03-28,35147051040
2018-03-29,34846217880
2018-04-02,34683780120
2018-04-03,34894237840
2018-04-04,35489085280
2018-04-05,35022947520
2018-04-06,34661168960
2018-04-09,34755092240
2018-04-10,34864669400
2018-04-11,34556809760
2018-04-12,34144590920
2018-04-13,34313304960
2018-04-16,34280257880
2018-04-17,34537677240
2018-04-18,34424621440
2018-04-19,33706282280
2018-04-20,33525393000
2018-04-23,33549743479
2018-04-24,33701064320
2018-04-25,33692367720
2018-04-26,34755092240
2018-04-27,35212533400
2018-04-30,35095998960
2018-05-01,35569094000
2018-05-02,35602141080
2018-05-03,35814338120
2018-05-04,36071757480
2018-05-07,36522241360
2018-05-08,36530937960
2018-05-09,36793575280
2018-05-10,36847494200
2018-05-11,36804011200
2018-05-14,36428318080
2018-05-15,35814338120
2018-05-16,35760419200
2018-05-17,35454298880
2018-05-18,35410815880
2018-05-21,35638666800
2018-05-22,35501260520
2018-05-23,35946526440
2018-05-24,36028274480
2018-05-25,36263082680
2018-05-29,36499630200
2018-05-30,36913588360
2018-05-31,36845754880
2018-06-01,36807489840
2018-06-04,37230144600
2018-06-05,37026644160
2018-06-06,37151875200
2018-06-07,37419730480
2018-06-08,37664974600
2018-06-11,37680628480
2018-06-12,37555397440
2018-06-13,36929242240
2018-06-14,37301456720
2018-06-15,37224926640
2018-06-18,37339721760
2018-06-19,37755419240
2018-06-20,38009359960
2018-06-21,38585074880
2018-06-22,39301674720
2018-06-25,39247755800
2018-06-26,39830428000
2018-06-27,39517350400
2018-06-28,39818252760
2018-06-29,39458213520
2018-07-02,39377501500
2018-07-03,39916824000
2018-07-05,40485722250
2018-07-06,40398734750
2018-07-09,39951619000
2018-07-10,40137772250
2018-07-11,39939440750
2018-07-12,39930742000
2018-07-13,39680218000
2018-07-16,39238321500
