,MMM
2013-11-26,73862565000
2013-11-27,74617970000
2013-11-29,74617970000
2013-12-02,71362375000
2013-12-03,70760725000
2013-12-04,70680505000
2013-12-05,70887740000
2013-12-06,71883805000
2013-12-09,71857065000
2013-12-10,71288840000
2013-12-11,70854315000
2013-12-12,70747355000
2013-12-13,70660450000
2013-12-16,71349005000
2013-12-17,73434725000
2013-12-18,75901490000
2013-12-19,76242425000
2013-12-20,76416235000
2013-12-23,76463030000
2013-12-24,76563305000
2013-12-26,77291970000
2013-12-27,77886935000
2013-12-30,77927045000
2013-12-31,77567490000
2014-01-02,76396635000
2014-01-03,76568625000
2014-01-06,76118805000
2014-01-07,76132035000
2014-01-08,75563145000
2014-01-09,75463920000
2014-01-10,75318390000
2014-01-13,74484900000
2014-01-14,75999735000
2014-01-15,76568625000
2014-01-16,76409865000
2014-01-17,75940200000
2014-01-21,75761595000
2014-01-22,75483765000
2014-01-23,74504745000
2014-01-24,72017505000
2014-01-27,71322930000
2014-01-28,71792595000
2014-01-29,72037350000
2014-01-30,70820190000
2014-01-31,70899570000
2014-02-03,68524785000
2014-02-04,70085925000
2014-02-05,70436520000
2014-02-06,71289855000
2014-02-07,72083655000
2014-02-10,71733060000
2014-02-11,72440865000
2014-02-12,72143190000
2014-02-13,71977815000
2014-02-14,73069290000
2014-02-18,72890685000
2014-02-19,72209340000
2014-02-20,72758385000
2014-02-21,72765000000
2014-02-24,73115595000
2014-02-25,73519110000
2014-02-26,73479420000
2014-02-27,74299680000
2014-02-28,74511360000
2014-03-03,73122210000
2014-03-04,73380195000
2014-03-05,74028465000
2014-03-06,74154150000
2014-03-07,74173995000
2014-03-10,73869705000
2014-03-11,73287585000
2014-03-12,73320660000
2014-03-13,72348255000
2014-03-14,71805825000
2014-03-17,73155285000
2014-03-18,73413270000
2014-03-19,72579780000
2014-03-20,73241280000
2014-03-21,73624950000
2014-03-24,73234665000
2014-03-25,74140920000
2014-03-26,73605105000
2014-03-27,73466190000
2014-03-28,74220300000
2014-03-31,73949840000
2014-04-01,74425800000
2014-04-02,74138920000
2014-04-03,74210640000
2014-04-04,74060680000
2014-04-07,73265240000
2014-04-08,73506480000
2014-04-09,74047640000
2014-04-10,73030520000
2014-04-11,72169880000
2014-04-14,72580640000
2014-04-15,73095720000
2014-04-16,74556200000
2014-04-17,75077800000
2014-04-21,75566800000
2014-04-22,75710240000
2014-04-23,75221240000
2014-04-24,74491000000
2014-04-25,74438840000
2014-04-28,74803960000
2014-04-29,74980000000
2014-04-30,75821080000
2014-05-01,76759960000
2014-05-02,76381800000
2014-05-05,76649120000
2014-05-06,75931920000
2014-05-07,76936000000
2014-05-08,76766480000
2014-05-09,77046840000
2014-05-12,77855320000
2014-05-13,77640160000
2014-05-14,77190280000
2014-05-15,76851240000
2014-05-16,76936000000
2014-05-19,77229400000
2014-05-20,76440480000
2014-05-21,76675200000
2014-05-22,76486120000
2014-05-23,76936000000
2014-05-27,77099000000
2014-05-28,77099000000
2014-05-29,77620600000
2014-05-30,77705360000
2014-06-02,77581480000
2014-06-03,77894440000
2014-06-04,77548880000
2014-06-05,78337800000
2014-06-06,78846360000
2014-06-09,79218000000
2014-06-10,79028920000
2014-06-11,78722480000
2014-06-12,77992240000
2014-06-13,78148720000
2014-06-16,78129160000
2014-06-17,78331280000
2014-06-18,78676840000
2014-06-19,78761600000
2014-06-20,79126720000
2014-06-23,78546440000
2014-06-24,77998760000
2014-06-25,78305200000
2014-06-26,78350840000
2014-06-27,78331280000
2014-06-30,77281128000
2014-07-01,77990958000
2014-07-02,78352326000
2014-07-03,78449121000
2014-07-07,78184548000
2014-07-08,77990958000
2014-07-09,78055488000
2014-07-10,77629590000
2014-07-11,77855445000
2014-07-14,78229719000
2014-07-15,78261984000
2014-07-16,78862113000
2014-07-17,77442453000
2014-07-18,78139377000
2014-07-21,77855445000
2014-07-22,78294249000
2014-07-23,78055488000
2014-07-24,78300702000
2014-07-25,78294249000
2014-07-28,78513651000
2014-07-29,77700573000
2014-07-30,77552154000
2014-07-31,76009887000
2014-08-01,75590442000
2014-08-04,75938904000
2014-08-05,75416211000
2014-08-06,75287151000
2014-08-07,75061296000
2014-08-08,75990528000
2014-08-11,75848562000
2014-08-12,76009887000
2014-08-13,76506768000
2014-08-14,76797153000
2014-08-15,76571298000
2014-08-18,77758650000
2014-08-19,77823180000
2014-08-20,78016770000
2014-08-21,77958693000
2014-08-22,77758650000
2014-08-25,78068394000
2014-08-26,78016770000
2014-08-27,77655402000
2014-08-28,77681214000
2014-08-29,77687667000
2014-09-02,77810274000
2014-09-03,77590872000
2014-09-04,77481171000
2014-09-05,77797368000
2014-09-08,78171642000
2014-09-09,77939334000
2014-09-10,78036129000
2014-09-11,77881257000
2014-09-12,77655402000
2014-09-15,77952240000
2014-09-16,78152283000
2014-09-17,78429762000
2014-09-18,79223481000
2014-09-19,79139592000
2014-09-22,78610446000
2014-09-23,77887710000
2014-09-24,78165189000
2014-09-25,76868136000
2014-09-26,76835871000
2014-09-29,76713264000
2014-09-30,75565634000
2014-10-01,74226044000
2014-10-02,73958126000
2014-10-03,74755501000
2014-10-06,74844807000
2014-10-07,73428669000
2014-10-08,75418917000
2014-10-09,73938989000
2014-10-10,71374631000
2014-10-13,70877069000
2014-10-14,71559622000
2014-10-15,71585138000
2014-10-16,72025289000
2014-10-17,73281952000
2014-10-20,73384016000
2014-10-21,75163757000
2014-10-22,74104843000
2014-10-23,77358133000
2014-10-24,79246317000
2014-10-27,79763016000
2014-10-28,80566770000
2014-10-29,80541254000
2014-10-30,81121743000
2014-10-31,82008424000
2014-11-03,81759642999
2014-11-04,82690977000
2014-11-05,83035442999
2014-11-06,83226813000
2014-11-07,83494730999
2014-11-10,84087978000
2014-11-11,83794544000
2014-11-12,84094357000
2014-11-13,84451580999
2014-11-14,84719499000
2014-11-17,84636572000
2014-11-18,85414810000
2014-11-19,84706741000
2014-11-20,84993796000
2014-11-21,85421189000
2014-11-24,85268092999
2014-11-25,84298485000
2014-11-26,84432444000
2014-11-28,85382915000
2014-12-01,84349517000
2014-12-02,85650833000
2014-12-03,86537514000
2014-12-04,86537514000
2014-12-05,86543892999
2014-12-08,85829445000
2014-12-09,85778413000
2014-12-10,84394170000
2014-12-11,84878974000
2014-12-12,83794544000
2014-12-15,83654205999
2014-12-16,84827942000
2014-12-17,85650833000
2014-12-18,88157780000
2014-12-19,88253465000
2014-12-22,89210315000
2014-12-23,88999808000
2014-12-24,89044461000
2014-12-26,88674479000
2014-12-29,88910502000
2014-12-30,88444835000
2014-12-31,87401156000
2015-01-02,87267553999
2015-01-05,85295334000
2015-01-06,84385567999
2015-01-07,84996320000
2015-01-08,87038522000
2015-01-09,85969706000
2015-01-12,85498917999
2015-01-13,85435298000
2015-01-14,85021767999
2015-01-15,84926338000
2015-01-16,86166928000
2015-01-20,86135117999
2015-01-21,86459580000
2015-01-22,88240940000
2015-01-23,87242106000
2015-01-26,87362984000
2015-01-27,87038522000
2015-01-28,87203934000
2015-01-29,88368180000
2015-01-30,86325978000
2015-02-02,87458414000
2015-02-03,88266388000
2015-02-04,87661998000
2015-02-05,88590850000
2015-02-06,88336370000
2015-02-09,87681084000
2015-02-10,88202767999
2015-02-11,87490224000
2015-02-12,88247302000
2015-02-13,88266388000
2015-02-17,88788072000
2015-02-18,89042552000
2015-02-19,88877140000
2015-02-20,89424272000
2015-02-23,89793267999
2015-02-24,89958680000
2015-02-25,89831440000
2015-02-26,90219522000
2015-02-27,89704200000
2015-03-02,90690310000
2015-03-03,89506978000
2015-03-04,88915312000
2015-03-05,89131620000
2015-03-06,87426603999
2015-03-09,88495420000
2015-03-10,86306892000
2015-03-11,86026964000
2015-03-12,87483862000
2015-03-13,86561372000
2015-03-16,88406352000
2015-03-17,87356622000
2015-03-18,88546316000
2015-03-19,88113700000
2015-03-20,88559040000
2015-03-23,88368180000
2015-03-24,88469972000
2015-03-25,86542286000
2015-03-26,86485028000
2015-03-27,86968540000
2015-03-30,88323646000
2015-03-31,87062583000
2015-04-01,85781044000
2015-04-02,85926243000
2015-04-06,87340355000
2015-04-07,87725448000
2015-04-08,87757013000
2015-04-09,88034785000
2015-04-10,88179984000
2015-04-13,87529745000
2015-04-14,87611814000
2015-04-15,87851708000
2015-04-16,87561310000
2015-04-17,85351760000
2015-04-20,86829002000
2015-04-21,86563856000
2015-04-22,86917384000
2015-04-23,84272237000
2015-04-24,83918709000
2015-04-27,83382104000
2015-04-28,83571494000
2015-04-29,82851812000
2015-04-30,82542475000
2015-05-01,83224279000
2015-05-04,83931335000
2015-05-05,83344226000
2015-05-06,83205340000
2015-05-07,83716693000
2015-05-08,84764651000
2015-05-11,84398497000
2015-05-12,84486879000
2015-05-13,85143431000
2015-05-14,86115633000
2015-05-15,86191389000
2015-05-18,85964120999
2015-05-19,86096694000
2015-05-20,85452768000
2015-05-21,85534837000
2015-05-22,84966667000
2015-05-26,84234359000
2015-05-27,84985606000
2015-05-28,84909850000
2015-05-29,83962900000
2015-06-01,83912395999
2015-06-02,83962900000
2015-06-03,84537383000
2015-06-04,83577806999
2015-06-05,82908629000
2015-06-08,82649795999
2015-06-09,82858125000
2015-06-10,83943961000
2015-06-11,84373245000
2015-06-12,83413669000
2015-06-15,82271016000
2015-06-16,82599292000
2015-06-17,82839186000
2015-06-18,84246985000
2015-06-19,83893456999
2015-06-22,84278550000
2015-06-23,84366931999
2015-06-24,83154836000
2015-06-25,82296268000
2015-06-26,82914942000
2015-06-29,81254623000
2015-06-30,80063606000
2015-07-01,80764883999
2015-07-02,80622146000
2015-07-06,80466996000
2015-07-07,80646970000
2015-07-08,79238208000
2015-07-09,79778130000
2015-07-10,80398730000
2015-07-13,81186892000
2015-07-14,81348248000
2015-07-15,80944858000
2015-07-16,81553046000
2015-07-17,81298600000
2015-07-20,81522016000
2015-07-21,80820738000
2015-07-22,80634558000
2015-07-23,77568794000
2015-07-24,77481910000
2015-07-27,77159198000
2015-07-28,78406604000
2015-07-29,78580372000
2015-07-30,78642432000
2015-07-31,78524518000
2015-08-03,77891506000
2015-08-04,78040450000
2015-08-05,78356956000
2015-08-06,77444674000
2015-08-07,77252288000
2015-08-10,78474870000
2015-08-11,77041284000
2015-08-12,77059902000
2015-08-13,76482744000
2015-08-14,76935782000
2015-08-17,77438468000
2015-08-18,76954400000
2015-08-19,75688376000
2015-08-20,74378910000
2015-08-21,73727280000
2015-08-24,71902716000
2015-08-25,71418648000
2015-08-26,74049992000
2015-08-27,74664386000
2015-08-28,74825742000
2015-08-31,73752104000
2015-09-01,71865480000
2015-09-02,73286654000
2015-09-03,73547306000
2015-09-04,72560552000
2015-09-08,74422352000
2015-09-09,73088062000
2015-09-10,73044620000
2015-09-11,73292860000
2015-09-14,73063238000
2015-09-15,74509236000
2015-09-16,74819536000
2015-09-17,74174112000
2015-09-18,72442638000
2015-09-21,72659848000
2015-09-22,71617240000
2015-09-23,71424854000
2015-09-24,71387618000
2015-09-25,72411608000
2015-09-28,71803420000
2015-09-29,73448010000
2015-09-30,72836685000
2015-10-01,72338940000
2015-10-02,73574085000
2015-10-05,75171785000
2015-10-06,74901405000
2015-10-07,75798575000
2015-10-08,76800210000
2015-10-09,77015285000
2015-10-12,77095170000
2015-10-13,76609715000
2015-10-14,76204145000
2015-10-15,76646585000
2015-10-16,76394640000
2015-10-19,76038230000
2015-10-20,76609715000
2015-10-21,76972270000
2015-10-22,80149235000
2015-10-23,80038625000
2015-10-26,80425760000
2015-10-27,80524080000
2015-10-28,81218464999
2015-10-29,80972665000
2015-10-30,80769880000
2015-11-02,82164795000
2015-11-03,81562585000
2015-11-04,81642470000
2015-11-05,81685485000
2015-11-06,81820675000
2015-11-09,80905070000
2015-11-10,80966520000
2015-11-11,81716210000
2015-11-12,80302860000
2015-11-13,79971029999
2015-11-16,81286060000
2015-11-17,80677705000
2015-11-18,80862055000
2015-11-19,81372089999
2015-11-20,81660904999
2015-11-23,81507279999
2015-11-24,81046404999
2015-11-25,80984955000
2015-11-27,81169305000
2015-11-30,80444195000
2015-12-01,80610110000
2015-12-02,79995610000
2015-12-03,79313515000
2015-12-04,81286060000
2015-12-07,81046404999
2015-12-08,80554805000
2015-12-09,80173815000
2015-12-10,80929650000
2015-12-11,79547025000
2015-12-14,80984955000
2015-12-15,76105825000
2015-12-16,77039865000
2015-12-17,76474525000
2015-12-18,75485180000
2015-12-21,75767850000
2015-12-22,76535975000
2015-12-23,77660510000
2015-12-24,77678945000
2015-12-28,77691235000
2015-12-29,78551535000
2015-12-30,78047645000
2015-12-31,76502030000
2016-01-04,74558350000
2016-01-05,74886346000
2016-01-06,73373920000
2016-01-07,71588164000
2016-01-08,71345204000
2016-01-11,71333056000
2016-01-12,71533498000
2016-01-13,70446252000
2016-01-14,71697496000
2016-01-15,70434104000
2016-01-19,70276180000
2016-01-20,69553374000
2016-01-21,69960332000
2016-01-22,70853210000
2016-01-25,69863148000
2016-01-26,73525770000
2016-01-27,73914506000
2016-01-28,74813458000
2016-01-29,76684250000
2016-02-01,75530190000
2016-02-02,75092862000
2016-02-03,77455648000
2016-02-04,77923346000
2016-02-05,77935494000
2016-02-08,78154158000
2016-02-09,78579338000
2016-02-10,77419204000
2016-02-11,76514178000
2016-02-12,78184528000
2016-02-16,78980222000
2016-02-17,79539030000
2016-02-18,79617992000
2016-02-19,79447920000
2016-02-22,80085690000
2016-02-23,79308218000
2016-02-24,79842730000
2016-02-25,80741682000
2016-02-26,80377242000
2016-02-29,79666584000
2016-03-01,81045382000
2016-03-02,80954272000
2016-03-03,80936050000
2016-03-04,81288342000
2016-03-07,81543450000
2016-03-08,81355156000
2016-03-09,81300490000
2016-03-10,81197232000
2016-03-11,82205516000
2016-03-14,82175146000
2016-03-15,82478846000
2016-03-16,82721806000
2016-03-17,83159134000
2016-03-18,83960902000
2016-03-21,83711868000
2016-03-22,83748312000
2016-03-23,83420316000
2016-03-24,83517500000
2016-03-28,84440748000
2016-03-29,83481056000
2016-03-30,84683708000
2016-03-31,84553308000
2016-04-01,85008483000
2016-04-04,84431928000
2016-04-05,84134547000
2016-04-06,84644343000
2016-04-07,84820344000
2016-04-08,84553308000
2016-04-11,84529032000
2016-04-12,85263381000
2016-04-13,85542555000
2016-04-14,85324071000
2016-04-15,85639659000
2016-04-18,86034144000
2016-04-19,86082696000
2016-04-20,85724625000
2016-04-21,85578969000
2016-04-22,85578969000
2016-04-25,85439382000
2016-04-26,84322686000
2016-04-27,85123794000
2016-04-28,84735378000
2016-04-29,84929586000
2016-05-02,85415106000
2016-05-03,85233036000
2016-05-04,84820344000
2016-05-05,85129863000
2016-05-06,85694280000
2016-05-09,85512210000
2016-05-10,86392215000
2016-05-11,86143386000
2016-05-12,86337594000
2016-05-13,85409037000
2016-05-16,86034144000
2016-05-17,85148070000
2016-05-18,84644343000
2016-05-19,83776476000
2016-05-20,83727924000
2016-05-23,84286272000
2016-05-24,85566831000
2016-05-25,86252628000
2016-05-26,85706418000
2016-05-27,85694280000
2016-05-31,85409037000
2016-06-01,85597176000
2016-06-02,85263381000
2016-06-03,85439382000
2016-06-06,86301180000
2016-06-07,86719940999
2016-06-08,86980908000
2016-06-09,86325456000
2016-06-10,85530417000
2016-06-13,84802137000
2016-06-14,85044897000
2016-06-15,85142001000
2016-06-16,86222283000
2016-06-17,85724625000
2016-06-20,86883804000
2016-06-21,86956632000
2016-06-22,86883804000
2016-06-23,88346433000
2016-06-24,85815660000
2016-06-27,84832482000
2016-06-28,86052351000
2016-06-29,87029460000
2016-06-30,88490204000
2016-07-01,88701744000
2016-07-05,88750096000
2016-07-06,88514380000
2016-07-07,88363280000
2016-07-08,89505596000
2016-07-11,89952852000
2016-07-12,90533076000
2016-07-13,90557252000
2016-07-14,91415500000
2016-07-15,91663304000
2016-07-18,91518248000
2016-07-19,91584732000
2016-07-20,91675392000
2016-07-21,91089124000
2016-07-22,91179784000
2016-07-25,90768792000
2016-07-26,89777576000
2016-07-27,90085820000
2016-07-28,89934720000
2016-07-29,90128128000
2016-08-01,90091864000
2016-08-02,90128128000
2016-08-03,90140215999
2016-08-04,89850104000
2016-08-05,90236920000
2016-08-08,90242964000
2016-08-09,90146260000
2016-08-10,90363844000
2016-08-11,91463852000
2016-08-12,91095168000
2016-08-15,91240224000
2016-08-16,90581428000
2016-08-17,90889672000
2016-08-18,90545164000
2016-08-19,90762748000
2016-08-22,90490768000
2016-08-23,90841320000
2016-08-24,90660000000
2016-08-25,90744615999
2016-08-26,90660000000
2016-08-29,91210004000
2016-08-30,91034728000
2016-08-31,90575384000
2016-09-01,90950112000
2016-09-02,91367148000
2016-09-06,91191872000
2016-09-07,90829232000
2016-09-08,91010552000
2016-09-09,88756140000
2016-09-12,89995160000
2016-09-13,88973724000
2016-09-14,88744052000
2016-09-15,89233615999
2016-09-16,88459984000
2016-09-19,89300100000
2016-09-20,89747356000
2016-09-21,90750660000
2016-09-22,90883628000
2016-09-23,89638564000
2016-09-26,88913284000
2016-09-27,89088560000
2016-09-28,89741312000
2016-09-29,88617128000
2016-09-30,88433468000
2016-10-03,87839270000
2016-10-04,86152708000
2016-10-05,86506826000
2016-10-06,86128700000
2016-10-07,85972648000
2016-10-10,85882618000
2016-10-11,85150374000
2016-10-12,85168380000
2016-10-13,85318430000
2016-10-14,85474482000
2016-10-17,85414462000
2016-10-18,85282418000
2016-10-19,85264412000
2016-10-20,85240404000
2016-10-21,85054342000
2016-10-24,85942638000
2016-10-25,83415796000
2016-10-26,83553842000
2016-10-27,83181718000
2016-10-28,83187720000
2016-10-31,82947640000
2016-11-01,82425466000
2016-11-02,83163712000
2016-11-03,83715896000
2016-11-04,83541838000
2016-11-07,85180384000
2016-11-08,85822598000
2016-11-09,85504492000
2016-11-10,87455142000
2016-11-11,87857276000
2016-11-14,86770914000
2016-11-15,87437136000
2016-11-16,86314762000
2016-11-17,86698890000
2016-11-18,86794922000
2016-11-21,86068680000
2016-11-22,86266746000
2016-11-23,86434802000
2016-11-25,87059010000
2016-11-28,86560844000
2016-11-29,86698890000
2016-11-30,86182718000
2016-12-01,86626866000
2016-12-02,86524832000
2016-12-05,86122698000
2016-12-06,86212727999
2016-12-07,88343438000
2016-12-08,88259410000
2016-12-09,89567846000
2016-12-12,90144038000
2016-12-13,89741904000
2016-12-14,88619530000
2016-12-15,88331434000
2016-12-16,89045672000
2016-12-19,89405792000
2016-12-20,89645872000
2016-12-21,89537836000
2016-12-22,89921964000
2016-12-23,89699890000
2016-12-27,89783918000
2016-12-28,89363777999
2016-12-29,89525832000
2016-12-30,89609860000
2017-01-03,89033166000
2017-01-04,89170729000
2017-01-05,88865698000
2017-01-06,89122881000
2017-01-09,88644401000
2017-01-10,88297503000
2017-01-11,88955413000
2017-01-12,88728135000
2017-01-13,88704211000
2017-01-17,88638420000
2017-01-18,89254463000
2017-01-19,89350158999
2017-01-20,89254463000
2017-01-23,89266425000
2017-01-24,87992472000
2017-01-25,88375256000
2017-01-26,88417123000
2017-01-27,88752058999
2017-01-30,87717346000
2017-01-31,87418296000
2017-02-01,87597726000
2017-02-02,87101303000
2017-02-03,87531935000
2017-02-06,87561840000
2017-02-07,87890795000
2017-02-08,88542724000
2017-02-09,89098957000
2017-02-10,89511646000
2017-02-13,90522435000
2017-02-14,90809523000
2017-02-15,90857371000
2017-02-16,91712654000
2017-02-17,91485376000
2017-02-21,91694711000
2017-02-22,93028474000
2017-02-23,93602650000
2017-02-24,93716289000
2017-02-27,93465087000
2017-02-28,93183980000
2017-03-01,94942394000
2017-03-02,94954356000
2017-03-03,94667268000
2017-03-06,94457933000
2017-03-07,94553629000
2017-03-08,94762964000
2017-03-09,94960337000
2017-03-10,95618247000
2017-03-13,95773753000
2017-03-14,95175653000
2017-03-15,95612266000
2017-03-16,95163691000
2017-03-17,96192423000
2017-03-20,96515397000
2017-03-21,96078783999
2017-03-22,96120651000
2017-03-23,96078783999
2017-03-24,95767772000
2017-03-27,95223501000
2017-03-28,95504608000
2017-03-29,95349102000
2017-03-30,95648152000
2017-03-31,95678057000
2017-04-03,95373026000
2017-04-04,95103881000
2017-04-05,95127805000
2017-04-06,94954356000
2017-04-07,95008185000
2017-04-10,94864641000
2017-04-11,95044071000
2017-04-12,94858660000
2017-04-13,94338313000
2017-04-17,95193596000
2017-04-18,95121824000
2017-04-19,94924451000
2017-04-20,95588342000
2017-04-21,95761791000
2017-04-24,97125458999
2017-04-25,97574033999
2017-04-26,97508243000
2017-04-27,98064476000
2017-04-28,97926913000
2017-05-01,97418528000
2017-05-02,98273811000
2017-05-03,98824063000
2017-05-04,99769061000
2017-05-05,99709251000
2017-05-08,99338429000
2017-05-09,98991531000
2017-05-10,98333621000
2017-05-11,98387450000
2017-05-12,98297735000
2017-05-15,98824063000
2017-05-16,98967607000
2017-05-17,97430490000
2017-05-18,97633844000
2017-05-19,97908970000
2017-05-22,99266657000
2017-05-23,98877892000
2017-05-24,98758272000
2017-05-25,99781023000
2017-05-26,100349218000
2017-05-30,101234406000
2017-05-31,102245195000
2017-06-01,102185385000
2017-06-02,103363642000
2017-06-05,103124402000
2017-06-06,102717694000
2017-06-07,102514340000
2017-06-08,102980858000
2017-06-09,103477281000
2017-06-12,103704558999
2017-06-13,104565823000
2017-06-14,105014398000
2017-06-15,105654365000
2017-06-16,106629268000
2017-06-19,106689078000
2017-06-20,106689078000
2017-06-21,106443857000
2017-06-22,106120883000
2017-06-23,106461800000
2017-06-26,106318256000
2017-06-27,104900758999
2017-06-28,105319429000
2017-06-29,103937818000
2017-06-30,104018256000
2017-07-03,104836968000
2017-07-05,104807088000
2017-07-06,103934592000
2017-07-07,104717448000
2017-07-10,105171624000
2017-07-11,104753304000
2017-07-12,105572016000
2017-07-13,105470424000
2017-07-14,105811056000
2017-07-17,105763248000
2017-07-18,105577992000
2017-07-19,105972408000
2017-07-20,106145712000
2017-07-21,105506280000
2017-07-24,104926608000
2017-07-25,99619920000
2017-07-26,99440640000
2017-07-27,99954576000
2017-07-28,99787248000
2017-07-31,100510344000
2017-08-01,101514312000
2017-08-02,102631824000
2017-08-03,103737384000
2017-08-04,103749336000
2017-08-07,103647744000
2017-08-08,103139784000
2017-08-09,103163688000
2017-08-10,103038192000
2017-08-11,102912696000
2017-08-14,103611888000
2017-08-15,103516272000
2017-08-16,103886784000
2017-08-17,102601944000
2017-08-18,101693592000
2017-08-21,102201552000
2017-08-22,102655728000
2017-08-23,101263320000
2017-08-24,100988424000
2017-08-25,100994400000
2017-08-28,101155752000
2017-08-29,101388816000
2017-08-30,101771280000
2017-08-31,102088008000
2017-09-01,101705544000
2017-09-05,100414728000
2017-09-06,100952568000
2017-09-07,102153744000
2017-09-08,102769272000
2017-09-11,104705496000
2017-09-12,104741352000
2017-09-13,104669640000
2017-09-14,105637752000
2017-09-15,106599888000
2017-09-18,106803072000
2017-09-19,106701480000
2017-09-20,105177600000
2017-09-21,105141744000
2017-09-22,105303096000
2017-09-25,105291144000
2017-09-26,105440544000
2017-09-27,104663663999
2017-09-28,104699520000
2017-09-29,104872824000
2017-10-02,106105420000
2017-10-03,107012100000
2017-10-04,107984395000
2017-10-05,107906850000
2017-10-06,107984395000
2017-10-09,108061940000
2017-10-10,108097730000
2017-10-11,107978430000
2017-10-12,108515280000
2017-10-13,108580895000
2017-10-16,109081955000
2017-10-17,108598790000
2017-10-18,108855285000
2017-10-19,109338450000
2017-10-20,110376360000
2017-10-23,110489695000
2017-10-24,117021370000
2017-10-25,118536480000
2017-10-26,116174340000
2017-10-27,117069090000
2017-10-30,115213975000
2017-10-31,114802390000
2017-11-01,114796425000
2017-11-02,115816440000
2017-11-03,115810475000
2017-11-06,114862040000
2017-11-07,114730810000
2017-11-08,114623440000
2017-11-09,113901675000
2017-11-10,113436405000
2017-11-13,113818165000
2017-11-14,114372910000
2017-11-15,113406580000
2017-11-16,114414665000
2017-11-17,114384840000
2017-11-20,115446610000
2017-11-21,116746980000
2017-11-22,115494330000
2017-11-24,115392925000
2017-11-27,116699259999
2017-11-28,117510500000
2017-11-29,118697535000
2017-11-30,121256520000
2017-12-01,120266330000
2017-12-04,119323860000
2017-12-05,118822800000
2017-12-06,119031575000
2017-12-07,119842815000
2017-12-08,118757185000
2017-12-11,119341755000
2017-12-12,117987700000
2017-12-13,119246315000
2017-12-14,118733325000
2017-12-15,118697535000
2017-12-18,118906310000
2017-12-19,118888415000
2017-12-20,118154720000
2017-12-21,117086985000
2017-12-22,117063125000
2017-12-26,117421025000
2017-12-27,117796820000
2017-12-28,117558220000
2017-12-29,117385235000
2018-01-02,117457362000
2018-01-03,117451400000
2018-01-04,118989596000
2018-01-05,119913706000
2018-01-08,119526176000
2018-01-09,120271426000
2018-01-10,120199882000
2018-01-11,120784158000
2018-01-12,121863280000
2018-01-16,121994444000
2018-01-17,123675728000
2018-01-18,122578720000
2018-01-19,123711500000
2018-01-22,123270312000
2018-01-23,122775466000
2018-01-24,123467058000
2018-01-25,125792238000
2018-01-26,128916326000
2018-01-29,127610648000
2018-01-30,125386822000
2018-01-31,124868128000
2018-02-01,123592260000
2018-02-02,122209076000
2018-02-05,115364700000
2018-02-06,116455746000
2018-02-07,116235152000
2018-02-08,111101870000
2018-02-09,112258498000
2018-02-12,114243844000
2018-02-13,115322966000
2018-02-14,115644914000
2018-02-15,117075794000
2018-02-16,117970094000
2018-02-20,117177148000
2018-02-21,115734344000
2018-02-22,117636222000
2018-02-23,118148954000
2018-02-26,121696344000
2018-02-27,120021022000
2018-02-28,117391780000
2018-03-01,115317004000
2018-03-02,114834082000
2018-03-05,116050330000
2018-03-06,116473632000
2018-03-07,117421590000
2018-03-08,117809120000
2018-03-09,120307198000
2018-03-12,119532138000
2018-03-13,118423206000
2018-03-14,116783656000
2018-03-15,117576602000
2018-03-16,118244346000
2018-03-19,115424320000
2018-03-20,115871470000
2018-03-21,116712112000
2018-03-22,111244958000
2018-03-23,107351772000
2018-03-26,109784267999
2018-03-27,107602176000
2018-03-28,107936048000
2018-03-29,109426548000
2018-04-02,105133178000
2018-04-03,106966518000
2018-04-04,107575660000
2018-04-05,108119748000
2018-04-06,104949844000
2018-04-09,105227802000
2018-04-10,107285874000
2018-04-11,105978880000
2018-04-12,107007916000
2018-04-13,106564366000
2018-04-16,107640714000
2018-04-17,108823514000
2018-04-18,108545556000
2018-04-19,108214372000
2018-04-20,107670284000
2018-04-23,106741786000
2018-04-24,99449824000
2018-04-25,98320250000
2018-04-26,97450892000
2018-04-27,96971858000
2018-04-30,96114328000
2018-05-01,96427770000
2018-05-02,96173468000
2018-05-03,96753040000
2018-05-04,98574552000
2018-05-07,99018102000
2018-05-08,99751438000
2018-05-09,100579398000
2018-05-10,101377788000
2018-05-11,101442842000
2018-05-14,101738542000
2018-05-15,100082622000
2018-05-16,98994445999
2018-05-17,99071328000
2018-05-18,98379390000
2018-05-21,99763266000
2018-05-22,98379390000
2018-05-23,98231540000
2018-05-24,98598208000
2018-05-25,98408960000
2018-05-29,96782610000
2018-05-30,98237454000
2018-05-31,97521860000
2018-06-01,98686918000
2018-06-04,99414340000
2018-06-05,99485308000
2018-06-06,100798216000
2018-06-07,101395530000
2018-06-08,102146608000
2018-06-11,101425100000
2018-06-12,101324562000
2018-06-13,101306820000
2018-06-14,100685850000
2018-06-15,101348218000
2018-06-18,100951980000
2018-06-19,98586380000
2018-06-20,97941754000
2018-06-21,96676158000
2018-06-22,97161106000
2018-06-25,96812180000
2018-06-26,97202504000
2018-06-27,96380458000
2018-06-28,96900890000
2018-06-29,97267558000
2018-07-02,95728032000
2018-07-03,95880288000
2018-07-05,96618144000
2018-07-06,96676704000
2018-07-09,98181696000
2018-07-10,98644320000
2018-07-11,96787968000
2018-07-12,97590240000
2018-07-13,98497920000
2018-07-16,98462783999
