,CHTR
2023-11-27,58080021789
2023-11-28,58731307187
2023-11-29,58381515704
2023-11-30,58561533914
2023-12-01,58816193823
2023-12-04,58416641208
2023-12-05,53332224423
2023-12-06,52978042252
2023-12-07,53955702129
2023-12-08,53793246670
2023-12-11,54829449055
2023-12-12,53721532099
2023-12-13,55520250645
2023-12-14,56187635231
2023-12-15,55605137281
2023-12-18,56184708106
2023-12-19,56546208090
2023-12-20,55793936868
2023-12-21,56129092724
2023-12-22,55921266822
2023-12-26,57005766775
2023-12-27,57304333564
2023-12-28,57428736392
2023-12-29,56885754634
2024-01-02,56577234208
2024-01-03,55877804274
2024-01-04,54299751612
2024-01-05,53786739987
2024-01-08,54750623801
2024-01-09,53267947949
2024-01-10,53035286339
2024-01-11,53124882735
2024-01-12,52731814673
2024-01-16,53228930163
2024-01-17,51913886279
2024-01-18,52681236062
2024-01-19,53627778638
2024-01-22,53924024788
2024-01-23,54717386428
2024-01-24,53669686630
2024-01-25,53334422695
2024-01-26,54490505231
2024-01-29,55033864023
2024-01-30,54477499302
2024-01-31,53571419615
2024-02-01,55252074601
2024-02-02,46129138289
2024-02-05,43880557757
2024-02-06,41948454818
2024-02-07,40993241623
2024-02-08,40838615584
2024-02-09,42074178794
2024-02-12,43051068537
2024-02-13,42290944270
2024-02-14,41514923867
2024-02-15,42506264642
2024-02-16,42341522881
2024-02-20,42649329856
2024-02-21,41517814074
2024-02-22,42919564149
2024-02-23,43269279116
2024-02-26,42289499166
2024-02-27,41907991930
2024-02-28,41668104803
2024-02-29,42475917475
2024-03-01,42364644531
2024-03-04,40327049062
2024-03-05,40585722529
2024-03-06,39932535896
2024-03-07,40751909394
2024-03-08,41009137758
2024-03-11,43100202045
2024-03-12,42587190419
2024-03-13,43121878592
2024-03-14,42919564149
2024-03-15,42001923636
2024-03-18,42801065689
2024-03-19,43147890449
2024-03-20,42673896610
2024-03-21,42574184491
2024-03-22,41994698120
2024-03-25,41994698120
2024-03-26,41603075161
2024-03-27,42415223142
2024-03-28,41999033429
2024-04-01,41062606575
2024-04-02,40176758332
2024-04-03,39840049293
2024-04-04,39195533279
2024-04-05,38655064694
2024-04-08,39458542056
2024-04-09,39228770652
2024-04-10,37984536823
2024-04-11,38516334790
2024-04-12,37644937578
2024-04-15,37124700437
2024-04-16,37221522349
2024-04-17,37287997095
2024-04-18,37559676491
2024-04-19,38325581171
2024-04-22,38306794830
2024-04-23,38484542520
2024-04-24,38251880909
2024-04-25,37442623134
2024-04-26,36793771811
2024-04-29,37537999943
2024-04-30,36985970532
2024-05-01,37529329324
2024-05-02,37861703054
2024-05-03,38429628599
2024-05-06,39230215755
2024-05-07,38728764956
2024-05-08,39419524271
2024-05-09,38140607965
2024-05-10,39819817849
2024-05-13,39689758564
2024-05-14,40192654467
2024-05-15,39273568851
2024-05-16,40107393380
2024-05-17,39454206747
2024-05-20,39717215524
2024-05-21,39756233309
2024-05-22,39175301835
2024-05-23,38788014185
2024-05-24,39228770652
2024-05-28,39222990240
2024-05-29,39212874517
2024-05-30,39900743626
2024-05-31,41491802217
2024-06-03,41361742931
2024-06-04,40549594950
2024-06-05,40188319157
2024-06-06,40370402157
2024-06-07,40004791055
2024-06-10,39894963214
2024-06-11,40004791055
2024-06-12,39749007794
2024-06-13,39620393611
2024-06-14,39922420174
2024-06-17,41322725146
2024-06-18,40118954205
2024-06-20,41040930028
2024-06-21,41958570540
2024-06-24,41308274114
2024-06-25,42023600183
2024-06-26,42137763334
2024-06-27,42501929332
2024-06-28,43202804370
2024-07-01,42777944038
2024-07-02,43858881209
2024-07-03,43533732996
2024-07-05,43611768567
2024-07-08,41988917707
2024-07-09,42473027269
2024-07-10,42478807682
2024-07-11,43951367812
2024-07-12,44948488999
2024-07-15,46906603795
2024-07-16,47315567992
2024-07-17,47731757705
2024-07-18,46478853256
2024-07-19,46288099638
2024-07-22,45227393911
2024-07-23,45871278153
2024-07-24,44813504022
2024-07-25,45181861680
2024-07-26,52690911369
2024-07-29,54086943894
2024-07-30,54905357211
2024-07-31,54425202288
2024-08-01,54031045261
2024-08-02,53484958616
2024-08-05,52100392478
2024-08-06,51137216033
2024-08-07,50730159322
2024-08-08,52163457602
2024-08-09,52230822621
