,MET
2014-03-03,50282278000
2014-03-04,51409178000
2014-03-05,52310698000
2014-03-06,52592423000
2014-03-07,53369984000
2014-03-10,53584095000
2014-03-11,53200949000
2014-03-12,52907955000
2014-03-13,51961359000
2014-03-14,51927552000
2014-03-17,52051511000
2014-03-18,52569885000
2014-03-19,53324908000
2014-03-20,53877089000
2014-03-21,53651709000
2014-03-24,53741861000
2014-03-25,54496884000
2014-03-26,53809475000
2014-03-27,52581153999
2014-03-28,52783996000
2014-03-31,51985545000
2014-04-01,52615338000
2014-04-02,52814220000
2014-04-03,53090445000
2014-04-04,52029741000
2014-04-07,50582322000
2014-04-08,50913792000
2014-04-09,51554634000
2014-04-10,49598961000
2014-04-11,48438816000
2014-04-14,48615600000
2014-04-15,49112805000
2014-04-16,49775745000
2014-04-17,50416587000
2014-04-21,50361342000
2014-04-22,51101625000
2014-04-23,51112674000
2014-04-24,51156870000
2014-04-25,50306097000
2014-04-28,50173509000
2014-04-29,51046380000
2014-04-30,51543585000
2014-05-01,50781204000
2014-05-02,51090576000
2014-05-05,50737008000
2014-05-06,49168050000
2014-05-07,49333785000
2014-05-08,50803302000
2014-05-09,50516028000
2014-05-12,51223164000
2014-05-13,51223164000
2014-05-14,50140362000
2014-05-15,48803433000
2014-05-16,48681894000
2014-05-19,49157001000
2014-05-20,48781335000
2014-05-21,49444275000
2014-05-22,49797843000
2014-05-23,49974627000
2014-05-27,50770155000
2014-05-28,50228754000
2014-05-29,50040921000
2014-05-30,50151411000
2014-06-02,50991135000
2014-06-03,52394358000
2014-06-04,53941218000
2014-06-05,53598699000
2014-06-06,53952267000
2014-06-09,53819679000
2014-06-10,54206394000
2014-06-11,54029610000
2014-06-12,53499258000
2014-06-13,53631846000
2014-06-16,53598699000
2014-06-17,55289196000
2014-06-18,55675911000
2014-06-19,55410735000
2014-06-20,55587519000
2014-06-23,55675911000
2014-06-24,55189755000
2014-06-25,55057167000
2014-06-26,54836187000
2014-06-27,54692550000
2014-06-30,55703701000
2014-07-01,56322506000
2014-07-02,56243749000
2014-07-03,57368849000
2014-07-07,56772546000
2014-07-08,56142490000
2014-07-09,56502522000
2014-07-10,55591190999
2014-07-11,55883717000
2014-07-14,56288753000
2014-07-15,56288753000
2014-07-16,56108737000
2014-07-17,55163653000
2014-07-18,55973725000
2014-07-21,55658697000
2014-07-22,55647446000
2014-07-23,55422426000
2014-07-24,55298665000
2014-07-25,54893629000
2014-07-28,54949884000
2014-07-29,54229820000
2014-07-30,54578601000
2014-07-31,52733437000
2014-08-01,52272146000
2014-08-04,52519668000
2014-08-05,51810855000
2014-08-06,51462074000
2014-08-07,51214552000
2014-08-08,51833357000
2014-08-11,51889612000
2014-08-12,52294648000
2014-08-13,52575923000
2014-08-14,53070967000
2014-08-15,52620927000
2014-08-18,53633517000
2014-08-19,53768529000
2014-08-20,53836035000
2014-08-21,54083557000
2014-08-22,53734776000
2014-08-25,54387334000
2014-08-26,54679860000
2014-08-27,54871127000
2014-08-28,54533597000
2014-08-29,54882378000
2014-09-02,55489932000
2014-09-03,55321167000
2014-09-04,55568689000
2014-09-05,55399924000
2014-09-08,54983637000
2014-09-09,54432338000
2014-09-10,54848625000
2014-09-11,54848625000
2014-09-12,55613693000
2014-09-15,55208657000
2014-09-16,55399924000
2014-09-17,55422426000
2014-09-18,56041231000
2014-09-19,56119988000
2014-09-22,55366171000
2014-09-23,54893629000
2014-09-24,55591190999
2014-09-25,54241071000
2014-09-26,54342330000
2014-09-29,54049804000
2014-09-30,54184053000
2014-10-01,52678626000
2014-10-02,53006877000
2014-10-03,53799207000
2014-10-06,53448318000
2014-10-07,51920253000
2014-10-08,52418289000
2014-10-09,50788353000
2014-10-10,50165808000
2014-10-13,49396116000
2014-10-14,49316883000
2014-10-15,48128388000
2014-10-16,48275535000
2014-10-17,49282926000
2014-10-20,49577220000
2014-10-21,50901543000
2014-10-22,50380869000
2014-10-23,50844948000
2014-10-24,51229794000
2014-10-27,51931572000
2014-10-28,52588074000
2014-10-29,52769178000
2014-10-30,53470956000
2014-10-31,54716046000
2014-11-03,54772641000
2014-11-04,54625494000
2014-11-05,54908469000
2014-11-06,54670770000
2014-11-07,55089573000
2014-11-10,55349910000
2014-11-11,55644203999
2014-11-12,55587609000
2014-11-13,55021659000
2014-11-14,54999021000
2014-11-17,54965064000
2014-11-18,55259358000
2014-11-19,55293315000
2014-11-20,55270677000
2014-11-21,56289387000
2014-11-24,56764785000
2014-11-25,56289387000
2014-11-26,56357301000
2014-11-28,56096964000
2014-12-01,54874512000
2014-12-02,55553652000
2014-12-03,55881903000
2014-12-04,55655523000
2014-12-05,56844018000
2014-12-08,56844018000
2014-12-09,56696871000
2014-12-10,55440462000
2014-12-11,55689480000
2014-12-12,53278533000
2014-12-15,52123995000
2014-12-16,51093966000
2014-12-17,52237185000
2014-12-18,54500985000
2014-12-19,54285924000
2014-12-22,54512303999
2014-12-23,55485738000
2014-12-24,55338591000
2014-12-26,55349910000
2014-12-29,55372548000
2014-12-30,55372548000
2014-12-31,54258740000
2015-01-02,54078628000
2015-01-05,52277508000
2015-01-06,50690271000
2015-01-07,51365691000
2015-01-08,52142424000
2015-01-09,51185579000
2015-01-12,50588958000
2015-01-13,49969823000
2015-01-14,49091777000
2015-01-15,48134932000
2015-01-16,49148061999
2015-01-20,48889151000
2015-01-21,49429486999
2015-01-22,50363818000
2015-01-23,48922922000
2015-01-26,48945436000
2015-01-27,48281273000
2015-01-28,46986718000
2015-01-29,47020489000
2015-01-30,46649008000
2015-02-02,48011105000
2015-02-03,49260632000
2015-02-04,48922922000
2015-02-05,49136805000
2015-02-06,49755940000
2015-02-09,49710911999
2015-02-10,50183706000
2015-02-11,50566444000
2015-02-12,50487645000
2015-02-13,51016724000
2015-02-17,51849742000
2015-02-18,50847869000
2015-02-19,51264378000
2015-02-20,51748429000
2015-02-23,51016724000
2015-02-24,51557060000
2015-02-25,51320663000
2015-02-26,51196836000
2015-02-27,50994210000
2015-03-02,51984826000
2015-03-03,52018597000
2015-03-04,51568317000
2015-03-05,51906027000
2015-03-06,52806586999
2015-03-09,52491391000
2015-03-10,50701528000
2015-03-11,51005467000
2015-03-12,52007340000
2015-03-13,51512032000
2015-03-16,52086139000
2015-03-17,51759686000
2015-03-18,51827228000
2015-03-19,50769070000
2015-03-20,51782200000
2015-03-23,51568317000
2015-03-24,51050495000
2015-03-25,50465131000
2015-03-26,50735299000
2015-03-27,50431360000
2015-03-30,51095523000
2015-03-31,50356890000
2015-04-01,50077440000
2015-04-02,50904612000
2015-04-06,50971680000
2015-04-07,50602806000
2015-04-08,50904612000
2015-04-09,51251130000
2015-04-10,50625162000
2015-04-13,51072282000
2015-04-14,50256288000
2015-04-15,50647518000
2015-04-16,50804010000
2015-04-17,50301000000
2015-04-20,50513382000
2015-04-21,50189220000
2015-04-22,50848722000
2015-04-23,50926968000
2015-04-24,50468670000
2015-04-27,50055084000
2015-04-28,50647518000
2015-04-29,51932988000
2015-04-30,51094638000
2015-05-01,51787674000
2015-05-04,52245972000
2015-05-05,51910632000
2015-05-06,51575292000
2015-05-07,51865920000
2015-05-08,52044768000
2015-05-11,53095500000
2015-05-12,52905474000
2015-05-13,52894296000
2015-05-14,52939008000
2015-05-15,52380108000
2015-05-18,52849584000
2015-05-19,53229636000
2015-05-20,53084322000
2015-05-21,53386128000
2015-05-22,53028432000
2015-05-26,52279506000
2015-05-27,52570134000
2015-05-28,52681914000
2015-05-29,52055946000
2015-06-01,52067124000
2015-06-02,52637202000
2015-06-03,53777358000
2015-06-04,53598510000
2015-06-05,54235656000
2015-06-08,54123876000
2015-06-09,54448038000
2015-06-10,56012958000
2015-06-11,55856466000
2015-06-12,55554660000
2015-06-15,55353456000
2015-06-16,56113560000
2015-06-17,55800576000
2015-06-18,56515968000
2015-06-19,56012958000
2015-06-22,57119580000
2015-06-23,57477276000
2015-06-24,56951910000
2015-06-25,56638926000
2015-06-26,57153114000
2015-06-29,55252854000
2015-06-30,55833110000
2015-07-01,56303048000
2015-07-02,56000945000
2015-07-06,55743598000
2015-07-07,55497440000
2015-07-08,54277839000
2015-07-09,54859667000
2015-07-10,55799543000
2015-07-13,56437316000
2015-07-14,56515639000
2015-07-15,57298869000
2015-07-16,57533838000
2015-07-17,57321247000
2015-07-20,57186979000
2015-07-21,57310058000
2015-07-22,57164601000
2015-07-23,56582773000
2015-07-24,55989756000
2015-07-27,55441495000
2015-07-28,56101646000
2015-07-29,57052711000
2015-07-30,56661096000
2015-07-31,55575763000
2015-08-03,55564573999
2015-08-04,55765976000
2015-08-05,55351983000
2015-08-06,55351983000
2015-08-07,54758966000
2015-08-10,56191158000
2015-08-11,54826100000
2015-08-12,54020492000
2015-08-13,54210705000
2015-08-14,54602320000
2015-08-17,54344973000
2015-08-18,54121193000
2015-08-19,53472231000
2015-08-20,51760314000
2015-08-21,49410623999
2015-08-24,47262336000
2015-08-25,46456728000
2015-08-26,48649772000
2015-08-27,50249798999
2015-08-28,50171476000
2015-08-31,49958885000
2015-09-01,47855353000
2015-09-02,48705717000
2015-09-03,48817607000
2015-09-04,47721085000
2015-09-08,48929497000
2015-09-09,48280535000
2015-09-10,48560260000
2015-09-11,48392425000
2015-09-14,48045566000
2015-09-15,49164466000
2015-09-16,49444191000
2015-09-17,47642762000
2015-09-18,46389594000
2015-09-21,46758831000
2015-09-22,46065113000
2015-09-23,46389594000
2015-09-24,46300082000
2015-09-25,47094501000
2015-09-28,45942034000
2015-09-29,46210570000
2015-09-30,46680018000
2015-10-01,46968852000
2015-10-02,46502274000
2015-10-05,47313231000
2015-10-06,47068833000
2015-10-07,47702046000
2015-10-08,48135297000
2015-10-09,47902008000
2015-10-12,47857572000
2015-10-13,47402103000
2015-10-14,46724454000
2015-10-15,47913117000
2015-10-16,48346368000
2015-10-19,48435240000
2015-10-20,48801837000
2015-10-21,48601875000
2015-10-22,49179543000
2015-10-23,50468187000
2015-10-26,49746102000
2015-10-27,48724074000
2015-10-28,50734803000
2015-10-29,50479296000
2015-10-30,49879410000
2015-11-02,50557059000
2015-11-03,50879220000
2015-11-04,49979391000
2015-11-05,49401723000
2015-11-06,51168054000
2015-11-09,50290443000
2015-11-10,50257116000
2015-11-11,49779429000
2015-11-12,48968472000
2015-11-13,49390614000
2015-11-16,49968282000
2015-11-17,49779429000
2015-11-18,50568168000
2015-11-19,50246007000
2015-11-20,50512623000
2015-11-23,50179353000
2015-11-24,50012718000
2015-11-25,50146026000
2015-11-27,50445969000
2015-11-30,50579277000
2015-12-01,51045855000
2015-12-02,50345988000
2015-12-03,49557249000
2015-12-04,50557059000
2015-12-07,49612794000
2015-12-08,48735183000
2015-12-09,48101970000
2015-12-10,48379695000
2015-12-11,46646691000
2015-12-14,45957933000
2015-12-15,47091051000
2015-12-16,48213060000
2015-12-17,46991070000
2015-12-18,45980151000
2015-12-21,46346748000
2015-12-22,46735563000
2015-12-23,47702046000
2015-12-24,47790918000
2015-12-28,47779809000
2015-12-29,48524112000
2015-12-30,48246387000
2015-12-31,47290368000
2016-01-04,46420736000
2016-01-05,45540096000
2016-01-06,43525632000
2016-01-07,41698304000
2016-01-08,41224960000
2016-01-11,40916736000
2016-01-12,41191936000
2016-01-13,42094592000
2016-01-14,42667008000
2016-01-15,42259712000
2016-01-19,41929472000
2016-01-20,41412096000
2016-01-21,41885440000
2016-01-22,43349504000
2016-01-25,42182656000
2016-01-26,42678016000
2016-01-27,42435840000
2016-01-28,42942208000
2016-01-29,43800832000
2016-02-01,43437568000
2016-02-02,41951488000
2016-02-03,41147904000
2016-02-04,38990336000
2016-02-05,38076672000
2016-02-08,36447488000
2016-02-09,36447488000
2016-02-10,36172288000
2016-02-11,34543104000
2016-02-12,36722688000
2016-02-16,37295104000
2016-02-17,38528000000
2016-02-18,38450944000
2016-02-19,38362880000
2016-02-22,38461952000
2016-02-23,37691392000
2016-02-24,37823488000
2016-02-25,38671104000
2016-02-26,39331584000
2016-02-29,38803200000
2016-03-01,40883712000
2016-03-02,41213952000
2016-03-03,41588224000
2016-03-04,41522176000
2016-03-07,42039552000
2016-03-08,40982784000
2016-03-09,41202944000
2016-03-10,41445120000
2016-03-11,43404544000
2016-03-14,43063296000
2016-03-15,42953216000
2016-03-16,42942208000
2016-03-17,43239424000
2016-03-18,43877888000
2016-03-21,43657728000
2016-03-22,43250432000
2016-03-23,42578944000
2016-03-24,41500160000
2016-03-28,42182656000
2016-03-29,41654272000
2016-03-30,43877888000
2016-03-31,43087748000
2016-04-01,43692913000
2016-04-04,42834679000
2016-04-05,42053466000
2016-04-06,42141490000
2016-04-07,41107208000
2016-04-08,41074199000
2016-04-11,41602343000
2016-04-12,42317538000
2016-04-13,43494859000
2016-04-14,43978991000
2016-04-15,43780937000
2016-04-18,44188048000
2016-04-19,44727195000
2016-04-20,45508408000
2016-04-21,45222330000
2016-04-22,45981537000
2016-04-25,45343363000
2016-04-26,45805489000
2016-04-27,45838498000
2016-04-28,44837225000
2016-04-29,44221057000
2016-05-02,44947255000
2016-05-03,43912973000
2016-05-04,43087748000
2016-05-05,41976445000
2016-05-06,42185502000
2016-05-09,42086475000
2016-05-10,43054739000
2016-05-11,42570607000
2016-05-12,42658631000
2016-05-13,42152493000
2016-05-16,42559604000
2016-05-17,42449574000
2016-05-18,44089021000
2016-05-19,43450847000
2016-05-20,43736925000
2016-05-23,43571880000
2016-05-24,44386102000
2016-05-25,44892240000
2016-05-26,44199051000
2016-05-27,44881237000
2016-05-31,44661177000
2016-06-01,44892240000
2016-06-02,44815219000
2016-06-03,43439844000
2016-06-06,43912973000
2016-06-07,43681910000
2016-06-08,43747928000
2016-06-09,42922703000
2016-06-10,42251520000
2016-06-13,42064469000
2016-06-14,41437298000
2016-06-15,41118211000
2016-06-16,41393286000
2016-06-17,41349274000
2016-06-20,41690367000
2016-06-21,41899424000
2016-06-22,41723376000
2016-06-23,43307808000
2016-06-24,38675545000
2016-06-27,35814765000
2016-06-28,36970080000
2016-06-29,38433479000
2016-06-30,39056745000
2016-07-01,38726595000
2016-07-05,37119865000
2016-07-06,37615090000
2016-07-07,37527050000
2016-07-08,38440465000
2016-07-11,39012725000
2016-07-12,39970160000
2016-07-13,39695035000
2016-07-14,41565885000
2016-07-15,41785985000
2016-07-18,42259200000
2016-07-19,42138145000
2016-07-20,42314225000
2016-07-21,42391260000
2016-07-22,42424275000
2016-07-25,42281210000
2016-07-26,42457290000
2016-07-27,42347240000
2016-07-28,42248195000
2016-07-29,41918045000
2016-08-01,41730960000
2016-08-02,41400810000
2016-08-03,42853470000
2016-08-04,38781620000
2016-08-05,40344330000
2016-08-08,40663475000
2016-08-09,40487395000
2016-08-10,39375890000
2016-08-11,39375890000
2016-08-12,38990715000
2016-08-15,39452925000
2016-08-16,39618000000
2016-08-17,39606995000
2016-08-18,39684030000
2016-08-19,39673025000
2016-08-22,39518955000
2016-08-23,39805085000
2016-08-24,40113225000
2016-08-25,40509405000
2016-08-26,40982620000
2016-08-29,41587895000
2016-08-30,42479300000
2016-08-31,42567340000
2016-09-01,42226185000
2016-09-02,42424275000
2016-09-06,42270205000
2016-09-07,42259200000
2016-09-08,42633370000
2016-09-09,43062565000
2016-09-12,43436735000
2016-09-13,43117590000
2016-09-14,42930505000
2016-09-15,43645830000
2016-09-16,42985530000
2016-09-19,43106585000
2016-09-20,43161610000
2016-09-21,43832915000
2016-09-22,43744875000
2016-09-23,43656835000
2016-09-26,42567340000
2016-09-27,42908495000
2016-09-28,43282665000
2016-09-29,42820455000
2016-09-30,43556918000
2016-10-03,43501908000
2016-10-04,43996998000
2016-10-05,45086196000
2016-10-06,46230404000
2016-10-07,46296416000
2016-10-10,46648480000
2016-10-11,46384432000
2016-10-12,46593470000
2016-10-13,45768320000
2016-10-14,45977358000
2016-10-17,45757318000
2016-10-18,45889342000
2016-10-19,45933350000
2016-10-20,45779322000
2016-10-21,45471266000
2016-10-24,45724312000
2016-10-25,45383250000
2016-10-26,45977358000
2016-10-27,46758500000
2016-10-28,46065374000
2016-10-31,46043370000
2016-11-01,45878340000
2016-11-02,45438260000
2016-11-03,46142388000
2016-11-04,45900344000
2016-11-07,47033550000
2016-11-08,46945534000
2016-11-09,50279140000
2016-11-10,52688578000
2016-11-11,52644570000
2016-11-14,53436714000
2016-11-15,53403708000
2016-11-16,52732586000
2016-11-17,53392706000
2016-11-18,53733768000
2016-11-21,53711764000
2016-11-22,53733768000
2016-11-23,54261864000
2016-11-25,54360882000
2016-11-28,53315692000
2016-11-29,53128658000
2016-11-30,53931804000
2016-12-01,55164028000
2016-12-02,54569920000
2016-12-05,54580922000
2016-12-06,54580922000
2016-12-07,55648116000
2016-12-08,56066192000
2016-12-09,56264228000
2016-12-12,55505090000
2016-12-13,55582104000
2016-12-14,55285050000
2016-12-15,56154208000
2016-12-16,53304690000
2016-12-19,52864610000
2016-12-20,53216674000
2016-12-21,53513728000
2016-12-22,53370702000
2016-12-23,53370702000
2016-12-27,53634750000
2016-12-28,52919620000
2016-12-29,52743588000
2016-12-30,52831604000
2017-01-03,52742648000
2017-01-04,53037056000
2017-01-05,52306488000
2017-01-06,52644512000
2017-01-09,52175640000
2017-01-10,52404624000
2017-01-11,52895304000
2017-01-12,52382816000
2017-01-13,52775360000
2017-01-17,52033888000
2017-01-18,52535472000
2017-01-19,52491856000
2017-01-20,52797168000
2017-01-23,52568184000
2017-01-24,53353272000
2017-01-25,54563616000
2017-01-26,54443672000
2017-01-27,54040224000
2017-01-30,53342368000
2017-01-31,52873496000
2017-02-01,52786264000
2017-02-02,50005744000
2017-02-03,50300152000
2017-02-06,50409192000
2017-02-07,50212920000
2017-02-08,49940320000
2017-02-09,51096144000
2017-02-10,51412360000
2017-02-13,51990272000
2017-02-14,52350104000
2017-02-15,52404624000
2017-02-16,52132024000
2017-02-17,51466880000
2017-02-21,51837616000
2017-02-22,51968464000
2017-02-23,52044792000
2017-02-24,51008912000
2017-02-27,51172472000
2017-02-28,50954392000
2017-03-01,52797168000
2017-03-02,51913944000
2017-03-03,53276944000
2017-03-06,52404624000
2017-03-07,51837616000
2017-03-08,51946656000
2017-03-09,52099312000
2017-03-10,52491856000
2017-03-13,52622704000
2017-03-14,52361008000
2017-03-15,52164736000
2017-03-16,52491856000
2017-03-17,51848520000
2017-03-20,51630440000
2017-03-21,50452808000
2017-03-22,50300152000
2017-03-23,50572752000
2017-03-24,50540040000
2017-03-27,50223824000
2017-03-28,50998008000
2017-03-29,50703600000
2017-03-30,51619536000
2017-03-31,50553180000
2017-04-03,50155800000
2017-04-04,50069880000
2017-04-05,49672500000
2017-04-06,50413560000
2017-04-07,50349120000
2017-04-10,50520960000
2017-04-11,50510220000
2017-04-12,49736940000
2017-04-13,48931440000
2017-04-17,49672500000
2017-04-18,48995880000
2017-04-19,48963660000
2017-04-20,49554360000
2017-04-21,49071060000
2017-04-24,49790640000
2017-04-25,50123580000
2017-04-26,49661760000
2017-04-27,49898040000
2017-04-28,49586580000
2017-05-01,49736940000
2017-05-02,49790640000
2017-05-03,49865820000
2017-05-04,50392080000
2017-05-05,50359860000
2017-05-08,50778720000
2017-05-09,50069880000
2017-05-10,49973220000
2017-05-11,49393260000
2017-05-12,48738120000
2017-05-15,49565100000
2017-05-16,49629540000
2017-05-17,47814480000
2017-05-18,47674860000
2017-05-19,48319260000
2017-05-22,47997060000
2017-05-23,48340740000
2017-05-24,48351480000
2017-05-25,48995880000
2017-05-26,48856260000
2017-05-30,48523320000
2017-05-31,48415920000
2017-06-01,49446960000
2017-06-02,49232160000
2017-06-05,48931440000
2017-06-06,48297780000
2017-06-07,48405180000
2017-06-08,49371780000
2017-06-09,50574660000
2017-06-12,50950560000
2017-06-13,51025740000
2017-06-14,51025740000
2017-06-15,50907600000
2017-06-16,51219060000
2017-06-19,51670140000
2017-06-20,51068700000
2017-06-21,50273940000
2017-06-22,49973220000
2017-06-23,50016180000
2017-06-26,50338380000
2017-06-27,50703540000
2017-06-28,52196400000
2017-06-29,52701180000
2017-06-30,52010208000
2017-07-03,53168115000
2017-07-05,52913163000
2017-07-06,52902540000
2017-07-07,53178738000
2017-07-10,53061885000
2017-07-11,52573227000
2017-07-12,52594473000
2017-07-13,52743195000
2017-07-14,52392636000
2017-07-17,52392636000
2017-07-18,51840240000
2017-07-19,52020831000
2017-07-20,51670272000
2017-07-21,51734010000
2017-07-24,51776502000
2017-07-25,52732572000
2017-07-26,51808371000
2017-07-27,52105815000
2017-07-28,52307652000
2017-07-31,52063323000
2017-08-01,52743195000
2017-08-02,52520112000
2017-08-03,50650464000
2017-08-04,51043515000
2017-08-07,51553419000
2017-08-08,51808371000
2017-08-09,51319713000
2017-08-10,49651902000
2017-08-11,49726263000
2017-08-14,50544234000
2017-08-15,50756694000
2017-08-16,50937285000
2017-08-17,49874985000
2017-08-18,49949346000
2017-08-21,49588164000
2017-08-22,50108691000
2017-08-23,49981215000
2017-08-24,50565480000
2017-08-25,50979777000
2017-08-28,50533611000
2017-08-29,49641279000
2017-08-30,49991838000
2017-08-31,49747509000
2017-09-01,50777940000
2017-09-05,50257413000
2017-09-06,50937285000
2017-09-07,49726263000
2017-09-08,50076822000
2017-09-11,50554857000
2017-09-12,51521550000
2017-09-13,51680895000
2017-09-14,51362205000
2017-09-15,51564042000
2017-09-18,51946470000
2017-09-19,52551981000
2017-09-20,53253099000
2017-09-21,53593035000
2017-09-22,53688642000
2017-09-25,54017955000
2017-09-26,54676581000
2017-09-27,55090878000
2017-09-28,54517236000
2017-09-29,55186485000
2017-10-02,54877350000
2017-10-03,55151000000
2017-10-04,55277300000
2017-10-05,55340450000
2017-10-06,55803550000
2017-10-09,55771975000
2017-10-10,55929850000
2017-10-11,55624625000
2017-10-12,55498325000
2017-10-13,55487800000
2017-10-16,55645675000
2017-10-17,55129950000
2017-10-18,55572000000
2017-10-19,55771975000
2017-10-20,56087725000
2017-10-23,56245600000
2017-10-24,56982350000
2017-10-25,56771850000
2017-10-26,57056025000
2017-10-27,57140225000
2017-10-30,56803425000
2017-10-31,56392950000
2017-11-01,56698175000
2017-11-02,58655825000
2017-11-03,57498075000
2017-11-06,57182325000
2017-11-07,56203500000
2017-11-08,55803550000
2017-11-09,55582525000
2017-11-10,54940500000
2017-11-13,54898400000
2017-11-14,54730000000
2017-11-15,54561600000
2017-11-16,54245850000
2017-11-17,54361625000
2017-11-20,54698425000
2017-11-21,54424775000
2017-11-22,54424775000
2017-11-24,54551075000
2017-11-27,54066925000
2017-11-28,55414125000
2017-11-29,56361375000
2017-11-30,56498200000
2017-12-01,56424525000
2017-12-04,56435050000
2017-12-05,55824600000
2017-12-06,55782500000
2017-12-07,56435050000
2017-12-08,56582400000
2017-12-11,56456100000
2017-12-12,56487675000
2017-12-13,55614100000
2017-12-14,55245725000
2017-12-15,54109025000
2017-12-18,53603825000
2017-12-19,53456475000
2017-12-20,53688025000
2017-12-21,53709075000
2017-12-22,53424900000
2017-12-26,53330175000
2017-12-27,53414375000
2017-12-28,53540675000
2017-12-29,53214400000
2018-01-02,51981462000
2018-01-03,52312950000
2018-01-04,53203824000
2018-01-05,53701056000
2018-01-08,53846082000
2018-01-09,54239724000
2018-01-10,54933777000
2018-01-11,55410291000
2018-01-12,55244547000
2018-01-16,53711415000
2018-01-17,54436545000
2018-01-18,54850905000
2018-01-19,55317060000
2018-01-22,55783215000
2018-01-23,55534599000
2018-01-24,56042190000
2018-01-25,55938600000
2018-01-26,56736243000
2018-01-29,56352960000
2018-01-30,51515307000
2018-01-31,49795713000
2018-02-01,50127201000
2018-02-02,49267404000
2018-02-05,47537451000
2018-02-06,47858580000
2018-02-07,47920734000
2018-02-08,45869652000
2018-02-09,46211499000
2018-02-12,46221858000
2018-02-13,46822680000
2018-02-14,48376530000
2018-02-15,48407607000
2018-02-16,48314376000
2018-02-20,48573351000
2018-02-21,48635505000
2018-02-22,48304017000
2018-02-23,49174173000
2018-02-26,49257045000
2018-02-27,48915198000
2018-02-28,47848221000
2018-03-01,47371707000
2018-03-02,47133450000
2018-03-05,48055401000
2018-03-06,48759813000
2018-03-07,48739095000
2018-03-08,48521556000
2018-03-09,49557456000
2018-03-12,48708018000
2018-03-13,48790890000
2018-03-14,48594069000
2018-03-15,48645864000
2018-03-16,49018788000
2018-03-19,48780531000
2018-03-20,48894480000
2018-03-21,48915198000
2018-03-22,47350989000
2018-03-23,45662472000
2018-03-26,47806785000
2018-03-27,47123091000
2018-03-28,47547810000
2018-03-29,47537451000
2018-04-02,45722312000
2018-04-03,46341828000
2018-04-04,46565260000
2018-04-05,46748068000
2018-04-06,45976212000
2018-04-09,46260580000
2018-04-10,47184776000
2018-04-11,46768380000
2018-04-12,47763668000
2018-04-13,47651952000
2018-04-16,48129284000
2018-04-17,47631640000
2018-04-18,47733200000
2018-04-19,48180064000
2018-04-20,48230844000
2018-04-23,48139440000
2018-04-24,48352716000
2018-04-25,48576148000
2018-04-26,48921452000
2018-04-27,49144884000
2018-04-30,48413652000
2018-05-01,48037880000
2018-05-02,45752780000
2018-05-03,45356696000
2018-05-04,46951188000
2018-05-07,47682420000
2018-05-08,47276180000
2018-05-09,47316804000
2018-05-10,47621484000
2018-05-11,47499612000
2018-05-14,47692576000
2018-05-15,48220688000
2018-05-16,48637084000
2018-05-17,48931608000
2018-05-18,48525368000
2018-05-21,48840204000
2018-05-22,49215976000
2018-05-23,49205820000
2018-05-24,48748800000
2018-05-25,48413652000
2018-05-29,45864496000
2018-05-30,46971500000
2018-05-31,46707444000
2018-06-01,47387896000
2018-06-04,47052748000
2018-06-05,47123840000
2018-06-06,47885540000
2018-06-07,47824604000
2018-06-08,48149596000
2018-06-11,48342560000
2018-06-12,48230844000
2018-06-13,47733200000
2018-06-14,47499612000
2018-06-15,47032436000
2018-06-18,47357428000
2018-06-19,46443388000
2018-06-20,46504324000
2018-06-21,46372296000
2018-06-22,46423076000
2018-06-25,45905120000
2018-06-26,45702000000
2018-06-27,44584840000
2018-06-28,44625464000
2018-06-29,44280160000
2018-07-02,42997948527
2018-07-03,42820352594
2018-07-05,42978215645
2018-07-06,43145945137
2018-07-09,44862705817
2018-07-10,44310185138
2018-07-11,43501137002
2018-07-12,43599801409
2018-07-13,43609667849
2018-07-16,43846462426
2018-07-17,43599801409
2018-07-18,44359517342
2018-07-19,43580068527
2018-07-20,43175544459
2018-07-23,43994459036
2018-07-24,44310185138
2018-07-25,44122722765
2018-07-26,44616044800
2018-07-27,44951503783
2018-07-30,45148832597
2018-07-31,45129099716
2018-08-01,45010702427
2018-08-02,45573089547
2018-08-03,44724575647
2018-08-06,45296829207
2018-08-07,45434959377
2018-08-08,45750685479
2018-08-09,45504024462
2018-08-10,44053657680
2018-08-13,43836595985
2018-08-14,44497647511
2018-08-15,44260852935
2018-08-16,44961370224
2018-08-17,45326428529
2018-08-20,45504024462
2018-08-21,46184808869
2018-08-22,45790151242
2018-08-23,45356027851
2018-08-24,45800017682
2018-08-27,46431469887
2018-08-28,46313072598
2018-08-29,46342671920
2018-08-30,45533623784
2018-08-31,45277096326
2018-09-04,45513890902
2018-09-05,45711219716
2018-09-06,45217897682
2018-09-07,45109366834
2018-09-10,44981103105
2018-09-11,44606178359
2018-09-12,44310185138
2018-09-13,44912038020
2018-09-14,45908548530
2018-09-17,45573089547
2018-09-18,46184808869
2018-09-19,47082654972
2018-09-20,47773305820
2018-09-21,48138364126
2018-09-24,47674641414
2018-09-25,47279983786
2018-09-26,46559733616
2018-09-27,46273606836
2018-09-28,46096010903
2018-10-01,45848631000
2018-10-02,45446708000
2018-10-03,46093706000
2018-10-04,46828931000
2018-10-05,46348584000
2018-10-08,46819128000
2018-10-09,46505432000
2018-10-10,45250648000
2018-10-11,42897928000
2018-10-12,42966549000
2018-10-15,42907731000
