,OMC
2013-11-26,18557136000
2013-11-27,18495072000
2013-11-29,18476970000
2013-12-02,18614028000
2013-12-03,18277848000
2013-12-04,17954598000
2013-12-05,18210612000
2013-12-06,18438180000
2013-12-09,18389046000
2013-12-10,18270090000
2013-12-11,18052866000
2013-12-12,17817540000
2013-12-13,17796852000
2013-12-16,18006318000
2013-12-17,18060624000
2013-12-18,18244230000
2013-12-19,18774360000
2013-12-20,18484728000
2013-12-23,18414906000
2013-12-24,18575238000
2013-12-26,18810564000
2013-12-27,18986412000
2013-12-30,19133814000
2013-12-31,19269267000
2014-01-02,19173400000
2014-01-03,19116398000
2014-01-06,18655200000
2014-01-07,18849525000
2014-01-08,18528241000
2014-01-09,18717384000
2014-01-10,18971302000
2014-01-13,18528241000
2014-01-14,19150081000
2014-01-15,19302950000
2014-01-16,19264085000
2014-01-17,19225220000
2014-01-21,19188946000
2014-01-22,19077533000
2014-01-23,18994621000
2014-01-24,18787341000
2014-01-27,18644836000
2014-01-28,18960938000
2014-01-29,18774386000
2014-01-30,19168218000
2014-01-31,18805478000
2014-02-03,18328734000
2014-02-04,18696656000
2014-02-05,18678519000
2014-02-06,19010167000
2014-02-07,19225220000
2014-02-10,19217447000
2014-02-11,18914300000
2014-02-12,18880617000
2014-02-13,19274449000
2014-02-14,19676054000
2014-02-18,19733056000
2014-02-19,19549095000
2014-02-20,19411772000
2014-02-21,19318496000
2014-02-24,19652735000
2014-02-25,19795240000
2014-02-26,19515412000
2014-02-27,19505048000
2014-02-28,19608688000
2014-03-03,19295177000
2014-03-04,19492093000
2014-03-05,19370316000
2014-03-06,19577596000
2014-03-07,19562050000
2014-03-10,19061987000
2014-03-11,18976484000
2014-03-12,18963529000
2014-03-13,18732930000
2014-03-14,18719975000
2014-03-17,18862480000
2014-03-18,18914300000
2014-03-19,18585243000
2014-03-20,18769204000
2014-03-21,18670746000
2014-03-24,18652609000
2014-03-25,18655200000
2014-03-26,18810660000
2014-03-27,18699247000
2014-03-28,18735521000
2014-03-31,18600120000
2014-04-01,18538632000
2014-04-02,18423342000
2014-04-03,18536070000
2014-04-04,18464334000
2014-04-07,17885322000
2014-04-08,17905818000
2014-04-09,18067224000
2014-04-10,17787966000
2014-04-11,17452344000
2014-04-14,17644494000
2014-04-15,17690610000
2014-04-16,18195324000
2014-04-17,18231192000
2014-04-21,18315738000
2014-04-22,17900694000
2014-04-23,17621436000
2014-04-24,17908380000
2014-04-25,17398542000
2014-04-28,17009118000
2014-04-29,17085978000
2014-04-30,17339616000
2014-05-01,17173086000
2014-05-02,17185896000
2014-05-05,17085978000
2014-05-06,16939944000
2014-05-07,16852836000
2014-05-08,16960440000
2014-05-09,17334492000
2014-05-12,17557386000
2014-05-13,17618874000
2014-05-14,17167962000
2014-05-15,17354988000
2014-05-16,17237136000
2014-05-19,17267880000
2014-05-20,17367798000
2014-05-21,17542014000
2014-05-22,17744412000
2014-05-23,17862264000
2014-05-27,17949372000
2014-05-28,18100530000
2014-05-29,18205572000
2014-05-30,18228630000
2014-06-02,18346482000
2014-06-03,18210696000
2014-06-04,18154332000
2014-06-05,18279870000
2014-06-06,18190200000
2014-06-09,18302928000
2014-06-10,18215820000
2014-06-11,18039042000
2014-06-12,17969868000
2014-06-13,17992926000
2014-06-16,17949372000
2014-06-17,18028794000
2014-06-18,18036480000
2014-06-19,18205572000
2014-06-20,18343920000
2014-06-23,18218382000
2014-06-24,18282432000
2014-06-25,18328548000
2014-06-26,18279870000
2014-06-27,18382350000
2014-06-30,17904708000
2014-07-01,18053034000
2014-07-02,17947446000
2014-07-03,18447732000
2014-07-07,18264210000
2014-07-08,18053034000
2014-07-09,18113370000
2014-07-10,17939904000
2014-07-11,17917278000
2014-07-14,17887110000
2014-07-15,17854428000
2014-07-16,17939904000
2014-07-17,17866998000
2014-07-18,17982642000
2014-07-21,17932362000
2014-07-22,18213930000
2014-07-23,18166164000
2014-07-24,18317004000
2014-07-25,18633768000
2014-07-28,18342144000
2014-07-29,18115884000
2014-07-30,18030408000
2014-07-31,17595486000
2014-08-01,17736270000
2014-08-04,17806662000
2014-08-05,17706102000
2014-08-06,17673420000
2014-08-07,17623140000
2014-08-08,17841858000
2014-08-11,17937390000
2014-08-12,17874540000
2014-08-13,17894652000
2014-08-14,18080688000
2014-08-15,18007782000
2014-08-18,18153594000
2014-08-19,18025380000
2014-08-20,18108342000
2014-08-21,18254154000
2014-08-22,18123426000
2014-08-25,18053034000
2014-08-26,18078174000
2014-08-27,18178734000
2014-08-28,18156108000
2014-08-29,18103314000
2014-09-02,18135996000
2014-09-03,18108342000
2014-09-04,18103314000
2014-09-05,18181248000
2014-09-08,18025380000
2014-09-09,18090744000
2014-09-10,18025380000
2014-09-11,17942418000
2014-09-12,17856942000
2014-09-15,17683476000
2014-09-16,17753868000
2014-09-17,17680962000
2014-09-18,17763924000
2014-09-19,17771466000
2014-09-22,17582916000
2014-09-23,17278722000
2014-09-24,17479842000
2014-09-25,17356656000
2014-09-26,17590458000
2014-09-29,17381796000
2014-09-30,17146140000
2014-10-01,16792560000
2014-10-02,16715369999
2014-10-03,16946940000
2014-10-06,16809990000
2014-10-07,16434000000
2014-10-08,16683000000
2014-10-09,16416570000
2014-10-10,16314479999
2014-10-13,16167570000
2014-10-14,16376729999
2014-10-15,16371750000
2014-10-16,16473840000
2014-10-17,16710390000
2014-10-20,16752720000
2014-10-21,17183490000
2014-10-22,16675530000
2014-10-23,17278110000
2014-10-24,17477310000
2014-10-27,17230800000
2014-10-28,17432490000
2014-10-29,17454900000
2014-10-30,17619240000
2014-10-31,17893140000
2014-11-03,18082380000
2014-11-04,17965350000
2014-11-05,18010170000
2014-11-06,18129690000
2014-11-07,18104790000
2014-11-10,18169530000
2014-11-11,18199410000
2014-11-12,18276600000
2014-11-13,18336360000
2014-11-14,18443430000
2014-11-17,18500700000
2014-11-18,18575400000
2014-11-19,18642630000
2014-11-20,18590340000
2014-11-21,18679980000
2014-11-24,18951390000
2014-11-25,18966330000
2014-11-26,19083360000
2014-11-28,19240230000
2014-12-01,19225290000
2014-12-02,19389630000
2014-12-03,19402080000
2014-12-04,19459350000
2014-12-05,19504170000
2014-12-08,19524090000
2014-12-09,19461840000
2014-12-10,19292520000
2014-12-11,19299990000
2014-12-12,18926490000
2014-12-15,18797010000
2014-12-16,18625200000
2014-12-17,18983760000
2014-12-18,19182960000
2014-12-19,19100790000
2014-12-22,19173000000
2014-12-23,19334850000
2014-12-24,19265130000
2014-12-26,19287540000
2014-12-29,19409550000
2014-12-30,19322400000
2014-12-31,19088608000
2015-01-02,18709152000
2015-01-05,18374048000
2015-01-06,18253312000
2015-01-07,18314912000
2015-01-08,18603200000
2015-01-09,18440576000
2015-01-12,18332160000
2015-01-13,18339552000
2015-01-14,18401152000
2015-01-15,18024160000
2015-01-16,18130112000
2015-01-20,18169536000
2015-01-21,18388832000
2015-01-22,18588416000
2015-01-23,18322304000
2015-01-26,18378976000
2015-01-27,18179392000
2015-01-28,18075904000
2015-01-29,18280416000
2015-01-30,17937920000
2015-02-02,18024160000
2015-02-03,18292736000
2015-02-04,18253312000
2015-02-05,18539136000
2015-02-06,18447968000
2015-02-09,18679584000
2015-02-10,18526816000
2015-02-11,18635232000
2015-02-12,18842208000
2015-02-13,19110784000
2015-02-17,19022080000
2015-02-18,19054112000
2015-02-19,19194560000
2015-02-20,19204416000
2015-02-23,19177312000
2015-02-24,19251232000
2015-02-25,19502560000
2015-02-26,19761280000
2015-02-27,19598656000
2015-03-02,19840128000
2015-03-03,19697216000
2015-03-04,19485312000
2015-03-05,19293120000
2015-03-06,18999904000
2015-03-09,19140352000
2015-03-10,18864384000
2015-03-11,18815104000
2015-03-12,19145280000
2015-03-13,18987584000
2015-03-16,19216736000
2015-03-17,19007296000
2015-03-18,19251232000
2015-03-19,19275872000
2015-03-20,19295584000
2015-03-23,19335008000
2015-03-24,19216736000
2015-03-25,19034400000
2015-03-26,18935840000
2015-03-27,18977728000
2015-03-30,19229056000
2015-03-31,19066110000
2015-04-01,18992760000
2015-04-02,19247040000
2015-04-06,19320390000
2015-04-07,19137015000
2015-04-08,19293495000
2015-04-09,19100340000
2015-04-10,19222590000
2015-04-13,18929190000
2015-04-14,19058775000
2015-04-15,18921855000
2015-04-16,18921855000
2015-04-17,18811830000
2015-04-20,19041660000
2015-04-21,18738480000
2015-04-22,19036770000
2015-04-23,19022100000
2015-04-24,18948750000
2015-04-27,18890070000
2015-04-28,18667575000
2015-04-29,18640680000
2015-04-30,18523320000
2015-05-01,18765375000
2015-05-04,18843615000
2015-05-05,18648015000
2015-05-06,18518430000
2015-05-07,18652905000
2015-05-08,18848505000
2015-05-11,18799605000
2015-05-12,18684690000
2015-05-13,18767820000
2015-05-14,19019655000
2015-05-15,19102785000
2015-05-18,19075890000
2015-05-19,19019655000
2015-05-20,18965865000
2015-05-21,18970755000
2015-05-22,18819165000
2015-05-26,18462195000
2015-05-27,18491535000
2015-05-28,18427965000
2015-05-29,18222585000
2015-06-01,18261705000
2015-06-02,18242145000
2015-06-03,18330165000
2015-06-04,18088110000
2015-06-05,17987865000
2015-06-08,17938965000
2015-06-09,17802045000
2015-06-10,17899845000
2015-06-11,17877840000
2015-06-12,17726250000
2015-06-15,17535540000
2015-06-16,17684685000
2015-06-17,17755590000
2015-06-18,17787375000
2015-06-19,17640675000
2015-06-22,17792265000
2015-06-23,17567325000
2015-06-24,17344830000
2015-06-25,17266590000
2015-06-26,17320380000
2015-06-29,16919400000
2015-06-30,16899967999
2015-07-01,16999680000
2015-07-02,16868352000
2015-07-06,16844032000
2015-07-07,17152896000
2015-07-08,16965632000
2015-07-09,17264768000
2015-07-10,17678208000
2015-07-13,17668480000
2015-07-14,17668480000
2015-07-15,17753600000
2015-07-16,17863040000
2015-07-17,17948160000
2015-07-20,18011392000
2015-07-21,17792512000
2015-07-22,17923840000
2015-07-23,17763328000
2015-07-24,17471488000
2015-07-27,17381504000
2015-07-28,17610112000
2015-07-29,17802240000
2015-07-30,17724416000
2015-07-31,17773056000
2015-08-03,17685504000
2015-08-04,17700096000
2015-08-05,17982208000
2015-08-06,17576064000
2015-08-07,17622272000
2015-08-10,17994368000
2015-08-11,17721984000
2015-08-12,17753600000
2015-08-13,17780352000
2015-08-14,17892224000
2015-08-17,17965184000
2015-08-18,17816832000
2015-08-19,17644160000
2015-08-20,17121280000
2015-08-21,16758912000
2015-08-24,16245760000
2015-08-25,16090112000
2015-08-26,16396544000
2015-08-27,16486528000
2015-08-28,16474367999
2015-08-31,16289536000
2015-09-01,15849344000
2015-09-02,16163071999
2015-09-03,16255488000
2015-09-04,16060928000
2015-09-08,16549760000
2015-09-09,16308992000
2015-09-10,16391680000
2015-09-11,16454912000
2015-09-14,16330880000
2015-09-15,16588671999
2015-09-16,16946176000
2015-09-17,16795392000
2015-09-18,16381952000
2015-09-21,16452480000
2015-09-22,16240896000
2015-09-23,16250623999
2015-09-24,16143615999
2015-09-25,15987967999
2015-09-28,15756928000
2015-09-29,15771519999
2015-09-30,15816000000
2015-10-01,15818400000
2015-10-02,16320000000
2015-10-05,16500000000
2015-10-06,16483200000
2015-10-07,16783200000
2015-10-08,17028000000
2015-10-09,17025600000
2015-10-12,17063999999
2015-10-13,17020800000
2015-10-14,17008800000
2015-10-15,17210400000
2015-10-16,17323200000
2015-10-19,17335200000
2015-10-20,17366400000
2015-10-21,17474400000
2015-10-22,17844000000
2015-10-23,17697600000
2015-10-26,17892000000
2015-10-27,17980800000
2015-10-28,17961600000
2015-10-29,18079200000
2015-10-30,17980800000
2015-11-02,18000000000
2015-11-03,17954400000
2015-11-04,17647200000
2015-11-05,17580000000
2015-11-06,17640000000
2015-11-09,17404800000
2015-11-10,17548800000
2015-11-11,17536800000
2015-11-12,17431200000
2015-11-13,17167200000
2015-11-16,17517600000
2015-11-17,17287200000
2015-11-18,17493600000
2015-11-19,17556000000
2015-11-20,17700000000
2015-11-23,17731200000
2015-11-24,17522400000
2015-11-25,17769600000
2015-11-27,17685600000
2015-11-30,17740800000
2015-12-01,18000000000
2015-12-02,17793600000
2015-12-03,17784000000
2015-12-04,18057600000
2015-12-07,18367200000
2015-12-08,18314400000
2015-12-09,18002400000
2015-12-10,18105600000
2015-12-11,17808000000
2015-12-14,17781600000
2015-12-15,17755200000
2015-12-16,17935200000
2015-12-17,17680800000
2015-12-18,17668800000
2015-12-21,17853600000
2015-12-22,18098400000
2015-12-23,18319200000
2015-12-24,18259200000
2015-12-28,18362400000
2015-12-29,18516000000
2015-12-30,18391200000
2015-12-31,18158400000
2016-01-04,17656800000
2016-01-05,17750400000
2016-01-06,17265600000
2016-01-07,16922400000
2016-01-08,16776000000
2016-01-11,16716000000
2016-01-12,16992000000
2016-01-13,16620000000
2016-01-14,16980000000
2016-01-15,16720800000
2016-01-19,16533600000
2016-01-20,16305600000
2016-01-21,16476000000
2016-01-22,16946400000
2016-01-25,16771199999
2016-01-26,17277600000
2016-01-27,17164799999
2016-01-28,17253600000
2016-01-29,17604000000
2016-02-01,17748000000
2016-02-02,17368800000
2016-02-03,17392800000
2016-02-04,17436000000
2016-02-05,17090399999
2016-02-08,16732800000
2016-02-09,17188800000
2016-02-10,17632800000
2016-02-11,17253600000
2016-02-12,17604000000
2016-02-16,18180000000
2016-02-17,18110400000
2016-02-18,18242400000
2016-02-19,18364800000
2016-02-22,18508800000
2016-02-23,18436800000
2016-02-24,18456000000
2016-02-25,18650400000
2016-02-26,18626400000
2016-02-29,18674400000
2016-03-01,18960000000
2016-03-02,18818400000
2016-03-03,18813600000
2016-03-04,18902400000
2016-03-07,18840000000
2016-03-08,18686400000
2016-03-09,18631200000
2016-03-10,18619200000
2016-03-11,18948000000
2016-03-14,18952800000
2016-03-15,18933600000
2016-03-16,19125600000
2016-03-17,19310400000
2016-03-18,19435200000
2016-03-21,19555200000
2016-03-22,19521600000
2016-03-23,19509600000
2016-03-24,19521600000
2016-03-28,19728000000
2016-03-29,19872000000
2016-03-30,19996800000
2016-03-31,19783771000
2016-04-01,19943030000
2016-04-04,19938276000
2016-04-05,19805164000
2016-04-06,19966800000
2016-04-07,19707707000
2016-04-08,19764755000
2016-04-11,19807541000
2016-04-12,20047618000
2016-04-13,20066634000
2016-04-14,19904998000
2016-04-15,20038110000
2016-04-18,20263925000
2016-04-19,20142698000
2016-04-20,19826557000
2016-04-21,19971554000
2016-04-22,19912129000
2016-04-25,19852704000
2016-04-26,19940653000
2016-04-27,19997701000
2016-04-28,19771886000
2016-04-29,19721969000
2016-05-02,19874097000
2016-05-03,19836065000
2016-05-04,19812295000
2016-05-05,19790902000
2016-05-06,19957292000
2016-05-09,19888359000
2016-05-10,20104666000
2016-05-11,19995324000
2016-05-12,20028602000
2016-05-13,19902621000
2016-05-16,20028602000
2016-05-17,19800410000
2016-05-18,19783771000
2016-05-19,19588857000
2016-05-20,19679183000
2016-05-23,19536563000
2016-05-24,19700576000
2016-05-25,19505662000
2016-05-26,19536563000
2016-05-27,19643528000
2016-05-31,19807541000
2016-06-01,19717215000
2016-06-02,19738608000
2016-06-03,19477138000
2016-06-06,19595988000
2016-06-07,19793279000
2016-06-08,20292449000
2016-06-09,20061880000
2016-06-10,19807541000
2016-06-13,19527055000
2016-06-14,19455745000
2016-06-15,19401074000
2016-06-16,19422467000
2016-06-17,19336895000
2016-06-20,19717215000
2016-06-21,19795656000
2016-06-22,19928768000
2016-06-23,20194992000
2016-06-24,19180013000
2016-06-27,18438389000
2016-06-28,18737891000
2016-06-29,19039770000
2016-06-30,19345726000
2016-07-01,19393206000
2016-07-05,19167676000
2016-07-06,19329108000
2016-07-07,19540394000
2016-07-08,19732688000
2016-07-11,19932104000
2016-07-12,20069796000
2016-07-13,20169504000
2016-07-14,19732688000
2016-07-15,19651972000
2016-07-18,19713696000
2016-07-19,19780168000
2016-07-20,19865632000
2016-07-21,19426442000
2016-07-22,19625858000
2016-07-25,19651972000
2016-07-26,19613988000
2016-07-27,19552264000
2016-07-28,19635354000
2016-07-29,19535646000
2016-08-01,19609240000
2016-08-02,19288750000
2016-08-03,19255514000
2016-08-04,19355222000
2016-08-05,19571256000
2016-08-08,19452556000
2016-08-09,19435938000
2016-08-10,19521402000
2016-08-11,19739810000
2016-08-12,20003324000
2016-08-15,20245472000
2016-08-16,19953470000
2016-08-17,20076918000
2016-08-18,19986706000
2016-08-19,20024690000
2016-08-22,20043682000
2016-08-23,20100658000
2016-08-24,20041308000
2016-08-25,20031812000
2016-08-26,20072170000
2016-08-29,20378416000
2016-08-30,20501864000
2016-08-31,20447262000
2016-09-01,20475750000
2016-09-02,20582580000
2016-09-06,20504238000
2016-09-07,20689410000
2016-09-08,20430644000
2016-09-09,19882250000
2016-09-12,20250220000
2016-09-13,19882250000
2016-09-14,19837144000
2016-09-15,20086414000
2016-09-16,19932104000
2016-09-19,19943974000
2016-09-20,19953470000
2016-09-21,20155260000
2016-09-22,20264464000
2016-09-23,19996202000
2016-09-26,19910738000
2016-09-27,20169504000
2016-09-28,20245472000
2016-09-29,19953470000
2016-09-30,20102500000
2016-10-03,19970060000
2016-10-04,19705180000
2016-10-05,19617675000
2016-10-06,19643690000
2016-10-07,19449760000
2016-10-10,19549090000
2016-10-11,19378810000
2016-10-12,19553820000
2016-10-13,19409555000
2016-10-14,19598755000
2016-10-17,19589295000
2016-10-18,19125755000
2016-10-19,19000410000
2016-10-20,18832495000
2016-10-21,18860875000
2016-10-24,19026425000
2016-10-25,18938920000
2016-10-26,18825400000
2016-10-27,18711880000
2016-10-28,18837225000
2016-10-31,18877430000
2016-11-01,18733165000
2016-11-02,18683500000
2016-11-03,18737895000
2016-11-04,18806480000
2016-11-07,19059535000
2016-11-08,19241640000
2016-11-09,19111565000
2016-11-10,19007505000
2016-11-11,19234545000
2016-11-14,19676800000
2016-11-15,19849445000
2016-11-16,20083580000
2016-11-17,20641720000
2016-11-18,20067025000
2016-11-21,20419410000
2016-11-22,20748145000
2016-11-23,20752875000
2016-11-25,20923155000
2016-11-28,20859300000
2016-11-29,20892410000
2016-11-30,20561310000
2016-12-01,20719765000
2016-12-02,20419410000
2016-12-05,20350825000
2016-12-06,19927490000
2016-12-07,20190005000
2016-12-08,20204195000
2016-12-09,20544755000
2016-12-12,20651180000
2016-12-13,20887680000
2016-12-14,20785985000
2016-12-15,20816730000
2016-12-16,20381570000
2016-12-19,20310620000
2016-12-20,20398125000
2016-12-21,20324810000
2016-12-22,20374475000
2016-12-23,20426505000
2016-12-27,20540025000
2016-12-28,20329540000
2016-12-29,20263320000
2016-12-30,20128515000
2017-01-03,19957422000
2017-01-04,20105220000
2017-01-05,19955076000
2017-01-06,20131026000
2017-01-09,20032494000
2017-01-10,19997304000
2017-01-11,20138064000
2017-01-12,20046570000
2017-01-13,20013726000
2017-01-17,19898772000
2017-01-18,19980882000
2017-01-19,19837776000
2017-01-20,19971498000
2017-01-23,19926924000
2017-01-24,20152140000
2017-01-25,20264748000
2017-01-26,20417238000
2017-01-27,20405508000
2017-01-30,20431314000
2017-01-31,20093490000
2017-02-01,19948038000
2017-02-02,19990266000
2017-02-03,20105220000
2017-02-06,20501694000
2017-02-07,19767396000
2017-02-08,19933962000
2017-02-09,19858890000
2017-02-10,20018418000
2017-02-13,20159178000
2017-02-14,19948038000
2017-02-15,20091144000
2017-02-16,20016072000
2017-02-17,20020764000
2017-02-21,20018418000
2017-02-22,20004342000
2017-02-23,20020764000
2017-02-24,20213136000
2017-02-27,20217828000
2017-02-28,19964460000
2017-03-01,20253018000
2017-03-02,20245980000
2017-03-03,20032494000
2017-03-06,19826046000
2017-03-07,19727514000
2017-03-08,19964460000
2017-03-09,19952730000
2017-03-10,19821354000
2017-03-13,19779126000
2017-03-14,19788510000
2017-03-15,19908156000
2017-03-16,19903464000
2017-03-17,19926924000
2017-03-20,19854198000
2017-03-21,19788510000
2017-03-22,19861236000
2017-03-23,19828392000
2017-03-24,19783818000
2017-03-27,19753320000
2017-03-28,20013726000
2017-03-29,19966806000
2017-03-30,20152140000
2017-03-31,20009341000
2017-04-03,19890970000
2017-04-04,19914180000
2017-04-05,19865439000
2017-04-06,19858476000
2017-04-07,19895612000
2017-04-10,19728500000
2017-04-11,19675117000
2017-04-12,19651907000
2017-04-13,19603166000
2017-04-17,20000057000
2017-04-18,19380350000
2017-04-19,19391955000
2017-04-20,19514968000
2017-04-21,19322325000
2017-04-24,19322325000
2017-04-25,19389634000
2017-04-26,19259658000
2017-04-27,19285189000
2017-04-28,19060052000
2017-05-01,19190028000
2017-05-02,19255016000
2017-05-03,19255016000
2017-05-04,19248053000
2017-05-05,19424449000
2017-05-08,19433733000
2017-05-09,19496400000
2017-05-10,19512647000
2017-05-11,19489437000
2017-05-12,19292152000
2017-05-15,19101830000
2017-05-16,19011311000
2017-05-17,18957928000
2017-05-18,19118077000
2017-05-19,19347856000
2017-05-22,19429091000
2017-05-23,19245732000
2017-05-24,19299115000
2017-05-25,19403560000
2017-05-26,19324646000
2017-05-30,19357140000
2017-05-31,19431412000
2017-06-01,19788846000
2017-06-02,19756352000
2017-06-05,19593882000
2017-06-06,19190028000
2017-06-07,18742075000
2017-06-08,18632988000
2017-06-09,18916150000
2017-06-12,18904545000
2017-06-13,18978817000
2017-06-14,19127361000
2017-06-15,19231806000
2017-06-16,19336251000
2017-06-19,19419807000
2017-06-20,19127361000
2017-06-21,19178423000
2017-06-22,19090225000
2017-06-23,19118077000
2017-06-26,19201633000
2017-06-27,19275905000
2017-06-28,19438375000
2017-06-29,19340893000
2017-06-30,19166480000
2017-07-03,19221968000
2017-07-05,19245088000
2017-07-06,18852048000
2017-07-07,18842800000
2017-07-10,18750320000
2017-07-11,18655528000
2017-07-12,18588480000
2017-07-13,18697144000
2017-07-14,18791936000
2017-07-17,18847424000
2017-07-18,18748008000
2017-07-19,18667088000
2017-07-20,19120240000
2017-07-21,19127176000
2017-07-24,18986144000
2017-07-25,18380400000
2017-07-26,18225496000
2017-07-27,18234744000
2017-07-28,18241680000
2017-07-31,18204688000
2017-08-01,18299480000
2017-08-02,18223184000
2017-08-03,18405832000
2017-08-04,18311040000
2017-08-07,18278672000
2017-08-08,18170008000
2017-08-09,18223184000
2017-08-10,18017416000
2017-08-11,17975800000
2017-08-14,18126080000
2017-08-15,18100648000
2017-08-16,18186192000
2017-08-17,17952680000
2017-08-18,17746912000
2017-08-21,17781592000
2017-08-22,18063656000
2017-08-23,16798992000
2017-08-24,16879912000
2017-08-25,16907655999
2017-08-28,16921528000
2017-08-29,16838296000
2017-08-30,16718072000
2017-08-31,16734255999
2017-09-01,16632528000
2017-09-05,16583976000
2017-09-06,16900719999
2017-09-07,16755064000
2017-09-08,16838296000
2017-09-11,16956208000
2017-09-12,16863728000
2017-09-13,17027880000
2017-09-14,16944648000
2017-09-15,16886848000
2017-09-18,16808240000
2017-09-19,16819800000
2017-09-20,17192032000
2017-09-21,17161976000
2017-09-22,17340000000
2017-09-25,17541144000
2017-09-26,17370056000
2017-09-27,17439416000
2017-09-28,17164287999
2017-09-29,17124983999
2017-10-02,17464848000
2017-10-03,17270640000
2017-10-04,17529584000
2017-10-05,17656744000
2017-10-06,17437104000
2017-10-09,17263704000
2017-10-10,17212840000
2017-10-11,17189720000
2017-10-12,17192032000
2017-10-13,17372368000
2017-10-16,17092616000
2017-10-17,17476408000
2017-10-18,17444040000
2017-10-19,16868351999
2017-10-20,17037128000
2017-10-23,16879912000
2017-10-24,16396704000
2017-10-25,16140072000
2017-10-26,16267232000
2017-10-27,15851072000
2017-10-30,15610624000
2017-10-31,15534328000
2017-11-01,15636055999
2017-11-02,15303128000
2017-11-03,15307751999
2017-11-06,15386360000
2017-11-07,15148224000
2017-11-08,15166719999
2017-11-09,15555136000
2017-11-10,15617560000
2017-11-13,15703104000
2017-11-14,15642992000
2017-11-15,15525080000
2017-11-16,15594440000
2017-11-17,16054528000
2017-11-20,16096144000
2017-11-21,16077648000
2017-11-22,15922744000
2017-11-24,15945864000
2017-11-27,15915808000
2017-11-28,16334280000
2017-11-29,16861416000
2017-11-30,16516928000
2017-12-01,16965455999
2017-12-04,17270640000
2017-12-05,17411672000
2017-12-06,17217464000
2017-12-07,16898408000
2017-12-08,16988576000
2017-12-11,17210528000
2017-12-12,17226712000
2017-12-13,17041751999
2017-12-14,16900719999
2017-12-15,17203592000
2017-12-18,16986264000
2017-12-19,17078744000
2017-12-20,17108800000
2017-12-21,17127296000
2017-12-22,17018632000
2017-12-26,16958519999
2017-12-27,16988576000
2017-12-28,16970080000
2017-12-29,16838296000
2018-01-02,16751654000
2018-01-03,16196872000
2018-01-04,16358012000
2018-01-05,16613534000
2018-01-08,16668782000
2018-01-09,16592816000
2018-01-10,16735540000
2018-01-11,17108463999
2018-01-12,17476784000
2018-01-16,17108463999
2018-01-17,17380100000
2018-01-18,17499804000
2018-01-19,17255792000
2018-01-22,17578072000
2018-01-23,17380100000
2018-01-24,17628716000
2018-01-25,17651736000
2018-01-26,17875030000
2018-01-29,17817480000
2018-01-30,17679360000
2018-01-31,17644830000
2018-02-01,17538938000
2018-02-02,17244282000
2018-02-05,16779278000
2018-02-06,16984156000
2018-02-07,17352476000
2018-02-08,17474482000
2018-02-09,17713890000
2018-02-12,18135156000
2018-02-13,18314712000
2018-02-14,19055956000
2018-02-15,17789856000
2018-02-16,18121344000
2018-02-20,18038472000
2018-02-21,17732306000
2018-02-22,17677058000
2018-02-23,17796762000
2018-02-26,17978620000
2018-02-27,17711588000
2018-02-28,17548146000
2018-03-01,17230470000
2018-03-02,17414630000
2018-03-05,17467576000
2018-03-06,17343268000
2018-03-07,17060122000
2018-03-08,16922002000
2018-03-09,16972646000
2018-03-12,16908190000
2018-03-13,16970344000
2018-03-14,17025591999
2018-03-15,17007175999
2018-03-16,17030196000
2018-03-19,16933512000
2018-03-20,16615836000
2018-03-21,16675688000
2018-03-22,16298160000
2018-03-23,16157738000
2018-03-26,16519152000
2018-03-27,16740144000
2018-03-28,16721728000
2018-03-29,16728634000
2018-04-02,16164036000
2018-04-03,16164036000
2018-04-04,16331868000
2018-04-05,16443000000
2018-04-06,16270631999
2018-04-09,16243416000
2018-04-10,16422588000
2018-04-11,16336404000
2018-04-12,16250220000
2018-04-13,16297848000
2018-04-16,16790004000
2018-04-17,16987320000
2018-04-18,16953300000
2018-04-19,17016804000
2018-04-20,16724231999
2018-04-23,16755983999
2018-04-24,16624440000
2018-04-25,16869383999
2018-04-26,16892064000
2018-04-27,16762788000
2018-04-30,16706088000
2018-05-01,16833096000
2018-05-02,16674336000
2018-05-03,16812683999
2018-05-04,16914744000
2018-05-07,16794540000
2018-05-08,16753716000
2018-05-09,16848972000
2018-05-10,16923816000
2018-05-11,17028144000
2018-05-14,17005464000
2018-05-15,16892064000
2018-05-16,16962372000
2018-05-17,16851240000
2018-05-18,17000927999
2018-05-21,17075772000
2018-05-22,17068968000
2018-05-23,16386300000
2018-05-24,16347744000
2018-05-25,16320527999
2018-05-29,15925896000
2018-05-30,16159500000
2018-05-31,16347744000
2018-06-01,16390836000
2018-06-04,16520112000
2018-06-05,16549596000
2018-06-06,16658460000
2018-06-07,16669800000
2018-06-08,16760520000
2018-06-11,17030412000
2018-06-12,17141544000
2018-06-13,16876188000
2018-06-14,17093916000
2018-06-15,17105256000
2018-06-18,17137008000
2018-06-19,17025875999
2018-06-20,17046288000
2018-06-21,17121131999
2018-06-22,17216388000
2018-06-25,16991856000
2018-06-26,17028144000
2018-06-27,17019072000
2018-06-28,17307108000
2018-06-29,17298036000
2018-07-02,16972400000
2018-07-03,16909456000
2018-07-05,17089296000
2018-07-06,17327584000
2018-07-09,17347816000
2018-07-10,17498432000
2018-07-11,17226424000
2018-07-12,17565872000
2018-07-13,17424248000
2018-07-16,17556880000
