,CBRE
2018-05-07,15692694411
2018-05-08,15760510722
2018-05-09,15838499480
2018-05-10,16018212705
2018-05-11,15950396394
2018-05-14,15923269869
2018-05-15,15913097423
2018-05-16,16079247385
2018-05-17,16079247385
2018-05-18,16082638201
2018-05-21,16184362667
2018-05-22,16167408590
2018-05-23,16225052454
2018-05-24,16191144299
2018-05-25,16126718803
2018-05-29,15797809694
2018-05-30,15963959656
2018-05-31,15662177071
2018-06-01,15621487284
2018-06-04,15936833132
2018-06-05,16130109618
2018-06-06,16296259581
2018-06-07,16214880007
2018-06-08,16475972806
2018-06-11,16459018728
2018-06-12,16526835039
2018-06-13,16255569794
2018-06-14,16377639154
2018-06-15,16492926883
2018-06-18,16530225855
2018-06-19,16516662592
2018-06-20,16631950321
2018-06-21,16520053408
2018-06-22,16547179932
2018-06-25,15977522918
2018-06-26,16008040258
2018-06-27,15980913734
2018-06-28,16055511676
2018-06-29,16187753483
2018-07-02,16179488880
2018-07-03,16162515014
2018-07-05,16359411858
2018-07-06,16498597557
2018-07-09,16702283947
2018-07-10,16753205544
2018-07-11,16359411858
2018-07-12,16505387103
2018-07-13,16671730988
2018-07-16,16563098247
2018-07-17,16861838285
2018-07-18,16967076253
2018-07-19,16858443512
2018-07-20,16746415998
2018-07-23,16702283947
2018-07-24,16695494400
2018-07-25,16753205544
2018-07-26,16919549429
2018-07-27,16963681480
2018-07-30,16695494400
2018-07-31,16905970336
2018-08-01,16926338975
2018-08-02,16743021225
2018-08-03,16804127142
2018-08-06,16759995090
2018-08-07,16838074873
2018-08-08,16318674580
2018-08-09,16284726848
2018-08-10,15952039078
2018-08-13,15643114721
2018-08-14,15928275666
2018-08-15,15789089967
2018-08-16,15914696574
2018-08-17,16138751602
2018-08-20,16064066593
2018-08-21,16322069353
2018-08-22,16243989570
2018-08-23,16169304561
2018-08-24,16145541148
2018-08-27,16284726848
2018-08-28,16410333455
2018-08-29,16277937302
2018-08-30,16311885033
2018-08-31,16569887793
2018-09-04,16125172510
2018-09-05,16009750222
2018-09-06,15914696574
2018-09-07,15548061072
2018-09-10,15734773596
2018-09-11,15836616791
2018-09-12,15772116101
2018-09-13,15768721328
2018-09-14,15877354069
2018-09-17,15524297660
2018-09-18,15517508114
2018-09-19,15242531488
2018-09-20,15527692433
2018-09-21,15432638785
2018-09-24,15361348549
2018-09-25,15120319654
2018-09-26,15049029418
2018-09-27,15004897367
2018-09-28,14970949635
2018-10-01,15101746474
2018-10-02,14972613628
2018-10-03,15060967680
2018-10-04,14704153239
2018-10-05,14296365305
2018-10-08,14292967072
2018-10-09,14000719053
2018-10-10,13596329352
2018-10-11,13256506074
2018-10-12,13222523746
2018-10-15,13416223015
2018-10-16,13701674568
2018-10-17,13477391205
2018-10-18,13385638920
2018-10-19,13440010644
2018-10-22,13341461894
2018-10-23,13351656592
2018-10-24,13100187366
2018-10-25,13368647756
2018-10-26,13174948488
2018-10-29,13375444222
2018-10-30,13633709913
2018-10-31,13691479870
2018-11-01,14357533495
2018-11-02,14184223623
2018-11-05,14235197115
2018-11-06,14547834531
2018-11-07,14812896688
2018-11-08,14819693153
2018-11-09,14609002721
2018-11-12,14517250436
2018-11-13,14500259272
2018-11-14,14585215091
2018-11-15,14673569144
2018-11-16,14857073714
2018-11-19,14819693153
2018-11-20,14313356469
2018-11-21,14357533495
2018-11-23,14520648668
2018-11-26,14683763842
2018-11-27,14527445134
2018-11-28,14812896688
2018-11-29,14659976212
2018-11-30,14843480783
2018-12-03,15040578284
2018-12-04,14184223623
2018-12-06,14476471642
2018-12-07,13983727889
2018-12-10,13983727889
2018-12-11,13922559699
2018-12-12,13868187975
2018-12-13,14089073105
2018-12-14,13946347329
2018-12-17,13409426549
2018-12-18,13983727889
2018-12-19,13752648060
2018-12-20,13389037153
2018-12-21,13161355556
2018-12-24,12790948183
2018-12-26,13399231851
2018-12-27,13637108146
2018-12-28,13555550559
2018-12-31,13454258057
2019-01-02,13417295809
2019-01-03,12731814130
2019-01-04,13256006002
2019-01-07,13444177444
2019-01-08,13884364208
2019-01-09,13981810133
2019-01-10,14143099940
2019-01-11,14290948930
2019-01-14,14217024435
2019-01-15,14311110156
2019-01-16,14442158124
2019-01-17,14700893856
2019-01-18,14969710201
2019-01-22,14778178555
2019-01-23,14532883640
2019-01-24,14805060189
2019-01-25,15003312244
2019-01-28,14962989792
2019-01-29,14983151018
2019-01-30,15221725524
2019-01-31,15372934718
2019-02-01,15430058191
2019-02-04,15638390858
2019-02-05,15648471471
2019-02-06,15551025546
2019-02-07,15510703094
2019-02-08,15587987794
2019-02-11,15712315353
2019-02-12,16071857214
2019-02-13,16545646022
2019-02-14,16626290925
2019-02-15,16814462367
2019-02-19,16844704206
2019-02-20,16841344001
2019-02-21,16992553195
2019-02-22,17093359324
2019-02-25,16958951152
2019-02-26,16797661345
2019-02-27,16706935829
2019-02-28,16720376646
2019-03-01,16690134807
2019-03-04,16905187883
2019-03-05,16969031765
2019-03-06,16565807248
2019-03-07,16753978689
2019-03-08,16831263388
2019-03-11,16992553195
2019-03-12,16730457259
2019-03-13,16911908292
2019-03-14,16837983797
2019-03-15,17016074625
2019-03-18,17100079733
2019-03-19,16992553195
2019-03-20,16589328678
2019-03-21,16706935829
2019-03-22,16212985795
2019-03-25,16226426612
2019-03-26,16404517441
2019-03-27,16330592946
2019-03-28,16441479688
2019-03-29,16616210312
2019-04-01,16928801414
2019-04-02,16962423661
2019-04-03,17127172672
2019-04-04,17110361549
2019-04-05,17251574987
2019-04-08,17117085998
2019-04-09,16938888088
2019-04-10,17103637099
2019-04-11,17234763863
2019-04-12,17540726312
2019-04-15,17228039414
2019-04-16,17036392605
2019-04-17,16948974763
2019-04-18,17056565953
2019-04-22,16982597010
2019-04-23,17312095031
2019-04-24,17399512874
2019-04-25,17244850537
2019-04-26,17399512874
2019-04-29,17295283908
2019-04-30,17507104064
2019-05-01,17308732807
2019-05-02,17291921683
2019-05-03,17419686222
2019-05-06,17352441728
2019-05-07,16821210224
2019-05-08,16632925640
2019-05-09,16343774315
2019-05-10,16377396562
2019-05-13,16182387529
2019-05-14,16041174091
2019-05-15,16054622990
2019-05-16,16034449641
2019-05-17,15903322878
2019-05-20,15728487193
2019-05-21,15903322878
2019-05-22,15899960653
2019-05-23,15920134001
2019-05-24,16175663079
2019-05-28,16276529821
2019-05-29,15876425080
2019-05-30,15557013733
2019-05-31,15365366924
2019-06-03,15624258227
2019-06-04,15923496226
2019-06-05,16054622990
2019-06-06,16242907574
2019-06-07,16562318921
2019-06-10,16777501302
2019-06-11,16710256808
2019-06-12,16498436651
2019-06-13,16720343482
2019-06-14,16663185662
2019-06-17,16700170134
2019-06-18,16888454718
2019-06-19,16955699212
2019-06-20,16996045909
2019-06-21,17265023885
2019-06-24,17043117054
2019-06-25,16824572448
2019-06-26,16723705707
2019-06-27,17090188200
2019-06-28,17248212762
2019-07-01,17590180043
2019-07-02,17566645780
2019-07-03,17801988403
2019-07-05,17741471729
2019-07-08,17411992057
2019-07-09,17566645780
2019-07-10,17496042993
2019-07-11,17576731893
2019-07-12,17751557841
2019-07-15,17714575429
2019-07-16,17670868942
2019-07-17,17482594844
2019-07-18,17556559668
2019-07-19,17519577256
2019-07-22,17553197630
2019-07-23,17670868942
2019-07-24,17815436553
2019-07-25,17664144867
2019-07-26,17778454141
2019-07-29,17815436553
2019-07-30,17882677302
2019-07-31,17822160628
2019-08-01,18323104211
2019-08-02,17990262501
2019-08-05,17075788310
2019-08-06,17348113345
2019-08-07,17368285570
2019-08-08,17849056928
2019-08-09,17896125452
2019-08-12,17654058754
2019-08-13,17775092103
2019-08-14,16763118825
2019-08-15,16964841073
2019-08-16,17364923532
2019-08-19,17559921705
2019-08-20,17529663368
2019-08-21,17751557841
2019-08-22,17435526319
2019-08-23,16561396577
2019-08-26,16605103064
2019-08-27,16584930839
2019-08-28,16847169762
2019-08-29,17358199457
2019-08-30,17573369855
2019-09-03,17465784656
2019-09-04,17677593017
2019-09-05,17869229153
2019-09-06,18107933813
2019-09-09,18608877396
2019-09-10,18736634820
2019-09-11,18528188497
2019-09-12,18397069035
2019-09-13,18155002338
2019-09-16,18195346787
2019-09-17,18121381963
2019-09-18,18128106038
2019-09-19,18104571775
2019-09-20,18000348614
2019-09-23,17744833766
2019-09-24,17603628192
2019-09-25,17946556014
2019-09-26,17899487490
2019-09-27,17785178216
2019-09-30,17744832609
2019-10-01,17135596703
2019-10-02,16553140398
2019-10-03,16730555249
2019-10-04,16961529302
2019-10-07,16877843051
2019-10-08,16613394498
2019-10-09,16851063451
2019-10-10,16901275201
2019-10-11,17346486055
2019-10-14,17400045255
2019-10-15,17570765207
2019-10-16,17564070307
2019-10-17,17523900907
2019-10-18,17477036606
2019-10-21,17624324407
2019-10-22,17309664105
2019-10-23,17530595807
2019-10-24,17557375407
2019-10-25,17610934607
2019-10-28,17825171409
2019-10-29,17952374510
2019-10-30,18012628611
2019-10-31,17925594910
2019-11-01,18340678714
2019-11-04,18357415964
2019-11-05,18591737466
2019-11-06,17768264759
2019-11-07,18243602663
2019-11-08,18374153214
2019-11-11,18464534365
2019-11-12,18427712415
2019-11-13,18434407315
2019-11-14,18601779816
2019-11-15,18893007969
2019-11-18,18762457418
2019-11-19,18702203317
2019-11-20,18578347666
2019-11-21,18337331264
2019-11-22,18380848114
2019-11-25,18785889568
2019-11-26,19375040773
2019-11-27,19267922372
2019-11-29,19087160071
2019-12-02,18919787569
2019-12-03,18852838568
2019-12-04,19090507521
2019-12-05,19371693323
2019-12-06,19582582675
2019-12-09,19508938774
2019-12-10,19575887775
2019-12-11,19552455625
2019-12-12,19736565376
2019-12-13,19502243874
2019-12-16,19823599077
2019-12-17,19696395976
2019-12-18,20121522130
2019-12-19,20024446079
2019-12-20,20298936981
2019-12-23,20121522130
2019-12-24,20282199731
2019-12-26,20513173783
2019-12-27,20402707932
2019-12-30,20432834983
2019-12-31,20530300635
2020-01-02,20593944902
2020-01-03,20423110291
2020-01-06,20329318739
2020-01-07,20305870852
2020-01-08,20165183525
2020-01-09,20285772662
2020-01-10,20178582318
2020-01-13,20319269645
2020-01-14,20191981111
2020-01-15,20228827792
2020-01-16,20366165420
2020-01-17,20443208480
2020-01-21,20466656368
2020-01-22,20403012101
2020-01-23,20379564213
2020-01-24,20356116326
2020-01-27,20245576283
2020-01-28,20587245505
2020-01-29,20583895807
2020-01-30,20727932832
2020-01-31,20449907877
2020-02-03,20774828608
2020-02-04,21247136063
2020-02-05,21414620976
2020-02-06,21397872484
2020-02-07,21448117958
2020-02-10,21521811320
2020-02-11,21129896624
2020-02-12,21334228217
2020-02-13,21478265243
2020-02-14,21424670070
2020-02-18,21257185157
2020-02-19,21237086968
2020-02-20,21337577916
2020-02-21,21012657184
2020-02-24,20121637447
2020-02-25,19414851114
2020-02-26,19069832194
2020-02-27,18939193962
2020-02-28,18805206031
2020-03-02,19491894174
2020-03-03,19337808054
2020-03-04,19816814906
2020-03-05,19019586720
2020-03-06,18282653103
2020-03-09,16470466344
2020-03-10,17622762545
2020-03-11,16644650653
2020-03-12,14916206351
2020-03-13,15535900529
2020-03-16,12862841318
2020-03-17,12152705287
2020-03-18,11898128219
2020-03-19,13211209937
2020-03-20,11476066238
2020-03-23,9992149909
2020-03-24,11342078308
2020-03-25,11991919770
2020-03-26,13616523426
2020-03-27,13130817179
2020-03-30,13743811960
2020-03-31,12637606211
2020-04-01,11977407743
2020-04-02,12289075040
2020-04-03,11896977473
2020-04-06,13331317292
2020-04-07,14092053598
2020-04-08,15167808462
2020-04-09,15285102606
2020-04-13,14564581435
2020-04-14,14698631886
2020-04-15,14373559544
2020-04-16,14256265400
2020-04-17,14913112607
2020-04-20,14061892246
2020-04-21,13394991256
2020-04-22,13327966031
2020-04-23,13401693778
2020-04-24,13401693778
2020-04-27,13870870355
2020-04-28,14041784679
2020-04-29,15053865579
2020-04-30,14386964589
2020-05-01,13304507202
2020-05-04,13200618103
2020-05-05,13267643328
2020-05-06,12785061706
2020-05-07,13703307292
2020-05-08,13941246841
2020-05-11,13679848463
2020-05-12,12466691887
2020-05-13,11675794229
2020-05-14,12014271617
2020-05-15,12061189274
2020-05-18,13100080265
2020-05-19,12724739004
2020-05-20,13270994589
2020-05-21,13656389634
2020-05-22,13505582877
2020-05-26,14725441976
2020-05-27,15130944588
2020-05-28,14785764679
2020-05-29,14738847021
2020-06-01,14792467201
2020-06-02,15412450534
2020-06-03,16588743237
2020-06-04,16893708011
2020-06-05,18103513326
2020-06-08,18596148731
2020-06-09,17872276299
2020-06-10,17202024047
2020-06-11,15519690895
2020-06-12,15941949813
2020-06-15,16039136390
2020-06-16,16210050714
2020-06-17,16015677561
2020-06-18,15911788462
2020-06-19,15663795129
2020-06-22,15479475759
2020-06-23,15419153057
2020-06-24,14326641886
2020-06-25,14584689003
2020-06-26,14423828463
2020-06-29,14825979814
2020-06-30,15161689218
2020-07-01,15037632938
2020-07-02,15258922519
2020-07-06,15550622423
2020-07-07,14856577825
2020-07-08,14916929530
2020-07-09,14709051438
2020-07-10,14819696229
2020-07-13,14481056111
2020-07-14,14534702070
2020-07-15,15161689218
2020-07-16,14950458254
2020-07-17,15071161662
2020-07-20,14839813463
2020-07-21,14732521545
2020-07-22,14873342188
2020-07-23,14725815800
2020-07-24,14470997494
2020-07-27,14192709080
2020-07-28,14031771203
2020-07-29,14417351535
2020-07-30,14507879091
2020-07-31,14688934203
2020-08-03,13864127580
2020-08-04,13911067795
2020-08-05,14360352703
2020-08-06,14165886101
2020-08-07,14759344524
2020-08-10,15211982305
2020-08-11,15825557964
2020-08-12,15852380943
2020-08-13,15433271887
2020-08-14,15429919014
2020-08-17,15118101877
2020-08-18,14973928361
2020-08-19,14856577825
2020-08-20,14779461759
2020-08-21,15057750172
2020-08-24,15761853387
2020-08-25,15889262540
2020-08-26,15751794770
2020-08-27,15875851050
2020-08-28,16043494673
2020-08-31,15768559132
2020-09-01,16016671693
2020-09-02,16442486494
2020-09-03,16301665851
2020-09-04,16167550953
2020-09-08,15969731479
2020-09-09,16271489999
2020-09-10,15932849882
2020-09-11,15728324662
2020-09-14,16355311811
2020-09-15,16640305969
2020-09-16,16761009377
2020-09-17,16620188734
2020-09-18,16254725637
2020-09-21,15574092530
2020-09-22,15426566142
2020-09-23,15087926025
2020-09-24,15309215606
2020-09-25,15530505188
2020-09-28,15872498178
2020-09-29,15681384448
2020-09-30,15753641335
2020-10-01,15897862450
2020-10-02,16122579071
2020-10-05,16303693960
2020-10-06,16290278042
2020-10-07,16417729260
2020-10-08,17101941062
2020-10-09,16736357305
2020-10-12,16873870462
2020-10-13,16451269055
2020-10-14,16441207116
2020-10-15,16447915075
2020-10-16,16303693960
2020-10-19,15958234080
2020-10-20,16065561421
2020-10-21,15780473171
2020-10-22,15673145829
2020-10-23,15649667973
2020-10-26,15287438196
2020-10-27,15045951678
2020-10-28,14730677612
2020-10-29,17205914424
2020-10-30,16904056276
2020-11-02,17665409605
2020-11-03,17417215128
2020-11-04,17437339004
2020-11-05,17749259090
2020-11-06,17531250428
2020-11-09,19503390327
2020-11-10,18960045661
2020-11-11,18886258114
2020-11-12,18540798233
2020-11-13,19396062985
2020-11-16,20097044684
2020-11-17,20288221511
2020-11-18,19496682368
2020-11-19,19610717668
2020-11-20,19553700018
2020-11-23,20050088972
2020-11-24,20613557515
2020-11-25,20546477926
2020-11-27,20502876194
2020-11-30,20506230173
2020-12-01,20673929144
2020-12-02,20744362712
2020-12-03,21391680740
2020-12-04,22049060707
2020-12-07,22230175595
2020-12-08,22387812628
2020-12-09,22169803966
2020-12-10,22246945492
2020-12-11,22186573863
2020-12-14,21844467962
2020-12-15,22179865904
2020-12-16,22079246521
2020-12-17,21602981444
2020-12-18,21227335749
2020-12-21,20925477601
2020-12-22,20985849230
2020-12-23,21046220860
2020-12-24,21106592490
2020-12-28,21120008407
2020-12-29,20831566177
2020-12-30,20928831580
2020-12-31,21065170183
2021-01-04,19983699393
2021-01-05,19956830553
2021-01-06,20356504541
2021-01-07,20655420381
2021-01-08,21038301344
2021-01-11,20903957146
2021-01-12,21172645541
2021-01-13,20759537134
2021-01-14,20910674356
2021-01-15,21333858578
2021-01-19,21364086023
2021-01-20,21797346060
2021-01-21,21827573505
2021-01-22,22173509813
2021-01-25,21871235369
2021-01-26,21202872986
2021-01-27,21045018554
2021-01-28,21491713011
2021-01-29,20480772924
2021-02-01,21394313467
2021-02-02,21978710727
2021-02-03,22055958640
2021-02-04,22724321024
2021-02-05,22643714505
2021-02-08,22815003357
2021-02-09,22650431715
2021-02-10,22872099641
2021-02-11,23627785752
2021-02-12,23956929037
2021-02-16,23698316456
2021-02-17,23416193641
2021-02-18,23446421086
2021-02-19,24430492333
2021-02-22,25273502173
2021-02-23,26156815272
2021-02-24,25921712926
2021-02-25,25045117037
2021-02-26,25448149630
2021-03-01,26045981309
2021-03-02,26193759927
2021-03-03,26166891087
2021-03-04,25736989655
2021-03-05,25955298976
2021-03-08,25757141284
2021-03-09,25172744025
2021-03-10,25797444544
2021-03-11,26385200408
2021-03-12,26627019964
2021-03-15,27060280001
2021-03-16,26314669704
2021-03-17,26640454384
2021-03-18,26314669704
2021-03-19,25773934309
2021-03-22,25501887309
2021-03-23,25182819840
2021-03-24,24907414235
2021-03-25,25669817556
2021-03-26,26563206470
2021-03-29,25962016186
2021-03-30,26573282285
2021-03-31,26552736162
2021-04-01,26868240801
2021-04-05,27163606846
2021-04-06,26730627076
2021-04-07,26314429467
2021-04-08,26438617463
2021-04-09,26992428797
2021-04-12,27180389008
2021-04-13,26495676813
2021-04-14,27193814737
2021-04-15,27448903594
2021-04-16,27462329324
2021-04-19,27636863805
2021-04-20,27324715598
2021-04-21,27287794842
2021-04-22,27391844245
2021-04-23,27824824015
2021-04-26,28210813733
2021-04-27,28019497090
2021-04-28,27734200342
2021-04-29,28580021289
2021-04-30,28596803451
2021-05-03,28660575665
2021-05-04,28674001395
2021-05-05,28516249075
2021-05-06,28637080639
2021-05-07,29167396947
2021-05-10,29063347545
2021-05-11,28774694365
2021-05-12,28321576000
2021-05-13,28992862466
2021-05-14,28972723872
2021-05-17,29093555436
2021-05-18,28744486474
2021-05-19,28492754049
2021-05-20,29452693695
2021-05-21,29261377052
2021-05-24,29791693361
2021-05-25,29576881691
2021-05-26,29610446015
2021-05-27,29398990778
2021-05-28,29462762992
2021-06-01,30093772270
2021-06-02,30211247402
2021-06-03,29805119090
2021-06-04,29526535207
2021-06-07,29449337263
2021-06-08,30009861462
2021-06-09,29885673466
2021-06-10,29543317368
2021-06-11,29774911199
2021-06-14,29435911534
2021-06-15,29909168492
2021-06-16,29466119425
2021-06-17,29311723537
2021-06-18,28986149601
2021-06-21,29872247737
2021-06-22,29657436067
2021-06-23,29056634680
2021-06-24,29442624398
2021-06-25,29278159214
2021-06-28,29106981165
2021-06-29,28861961605
2021-06-30,28750836477
2021-07-01,29237115643
2021-07-02,28814555816
2021-07-06,28485898173
2021-07-07,28552971161
2021-07-08,28254496363
2021-07-09,28784372971
2021-07-12,28777665673
2021-07-13,27899009524
2021-07-14,27999619007
2021-07-15,28002972657
2021-07-16,27821875588
2021-07-19,27010292428
2021-07-20,28123704036
2021-07-21,28827970414
2021-07-22,29072786821
2021-07-23,29421566361
2021-07-26,29914552826
2021-07-27,30635587451
2021-07-28,30518209722
2021-07-29,32047473857
2021-07-30,32349302305
2021-08-02,32077656702
2021-08-03,32265461069
2021-08-04,32409667994
2021-08-05,32909361758
2021-08-06,32781923080
2021-08-09,32295643914
2021-08-10,32298997564
2021-08-11,32228570926
2021-08-12,32060888455
2021-08-13,31987108167
2021-08-16,31638328628
2021-08-17,31162110410
2021-08-18,30799916273
2021-08-19,30773087077
2021-08-20,31074915525
2021-08-23,31242597996
2021-08-24,31152049462
2021-08-25,31688633369
2021-08-26,31403573168
2021-08-27,32067595754
2021-08-30,32201741730
2021-08-31,32295643914
2021-09-01,32647777103
2021-09-02,32832227821
2021-09-03,33053568683
2021-09-07,32859057017
2021-09-08,32892593511
2021-09-09,32912715407
2021-09-10,32500216529
2021-09-13,32869117965
2021-09-14,32349302305
2021-09-15,32667899000
2021-09-16,32627655207
2021-09-17,32121254144
2021-09-20,31702047967
2021-09-21,31433756013
2021-09-22,32144729690
2021-09-23,32211802679
2021-09-24,32369424201
2021-09-27,32563935868
2021-09-28,32557228569
2021-09-29,33070336930
2021-09-30,32526007186
2021-10-01,33558313700
2021-10-04,33087261213
2021-10-05,33367888226
2021-10-06,32435805646
2021-10-07,32953629301
2021-10-08,32439146443
2021-10-11,32636253512
2021-10-12,32749840637
2021-10-13,32840042177
2021-10-14,33765443162
2021-10-15,33899075073
2021-10-18,34092841344
2021-10-19,34056092569
2021-10-20,34142953311
2021-10-21,34193065278
2021-10-22,34717570529
2021-10-25,35044968712
2021-10-26,34941403981
2021-10-27,34583938618
2021-10-28,35078376690
2021-10-29,34771023294
2021-11-01,33818895926
2021-11-02,34116226929
2021-11-03,35018242329
2021-11-04,35205327005
2021-11-05,35639630717
2021-11-08,35419138063
2021-11-09,35419138063
2021-11-10,35058331903
2021-11-11,35201986207
2021-11-12,35175259825
2021-11-15,34941403981
2021-11-16,34674140158
2021-11-17,33591721677
2021-11-18,33277686686
2021-11-19,33304413068
2021-11-22,33073898022
2021-11-23,34690844147
2021-11-24,34824476058
2021-11-26,32769885424
2021-11-29,32726455052
2021-11-30,31928004383
2021-12-01,31744260505
2021-12-02,33381251417
2021-12-03,32920221324
2021-12-06,33742057578
2021-12-07,34179702087
2021-12-08,34346741976
2021-12-09,34309993200
2021-12-10,34644072978
2021-12-13,34774364092
2021-12-14,34360105167
2021-12-15,34924699992
2021-12-16,35385730085
2021-12-17,33992617411
2021-12-20,33057194033
2021-12-21,34500418674
2021-12-22,35238734983
2021-12-23,35352322107
2021-12-27,36010459270
2021-12-28,35987073686
2021-12-29,36274382295
2021-12-30,36250996710
2021-12-31,36017193035
2022-01-03,36070301051
2022-01-04,36611338971
2022-01-05,35423047098
2022-01-06,35087802743
2022-01-07,34779112397
2022-01-10,34321055753
2022-01-11,34945074949
2022-01-12,35343385073
2022-01-13,35077844990
2022-01-14,34463783548
2022-01-18,33660524796
2022-01-19,32824073534
2022-01-20,33096252119
2022-01-21,33693717307
2022-01-24,33441454228
2022-01-25,31818340469
2022-01-26,32103796058
2022-01-27,31655697168
2022-01-28,32638195476
2022-01-31,33637290039
2022-02-01,33700355809
2022-02-02,34264628485
2022-02-03,33896191620
2022-02-04,33600778277
2022-02-07,33919426377
2022-02-08,34467102799
2022-02-09,35184061024
2022-02-10,34589915087
2022-02-11,33693717307
2022-02-14,32598364463
2022-02-15,33185871897
2022-02-16,33740186821
2022-02-17,33126125379
2022-02-18,33089613617
2022-02-22,32917012563
2022-02-23,31881406239
2022-02-24,31147851759
2022-02-25,32737773007
2022-02-28,32146946322
2022-03-01,31712124436
2022-03-02,32525340940
2022-03-03,31662335670
2022-03-04,29777001079
2022-03-07,28698244491
2022-03-08,28163845074
2022-03-09,29133066378
2022-03-10,29169578139
2022-03-11,29066681357
2022-03-14,29010254089
2022-03-15,29066681357
2022-03-16,30195226710
2022-03-17,30221780719
2022-03-18,30235057723
2022-03-21,29962879138
2022-03-22,30397701024
2022-03-23,29650869540
2022-03-24,29893174866
2022-03-25,29952921384
2022-03-28,29773681828
2022-03-29,30985208458
2022-03-30,30792691898
2022-03-31,29782008713
2022-04-01,29850345927
2022-04-04,30019561886
2022-04-05,29586759530
2022-04-06,28961962145
2022-04-07,28236286014
2022-04-08,28128898964
2022-04-11,28190727872
2022-04-12,27962937158
2022-04-13,28115882352
2022-04-14,27842533495
2022-04-18,27868566720
2022-04-19,28135407270
2022-04-20,28516143177
2022-04-21,28161440494
2022-04-22,27520372343
2022-04-25,27549659721
2022-04-26,26892320805
2022-04-27,26986691243
2022-04-28,27858804261
2022-04-29,27022486927
2022-05-02,26827237744
2022-05-03,27198211191
2022-05-04,27845787648
2022-05-05,26609209489
2022-05-06,26430231072
2022-05-09,25873770900
2022-05-10,25558118054
2022-05-11,25411681167
2022-05-12,25489780840
2022-05-13,26293556644
2022-05-16,25977903798
2022-05-17,26895574958
2022-05-18,25711063248
2022-05-19,26003937022
2022-05-20,25698046635
2022-05-23,26121086532
2022-05-24,25649234340
2022-05-25,25798925380
2022-05-26,26661275938
2022-05-27,27351156385
2022-05-31,26957403866
2022-06-01,25899804124
2022-06-02,26843508509
2022-06-03,26000682869
2022-06-06,26270777572
2022-06-07,26251252654
2022-06-08,25496289146
2022-06-09,24458214323
2022-06-10,23869212621
2022-06-13,22779071350
2022-06-14,22967812226
2022-06-15,23234652777
2022-06-16,22177053035
2022-06-17,22831137798
2022-06-21,23117503267
2022-06-22,23146790644
2022-06-23,23355056439
2022-06-24,23797621254
2022-06-27,24038428580
2022-06-28,23905008305
2022-06-29,23976599672
2022-06-30,23542522076
2022-07-01,24207763835
2022-07-05,24457229495
2022-07-06,24105418949
2022-07-07,24316505277
2022-07-08,24258936278
2022-07-11,24223755224
2022-07-12,24486013994
2022-07-13,24063841339
2022-07-14,23951901620
2022-07-15,24933772871
2022-07-18,24904988372
2022-07-19,25429505913
2022-07-20,25650187073
2022-07-21,25989204508
2022-07-22,26309032277
2022-07-25,26491334106
2022-07-26,26123532171
2022-07-27,26475342717
2022-07-28,27092610311
2022-07-29,27383653581
2022-08-01,27099006867
2022-08-02,26321825388
2022-08-03,26737601488
2022-08-04,26325023666
2022-08-05,26855937762
2022-08-08,26788773931
2022-08-09,26667239379
2022-08-10,27274912140
2022-08-11,27297300084
2022-08-12,27949748732
2022-08-15,28042498785
2022-08-16,27917765956
2022-08-17,27633119241
2022-08-18,27629920963
2022-08-19,27159774143
2022-08-22,25899652733
2022-08-23,25973213120
2022-08-24,26030782118
2022-08-25,26689627323
2022-08-26,25723747460
2022-08-29,25403919691
2022-08-30,25205626474
2022-08-31,25253600640
2022-09-01,24783453819
2022-09-02,24671514100
2022-09-06,24610746824
2022-09-07,25419911080
2022-09-08,25506264577
2022-09-09,25960420009
2022-09-12,26123532171
2022-09-13,25103281588
2022-09-14,24991341869
2022-09-15,25020126368
2022-09-16,24342091498
2022-09-19,24591557158
2022-09-20,23980686119
2022-09-21,23350625414
2022-09-22,23091564921
2022-09-23,22599030157
2022-09-26,22077710894
2022-09-27,21917797009
2022-09-28,22445512828
2022-09-29,21681124460
2022-09-30,21214925821
2022-10-03,22085394559
2022-10-04,23090990214
2022-10-05,22921295947
2022-10-06,22522200172
2022-10-07,21818283214
2022-10-10,21827710673
2022-10-11,21761718458
2022-10-12,21532316949
2022-10-13,21811998241
2022-10-14,21224353280
2022-10-17,21931412725
2022-10-18,22082252073
2022-10-19,21315485386
2022-10-20,21296630468
2022-10-21,21780573377
2022-10-24,21940840184
2022-10-25,22613332278
2022-10-26,22830163841
2022-10-27,22082252073
2022-10-28,22233091421
2022-10-31,22292798663
2022-11-01,22871016164
2022-11-02,21950267643
2022-11-03,21632876515
2022-11-04,22236233907
2022-11-07,22365075851
2022-11-08,22421640606
2022-11-09,22028829804
2022-11-10,24266280135
2022-11-11,24772220448
2022-11-14,23637782851
2022-11-15,23744627389
2022-11-16,23776052253
2022-11-17,23405238856
2022-11-18,23662922742
2022-11-21,23650352796
2022-11-22,23876611819
2022-11-23,24128010732
2022-11-25,24285135053
2022-11-28,23596930527
2022-11-29,24027451167
2022-11-30,25014191903
2022-12-01,24995336984
2022-12-02,24904204878
2022-12-05,24426546942
2022-12-06,24146865651
2022-12-07,23989741330
2022-12-08,23920606629
2022-12-09,23832617009
2022-12-12,24040021113
2022-12-13,25095896550
2022-12-14,24954484661
2022-12-15,24335414836
2022-12-16,23820047063
2022-12-19,23571790636
2022-12-20,23527795826
