,MS
2009-04-14,26946981078
2009-04-15,26696523290
2009-04-16,27288514425
2009-04-17,28461112250
2009-04-20,26776214404
2009-04-21,28062656678
2009-04-22,25546694355
2009-04-23,25000241000
2009-04-24,25000241000
2009-04-27,24203329857
2009-04-28,23998409849
2009-04-29,26263914384
2009-04-30,26912827743
2009-05-01,29394636731
2009-05-04,30760770119
2009-05-05,30977074572
2009-05-06,32457052409
2009-05-07,30897383458
2009-05-08,32104134618
2009-05-11,29679247854
2009-05-12,30077703425
2009-05-13,28574956699
2009-05-14,30248470099
2009-05-15,29747554523
2009-05-18,32195210177
2009-05-19,32912430205
2009-05-20,31876445720
2009-05-21,31978905724
2009-05-22,32138287952
2009-05-26,33037659099
2009-05-27,32570896858
2009-05-28,33504421340
2009-05-29,34517636936
2009-06-01,34028105806
2009-06-02,34255794704
2009-06-03,33834570242
2009-06-04,35519468088
2009-06-05,35257625855
2009-06-08,35735772541
2009-06-09,35269010300
2009-06-10,33310885777
2009-06-11,33572728010
2009-06-12,33811801353
2009-06-15,32331823516
2009-06-16,31990290169
2009-06-17,31284454585
2009-06-18,31910599054
2009-06-19,32183825732
2009-06-22,30316776768
2009-06-23,31534912373
2009-06-24,31477990148
2009-06-25,31728447936
2009-06-26,32582281303
2009-06-29,33128734659
2009-06-30,36900442508
2009-07-01,36706297774
2009-07-02,34933109200
2009-07-06,34751907448
2009-07-07,33845898688
2009-07-08,33004604839
2009-07-09,33496438166
2009-07-10,33574096060
2009-07-13,36123863571
2009-07-14,36085034624
2009-07-15,37275788995
2009-07-16,36965157420
2009-07-17,36227407429
2009-07-20,36680411809
2009-07-21,35670859191
2009-07-22,35644973226
2009-07-23,36939271455
2009-07-24,36563924969
2009-07-27,36305065323
2009-07-28,35502600421
2009-07-29,35153139899
2009-07-30,36706297774
2009-07-31,36887499526
2009-08-03,37935881091
2009-08-04,38919547746
2009-08-05,40187960010
2009-08-06,39540810895
2009-08-07,40407990709
2009-08-10,39903214400
2009-08-11,38686574064
2009-08-12,38803060905
2009-08-13,38673631082
2009-08-14,38557144241
2009-08-17,36939271455
2009-08-18,37249903030
2009-08-19,37314617942
2009-08-20,38000596003
2009-08-21,38427714419
2009-08-24,38375942489
2009-08-25,39074863533
2009-08-26,38220626702
2009-08-27,38621859153
2009-08-28,38194740737
2009-08-31,37482876711
2009-09-01,35528486386
2009-09-02,35062539023
2009-09-03,35787346031
2009-09-04,35787346031
2009-09-08,35981490766
2009-09-09,36952214437
2009-09-10,37068701278
2009-09-11,37301674959
2009-09-14,37211074083
2009-09-15,37198131101
2009-09-16,39023091604
2009-09-17,40187960010
2009-09-18,40615078426
2009-09-21,40912767018
2009-09-22,42685955592
2009-09-23,41456372274
2009-09-24,39773784577
2009-09-25,39540810895
2009-09-28,40446819656
2009-09-29,40239731939
2009-09-30,40056781107
2009-10-01,38746633797
2009-10-02,38214791820
2009-10-05,38707718531
2009-10-06,39940035307
2009-10-07,40419990262
2009-10-08,41431787194
2009-10-09,41626363527
2009-10-12,41198295595
2009-10-13,40394046751
2009-10-14,42586273437
2009-10-15,42430612371
2009-10-16,42793821526
2009-10-19,42949482592
2009-10-20,42184149016
2009-10-21,44207742880
2009-10-22,46361054299
2009-10-23,45401144390
2009-10-26,45141709279
2009-10-27,44246658146
2009-10-28,41911742149
2009-10-29,43675900903
2009-10-30,41665278794
2009-11-02,41483674216
2009-11-03,41691222305
2009-11-04,40835086439
2009-11-05,42054431460
2009-11-06,42287923060
2009-11-09,44039110058
2009-11-10,43714816169
2009-11-11,43779674947
2009-11-12,42819765037
2009-11-13,42923539081
2009-11-16,44402319213
2009-11-17,43416465792
2009-11-18,43234861214
2009-11-19,41911742149
2009-11-20,41639335283
2009-11-23,42313866571
2009-11-24,41665278794
2009-11-25,40757255906
2009-11-27,39576826152
2009-11-30,40964803995
2009-12-01,40886973462
2009-12-02,39693571952
2009-12-03,39174701730
2009-12-04,40173526907
2009-12-07,39408193330
2009-12-08,39109842953
2009-12-09,39369278063
2009-12-10,39213616997
2009-12-11,38629887998
2009-12-14,39135786464
2009-12-15,38720690286
2009-12-16,39356306308
2009-12-17,37773752132
2009-12-18,37890497932
2009-12-21,38474226931
2009-12-22,38396396398
2009-12-23,38149933043
2009-12-24,38396396398
2009-12-28,37994271976
2009-12-29,38175876554
2009-12-30,38253707087
2009-12-31,39033271034
2010-01-04,40760757015
2010-01-05,42250878511
2010-01-06,42791542063
2010-01-07,43411327109
2010-01-08,42527803745
2010-01-11,42250878511
2010-01-12,41050869165
2010-01-13,41222299072
2010-01-14,41143177576
2010-01-15,40061850473
2010-01-19,41090429913
2010-01-20,40391523371
2010-01-21,38690411221
2010-01-22,36659626174
2010-01-25,36580504678
2010-01-26,36039841127
2010-01-27,36857429912
2010-01-28,36250831781
2010-01-29,35314560753
2010-02-01,36343140192
2010-02-02,37002485987
2010-02-03,36778308417
2010-02-04,35116757015
2010-02-05,35947532716
2010-02-08,35077196267
2010-02-09,35776102809
2010-02-10,36277205613
2010-02-11,35762915893
2010-02-12,35815663557
2010-02-16,36686000005
2010-02-17,36118962622
2010-02-18,35947532716
2010-02-19,36145336454
2010-02-22,36540943931
2010-02-23,35802476641
2010-02-24,36699186921
2010-02-25,36580504678
2010-02-26,37160728978
2010-03-01,37173915893
2010-03-02,37846448604
2010-03-03,37345345800
2010-03-04,38505794398
2010-03-05,38782719632
2010-03-08,39006897202
2010-03-09,38307990660
2010-03-10,39521186922
2010-03-11,39587121501
2010-03-12,39442065426
2010-03-15,39086018697
2010-03-16,39969542062
2010-03-17,39929981314
2010-03-18,39666242997
2010-03-19,39072831782
2010-03-22,39033271034
2010-03-23,38940962623
2010-03-24,38729971968
2010-03-25,38123373837
2010-03-26,38044252342
2010-03-29,38809093464
2010-03-30,38518981314
2010-03-31,38595037379
2010-04-01,38476445595
2010-04-05,38595037379
2010-04-06,38687275434
2010-04-07,39556948519
2010-04-08,40690158903
2010-04-09,40821927553
2010-04-12,40756043228
2010-04-13,40163084306
2010-04-14,41032757392
2010-04-15,40690158903
2010-04-16,38423738135
2010-04-19,38950812733
2010-04-20,40123553711
2010-04-21,41744308098
2010-04-22,42034199126
2010-04-23,42086906586
2010-04-26,40769220093
2010-04-27,39438356735
2010-04-28,39965431332
2010-04-29,41256764095
2010-04-30,39820485818
2010-05-03,40097199981
2010-05-04,38858574678
2010-05-05,38595037379
2010-05-06,36420854666
2010-05-07,36565800180
2010-05-10,38028432187
2010-05-11,37395942671
2010-05-12,36631684505
2010-05-13,36394500936
2010-05-14,35682950230
2010-05-17,35722480825
2010-05-18,35221759957
2010-05-19,35630242770
2010-05-20,33785481680
2010-05-21,35722480825
2010-05-24,33930427194
2010-05-25,34404794332
2010-05-26,34958222659
2010-05-27,36447208396
2010-05-28,35722480825
2010-06-01,34431148062
2010-06-02,35814718879
2010-06-03,35379882337
2010-06-04,34246671953
2010-06-07,33324291407
2010-06-08,33719597355
2010-06-09,33113461569
2010-06-10,33719597355
2010-06-11,34259848818
2010-06-14,33376998867
2010-06-15,34193964493
2010-06-16,33956780924
2010-06-17,33363822002
2010-06-18,33864542870
2010-06-21,33745951085
2010-06-22,33179345893
2010-06-23,32981692919
2010-06-24,31967074320
2010-06-25,32955339189
2010-06-28,32309672808
2010-06-29,30899748260
2010-06-30,31965516516
2010-07-01,31800248873
2010-07-02,31442168981
2010-07-06,31634981231
2010-07-07,32984666978
2010-07-08,33328974566
2010-07-09,34017589743
2010-07-12,33824777494
2010-07-13,35339730883
2010-07-14,35174463241
2010-07-15,35243324758
2010-07-16,34072678957
2010-07-19,34127768172
2010-07-20,34733749527
2010-07-21,36909773487
2010-07-22,36896001183
2010-07-23,37033724219
2010-07-26,37185219558
2010-07-27,37185219558
2010-07-28,37198991861
2010-07-29,37171447254
2010-07-30,37171447254
2010-08-02,38121736198
2010-08-03,37860062431
2010-08-04,38383409965
2010-08-05,38342093055
2010-08-06,38080419288
2010-08-09,37804973217
2010-08-10,37639705574
2010-08-11,36400198256
2010-08-12,35973256846
2010-08-13,35670266168
2010-08-16,35394820097
2010-08-17,36083435274
2010-08-18,36166069096
2010-08-19,35794216900
2010-08-20,35697810775
2010-08-23,35422364704
2010-08-24,34609798796
2010-08-25,34568481885
2010-08-26,33921183619
2010-08-27,34472075760
2010-08-30,33645737548
2010-08-31,34003817440
2010-09-01,34995423295
2010-09-02,35367275490
2010-09-03,36716961237
2010-09-07,35353503187
2010-09-08,35766672293
2010-09-09,37198991861
2010-09-10,37446893325
2010-09-13,38245686930
2010-09-14,37901379342
2010-09-15,37515754842
2010-09-16,36882228880
2010-09-17,36455287470
2010-09-20,36964862701
2010-09-21,35890623025
2010-09-22,34361897332
2010-09-23,34072678957
2010-09-24,34637343403
2010-09-27,34251718903
2010-09-28,33742143673
2010-09-29,33714599065
2010-09-30,35469081281
2010-10-01,35957715302
2010-10-04,35512196048
2010-10-05,36604436800
2010-10-06,36475092501
2010-10-07,36029573246
2010-10-08,36388862968
2010-10-11,36144545957
2010-10-12,37265529888
2010-10-13,37279901476
2010-10-14,36561322034
2010-10-15,35957715302
2010-10-18,36503835679
2010-10-19,36489464090
2010-10-20,36475092501
2010-10-21,35354108571
2010-10-22,35239135860
2010-10-25,35037933616
2010-10-26,34764873428
2010-10-27,35066676794
2010-10-28,35727769881
2010-10-29,35742141469
2010-11-01,35469081281
2010-11-02,35368480159
2010-11-03,36503835679
2010-11-04,37897879797
2010-11-05,39205694382
2010-11-08,39105093260
2010-11-09,37826021853
2010-11-10,38156568396
2010-11-11,37811650264
2010-11-12,36748152689
2010-11-15,37366131010
2010-11-16,36834382222
2010-11-17,36058316424
2010-11-18,36748152689
2010-11-19,36820010633
2010-11-22,36015201658
2010-11-23,35440338104
2010-11-24,36144545957
2010-11-26,35555310814
2010-11-29,35813999414
2010-11-30,35152906327
2010-12-01,35813999414
2010-12-02,36805639044
2010-12-03,36848753811
2010-12-06,36705037922
2010-12-07,36877496989
2010-12-08,38041595685
2010-12-09,38386513818
2010-12-10,38731431950
2010-12-13,38717060361
2010-12-14,38271541107
2010-12-15,37653562787
2010-12-16,37380502598
2010-12-17,37711049142
2010-12-20,37739792320
2010-12-21,38602087651
2010-12-22,39378153449
2010-12-23,39392525037
2010-12-27,39536240926
2010-12-28,39751814759
2010-12-29,39205694382
2010-12-30,39277552327
2010-12-31,39618194788
2011-01-03,41103331087
2011-01-04,41452774922
2011-01-05,41976940674
2011-01-06,41933260195
2011-01-07,41059650607
2011-01-10,40841248210
2011-01-11,40710206772
2011-01-12,41802218757
2011-01-13,41205252205
2011-01-14,42195343071
2011-01-18,41860459396
2011-01-19,40404443417
2011-01-20,42253583710
2011-01-21,43695039529
2011-01-24,43316475375
2011-01-25,42719508823
2011-01-26,42239023550
2011-01-27,43462076973
2011-01-28,42282704030
2011-01-31,42806869782
2011-02-01,43563998091
2011-02-02,43185433937
2011-02-03,43403836333
2011-02-04,43462076973
2011-02-07,44292006081
2011-02-08,44612329596
2011-02-09,43796960648
2011-02-10,43287355055
2011-02-11,43913441926
2011-02-14,43651359050
2011-02-15,44146404483
2011-02-16,44714250715
2011-02-17,44685130395
2011-02-18,45121935189
2011-02-22,42981591700
2011-02-23,43170873777
2011-02-24,42937911220
2011-02-25,43491197292
2011-02-28,43214554256
2011-03-01,41962380514
2011-03-02,42180782911
2011-03-03,42675828344
2011-03-04,41409094442
2011-03-07,41234372525
2011-03-08,41933260195
2011-03-09,41816778916
2011-03-10,40870368530
2011-03-11,41263492844
2011-03-14,40637405973
2011-03-15,40258841819
2011-03-16,39472593190
2011-03-17,39967638623
2011-03-18,39938518303
2011-03-21,40462684056
2011-03-22,40419003577
2011-03-23,40142360541
2011-03-24,40200601180
2011-03-25,39501713510
2011-03-28,39574514309
2011-03-29,39647315108
2011-03-30,39647315108
2011-03-31,40004566282
2011-04-01,39916708523
2011-04-04,39682421166
2011-04-05,39799564845
2011-04-06,40648856515
2011-04-07,40443855078
2011-04-08,39902065564
2011-04-11,39404204929
2011-04-12,39257775331
2011-04-13,39228489411
2011-04-14,39228489411
2011-04-15,39506705648
2011-04-18,38877058375
2011-04-19,38218125182
2011-04-20,38130267423
2011-04-21,38774557656
2011-04-25,37749550467
2011-04-26,37852051186
2011-04-27,37339547592
2011-04-28,37808122306
2011-04-29,38291339981
2011-05-02,38115624463
2011-05-03,37661692708
2011-05-04,37193117993
2011-05-05,36812401037
2011-05-06,36958830636
2011-05-09,36724543278
2011-05-10,37280975752
2011-05-11,36036324166
2011-05-12,35889894567
2011-05-13,35333462093
2011-05-16,34967388097
2011-05-17,35435962812
2011-05-18,35684893130
2011-05-19,35582392411
2011-05-20,34894173298
2011-05-23,34689171860
2011-05-24,34454884503
2011-05-25,34498813383
2011-05-26,34484170423
2011-05-27,35245604334
2011-05-31,35377390973
2011-06-01,33869166109
2011-06-02,33693450591
2011-06-03,33854523150
2011-06-06,32975945559
2011-06-07,32595228603
2011-06-08,32112010929
2011-06-09,32961302599
2011-06-10,33224875876
2011-06-13,34205954186
2011-06-14,33385948435
2011-06-15,32331655326
2011-06-16,32419513085
2011-06-17,33429877314
2011-06-20,32785587081
2011-06-21,33327376595
2011-06-22,33093089238
2011-06-23,32727015242
2011-06-24,32522013804
2011-06-27,33005231479
2011-06-28,32697729322
2011-06-29,34249883065
2011-06-30,42528151297
2011-07-01,43914336150
2011-07-05,42786905803
2011-07-06,42010642285
2011-07-07,42509668833
2011-07-08,41215896303
2011-07-11,39885158844
2011-07-12,39219790114
2011-07-13,39367649832
2011-07-14,39016483002
2011-07-15,38979518073
2011-07-18,38240219484
2011-07-19,38776210961
2011-07-20,40143913350
2011-07-21,44727564598
2011-07-22,44173090656
2011-07-25,43064142774
2011-07-26,43470756997
2011-07-27,41659475456
2011-07-28,41326791091
2011-07-29,41123483979
2011-08-01,41197413838
2011-08-02,39386132297
2011-08-03,38850140820
2011-08-04,36410455478
2011-08-05,37001894349
2011-08-08,31641979583
2011-08-09,33656568236
2011-08-10,30403654447
2011-08-11,33656568236
2011-08-12,31216882895
2011-08-15,33120576760
2011-08-16,31549567259
2011-08-17,31438672471
2011-08-18,29941592830
2011-08-19,29571943536
2011-08-22,28962022200
2011-08-23,29128364382
2011-08-24,30181864871
2011-08-25,30995093318
2011-08-26,30699373883
2011-08-29,32011628877
2011-08-30,31494119865
2011-08-31,32344313242
2011-09-01,31290812754
2011-09-02,29498013677
2011-09-06,28333618400
2011-09-07,30181864871
2011-09-08,29276224100
2011-09-09,28241206076
2011-09-12,27816109388
2011-09-13,28721750159
2011-09-14,28610855371
2011-09-15,30662408953
2011-09-16,30403654447
2011-09-19,28000934035
2011-09-20,27945486641
2011-09-21,25542766229
2011-09-22,24138098911
2011-09-23,25357941582
2011-09-26,27002880941
2011-09-27,27668249670
2011-09-28,26171170029
2011-09-29,27890039247
2011-09-30,24997230462
2011-10-03,23072943291
2011-10-04,25922368525
2011-10-05,26791998304
2011-10-06,28087191592
2011-10-07,26347932034
2011-10-10,28290721966
2011-10-11,28475749579
2011-10-12,29308373835
2011-10-13,28013180547
2011-10-14,28161202637
2011-10-17,28216710921
2011-10-18,30770091975
2011-10-19,30788594736
2011-10-20,30733086452
2011-10-21,31491699664
2011-10-24,31732235560
2011-10-25,30566561601
2011-10-26,30788594736
2011-10-27,35913859605
2011-10-28,35728831993
2011-10-31,32638870862
2011-11-01,30029981524
2011-11-02,31010627871
2011-11-03,31362180335
2011-11-04,30936616826
2011-11-07,31306672051
2011-11-08,32046782502
2011-11-09,29160351745
2011-11-10,29345379358
2011-11-11,30270517421
2011-11-14,29456395925
2011-11-15,29474898687
2011-11-16,27125048007
2011-11-17,26144401660
2011-11-18,26292423750
2011-11-21,25163755313
2011-11-22,25015733223
2011-11-23,24109097921
2011-11-25,24534661430
2011-11-28,25533810538
2011-11-29,24627175237
2011-11-30,27365583903
2011-12-01,26847506588
2011-12-02,28716285475
2011-12-05,30659075407
2011-12-06,30677578169
2011-12-07,32083788024
2011-12-08,29382384880
2011-12-09,30307522943
2011-12-12,28457246817
2011-12-13,28068688831
2011-12-14,27865158457
2011-12-15,27772644651
2011-12-16,27717136367
2011-12-19,26199909944
2011-12-20,27384086664
2011-12-21,27587617038
2011-12-22,29382384880
2011-12-23,29160351745
2011-12-27,28290721966
2011-12-28,27569114277
2011-12-29,28198208160
2011-12-30,27994677786
2012-01-03,30181546322
2012-01-04,29918771665
2012-01-05,30556938690
2012-01-06,29843693192
2012-01-09,30406781743
2012-01-10,31701885410
2012-01-11,32096047395
2012-01-12,32227434724
2012-01-13,31213875332
2012-01-17,30500629835
2012-01-18,32565287854
2012-01-19,34310862362
2012-01-20,34517328164
2012-01-23,34179475033
2012-01-24,34048087705
2012-01-25,34029318086
2012-01-26,34160705415
2012-01-27,34836411676
2012-01-30,34160705415
2012-01-31,35005338241
2012-02-01,36394290000
2012-02-02,36638295038
2012-02-03,38121094889
2012-02-06,38496487256
2012-02-07,38027246797
2012-02-08,38365099927
2012-02-09,38177403744
2012-02-10,36901069695
2012-02-13,36675834275
2012-02-14,35756122975
2012-02-15,35587196410
2012-02-16,36018897632
2012-02-17,35962588777
2012-02-21,36150284961
2012-02-22,35155495188
2012-02-23,35605966028
2012-02-24,34705024347
2012-02-27,35193034425
2012-02-28,35117955951
2012-02-29,34798872439
2012-03-01,36018897632
2012-03-02,35418269845
2012-03-05,34329631980
2012-03-06,32508978999
2012-03-07,33560077627
2012-03-08,34123166178
2012-03-09,34479788927
2012-03-12,34160705415
2012-03-13,35530887555
2012-03-14,34911490149
2012-03-15,36619525420
2012-03-16,36657064657
2012-03-19,37651854430
2012-03-20,38308791072
2012-03-21,37651854430
2012-03-22,36769682367
2012-03-23,38158634125
2012-03-26,39735282068
2012-03-27,38890649241
2012-03-28,37989707560
2012-03-29,37051226642
2012-03-30,36863530459
2012-04-02,37345399595
2012-04-03,36515920755
2012-04-04,35233998911
2012-04-05,34668445156
2012-04-09,33895521692
2012-04-10,32632451640
2012-04-11,33009487476
2012-04-12,34347964696
2012-04-13,32575896264
2012-04-16,32990635685
2012-04-17,33650448398
2012-04-18,33292264354
2012-04-19,34065187818
2012-04-20,32952932101
2012-04-23,32010342510
2012-04-24,32802117766
2012-04-25,32311971179
2012-04-26,32443933722
2012-04-27,31953787134
2012-04-30,32575896264
2012-05-01,32971783893
2012-05-02,31953787134
2012-05-03,30596458123
2012-05-04,30162866912
2012-05-07,30445643789
2012-05-08,29861238242
2012-05-09,29201425529
2012-05-10,29408795239
2012-05-11,28183428770
2012-05-14,26958062302
2012-05-15,26656433633
2012-05-16,25525326124
2012-05-17,25374511789
2012-05-18,25167142079
2012-05-21,24865513410
2012-05-22,25091734912
2012-05-23,25204845663
2012-05-24,25091734912
2012-05-25,24978624161
2012-05-29,25713844042
2012-05-30,24676995492
2012-05-31,25185993871
2012-06-01,23998330986
2012-06-04,23300814689
2012-06-05,24243404280
2012-06-06,26279397797
2012-06-07,25280252830
2012-06-08,25845806585
2012-06-11,25204845663
2012-06-12,26260546005
2012-06-13,25732695834
2012-06-14,26260546005
2012-06-15,26958062302
2012-06-18,26053176295
2012-06-19,26882655135
2012-06-20,26769544384
2012-06-21,26317101380
2012-06-22,26656433633
2012-06-25,25412215373
2012-06-26,25468770748
2012-06-27,26222842421
2012-06-28,26147435254
2012-06-29,27504764265
2012-07-02,28226151427
2012-07-03,28547332534
2012-07-05,27413752155
2012-07-06,26714710922
2012-07-09,26317957789
2012-07-10,25902311651
2012-07-11,26091241714
2012-07-12,25600023550
2012-07-13,26544673865
2012-07-16,26922533991
2012-07-17,27092571048
2012-07-18,26431315827
2012-07-19,25033233360
2012-07-20,24145262064
2012-07-23,23880759975
2012-07-24,23842973963
2012-07-25,24485336177
2012-07-26,24560908203
2012-07-27,25486665512
2012-07-30,25524451524
2012-07-31,25807846619
2012-08-01,25524451524
2012-08-02,24617587221
2012-08-03,26034562695
2012-08-06,26714710922
2012-08-07,27394859149
2012-08-08,27527110193
2012-08-09,27791612282
2012-08-10,27602682218
2012-08-13,27489324181
2012-08-14,27187036080
2012-08-15,27546003199
2012-08-16,27564896206
2012-08-17,27564896206
2012-08-20,28018328357
2012-08-21,28131686395
2012-08-22,28075007376
2012-08-23,27394859149
2012-08-24,27508217187
2012-08-27,27451538168
2012-08-28,27583789212
2012-08-29,27980542345
2012-08-30,28150579401
2012-08-31,28339509465
2012-09-04,29303052786
2012-09-05,29624233894
2012-09-06,30701135253
2012-09-07,32269254777
2012-09-10,31381283480
2012-09-11,32590435884
2012-09-12,32911616992
2012-09-13,33818481294
2012-09-14,34460843509
2012-09-17,33629551231
2012-09-18,33308370124
2012-09-19,33195012086
2012-09-20,32514863859
2012-09-21,32269254777
2012-09-24,32193682752
2012-09-25,31362390474
2012-09-26,31041209367
2012-09-27,31815822626
2012-09-28,31626892562
2012-10-01,31766680000
2012-10-02,31993720000
2012-10-03,32220760000
2012-10-04,33053239999
2012-10-05,33110000000
2012-10-08,33015400000
2012-10-09,32826200000
2012-10-10,32920799999
2012-10-11,33791120000
2012-10-12,32750519999
2012-10-15,33583000000
2012-10-16,33810040000
2012-10-17,34983080000
2012-10-18,33658680000
2012-10-19,33166760000
2012-10-22,33015400000
2012-10-23,32372120000
2012-10-24,32504560000
2012-10-25,32353200000
2012-10-26,32239680000
2012-10-31,32882960000
2012-11-01,33318120000
2012-11-02,33639760000
2012-11-05,33583000000
2012-11-06,34415480000
2012-11-07,31463960000
2012-11-08,31255840000
2012-11-09,31426120000
2012-11-12,31728840000
2012-11-13,31255840000
2012-11-14,30442280000
2012-11-15,30763920000
2012-11-16,30612560000
2012-11-19,31255840000
2012-11-20,30934200000
2012-11-21,30745000000
2012-11-23,31085560000
2012-11-26,31426120000
2012-11-27,31463960000
2012-11-28,31936960000
2012-11-29,31899120000
2012-11-30,31918040000
2012-12-03,31161239999
2012-12-04,31426120000
2012-12-05,32126160000
2012-12-06,31672079999
2012-12-07,32107239999
2012-12-10,32182920000
2012-12-11,33583000000
2012-12-12,33488400000
2012-12-13,33677600000
2012-12-14,34150600000
2012-12-17,35058760000
2012-12-18,36175040000
2012-12-19,36118280000
2012-12-20,36458840000
2012-12-21,35796640000
2012-12-24,35853400000
2012-12-26,35720960000
2012-12-27,35512840000
2012-12-28,35229040000
2012-12-31,36351034418
2013-01-02,37301636782
2013-01-03,37225588593
2013-01-04,38385323478
2013-01-07,37643853634
2013-01-08,37358672924
2013-01-09,37301636782
2013-01-10,38670504187
2013-01-11,38347299383
2013-01-14,38157178911
2013-01-15,38841612613
2013-01-16,39050745133
2013-01-17,39449998126
2013-01-18,42548961835
2013-01-22,43689684672
2013-01-23,43100311206
2013-01-24,42967226875
2013-01-25,43157347348
2013-01-28,42415877503
2013-01-29,42948214828
2013-01-30,43689684672
2013-01-31,43442528057
2013-02-01,44697323178
2013-02-04,43499564199
2013-02-05,44488190658
2013-02-06,44469178611
2013-02-07,43917829239
2013-02-08,44336094280
2013-02-11,44260046091
2013-02-12,44925467746
2013-02-13,44925467746
2013-02-14,45305708692
2013-02-15,45381756881
2013-02-19,46237299009
2013-02-20,44526214753
2013-02-21,43404503963
2013-02-22,44830407509
2013-02-25,41883540179
2013-02-26,42663034118
2013-02-27,43537588294
2013-02-28,42872166638
2013-03-01,42644022071
2013-03-04,42967226875
2013-03-05,43233395537
2013-03-06,43556600341
2013-03-07,44145973807
2013-03-08,43784744908
2013-03-11,43917829239
2013-03-12,43100311206
2013-03-13,43309443726
2013-03-14,43347467821
2013-03-15,44849419557
2013-03-18,43708696719
2013-03-19,42567973882
2013-03-20,43233395537
2013-03-21,41940576321
2013-03-22,42168720889
2013-03-25,41769467896
2013-03-26,42244769078
2013-03-27,42377853409
2013-03-28,41788479943
2013-04-01,41321587210
2013-04-02,41397896697
2013-04-03,40272331764
2013-04-04,40692033942
2013-04-05,41130813493
2013-04-08,41474206184
2013-04-09,41474206184
2013-04-10,42389920028
2013-04-11,42485306887
2013-04-12,41626825158
2013-04-15,40978194519
2013-04-16,41684057273
2013-04-17,40959117147
2013-04-18,38746142024
2013-04-19,39261231061
2013-04-22,39509236894
2013-04-23,41226200351
2013-04-24,40920962403
2013-04-25,40882807660
2013-04-26,40825575545
2013-04-29,42370842656
2013-04-30,42256378426
2013-05-01,41684057273
2013-05-02,42523461630
2013-05-03,43420098103
2013-05-06,44412121434
2013-05-07,44393044062
2013-05-08,45156138932
2013-05-09,44660127266
2013-05-10,45671227969
2013-05-13,45175216304
2013-05-14,46300781237
2013-05-15,47426346170
2013-05-16,46892179761
2013-05-17,48055899438
2013-05-20,47826970977
2013-05-21,47922357836
2013-05-22,47121108222
2013-05-23,46262626493
2013-05-24,46453400211
2013-05-28,47178340337
2013-05-29,47655274631
2013-05-30,49257773858
2013-05-31,49410392832
2013-06-03,48933458538
2013-06-04,48590065847
2013-06-05,47750661490
2013-06-06,48475601616
2013-06-07,51508903725
2013-06-10,51795064301
2013-06-11,49772862895
2013-06-12,48780839564
2013-06-13,50307029304
2013-06-14,49276851230
2013-06-17,50001791356
2013-06-18,50211642446
2013-06-19,49811017639
2013-06-20,47979589951
2013-06-21,47521733029
2013-06-24,46548787070
2013-06-25,47750661490
2013-06-26,47464500914
2013-06-27,47769738862
2013-06-28,46606019185
2013-07-01,46950935876
2013-07-02,46664533258
2013-07-03,45900792943
2013-07-05,46912748861
2013-07-08,47504647605
2013-07-09,48573884046
2013-07-10,48382948967
2013-07-11,48783912633
2013-07-12,49891336090
2013-07-15,50960572531
2013-07-16,50368673787
2013-07-17,50674169913
2013-07-18,52889016827
2013-07-19,52698081748
2013-07-22,52717175256
2013-07-23,53099045414
2013-07-24,52946297351
2013-07-25,53003577874
2013-07-26,52889016827
2013-07-29,52144370020
2013-07-30,51686125831
2013-07-31,51953434941
2013-08-01,53309074000
2013-08-02,53175419445
2013-08-05,53175419445
2013-08-06,52144370020
2013-08-07,51686125831
2013-08-08,51399723212
2013-08-09,51094227086
2013-08-12,50826917976
2013-08-13,51476097244
2013-08-14,51151507610
2013-08-15,50330486771
2013-08-16,50540515358
2013-08-19,49280343838
2013-08-20,50235019232
2013-08-21,49662213995
2013-08-22,50063177661
2013-08-23,50254112740
2013-08-26,50368673787
2013-08-27,48592977554
2013-08-28,48841193157
2013-08-29,49471278917
2013-08-30,49184876298
2013-09-03,50158645200
2013-09-04,50616889389
2013-09-05,50884198500
2013-09-06,51189694626
2013-09-09,52392585622
2013-09-10,53538196095
2013-09-11,53939159761
2013-09-12,53500009079
2013-09-13,53710037666
2013-09-16,54855648139
2013-09-17,55390266359
2013-09-18,55409359867
2013-09-19,54607432536
2013-09-20,53824598713
2013-09-23,51972528449
2013-09-24,52067995988
2013-09-25,51972528449
2013-09-26,51838873894
2013-09-27,51705219339
2013-09-30,51339750000
2013-10-01,51701700000
2013-10-02,51663600000
2013-10-03,51149250000
2013-10-04,51415950000
2013-10-07,51130200000
2013-10-08,50577750000
2013-10-09,50996850000
2013-10-10,52654200000
2013-10-11,53244750000
2013-10-14,53682900000
2013-10-15,53320950000
2013-10-16,54540150000
2013-10-17,55111650000
2013-10-18,56559450000
2013-10-21,56064150000
2013-10-22,56121300000
2013-10-23,55397400000
2013-10-24,55987950000
2013-10-25,55683150000
2013-10-28,55187850000
2013-10-29,55930800000
2013-10-30,55454550000
2013-10-31,54730650000
2013-11-01,55626000000
2013-11-04,55892700000
2013-11-05,55225950000
2013-11-06,55492650000
2013-11-07,54711600000
2013-11-08,56083200000
2013-11-11,57321450000
2013-11-12,56692800000
2013-11-13,57245250000
2013-11-14,57797700000
2013-11-15,57721500000
2013-11-18,57778650000
2013-11-19,57797700000
2013-11-20,57664350000
2013-11-21,58845450000
2013-11-22,59702700000
2013-11-25,60083700000
2013-11-26,59797950000
