,MS
2001-01-02,66783166016
2001-01-03,77479800991
2001-01-04,82109200038
2001-01-05,78351217282
2001-01-08,77196590696
2001-01-09,76390530627
2001-01-10,79625663608
2001-01-11,81019929674
2001-01-12,78819603539
2001-01-16,77719440471
2001-01-17,74876444821
2001-01-18,74190204492
2001-01-19,78122470506
2001-01-22,77654084249
2001-01-23,80377260159
2001-01-24,78002650766
2001-01-25,76728204440
2001-01-26,76390530627
2001-01-29,77752118582
2001-01-30,78699783799
2001-01-31,78514607837
2001-02-01,83144006884
2001-02-02,79865303088
2001-02-05,80094049864
2001-02-06,78656212984
2001-02-07,74255560713
2001-02-08,72218625133
2001-02-09,73471286051
2001-02-12,74070384752
2001-02-13,73340573608
2001-02-14,71238281805
2001-02-15,70660968512
2001-02-16,69212238928
2001-02-20,63754994404
2001-02-21,61140745531
2001-02-22,63820350626
2001-02-23,62033947229
2001-02-26,64070882810
2001-02-27,64495698252
2001-02-28,60082515690
2001-03-01,58671618465
2001-03-02,56316505404
2001-03-05,57749108741
2001-03-06,60321282913
2001-03-07,61580237360
2001-03-08,59387920133
2001-03-09,56511860405
2001-03-12,51660544560
2001-03-13,54428073733
2001-03-14,52583054285
2001-03-15,54438926789
2001-03-16,53429592620
2001-03-19,56023472903
2001-03-20,52127225950
2001-03-21,50401590113
2001-03-22,49120929555
2001-03-23,49359696777
2001-03-26,50282206502
2001-03-27,52214050395
2001-03-28,49815525112
2001-03-29,49522492611
2001-03-30,49359696777
2001-04-02,48296097331
2001-04-03,45517715102
2001-04-04,41751704816
2001-04-05,48339509553
2001-04-06,46950318439
2001-04-09,46396812604
2001-04-10,50401590113
2001-04-11,53179972342
2001-04-12,54981579568
2001-04-16,52952058174
2001-04-17,54286984011
2001-04-18,61710474027
2001-04-19,62057771806
2001-04-20,60885641803
2001-04-23,58856120410
2001-04-24,56826599016
2001-04-25,56642097072
2001-04-26,57987875963
2001-04-27,60245311524
2001-04-30,57922757630
2001-05-01,58443704298
2001-05-02,61363176249
2001-05-03,61102702915
2001-05-04,62133743195
2001-05-07,61775592361
2001-05-08,60907347914
2001-05-09,60028250412
2001-05-10,59963132079
2001-05-11,58313467631
2001-05-14,59952279023
2001-05-15,60527490969
2001-05-16,63750848476
2001-05-17,64304354311
2001-05-18,63685730143
2001-05-21,67050177373
2001-05-22,68504486820
2001-05-23,65964871815
2001-05-24,66474965427
2001-05-25,64098146255
2001-05-29,62806632641
2001-05-30,59225124300
2001-05-31,59981808238
2001-06-01,60155479778
2001-06-04,59970953766
2001-06-05,60991274066
2001-06-06,59515065973
2001-06-07,60437696031
2001-06-08,59591047272
2001-06-11,57431007489
2001-06-12,55867963626
2001-06-13,54804225442
2001-06-14,52915547441
2001-06-15,53067510039
2001-06-18,52872129556
2001-06-19,53925013269
2001-06-20,54760807557
2001-06-21,59927535881
2001-06-22,60014371651
2001-06-25,59525920444
2001-06-26,58885506639
2001-06-27,57800059512
2001-06-28,59059178180
2001-06-29,59265413134
2001-07-02,58820379812
2001-07-03,58776961927
2001-07-05,58407909903
2001-07-06,56226161178
2001-07-09,56030780695
2001-07-10,53935867740
2001-07-11,53349726292
2001-07-12,57040246523
2001-07-13,56671194500
2001-07-16,53925013269
2001-07-17,55184131936
2001-07-18,54337483177
2001-07-19,54294065292
2001-07-20,54901915683
2001-07-23,54163811637
2001-07-24,53078364510
2001-07-25,52698458015
2001-07-26,54565427074
2001-07-27,54977896982
2001-07-30,55032169338
2001-07-31,55194986407
2001-08-01,57572115616
2001-08-02,58103984708
2001-08-03,58266801777
2001-08-06,56508377431
2001-08-07,56649485558
2001-08-08,53740487257
2001-08-09,51754119015
2001-08-10,51569593003
2001-08-13,51428484877
2001-08-14,51526175118
2001-08-15,50701235302
2001-08-16,48899393071
2001-08-17,47238658967
2001-08-20,49138191439
2001-08-21,48345815036
2001-08-22,49344426393
2001-08-23,48432650806
2001-08-24,52220861279
2001-08-27,51992917383
2001-08-28,50332183278
2001-08-29,49670060531
2001-08-30,48258979266
2001-08-31,48861549725
2001-09-04,47805666181
2001-09-05,47353144662
2001-09-06,45338346471
2001-09-07,44013104879
2001-09-10,44778081733
2001-09-17,38927624952
2001-09-18,38647492583
2001-09-19,38453554789
2001-09-20,34456281372
2001-09-21,36708114645
2001-09-24,38970722239
2001-09-25,39196982999
2001-09-26,39961959852
2001-09-27,40576096200
2001-09-28,42450828207
2001-10-01,42946447013
2001-10-02,43086513198
2001-10-03,45693899093
2001-10-04,45693899093
2001-10-05,44293237248
2001-10-08,43743746832
2001-10-09,45112085711
2001-10-10,46340358405
2001-10-11,48355156597
2001-10-12,47126883903
2001-10-15,48096572872
2001-10-16,48171993125
2001-10-17,48085798550
2001-10-18,47029915006
2001-10-19,44972019527
2001-10-22,46469650268
2001-10-23,46695911027
2001-10-24,45790867990
2001-10-25,47029915006
2001-10-26,47708697284
2001-10-29,46405004337
2001-10-30,45715447736
2001-10-31,44799630377
2001-11-01,46200292221
2001-11-02,47137658225
2001-11-05,47342370340
2001-11-06,48689160575
2001-11-07,49314071244
2001-11-08,49238650991
2001-11-09,48775355150
2001-11-12,48850775403
2001-11-13,51188803251
2001-11-14,53300570340
2001-11-15,52417075946
2001-11-16,51016414101
2001-11-19,52578690774
2001-11-20,52093846289
2001-11-21,51781390955
2001-11-23,52998889327
2001-11-26,54507294390
2001-11-27,52891146108
2001-11-28,49637300901
2001-11-29,51512032908
2001-11-30,50833250629
2001-12-03,48144273297
2001-12-04,48501458778
2001-12-05,51402237835
2001-12-06,52484618080
2001-12-07,51207409390
2001-12-10,50276562380
2001-12-11,50460567021
2001-12-12,50612100256
2001-12-13,49659605640
2001-12-14,48349925544
2001-12-17,47559787965
2001-12-18,49280772554
2001-12-19,51326471217
2001-12-20,51542947266
2001-12-21,50839400107
2001-12-24,50828576305
2001-12-26,51012580946
2001-12-27,50969285737
2001-12-28,52322261043
2001-12-31,51467180649
2002-01-02,50806928700
2002-01-03,52278965833
2002-01-04,54865854619
2002-01-07,54454550125
2002-01-08,53318050868
2002-01-09,53718531559
2002-01-10,54238074076
2002-01-11,52960865387
2002-01-14,51856837537
2002-01-15,53220636646
2002-01-16,51402237835
2002-01-17,53025808202
2002-01-18,52094961191
2002-01-22,50925990527
2002-01-23,51023404749
2002-01-24,50049262528
2002-01-25,50828576305
2002-01-28,50590452651
2002-01-29,47841206829
2002-01-30,48393220753
2002-01-31,50601276453
2002-02-01,49140063123
2002-02-04,46390817300
2002-02-05,45481617894
2002-02-06,45005370587
2002-02-07,44713127920
2002-02-08,47624730780
2002-02-11,47981916260
2002-02-12,46737178979
2002-02-13,47245897694
2002-02-14,47895325841
2002-02-15,45892922388
2002-02-19,43273562195
2002-02-20,43944637947
2002-02-21,43890518934
2002-02-22,42905552911
2002-02-25,44853837352
2002-02-26,44853837352
2002-02-27,44464180464
2002-02-28,45298466183
2002-03-01,46329209725
2002-03-04,49573339399
2002-03-05,50690882397
2002-03-06,51982024307
2002-03-07,50929580901
2002-03-08,52437721452
2002-03-11,52068823763
2002-03-12,52090523628
2002-03-13,51016380358
2002-03-14,50430484028
2002-03-15,52079673696
2002-03-18,52405171656
2002-03-19,53381665538
2002-03-20,52350921996
2002-03-21,52405171656
2002-03-22,51602276687
2002-03-25,50582383077
2002-03-26,51450377638
2002-03-27,52253272608
2002-03-28,52850018869
2002-04-01,52470271248
2002-04-02,52372621860
2002-04-03,51331028386
2002-04-04,51634826483
2002-04-05,51558876959
2002-04-08,51352728250
2002-04-09,50951280765
2002-04-10,50267735048
2002-04-11,47620351635
2002-04-12,48965743206
2002-04-15,48564295721
2002-04-16,50614932873
2002-04-17,50755981989
2002-04-18,50897031105
2002-04-19,50734282125
2002-04-22,49475690011
2002-04-23,49345490826
2002-04-24,47023605374
2002-04-25,44387071893
2002-04-26,44311122369
2002-04-29,43812025496
2002-04-30,44007324273
2002-05-01,44300272437
2002-05-02,45038067815
2002-05-03,44267722641
2002-05-06,41544389704
2002-05-07,41403340588
2002-05-08,44723419786
2002-05-09,44734269718
2002-05-10,43312928623
2002-05-13,44452171485
2002-05-14,45602264280
2002-05-15,45287616251
2002-05-16,45830112852
2002-05-17,46567908229
2002-05-20,45515464823
2002-05-21,44625770398
2002-05-22,44289422505
2002-05-23,44712569854
2002-05-24,44202623049
2002-05-28,43030830391
2002-05-29,42455783994
2002-05-30,41164642083
2002-05-31,41797229307
2002-06-03,40358556559
2002-06-04,39947507202
2002-06-05,41537619187
2002-06-06,40953496417
2002-06-07,41072484389
2002-06-10,41342911597
2002-06-11,39720348347
2002-06-12,40228751499
2002-06-13,38887432546
2002-06-14,38941517988
2002-06-17,41483533745
2002-06-18,41559253363
2002-06-19,40596532502
2002-06-20,39363384432
2002-06-21,38573736984
2002-06-24,38984786341
2002-06-25,38530468631
2002-06-26,37924711684
2002-06-27,39190311019
2002-06-28,39612177464
2002-07-01,38097785098
2002-07-02,38086968009
2002-07-03,37946345861
2002-07-05,40163848969
2002-07-08,40001592644
2002-07-09,38346578129
2002-07-10,36864637028
2002-07-11,37697552830
2002-07-12,38065333833
2002-07-15,37838174978
2002-07-16,37373040180
2002-07-17,36680746527
2002-07-18,35588220605
2002-07-19,35534135164
2002-07-22,33587059264
2002-07-23,32732509286
2002-07-24,34841841510
2002-07-25,34517328861
2002-07-26,34960829482
2002-07-29,36377868053
2002-07-30,37665101565
2002-07-31,37102612971
2002-08-01,36453587672
2002-08-02,35198805425
2002-08-05,33792583942
2002-08-06,34993280747
2002-08-07,35296159220
2002-08-08,37859809155
2002-08-09,39287664814
2002-08-12,38519651543
2002-08-13,37881443331
2002-08-14,40466727442
2002-08-15,40661435032
2002-08-16,40758788827
2002-08-19,42640962196
2002-08-20,42035205250
2002-08-21,41743143865
2002-08-22,41570070452
2002-08-23,40791240092
2002-08-26,41342911597
2002-08-27,40520812884
2002-08-28,39060505959
2002-08-29,38865798369
2002-08-30,39276847726
2002-09-03,36601458832
2002-09-04,37939483860
2002-09-05,36029561038
2002-09-06,36741735650
2002-09-09,37572606030
2002-09-10,37054660858
2002-09-11,37000708236
2002-09-12,36471972539
2002-09-13,36612249357
2002-09-16,36763316698
2002-09-17,35716635830
2002-09-18,34950508596
2002-09-19,31087500854
2002-09-20,31573074452
2002-09-23,30623508303
2002-09-24,30440069388
2002-09-25,31821256514
2002-09-26,32360782735
2002-09-27,31055129280
2002-09-30,31076710329
2002-10-01,32835565810
2002-10-02,31184615573
2002-10-03,29058882263
2002-10-04,28465403419
2002-10-07,27300026782
2002-10-08,28389869749
2002-10-09,26879196330
2002-10-10,28389869749
2002-10-11,30634298828
2002-10-14,31670189172
2002-10-15,33990151923
2002-10-16,33439835177
2002-10-17,34874974925
2002-10-18,34119638216
2002-10-21,35198690658
2002-10-22,34432563424
2002-10-23,34874974925
2002-10-24,33903827727
2002-10-25,35231062231
2002-10-28,34702326534
2002-10-29,35036832791
2002-10-30,34939718071
2002-10-31,35695054781
2002-11-01,37043870333
2002-11-04,38101341727
2002-11-05,38446638508
2002-11-06,38824306863
2002-11-07,36536715686
2002-11-08,36018770513
2002-11-11,35090785413
2002-11-12,35900074745
2002-11-13,36310114673
2002-11-14,37863950189
2002-11-15,38932212107
2002-11-18,38522172179
2002-11-19,38522172179
2002-11-20,39903359305
2002-11-21,42557828312
2002-11-22,42374389397
2002-11-25,42503875690
2002-11-26,40647905490
2002-11-27,42169369433
2002-11-29,41489566394
2002-12-02,41565100065
2002-12-03,41360080101
2002-12-04,40378142379
2002-12-05,38889050009
2002-12-06,39266718364
2002-12-09,37453910261
2002-12-10,38090551202
2002-12-11,38155294349
2002-12-12,39191184693
2002-12-13,38338733264
2002-12-16,39817035109
2002-12-17,39169603644
2002-12-18,37702092323
2002-12-19,36968336662
2002-12-20,38554543752
2002-12-23,38565334277
2002-12-24,38068970153
2002-12-26,38047389104
2002-12-27,36806478796
2002-12-30,37000708236
2002-12-31,36612249357
2003-01-02,38468219557
2003-01-03,38392685886
2003-01-06,39428576230
2003-01-07,39644386719
2003-01-08,38446638508
2003-01-09,40011264549
2003-01-10,39827825634
2003-01-13,39989683500
2003-01-14,40183912940
2003-01-15,39536481474
2003-01-16,39018536302
2003-01-17,38511381654
2003-01-21,37130194529
2003-01-22,36018770513
2003-01-23,37313633444
2003-01-24,35511615866
2003-01-27,34756279156
2003-01-28,35133947511
2003-01-29,34669954961
2003-01-30,33968570874
2003-01-31,34756279156
2003-02-03,35360548524
2003-02-04,34335448704
2003-02-05,33957780349
2003-02-06,33407463604
2003-02-07,32792403712
2003-02-10,33062166822
2003-02-11,32490269028
2003-02-12,31832047039
2003-02-13,32015485954
2003-02-14,32813984761
2003-02-18,33472206750
2003-02-19,33871456154
2003-02-20,33569321470
2003-02-21,33957780349
2003-02-24,32803194236
2003-02-25,33170072067
2003-02-26,32490269028
2003-02-27,33493787799
2003-02-28,33743744177
2003-03-03,33840708959
2003-03-04,33312789590
2003-03-05,34002316930
2003-03-06,33097312296
2003-03-07,33851482824
2003-03-10,32397011092
2003-03-11,31427363271
2003-03-12,30737835932
2003-03-13,33043442973
2003-03-14,32860287274
2003-03-17,35165894315
2003-03-18,35844647790
2003-03-19,36157089866
2003-03-20,36674235370
2003-03-21,38010194591
2003-03-24,36835843340
2003-03-25,37212928604
2003-03-26,37094416093
2003-03-27,37029772905
2003-03-28,36652687641
2003-03-31,35122798856
2003-04-01,36501853535
2003-04-02,38279541208
2003-04-03,38257993478
2003-04-04,38516566231
2003-04-07,38635078742
2003-04-08,38850556036
2003-04-09,37945551402
2003-04-10,38311862802
2003-04-11,38042516185
2003-04-14,39195319705
2003-04-15,40617469843
2003-04-16,40466635738
2003-04-17,41350092641
2003-04-21,41188484671
2003-04-22,42492122297
2003-04-23,43763438330
2003-04-24,42729147320
2003-04-25,41220806265
2003-04-28,41360866506
2003-04-29,40660565302
2003-04-30,40983781242
2003-05-01,40973007378
2003-05-02,41759499499
2003-05-05,41037650566
2003-05-06,41554796070
2003-05-07,41436283559
2003-05-08,40391218685
2003-05-09,41059198295
2003-05-12,41770273364
2003-05-13,40994555107
2003-05-14,40595922114
2003-05-15,41026876701
2003-05-16,40843721001
2003-05-19,39249189029
2003-05-20,38947520818
2003-05-21,39367701540
2003-05-22,39561631104
2003-05-23,39281510623
2003-05-27,40294253903
2003-05-28,41113067618
2003-05-29,40886816460
2003-05-30,41899559740
2003-06-02,42633060201
2003-06-03,43085686220
2003-06-04,43969384636
2003-06-05,44615993234
2003-06-06,44228028075
2003-06-09,43635303528
2003-06-10,44389680225
2003-06-11,45294932261
2003-06-12,44831529433
2003-06-13,44195697645
2003-06-16,45402700361
2003-06-17,45499691651
2003-06-18,42956364500
2003-06-19,40316046060
2003-06-20,40553135879
2003-06-23,39216811444
2003-06-24,39669437462
2003-06-25,40122063481
2003-06-26,40057402621
2003-06-27,39389240403
2003-06-30,39162927394
2003-07-01,40477698209
2003-07-02,41188967667
2003-07-03,41038092327
2003-07-07,42298979093
2003-07-08,43398213708
2003-07-09,43344329659
2003-07-10,42406747192
2003-07-11,42740828301
2003-07-14,43355106469
2003-07-15,44637546854
2003-07-16,43678410767
2003-07-17,42967141310
2003-07-18,43053355790
2003-07-21,42040335653
2003-07-22,42837819591
2003-07-23,43290445609
2003-07-24,43613749908
2003-07-25,44519001944
2003-07-28,44292688935
2003-07-29,43732294817
2003-07-30,43527535428
2003-07-31,43452097758
2003-08-01,42277425473
2003-08-04,42255871853
2003-08-05,41954121174
2003-08-06,43139570269
2003-08-07,43635303528
2003-08-08,44465117894
2003-08-11,44098706356
2003-08-12,44572885994
2003-08-13,44443564275
2003-08-14,44529778754
2003-08-15,44551332374
2003-08-18,45057842442
2003-08-19,45467361221
2003-08-20,44950074343
2003-08-21,45144056922
2003-08-22,44228028075
2003-08-25,44195697645
2003-08-26,44174144026
2003-08-27,43753848437
2003-08-28,44206474455
2003-08-29,44691430904
2003-09-02,45702162079
2003-09-03,44744879795
2003-09-04,45132095101
2003-09-05,44164056836
2003-09-08,44357664489
2003-09-09,45089071178
2003-09-10,43884401337
2003-09-11,44691099891
2003-09-12,44669587930
2003-09-15,44873951563
2003-09-16,46960611823
2003-09-17,47530678801
2003-09-18,48391157259
2003-09-19,47885626165
2003-09-22,46767004170
2003-09-23,47842602242
2003-09-24,46412056806
2003-09-25,46487348671
2003-09-26,45788209925
2003-09-29,46659444363
2003-09-30,46132401308
2003-10-01,47530678801
2003-10-02,48455693143
2003-10-03,48477205105
2003-10-06,48563252950
2003-10-07,49369951504
2003-10-08,48681568738
2003-10-09,49058028063
2003-10-10,48703080700
2003-10-13,49542047196
2003-10-14,49767922791
2003-10-15,49025760121
2003-10-16,49187099832
2003-10-17,48143769702
2003-10-20,48154525683
2003-10-21,48315865394
2003-10-22,46810028093
2003-10-23,47444630955
2003-10-24,47025147707
2003-10-27,47337071148
2003-10-28,49369951504
2003-10-29,49273147678
2003-10-30,49875482598
2003-10-31,50165894078
2003-11-03,51349051957
2003-11-04,51273760092
2003-11-05,50327233788
2003-11-06,51381319899
2003-11-07,52048190704
2003-11-10,52134238549
2003-11-11,52521453855
2003-11-12,52876401219
2003-11-13,52747329450
2003-11-14,50230429962
2003-11-17,50316477808
2003-11-18,49208611794
2003-11-19,48810640507
2003-11-20,48154525683
2003-11-21,48348133336
2003-11-24,49585071119
2003-11-25,50381013692
2003-11-26,50510085461
2003-11-28,50542353403
2003-12-01,51810827749
2003-12-02,51400914891
2003-12-03,51670594403
2003-12-04,51821614929
2003-12-05,50764471244
2003-12-08,51508786696
2003-12-09,50678173801
2003-12-10,50451643011
2003-12-11,51195958463
2003-12-12,52209953426
2003-12-15,52382548313
2003-12-16,53105289404
2003-12-17,52846397073
2003-12-18,51659807222
2003-12-19,51357766170
2003-12-22,52317825231
2003-12-23,52565930381
2003-12-24,52296250870
2003-12-26,52673802186
2003-12-29,53730945871
2003-12-30,53148438126
2003-12-31,53062140682
2004-01-02,52242314967
2004-01-05,52781673990
2004-01-06,52965056058
2004-01-07,52997417599
2004-01-08,53515202262
2004-01-09,52479632937
2004-01-12,53633861247
2004-01-13,53536776622
2004-01-14,53752520232
2004-01-15,54842025458
2004-01-16,55413746023
2004-01-20,54906748541
2004-01-21,55640276812
2004-01-22,54885174180
2004-01-23,54367389518
2004-01-26,55316661398
2004-01-27,53838817675
2004-01-28,52317825231
2004-01-29,53029779141
2004-01-30,53374968916
2004-02-02,53223948389
2004-02-03,52975843239
2004-02-04,52166804704
2004-02-05,51530361057
2004-02-06,52598291922
2004-02-09,52511994479
2004-02-10,52242314967
2004-02-11,54885174180
2004-02-12,54140858728
2004-02-13,54788089556
2004-02-17,55553979369
2004-02-18,56481676888
2004-02-19,56395379444
2004-02-20,56104125572
2004-02-23,55974679406
2004-02-24,54647856210
2004-02-25,55413746023
2004-02-26,55489256286
2004-02-27,54798876736
2004-03-01,55885402428
2004-03-02,55950335118
2004-03-03,56329109147
2004-03-04,56935147593
2004-03-05,57238166816
2004-03-08,56101844730
2004-03-09,55701426471
2004-03-10,54673325535
2004-03-11,54597570729
2004-03-12,55798825507
2004-03-15,54456883233
2004-03-16,54478527463
2004-03-17,55614849550
2004-03-18,55106210140
2004-03-19,54835657262
2004-03-22,53569469794
2004-03-23,52855210197
2004-03-24,51415868887
2004-03-25,52021907333
2004-03-26,52184239060
2004-03-29,52216705405
2004-03-30,52584657319
2004-03-31,52714522700
2004-04-01,52638767895
2004-04-02,52205883290
2004-04-05,52065195794
2004-04-06,52389859247
2004-04-07,51978618873
2004-04-08,51697243880
2004-04-12,51837931376
2004-04-13,50063104498
2004-04-14,49078292023
2004-04-15,49218979520
2004-04-16,50160503534
2004-04-19,49922417002
2004-04-20,48786094915
2004-04-21,48548008383
2004-04-22,49197335290
2004-04-23,48786094915
2004-04-26,49359667016
2004-04-27,49273090095
2004-04-28,48201700699
2004-04-29,48169234354
2004-04-30,47270998800
2004-05-03,47346753606
2004-05-04,48277455505
2004-05-05,48299099735
2004-05-06,48125945894
2004-05-07,47779638210
2004-05-10,47931147822
2004-05-11,48234167045
2004-05-12,48548008383
2004-05-13,48428965117
2004-05-14,47909503591
2004-05-17,46556739203
2004-05-18,47206066109
2004-05-19,47833748786
2004-05-20,48071835318
2004-05-21,48320743966
2004-05-24,49013359333
2004-05-25,49565287203
2004-05-26,49857484311
2004-05-27,49716796815
2004-05-28,49218979520
2004-06-01,49022067893
2004-06-02,48978809947
2004-06-03,47800030904
2004-06-04,48751705728
2004-06-07,50222475909
2004-06-08,50157588989
2004-06-09,49541163252
2004-06-10,48935552000
2004-06-14,48005506150
2004-06-15,46999758893
2004-06-16,47929804744
2004-06-17,47453967332
2004-06-18,47475596305
2004-06-21,47107903760
2004-06-22,47940619230
2004-06-23,48265053829
2004-06-24,48546230482
2004-06-25,48200166909
2004-06-28,48092022043
2004-06-29,48135279990
2004-06-30,48502972535
2004-07-01,47432338359
2004-07-02,47497225278
2004-07-06,46859170567
2004-07-07,45853423311
2004-07-08,45799350878
2004-07-09,45961568177
2004-07-12,46275188289
2004-07-13,45507359739
2004-07-14,45128852706
2004-07-15,44090661990
2004-07-16,43268761006
2004-07-19,43614824578
2004-07-20,44544870428
2004-07-21,44004146097
2004-07-22,44469169022
2004-07-23,44123105450
2004-07-26,43571566632
2004-07-27,44717902215
2004-07-28,44858490541
2004-07-29,45864237797
2004-07-30,45345142439
2004-08-02,45485730765
2004-08-03,45323513466
2004-08-04,45074780273
2004-08-05,44177177883
2004-08-06,43020027814
2004-08-09,43160616140
2004-08-10,44263693776
2004-08-11,43993331610
2004-08-12,43430978306
2004-08-13,43452607279
2004-08-16,44523241455
2004-08-17,45377585899
2004-08-18,45799350878
2004-08-19,45550617685
2004-08-20,46242744829
2004-08-23,46145414450
2004-08-24,45810165364
