,K
2013-11-27,20738190000
2013-11-29,20654700000
2013-12-02,20636550000
2013-12-03,20821680000
2013-12-04,20741820000
2013-12-05,20632920000
2013-12-06,20995920000
2013-12-09,21097560000
2013-12-10,20807160000
2013-12-11,20792640000
2013-12-12,20654700000
2013-12-13,20607510000
2013-12-16,20582100000
2013-12-17,20553060000
2013-12-18,20618400000
2013-12-19,20640180000
2013-12-20,20614770000
2013-12-23,20553060000
2013-12-24,20520390000
2013-12-26,20683740000
2013-12-27,20770860000
2013-12-30,20692800000
2013-12-31,20628000000
2014-01-02,20541600000
2014-01-03,20462400000
2014-01-06,20350800000
2014-01-07,20538000000
2014-01-08,20329200000
2014-01-09,20361600000
2014-01-10,20530800000
2014-01-13,20412000000
2014-01-14,20566800000
2014-01-15,20638800000
2014-01-16,20703600000
2014-01-17,20426400000
2014-01-21,20523600000
2014-01-22,20610000000
2014-01-23,20437200000
2014-01-24,20210400000
2014-01-27,20221200000
2014-01-28,20278800000
2014-01-29,19717200000
2014-01-30,19638000000
2014-01-31,19584000000
2014-02-03,19220400000
2014-02-04,19342800000
2014-02-05,19378800000
2014-02-06,19504800000
2014-02-07,19713600000
2014-02-10,20041200000
2014-02-11,20224800000
2014-02-12,20070000000
2014-02-13,20091600000
2014-02-14,20332800000
2014-02-18,20307600000
2014-02-19,20178000000
2014-02-20,20347200000
2014-02-21,20250000000
2014-02-24,20509200000
2014-02-25,20545200000
2014-02-26,20379600000
2014-02-27,20322000000
2014-02-28,20502000000
2014-03-03,20494800000
2014-03-04,20692800000
2014-03-05,20700000000
2014-03-06,20750400000
2014-03-07,20808000000
2014-03-10,20836800000
2014-03-11,20840400000
2014-03-12,20966400000
2014-03-13,20937600000
2014-03-14,20570400000
2014-03-17,20556000000
2014-03-18,20894400000
2014-03-19,20851200000
2014-03-20,20901600000
2014-03-21,20800800000
2014-03-24,20739600000
2014-03-25,20818800000
2014-03-26,20840400000
2014-03-27,20862000000
2014-03-28,20988000000
2014-03-31,21123560000
2014-04-01,21094840000
2014-04-02,21105610000
2014-04-03,22365700000
2014-04-04,21482560000
2014-04-07,21916950000
2014-04-08,21680010000
2014-04-09,22265180000
2014-04-10,22100040000
2014-04-11,22125170000
2014-04-14,22078500000
2014-04-15,21967210000
2014-04-16,22225690000
2014-04-17,22347750000
2014-04-21,22225690000
2014-04-22,22326210000
2014-04-23,22415960000
2014-04-24,22412370000
2014-04-25,22473400000
2014-04-28,22667260000
2014-04-29,22577510000
2014-04-30,22512890000
2014-05-01,22021060000
2014-05-02,22096450000
2014-05-05,21913360000
2014-05-06,22010290000
2014-05-07,22258000000
2014-05-08,22243640000
2014-05-09,22642130000
2014-05-12,23047800000
2014-05-13,22943690000
2014-05-14,22764190000
2014-05-15,22645720000
2014-05-16,22749830000
2014-05-19,22771370000
2014-05-20,22835990000
2014-05-21,22835990000
2014-05-22,22789320000
2014-05-23,22757010000
2014-05-27,22900610000
2014-05-28,22914970000
2014-05-29,23151910000
2014-05-30,23238070000
2014-06-02,23284740000
2014-06-03,23270379999
2014-06-04,23374490000
2014-06-05,23187810000
2014-06-06,23212940000
2014-06-09,22947280000
2014-06-10,22925740000
2014-06-11,22774960000
2014-06-12,22645720000
2014-06-13,22642130000
2014-06-16,22717520000
2014-06-17,22469810000
2014-06-18,22516480000
2014-06-19,22545200000
2014-06-20,22649310000
2014-06-23,22376470000
2014-06-24,22189790000
2014-06-25,21863100000
2014-06-26,21834380000
2014-06-27,21881050000
2014-06-30,22070700000
2014-07-01,22124400000
2014-07-02,22188840000
2014-07-03,22306980000
2014-07-07,22124400000
2014-07-08,22192420000
2014-07-09,22203160000
2014-07-10,22131560000
2014-07-11,22153040000
2014-07-14,22238960000
2014-07-15,22024160000
2014-07-16,22178100000
2014-07-17,22142300000
2014-07-18,22228220000
2014-07-21,22203160000
2014-07-22,22260440000
2014-07-23,21981200000
2014-07-24,22063540000
2014-07-25,21959720000
2014-07-28,21981200000
2014-07-29,21798620000
2014-07-30,21408400000
2014-07-31,20098120000
2014-08-01,20638700000
2014-08-04,20846340000
2014-08-05,20624380000
2014-08-06,21089780000
2014-08-07,20953740000
2014-08-08,21243720000
2014-08-11,21433460000
2014-08-12,21315320000
2014-08-13,21490740000
2014-08-14,21497900000
2014-08-15,21594560000
2014-08-18,21598140000
2014-08-19,21655420000
2014-08-20,21773560000
2014-08-21,21795040000
2014-08-22,21598140000
2014-08-25,21784300000
2014-08-26,21752080000
2014-08-27,21927500000
2014-08-28,21752080000
2014-08-29,21823680000
2014-09-02,21762820000
2014-09-03,21762820000
2014-09-04,21812940000
2014-09-05,21902440000
2014-09-08,21648260000
2014-09-09,21605300000
2014-09-10,21648260000
2014-09-11,21730600000
2014-09-12,21462100000
2014-09-15,21408400000
2014-09-16,21454940000
2014-09-17,21096940000
2014-09-18,21125580000
2014-09-19,21050400000
2014-09-22,20925100000
2014-09-23,20699560000
2014-09-24,20943000000
2014-09-25,20721040000
2014-09-26,20742520000
2014-09-29,20508822504
2014-09-30,20438102426
2014-10-01,20123398081
2014-10-02,20148150108
2014-10-03,20303734278
2014-10-06,20222406189
2014-10-07,19967813910
2014-10-08,20278982251
2014-10-09,20130470088
2014-10-10,20006709953
2014-10-13,19808693735
2014-10-14,19971349914
2014-10-15,19879413813
2014-10-16,19826373755
2014-10-17,20211798178
2014-10-20,20491142484
2014-10-21,20469926461
2014-10-22,20583078585
2014-10-23,20484070476
2014-10-24,20551254550
2014-10-27,20604294608
2014-10-28,20819990845
2014-10-29,20728054744
2014-10-30,21247847314
2014-10-31,21223095287
2014-11-03,21269063338
2014-11-04,21134695190
2014-11-05,21180663241
2014-11-06,21410503493
2014-11-07,21120551175
2014-11-10,21201879264
2014-11-11,21152375210
2014-11-12,21127623183
2014-11-13,21170055229
2014-11-14,21170055229
2014-11-17,21612055714
2014-11-18,21764103881
2014-11-19,21863111990
2014-11-20,21778247896
2014-11-21,21721671834
2014-11-24,21604983706
2014-11-25,21612055714
2014-11-26,21544871640
2014-11-28,21979800118
2014-12-01,21926760059
2014-12-02,22089416238
2014-12-03,22025768168
2014-12-04,21926760059
2014-12-05,22032840176
2014-12-08,21923224056
2014-12-09,21838359962
2014-12-10,21495367586
2014-12-11,22262680428
2014-12-12,21774711893
2014-12-15,21265527334
2014-12-16,21269063338
2014-12-17,21513047605
2014-12-18,21905544036
2014-12-19,22170744327
2014-12-22,22181352339
2014-12-23,22308648478
2014-12-24,22237928401
2014-12-26,22234392397
2014-12-29,22216712378
2014-12-30,22103560253
2014-12-31,21711063823
2015-01-02,21725207838
2015-01-05,21406500000
2015-01-06,21470400000
2015-01-07,21988700000
2015-01-08,22389850000
2015-01-09,22127150000
2015-01-12,21811200000
2015-01-13,21974500000
2015-01-14,22226550000
2015-01-15,22563800000
2015-01-16,22691600000
2015-01-20,22975600000
2015-01-21,22993350000
2015-01-22,23263150000
2015-01-23,22876200000
2015-01-26,22943650000
2015-01-27,22794549999
2015-01-28,22443100000
2015-01-29,22432450000
2015-01-30,21846700000
2015-02-02,22141350000
2015-02-03,22201700000
2015-02-04,22198150000
2015-02-05,22329500000
2015-02-06,22066800000
2015-02-09,21917700000
2015-02-10,22088100000
2015-02-11,22084550000
2015-02-12,21087000000
2015-02-13,21051500000
2015-02-17,21055050000
2015-02-18,21250300000
2015-02-19,21250300000
2015-02-20,21349700000
2015-02-23,21417150000
2015-02-24,21328400000
2015-02-25,21576900000
2015-02-26,21541400000
2015-02-27,21477500000
2015-03-02,21417150000
2015-03-03,21573350000
2015-03-04,21559150000
2015-03-05,21335500000
2015-03-06,20810100000
2015-03-09,20852700000
2015-03-10,20856250000
2015-03-11,20643250000
2015-03-12,20756850000
2015-03-13,20703600000
2015-03-16,20930800000
2015-03-17,20735550000
2015-03-18,21005350000
2015-03-19,20923700000
2015-03-20,21346150000
2015-03-23,21303550000
2015-03-24,20966300000
2015-03-25,21037300000
2015-03-26,20984050000
2015-03-27,21264500000
2015-03-30,21818300000
2015-03-31,21967400000
2015-04-01,22045500000
2015-04-02,22112950000
2015-04-06,21871880000
2015-04-07,21776570000
2015-04-08,21723620000
2015-04-09,21691850000
2015-04-10,21773040000
2015-04-13,21681260000
2015-04-14,21723620000
2015-04-15,21585950000
2015-04-16,21547120000
2015-04-17,21328260000
2015-04-20,21384740000
2015-04-21,21151760000
2015-04-22,21190590000
2015-04-23,21148230000
2015-04-24,21109400000
2015-04-27,21070570000
2015-04-28,21088220000
2015-04-29,20992910000
2015-04-30,20975260000
2015-05-01,21162350000
2015-05-04,21243540000
2015-05-05,20925840000
2015-05-06,20869360000
2015-05-07,21052920000
2015-05-08,21070570000
2015-05-11,21127050000
2015-05-12,21088220000
2015-05-13,21109400000
2015-05-14,21391800000
2015-05-15,21607130000
2015-05-18,21409450000
2015-05-19,21261190000
2015-05-20,21275310000
2015-05-21,21187060000
2015-05-22,21091750000
2015-05-26,20865830000
2015-05-27,20947020000
2015-05-28,20721100000
2015-05-29,20791700000
2015-06-01,20717570000
2015-06-02,20594020000
2015-06-03,20625790000
2015-06-04,20622260000
2015-06-05,20353980000
2015-06-08,20308090000
2015-06-09,20375160000
2015-06-10,20551660000
2015-06-11,20608140000
2015-06-12,20579900000
2015-06-15,20435170000
2015-06-16,20692860000
2015-06-17,20809350000
2015-06-18,20901130000
2015-06-19,20978790000
2015-06-22,20999970000
2015-06-23,21024680000
2015-06-24,21003500000
2015-06-25,20823470000
2015-06-26,20883480000
2015-06-29,20735220000
2015-06-30,20766990000
2015-07-01,20869360000
2015-07-02,20915250000
2015-07-06,20839980000
2015-07-07,21300180000
2015-07-08,21151500000
2015-07-09,21123180000
2015-07-10,21176280000
2015-07-13,21317880000
2015-07-14,21300180000
2015-07-15,21151500000
2015-07-16,21424080000
2015-07-17,21374520000
2015-07-20,21303720000
2015-07-21,21264780000
2015-07-22,21388680000
2015-07-23,21367440000
2015-07-24,21438240000
2015-07-27,21484260000
2015-07-28,21608160000
2015-07-29,21732060000
2015-07-30,21951540000
2015-07-31,21979860000
2015-08-03,21948000000
2015-08-04,22422360000
2015-08-05,22808220000
2015-08-06,22871940000
2015-08-07,22893180000
2015-08-10,22917960000
2015-08-11,22985220000
2015-08-12,22886100000
2015-08-13,22882560000
2015-08-14,23176380000
2015-08-17,23119740000
2015-08-18,23020620000
2015-08-19,22903800000
2015-08-20,22825920000
2015-08-21,22408200000
2015-08-24,21838260000
2015-08-25,21625860000
2015-08-26,22231200000
2015-08-27,22376340000
2015-08-28,22270140000
2015-08-31,22015260000
2015-09-01,21827640000
2015-09-02,22167480000
2015-09-03,22365720000
2015-09-04,22114380000
2015-09-08,22429440000
2015-09-09,21976320000
2015-09-10,22040040000
2015-09-11,22252440000
2015-09-14,22163940000
2015-09-15,22408200000
2015-09-16,22716180000
2015-09-17,22875480000
2015-09-18,22404660000
2015-09-21,22475460000
2015-09-22,22266600000
2015-09-23,22351560000
2015-09-24,22326780000
2015-09-25,22659540000
2015-09-28,22093140000
2015-09-29,22071900000
2015-09-30,22107300000
2015-10-01,22001100000
2015-10-02,22390500000
2015-10-05,21635115095
2015-10-06,21472496002
2015-10-07,21685933561
2015-10-08,22011171746
2015-10-09,22075541804
2015-10-12,22197506123
2015-10-13,22048438622
2015-10-14,21824837369
2015-10-15,21997620155
2015-10-16,22187342430
2015-10-19,22129748168
2015-10-20,21926474302
2015-10-21,22129748168
2015-10-22,22892025164
2015-10-23,22793776129
2015-10-26,22746345560
2015-10-27,22583726468
2015-10-28,22546459592
2015-10-29,22566786979
2015-10-30,22417719477
2015-11-02,22448210557
2015-11-03,21645278788
2015-11-04,21831613165
2015-11-05,22051826519
2015-11-06,21594460322
2015-11-09,21448780718
2015-11-10,21404738047
2015-11-11,21496211287
2015-11-12,21076111964
2015-11-13,21008354009
2015-11-16,21275997932
2015-11-17,20991414520
2015-11-18,21079499862
2015-11-19,21130318329
2015-11-20,21059172476
2015-11-23,21797734187
2015-11-24,21574132935
2015-11-25,21990844360
2015-11-27,22021335440
2015-11-30,21862104245
2015-12-01,22055214417
2015-12-02,21899371120
2015-12-03,21784182596
2015-12-04,22309306749
2015-12-07,22414331580
2015-12-08,22512580615
2015-12-09,22444822660
2015-12-10,22485477433
2015-12-11,22295755158
2015-12-14,22597278059
2015-12-15,22732793969
2015-12-16,22878473573
2015-12-17,22763285049
2015-12-18,22499029024
2015-12-21,22587114365
2015-12-22,22949619426
2015-12-23,23227427042
2015-12-24,23166444882
2015-12-28,23166444882
2015-12-29,23369718748
2015-12-30,23268081815
2015-12-31,22973334710
2016-01-04,23583690000
2016-01-05,23671440000
2016-01-06,23717069999
2016-01-07,23176530000
2016-01-08,23541569999
2016-01-11,23566140000
2016-01-12,23538060000
2016-01-13,23352030000
2016-01-14,23604750000
2016-01-15,23274810000
2016-01-19,23464349999
2016-01-20,23088780000
2016-01-21,23043150000
2016-01-22,23583690000
2016-01-25,23222160000
2016-01-26,23450310000
2016-01-27,23573160000
2016-01-28,23973300000
2016-01-29,24187410000
2016-02-01,24236550000
2016-02-02,23839920000
2016-02-03,23825880000
2016-02-04,23657400000
2016-02-05,23660910000
2016-02-08,23485410000
2016-02-09,23517000000
2016-02-10,23337990000
2016-02-11,24271650000
2016-02-12,24692849999
2016-02-16,24763050000
2016-02-17,24949080000
2016-02-18,24963120000
2016-02-19,24871860000
2016-02-22,24313770000
2016-02-23,24412050000
2016-02-24,24341849999
2016-02-25,24671790000
2016-02-26,24190920000
2016-02-29,24380459999
2016-03-01,24429599999
2016-03-02,24731459999
2016-03-03,24647220000
2016-03-04,24777090000
2016-03-07,24678810000
2016-03-08,24647220000
2016-03-09,24766560000
2016-03-10,24780599999
2016-03-11,24875370000
2016-03-14,24685830000
2016-03-15,24731459999
2016-03-16,24910470000
2016-03-17,25177230000
2016-03-18,25082459999
2016-03-21,24861330000
2016-03-22,24513840000
2016-03-23,24713910000
2016-03-24,24847290000
2016-03-28,24921000000
2016-03-29,25226370000
2016-03-30,25303590000
2016-03-31,25212330000
2016-04-01,25644060000
2016-04-04,25641000000
2016-04-05,25224499999
2016-04-06,25543000000
2016-04-07,25322499999
2016-04-08,25371500000
2016-04-11,25284000000
2016-04-12,25399499999
2016-04-13,25179000000
2016-04-14,25109000000
2016-04-15,25469500000
2016-04-18,25508000000
2016-04-19,25483500000
2016-04-20,25193000000
2016-04-21,24629500000
2016-04-22,24724000000
2016-04-25,24895500000
2016-04-26,24734500000
2016-04-27,25088000000
2016-04-28,25116000000
2016-04-29,25224499999
2016-05-02,25431000000
2016-05-03,25238500000
2016-05-04,25294500000
2016-05-05,24647000000
2016-05-06,24636500000
2016-05-09,24741500000
2016-05-10,25081000000
2016-05-11,25018000000
2016-05-12,25389000000
2016-05-13,25350500000
2016-05-16,25364500000
2016-05-17,24769500000
2016-05-18,24643500000
2016-05-19,24709999999
2016-05-20,24402000000
2016-05-23,24436999999
2016-05-24,24517500000
2016-05-25,24549000000
2016-05-26,24738000000
2016-05-27,24465000000
2016-05-31,24423000000
2016-06-01,24598000000
2016-06-02,24475500000
2016-06-03,24675000000
2016-06-06,24472000000
2016-06-07,24682000000
2016-06-08,24986500000
2016-06-09,25515000000
2016-06-10,25655000000
2016-06-13,25256000000
2016-06-14,25249000000
2016-06-15,25059999999
2016-06-16,25298000000
2016-06-17,25214000000
2016-06-20,25242000000
2016-06-21,25396000000
2016-06-22,25403000000
2016-06-23,25560500000
2016-06-24,25350500000
2016-06-27,25231500000
2016-06-28,25010999999
2016-06-29,25476500000
2016-06-30,26813500000
2016-07-01,26799499999
2016-07-05,27016500000
2016-07-06,27086500000
2016-07-07,27020000000
2016-07-08,27139000000
2016-07-11,26827500000
2016-07-12,26771500000
2016-07-13,27293000000
2016-07-14,28021000000
2016-07-15,28241500000
2016-07-18,28115500000
2016-07-19,28567000000
2016-07-20,27016500000
2016-07-21,27086500000
2016-07-22,27212500000
2016-07-25,27426000000
2016-07-26,27205500000
2016-07-27,26691000000
2016-07-28,26862500000
2016-07-29,27163500000
2016-08-01,27051500000
2016-08-02,26886999999
2016-08-03,26628000000
2016-08-04,27069000000
2016-08-05,27163500000
2016-08-08,27233500000
2016-08-09,27251000000
2016-08-10,27244000000
2016-08-11,27408500000
2016-08-12,27433000000
2016-08-15,27387500000
2016-08-16,27079500000
2016-08-17,27118000000
2016-08-18,27265000000
2016-08-19,27272000000
2016-08-22,27275500000
2016-08-23,27156500000
2016-08-24,27041000000
2016-08-25,27198499999
2016-08-26,27051500000
2016-08-29,27293000000
2016-08-30,26859000000
2016-08-31,26999000000
2016-09-01,26827500000
2016-09-02,27069000000
2016-09-06,27114500000
2016-09-07,26536999999
2016-09-08,26271000000
2016-09-09,25329500000
2016-09-12,25987500000
2016-09-13,25658500000
2016-09-14,25644500000
2016-09-15,25700500000
2016-09-16,25623499999
2016-09-19,25672499999
2016-09-20,25378500000
2016-09-21,25480000000
2016-09-22,25690000000
2016-09-23,25522000000
2016-09-26,25417000000
2016-09-27,25413500000
2016-09-28,25557000000
2016-09-29,25375000000
2016-09-30,25441500000
2016-10-03,25396081431
2016-10-04,25031728766
2016-10-05,25042238939
2016-10-06,24972171119
2016-10-07,25094789804
2016-10-10,25136830496
2016-10-11,25000198247
2016-10-12,25133327105
2016-10-13,24912613472
2016-10-14,24814518523
2016-10-17,24653362537
2016-10-18,24772477831
2016-10-19,24632342191
2016-10-20,24401118384
2016-10-21,24439655685
2016-10-24,24418635339
2016-10-25,24394111602
2016-10-26,24348567519
2016-10-27,24380098038
2016-10-28,24534247243
2016-10-31,24698906620
2016-11-01,24723430357
2016-11-02,24684893056
2016-11-03,24317037000
2016-11-04,24218942052
2016-11-07,24639348973
2016-11-08,25297986483
2016-11-09,24614825236
2016-11-10,23882616515
2016-11-11,23833569041
2016-11-14,23844079214
2016-11-15,24127853885
2016-11-16,24082309802
2016-11-17,24141867449
2016-11-18,24019248764
2016-11-21,24124350494
2016-11-22,24488703159
2016-11-23,24124350494
2016-11-25,24380098038
2016-11-28,24289009872
2016-11-29,24201425097
2016-11-30,23668909663
2016-12-01,23325577344
2016-12-02,23395645164
2016-12-05,23560304542
2016-12-06,23658399490
2016-12-07,23882616515
2016-12-08,23696936791
2016-12-09,24033262328
2016-12-12,24260982744
2016-12-13,24310030218
2016-12-14,24036765719
2016-12-15,24131357276
2016-12-16,24092819975
2016-12-19,23970201290
2016-12-20,24085813193
2016-12-21,24047275892
2016-12-22,24215438661
2016-12-23,24183908142
2016-12-27,24278499699
2016-12-28,24138364058
2016-12-29,24313533609
2016-12-30,24229452225
2017-01-03,24166349999
2017-01-04,24103170000
2017-01-05,24078599999
2017-01-06,24085620000
2017-01-09,23755680000
2017-01-10,23601240000
2017-01-11,23671440000
2017-01-12,23685480000
2017-01-13,23509980000
2017-01-17,23724090000
2017-01-18,23706540000
2017-01-19,23639849999
2017-01-20,23783760000
2017-01-23,23808330000
2017-01-24,23913630000
2017-01-25,23815349999
2017-01-26,23741640000
2017-01-27,24043500000
2017-01-30,23934690000
2017-01-31,23948730000
2017-02-01,23681970000
2017-02-02,23966280000
2017-02-03,24162840000
2017-02-06,23822370000
2017-02-07,23994360000
2017-02-08,24204959999
2017-02-09,25177230000
2017-02-10,25029810000
2017-02-13,24906959999
2017-02-14,25005240000
2017-02-15,25043849999
2017-02-16,24605099999
2017-02-17,24008400000
2017-02-21,24615630000
2017-02-22,24534900000
2017-02-23,24636690000
2017-02-24,24777090000
2017-02-27,24331319999
2017-02-28,24394500000
2017-03-01,24647220000
2017-03-02,24706890000
2017-03-03,24527880000
2017-03-06,24443640000
2017-03-07,24419069999
2017-03-08,24324300000
2017-03-09,24405030000
2017-03-10,24433110000
2017-03-13,24422580000
2017-03-14,24447150000
2017-03-15,24619140000
2017-03-16,24622650000
2017-03-17,24738480000
2017-03-20,24696360000
2017-03-21,24240060000
2017-03-22,23948730000
2017-03-23,24078599999
2017-03-24,24043500000
2017-03-27,23899590000
2017-03-28,23931180000
2017-03-29,24068069999
2017-03-30,23892569999
2017-03-31,23913630000
2017-04-03,23700590000
2017-04-04,23665690000
2017-04-05,23822740000
2017-04-06,23711060000
2017-04-07,23770390000
2017-04-10,23665690000
2017-04-11,23627300000
2017-04-12,23686630000
2017-04-13,23560990000
2017-04-17,23679649999
2017-04-18,23899520000
2017-04-19,23794820000
2017-04-20,23836700000
2017-04-21,23714550000
2017-04-24,23829720000
2017-04-25,23693610000
2017-04-26,23410920000
2017-04-27,23236420000
2017-04-28,23250380000
2017-05-01,22971179999
2017-05-02,22604730000
2017-05-03,22576810000
2017-05-04,23054940000
2017-05-05,23149170000
2017-05-08,23808780000
2017-05-09,23201520000
2017-05-10,23267830000
2017-05-11,23149170000
2017-05-12,23194539999
2017-05-15,23257360000
2017-05-16,23037490000
2017-05-17,23096820000
2017-05-18,22950240000
2017-05-19,23260850000
2017-05-22,23351590000
2017-05-23,23449310000
2017-05-24,23749450000
2017-05-25,23801800000
2017-05-26,23780860000
2017-05-30,23473740000
2017-05-31,23445820000
2017-06-01,23885560000
2017-06-02,23896030000
2017-06-05,23889050000
2017-06-06,23854149999
2017-06-07,23948380000
2017-06-08,23658710000
2017-06-09,23794820000
2017-06-12,23930929999
2017-06-13,24004220000
2017-06-14,24067039999
2017-06-15,23937910000
2017-06-16,23540050000
2017-06-19,23498170000
2017-06-20,23281789999
2017-06-21,23079370000
2017-06-22,23058429999
2017-06-23,23107289999
2017-06-26,23246890000
2017-06-27,22705940000
2017-06-28,22768760000
2017-06-29,22493050000
2017-06-30,22747820000
2017-07-03,22259400000
2017-07-05,21914400000
2017-07-06,21545250000
2017-07-07,21534900000
2017-07-10,21324450000
2017-07-11,21151950000
2017-07-12,21283050000
2017-07-13,21372750000
2017-07-14,21490050000
2017-07-17,21607350000
2017-07-18,21448650000
2017-07-19,21479700000
2017-07-20,21607350000
2017-07-21,21759150000
2017-07-24,21634950000
2017-07-25,21873000000
2017-07-26,21790200000
2017-07-27,21910950000
2017-07-28,21900600000
2017-07-31,22014450000
2017-08-01,21838500000
2017-08-02,21831600000
2017-08-03,22776900000
2017-08-04,22538850000
2017-08-07,22697550000
2017-08-08,22407750000
2017-08-09,22349100000
2017-08-10,22255950000
2017-08-11,22276649999
2017-08-14,22614750000
2017-08-15,22597500000
2017-08-16,22683750000
2017-08-17,22694100000
2017-08-18,22645800000
2017-08-21,22725150000
2017-08-22,22659600000
2017-08-23,22631999999
2017-08-24,21983400000
2017-08-25,21917850000
2017-08-28,21617700000
2017-08-29,21462450000
2017-08-30,21383100000
2017-08-31,21189900000
2017-09-01,21186450000
2017-09-05,21496950000
2017-09-06,21962700000
2017-09-07,21931650000
2017-09-08,22159350000
2017-09-11,22262850000
2017-09-12,22173150000
2017-09-13,22007550000
2017-09-14,21890250000
2017-09-15,22117950000
2017-09-18,22211100000
2017-09-19,21324450000
2017-09-20,20951850000
2017-09-21,20693100000
2017-09-22,20510250000
2017-09-25,20727600000
2017-09-26,20530950000
2017-09-27,20406750000
2017-09-28,20334300000
2017-09-29,20189400000
2017-10-02,20312741916
2017-10-03,20088387078
2017-10-04,20216096755
2017-10-05,20305838690
2017-10-06,20209193529
2017-10-09,19770838691
2017-10-10,19908903207
2017-10-11,19836419336
2017-10-12,20205741916
2017-10-13,20067677400
2017-10-16,20050419336
2017-10-17,19995193529
2017-10-18,20012451594
2017-10-19,19981387078
2017-10-20,19901999981
2017-10-23,19912354820
2017-10-24,19822612884
2017-10-25,19587903207
2017-10-26,19612064497
2017-10-27,19515419336
2017-10-30,19066709659
2017-10-31,20250612884
2017-11-01,20405935464
2017-11-02,20202290303
2017-11-03,20067677400
2017-11-06,19498161272
2017-11-07,19705258046
2017-11-08,20347258045
2017-11-09,20495677400
2017-11-10,20954741915
2017-11-13,20650999980
2017-11-14,21110064496
2017-11-15,20644096754
2017-11-16,21141129012
2017-11-17,21168741915
2017-11-20,21234322560
2017-11-21,20840838690
2017-11-22,20958193528
2017-11-24,21030677399
2017-11-27,21075548367
2017-11-28,21355129012
2017-11-29,21634709657
2017-11-30,21427612883
2017-12-01,21372387076
2017-12-04,21872870947
2017-12-05,22014387076
2017-12-06,22066161269
2017-12-07,21786580624
2017-12-08,21548419334
2017-12-11,21555322560
2017-12-12,21358580625
2017-12-13,21320612883
2017-12-14,21068645141
2017-12-15,21047935464
2017-12-18,21258483851
2017-12-19,21203258044
2017-12-20,21658870947
2017-12-21,21910838689
2017-12-22,22055806431
2017-12-26,22073064495
2017-12-27,22117935463
2017-12-28,22031645140
2017-12-29,22017838689
2018-01-02,22067880000
2018-01-03,21964080000
2018-01-04,22313540000
2018-01-05,22382740000
2018-01-08,22455400000
2018-01-09,22330840000
2018-01-10,21759940000
2018-01-11,21420860000
2018-01-12,21002200000
2018-01-16,21407020000
2018-01-17,21593860000
2018-01-18,21362040000
2018-01-19,21628460000
2018-01-22,21808380000
2018-01-23,21728800000
2018-01-24,21849900000
2018-01-25,22047120000
2018-01-26,22185520000
2018-01-29,21998680000
2018-01-30,22057500000
2018-01-31,22112860000
2018-02-01,22182060000
2018-02-02,21247860000
2018-02-05,20822280000
2018-02-06,21154440000
2018-02-07,20846500000
2018-02-08,21420860000
2018-02-09,21860280000
2018-02-12,21773780000
2018-02-13,21912180000
2018-02-14,21991760000
2018-02-15,22666460000
2018-02-16,22614560000
2018-02-20,22621480000
2018-02-21,22178599999
2018-02-22,22161300000
2018-02-23,22251260000
2018-02-26,22386200000
2018-02-27,21794540000
2018-02-28,21493520000
2018-03-01,21721880000
2018-03-02,21974460000
2018-03-05,22465780000
2018-03-06,22694140000
2018-03-07,22500380000
2018-03-08,22611099999
2018-03-09,22808320000
2018-03-12,22669920000
2018-03-13,22611099999
2018-03-14,22400040000
2018-03-15,21749560000
2018-03-16,21569640000
2018-03-19,21566180000
2018-03-20,21531580000
2018-03-21,20673500000
2018-03-22,20573160000
2018-03-23,20438220000
2018-03-26,20822280000
2018-03-27,20901860000
2018-03-28,20746160000
2018-03-29,21106000000
2018-04-02,20552810000
2018-04-03,20632620000
2018-04-04,21142710000
2018-04-05,21021260000
2018-04-06,20917160000
2018-04-09,20993500000
2018-04-10,20715900000
2018-04-11,20625680000
2018-04-12,20386250000
2018-04-13,20531990000
2018-04-16,20781830000
2018-04-17,20771420000
2018-04-18,20646500000
2018-04-19,20250920000
2018-04-20,19622850000
2018-04-23,19706130000
2018-04-24,19685310000
2018-04-25,19844930000
2018-04-26,19567330000
2018-04-27,19612440000
2018-04-30,19178690000
2018-05-01,19130110000
2018-05-02,18446520000
2018-05-03,18932320000
2018-05-04,19470170000
2018-05-07,19695720000
2018-05-08,19633260000
2018-05-09,19643670000
2018-05-10,19876160000
2018-05-11,19987200000
2018-05-14,20073950000
2018-05-15,19942090000
2018-05-16,20021900000
2018-05-17,19921270000
2018-05-18,19598560000
2018-05-21,19785940000
2018-05-22,20032310000
2018-05-23,20261330000
2018-05-24,20677730000
2018-05-25,21239870000
2018-05-29,21028200000
2018-05-30,21479300000
2018-05-31,20965740000
2018-06-01,20781830000
2018-06-04,21038610000
2018-06-05,20601390000
2018-06-06,20483410000
2018-06-07,20271740000
2018-06-08,20743660000
2018-06-11,21309270000
2018-06-12,21396020000
2018-06-13,21413370000
2018-06-14,21684030000
2018-06-15,21833240000
2018-06-18,21572990000
2018-06-19,21680560000
2018-06-20,21715260000
2018-06-21,21763840000
2018-06-22,21944280000
2018-06-25,22482130000
2018-06-26,22367619999
2018-06-27,22523770000
2018-06-28,22683390000
2018-06-29,22749320000
2018-07-02,22666039999
2018-07-03,22575820000
2018-07-05,23294110000
2018-07-06,23387800000
2018-07-09,22943640000
2018-07-10,22999160000
2018-07-11,22898530000
2018-07-12,23013039999
2018-07-13,23172660000
2018-07-16,22985280000
2018-07-17,23002630000
