,CTLT
2023-11-01,5856760000
2023-11-02,5985980000
2023-11-03,6419140000
2023-11-06,6238960000
2023-11-07,6337240000
2023-11-08,6204380000
2023-11-09,6127940000
2023-11-10,6106099999
2023-11-13,6024200000
2023-11-14,6466460000
2023-11-15,7199920000
2023-11-16,7232680000
2023-11-17,7256340000
2023-11-20,7267260000
2023-11-21,7250880000
2023-11-22,7207200000
2023-11-24,7278180000
2023-11-27,7118020000
2023-11-28,7181720000
2023-11-29,7201740000
2023-11-30,7070700000
2023-12-01,7307300000
2023-12-04,7274540000
2023-12-05,7081619999
2023-12-06,6906900000
2023-12-07,6815900000
2023-12-08,6766760000
2023-12-11,6903260000
2023-12-12,6788599999
2023-12-13,7216300000
2023-12-14,7527520000
2023-12-15,7549359999
2023-12-18,7623980000
2023-12-19,8124480000
2023-12-20,7802340000
2023-12-21,7989800000
2023-12-22,8022560000
2023-12-26,8235500000
2023-12-27,8281000000
2023-12-28,8288280000
2023-12-29,8177260000
2024-01-02,8199099999
2024-01-03,7745920000
2024-01-04,7907900000
2024-01-05,8322859999
2024-01-08,8492119999
2024-01-09,8992620000
2024-01-10,9165520000
2024-01-11,9116380000
2024-01-12,8978060000
2024-01-16,8994440000
2024-01-17,8841560000
2024-01-18,8867040000
2024-01-19,8956220000
2024-01-22,9067240000
2024-01-23,8954400000
2024-01-24,9038120000
2024-01-25,9174620000
2024-01-26,9505860000
2024-01-29,9760660000
2024-01-30,9653280000
2024-01-31,9398480000
2024-02-01,9662380000
2024-02-02,9920820000
2024-02-05,10887240000
2024-02-06,10639720000
2024-02-07,10283000000
2024-02-08,10292100000
2024-02-09,10321220000
2024-02-12,10372180000
2024-02-13,10235680000
2024-02-14,10363080000
2024-02-15,10454080000
2024-02-16,10581480000
2024-02-20,10552360000
2024-02-21,10599680000
2024-02-22,10628800000
2024-02-23,10696140000
2024-02-26,10608780000
2024-02-27,10592400000
2024-02-28,10545080000
2024-02-29,10435880000
2024-03-01,10408580000
2024-03-04,10364900000
2024-03-05,10366720000
2024-03-06,10310300000
2024-03-07,10257520000
2024-03-08,10284820000
2024-03-11,10339420000
2024-03-12,10283000000
2024-03-13,10301200000
2024-03-14,10319400000
2024-03-15,10232040000
2024-03-18,10184720000
2024-03-19,10182900000
2024-03-20,10170160000
2024-03-21,10164700000
2024-03-22,10153780000
2024-03-25,10264800000
2024-03-26,10239320000
2024-03-27,10279360000
2024-03-28,10273900000
2024-04-01,10262980000
2024-04-02,10273900000
2024-04-03,10315760000
2024-04-04,10366720000
2024-04-05,10328500000
2024-04-08,10317580000
2024-04-09,10375820000
2024-04-10,10377640000
2024-04-11,10359440000
2024-04-12,10246600000
2024-04-15,10206560000
2024-04-16,10151960000
2024-04-17,10184720000
2024-04-18,10155600000
2024-04-19,10097360000
2024-04-22,10201100000
2024-04-23,10197460000
2024-04-24,10182900000
2024-04-25,10155600000
2024-04-26,10177440000
2024-04-29,10246600000
2024-04-30,10164700000
2024-05-01,10192000000
2024-05-02,10253880000
2024-05-03,10283000000
2024-05-06,10259340000
2024-05-07,10288460000
2024-05-08,10228400000
2024-05-09,10188360000
2024-05-10,10157420000
2024-05-13,10155600000
2024-05-14,10104640000
2024-05-15,10121020000
2024-05-16,10055500000
2024-05-17,10077340000
2024-05-20,10010000000
2024-05-21,10002720000
2024-05-22,10004540000
2024-05-23,9946300000
2024-05-24,9977240000
2024-05-28,9828000000
2024-05-29,9751560000
2024-05-30,9757020000
2024-05-31,9789780000
2024-06-03,9878960000
2024-06-04,10002720000
2024-06-05,10095540000
2024-06-06,10230220000
2024-06-07,10262980000
2024-06-10,10226580000
2024-06-11,10157420000
2024-06-12,10182900000
2024-06-13,10186540000
2024-06-14,10097360000
2024-06-17,10048220000
2024-06-18,10022740000
2024-06-20,9977240000
2024-06-21,10283000000
2024-06-24,10277540000
2024-06-25,10217480000
2024-06-26,10221120000
2024-06-27,10266620000
2024-06-28,10233860000
2024-07-01,10221120000
2024-07-02,10228400000
2024-07-03,10284820000
2024-07-05,10324860000
2024-07-08,10394020000
2024-07-09,10428600000
2024-07-10,10452260000
2024-07-11,10568740000
2024-07-12,10479560000
2024-07-15,10526880000
2024-07-16,10528700000
2024-07-17,10574200000
2024-07-18,10554180000
2024-07-19,10539620000
2024-07-22,10597860000
2024-07-23,10632440000
2024-07-24,10628800000
2024-07-25,10637900000
2024-07-26,10679760000
2024-07-29,10734360000
2024-07-30,10745280000
2024-07-31,10799880000
2024-08-01,10879960000
2024-08-02,10845380000
2024-08-05,10765300000
2024-08-06,10839920000
2024-08-07,10832640000
2024-08-08,10869040000
2024-08-09,10861760000
