,NUE
2013-11-26,16408768180
2013-11-27,16277830170
2013-11-29,16306572660
2013-12-02,16162860210
2013-12-03,16143698550
2013-12-04,16437510670
2013-12-05,16562061460
2013-12-06,16673837810
2013-12-09,16769646110
2013-12-10,16884616070
2013-12-11,16431123450
2013-12-12,16357670420
2013-12-13,16475833990
2013-12-16,16622740050
2013-12-17,16450285110
2013-12-18,16491802040
2013-12-19,16731322790
2013-12-20,16603578390
2013-12-23,16740903620
2013-12-24,17028328520
2013-12-26,17133717650
2013-12-27,17245494000
2013-12-30,17082619890
2013-12-31,17055176900
2014-01-02,16847498649
2014-01-03,16863473900
2014-01-06,16783597650
2014-01-07,16866668950
2014-01-08,16956130350
2014-01-09,16850693700
2014-01-10,16917789750
2014-01-13,16467287700
2014-01-14,16476872850
2014-01-15,16467287700
2014-01-16,16556749100
2014-01-17,16416166900
2014-01-21,16214878750
2014-01-22,16198903500
2014-01-23,16026370799
2014-01-24,15579063800
2014-01-27,15470432100
2014-01-28,15652549950
2014-01-29,15473627150
2014-01-30,15524747950
2014-01-31,15448066750
2014-02-03,14895323100
2014-02-04,14946443900
2014-02-05,15077440950
2014-02-06,15438481600
2014-02-07,15480017250
2014-02-10,15403336050
2014-02-11,15623794500
2014-02-12,16048736149
2014-02-13,16150977750
2014-02-14,16400191650
2014-02-18,16400191650
2014-02-19,16189318350
2014-02-20,16323510450
2014-02-21,16109442100
2014-02-24,15879398500
2014-02-25,15732426200
2014-02-26,15834667800
2014-02-27,16090271800
2014-02-28,16051931200
2014-03-03,15834667800
2014-03-04,16163757950
2014-03-05,16224463900
2014-03-06,16163757950
2014-03-07,16023175750
2014-03-10,15841057900
2014-03-11,15773961850
2014-03-12,15639769750
2014-03-13,15543918250
2014-03-14,15495992500
2014-03-17,15805912350
2014-03-18,15940104450
2014-03-19,15837862850
2014-03-20,15904958900
2014-03-21,16368241149
2014-03-24,16265999549
2014-03-25,16396996600
2014-03-26,16202098550
2014-03-27,16035955950
2014-03-28,15994420300
2014-03-31,16147782700
2014-04-01,16176538150
2014-04-02,16333095600
2014-04-03,16470482750
2014-04-04,16326705500
2014-04-07,16259585980
2014-04-08,16486568010
2014-04-09,16787079430
2014-04-10,16368281600
2014-04-11,16205238170
2014-04-14,16569688190
2014-04-15,16521734240
2014-04-16,16691171530
2014-04-17,16668793020
2014-04-21,16640020650
2014-04-22,16700762320
2014-04-23,16796670220
2014-04-24,16460992570
2014-04-25,16339509230
2014-04-28,16218025889
2014-04-29,16515340379
2014-04-30,16544112750
2014-05-01,16588869770
2014-05-02,16735928550
2014-05-05,16534521960
2014-05-06,16432220200
2014-05-07,16771094780
2014-05-08,16633626790
2014-05-09,16515340379
2014-05-12,16994879879
2014-05-13,16822245660
2014-05-14,16927744350
2014-05-15,16678383810
2014-05-16,16668793020
2014-05-19,16761503990
2014-05-20,16400250900
2014-05-21,16419432480
2014-05-22,16285161420
2014-05-23,16454598710
2014-05-27,16595263629
2014-05-28,16390660110
2014-05-29,16528128100
2014-05-30,16186056590
2014-06-02,16109330270
2014-06-03,16106133340
2014-06-04,16048588600
2014-06-05,16294752210
2014-06-06,16377872389
2014-06-09,16237207470
2014-06-10,16205238170
2014-06-11,16237207470
2014-06-12,16080557900
2014-06-13,16253192120
2014-06-16,16109330270
2014-06-17,16361887740
2014-06-18,16611248280
2014-06-19,16521734240
2014-06-20,16150890360
2014-06-23,16035800879
2014-06-24,15949483770
2014-06-25,16083754830
2014-06-26,15936696050
2014-06-27,15693729370
2014-06-30,15744880250
2014-07-01,15712910950
2014-07-02,15875954379
2014-07-03,16154087290
2014-07-07,15898742640
2014-07-08,15949946320
2014-07-09,16065154600
2014-07-10,15898742640
2014-07-11,15815536660
2014-07-14,15754732289
2014-07-15,15873140800
2014-07-16,16161161500
2014-07-17,15937145400
2014-07-18,16087556210
2014-07-21,16145160350
2014-07-22,16221965870
2014-07-23,16321173000
2014-07-24,16356375530
2014-07-25,16426780590
2014-07-28,16397978520
2014-07-29,16327573460
2014-07-30,16397978520
2014-07-31,16071555060
2014-08-01,15940345630
2014-08-04,16061954370
2014-08-05,15991549310
2014-08-06,16202764490
2014-08-07,16029952070
2014-08-08,16343574610
2014-08-11,16311572310
2014-08-12,16333973920
2014-08-13,16798007270
2014-08-14,16702000370
2014-08-15,16641196000
2014-08-18,17169233950
2014-08-19,17281242000
2014-08-20,17303643610
2014-08-21,17201236250
2014-08-22,17201236250
2014-08-25,17290842690
2014-08-26,17396450280
2014-08-27,17380449130
2014-08-28,17268441080
2014-08-29,17383649360
2014-09-02,17255640160
2014-09-03,17607665460
2014-09-04,17854083170
2014-09-05,17934088920
2014-09-08,17738874890
2014-09-09,17665269600
2014-09-10,17553261550
2014-09-11,17655668910
2014-09-12,17588464080
2014-09-15,17713273050
2014-09-16,17799679260
2014-09-17,18500529630
2014-09-18,18590136070
2014-09-19,18446125720
2014-09-22,18228510080
2014-09-23,18145304100
2014-09-24,17975691910
2014-09-25,17681270750
2014-09-26,17674870290
2014-09-29,17460454880
2014-09-30,17370848440
2014-10-01,16906815090
2014-10-02,16762804740
2014-10-03,16634795539
2014-10-06,16472077650
2014-10-07,16177533210
2014-10-08,16440061950
2014-10-09,15889391910
2014-10-10,15594847470
2014-10-13,15437970540
2014-10-14,15690894570
2014-10-15,15710103990
2014-10-16,15863779350
2014-10-17,15979035869
2014-10-20,16161525359
2014-10-21,16548915330
2014-10-22,16555318470
2014-10-23,16366425840
2014-10-24,16901088030
2014-10-27,16712195400
2014-10-28,17102786940
2014-10-29,16885080180
2014-10-30,16990731990
2014-10-31,17307687420
2014-11-03,17080375950
2014-11-04,16926700590
2014-11-05,16987530420
2014-11-06,17121996359
2014-11-07,17346106260
2014-11-10,17115593220
2014-11-11,17073972810
2014-11-12,17054763390
2014-11-13,17083577520
2014-11-14,17259663870
2014-11-17,17333299980
2014-11-18,17403734520
2014-11-19,17189229330
2014-11-20,17362114110
2014-11-21,17416540800
2014-11-24,17259663870
2014-11-25,17496580050
2014-11-26,17362114110
2014-11-28,17170019910
2014-12-01,17057964960
2014-12-02,17013142980
2014-12-03,17599030290
2014-12-04,17650255410
2014-12-05,17432548650
2014-12-08,17294881140
2014-12-09,17486975340
2014-12-10,17051561820
2014-12-11,16958716290
2014-12-12,16609745160
2014-12-15,16376030550
2014-12-16,15620460030
2014-12-17,15844569930
2014-12-18,15809352660
2014-12-19,15815755800
2014-12-22,15668483580
2014-12-23,15863779350
2014-12-24,15793344810
2014-12-26,15710103990
2014-12-29,15758127540
2014-12-30,15850973070
2014-12-31,15711450750
2015-01-02,15698638150
2015-01-05,15099649100
2015-01-06,14881834900
2015-01-07,15019570350
2015-01-08,15384729450
2015-01-09,15304650700
2015-01-12,14734490000
2015-01-13,14625582899
2015-01-14,14225189149
2015-01-15,14161126150
2015-01-16,14228392300
2015-01-20,14122688350
2015-01-21,14097063150
2015-01-22,14366127750
2015-01-23,14029797000
2015-01-26,14199563950
2015-01-27,14356518300
2015-01-28,14106672600
2015-01-29,14007374949
2015-01-30,13981749750
2015-02-02,14161126150
2015-02-03,14648004949
2015-02-04,14574332500
2015-02-05,15256603450
2015-02-06,15461605050
2015-02-09,15391135750
2015-02-10,15314260150
2015-02-11,15282228650
2015-02-12,15487230250
2015-02-13,15663403500
2015-02-17,15592934200
2015-02-18,15455198750
2015-02-19,15419964100
2015-02-20,15528871199
2015-02-23,15375120000
2015-02-24,15583324750
2015-02-25,15282228650
2015-02-26,15138086900
2015-02-27,15064414450
2015-03-02,15096445950
2015-03-03,15102852250
2015-03-04,15186134149
2015-03-05,15259806600
2015-03-06,15064414450
2015-03-09,15115664850
2015-03-10,14788943550
2015-03-11,14888241199
2015-03-12,15112461700
2015-03-13,14987538850
2015-03-16,15150899500
2015-03-17,15186134149
2015-03-18,15781920050
2015-03-19,14766521500
2015-03-20,15099649100
2015-03-23,15259806600
2015-03-24,15061211300
2015-03-25,14977929400
2015-03-26,15090039650
2015-03-27,14894647500
2015-03-30,15160508950
2015-03-31,15224571950
2015-04-01,14833787650
2015-04-02,15138086900
2015-04-06,14980450440
2015-04-07,15066987060
2015-04-08,15252880540
2015-04-09,15316981740
2015-04-10,15454799320
2015-04-13,15179164160
2015-04-14,15323391860
2015-04-15,15550951120
2015-04-16,15185574280
2015-04-17,14874683459
2015-04-20,15185574280
2015-04-21,15002885860
2015-04-22,15006090920
2015-04-23,15518900520
2015-04-24,15419543660
2015-04-27,15576591600
2015-04-28,15884277360
2015-04-29,15765690140
2015-04-30,15659923160
2015-05-01,15704794000
2015-05-04,15775305320
2015-05-05,15672743400
2015-05-06,15573386540
2015-05-07,15595821959
2015-05-08,15672743400
2015-05-11,15682358580
2015-05-12,15490054980
2015-05-13,15627872560
2015-05-14,15897097600
2015-05-15,15807355920
2015-05-18,15720819300
2015-05-19,15368262700
2015-05-20,15403518360
2015-05-21,15310571620
2015-05-22,15416338600
2015-05-26,15124678140
2015-05-27,15323391860
2015-05-28,15249675480
2015-05-29,15159933800
2015-06-01,15252880540
2015-06-02,15836201459
2015-06-03,15951583620
2015-06-04,15724024360
2015-06-05,15679153520
2015-06-08,15550951120
2015-06-09,15483644860
2015-06-10,15672743400
2015-06-11,15672743400
2015-06-12,15573386540
2015-06-15,15224035000
2015-06-16,15413133540
2015-06-17,15422748720
2015-06-18,15333007040
2015-06-19,15224035000
2015-06-22,15118268020
2015-06-23,15416338600
2015-06-24,15201599580
2015-06-25,15159933800
2015-06-26,14823402500
2015-06-29,14425975060
2015-06-30,14124699420
2015-07-01,14259311940
2015-07-02,14182390500
2015-07-06,14000541160
2015-07-07,14151326090
2015-07-08,13731053200
2015-07-09,13782384240
2015-07-10,13907503650
2015-07-13,14164158850
2015-07-14,14173783420
2015-07-15,13962042880
2015-07-16,13878629940
2015-07-17,13695763110
2015-07-20,13532145420
2015-07-21,13660473020
2015-07-22,13532145420
2015-07-23,13952418310
2015-07-24,13679722160
2015-07-27,14051872200
2015-07-28,14276445500
2015-07-29,14578015360
2015-07-30,14388732150
2015-07-31,14160950660
2015-08-03,14286070070
2015-08-04,14433646810
2015-08-05,14594056310
2015-08-06,14661428300
2015-08-07,14481769660
2015-08-10,14979039110
2015-08-11,14526684320
2015-08-12,14353442060
2015-08-13,14584431740
2015-08-14,14857127890
2015-08-17,15065660240
2015-08-18,14905250740
2015-08-19,14773714950
2015-08-20,14375899390
2015-08-21,13904295460
2015-08-24,13294739360
2015-08-25,13006002260
2015-08-26,13339654020
2015-08-27,13836923470
2015-08-28,13894670890
2015-08-31,13888254510
2015-09-01,13484022570
2015-09-02,13731053200
2015-09-03,13756718720
2015-09-04,13368527730
2015-09-08,13654056640
2015-09-09,13330029450
2015-09-10,13419858770
2015-09-11,13512896280
2015-09-14,13066957869
2015-09-15,13121497100
2015-09-16,13358903160
2015-09-17,13265865650
2015-09-18,12912964750
2015-09-21,12925797510
2015-09-22,12553647470
2015-09-23,12338698740
2015-09-24,12393237970
2015-09-25,12354739690
2015-09-28,11870303000
2015-09-29,11921634039
2015-09-30,12046753450
2015-10-01,12066002590
2015-10-02,12191122000
2015-10-05,12767446780
2015-10-06,12799509680
2015-10-07,13011124820
2015-10-08,13229152540
2015-10-09,13296484630
2015-10-12,13235565120
2015-10-13,13315722370
2015-10-14,13315722370
2015-10-15,13524131220
2015-10-16,13517718639
2015-10-19,13190677060
2015-10-20,13107313520
2015-10-21,12921348700
2015-10-22,13658795400
2015-10-23,13947361500
2015-10-26,13588257020
2015-10-27,13591463310
2015-10-28,13674826850
2015-10-29,13565812990
2015-10-30,13562606700
2015-11-02,13960186660
2015-11-03,13912092310
2015-11-04,13697270880
2015-11-05,13556194120
2015-11-06,13498480900
2015-11-09,13395879620
2015-11-10,13376641880
2015-11-11,13216327380
2015-11-12,12860429190
2015-11-13,13027156270
2015-11-16,13177851900
2015-11-17,12998299660
2015-11-18,13520924930
2015-11-19,13405498490
2015-11-20,13248390280
2015-11-23,13036775139
2015-11-24,13517718639
2015-11-25,13350991560
2015-11-27,13386260750
2015-11-30,13290072050
2015-12-01,13517718639
2015-12-02,13225946250
2015-12-03,13107313520
2015-12-04,13177851900
2015-12-07,12921348700
2015-12-08,12652020340
2015-12-09,12825160000
2015-12-10,13155407870
2015-12-11,12821953710
2015-12-14,12870048060
2015-12-15,12879666930
2015-12-16,12395517139
2015-12-17,12334597630
2015-12-18,12462849230
2015-12-21,12738590169
2015-12-22,13184264480
2015-12-23,13158614160
2015-12-24,13168233030
2015-12-28,13023949980
2015-12-29,12979061919
2015-12-30,12934173860
2015-12-31,12865372000
2016-01-04,12625942000
2016-01-05,12756830400
2016-01-06,12565286400
2016-01-07,11923614000
2016-01-08,11633105600
2016-01-11,11537333600
2016-01-12,11585219600
2016-01-13,11371328800
2016-01-14,11562872800
2016-01-15,11221286000
2016-01-19,11259594800
2016-01-20,11167015199
2016-01-21,11176592400
2016-01-22,11288326400
2016-01-25,11128706400
2016-01-26,11665029600
2016-01-27,11396868000
2016-01-28,11696953600
2016-01-29,12472706800
2016-02-01,12507823200
2016-02-02,12287547600
2016-02-03,12740868399
2016-02-04,12919642800
2016-02-05,12744060800
2016-02-08,12574863600
2016-02-09,12421628399
2016-02-10,12434398000
2016-02-11,12242854000
2016-02-12,12779177200
2016-02-16,12827063200
2016-02-17,13012222400
2016-02-18,12779177200
2016-02-19,12574863600
2016-02-22,12692982400
2016-02-23,12418436000
2016-02-24,12456744800
2016-02-25,12689790000
2016-02-26,12756830400
2016-02-29,12558901600
2016-03-01,13076070400
2016-03-02,13484697600
2016-03-03,13647510000
2016-03-04,13714550400
2016-03-07,14289182400
2016-03-08,14148716800
2016-03-09,13899709600
2016-03-10,14362607600
2016-03-11,14487111200
2016-03-14,14413686000
2016-03-15,14381762000
2016-03-16,14522227600
2016-03-17,14892546000
2016-03-18,14908508000
2016-03-21,14815928399
2016-03-22,14873391600
2016-03-23,14701002000
2016-03-24,14838275199
2016-03-28,14959586400
2016-03-29,15080897600
2016-03-30,15422484400
2016-03-31,15100052000
2016-04-01,15170284800
2016-04-04,14907724800
2016-04-05,14939660800
2016-04-06,15080179200
2016-04-07,14869401600
2016-04-08,15102534400
2016-04-11,15223891200
2016-04-12,15358022400
2016-04-13,15677382400
2016-04-14,15747641600
2016-04-15,15811513600
2016-04-18,15923289600
2016-04-19,16114905600
2016-04-20,16057420800
2016-04-21,15808320000
2016-04-22,15824288000
2016-04-25,15686963200
2016-04-26,15811513600
2016-04-27,16162809600
2016-04-28,15948838400
2016-04-29,15897740800
2016-05-02,16063808000
2016-05-03,15562412799
2016-05-04,15488960000
2016-05-05,15476185600
2016-05-06,15600736000
2016-05-09,14843852799
2016-05-10,15303731200
2016-05-11,15204729600
2016-05-12,15150438400
2016-05-13,15029081600
2016-05-16,15268601600
2016-05-17,14869401600
2016-05-18,14645849600
2016-05-19,14863014400
2016-05-20,14859820800
2016-05-23,14955628800
2016-05-24,15061017599
2016-05-25,15453830400
2016-05-26,15492153600
2016-05-27,15453830400
2016-05-31,15492153600
2016-06-01,15584768000
2016-06-02,15699737599
2016-06-03,15929676800
2016-06-06,16102131200
2016-06-07,16086163200
2016-06-08,16530073600
2016-06-09,16143648000
2016-06-10,16127680000
2016-06-13,15961612799
2016-06-14,15814707200
2016-06-15,16111712000
2016-06-16,16175584000
2016-06-17,16079776000
2016-06-20,16383168000
2016-06-21,15964806400
2016-06-22,15830675200
2016-06-23,16127680000
2016-06-24,15287763200
2016-06-27,14789561600
2016-06-28,15115308800
2016-06-29,15303731200
2016-06-30,15779577599
2016-07-01,15958419200
2016-07-05,15654323520
2016-07-06,16332165960
2016-07-07,16469652870
2016-07-08,17006811030
2016-07-11,17412877020
2016-07-12,18013982580
2016-07-13,18039561540
2016-07-14,18157864230
2016-07-15,18119495790
2016-07-18,18193035300
2016-07-19,17812548270
2016-07-20,17294574330
2016-07-21,16728639840
2016-07-22,16856534640
2016-07-25,16751021430
2016-07-26,17173074270
2016-07-27,17093140020
2016-07-28,17205047970
2016-07-29,17150692680
2016-08-01,17035587360
2016-08-02,16946061000
2016-08-03,17109126870
2016-08-04,17041982100
2016-08-05,17121916350
2016-08-08,17109126870
2016-08-09,16878916230
2016-08-10,16738231950
2016-08-11,16738231950
2016-08-12,16207468530
2016-08-15,16488837090
2016-08-16,16220258009
2016-08-17,16153113240
2016-08-18,16287402780
2016-08-19,16002836850
2016-08-22,16085968470
2016-08-23,15996442110
2016-08-24,15644731410
2016-08-25,15631941930
2016-08-26,15567994530
2016-08-29,15807797280
2016-08-30,15539218200
2016-08-31,15510441870
2016-09-01,15763034100
2016-09-02,15676705110
2016-09-06,15852560460
2016-09-07,15977257890
2016-09-08,15683099850
2016-09-09,14973283710
2016-09-12,15254652270
2016-09-13,14714296740
2016-09-14,14500072950
2016-09-15,14586401940
2016-09-16,14624770380
2016-09-19,14707902000
2016-09-20,14762257290
2016-09-21,15302612820
2016-09-22,15305810190
2016-09-23,15606362970
2016-09-26,15641534040
2016-09-27,15689494590
2016-09-28,15900521009
2016-09-29,15622349820
2016-09-30,15810994650
2016-10-03,15618543220
2016-10-04,15234638020
2016-10-05,15372204050
2016-10-06,15343411160
2016-10-07,15161056190
2016-10-10,15269829329
2016-10-11,15164255400
2016-10-12,15116267250
2016-10-13,14889123340
2016-10-14,14991498060
2016-10-17,14972302800
2016-10-18,15084275150
2016-10-19,15365805630
2016-10-20,15471379560
2016-10-21,15314618270
2016-10-24,15253833280
2016-10-25,15036287000
2016-10-26,15145060140
2016-10-27,14953107540
2016-10-28,15231438810
2016-10-31,15628140850
2016-11-01,15301821430
2016-11-02,15404196150
2016-11-03,15605746380
2016-11-04,15980053950
2016-11-07,16421544930
2016-11-08,16434341770
2016-11-09,18433848020
2016-11-10,18920127940
2016-11-11,18795358750
2016-11-14,19067291600
2016-11-15,19300833930
2016-11-16,19147271850
2016-11-17,19019303450
2016-11-18,18824151640
2016-11-21,19086486860
2016-11-22,19934277510
2016-11-23,19998261710
2016-11-25,20107034850
2016-11-28,19825504370
2016-11-29,19716731230
2016-11-30,19895886990
2016-12-01,19819105950
2016-12-02,20164620630
2016-12-05,20826857100
2016-12-06,20980419180
2016-12-07,21354726750
2016-12-08,21245953610
2016-12-09,20913235770
2016-12-12,20506936100
2016-12-13,20292589030
2016-12-14,20167819840
2016-12-15,20113433270
2016-12-16,19403208650
2016-12-19,19364818130
2016-12-20,19873492520
2016-12-21,19879890940
2016-12-22,19716731230
2016-12-23,19671942290
2016-12-27,19793512270
2016-12-28,19489587320
2016-12-29,19492786530
2016-12-30,19041697920
2017-01-03,19088552640
2017-01-04,19613720000
2017-01-05,19501641600
2017-01-06,19306304960
2017-01-09,19098159360
2017-01-10,19604113280
2017-01-11,19594506560
2017-01-12,19408776640
2017-01-13,19331922880
2017-01-17,19258271360
2017-01-18,19975573120
2017-01-19,19261473600
2017-01-20,19530461760
2017-01-23,19232653440
2017-01-24,19508046080
2017-01-25,19120575040
2017-01-26,19440799040
2017-01-27,19536866240
2017-01-30,19245462400
2017-01-31,18601812160
2017-02-01,18230352320
2017-02-02,18409677760
2017-02-03,18364846400
2017-02-06,18524958400
2017-02-07,18460913600
2017-02-08,18662654720
2017-02-09,19524057280
2017-02-10,19530461760
2017-02-13,20363044160
2017-02-14,20202932160
2017-02-15,20452706880
2017-02-16,20369448640
2017-02-17,20462313600
2017-02-21,20651245760
2017-02-22,20250965760
2017-02-23,19498439360
2017-02-24,19488832640
2017-02-27,20058831360
2017-02-28,20036415680
2017-03-01,20497538240
2017-03-02,20058831360
2017-03-03,20058831360
2017-03-06,20113269440
2017-03-07,19511248320
2017-03-08,19524057280
2017-03-09,19386360960
2017-03-10,19411978880
2017-03-13,19440799040
2017-03-14,19447203520
2017-03-15,20318212800
2017-03-16,20686470400
2017-03-17,20724897280
2017-03-20,20708886080
2017-03-21,19639337920
2017-03-22,19898719360
2017-03-23,19616922240
2017-03-24,19136586240
2017-03-27,19053328000
2017-03-28,19280687040
2017-03-29,19139788480
2017-03-30,19245462400
2017-03-31,19123777280
2017-04-03,19293632190
2017-04-04,19383355110
2017-04-05,19136617080
2017-04-06,19261588290
2017-04-07,19473078030
2017-04-10,19251975120
2017-04-11,19386559500
2017-04-12,18547009320
2017-04-13,18252205440
2017-04-17,18332315190
2017-04-18,18370767870
2017-04-19,18463695180
2017-04-20,19338493650
2017-04-21,19226340000
2017-04-24,19604458020
2017-04-25,19527552660
2017-04-26,19867218000
2017-04-27,19742246790
2017-04-28,19652523870
2017-05-01,19774290690
2017-05-02,19771086300
2017-05-03,19316062920
2017-05-04,19575618510
2017-05-05,19376946330
2017-05-08,19184682930
2017-05-09,18841813200
2017-05-10,18652754190
2017-05-11,18434855670
2017-05-12,18367563480
2017-05-15,18460490790
2017-05-16,18514965420
2017-05-17,17983036680
2017-05-18,17906131320
2017-05-19,18156073740
2017-05-22,18188117640
2017-05-23,18790542960
2017-05-24,18793747350
2017-05-25,18704024430
2017-05-26,18633527850
2017-05-30,18691206870
2017-05-31,18617505900
2017-06-01,18928331730
2017-06-02,18809769300
2017-06-05,18896287830
2017-06-06,18524578590
2017-06-07,18332315190
2017-06-08,18950762460
2017-06-09,19159047810
2017-06-12,19194296100
2017-06-13,19383355110
2017-06-14,18941149290
2017-06-15,17495969400
2017-06-16,17598509880
2017-06-19,17880496200
2017-06-20,17986241070
2017-06-21,17934970830
2017-06-22,18168891300
2017-06-23,18425242500
2017-06-26,18396402990
2017-06-27,18220161540
2017-06-28,18639936630
2017-06-29,18639936630
2017-06-30,18543804930
2017-07-03,18844051520
2017-07-05,18936879360
2017-07-06,18946482240
2017-07-07,18629587200
2017-07-10,18792836160
2017-07-11,18757625600
2017-07-12,18866458240
2017-07-13,19365808000
2017-07-14,19116133120
2017-07-17,19244171520
2017-07-18,18997697600
2017-07-19,19417023360
2017-07-20,19180152320
2017-07-21,19279382080
2017-07-24,19369008960
2017-07-25,19500248320
2017-07-26,18603979520
2017-07-27,18780032320
2017-07-28,18392716160
2017-07-31,18459936320
2017-08-01,18293486400
2017-08-02,18207060480
2017-08-03,18280682560
2017-08-04,18399118080
2017-08-07,18520754560
2017-08-08,18421524800
2017-08-09,18290285440
2017-08-10,18098227840
2017-08-11,17723715520
2017-08-14,17835749120
2017-08-15,17787734720
2017-08-16,18159046080
2017-08-17,17397217600
2017-08-18,17320394560
2017-08-21,17198758080
2017-08-22,17493246400
2017-08-23,17576471360
2017-08-24,17474040640
2017-08-25,17512452160
2017-08-28,17470839680
2017-08-29,17582873280
2017-08-30,17822945280
2017-08-31,17640490560
2017-09-01,17765328000
2017-09-05,17538059840
2017-09-06,17704509760
2017-09-07,17368408960
2017-09-08,17461236800
2017-09-11,17275581120
2017-09-12,17118734079
2017-09-13,17157145600
2017-09-14,17272380160
2017-09-15,17125136000
2017-09-18,17371609920
2017-09-19,17640490560
2017-09-20,17918974080
2017-09-21,17448432960
2017-09-22,17454834880
2017-09-25,17381212800
2017-09-26,17313992640
2017-09-27,17800538560
2017-09-28,17762127040
2017-09-29,17938179840
2017-10-02,17891720500
2017-10-03,17862991600
2017-10-04,17910873100
2017-10-05,18089630700
2017-10-06,17923641500
2017-10-09,17684234000
2017-10-10,17674657700
2017-10-11,18303501400
2017-10-12,18329038200
2017-10-13,18613135100
2017-10-16,18262004100
2017-10-17,18230083100
2017-10-18,18284348800
2017-10-19,18712090200
2017-10-20,19152600000
2017-10-23,18977034500
2017-10-24,19082373800
2017-10-25,18830197900
2017-10-26,19066413300
2017-10-27,18989802900
2017-10-30,18664208700
2017-10-31,18459914300
2017-11-01,18769548000
2017-11-02,18657824500
2017-11-03,18514180000
2017-11-06,18507795800
2017-11-07,18415224900
2017-11-08,18418417000
2017-11-09,18041749200
2017-11-10,17821494300
2017-11-13,17779997000
2017-11-14,17511860600
2017-11-15,17537397400
2017-11-16,17489515900
2017-11-17,17492708000
2017-11-20,17735307600
2017-11-21,17869375800
2017-11-22,17923641500
2017-11-24,17853415300
2017-11-27,17827878500
2017-11-28,17965138800
2017-11-29,18309885600
2017-11-30,18354575000
2017-12-01,18290733000
2017-12-04,18775932200
2017-12-05,18399264400
2017-12-06,18495027400
2017-12-07,18702513900
2017-12-08,19206865700
2017-12-11,19557996700
2017-12-12,19775059500
2017-12-13,19743138500
2017-12-14,19005763400
2017-12-15,19187713100
2017-12-18,19794212100
2017-12-19,19928280300
2017-12-20,20381558500
2017-12-21,20598621300
2017-12-22,20608197600
2017-12-26,20662463300
2017-12-27,20624158100
2017-12-28,20537971400
2017-12-29,20295371800
2018-01-02,21247884920
2018-01-03,21525781190
2018-01-04,21471479620
2018-01-05,21675909060
2018-01-08,21797289040
2018-01-09,21650355380
2018-01-10,22020883740
2018-01-11,22416965780
2018-01-12,22046437420
2018-01-16,22024077950
2018-01-17,22123098460
2018-01-18,21982553219
2018-01-19,21950611120
2018-01-22,22036854790
2018-01-23,22033660580
2018-01-24,22043243210
2018-01-25,21797289040
2018-01-26,22212536340
2018-01-29,22052825840
2018-01-30,21343711219
2018-01-31,21388430159
2018-02-01,21203165980
2018-02-02,20519605040
2018-02-05,19976589340
2018-02-06,20315175600
2018-02-07,20097969320
2018-02-08,19286639980
2018-02-09,19730635170
2018-02-12,20264068240
2018-02-13,20468497680
2018-02-14,20823054990
2018-02-15,20947629180
2018-02-16,21893115340
2018-02-20,21580082760
2018-02-21,21353293850
2018-02-22,21385235950
2018-02-23,21382041740
2018-02-26,21682297480
2018-02-27,21493839090
2018-02-28,20890133400
2018-03-01,21570500130
2018-03-02,21682297480
2018-03-05,21675909060
2018-03-06,21650355380
2018-03-07,22193371080
2018-03-08,21602442230
2018-03-09,21452314360
2018-03-12,21621607490
2018-03-13,21570500130
2018-03-14,21081786000
2018-03-15,21139281780
2018-03-16,21270244390
2018-03-19,20867773930
2018-03-20,20506828200
2018-03-21,20874162350
2018-03-22,19513428890
2018-03-23,18986384240
2018-03-26,19356912600
2018-03-27,19238726830
2018-03-28,18948053720
2018-03-29,19513428890
2018-04-02,19060249950
2018-04-03,19359608930
2018-04-04,19467887710
2018-04-05,20095267700
2018-04-06,19327762230
2018-04-09,19279992180
2018-04-10,19795908720
2018-04-11,19420117660
2018-04-12,19719476640
2018-04-13,19627121210
2018-04-16,19891448820
2018-04-17,20423288710
2018-04-18,20834111140
2018-04-19,20741755710
2018-04-20,20238577850
2018-04-23,20025204960
2018-04-24,19827755420
2018-04-25,20120745060
2018-04-26,20108006380
2018-04-27,19754508010
2018-04-30,19623936540
2018-05-01,19222668120
2018-05-02,19423302330
2018-05-03,19496549740
2018-05-04,20044312980
2018-05-07,20012466280
2018-05-08,19942403540
2018-05-09,19971065570
2018-05-10,20334117950
2018-05-11,20101637040
2018-05-14,19986988920
2018-05-15,20063421000
2018-05-16,20693985660
2018-05-17,20942389920
2018-05-18,20872327180
2018-05-21,20757679060
2018-05-22,20716278350
2018-05-23,20451950740
2018-05-24,20576152870
2018-05-25,20372333990
2018-05-29,19974250240
2018-05-30,20413734700
2018-05-31,20442396730
2018-06-01,20955128600
2018-06-04,20900989210
2018-06-05,21107992760
2018-06-06,21423275090
2018-06-07,21149393470
2018-06-08,21289518950
2018-06-11,21362766360
2018-06-12,21359581689
2018-06-13,21264041590
2018-06-14,21824543510
2018-06-15,21289518950
2018-06-18,21257672250
2018-06-19,20850034490
2018-06-20,20980605960
2018-06-21,20658954290
2018-06-22,21082515400
2018-06-25,20209915820
2018-06-26,20420104040
2018-06-27,20060236330
2018-06-28,19967880900
2018-06-29,19904187500
2018-07-02,19855132050
2018-07-03,19485513840
2018-07-05,19902519000
2018-07-06,20009929420
2018-07-09,20272137210
2018-07-10,20449048490
2018-07-11,20193158960
2018-07-12,20177363310
2018-07-13,20256341560
2018-07-16,20221591130
