,NUE
2000-08-11,3126878679
2000-08-14,3142815879
2000-08-15,3149190759
2000-08-16,3107754039
2000-08-17,3053567558
2000-08-18,3021693157
2000-08-21,3021693157
2000-08-22,2929257396
2000-08-23,2852758835
2000-08-24,2878258356
2000-08-25,2913320196
2000-08-28,2894195556
2000-08-29,2887820676
2000-08-30,2922882516
2000-08-31,2929257396
2000-09-01,2859133715
2000-09-05,3044005238
2000-09-06,3072692198
2000-09-07,3037630358
2000-09-08,3044005238
2000-09-11,3037630358
2000-09-12,2983443877
2000-09-13,2967506677
2000-09-14,2833634195
2000-09-15,2744385874
2000-09-18,2658324993
2000-09-19,2530827391
2000-09-20,2530827391
2000-09-21,2454328830
2000-09-22,2416079550
2000-09-25,2390580030
2000-09-26,2400142350
2000-09-27,2409704670
2000-09-28,2396954910
2000-09-29,2400142350
2000-10-02,2327605290
2000-10-03,2445537291
2000-10-04,2423812975
2000-10-05,2386571290
2000-10-06,2367950448
2000-10-09,2361743500
2000-10-10,2377260869
2000-10-11,2377260869
2000-10-12,2336915711
2000-10-13,2333812237
2000-10-16,2343122658
2000-10-17,2327605290
2000-10-18,2343122658
2000-10-19,2380364343
2000-10-20,2377260869
2000-10-23,2433123396
2000-10-24,2510710239
2000-10-25,2448640765
2000-10-26,2454847712
2000-10-27,2448640765
2000-10-30,2613124872
2000-10-31,2690711715
2000-11-01,2644159609
2000-11-02,2613124872
2000-11-03,2740367294
2000-11-06,2783815926
2000-11-07,2709332557
2000-11-08,2731056873
2000-11-09,2696918662
2000-11-10,2681401294
2000-11-13,2696918662
2000-11-14,2696918662
2000-11-15,2731056873
2000-11-16,2610021398
2000-11-17,2653470030
2000-11-20,2603814451
2000-11-21,2644159609
2000-11-22,2594504029
2000-11-24,2600710977
2000-11-27,2765195084
2000-11-28,2768298558
2000-11-29,2740367294
2000-11-30,2696918662
2000-12-01,2895540980
2000-12-04,3025886877
2000-12-05,3087956351
2000-12-06,3097266772
2000-12-07,3025886877
2000-12-08,3118991088
2000-12-11,3162439720
2000-12-12,3118991088
2000-12-13,3044507719
2000-12-14,3075542456
2000-12-15,2923472244
2000-12-18,2991748666
2000-12-19,3053818140
2000-12-20,2845885401
2000-12-21,2929679191
2000-12-22,2966920876
2000-12-26,2948300034
2000-12-27,2988645192
2000-12-28,3118991088
2000-12-29,3078645930
2001-01-02,2982438244
2001-01-03,3053818140
2001-01-04,3087956351
2001-01-05,3084852877
2001-01-08,3143818878
2001-01-09,3109680667
2001-01-10,3087956351
2001-01-11,3019679929
2001-01-12,3066232035
2001-01-16,3165543194
2001-01-17,3156232773
2001-01-18,3221405721
2001-01-19,3112784141
2001-01-22,3035197298
2001-01-23,3025886877
2001-01-24,3007266034
2001-01-25,3032093824
2001-01-26,3035197298
2001-01-29,3056921614
2001-01-30,3128301509
2001-01-31,3212095300
2001-02-01,3330027301
2001-02-02,3354855091
2001-02-05,3326923827
2001-02-06,3357958565
2001-02-07,3326923827
2001-02-08,3336234249
2001-02-09,3326923827
2001-02-12,3367268986
2001-02-13,3416924565
2001-02-14,3342441196
2001-02-15,3478994040
2001-02-16,3364165512
2001-02-20,3354855091
2001-02-21,3302096038
2001-02-22,3351751617
2001-02-23,3277268248
2001-02-26,3447959302
2001-02-27,3432441934
2001-02-28,3429338460
2001-03-01,3441752355
2001-03-02,3537960040
2001-03-05,3609339936
2001-03-06,3627960778
2001-03-07,3627960778
2001-03-08,3655892042
2001-03-09,3640374673
2001-03-12,3519339198
2001-03-13,3485200987
2001-03-14,3401407197
2001-03-15,3357958565
2001-03-16,3243130037
2001-03-19,3348648143
2001-03-20,3373475933
2001-03-21,3302096038
2001-03-22,3202784879
2001-03-23,3140715404
2001-03-26,3208991826
2001-03-27,3215198773
2001-03-28,3230716142
2001-03-29,3168646668
2001-03-30,3109680667
2001-04-02,3106992240
2001-04-03,3007568488
2001-04-04,3091457278
2001-04-05,3138062162
2001-04-06,3134955170
2001-04-09,3305839743
2001-04-10,3427012440
2001-04-11,3563720099
2001-04-12,3554399122
2001-04-16,3569934083
2001-04-17,3585469044
2001-04-18,3740818656
2001-04-19,3700427757
2001-04-20,3712855726
2001-04-23,3747032641
2001-04-24,3849563385
2001-04-25,3834028424
2001-04-26,4023554950
2001-04-27,3952094129
2001-04-30,3939666160
2001-05-01,4008019989
2001-05-02,4011126981
2001-05-03,3893061276
2001-05-04,3961415106
2001-05-07,3936559168
2001-05-08,3852670377
2001-05-09,3868205338
2001-05-10,3855777369
2001-05-11,3846456393
2001-05-14,3865098346
2001-05-15,3874419323
2001-05-16,4079480811
2001-05-17,4172690578
2001-05-18,4141620655
2001-05-21,4182011555
2001-05-22,4154048624
2001-05-23,3896168268
2001-05-24,3827814439
2001-05-25,4001806005
2001-05-29,4104336749
2001-05-30,3933452175
2001-05-31,3980057059
2001-06-01,3998699012
2001-06-04,4026661943
2001-06-05,4349789136
2001-06-06,4194439524
2001-06-07,4141620655
2001-06-08,4082587803
2001-06-11,4039089912
2001-06-12,3998699012
2001-06-13,3964522098
2001-06-14,3877526315
2001-06-15,3917917214
2001-06-18,3992485028
2001-06-19,4017340966
2001-06-20,4039089912
2001-06-21,4039089912
2001-06-22,3961415106
2001-06-25,3837135416
2001-06-26,3743925649
2001-06-27,3697320765
2001-06-28,3740818656
2001-06-29,3796744517
2001-07-02,3804742628
2001-07-03,3795409654
2001-07-05,3792298662
2001-07-06,3702079908
2001-07-09,3773632713
2001-07-10,3748744781
2001-07-11,3733189824
2001-07-12,3891850391
2001-07-13,3982069145
2001-07-16,3916738323
2001-07-17,3922960306
2001-07-18,4097175831
2001-07-19,3997624103
2001-07-20,3898072374
2001-07-23,3655415036
2001-07-24,3596306197
2001-07-25,3683413959
2001-07-26,3720745857
2001-07-27,3745633790
2001-07-30,3758077756
2001-07-31,3723856849
2001-08-01,3773632713
2001-08-02,3733189824
2001-08-03,3779854696
2001-08-06,3742522798
2001-08-07,3742522798
2001-08-08,3711412883
2001-08-09,3658526027
2001-08-10,3686524951
2001-08-13,3745633790
2001-08-14,3804742628
2001-08-15,3723856849
2001-08-16,3733189824
2001-08-17,3754966764
2001-08-20,3761188747
2001-08-21,3786076679
2001-08-22,3789187671
2001-08-23,3829630561
2001-08-24,3947848238
2001-08-27,3910516340
2001-08-28,3888739400
2001-08-29,3807853620
2001-08-30,3733189824
2001-08-31,3779854696
2001-09-04,3857629484
2001-09-05,3820297586
2001-09-06,3730078832
2001-09-07,3565196281
2001-09-10,3341204892
2001-09-17,2955441944
2001-09-18,3061215655
2001-09-19,2877667156
2001-09-20,2684785681
2001-09-21,2762560469
2001-09-24,2809225342
2001-09-25,2877667156
2001-09-26,2890111122
2001-09-27,2967885910
2001-09-28,3089214579
2001-10-01,3183325365
2001-10-02,3270454505
2001-10-03,3460271559
2001-10-04,3419818745
2001-10-05,3170878345
2001-10-08,2841032315
2001-10-09,2974837780
2001-10-10,3061966920
2001-10-11,3130425530
2001-10-12,3061966920
2001-10-15,3024625860
2001-10-16,3108643245
2001-10-17,3161543080
2001-10-18,2996620065
2001-10-19,3043296390
2001-10-22,3254895730
2001-10-23,3335801360
2001-10-24,3317130830
2001-10-25,3304683809
2001-10-26,3385589440
2001-10-29,3329577850
2001-10-30,3248672220
2001-10-31,3214442915
2001-11-01,3214442915
2001-11-02,3301572055
2001-11-05,3394924705
2001-11-06,3373142420
2001-11-07,3345136625
2001-11-08,3385589440
2001-11-09,3472718580
2001-11-12,3370030665
2001-11-13,3466495070
2001-11-14,3628306330
2001-11-15,3628306330
2001-11-16,3572294740
2001-11-19,3603412290
2001-11-20,3547400700
2001-11-21,3631418085
2001-11-23,3846129180
2001-11-26,3759000040
2001-11-27,3855464445
2001-11-28,3818123385
2001-11-29,3743441265
2001-11-30,3849240934
2001-12-03,3727882490
2001-12-04,3877246730
2001-12-05,4163528190
2001-12-06,4135522394
2001-12-07,4098181335
2001-12-10,4029722725
2001-12-11,4017275705
2001-12-12,3979934644
2001-12-13,3818123385
2001-12-14,3852352690
2001-12-17,3874134975
2001-12-18,3992381665
2001-12-19,3948817095
2001-12-20,3939481830
2001-12-21,3986158155
2001-12-24,4057728519
2001-12-26,4007940440
2001-12-27,4144857660
2001-12-28,4104404845
2001-12-31,4126530077
2002-01-02,4020561782
2002-01-03,4051728928
2002-01-04,4142113650
2002-01-07,4198214512
2002-01-08,4142113650
2002-01-09,4070429215
2002-01-10,4061079071
2002-01-11,4104713075
2002-01-14,3958227491
2002-01-15,3914593487
2002-01-16,3902126629
2002-01-17,3951994062
2002-01-18,3980044493
2002-01-22,3986277922
2002-01-23,4107829790
2002-01-24,4117179933
2002-01-25,4266782232
2002-01-28,4388334100
2002-01-29,4419501246
2002-01-30,4456901820
2002-01-31,4659488267
2002-02-01,4456901820
2002-02-04,4179514224
2002-02-05,4154580508
2002-02-06,4266782232
2002-02-07,4207564656
2002-02-08,4266782232
2002-02-11,4453785106
2002-02-12,4441318248
2002-02-13,4569103544
2002-02-14,4497419110
2002-02-15,4634554550
2002-02-19,4450668391
2002-02-20,4556636686
2002-02-21,4631437836
2002-02-22,4569103544
2002-02-25,4671955125
2002-02-26,4675071840
2002-02-27,4703122271
2002-02-28,4403917673
2002-03-01,4509885968
2002-03-04,4687538698
2002-03-05,4488068966
2002-03-06,4671955125
2002-03-07,4637671265
2002-03-08,4603387405
2002-03-11,4600270690
2002-03-12,4550403257
2002-03-13,4447551677
2002-03-14,4506769253
2002-03-15,4553519972
2002-03-18,4522352826
2002-03-19,4615854263
2002-03-20,4603387405
2002-03-21,4590920546
2002-03-22,4606504119
2002-03-25,4771689991
2002-03-26,4858957999
2002-03-27,5077128018
2002-03-28,5005443583
2002-04-01,4906853796
2002-04-02,4844385893
2002-04-03,4831892312
2002-04-04,4747560643
2002-04-05,4822522127
2002-04-08,4828768917
2002-04-09,4835015707
2002-04-10,5056776764
2002-04-11,5075517135
2002-04-12,4953704723
2002-04-15,4997432256
2002-04-16,5038036393
2002-04-17,5053653368
2002-04-18,4938087747
2002-04-19,4838139102
2002-04-22,4688216135
2002-04-23,4725696877
2002-04-24,4681969344
2002-04-25,4560156933
2002-04-26,4638241812
2002-04-29,4519552796
2002-04-30,4563280328
2002-05-01,4522676191
2002-05-02,4660105578
2002-05-03,4616378046
2002-05-06,4547663352
2002-05-07,4560156933
2002-05-08,4685092740
2002-05-09,4585144094
2002-05-10,4603884465
2002-05-13,4585144094
2002-05-14,4688216135
2002-05-15,4747560643
2002-05-16,4772547804
2002-05-17,4872496449
2002-05-20,4825645522
2002-05-21,4959951514
2002-05-22,5003679046
2002-05-23,5122368062
2002-05-24,5122368062
2002-05-28,5034912997
2002-05-29,5116121272
2002-05-30,5088010715
2002-05-31,5206699731
2002-06-03,5241057078
2002-06-04,5228563497
2002-06-05,5375363070
2002-06-06,5400350231
2002-06-07,5397226836
2002-06-10,5309771772
2002-06-11,5119244667
2002-06-12,5019296022
2002-06-13,5050529973
2002-06-14,4997432256
2002-06-17,5013049231
2002-06-18,5262920844
2002-06-19,5228563497
2002-06-20,5234810288
2002-06-21,5075517135
2002-06-24,5144231828
2002-06-25,5088010715
2002-06-26,5034912997
2002-06-27,5125491457
2002-06-28,5078640530
2002-07-01,5028027092
2002-07-02,4956108794
2002-07-03,4856048553
2002-07-05,5015519562
2002-07-08,5018646444
2002-07-09,5021773327
2002-07-10,4884190496
2002-07-11,4871682966
2002-07-12,4859175436
2002-07-15,4765368960
2002-07-16,4621532364
2002-07-17,4721592605
2002-07-18,4533979654
2002-07-19,4315097877
2002-07-22,4133738691
2002-07-23,4046185980
2002-07-24,4290082817
2002-07-25,4311970995
2002-07-26,4340112937
2002-07-29,4568375361
2002-07-30,4299463465
2002-07-31,4365127997
2002-08-01,4315097877
2002-08-02,3977394565
2002-08-05,3733497728
2002-08-06,3630310605
2002-08-07,3830431087
2002-08-08,4096216101
2002-08-09,4139992456
2002-08-12,4152499986
2002-08-13,4018044038
2002-08-14,4052439745
2002-08-15,4099342983
2002-08-16,4043059098
2002-08-19,4215037636
2002-08-20,4218164519
2002-08-21,4227545167
2002-08-22,4021170920
2002-08-23,3921110680
2002-08-26,3946125740
2002-08-27,4039932215
2002-08-28,3861699912
2002-08-29,3730370846
2002-08-30,3911730032
2002-09-03,3689721373
2002-09-04,3786654731
2002-09-05,3677213843
2002-09-06,3792908496
2002-09-09,3902349384
2002-09-10,4002409625
2002-09-11,4024297803
2002-09-12,4043059098
2002-09-13,4074327923
2002-09-16,3974267682
2002-09-17,3821050439
2002-09-18,3792908496
2002-09-19,3849192382
2002-09-20,3830431087
2002-09-23,3092486812
2002-09-24,3089359929
2002-09-25,3130009402
2002-09-26,3155024462
2002-09-27,3108121224
2002-09-30,2936246286
2002-10-01,3078872821
2002-10-02,3060269360
2002-10-03,3109878590
2002-10-04,3075772245
2002-10-07,2992056669
2002-10-08,3088174552
2002-10-09,2964151478
2002-10-10,3004458977
2002-10-11,3081973398
2002-10-14,3063369937
2002-10-15,3385829931
2002-10-16,3187393012
2002-10-17,2948648593
2002-10-18,3227700511
2002-10-21,3416835699
2002-10-22,3345522431
2002-10-23,3351723585
2002-10-24,3286611471
2002-10-25,3264907433
2002-10-28,3249404549
2002-10-29,3209097050
2002-10-30,3246303972
2002-10-31,3268008010
2002-11-01,3447841468
2002-11-04,3599769734
2002-11-05,3491249544
2002-11-06,3609071465
2002-11-07,3488148967
2002-11-08,3395131661
2002-11-11,3317617240
2002-11-12,3500551274
2002-11-13,3407533969
2002-11-14,3512953582
2002-11-15,3609071465
2002-11-18,3509853005
2002-11-19,3466444929
2002-11-20,3528456466
2002-11-21,3661781271
2002-11-22,3587367427
2002-11-25,3618373195
2002-11-26,3599769734
2002-11-27,3844715306
2002-11-29,3894324536
2002-12-02,3937732612
2002-12-03,3798206653
2002-12-04,3705189347
2002-12-05,3543959350
2002-12-06,3512953582
2002-12-09,3351723585
2002-12-10,3466444929
2002-12-11,3469545506
2002-12-12,3419936276
2002-12-13,3302114355
2002-12-16,3410634546
2002-12-17,3351723585
2002-12-18,3283510894
2002-12-19,3311416086
2002-12-20,3345522431
2002-12-23,3311416086
2002-12-24,3299013779
2002-12-26,3302114355
2002-12-27,3196694742
2002-12-30,3184292435
2002-12-31,3230488504
2003-01-02,3302416128
2003-01-03,3286779688
2003-01-06,3343070872
2003-01-07,3393107480
2003-01-08,3305543416
2003-01-09,3396234768
2003-01-10,3458780528
2003-01-13,3440016800
2003-01-14,3515071712
2003-01-15,3490053408
2003-01-16,3330561720
2003-01-17,3336816296
2003-01-21,3146051728
2003-01-22,3117906136
2003-01-23,3180451896
2003-01-24,3127288000
2003-01-27,3064742240
2003-01-28,3064742240
2003-01-29,3039723936
2003-01-30,3014705632
2003-01-31,3121033424
2003-02-03,3136669864
2003-02-04,3083505968
2003-02-05,2811431912
2003-02-06,2980305464
2003-02-07,3105396984
2003-02-10,3130415288
2003-02-11,3099142408
2003-02-12,3117906136
2003-02-13,3089760544
2003-02-14,3070996816
2003-02-18,3174197320
2003-02-19,3183579184
2003-02-20,3174197320
2003-02-21,3289906976
2003-02-24,3274270536
2003-02-25,3246124944
2003-02-26,3230488504
2003-02-27,3239870368
2003-02-28,3252379520
2003-03-03,3239870368
2003-03-04,3205470200
2003-03-05,3202342912
2003-03-06,3014705632
2003-03-07,3142924440
2003-03-10,3058487664
2003-03-11,3002196480
2003-03-12,2924014280
2003-03-13,3011578344
2003-03-14,3027214784
2003-03-17,3105396984
2003-03-18,3171070032
2003-03-19,3124160712
2003-03-20,3130415288
2003-03-21,3277397824
2003-03-24,3155433592
2003-03-25,3139797151
2003-03-26,3049105800
2003-03-27,2992814616
2003-03-28,3042851224
2003-03-31,2983432751
2003-04-01,2986560040
2003-04-02,3064742240
2003-04-03,3064742240
2003-04-04,3083505968
2003-04-07,3146483261
2003-04-08,3118333809
2003-04-09,3049524036
2003-04-10,3043268602
2003-04-11,3018246866
2003-04-14,3090184356
2003-04-15,3174632714
2003-04-16,3177760431
2003-04-17,3246570204
2003-04-21,3277847374
2003-04-22,3305996826
2003-04-23,3227803902
2003-04-24,3155866412
2003-04-25,3115206092
2003-04-28,3190271299
2003-04-29,3171504997
2003-04-30,3193399016
2003-05-01,3218420751
2003-05-02,3280975091
2003-05-05,3331018562
2003-05-06,3387317467
2003-05-07,3343529430
2003-05-08,3237187053
2003-05-09,3368551165
2003-05-12,3393572901
2003-05-13,3443616372
2003-05-14,3409211486
2003-05-15,3465510391
2003-05-16,3478021259
2003-05-19,3465510391
2003-05-20,3487404410
2003-05-21,3471765825
2003-05-22,3484276693
2003-05-23,3534320164
2003-05-27,3621896239
2003-05-28,3646917975
2003-05-29,3600002220
2003-05-30,3725110899
2003-06-02,3834580992
2003-06-03,3787665238
2003-06-04,3784537521
2003-06-05,3828325559
2003-06-06,3853347294
2003-06-09,3828325559
2003-06-10,3850219577
2003-06-11,3944051086
2003-06-12,3940923369
2003-06-13,3850219577
2003-06-16,3912773916
2003-06-17,3994094557
2003-06-18,4028499444
2003-06-19,4015988576
2003-06-20,3984711407
2003-06-23,3900263049
2003-06-24,3887752181
2003-06-25,3843964143
2003-06-26,3862730445
2003-06-27,3828325559
2003-06-30,3818942408
2003-07-01,3828325559
2003-07-02,3872113596
2003-07-03,3865858162
2003-07-07,3909071738
2003-07-08,3871514604
2003-07-09,3827697947
2003-07-10,3796400335
2003-07-11,3771362246
2003-07-14,3818308664
2003-07-15,3780751529
2003-07-16,3808919380
2003-07-17,3805789619
2003-07-18,3909071738
2003-07-21,3884033649
2003-07-22,3930980067
2003-07-23,3959147918
2003-07-24,3924720544
2003-07-25,3749453917
2003-07-28,3715026544
2003-07-29,3765102723
2003-07-30,3727545589
2003-07-31,3858995559
2003-08-01,3837087231
2003-08-04,3843346753
2003-08-05,3771362246
2003-08-06,3699377738
2003-08-07,3746324156
2003-08-08,3833957470
2003-08-11,3909071738
2003-08-12,3918461022
2003-08-13,3843346753
2003-08-14,3987315768
2003-08-15,3968537201
2003-08-18,4018613380
2003-08-19,4018613380
2003-08-20,4012353858
2003-08-21,4056170515
2003-08-22,4059300276
2003-08-25,4024872903
2003-08-26,4009224097
2003-08-27,4028002664
2003-08-28,4031132425
2003-08-29,4021743142
2003-09-02,4031132425
2003-09-03,4002964574
2003-09-04,3962277679
2003-09-05,3896552694
2003-09-08,3934109828
2003-09-09,3840216992
2003-09-10,3752583678
2003-09-11,3790140813
2003-09-12,3843346753
2003-09-15,3752583678
2003-09-16,3787011052
2003-09-17,3718156305
2003-09-18,3755713440
2003-09-19,3780751529
2003-09-22,3705637260
2003-09-23,3758843201
2003-09-24,3686858693
2003-09-25,3574187290
2003-09-26,3567927768
2003-09-29,3596095618
2003-09-30,3589836096
2003-10-01,3639912275
2003-10-02,3658690842
2003-10-03,3790140813
2003-10-06,3793350000
2003-10-07,3856050000
2003-10-08,3780810000
2003-10-09,3793350000
2003-10-10,3856050000
2003-10-13,3881130000
2003-10-14,4009664999
2003-10-15,3972045000
2003-10-16,4050420000
2003-10-17,3997125000
2003-10-20,3987720000
2003-10-21,3972045000
2003-10-22,3918750000
2003-10-23,3959505000
2003-10-24,3997125000
2003-10-27,4009664999
2003-10-28,4128795000
2003-10-29,4269869999
2003-10-30,4310625000
2003-10-31,4298085000
2003-11-03,4210305000
2003-11-04,4263600000
2003-11-05,4266735000
2003-11-06,4301220000
2003-11-07,4254195000
2003-11-10,4163280000
2003-11-11,4210305000
2003-11-12,4244789999
2003-11-13,4273005000
2003-11-14,4323165000
2003-11-17,4269869999
2003-11-18,4247925000
2003-11-19,4251060000
2003-11-20,4150740000
2003-11-21,4200900000
2003-11-24,4310625000
2003-11-25,4389000000
2003-11-26,4404675000
2003-11-28,4398405000
2003-12-01,4442295000
2003-12-02,4128795000
2003-12-03,4062960000
2003-12-04,4091175000
2003-12-05,4025340000
2003-12-08,4084905000
2003-12-09,4050420000
2003-12-10,4138200000
2003-12-11,4163280000
2003-12-12,4141335000
2003-12-15,4172685000
2003-12-16,4135065000
2003-12-17,4332570000
2003-12-18,4470510000
2003-12-19,4464240000
2003-12-22,4536345000
2003-12-23,4508130000
2003-12-24,4338840000
2003-12-26,4423485000
2003-12-29,4517535000
2003-12-30,4382730000
2003-12-31,4409888000
2004-01-02,4413037920
2004-01-05,4507535520
2004-01-06,4523285120
2004-01-07,4365789120
2004-01-08,4447687040
2004-01-09,4441387200
2004-01-12,4400438240
2004-01-13,4327990080
2004-01-14,4315390400
2004-01-15,4227192640
2004-01-16,4350039520
2004-01-20,4400438240
2004-01-21,4397288320
2004-01-22,4390988480
2004-01-23,4242942240
2004-01-26,4201993280
2004-01-27,4249242080
2004-01-28,4233492480
2004-01-29,4274441440
2004-01-30,4435087360
2004-02-02,4416187840
2004-02-03,4340589760
2004-02-04,4441387200
2004-02-05,4491785920
2004-02-06,4602033120
2004-02-09,4665031520
2004-02-10,4674481280
2004-02-11,4787878400
2004-02-12,4910725280
2004-02-13,4809927840
2004-02-17,4891825760
2004-02-18,4973723680
2004-02-19,4929624800
2004-02-20,4822527520
2004-02-23,4825677440
2004-02-24,4828827360
2004-02-25,4866626400
2004-02-26,4907575360
2004-02-27,4951674240
2004-03-01,5156419040
2004-03-02,5150119200
2004-03-03,5090270720
2004-03-04,5106020320
2004-03-05,4872926240
2004-03-08,4712280320
2004-03-09,4630382400
2004-03-10,4419337760
2004-03-11,4422487680
2004-03-12,4567384000
2004-03-15,4431937440
2004-03-16,4444537120
2004-03-17,4579983680
2004-03-18,4573683840
2004-03-19,4901275520
2004-03-22,4772128800
2004-03-23,4885525920
2004-03-24,4705980480
2004-03-25,4835127200
2004-03-26,4882376000
2004-03-29,4891825760
2004-03-30,4929624800
2004-03-31,4841427040
2004-04-01,4778428640
2004-04-02,4882376000
2004-04-05,4936294880
2004-04-06,5110108080
2004-04-07,5144870720
2004-04-08,5148030960
2004-04-12,5195434560
2004-04-13,5034262320
2004-04-14,4990018960
2004-04-15,5078505680
2004-04-16,5138550240
2004-04-19,5154351440
2004-04-20,5027941840
2004-04-21,5031102080
2004-04-22,5258639360
2004-04-23,5217556240
2004-04-26,5160671919
2004-04-27,5100627360
2004-04-28,4857288880
2004-04-29,4730879280
2004-04-30,4692956400
2004-05-03,4686635920
2004-05-04,4832006960
2004-05-05,4882570800
2004-05-06,4784603360
2004-05-07,4563386560
2004-05-10,4610790160
2004-05-11,4673994960
2004-05-12,4686635920
2004-05-13,4651873280
2004-05-14,4572867280
2004-05-17,4522303440
2004-05-18,4816205760
2004-05-19,4816205760
2004-05-20,4809885280
2004-05-21,4926814160
2004-05-24,5024781600
2004-05-25,5144870720
2004-05-26,5103787600
2004-05-27,5293402000
2004-05-28,5201755040
2004-06-01,5148030960
2004-06-02,5043743040
2004-06-03,5040582800
2004-06-04,5062704480
2004-06-07,5293402000
2004-06-08,5271280320
2004-06-09,5185953840
2004-06-10,5362927280
2004-06-14,5280761040
2004-06-15,5492497120
2004-06-16,5587304320
2004-06-17,5587304320
2004-06-18,5726354880
2004-06-21,5764277759
2004-06-22,5887527120
2004-06-23,6036058400
2004-06-24,6083462000
2004-06-25,5991815040
2004-06-28,5925450000
2004-06-29,6055019840
2004-06-30,6064500560
2004-07-01,5903328320
2004-07-02,5833803040
2004-07-06,5859572400
2004-07-07,5923090800
2004-07-08,5796054000
2004-07-09,5834165040
2004-07-12,5888155680
2004-07-13,6053303520
2004-07-14,6205747680
2004-07-15,6266090160
2004-07-16,6313728960
2004-07-19,6227979120
2004-07-20,6272442000
2004-07-21,6085062720
2004-07-22,6193044000
2004-07-23,6161284800
2004-07-26,6091414560
2004-07-27,6377247359
2004-07-28,6580506240
2004-07-29,6704367120
2004-07-30,6640848720
2004-08-02,6707543040
2004-08-03,6650376480
2004-08-04,6628145040
2004-08-05,6412182480
2004-08-06,6173988480
2004-08-09,6297849359
2004-08-10,6494756400
2004-08-11,6516987840
2004-08-12,6329608560
2004-08-13,6307377120
2004-08-16,6526515600
2004-08-17,6574154400
2004-08-18,6593209920
2004-08-19,6612265440
2004-08-20,6685311600
2004-08-23,6459821280
