,SMI
2005-03-22,3894972.21
2005-03-23,3879090.57
2005-03-24,3922765.08
2005-03-28,3894972.21
2005-03-29,3767919.09
2005-03-30,3827475.24
2005-03-31,3871149.75
2005-04-01,3779830.32
2005-04-04,3855268.11
2005-04-05,3851297.7
2005-04-06,3839386.47
2005-04-07,3851297.7
2005-04-08,4006143.69
2005-04-11,3982321.23
2005-04-12,3958498.77
2005-04-13,3974380.41
2005-04-14,3966439.59
2005-04-15,3843356.88
2005-04-18,3839386.47
2005-04-19,3891001.8
2005-04-20,3823504.83
2005-04-21,3883060.98
2005-04-22,3851297.7
2005-04-25,3839386.47
2005-04-26,3831445.65
2005-04-27,3831445.65
2005-04-28,3811593.6
2005-04-29,3799682.37
2005-05-02,3863208.93
2005-05-03,3871149.75
2005-05-04,3875120.16
2005-05-05,3910853.85
2005-05-06,3934676.31
2005-05-09,3966439.59
2005-05-10,3906883.44
2005-05-11,3891001.8
2005-05-12,3875120.16
2005-05-13,3871149.75
2005-05-16,3867179.34
2005-05-17,3823504.83
2005-05-18,3863208.93
2005-05-19,3914824.26
2005-05-20,3894972.21
2005-05-23,3867179.34
2005-05-24,3887031.39
2005-05-25,3855268.11
2005-05-26,3859238.52
2005-05-27,3851297.7
2005-05-31,3859238.52
2005-06-01,3902913.03
2005-06-02,3871149.75
2005-06-03,4216575.42
2005-06-06,4236427.47
2005-06-07,4228486.65
2005-06-08,4327746.9
2005-06-09,4244368.29
2005-06-10,4264220.34
2005-06-13,4288042.8
2005-06-14,4216575.42
2005-06-15,4200693.78
2005-06-16,4216575.42
2005-06-17,4303924.44
2005-06-20,4315835.67
2005-06-21,4272161.16
2005-06-22,4339658.13
2005-06-23,4292013.21
2005-06-24,4188782.55
2005-06-27,4153048.86
2005-06-28,4137167.22
2005-06-29,4077611.07
2005-06-30,4089522.3
2005-07-01,4089522.3
2005-07-05,4172900.91
2005-07-06,4168930.5
2005-07-07,4089522.3
2005-07-08,4113344.76
2005-07-11,4244368.29
2005-07-12,4327746.9
2005-07-13,4331717.31
2005-07-14,4498474.53
2005-07-15,4482592.89
2005-07-18,4351569.36
2005-07-19,4427007.15
2005-07-20,4446859.2
2005-07-21,4470681.66
2005-07-22,4268190.75
2005-07-25,4307894.85
2005-07-26,4315835.67
2005-07-27,4311865.26
2005-07-28,4244368.29
2005-07-29,4248338.7
2005-08-01,4288042.8
2005-08-02,4331717.31
2005-08-03,4339658.13
2005-08-04,4208634.6
2005-08-05,4153048.86
2005-08-08,4188782.55
2005-08-09,4141137.63
2005-08-10,4244368.29
2005-08-11,4311865.26
2005-08-12,4268190.75
2005-08-15,4307894.85
2005-08-16,4208634.6
2005-08-17,4232457.06
2005-08-18,4129226.4
2005-08-19,4137167.22
2005-08-22,4133196.81
2005-08-23,4069670.25
2005-08-24,4065699.84
2005-08-25,4049818.2
2005-08-26,4010114.1
2005-08-29,4029966.15
2005-08-30,3982321.23
2005-08-31,4025995.74
2005-09-01,4014084.51
2005-09-02,3930705.9
2005-09-06,4002173.28
2005-09-07,3926735.49
2005-09-08,3914824.26
2005-09-09,3891001.8
2005-09-12,3922765.08
2005-09-13,3958498.77
2005-09-14,3930705.9
2005-09-15,3910853.85
2005-09-16,3831445.65
2005-09-19,3827475.24
2005-09-20,3867179.34
2005-09-21,3791741.55
2005-09-22,3791741.55
2005-09-23,3704392.53
2005-09-26,3275588.25
2005-09-27,3108831.03
2005-09-28,3168387.18
2005-09-29,3398670.96
2005-09-30,3414552.6
2005-10-03,3343085.22
2005-10-04,3358966.86
2005-10-05,3315292.35
2005-10-06,3235884.15
2005-10-07,3263677.02
2005-10-10,3200150.46
2005-10-11,3132653.49
2005-10-12,3065156.52
2005-10-13,3132653.49
2005-10-14,3136623.9
2005-10-17,3116771.85
2005-10-18,3108831.03
2005-10-19,3100890.21
2005-10-20,2898399.3
2005-10-21,2961925.86
2005-10-24,2922221.76
2005-10-25,2878547.25
2005-10-26,2838843.15
2005-10-27,2652233.88
2005-10-28,2656204.29
2005-10-31,2680026.75
2005-11-01,2767375.77
2005-11-02,2811050.28
2005-11-03,2850754.38
2005-11-04,2842813.56
2005-11-07,2759434.95
2005-11-08,2791198.23
2005-11-09,2878547.25
2005-11-10,2969866.68
2005-11-11,2993689.14
2005-11-14,2938103.4
2005-11-15,2890458.48
2005-11-16,2874576.84
2005-11-17,2914280.94
2005-11-18,2965896.27
2005-11-21,2906340.12
2005-11-22,2854724.79
2005-11-23,2938103.4
2005-11-25,2957955.45
2005-11-28,2874576.84
2005-11-29,2874576.84
2005-11-30,2886488.07
2005-12-01,2973837.09
2005-12-02,3049274.88
2005-12-05,3017511.6
2005-12-06,2969866.68
2005-12-07,2946044.22
2005-12-08,2930162.58
2005-12-09,2894428.89
2005-12-12,2882517.66
2005-12-13,2898399.3
2005-12-14,2866636.02
2005-12-15,2886488.07
2005-12-16,2850754.38
2005-12-19,2818991.1
2005-12-20,2787227.82
2005-12-21,2743553.31
2005-12-22,2755464.54
2005-12-23,2787227.82
2005-12-27,2739582.9
2005-12-28,2751494.13
2005-12-29,2771346.18
2005-12-30,2683997.16
2006-01-03,2672085.93
2006-01-04,2826931.92
2006-01-05,2838843.15
2006-01-06,2969866.68
2006-01-09,3116771.85
2006-01-10,3005600.37
2006-01-11,3065156.52
2006-01-12,3061186.11
2006-01-13,3017511.6
2006-01-17,2922221.76
2006-01-18,2886488.07
2006-01-19,2969866.68
2006-01-20,2973837.09
2006-01-23,2934132.99
2006-01-24,2985748.32
2006-01-25,3005600.37
2006-01-26,3247795.38
2006-01-27,3263677.02
2006-01-30,3307351.53
2006-01-31,3327203.58
2006-02-01,3315292.35
2006-02-02,3255736.2
2006-02-03,3196180.05
2006-02-06,3287499.48
2006-02-07,3172357.59
2006-02-08,3220002.51
2006-02-09,3160446.36
2006-02-10,3061186.11
2006-02-13,2981777.91
2006-02-14,3081038.16
2006-02-15,3053245.29
2006-02-16,3049274.88
2006-02-17,3021482.01
2006-02-21,3005600.37
2006-02-22,3021482.01
2006-02-23,3005600.37
2006-02-24,3021482.01
2006-02-27,2993689.14
2006-02-28,2961925.86
2006-03-01,3057215.7
2006-03-02,3092949.39
2006-03-03,3033393.24
2006-03-06,2977807.5
2006-03-07,2882517.66
2006-03-08,2902369.71
2006-03-09,2894428.89
2006-03-10,2870606.43
2006-03-13,2874576.84
2006-03-14,2930162.58
2006-03-15,2934132.99
2006-03-16,2878547.25
2006-03-17,2938143.1
2006-03-20,2922221.76
2006-03-21,2918251.35
2006-03-22,2910310.53
2006-03-23,2930162.58
2006-03-24,2934132.99
2006-03-27,2957955.45
2006-03-28,3021482.01
2006-03-29,3120742.26
2006-03-30,3025452.42
2006-03-31,2977807.5
2006-04-03,3049274.88
2006-04-04,3088978.98
2006-04-05,3104860.62
2006-04-06,3088978.98
2006-04-07,3037363.65
2006-04-10,3005203.33
2006-04-11,2957955.45
2006-04-12,2938103.4
2006-04-13,2950014.63
2006-04-17,2961925.86
2006-04-18,2993689.14
2006-04-19,3096919.8
2006-04-20,3085008.57
2006-04-21,3061186.11
2006-04-24,3041334.06
2006-04-25,2950014.63
2006-04-26,2914280.94
2006-04-27,2953985.04
2006-04-28,3005600.37
2006-05-01,2938103.4
2006-05-02,2981777.91
2006-05-03,3085008.57
2006-05-04,3057215.7
2006-05-05,3081038.16
2006-05-08,3061186.11
2006-05-09,3065156.52
2006-05-10,2934132.99
2006-05-11,2934132.99
2006-05-12,2914280.94
2006-05-15,2898399.3
2006-05-16,2926192.17
2006-05-17,2886488.07
2006-05-18,2834872.74
2006-05-19,2926192.17
2006-05-22,2826931.92
2006-05-23,2830902.33
2006-05-24,2767375.77
2006-05-25,2767375.77
2006-05-26,2759434.95
2006-05-30,2862665.61
2006-05-31,2890458.48
2006-06-01,2870606.43
2006-06-02,2882517.66
2006-06-05,2767375.77
2006-06-06,2775316.59
2006-06-07,2763405.36
2006-06-08,2668115.52
2006-06-09,2664145.11
2006-06-12,2608559.37
2006-06-13,2525180.76
2006-06-14,2541062.4
2006-06-15,2664145.11
2006-06-16,2616500.19
2006-06-19,2556944.04
2006-06-20,2552973.63
2006-06-21,2632381.83
2006-06-22,2568855.27
2006-06-23,2592677.73
2006-06-26,2560914.45
2006-06-27,2537091.99
2006-06-28,2604588.96
2006-06-29,2767375.77
2006-06-30,2775316.59
2006-07-03,2731642.08
2006-07-05,2632381.83
2006-07-06,2660174.7
2006-07-07,2620470.6
2006-07-10,2612529.78
2006-07-11,2636352.24
2006-07-12,2632381.83
2006-07-13,2616500.19
2006-07-14,2592677.73
2006-07-17,2572825.68
2006-07-18,2604588.96
2006-07-19,2628411.42
2006-07-20,2592677.73
2006-07-21,2549003.22
2006-07-24,2608559.37
2006-07-25,2604588.96
2006-07-26,2584736.91
2006-07-27,2584736.91
2006-07-28,2676056.34
2006-07-31,2620470.6
2006-08-01,2576796.09
2006-08-02,2588707.32
2006-08-03,2572825.68
2006-08-04,2533121.58
2006-08-07,2545032.81
2006-08-08,2545032.81
2006-08-09,2572825.68
2006-08-10,2552973.63
2006-08-11,2541062.4
2006-08-14,2560914.45
2006-08-15,2604588.96
2006-08-16,2580766.5
2006-08-17,2568855.27
2006-08-18,2580766.5
2006-08-21,2556944.04
2006-08-22,2572825.68
2006-08-23,2564884.86
2006-08-24,2576796.09
2006-08-25,2576796.09
2006-08-28,2541062.4
2006-08-29,2513269.53
2006-08-30,2501358.3
2006-08-31,2501358.3
2006-09-01,2541062.4
2006-09-05,2521210.35
2006-09-06,2501358.3
2006-09-07,2501358.3
2006-09-08,2521210.35
2006-09-11,2560914.45
2006-09-12,2584736.91
2006-09-13,2672085.93
2006-09-14,2648263.47
2006-09-15,2652233.88
2006-09-18,2660174.7
2006-09-19,2620470.6
2006-09-20,2640322.65
2006-09-21,2545032.81
2006-09-22,2521210.35
2006-09-25,2541062.4
2006-09-26,2580766.5
2006-09-27,2556944.04
2006-09-28,2576796.09
2006-09-29,2545032.81
2006-10-02,2549003.22
2006-10-03,2533121.58
2006-10-04,2564884.86
2006-10-05,2552973.63
2006-10-06,2533121.58
2006-10-09,2505328.71
2006-10-10,2485476.66
2006-10-11,2481506.25
2006-10-12,2517239.94
2006-10-13,2513269.53
2006-10-16,2493417.48
2006-10-17,2481506.25
2006-10-18,2465624.61
2006-10-19,2473565.43
2006-10-20,2465624.61
2006-10-23,2453713.38
2006-10-24,2437831.74
2006-10-25,2441802.15
2006-10-26,2453713.38
2006-10-27,2410038.87
2006-10-30,2421950.1
2006-10-31,2286956.16
2006-11-01,2279015.34
2006-11-02,2282985.75
2006-11-03,2263133.7
2006-11-06,2271074.52
2006-11-07,2235340.83
2006-11-08,2223429.6
2006-11-09,2207547.96
2006-11-10,2195636.73
2006-11-13,2175784.68
2006-11-14,2199607.14
2006-11-15,2187695.91
2006-11-16,2191666.32
2006-11-17,2314749.03
2006-11-20,2318719.44
2006-11-21,2390186.82
2006-11-22,2378672.63
2006-11-24,2398127.64
2006-11-27,2417979.69
2006-11-28,2402098.05
2006-11-29,2402098.05
2006-11-30,2406068.46
2006-12-01,2394157.23
2006-12-04,2410038.87
2006-12-05,2469595.02
2006-12-06,2410038.87
2006-12-07,2402098.05
2006-12-08,2417979.69
2006-12-11,2473565.43
2006-12-12,2429890.92
2006-12-13,2469595.02
2006-12-14,2541062.4
2006-12-15,2497387.89
2006-12-18,2501358.3
2006-12-19,2485476.66
2006-12-20,2517239.94
2006-12-21,2489447.07
2006-12-22,2489447.07
2006-12-26,2505328.71
2006-12-27,2529151.17
2006-12-28,2525180.76
2006-12-29,2556944.04
2007-01-03,3116771.85
2007-01-04,3013541.19
2007-01-05,2771346.18
2007-01-08,2830902.33
2007-01-09,2969866.68
2007-01-10,2965896.27
2007-01-11,2985748.32
2007-01-12,3081038.16
2007-01-16,3295440.3
2007-01-17,3184268.82
2007-01-18,3096919.8
2007-01-19,3148535.13
2007-01-22,3156475.95
2007-01-23,3156475.95
2007-01-24,3208091.28
2007-01-25,3081038.16
2007-01-26,3073097.34
2007-01-29,3029422.83
2007-01-30,3152505.54
2007-01-31,3180298.41
2007-02-01,2997659.55
2007-02-02,2910310.53
2007-02-05,2815020.69
2007-02-06,2715760.44
2007-02-07,2771346.18
2007-02-08,2799139.05
2007-02-09,2771346.18
2007-02-12,2743553.31
2007-02-13,2743553.31
2007-02-14,2763405.36
2007-02-15,2795168.64
2007-02-16,2834872.74
2007-02-20,2830902.33
2007-02-21,2826931.92
2007-02-22,2842813.56
2007-02-23,2854724.79
2007-02-26,2842813.56
2007-02-27,2731642.08
2007-02-28,2703849.21
2007-03-01,2668115.52
2007-03-02,2457683.79
2007-03-05,2362393.95
2007-03-06,2457683.79
2007-03-07,2406068.46
2007-03-08,2461654.2
2007-03-09,2421950.1
2007-03-12,2469595.02
2007-03-13,2414009.28
2007-03-14,2445772.56
2007-03-15,2477535.84
2007-03-16,2433861.33
2007-03-19,2425920.51
2007-03-20,2445772.56
2007-03-21,2509299.12
2007-03-22,2525180.76
2007-03-23,2612529.78
2007-03-26,2846783.97
2007-03-27,2747523.72
2007-03-28,2735612.49
2007-03-29,2834872.74
2007-03-30,2747523.72
2007-04-02,2743553.31
2007-04-03,2751494.13
2007-04-04,2739582.9
2007-04-05,2747523.72
2007-04-09,2739582.9
2007-04-10,2751494.13
2007-04-11,2680026.75
2007-04-12,2854724.79
2007-04-13,2878547.25
2007-04-16,3029422.83
2007-04-17,2926192.17
2007-04-18,2926192.17
2007-04-19,2906340.12
2007-04-20,2930162.58
2007-04-23,2950014.63
2007-04-24,2934132.99
2007-04-25,2886488.07
2007-04-26,2906340.12
2007-04-27,2961925.86
2007-04-30,2969866.68
2007-05-01,2902369.71
2007-05-02,2890458.48
2007-05-03,2842813.56
2007-05-04,2850754.38
2007-05-07,2811050.28
2007-05-08,2759434.95
2007-05-09,2723701.26
2007-05-10,2683997.16
2007-05-11,2703849.21
2007-05-14,2719730.85
2007-05-15,2731642.08
2007-05-16,2902369.71
2007-05-17,2942073.81
2007-05-18,2866636.02
2007-05-21,2910310.53
2007-05-22,2898399.3
2007-05-23,2922221.76
2007-05-24,2858695.2
2007-05-25,2850754.38
2007-05-29,2731642.08
2007-05-30,2779287.0
2007-05-31,2822961.51
2007-06-01,2803109.46
2007-06-04,2699878.8
2007-06-05,2707819.62
2007-06-06,2676056.34
2007-06-07,2680026.75
2007-06-08,2719730.85
2007-06-11,2727671.67
2007-06-12,2703849.21
2007-06-13,2719730.85
2007-06-14,2703849.21
2007-06-15,2771346.18
2007-06-18,2739582.9
2007-06-19,2739582.9
2007-06-20,2723701.26
2007-06-21,2735612.49
2007-06-22,2850754.38
2007-06-25,2791198.23
2007-06-26,2775316.59
2007-06-27,2751494.13
2007-06-28,2755464.54
2007-06-29,2735612.49
2007-07-02,2803109.46
2007-07-03,2795168.64
2007-07-05,2751494.13
2007-07-06,2759434.95
2007-07-09,2902369.71
2007-07-10,2942073.81
2007-07-11,2898399.3
2007-07-12,2870606.43
2007-07-13,2850754.38
2007-07-16,2842813.56
2007-07-17,2910310.53
2007-07-18,2886488.07
2007-07-19,2862665.61
2007-07-20,2846783.97
2007-07-23,2830902.33
2007-07-24,2791198.23
2007-07-25,2759434.95
2007-07-26,2719730.85
2007-07-27,2588707.32
2007-07-30,2588707.32
2007-07-31,2552973.63
2007-08-01,2457683.79
2007-08-02,2425920.51
2007-08-03,2425920.51
2007-08-06,2449742.97
2007-08-07,2378275.59
2007-08-08,2394157.23
2007-08-09,2318719.44
2007-08-10,2366364.36
2007-08-13,2330630.67
2007-08-14,2286956.16
2007-08-15,2255192.88
2007-08-16,2163873.45
2007-08-17,2267104.11
2007-08-20,2255192.88
2007-08-21,2203577.55
2007-08-22,2302837.8
2007-08-23,2203577.55
2007-08-24,2271074.52
2007-08-27,2310778.62
2007-08-28,2179755.09
2007-08-29,2302837.8
2007-08-30,2286956.16
2007-08-31,2325866.18
2007-09-04,2370334.77
2007-09-05,2290926.57
2007-09-06,2342541.9
2007-09-07,2279015.34
2007-09-10,2259163.29
2007-09-11,2322689.85
2007-09-12,2358423.54
2007-09-13,2378275.59
2007-09-14,2362393.95
2007-09-17,2282985.75
2007-09-18,2370334.77
2007-09-19,2338571.49
2007-09-20,2326660.26
2007-09-21,2326660.26
2007-09-24,2290926.57
2007-09-25,2282985.75
2007-09-26,2310778.62
2007-09-27,2350482.72
2007-09-28,2378275.59
2007-10-01,2445772.56
2007-10-02,2644293.06
2007-10-03,2461654.2
2007-10-04,2588707.32
2007-10-05,2664145.11
2007-10-08,2576796.09
2007-10-09,2640322.65
2007-10-10,2596648.14
2007-10-11,2556944.04
2007-10-12,2572825.68
2007-10-15,2465624.61
2007-10-16,2406068.46
2007-10-17,2497387.89
2007-10-18,2505328.71
2007-10-19,2398127.64
2007-10-22,2437831.74
2007-10-23,2485476.66
2007-10-24,2414009.28
2007-10-25,2398127.64
2007-10-26,2421950.1
2007-10-29,2370334.77
2007-10-30,2342541.9
2007-10-31,2310778.62
2007-11-01,2207547.96
2007-11-02,2235340.83
2007-11-05,2207547.96
2007-11-06,2342541.9
2007-11-07,2191666.32
2007-11-08,2183725.5
2007-11-09,2151962.22
2007-11-12,2040790.74
2007-11-13,2159903.04
2007-11-14,2064613.2
2007-11-15,2040790.74
2007-11-16,2036820.33
2007-11-19,1905796.8
2007-11-20,1913737.62
2007-11-21,1885944.75
2007-11-23,1893885.57
2007-11-26,1838299.83
2007-11-27,1921678.44
2007-11-28,1921678.44
2007-11-29,1870063.11
2007-11-30,1905796.8
2007-12-03,1893885.57
2007-12-04,1901826.39
2007-12-05,1985205.0
2007-12-06,1981234.59
2007-12-07,2016968.28
2007-12-10,1993145.82
2007-12-11,1925648.85
2007-12-12,1973293.77
2007-12-13,1965352.95
2007-12-14,1893885.57
2007-12-17,1881974.34
2007-12-18,1889915.16
2007-12-19,1878003.93
2007-12-20,1870063.11
2007-12-21,1909767.21
2007-12-24,1925648.85
2007-12-26,1929619.26
2007-12-27,2044761.15
2007-12-28,2005057.05
2007-12-31,2060642.79
2008-01-02,1977264.18
2008-01-03,1953441.72
2008-01-04,1897855.98
2008-01-07,1925648.85
2008-01-08,1925648.85
2008-01-09,1941530.49
2008-01-10,1981234.59
2008-01-11,1929619.26
2008-01-14,1925648.85
2008-01-15,1866092.7
2008-01-16,1838299.83
2008-01-17,1699335.48
2008-01-18,1786684.5
2008-01-22,1707276.3
2008-01-23,1691394.66
2008-01-24,1723157.94
2008-01-25,1675513.02
2008-01-28,1611986.46
2008-01-29,1675513.02
2008-01-30,1631838.51
2008-01-31,1647720.15
2008-02-01,1687424.25
2008-02-04,1679483.43
2008-02-05,1615956.87
2008-02-06,1608016.05
2008-02-07,1635808.92
2008-02-08,1608016.05
2008-02-11,1635808.92
2008-02-12,1647720.15
2008-02-13,1707276.3
2008-02-14,1623897.69
2008-02-15,1679483.43
2008-02-19,1611986.46
2008-02-20,1643749.74
2008-02-21,1604045.64
2008-02-22,1631838.51
2008-02-25,1643749.74
2008-02-26,1623897.69
2008-02-27,1608016.05
2008-02-28,1627868.1
2008-02-29,1604045.64
2008-03-03,1615956.87
2008-03-04,1540519.08
2008-03-05,1500814.98
2008-03-06,1365821.04
2008-03-07,1397584.32
2008-03-10,1294353.66
2008-03-11,1345968.99
2008-03-12,1270531.2
2008-03-13,1306264.89
2008-03-14,1286412.84
2008-03-17,1163330.13
2008-03-18,1159359.72
2008-03-19,1095833.16
2008-03-20,1218915.87
2008-03-24,1238767.92
2008-03-25,1401554.73
2008-03-26,1306264.89
2008-03-27,1461110.88
2008-03-28,1401554.73
2008-03-31,1393613.91
2008-04-01,1445229.24
2008-04-02,1377732.27
2008-04-03,1429347.6
2008-04-04,1413465.96
2008-04-07,1345968.99
2008-04-08,1314205.71
2008-04-09,1310235.3
2008-04-10,1266560.79
2008-04-11,1218915.87
2008-04-14,1218915.87
2008-04-15,1667572.2
2008-04-16,1465081.29
2008-04-17,1413465.96
2008-04-18,1500814.98
2008-04-21,1445229.24
2008-04-22,1417436.37
2008-04-23,1576252.77
2008-04-24,1592134.41
2008-04-25,1544489.49
2008-04-28,1528607.85
2008-04-29,1540519.08
2008-04-30,1512726.21
2008-05-01,1552430.31
2008-05-02,1584193.59
2008-05-05,1715217.12
2008-05-06,1671542.61
2008-05-07,1496844.57
2008-05-08,1540519.08
2008-05-09,1532578.26
2008-05-12,1520667.03
2008-05-13,1484933.34
2008-05-14,1457140.47
2008-05-15,1488903.75
2008-05-16,1417436.37
2008-05-19,1445229.24
2008-05-20,1361850.63
2008-05-21,1341998.58
2008-05-22,1373761.86
2008-05-23,1334057.76
2008-05-27,1476992.52
2008-05-28,1393613.91
2008-05-29,1421406.78
2008-05-30,1326116.94
2008-06-02,1282442.43
2008-06-03,1322146.53
2008-06-04,1326116.94
2008-06-05,1397584.32
2008-06-06,1310235.3
2008-06-09,1306264.89
2008-06-10,1298324.07
2008-06-11,1238767.92
2008-06-12,1242738.33
2008-06-13,1262590.38
2008-06-16,1254649.56
2008-06-17,1238767.92
2008-06-18,1242738.33
2008-06-19,1230827.1
2008-06-20,1159359.72
2008-06-23,1191123.0
2008-06-24,1187152.59
