,ALTR
2018-10-30,2608159560
2018-10-31,2690700720
2018-11-01,2658248640
2018-11-02,2673769200
2018-11-05,2165823600
2018-11-06,2251892160
2018-11-07,2371118280
2018-11-08,2371823760
2018-11-09,2266001760
2018-11-12,2278700400
2018-11-13,2301981240
2018-11-14,2270234640
2018-11-15,2354186760
2018-11-16,2340077160
2018-11-19,2105857800
2018-11-20,2055063240
2018-11-21,2076227640
2018-11-23,2081166000
2018-11-26,2079755040
2018-11-27,2079049560
2018-11-28,2186282520
2018-11-29,2209563360
2018-11-30,2279405880
2018-12-03,2327378520
2018-12-04,2143953720
2018-12-06,2158063320
2018-12-07,2064234480
2018-12-10,2088220800
2018-12-11,2034604320
2018-12-12,2083282440
2018-12-13,2052241320
2018-12-14,1933015200
2018-12-17,1925254920
2018-12-18,1916789160
2018-12-19,1948535760
2018-12-20,1927371360
2018-12-21,1815200040
2018-12-24,1798974000
2018-12-26,1909028880
2018-12-27,1917494640
2018-12-28,1886453520
2018-12-31,1952277879
2019-01-02,1894233360
2019-01-03,1814245180
2019-01-04,1919008460
2019-01-07,1970682240
2019-01-08,2052086140
2019-01-09,2058456879
2019-01-10,2049254700
2019-01-11,2069074780
2019-01-14,2053501860
2019-01-15,2103052060
2019-01-16,2141276500
2019-01-17,2201444600
2019-01-18,2189410980
2019-01-22,2231174720
2019-01-23,2226219700
2019-01-24,2183040240
2019-01-25,2212062500
2019-01-28,2183040240
2019-01-29,2173838060
2019-01-30,2288511380
2019-01-31,2292050680
2019-02-01,2322488660
2019-02-04,2364252400
2019-02-05,2390443220
2019-02-06,2389027500
2019-02-07,2353634500
2019-02-08,2386196060
2019-02-11,2374870300
2019-02-12,2406016140
2019-02-13,2402476840
2019-02-14,2418049759
2019-02-15,2452027040
2019-02-19,2426544080
2019-02-20,2415926180
2019-02-21,2374870300
2019-02-22,2341600880
2019-02-25,2321072940
2019-02-26,2495206500
2019-02-27,2455566340
2019-02-28,2510071560
2019-03-01,2582273280
2019-03-04,2557498180
2019-03-05,2520689460
2019-03-06,2512903000
2019-03-07,2555374600
2019-03-08,2548296000
2019-03-11,2675710800
2019-03-12,2727384580
2019-03-13,2729508160
2019-03-14,2708980220
2019-03-15,2762069720
2019-03-18,2708272360
2019-03-19,2668632200
2019-03-20,2645272820
2019-03-21,2697654460
2019-03-22,2561745340
2019-03-25,2587936160
2019-03-26,2643857100
2019-03-27,2633947060
2019-03-28,2651643560
2019-03-29,2605632660
2019-04-01,2714315190
2019-04-02,2817092310
2019-04-03,2774982240
2019-04-04,2697899400
2019-04-05,2680769880
2019-04-08,2645797110
2019-04-09,2610824340
2019-04-10,2624385210
2019-04-11,2612251800
2019-04-12,2605828230
2019-04-15,2595122280
2019-04-16,2638659810
2019-04-17,2620102830
2019-04-18,2625812670
2019-04-22,2714315190
2019-04-23,2769986130
2019-04-24,2782833270
2019-04-25,2722879950
2019-04-26,2742150660
2019-04-29,2782833270
2019-04-30,2814951120
2019-05-01,2691475830
2019-05-02,2635804890
2019-05-03,2661499170
2019-05-06,2682911070
2019-05-07,2648652030
2019-05-08,2678628690
2019-05-09,2652934410
2019-05-10,2568714270
2019-05-13,2430250650
2019-05-14,2452376280
2019-05-15,2565859350
2019-05-16,2598690929
2019-05-17,2569428000
2019-05-20,2537310150
2019-05-21,2623671480
2019-05-22,2662212900
2019-05-23,2641514730
2019-05-24,2663640360
2019-05-28,2716456380
2019-05-29,2696471940
2019-05-30,2740723200
2019-05-31,2720025030
2019-06-03,2627953860
2019-06-04,2722166220
2019-06-05,2553012210
2019-06-06,2483780400
2019-06-07,2519466900
2019-06-10,2503764840
2019-06-11,2536596420
2019-06-12,2533741500
2019-06-13,2551584750
2019-06-14,2638659810
2019-06-17,2677914960
2019-06-18,2697899400
2019-06-19,2801390250
2019-06-20,2850637620
2019-06-21,2862057300
2019-06-24,2780692080
2019-06-25,2767844940
2019-06-26,2814951120
2019-06-27,2869194600
2019-06-28,2882755470
2019-07-01,2937546100
2019-07-02,2902378800
2019-07-03,2987067400
2019-07-05,2983478900
2019-07-08,2984914300
2019-07-09,3036588700
2019-07-10,3014340000
2019-07-11,3014340000
2019-07-12,2955488600
2019-07-15,2986349700
2019-07-16,3004292200
2019-07-17,2984914300
2019-07-18,3020081600
2019-07-19,2971278000
2019-07-22,3041612600
2019-07-23,3027976300
2019-07-24,3057402000
2019-07-25,3052378100
2019-07-26,3076779900
2019-07-29,3066732100
2019-07-30,3058837400
2019-07-31,2986349700
2019-08-01,2966971800
2019-08-02,2916732800
2019-08-05,2848551300
2019-08-06,2898790300
2019-08-07,2938981500
2019-08-08,3013622300
2019-08-09,2516256200
2019-08-12,2440897700
2019-08-13,2498313700
2019-08-14,2447357000
2019-08-15,2440180000
2019-08-16,2504055300
2019-08-19,2473194200
2019-08-20,2414342800
2019-08-21,2405012700
2019-08-22,2366256900
2019-08-23,2318171000
2019-08-26,2341137400
2019-08-27,2342572800
2019-08-28,2323912600
2019-08-29,2413625100
2019-08-30,2466017200
2019-09-03,2389223300
2019-09-04,2422237500
2019-09-05,2427261400
2019-09-06,2381328600
2019-09-09,2329654200
2019-09-10,2326783400
2019-09-11,2363386100
2019-09-12,2410036600
2019-09-13,2423672900
2019-09-16,2455251700
2019-09-17,2510514600
2019-09-18,2448792400
2019-09-19,2478935800
2019-09-20,2445203900
2019-09-23,2476065000
2019-09-24,2429414500
2019-09-25,2527021700
2019-09-26,2536351800
2019-09-27,2468170300
2019-09-30,2500498740
2019-10-01,2419604500
2019-10-02,2387102350
2019-10-03,2383491000
2019-10-04,2450662110
2019-10-07,2447050760
2019-10-08,2420326770
2019-10-09,2447050760
2019-10-10,2473052480
2019-10-11,2496165120
2019-10-14,2497609660
2019-10-15,2517110950
2019-10-16,2505554630
2019-10-17,2546724020
2019-10-18,2442717140
2019-10-21,2495442850
2019-10-22,2462579565
2019-10-23,2477386100
2019-10-24,2539501319
2019-10-25,2579226170
2019-10-28,2608839240
2019-10-29,2605227890
2019-10-30,2642785930
2019-10-31,2663009490
2019-11-01,2702734340
2019-11-04,2668787650
2019-11-05,2747515080
2019-11-06,2725124710
2019-11-07,2706345690
2019-11-08,2166810000
2019-11-11,2085193490
2019-11-12,2064247659
2019-11-13,2045468640
2019-11-14,2049802260
2019-11-15,2085915760
2019-11-18,2122751530
2019-11-19,2172588160
2019-11-20,2177644050
2019-11-21,2312708540
2019-11-22,2324987130
2019-11-25,2311625135
2019-11-26,2392880510
2019-11-27,2435494440
2019-11-29,2395769590
2019-12-02,2362545170
2019-12-03,2328598480
2019-12-04,2339432530
2019-12-05,2327876210
2019-12-06,2311264000
2019-12-09,2276595040
2019-12-10,2265038720
2019-12-11,2345932960
2019-12-12,2382768730
2019-12-13,2454995730
2019-12-16,2478108370
2019-12-17,2485331069
2019-12-18,2514944140
2019-12-19,2524333650
2019-12-20,2626173720
2019-12-23,2634479825
2019-12-24,2620395560
2019-12-26,2664454030
2019-12-27,2646397280
2019-12-30,2609561510
2019-12-31,2607891929
2020-01-02,2676883780
2020-01-03,2673252630
2020-01-06,2699396910
2020-01-07,2691408380
2020-01-08,2732077260
2020-01-09,2734982179
2020-01-10,2729898570
2020-01-13,2798164190
2020-01-14,2827939620
2020-01-15,2862072429
2020-01-16,2846095370
2020-01-17,2839559300
2020-01-21,2854810130
2020-01-22,2857715050
2020-01-23,2621690300
2020-01-24,2642024740
2020-01-27,2666716560
2020-01-28,2735708410
2020-01-29,2705932980
2020-01-30,2762578920
2020-01-31,2683419850
2020-02-03,2795259270
2020-02-04,2821403550
2020-02-05,2814141250
2020-02-06,2857715050
2020-02-07,2830118310
2020-02-10,2782187130
2020-02-11,2732803490
2020-02-12,2765483840
2020-02-13,2822856010
2020-02-14,2772746140
2020-02-18,2764031380
2020-02-19,2781460900
2020-02-20,2744423170
2020-02-21,2637667360
2020-02-24,2604987010
2020-02-25,2493873820
2020-02-26,2527280400
2020-02-27,2411446715
2020-02-28,2527280400
2020-03-02,2551972220
2020-03-03,2492421360
2020-03-04,2417982785
2020-03-05,2273099900
2020-03-06,2252039230
2020-03-09,2048694830
2020-03-10,2189583450
2020-03-11,2121317830
2020-03-12,1909984900
2020-03-13,2122044060
2020-03-16,1823563530
2020-03-17,2154724410
2020-03-18,2125675210
2020-03-19,2029086620
2020-03-20,1867863560
2020-03-23,1827194680
2020-03-24,1830099600
2020-03-25,1778537270
2020-03-26,1861327490
2020-03-27,1812670080
2020-03-30,1806134010
2020-03-31,1934473500
2020-04-01,1720586430
2020-04-02,1711096560
2020-04-03,1714746510
2020-04-06,1847604690
2020-04-07,1876074300
2020-04-08,1971702990
2020-04-09,2068791660
2020-04-13,2056381830
2020-04-14,2103101190
2020-04-15,2066601690
2020-04-16,2118430980
2020-04-17,2227199490
2020-04-20,2250559170
2020-04-21,2173180230
2020-04-22,2195079930
2020-04-23,2194349940
2020-04-24,2200919850
2020-04-27,2268078930
2020-04-28,2240339310
2020-04-29,2408967000
2020-04-30,2408237010
2020-05-01,2269538910
2020-05-04,2301658470
2020-05-05,2331588060
2020-05-06,2381227380
2020-05-07,2383417350
2020-05-08,2506785660
2020-05-11,2419916850
2020-05-12,2427946740
2020-05-13,2347647839
2020-05-14,2327938110
2020-05-15,2354217750
2020-05-18,2521385460
2020-05-19,2522115450
2020-05-20,2617014150
2020-05-21,2620664100
2020-05-22,2649133710
2020-05-26,2751332310
2020-05-27,2751332310
2020-05-28,2744762400
2020-05-29,2853530910
2020-06-01,2842581060
2020-06-02,2906820180
2020-06-03,2911930110
2020-06-04,2865210750
2020-06-05,2935289790
2020-06-08,2841851070
2020-06-09,2857180860
2020-06-10,2877620580
2020-06-11,2645483760
2020-06-12,2702422980
2020-06-15,2750602320
2020-06-16,2788561800
2020-06-17,2814841440
2020-06-18,2851340940
2020-06-19,2762282160
2020-06-22,2857910850
2020-06-23,2888205435
2020-06-24,2857180860
2020-06-25,2907550170
2020-06-26,2784181860
2020-06-29,2831631210
2020-06-30,2817281250
2020-07-01,2856971250
2020-07-02,2792475000
2020-07-06,2767668750
2020-07-07,2749950000
2020-07-08,2764125000
2020-07-09,2742153750
2020-07-10,2732585625
2020-07-13,2623792500
2020-07-14,2657103750
2020-07-15,2689706250
2020-07-16,2644346250
2020-07-17,2696793750
2020-07-20,2793183749
2020-07-21,2778300000
2020-07-22,2772630000
2020-07-23,2760581250
2020-07-24,2706716250
2020-07-27,2814446250
2020-07-28,2776173750
2020-07-29,2867602500
2020-07-30,2871146250
2020-07-31,2856262500
2020-08-03,2855553750
2020-08-04,2882486250
2020-08-05,2983128750
2020-08-06,2915797500
2020-08-07,2908001250
2020-08-10,2749950000
2020-08-11,2741445000
2020-08-12,2845631250
2020-08-13,2898078750
2020-08-14,2832165000
2020-08-17,2859806250
2020-08-18,2930681250
2020-08-19,2939186250
2020-08-20,2959031250
2020-08-21,2899496249
2020-08-24,2963283750
2020-08-25,2994468750
2020-08-26,3021401250
2020-08-27,2993760000
2020-08-28,3019275000
2020-08-31,2978167500
2020-09-01,3047625000
2020-09-02,3069596250
2020-09-03,2869728750
2020-09-04,2830038750
2020-09-08,2757746249
2020-09-09,2817281250
2020-09-10,2743571250
2020-09-11,2669861250
2020-09-14,2768377500
2020-09-15,2813737500
2020-09-16,2861932500
2020-09-17,2881777499
2020-09-18,2971788750
2020-09-21,2967536250
2020-09-22,3024236250
2020-09-23,2842796250
2020-09-24,2826495000
2020-09-25,2936351250
2020-09-28,2968245000
2020-09-29,2955487500
2020-09-30,3133848980
2020-10-01,3249558030
2020-10-02,3209993000
2020-10-05,3353322920
2020-10-06,3388408890
2020-10-07,3358548490
2020-10-08,3335406680
2020-10-09,3366760100
2020-10-12,3448876200
2020-10-13,3416776270
2020-10-14,3453355260
2020-10-15,3435439020
2020-10-16,3454848280
2020-10-19,3452608750
2020-10-20,3470524990
2020-10-21,3389155400
2020-10-22,3428720430
2020-10-23,3537710890
2020-10-26,3399606540
2020-10-27,3417522780
2020-10-28,3260755680
2020-10-29,3365267080
2020-10-30,3212232530
2020-11-02,3291362590
2020-11-03,3338392720
2020-11-04,3466045930
2020-11-05,3551894580
2020-11-06,3736282550
2020-11-09,3649687390
2020-11-10,3636250210
2020-11-11,3719859330
2020-11-12,3649687390
2020-11-13,3658645510
2020-11-16,3663124570
2020-11-17,3691491950
2020-11-18,3676561750
2020-11-19,3787045230
2020-11-20,3809440530
2020-11-23,3815412610
2020-11-24,3804214960
2020-11-25,3864682270
2020-11-27,3969940180
2020-11-30,4023688900
2020-12-01,3956503000
2020-12-02,3884091530
2020-12-03,3904247300
2020-12-04,4027794705
2020-12-07,4062507420
2020-12-08,4111777080
2020-12-09,4100579430
2020-12-10,4156567680
2020-12-11,4217781500
2020-12-14,4246148880
2020-12-15,4258093040
2020-12-16,4253613980
2020-12-17,4326771960
2020-12-18,4323785920
2020-12-21,4308855720
2020-12-22,4361857930
2020-12-23,4418592690
2020-12-24,4420085710
2020-12-28,4367083500
2020-12-29,4329758000
2020-12-30,4343195180
2020-12-31,4343195180
2021-01-04,4307362700
2021-01-05,4355885850
2021-01-06,4460397250
2021-01-07,4540273820
2021-01-08,4517132010
2021-01-11,4600741130
2021-01-12,4702266490
2021-01-13,4493990200
2021-01-14,4608206230
2021-01-15,4471594900
2021-01-19,4516385500
2021-01-20,4618657370
2021-01-21,4597008580
2021-01-22,4460397250
2021-01-25,4405155510
2021-01-26,4345434710
2021-01-27,4144623520
2021-01-28,4251374450
2021-01-29,4175230430
2021-02-01,4415606650
2021-02-02,4468608860
2021-02-03,4567148180
2021-02-04,4743324540
2021-02-05,4825440640
2021-02-08,4888893990
2021-02-09,4878442850
2021-02-10,4914275330
2021-02-11,4953093850
2021-02-12,5026998340
2021-02-16,4853061510
2021-02-17,4632467805
2021-02-18,4555950530
2021-02-19,4708985080
2021-02-22,4570134220
2021-02-23,4523104090
2021-02-24,4566401670
2021-02-25,4305123170
2021-02-26,4597755090
2021-03-01,4723168770
2021-03-02,4751536150
2021-03-03,4665687500
2021-03-04,4379774170
2021-03-05,4362604440
2021-03-08,4155821170
2021-03-09,4517878520
2021-03-10,4459650740
2021-03-11,4695547900
2021-03-12,4526090130
2021-03-15,4623136430
2021-03-16,4526836640
2021-03-17,4507427380
2021-03-18,4414860140
2021-03-19,4583571400
2021-03-22,4684350250
2021-03-23,4588050460
2021-03-24,4480553020
2021-03-25,4528329660
2021-03-26,4736605950
2021-03-29,4582078380
2021-03-30,4551471470
2021-03-31,4709205910
2021-04-01,4765653160
2021-04-05,4905642340
2021-04-06,4838658270
2021-04-07,4820595150
2021-04-08,4901879190
2021-04-09,4903384450
2021-04-12,4813821480
2021-04-13,4798768880
2021-04-14,4816079370
2021-04-15,4635448170
2021-04-16,4764147900
2021-04-19,4763395270
2021-04-20,4813068850
2021-04-21,4968110630
2021-04-22,4907900230
2021-04-23,5050899930
2021-04-26,5115626110
2021-04-27,5088531430
2021-04-28,5117884000
2021-04-29,5061436750
2021-04-30,4892095000
2021-05-03,4923705460
2021-05-04,4885321330
2021-05-05,4892095000
2021-05-06,4888331850
2021-05-07,4956068550
2021-05-10,4931231760
2021-05-11,4949294880
2021-05-12,4700174350
2021-05-13,4777695240
2021-05-14,4968863260
2021-05-17,4908652860
2021-05-18,4767911050
2021-05-19,4727269030
2021-05-20,4874784510
2021-05-21,4881558180
2021-05-24,4953058030
2021-05-25,4928973870
2021-05-26,4926715980
2021-05-27,5075736720
2021-05-28,5070468310
2021-06-01,5044878890
2021-06-02,5039610480
2021-06-03,4956068550
2021-06-04,4925963350
2021-06-07,4943273840
2021-06-08,4955315920
2021-06-09,4910910750
2021-06-10,4927468610
2021-06-11,4928973870
2021-06-14,5026063140
2021-06-15,4861989800
2021-06-16,4759632120
2021-06-17,4761890010
2021-06-18,4837905640
2021-06-21,4919189680
2021-06-22,4990689530
2021-06-23,5086273540
2021-06-24,5269162630
2021-06-25,5236046909
2021-06-28,5232283760
2021-06-29,5378293980
2021-06-30,5084342943
2021-07-01,5172804760
2021-07-02,5194920215
2021-07-06,5197131760
2021-07-07,5082131398
2021-07-08,4974502853
2021-07-09,5092451943
2021-07-12,5088028852
2021-07-13,5051169762
2021-07-14,5006201671
2021-07-15,4887515400
2021-07-16,4730495674
2021-07-19,4866137127
2021-07-20,4918477036
2021-07-21,4941329672
2021-07-22,4935432217
2021-07-23,5016522217
2021-07-26,4982611853
2021-07-27,4978188762
2021-07-28,5086554489
2021-07-29,5098349397
2021-07-30,5142580306
2021-08-02,5120464852
2021-08-03,5150689306
2021-08-04,5090977579
2021-08-05,5218510032
2021-08-06,5282644850
2021-08-09,5232516487
2021-08-10,5228830578
2021-08-11,5170593215
2021-08-12,5319503940
2021-08-13,5315818031
2021-08-16,5332036031
2021-08-17,5247260123
2021-08-18,5231779305
2021-08-19,5369632304
2021-08-20,5427132485
2021-08-23,5512645575
2021-08-24,5631331846
2021-08-25,5537709756
2021-08-26,5403542667
2021-08-27,5525177665
2021-08-30,5460305666
2021-08-31,5454408212
2021-09-01,5550979029
2021-09-02,5553927756
2021-09-03,5534023847
2021-09-07,5498639120
2021-09-08,5466940302
2021-09-09,5454408212
2021-09-10,5447773575
2021-09-13,5548767483
2021-09-14,5548767483
2021-09-15,5578254756
2021-09-16,5567197029
2021-09-17,5520754575
2021-09-20,5309920577
2021-09-21,5351202758
2021-09-22,5404279849
2021-09-23,5506748120
2021-09-24,5488318575
2021-09-27,5376266940
2021-09-28,5121939215
2021-09-29,5079919852
2021-09-30,5446811520
2021-10-01,5525029440
2021-10-04,5470513920
2021-10-05,5622999360
2021-10-06,5611938240
2021-10-07,5645121600
2021-10-08,5585075520
2021-10-11,5563743360
2021-10-12,5584285440
2021-10-13,5736770880
2021-10-14,5766793920
2021-10-15,5747832000
2021-10-18,5811038400
2021-10-19,5865553920
2021-10-20,5920859520
2021-10-21,5946932160
2021-10-22,5995917120
2021-10-25,6066234240
2021-10-26,6118379520
2021-10-27,5960363520
2021-10-28,6074135040
2021-10-29,6146032320
2021-11-01,6183166080
2021-11-02,6221880000
2021-11-03,6121539840
2021-11-04,6378315840
2021-11-05,6313529280
2021-11-08,6320640000
2021-11-09,6325380480
2021-11-10,6096257280
2021-11-11,6131810880
2021-11-12,6224250240
2021-11-15,6176845440
2021-11-16,6240051840
2021-11-17,6158673600
2021-11-18,6162624000
2021-11-19,6302468160
2021-11-22,6143662080
2021-11-23,5936661120
2021-11-24,5988806400
2021-11-26,5859233280
2021-11-29,5957993280
2021-11-30,5882145600
2021-12-01,5682255360
2021-12-02,5779435200
2021-12-03,5658552960
2021-12-06,5734400640
2021-12-07,5902687679
2021-12-08,5934290880
2021-12-09,5734400640
2021-12-10,5771534400
2021-12-13,5803927679
2021-12-14,5641961280
2021-12-15,5741511360
2021-12-16,5592976320
2021-12-17,5701217280
2021-12-20,5583495360
2021-12-21,5752572480
2021-12-22,5887676160
2021-12-23,5826049920
2021-12-27,5956413120
2021-12-28,5883725760
2021-12-29,5881355520
2021-12-30,5962733760
2021-12-31,6663812911
2022-01-03,6261329643
2022-01-04,6135499756
2022-01-05,5854537132
2022-01-06,5925208712
2022-01-07,5819201342
2022-01-10,5770075975
2022-01-11,5909695438
2022-01-12,5868326708
2022-01-13,5606324752
2022-01-14,5533067626
2022-01-18,5253828699
2022-01-19,5167643845
2022-01-20,5169367542
2022-01-21,5115071084
2022-01-24,5268480125
2022-01-25,4968556833
2022-01-26,5015958502
2022-01-27,4976313469
2022-01-28,5152130572
2022-01-31,5422751013
2022-02-01,5348632039
2022-02-02,5293473732
2022-02-03,5126275115
2022-02-04,5234006183
2022-02-07,5257276094
2022-02-08,5345184645
2022-02-09,5480494865
2022-02-10,5395171860
2022-02-11,5221078455
2022-02-14,5217631061
2022-02-15,5325362128
2022-02-16,5368454555
2022-02-17,5221940303
2022-02-18,5058189081
2022-02-22,5050432444
2022-02-23,5034919170
2022-02-24,5311572552
2022-02-25,5595120721
2022-02-28,5724398002
2022-03-01,5764043035
2022-03-02,5797655128
2022-03-03,5689924061
2022-03-04,5609772146
2022-03-07,5558061234
2022-03-08,5384829677
2022-03-09,5594258873
2022-03-10,5441711681
2022-03-11,5261585336
2022-03-14,5120242176
2022-03-15,5129722510
2022-03-16,5257276094
2022-03-17,5396895557
2022-03-18,5528758384
2022-03-21,5421889165
2022-03-22,5562370477
2022-03-23,5449468318
2022-03-24,5502041079
2022-03-25,5377934889
2022-03-28,5515830656
2022-03-29,5737325730
2022-03-30,5619252480
2022-03-31,5058245578
2022-04-01,5011119066
2022-04-04,5088877810
2022-04-05,4946712834
2022-04-06,4859528787
2022-04-07,4822613020
2022-04-08,4647459485
2022-04-11,4641961392
2022-04-12,4683589811
2022-04-13,4758992229
2022-04-14,4539853950
2022-04-18,4520217904
2022-04-19,4612114601
2022-04-20,4581482369
2022-04-21,4421252229
2022-04-22,4359987764
2022-04-25,4418110462
2022-04-26,4264163857
2022-04-27,4217037346
2022-04-28,4328570090
2022-04-29,4266520183
2022-05-02,4367056741
2022-05-03,4345849811
2022-05-04,4399259857
2022-05-05,4220964555
2022-05-06,4050523672
2022-05-09,3894220741
2022-05-10,4019105997
2022-05-11,3935849160
2022-05-12,3993186416
2022-05-13,4168339951
2022-05-16,4103933718
2022-05-17,4099221067
2022-05-18,4007324369
2022-05-19,4099221067
2022-05-20,4086653997
2022-05-23,4107860927
2022-05-24,4065447067
2022-05-25,4121213439
2022-05-26,4170696276
2022-05-27,4326999206
2022-05-31,4316788462
2022-06-01,4239029718
2022-06-02,4434604741
2022-06-03,4319930230
2022-06-06,4315217578
2022-06-07,4341922602
2022-06-08,4286156230
2022-06-09,4330926416
2022-06-10,4079585020
2022-06-13,3924067532
2022-06-14,3877726462
2022-06-15,4034029392
2022-06-16,3959412416
2022-06-17,4080370462
