,TSN
2009-04-13,3391460000
2009-04-14,3231400000
2009-04-15,3258579999
2009-04-16,3303880000
2009-04-17,3373340000
2009-04-20,3201200000
2009-04-21,3282740000
2009-04-22,3297840000
2009-04-23,3325020000
2009-04-24,3300860000
2009-04-27,3007920000
2009-04-28,3050200000
2009-04-29,3092480000
2009-04-30,3183079999
2009-05-01,3189120000
2009-05-04,3533400000
2009-05-05,3669300000
2009-05-06,3678360000
2009-05-07,3678360000
2009-05-08,3738760000
2009-05-11,3729700000
2009-05-12,3684400000
2009-05-13,3642120000
2009-05-14,3871640000
2009-05-15,3793120000
2009-05-18,3974320000
2009-05-19,3971300000
2009-05-20,4049820000
2009-05-21,4013579999
2009-05-22,4040760000
2009-05-26,4083040000
2009-05-27,4134380000
2009-05-28,4191760000
2009-05-29,4022640000
2009-06-01,4007540000
2009-06-02,4034720000
2009-06-03,4061900000
2009-06-04,4119280000
2009-06-05,4010560000
2009-06-08,4016600000
2009-06-09,3995460000
2009-06-10,3865600000
2009-06-11,3944120000
2009-06-12,3941100000
2009-06-15,3826340000
2009-06-16,3802180000
2009-06-17,3868620000
2009-06-18,3929020000
2009-06-19,3790100000
2009-06-22,3654200000
2009-06-23,3624000000
2009-06-24,3741780000
2009-06-25,3790100000
2009-06-26,3880700000
2009-06-29,3872340000
2009-06-30,3820830000
2009-07-01,3911730000
2009-07-02,3835980000
2009-07-06,3863250000
2009-07-07,3835980000
2009-07-08,3754170000
2009-07-09,3708720000
2009-07-10,3757200000
2009-07-13,3817800000
2009-07-14,3863250000
2009-07-15,3978390000
2009-07-16,4008690000
2009-07-17,3829920000
2009-07-20,3475410000
2009-07-21,3463290000
2009-07-22,3481470000
2009-07-23,3563280000
2009-07-24,3587520000
2009-07-27,3523890000
2009-07-28,3493590000
2009-07-29,3402690000
2009-07-30,3393600000
2009-07-31,3463290000
2009-08-03,3369360000
2009-08-04,3432990000
2009-08-05,3317850000
2009-08-06,3366330000
2009-08-07,3408750000
2009-08-10,3393600000
2009-08-11,3387540000
2009-08-12,3375420000
2009-08-13,3357240000
2009-08-14,3445110000
2009-08-17,3372390000
2009-08-18,3478440000
2009-08-19,3484500000
2009-08-20,3529950000
2009-08-21,3581460000
2009-08-24,3666300000
2009-08-25,3696600000
2009-08-26,3666300000
2009-08-27,3654180000
2009-08-28,3569340000
2009-08-31,3632970000
2009-09-01,3514800000
2009-09-02,3629940000
2009-09-03,3629940000
2009-09-04,3705690000
2009-09-08,3775380000
2009-09-09,3778410000
2009-09-10,3845070000
2009-09-11,3863250000
2009-09-14,3772350000
2009-09-15,3896580000
2009-09-16,3820830000
2009-09-17,3751140000
2009-09-18,3848100000
2009-09-21,3863250000
2009-09-22,3899610000
2009-09-23,3929910000
2009-09-24,3860220000
2009-09-25,3845070000
2009-09-28,3896580000
2009-09-29,3823860000
2009-09-30,3826890000
2009-10-01,3732960000
2009-10-02,3732960000
2009-10-05,3742050000
2009-10-06,3802650000
2009-10-07,3760230000
2009-10-08,3787500000
2009-10-09,3863250000
2009-10-12,3851130000
2009-10-13,3845070000
2009-10-14,3751140000
2009-10-15,3732960000
2009-10-16,3760230000
2009-10-19,3723869999
2009-10-20,3681450000
2009-10-21,3702660000
2009-10-22,3739020000
2009-10-23,3657210000
2009-10-26,3651150000
2009-10-27,3739020000
2009-10-28,3763260000
2009-10-29,3957180000
2009-10-30,3793560000
2009-11-02,3851130000
2009-11-03,3817800000
2009-11-04,3784470000
2009-11-05,3829920000
2009-11-06,3899610000
2009-11-09,3969300000
2009-11-10,3996570000
2009-11-11,3951119999
2009-11-12,3929910000
2009-11-13,3911730000
2009-11-16,3948090000
2009-11-17,3942030000
2009-11-18,3966270000
2009-11-19,3960210000
2009-11-20,3960210000
2009-11-23,3902640000
2009-11-24,3748110000
2009-11-25,3763260000
2009-11-27,3723869999
2009-11-30,3642060000
2009-12-01,3705690000
2009-12-02,3693570000
2009-12-03,3772350000
2009-12-04,3817800000
2009-12-07,3851130000
2009-12-08,3811740000
2009-12-09,3799619999
2009-12-10,3820830000
2009-12-11,3829920000
2009-12-14,3851130000
2009-12-15,3796590000
2009-12-16,3775380000
2009-12-17,3696600000
2009-12-18,3690540000
2009-12-21,3720840000
2009-12-22,3739020000
2009-12-23,3739020000
2009-12-24,3769320000
2009-12-28,3823860000
2009-12-29,3808710000
2009-12-30,3787500000
2009-12-31,3717810000
2010-01-04,3708720000
2010-01-05,3778410000
2010-01-06,3969300000
2010-01-07,4038990000
2010-01-08,4029900000
2010-01-11,3975360000
2010-01-12,3929910000
2010-01-13,4032930000
2010-01-14,4254119999
2010-01-15,4208670000
2010-01-19,4238970000
2010-01-20,4211700000
2010-01-21,4135950000
2010-01-22,4172310000
2010-01-25,4208670000
2010-01-26,4235940000
2010-01-27,4175340000
2010-01-28,4178369999
2010-01-29,4187460000
2010-02-01,4238970000
2010-02-02,4323810000
2010-02-03,4348050000
2010-02-04,4238970000
2010-02-05,4438950000
2010-02-08,4572270000
2010-02-09,4669230000
2010-02-10,4705590000
2010-02-11,4835880000
2010-02-12,4860120000
2010-02-16,4981320000
2010-02-17,5038890000
2010-02-18,5120700000
2010-02-19,5135850000
2010-02-22,5041920000
2010-02-23,5075250000
2010-02-24,5051010000
2010-02-25,5151000000
2010-02-26,5163120000
2010-03-01,5202510000
2010-03-02,5287350000
2010-03-03,5217660000
2010-03-04,5302500000
2010-03-05,5223720000
2010-03-08,5338860000
2010-03-09,5332800000
2010-03-10,5305530000
2010-03-11,5375220000
2010-03-12,5314620000
2010-03-15,5263110000
2010-03-16,5350980000
2010-03-17,5363100000
2010-03-18,5347950000
2010-03-19,5369160000
2010-03-22,5487330000
2010-03-23,5541870000
2010-03-24,5587320000
2010-03-25,5517630000
2010-03-26,5666100000
2010-03-29,5784270000
2010-03-30,5808510000
2010-03-31,5802450000
2010-04-01,5908500000
2010-04-05,5836800000
2010-04-06,5769920000
2010-04-07,5848960000
2010-04-08,5921920000
2010-04-09,5979680000
2010-04-12,6080000000
2010-04-13,6101280000
2010-04-14,6162080000
2010-04-15,6201600000
2010-04-16,6043520000
2010-04-19,6049600000
2010-04-20,6101280000
2010-04-21,6143840000
2010-04-22,6177280000
2010-04-23,6125600000
2010-04-26,6201600000
2010-04-27,5949280000
2010-04-28,5985760000
2010-04-29,6043520000
2010-04-30,5955360000
2010-05-03,6049600000
2010-05-04,5934080000
2010-05-05,5906720000
2010-05-06,5648319999
2010-05-07,5660480000
2010-05-10,5544960000
2010-05-11,5478080000
2010-05-12,5511520000
2010-05-13,5511520000
2010-05-14,5380800000
2010-05-17,5362560000
2010-05-18,5414240000
2010-05-19,5411200000
2010-05-20,5158880000
2010-05-21,5192319999
2010-05-24,5161920000
2010-05-25,5177120000
2010-05-26,5085920000
2010-05-27,5405120000
2010-05-28,5344319999
2010-06-01,5174080000
2010-06-02,5323040000
2010-06-03,5502400000
2010-06-04,5320000000
2010-06-07,5326080000
2010-06-08,5344319999
2010-06-09,5365600000
2010-06-10,5511520000
2010-06-11,5645280000
2010-06-14,5599680000
2010-06-15,5678720000
2010-06-16,5593600000
2010-06-17,5590560000
2010-06-18,5569280000
2010-06-21,5508480000
2010-06-22,5380800000
2010-06-23,5383840000
2010-06-24,5432480000
2010-06-25,5259200000
2010-06-28,5244000000
2010-06-29,5092000000
2010-06-30,4982560000
2010-07-01,4940000000
2010-07-02,4994720000
2010-07-06,5025120000
2010-07-07,5137600000
2010-07-08,5228800000
2010-07-09,5332160000
2010-07-12,5332160000
2010-07-13,5392960000
2010-07-14,5423360000
2010-07-15,5408160000
2010-07-16,5222720000
2010-07-19,5332160000
2010-07-20,5283520000
2010-07-21,5253120000
2010-07-22,5426400000
2010-07-23,5450720000
2010-07-26,5490240000
2010-07-27,5432480000
2010-07-28,5362560000
2010-07-29,5274400000
2010-07-30,5323040000
2010-08-02,5392960000
2010-08-03,5377760000
2010-08-04,5341280000
2010-08-05,5101120000
2010-08-06,5210560000
2010-08-09,4955200000
2010-08-10,4888319999
2010-08-11,4851840000
2010-08-12,4860960000
2010-08-13,4946080000
2010-08-16,5067680000
2010-08-17,4915680000
2010-08-18,5006880000
2010-08-19,5003840000
2010-08-20,5052480000
2010-08-23,5043360000
2010-08-24,4924800000
2010-08-25,4921760000
2010-08-26,4985600000
2010-08-27,5049440000
2010-08-30,4985600000
2010-08-31,4979520000
2010-09-01,5043360000
2010-09-02,4876160000
2010-09-03,4927840000
2010-09-07,4976480000
2010-09-08,5092000000
2010-09-09,5174080000
2010-09-10,5119360000
2010-09-13,5216640000
2010-09-14,5152800000
2010-09-15,5198400000
2010-09-16,5174080000
2010-09-17,4818400000
2010-09-20,4933920000
2010-09-21,4778880000
2010-09-22,4705920000
2010-09-23,4781920000
2010-09-24,4757600000
2010-09-27,4626880000
2010-09-28,4642080000
2010-09-29,4687680000
2010-09-30,4870080000
2010-10-01,4943040000
2010-10-04,4794080000
2010-10-05,4903520000
2010-10-06,4876160000
2010-10-07,4946080000
2010-10-08,4563040000
2010-10-11,4511360000
2010-10-12,4511360000
2010-10-13,4581280000
2010-10-14,4654240000
2010-10-15,4669440000
2010-10-18,4763680000
2010-10-19,4672480000
2010-10-20,4690720000
2010-10-21,4751520000
2010-10-22,4751520000
2010-10-25,4784960000
2010-10-26,4803200000
2010-10-27,4778880000
2010-10-28,4727200000
2010-10-29,4727200000
2010-11-01,4718080000
2010-11-02,4642080000
2010-11-03,4675520000
2010-11-04,4684640000
2010-11-05,4590400000
2010-11-08,4724160000
2010-11-09,4569120000
2010-11-10,4642080000
2010-11-11,4560000000
2010-11-12,4556960000
2010-11-15,4563040000
2010-11-16,4632960000
2010-11-17,4669440000
2010-11-18,4736320000
2010-11-19,4754560000
2010-11-22,5046400000
2010-11-23,4921760000
2010-11-24,4970400000
2010-11-26,4918720000
2010-11-29,4921760000
2010-11-30,4812320000
2010-12-01,5016000000
2010-12-02,5122400000
2010-12-03,5137600000
2010-12-06,5143680000
2010-12-07,5225760000
2010-12-08,5204480000
2010-12-09,5277440000
2010-12-10,5392960000
2010-12-13,5201440000
2010-12-14,5210560000
2010-12-15,5152800000
2010-12-16,5313920000
2010-12-17,5222720000
2010-12-20,5253120000
2010-12-21,5323040000
2010-12-22,5365600000
2010-12-23,5310880000
2010-12-27,5298720000
2010-12-28,5286560000
2010-12-29,5313920000
2010-12-30,5332160000
2010-12-31,5234880000
2011-01-03,5008100000
2011-01-04,4956250000
2011-01-05,5017250000
2011-01-06,5050800000
2011-01-07,5163650000
2011-01-10,5160600000
2011-01-11,5145350000
2011-01-12,5133149999
2011-01-13,5127050000
2011-01-14,5188050000
2011-01-18,5258200000
2011-01-19,5139250000
2011-01-20,5276500000
2011-01-21,5261250000
2011-01-24,5188050000
2011-01-25,5114850000
2011-01-26,5206350000
2011-01-27,5127050000
2011-01-28,5047750000
2011-01-31,5017250000
2011-02-01,5230750000
2011-02-02,5212450000
2011-02-03,5355800000
2011-02-04,5660800000
2011-02-07,5486950000
2011-02-08,5724850000
2011-02-09,5669950000
2011-02-10,5624200000
2011-02-11,5639450000
2011-02-14,5569300000
2011-02-15,5563200000
2011-02-16,5651650000
2011-02-17,5715700000
2011-02-18,5682150000
2011-02-22,5700450000
2011-02-23,5636400000
2011-02-24,5578450000
2011-02-25,5755350000
2011-02-28,5682150000
2011-03-01,5633350000
2011-03-02,5639450000
2011-03-03,5715700000
2011-03-04,5618100000
2011-03-07,5612000000
2011-03-08,5734000000
2011-03-09,5981050000
2011-03-10,5904800000
2011-03-11,5944450000
2011-03-14,5761450000
2011-03-15,5764500000
2011-03-16,5630300000
2011-03-17,5639450000
2011-03-18,5813300000
2011-03-21,5825500000
2011-03-22,5807200000
2011-03-23,5795000000
2011-03-24,5981050000
2011-03-25,6045100000
2011-03-28,6029850000
2011-03-29,5978000000
2011-03-30,6011550000
2011-03-31,5852950000
2011-04-01,5892600000
2011-04-04,5782080000
2011-04-05,5745600000
2011-04-06,5867200000
2011-04-07,5870240000
2011-04-08,5870240000
2011-04-11,5830720000
2011-04-12,5928000000
2011-04-13,5909760000
2011-04-14,5897600000
2011-04-15,5967520000
2011-04-18,5921920000
2011-04-19,5848960000
2011-04-20,5891520000
2011-04-21,5924960000
2011-04-25,5848960000
2011-04-26,5940160000
2011-04-27,5988800000
2011-04-28,6010080000
2011-04-29,6049600000
2011-05-02,6055680000
2011-05-03,6013120000
2011-05-04,5888480000
2011-05-05,5842880000
2011-05-06,5742560000
2011-05-09,5396000000
2011-05-10,5456800000
2011-05-11,5475040000
2011-05-12,5727360000
2011-05-13,5633120000
2011-05-16,5627040000
2011-05-17,5642240000
2011-05-18,5599680000
2011-05-19,5642240000
2011-05-20,5703040000
2011-05-23,5666560000
2011-05-24,5639200000
2011-05-25,5563200000
2011-05-26,5620960000
2011-05-27,5636160000
2011-05-31,5782080000
2011-06-01,5745600000
2011-06-02,5505440000
2011-06-03,5399040000
2011-06-06,5329120000
2011-06-07,5298720000
2011-06-08,5356480000
2011-06-09,5310880000
2011-06-10,5204480000
2011-06-13,5359520000
2011-06-14,5502400000
2011-06-15,5347360000
2011-06-16,5496319999
2011-06-17,5526720000
2011-06-20,5557120000
2011-06-21,5599680000
2011-06-22,5560160000
2011-06-23,5696960000
2011-06-24,5745600000
2011-06-27,5760800000
2011-06-28,5824640000
2011-06-29,5879360000
2011-06-30,5903680000
2011-07-01,5937120000
2011-07-05,5714280000
2011-07-06,5714280000
2011-07-07,5651910000
2011-07-08,5539050000
2011-07-11,5470740000
2011-07-12,5533110000
2011-07-13,5515290000
2011-07-14,5482620000
2011-07-15,5473710000
2011-07-18,5393520000
2011-07-19,5455890000
2011-07-20,5435100000
2011-07-21,5544990000
2011-07-22,5420250000
2011-07-25,5348970000
2011-07-26,5390550000
2011-07-27,5230170000
2011-07-28,5200470000
2011-07-29,5215320000
2011-08-01,5194530000
2011-08-02,5087610000
2011-08-03,5141070000
2011-08-04,4826250000
2011-08-05,4844070000
2011-08-08,4656960000
2011-08-09,4965840000
2011-08-10,4909410000
2011-08-11,5037120000
2011-08-12,5096520000
2011-08-15,5242050000
2011-08-16,5203440000
2011-08-17,5215320000
2011-08-18,5001480000
2011-08-19,4939110000
2011-08-22,4942080000
2011-08-23,5099490000
2011-08-24,5164830000
2011-08-25,5025240000
2011-08-26,5010390000
2011-08-29,5203440000
2011-08-30,5161860000
2011-08-31,5188590000
2011-09-01,5179680000
2011-09-02,5075730000
2011-09-06,5001480000
2011-09-07,5102460000
2011-09-08,5102460000
2011-09-09,4962870000
2011-09-12,4953960000
2011-09-13,5028210000
2011-09-14,5046030000
2011-09-15,5191560000
2011-09-16,5176710000
2011-09-19,5120280000
2011-09-20,4998509999
2011-09-21,4876740000
2011-09-22,4844070000
2011-09-23,4882680000
2011-09-26,5016330000
2011-09-27,5135130000
2011-09-28,4927230000
2011-09-29,5081670000
2011-09-30,5155920000
2011-10-03,6121560000
2011-10-04,6275700000
2011-10-05,6327079999
2011-10-06,6422500000
2011-10-07,6374790000
2011-10-10,6547280000
2011-10-11,6587650000
2011-10-12,6763810000
2011-10-13,6705090000
2011-10-14,6807850000
2011-10-17,6631690000
2011-10-18,6840880000
2011-10-19,6793170000
2011-10-20,6807850000
2011-10-21,6899600000
2011-10-24,6958320000
2011-10-25,6848220000
2011-10-26,6895930000
2011-10-27,7138150000
2011-10-28,7185859999
2011-10-31,7083100000
2011-11-01,6936299999
2011-11-02,6991350000
2011-11-03,7119799999
2011-11-04,7094109999
2011-11-07,7094109999
2011-11-08,7215220000
2011-11-09,7057410000
2011-11-10,7057410000
2011-11-11,7160170000
2011-11-14,7284950000
2011-11-15,7273940000
2011-11-16,7229900000
2011-11-17,7097780000
2011-11-18,7138150000
2011-11-21,7141820000
2011-11-22,7105120000
2011-11-23,7035390000
2011-11-25,7064750000
2011-11-28,7204210000
2011-11-29,7222560000
2011-11-30,7391380000
2011-12-01,7461109999
2011-12-02,7398720000
2011-12-05,7461109999
2011-12-06,7479460000
2011-12-07,7453770000
2011-12-08,7424410000
2011-12-09,7534510000
2011-12-12,7376700000
2011-12-13,7417070000
2011-12-14,7314310000
2011-12-15,7534510000
2011-12-16,7475790000
2011-12-19,7413400000
2011-12-20,7486799999
2011-12-21,7662960000
2011-12-22,7648280000
2011-12-23,7673970000
2011-12-27,7666630000
2011-12-28,7637270000
2011-12-29,7655620000
2011-12-30,7574880000
2012-01-03,7392840000
2012-01-04,7414680000
2012-01-05,7381920000
2012-01-06,7396480000
2012-01-09,7312760000
2012-01-10,7400119999
2012-01-11,7185359999
2012-01-12,7265440000
2012-01-13,7236320000
2012-01-17,7123480000
2012-01-18,7083440000
2012-01-19,7098000000
2012-01-20,6988800000
2012-01-23,6977880000
2012-01-24,6905080000
2012-01-25,6857760000
2012-01-26,6879599999
2012-01-27,6843200000
2012-01-30,6817720000
2012-01-31,6784960000
2012-02-01,6741280000
2012-02-02,6777680000
2012-02-03,7054320000
2012-02-06,6970599999
2012-02-07,6966960000
2012-02-08,6934200000
2012-02-09,6963320000
2012-02-10,6886880000
2012-02-13,6930560000
2012-02-14,6886880000
2012-02-15,6857760000
2012-02-16,6959680000
2012-02-17,6912359999
2012-02-21,6839560000
2012-02-22,6803160000
2012-02-23,6865040000
2012-02-24,6912359999
2012-02-27,6966960000
2012-02-28,6945119999
2012-02-29,6883240000
2012-03-01,6916000000
2012-03-02,7072520000
2012-03-05,7057960000
2012-03-06,6981520000
2012-03-07,7116200000
2012-03-08,7152599999
2012-03-09,7229040000
2012-03-12,7159880000
2012-03-13,7269080000
2012-03-14,7152599999
2012-03-15,7167160000
2012-03-16,7229040000
2012-03-19,7196280000
2012-03-20,7141680000
2012-03-21,7083440000
2012-03-22,7068880000
2012-03-23,7090720000
2012-03-26,7090720000
2012-03-27,7101640000
2012-03-28,7079800000
2012-03-29,7010640000
2012-03-30,6970599999
2012-04-02,7017840000
2012-04-03,6877050000
2012-04-04,6855389999
2012-04-05,6786800000
2012-04-09,6606300000
2012-04-10,6588250000
2012-04-11,6526879999
2012-04-12,6534100000
2012-04-13,6472730000
2012-04-16,6458290000
2012-04-17,6534100000
2012-04-18,6508830000
2012-04-19,6487170000
2012-04-20,6516050000
2012-04-23,6375260000
2012-04-24,6472730000
2012-04-25,6447460000
2012-04-26,6591860000
2012-04-27,6577420000
2012-04-30,6588250000
2012-05-01,6624350000
2012-05-02,6617129999
2012-05-03,6584639999
2012-05-04,6512440000
2012-05-07,6725430000
2012-05-08,6945639999
2012-05-09,7039500000
2012-05-10,7053940000
2012-05-11,7068379999
2012-05-14,7007010000
2012-05-15,6960080000
2012-05-16,7032280000
2012-05-17,6934810000
2012-05-18,6902320000
2012-05-21,6902320000
2012-05-22,6992570000
2012-05-23,6909540000
2012-05-24,6873440000
2012-05-25,6974520000
2012-05-29,7025060000
2012-05-30,6963690000
2012-05-31,6992570000
2012-06-01,6743480000
2012-06-04,6710990000
2012-06-05,6703770000
2012-06-06,6808460000
2012-06-07,6815680000
2012-06-08,6877050000
2012-06-11,6801240000
2012-06-12,6826510000
2012-06-13,6775970000
2012-06-14,6761530000
2012-06-15,6772360000
2012-06-18,6873440000
2012-06-19,6920370000
2012-06-20,7007010000
2012-06-21,6812070000
2012-06-22,6833730000
2012-06-25,6707379999
2012-06-26,6707379999
2012-06-27,6674889999
2012-06-28,6631570000
2012-06-29,6797629999
2012-07-02,6588800000
2012-07-03,6546200000
2012-07-05,6311900000
2012-07-06,6244450000
2012-07-09,6066950000
2012-07-10,6059850000
2012-07-11,6056300000
2012-07-12,5772300000
2012-07-13,5733249999
2012-07-16,5548650000
2012-07-17,5484750000
2012-07-18,5562850000
2012-07-19,5452800000
2012-07-20,5356950000
2012-07-23,5300150000
2012-07-24,5250450000
2012-07-25,5211400000
2012-07-26,5214950000
2012-07-27,5349850000
2012-07-30,5289500000
2012-07-31,5328550000
2012-08-01,5367600000
2012-08-02,5378250000
2012-08-03,5467000000
2012-08-06,5030350000
2012-08-07,5243350000
2012-08-08,5669350000
2012-08-09,5616100000
2012-08-10,5694200000
2012-08-13,5548650000
2012-08-14,5580600000
2012-08-15,5562850000
2012-08-16,5417300000
2012-08-17,5488300000
2012-08-20,5427950000
2012-08-21,5438600000
2012-08-22,5371150000
2012-08-23,5374700000
2012-08-24,5378250000
2012-08-27,5303700000
2012-08-28,5545100000
2012-08-29,5552200000
2012-08-30,5488300000
2012-08-31,5559300000
2012-09-04,5640950000
2012-09-05,5527350000
2012-09-06,5591250000
2012-09-07,5573500000
2012-09-10,5655150000
2012-09-11,5726150000
2012-09-12,5758100000
2012-09-13,5804250000
2012-09-14,5843300000
2012-09-17,5758100000
2012-09-18,5829100000
2012-09-19,5882350000
2012-09-20,5878800000
2012-09-21,5836200000
2012-09-24,5797149999
2012-09-25,5651600000
2012-09-26,5765199999
2012-09-27,5807800000
2012-09-28,5687100000
2012-10-01,5932050000
2012-10-02,5871700000
2012-10-03,5800700000
2012-10-04,5836200000
2012-10-05,5811350000
2012-10-08,5779400000
2012-10-09,5790050000
2012-10-10,5701300000
2012-10-11,5719050000
2012-10-12,5687100000
2012-10-15,5726150000
2012-10-16,5786500000
2012-10-17,5853949999
2012-10-18,5900100000
2012-10-19,5836200000
2012-10-22,5900100000
2012-10-23,5729700000
2012-10-24,5821999999
2012-10-25,5811350000
2012-10-26,5871700000
2012-10-31,5967550000
2012-11-01,6102450000
2012-11-02,6081150000
2012-11-05,6059850000
2012-11-06,6127300000
2012-11-07,6042100000
2012-11-08,5932050000
2012-11-09,5967550000
2012-11-12,6003050000
2012-11-13,6074050000
2012-11-14,5942699999
2012-11-15,5949800000
2012-11-16,5992400000
2012-11-19,6645600000
2012-11-20,6769850000
2012-11-21,6741449999
2012-11-23,6833750000
2012-11-26,6872800000
2012-11-27,6784050000
2012-11-28,6773399999
2012-11-29,6812450000
2012-11-30,6805350000
2012-12-03,6823100000
2012-12-04,6844400000
2012-12-05,6958000000
2012-12-06,6986400000
2012-12-07,6968650000
2012-12-10,6943800000
2012-12-11,6997050000
2012-12-12,6997050000
2012-12-13,6958000000
2012-12-14,6975749999
2012-12-17,6993500000
2012-12-18,7025450000
2012-12-19,6958000000
2012-12-20,6993500000
2012-12-21,6911850000
2012-12-24,6950899999
2012-12-26,6847950000
2012-12-27,6876350000
2012-12-28,6808900000
2012-12-31,6848199999
2013-01-02,7052940000
2013-01-03,7183550000
2013-01-04,7180020000
2013-01-07,7137660000
2013-01-08,7172960000
2013-01-09,7158840000
2013-01-10,7116480000
2013-01-11,7172960000
2013-01-14,7218850000
2013-01-15,7204730000
2013-01-16,7222380000
2013-01-17,7494190000
2013-01-18,7713050000
2013-01-22,7818949999
2013-01-23,7861310000
2013-01-24,7871900000
2013-01-25,7921320000
2013-01-28,7857780000
2013-01-29,7942500000
2013-01-30,7840130000
2013-01-31,7808360000
2013-02-01,8048400000
2013-02-04,8058989999
2013-02-05,8140180000
2013-02-06,8256670000
2013-02-07,8390810000
2013-02-08,8394340000
2013-02-11,8344920000
2013-02-12,8299030000
2013-02-13,8422580000
2013-02-14,8549660000
2013-02-15,8475530000
2013-02-19,8517890000
2013-02-20,8316680000
2013-02-21,8260199999
2013-02-22,8401400000
2013-02-25,8210780000
2013-02-26,7907199999
2013-02-27,7956620000
2013-02-28,8002510000
2013-03-01,8182540000
2013-03-04,8193130000
2013-03-05,8235489999
2013-03-06,8320210000
2013-03-07,8390810000
2013-03-08,8472000000
2013-03-11,8397870000
2013-03-12,8422580000
2013-03-13,8546130000
2013-03-14,8599080000
2013-03-15,8616730000
2013-03-18,8570840000
2013-03-19,8532010000
2013-03-20,8500239999
2013-03-21,8454350000
2013-03-22,8517890000
2013-03-25,8486120000
2013-03-26,8546130000
2013-03-27,8535540000
2013-03-28,8761460000
2013-04-01,8701450000
2013-04-02,8736750000
2013-04-03,8634380000
2013-04-04,8719100000
2013-04-05,8482590000
2013-04-08,8390810000
2013-04-09,8359040000
2013-04-10,8327270000
2013-04-11,8383750000
2013-04-12,8429640000
2013-04-15,8210780000
2013-04-16,8355510000
2013-04-17,8309620000
2013-04-18,8334330000
2013-04-19,8500239999
2013-04-22,8560250000
2013-04-23,8694390000
2013-04-24,8761460000
2013-04-25,8782640000
2013-04-26,8726160000
2013-04-29,8648500000
2013-04-30,8694390000
2013-05-01,8602610000
2013-05-02,8687330000
2013-05-03,8800290000
2013-05-06,8507300000
2013-05-07,8683800000
2013-05-08,8828530000
2013-05-09,8782640000
2013-05-10,8736750000
2013-05-13,8683800000
2013-05-14,8800290000
2013-05-15,8835590000
2013-05-16,8782640000
2013-05-17,8807350000
2013-05-20,8740280000
2013-05-21,8916780000
2013-05-22,8934430000
2013-05-23,8796760000
2013-05-24,8779110000
2013-05-28,8775580000
2013-05-29,8952080000
2013-05-30,8997970000
2013-05-31,8825000000
2013-06-03,8768520000
2013-06-04,8895600000
2013-06-05,8733220000
2013-06-06,8757930000
2013-06-07,8842650000
2013-06-10,8983850000
2013-06-11,9001500000
2013-06-12,8973260000
2013-06-13,9075630000
2013-06-14,9022680000
2013-06-17,9054450000
2013-06-18,9135640000
2013-06-19,9012090000
2013-06-20,8902660000
2013-06-21,8892070000
2013-06-24,8814410000
2013-06-25,8839120000
2013-06-26,8874420000
2013-06-27,8906190000
2013-06-28,9065040000
2013-07-01,8883050000
2013-07-02,8978530000
2013-07-03,8876230000
2013-07-05,8975120000
2013-07-08,9060370000
2013-07-09,8975120000
2013-07-10,9128570000
2013-07-11,9210410000
2013-07-12,9271790000
2013-07-15,9367270000
2013-07-16,9275200000
2013-07-17,9213820000
2013-07-18,9189950000
2013-07-19,9230870000
2013-07-22,9224050000
2013-07-23,9258150000
2013-07-24,9230870000
2013-07-25,9241100000
2013-07-26,9258150000
2013-07-29,9217230000
2013-07-30,9312710000
2013-07-31,9418420000
2013-08-01,9704860000
2013-08-02,9721910000
2013-08-05,10124290000
2013-08-06,10472110000
2013-08-07,10434600000
2013-08-08,10492570000
2013-08-09,10693760000
2013-08-12,10659660000
2013-08-13,10854030000
2013-08-14,10843800000
2013-08-15,10731270000
2013-08-16,10721040000
2013-08-19,10796060000
2013-08-20,10854030000
2013-08-21,10751730000
2013-08-22,10707400000
2013-08-23,10734680000
2013-08-26,9946970000
2013-08-27,9929920000
2013-08-28,9701450000
2013-08-29,9858310000
2013-08-30,9871950000
2013-09-03,9834440000
2013-09-04,10066320000
2013-09-05,10148160000
2013-09-06,10059500000
2013-09-09,10178850000
2013-09-10,10178850000
2013-09-11,10257280000
2013-09-12,10298200000
2013-09-13,10315250000
2013-09-16,10332300000
2013-09-17,10322070000
2013-09-18,10376630000
2013-09-19,10373220000
2013-09-20,10339120000
2013-09-23,10185670000
2013-09-24,10015170000
2013-09-25,9776470000
2013-09-26,9732140000
2013-09-27,9752600000
2013-09-30,9643480000
2013-10-01,9718500000
2013-10-02,9670760000
2013-10-03,9626430000
2013-10-04,9834440000
2013-10-07,9796930000
2013-10-08,9650300000
2013-10-09,9786700000
2013-10-10,9991300000
2013-10-11,10148160000
2013-10-14,10008350000
2013-10-15,9974250000
2013-10-16,10079960000
2013-10-17,10151570000
2013-10-18,9701450000
2013-10-21,9612790000
2013-10-22,9851490000
2013-10-23,9766240000
2013-10-24,9660530000
2013-10-25,9595740000
2013-10-28,9694630000
2013-10-29,9732140000
2013-10-30,9466160000
2013-10-31,9435470000
2013-11-01,9449110000
2013-11-04,9401370000
2013-11-05,9496850000
2013-11-06,9544590000
2013-11-07,9397960000
2013-11-08,9548000000
2013-11-11,9520720000
2013-11-12,9568460000
2013-11-13,9728730000
2013-11-14,9762830000
2013-11-15,9810570000
2013-11-18,10032220000
2013-11-19,10495980000
2013-11-20,10540310000
2013-11-21,10707400000
2013-11-22,10850620000
2013-11-25,10768780000
