,TSN
2000-10-11,2410630000
2000-10-12,2439620000
2000-10-13,2328120000
2000-10-16,2272370000
2000-10-17,2230000000
2000-10-18,2230000000
2000-10-19,2272370000
2000-10-20,2272370000
2000-10-23,2243380000
2000-10-24,2272370000
2000-10-25,2314740000
2000-10-26,2397250000
2000-10-27,2522130000
2000-10-30,2495370000
2000-10-31,2495370000
2000-11-01,2676000000
2000-11-02,2885620000
2000-11-03,2968130000
2000-11-06,2983740000
2000-11-07,2927990000
2000-11-08,3108620000
2000-11-09,3206740000
2000-11-10,3177750000
2000-11-13,3066250000
2000-11-14,2760740000
2000-11-15,2843250000
2000-11-16,2745130000
2000-11-17,2731750000
2000-11-20,2662620000
2000-11-21,2843250000
2000-11-22,2983740000
2000-11-24,2843250000
2000-11-27,2997120000
2000-11-28,2968130000
2000-11-29,3079630000
2000-11-30,3122000000
2000-12-01,3122000000
2000-12-04,2787500000
2000-12-05,2704990000
2000-12-06,2620250000
2000-12-07,2676000000
2000-12-08,2718370000
2000-12-11,2731750000
2000-12-12,2620250000
2000-12-13,2620250000
2000-12-14,2522130000
2000-12-15,2508750000
2000-12-18,2620250000
2000-12-19,2564500000
2000-12-20,2564500000
2000-12-21,2774120000
2000-12-22,2829870000
2000-12-26,2800880000
2000-12-27,2816490000
2000-12-28,2843250000
2000-12-29,2843250000
2001-01-02,2610010000
2001-01-03,2554760000
2001-01-04,2389010000
2001-01-05,2528240000
2001-01-08,2596750000
2001-01-09,2720510000
2001-01-10,2775760000
2001-01-11,2665260000
2001-01-12,2652000000
2001-01-16,2749240000
2001-01-17,2791230000
2001-01-18,2804490000
2001-01-19,2791230000
2001-01-22,2749240000
2001-01-23,2775760000
2001-01-24,2791230000
2001-01-25,2886260000
2001-01-26,3080740000
2001-01-29,2981290000
2001-01-30,2934880000
2001-01-31,3005600000
2001-02-01,2939300000
2001-02-02,2928250000
2001-02-05,3010020000
2001-02-06,3060850000
2001-02-07,2899520000
2001-02-08,2994550000
2001-02-09,2994550000
2001-02-12,2976870000
2001-02-13,2965820000
2001-02-14,2954770000
2001-02-15,2888470000
2001-02-16,2848690000
2001-02-20,2879630000
2001-02-21,2808910000
2001-02-22,2826590000
2001-02-23,2817750000
2001-02-26,2822170000
2001-02-27,2828800000
2001-02-28,2786810000
2001-03-01,2762500000
2001-03-02,2784600000
2001-03-05,2758080000
2001-03-06,2718300000
2001-03-07,2755870000
2001-03-08,2817750000
2001-03-09,2784600000
2001-03-12,2808910000
2001-03-13,2959190000
2001-03-14,2906150000
2001-03-15,2965820000
2001-03-16,2886260000
2001-03-19,2976870000
2001-03-20,2815540000
2001-03-21,2747030000
2001-03-22,2658630000
2001-03-23,2618850000
2001-03-26,2625480000
2001-03-27,2696200000
2001-03-28,2541500000
2001-03-29,2541500000
2001-03-30,2976870000
2001-04-02,2886260000
2001-04-03,2906150000
2001-04-04,2950350000
2001-04-05,2979080000
2001-04-06,2928250000
2001-04-09,2994550000
2001-04-10,3018860000
2001-04-11,2985710000
2001-04-12,2983500000
2001-04-16,2987920000
2001-04-17,2990130000
2001-04-18,3005600000
2001-04-19,3094000000
2001-04-20,3038750000
2001-04-23,3052010000
2001-04-24,3038750000
2001-04-25,3052010000
2001-04-26,3047590000
2001-04-27,3063060000
2001-04-30,3043170000
2001-05-01,3007810000
2001-05-02,3071900000
2001-05-03,3021070000
2001-05-04,3016650000
2001-05-07,2996760000
2001-05-08,2992340000
2001-05-09,2950350000
2001-05-10,2928250000
2001-05-11,2919410000
2001-05-14,2899520000
2001-05-15,2897310000
2001-05-16,2930460000
2001-05-17,2972450000
2001-05-18,2917200000
2001-05-21,2950350000
2001-05-22,2939300000
2001-05-23,2842060000
2001-05-24,2837640000
2001-05-25,2791230000
2001-05-29,2828800000
2001-05-30,2769130000
2001-05-31,2815540000
2001-06-01,2833220000
2001-06-04,2773550000
2001-06-05,2729350000
2001-06-06,2693990000
2001-06-07,2669680000
2001-06-08,2625480000
2001-06-11,2563600000
2001-06-12,2510560000
2001-06-13,2514980000
2001-06-14,2526030000
2001-06-15,2514980000
2001-06-18,2070769999
2001-06-19,1927120000
2001-06-20,2108339999
2001-06-21,2053089999
2001-06-22,2042040000
2001-06-25,2066350000
2001-06-26,1964690000
2001-06-27,1955850000
2001-06-28,2026570000
2001-06-29,2035410000
2001-07-02,3236400000
2001-07-03,3274680000
2001-07-05,3278160000
2001-07-06,3455640000
2001-07-09,3473040000
2001-07-10,3462599999
2001-07-11,3438240000
2001-07-12,3347759999
2001-07-13,3358200000
2001-07-16,3358200000
2001-07-17,3299040000
2001-07-18,3274680000
2001-07-19,3340800000
2001-07-20,3480000000
2001-07-23,3462599999
2001-07-24,3507840000
2001-07-25,3570480000
2001-07-26,3685320000
2001-07-27,3619200000
2001-07-30,3438240000
2001-07-31,3584400000
2001-08-01,3608759999
2001-08-02,3615720000
2001-08-03,3709680000
2001-08-06,3657480000
2001-08-07,3654000000
2001-08-08,3734040000
2001-08-09,3741000000
2001-08-10,3723599999
2001-08-13,3699240000
2001-08-14,3720120000
2001-08-15,3647040000
2001-08-16,3667919999
2001-08-17,3615720000
2001-08-20,3560040000
2001-08-21,3549599999
2001-08-22,3567000000
2001-08-23,3546120000
2001-08-24,3553080000
2001-08-27,3570480000
2001-08-28,3591360000
2001-08-29,3612240000
2001-08-30,3563520000
2001-08-31,3671400000
2001-09-04,3650520000
2001-09-05,3650520000
2001-09-06,3643560000
2001-09-07,3539160000
2001-09-10,3497400000
2001-09-17,3410400000
2001-09-18,3319919999
2001-09-19,3201599999
2001-09-20,2978880000
2001-09-21,3006720000
2001-09-24,2905800000
2001-09-25,3076320000
2001-09-26,3476520000
2001-09-27,3518280000
2001-09-28,3486960000
2001-10-01,3580919999
2001-10-02,3549599999
2001-10-03,3542640000
2001-10-04,3410400000
2001-10-05,3393000000
2001-10-08,3393000000
2001-10-09,3333840000
2001-10-10,3295560000
2001-10-11,3406919999
2001-10-12,3295560000
2001-10-15,3243360000
2001-10-16,3222480000
2001-10-17,3045000000
2001-10-18,3079800000
2001-10-19,3163320000
2001-10-22,3225960000
2001-10-23,3163320000
2001-10-24,3194640000
2001-10-25,3132000000
2001-10-26,3128520000
2001-10-29,3163320000
2001-10-30,3299040000
2001-10-31,3406919999
2001-11-01,3393000000
2001-11-02,3382560000
2001-11-05,3427800000
2001-11-06,3480000000
2001-11-07,3535680000
2001-11-08,3521759999
2001-11-09,3615720000
2001-11-12,3640080000
2001-11-13,3709680000
2001-11-14,3814080000
2001-11-15,3845400000
2001-11-16,3862800000
2001-11-19,3897599999
2001-11-20,4068120000
2001-11-21,4078560000
2001-11-23,4089000000
2001-11-26,4095960000
2001-11-27,4050720000
2001-11-28,4054200000
2001-11-29,4155120000
2001-11-30,4186440000
2001-12-03,3960240000
2001-12-04,4141200000
2001-12-05,4221240000
2001-12-06,4176000000
2001-12-07,4078560000
2001-12-10,3939360000
2001-12-11,3908040000
2001-12-12,3960240000
2001-12-13,3908040000
2001-12-14,3911520000
2001-12-17,4002000000
2001-12-18,4033320000
2001-12-19,3779280000
2001-12-20,3615720000
2001-12-21,3834960000
2001-12-24,3859320000
2001-12-26,3904560000
2001-12-27,3887160000
2001-12-28,3963720000
2001-12-31,4019400000
2002-01-02,3925440000
2002-01-03,4002000000
2002-01-04,4363920000
2002-01-07,4318680000
2002-01-08,4315200000
2002-01-09,4266480000
2002-01-10,4210800000
2002-01-11,4078560000
2002-01-14,4172520000
2002-01-15,4235160000
2002-01-16,4172520000
2002-01-17,4245599999
2002-01-18,4179480000
2002-01-22,4214280000
2002-01-23,4280400000
2002-01-24,4210800000
2002-01-25,4210800000
2002-01-28,4308240000
2002-01-29,4350000000
2002-01-30,4370880000
2002-01-31,4391760000
2002-02-01,4419600000
2002-02-04,4464840000
2002-02-05,4430040000
2002-02-06,4294320000
2002-02-07,4353480000
2002-02-08,4370880000
2002-02-11,4437000000
2002-02-12,4332600000
2002-02-13,4350000000
2002-02-14,4381320000
2002-02-15,4402200000
2002-02-19,4384800000
2002-02-20,4454400000
2002-02-21,4478760000
2002-02-22,4454400000
2002-02-25,4489200000
2002-02-26,4461360000
2002-02-27,4489200000
2002-02-28,4520520000
2002-03-01,4395240000
2002-03-04,4437000000
2002-03-05,4395240000
2002-03-06,4541400000
2002-03-07,4437000000
2002-03-08,4433520000
2002-03-11,4433520000
2002-03-12,4437000000
2002-03-13,4322160000
2002-03-14,4360440000
2002-03-15,4433520000
2002-03-18,4468320000
2002-03-19,4409160000
2002-03-20,4367400000
2002-03-21,4457880000
2002-03-22,4510080000
2002-03-25,4377840000
2002-03-26,4356960000
2002-03-27,4384800000
2002-03-28,4343040000
2002-04-01,4558800000
2002-04-02,4454400000
2002-04-03,4457880000
2002-04-04,4520520000
2002-04-05,4492680000
2002-04-08,4611000000
2002-04-09,4534440000
2002-04-10,4851120000
2002-04-11,4691040000
2002-04-12,4736280000
2002-04-15,4725840000
2002-04-16,4732800000
2002-04-17,4715400000
2002-04-18,4579680000
2002-04-19,4590120000
2002-04-22,4489200000
2002-04-23,4530960000
2002-04-24,4388280000
2002-04-25,4356960000
2002-04-26,4245599999
2002-04-29,4524000000
2002-04-30,4878960000
2002-05-01,5115600000
2002-05-02,5136480000
2002-05-03,5115600000
2002-05-06,5080800000
2002-05-07,4983360000
2002-05-08,4952040000
2002-05-09,4875480000
2002-05-10,4938120000
2002-05-13,5126040000
2002-05-14,5105160000
2002-05-15,4837200000
2002-05-16,4854600000
2002-05-17,4910280000
2002-05-20,4865040000
2002-05-21,4830240000
2002-05-22,4823280000
2002-05-23,4868520000
2002-05-24,4917240000
2002-05-28,4823280000
2002-05-29,4837200000
2002-05-30,5000760000
2002-05-31,5136480000
2002-06-03,4889400000
2002-06-04,4885920000
2002-06-05,5080800000
2002-06-06,4986840000
2002-06-07,5122560000
2002-06-10,5080800000
2002-06-11,5049480000
2002-06-12,5150400000
2002-06-13,5220000000
2002-06-14,5216520000
2002-06-17,5411400000
2002-06-18,5414880000
2002-06-19,5254800000
2002-06-20,5247840000
2002-06-21,5220000000
2002-06-24,5272200000
2002-06-25,5192160000
2002-06-26,5230440000
2002-06-27,5411400000
2002-06-28,5397480000
2002-07-01,5267460000
2002-07-02,4785130000
2002-07-03,4677560000
2002-07-05,4816360000
2002-07-08,4674090000
2002-07-09,4521410000
2002-07-10,4504060000
2002-07-11,4424250000
2002-07-12,4458950000
2002-07-15,4375670000
2002-07-16,4504060000
2002-07-17,4511000000
2002-07-18,4517940000
2002-07-19,4358320000
2002-07-22,4146649999
2002-07-23,4011320000
2002-07-24,4330560000
2002-07-25,4365260000
2002-07-26,4580400000
2002-07-29,4431190000
2002-07-30,4653270000
2002-07-31,4389550000
2002-08-01,4306270000
2002-08-02,4275040000
2002-08-05,4167470000
2002-08-06,4216050000
2002-08-07,4250750000
2002-08-08,4007850000
2002-08-09,3966210000
2002-08-12,3976620000
2002-08-13,3806590000
2002-08-14,3827410000
2002-08-15,3792710000
2002-08-16,3490820000
2002-08-19,3692080000
2002-08-20,3782300000
2002-08-21,3723310000
2002-08-22,3692080000
2002-08-23,4170940000
2002-08-26,4295860000
2002-08-27,4493650000
2002-08-28,4268100000
2002-08-29,4198700000
2002-08-30,4309740000
2002-09-03,4306270000
2002-09-04,4229930000
2002-09-05,3966210000
2002-09-06,4059899999
2002-09-09,4025200000
2002-09-10,4077250000
2002-09-11,4111950000
2002-09-12,3997440000
2002-09-13,4216050000
2002-09-16,4309740000
2002-09-17,4309740000
2002-09-18,4278510000
2002-09-19,4063370000
2002-09-20,4226460000
2002-09-23,4191760000
2002-09-24,4157060000
2002-09-25,4222990000
2002-09-26,4212580000
2002-09-27,4122360000
2002-09-30,4035610000
2002-10-01,4132770000
2002-10-02,3910690000
2002-10-03,3820470000
2002-10-04,3678200000
2002-10-07,3629620000
2002-10-08,3643500000
2002-10-09,3539399999
2002-10-10,3345080000
2002-10-11,3470000000
2002-10-14,3591450000
2002-10-15,3754540000
2002-10-16,3761480000
2002-10-17,3851700000
2002-10-18,3907220000
2002-10-21,3976620000
2002-10-22,3834350000
2002-10-23,3882930000
2002-10-24,3862110000
2002-10-25,3903750000
2002-10-28,3875990000
2002-10-29,3796180000
2002-10-30,3799649999
2002-10-31,3841290000
2002-11-01,3782300000
2002-11-04,3737190000
2002-11-05,3764950000
2002-11-06,3730250000
2002-11-07,3917629999
2002-11-08,3775360000
2002-11-11,3889870000
2002-11-12,4091129999
2002-11-13,4281980000
2002-11-14,4334030000
2002-11-15,4431190000
2002-11-18,4379140000
2002-11-19,4316680000
2002-11-20,4271570000
2002-11-21,4233399999
2002-11-22,4195230000
2002-11-25,4150120000
2002-11-26,4136240000
2002-11-27,4170940000
2002-11-29,4094600000
2002-12-02,4108480000
2002-12-03,4042550000
2002-12-04,4101540000
2002-12-05,4146649999
2002-12-06,3907220000
2002-12-09,3862110000
2002-12-10,3834350000
2002-12-11,3792710000
2002-12-12,3733720000
2002-12-13,3758010000
2002-12-16,3764950000
2002-12-17,3719840000
2002-12-18,3747600000
2002-12-19,3841290000
2002-12-20,3882930000
2002-12-23,3903750000
2002-12-24,3893340000
2002-12-26,3921100000
2002-12-27,3886399999
2002-12-30,3806000000
2002-12-31,3882120000
2003-01-02,3979000000
2003-01-03,3979000000
2003-01-06,3934019999
2003-01-07,3892500000
2003-01-08,3927100000
2003-01-09,3930560000
2003-01-10,3947860000
2003-01-13,3930560000
2003-01-14,4017060000
2003-01-15,4017060000
2003-01-16,4100100000
2003-01-17,4072420000
2003-01-21,4006680000
2003-01-22,3944400000
2003-01-23,4013600000
2003-01-24,3975540000
2003-01-27,3543040000
2003-01-28,3581100000
2003-01-29,3494600000
2003-01-30,3487680000
2003-01-31,3567260000
2003-02-03,3460000000
2003-02-04,3411560000
2003-02-05,3321600000
2003-02-06,3280080000
2003-02-07,3217800000
2003-02-10,3252400000
2003-02-11,3228180000
2003-02-12,3193580000
2003-02-13,3141680000
2003-02-14,3114000000
2003-02-18,3235100000
2003-02-19,3252400000
2003-02-20,3255860000
2003-02-21,3335440000
2003-02-24,3231640000
2003-02-25,3269699999
2003-02-26,3165900000
2003-02-27,3155519999
2003-02-28,3183199999
2003-03-03,3152060000
2003-03-04,3093240000
2003-03-05,2951380000
2003-03-06,2664200000
2003-03-07,2591540000
2003-03-10,2543100000
2003-03-11,2553480000
2003-03-12,2518880000
2003-03-13,2636520000
2003-03-14,2560400000
2003-03-17,2646900000
2003-03-18,2705720000
2003-03-19,2768000000
2003-03-20,2819900000
2003-03-21,3062100000
2003-03-24,2816440000
2003-03-25,2819900000
2003-03-26,2757620000
2003-03-27,2837199999
2003-03-28,2743780000
2003-03-31,2673750000
2003-04-01,2728950000
2003-04-02,2777250000
2003-04-03,2797950000
2003-04-04,2832450000
2003-04-07,2932500000
2003-04-08,2849700000
2003-04-09,2884200000
2003-04-10,2922150000
2003-04-11,2970450000
2003-04-14,3001499999
2003-04-15,2956650000
2003-04-16,2998050000
2003-04-17,3080850000
2003-04-21,3067050000
2003-04-22,3139500000
2003-04-23,3215400000
2003-04-24,3249900000
2003-04-25,3232649999
2003-04-28,3305100000
2003-04-29,3308550000
2003-04-30,3322350000
2003-05-01,3312000000
2003-05-02,3360300000
2003-05-05,3381000000
2003-05-06,3412050000
2003-05-07,3339600000
2003-05-08,3280950000
2003-05-09,3343050000
2003-05-12,3329250000
2003-05-13,3305100000
2003-05-14,3277500000
2003-05-15,3215400000
2003-05-16,3139500000
2003-05-19,3267150000
2003-05-20,3108450000
2003-05-21,3105000000
2003-05-22,3070500000
2003-05-23,3184350000
2003-05-27,3211950000
2003-05-28,3194700000
2003-05-29,3173999999
2003-05-30,3277500000
2003-06-02,3346499999
2003-06-03,3367200000
2003-06-04,3491399999
2003-06-05,3508650000
2003-06-06,3487950000
2003-06-09,3391350000
2003-06-10,3491399999
2003-06-11,3574200000
2003-06-12,3646650000
2003-06-13,3694950000
2003-06-16,3743250000
2003-06-17,3736350000
2003-06-18,3708750000
2003-06-19,3726000000
2003-06-20,3760500000
2003-06-23,3760500000
2003-06-24,3698400000
2003-06-25,3657000000
2003-06-26,3715650000
2003-06-27,3698400000
2003-06-30,3663899999
2003-07-01,3746700000
2003-07-02,3836399999
2003-07-03,3795000000
2003-07-07,3757050000
2003-07-08,3843300000
2003-07-09,3863999999
2003-07-10,4071000000
2003-07-11,4039950000
2003-07-14,3957150000
2003-07-15,4008899999
2003-07-16,3977850000
2003-07-17,3898500000
2003-07-18,3919200000
2003-07-21,3870900000
2003-07-22,3936450000
2003-07-23,3964050000
2003-07-24,3960600000
2003-07-25,3984750000
2003-07-28,3995100000
2003-07-29,3874350000
2003-07-30,3929550000
2003-07-31,3908850000
2003-08-01,3846750000
2003-08-04,3884700000
2003-08-05,3829500000
2003-08-06,3826050000
2003-08-07,3791550000
2003-08-08,3901950000
2003-08-11,3846750000
2003-08-12,3846750000
2003-08-13,3846750000
2003-08-14,3843300000
2003-08-15,3964050000
2003-08-18,3926100000
2003-08-19,3898500000
2003-08-20,3812250000
2003-08-21,3919200000
2003-08-22,3753600000
2003-08-25,3777749999
2003-08-26,3712200000
2003-08-27,3746700000
2003-08-28,3857100000
2003-08-29,3863999999
2003-09-02,3884700000
2003-09-03,3960600000
2003-09-04,4219350000
2003-09-05,4322850000
2003-09-08,4416000000
2003-09-09,4453950000
2003-09-10,4419450000
2003-09-11,4536750000
2003-09-12,4543650000
2003-09-15,4571250000
2003-09-16,4498800000
2003-09-17,4481550000
2003-09-18,4598850000
2003-09-19,4657500000
2003-09-22,4588500000
2003-09-23,4916250000
2003-09-24,4905900000
2003-09-25,4974900000
2003-09-26,4830000000
2003-09-29,4936950000
2003-09-30,4874850000
2003-10-01,4950750000
2003-10-02,4933500000
2003-10-03,4999050000
2003-10-06,4981800000
2003-10-07,4947300000
2003-10-08,4916250000
2003-10-09,4909350000
2003-10-10,4843800000
2003-10-13,4902450000
2003-10-14,4885200000
2003-10-15,4919700000
2003-10-16,4999050000
2003-10-17,4950750000
2003-10-20,4974900000
2003-10-21,4992150000
2003-10-22,4930050000
2003-10-23,4947300000
2003-10-24,4916250000
2003-10-27,4878300000
2003-10-28,4954200000
2003-10-29,4912800000
2003-10-30,4954200000
2003-10-31,4923150000
2003-11-03,4961100000
2003-11-04,4916250000
2003-11-05,4888650000
2003-11-06,4909350000
2003-11-07,4909350000
2003-11-10,4992150000
2003-11-11,4881750000
2003-11-12,4954200000
2003-11-13,4899000000
2003-11-14,4874850000
2003-11-17,4850700000
2003-11-18,4826550000
2003-11-19,4792050000
2003-11-20,4736850000
2003-11-21,4623000000
2003-11-24,4692000000
2003-11-25,4719600000
2003-11-26,4754100000
2003-11-28,4709250000
2003-12-01,4812750000
2003-12-02,4816200000
2003-12-03,4826550000
2003-12-04,4761000000
2003-12-05,4726500000
2003-12-08,4733400000
2003-12-09,4785150000
2003-12-10,4716150000
2003-12-11,4850700000
2003-12-12,4816200000
2003-12-15,4916250000
2003-12-16,4916250000
2003-12-17,4840350000
2003-12-18,4916250000
2003-12-19,4864500000
2003-12-22,4840350000
2003-12-23,4823100000
2003-12-24,4450500000
2003-12-26,4343550000
2003-12-29,4505700000
2003-12-30,4554000000
2003-12-31,4567800000
2004-01-02,4547100000
2004-01-05,4481550000
2004-01-06,4636800000
2004-01-07,4650600000
2004-01-08,4623000000
2004-01-09,4616100000
2004-01-12,4640250000
2004-01-13,4633350000
2004-01-14,4660950000
2004-01-15,4667850000
2004-01-16,4733400000
2004-01-20,4660950000
2004-01-21,4692000000
2004-01-22,4685100000
2004-01-23,4657500000
2004-01-26,5171550000
2004-01-27,5233650000
2004-01-28,5264700000
2004-01-29,5212950000
2004-01-30,5306100000
2004-02-02,5520000000
2004-02-03,5606250000
2004-02-04,5833950000
2004-02-05,5899500000
2004-02-06,5875350000
2004-02-09,5761500000
2004-02-10,5689049999
2004-02-11,5847750000
2004-02-12,5702850000
2004-02-13,5651100000
2004-02-17,5592450000
2004-02-18,5561400000
2004-02-19,5523450000
2004-02-20,5471700000
2004-02-23,5313000000
2004-02-24,5178450000
2004-02-25,5344050000
2004-02-26,5485500000
2004-02-27,5478600000
2004-03-01,5727000000
2004-03-02,5695950000
2004-03-03,5737350000
2004-03-04,5861549999
2004-03-05,5861549999
2004-03-08,5885700000
2004-03-09,5940900000
2004-03-10,5823600000
2004-03-11,5913300000
2004-03-12,5930550000
2004-03-15,5840850000
2004-03-16,5892599999
2004-03-17,5916749999
2004-03-18,5985750000
2004-03-19,6206549999
2004-03-22,6147900000
2004-03-23,6199650000
2004-03-24,6241050000
2004-03-25,6254850000
2004-03-26,6234150000
2004-03-29,6065099999
2004-03-30,6144450000
2004-03-31,6227250000
2004-04-01,6296250000
2004-04-02,6265200000
2004-04-05,6279000000
2004-04-06,6379049999
2004-04-07,6351450000
2004-04-08,6344550000
2004-04-12,6285900000
2004-04-13,6247950000
2004-04-14,6320400000
2004-04-15,6382500000
2004-04-16,6506700000
2004-04-19,6499800000
2004-04-20,6458400000
2004-04-21,6596400000
2004-04-22,6624000000
2004-04-23,6589500000
2004-04-26,6430800000
2004-04-27,6399750000
2004-04-28,6506700000
2004-04-29,6461850000
2004-04-30,6465299999
2004-05-03,6641250000
2004-05-04,6551549999
2004-05-05,6506700000
2004-05-06,6599850000
2004-05-07,6786150000
2004-05-10,6765450000
2004-05-11,6796500000
2004-05-12,6858600000
2004-05-13,6692999999
2004-05-14,6755099999
2004-05-17,6641250000
2004-05-18,6596400000
2004-05-19,6472200000
2004-05-20,6548100000
2004-05-21,6565350000
2004-05-24,6596400000
2004-05-25,6765450000
2004-05-26,6862050000
2004-05-27,7069049999
2004-05-28,7079400000
2004-06-01,7013849999
2004-06-02,7048350000
2004-06-03,7107000000
2004-06-04,7020750000
2004-06-07,7179450000
2004-06-08,7072500000
2004-06-09,7062150000
2004-06-10,7072500000
2004-06-14,6924150000
2004-06-15,7082850000
2004-06-16,7044900000
2004-06-17,7037999999
2004-06-18,6837900000
2004-06-21,6948300000
2004-06-22,7075950000
2004-06-23,7051800000
2004-06-24,7148400000
2004-06-25,7124249999
2004-06-28,4963420000
2004-06-29,4941640000
2004-06-30,5069900000
2004-07-01,5091680000
2004-07-02,5079580000
2004-07-06,5045700000
2004-07-07,5079580000
2004-07-08,5089260000
2004-07-09,5048120000
2004-07-12,5019080000
2004-07-13,4985200000
2004-07-14,5031180000
2004-07-15,5096520000
2004-07-16,4994880000
2004-07-19,4992460000
2004-07-20,5057800000
2004-07-21,4944060000
2004-07-22,4847260000
2004-07-23,4827900000
2004-07-26,4472160000
2004-07-27,4590740000
2004-07-28,4561700000
2004-07-29,4532660000
2004-07-30,4612520000
2004-08-02,4697220000
2004-08-03,4634300000
2004-08-04,4665760000
2004-08-05,4583480000
2004-08-06,4452800000
2004-08-09,4377780000
2004-08-10,4435860000
2004-08-11,4508460000
2004-08-12,4469740000
2004-08-13,4498780000
2004-08-16,4525400000
2004-08-17,4479420000
2004-08-18,4527820000
2004-08-19,4588320000
2004-08-20,4675440000
2004-08-23,4714160000
