,MAA
2014-06-04,5456963880
2014-06-05,5501932680
2014-06-06,5433730000
2014-06-09,5385763280
2014-06-10,5354285120
2014-06-11,5325804880
2014-06-12,5308566840
2014-06-13,5333299680
2014-06-16,5295076200
2014-06-17,5315312160
2014-06-18,5337796560
2014-06-19,5379767440
2014-06-20,5404500280
2014-06-23,5396256000
2014-06-24,5398504440
2014-06-25,5426235200
2014-06-26,5418740400
2014-06-27,5484694640
2014-06-30,5482986900
2014-07-01,5501000820
2014-07-02,5488991540
2014-07-03,5445457900
2014-07-07,5468725880
2014-07-08,5479234000
2014-07-09,5485989220
2014-07-10,5482986900
2014-07-11,5439453260
2014-07-14,5477732840
2014-07-15,5512259520
2014-07-16,5521266480
2014-07-17,5521266480
2014-07-18,5546035620
2014-07-21,5510007780
2014-07-22,5515261840
2014-07-23,5554292000
2014-07-24,5582814040
2014-07-25,5569303600
2014-07-28,5601578540
2014-07-29,5595573900
2014-07-30,5622594780
2014-07-31,5248055360
2014-08-01,5251057680
2014-08-04,5332870900
2014-08-05,5291589000
2014-08-06,5294591320
2014-08-07,5299094800
2014-08-08,5290087840
2014-08-11,5302097120
2014-08-12,5276577400
2014-08-13,5344129600
2014-08-14,5321612200
2014-08-15,5326866260
2014-08-18,5403425420
2014-08-19,5410180640
2014-08-20,5430446300
2014-08-21,5422940500
2014-08-22,5380908020
2014-08-25,5384660920
2014-08-26,5398921940
2014-08-27,5396670200
2014-08-28,5394418460
2014-08-29,5428194559
2014-09-02,5423691080
2014-09-03,5442455580
2014-09-04,5403425420
2014-09-05,5476982260
2014-09-08,5485989220
2014-09-09,5458968340
2014-09-10,5330619160
2014-09-11,5322362780
2014-09-12,5134717780
2014-09-15,5085179500
2014-09-16,5136218940
2014-09-17,5101692260
2014-09-18,5039394120
2014-09-19,5039394120
2014-09-22,4986853520
2014-09-23,4953828000
2014-09-24,4917049580
2014-09-25,4920051900
2014-09-26,4980098300
2014-09-29,4956830320
2014-09-30,4931234100
2014-10-01,4973297940
2014-10-02,4979307060
2014-10-03,5004094680
2014-10-06,5001090120
2014-10-07,4960528560
2014-10-08,5064937020
2014-10-09,5041651680
2014-10-10,5002592400
2014-10-13,5010103800
2014-10-14,5107000860
2014-10-15,5096484900
2014-10-16,5076204120
2014-10-17,5068692720
2014-10-20,5173101180
2014-10-21,5218169580
2014-10-22,5208404760
2014-10-23,5263237979
2014-10-24,5234694660
2014-10-27,5287274460
2014-10-28,5284269900
2014-10-29,5259482280
2014-10-30,5273753940
2014-10-31,5307555240
2014-11-03,5403701160
2014-11-04,5398443180
2014-11-05,5372904420
2014-11-06,5321826900
2014-11-07,5312062080
2014-11-10,5386424940
2014-11-11,5383420380
2014-11-12,5318071200
2014-11-13,5375157840
2014-11-14,5315817780
2014-11-17,5373655560
2014-11-18,5443511580
2014-11-19,5379664680
2014-11-20,5393185200
2014-11-21,5434497900
2014-11-24,5469050340
2014-11-25,5481068580
2014-11-26,5517123300
2014-11-28,5532897240
2014-12-01,5439755880
2014-12-02,5450271840
2014-12-03,5432244479
2014-12-04,5455529820
2014-12-05,5405203440
2014-12-08,5469801479
2014-12-09,5517123300
2014-12-10,5502100500
2014-12-11,5544915479
2014-12-12,5511114180
2014-12-15,5431493340
2014-12-16,5442009300
2014-12-17,5569703100
2014-12-18,5596744140
2014-12-19,5610264660
2014-12-22,5721433380
2014-12-23,5724437940
2014-12-24,5708664000
2014-12-26,5703406020
2014-12-29,5726691360
2014-12-30,5709415140
2014-12-31,5611828600
2015-01-02,5722291750
2015-01-05,5700499700
2015-01-06,5799691100
2015-01-07,5871830300
2015-01-08,5886859300
2015-01-09,5923680350
2015-01-12,6076224700
2015-01-13,6003334050
2015-01-14,6058941350
2015-01-15,6059692800
2015-01-16,6119808800
2015-01-20,6040906550
2015-01-21,6092756600
2015-01-22,6165647250
2015-01-23,6170155950
2015-01-26,6198711050
2015-01-27,6197959600
2015-01-28,6140849400
2015-01-29,6065704400
2015-01-30,5960501399
2015-02-02,5979287649
2015-02-03,5956744150
2015-02-04,5915414400
2015-02-05,5825991850
2015-02-06,5626857600
2015-02-09,5547203899
2015-02-10,5555469850
2015-02-11,5529169100
2015-02-12,5591539450
2015-02-13,5547203899
2015-02-17,5545701000
2015-02-18,5643389500
2015-02-19,5538186500
2015-02-20,5597551050
2015-02-23,5595296700
2015-02-24,5496856750
2015-02-25,5519400250
2015-02-26,5408185650
2015-02-27,5445758150
2015-03-02,5505122700
2015-03-03,5493099500
2015-03-04,5503619800
2015-03-05,5524660400
2015-03-06,5346566750
2015-03-09,5393156650
2015-03-10,5399168250
2015-03-11,5430729150
2015-03-12,5556221300
2015-03-13,5572001750
2015-03-16,5662927200
2015-03-17,5743332350
2015-03-18,5840269400
2015-03-19,5820731700
2015-03-20,5980790550
2015-03-23,5949229650
2015-03-24,5883102050
2015-03-25,5779401950
2015-03-26,5765124400
2015-03-27,5765875850
2015-03-30,5851541150
2015-03-31,5808231360
2015-04-01,5811989759
2015-04-02,5860848960
2015-04-06,5923238400
2015-04-07,5824768320
2015-04-08,5874379200
2015-04-09,5718029759
2015-04-10,5687962560
2015-04-13,5621814720
2015-04-14,5667667200
2015-04-15,5599264320
2015-04-16,5647371840
2015-04-17,5634593280
2015-04-20,5655640320
2015-04-21,5680445759
2015-04-22,5755613759
2015-04-23,5792446080
2015-04-24,5767640640
2015-04-27,5757868800
2015-04-28,5766888960
2015-04-29,5690969280
2015-04-30,5608284480
2015-05-01,5730056640
2015-05-04,5790942720
2015-05-05,5633841600
2015-05-06,5649626880
2015-05-07,5736821759
2015-05-08,5798459520
2015-05-11,5674432320
2015-05-12,5686459200
2015-05-13,5599264320
2015-05-14,5701492800
2015-05-15,5776660800
2015-05-18,5775909120
2015-05-19,5770647360
2015-05-20,5777412480
2015-05-21,5772150720
2015-05-22,5790942720
2015-05-26,5731560000
2015-05-27,5794701120
2015-05-28,5812741440
2015-05-29,5742083520
2015-06-01,5815748160
2015-06-02,5724794880
2015-06-03,5606781120
2015-06-04,5618808000
2015-06-05,5604526080
2015-06-08,5559425280
2015-06-09,5500042560
2015-06-10,5534619840
2015-06-11,5569197120
2015-06-12,5578968960
2015-06-15,5530861440
2015-06-16,5567693759
2015-06-17,5560928640
2015-06-18,5648875200
2015-06-19,5651130240
2015-06-22,5606781120
2015-06-23,5569197120
2015-06-24,5557170240
2015-06-25,5507559360
2015-06-26,5556418560
2015-06-29,5509062720
2015-06-30,5474511090
2015-07-01,5620377750
2015-07-02,5667746820
2015-07-06,5688047850
2015-07-07,5748950940
2015-07-08,5709852660
2015-07-09,5751206610
2015-07-10,5763236850
2015-07-13,5697070530
2015-07-14,5733161250
2015-07-15,5736920700
2015-07-16,5796320010
2015-07-17,5794064340
2015-07-20,5841433410
2015-07-21,5848200420
2015-07-22,5841433410
2015-07-23,5776018979
2015-07-24,5769251970
2015-07-27,5765492520
2015-07-28,5737672590
2015-07-29,5744439600
2015-07-30,5958728250
2015-07-31,6040684260
2015-08-03,6103843020
2015-08-04,6047451270
2015-08-05,5992563300
2015-08-06,6056473950
2015-08-07,6105346800
2015-08-10,6103091130
2015-08-11,6143693190
2015-08-12,6137678070
2015-08-13,6138429960
2015-08-14,6227152979
2015-08-17,6325650570
2015-08-18,6342944040
2015-08-19,6288056070
2015-08-20,6228656760
2015-08-21,6088053330
2015-08-24,5838425850
2015-08-25,5753462280
2015-08-26,5879779800
2015-08-27,6042939930
2015-08-28,6062489070
2015-08-31,5909103510
2015-09-01,5826395610
2015-09-02,5869253340
2015-09-03,5854215540
2015-09-04,5718875340
2015-09-08,5740680150
2015-09-09,5671506270
2015-09-10,5717371560
2015-09-11,5839929630
2015-09-14,5851959870
2015-09-15,5913614850
2015-09-16,6003089760
2015-09-17,6091060890
2015-09-18,6106850580
2015-09-21,6140685630
2015-09-22,6043691820
2015-09-23,6167001780
2015-09-24,6072263640
2015-09-25,6063240960
2015-09-28,5963991479
2015-09-29,6088053330
2015-09-30,6156869610
2015-10-01,6224552310
2015-10-02,6329084480
2015-10-05,6333596660
2015-10-06,6232824640
2015-10-07,6286218770
2015-10-08,6315547940
2015-10-09,6335852750
2015-10-12,6336604780
2015-10-13,6226808400
2015-10-14,6153861490
2015-10-15,6308779670
2015-10-16,6314795910
2015-10-19,6444897100
2015-10-20,6455425520
2015-10-21,6411807780
2015-10-22,6456177550
2015-10-23,6450913340
2015-10-26,6454673490
2015-10-27,6477986420
2015-10-28,6414815900
2015-10-29,6584022650
2015-10-30,6406543570
2015-11-02,6544165060
2015-11-03,6477986420
2015-11-04,6480994540
2015-11-05,6468962060
2015-11-06,6265161930
2015-11-09,6220792160
2015-11-10,6279450500
2015-11-11,6341116959
2015-11-12,6314043880
2015-11-13,6331340570
2015-11-16,6440384920
2015-11-17,6505059500
2015-11-18,6548677240
2015-11-19,6587782800
2015-11-20,6667497980
2015-11-23,6653209410
2015-11-24,6596055130
2015-11-25,6666745950
2015-11-27,6723148200
2015-11-30,6659977680
2015-12-01,6759245640
2015-12-02,6659977680
2015-12-03,6527620400
2015-12-04,6689306850
2015-12-07,6649449260
2015-12-08,6632904600
2015-12-09,6589286860
2015-12-10,6602823400
2015-12-11,6649449260
2015-12-14,6733676620
2015-12-15,6771278120
2015-12-16,6869794050
2015-12-17,6794591050
2015-12-18,6757741580
2015-12-21,6778798420
2015-12-22,6810383680
2015-12-23,6833696610
2015-12-24,6849489240
2015-12-28,6893859010
2015-12-29,6948757200
2015-12-30,6904387430
2015-12-31,6833361690
2016-01-04,6774667470
2016-01-05,6859698840
2016-01-06,6824331810
2016-01-07,6836371650
2016-01-08,6791974740
2016-01-11,6814549440
2016-01-12,6794232210
2016-01-13,6719735700
2016-01-14,6726508110
2016-01-15,6798747150
2016-01-19,6853678920
2016-01-20,6725003130
2016-01-21,6722745660
2016-01-22,6883778520
2016-01-25,6962789970
2016-01-26,7133605200
2016-01-27,6949997640
2016-01-28,6917640570
2016-01-29,7059861179
2016-02-01,7062118650
2016-02-02,6953760090
2016-02-03,6958275030
2016-02-04,6594069870
2016-02-05,6438304440
2016-02-08,6369075360
2016-02-09,6409709820
2016-02-10,6487968780
2016-02-11,6386382630
2016-02-12,6433037010
2016-02-16,6645991679
2016-02-17,6685873650
2016-02-18,6878511090
2016-02-19,6892808400
2016-02-22,6995899530
2016-02-23,6925165470
2016-02-24,6863461290
2016-02-25,6943977720
2016-02-26,6904095750
2016-02-29,6767895060
2016-03-01,7064376120
2016-03-02,7111030500
2016-03-03,7080178410
2016-03-04,7025999130
2016-03-07,7057603710
2016-03-08,7071148530
2016-03-09,7080178410
2016-03-10,7077920940
2016-03-11,7189289460
2016-03-14,7232933880
2016-03-15,7314202800
2016-03-16,7478245620
2016-03-17,7598644020
2016-03-18,7618961250
2016-03-21,7487275500
2016-03-22,7482008070
2016-03-23,7445888550
2016-03-24,7397729190
2016-03-28,7480503090
2016-03-29,7621971210
2016-03-30,7636268520
2016-03-31,7694062170
2016-04-01,7717398040
2016-04-04,7682770620
2016-04-05,7662445830
2016-04-06,7700837100
2016-04-07,7673737380
2016-04-08,7733958980
2016-04-11,7621796250
2016-04-12,7663198600
2016-04-13,7471242250
2016-04-14,7236378010
2016-04-15,7365854450
2016-04-18,7426828820
2016-04-19,7456186850
2016-04-20,7301869000
2016-04-21,7198739510
2016-04-22,7257455570
2016-04-25,7320688250
2016-04-26,7341013040
2016-04-27,7275522050
2016-04-28,7268747120
2016-04-29,7204761670
2016-05-02,7332732570
2016-05-03,7334990880
2016-05-04,7465972860
2016-05-05,7570607889
2016-05-06,7685781700
2016-05-09,7725678510
2016-05-10,7739228370
2016-05-11,7578888360
2016-05-12,7668467990
2016-05-13,7732453440
2016-05-16,7803213820
2016-05-17,7612763010
2016-05-18,7495330889
2016-05-19,7459197930
2016-05-20,7527700000
2016-05-23,7484039340
2016-05-24,7642873810
2016-05-25,7618032400
2016-05-26,7596202070
2016-05-27,7704600950
2016-05-31,7752778230
2016-06-01,7735464520
2016-06-02,7670726300
2016-06-03,7546519250
2016-06-06,7388437550
2016-06-07,7391448630
2016-06-08,7387684780
2016-06-09,7413278960
2016-06-10,7387684780
2016-06-13,7554799720
2016-06-14,7533722160
2016-06-15,7630076720
2016-06-16,7691051090
2016-06-17,7654165360
2016-06-20,7639109960
2016-06-21,7660187520
2016-06-22,7675995690
2016-06-23,7703095410
2016-06-24,7611257470
2016-06-27,7746756070
2016-06-28,7877738050
2016-06-29,7926668100
2016-06-30,8012132800
2016-07-01,8082163660
2016-07-05,8230508600
2016-07-06,8258370340
2016-07-07,8169513980
2016-07-08,8133369020
2016-07-11,8123579760
2016-07-12,8172526060
2016-07-13,8134122040
2016-07-14,7987283139
2016-07-15,7933818720
2016-07-18,7917252280
2016-07-19,7989542200
2016-07-20,7982765020
2016-07-21,7960174420
2016-07-22,8038488500
2016-07-25,8015897900
2016-07-26,7964692540
2016-07-27,7814088540
2016-07-28,7816347600
2016-07-29,7983518040
2016-08-01,7960927440
2016-08-02,7849480480
2016-08-03,7758365060
2016-08-04,7738033520
2016-08-05,7771166400
2016-08-08,7777190560
2016-08-09,7771166400
2016-08-10,7756106000
2016-08-11,7637128840
2016-08-12,7692099300
2016-08-15,7315589300
2016-08-16,7079141020
2016-08-17,7155196040
2016-08-18,7100978600
2016-08-19,7120557120
2016-08-22,7105496720
2016-08-23,7105496720
2016-08-24,7014381300
2016-08-25,7107002760
2016-08-26,7061068540
2016-08-29,7109261820
2016-08-30,7069351760
2016-08-31,7077634980
2016-09-01,7153690000
2016-09-02,7216190660
2016-09-06,7227485960
2016-09-07,7191341000
2016-09-08,7152936980
2016-09-09,6966188020
2016-09-12,7083659139
2016-09-13,6924771920
2016-09-14,7000826940
2016-09-15,6983507480
2016-09-16,6974471240
2016-09-19,7098719540
2016-09-20,7113026920
2016-09-21,7140888660
2016-09-22,7219955760
2016-09-23,7242546360
2016-09-26,7332908760
2016-09-27,7225226900
2016-09-28,7352487280
2016-09-29,7240287300
2016-09-30,8281364910
2016-10-03,8108671270
2016-10-04,7977388860
2016-10-05,7726278210
2016-10-06,7642574660
2016-10-07,7578255090
2016-10-10,7672531720
2016-10-11,7572087460
2016-10-12,7666364090
2016-10-13,7832009010
2016-10-14,7841701000
2016-10-17,7978269950
2016-10-18,8098098190
2016-10-19,8046113879
2016-10-20,8107790180
2016-10-21,8128936340
2016-10-24,8159774490
2016-10-25,8176515200
2016-10-26,8155369040
2016-10-27,7928047820
2016-10-28,7960648149
2016-10-31,8172109750
2016-11-01,8125411980
2016-11-02,8156250129
2016-11-03,8254051120
2016-11-04,8295462350
2016-11-07,8276959460
2016-11-08,8390620070
2016-11-09,8260218750
2016-11-10,8067260040
2016-11-11,8082238570
2016-11-14,8167704300
2016-11-15,7929810000
2016-11-16,8011751370
2016-11-17,7902496210
2016-11-18,7846106450
2016-11-21,7841701000
2016-11-22,8007345920
2016-11-23,8004702649
2016-11-25,8063735680
2016-11-28,8128936340
2016-11-29,8265505290
2016-11-30,8073427670
2016-12-01,7832890100
2016-12-02,7870776970
2016-12-05,7830246830
2016-12-06,7796765410
2016-12-07,7841701000
2016-12-08,8117482170
2016-12-09,8214402070
2016-12-12,8349208840
2016-12-13,8425863670
2016-12-14,8343922300
2016-12-15,8410885139
2016-12-16,8521021389
2016-12-19,8536881010
2016-12-20,8584459870
2016-12-21,8311321970
2016-12-22,8404717510
2016-12-23,8417052770
2016-12-27,8487539970
2016-12-28,8448772010
2016-12-29,8510448310
2016-12-30,8627633280
2017-01-03,11030054160
2017-01-04,11130924980
2017-01-05,11116191040
2017-01-06,11107124000
2017-01-09,11039121200
2017-01-10,11050455000
2017-01-11,10764843240
2017-01-12,10892915180
2017-01-13,10780710560
2017-01-17,10960917980
2017-01-18,10916716160
2017-01-19,10796577880
2017-01-20,10865714060
2017-01-23,10873647720
2017-01-24,10954117700
2017-01-25,10957517840
2017-01-26,10972251780
2017-01-27,10849846740
2017-01-30,10744442400
2017-01-31,10761443100
2017-02-01,10628837640
2017-02-02,11068589080
2017-02-03,11104857240
2017-02-06,11086723160
2017-02-07,11035721060
2017-02-08,11076522740
2017-02-09,11095790200
2017-02-10,11164926380
2017-02-13,11153592580
2017-02-14,11196661020
2017-02-15,11130924980
2017-02-16,11273730860
2017-02-17,11290731560
2017-02-21,11396135900
2017-02-22,11373468300
2017-02-23,11510607280
2017-02-24,11566142900
2017-02-27,11640945980
2017-02-28,11643212740
2017-03-01,11625078660
2017-03-02,11490206440
2017-03-03,11457338420
2017-03-06,11417670120
2017-03-07,11422203640
2017-03-08,11329266480
2017-03-09,11121857940
2017-03-10,11010786700
2017-03-13,11079922880
2017-03-14,11207994820
2017-03-15,11461871940
2017-03-16,11472072360
2017-03-17,11535541640
2017-03-20,11465272080
2017-03-21,11464138700
2017-03-22,11477739260
2017-03-23,11550275580
2017-03-24,11550275580
2017-03-27,11465272080
2017-03-28,11449404760
2017-03-29,11563876140
2017-03-30,11535541640
2017-03-31,11537621220
2017-04-03,11541023310
2017-04-04,11629477650
2017-04-05,11649890190
2017-04-06,11656694370
2017-04-07,11559167790
2017-04-10,11651024220
2017-04-11,11663498550
2017-04-12,11547827490
2017-04-13,11463909270
2017-04-17,11535353160
2017-04-18,11555765700
2017-04-19,11497930170
2017-04-20,11517208680
2017-04-21,11484321810
2017-04-24,11491125990
2017-04-25,11507002410
2017-04-26,11453703000
2017-04-27,11113494000
2017-04-28,11250711630
2017-05-01,11296072830
2017-05-02,11291536710
2017-05-03,11163391320
2017-05-04,11229165060
2017-05-05,11345970150
2017-05-08,11273392230
2017-05-09,11199680280
2017-05-10,11192876100
2017-05-11,11203082370
2017-05-12,11152051020
2017-05-15,11243907450
2017-05-16,11192876100
2017-05-17,11264319990
2017-05-18,11327825670
2017-05-19,11340300000
2017-05-22,11347104180
2017-05-23,11352774330
2017-05-24,11400403590
2017-05-25,11429888370
2017-05-26,11468445390
2017-05-30,11459373150
2017-05-31,11560301820
2017-06-01,11589786600
2017-06-02,11826798870
2017-06-05,11971954710
2017-06-06,11909583060
2017-06-07,12110306370
2017-06-08,12176080110
2017-06-09,12156801600
2017-06-12,12179482200
2017-06-13,12265668480
2017-06-14,12347318640
2017-06-15,12474330000
2017-06-16,12478866120
2017-06-19,12510618960
2017-06-20,12459587610
2017-06-21,12495876570
2017-06-22,12394947900
2017-06-23,12381339540
2017-06-26,12315565800
2017-06-27,12102368160
2017-06-28,12049068750
2017-06-29,11975356800
2017-06-30,11953674920
2017-07-03,12012660600
2017-07-05,11946868880
2017-07-06,11519222700
2017-07-07,11612238580
2017-07-10,11414863420
2017-07-11,11296892060
2017-07-12,11324116220
2017-07-13,11313907160
2017-07-14,11389907940
2017-07-17,11484058160
2017-07-18,11447759280
2017-07-19,11490864200
2017-07-20,11457968340
2017-07-21,11478386460
2017-07-24,11582745740
2017-07-25,11503341940
2017-07-26,11597492160
2017-07-27,11672358600
2017-07-28,11764240140
2017-07-31,11743822020
2017-08-01,11783523920
2017-08-02,11780120900
2017-08-03,11790329960
2017-08-04,11769911840
2017-08-07,11799404680
2017-08-08,11837972240
2017-08-09,11920779060
2017-08-10,11851584320
2017-08-11,11799404680
2017-08-14,12046690800
2017-08-15,12148781400
2017-08-16,12102273460
2017-08-17,12082989680
2017-08-18,11997914180
2017-08-21,12188483300
2017-08-22,12124960260
2017-08-23,12207767080
2017-08-24,12190751980
2017-08-25,12147647060
2017-08-28,12061437220
2017-08-29,11999048520
2017-08-30,12094333080
2017-08-31,12076183640
2017-09-01,12048959480
2017-09-05,12079586660
2017-09-06,12065974580
2017-09-07,12140841020
2017-09-08,12244065960
2017-09-11,12376783740
2017-09-12,12144244040
2017-09-13,12052362500
2017-09-14,12138572340
2017-09-15,12275827480
2017-09-18,12280364840
2017-09-19,12216841800
2017-09-20,12171468200
2017-09-21,12168065180
2017-09-22,12155587440
2017-09-25,12127228940
2017-09-26,12149915740
2017-09-27,12029675700
2017-09-28,12022869660
2017-09-29,12123825920
2017-10-02,12162161600
2017-10-03,12159892540
2017-10-04,12239309640
2017-10-05,12282421780
2017-10-06,12244982290
2017-10-09,12291498020
2017-10-10,12311919560
2017-10-11,12343686400
2017-10-12,12327802980
2017-10-13,12341417340
2017-10-16,12201870150
2017-10-17,12157623480
2017-10-18,12005596460
2017-10-19,11922775770
2017-10-20,11891008930
2017-10-23,11845627730
2017-10-24,11817264480
2017-10-25,11824071660
2017-10-26,11313533160
2017-10-27,11407699150
2017-10-30,11571071470
2017-10-31,11611914550
2017-11-01,11698138830
2017-11-02,11591493010
2017-11-03,11729905670
2017-11-06,11830878840
2017-11-07,11915968590
2017-11-08,11981771330
2017-11-09,11981771330
2017-11-10,11965887910
2017-11-13,12029421590
2017-11-14,11792304820
2017-11-15,11594896600
2017-11-16,11701542420
2017-11-17,11613049080
2017-11-20,11660699340
2017-11-21,11866049270
2017-11-22,11812726360
2017-11-24,11817264480
2017-11-27,11718560370
2017-11-28,11670910110
2017-11-29,11600569250
2017-11-30,11622125320
2017-12-01,11667506520
2017-12-04,11631201560
2017-12-05,11505268730
2017-12-06,11609645490
2017-12-07,11602838310
2017-12-08,11700407890
2017-12-11,11672044640
2017-12-12,11785497640
2017-12-13,11636874210
2017-12-14,11623259850
2017-12-15,11697004300
2017-12-18,11679986350
2017-12-19,11288573500
2017-12-20,11286304440
2017-12-21,11205752810
2017-12-22,11316936750
2017-12-26,11362317950
2017-12-27,11353241710
2017-12-28,11408833680
2017-12-29,11408833680
2018-01-02,11305297200
2018-01-03,11292811430
2018-01-04,10962506060
2018-01-05,10913698050
2018-01-08,10951155360
2018-01-09,10784300070
2018-01-10,10659442370
2018-01-11,10450589490
2018-01-12,10365459240
2018-01-16,10465345400
2018-01-17,10541395090
2018-01-18,10390430780
2018-01-19,10501667640
2018-01-22,10584527750
2018-01-23,10783165000
2018-01-24,10738897270
2018-01-25,10726411500
2018-01-26,10727546570
2018-01-29,10584527750
2018-01-30,10551610720
2018-01-31,10825162590
2018-02-01,10414267250
2018-02-02,10407456830
2018-02-05,10090772300
2018-02-06,10123689330
2018-02-07,9980670510
2018-02-08,9692362730
2018-02-09,9960239250
2018-02-12,9959104180
2018-02-13,9987480930
2018-02-14,9971589950
2018-02-15,10099852860
2018-02-16,10073746250
2018-02-20,10016992750
2018-02-21,9705983570
2018-02-22,9751386370
2018-02-23,9994291350
2018-02-26,9962509390
2018-02-27,9715064130
2018-02-28,9741170740
2018-03-01,9751386370
2018-03-02,9725279760
2018-03-05,9846732250
2018-03-06,9786573540
2018-03-07,9841056900
2018-03-08,9878514210
2018-03-09,10142985520
2018-03-12,10140715380
2018-03-13,10155471290
2018-03-14,10258762660
2018-03-15,10312110950
2018-03-16,10431293300
2018-03-19,10332542210
2018-03-20,10198603950
2018-03-21,10155471290
2018-03-22,10006777120
2018-03-23,9855812810
2018-03-26,9971589950
2018-03-27,10011317400
2018-03-28,10322326580
2018-03-29,10356378680
2018-04-02,10259960880
2018-04-03,10414519440
2018-04-04,10512255000
2018-04-05,10505436240
2018-04-06,10453159080
2018-04-09,10442930940
2018-04-10,10475888280
2018-04-11,10486116420
2018-04-12,10277007780
2018-04-13,10398609000
2018-04-16,10420201740
2018-04-17,10529301900
2018-04-18,10455432000
2018-04-19,10266779640
2018-04-20,10183818060
2018-04-23,10207683720
2018-04-24,10213366020
2018-04-25,10196319120
2018-04-26,10306555740
2018-04-27,10445203860
2018-04-30,10394063160
2018-05-01,10514527920
2018-05-02,10457704920
2018-05-03,10429293420
2018-05-04,10494071640
2018-05-07,10574760300
2018-05-08,10458841380
2018-05-09,10512255000
2018-05-10,10570214460
2018-05-11,10453159080
2018-05-14,10402018380
2018-05-15,10140632580
2018-05-16,10103129400
2018-05-17,10028123040
2018-05-18,9992892780
2018-05-21,10067899140
2018-05-22,10208820180
2018-05-23,10415655900
2018-05-24,10328148480
2018-05-25,10403154840
2018-05-29,10425884040
2018-05-30,10681587540
2018-05-31,10632719760
2018-06-01,10745229300
2018-06-04,10858875300
2018-06-05,10829327340
2018-06-06,10831600260
2018-06-07,10836146100
2018-06-08,10942973340
2018-06-11,10944109800
2018-06-12,11033890140
2018-06-13,10910016000
2018-06-14,11008888020
2018-06-15,10966839000
2018-06-18,10912288920
2018-06-19,10942973340
2018-06-20,11123670480
2018-06-21,11231634180
2018-06-22,11316868680
2018-06-25,11339597880
2018-06-26,11370282300
2018-06-27,11352098940
2018-06-28,11506657500
2018-06-29,11440742820
2018-07-02,11301170820
2018-07-03,11303444240
2018-07-05,11327315150
2018-07-06,11396654460
2018-07-09,11259112550
2018-07-10,11345502510
2018-07-11,11388697490
2018-07-12,11330725280
2018-07-13,11304580950
2018-07-16,11269342940
2018-07-17,11190909950
2018-07-18,11187499820
2018-07-19,11312537920
2018-07-20,11128390900
2018-07-23,11127254190
2018-07-24,11094289600
2018-07-25,11198866920
2018-07-26,11265932810
2018-07-27,11214780860
2018-07-30,11213644150
2018-07-31,11455763380
2018-08-01,11494411520
2018-08-02,11356869610
2018-08-03,11577391350
2018-08-06,11518282430
2018-08-07,11484181130
2018-08-08,11421662080
2018-08-09,11504641910
2018-08-10,11350049350
2018-08-13,11448943120
2018-08-14,11497821650
2018-08-15,11559203990
2018-08-16,11644457240
2018-08-17,11718343390
2018-08-20,11722890230
2018-08-21,11598988840
2018-08-22,11604672390
2018-08-23,11621723040
2018-08-24,11768358630
2018-08-27,11772905470
2018-08-28,11877482790
2018-08-29,11822920710
2018-08-30,11756991530
2018-08-31,11771768760
2018-09-04,11709249710
2018-09-05,11766085210
2018-09-06,11783135860
2018-09-07,11679695250
2018-09-10,11822920710
2018-09-11,11825194130
2018-09-12,11789956120
2018-09-13,11793366250
2018-09-14,11626269880
2018-09-17,11721753520
2018-09-18,11708113000
2018-09-19,11570571090
2018-09-20,11650140790
2018-09-21,11713796550
2018-09-24,11438712730
2018-09-25,11473950740
2018-09-26,11320494890
2018-09-27,11243198610
2018-09-28,11387560780
2018-10-01,11318976400
2018-10-02,11349672700
2018-10-03,11214381600
2018-10-04,11146167600
2018-10-05,11168905600
2018-10-08,11351946500
2018-10-09,11367863100
2018-10-10,11195054300
2018-10-11,10890365100
2018-10-12,10756210900
2018-10-15,10950620800
2018-10-16,11168905600
2018-10-17,11154125900
2018-10-18,11168905600
2018-10-19,11301922900
2018-10-22,11027930000
2018-10-23,11088185700
2018-10-24,11265542100
2018-10-25,11372410700
2018-10-26,11126840300
2018-10-29,11323524000
2018-10-30,11369000000
2018-10-31,11108649900
2018-11-01,11163221100
2018-11-02,10966537400
2018-11-05,11068858400
2018-11-06,11124566500
2018-11-07,11185959100
2018-11-08,11356494100
2018-11-09,11428118800
2018-11-12,11480416200
2018-11-13,11546356400
2018-11-14,11407654600
2018-11-15,11255310000
2018-11-16,11486100700
2018-11-19,11533850500
2018-11-20,11474731700
2018-11-21,11494059000
2018-11-23,11458815100
2018-11-26,11533850500
2018-11-27,11604338300
2018-11-28,11658909500
2018-11-29,11621391800
2018-11-30,11773736400
2018-12-03,11754409100
2018-12-04,11482690000
2018-12-06,11757819800
2018-12-07,11578189600
2018-12-10,11582737200
2018-12-11,11588421700
2018-12-12,11357631000
2018-12-13,11536124300
2018-12-14,11529302900
2018-12-17,11039299000
2018-12-18,11174590100
2018-12-19,11146167600
2018-12-20,11063173900
2018-12-21,11050668000
2018-12-24,10485628700
2018-12-26,10830109400
2018-12-27,10855121200
2018-12-28,10813055900
2018-12-31,10883578200
2019-01-02,10536713900
2019-01-03,10612910320
2019-01-04,10614047580
2019-01-07,10599263200
2019-01-08,10813068080
2019-01-09,10802832740
2019-01-10,10982519820
2019-01-11,11053029940
2019-01-14,10976833520
2019-01-15,11141736220
2019-01-16,11302089880
2019-01-17,11372600000
2019-01-18,11388521640
