,ALK
2019-03-12,6668810190
2019-03-13,6907994730
2019-03-14,6841417590
2019-03-15,6874706160
2019-03-18,6880870710
2019-03-19,6917858010
2019-03-20,6804430290
2019-03-21,6808129020
2019-03-22,6688536750
2019-03-25,6608397600
2019-03-26,6646617810
2019-03-27,6779772090
2019-03-28,6801964470
2019-03-29,6919090920
2019-04-01,7074319760
2019-04-02,7175522520
2019-04-03,7132326220
2019-04-04,7136028760
2019-04-05,7224889720
2019-04-08,7198971940
2019-04-09,7138497120
2019-04-10,7254510040
2019-04-11,7369288780
2019-04-12,7482833340
2019-04-15,7412485080
2019-04-16,7524795460
2019-04-17,7575396840
2019-04-18,7611188060
2019-04-22,7442105400
2019-04-23,7514922020
2019-04-24,7503814400
2019-04-25,7302643060
2019-04-26,7481599160
2019-04-29,7471725720
2019-04-30,7639574200
2019-05-01,7660555260
2019-05-02,7693878120
2019-05-03,7711156640
2019-05-06,7675365420
2019-05-07,7539605620
2019-05-08,7490238420
2019-05-09,7442105400
2019-05-10,7561820860
2019-05-13,7421124340
2019-05-14,7575396840
2019-05-15,7588972820
2019-05-16,7730903520
2019-05-17,7700049020
2019-05-20,7645745100
2019-05-21,7728435160
2019-05-22,7489004240
2019-05-23,7572928480
2019-05-24,7477896620
2019-05-28,7411250900
2019-05-29,7314984860
2019-05-30,7254510040
2019-05-31,7182927600
2019-06-03,7290301260
2019-06-04,7511219480
2019-06-05,7603782980
2019-06-06,7522327100
2019-06-07,7470491540
2019-06-10,7484067520
2019-06-11,7498877680
2019-06-12,7523561280
2019-06-13,7671662880
2019-06-14,7790144160
2019-06-17,7716093360
2019-06-18,7767928920
2019-06-19,7758055480
2019-06-20,7493940960
2019-06-21,7661789440
2019-06-24,7703751560
2019-06-25,7644510920
2019-06-26,7640808380
2019-06-27,7788909980
2019-06-28,7887644380
2019-07-01,7854168800
2019-07-02,7777735200
2019-07-03,7870195200
2019-07-05,7898549599
2019-07-08,7973750400
2019-07-09,7851703200
2019-07-10,7759243200
2019-07-11,7804856800
2019-07-12,7919507199
2019-07-15,7811020800
2019-07-16,8063744800
2019-07-17,7862798400
2019-07-18,7934300800
2019-07-19,7827047200
2019-07-22,7750613600
2019-07-23,8025527999
2019-07-24,8083469599
2019-07-25,7872660800
2019-07-26,8003337600
2019-07-29,7886221600
2019-07-30,7891152800
2019-07-31,7811020800
2019-08-01,7783899200
2019-08-02,7799925600
2019-08-05,7584185600
2019-08-06,7701301600
2019-08-07,7780200800
2019-08-08,7955258400
2019-08-09,7881290400
2019-08-12,7656920800
2019-08-13,7541037600
2019-08-14,7301874400
2019-08-15,7275985600
2019-08-16,7441180800
2019-08-19,7469535200
2019-08-20,7410360800
2019-08-21,7373376800
2019-08-22,7363514400
2019-08-23,7141610400
2019-08-26,7197086400
2019-08-27,7151472800
2019-08-28,7241467200
2019-08-29,7391868800
2019-08-30,7362281600
2019-09-03,7449810400
2019-09-04,7615005600
2019-09-05,7814719200
2019-09-06,7777735200
2019-09-09,7984845599
2019-09-10,8011967199
2019-09-11,8115522400
2019-09-12,8097030400
2019-09-13,8120453600
2019-09-16,7971284800
2019-09-17,8003337600
2019-09-18,8004570400
2019-09-19,7961422400
2019-09-20,8013200000
2019-09-23,7968819200
2019-09-24,7970052000
2019-09-25,8019364000
2019-09-26,7960189599
2019-09-27,7912110400
2019-09-30,7992303390
2019-10-01,7997228550
2019-10-02,7722650880
2019-10-03,7670936700
2019-10-04,7819922790
2019-10-07,7875330840
2019-10-08,7779290220
2019-10-09,7893800190
2019-10-10,7988609519
2019-10-11,8136364320
2019-10-14,8152371089
2019-10-15,8290275570
2019-10-16,8228711070
2019-10-17,8247180420
2019-10-18,8229942360
2019-10-21,8500826160
2019-10-22,8519295510
2019-10-23,8484819390
2019-10-24,8466350040
2019-10-25,8812342530
2019-10-28,8628880320
2019-10-29,8589479040
2019-10-30,8665819020
2019-10-31,8548846470
2019-11-01,8637499350
2019-11-04,8696601270
2019-11-05,8788948020
2019-11-06,8787716730
2019-11-07,8733539970
2019-11-08,8763090930
2019-11-11,8854206390
2019-11-12,8722458360
2019-11-13,8683057080
2019-11-14,8669512890
2019-11-15,8665819020
2019-11-18,8626417740
2019-11-19,8627649030
2019-11-20,8426948760
2019-11-21,8372772000
2019-11-22,8466350040
2019-11-25,8470043910
2019-11-26,8550077760
2019-11-27,8516832930
2019-11-29,8497132290
2019-12-02,8386316190
2019-12-03,8201622690
2019-12-04,8239792680
2019-12-05,8285350410
2019-12-06,8412173279
2019-12-09,8371540709
2019-12-10,8279193959
2019-12-11,8217629459
2019-12-12,8334602010
2019-12-13,8300125890
2019-12-16,8495901000
2019-12-17,8626417740
2019-12-18,8499594870
2019-12-19,8520526800
2019-12-20,8537764860
2019-12-23,8531608410
2019-12-24,8506982610
2019-12-26,8504520029
2019-12-27,8408479410
2019-12-30,8333370720
2019-12-31,8316402065
2020-01-02,8367957620
2020-01-03,8214518468
2020-01-06,8175238045
2020-01-07,8123682489
2020-01-08,8162962913
2020-01-09,8147005241
2020-01-10,8088084606
2020-01-13,8085629580
2020-01-14,8123682489
2020-01-15,8174010531
2020-01-16,8167872965
2020-01-17,8177693071
2020-01-21,7977608416
2020-01-22,8051259209
2020-01-23,8246433811
2020-01-24,8189968203
2020-01-27,8020571379
2020-01-28,8045121643
2020-01-29,8210835928
2020-01-30,8102814765
2020-01-31,7928507887
2020-02-03,7935872967
2020-02-04,8073354447
2020-02-05,8142095188
2020-02-06,7858539634
2020-02-07,7851174555
2020-02-10,7908867676
2020-02-11,7923597835
2020-02-12,8045121643
2020-02-13,8162962913
2020-02-14,8115089897
2020-02-18,8038984077
2020-02-19,7999703654
2020-02-20,8023026405
2020-02-21,8031618998
2020-02-24,7734560799
2020-02-25,7219005246
2020-02-26,7042243343
2020-02-27,6500910013
2020-02-28,6194031708
2020-03-02,6141248639
2020-03-03,5814730123
2020-03-04,6099513190
2020-03-05,5334772454
2020-03-06,5549587267
2020-03-09,5301629597
2020-03-10,5742306843
2020-03-11,5609735415
2020-03-12,4306116375
2020-03-13,4658412669
2020-03-16,3993100504
2020-03-17,3993100504
2020-03-18,3084740721
2020-03-19,2968126965
2020-03-20,2892021146
2020-03-23,2949714267
2020-03-24,3548740719
2020-03-25,3662899448
2020-03-26,3988190451
2020-03-27,3666581988
2020-03-30,3477544952
2020-03-31,3501482737
2020-04-01,3240747106
2020-04-02,3032896533
2020-04-03,3036586188
2020-04-06,3280103428
2020-04-07,3570356300
2020-04-08,3583885035
2020-04-09,3887666643
2020-04-13,3629390782
2020-04-14,3818793080
2020-04-15,3699494230
2020-04-16,3475655151
2020-04-17,3681045954
2020-04-20,3594954001
2020-04-21,3479344806
2020-04-22,3385873542
2020-04-23,3468275841
2020-04-24,3444908025
2020-04-27,3425229864
2020-04-28,3883976987
2020-04-29,4181609170
2020-04-30,3999586182
2020-05-01,3703183885
2020-05-04,3538379288
2020-05-05,3562976989
2020-05-06,3422770094
2020-05-07,3474425266
2020-05-08,3689655150
2020-05-11,3487954001
2020-05-12,3302241359
2020-05-13,3138666647
2020-05-14,3214919520
2020-05-15,3152195383
2020-05-18,3572816070
2020-05-19,3524850553
2020-05-20,3721632161
2020-05-21,3915953999
2020-05-22,3815103425
2020-05-26,4308287330
2020-05-27,4395609168
2020-05-28,4238183882
2020-05-29,4204976985
2020-06-01,4441114915
2020-06-02,4452183881
2020-06-03,4833448246
2020-06-04,5204873531
2020-06-05,5254068933
2020-06-08,6178942491
2020-06-09,5669770080
2020-06-10,5101563187
2020-06-11,4377160892
2020-06-12,4731367787
2020-06-15,4645275833
2020-06-16,4699390776
2020-06-17,4600999972
2020-06-18,4605919512
2020-06-19,4463252846
2020-06-22,4485390777
2020-06-23,4529666639
2020-06-24,4229574686
2020-06-25,4363632157
2020-06-26,4218505721
2020-06-29,4539505719
2020-06-30,4477954154
2020-07-01,4408796561
2020-07-02,4506358165
2020-07-06,4579220630
2020-07-07,4458194842
2020-07-08,4477954154
2020-07-09,4253191976
2020-07-10,4412501432
2020-07-13,4307530085
2020-07-14,4382862463
2020-07-15,4786693409
2020-07-16,4603919770
2020-07-17,4569340974
2020-07-20,4432260744
2020-07-21,4470544412
2020-07-22,4482893982
2020-07-23,4528587392
2020-07-24,4329759312
2020-07-27,4217378223
2020-07-28,4322349570
2020-07-29,4292710601
2020-07-30,4280361031
2020-07-31,4253191976
2020-08-03,4198853868
2020-08-04,4235902578
2020-08-05,4416206303
2020-08-06,4497713466
2020-08-07,4521177650
2020-08-10,4847206303
2020-08-11,4813862463
2020-08-12,4749644698
2020-08-13,4666902578
2020-08-14,4653318051
2020-08-17,4477954154
2020-08-18,4469309455
2020-08-19,4427320916
2020-08-20,4417441260
2020-08-21,4375452721
2020-08-24,4633558739
2020-08-25,4657022922
2020-08-26,4531057306
2020-08-27,4754584527
2020-08-28,5029979942
2020-08-31,4810157592
2020-09-01,4834856733
2020-09-02,4997871059
2020-09-03,4987991403
2020-09-04,5041094555
2020-09-08,5137421203
2020-09-09,5022570200
2020-09-10,5049739254
2020-09-11,4980581661
2020-09-14,5126306590
2020-09-15,5209048710
2020-09-16,5325134670
2020-09-17,5205343839
2020-09-18,5068263610
2020-09-21,4648378223
2020-09-22,4678017191
2020-09-23,4552051575
2020-09-24,4408796561
2020-09-25,4532292263
2020-09-28,4636028653
2020-09-29,4528587392
2020-09-30,4542596190
2020-10-01,4577319830
2020-10-02,4652967760
2020-10-05,4659168410
2020-10-06,4475629170
2020-10-07,4590961260
2020-10-08,4790622190
2020-10-09,4798062970
2020-10-12,4763339330
2020-10-13,4712494000
2020-10-14,4780701150
2020-10-15,4716214390
2020-10-16,4879911550
2020-10-19,4908434540
2020-10-20,4951839090
2020-10-21,4922075970
2020-10-22,5033687670
2020-10-23,5155220410
2020-10-26,4784421540
2020-10-27,4646767110
2020-10-28,4428504230
2020-10-29,4561198140
2020-10-30,4698852570
2020-11-02,4745977510
2020-11-03,4781941280
2020-11-04,4687691400
2020-11-05,4858829340
2020-11-06,4744737380
2020-11-09,5693436830
2020-11-10,5645071760
2020-11-11,5498736420
2020-11-12,5259391330
2020-11-13,5538420580
2020-11-16,5848453080
2020-11-17,5885656980
2020-11-18,5917900360
2020-11-19,6013390370
2020-11-20,5917900360
2020-11-23,6165926360
2020-11-24,6494560810
2020-11-25,6506962110
2020-11-27,6392870150
2020-11-30,6320942610
2020-12-01,6317222220
2020-12-02,6360626770
2020-12-03,6573929130
2020-12-04,6565248220
2020-12-07,6325903130
2020-12-08,6320942610
2020-12-09,6245294680
2020-12-10,6360626770
2020-12-11,6185768440
2020-12-14,6067956090
2020-12-15,6241574290
2020-12-16,6169646750
2020-12-17,6221732210
2020-12-18,6244054550
2020-12-21,6227932860
2020-12-22,6244054550
2020-12-23,6428833920
2020-12-24,6479679250
2020-12-28,6520603540
2020-12-29,6452396390
2020-12-30,6560287700
2020-12-31,6463548000
2021-01-04,6120482760
2021-01-05,6197548140
2021-01-06,6403884480
2021-01-07,6379024680
2021-01-08,6336763020
2021-01-11,6233594850
2021-01-12,6425015310
2021-01-13,6444903150
2021-01-14,6888650580
2021-01-15,6668641350
2021-01-19,6800398290
2021-01-20,6937127190
2021-01-21,6831473040
2021-01-22,6770566530
2021-01-25,6575417100
2021-01-26,6442417170
2021-01-27,6072006150
2021-01-28,6298230330
2021-01-29,6069520170
2021-02-01,6201277110
2021-02-02,6296987340
2021-02-03,6530669460
2021-02-04,6771809520
2021-02-05,6734519820
2021-02-08,7094986920
2021-02-09,6928426260
2021-02-10,7129790640
2021-02-11,7170809310
2021-02-12,7154650440
2021-02-16,7450482060
2021-02-17,7456697010
2021-02-18,7445510100
2021-02-19,7741341720
2021-02-22,7906659390
2021-02-23,8268369479
2021-02-24,8383967550
2021-02-25,8149042440
2021-02-26,8081920979
2021-03-01,8058304170
2021-03-02,8131640580
2021-03-03,8198762039
2021-03-04,8032201380
2021-03-05,8065762110
2021-03-08,8451089009
2021-03-09,8314360110
2021-03-10,8252210610
2021-03-11,8165201310
2021-03-12,8454817979
2021-03-15,8947042020
2021-03-16,8775509400
2021-03-17,9098686800
2021-03-18,8774266410
2021-03-19,8797883220
2021-03-22,8521939440
2021-03-23,8161472340
2021-03-24,8131640580
2021-03-25,8421257250
2021-03-26,8492107679
2021-03-29,8390182500
2021-03-30,8693472060
2021-03-31,8649658170
2021-04-01,8684651730
2021-04-05,8884614930
2021-04-06,9215803980
2021-04-07,9043335720
2021-04-08,9084578130
2021-04-09,9077079510
2021-04-12,8910860100
2021-04-13,8775884940
2021-04-14,8819626890
2021-04-15,8677153110
2021-04-16,8664655410
2021-04-19,8594668290
2021-04-20,8360961300
2021-04-21,8602166910
2021-04-22,8368459919
2021-04-23,8649658170
2021-04-26,8683401960
2021-04-27,8633411160
2021-04-28,8579671050
2021-04-29,8569672889
2021-04-30,8640909780
2021-05-03,8584670130
2021-05-04,8318469120
2021-05-05,8362211070
2021-05-06,8378458080
2021-05-07,8485938300
2021-05-10,8384706930
2021-05-11,8190992580
2021-05-12,8094760289
2021-05-13,8393455320
2021-05-14,8728393680
2021-05-17,8957101590
2021-05-18,8784633330
2021-05-19,8664655410
2021-05-20,8552176110
2021-05-21,8507184389
2021-05-24,8654657250
2021-05-25,8529680250
2021-05-26,8703398280
2021-05-27,8802130110
2021-05-28,8648408400
2021-06-01,8690900580
2021-06-02,8478439680
2021-06-03,8180994419
2021-06-04,8179744650
2021-06-07,8193492120
2021-06-08,8285975100
2021-06-09,8200990740
2021-06-10,8111007300
2021-06-11,8183493960
2021-06-14,8054767650
2021-06-15,8039770410
2021-06-16,7989779610
2021-06-17,7828559280
2021-06-18,7912293870
2021-06-21,8126004539
2021-06-22,8024773169
2021-06-23,7971033060
2021-06-24,7942288350
2021-06-25,7907294790
2021-06-28,7679836650
2021-06-29,7514867010
2021-06-30,7553827500
2021-07-01,7694107500
2021-07-02,7603927500
2021-07-06,7413547500
2021-07-07,7216905000
2021-07-08,7236945000
2021-07-09,7437345000
2021-07-12,7473667500
2021-07-13,7216905000
2021-07-14,7208137500
2021-07-15,7127977500
2021-07-16,6841155000
2021-07-19,6616957500
2021-07-20,6948870000
2021-07-21,7213147500
2021-07-22,7261995000
2021-07-23,7295812500
2021-07-26,7585140000
2021-07-27,7429830000
2021-07-28,7472415000
2021-07-29,7370962500
2021-07-30,7268257500
2021-08-02,7102927500
2021-08-03,7163047500
2021-08-04,6918810000
2021-08-05,7209390000
2021-08-06,7248217500
2021-08-09,7121715000
2021-08-10,7323367500
2021-08-11,7446112500
2021-08-12,7335892500
2021-08-13,7216905000
2021-08-16,7184340000
2021-08-17,6918810000
2021-08-18,6874972500
2021-08-19,6760995000
2021-08-20,6807337500
2021-08-23,6907537500
2021-08-24,7154280000
2021-08-25,7221915000
2021-08-26,7161795000
2021-08-27,7292055000
2021-08-30,7102927500
2021-08-31,7181835000
2021-09-01,7168057500
2021-09-02,7244460000
2021-09-03,7153027500
2021-09-07,7156785000
2021-09-08,7062847500
2021-09-09,7289550000
2021-09-10,7025272500
2021-09-13,7159290000
2021-09-14,7051575000
2021-09-15,7056585000
2021-09-16,7141755000
2021-09-17,7129230000
2021-09-20,7134240000
2021-09-21,7027777500
2021-09-22,7195612500
2021-09-23,7489950000
2021-09-24,7613947500
2021-09-27,7671562500
2021-09-28,7667805000
2021-09-29,7571362500
2021-09-30,7366488800
2021-10-01,7819037600
2021-10-04,7805209720
2021-10-05,7743612800
2021-10-06,7674473400
2021-10-07,7572649920
2021-10-08,7517338400
2021-10-11,7348889680
2021-10-12,7345118440
2021-10-13,7170384320
2021-10-14,7230724160
2021-10-15,7262151160
2021-10-18,7218153360
2021-10-19,7157813520
2021-10-20,7196783000
2021-10-21,7064789600
2021-10-22,6764347480
2021-10-25,6780689520
2021-10-26,6822173160
2021-10-27,6626068680
2021-10-28,6644924880
2021-10-29,6637382400
2021-11-01,6877484680
2021-11-02,6844800600
2021-11-03,7030848440
2021-11-04,7005706840
2021-11-05,7460769800
2021-11-08,7401687040
2021-11-09,7395401640
2021-11-10,7233238320
2021-11-11,7141471480
2021-11-12,6995650200
2021-11-15,6998164360
2021-11-16,6774404120
2021-11-17,6730406320
2021-11-18,6604698320
2021-11-19,6629839920
2021-11-22,6672580640
2021-11-23,6628582840
2021-11-24,6651210280
2021-11-26,6216260600
2021-11-29,6216260600
2021-11-30,6105637560
2021-12-01,5819023320
2021-12-02,6225060160
2021-12-03,6105637560
2021-12-06,6363338960
2021-12-07,6329397800
2021-12-08,6465162440
2021-12-09,6463905360
2021-12-10,6495332360
2021-12-13,6323112400
2021-12-14,6302999120
2021-12-15,6319341160
2021-12-16,6187347760
2021-12-17,6289171240
2021-12-20,6202432720
2021-12-21,6545615560
2021-12-22,6560700520
2021-12-23,6665038160
2021-12-27,6614754960
2021-12-28,6649953200
2021-12-29,6554415120
2021-12-30,6529273520
2021-12-31,6535350851
2022-01-03,6782464885
2022-01-04,6955570148
2022-01-05,6870271902
2022-01-06,6831385938
2022-01-07,7006999972
2022-01-10,6911666639
2022-01-11,7023306990
2022-01-12,6917938569
2022-01-13,7093552603
2022-01-14,6998219270
2022-01-18,6896614008
2022-01-19,6820096464
2022-01-20,6749850850
2022-01-21,6525315763
2022-01-24,6447543834
2022-01-25,6546640325
2022-01-26,6561692956
2022-01-27,6598070149
2022-01-28,6554166641
2022-01-31,6866508745
2022-02-01,6875289446
2022-02-02,6817587692
2022-02-03,6678350851
2022-02-04,6709710500
2022-02-07,6944280674
2022-02-08,7231535059
2022-02-09,7349447339
2022-02-10,7353210497
2022-02-11,7129929796
2022-02-14,7151254357
2022-02-15,7515026286
2022-02-16,7565201724
2022-02-17,7387078918
2022-02-18,7374535058
2022-02-22,7254114006
2022-02-23,7001982428
2022-02-24,7049649095
2022-02-25,7221499971
2022-02-28,7042122779
2022-03-01,6565456114
2022-03-02,6600578921
2022-03-03,6450052606
2022-03-04,6164052607
2022-03-07,5480412259
2022-03-08,5854219275
2022-03-09,6100078923
2022-03-10,6165306993
2022-03-11,6123912256
2022-03-14,6221754361
2022-03-15,6490192957
2022-03-16,6860236815
2022-03-17,6813824534
2022-03-18,6922956113
2022-03-21,6741070149
2022-03-22,6840166639
2022-03-23,6788736815
2022-03-24,7017035060
2022-03-25,7205192954
2022-03-28,7173833305
2022-03-29,7324359620
2022-03-30,7276692953
2022-03-31,7340759430
2022-04-01,7333166850
2022-04-04,7233197880
2022-04-05,7196500410
2022-04-06,6964926720
2022-04-07,6757396200
2022-04-08,6616933470
2022-04-11,6684001260
2022-04-12,6763723350
2022-04-13,7116778320
2022-04-14,7226870730
2022-04-18,7193969550
2022-04-19,7373660610
2022-04-20,7426808670
2022-04-21,7438197540
2022-04-22,7156006650
2022-04-25,7142086920
2022-04-26,6815605980
2022-04-27,6870019470
2022-04-28,7028198220
2022-04-29,6882673770
2022-05-02,6714371580
2022-05-03,6714371580
2022-05-04,6770050500
2022-05-05,6471409020
2022-05-06,6354989460
2022-05-09,5981687610
2022-05-10,6006996210
2022-05-11,5796934830
2022-05-12,5645083230
2022-05-13,5839959450
2022-05-16,5770360800
2022-05-17,6076594860
2022-05-18,5894372940
2022-05-19,5917150680
2022-05-20,5833632300
2022-05-23,5879187780
2022-05-24,5594466030
2022-05-25,5714681880
2022-05-26,5963971590
2022-05-27,6128477490
2022-05-31,6106965180
2022-06-01,5893107510
2022-06-02,5996872770
2022-06-03,6185421840
2022-06-06,6181625550
2022-06-07,6242366190
2022-06-08,6087983730
2022-06-09,5829836010
2022-06-10,5567892000
2022-06-13,5179404990
2022-06-14,5137645800
2022-06-15,5211040740
2022-06-16,4894683240
2022-06-17,5114868060
2022-06-21,5126256930
2022-06-22,5108540910
2022-06-23,5049065700
2022-06-24,5304682560
2022-06-27,5171812410
2022-06-28,5160423540
2022-06-29,5122460640
2022-06-30,5077659150
2022-07-01,5219656110
2022-07-05,5266565820
2022-07-06,5206977810
2022-07-07,5194299510
2022-07-08,5184156870
2022-07-11,5114426220
2022-07-12,5299529400
2022-07-13,5231066580
2022-07-14,5171478570
2022-07-15,5237405730
2022-07-18,5265297990
2022-07-19,5425044570
2022-07-20,5502382200
2022-07-21,5475757770
2022-07-22,5419973250
2022-07-25,5545488420
2022-07-26,5375599200
2022-07-27,5551827570
2022-07-28,5579719830
2022-07-29,5620290390
2022-08-01,5735662920
2022-08-02,5641843500
2022-08-03,5870052900
2022-08-04,5948658360
2022-08-05,5901748650
2022-08-08,5933444400
2022-08-09,5797786590
2022-08-10,5909355630
2022-08-11,5861178090
2022-08-12,6001907220
2022-08-15,6142636350
2022-08-16,6116011920
2022-08-17,5913159120
2022-08-18,5919498270
2022-08-19,5762287350
2022-08-22,5602540770
2022-08-23,5641843500
2022-08-24,5757216030
2022-08-25,5857374600
2022-08-26,5691288870
2022-08-29,5659593120
2022-08-30,5688753210
2022-08-31,5522667480
2022-09-01,5539149270
2022-09-02,5530274460
2022-09-06,5565773700
2022-09-07,5843428470
2022-09-08,5792715270
2022-09-09,5903016480
2022-09-12,5935980060
2022-09-13,5697628020
2022-09-14,5826946680
2022-09-15,5864981580
2022-09-16,5626629540
2022-09-19,5804125740
2022-09-20,5747073390
2022-09-21,5513792670
2022-09-22,5309672040
2022-09-23,5170210740
2022-09-26,4920448230
2022-09-27,4950876150
2022-09-28,5115694050
2022-09-29,4962286620
2022-09-30,4983912450
2022-10-03,5080662730
2022-10-04,5429472950
2022-10-05,5430745980
2022-10-06,5405285380
2022-10-07,5281801470
2022-10-10,5242337540
2022-10-11,5186324220
2022-10-12,5246156630
2022-10-13,5333995700
2022-10-14,5325084490
2022-10-17,5286893590
2022-10-18,5390009020
2022-10-19,5327630550
2022-10-20,5076843640
2022-10-21,5220696030
2022-10-24,5420561740
2022-10-25,5526223230
2022-10-26,5456206580
2022-10-27,5508400810
2022-10-28,5656072290
2022-10-31,5659891380
2022-11-01,5667529560
2022-11-02,5545318680
2022-11-03,5580963520
2022-11-04,5710812580
2022-11-07,5733727120
2022-11-08,5743911360
2022-11-09,5631884720
2022-11-10,5975602820
2022-11-11,6015066750
2022-11-14,5890309810
2022-11-15,5964145550
2022-11-16,5815201040
2022-11-17,5840661640
2022-11-18,5942504040
2022-11-21,5894128900
2022-11-22,5850845880
2022-11-23,5899221020
2022-11-25,5970510700
2022-11-28,5827931340
2022-11-29,5936138890
2022-11-30,6039254320
2022-12-01,6035435230
2022-12-02,5945050100
2022-12-05,5946323130
2022-12-06,5894128900
2022-12-07,5636976840
2022-12-08,5608970180
2022-12-09,5672621680
2022-12-12,5824112250
2022-12-13,5764279840
2022-12-14,5822839220
2022-12-15,5566960190
2022-12-16,5629338660
2022-12-19,5461298700
2022-12-20,5482940210
2022-12-21,5583509580
2022-12-22,5458752640
2022-12-23,5513492930
2022-12-27,5379824780
2022-12-28,5257613900
2022-12-29,5449841430
2022-12-30,5466390820
2023-01-03,5375442160
2023-01-04,5648294300
2023-01-05,5624069110
2023-01-06,5773245280
2023-01-09,5829345720
2023-01-10,6030797300
2023-01-11,6081797700
2023-01-12,6298549400
2023-01-13,6412025290
2023-01-17,6413300300
2023-01-18,6287074310
2023-01-19,6298549400
2023-01-20,6352099820
2023-01-23,6387800100
2023-01-24,6340624730
2023-01-25,6508926050
2023-01-26,6543351320
2023-01-27,6505101020
2023-01-30,6395450160
2023-01-31,6545901340
2023-02-01,6609651840
2023-02-02,6831503580
2023-02-03,6817478470
2023-02-06,6684877430
2023-02-07,6604551800
2023-02-08,6565026490
2023-02-09,6471950760
2023-02-10,6321499580
2023-02-13,6395450160
2023-02-14,6449000580
2023-02-15,6409475270
2023-02-16,6262849120
2023-02-17,6259024090
2023-02-21,6091997780
2023-02-22,6058847520
2023-02-23,6083072710
2023-02-24,6030797300
2023-02-27,6109847920
2023-02-28,6098372830
2023-03-01,6148098220
2023-03-02,6117497980
2023-03-03,6176148440
2023-03-06,6107297900
2023-03-07,6185073510
2023-03-08,6274324210
2023-03-09,6058847520
2023-03-10,5877796100
2023-03-13,5620244080
2023-03-14,5388192260
2023-03-15,5148490380
2023-03-16,5161240480
2023-03-17,5009514290
2023-03-20,5006964270
2023-03-21,5171440560
2023-03-22,5023539400
2023-03-23,4908788500
2023-03-24,4861613130
2023-03-27,4971263990
2023-03-28,5075814810
2023-03-29,5180365630
2023-03-30,5224990980
2023-03-31,5347382400
2023-04-03,5363949600
2023-04-04,5348656800
2023-04-05,5346108000
2023-04-06,5357577600
2023-04-10,5407279200
2023-04-11,5502859200
2023-04-12,5349931200
2023-04-13,5400907200
2023-04-14,5341010400
2023-04-17,5434041600
2023-04-18,5422572000
2023-04-19,5562756000
2023-04-20,5551286400
2023-04-21,5659610400
2023-04-24,5613732000
2023-04-25,5416200000
2023-04-26,5383065600
2023-04-27,5476096800
2023-04-28,5538542400
2023-05-01,5542365600
2023-05-02,5527072800
2023-05-03,5539816800
2023-05-04,5363949600
2023-05-05,5500310400
2023-05-08,5538542400
2023-05-09,5594616000
2023-05-10,5493938400
2023-05-11,5486292000
2023-05-12,5444236800
2023-05-15,5523249600
2023-05-16,5434041600
2023-05-17,5766660000
2023-05-18,5750092800
2023-05-19,5673628800
2023-05-22,5724604800
2023-05-23,5713135200
2023-05-24,5611183200
2023-05-25,5750092800
2023-05-26,5747544000
2023-05-30,5761562400
2023-05-31,5725879200
2023-06-01,5714409600
2023-06-02,5874984000
2023-06-05,5897923200
2023-06-06,6048302400
2023-06-07,6162998400
2023-06-08,6199956000
2023-06-09,6199956000
2023-06-12,6318475200
2023-06-13,6476500800
2023-06-14,6428073600
2023-06-15,6415329600
2023-06-16,6425524800
2023-06-20,6309554400
2023-06-21,6318475200
2023-06-22,6329944800
2023-06-23,6276420000
2023-06-26,6366902400
2023-06-27,6617959200
2023-06-28,6682953600
2023-06-29,6661288800
2023-06-30,6763804660
2023-07-03,6765076530
2023-07-05,6823582550
2023-07-06,6714201730
2023-07-07,6836301250
2023-07-10,7065237850
2023-07-11,7165715580
2023-07-12,7121200130
2023-07-13,6911341580
2023-07-14,6659511320
2023-07-17,6634073920
2023-07-18,6794329540
2023-07-19,6922788410
2023-07-20,6878272960
2023-07-21,6887176050
2023-07-24,6782882710
2023-07-25,6127869660
2023-07-26,6087169820
2023-07-27,5995595180
2023-07-28,6120238440
2023-07-31,6185103810
2023-08-01,6092257300
2023-08-02,6094801040
2023-08-03,5953623470
2023-08-04,5944720380
2023-08-07,5951079730
2023-08-08,6003226400
2023-08-09,5928186070
2023-08-10,5940904770
2023-08-11,5860776960
2023-08-14,5881126880
2023-08-15,5775561670
2023-08-16,5671268330
2023-08-17,5527547020
2023-08-18,5439787990
2023-08-21,5462681650
2023-08-22,5434700510
2023-08-23,5424525550
2023-08-24,5357116440
2023-08-25,5318960340
2023-08-28,5340582130
2023-08-29,5380010100
2023-08-30,5352028960
2023-08-31,5338038390
2023-09-01,5313872860
2023-09-05,5130723580
2023-09-06,5156160980
2023-09-07,5090023740
2023-09-08,5063314470
2023-09-11,5142170410
2023-09-12,5101470570
2023-09-13,4976827310
2023-09-14,5006080320
2023-09-15,5020070890
2023-09-18,4945030560
2023-09-19,4970467960
2023-09-20,4910690070
2023-09-21,4852184050
2023-09-22,4769512500
2023-09-25,4751706320
2023-09-26,4685569080
2023-09-27,4630878670
2023-09-28,4684297210
2023-09-29,4716093960
2023-10-02,4691258080
2023-10-03,4560060800
2023-10-04,4602094880
2023-10-05,4544775680
2023-10-06,4467076320
2023-10-09,4388103200
2023-10-10,4449243680
2023-10-11,4400840800
2023-10-12,4284928640
2023-10-13,4212324320
2023-10-16,4368996800
2023-10-17,4388103200
2023-10-18,4160100159
2023-10-19,4096412159
2023-10-20,4078579520
2023-10-23,4147362560
2023-10-24,4058199360
2023-10-25,4027629120
