,ALK
2009-12-02,1076430060
2009-12-03,1079640090
2009-12-04,1142057340
2009-12-07,1161317520
2009-12-08,1166667570
2009-12-09,1171660950
2009-12-10,1157037480
2009-12-11,1235861550
2009-12-14,1233721530
2009-12-15,1210181310
2009-12-16,1233008190
2009-12-17,1223378100
2009-12-18,1214461350
2009-12-21,1234434870
2009-12-22,1277948610
2009-12-23,1289005380
2009-12-24,1286508690
2009-12-28,1251555030
2009-12-29,1250841690
2009-12-30,1252625040
2009-12-31,1232651520
2010-01-04,1243708290
2010-01-05,1311832260
2010-01-06,1300062150
2010-01-07,1293285420
2010-01-08,1267605180
2010-01-11,1259758440
2010-01-12,1287935370
2010-01-13,1331805780
2010-01-14,1333945800
2010-01-15,1286152020
2010-01-19,1325742390
2010-01-20,1319679000
2010-01-21,1327882410
2010-01-22,1285795350
2010-01-25,1302202170
2010-01-26,1265465160
2010-01-27,1301845500
2010-01-28,1162387530
2010-01-29,1117803780
2010-02-01,1140273990
2010-02-02,1185927750
2010-02-03,1186284420
2010-02-04,1141344000
2010-02-05,1147050719
2010-02-08,1155254130
2010-02-09,1190207790
2010-02-10,1132783920
2010-02-11,1153114110
2010-02-12,1168094250
2010-02-16,1213034670
2010-02-17,1221594750
2010-02-18,1268318520
2010-02-19,1301488830
2010-02-22,1267248510
2010-02-23,1245491640
2010-02-24,1246561650
2010-02-25,1234791540
2010-02-26,1248345000
2010-03-01,1325742390
2010-03-02,1293285420
2010-03-03,1306125540
2010-03-04,1292215410
2010-03-05,1325029050
2010-03-08,1287578700
2010-03-09,1353919320
2010-03-10,1430246700
2010-03-11,1440233460
2010-03-12,1446653520
2010-03-15,1454856930
2010-03-16,1438093440
2010-03-17,1463060340
2010-03-18,1441303469
2010-03-19,1432743390
2010-03-22,1472690430
2010-03-23,1493377290
2010-03-24,1464843690
2010-03-25,1466627040
2010-03-26,1474117110
2010-03-29,1467340380
2010-03-30,1466627040
2010-03-31,1471828540
2010-04-01,1459691220
2010-04-05,1467187800
2010-04-06,1462904040
2010-04-07,1429347920
2010-04-08,1491462440
2010-04-09,1505027679
2010-04-12,1550007160
2010-04-13,1556075820
2010-04-14,1576780660
2010-04-15,1608551880
2010-04-16,1538226820
2010-04-19,1495032240
2010-04-20,1500743920
2010-04-21,1467544780
2010-04-22,1499672980
2010-04-23,1563215420
2010-04-26,1602126240
2010-04-27,1502528820
2010-04-28,1507883520
2010-04-29,1500029960
2010-04-30,1478254179
2010-05-03,1613549600
2010-05-04,1517878960
2010-05-05,1512524260
2010-05-06,1414711740
2010-05-07,1464688940
2010-05-10,1551078100
2010-05-11,1581778380
2010-05-12,1643892900
2010-05-13,1628542760
2010-05-14,1599984360
2010-05-17,1622474100
2010-05-18,1624615980
2010-05-19,1621403160
2010-05-20,1511453320
2010-05-21,1583206300
2010-05-24,1583563280
2010-05-25,1640323100
2010-05-26,1667810560
2010-05-27,1738492600
2010-05-28,1667096600
2010-06-01,1648533640
2010-06-02,1782401140
2010-06-03,1795252420
2010-06-04,1722428500
2010-06-07,1684588620
2010-06-08,1697439900
2010-06-09,1708149300
2010-06-10,1749558980
2010-06-11,1815600280
2010-06-14,1830236460
2010-06-15,1847728480
2010-06-16,1884854400
2010-06-17,1902703400
2010-06-18,1877357820
2010-06-21,1846300560
2010-06-22,1771691740
2010-06-23,1779545300
2010-06-24,1730282060
2010-06-25,1695655000
2010-06-28,1725284340
2010-06-29,1614620540
2010-06-30,1604625100
2010-07-01,1588845480
2010-07-02,1552229520
2010-07-06,1603563660
2010-07-07,1688641920
2010-07-08,1698334380
2010-07-09,1710180720
2010-07-12,1683616200
2010-07-13,1715206440
2010-07-14,1752899340
2010-07-15,1741053000
2010-07-16,1718078280
2010-07-19,1712334600
2010-07-20,1756489140
2010-07-21,1720591140
2010-07-22,1768335480
2010-07-23,1794900000
2010-07-26,1862388240
2010-07-27,1829362080
2010-07-28,1847311080
2010-07-29,1857721500
2010-07-30,1851977820
2010-08-02,1900799100
2010-08-03,1843003320
2010-08-04,1841567400
2010-08-05,1882491120
2010-08-06,1891824600
2010-08-09,1941722820
2010-08-10,1902952980
2010-08-11,1786284480
2010-08-12,1799207760
2010-08-13,1834746780
2010-08-16,1869208860
2010-08-17,1910132580
2010-08-18,1938850980
2010-08-19,1846593120
2010-08-20,1796335920
2010-08-23,1733514420
2010-08-24,1691513760
2010-08-25,1635512880
2010-08-26,1598178960
2010-08-27,1608230400
2010-08-30,1592794260
2010-08-31,1587768540
2010-09-01,1622948580
2010-09-02,1667821080
2010-09-03,1698693360
2010-09-07,1650590040
2010-09-08,1626897360
2010-09-09,1663154340
2010-09-10,1660641480
2010-09-13,1695462540
2010-09-14,1703001120
2010-09-15,1738181160
2010-09-16,1720950120
2010-09-17,1685770080
2010-09-20,1703001120
2010-09-21,1769771400
2010-09-22,1735309320
2010-09-23,1690795800
2010-09-24,1718078280
2010-09-27,1793823060
2010-09-28,1781976720
2010-09-29,1827926160
2010-09-30,1836773820
2010-10-01,1792141260
2010-10-04,1748228580
2010-10-05,1758666840
2010-10-06,1754707500
2010-10-07,1673721000
2010-10-08,1734550860
2010-10-11,1692437880
2010-10-12,1703236080
2010-10-13,1711154760
2010-10-14,1705395720
2010-10-15,1697117100
2010-10-18,1712954460
2010-10-19,1673001120
2010-10-20,1778463539
2010-10-21,1773424380
2010-10-22,1811937960
2010-10-25,1829575020
2010-10-26,1847212080
2010-10-27,1881406380
2010-10-28,1900843140
2010-10-29,1900483200
2010-11-01,1887525360
2010-11-02,1916680500
2010-11-03,1945115760
2010-11-04,1988668500
2010-11-05,2011344720
2010-11-08,1983269400
2010-11-09,1927118760
2010-11-10,1946555520
2010-11-11,1932877800
2010-11-12,1939356720
2010-11-15,1945475700
2010-11-16,1949794980
2010-11-17,1904082600
2010-11-18,1948715160
2010-11-19,1980749820
2010-11-22,1995867300
2010-11-23,1966352220
2010-11-24,2015664000
2010-11-26,2012784480
2010-11-29,1997667000
2010-11-30,1979670000
2010-12-01,1996227240
2010-12-02,1991188080
2010-12-03,2011704660
2010-12-06,2017103760
2010-12-07,2022862800
2010-12-08,2016743820
2010-12-09,2028981780
2010-12-10,2049858300
2010-12-13,2033301060
2010-12-14,2027901960
2010-12-15,2036900460
2010-12-16,2034380880
2010-12-17,2069295060
2010-12-20,2075773980
2010-12-21,2125805640
2010-12-22,2098450200
2010-12-23,2066055600
2010-12-27,2035460700
2010-12-28,2053097760
2010-12-29,2067135420
2010-12-30,2069295060
2010-12-31,2040499860
2011-01-03,2083332720
2011-01-04,2066415539
2011-01-05,2127605340
2011-01-06,2148841800
2011-01-07,2257543680
2011-01-10,2265822300
2011-01-11,2239186740
2011-01-12,2271581340
2011-01-13,2292097920
2011-01-14,2307215400
2011-01-18,2266542180
2011-01-19,2256103920
2011-01-20,2204632500
2011-01-21,2156400540
2011-01-24,2186995440
2011-01-25,2200313220
2011-01-26,2197793640
2011-01-27,2261862960
2011-01-28,2149561680
2011-01-31,2132284560
2011-02-01,2240626500
2011-02-02,2159640000
2011-02-03,2147042100
2011-02-04,2210391540
2011-02-07,2206432200
2011-02-08,2229468360
2011-02-09,2244945780
2011-02-10,2248905120
2011-02-11,2300016600
2011-02-14,2321972940
2011-02-15,2320893120
2011-02-16,2315853960
2011-02-17,2329891620
2011-02-18,2304695820
2011-02-22,2159640000
2011-02-23,2063536020
2011-02-24,2093411039
2011-02-25,2131564680
2011-02-28,2139843300
2011-03-01,2049138420
2011-03-02,2034740820
2011-03-03,2116447200
2011-03-04,2107088760
2011-03-07,2077573680
2011-03-08,2185555680
2011-03-09,2164679160
2011-03-10,2172237900
2011-03-11,2184835800
2011-03-14,2151001440
2011-03-15,2127245400
2011-03-16,2092691160
2011-03-17,2065695660
2011-03-18,2160719820
2011-03-21,2203552680
2011-03-22,2162519520
2011-03-23,2184835800
2011-03-24,2190594840
2011-03-25,2219030100
2011-03-28,2220109920
2011-03-29,2258983440
2011-03-30,2291018100
2011-03-31,2282010150
2011-04-01,2256462575
2011-04-04,2250345550
2011-04-05,2252864325
2011-04-06,2276612775
2011-04-07,2264378725
2011-04-08,2163267900
2011-04-11,2159309825
2011-04-12,2246747300
2011-04-13,2188455650
2011-04-14,2168665275
2011-04-15,2173702825
2011-04-18,2171543875
2011-04-19,2164707200
2011-04-20,2189175300
2011-04-21,2179819850
2011-04-25,2193133375
2011-04-26,2242789225
2011-04-27,2319072125
2011-04-28,2319072125
2011-04-29,2370167275
2011-05-02,2353615325
2011-05-03,2388158525
2011-05-04,2383480800
2011-05-05,2450408250
2011-05-06,2465880725
2011-05-09,2457604750
2011-05-10,2478834425
2011-05-11,2493947075
2011-05-12,2510499025
2011-05-13,2485671100
2011-05-16,2457244925
2011-05-17,2462642300
2011-05-18,2467679850
2011-05-19,2510139200
2011-05-20,2504022175
2011-05-23,2450408250
2011-05-24,2449328774
2011-05-25,2428818750
2011-05-26,2421982075
2011-05-27,2426299975
2011-05-31,2430258050
2011-06-01,2357573400
2011-06-02,2363330600
2011-06-03,2301080875
2011-06-06,2272654700
2011-06-07,2292445075
2011-06-08,2241709750
2011-06-09,2217961300
2011-06-10,2214722875
2011-06-13,2252504500
2011-06-14,2330586525
2011-06-15,2303959475
2011-06-16,2312595275
2011-06-17,2352176025
2011-06-20,2407948900
2011-06-21,2442492100
2011-06-22,2405789950
2011-06-23,2467679850
2011-06-24,2410467675
2011-06-27,2442851925
2011-06-28,2470198625
2011-06-29,2457604750
2011-06-30,2462985420
2011-07-01,2486010700
2011-07-05,2472339440
2011-07-06,2506157820
2011-07-07,2486010700
2011-07-08,2503279660
2011-07-11,2438880830
2011-07-12,2412617620
2011-07-13,2430965889
2011-07-14,2418014170
2011-07-15,2414416470
2011-07-18,2346779710
2011-07-19,2403983139
2011-07-20,2363688900
2011-07-21,2372683150
2011-07-22,2314760180
2011-07-25,2263672840
2011-07-26,2253959050
2011-07-27,2228775150
2011-07-28,2183803900
2011-07-29,2198914240
2011-08-01,2161138390
2011-08-02,2053207390
2011-08-03,2107172890
2011-08-04,1994924650
2011-08-05,1981253390
2011-08-08,1878359170
2011-08-09,2020828090
2011-08-10,1883395950
2011-08-11,1971539600
2011-08-12,2013992460
2011-08-15,2067238420
2011-08-16,2070836120
2011-08-17,2061482100
2011-08-18,1938080990
2011-08-19,1918653410
2011-08-22,1898506290
2011-08-23,1966502819
2011-08-24,1979814310
2011-08-25,1927287890
2011-08-26,2014352230
2011-08-29,2109691280
2011-08-30,2097099330
2011-08-31,2076952210
2011-09-01,2007156830
2011-09-02,1956429260
2011-09-06,1941678690
2011-09-07,2025864870
2011-09-08,1968301670
2011-09-09,1941318920
2011-09-12,1952831560
2011-09-13,2030182110
2011-09-14,2142070580
2011-09-15,2148186670
2011-09-16,2154302760
2011-09-19,2128039550
2011-09-20,2084147610
2011-09-21,1992766030
2011-09-22,1994924650
2011-09-23,2101056800
2011-09-26,2110410819
2011-09-27,2111130360
2011-09-28,2065079800
2011-09-29,2085946460
2011-09-30,2003698840
2011-10-03,1826786720
2011-10-04,1942473720
2011-10-05,1984832960
2011-10-06,2066347800
2011-10-07,2047837880
2011-10-10,2137183840
2011-10-11,2198764920
2011-10-12,2210155640
2011-10-13,2287043000
2011-10-14,2267109240
2011-10-17,2251091040
2011-10-18,2298433719
2011-10-19,2251091040
2011-10-20,2346132360
2011-10-21,2348268120
2011-10-24,2442241560
2011-10-25,2346488320
2011-10-26,2332961840
2011-10-27,2438681960
2011-10-28,2393831000
2011-10-31,2368201880
2011-11-01,2335453560
2011-11-02,2327978400
2011-11-03,2449716719
2011-11-04,2449004800
2011-11-07,2443665400
2011-11-08,2461819360
2011-11-09,2380304520
2011-11-10,2332961840
2011-11-11,2420528000
2011-11-14,2385287960
2011-11-15,2403797880
2011-11-16,2353607520
2011-11-17,2307688680
2011-11-18,2314807880
2011-11-21,2270312880
2011-11-22,2230445360
2011-11-23,2171356000
2011-11-25,2181322880
2011-11-28,2268889040
2011-11-29,2324418800
2011-11-30,2471074320
2011-12-01,2498127280
2011-12-02,2479617360
2011-12-05,2530163680
2011-12-06,2522688520
2011-12-07,2493855760
2011-12-08,2417324360
2011-12-09,2483532920
2011-12-12,2499195160
2011-12-13,2503822640
2011-12-14,2563267960
2011-12-15,2617017920
2011-12-16,2710991360
2011-12-19,2644782800
2011-12-20,2712415200
2011-12-21,2723449960
2011-12-22,2717754600
2011-12-23,2706007920
2011-12-27,2691057600
2011-12-28,2664360600
2011-12-29,2703160240
2011-12-30,2672903640
2012-01-03,2632324200
2012-01-04,2649410280
2012-01-05,2678243040
2012-01-06,2629120560
2012-01-09,2661156960
2012-01-10,2630544400
2012-01-11,2593168600
2012-01-12,2568607360
2012-01-13,2581065960
2012-01-17,2575726560
2012-01-18,2613102360
2012-01-19,2634815920
2012-01-20,2617017920
2012-01-23,2624137120
2012-01-24,2643358960
2012-01-25,2685362240
2012-01-26,2588185160
2012-01-27,2654037760
2012-01-30,2653681800
2012-01-31,2709923480
2012-02-01,2765097280
2012-02-02,2756198280
2012-02-03,2789658520
2012-02-06,2756198280
2012-02-07,2734840680
2012-02-08,2695329120
2012-02-09,2706363880
2012-02-10,2651902000
2012-02-13,2696397000
2012-02-14,2705296000
2012-02-15,2660801000
2012-02-16,2743383719
2012-02-17,2718822480
2012-02-21,2579642120
2012-02-22,2494567680
2012-02-23,2463955120
2012-02-24,2415544560
2012-02-27,2463243200
2012-02-28,2474277960
2012-02-29,2440817719
2012-03-01,2474633920
2012-03-02,2460039560
2012-03-05,2438681960
2012-03-06,2433342560
2012-03-07,2434054480
2012-03-08,2444377320
2012-03-09,2473210080
2012-03-12,2447936920
2012-03-13,2492431920
2012-03-14,2464667040
2012-03-15,2561488160
2012-03-16,2484244840
2012-03-19,2503110719
2012-03-20,2513077600
2012-03-21,2502398800
2012-03-22,2463243200
2012-03-23,2469650480
2012-03-26,2562200080
2012-03-27,2527316000
2012-03-28,2567895440
2012-03-29,2579998080
2012-03-30,2550097440
2012-04-02,2530297440
2012-04-03,2562955600
2012-04-04,2579284680
2012-04-05,2561535680
2012-04-09,2503318960
2012-04-10,2431613000
2012-04-11,2446522160
2012-04-12,2504028920
2012-04-13,2467820960
2012-04-16,2477760400
2012-04-17,2501189080
2012-04-18,2482730120
2012-04-19,2462851240
2012-04-20,2450071960
2012-04-23,2401084720
2012-04-24,2410314200
2012-04-25,2435162800
2012-04-26,2413154040
2012-04-27,2413864000
2012-04-30,2399664800
2012-05-01,2386175560
2012-05-02,2344287920
2012-05-03,2359197080
2012-05-04,2352097480
2012-05-07,2380495880
2012-05-08,2420963600
2012-05-09,2408184320
2012-05-10,2413864000
2012-05-11,2425223359
2012-05-14,2408894280
2012-05-15,2386885520
2012-05-16,2393275160
2012-05-17,2286071200
2012-05-18,2296010640
2012-05-21,2325828960
2012-05-22,2303820200
2012-05-23,2288201080
2012-05-24,2402504640
2012-05-25,2411024160
2012-05-29,2423093480
2012-05-30,2386885520
2012-05-31,2435162800
2012-06-01,2400374760
2012-06-04,2297430560
2012-06-05,2316599480
2012-06-06,2376236120
2012-06-07,2399664800
2012-06-08,2465691080
2012-06-11,2454331720
2012-06-12,2464981120
2012-06-13,2484860000
2012-06-14,2499769160
2012-06-15,2455041680
2012-06-18,2502609000
2012-06-19,2538816960
2012-06-20,2562955600
2012-06-21,2554436080
2012-06-22,2565085480
2012-06-25,2504738880
2012-06-26,2535267160
2012-06-27,2572895040
2012-06-28,2555856000
2012-06-29,2548756400
2012-07-02,2585182090
2012-07-03,2607890250
2012-07-05,2669628060
2012-07-06,2693755480
2012-07-09,2564602820
2012-07-10,2533379100
2012-07-11,2597245800
2012-07-12,2587310980
2012-07-13,2622792480
2012-07-16,2644081380
2012-07-17,2641952490
2012-07-18,2650468050
2012-07-19,2589439870
2012-07-20,2541894660
2012-07-23,2523444280
2012-07-24,2461706470
2012-07-25,2444675350
2012-07-26,2456739060
2012-07-27,2489382040
2012-07-30,2479447220
2012-07-31,2473060550
2012-08-01,2410613110
2012-08-02,2397130140
2012-08-03,2443256090
2012-08-06,2473060550
2012-08-07,2471641290
2012-08-08,2453900540
2012-08-09,2434740530
2012-08-10,2425515340
2012-08-13,2419838300
2012-08-14,2410613110
2012-08-15,2420547930
2012-08-16,2426224970
2012-08-17,2425515340
2012-08-20,2467383510
2012-08-21,2470931660
2012-08-22,2446094610
2012-08-23,2415580520
2012-08-24,2417709410
2012-08-27,2406355329
2012-08-28,2382937540
2012-08-29,2377260500
2012-08-30,2380808650
2012-08-31,2380808650
2012-09-04,2376550870
2012-09-05,2400678290
2012-09-06,2438288680
2012-09-07,2468802770
2012-09-10,2470931660
2012-09-11,2445384980
2012-09-12,2463835360
2012-09-13,2474479810
2012-09-14,2453900540
2012-09-17,2442546460
2012-09-18,2418419040
2012-09-19,2448933130
2012-09-20,2421257560
2012-09-21,2392872360
2012-09-24,2386485690
2012-09-25,2389324210
2012-09-26,2536217620
2012-09-27,2521315390
2012-09-28,2487962780
2012-10-01,2501009040
2012-10-02,2537276160
2012-10-03,2589187919
2012-10-04,2580654480
2012-10-05,2597010240
2012-10-08,2627588400
2012-10-09,2590610160
2012-10-10,2600565840
2012-10-11,2599854720
2012-10-12,2618343840
2012-10-15,2638255200
2012-10-16,2663855520
2012-10-17,2685900240
2012-10-18,2714345040
2012-10-19,2685900240
2012-10-22,2707944960
2012-10-23,2717900640
2012-10-24,2727145200
2012-10-25,2714345040
2012-10-26,2722878480
2012-10-31,2719322880
2012-11-01,2773368000
2012-11-02,2776212480
2012-11-05,2853724560
2012-11-06,2948303520
2012-11-07,2876480400
2012-11-08,2926969919
2012-11-09,2893547280
2012-11-12,2939770080
2012-11-13,2938347840
2012-11-14,2881458240
2012-11-15,2907058560
2012-11-16,2895680640
2012-11-19,2953281360
2012-11-20,2973903840
2012-11-21,2973192720
2012-11-23,3021548880
2012-11-26,3020837760
2012-11-27,3005904240
2012-11-28,3026526720
2012-11-29,3030082320
2012-11-30,3040038000
2012-12-03,3022260000
2012-12-04,3028660080
2012-12-05,3020126640
2012-12-06,3023682240
2012-12-07,3022260000
2012-12-10,3025815600
2012-12-11,3088394160
2012-12-12,3066349440
2012-12-13,3081994080
2012-12-14,3069193919
2012-12-17,3127505760
2012-12-18,3155239440
2012-12-19,3185817600
2012-12-20,3194351040
2012-12-21,3158795040
2012-12-24,3139594800
2012-12-26,3091949760
2012-12-27,3076305120
2012-12-28,3038615760
2012-12-31,3034871790
2013-01-02,3094738140
2013-01-03,3152491560
2013-01-04,3196158780
2013-01-07,3264476850
2013-01-08,3239826000
2013-01-09,3261659610
2013-01-10,3237713070
2013-01-11,3298988040
2013-01-14,3270111330
2013-01-15,3289127700
2013-01-16,3308848380
2013-01-17,3313074240
2013-01-18,3284901840
2013-01-22,3322934580
2013-01-23,3285606150
2013-01-24,3267294090
2013-01-25,3282788910
2013-01-28,3315187170
2013-01-29,3265181160
2013-01-30,3244051860
2013-01-31,3248982030
2013-02-01,3279971670
2013-02-04,3275745810
2013-02-05,3300396660
2013-02-06,3339838020
2013-02-07,3366601800
2013-02-08,3427876770
2013-02-11,3437032800
2013-02-12,3441258660
2013-02-13,3487743120
2013-02-14,3430694010
2013-02-15,3449710380
2013-02-19,3542679300
2013-02-20,3468726750
2013-02-21,3496194840
2013-02-22,3577894800
2013-02-25,3489856050
2013-02-26,3520845690
2013-02-27,3622970640
2013-02-28,3630718050
2013-03-01,3690584400
2013-03-04,3840602430
2013-03-05,3933571350
2013-03-06,3921598080
2013-03-07,3946248930
2013-03-08,4049782500
2013-03-11,4022314410
2013-03-12,4016679930
2013-03-13,4187827260
2013-03-14,4194166050
2013-03-15,4172332440
2013-03-18,4266709980
2013-03-19,4290656520
2013-03-20,4437153000
2013-03-21,4356157350
2013-03-22,4426588350
2013-03-25,4389259920
2013-03-26,4422362490
2013-03-27,4457577990
2013-03-28,4504766760
2013-04-01,4468027200
2013-04-02,4163133520
2013-04-03,4061970640
2013-04-04,4205987240
2013-04-05,4170861240
2013-04-08,4229872920
2013-04-09,4148380600
2013-04-10,4194044400
2013-04-11,4171563760
2013-04-12,4154703280
2013-04-15,3978370760
2013-04-16,4293802240
2013-04-17,4203879680
2013-04-18,4124494920
2013-04-19,4239708200
2013-04-22,4185614160
2013-04-23,4295207280
2013-04-24,4276941760
2013-04-25,4231980480
2013-04-26,4261486319
2013-04-29,4296612320
2013-04-30,4330333280
2013-05-01,4196151960
2013-05-02,4264296400
2013-05-03,4406907960
2013-05-06,4647169800
2013-05-07,4739902440
2013-05-08,4730067160
2013-05-09,4624689160
2013-05-10,4647169800
2013-05-13,4631011840
2013-05-14,4599398440
2013-05-15,4630309320
2013-05-16,4492615400
2013-05-17,4581132920
2013-05-20,4196151960
2013-05-21,4112552080
2013-05-22,4043705120
2013-05-23,4156108319
2013-05-24,4118874760
2013-05-28,3947459880
2013-05-29,3930599400
2013-05-30,3950972480
2013-05-31,3991718640
2013-06-03,3963617840
2013-06-04,3969940520
2013-06-05,3860347400
2013-06-06,3849107080
2013-06-07,4033167319
2013-06-10,3951675000
2013-06-11,3953080040
2013-06-12,3962212800
2013-06-13,3999446360
2013-06-14,3935517040
2013-06-17,3887043160
2013-06-18,3953782560
2013-06-19,3851917160
2013-06-20,3762697120
2013-06-21,3663641800
2013-06-24,3580041920
2013-06-25,3596199880
2013-06-26,3542105840
2013-06-27,3659426680
2013-06-28,3653104000
2013-07-01,3687846575
2013-07-02,3625045025
2013-07-03,3615973690
2013-07-05,3648072260
2013-07-08,3625045025
2013-07-09,3902767435
2013-07-10,4015112430
2013-07-11,4156067020
2013-07-12,4261434065
2013-07-15,4261434065
2013-07-16,4197934720
2013-07-17,4306092945
2013-07-18,4317257665
2013-07-19,4273994375
2013-07-22,4337493720
2013-07-23,4326329000
2013-07-24,4267714220
2013-07-25,4212588415
2013-07-26,4366801110
2013-07-29,4155369225
2013-07-30,4206308260
2013-07-31,4268412015
2013-08-01,4355636390
2013-08-02,4404482040
2013-08-05,4329120180
2013-08-06,4240500215
2013-08-07,4261434065
2013-08-08,4320746640
2013-08-09,4200028105
2013-08-12,4229335495
2013-08-13,4094661060
2013-08-14,4086287520
2013-08-15,4040930845
2013-08-16,4081402955
2013-08-19,4004645505
2013-08-20,4077913980
2013-08-21,4092567675
2013-08-22,4204214875
2013-08-23,4256549500
2013-08-26,4209099440
2013-08-27,3975338115
2013-08-28,3965568985
2013-08-29,4028370535
2013-08-30,3950915290
2013-09-03,3941843955
2013-09-04,4045117615
2013-09-05,4044419820
2013-09-06,4003947710
2013-09-09,4084194135
2013-09-10,4285856890
2013-09-11,4240500215
2013-09-12,4137924350
2013-09-13,4210495030
2013-09-16,4299114995
2013-09-17,4352845210
2013-09-18,4368894495
2013-09-19,4366801110
2013-09-20,4334702540
2013-09-23,4382152600
2013-09-24,4447745330
2013-09-25,4426113685
2013-09-26,4480541695
2013-09-27,4437278405
2013-09-30,4341757700
2013-10-01,4524108750
2013-10-02,4499841500
2013-10-03,4492908000
2013-10-04,4491521300
2013-10-07,4480427700
2013-10-08,4252315550
2013-10-09,4259942400
2013-10-10,4325810650
2013-10-11,4333437500
2013-10-14,4404852550
2013-10-15,4347304500
2013-10-16,4459627200
2013-10-17,4538669100
2013-10-18,4543522550
2013-10-21,4565709750
2013-10-22,4614244250
2013-10-23,4647525050
2013-10-24,4831262800
2013-10-25,4863850250
2013-10-28,4861076850
2013-10-29,4891584250
2013-10-30,4835422900
2013-10-31,4899211100
2013-11-01,5005987000
2013-11-04,5046201300
2013-11-05,5021240700
2013-11-06,4994200050
2013-11-07,4895744350
2013-11-08,5043427900
2013-11-11,5086415600
2013-11-12,5186951350
2013-11-13,5181404550
2013-11-14,5274313450
2013-11-15,5241032650
2013-11-18,5256979700
2013-11-19,5247966150
2013-11-20,5240339300
2013-11-21,5268766650
2013-11-22,5349195250
2013-11-25,5407436650
2013-11-26,5337408300
2013-11-27,5421303650
2013-11-29,5390102900
2013-12-02,5334634900
2013-12-03,5259059750
2013-12-04,5171004300
2013-12-05,5159910700
2013-12-06,5096815850
2013-12-09,5179324500
2013-12-10,5132870050
2013-12-11,5094042450
2013-12-12,5013613850
2013-12-13,5008067050
2013-12-16,5009453750
2013-12-17,4900597800
2013-12-18,4902677850
2013-12-19,4892970950
2013-12-20,5096122500
2013-12-23,5015000550
2013-12-24,5071161900
2013-12-26,5048974700
2013-12-27,4992813350
2013-12-30,4994893400
2013-12-31,5038097790
2014-01-02,5025051060
2014-01-03,5117064840
2014-01-06,5083418010
2014-01-07,5080671330
2014-01-08,5204958600
2014-01-09,5314139130
2014-01-10,5430186360
2014-01-13,5318259150
2014-01-14,5450786460
2014-01-15,5406152910
2014-01-16,5436366390
2014-01-17,5391046170
2014-01-21,5497480020
2014-01-22,5621767290
2014-01-23,5586060450
2014-01-24,5469326550
2014-01-27,5410959600
2014-01-28,5461086510
2014-01-29,5269505580
2014-01-30,5347785960
2014-01-31,5429499690
2014-02-03,5128738230
2014-02-04,5192598540
2014-02-05,5156891700
2014-02-06,5242038780
2014-02-07,5343665940
2014-02-10,5267445570
2014-02-11,5322379170
2014-02-12,5372506080
2014-02-13,5456279820
2014-02-14,5595673830
2014-02-18,5423319660
2014-02-19,5379372780
2014-02-20,5505033390
2014-02-21,5599107180
2014-02-24,5733694500
2014-02-25,5842875030
2014-02-26,5897121960
2014-02-27,5925962100
2014-02-28,5949308880
2014-03-03,5912915370
2014-03-04,6118916370
2014-03-05,6143636490
2014-03-06,6244576980
2014-03-07,6138829800
2014-03-10,6105869640
2014-03-11,6098316270
2014-03-12,6099689610
2014-03-13,6002182470
2014-03-14,6282343830
2014-03-17,6310497300
2014-03-18,6355817520
2014-03-19,6343457460
2014-03-20,6346204140
2014-03-21,6232216920
2014-03-24,6270670440
2014-03-25,6374357610
2014-03-26,6318737340
2014-03-27,6288523860
2014-03-28,6230156910
2014-03-31,6404518470
2014-04-01,6458741700
2014-04-02,6512278560
2014-04-03,6507473970
2014-04-04,6337254210
2014-04-07,6164975340
2014-04-08,6232925970
2014-04-09,6523260480
2014-04-10,6291953790
2014-04-11,6213021240
2014-04-14,6132715950
2014-04-15,6167034450
2014-04-16,6336567840
2014-04-17,6379122780
2014-04-21,6357158940
2014-04-22,6437464230
2014-04-23,6586406520
2014-04-24,6503355750
2014-04-25,6412754910
2014-04-28,6408636690
2014-04-29,6447759780
2014-04-30,6457368960
2014-05-01,6587779260
2014-05-02,6561697200
2014-05-05,6532183290
2014-05-06,6499237530
2014-05-07,6456682590
2014-05-08,6499923900
2014-05-09,6497178420
2014-05-12,6718875930
2014-05-13,6714071340
2014-05-14,6659161740
2014-05-15,6565129050
2014-05-16,6562383570
2014-05-19,6658475370
2014-05-20,6576110970
2014-05-21,6580915560
2014-05-22,6647493450
2014-05-23,6729857850
2014-05-27,6741526140
2014-05-28,6823204170
2014-05-29,6823204170
2014-05-30,6757999020
2014-06-02,6868504590
2014-06-03,6856149930
2014-06-04,6810849510
2014-06-05,6788199300
2014-06-06,6857522670
2014-06-09,6795749370
2014-06-10,6777217380
2014-06-11,6646807080
2014-06-12,6381181890
2014-06-13,6530124180
2014-06-16,6411382170
2014-06-17,6516396780
2014-06-18,6531496920
2014-06-19,6512278560
2014-06-20,6521887740
2014-06-23,6439523340
2014-06-24,6423736830
2014-06-25,6541106100
2014-06-26,6488941980
2014-06-27,6546597060
2014-06-30,6409459125
2014-07-01,6580063350
2014-07-02,6460707825
2014-07-03,6527466000
2014-07-07,6382486125
2014-07-08,6526791675
2014-07-09,6531511950
2014-07-10,6609733650
2014-07-11,6654239100
2014-07-14,6709533750
2014-07-15,6713579700
2014-07-16,6667725600
2014-07-17,6495098400
2014-07-18,6571971450
2014-07-21,6520722750
2014-07-22,6590852550
