,AJG
2013-11-29,6158824360
2013-12-02,6121770840
2013-12-03,6033107060
2013-12-04,6039723760
2013-12-05,6099274060
2013-12-06,6185291160
2013-12-09,6217051320
2013-12-10,6186614500
2013-12-11,6086040660
2013-12-12,6076777280
2013-12-13,6060897200
2013-12-16,6074130600
2013-12-17,6025167020
2013-12-18,6067513900
2013-12-19,6088687340
2013-12-20,6086040660
2013-12-23,6101920740
2013-12-24,6112507460
2013-12-26,6109860780
2013-12-27,6136327580
2013-12-30,6176027780
2013-12-31,6298006000
2014-01-02,6193330000
2014-01-03,6194672000
2014-01-06,6189304000
2014-01-07,6354370000
2014-01-08,6334240000
2014-01-09,6438916000
2014-01-10,6449652000
2014-01-13,6397314000
2014-01-14,6487228000
2014-01-15,6536882000
2014-01-16,6546276000
2014-01-17,6510042000
2014-01-21,6577142000
2014-01-22,6628138000
2014-01-23,6500648000
2014-01-24,6340950000
2014-01-27,6234932000
2014-01-28,6366448000
2014-01-29,6307400000
2014-01-30,6247010000
2014-01-31,6204066000
2014-02-03,5955796000
2014-02-04,5969216000
2014-02-05,6004108000
2014-02-06,5982636000
2014-02-07,6081944000
2014-02-10,6072550000
2014-02-11,6131598000
2014-02-12,6073892000
2014-02-13,6120862000
2014-02-14,6120862000
2014-02-18,6142334000
2014-02-19,6120862000
2014-02-20,6181252000
2014-02-21,6150386000
2014-02-24,6100732000
2014-02-25,6122204000
2014-02-26,6126230000
2014-02-27,6167832000
2014-02-28,6200040000
2014-03-03,6187962000
2014-03-04,6298006000
2014-03-05,6285928000
2014-03-06,6336924000
2014-03-07,6312768000
2014-03-10,6342292000
2014-03-11,6306058000
2014-03-12,6289954000
2014-03-13,6221512000
2014-03-14,6233590000
2014-03-17,6304716000
2014-03-18,6335582000
2014-03-19,6273850000
2014-03-20,6308742000
2014-03-21,6314110000
2014-03-24,6320820000
2014-03-25,6323504000
2014-03-26,6311426000
2014-03-27,6267140000
2014-03-28,6291296000
2014-03-31,7339310160
2014-04-01,7387128280
2014-04-02,7436488920
2014-04-03,7404096000
2014-04-04,7225163680
2014-04-07,6893521880
2014-04-08,6723844680
2014-04-09,6830278560
2014-04-10,6734642319
2014-04-11,6845703760
2014-04-14,6901234480
2014-04-15,6944425040
2014-04-16,6982988040
2014-04-17,6967562840
2014-04-21,6970647880
2014-04-22,6947510080
2014-04-23,6933627400
2014-04-24,6890436840
2014-04-25,6861128959
2014-04-28,6885809280
2014-04-29,6873469120
2014-04-30,6944425040
2014-05-01,6953680160
2014-05-02,6887351800
2014-05-05,6902777000
2014-05-06,6844161240
2014-05-07,6885809280
2014-05-08,6947510080
2014-05-09,7006125840
2014-05-12,7073996720
2014-05-13,7040061280
2014-05-14,6969105360
2014-05-15,6933627400
2014-05-16,6992243160
2014-05-19,6987615600
2014-05-20,7003040800
2014-05-21,7072454200
2014-05-22,7078624280
2014-05-23,7087879400
2014-05-27,7111017200
2014-05-28,7075539240
2014-05-29,7089421920
2014-05-30,7069369160
2014-06-02,7120272319
2014-06-03,7101762080
2014-06-04,7129527440
2014-06-05,7078624280
2014-06-06,7084794360
2014-06-09,7077081760
2014-06-10,7041603800
2014-06-11,7081709319
2014-06-12,7049316400
2014-06-13,7009210880
2014-06-16,7027721120
2014-06-17,7087879400
2014-06-18,7154207760
2014-06-19,7135697520
2014-06-20,7157292800
2014-06-23,7169632959
2014-06-24,7198940840
2014-06-25,7211281000
2014-06-26,7151122720
2014-06-27,7157292800
2014-06-30,7466764600
2014-07-01,7564505510
2014-07-02,7466764600
2014-07-03,7494003870
2014-07-07,7453946120
2014-07-08,7426706850
2014-07-09,7481185390
2014-07-10,7463559980
2014-07-11,7495606180
2014-07-14,7468366910
2014-07-15,7455548430
2014-07-16,7413888370
2014-07-17,7380239860
2014-07-18,7441127640
2014-07-21,7409081440
2014-07-22,7444332260
2014-07-23,7474776150
2014-07-24,7473173840
2014-07-25,7312942840
2014-07-28,7341784420
2014-07-29,7226418100
2014-07-30,7346591350
2014-07-31,7210395000
2014-08-01,7163928010
2014-08-04,7175144180
2014-08-05,7106244850
2014-08-06,7183155730
2014-08-07,7200781140
2014-08-08,7205588070
2014-08-11,7232827340
2014-08-12,7239236580
2014-08-13,7308135910
2014-08-14,7340182110
2014-08-15,7309738220
2014-08-18,7418695300
2014-08-19,7412286060
2014-08-20,7426706850
2014-08-21,7481185390
2014-08-22,7490799250
2014-08-25,7529254690
2014-08-26,7550084720
2014-08-27,7551687030
2014-08-28,7545277790
2014-08-29,7567710129
2014-09-02,7542073170
2014-09-03,7479583080
2014-09-04,7444332260
2014-09-05,7418695300
2014-09-08,7460355360
2014-09-09,7380239860
2014-09-10,7405876820
2014-09-11,7375432930
2014-09-12,7327363629
2014-09-15,7301726670
2014-09-16,7279294330
2014-09-17,7292112810
2014-09-18,7284101260
2014-09-19,7242441200
2014-09-22,7176746490
2014-09-23,7175144180
2014-09-24,7284101260
2014-09-25,7171939560
2014-09-26,7282498950
2014-09-29,7221611170
2014-09-30,7380298800
2014-10-01,7292438100
2014-10-02,7282675800
2014-10-03,7399823399
2014-10-06,7445380800
2014-10-07,7313589750
2014-10-08,7375417650
2014-10-09,7292438100
2014-10-10,7290811050
2014-10-13,7186679850
2014-10-14,7207831500
2014-10-15,7181798700
2014-10-16,7141122450
2014-10-17,7259897100
2014-10-20,7302200400
2014-10-21,7364028300
2014-10-22,7370536500
2014-10-23,7381925850
2014-10-24,7451889000
2014-10-27,7479548850
2014-10-28,7525106250
2014-10-29,7713844049
2014-10-30,7656897300
2014-10-31,7761028500
2014-11-03,7798450650
2014-11-04,7795196549
2014-11-05,7839126900
2014-11-06,7822856400
2014-11-07,7826110500
2014-11-10,7852143300
2014-11-11,7839126900
2014-11-12,7793569500
2014-11-13,7796823600
2014-11-14,7767536700
2014-11-17,7796823600
2014-11-18,7778926050
2014-11-19,7765909649
2014-11-20,7778926050
2014-11-21,7785434250
2014-11-24,7804958850
2014-11-25,7819602300
2014-11-26,7816348200
2014-11-28,7801704750
2014-12-01,7749639150
2014-12-02,7806585899
2014-12-03,7834245750
2014-12-04,7915598250
2014-12-05,7912344150
2014-12-08,7946512200
2014-12-09,7886311350
2014-12-10,7746385050
2014-12-11,7777299000
2014-12-12,7650389100
2014-12-15,7577171850
2014-12-16,7529987400
2014-12-17,7632491549
2014-12-18,7717098150
2014-12-19,7715471100
2014-12-22,7743130950
2014-12-23,7725233399
2014-12-24,7720352250
2014-12-26,7725233399
2014-12-29,7730114550
2014-12-30,7783807200
2014-12-31,7795223920
2015-01-02,7778666519
2015-01-05,7732305800
2015-01-06,7717404140
2015-01-07,7791912440
2015-01-08,7927683120
2015-01-09,7820060019
2015-01-12,7795223920
2015-01-13,7833305940
2015-01-14,7778666519
2015-01-15,7732305800
2015-01-16,7646207320
2015-01-20,7546862920
2015-01-21,7507125160
2015-01-22,7644551580
2015-01-23,7535272740
2015-01-26,7566731800
2015-01-27,7503813680
2015-01-28,7439239820
2015-01-29,7465731660
2015-01-30,7356452820
2015-02-02,7477321839
2015-02-03,7555141620
2015-02-04,7669387680
2015-02-05,7690912300
2015-02-06,7669387680
2015-02-09,7616404000
2015-02-10,7656141760
2015-02-11,7752174680
2015-02-12,7820060019
2015-02-13,7864765000
2015-02-17,7947552000
2015-02-18,8003847160
2015-02-19,8030339000
2015-02-20,8038617700
2015-02-23,7926027380
2015-02-24,7881322400
2015-02-25,7828338720
2015-02-26,7834961680
2015-02-27,7780322260
2015-03-02,7773699300
2015-03-03,7750518940
2015-03-04,7705813960
2015-03-05,7692568040
2015-03-06,7584944940
2015-03-09,7629649920
2015-03-10,7556797360
2015-03-11,7644551580
2015-03-12,7768732080
2015-03-13,7699191000
2015-03-16,7854830560
2015-03-17,7861453519
2015-03-18,7904502760
2015-03-19,7879666660
2015-03-20,7887945360
2015-03-23,7848207600
2015-03-24,7791912440
2015-03-25,7667731940
2015-03-26,7720715620
2015-03-27,7748863200
2015-03-30,7849863339
2015-03-31,7976157750
2015-04-01,7972745489
2015-04-02,7994925180
2015-04-06,8040990690
2015-04-07,7989806790
2015-04-08,8076819420
2015-04-09,8081937810
2015-04-10,8129709450
2015-04-13,8139946230
2015-04-14,8179187220
2015-04-15,8151889140
2015-04-16,8186011739
2015-04-17,8131415579
2015-04-20,8174068829
2015-04-21,8131415579
2015-04-22,8139946230
2015-04-23,8148476880
2015-04-24,8370273780
2015-04-27,8279848890
2015-04-28,8303734710
2015-04-29,8283261149
2015-04-30,8160419790
2015-05-01,8175774960
2015-05-04,8139946230
2015-05-05,8051227470
2015-05-06,8104117500
2015-05-07,8145064620
2015-05-08,8165538180
2015-05-11,8160419790
2015-05-12,8153595270
2015-05-13,8238901770
2015-05-14,8250844680
2015-05-15,8192836260
2015-05-18,8249138550
2015-05-19,8308853100
2015-05-20,8445343500
2015-05-21,8390747340
2015-05-22,8397571860
2015-05-26,8375392170
2015-05-27,8375392170
2015-05-28,8325914399
2015-05-29,8266199850
2015-06-01,8283261149
2015-06-02,8250844680
2015-06-03,8232077250
2015-06-04,8165538180
2015-06-05,8170656570
2015-06-08,8138240100
2015-06-09,8104117500
2015-06-10,8203073040
2015-06-11,8298616320
2015-06-12,8276436630
2015-06-15,8288379540
2015-06-16,8373686040
2015-06-17,8416339290
2015-06-18,8397571860
2015-06-19,8365155390
2015-06-22,8366861520
2015-06-23,8370273780
2015-06-24,8303734710
2015-06-25,8262787590
2015-06-26,8218428210
2015-06-29,8063170380
2015-06-30,8322718799
2015-07-01,8410696799
2015-07-02,8371986480
2015-07-06,8347352640
2015-07-07,8357910000
2015-07-08,8287527600
2015-07-09,8326237920
2015-07-10,8371986480
2015-07-13,8421254160
2015-07-14,8465243160
2015-07-15,8437090200
2015-07-16,8479319640
2015-07-17,8484598320
2015-07-20,8472281400
2015-07-21,8421254160
2015-07-22,8401899000
2015-07-23,8387822520
2015-07-24,8345593080
2015-07-27,8331516600
2015-07-28,8303363640
2015-07-29,8428292400
2015-07-30,8386062959
2015-07-31,8345593080
2015-08-03,8430051959
2015-08-04,8417735040
2015-08-05,8421254160
2015-08-06,8350871760
2015-08-07,8375505600
2015-08-10,8431811520
2015-08-11,8396620320
2015-08-12,8299844520
2015-08-13,8275210680
2015-08-14,8322718799
2015-08-17,8394860760
2015-08-18,8387822520
2015-08-19,8291046720
2015-08-20,8152041480
2015-08-21,7884588360
2015-08-24,7581944040
2015-08-25,7499244720
2015-08-26,7618894799
2015-08-27,7784293440
2015-08-28,7719189720
2015-08-31,7692796320
2015-09-01,7448217480
2015-09-02,7462293959
2015-09-03,7460534400
2015-09-04,7332086520
2015-09-08,7471091760
2015-09-09,7428862320
2015-09-10,7407747600
2015-09-11,7390152000
2015-09-14,7391911560
2015-09-15,7435900560
2015-09-16,7474610879
2015-09-17,7472851320
2015-09-18,7363758600
2015-09-21,7448217480
2015-09-22,7439419680
2015-09-23,7409507160
2015-09-24,7369037280
2015-09-25,7388392440
2015-09-28,7238829840
2015-09-29,7175485680
2015-09-30,7298716800
2015-10-01,7291644400
2015-10-02,7392426100
2015-10-05,7445469100
2015-10-06,7449005300
2015-10-07,7459613900
2015-10-08,7523265499
2015-10-09,7525033600
2015-10-12,7548018900
2015-10-13,7471990600
2015-10-14,7505584500
2015-10-15,7512656900
2015-10-16,7576308500
2015-10-19,7551555100
2015-10-20,7682394500
2015-10-21,7624047200
2015-10-22,7705379800
2015-10-23,7701843600
2015-10-26,7730133200
2015-10-27,7717756500
2015-10-28,7788480499
2015-10-29,7806161500
2015-10-30,7731901299
2015-11-02,7723060800
2015-11-03,7765495200
2015-11-04,7781408100
2015-11-05,7795552900
2015-11-06,7790248600
2015-11-09,7717756500
2015-11-10,7783176200
2015-11-11,7820306299
2015-11-12,7650568700
2015-11-13,7599293799
2015-11-16,7698307400
2015-11-17,7643496299
2015-11-18,7746046100
2015-11-19,7756654700
2015-11-20,7813233900
2015-11-23,7799089100
2015-11-24,7802625300
2015-11-25,7770799500
2015-11-27,7779640000
2015-11-30,7735437500
2015-12-01,7754886600
2015-12-02,7684162600
2015-12-03,7595757600
2015-12-04,7765495200
2015-12-07,7783176200
2015-12-08,7661177300
2015-12-09,7638192000
2015-12-10,7682394500
2015-12-11,7675322099
2015-12-14,7565699900
2015-12-15,7701843600
2015-12-16,7519729300
2015-12-17,7295180600
2015-12-18,7086544800
2015-12-21,7127211100
2015-12-22,7162573100
2015-12-23,7252746200
2015-12-24,7275731500
2015-12-28,7305789200
2015-12-29,7349991700
2015-12-30,7316397800
2015-12-31,7247935720
2016-01-04,7116927600
2016-01-05,7136401780
2016-01-06,6998312140
2016-01-07,6853140980
2016-01-08,6780555399
2016-01-11,6667251079
2016-01-12,6706199440
2016-01-13,6550406000
2016-01-14,6674332600
2016-01-15,6658399180
2016-01-19,6584043220
2016-01-20,6516768780
2016-01-21,6506146500
2016-01-22,6665480700
2016-01-25,6529161440
2016-01-26,6612369300
2016-01-27,6562798660
2016-01-28,6415857120
2016-01-29,6663710320
2016-02-01,6697347540
2016-02-02,6637154620
2016-02-03,6823044520
2016-02-04,6847829840
2016-02-05,6784096160
2016-02-08,6759310840
2016-02-09,6695577160
2016-02-10,6727444000
2016-02-11,6695577160
2016-02-12,6814192620
2016-02-16,6904482000
2016-02-17,6973526820
2016-02-18,7031949360
2016-02-19,6980608340
2016-02-22,7069127340
2016-02-23,7001852899
2016-02-24,7019556700
2016-02-25,7083290380
2016-02-26,7092142280
2016-02-29,7054964300
2016-03-01,7189513180
2016-03-02,7136401780
2016-03-03,7203676220
2016-03-04,7258558000
2016-03-07,7290424840
2016-03-08,7237313440
2016-03-09,7274491420
2016-03-10,7348847380
2016-03-11,7541818800
2016-03-14,7515263100
2016-03-15,7554211460
2016-03-16,7607322860
2016-03-17,7738330980
2016-03-18,7733019840
2016-03-21,7807375800
2016-03-22,7807375800
2016-03-23,7793212760
2016-03-24,7786131239
2016-03-28,7777279340
2016-03-29,7837472260
2016-03-30,7855176060
2016-03-31,7891419199
2016-04-01,7918031450
2016-04-04,7884322600
2016-04-05,7758357949
2016-04-06,7806260000
2016-04-07,7705133450
2016-04-08,7733519850
2016-04-11,7770776999
2016-04-12,7822227350
2016-04-13,7948191999
2016-04-14,7928676350
2016-04-15,7973030100
2016-04-18,8036899499
2016-04-19,8042221950
2016-04-20,8049318550
2016-04-21,7939321250
2016-04-22,7988997450
2016-04-25,7967707649
2016-04-26,7996094050
2016-04-27,8008513100
2016-04-28,7882548450
2016-04-29,8168186600
2016-05-02,8320763500
2016-05-03,8230281850
2016-05-04,8349149900
2016-05-05,8352698200
2016-05-06,8331408400
2016-05-09,8322537649
2016-05-10,8469792100
2016-05-11,8363343100
2016-05-12,8425438350
2016-05-13,8361568950
2016-05-16,8411245149
2016-05-17,8372213850
2016-05-18,8439631550
2016-05-19,8448502300
2016-05-20,8476888700
2016-05-23,8444954000
2016-05-24,8538983950
2016-05-25,8540758100
2016-05-26,8517694150
2016-05-27,8551403000
2016-05-31,8574466950
2016-06-01,8498178500
2016-06-02,8560273750
2016-06-03,8491081900
2016-06-06,8483985300
2016-06-07,8494630200
2016-06-08,8501726800
2016-06-09,8579789400
2016-06-10,8521242450
2016-06-13,8439631550
2016-06-14,8303021999
2016-06-15,8223185250
2016-06-16,8269313150
2016-06-17,8265764850
2016-06-20,8303021999
2016-06-21,8301247850
2016-06-22,8303021999
2016-06-23,8437857400
2016-06-24,8045770250
2016-06-27,7816904900
2016-06-28,8033351200
2016-06-29,8224959400
2016-06-30,8454283600
2016-07-01,8489805799
2016-07-05,8445403049
2016-07-06,8502238570
2016-07-07,8525328000
2016-07-08,8649655700
2016-07-11,8699386780
2016-07-12,8733132870
2016-07-13,8662088470
2016-07-14,8694058450
2016-07-15,8706491220
2016-07-18,8637222930
2016-07-19,8649655700
2016-07-20,8663864580
2016-07-21,8637222930
2016-07-22,8731356760
2016-07-25,8795296720
2016-07-26,8784640060
2016-07-27,8791744500
2016-07-28,8775759510
2016-07-29,8736685090
2016-08-01,8800625050
2016-08-02,8699386780
2016-08-03,8702939000
2016-08-04,8685177900
2016-08-05,8756222300
2016-08-08,8775759510
2016-08-09,8805953380
2016-08-10,8832595030
2016-08-11,8836147250
2016-08-12,8770431180
2016-08-15,8756222300
2016-08-16,8662088470
2016-08-17,8631894600
2016-08-18,8617685720
2016-08-19,8621237940
2016-08-22,8667416800
2016-08-23,8608805170
2016-08-24,8633670710
2016-08-25,8683401790
2016-08-26,8706491220
2016-08-29,8804177270
2016-08-30,8798848940
2016-08-31,8775759510
2016-09-01,8777535620
2016-09-02,8878773890
2016-09-06,8889430550
2016-09-07,8960474950
2016-09-08,8932057190
2016-09-09,8733132870
2016-09-12,8914296090
2016-09-13,8813057820
2016-09-14,8777535620
2016-09-15,8884102220
2016-09-16,8818386150
2016-09-19,8862788900
2016-09-20,8894758880
2016-09-21,8997773260
2016-09-22,9075922100
2016-09-23,9001325480
2016-09-26,8955146620
2016-09-27,9022638800
2016-09-28,9052832670
2016-09-29,8937385520
2016-09-30,9063711380
2016-10-03,8990660040
2016-10-04,8958588720
2016-10-05,8983533080
2016-10-06,9044112240
2016-10-07,9010259180
2016-10-10,9003132220
2016-10-11,8876628680
2016-10-12,8992441780
2016-10-13,8921172180
2016-10-14,8951461760
2016-10-17,8892664340
2016-10-18,8912263480
2016-10-19,8912263480
2016-10-20,8762597320
2016-10-21,8725180780
2016-10-24,8650347700
2016-10-25,8618276380
2016-10-26,8643220740
2016-10-27,8570169400
2016-10-28,8611149420
2016-10-31,8593332020
2016-11-01,8489991100
2016-11-02,8436538900
2016-11-03,8493554580
2016-11-04,8459701519
2016-11-07,8653911180
2016-11-08,8718053820
2016-11-09,8890882600
2016-11-10,9122508800
2016-11-11,9183087960
2016-11-14,9286428880
2016-11-15,9099346180
2016-11-16,9061929640
2016-11-17,9199123620
2016-11-18,9179524480
2016-11-21,9158143600
2016-11-22,9120727060
2016-11-23,9204468840
2016-11-25,9240103640
2016-11-28,9126072280
2016-11-29,9131417500
2016-11-30,8971060900
2016-12-01,8860593020
2016-12-02,8759033840
2016-12-05,8787541680
2016-12-06,8876628680
2016-12-07,8987096560
2016-12-08,8935426100
2016-12-09,9044112240
2016-12-12,9031640060
2016-12-13,9095782700
2016-12-14,8949680020
2016-12-15,9054802680
2016-12-16,9184869700
2016-12-19,9206250580
2016-12-20,9241885380
2016-12-21,9216941020
2016-12-22,9261484520
2016-12-23,9266829740
2016-12-27,9256139300
2016-12-28,9197341880
2016-12-29,9236540160
2016-12-30,9257921040
2017-01-03,9345213600
2017-01-04,9463281000
2017-01-05,9484747800
2017-01-06,9506214600
2017-01-09,9373836000
2017-01-10,9377413800
2017-01-11,9388147200
2017-01-12,9406036200
2017-01-13,9447180900
2017-01-17,9404247300
2017-01-18,9468647700
2017-01-19,9422136300
2017-01-20,9452547600
2017-01-23,9434658600
2017-01-24,9522314700
2017-01-25,9622493100
2017-01-26,9622493100
2017-01-27,9770971800
2017-01-30,9636804300
2017-01-31,9629648700
2017-02-01,9559881600
2017-02-02,9651115500
2017-02-03,9661848900
2017-02-06,9663637800
2017-02-07,9647537700
2017-02-08,9670793400
2017-02-09,9787071900
2017-02-10,9869361300
2017-02-13,9937339500
2017-02-14,9939128400
2017-02-15,9985639800
2017-02-16,10101918300
2017-02-17,10185996600
2017-02-21,10044673500
2017-02-22,10057195800
2017-02-23,10101918300
2017-02-24,10171685400
2017-02-27,10193152200
2017-02-28,10187785500
2017-03-01,10332686400
2017-03-02,10157374200
2017-03-03,10171685400
2017-03-06,10089396000
2017-03-07,10075084800
2017-03-08,10044673500
2017-03-09,10060773600
2017-03-10,10135907400
2017-03-13,10194941100
2017-03-14,10169896500
2017-03-15,10209252300
2017-03-16,10171685400
2017-03-17,10184207700
2017-03-20,10175263200
2017-03-21,10019628900
2017-03-22,10039306800
2017-03-23,10067929200
2017-03-24,10096551600
2017-03-27,10114440600
2017-03-28,10198518900
2017-03-29,10159163100
2017-03-30,10155585300
2017-03-31,10169284400
2017-04-03,10075757200
2017-04-04,10140506800
2017-04-05,10072160000
2017-04-06,10144104000
2017-04-07,10131513800
2017-04-10,10133312400
2017-04-11,10126118000
2017-04-12,10034389400
2017-04-13,9984028600
2017-04-17,10122520800
2017-04-18,10079354400
2017-04-19,10039785200
2017-04-20,10117125000
2017-04-21,10002014600
2017-04-24,10081153000
2017-04-25,10151298400
2017-04-26,10135111000
2017-04-27,10203457800
2017-04-28,10037986600
2017-05-01,10061368400
2017-05-02,9904890200
2017-05-03,9894098600
2017-05-04,9957049600
2017-05-05,10020000600
2017-05-08,9978632800
2017-05-09,9931869200
2017-05-10,9978632800
2017-05-11,9915681800
2017-05-12,9843737800
2017-05-15,9926473400
2017-05-16,9948056600
2017-05-17,9885105600
2017-05-18,9960646800
2017-05-19,10028993600
2017-05-22,10120722200
2017-05-23,10196263400
2017-05-24,10223242400
2017-05-25,10350943000
2017-05-26,10273603200
2017-05-30,10246624200
2017-05-31,10203457800
2017-06-01,10334755600
2017-06-02,10314971000
2017-06-05,10235832600
2017-06-06,10117125000
2017-06-07,10239429800
2017-06-08,10322165400
2017-06-09,10410296800
2017-06-12,10440873000
2017-06-13,10455261800
2017-06-14,10426484200
2017-06-15,10577566600
2017-06-16,10606344200
2017-06-19,10613538600
2017-06-20,10550587600
2017-06-21,10413894000
2017-06-22,10270006000
2017-06-23,10199860600
2017-06-26,10226839600
2017-06-27,10163888600
2017-06-28,10322165400
2017-06-29,10255617200
2017-06-30,10334254750
2017-07-03,10384797830
2017-07-05,10377577390
2017-07-06,10318008760
2017-07-07,10417289810
2017-07-10,10372162060
2017-07-11,10245804360
2017-07-12,10265660570
2017-07-13,10390213160
2017-07-14,10399238710
2017-07-17,10379382500
2017-07-18,10390213160
2017-07-19,10413679590
2017-07-20,10518375970
2017-07-21,10586970150
2017-07-24,10619462130
2017-07-25,10668200100
2017-07-26,10590580370
2017-07-27,10475053330
2017-07-28,10724158510
2017-07-31,10612241690
2017-08-01,10684446090
2017-08-02,10653759220
2017-08-03,10586970150
2017-08-04,10653759220
2017-08-07,10633903010
2017-08-08,10615851910
2017-08-09,10632097900
2017-08-10,10579749710
2017-08-11,10545452620
2017-08-14,10624877460
2017-08-15,10599605920
2017-08-16,10633903010
2017-08-17,10442561350
2017-08-18,10458807340
2017-08-21,10493104430
2017-08-22,10581554820
2017-08-23,10507545310
2017-08-24,10525596410
2017-08-25,10538232180
2017-08-28,10523791300
2017-08-29,10476858440
2017-08-30,10437146020
2017-08-31,10451586900
2017-09-01,10455197120
2017-09-05,10417289810
2017-09-06,10502129980
2017-09-07,10411874480
2017-09-08,10774701590
2017-09-11,10837880440
2017-09-12,10888423520
2017-09-13,10823439560
2017-09-14,10830660000
2017-09-15,10899254180
2017-09-18,10902864400
2017-09-19,10897449070
2017-09-20,10960627920
2017-09-21,10951602370
2017-09-22,11009365890
2017-09-25,10989509680
2017-09-26,11097816280
2017-09-27,11124892930
2017-09-28,11103231610
2017-09-29,11110452050
2017-10-02,11168234220
2017-10-03,11224356000
2017-10-04,11151940800
2017-10-05,11188148400
2017-10-06,11180906880
2017-10-09,11151940800
2017-10-10,11200821060
2017-10-11,11173665360
2017-10-12,11231597520
2017-10-13,11227976760
2017-10-16,11246080560
2017-10-17,11202631440
2017-10-18,11247890940
2017-10-19,11340220320
2017-10-20,11390910960
2017-10-23,11398152480
2017-10-24,11374617540
2017-10-25,11322116520
2017-10-26,11269615500
2017-10-27,11322116520
2017-10-30,11358324120
2017-10-31,11465136540
2017-11-01,11514016800
2017-11-02,11564707440
2017-11-03,11530310220
2017-11-06,11611777320
2017-11-07,11533930980
2017-11-08,11501344140
2017-11-09,11523068700
2017-11-10,11600915040
2017-11-13,11575569720
2017-11-14,11785573799
2017-11-15,11827212540
2017-11-16,11917731540
2017-11-17,11943076860
2017-11-20,11950318380
2017-11-21,12122304479
2017-11-22,12060751560
2017-11-24,11838074820
2017-11-27,11896006979
2017-11-28,12062561940
2017-11-29,12024543960
2017-11-30,11917731540
2017-12-01,12051699659
2017-12-04,12053510040
2017-12-05,11915921159
2017-12-06,11917731540
2017-12-07,11816350260
2017-12-08,11892386220
2017-12-11,11854368240
2017-12-12,11729452020
2017-12-13,11624449979
2017-12-14,11530310220
2017-12-15,11582811240
2017-12-18,11559276300
2017-12-19,11658847200
2017-12-20,11624449979
2017-12-21,11401773240
2017-12-22,11332978800
2017-12-26,11389100580
2017-12-27,11445222360
2017-12-28,11519447940
2017-12-29,11456084640
2018-01-02,11321157000
2018-01-03,11406744000
2018-01-04,11512362000
2018-01-05,11565171000
2018-01-08,11572455000
2018-01-09,11587023000
2018-01-10,11576097000
2018-01-11,11545140000
2018-01-12,11632548000
2018-01-16,11548782000
2018-01-17,11663505000
2018-01-18,11659863000
2018-01-19,11707209000
2018-01-22,11790975000
2018-01-23,11756376000
2018-01-24,11858352000
2018-01-25,11954865000
2018-01-26,12836229000
2018-01-29,12705117000
2018-01-30,12624993000
2018-01-31,12441071999
2018-02-01,12599499000
2018-02-02,12486596999
2018-02-05,12067767000
2018-02-06,11909340000
2018-02-07,12038631000
2018-02-08,11727240000
2018-02-09,11825574000
2018-02-12,12056840999
2018-02-13,12197058000
2018-02-14,12419220000
2018-02-15,12574005000
2018-02-16,12559437000
2018-02-20,12621351000
2018-02-21,12548511000
2018-02-22,12406473000
2018-02-23,12563079000
2018-02-26,12703296000
2018-02-27,12743358000
2018-02-28,12584931000
2018-03-01,12450177000
2018-03-02,12502986000
2018-03-05,12685086000
2018-03-06,12675981000
2018-03-07,12665055000
2018-03-08,12756105000
2018-03-09,13225923000
2018-03-12,13058390999
2018-03-13,12978267000
2018-03-14,12881754000
2018-03-15,12881754000
2018-03-16,12930921000
2018-03-19,12841692000
2018-03-20,12901784999
2018-03-21,12796167000
2018-03-22,12486596999
2018-03-23,12144249000
2018-03-26,12424683000
2018-03-27,12297213000
2018-03-28,12419220000
2018-03-29,12515733000
2018-04-02,12253265199
2018-04-03,12390224199
2018-04-04,12490660800
2018-04-05,12496139160
2018-04-06,12251439080
2018-04-09,12313527160
2018-04-10,12485182440
2018-04-11,12426746600
2018-04-12,12519878720
2018-04-13,12499791400
2018-04-16,12651359360
2018-04-17,12718925800
2018-04-18,12749969839
2018-04-19,12801101199
2018-04-20,12777361640
2018-04-23,12832145240
2018-04-24,12702490720
2018-04-25,12669620560
2018-04-26,12824840760
2018-04-27,12896059440
2018-04-30,12781013880
2018-05-01,12766404920
2018-05-02,12534487680
2018-05-03,12519878720
2018-05-04,12589271280
2018-05-07,12603880240
2018-05-08,12547270519
2018-05-09,12538139920
2018-05-10,12647707120
2018-05-11,12552748880
2018-05-14,12335440600
2018-05-15,12209438320
2018-05-16,12165611440
2018-05-17,12224047280
2018-05-18,12331788360
2018-05-21,12437703320
2018-05-22,12443181680
2018-05-23,12419442120
2018-05-24,12445007800
2018-05-25,12348223440
2018-05-29,12015869600
2018-05-30,12231351760
2018-05-31,12103523360
2018-06-01,12094392760
2018-06-04,12138219640
2018-06-05,12125436800
2018-06-06,12218568920
2018-06-07,12278830880
2018-06-08,12377441360
2018-06-11,12278830880
2018-06-12,12119958440
2018-06-13,12081609920
2018-06-14,12048739760
2018-06-15,12017695720
2018-06-18,12123610680
2018-06-19,12056044240
2018-06-20,11970216600
2018-06-21,11964738240
2018-06-22,12187524880
2018-06-25,12121784560
2018-06-26,12057870360
2018-06-27,11827779240
2018-06-28,11891693440
2018-06-29,11920911360
2018-07-02,11961374880
2018-07-03,12010862640
2018-07-05,12113503920
2018-07-06,12245471280
2018-07-09,12494742960
2018-07-10,12470915520
2018-07-11,12498408720
2018-07-12,12584554080
2018-07-13,12621211680
2018-07-16,12731184479
2018-07-17,12773340720
2018-07-18,12921804000
