,DISH
2013-11-26,24880133811
2013-11-27,24985987136
2013-11-29,24926156996
2013-12-02,24778882804
2013-12-03,24728257300
2013-12-04,24650017886
2013-12-05,24893940766
2013-12-06,25206898424
2013-12-09,25147068284
2013-12-10,25055021914
2013-12-11,24742064256
2013-12-12,24406095005
2013-12-13,24525755286
2013-12-16,24686836434
2013-12-17,25308149431
2013-12-18,25446218986
2013-12-19,25694744185
2013-12-20,25998497206
2013-12-23,26049122710
2013-12-24,26348273412
2013-12-26,26513956878
2013-12-27,26546173108
2013-12-30,26569184700
2013-12-31,26656628752
2014-01-02,26578389337
2014-01-03,26601400930
2014-01-06,26629014841
2014-01-07,26200999220
2014-01-08,26675038026
2014-01-09,25993894888
2014-01-10,26329864138
2014-01-13,25749972007
2014-01-14,25823609103
2014-01-15,26062929665
2014-01-16,25478435216
2014-01-17,25243716972
2014-01-21,24898543085
2014-01-22,26062929665
2014-01-23,25455423623
2014-01-24,25128659010
2014-01-27,25211500743
2014-01-28,25496844490
2014-01-29,25538265356
2014-01-30,25993894888
2014-01-31,25947871703
2014-02-03,25128659010
2014-02-04,26039918073
2014-02-05,26352875731
2014-02-06,26352875731
2014-02-07,26141169080
2014-02-10,26242420087
2014-02-11,26265431679
2014-02-12,26467933693
2014-02-13,26840721492
2014-02-14,26187192265
2014-02-18,26274636316
2014-02-19,26012304162
2014-02-20,26265431679
2014-02-21,26656628752
2014-02-24,26403501234
2014-02-25,26431115145
2014-02-26,26389694279
2014-02-27,26343671094
2014-02-28,27080042054
2014-03-03,27098451328
2014-03-04,27411408986
2014-03-05,27834822288
2014-03-06,28603409477
2014-03-07,28677046573
2014-03-10,28055733576
2014-03-11,28433123693
2014-03-12,28552783974
2014-03-13,27936073295
2014-03-14,28341077323
2014-03-17,28520567744
2014-03-18,28571193248
2014-03-19,28506760789
2014-03-20,28727672077
2014-03-21,28106359079
2014-03-24,27218111609
2014-03-25,26886744677
2014-03-26,28575795566
2014-03-27,28175393857
2014-03-28,28442328330
2014-03-31,28721021911
2014-04-01,29501258642
2014-04-02,29579743993
2014-04-03,29478174715
2014-04-04,28734872267
2014-04-07,27474489855
2014-04-08,27548358422
2014-04-09,28083905527
2014-04-10,27137464522
2014-04-11,26541899207
2014-04-14,26726570622
2014-04-15,26638851700
2014-04-16,27229800230
2014-04-17,27456022714
2014-04-21,27686861983
2014-04-22,27432938787
2014-04-23,27580675919
2014-04-24,27566825563
2014-04-25,26768121691
2014-04-28,25960184247
2014-04-29,26029436028
2014-04-30,26251041727
2014-05-01,27797664833
2014-05-02,28540967280
2014-05-05,28993412249
2014-05-06,28831824760
2014-05-07,28928777253
2014-05-08,27765347335
2014-05-09,27991569819
2014-05-12,28148540522
2014-05-13,28185474805
2014-05-14,27783814477
2014-05-15,27825365545
2014-05-16,27677628413
2014-05-19,27405238075
2014-05-20,26560366348
2014-05-21,26611150987
2014-05-22,26754271335
2014-05-23,27640694129
2014-05-27,27636077344
2014-05-28,27326752723
2014-05-29,27492956997
2014-05-30,27082063097
2014-06-02,27285201654
2014-06-03,27354453435
2014-06-04,27215949874
2014-06-05,26985110604
2014-06-06,27012811316
2014-06-09,27215949874
2014-06-10,27423705216
2014-06-11,27469873070
2014-06-12,27257500942
2014-06-13,27220566659
2014-06-16,27331369508
2014-06-17,27271351298
2014-06-18,27525274495
2014-06-19,27612993417
2014-06-20,28296277655
2014-06-23,28850291902
2014-06-24,28711788340
2014-06-25,29145766167
2014-06-26,29436623646
2014-06-27,30304579299
2014-06-30,30104254484
2014-07-01,30349418204
2014-07-02,30631587768
2014-07-03,30700973726
2014-07-07,30511318773
2014-07-08,30141260328
2014-07-09,30511318773
2014-07-10,30136634598
2014-07-11,30455810007
2014-07-14,30640839229
2014-07-15,30219897748
2014-07-16,30303160898
2014-07-17,29988611220
2014-07-18,29997862681
2014-07-21,29766576153
2014-07-22,29433523553
2014-07-23,29442775014
2014-07-24,29331757480
2014-07-25,29151353989
2014-07-28,29105096683
2014-07-29,28947821844
2014-07-30,28998704880
2014-07-31,28619394974
2014-08-01,28744289699
2014-08-04,28878435886
2014-08-05,28748915430
2014-08-06,29239242869
2014-08-07,28846055772
2014-08-08,28957073305
2014-08-11,29095845222
2014-08-12,28924693191
2014-08-13,29225365678
2014-08-14,29771201884
2014-08-15,29960856837
2014-08-18,30085751562
2014-08-19,29859090764
2014-08-20,29748073231
2014-08-21,30229149209
2014-08-22,29983985489
2014-08-25,29798956267
2014-08-26,29650932889
2014-08-27,29872967956
2014-08-28,29942353914
2014-08-29,29979359759
2014-09-02,30529821696
2014-09-03,30474312929
2014-09-04,30455810007
2014-09-05,30733353840
2014-09-08,30576079001
2014-09-09,30474312929
2014-09-10,30418804162
2014-09-11,30668593612
2014-09-12,30511318773
2014-09-15,30409552701
2014-09-16,30317038090
2014-09-17,30858248565
2014-09-18,30317038090
2014-09-19,30057997178
2014-09-22,29359511864
2014-09-23,29142102528
2014-09-24,29590798392
2014-09-25,29359511864
2014-09-26,30030242795
2014-09-29,30071874370
2014-09-30,29959587495
2014-10-01,29504951451
2014-10-02,29495673164
2014-10-03,30228657807
2014-10-06,29992061499
2014-10-07,29555982028
2014-10-08,29792578336
2014-10-09,29435364301
2014-10-10,28591040219
2014-10-13,27653933270
2014-10-14,27305997522
2014-10-15,27305997522
2014-10-16,26888474624
2014-10-17,27152905793
2014-10-20,27231771229
2014-10-21,28141043318
2014-10-22,27709602990
2014-10-23,28298774191
2014-10-24,28855471388
2014-10-27,28461144206
2014-10-28,28498257353
2014-10-29,28739492805
2014-10-30,28897223677
2014-10-31,29528147168
2014-11-03,29602373461
2014-11-04,29347220579
2014-11-05,29249798569
2014-11-06,29532786311
2014-11-07,29553662456
2014-11-10,29537425454
2014-11-11,29593095174
2014-11-12,29607012604
2014-11-13,30001339785
2014-11-14,30108040081
2014-11-17,30284327527
2014-11-18,31476587358
2014-11-19,34635843952
2014-11-20,33503892984
2014-11-21,34190486194
2014-11-24,35280684872
2014-11-25,35415220028
2014-11-26,36296657257
2014-11-28,36839437024
2014-12-01,35786351493
2014-12-02,34918831694
2014-12-03,34524504513
2014-12-04,33833272159
2014-12-05,33958529029
2014-12-08,33304409822
2014-12-09,33142039806
2014-12-10,32733795195
2014-12-11,32756990911
2014-12-12,32859052064
2014-12-15,32497198886
2014-12-16,31771172958
2014-12-17,32344107157
2014-12-18,33582758421
2014-12-19,33684819573
2014-12-22,33373996972
2014-12-23,33443584121
2014-12-24,33694097860
2014-12-26,33731211007
2014-12-29,33898220166
2014-12-30,34004920462
2014-12-31,33814715586
2015-01-02,33527088701
2015-01-05,32678125475
2015-01-06,31856997109
2015-01-07,31759575100
2015-01-08,32573744751
2015-01-09,33304409822
2015-01-12,33067813513
2015-01-13,33292811964
2015-01-14,32678125475
2015-01-15,32562146892
2015-01-16,33332244682
2015-01-20,32789464915
2015-01-21,33343842540
2015-01-22,34478113079
2015-01-23,34167290478
2015-01-26,33935333312
2015-01-27,33916776739
2015-01-28,33183792096
2015-01-29,34088425041
2015-01-30,32636373185
2015-02-02,33675541287
2015-02-03,35020892847
2015-02-04,35508002894
2015-02-05,35605424904
2015-02-06,35085840853
2015-02-09,35252850012
2015-02-10,35693568627
2015-02-11,35331715448
2015-02-12,35888412646
2015-02-13,35814186353
2015-02-17,35596146617
2015-02-18,35392024311
2015-02-19,35981195512
2015-02-20,36329131260
2015-02-23,35902330076
2015-02-24,36078617521
2015-02-25,35853619071
2015-02-26,35610064047
2015-02-27,34812131398
2015-03-02,35099758283
2015-03-03,35187902006
2015-03-04,35071923423
2015-03-05,35169345433
2015-03-06,35285324015
2015-03-09,35294602302
2015-03-10,34032755322
2015-03-11,33972446459
2015-03-12,34668317955
2015-03-13,34246155914
2015-03-16,34116259901
2015-03-17,34032755322
2015-03-18,34700791958
2015-03-19,34505947939
2015-03-20,34055951038
2015-03-23,33926055026
2015-03-24,33494614698
2015-03-25,32826578061
2015-03-26,32627094899
2015-03-27,32766269198
2015-03-30,32835856348
2015-03-31,32560850408
2015-04-01,32407480716
2015-04-02,32979131387
2015-04-06,33067435149
2015-04-07,32811818995
2015-04-08,33081377848
2015-04-09,33283546988
2015-04-10,33383469666
2015-04-13,32742105499
2015-04-14,32440013681
2015-04-15,32463251513
2015-04-16,32446985031
2015-04-17,32186721310
2015-04-20,32170454828
2015-04-21,32428394765
2015-04-22,32460927730
2015-04-23,32349386136
2015-04-24,32491136912
2015-04-27,32384242884
2015-04-28,31803297080
2015-04-29,31854420311
2015-04-30,31445434465
2015-05-01,31845125178
2015-05-04,31738231150
2015-05-05,31196789661
2015-05-06,31008563220
2015-05-07,31138695081
2015-05-08,31073629150
2015-05-11,30850545962
2015-05-12,30636757906
2015-05-13,30636757906
2015-05-14,30878431360
2015-05-15,31603451724
2015-05-18,31640632255
2015-05-19,31547680926
2015-05-20,31807944646
2015-05-21,32054265667
2015-05-22,32137921863
2015-05-26,32086798632
2015-05-27,32509727177
2015-05-28,32672392002
2015-05-29,32900122757
2015-06-01,33495011261
2015-06-02,33323051303
2015-06-03,32909417890
2015-06-04,34508180742
2015-06-05,35093774112
2015-06-08,34224679190
2015-06-09,33936530071
2015-06-10,33718094449
2015-06-11,33829636043
2015-06-12,33750627414
2015-06-15,33578667456
2015-06-16,33722742016
2015-06-17,33448535596
2015-06-18,33411355065
2015-06-19,32774638464
2015-06-22,32709572534
2015-06-23,32839704394
2015-06-24,32226225625
2015-06-25,32374947751
2015-06-26,32407480716
2015-06-29,31612746856
2015-06-30,31486414416
2015-07-01,31953758183
2015-07-02,31951433090
2015-07-06,31677072072
2015-07-07,31732874313
2015-07-08,31202753025
2015-07-09,31160901344
2015-07-10,31997934957
2015-07-13,32156041307
2015-07-14,32202543174
2015-07-15,32109539439
2015-07-16,31026045929
2015-07-17,31179502091
2015-07-20,30872589766
2015-07-21,30570327628
2015-07-22,30375019785
2015-07-23,30798186779
2015-07-24,30230863996
2015-07-27,29863499244
2015-07-28,30547076695
2015-07-29,30216913436
2015-07-30,30216913436
2015-07-31,30044856527
2015-08-03,30514525387
2015-08-04,30412221279
2015-08-05,31723573940
2015-08-06,31565467591
2015-08-07,31119049664
2015-08-10,31272505826
2015-08-11,30719133604
2015-08-12,30691232484
2015-08-13,30677281923
2015-08-14,30835388272
2015-08-17,31244604706
2015-08-18,31007445182
2015-08-19,30733084164
2015-08-20,29421731503
2015-08-21,28342888180
2015-08-24,27078037387
2015-08-25,26892029917
2015-08-26,27236143736
2015-08-27,27487253820
2015-08-28,27724413343
2015-08-31,27561656807
2015-09-01,27547706247
2015-09-02,27529105500
2015-09-03,27798816331
2015-09-04,27403550458
2015-09-08,28156880710
2015-09-09,27357048591
2015-09-10,27040835893
2015-09-11,27022235146
2015-09-14,26892029917
2015-09-15,27324497284
2015-09-16,27324497284
2015-09-17,28589348077
2015-09-18,28338237993
2015-09-21,29026465631
2015-09-22,28798606480
2015-09-23,28254534632
2015-09-24,27873219319
2015-09-25,27515154940
2015-09-28,26273555081
2015-09-29,26208452466
2015-09-30,27198595255
2015-10-01,27413051097
2015-10-02,27487644433
2015-10-05,27683451941
2015-10-06,27762707361
2015-10-07,28457357806
2015-10-08,29357139925
2015-10-09,29165994501
2015-10-12,29091401164
2015-10-13,28900255740
2015-10-14,28424723221
2015-10-15,28834986571
2015-10-16,28909579907
2015-10-19,28578571977
2015-10-20,28988835327
2015-10-21,28443371555
2015-10-22,28611206562
2015-10-23,29105387415
2015-10-26,29040118246
2015-10-27,28839648654
2015-10-28,29669499521
2015-10-29,29576257850
2015-10-30,29357139925
2015-11-02,29762741191
2015-11-03,30336177464
2015-11-04,29622878686
2015-11-05,29534299099
2015-11-06,29716120356
2015-11-09,29413084927
2015-11-10,29086739081
2015-11-11,29110049498
2015-11-12,29366464092
2015-11-13,29193967002
2015-11-16,29114711582
2015-11-17,28984173243
2015-11-18,30005169534
2015-11-19,29716120356
2015-11-20,29753417024
2015-11-23,29464367846
2015-11-24,29352477841
2015-11-25,29324505340
2015-11-27,29403760760
2015-11-30,29235925753
2015-12-01,29678823688
2015-12-02,29021469912
2015-12-03,28289522799
2015-12-04,28681137815
2015-12-07,28620530729
2015-12-08,28177632794
2015-12-09,27902569867
2015-12-10,28033108205
2015-12-11,27506292768
2015-12-14,26848938991
2015-12-15,27082043167
2015-12-16,27583217146
2015-12-17,27105353585
2015-12-18,26648469400
2015-12-21,26844276908
2015-12-22,26900221910
2015-12-23,27086705251
2015-12-24,27184609005
2015-12-28,26993463580
2015-12-29,27063394833
2015-12-30,26797656072
2015-12-31,26657793567
2016-01-04,26709076486
2016-01-05,26737048987
2016-01-06,26135640213
2016-01-07,25576190190
2016-01-08,25086671421
2016-01-11,24820932660
2016-01-12,25147278506
2016-01-13,24275468888
2016-01-14,24116958048
2016-01-15,23282445098
2016-01-19,22797588412
2016-01-20,22545835902
2016-01-21,22224152139
2016-01-22,22890830083
2016-01-25,21939765045
2016-01-26,22545835902
2016-01-27,21953751295
2016-01-28,21911792544
2016-01-29,22503877151
2016-02-01,22322055893
2016-02-02,21799902539
2016-02-03,22228814223
2016-02-04,22280097142
2016-02-05,21240452517
2016-02-08,19706627039
2016-02-09,18965355759
2016-02-10,18513133657
2016-02-11,19370957025
2016-02-12,20191483725
2016-02-16,20583098740
2016-02-17,21478218776
2016-02-18,20126214555
2016-02-19,20611071241
2016-02-22,21660040033
2016-02-23,21473556693
2016-02-24,21641391699
2016-02-25,21683350451
2016-02-26,21771930038
2016-02-29,21972399629
2016-03-01,22722995076
2016-03-02,22769615911
2016-03-03,22979409670
2016-03-04,23277783015
2016-03-07,23240486347
2016-03-08,22797588412
2016-03-09,22820898830
2016-03-10,22709008825
2016-03-11,23095961758
2016-03-14,22862857582
2016-03-15,22648401740
2016-03-16,22830222997
2016-03-17,22970085503
2016-03-18,22904816333
2016-03-21,22513201318
2016-03-22,22429283814
2016-03-23,22294083392
2016-03-24,22336042144
2016-03-28,22158882970
2016-03-29,22112262135
2016-03-30,22084289634
2016-03-31,21586675822
2016-04-01,21600674964
2016-04-04,21423352508
2016-04-05,20858720477
2016-04-06,20900717901
2016-04-07,20350085011
2016-04-08,20275422924
2016-04-11,20252091022
2016-04-12,20410747957
2016-04-13,20849387716
2016-04-14,20728061825
2016-04-15,20826055814
2016-04-18,21698668953
2016-04-19,22081312147
2016-04-20,22127975951
2016-04-21,22445289820
2016-04-22,23219908969
2016-04-25,23919866032
2016-04-26,23616551305
2016-04-27,23322569339
2016-04-28,23705212533
2016-04-29,23000589090
2016-05-02,22827933014
2016-05-03,22113976810
2016-05-04,21484015453
2016-05-05,20574071271
2016-05-06,21791996561
2016-05-09,22244635462
2016-05-10,22183972516
2016-05-11,22146641473
2016-05-12,21199366248
2016-05-13,21400020606
2016-05-16,21129370541
2016-05-17,21297360236
2016-05-18,20952048085
2016-05-19,20714062684
2016-05-20,21694002572
2016-05-23,21535345638
2016-05-24,21796662941
2016-05-25,22309964788
2016-05-26,22361294972
2016-05-27,22841932155
2016-05-31,23285238295
2016-06-01,23672547870
2016-06-02,25049130094
2016-06-03,25338445680
2016-06-06,25581097462
2016-06-07,26159728634
2016-06-08,26038402743
2016-06-09,25833082005
2016-06-10,24951136105
2016-06-13,24442500639
2016-06-14,24470498922
2016-06-15,24563826530
2016-06-16,24736482606
2016-06-17,24731816226
2016-06-20,24899805921
2016-06-21,24773813649
2016-06-22,24568492911
2016-06-23,24965135247
2016-06-24,23607218544
2016-06-27,23145246883
2016-06-28,23485892653
2016-06-29,24232513521
2016-06-30,24458356624
2016-07-01,24537706254
2016-07-05,23716204200
2016-07-06,23958920716
2016-07-07,23926247339
2016-07-08,24201637232
2016-07-11,24393009870
2016-07-12,24668399763
2016-07-13,24519035753
2016-07-14,24696405515
2016-07-15,24355668867
2016-07-18,24421015621
2016-07-19,24313660239
2016-07-20,24257648736
2016-07-21,25069815540
2016-07-22,24962460157
2016-07-25,24388342244
2016-07-26,24365004118
2016-07-27,24290322113
2016-07-28,24957792532
2016-07-29,24934454406
2016-08-01,24962460157
2016-08-02,22960048899
2016-08-03,23954253090
2016-08-04,24173631480
2016-08-05,24000929344
2016-08-08,23940250214
2016-08-09,24383674619
2016-08-10,23744209951
2016-08-11,23809556706
2016-08-12,23814224331
2016-08-15,24388342244
2016-08-16,24346333616
2016-08-17,23888906336
2016-08-18,24052273222
2016-08-19,23524831562
2016-08-22,23286782671
2016-08-23,23328791299
2016-08-24,23146753912
2016-08-25,23011392778
2016-08-26,22796682014
2016-08-29,23272779795
2016-08-30,23258776919
2016-08-31,23445481932
2016-09-01,23646189820
2016-09-02,24168963855
2016-09-06,23548169688
2016-09-07,23706868949
2016-09-08,24084946599
2016-09-09,23193430165
2016-09-12,23800221455
2016-09-13,23216768291
2016-09-14,23473487683
2016-09-15,24294989738
2016-09-16,24304324989
2016-09-19,24407012745
2016-09-20,24425683247
2016-09-21,24855104775
2016-09-22,25139829919
2016-09-23,25163168046
2016-09-26,25191173798
2016-09-27,25368543559
2016-09-28,25639265827
2016-09-29,25690609706
2016-09-30,25595924651
2016-10-03,26002431669
2016-10-04,26119244031
2016-10-05,26208021426
2016-10-06,25974396703
2016-10-07,25908981780
2016-10-10,26165968976
2016-10-11,25852911847
2016-10-12,25979069197
2016-10-13,26623873433
2016-10-14,26619200938
2016-10-17,26488371093
2016-10-18,26455663632
2016-10-19,26838808178
2016-10-20,27651822214
2016-10-21,26820118200
2016-10-24,27362127557
2016-10-25,27455577446
2016-10-26,27207935240
2016-10-27,27184572768
2016-10-28,26810773211
2016-10-31,27362127557
2016-11-01,26721995816
2016-11-02,25745444474
2016-11-03,25661339574
2016-11-04,25666012068
2016-11-07,26282781337
2016-11-08,26483698599
2016-11-09,27067760406
2016-11-10,26343523765
2016-11-11,25955706725
2016-11-14,25217452600
2016-11-15,25605269640
2016-11-16,25558544696
2016-11-17,26007104164
2016-11-18,26095881559
2016-11-21,26245401381
2016-11-22,26198676437
2016-11-23,26021121647
2016-11-25,26133261514
2016-11-28,26236056392
2016-11-29,26955620539
2016-11-30,26843480672
2016-12-01,26268763854
2016-12-02,25955706725
2016-12-05,26474353610
2016-12-06,27338765085
2016-12-07,27399507513
2016-12-08,28002259298
2016-12-09,27567717314
2016-12-12,26997672989
2016-12-13,27348110074
2016-12-14,27894791926
2016-12-15,27315402613
2016-12-16,27287367646
2016-12-19,27133175329
2016-12-20,27264005174
2016-12-21,27838721992
2016-12-22,27600424775
2016-12-23,27516319874
2016-12-27,27824704509
2016-12-28,27544354841
2016-12-29,27287367646
2016-12-30,27067760406
2017-01-03,27890119431
2017-01-04,28217194043
2017-01-05,28390076338
2017-01-06,28670426006
2017-01-09,28801255851
2017-01-10,28847980796
2017-01-11,28918068212
2017-01-12,29100295496
2017-01-13,29095623002
2017-01-17,29044225563
2017-01-18,28665753512
2017-01-19,28819945829
2017-01-20,28100381682
2017-01-23,28717150951
2017-01-24,29170382913
2017-01-25,29076933024
2017-01-26,27109812856
2017-01-27,27698547158
2017-01-30,27726582125
2017-01-31,27647149719
2017-02-01,28567631128
2017-02-02,28637718545
2017-02-03,28899378235
2017-02-06,28492871217
2017-02-07,28231211527
2017-02-08,28436801283
2017-02-09,28534923667
2017-02-10,28572303622
2017-02-13,28946103179
2017-02-14,28946103179
2017-02-15,29385317658
2017-02-16,29305885253
2017-02-17,29385317658
2017-02-21,29352610197
2017-02-22,29156365430
2017-02-23,28927413201
2017-02-24,29221780352
2017-02-27,29217107858
2017-02-28,28969465652
2017-03-01,28964793157
2017-03-02,28418111305
2017-03-03,28586321106
2017-03-06,28609683578
2017-03-07,29903964544
2017-03-08,29899292049
2017-03-09,29675012315
2017-03-10,28992828124
2017-03-13,28960120663
2017-03-14,29184400397
2017-03-15,29502130020
2017-03-16,29539509976
2017-03-17,29838549621
2017-03-20,29464750064
2017-03-21,28908723224
2017-03-22,28805928345
2017-03-23,28913395718
2017-03-24,28964793157
2017-03-27,29048898057
2017-03-28,29399335142
2017-03-29,29432042603
2017-03-30,29530164987
2017-03-31,29704357942
2017-04-03,29507857228
2017-04-04,29699679353
2017-04-05,29414285459
2017-04-06,29545285935
2017-04-07,29264570629
2017-04-10,29760501003
2017-04-11,29732429472
2017-04-12,29938287363
2017-04-13,29185034626
2017-04-17,27505421379
2017-04-18,27154527247
2017-04-19,27875029865
2017-04-20,27996673165
2017-04-21,27889065631
2017-04-24,28230602586
2017-04-25,29259892041
2017-04-26,29615464761
2017-04-27,30410824795
2017-04-28,30148823842
2017-05-01,29442356989
2017-05-02,29554643112
2017-05-03,28249316940
2017-05-04,28099602110
2017-05-05,28820104728
2017-05-08,28670389899
2017-05-09,28651675545
2017-05-10,28852854847
2017-05-11,28834140494
2017-05-12,28712497194
2017-05-15,28777997432
2017-05-16,29133570153
2017-05-17,29367499575
2017-05-18,29264570629
2017-05-19,29723072295
2017-05-22,29849394183
2017-05-23,29877465713
2017-05-24,29629500527
2017-05-25,29896180067
2017-05-26,29999109013
2017-05-30,29769858180
2017-05-31,29835358418
2017-06-01,30509075152
2017-06-02,30916112345
2017-06-05,30967576818
2017-06-06,30214324080
2017-06-07,30359360322
2017-06-08,29928930186
2017-06-09,30420181971
2017-06-12,30406146206
2017-06-13,30897397991
2017-06-14,30354681733
2017-06-15,30541825271
2017-06-16,30176895373
2017-06-19,30401467618
2017-06-20,29587393231
2017-06-21,29587393231
2017-06-22,29484464285
2017-06-23,29891501479
2017-06-26,29872787125
2017-06-27,29863429948
2017-06-28,30289181495
2017-06-29,29330070867
2017-06-30,29376745673
2017-07-03,29432915359
2017-07-05,29381426480
2017-07-06,29676317331
2017-07-07,29905676881
2017-07-10,30097589974
2017-07-11,30322268717
2017-07-12,30514181810
2017-07-13,30261418224
2017-07-14,30893327190
2017-07-17,30832476697
2017-07-18,30673329253
2017-07-19,30467373739
2017-07-20,30467373739
2017-07-21,30294183874
2017-07-24,30111632395
2017-07-25,30163121274
2017-07-26,30083547553
2017-07-27,29900996074
2017-07-28,29929080917
2017-07-31,29971208181
2017-08-01,30654606025
2017-08-02,29957165760
2017-08-03,28604412493
2017-08-04,28375052943
2017-08-07,28103566128
2017-08-08,27949099492
2017-08-09,27963141914
2017-08-10,27237616805
2017-08-11,27363998598
2017-08-14,27485699584
2017-08-15,27218893577
2017-08-16,27363998598
2017-08-17,26652515912
2017-08-18,26605707840
2017-08-21,26516772504
2017-08-22,26891237076
2017-08-23,26811663355
2017-08-24,26825705776
2017-08-25,26512091697
2017-08-28,26521453311
2017-08-29,27041022905
2017-08-30,26774216898
2017-08-31,26816344162
2017-09-01,27368679406
2017-09-05,26750812862
2017-09-06,26961449184
2017-09-07,25969118068
2017-09-08,25557207039
2017-09-11,25538483810
2017-09-12,25552526231
2017-09-13,25248273767
2017-09-14,24841043545
2017-09-15,24784873859
2017-09-18,24738065787
2017-09-19,24986148566
2017-09-20,25070403095
2017-09-21,24925298073
2017-09-22,24929978880
2017-09-25,25276358610
2017-09-26,24410409287
2017-09-27,24953382916
2017-09-28,24812958702
2017-09-29,25384017174
2017-10-02,25218509976
2017-10-03,25448067284
2017-10-04,25340315895
2017-10-05,25312206837
2017-10-06,24984267825
2017-10-09,24211268727
2017-10-10,24220638413
2017-10-11,24197214198
2017-10-12,22969785327
2017-10-13,22665270530
2017-10-16,22969785327
2017-10-17,22885458152
2017-10-18,23288354652
2017-10-19,23105645774
2017-10-20,23096276088
2017-10-23,22946361111
2017-10-24,22955730798
2017-10-25,22955730798
2017-10-26,22449767751
2017-10-27,21779835199
2017-10-30,22669955373
2017-10-31,22740228019
2017-11-01,22847979408
2017-11-02,22613737257
2017-11-03,22520040397
2017-11-06,23808372227
2017-11-07,23457009001
2017-11-08,22829240036
2017-11-09,23564760390
2017-11-10,23803687384
2017-11-13,23827111599
2017-11-14,23663142094
2017-11-15,23709990524
2017-11-16,23658457251
2017-11-17,23733414739
2017-11-20,23428899943
2017-11-21,23442954472
2017-11-22,23625663349
2017-11-24,23363312140
2017-11-27,23260245594
2017-11-28,23616293663
2017-11-29,24023875006
2017-11-30,23728729896
2017-12-01,23574130076
2017-12-04,24173789983
2017-12-05,24375238233
2017-12-06,23100960931
2017-12-07,22932306582
2017-12-08,22763652234
2017-12-11,23157179047
2017-12-12,23250875908
2017-12-13,22951045954
2017-12-14,22730858333
2017-12-15,22754282548
2017-12-18,23353942454
2017-12-19,22707434117
2017-12-20,22815185507
2017-12-21,23011948914
2017-12-22,22735543176
2017-12-26,22646531158
2017-12-27,22332646676
2017-12-28,22416973850
2017-12-29,22370125420
2018-01-02,23517911960
2018-01-03,23124385146
2018-01-04,23133754832
2018-01-05,23058797344
2018-01-08,22908882367
2018-01-09,22754282548
2018-01-10,22679325059
2018-01-11,23072851873
2018-01-12,23180603262
2018-01-16,22482561652
2018-01-17,21292611525
2018-01-18,21156751078
2018-01-19,21203599508
2018-01-22,21672083810
2018-01-23,21704877711
2018-01-24,22360755734
2018-01-25,22032816723
2018-01-26,22107774211
2018-01-29,22159307484
2018-01-30,22140568112
2018-01-31,21971913763
2018-02-01,22093719682
2018-02-02,21920380490
2018-02-05,20955302828
2018-02-06,20294739962
2018-02-07,21128642020
2018-02-08,20505557898
2018-02-09,20332218706
2018-02-12,20613309288
2018-02-13,20767909107
2018-02-14,21048999688
2018-02-15,21405047758
2018-02-16,21405047758
2018-02-20,20880345340
2018-02-21,20229152160
2018-02-22,20552406328
2018-02-23,20838181752
2018-02-26,21058369374
2018-02-27,20444654939
2018-02-28,19531110550
2018-03-01,19076680777
2018-03-02,19198486695
2018-03-05,19418674317
2018-03-06,19310922928
2018-03-07,19404619788
2018-03-08,19385880416
2018-03-09,19095420149
2018-03-12,19371825887
2018-03-13,19203171538
2018-03-14,18973614231
2018-03-15,18776850824
2018-03-16,19095420149
2018-03-19,18575402574
2018-03-20,18177190917
2018-03-21,18298996836
2018-03-22,17694652086
2018-03-23,17169949668
2018-03-26,17376082761
2018-03-27,17451040249
2018-03-28,17540052266
2018-03-29,17750870202
2018-04-02,17461551323
2018-04-03,18066910130
2018-04-04,18198305840
2018-04-05,18517409707
2018-04-06,18071602834
2018-04-09,18029368499
2018-04-10,18414170221
2018-04-11,18226462064
2018-04-12,18151378801
2018-04-13,18080988242
2018-04-16,18287467215
2018-04-17,18156071505
2018-04-18,18353165070
2018-04-19,18076295538
2018-04-20,17470936731
2018-04-23,17494400251
2018-04-24,17259765054
2018-04-25,17297306685
2018-04-26,17273843166
2018-04-27,16302453452
2018-04-30,15744021685
2018-05-01,15687709237
2018-05-02,15640782198
2018-05-03,15528157304
2018-05-04,15668938422
2018-05-07,15908266322
2018-05-08,13988950415
2018-05-09,14603694630
2018-05-10,14913413089
2018-05-11,14725704932
2018-05-14,14936876609
2018-05-15,15011959872
2018-05-16,15476537561
2018-05-17,15321678331
2018-05-18,15180897213
2018-05-21,14941569313
2018-05-22,15002574464
2018-05-23,14537996775
2018-05-24,14308054282
2018-05-25,14411293769
2018-05-29,14200122092
2018-05-30,14045262862
2018-05-31,13866940113
2018-06-01,13646383028
2018-06-04,13622919508
2018-06-05,13801242258
2018-06-06,14603694630
2018-06-07,15016652576
2018-06-08,15054194207
2018-06-11,15072965023
2018-06-12,15194975325
2018-06-13,15420225113
2018-06-14,15992734993
2018-06-15,16241448301
2018-06-18,16166365038
2018-06-19,15959886065
2018-06-20,16335302380
2018-06-21,15837875763
2018-06-22,16382229419
2018-06-25,16025583920
2018-06-26,15997427697
2018-06-27,15776870612
2018-06-28,15767485204
2018-06-29,15772177908
2018-07-02,15504809356
2018-07-03,15589304230
2018-07-05,15748905659
2018-07-06,16424864650
2018-07-09,16762844145
2018-07-10,16396699692
2018-07-11,15730129020
2018-07-12,15669104945
2018-07-13,15767682297
2018-07-16,15378067046
