,BMY
2013-11-26,85498240000
2013-11-27,85152160000
2013-11-29,84674240000
2013-12-02,84839040000
2013-12-03,83982080000
2013-12-04,84179840000
2013-12-05,83718400000
2013-12-06,83520640000
2013-12-09,84394080000
2013-12-10,84427040000
2013-12-11,83471200000
2013-12-12,83306400000
2013-12-13,83603040000
2013-12-16,83850240000
2013-12-17,84212800000
2013-12-18,86668320000
2013-12-19,88728320000
2013-12-20,87953760000
2013-12-23,87887840000
2013-12-24,87673600000
2013-12-26,88332800000
2013-12-27,87591200000
2013-12-30,88036160000
2013-12-31,87803800000
2014-01-02,86350040000
2014-01-03,87308200000
2014-01-06,86961280000
2014-01-07,86829120000
2014-01-08,88249840000
2014-01-09,90909560000
2014-01-10,92809360000
2014-01-13,91553840000
2014-01-14,91983360000
2014-01-15,90034000000
2014-01-16,90529600000
2014-01-17,89802720000
2014-01-21,90182680000
2014-01-22,90546120000
2014-01-23,89125400000
2014-01-24,84152880000
2014-01-27,82137440000
2014-01-28,84367640000
2014-01-29,82963440000
2014-01-30,83409480000
2014-01-31,82550440000
2014-02-03,80353280000
2014-02-04,80848880000
2014-02-05,80188080000
2014-02-06,80914960000
2014-02-07,83145160000
2014-02-10,86102240000
2014-02-11,86928240000
2014-02-12,87308200000
2014-02-13,88365480000
2014-02-14,89819240000
2014-02-18,90248760000
2014-02-19,88315920000
2014-02-20,88960200000
2014-02-21,89439280000
2014-02-24,89720120000
2014-02-25,88679360000
2014-02-26,88497640000
2014-02-27,89125400000
2014-02-28,88828040000
2014-03-03,88365480000
2014-03-04,93205840000
2014-03-05,93519720000
2014-03-06,91785120000
2014-03-07,92231160000
2014-03-10,92743280000
2014-03-11,92231160000
2014-03-12,91256480000
2014-03-13,89505360000
2014-03-14,89208000000
2014-03-17,90397440000
2014-03-18,90413960000
2014-03-19,90430480000
2014-03-20,88844560000
2014-03-21,86003120000
2014-03-24,84318080000
2014-03-25,84318080000
2014-03-26,86994320000
2014-03-27,86449160000
2014-03-28,85606640000
2014-03-31,86081150000
2014-04-01,85948590000
2014-04-02,85484630000
2014-04-03,84291590000
2014-04-04,82667730000
2014-04-07,83313960000
2014-04-08,81292420000
2014-04-09,83794490000
2014-04-10,81673530000
2014-04-11,80911310000
2014-04-14,79469720000
2014-04-15,79817690000
2014-04-16,81375270000
2014-04-17,81955220000
2014-04-21,83695070000
2014-04-22,84490430000
2014-04-23,84424150000
2014-04-24,84026470000
2014-04-25,83678500000
2014-04-28,83446520000
2014-04-29,81723240000
2014-04-30,82999130000
2014-05-01,82054640000
2014-05-02,82518600000
2014-05-05,82899710000
2014-05-06,84391010000
2014-05-07,84125890000
2014-05-08,84076180000
2014-05-09,84805260000
2014-05-12,86180570000
2014-05-13,86478830000
2014-05-14,86362840000
2014-05-15,81077010000
2014-05-16,80828460000
2014-05-19,81756380000
2014-05-20,80795320000
2014-05-21,80712470000
2014-05-22,80861600000
2014-05-23,80845030000
2014-05-27,81010730000
2014-05-28,80579910000
2014-05-29,82054640000
2014-05-30,82419180000
2014-06-02,81342130000
2014-06-03,81159860000
2014-06-04,78740640000
2014-06-05,78226970000
2014-06-06,78293250000
2014-06-09,77199630000
2014-06-10,77729870000
2014-06-11,77812720000
2014-06-12,77680160000
2014-06-13,78028130000
2014-06-16,78326390000
2014-06-17,78641220000
2014-06-18,79635420000
2014-06-19,79270880000
2014-06-20,79188030000
2014-06-23,79536000000
2014-06-24,80033100000
2014-06-25,82402610000
2014-06-26,82104350000
2014-06-27,81275850000
2014-06-30,80429580000
2014-07-01,79782960000
2014-07-02,79981920000
2014-07-03,80313520000
2014-07-07,79600580000
2014-07-08,79351880000
2014-07-09,79451360000
2014-07-10,80429580000
2014-07-11,80611960000
2014-07-14,81374640000
2014-07-15,80761180000
2014-07-16,80910400000
2014-07-17,80280360000
2014-07-18,81440960000
2014-07-21,81109360000
2014-07-22,81440960000
2014-07-23,81772560000
2014-07-24,82004680000
2014-07-25,81888620000
2014-07-28,82568400000
2014-07-29,84574580000
2014-07-30,84756960000
2014-07-31,83927960000
2014-08-01,82584980000
2014-08-04,82866840000
2014-08-05,81838880000
2014-08-06,82037840000
2014-08-07,80661700000
2014-08-08,81557020000
2014-08-11,81391220000
2014-08-12,81208840000
2014-08-13,81523860000
2014-08-14,82601560000
2014-08-15,82369440000
2014-08-18,82883420000
2014-08-19,83397400000
2014-08-20,82966320000
2014-08-21,82883420000
2014-08-22,83198440000
2014-08-25,84110340000
2014-08-26,84176660000
2014-08-27,83314500000
2014-08-28,83795320000
2014-08-29,83977700000
2014-09-02,83861640000
2014-09-03,83778740000
2014-09-04,83811900000
2014-09-05,84756960000
2014-09-08,84873020000
2014-09-09,83695840000
2014-09-10,84690640000
2014-09-11,84027440000
2014-09-12,83331080000
2014-09-15,82817100000
2014-09-16,84806700000
2014-09-17,84359040000
2014-09-18,84756960000
2014-09-19,85403580000
2014-09-22,85668860000
2014-09-23,85038820000
2014-09-24,86149680000
2014-09-25,85585960000
2014-09-26,84723800000
2014-09-29,85735180000
2014-09-30,84958800000
2014-10-01,83879800000
2014-10-02,83348600000
2014-10-03,84411000000
2014-10-06,84842600000
2014-10-07,82618200000
2014-10-08,83348600000
2014-10-09,82170000000
2014-10-10,83464800000
2014-10-13,81489400000
2014-10-14,81207200000
2014-10-15,81273600000
2014-10-16,81705200000
2014-10-17,83697200000
2014-10-20,83929600000
2014-10-21,86237000000
2014-10-22,86054400000
2014-10-23,87150000000
2014-10-24,89025800000
2014-10-27,88859800000
2014-10-28,89972000000
2014-10-29,89905600000
2014-10-30,97906800000
2014-10-31,96595400000
2014-11-03,95948000000
2014-11-04,96014400000
2014-11-05,95981200000
2014-11-06,97043600000
2014-11-07,96811200000
2014-11-10,97624600000
2014-11-11,97475200000
2014-11-12,97292600000
2014-11-13,95948000000
2014-11-14,96197000000
2014-11-17,96993800000
2014-11-18,97442000000
2014-11-19,97624600000
2014-11-20,97292600000
2014-11-21,97608000000
2014-11-24,97724200000
2014-11-25,97143200000
2014-11-26,97707600000
2014-11-28,98023000000
2014-12-01,98023000000
2014-12-02,98338400000
2014-12-03,97989800000
2014-12-04,97757400000
2014-12-05,100679000000
2014-12-08,100712200000
2014-12-09,99550200000
2014-12-10,98404800000
2014-12-11,99068800000
2014-12-12,97525000000
2014-12-15,97193000000
2014-12-16,95765400000
2014-12-17,98255400000
2014-12-18,100911400000
2014-12-19,101758000000
2014-12-22,101359600000
2014-12-23,98205600000
2014-12-24,98189000000
2014-12-26,98902800000
2014-12-29,99284600000
2014-12-30,98587400000
2014-12-31,98166890000
2015-01-02,98965130000
2015-01-05,97418540000
2015-01-06,97252240000
2015-01-07,98516120000
2015-01-08,100977360000
2015-01-09,100312160000
2015-01-12,103405340000
2015-01-13,104968560000
2015-01-14,104685850000
2015-01-15,102490690000
2015-01-16,103621530000
2015-01-20,103854350000
2015-01-21,103022850000
2015-01-22,103255670000
2015-01-23,103222410000
2015-01-26,103870980000
2015-01-27,103089370000
2015-01-28,101991790000
2015-01-29,101675820000
2015-01-30,100229010000
2015-02-02,100162490000
2015-02-03,99547180000
2015-02-04,98516120000
2015-02-05,100162490000
2015-02-06,99231210000
2015-02-09,97867550000
2015-02-10,99497290000
2015-02-11,98632530000
2015-02-12,98915240000
2015-02-13,99846520000
2015-02-17,99946300000
2015-02-18,99796630000
2015-02-19,99031650000
2015-02-20,100644760000
2015-02-23,101925270000
2015-02-24,102191350000
2015-02-25,101808860000
2015-02-26,102207980000
2015-02-27,101309960000
2015-03-02,103604900000
2015-03-03,102972960000
2015-03-04,109209210000
2015-03-05,109841150000
2015-03-06,108294560000
2015-03-09,110356680000
2015-03-10,108976390000
2015-03-11,109092799999
2015-03-12,110838950000
2015-03-13,111204810000
2015-03-16,113133890000
2015-03-17,112452060000
2015-03-18,113865610000
2015-03-19,113616159999
2015-03-20,112684880000
2015-03-23,112385540000
2015-03-24,109242470000
2015-03-25,107596100000
2015-03-26,108095000000
2015-03-27,108527380000
2015-03-30,109358880000
2015-03-31,104812500000
2015-04-01,103285000000
2015-04-02,102748750000
2015-04-06,102375000000
2015-04-07,102375000000
2015-04-08,103220000000
2015-04-09,103122500000
2015-04-10,105040000000
2015-04-13,103918750000
2015-04-14,104048750000
2015-04-15,103073750000
2015-04-16,103480000000
2015-04-17,106193749999
2015-04-20,107022500000
2015-04-21,108566250000
2015-04-22,108224999999
2015-04-23,107250000000
2015-04-24,106925000000
2015-04-27,105885000000
2015-04-28,104877500000
2015-04-29,104471250000
2015-04-30,103561250000
2015-05-01,105072500000
2015-05-04,106144999999
2015-05-05,105673750000
2015-05-06,105088750000
2015-05-07,105706250000
2015-05-08,108761250000
2015-05-11,110678750000
2015-05-12,109687500000
2015-05-13,109525000000
2015-05-14,109606250000
2015-05-15,109915000000
2015-05-18,110500000000
2015-05-19,110938750000
2015-05-20,112255000000
2015-05-21,111946250000
2015-05-22,110987500000
2015-05-26,109687500000
2015-05-27,111150000000
2015-05-28,112368750000
2015-05-29,104974999999
2015-06-01,108030000000
2015-06-02,106925000000
2015-06-03,106762500000
2015-06-04,106876250000
2015-06-05,107575000000
2015-06-08,106144999999
2015-06-09,105755000000
2015-06-10,106486250000
2015-06-11,107006249999
2015-06-12,106080000000
2015-06-15,106307500000
2015-06-16,107201250000
2015-06-17,107737500000
2015-06-18,108257500000
2015-06-19,108550000000
2015-06-22,108972500000
2015-06-23,109411250000
2015-06-24,108566250000
2015-06-25,108615000000
2015-06-26,109752500000
2015-06-29,107201250000
2015-06-30,110988720000
2015-07-01,112873560000
2015-07-02,112556640000
2015-07-06,112590000000
2015-07-07,113807640000
2015-07-08,112990319999
2015-07-09,113240520000
2015-07-10,115542360000
2015-07-13,116192880000
2015-07-14,116860080000
2015-07-15,115559040000
2015-07-16,115725840000
2015-07-17,115575720000
2015-07-20,116709960000
2015-07-21,114875160000
2015-07-22,115709160000
2015-07-23,113824319999
2015-07-24,110054640000
2015-07-27,107252400000
2015-07-28,107852880000
2015-07-29,108236520000
2015-07-30,107519279999
2015-07-31,109487520000
2015-08-03,108987120000
2015-08-04,108153120000
2015-08-05,108520080000
2015-08-06,105984720000
2015-08-07,105767880000
2015-08-10,106568520000
2015-08-11,104516880000
2015-08-12,104066520000
2015-08-13,104116560000
2015-08-14,105217440000
2015-08-17,105867960000
2015-08-18,107219040000
2015-08-19,106952160000
2015-08-20,104600280000
2015-08-21,101864760000
2015-08-24,97828200000
2015-08-25,96543840000
2015-08-26,100130040000
2015-08-27,101447760000
2015-08-28,101097480000
2015-08-31,99195960000
2015-09-01,97077600000
2015-09-02,99429480000
2015-09-03,97995000000
2015-09-04,95576400000
2015-09-08,98395320000
2015-09-09,96794040000
2015-09-10,97995000000
2015-09-11,98778960000
2015-09-14,98695560000
2015-09-15,100230120000
2015-09-16,102765480000
2015-09-17,103732920000
2015-09-18,107319120000
2015-09-21,104616960000
2015-09-22,103566120000
2015-09-23,102982320000
2015-09-24,103082400000
2015-09-25,100480320000
2015-09-28,95843280000
2015-09-29,98328600000
2015-09-30,97625983552
2015-10-01,99027707978
2015-10-02,102622718858
2015-10-05,102193956093
2015-10-06,98747363092
2015-10-07,99852251758
2015-10-08,99786288255
2015-10-09,101319939686
2015-10-12,103414280887
2015-10-13,102804118490
2015-10-14,102375355724
2015-10-15,104914950567
2015-10-16,106349656744
2015-10-19,107322618404
2015-10-20,105360204208
2015-10-21,103084463375
2015-10-22,104189352040
2015-10-23,107454545409
2015-10-26,106448601998
2015-10-27,110159049008
2015-10-28,111461828180
2015-10-29,111000083663
2015-10-30,108757324582
2015-11-02,108427507070
2015-11-03,108971705964
2015-11-04,108213125687
2015-11-05,108097689558
2015-11-06,107932780802
2015-11-09,107174200524
2015-11-10,107273145778
2015-11-11,105937384854
2015-11-12,105079859323
2015-11-13,105788966974
2015-11-16,107223673151
2015-11-17,108394525318
2015-11-18,111494809931
2015-11-19,110389921266
2015-11-20,111841118319
2015-11-23,112121463204
2015-11-24,111841118319
2015-11-25,112269881084
2015-11-27,111890590945
2015-11-30,110505357395
2015-12-01,112566716845
2015-12-02,111775154816
2015-12-03,109581868362
2015-12-04,113968441271
2015-12-07,113523187630
2015-12-08,114446676664
2015-12-09,113061443113
2015-12-10,113688096386
2015-12-11,111511300807
2015-12-14,113193370118
2015-12-15,115798928463
2015-12-16,116606981367
2015-12-17,114248786156
2015-12-18,111544282558
2015-12-21,112203917582
2015-12-22,112649171223
2015-12-23,113770550764
2015-12-24,113737569013
2015-12-28,114067386525
2015-12-29,115007366434
2015-12-30,114644567171
2015-12-31,114810510000
2016-01-04,111873070000
2016-01-05,114076149999
2016-01-06,112073350000
2016-01-07,108969010000
2016-01-08,106198470000
2016-01-11,105113620000
2016-01-12,105881360000
2016-01-13,102276320000
2016-01-14,105998190000
2016-01-15,104779820000
2016-01-19,105497490000
2016-01-20,106064950000
2016-01-21,105363970000
2016-01-22,107483600000
2016-01-25,105013480000
2016-01-26,104629610000
2016-01-27,102993990000
2016-01-28,102076040000
2016-01-29,103745040000
2016-02-01,101508580000
2016-02-02,98254030000
2016-02-03,100340280000
2016-02-04,99639300000
2016-02-05,99522470000
2016-02-08,101341680000
2016-02-09,101842380000
2016-02-10,101942520000
2016-02-11,99338880000
2016-02-12,100473800000
2016-02-16,103778420000
2016-02-17,106682480000
2016-02-18,105681080000
2016-02-19,106482200000
2016-02-22,106315300000
2016-02-23,103594830000
2016-02-24,103861870000
2016-02-25,105197070000
2016-02-26,103895250000
2016-02-29,103361170000
2016-03-01,107183180000
2016-03-02,108318100000
2016-03-03,108485000000
2016-03-04,108000989999
2016-03-07,110971809999
2016-03-08,110587940000
2016-03-09,109386260000
2016-03-10,108384860000
2016-03-11,108418239999
2016-03-14,107016280000
2016-03-15,106281920000
2016-03-16,104546160000
2016-03-17,102593430000
2016-03-18,104863270000
2016-03-21,104646300000
2016-03-22,104813200000
2016-03-23,104045460000
2016-03-24,104345880000
2016-03-28,104763130000
2016-03-29,107133110000
2016-03-30,105881360000
2016-03-31,106679600000
2016-04-01,108399700000
2016-04-04,110169900000
2016-04-05,109819200000
2016-04-06,111121800000
2016-04-07,110687600000
2016-04-08,110336899999
2016-04-11,110186600000
2016-04-12,111622800000
2016-04-13,112841899999
2016-04-14,113342900000
2016-04-15,113643500000
2016-04-18,114996200000
2016-04-19,115079700000
2016-04-20,115614100000
2016-04-21,117167200000
2016-04-22,118035600000
2016-04-25,117952100000
2016-04-26,118336200000
2016-04-27,117284100000
2016-04-28,120674200000
2016-04-29,120540600000
2016-05-02,120173199999
2016-05-03,118787100000
2016-05-04,118202600000
2016-05-05,118820500000
2016-05-06,118937400000
2016-05-09,119137800000
2016-05-10,119455100000
2016-05-11,118252700000
2016-05-12,119037600000
2016-05-13,118870600000
2016-05-16,121626100000
2016-05-17,118920699999
2016-05-18,118720300000
2016-05-19,117451100000
2016-05-20,118185900000
2016-05-23,117568000000
2016-05-24,118954100000
2016-05-25,118052300000
2016-05-26,118119100000
2016-05-27,119087700000
2016-05-31,119739000000
2016-06-01,120022900000
2016-06-02,121910000000
2016-06-03,121726300000
2016-06-06,124064300000
2016-06-07,123429700000
2016-06-08,122594700000
2016-06-09,121459100000
2016-06-10,121325500000
2016-06-13,120607400000
2016-06-14,122076999999
2016-06-15,121191899999
2016-06-16,119789100000
2016-06-17,118018900000
2016-06-20,118503199999
2016-06-21,118987500000
2016-06-22,120757700000
2016-06-23,121308800000
2016-06-24,117918700000
2016-06-27,117434399999
2016-06-28,120256700000
2016-06-29,121910000000
2016-06-30,122902050000
2016-07-01,123286380000
2016-07-05,123286380000
2016-07-06,123420060000
2016-07-07,123787680000
2016-07-08,125792880000
2016-07-11,125976690000
2016-07-12,127330200000
2016-07-13,127965180000
2016-07-14,128282670000
2016-07-15,126996000000
2016-07-18,126929159999
2016-07-19,126110370000
2016-07-20,126528120000
2016-07-21,126160500000
2016-07-22,126461280000
2016-07-25,126260760000
2016-07-26,125425260000
2016-07-27,127781370000
2016-07-28,124756860000
2016-07-29,125007510000
2016-08-01,127313490000
2016-08-02,125408550000
2016-08-03,124990800000
2016-08-04,125859719999
2016-08-05,105740880000
2016-08-08,100761300000
2016-08-09,102950310000
2016-08-10,101229180000
2016-08-11,101880870000
2016-08-12,101312730000
2016-08-15,100310130000
2016-08-16,99274110000
2016-08-17,97419300000
2016-08-18,98054280000
2016-08-19,99073590000
2016-08-22,99023460000
2016-08-23,100026060000
2016-08-24,97903890000
2016-08-25,98187960000
2016-08-26,98204670000
2016-08-29,98187960000
2016-08-30,95648040000
2016-08-31,95898690000
2016-09-01,94845960000
2016-09-02,94160850000
2016-09-06,95180160000
2016-09-07,94528470000
2016-09-08,94929510000
2016-09-09,93007860000
2016-09-12,94110720000
2016-09-13,92907600000
2016-09-14,92289330000
2016-09-15,93525870000
2016-09-16,92907600000
2016-09-19,92038680000
2016-09-20,92840760000
2016-09-21,93459030000
2016-09-22,94277820000
2016-09-23,94378080000
2016-09-26,92707080000
2016-09-27,93141540000
2016-09-28,92055390000
2016-09-29,90016770000
2016-09-30,90154240000
2016-10-03,91391520000
2016-10-04,92311120000
2016-10-05,91608880000
2016-10-06,92043600000
2016-10-07,92678960000
2016-10-10,83282320000
2016-10-11,82847600000
2016-10-12,83616720000
2016-10-13,84001280000
2016-10-14,83215440000
2016-10-17,82496480000
2016-10-18,83683600000
2016-10-19,83382640000
2016-10-20,84201920000
2016-10-21,83633440000
2016-10-24,82312560000
2016-10-25,82847600000
2016-10-26,82412880000
2016-10-27,86877120000
2016-10-28,85272000000
2016-10-31,85121520000
2016-11-01,84937600000
2016-11-02,84553040000
2016-11-03,83951120000
2016-11-04,85288720000
2016-11-07,87980640000
2016-11-08,88883520000
2016-11-09,94133600000
2016-11-10,94735520000
2016-11-11,94250640000
2016-11-14,94568320000
2016-11-15,94785680000
2016-11-16,93966400000
2016-11-17,94768960000
2016-11-18,94902720000
2016-11-21,94852560000
2016-11-22,94551600000
2016-11-23,94886000000
2016-11-25,95270560000
2016-11-28,94484720000
2016-11-29,94233920000
2016-11-30,94367680000
2016-12-01,93297600000
2016-12-02,93565120000
2016-12-05,92879600000
2016-12-06,93682160000
2016-12-07,92361280000
2016-12-08,92344560000
2016-12-09,95370880000
2016-12-12,94551600000
2016-12-13,95588240000
2016-12-14,97812000000
2016-12-15,98062800000
2016-12-16,98012640000
2016-12-19,99350240000
2016-12-20,98848640000
2016-12-21,98129680000
2016-12-22,98246720000
2016-12-23,99667920000
2016-12-27,99199760000
2016-12-28,97995920000
2016-12-29,98480800000
2016-12-30,97711680000
2017-01-03,98805900000
2017-01-04,98290680000
2017-01-05,99936060000
2017-01-06,99636900000
2017-01-09,99271260000
2017-01-10,99686760000
2017-01-11,94401600000
2017-01-12,93986100000
2017-01-13,93437640000
2017-01-17,93537360000
2017-01-18,93188340000
2017-01-19,92224380000
2017-01-20,81820260000
2017-01-23,83100000000
2017-01-24,81371520000
2017-01-25,82352100000
2017-01-26,77814840000
2017-01-27,79343880000
2017-01-30,80922780000
2017-01-31,81703920000
2017-02-01,81919980000
2017-02-02,83931000000
2017-02-03,84396360000
2017-02-06,84828480000
2017-02-07,85858920000
2017-02-08,86424000000
2017-02-09,85609620000
2017-02-10,85842300000
2017-02-13,86473860000
2017-02-14,89266020000
2017-02-15,91459860000
2017-02-16,90213360000
2017-02-17,90728580000
2017-02-21,91044360000
2017-02-22,91991700000
2017-02-23,92689740000
2017-02-24,93803280000
2017-02-27,94002720000
2017-02-28,94252020000
2017-03-01,95033160000
2017-03-02,94501320000
2017-03-03,95166120000
2017-03-06,94684140000
2017-03-07,93620460000
2017-03-08,94933440000
2017-03-09,96379380000
2017-03-10,96927840000
2017-03-13,94617660000
2017-03-14,94218780000
2017-03-15,95814300000
2017-03-16,95249220000
2017-03-17,93553980000
2017-03-20,93753420000
2017-03-21,92590020000
2017-03-22,93670320000
2017-03-23,92689740000
2017-03-24,92889180000
2017-03-27,93138480000
2017-03-28,93404400000
2017-03-29,92988900000
2017-03-30,92008320000
2017-03-31,89400720000
2017-04-03,89121240000
2017-04-04,89006160000
2017-04-05,87263520000
2017-04-06,87608760000
2017-04-07,87822480000
2017-04-10,87707400000
2017-04-11,87099120000
2017-04-12,87115560000
2017-04-13,86852520000
2017-04-17,87049800000
2017-04-18,87016920000
2017-04-19,87460800000
2017-04-20,87855360000
2017-04-21,87921120000
2017-04-24,88036200000
2017-04-25,88677360000
2017-04-26,88397880000
2017-04-27,91521480000
2017-04-28,92146200000
2017-05-01,92573640000
2017-05-02,91981800000
2017-05-03,90518640000
2017-05-04,90732360000
2017-05-05,90666600000
2017-05-08,90321360000
2017-05-09,90946080000
2017-05-10,90650160000
2017-05-11,90650160000
2017-05-12,90469320000
2017-05-15,90584400000
2017-05-16,89417160000
2017-05-17,89450040000
2017-05-18,88414320000
2017-05-19,88808880000
2017-05-22,88940400000
2017-05-23,89121240000
2017-05-24,88480080000
2017-05-25,89417160000
2017-05-26,88726680000
2017-05-30,88660920000
2017-05-31,88693800000
2017-06-01,89647320000
2017-06-02,90370680000
2017-06-05,86079840000
2017-06-06,84929040000
2017-06-07,86425080000
2017-06-08,86885400000
2017-06-09,88365000000
2017-06-12,89367840000
2017-06-13,89088360000
2017-06-14,89630880000
2017-06-15,89236320000
2017-06-16,89532240000
2017-06-19,90781680000
2017-06-20,91505040000
2017-06-21,92179080000
2017-06-22,94250520000
2017-06-23,93116160000
2017-06-26,93576480000
2017-06-27,91899600000
2017-06-28,91850280000
2017-06-29,91768080000
2017-06-30,91325080000
2017-07-03,92226530000
2017-07-05,92357650000
2017-07-06,90603920000
2017-07-07,91636490000
2017-07-10,91669270000
2017-07-11,90685870000
2017-07-12,90210560000
2017-07-13,89604130000
2017-07-14,90390850000
2017-07-17,89800810000
2017-07-18,89718860000
2017-07-19,90259730000
2017-07-20,90866160000
2017-07-21,91210350000
2017-07-24,91128400000
2017-07-25,91702050000
2017-07-26,91751220000
2017-07-27,88899360000
2017-07-28,90587530000
2017-07-31,93259100000
2017-08-01,91964290000
2017-08-02,90521970000
2017-08-03,90964500000
2017-08-04,91702050000
2017-08-07,92275700000
2017-08-08,93275490000
2017-08-09,94078600000
2017-08-10,92751010000
2017-08-11,92980470000
2017-08-14,94439180000
2017-08-15,94848930000
2017-08-16,94242500000
2017-08-17,93046030000
2017-08-18,92472380000
2017-08-21,92832960000
2017-08-22,94521130000
2017-08-23,94848930000
2017-08-24,95340630000
2017-08-25,95668430000
2017-08-28,96012620000
2017-08-29,96471540000
2017-08-30,97323820000
2017-08-31,99126720000
2017-09-01,98176100000
2017-09-05,98028590000
2017-09-06,98126930000
2017-09-07,102994760000
2017-09-08,102634180000
2017-09-11,102798080000
2017-09-12,103289780000
2017-09-13,102404720000
2017-09-14,102748910000
2017-09-15,102404720000
2017-09-18,102765300000
2017-09-19,103142270000
2017-09-20,104060110000
2017-09-21,103797870000
2017-09-22,103847040000
2017-09-25,103568410000
2017-09-26,103142270000
2017-09-27,103175050000
2017-09-28,103273390000
2017-09-29,104469860000
2017-10-02,105620160000
2017-10-03,105178440000
2017-10-04,105914639999
2017-10-05,104376800000
2017-10-06,106029160000
2017-10-09,104949400000
2017-10-10,106552680000
2017-10-11,106519960000
2017-10-12,106912599999
2017-10-13,106814440000
2017-10-16,104131400000
2017-10-17,104998480000
2017-10-18,104213200000
2017-10-19,105800120000
2017-10-20,105391120000
2017-10-23,104295000000
2017-10-24,104131400000
2017-10-25,104704000000
2017-10-26,99714200000
2017-10-27,98061840000
2017-10-30,99534240000
2017-10-31,100875760000
2017-11-01,101693760000
2017-11-02,101808280000
2017-11-03,101791920000
2017-11-06,100908480000
2017-11-07,101284760000
2017-11-08,102380880000
2017-11-09,101415640000
2017-11-10,99566960000
2017-11-13,99779640000
2017-11-14,100205000000
2017-11-15,99910520000
2017-11-16,101219320000
2017-11-17,100319520000
2017-11-20,99468800000
2017-11-21,100188640000
2017-11-22,100025040000
2017-11-24,100499480000
2017-11-27,100793960000
2017-11-28,102282720000
2017-11-29,102904400000
2017-11-30,103378840000
2017-12-01,103460640000
2017-12-04,102200920000
2017-12-05,101464720000
2017-12-06,99746920000
2017-12-07,101170240000
2017-12-08,102119120000
2017-12-11,103100720000
2017-12-12,103526080000
2017-12-13,103836920000
2017-12-14,101644680000
2017-12-15,102102760000
2017-12-18,102086400000
2017-12-19,100712160000
2017-12-20,100123200000
2017-12-21,100614000000
2017-12-22,99730560000
2017-12-26,100221360000
2017-12-27,100908480000
2017-12-28,101055720000
2017-12-29,100254080000
2018-01-02,100119230000
2018-01-03,100200880000
2018-01-04,100837750000
2018-01-05,101066370000
2018-01-08,101099030000
2018-01-09,101001050000
2018-01-10,101262330000
2018-01-11,102013510000
2018-01-12,102568730000
2018-01-16,97849360000
2018-01-17,101001050000
2018-01-18,100968390000
2018-01-19,101703240000
2018-01-22,103336240000
2018-01-23,103581190000
2018-01-24,104120080000
2018-01-25,103728160000
2018-01-26,104920250000
2018-01-29,105214190000
2018-01-30,104446680000
2018-01-31,102225800000
2018-02-01,102552400000
2018-02-02,103662840000
2018-02-05,99547680000
2018-02-06,99449700000
2018-02-07,102274790000
2018-02-08,102372770000
2018-02-09,102389100000
2018-02-12,103140280000
2018-02-13,104299710000
2018-02-14,106716549999
2018-02-15,112644340000
2018-02-16,112611679999
2018-02-20,109982549999
2018-02-21,108643490000
2018-02-22,107680020000
2018-02-23,110962350000
2018-02-26,112072790000
2018-02-27,110782720000
2018-02-28,108104600000
2018-03-01,107271770000
2018-03-02,108055610000
2018-03-05,109117059999
2018-03-06,106912510000
2018-03-07,107941299999
2018-03-08,109002750000
2018-03-09,110913360000
2018-03-12,110145850000
2018-03-13,108888440000
2018-03-14,108806790000
2018-03-15,108186250000
2018-03-16,108757799999
2018-03-19,107892309999
2018-03-20,108480190000
2018-03-21,107941299999
2018-03-22,104430350000
2018-03-23,101343980000
2018-03-26,103532200000
2018-03-27,101915530000
2018-03-28,102176810000
2018-03-29,103287250000
2018-04-02,101246000000
2018-04-03,102503410000
2018-04-04,102846340000
2018-04-05,101752230000
2018-04-06,99417040000
2018-04-09,98763840000
2018-04-10,99955930000
2018-04-11,98273940000
2018-04-12,96085720000
2018-04-13,95775450000
2018-04-16,88312640000
2018-04-17,85536540000
2018-04-18,85405900000
2018-04-19,84279130000
2018-04-20,83560610000
2018-04-23,83119700000
2018-04-24,84230140000
2018-04-25,84524080000
2018-04-26,84981320000
2018-04-27,85356910000
2018-04-30,85128290000
2018-05-01,86042770000
2018-05-02,84099500000
2018-05-03,84017850000
2018-05-04,83821890000
2018-05-07,83805560000
2018-05-08,82515490000
2018-05-09,83429970000
2018-05-10,83527950000
2018-05-11,84687380000
2018-05-14,84948660000
2018-05-15,85405900000
2018-05-16,85258930000
2018-05-17,86124420000
2018-05-18,86075430000
2018-05-21,85307920000
2018-05-22,85471220000
2018-05-23,85732500000
2018-05-24,86042770000
2018-05-25,86173410000
2018-05-29,85356910000
2018-05-30,86581660000
2018-05-31,85928460000
2018-06-01,86761290000
2018-06-04,84017850000
2018-06-05,84785360000
2018-06-06,86418360000
2018-06-07,85928460000
2018-06-08,86810280000
2018-06-11,86744960000
2018-06-12,86761290000
2018-06-13,87300180000
2018-06-14,87577790000
2018-06-15,89488400000
2018-06-18,87610450000
2018-06-19,87594120000
2018-06-20,88590250000
2018-06-21,88084020000
2018-06-22,90043620000
2018-06-25,89276110000
2018-06-26,89668030000
2018-06-27,88949510000
2018-06-28,90304900000
2018-06-29,90370220000
2018-07-02,90070080000
2018-07-03,90820800000
2018-07-05,91310400000
2018-07-06,92305920000
2018-07-09,92126400000
2018-07-10,91685760000
2018-07-11,90984000000
2018-07-12,92713920000
2018-07-13,92795520000
2018-07-16,92093760000
