,UST
2010-09-09,7150755.5
2010-09-10,7102190.65
2010-09-13,7170851.3
2010-09-14,7221090.8
2010-09-15,7197645.7
2010-09-16,7152430.15
2010-09-17,7179224.55
2010-09-20,7217741.5
2010-09-21,7328268.4
2010-09-22,7373483.95
2010-09-23,7378507.9
2010-09-24,7324919.1
2010-09-27,7433771.35
2010-09-28,7497408.05
2010-09-29,7458891.1
2010-09-30,7450517.85
2010-10-01,7438795.3
2010-10-04,7500757.35
2010-10-05,7502432.0
2010-10-06,7589513.8
2010-10-07,7602911.0
2010-10-08,7602911.0
2010-10-11,7602911.0
2010-10-12,7591188.45
2010-10-13,7579465.9
2010-10-14,7535925.0
2010-10-15,7433771.35
2010-10-18,7519178.5
2010-10-19,7494058.75
2010-10-20,7561044.75
2010-10-21,7504106.65
2010-10-22,7504106.65
2010-10-25,7514154.55
2010-10-26,7400278.35
2010-10-27,7284727.5
2010-10-28,7368460.0
2010-10-29,7422048.8
2010-11-01,7452192.5
2010-11-02,7453867.15
2010-11-03,7522527.8
2010-11-04,7607934.95
2010-11-05,7606260.3
2010-11-08,7559370.1
2010-11-09,7475637.6
2010-11-10,7497408.05
2010-11-11,7450517.85
2010-11-12,7358412.1
2010-11-15,7167502.0
2010-11-16,7184248.5
2010-11-17,7303148.65
2010-11-18,7174200.6
2010-11-19,7226114.75
2010-11-22,7247885.2
2010-11-23,7336641.65
2010-11-24,7169176.65
2010-11-26,7202669.65
2010-11-29,7249559.85
2010-11-30,7267981.0
2010-12-01,7097166.7
2010-12-02,7060324.4
2010-12-03,7065348.35
2010-12-06,7149080.85
2010-12-07,6924677.75
2010-12-08,6815825.5
2010-12-09,6842619.9
2010-12-10,6725394.4
2010-12-13,6765586.0
2010-12-14,6608168.9
2010-12-15,6573001.25
2010-12-16,6624915.4
2010-12-17,6703623.95
2010-12-20,6745490.2
2010-12-21,6763911.35
2010-12-22,6738791.6
2010-12-23,6683528.15
2010-12-27,6653384.45
2010-12-28,6626590.05
2010-12-29,6748839.5
2010-12-30,6723719.75
2010-12-31,6815825.5
2011-01-03,6755538.1
2011-01-04,6752188.8
2011-01-05,6623240.75
2011-01-06,6621566.1
2011-01-07,6775633.9
2011-01-10,6817500.15
2011-01-11,6772284.6
2011-01-12,6752188.8
2011-01-13,6812476.2
2011-01-14,6845969.2
2011-01-18,6735442.3
2011-01-19,6735442.3
2011-01-20,6671805.6
2011-01-21,6708647.9
2011-01-24,6708647.9
2011-01-25,6817500.15
2011-01-26,6728743.7
2011-01-27,6711997.2
2011-01-28,6829222.7
2011-01-31,6829222.7
2011-02-01,6732093.0
2011-02-02,6658408.4
2011-02-03,6646685.85
2011-02-04,6504340.6
2011-02-07,6490943.4
2011-02-08,6428981.35
2011-02-09,6495967.35
2011-02-10,6462474.35
2011-02-11,6519412.45
2011-02-14,6511039.2
2011-02-15,6514388.5
2011-02-16,6531135.0
2011-02-17,6573001.25
2011-02-18,6557929.4
2011-02-22,6695250.7
2011-02-23,6655059.1
2011-02-24,6696925.35
2011-02-25,6713671.85
2011-02-28,6713671.85
2011-03-01,6720370.45
2011-03-02,6720370.45
2011-03-03,6626590.05
2011-03-04,6660083.05
2011-03-07,6660083.05
2011-03-08,6658408.4
2011-03-09,6705298.6
2011-03-10,6782332.5
2011-03-11,6782332.5
2011-03-14,6815825.5
2011-03-15,6861041.05
2011-03-16,6973242.6
2011-03-17,6912955.2
2011-03-18,6917979.15
2011-03-21,6854342.45
2011-03-22,6832572.0
2011-03-23,6849318.5
2011-03-24,6789031.1
2011-03-25,6722045.1
2011-03-28,6698600.0
2011-03-29,6685202.8
2011-03-30,6718695.8
2011-03-31,6732093.0
2011-04-01,6698600.0
2011-04-04,6748839.5
2011-04-05,6748839.5
2011-04-06,6629939.35
2011-04-07,6633288.65
2011-04-08,6599795.65
2011-04-11,6608168.9
2011-04-12,6696925.35
2011-04-13,6717021.15
2011-04-14,6698600.0
2011-04-15,6785681.8
2011-04-18,6824198.75
2011-04-19,6830897.35
2011-04-20,6799079.0
2011-04-21,6805777.6
2011-04-25,6805777.6
2011-04-26,6899558.0
2011-04-27,6867739.65
2011-04-28,6867739.65
2011-04-29,6943098.9
2011-05-02,6948122.85
2011-05-03,6973242.6
2011-05-04,7015108.85
2011-05-05,7045252.55
2011-05-06,7085444.15
2011-05-09,7110563.9
2011-05-10,7073721.6
2011-05-11,7073721.6
2011-05-12,7060324.4
2011-05-13,7103865.3
2011-05-16,7144056.9
2011-05-17,7189272.45
2011-05-18,7110563.9
2011-05-19,7123961.1
2011-05-20,7155779.45
2011-05-23,7197645.7
2011-05-24,7195971.05
2011-05-25,7195971.05
2011-05-26,7264631.7
2011-05-27,7259607.75
2011-05-31,7293100.75
2011-06-01,7417024.85
2011-06-02,7331617.7
2011-06-03,7390230.45
2011-06-06,7376833.25
2011-06-07,7403627.65
2011-06-08,7435446.0
2011-06-09,7376833.25
2011-06-10,7422048.8
2011-06-13,7396929.05
2011-06-14,7273004.95
2011-06-15,7425398.1
2011-06-16,7475637.6
2011-06-17,7463915.05
2011-06-20,7447168.55
2011-06-21,7420374.15
2011-06-22,7422048.8
2011-06-23,7494058.75
2011-06-24,7550996.85
2011-06-27,7505781.3
2011-06-28,7370134.65
2011-06-29,7271330.3
2011-06-30,7242861.25
2011-07-01,7175875.25
2011-07-05,7276354.25
2011-07-06,7306497.95
2011-07-07,7249559.85
2011-07-08,7400278.35
2011-07-11,7505781.3
2011-07-12,7527551.75
2011-07-13,7525877.1
2011-07-14,7473962.95
2011-07-15,7532575.7
2011-07-18,7529226.4
2011-07-19,7552671.5
2011-07-20,7512479.9
2011-07-21,7435446.0
2011-07-22,7460565.75
2011-07-25,7438795.3
2011-07-26,7500757.35
2011-07-27,7468939.0
2011-07-28,7497408.05
2011-07-29,7656499.8
2011-08-01,7736883.0
2011-08-02,7894300.1
2011-08-03,7894300.1
2011-08-04,8098607.4
2011-08-05,7939515.65
2011-08-08,8160569.45
2011-08-09,8301240.05
2011-08-10,8467030.4
2011-08-11,8224206.15
2011-08-12,8343106.3
2011-08-15,8282818.9
2011-08-16,8386647.2
2011-08-17,8467030.4
2011-08-18,8557461.5
2011-08-19,8589279.85
2011-08-22,8557461.5
2011-08-23,8488800.85
2011-08-24,8312962.6
2011-08-25,8405068.35
2011-08-26,8453633.2
2011-08-29,8358178.15
2011-08-30,8477078.3
2011-08-31,8410092.3
2011-09-01,8517269.9
2011-09-02,8686409.55
2011-09-06,8719902.55
2011-09-07,8622772.85
2011-09-08,8704830.7
2011-09-09,8788563.2
2011-09-12,8739998.35
2011-09-13,8689758.85
2011-09-14,8654591.2
2011-09-15,8567509.4
2011-09-16,8587605.2
2011-09-19,8719902.55
2011-09-20,8745022.3
2011-09-21,8810333.65
2011-09-22,9002918.4
2011-09-23,8860573.15
2011-09-26,8760094.15
2011-09-27,8626122.15
2011-09-28,8642868.65
2011-09-29,8696457.45
2011-09-30,8765118.1
2011-10-03,8917511.25
2011-10-04,8850525.25
2011-10-05,8765118.1
2011-10-06,8652916.55
2011-10-07,8567509.4
2011-10-10,8384972.55
2011-10-11,8431862.75
2011-10-12,8356503.5
2011-10-13,8445259.95
2011-10-14,8366551.4
2011-10-17,8445259.95
2011-10-18,8441910.65
2011-10-19,8472054.35
2011-10-20,8426838.8
2011-10-21,8405068.35
2011-10-24,8386647.2
2011-10-25,8517269.9
2011-10-26,8420140.2
2011-10-27,8227555.45
2011-10-28,8311287.95
2011-10-31,8518944.55
2011-11-01,8713203.95
2011-11-02,8671337.7
2011-11-03,8607701.0
2011-11-04,8644543.3
2011-11-07,8683060.25
2011-11-08,8592629.15
2011-11-09,8739998.35
2011-11-10,8674687.0
2011-11-11,8574208.0
2011-11-14,8684734.9
2011-11-15,8664639.1
2011-11-16,8716553.25
2011-11-17,8716553.25
2011-11-18,8723251.85
2011-11-21,8748371.6
2011-11-22,8791912.5
2011-11-23,8855549.2
2011-11-25,8765118.1
2011-11-28,8746696.95
2011-11-29,8734974.4
2011-11-30,8612724.95
2011-12-01,8634495.4
2011-12-02,8706505.35
2011-12-05,8699806.75
2011-12-06,8644543.3
2011-12-07,8728275.8
2011-12-08,8810333.65
2011-12-09,8696457.45
2011-12-12,8739998.35
2011-12-13,8818706.9
2011-12-14,8884018.25
2011-12-15,8894066.15
2011-12-16,8971100.05
2011-12-19,9016315.6
2011-12-20,8867271.75
2011-12-21,8806984.35
2011-12-22,8827080.15
2011-12-23,8738323.7
2011-12-27,8771816.7
2011-12-28,8865597.1
2011-12-29,8894066.15
2011-12-30,8909138.0
2012-01-03,8817032.25
2012-01-04,8768467.4
2012-01-05,8771816.7
2012-01-06,8845501.3
2012-01-09,8853874.55
2012-01-10,8820381.55
2012-01-11,8917511.25
2012-01-12,8890716.85
2012-01-13,8974449.35
2012-01-17,8987846.55
2012-01-18,8929233.8
2012-01-19,8825405.5
2012-01-20,8761768.8
2012-01-23,8713203.95
2012-01-24,8728275.8
2012-01-25,8820381.55
2012-01-26,8902439.4
2012-01-27,8954353.55
2012-01-30,9033062.1
2012-01-31,9083301.6
2012-02-01,9019664.9
2012-02-02,9049808.6
2012-02-03,8914161.95
2012-02-06,8956028.2
2012-02-07,8848850.6
2012-02-08,8853874.55
2012-02-09,8830429.45
2012-02-10,8910812.65
2012-02-13,8910812.65
2012-02-14,8930908.45
2012-02-15,8944305.65
2012-02-16,8863922.45
2012-02-17,8843826.65
2012-02-21,8785213.9
2012-02-22,8862247.8
2012-02-23,8867271.75
2012-02-24,8867271.75
2012-02-27,8951004.25
2012-02-28,8959377.5
2012-02-29,8897415.45
2012-03-01,8822056.2
2012-03-02,8889042.2
2012-03-05,8867271.75
2012-03-06,8927559.15
2012-03-07,8914161.95
2012-03-08,8853874.55
2012-03-09,8833778.75
2012-03-12,8835453.4
2012-03-13,8704830.7
2012-03-14,8508896.65
2012-03-15,8507222.0
2012-03-16,8480427.6
2012-03-19,8393345.8
2012-03-20,8396695.1
2012-03-21,8485451.55
2012-03-22,8502198.05
2012-03-23,8555786.85
2012-03-26,8560810.8
2012-03-27,8634495.4
2012-03-28,8611050.3
2012-03-29,8667988.4
2012-03-30,8606026.35
2012-04-02,8644543.3
2012-04-03,8512245.95
2012-04-04,8589279.85
2012-04-05,8671337.7
2012-04-09,8855549.2
2012-04-10,8925884.5
2012-04-11,8880668.95
2012-04-12,8827080.15
2012-04-13,8934257.75
2012-04-16,8940956.35
2012-04-17,8910812.65
2012-04-18,8944305.65
2012-04-19,8962726.8
2012-04-20,8952678.9
2012-04-23,8954353.55
2012-04-24,8966076.1
2012-04-25,8929233.8
2012-04-26,8989521.2
2012-04-27,9007942.35
2012-04-30,9036411.4
2012-05-01,9007942.35
2012-05-02,9039760.7
2012-05-03,9024688.85
2012-05-04,9101722.75
2012-05-07,9100048.1
2012-05-08,9138565.05
2012-05-09,9155311.55
2012-05-10,9130191.8
2012-05-11,9197177.8
2012-05-14,9287376.21
2012-05-15,9295762.86
2012-05-16,9307504.17
2012-05-17,9367888.05
2012-05-18,9356146.74
2012-05-21,9320640.0
2012-05-22,9293760.0
2012-05-23,9334080.0
2012-05-24,9300480.0
2012-05-25,9362640.0
2012-05-29,9352335.44
2012-05-30,9532382.2
2012-05-31,9614833.52
2012-06-01,9769640.08
2012-06-04,9677279.7
2012-06-05,9611551.05
2012-06-06,9471667.0
2012-06-07,9513800.75
2012-06-08,9544137.05
2012-06-11,9603202.67
2012-06-12,9508672.99
2012-06-13,9596450.55
2012-06-14,9552561.77
2012-06-15,9631899.18
2012-06-18,9633665.58
2012-06-19,9577872.15
2012-06-20,9528841.56
2012-06-21,9572800.02
2012-06-22,9495027.36
2012-06-25,9609931.5
2012-06-26,9565903.62
2012-06-27,9601464.6
2012-06-28,9653959.38
2012-06-29,9562516.86
2012-07-02,9664149.88
2012-07-03,9603091.72
2012-07-05,9643797.16
2012-07-06,9728600.16
2012-07-09,9796575.91
2012-07-10,9799973.37
2012-07-11,9789780.99
2012-07-12,9832249.24
2012-07-13,9810165.75
2012-07-16,9861372.36
2012-07-17,9815434.29
2012-07-18,9835851.21
2012-07-19,9817135.7
2012-07-20,9895400.56
2012-07-23,9924620.16
2012-07-24,9970630.59
2012-07-25,9979151.04
2012-07-26,9933140.61
2012-07-27,9786588.87
2012-07-30,9861659.28
2012-07-31,9890674.2
2012-08-01,9832644.36
2012-08-02,9871899.84
2012-08-03,9769494.24
2012-08-06,9798510.08
2012-08-07,9702781.44
2012-08-08,9670302.08
2012-08-09,9663464.32
2012-08-10,9711328.64
2012-08-13,9719648.47
2012-08-14,9618633.98
2012-08-15,9515907.38
2012-08-16,9469680.41
2012-08-17,9503922.61
2012-08-20,9527373.24
2012-08-21,9537661.98
2012-08-22,9683419.13
2012-08-23,9721144.51
2012-08-24,9703996.61
2012-08-27,9765477.56
2012-08-28,9786087.08
2012-08-29,9762042.64
2012-08-30,9806696.6
2012-08-31,9920048.96
2012-09-04,9887364.72
2012-09-05,9868443.18
2012-09-06,9765234.78
2012-09-07,9775555.62
2012-09-10,9799400.16
2012-09-11,9761498.12
2012-09-12,9680525.58
2012-09-13,9711536.34
2012-09-14,9542699.98
2012-09-17,9602351.85
2012-09-18,9652391.06
2012-09-19,9686900.86
2012-09-20,9704155.76
2012-09-21,9733489.09
2012-09-24,9800452.07
2012-09-25,9862666.19
2012-09-26,9945618.35
2012-09-27,9904142.27
2012-09-28,9926608.48
2012-10-01,9952330.0
2012-10-02,9950599.16
2012-10-03,9955791.68
2012-10-04,9888288.92
2012-10-05,9806939.44
2012-10-08,9870662.88
2012-10-09,9835992.48
2012-10-10,9889731.6
2012-10-11,9896665.68
2012-10-12,9908800.32
2012-10-15,9918910.6
2012-10-16,9832100.6
2012-10-17,9710566.6
2012-10-18,9672370.2
2012-10-19,9762652.6
2012-10-22,9709850.08
2012-10-23,9789838.1
2012-10-24,9758538.44
2012-10-25,9690722.51
2012-10-26,9798532.45
2012-10-31,9895487.1
2012-11-01,9872846.95
2012-11-02,9881554.7
2012-11-05,9940309.78
2012-11-06,9847866.12
2012-11-07,10008334.0
2012-11-08,10102522.0
2012-11-09,10099033.0
2012-11-12,10128526.0
2012-11-13,10152982.0
2012-11-14,10161717.0
2012-11-15,10154729.0
2012-11-16,10165211.0
2012-11-19,10137066.0
2012-11-20,10060085.0
2012-11-21,10030342.0
2012-11-23,10014595.0
2012-11-26,10066676.0
2012-11-27,10108730.0
2012-11-28,10136766.0
2012-11-29,10154288.0
2012-11-30,10145527.0
2012-12-03,10164554.0
2012-12-04,10194388.0
2012-12-05,10217202.0
2012-12-06,10229486.0
2012-12-07,10168064.0
2012-12-10,10201110.0
2012-12-11,10158928.0
2012-12-12,10064017.0
2012-12-13,10035896.0
2012-12-14,10072805.0
2012-12-17,9986068.44
2012-12-18,9910376.4
2012-12-19,9938540.88
2012-12-20,9943821.72
2012-12-21,10000150.0
2012-12-24,10003035.0
2012-12-26,10033005.0
2012-12-27,10071790.0
2012-12-28,10119390.0
2012-12-31,10019950.0
2013-01-02,9928137.49
2013-01-03,9820434.06
2013-01-04,9836324.73
2013-01-07,9853023.32
2013-01-08,9900767.69
2013-01-09,9916682.48
2013-01-10,9870706.42
2013-01-11,9921987.41
2013-01-14,9938739.76
2013-01-15,9979472.3
2013-01-16,10006037.0
2013-01-17,9915717.02
2013-01-18,9972388.38
2013-01-22,10003442.0
2013-01-23,10014084.0
2013-01-24,9976837.5
2013-01-25,9858002.28
2013-01-28,9823160.2
2013-01-29,9800067.78
2013-01-30,9803620.46
2013-01-31,9814278.5
2013-02-01,9748553.92
2013-02-04,9871726.49
2013-02-05,9814798.17
2013-02-06,9875284.51
2013-02-07,9885958.57
2013-02-08,9901969.66
2013-02-11,9899069.64
2013-02-12,9865217.53
2013-02-13,9806421.76
2013-02-14,9877689.36
2013-02-15,9861654.15
2013-02-19,9846098.48
2013-02-20,9888923.12
2013-02-21,9926394.68
2013-02-22,9938885.2
2013-02-25,10111072.0
2013-02-26,10089627.0
2013-02-27,10066396.0
2013-02-28,10089627.0
2013-03-01,10143239.0
2013-03-04,10124446.0
2013-03-05,10095810.0
2013-03-06,10027801.0
2013-03-07,9952632.92
2013-03-08,9855988.04
2013-03-11,9876068.9
2013-03-12,9926255.82
2013-03-13,9920878.65
2013-03-14,9913709.09
2013-03-15,9994366.64
2013-03-18,10064957.0
2013-03-19,10134965.0
2013-03-20,10066752.0
2013-03-21,10102653.0
2013-03-22,10106244.0
2013-03-25,10135658.0
2013-03-26,10166219.0
2013-03-27,10245320.0
2013-03-28,10214758.0
2013-04-01,10289400.0
2013-04-02,10242589.0
2013-04-03,10321807.0
2013-04-04,10402826.0
2013-04-05,10469442.0
2013-04-08,10434481.0
2013-04-09,10443497.0
2013-04-10,10349736.0
2013-04-11,10378586.0
2013-04-12,10479559.0
2013-04-15,10545696.0
2013-04-16,10489717.0
2013-04-17,10520416.0
2013-04-18,10545696.0
2013-04-19,10520416.0
2013-04-22,10554114.0
2013-04-23,10532412.0
2013-04-24,10545071.0
2013-04-25,10523370.0
2013-04-26,10599325.0
2013-04-29,10613163.0
2013-04-30,10595052.0
2013-05-01,10674741.0
2013-05-02,10678363.0
2013-05-03,10500873.0
2013-05-06,10487391.0
2013-05-07,10458370.0
2013-05-08,10474695.0
2013-05-09,10471067.0
2013-05-10,10360425.0
2013-05-13,10330264.0
2013-05-14,10255789.0
2013-05-15,10303017.0
2013-05-16,10401107.0
2013-05-17,10295751.0
2013-05-20,10294569.0
2013-05-21,10345506.0
2013-05-22,10179963.0
2013-05-23,10196335.0
2013-05-24,10207250.0
2013-05-28,9985450.23
2013-05-29,10052857.0
2013-05-30,10065610.0
2013-05-31,10012777.0
2013-06-03,10040223.0
2013-06-04,9994611.0
2013-06-05,10089485.0
2013-06-06,10105905.0
2013-06-07,9965419.0
2013-06-10,9925241.76
2013-06-11,9967266.9
2013-06-12,9879562.26
2013-06-13,10016600.0
2013-06-14,10065934.0
2013-06-17,10023918.0
2013-06-18,10012939.0
2013-06-19,9747610.95
2013-06-20,9663437.85
2013-06-21,9449345.4
2013-06-24,9419204.2
2013-06-25,9397213.84
2013-06-26,9461352.39
2013-06-27,9571304.19
2013-06-28,9543816.24
2013-07-01,9572455.36
2013-07-02,9579796.2
2013-07-03,9541256.79
2013-07-05,9205413.36
2013-07-08,9340106.16
2013-07-09,9373188.0
2013-07-10,9312537.96
2013-07-11,9479785.04
2013-07-12,9474271.4
2013-07-15,9548825.28
2013-07-16,9567230.88
2013-07-17,9637172.16
2013-07-18,9548825.28
2013-07-19,9657418.32
2013-07-22,9667741.35
2013-07-23,9638249.67
2013-07-24,9522126.18
2013-07-25,9540558.48
2013-07-26,9553461.09
2013-07-29,9545200.61
2013-07-30,9530433.33
2013-07-31,9543354.7
2013-08-01,9364301.43
2013-08-02,9528587.42
2013-08-05,9488812.47
2013-08-06,9498055.42
2013-08-07,9549815.94
2013-08-08,9579393.38
2013-08-09,9594182.1
2013-08-12,9565460.42
2013-08-13,9402549.54
2013-08-14,9415508.36
2013-08-15,9317391.58
2013-08-16,9252597.48
2013-08-19,9180710.88
2013-08-20,9275261.82
2013-08-21,9154755.72
2013-08-22,9152901.78
2013-08-23,9256722.42
2013-08-26,9286763.22
2013-08-27,9413012.7
2013-08-28,9327608.64
2013-08-29,9361027.62
2013-08-30,9316468.98
2013-09-03,9233234.14
2013-09-04,9175596.15
2013-09-05,9038008.69
2013-09-06,9129113.9
2013-09-09,9185098.01
2013-09-10,9108757.24
2013-09-11,9194407.86
2013-09-12,9203717.71
2013-09-13,9222337.41
2013-09-16,9272854.72
2013-09-17,9310147.52
2013-09-18,9526445.76
2013-09-19,9483559.04
2013-09-20,9500340.8
2013-09-23,9570015.0
2013-09-24,9633503.88
2013-09-25,9687656.16
2013-09-26,9650309.76
2013-09-27,9682054.2
2013-09-30,9716468.04
2013-10-01,9675328.26
2013-10-02,9707118.09
2013-10-03,9729557.97
2013-10-04,9675328.26
2013-10-07,9711666.62
2013-10-08,9704175.94
2013-10-09,9666722.54
2013-10-10,9631141.81
2013-10-11,9649868.51
2013-10-14,9592415.25
2013-10-15,9599916.65
2013-10-16,9699310.2
2013-10-17,9811831.2
2013-10-18,9811831.2
2013-10-21,9805142.42
2013-10-22,9944115.9
2013-10-23,9974164.22
2013-10-24,9940359.86
2013-10-25,9968530.16
2013-10-28,9963948.6
2013-10-29,9988397.7
2013-10-30,9939499.5
2013-10-31,9920692.5
2013-11-01,9807850.5
2013-11-04,9865092.06
2013-11-05,9770923.56
2013-11-06,9825541.29
2013-11-07,9883925.76
2013-11-08,9665454.84
2013-11-11,9671664.4
2013-11-12,9645259.7
2013-11-13,9720701.7
2013-11-14,9822548.4
2013-11-15,9801801.85
2013-11-18,9883671.76
2013-11-19,9813789.12
2013-11-20,9709909.52
2013-11-21,9719353.12
2013-11-22,9774126.0
2013-11-25,9806909.0
2013-11-26,9852302.6
2013-11-27,9806909.0
2013-11-29,9795560.6
2013-12-02,9729888.96
2013-12-03,9748829.76
2013-12-04,9671172.48
2013-12-05,9610561.92
2013-12-06,9638973.12
2013-12-09,9671528.25
2013-12-10,9751191.75
2013-12-11,9677218.5
2013-12-12,9618419.25
2013-12-13,9639283.5
2013-12-16,9647204.97
2013-12-17,9707986.73
2013-12-18,9630110.1
2013-12-19,9567428.91
2013-12-20,9607316.94
2013-12-23,9565660.9
2013-12-24,9499087.4
2013-12-26,9480066.4
2013-12-27,9472458.0
2013-12-30,9529614.34
2013-12-31,9453423.14
2014-01-02,9514376.1
2014-01-03,9506756.98
2014-01-06,9567819.36
2014-01-07,9600246.18
2014-01-08,9512503.02
2014-01-09,9564004.44
2014-01-10,9720416.16
2014-01-13,9785595.99
2014-01-14,9713011.05
2014-01-15,9690089.49
2014-01-16,9753123.78
2014-01-17,9791326.38
2014-01-21,9787848.77
2014-01-22,9743854.14
2014-01-23,9864361.17
2014-01-24,9938960.76
2014-01-27,9901116.12
2014-01-28,9924101.88
2014-01-29,10014129.0
2014-01-30,9996890.12
2014-01-31,10077340.0
2014-02-03,10223792.0
2014-02-04,10141311.0
2014-02-05,10079930.0
2014-02-06,10030058.0
2014-02-07,10074176.0
2014-02-10,10103618.0
2014-02-11,10024863.0
2014-02-12,9973001.28
2014-02-13,10067122.0
2014-02-14,10049834.0
2014-02-18,10119586.0
2014-02-19,10084962.0
2014-02-20,10050339.0
2014-02-21,10081115.0
2014-02-24,10064342.0
2014-02-25,10129833.0
2014-02-26,10187618.0
2014-02-27,10214585.0
2014-02-28,10195323.0
2014-03-03,10303970.0
2014-03-04,10151590.0
2014-03-05,10165092.0
2014-03-06,10087937.0
2014-03-07,9999210.24
2014-03-10,10042076.0
2014-03-11,10063323.0
2014-03-12,10136721.0
2014-03-13,10250682.0
2014-03-14,10256477.0
2014-03-17,10195273.0
2014-03-18,10233958.0
2014-03-19,10056009.0
2014-03-20,10054075.0
2014-03-21,10092759.0
2014-03-24,10118313.0
2014-03-25,10098944.0
2014-03-26,10038900.0
2014-03-27,10056332.0
2014-03-28,9988541.73
2014-03-31,10010120.0
2014-04-01,9951933.67
2014-04-02,9876290.44
2014-04-03,9889867.43
2014-04-04,10004302.0
2014-04-07,10064687.0
2014-04-08,10097705.0
2014-04-09,10091879.0
2014-04-10,10173453.0
2014-04-11,10218124.0
2014-04-14,10191380.0
2014-04-15,10228334.0
2014-04-16,10179711.0
2014-04-17,10074685.0
2014-04-21,10078830.0
2014-04-22,10069092.0
2014-04-23,10119729.0
2014-04-24,10121677.0
2014-04-25,10146996.0
2014-04-28,10133602.0
2014-04-29,10145304.0
2014-04-30,10215514.0
2014-05-01,10272072.0
