,HIG
2013-11-26,16113292000
2013-11-27,16262154999
2013-11-29,16072693000
2013-12-02,16126825000
2013-12-03,15977962000
2013-12-04,16054649000
2013-12-05,15959918000
2013-12-06,16212533999
2013-12-09,16307265000
2013-12-10,16271177000
2013-12-11,15910297000
2013-12-12,15833610000
2013-12-13,15797522000
2013-12-16,15815566000
2013-12-17,15788500000
2013-12-18,16027583000
2013-12-19,16023072000
2013-12-20,16271177000
2013-12-23,16514771000
2013-12-24,16519281999
2013-12-26,16496727000
2013-12-27,16388463000
2013-12-30,16352375000
2013-12-31,16296253999
2014-01-02,15922920000
2014-01-03,15981394000
2014-01-06,16003884000
2014-01-07,15949908000
2014-01-08,15972398000
2014-01-09,16093844000
2014-01-10,16165811999
2014-01-13,15639546000
2014-01-14,15904928000
2014-01-15,16201796000
2014-01-16,15990389999
2014-01-17,15859948000
2014-01-21,15756494000
2014-01-22,15689024000
2014-01-23,15216734000
2014-01-24,14739946000
2014-01-27,14726452000
2014-01-28,15072798000
2014-01-29,14784925999
2014-01-30,15180750000
2014-01-31,14955850000
2014-02-03,14474564000
2014-02-04,14762436000
2014-02-05,15086292000
2014-02-06,15275208000
2014-02-07,15477617999
2014-02-10,15396653999
2014-02-11,15581072000
2014-02-12,15608060000
2014-02-13,15540589999
2014-02-14,15594566000
2014-02-18,15666534000
2014-02-19,15455128000
2014-02-20,15446132000
2014-02-21,15432638000
2014-02-24,15581072000
2014-02-25,15464124000
2014-02-26,15513602000
2014-02-27,15599064000
2014-02-28,15828461999
2014-03-03,15635048000
2014-03-04,16116334000
2014-03-05,16224286000
2014-03-06,16255772000
2014-03-07,16179306000
2014-03-10,16129828000
2014-03-11,16044366000
2014-03-12,15985892000
2014-03-13,15716011999
2014-03-14,15855450000
2014-03-17,15837458000
2014-03-18,15783482000
2014-03-19,15671032000
2014-03-20,15949908000
2014-03-21,15931916000
2014-03-24,15913924000
2014-03-25,15895932000
2014-03-26,15698020000
2014-03-27,15504606000
2014-03-28,15689024000
2014-03-31,15892662000
2014-04-01,16081913999
2014-04-02,16199070000
2014-04-03,16235118000
2014-04-04,15937721999
2014-04-07,15694398000
2014-04-08,15712421999
2014-04-09,15771000000
2014-04-10,15329412000
2014-04-11,15004979999
2014-04-14,15194232000
2014-04-15,15302376000
2014-04-16,15545700000
2014-04-17,15622302000
2014-04-21,15554712000
2014-04-22,15631313999
2014-04-23,15658350000
2014-04-24,15707916000
2014-04-25,15761987999
2014-04-28,15532182000
2014-04-29,15843095999
2014-04-30,16163021999
2014-05-01,16158516000
2014-05-02,16122468000
2014-05-05,16072902000
2014-05-06,15757482000
2014-05-07,15919698000
2014-05-08,15973770000
2014-05-09,15807048000
2014-05-12,16036854000
2014-05-13,15856613999
2014-05-14,15622302000
2014-05-15,15428544000
2014-05-16,15451074000
2014-05-19,15442062000
2014-05-20,15351942000
2014-05-21,15478110000
2014-05-22,15595266000
2014-05-23,15653844000
2014-05-27,15712421999
2014-05-28,15599771999
2014-05-29,15685386000
2014-05-30,15613290000
2014-06-02,15721434000
2014-06-03,15946734000
2014-06-04,16081913999
2014-06-05,16176540000
2014-06-06,16325237999
2014-06-09,16293695999
2014-06-10,16388321999
2014-06-11,16298202000
2014-06-12,16140492000
2014-06-13,16099937999
2014-06-16,16059384000
2014-06-17,16203576000
2014-06-18,16217094000
2014-06-19,16230612000
2014-06-20,16230612000
2014-06-23,16239624000
2014-06-24,16122468000
2014-06-25,16190058000
2014-06-26,16144998000
2014-06-27,16068395999
2014-06-30,15656132000
2014-07-01,15927196000
2014-07-02,15734828000
2014-07-03,16110820000
2014-07-07,16088959999
2014-07-08,15970916000
2014-07-09,15997148000
2014-07-10,15826640000
2014-07-11,15900963999
2014-07-14,15927196000
2014-07-15,15922824000
2014-07-16,15940312000
2014-07-17,15651759999
2014-07-18,15782920000
2014-07-21,15822267999
2014-07-22,15660504000
2014-07-23,15677992000
2014-07-24,15682363999
2014-07-25,15411300000
2014-07-28,15446276000
2014-07-29,15345720000
2014-07-30,15096516000
2014-07-31,14934751999
2014-08-01,14877916000
2014-08-04,15009076000
2014-08-05,14873544000
2014-08-06,15035308000
2014-08-07,14799220000
2014-08-08,14860428000
2014-08-11,15074655999
2014-08-12,15127120000
2014-08-13,15245163999
2014-08-14,15415672000
2014-08-15,15350092000
2014-08-18,15577436000
2014-08-19,15643016000
2014-08-20,15699851999
2014-08-21,15870359999
2014-08-22,15870359999
2014-08-25,16036496000
2014-08-26,16237608000
2014-08-27,16268212000
2014-08-28,16115192000
2014-08-29,16198259999
2014-09-02,16207004000
2014-09-03,16123936000
2014-09-04,16080216000
2014-09-05,16088959999
2014-09-08,16106448000
2014-09-09,16027751999
2014-09-10,16237608000
2014-09-11,16220120000
2014-09-12,16241980000
2014-09-15,16220120000
2014-09-16,16272584000
2014-09-17,16429976000
2014-09-18,16521788000
2014-09-19,16526159999
2014-09-22,16320676000
2014-09-23,16207004000
2014-09-24,16421232000
2014-09-25,16211376000
2014-09-26,16416859999
2014-09-29,16386255999
2014-09-30,16002600000
2014-10-01,15667512000
2014-10-02,15753432000
2014-10-03,16015488000
2014-10-06,15882312000
2014-10-07,15624551999
2014-10-08,15860832000
2014-10-09,15688992000
2014-10-10,15474192000
2014-10-13,15237912000
2014-10-14,15383976000
2014-10-15,15246504000
2014-10-16,15280872000
2014-10-17,15504264000
2014-10-20,15658920000
2014-10-21,15890904000
2014-10-22,15860832000
2014-10-23,15942456000
2014-10-24,16131479999
2014-10-27,16191623999
2014-10-28,16668479999
2014-10-29,16698551999
2014-10-30,16797360000
2014-10-31,17003568000
2014-11-03,17029344000
2014-11-04,17042232000
2014-11-05,17153928000
2014-11-06,17145335999
2014-11-07,17269920000
2014-11-10,17222664000
2014-11-11,17252736000
2014-11-12,17166816000
2014-11-13,17136744000
2014-11-14,17141040000
2014-11-17,17218368000
2014-11-18,17415984000
2014-11-19,17527680000
2014-11-20,17566344000
2014-11-21,17759664000
2014-11-24,17867064000
2014-11-25,17806920000
2014-11-26,17669448000
2014-11-28,17742480000
2014-12-01,17617896000
2014-12-02,17759664000
2014-12-03,17841288000
2014-12-04,17746776000
2014-12-05,17871360000
2014-12-08,18150600000
2014-12-09,17849880000
2014-12-10,17647968000
2014-12-11,17686632000
2014-12-12,17351544000
2014-12-15,17325768000
2014-12-16,17141040000
2014-12-17,17596416000
2014-12-18,18017424000
2014-12-19,18026016000
2014-12-22,17961576000
2014-12-23,18150600000
2014-12-24,18099048000
2014-12-26,18060384000
2014-12-29,18146304000
2014-12-30,18159192000
2014-12-31,17618194000
2015-01-02,17660454000
2015-01-05,17288566000
2015-01-06,17005424000
2015-01-07,17166011999
2015-01-08,17351956000
2015-01-09,17191368000
2015-01-12,17035006000
2015-01-13,17077265999
2015-01-14,16815254000
2015-01-15,16726508000
2015-01-16,16887096000
2015-01-20,16781446000
2015-01-21,16777220000
2015-01-22,17170238000
2015-01-23,16963164000
2015-01-26,16925129999
2015-01-27,16874418000
2015-01-28,16599728000
2015-01-29,16722282000
2015-01-30,16439140000
2015-02-02,16718056000
2015-02-03,16747638000
2015-02-04,16798350000
2015-02-05,16908226000
2015-02-06,17022328000
2015-02-09,17060361999
2015-02-10,17153334000
2015-02-11,17136429999
2015-02-12,17360408000
2015-02-13,17440702000
2015-02-17,17550578000
2015-02-18,17406894000
2015-02-19,17508318000
2015-02-20,17525222000
2015-02-23,17394216000
2015-02-24,17461832000
2015-02-25,17330826000
2015-02-26,17322374000
2015-02-27,17309696000
2015-03-02,17436476000
2015-03-03,17432250000
2015-03-04,17199820000
2015-03-05,17322374000
2015-03-06,17330826000
2015-03-09,17487188000
2015-03-10,17195594000
2015-03-11,17457606000
2015-03-12,17859076000
2015-03-13,17770330000
2015-03-16,18040794000
2015-03-17,17968952000
2015-03-18,18116862000
2015-03-19,17990082000
2015-03-20,18214060000
2015-03-23,18167574000
2015-03-24,18091506000
2015-03-25,17837946000
2015-03-26,17799912000
2015-03-27,17728070000
2015-03-30,17905562000
2015-03-31,17510034000
2015-04-01,17497473000
2015-04-02,17639831000
2015-04-06,17723571000
2015-04-07,17593774000
2015-04-08,17752880000
2015-04-09,17773815000
2015-04-10,17819872000
2015-04-13,17945482000
2015-04-14,17849181000
2015-04-15,17874303000
2015-04-16,17861742000
2015-04-17,17543530000
2015-04-20,17623083000
2015-04-21,17342554000
2015-04-22,17338367000
2015-04-23,17363489000
2015-04-24,17518408000
2015-04-27,17334180000
2015-04-28,17321619000
2015-04-29,17321619000
2015-04-30,17070399000
2015-05-01,17208570000
2015-05-04,17309058000
2015-05-05,17237879000
2015-05-06,17112268999
2015-05-07,17246253000
2015-05-08,17463977000
2015-05-11,17417920000
2015-05-12,17263001000
2015-05-13,17321619000
2015-05-14,17426294000
2015-05-15,17304871000
2015-05-18,17434668000
2015-05-19,17635644000
2015-05-20,17744506000
2015-05-21,17602148000
2015-05-22,17526782000
2015-05-26,17250440000
2015-05-27,17367676000
2015-05-28,17309058000
2015-05-29,17212757000
2015-06-01,17170887000
2015-06-02,17179261000
2015-06-03,17438855000
2015-06-04,17254627000
2015-06-05,17392798000
2015-06-08,17166700000
2015-06-09,17170887000
2015-06-10,17597961000
2015-06-11,17723571000
2015-06-12,17669140000
2015-06-15,17480725000
2015-06-16,17597961000
2015-06-17,17530969000
2015-06-18,17744506000
2015-06-19,17593774000
2015-06-22,17874303000
2015-06-23,17815685000
2015-06-24,17698449000
2015-06-25,17514221000
2015-06-26,17614709000
2015-06-29,17275562000
2015-06-30,17201666000
2015-07-01,18285822000
2015-07-02,18219614000
2015-07-06,18240304000
2015-07-07,18260994000
2015-07-08,17805814000
2015-07-09,17855470000
2015-07-10,18116164000
2015-07-13,18662380000
2015-07-14,18910660000
2015-07-15,19316184000
2015-07-16,19564464000
2015-07-17,19382392000
2015-07-20,19158940000
2015-07-21,19332736000
2015-07-22,19204458000
2015-07-23,19167216000
2015-07-24,19229286000
2015-07-27,18894108000
2015-07-28,19386530000
2015-07-29,19725846000
2015-07-30,19862400000
2015-07-31,19676190000
2015-08-03,19957574000
2015-08-04,19767226000
2015-08-05,19643086000
2015-08-06,19734122000
2015-08-07,19833434000
2015-08-10,20019644000
2015-08-11,19796192000
2015-08-12,19647224000
2015-08-13,20201716000
2015-08-14,20433444000
2015-08-17,20342408000
2015-08-18,20495514000
2015-08-19,20358960000
2015-08-20,20044472000
2015-08-21,19341012000
2015-08-24,18405824000
2015-08-25,18492722000
2015-08-26,19129974000
2015-08-27,19452738000
2015-08-28,19125836000
2015-08-31,19014110000
2015-09-01,18517550000
2015-09-02,18861004000
2015-09-03,18952040000
2015-09-04,18505136000
2015-09-08,18993420000
2015-09-09,18745140000
2015-09-10,18956178000
2015-09-11,19014110000
2015-09-14,18852728000
2015-09-15,19125836000
2015-09-16,19245838000
2015-09-17,18956178000
2015-09-18,18339616000
2015-09-21,18484446000
2015-09-22,18256856000
2015-09-23,18393410000
2015-09-24,18662380000
2015-09-25,18778244000
2015-09-28,18401686000
2015-09-29,18641690000
2015-09-30,18627882000
2015-10-01,18713331000
2015-10-02,18680779000
2015-10-05,18990023000
2015-10-06,18937126000
2015-10-07,19083610000
2015-10-08,19169059000
2015-10-09,19075472000
2015-10-12,19067334000
2015-10-13,18928988000
2015-10-14,18668572000
2015-10-15,19103955000
2015-10-16,19181266000
2015-10-19,19323681000
2015-10-20,19563752000
2015-10-21,19698029000
2015-10-22,19848582000
2015-10-23,20035756000
2015-10-26,19860789000
2015-10-27,18448846000
2015-10-28,18888298000
2015-10-29,19173128000
2015-10-30,18823194000
2015-11-02,19026644000
2015-11-03,18920850000
2015-11-04,18957471000
2015-11-05,19083610000
2015-11-06,19368440000
2015-11-09,19075472000
2015-11-10,19262646000
2015-11-11,19018506000
2015-11-12,18607537000
2015-11-13,18367466000
2015-11-16,18668572000
2015-11-17,18530226000
2015-11-18,18676710000
2015-11-19,18725538000
2015-11-20,18709262000
2015-11-23,18656365000
2015-11-24,18595330000
2015-11-25,18522088000
2015-11-27,18534295000
2015-11-30,18570916000
2015-12-01,18798780000
2015-12-02,18701124000
2015-12-03,18420363000
2015-12-04,19006299000
2015-12-07,18872022000
2015-12-08,18652296000
2015-12-09,18367466000
2015-12-10,18310500000
2015-12-11,17850703000
2015-12-14,17586218000
2015-12-15,17903600000
2015-12-16,18139602000
2015-12-17,17622839000
2015-12-18,17134559000
2015-12-21,17248491000
2015-12-22,17602494000
2015-12-23,17643184000
2015-12-24,17765254000
2015-12-28,17696081000
2015-12-29,17948359000
2015-12-30,17838496000
2015-12-31,17318810000
2016-01-04,17011965000
2016-01-05,17282945000
2016-01-06,16832640000
2016-01-07,16418200000
2016-01-08,16199025000
2016-01-11,16306620000
2016-01-12,16485944999
2016-01-13,15975865000
2016-01-14,16039625000
2016-01-15,15573380000
2016-01-19,15585335000
2016-01-20,15091194999
2016-01-21,15154955000
2016-01-22,15425935000
2016-01-25,14995555000
2016-01-26,15382100000
2016-01-27,15362174999
2016-01-28,15501650000
2016-01-29,16011730000
2016-02-01,15896165000
2016-02-02,15629170000
2016-02-03,15517590000
2016-02-04,15860299999
2016-02-05,16155190000
2016-02-08,15776615000
2016-02-09,15940000000
2016-02-10,15836390000
2016-02-11,15394055000
2016-02-12,16254815000
2016-02-16,16406245000
2016-02-17,16701134999
2016-02-18,16645345000
2016-02-19,16649330000
2016-02-22,16936250000
2016-02-23,16625420000
2016-02-24,16697150000
2016-02-25,17027904999
2016-02-26,17067755000
2016-02-29,16784819999
2016-03-01,17370615000
2016-03-02,17382570000
2016-03-03,17286930000
2016-03-04,17438360000
2016-03-07,17482195000
2016-03-08,17239110000
2016-03-09,17219185000
2016-03-10,17390540000
2016-03-11,17816935000
2016-03-14,17793025000
2016-03-15,17789040000
2016-03-16,17968365000
2016-03-17,18382805000
2016-03-18,18295135000
2016-03-21,18087915000
2016-03-22,18251300000
2016-03-23,18275210000
2016-03-24,18163630000
2016-03-28,18410700000
2016-03-29,18398745000
2016-03-30,18454535000
2016-03-31,18054144000
2016-04-01,18336240000
2016-04-04,18148176000
2016-04-05,17928768000
2016-04-06,18065898000
2016-04-07,17678016000
2016-04-08,17642754000
2016-04-11,17568312000
2016-04-12,17791638000
2016-04-13,18097242000
2016-04-14,18030636000
2016-04-15,17991456000
2016-04-18,18058062000
2016-04-19,18054144000
2016-04-20,18242208000
2016-04-21,17560476000
2016-04-22,17666262000
2016-04-25,17552640000
2016-04-26,17650590000
2016-04-27,17627082000
2016-04-28,17145168000
2016-04-29,17388084000
2016-05-02,17615328000
2016-05-03,17462526000
2016-05-04,17274462000
2016-05-05,17309724000
2016-05-06,17188266000
2016-05-09,17305806000
2016-05-10,17529132000
2016-05-11,17341068000
2016-05-12,17435100000
2016-05-13,17411592000
2016-05-16,17356740000
2016-05-17,17137332000
2016-05-18,17395920000
2016-05-19,17258790000
2016-05-20,17631000000
2016-05-23,17505624000
2016-05-24,17815146000
2016-05-25,17807310000
2016-05-26,17642754000
2016-05-27,17709360000
2016-05-31,17697606000
2016-06-01,17681934000
2016-06-02,17619246000
2016-06-03,17364576000
2016-06-06,17411592000
2016-06-07,17454690000
2016-06-08,17442936000
2016-06-09,17427264000
2016-06-10,17149086000
2016-06-13,17266626000
2016-06-14,17203938000
2016-06-15,16976694000
2016-06-16,17168676000
2016-06-17,17239200000
2016-06-20,17278380000
2016-06-21,17325396000
2016-06-22,17262708000
2016-06-23,17615328000
2016-06-24,16612320000
2016-06-27,16055963999
2016-06-28,16498698000
2016-06-29,16910087999
2016-06-30,17033044000
2016-07-01,16986988000
2016-07-05,16530266000
2016-07-06,16399773999
2016-07-07,16395936000
2016-07-08,16726004000
2016-07-11,16802764000
2016-07-12,16825792000
2016-07-13,16668434000
2016-07-14,16810439999
2016-07-15,16791250000
2016-07-18,16787412000
2016-07-19,16795088000
2016-07-20,16783573999
2016-07-21,16683786000
2016-07-22,17182726000
2016-07-25,17033044000
2016-07-26,16963960000
2016-07-27,16814278000
2016-07-28,16860334000
2016-07-29,15294430000
2016-08-01,15355838000
2016-08-02,15398055999
2016-08-03,15563089999
2016-08-04,15444112000
2016-08-05,15601470000
2016-08-08,15593794000
2016-08-09,15505520000
2016-08-10,15455626000
2016-08-11,15447950000
2016-08-12,15386542000
2016-08-15,15432598000
2016-08-16,15348162000
2016-08-17,15352000000
2016-08-18,15436436000
2016-08-19,15447950000
2016-08-22,15497844000
2016-08-23,15398055999
2016-08-24,15367352000
2016-08-25,15382704000
2016-08-26,15302105999
2016-08-29,15482492000
2016-08-30,15708934000
2016-08-31,15762666000
2016-09-01,15616822000
2016-09-02,15731962000
2016-09-06,15636012000
2016-09-07,15927700000
2016-09-08,15728123999
2016-09-09,15754989999
2016-09-12,16123438000
2016-09-13,16065868000
2016-09-14,16042839999
2016-09-15,16177170000
2016-09-16,16042839999
2016-09-19,16134952000
2016-09-20,16108086000
2016-09-21,16311500000
2016-09-22,16553294000
2016-09-23,16415126000
2016-09-26,16265444000
2016-09-27,16392098000
2016-09-28,16472696000
2016-09-29,16253930000
2016-09-30,15903348000
2016-10-03,15784500000
2016-10-04,16259892000
2016-10-05,16389882000
2016-10-06,16226466000
2016-10-07,16196754000
2016-10-10,16222752000
2016-10-11,16040766000
2016-10-12,16118760000
2016-10-13,15918204000
2016-10-14,16085334000
2016-10-17,16022196000
2016-10-18,16063050000
2016-10-19,16070478000
2016-10-20,15929346000
2016-10-21,15814212000
2016-10-24,15940488000
2016-10-25,15862494000
2016-10-26,16129902000
2016-10-27,16011054000
2016-10-28,16434450000
2016-10-31,16382454000
2016-11-01,16393596000
2016-11-02,16378740000
2016-11-03,16248750000
2016-11-04,16051908000
2016-11-07,16512444000
2016-11-08,16612721999
2016-11-09,16980408000
2016-11-10,17195820000
2016-11-11,17388948000
2016-11-14,17801202000
2016-11-15,17786346000
2016-11-16,17299812000
2016-11-17,17444658000
2016-11-18,17548650000
2016-11-21,17570934000
2016-11-22,17663784000
2016-11-23,17827200000
2016-11-25,17778918000
2016-11-28,17608074000
2016-11-29,17426088000
2016-11-30,17500368000
2016-12-01,17741778000
2016-12-02,17611788000
2016-12-05,17686068000
2016-12-06,17916336000
2016-12-07,17648928000
2016-12-08,17823486000
2016-12-09,18027756000
2016-12-12,18042612000
2016-12-13,17923764000
2016-12-14,17771490000
2016-12-15,17816058000
2016-12-16,17697210000
2016-12-19,17764062000
2016-12-20,17830914000
2016-12-21,17905194000
2016-12-22,17886624000
2016-12-23,17920050000
2016-12-27,17920050000
2016-12-28,17726922000
2016-12-29,17723208000
2016-12-30,17697210000
2017-01-03,17734350000
2017-01-04,18031470000
2017-01-05,17957190000
2017-01-06,17994330000
2017-01-09,17853198000
2017-01-10,17986902000
2017-01-11,18016614000
2017-01-12,17912622000
2017-01-13,17949762000
2017-01-17,18027756000
2017-01-18,18347160000
2017-01-19,17916336000
2017-01-20,17942334000
2017-01-23,17715780000
2017-01-24,17790060000
2017-01-25,17957190000
2017-01-26,18038898000
2017-01-27,18172602000
2017-01-30,18183744000
2017-01-31,18090894000
2017-02-01,17990616000
2017-02-02,17816058000
2017-02-03,17578362000
2017-02-06,17660070000
2017-02-07,17585790000
2017-02-08,17474370000
2017-02-09,17656356000
2017-02-10,17775204000
2017-02-13,17845770000
2017-02-14,18012900000
2017-02-15,18050040000
2017-02-16,18050040000
2017-02-17,17960904000
2017-02-21,18172602000
2017-02-22,18083466000
2017-02-23,18120606000
2017-02-24,18057468000
2017-02-27,18172602000
2017-02-28,18157746000
2017-03-01,18454866000
2017-03-02,18206028000
2017-03-03,18254310000
2017-03-06,18120606000
2017-03-07,18072324000
2017-03-08,18012900000
2017-03-09,18306306000
2017-03-10,18466008000
2017-03-13,18406584000
2017-03-14,18477150000
2017-03-15,18521718000
2017-03-16,18128034000
2017-03-17,18116892000
2017-03-20,17923764000
2017-03-21,17719494000
2017-03-22,17752920000
2017-03-23,17667498000
2017-03-24,17578362000
2017-03-27,17622930000
2017-03-28,17712066000
2017-03-29,17559792000
2017-03-30,17756634000
2017-03-31,17396761861
2017-04-03,17418476146
2017-04-04,17338857099
2017-04-05,17284571385
2017-04-06,17400380908
2017-04-07,17309904718
2017-04-10,17400380908
2017-04-11,17447428527
2017-04-12,17306285671
2017-04-13,17273714242
2017-04-17,17501714241
2017-04-18,17259238052
2017-04-19,17103619004
2017-04-20,17237523766
2017-04-21,17110857100
2017-04-24,17139809480
2017-04-25,17280952337
2017-04-26,17411238051
2017-04-27,17458285670
2017-04-28,17501714241
2017-05-01,17628380908
2017-05-02,17650095193
2017-05-03,17747809479
2017-05-04,17863619002
2017-05-05,17914285669
2017-05-08,17867238050
2017-05-09,17827428526
2017-05-10,18004761859
2017-05-11,17928761859
2017-05-12,17762285669
2017-05-15,17805714241
2017-05-16,17834666622
2017-05-17,17697142812
2017-05-18,17621142813
2017-05-19,17523428527
2017-05-22,17660952336
2017-05-23,17787619003
2017-05-24,17816571384
2017-05-25,17993904716
2017-05-26,17816571384
2017-05-30,17751428527
2017-05-31,17874476145
2017-06-01,18037333288
2017-06-02,17964952336
2017-06-05,17896190431
2017-06-06,17943238050
2017-06-07,17990285669
2017-06-08,18355809477
2017-06-09,18641714239
2017-06-12,18500571382
2017-06-13,18699619000
2017-06-14,18764761857
2017-06-15,18771999953
2017-06-16,18967428524
2017-06-19,18981904714
2017-06-20,18902285667
2017-06-21,18728571381
2017-06-22,18674285667
2017-06-23,18619999953
2017-06-26,18826285667
2017-06-27,18891428524
2017-06-28,19083238047
2017-06-29,19090476142
2017-06-30,18935714000
2017-07-03,19032968000
2017-07-05,18986142000
2017-07-06,18932112000
2017-07-07,18993346000
2017-07-10,19043774000
2017-07-11,19000550000
2017-07-12,19043774000
2017-07-13,19191456000
2017-07-14,19220272000
2017-07-17,19299516000
2017-07-18,19295914000
2017-07-19,19411178000
2017-07-20,19371556000
2017-07-21,19375158000
2017-07-24,19342740000
2017-07-25,19429188000
2017-07-26,19169844000
2017-07-27,19061784000
2017-07-28,19746164000
2017-07-31,19811000000
2017-08-01,20066742000
2017-08-02,20037926000
2017-08-03,20113568000
2017-08-04,20275658000
2017-08-07,20160394000
2017-08-08,20189210000
2017-08-09,20257648000
2017-08-10,20073946000
2017-08-11,20185608000
2017-08-14,20333290000
2017-08-15,20462962000
2017-08-16,20354902000
2017-08-17,20027120000
2017-08-18,20012712000
2017-08-21,19911856000
2017-08-22,20012712000
2017-08-23,19865030000
2017-08-24,19677726000
2017-08-25,19821806000
2017-08-28,19627298000
2017-08-29,19569666000
2017-08-30,19576870000
2017-08-31,19476014000
2017-09-01,19468810000
2017-09-05,19047376000
2017-09-06,19007754000
2017-09-07,18600728000
2017-09-08,19151834000
2017-09-11,19429188000
2017-09-12,19393168000
2017-09-13,19274302000
2017-09-14,19209466000
2017-09-15,19346342000
2017-09-18,19389566000
2017-09-19,19598482000
2017-09-20,19857826000
2017-09-21,19576870000
2017-09-22,19612890000
2017-09-25,19695736000
2017-09-26,19774980000
2017-09-27,19825408000
2017-09-28,19854224000
2017-09-29,19965886000
2017-10-02,19849200000
2017-10-03,19784940000
2017-10-04,19877760000
2017-10-05,19809930000
2017-10-06,19856340000
2017-10-09,19842060000
2017-10-10,19967010000
2017-10-11,19945590000
2017-10-12,19942020000
2017-10-13,19988430000
2017-10-16,20020560000
2017-10-17,19924170000
2017-10-18,19820640000
2017-10-19,20159790000
2017-10-20,20166930000
2017-10-23,19299420000
2017-10-24,19592160000
2017-10-25,19577880000
2017-10-26,19834920000
2017-10-27,19706400000
2017-10-30,19699260000
2017-10-31,19652850000
2017-11-01,19724250000
2017-11-02,19888470000
2017-11-03,19934880000
2017-11-06,19952730000
2017-11-07,19756380000
2017-11-08,19706400000
2017-11-09,19724250000
2017-11-10,19820640000
2017-11-13,19881330000
2017-11-14,20070540000
2017-11-15,20231190000
2017-11-16,19995570000
2017-11-17,20041980000
2017-11-20,19938450000
2017-11-21,20024130000
2017-11-22,19913460000
2017-11-24,19863480000
2017-11-27,19920600000
2017-11-28,20238330000
2017-11-29,20581050000
2017-11-30,20506080000
2017-12-01,20502510000
2017-12-04,20170500000
2017-12-05,19506480000
2017-12-06,19606440000
2017-12-07,19552890000
2017-12-08,19695690000
2017-12-11,19784940000
2017-12-12,20002710000
2017-12-13,19831350000
2017-12-14,19709970000
2017-12-15,19902750000
2017-12-18,19863480000
2017-12-19,20252610000
2017-12-20,20116950000
2017-12-21,19967010000
2017-12-22,19831350000
2017-12-26,19981290000
2017-12-27,20091960000
2017-12-28,20191920000
2017-12-29,20091960000
2018-01-02,19759025000
2018-01-03,19601725000
2018-01-04,19805500000
2018-01-05,19719700000
2018-01-08,19583850000
2018-01-09,19651775000
2018-01-10,19676800000
2018-01-11,19694675000
2018-01-12,19766175000
2018-01-16,19748300000
2018-01-17,20102225000
2018-01-18,20052175000
2018-01-19,20005700000
2018-01-22,20037875000
2018-01-23,20259525000
2018-01-24,20788625000
2018-01-25,20910175000
2018-01-26,21131825000
2018-01-29,20885150000
2018-01-30,20824375000
2018-01-31,21006700000
2018-02-01,21010275000
2018-02-02,20738575000
2018-02-05,19869850000
2018-02-06,19708975000
2018-02-07,19969950000
2018-02-08,19069050000
2018-02-09,19297850000
2018-02-12,19126250000
2018-02-13,19294275000
2018-02-14,19494475000
2018-02-15,19469450000
2018-02-16,19355050000
2018-02-20,19240650000
2018-02-21,19287125000
2018-02-22,19026150000
2018-02-23,19319300000
2018-02-26,19483750000
2018-02-27,19237075000
2018-02-28,18893875000
2018-03-01,18557825000
2018-03-02,18507775000
2018-03-05,19283550000
2018-03-06,19455150000
2018-03-07,19401525000
2018-03-08,19433700000
2018-03-09,20066475000
2018-03-12,19734000000
2018-03-13,19415825000
2018-03-14,19258525000
2018-03-15,19237075000
2018-03-16,19279975000
2018-03-19,19108375000
2018-03-20,19187025000
2018-03-21,19090500000
2018-03-22,18547100000
2018-03-23,17978675000
2018-03-26,18404100000
2018-03-27,18271825000
2018-03-28,18493475000
2018-03-29,18418400000
2018-04-02,18079818000
2018-04-03,18198057000
2018-04-04,18542025000
2018-04-05,18703260000
2018-04-06,18316296000
2018-04-09,18344960000
2018-04-10,18595770000
2018-04-11,18463199000
2018-04-12,18638766000
2018-04-13,18513361000
2018-04-16,18645932000
2018-04-17,18538442000
2018-04-18,18556357000
2018-04-19,18642349000
2018-04-20,18642349000
2018-04-23,18617268000
2018-04-24,18355709000
2018-04-25,18570689000
2018-04-26,18703260000
2018-04-27,19556014000
2018-04-30,19290872000
2018-05-01,19312370000
2018-05-02,18735507000
2018-05-03,18556357000
2018-05-04,18893159000
2018-05-07,18857329000
2018-05-08,18832248000
2018-05-09,18871661000
2018-05-10,18921823000
2018-05-11,18832248000
2018-05-14,18796418000
2018-05-15,18893159000
2018-05-16,18939738000
2018-05-17,19086641000
2018-05-18,19143969000
2018-05-21,19208463000
2018-05-22,19258625000
2018-05-23,19100973000
2018-05-24,19000649000
2018-05-25,18961236000
2018-05-29,18577855000
2018-05-30,19065143000
2018-05-31,18749839000
2018-06-01,18807167000
2018-06-04,18871661000
2018-06-05,18800001000
2018-06-06,18821499000
2018-06-07,18903908000
2018-06-08,19083058000
2018-06-11,18939738000
2018-06-12,18989900000
2018-06-13,19025730000
2018-06-14,19018564000
2018-06-15,19262208000
2018-06-18,19050811000
2018-06-19,19007815000
2018-06-20,18681762000
2018-06-21,18441701000
2018-06-22,18552774000
2018-06-25,18509778000
2018-06-26,18484697000
2018-06-27,18190891000
2018-06-28,18248219000
2018-06-29,18319879000
2018-07-02,18406938000
2018-07-03,18493002000
2018-07-05,18539620000
2018-07-06,18593410000
2018-07-09,19109794000
2018-07-10,19091864000
2018-07-11,18916150000
2018-07-12,18837258000
2018-07-13,18837258000
2018-07-16,19030902000
