,DVN
2013-11-26,24875620000
2013-11-27,24591420000
2013-11-29,24611720000
2013-12-02,24579240000
2013-12-03,24948700000
2013-12-04,24688860000
2013-12-05,24912160000
2013-12-06,24554880000
2013-12-09,24644200000
2013-12-10,24692920000
2013-12-11,24185420000
2013-12-12,24124520000
2013-12-13,24043320000
2013-12-16,24522400000
2013-12-17,24217900000
2013-12-18,24092040000
2013-12-19,24664500000
2013-12-20,24741640000
2013-12-23,24688860000
2013-12-24,24871560000
2013-12-26,24814720000
2013-12-27,25046140000
2013-12-30,25090800000
2013-12-31,25181090000
2014-01-02,24892120000
2014-01-03,24839210000
2014-01-06,24521750000
2014-01-07,25022360000
2014-01-08,24953170000
2014-01-09,24737460000
2014-01-10,24635710000
2014-01-13,24086260000
2014-01-14,24330460000
2014-01-15,24098470000
2014-01-16,24163590000
2014-01-17,24017070000
2014-01-21,24289760000
2014-01-22,24586870000
2014-01-23,24468840000
2014-01-24,24224640000
2014-01-27,23878690000
2014-01-28,24131030000
2014-01-29,24017070000
2014-01-30,24285690000
2014-01-31,24102540000
2014-02-03,23544950000
2014-02-04,24143240000
2014-02-05,24045560000
2014-02-06,24603150000
2014-02-07,24835140000
2014-02-10,24745600000
2014-02-11,25046780000
2014-02-12,24900260000
2014-02-13,25343890000
2014-02-14,25254350000
2014-02-18,25604370000
2014-02-19,26149750000
2014-02-20,26275920000
2014-02-21,25913690000
2014-02-24,26198590000
2014-02-25,26011370000
2014-02-26,25938110000
2014-02-27,26174170000
2014-02-28,26218940000
2014-03-03,25958460000
2014-03-04,26308480000
2014-03-05,26239290000
2014-03-06,26259640000
2014-03-07,26507910000
2014-03-10,26263710000
2014-03-11,25864850000
2014-03-12,25673560000
2014-03-13,25474130000
2014-03-14,25535180000
2014-03-17,25559600000
2014-03-18,25840430000
2014-03-19,25828220000
2014-03-20,25759030000
2014-03-21,26084630000
2014-03-24,26011370000
2014-03-25,26031720000
2014-03-26,26048000000
2014-03-27,26328830000
2014-03-28,26776530000
2014-03-31,27307440000
2014-04-01,27613440000
2014-04-02,27699120000
2014-04-03,27952080000
2014-04-04,27748080000
2014-04-07,27560400000
2014-04-08,27682799999
2014-04-09,27899040000
2014-04-10,27992880000
2014-04-11,27560400000
2014-04-14,27658320000
2014-04-15,28021440000
2014-04-16,28502880000
2014-04-17,28845600000
2014-04-21,28764000000
2014-04-22,28817040000
2014-04-23,29094480000
2014-04-24,29339280000
2014-04-25,28723200000
2014-04-28,28674240000
2014-04-29,28755840000
2014-04-30,28560000000
2014-05-01,28515120000
2014-05-02,28674240000
2014-05-05,28702799999
2014-05-06,28637520000
2014-05-07,29808480000
2014-05-08,28963919999
2014-05-09,28857840000
2014-05-12,28984320000
2014-05-13,29551440000
2014-05-14,29274000000
2014-05-15,28861919999
2014-05-16,28833360000
2014-05-19,29082240000
2014-05-20,29600400000
2014-05-21,30004320000
2014-05-22,29665679999
2014-05-23,29641200000
2014-05-27,29837040000
2014-05-28,29963520000
2014-05-29,30147120000
2014-05-30,30151200000
2014-06-02,30065520000
2014-06-03,30477600000
2014-06-04,30546960000
2014-06-05,30514320000
2014-06-06,30465360000
2014-06-09,30375600000
2014-06-10,30575520000
2014-06-11,31179360000
2014-06-12,31416000000
2014-06-13,31840320000
2014-06-16,31917840000
2014-06-17,31872960000
2014-06-18,31872960000
2014-06-19,32023919999
2014-06-20,32211600000
2014-06-23,32178960000
2014-06-24,31648559999
2014-06-25,32419679999
2014-06-26,32068799999
2014-06-27,32436000000
2014-06-30,32474600000
2014-07-01,32343720000
2014-07-02,32139220000
2014-07-03,32396889999
2014-07-07,32016520000
2014-07-08,31959260000
2014-07-09,32474600000
2014-07-10,31942899999
2014-07-11,31546170000
2014-07-14,31824290000
2014-07-15,31288500000
2014-07-16,31857010000
2014-07-17,30977659999
2014-07-18,31497090000
2014-07-21,31542080000
2014-07-22,31963350000
2014-07-23,32106500000
2014-07-24,32323270000
2014-07-25,32041060000
2014-07-28,31828379999
2014-07-29,31656600000
2014-07-30,31619790000
2014-07-31,30879500000
2014-08-01,30711810000
2014-08-04,31415290000
2014-08-05,30507310000
2014-08-06,30421420000
2014-08-07,30049230000
2014-08-08,30421420000
2014-08-11,30347800000
2014-08-12,29861090000
2014-08-13,29705670000
2014-08-14,29717940000
2014-08-15,29996060000
2014-08-18,30077860000
2014-08-19,30380520000
2014-08-20,30204649999
2014-08-21,30634100000
2014-08-22,30327350000
2014-08-25,30552300000
2014-08-26,30495040000
2014-08-27,30380520000
2014-08-28,30523670000
2014-08-29,30846780000
2014-09-02,30298720000
2014-09-03,30339620000
2014-09-04,29574790000
2014-09-05,29750659999
2014-09-08,29128980000
2014-09-09,28936750000
2014-09-10,28904030000
2014-09-11,28887670000
2014-09-12,28609550000
2014-09-15,28740430000
2014-09-16,29386649999
2014-09-17,29272129999
2014-09-18,29268040000
2014-09-19,29026730000
2014-09-22,28621820000
2014-09-23,28593190000
2014-09-24,28662720000
2014-09-25,28098300000
2014-09-26,28335520000
2014-09-29,28458220000
2014-09-30,27885620000
2014-10-01,27431629999
2014-10-02,27223040000
2014-10-03,26764960000
2014-10-06,26511379999
2014-10-07,26016490000
2014-10-08,26155550000
2014-10-09,25071700000
2014-10-10,24302780000
2014-10-13,23133040000
2014-10-14,22597250000
2014-10-15,22552260000
2014-10-16,23124860000
2014-10-17,23791530000
2014-10-20,23713820000
2014-10-21,24564540000
2014-10-22,23983760000
2014-10-23,24544090000
2014-10-24,24503190000
2014-10-27,23447970000
2014-10-28,24368220000
2014-10-29,24429570000
2014-10-30,23844700000
2014-10-31,24540000000
2014-11-03,23942860000
2014-11-04,22912180000
2014-11-05,25202580000
2014-11-06,25587040000
2014-11-07,26597270000
2014-11-10,26261889999
2014-11-11,26405040000
2014-11-12,26204629999
2014-11-13,25881520000
2014-11-14,26249620000
2014-11-17,26114650000
2014-11-18,26376409999
2014-11-19,26515470000
2014-11-20,27304840000
2014-11-21,27484800000
2014-11-24,27112610000
2014-11-25,26495020000
2014-11-26,26184180000
2014-11-28,24118730000
2014-12-01,24515460000
2014-12-02,24495010000
2014-12-03,24916280000
2014-12-04,24343680000
2014-12-05,24499100000
2014-12-08,23149400000
2014-12-09,23394800000
2014-12-10,22278230000
2014-12-11,22020560000
2014-12-12,21681090000
2014-12-15,21537940000
2014-12-16,22126900000
2014-12-17,23914230000
2014-12-18,24658610000
2014-12-19,25075790000
2014-12-22,24617710000
2014-12-23,25141230000
2014-12-24,24625890000
2014-12-26,24879470000
2014-12-29,25010350000
2014-12-30,24973540000
2014-12-31,24842840992
2015-01-02,24741375378
2015-01-05,23824126225
2015-01-06,23337091277
2015-01-07,23446674140
2015-01-08,24278692177
2015-01-09,24518151027
2015-01-12,23998647082
2015-01-13,23901240092
2015-01-14,23742953734
2015-01-15,23483201762
2015-01-16,24635851139
2015-01-20,24205636935
2015-01-21,25001127351
2015-01-22,24859075491
2015-01-23,24416685413
2015-01-26,25049830846
2015-01-27,25204058579
2015-01-28,23714543362
2015-01-29,23832243475
2015-01-30,24461330283
2015-02-02,25504396797
2015-02-03,26003607619
2015-02-04,25975197248
2015-02-05,26381059705
2015-02-06,26490642568
2015-02-09,26271476841
2015-02-10,26048252490
2015-02-11,26218714722
2015-02-12,26697632421
2015-02-13,26977677516
2015-02-17,27050732759
2015-02-18,25954904125
2015-02-19,26141600855
2015-02-20,25902142005
2015-02-23,25954904125
2015-02-24,26316121711
2015-02-25,26563697810
2015-02-26,25386696685
2015-02-27,24997068726
2015-03-02,24700789133
2015-03-03,24859075491
2015-03-04,25106651590
2015-03-05,24688613259
2015-03-06,24018940205
2015-03-09,23556257004
2015-03-10,23130101424
2015-03-11,23475084512
2015-03-12,23203156666
2015-03-13,23418263768
2015-03-16,23844419348
2015-03-17,23560315628
2015-03-18,24449154409
2015-03-19,23645546744
2015-03-20,23807891727
2015-03-23,23527846632
2015-03-24,23475084512
2015-03-25,24205636935
2015-03-26,24376099167
2015-03-27,24006764331
2015-03-30,24639909764
2015-03-31,24480298211
2015-04-01,24995801092
2015-04-02,25389531639
2015-04-06,25738612329
2015-04-07,25706139707
2015-04-08,25588426451
2015-04-09,26359651233
2015-04-10,26327178610
2015-04-13,26213524432
2015-04-14,26854858724
2015-04-15,27175525871
2015-04-16,27029399070
2015-04-17,26757440857
2015-04-20,27061871692
2015-04-21,26497659878
2015-04-22,26720909157
2015-04-23,26911685814
2015-04-24,26992867370
2015-04-27,27017221836
2015-04-28,27390656994
2015-04-29,27987341431
2015-04-30,27686969673
2015-05-01,27849332785
2015-05-04,28019814053
2015-05-05,27053753537
2015-05-06,27390656994
2015-05-07,26980690136
2015-05-08,27557079184
2015-05-11,26976631058
2015-05-12,27427188694
2015-05-13,26769618091
2015-05-14,26660022990
2015-05-15,26733086390
2015-05-18,26887331347
2015-05-19,26294705988
2015-05-20,26716850079
2015-05-21,27402834227
2015-05-22,27386597916
2015-05-26,26907626736
2015-05-27,26810208869
2015-05-28,26538250656
2015-05-29,26473305411
2015-06-01,26168874576
2015-06-02,26315001377
2015-06-03,25941566219
2015-06-04,25604662762
2015-06-05,25896916364
2015-06-08,25369236250
2015-06-09,25214991293
2015-06-10,25900975441
2015-06-11,25547835673
2015-06-12,25113514348
2015-06-15,25016096481
2015-06-16,25352999938
2015-06-17,25020155559
2015-06-18,24938974003
2015-06-19,24748197346
2015-06-22,24902442303
2015-06-23,24934914925
2015-06-24,24796906280
2015-06-25,24508711756
2015-06-26,24541184378
2015-06-29,23875495619
2015-06-30,24152940237
2015-07-01,23438380230
2015-07-02,23495220231
2015-07-06,23012080226
2015-07-07,23271920229
2015-07-08,22553300222
2015-07-09,22711640223
2015-07-10,22675100223
2015-07-13,22492400221
2015-07-14,22792840224
2015-07-15,22265040219
2015-07-16,22074220217
2015-07-17,21777840214
2015-07-20,21042980207
2015-07-21,21144480208
2015-07-22,20762840204
2015-07-23,20770960204
2015-07-24,20056400197
2015-07-27,19824980195
2015-07-28,20295940199
2015-07-29,20779080204
2015-07-30,20547660202
2015-07-31,20064520197
2015-08-03,19634160193
2015-08-04,19788440194
2015-08-05,19061700187
2015-08-06,19609800193
2015-08-07,18842460185
2015-08-10,19439280191
2015-08-11,19203800189
2015-08-12,19439280191
2015-08-13,18680060184
2015-08-14,18700360184
2015-08-17,18842460185
2015-08-18,18765320184
2015-08-19,18131960178
2015-08-20,17380860171
2015-08-21,16682540164
2015-08-24,15460480152
2015-08-25,14871780146
2015-08-26,15610700153
2015-08-27,16556680163
2015-08-28,17133200168
2015-08-31,17319960170
2015-09-01,16373980161
2015-09-02,16532320162
2015-09-03,16576980163
2015-09-04,16296840160
2015-09-08,16443000162
2015-09-09,16114140158
2015-09-10,16235940159
2015-09-11,15769040155
2015-09-14,15797460155
2015-09-15,15903020156
2015-09-16,16666300164
2015-09-17,16568860163
2015-09-18,16150680159
2015-09-21,16373980161
2015-09-22,16037000158
2015-09-23,15488900152
2015-09-24,15671600154
2015-09-25,15618820153
2015-09-28,14920500147
2015-09-29,14790580145
2015-09-30,15290685753
2015-10-01,15562776683
2015-10-02,16787185869
2015-10-05,17694155636
2015-10-06,18036330593
2015-10-07,18081679082
2015-10-08,18415608859
2015-10-09,18650596481
2015-10-12,18135272750
2015-10-13,18023962824
2015-10-14,18407363680
2015-10-15,18827867844
2015-10-16,19141184673
2015-10-19,18667086840
2015-10-20,18836113024
2015-10-21,18098169441
2015-10-22,18448589578
2015-10-23,18535163965
2015-10-26,17640561968
2015-10-27,16985070182
2015-10-28,17133483416
2015-10-29,16919108744
2015-10-30,17286019241
2015-11-02,17780730023
2015-11-03,18642351301
2015-11-04,19165920212
2015-11-05,19586424377
2015-11-06,19322578626
2015-11-09,19367927115
2015-11-10,19689489123
2015-11-11,18807254895
2015-11-12,18576389864
2015-11-13,18572267274
2015-11-16,19170042802
2015-11-17,18926810001
2015-11-18,19405030423
2015-11-19,18955668130
2015-11-20,18654719071
2015-11-23,18522796196
2015-11-24,19190655751
2015-11-25,18926810001
2015-11-27,18498060656
2015-11-30,18968035899
2015-12-01,19165920212
2015-12-02,17945633617
2015-12-03,16943844283
2015-12-04,16708856662
2015-12-07,15022717413
2015-12-08,14507393682
2015-12-09,14560987350
2015-12-10,14639316557
2015-12-11,13831288946
2015-12-14,13002648386
2015-12-15,13138693851
2015-12-16,12602757171
2015-12-17,11947265385
2015-12-18,11819465099
2015-12-21,11885426537
2015-12-22,12297685522
2015-12-23,13686998302
2015-12-24,13480868809
2015-12-28,13064487234
2015-12-29,13291229676
2015-12-30,12780028535
2015-12-31,15168000896
2016-01-04,15319680904
2016-01-05,15561420919
2016-01-06,14319540845
2016-01-07,13300440785
2016-01-08,13509000798
2016-01-11,12783780755
2016-01-12,12191280720
2016-01-13,11755200694
2016-01-14,12305040726
2016-01-15,11608260685
2016-01-19,11129520657
2016-01-20,10233660604
2016-01-21,11461320677
2016-01-22,12148620717
2016-01-25,10792980637
2016-01-26,11641440687
2016-01-27,11608260685
2016-01-28,12698460750
2016-01-29,13224600781
2016-02-01,12352440729
2016-02-02,11703060691
2016-02-03,12603660744
2016-02-04,12589440743
2016-02-05,11778900695
2016-02-08,11224320663
2016-02-09,10740840634
2016-02-10,10252620605
2016-02-11,10072500595
2016-02-12,10281060607
2016-02-16,10077240595
2016-02-17,9636420569
2016-02-18,9337800551
2016-02-19,8840100522
2016-02-22,9622200568
2016-02-23,8963340529
2016-02-24,9200340543
2016-02-25,9271440547
2016-02-26,9617460568
2016-02-29,9328320551
2016-03-01,9110280538
2016-03-02,10200480602
2016-03-03,10428000616
2016-03-04,11048940652
2016-03-07,11466060677
2016-03-08,10176780601
2016-03-09,10868820642
2016-03-10,10655520629
2016-03-11,11745720693
2016-03-14,11750460694
2016-03-15,11418660674
2016-03-16,12428280734
2016-03-17,12987600767
2016-03-18,13053960771
2016-03-21,13281480784
2016-03-22,13276740784
2016-03-23,12210240721
2016-03-24,12546780741
2016-03-28,12248160723
2016-03-29,12366660730
2016-03-30,12418800733
2016-03-31,14343712407
2016-04-01,13909846470
2016-04-04,13617117646
2016-04-05,13794845861
2016-04-06,14406440012
2016-04-07,14427349214
2016-04-08,15038943365
2016-04-11,15185307778
2016-04-12,16183722162
2016-04-13,16183722162
2016-04-14,16387586879
2016-04-15,16413723381
2016-04-18,16727361408
2016-04-19,17574184079
2016-04-20,18164869029
2016-04-21,17736230392
2016-04-22,18400097548
2016-04-25,17746684993
2016-04-26,18096914123
2016-04-27,19293965924
2016-04-28,18875781888
2016-04-29,18128277925
2016-05-02,18065550320
2016-05-03,17119408941
2016-05-04,16366677677
2016-05-05,16309177372
2016-05-06,16413723381
2016-05-09,15702810521
2016-05-10,16486905587
2016-05-11,17009635631
2016-05-12,17098499739
2016-05-13,16999181030
2016-05-16,17663048186
2016-05-17,18102141423
2016-05-18,17835549101
2016-05-19,17720548491
2016-05-20,17903504007
2016-05-23,18055095719
2016-05-24,18028959217
2016-05-25,19048282803
2016-05-26,18766008579
2016-05-27,18766008579
2016-05-31,18865327287
2016-06-01,18896691090
2016-06-02,19241692919
2016-06-03,18776463180
2016-06-06,19633740452
2016-06-07,20261016505
2016-06-08,19644195053
2016-06-09,19576240147
2016-06-10,18358279145
2016-06-13,18703280974
2016-06-14,18583053064
2016-06-15,18342597243
2016-06-16,18191005531
2016-06-17,18807826983
2016-06-20,19508285242
2016-06-21,19963060380
2016-06-22,19832377869
2016-06-23,20281925707
2016-06-24,18739872077
2016-06-27,17642138985
2016-06-28,18813054283
2016-06-29,19178965314
2016-06-30,18995000000
2016-07-01,19623800000
2016-07-05,18942600000
2016-07-06,19377520000
2016-07-07,19288440000
2016-07-08,19691920000
2016-07-11,19739080000
2016-07-12,20965240000
2016-07-13,20436000000
2016-07-14,20116360000
2016-07-15,20063960000
2016-07-18,19969640000
2016-07-19,19781000000
2016-07-20,19891040000
2016-07-21,19560920000
2016-07-22,19781000000
2016-07-25,18905920000
2016-07-26,19629040000
2016-07-27,18932120000
2016-07-28,18932120000
2016-07-29,20058720000
2016-08-01,18816840000
2016-08-02,18926880000
2016-08-03,19912000000
2016-08-04,20231640000
2016-08-05,20703240000
2016-08-08,21064800000
2016-08-09,20907600000
2016-08-10,20734680000
2016-08-11,21646440000
2016-08-12,21835080000
2016-08-15,21987040000
2016-08-16,22254280000
2016-08-17,22694440000
2016-08-18,23454240000
2016-08-19,23228920000
2016-08-22,23108400000
2016-08-23,23700520000
2016-08-24,23323240000
2016-08-25,23255120000
2016-08-26,23281320000
2016-08-29,23585240000
2016-08-30,23286560000
2016-08-31,22704920000
2016-09-01,22898800000
2016-09-02,23197480000
2016-09-06,23166040000
2016-09-07,23160800000
2016-09-08,23726720000
2016-09-09,22720640000
2016-09-12,22631560000
2016-09-13,21557360000
2016-09-14,21054320000
2016-09-15,21431600000
2016-09-16,21478760000
2016-09-19,21405400000
2016-09-20,21305840000
2016-09-21,22097080000
2016-09-22,21945120000
2016-09-23,20718960000
2016-09-26,20771360000
2016-09-27,20111120000
2016-09-28,21787920000
2016-09-29,22552960000
2016-09-30,23113640000
2016-10-03,23160800000
2016-10-04,22678720000
2016-10-05,23150320000
2016-10-06,22783520000
2016-10-07,22432440000
2016-10-10,23260360000
2016-10-11,23129360000
2016-10-12,23349440000
2016-10-13,23003600000
2016-10-14,22573920000
2016-10-17,21887480000
2016-10-18,21955600000
2016-10-19,22511040000
2016-10-20,22500560000
2016-10-21,22369560000
2016-10-24,21861280000
2016-10-25,21311080000
2016-10-26,21064800000
2016-10-27,21201040000
2016-10-28,20530320000
2016-10-31,19854360000
2016-11-01,19749560000
2016-11-02,20724200000
2016-11-03,21227240000
2016-11-04,21059560000
2016-11-07,21913680000
2016-11-08,21997520000
2016-11-09,22856880000
2016-11-10,22605360000
2016-11-11,21929400000
2016-11-14,22432440000
2016-11-15,23580000000
2016-11-16,23045520000
2016-11-17,22463880000
2016-11-18,22961680000
2016-11-21,23527600000
2016-11-22,23307520000
2016-11-23,23600960000
2016-11-25,23176520000
2016-11-28,22348600000
2016-11-29,22091840000
2016-11-30,25324920000
2016-12-01,25073400000
2016-12-02,25073400000
2016-12-05,25015760000
2016-12-06,24790440000
2016-12-07,24916200000
2016-12-08,25015760000
2016-12-09,25188680000
2016-12-12,25214880000
2016-12-13,25251560000
2016-12-14,24638480000
2016-12-15,24905720000
2016-12-16,24827120000
2016-12-19,24648960000
2016-12-20,24449840000
2016-12-21,24402680000
2016-12-22,24575600000
2016-12-23,24386960000
2016-12-27,24544160000
2016-12-28,24229760000
2016-12-29,24077800000
2016-12-30,23931080000
2017-01-03,24717000000
2017-01-04,24937500000
2017-01-05,25730250000
2017-01-06,25551750000
2017-01-09,24454500000
2017-01-10,24517500000
2017-01-11,24885000000
2017-01-12,24391500000
2017-01-13,24365250000
2017-01-17,24402000000
2017-01-18,24339000000
2017-01-19,24197250000
2017-01-20,24286500000
2017-01-23,23955750000
2017-01-24,24459750000
2017-01-25,24391500000
2017-01-26,24753750000
2017-01-27,24486000000
2017-01-30,23661750000
2017-01-31,23908500000
2017-02-01,23908500000
2017-02-02,23966250000
2017-02-03,24564750000
2017-02-06,23766750000
2017-02-07,23173500000
2017-02-08,23131500000
2017-02-09,23493750000
2017-02-10,23840250000
2017-02-13,23761500000
2017-02-14,24118500000
2017-02-15,23220750000
2017-02-16,23157750000
2017-02-17,23189250000
2017-02-21,23656500000
2017-02-22,22974000000
2017-02-23,23094750000
2017-02-24,22475250000
2017-02-27,22606500000
2017-02-28,22764000000
2017-03-01,23430750000
2017-03-02,22821750000
2017-03-03,22758750000
2017-03-06,23068500000
2017-03-07,22869000000
2017-03-08,21378000000
2017-03-09,21404250000
2017-03-10,21136500000
2017-03-13,21504000000
2017-03-14,21010500000
2017-03-15,21588000000
2017-03-16,21378000000
2017-03-17,21283500000
2017-03-20,21283500000
2017-03-21,20895000000
2017-03-22,20653500000
2017-03-23,20522250000
2017-03-24,20370000000
2017-03-27,20412000000
2017-03-28,20800500000
2017-03-29,21640500000
2017-03-30,21761250000
2017-03-31,21944720000
2017-04-03,22107780000
2017-04-04,22349740000
2017-04-05,21839520000
2017-04-06,22554880000
2017-04-07,22376040000
2017-04-10,22649560000
2017-04-11,22365520000
2017-04-12,22023620000
2017-04-13,21381900000
2017-04-17,21571260000
2017-04-18,21318780000
2017-04-19,20645500000
2017-04-20,20882200000
2017-04-21,20897980000
2017-04-24,20945320000
2017-04-25,21350340000
2017-04-26,21350340000
2017-04-27,20698100000
2017-04-28,20771740000
2017-05-01,20677060000
2017-05-02,20435100000
2017-05-03,20077420000
2017-05-04,19451480000
2017-05-05,19998520000
2017-05-08,20072160000
2017-05-09,19930140000
2017-05-10,20272040000
2017-05-11,19961700000
2017-05-12,19914360000
2017-05-15,20072160000
2017-05-16,19945920000
2017-05-17,19646100000
2017-05-18,19409400000
2017-05-19,20193140000
2017-05-22,20030080000
2017-05-23,19893320000
2017-05-24,19530380000
2017-05-25,18793980000
2017-05-26,18841320000
2017-05-30,18141740000
2017-05-31,17873480000
2017-06-01,18026020000
2017-06-02,17426380000
2017-06-05,17384300000
2017-06-06,17831400000
2017-06-07,16789920000
2017-06-08,16563740000
2017-06-09,17137080000
2017-06-12,17210720000
2017-06-13,17615740000
2017-06-14,16931939999
2017-06-15,16563740000
2017-06-16,16705760000
2017-06-19,16474320000
2017-06-20,16390160000
2017-06-21,15858900000
2017-06-22,15785260000
2017-06-23,16032480000
2017-06-26,16158720000
2017-06-27,15964100000
2017-06-28,16069300000
2017-06-29,16732060000
2017-06-30,16816220000
2017-07-03,17242280000
2017-07-05,16358600000
2017-07-06,15874680000
2017-07-07,15538040000
2017-07-10,15637980000
2017-07-11,16058780000
2017-07-12,16206060000
2017-07-13,16411200000
2017-07-14,16647900000
2017-07-17,16490100000
2017-07-18,16495360000
2017-07-19,17095000000
2017-07-20,16826740000
2017-07-21,16810960000
2017-07-24,16695240000
2017-07-25,17347480000
2017-07-26,17352740000
2017-07-27,17605220000
2017-07-28,17468460000
2017-07-31,17521060000
2017-08-01,17347480000
2017-08-02,17568400000
2017-08-03,16974020000
2017-08-04,17705160000
2017-08-07,17042400000
2017-08-08,16905640000
2017-08-09,16874080000
2017-08-10,16705760000
2017-08-11,16626860000
2017-08-14,16342820000
2017-08-15,16263920000
2017-08-16,16127160000
2017-08-17,15874680000
2017-08-18,15990400000
2017-08-21,15958840000
2017-08-22,15990400000
2017-08-23,16295480000
2017-08-24,16369120000
2017-08-25,16390160000
2017-08-28,16269180000
2017-08-29,16300740000
2017-08-30,16284960000
2017-08-31,16516400000
2017-09-01,16889860000
2017-09-05,16900380000
2017-09-06,17189680000
2017-09-07,17037140000
2017-09-08,16553220000
2017-09-11,16732060000
2017-09-12,16921420000
2017-09-13,17626260000
2017-09-14,17831400000
2017-09-15,17699900000
2017-09-18,17868220000
2017-09-19,17763020000
2017-09-20,18352140000
2017-09-21,18594100000
2017-09-22,18820280000
2017-09-25,19288420000
2017-09-26,19425180000
2017-09-27,19551420000
2017-09-28,19246340000
2017-09-29,19309460000
2017-10-02,19215000000
2017-10-03,19178250000
2017-10-04,18826500000
2017-10-05,19083750000
2017-10-06,18784500000
2017-10-09,18842250000
2017-10-10,18900000000
2017-10-11,18942000000
2017-10-12,18695250000
2017-10-13,18831750000
2017-10-16,18821250000
2017-10-17,18758250000
2017-10-18,18490500000
2017-10-19,18348750000
2017-10-20,18338250000
2017-10-23,18191250000
2017-10-24,18291000000
2017-10-25,18033750000
2017-10-26,18327750000
2017-10-27,18837000000
2017-10-30,18900000000
2017-10-31,19372500000
2017-11-01,20517000000
2017-11-02,20385750000
2017-11-03,20616750000
2017-11-06,21451500000
2017-11-07,21661500000
2017-11-08,21136500000
2017-11-09,21425250000
2017-11-10,21215250000
2017-11-13,20816250000
2017-11-14,20070750000
2017-11-15,19902750000
2017-11-16,20034000000
2017-11-17,20307000000
2017-11-20,19640250000
2017-11-21,19713750000
2017-11-22,19944750000
2017-11-24,19965750000
2017-11-27,19314750000
2017-11-28,19514250000
2017-11-29,19477500000
2017-11-30,20228250000
2017-12-01,20391000000
2017-12-04,20286000000
2017-12-05,20149500000
2017-12-06,19362000000
2017-12-07,19503750000
2017-12-08,19976250000
2017-12-11,20207250000
2017-12-12,20165250000
2017-12-13,20013000000
2017-12-14,19950000000
2017-12-15,19782000000
2017-12-18,19981500000
2017-12-19,20317500000
2017-12-20,20916000000
2017-12-21,21483000000
2017-12-22,21824250000
2017-12-26,22354500000
2017-12-27,21966000000
2017-12-28,21924000000
2017-12-29,21735000000
2018-01-02,21892921068
2018-01-03,22146947384
2018-01-04,22411342121
2018-01-05,22349131594
2018-01-08,22421710542
2018-01-09,22053631594
2018-01-10,21867000015
2018-01-11,22328394752
2018-01-12,22831263174
2018-01-16,22426894752
2018-01-17,22520210542
2018-01-18,22395789489
2018-01-19,22214342121
2018-01-22,23230447384
2018-01-23,23080105279
2018-01-24,23080105279
2018-01-25,22763868437
2018-01-26,22737947384
2018-01-29,22463184226
2018-01-30,21524842120
2018-01-31,21447078962
2018-02-01,21887736857
2018-02-02,20752394751
2018-02-05,20036973698
2018-02-06,19897000014
2018-02-07,19057157908
2018-02-08,18113631591
2018-02-09,17978842118
2018-02-12,18549105276
2018-02-13,17921815802
2018-02-14,18435052644
2018-02-15,18009947381
2018-02-16,17683342117
2018-02-20,17963289486
2018-02-21,15848131590
2018-02-22,15765184221
2018-02-23,16293973695
2018-02-26,16387289485
2018-02-27,16516894748
2018-02-28,15899973695
2018-03-01,15832578958
2018-03-02,16257684222
2018-03-05,16589473696
2018-03-06,16242131590
2018-03-07,16045131590
2018-03-08,16791657906
2018-03-09,16962736854
2018-03-12,17014578959
2018-03-13,16999026327
2018-03-14,16910894748
2018-03-15,16439131590
2018-03-16,16568736853
2018-03-19,16154000011
2018-03-20,16356184222
2018-03-21,17066421064
2018-03-22,16739815801
2018-03-23,16708710538
2018-03-26,16833131590
2018-03-27,16439131590
2018-03-28,16174736853
2018-03-29,16480605274
2018-04-02,15812350000
2018-04-03,16343770000
2018-04-04,16317720000
2018-04-05,16823090000
2018-04-06,16385450000
2018-04-09,16395870000
2018-04-10,17505600000
2018-04-11,17578540000
2018-04-12,17104430000
2018-04-13,17505600000
2018-04-16,17516020000
2018-04-17,17552490000
2018-04-18,18808100000
2018-04-19,18594490000
2018-04-20,18443400000
2018-04-23,18459030000
2018-04-24,17964080000
2018-04-25,18339200000
2018-04-26,18641380000
2018-04-27,18625750000
2018-04-30,18927930000
2018-05-01,18860200000
2018-05-02,19917830000
2018-05-03,19381200000
2018-05-04,19730270000
2018-05-07,19740690000
2018-05-08,20329420000
2018-05-09,20954620000
2018-05-10,21303690000
2018-05-11,21334950000
2018-05-14,21527720000
2018-05-15,21506880000
2018-05-16,21569400000
2018-05-17,22069560000
2018-05-18,21861160000
2018-05-21,22053930000
2018-05-22,21777800000
2018-05-23,21980990000
2018-05-24,21720490000
2018-05-25,21142180000
2018-05-29,21303690000
2018-05-30,21845530000
2018-05-31,21657970000
2018-06-01,21569400000
2018-06-04,20886890000
2018-06-05,20485720000
2018-06-06,21626710000
2018-06-07,21855950000
2018-06-08,21965360000
2018-06-11,22022670000
2018-06-12,21845530000
2018-06-13,22189390000
2018-06-14,21730910000
2018-06-15,20970250000
2018-06-18,21413100000
2018-06-19,21678810000
2018-06-20,22199810000
2018-06-21,21439150000
2018-06-22,22548880000
2018-06-25,21824690000
2018-06-26,22189390000
2018-06-27,22647870000
2018-06-28,22705180000
2018-06-29,22903160000
2018-07-02,21373230000
2018-07-03,21604000000
2018-07-05,21599090000
2018-07-06,21854410000
2018-07-09,22242300000
2018-07-10,22394510000
2018-07-11,21662920000
2018-07-12,21569630000
2018-07-13,21957520000
2018-07-16,21707110000
