,WEN
2014-06-10,3014372640
2014-06-11,2999704160
2014-06-12,3014372640
2014-06-13,3018039760
2014-06-16,3047376720
2014-06-17,3073046560
2014-06-18,3150056080
2014-06-19,3164724560
2014-06-20,3164724560
2014-06-23,3153723200
2014-06-24,3139054720
2014-06-25,3150056080
2014-06-26,3142721840
2014-06-27,3157390320
2014-06-30,3129486400
2014-07-01,3173512000
2014-07-02,3125817600
2014-07-03,3136824000
2014-07-07,3114811200
2014-07-08,3059779200
2014-07-09,3045104000
2014-07-10,3030428800
2014-07-11,3015753600
2014-07-14,3052441600
2014-07-15,3034097600
2014-07-16,3030428800
2014-07-17,2975396800
2014-07-18,3037766400
2014-07-21,3030428800
2014-07-22,3045104000
2014-07-23,3019422400
2014-07-24,3037766400
2014-07-25,3034097600
2014-07-28,3026760000
2014-07-29,3026760000
2014-07-30,3037766400
2014-07-31,2990072000
2014-08-01,2968059200
2014-08-04,2979065599
2014-08-05,2946046400
2014-08-06,2927702400
2014-08-07,2993740800
2014-08-08,2986403200
2014-08-11,3026760000
2014-08-12,2990072000
2014-08-13,3001078400
2014-08-14,2993740800
2014-08-15,2968059200
2014-08-18,3001078400
2014-08-19,3015753600
2014-08-20,2990072000
2014-08-21,2997409600
2014-08-22,3030428800
2014-08-25,3048772800
2014-08-26,3023091200
2014-08-27,2975396800
2014-08-28,2986403200
2014-08-29,2990072000
2014-09-02,2960721600
2014-09-03,2909358400
2014-09-04,2894683200
2014-09-05,2920364800
2014-09-08,2942377600
2014-09-09,2975396800
2014-09-10,2942377600
2014-09-11,2913027200
2014-09-12,2891014400
2014-09-15,2927702400
2014-09-16,2964390400
2014-09-17,3001078400
2014-09-18,3067116800
2014-09-19,3092798400
2014-09-22,3037766400
2014-09-23,3001078400
2014-09-24,3001078400
2014-09-25,2968059200
2014-09-26,3023091200
2014-09-29,3019005220
2014-09-30,3019005220
2014-10-01,2964180670
2014-10-02,2960525700
2014-10-03,2989765460
2014-10-06,2971490610
2014-10-07,2909356120
2014-10-08,2931285940
2014-10-09,2850876600
2014-10-10,2836256720
2014-10-13,2781432170
2014-10-14,2880116360
2014-10-15,2956870730
2014-10-16,3026315160
2014-10-17,3037280070
2014-10-20,3059209889
2014-10-21,3062864860
2014-10-22,3077484740
2014-10-23,3059209889
2014-10-24,3073829770
2014-10-27,2927630970
2014-10-28,2949560790
2014-10-29,2927630970
2014-10-30,2927630970
2014-10-31,2931285940
2014-11-03,2942250850
2014-11-04,2978800550
2014-11-05,2945905820
2014-11-06,3015350250
2014-11-07,3033625100
2014-11-10,3124999350
2014-11-11,3106724500
2014-11-12,3124999350
2014-11-13,3099414560
2014-11-14,3114034440
2014-11-17,3110379470
2014-11-18,3135964260
2014-11-19,3099414560
2014-11-20,3132309290
2014-11-21,3124999350
2014-11-24,3176168930
2014-11-25,3161549050
2014-11-26,3143274200
2014-11-28,3187133840
2014-12-01,3187133840
2014-12-02,3209063660
2014-12-03,3179823899
2014-12-04,3172513960
2014-12-05,3209063660
2014-12-08,3223683540
2014-12-09,3216373600
2014-12-10,3165204020
2014-12-11,3172513960
2014-12-12,3183478870
2014-12-15,3150584139
2014-12-16,3110379470
2014-12-17,3154239110
2014-12-18,3220028570
2014-12-19,3157894080
2014-12-22,3198098750
2014-12-23,3234648450
2014-12-24,3285818030
2014-12-26,3260233240
2014-12-29,3324916880
2014-12-30,3354243600
2014-12-31,3310253520
2015-01-02,3321251040
2015-01-05,3288258480
2015-01-06,3284592640
2015-01-07,3467884640
2015-01-08,3548533120
2015-01-09,3640179120
2015-01-12,3640179120
2015-01-13,3654842480
2015-01-14,3680503359
2015-01-15,3640179120
2015-01-16,3680503359
2015-01-20,3750154320
2015-01-21,3750154320
2015-01-22,3834468640
2015-01-23,3860129520
2015-01-26,3860129520
2015-01-27,3871127040
2015-01-28,3838134480
2015-01-29,3882124560
2015-01-30,3863795359
2015-02-02,3816139440
2015-02-03,4146065040
2015-02-04,3999431440
2015-02-05,4039755680
2015-02-06,4043421520
2015-02-09,3970104720
2015-02-10,4006763120
2015-02-11,3995765600
2015-02-12,4072748240
2015-02-13,4014094799
2015-02-17,4047087359
2015-02-18,4131401680
2015-02-19,4131401680
2015-02-20,4127735840
2015-02-23,4138733359
2015-02-24,4160728400
2015-02-25,4175391760
2015-02-26,4146065040
2015-02-27,4065416560
2015-03-02,4124070000
2015-03-03,4032424000
2015-03-04,4039755680
2015-03-05,4047087359
2015-03-06,3973770560
2015-03-09,4006763120
2015-03-10,3940778000
2015-03-11,3966438880
2015-03-12,4047087359
2015-03-13,3981102240
2015-03-16,3970104720
2015-03-17,4050753200
2015-03-18,4050753200
2015-03-19,4032424000
2015-03-20,4098409120
2015-03-23,4102074960
2015-03-24,4113072480
2015-03-25,3944443840
2015-03-26,3922448799
2015-03-27,3988433920
2015-03-30,4052353240
2015-03-31,3965049400
2015-04-01,3946861100
2015-04-02,3975962380
2015-04-06,4001426000
2015-04-07,3910484500
2015-04-08,3932310460
2015-04-09,3906846840
2015-04-10,3899571520
2015-04-13,3899571520
2015-04-14,3841368960
2015-04-15,3830455980
2015-04-16,3826818320
2015-04-17,3783166400
2015-04-20,3830455980
2015-04-21,3797717040
2015-04-22,3797717040
2015-04-23,3859557260
2015-04-24,3895933860
2015-04-27,3819543000
2015-04-28,3848644280
2015-04-29,3764978100
2015-04-30,3681311919
2015-05-01,3692224900
2015-05-04,3808630020
2015-05-05,3794079380
2015-05-06,4070541540
2015-05-07,4074179199
2015-05-08,4030527280
2015-05-11,4037802600
2015-05-12,4055990900
2015-05-13,4052353240
2015-05-14,4077816860
2015-05-15,4077816860
2015-05-18,4136019419
2015-05-19,4139657080
2015-05-20,4208772620
2015-05-21,4212410280
2015-05-22,4132381760
2015-05-26,4128744100
2015-05-27,4128744100
2015-05-28,4128744100
2015-05-29,4088729840
2015-06-01,4045077919
2015-06-02,4037802600
2015-06-03,4172396020
2015-06-04,4088729840
2015-06-05,4099642820
2015-06-08,4103280480
2015-06-09,4088729840
2015-06-10,4103280480
2015-06-11,4085092180
2015-06-12,4110555800
2015-06-15,4085092180
2015-06-16,4092367500
2015-06-17,4143294740
2015-06-18,4157845380
2015-06-19,4136019419
2015-06-22,4161483040
2015-06-23,4136019419
2015-06-24,4106918139
2015-06-25,4157845380
2015-06-26,4128744100
2015-06-29,3273267200
2015-06-30,3296647680
2015-07-01,3179745280
2015-07-02,3153442239
2015-07-06,3106681280
2015-07-07,3097913600
2015-07-08,3065765440
2015-07-09,3056997760
2015-07-10,3051152640
2015-07-13,3080378239
2015-07-14,3056997760
2015-07-15,3042384960
2015-07-16,3024849600
2015-07-17,2989778880
2015-07-20,2998546560
2015-07-21,3001469120
2015-07-22,3036539840
2015-07-23,2998546560
2015-07-24,2966398400
2015-07-27,2940095360
2015-07-28,2992701440
2015-07-29,3033617280
2015-07-30,2992701440
2015-07-31,2998546560
2015-08-03,3007314239
2015-08-04,3007314239
2015-08-05,2954708160
2015-08-06,2910869760
2015-08-07,2869953920
2015-08-10,2867031360
2015-08-11,2840728320
2015-08-12,2919637440
2015-08-13,2931327680
2015-08-14,2910869760
2015-08-17,2948863040
2015-08-18,2858263680
2015-08-19,2820270400
2015-08-20,2706290560
2015-08-21,2674142400
2015-08-24,2630304000
2015-08-25,2627381440
2015-08-26,2630304000
2015-08-27,2717980800
2015-08-28,2694600320
2015-08-31,2662452160
2015-09-01,2609846080
2015-09-02,2636149120
2015-09-03,2633226560
2015-09-04,2653684480
2015-09-08,2685832640
2015-09-09,2659529600
2015-09-10,2636149120
2015-09-11,2697522880
2015-09-14,2682910080
2015-09-15,2650761920
2015-09-16,2653684480
2015-09-17,2650761920
2015-09-18,2659529600
2015-09-21,2644916800
2015-09-22,2641994239
2015-09-23,2636149120
2015-09-24,2630304000
2015-09-25,2601078400
2015-09-28,2399503760
2015-09-29,2339379520
2015-09-30,2363975800
2015-10-01,2333913680
2015-10-02,2380373320
2015-10-05,2391305000
2015-10-06,2363975800
2015-10-07,2424100040
2015-10-08,2506087640
2015-10-09,2536149760
2015-10-12,2500621800
2015-10-13,2473292600
2015-10-14,2418634200
2015-10-15,2424100040
2015-10-16,2514286400
2015-10-19,2530683920
2015-10-20,2503354720
2015-10-21,2421367120
2015-10-22,2369441640
2015-10-23,2418634200
2015-10-26,2462360920
2015-10-27,2451429240
2015-10-28,2547081440
2015-10-29,2478758440
2015-10-30,2503354720
2015-11-02,2659131160
2015-11-03,2577143560
2015-11-04,2691926200
2015-11-05,2653665320
2015-11-06,2612671520
2015-11-09,2571677720
2015-11-10,2615404440
2015-11-11,2609938600
2015-11-12,2631801960
2015-11-13,2577143560
2015-11-16,2607205680
2015-11-17,2601739840
2015-11-18,2705590800
2015-11-19,2828572200
2015-11-20,2888696440
2015-11-23,2891429360
2015-11-24,2888696440
2015-11-25,2872298920
2015-11-27,2864100160
2015-11-30,2872298920
2015-12-01,2836770960
2015-12-02,2847702640
2015-12-03,2839503880
2015-12-04,2899628120
2015-12-07,2946087760
2015-12-08,2932423160
2015-12-09,2899628120
2015-12-10,2926957320
2015-12-11,2896895200
2015-12-14,2880497680
2015-12-15,2896895200
2015-12-16,2924224400
2015-12-17,2869566000
2015-12-18,2891429360
2015-12-21,2932423160
2015-12-22,2924224400
2015-12-23,2973416960
2015-12-24,2976149880
2015-12-28,2965218200
2015-12-29,2978882800
2015-12-30,2965218200
2015-12-31,2943354840
2016-01-04,2883183380
2016-01-05,2834544860
2016-01-06,2769693500
2016-01-07,2661607900
2016-01-08,2710246420
2016-01-11,2648097200
2016-01-12,2699437860
2016-01-13,2639990780
2016-01-14,2615671520
2016-01-15,2602160820
2016-01-19,2618373660
2016-01-20,2558926580
2016-01-21,2639990780
2016-01-22,2683225020
2016-01-25,2612969380
2016-01-26,2642692920
2016-01-27,2599458680
2016-01-28,2656203620
2016-01-29,2764289220
2016-02-01,2748076380
2016-02-02,2802119180
2016-02-03,2772395640
2016-02-04,2866970540
2016-02-05,2788608480
2016-02-08,2742672100
2016-02-09,2623777940
2016-02-10,2572437280
2016-02-11,2480564520
2016-02-12,2553522300
2016-02-16,2623777940
2016-02-17,2650799340
2016-02-18,2518394480
2016-02-19,2515692340
2016-02-22,2567033000
2016-02-23,2604862960
2016-02-24,2564330860
2016-02-25,2540011600
2016-02-26,2534607320
2016-02-29,2531905180
2016-03-01,2588650120
2016-03-02,2577841560
2016-03-03,2634586500
2016-03-04,2591352260
2016-03-07,2604862960
2016-03-08,2537309460
2016-03-09,2548118020
2016-03-10,2561628720
2016-03-11,2604862960
2016-03-14,2648097200
2016-03-15,2688629300
2016-03-16,2761587080
2016-03-17,2764289220
2016-03-18,2804821320
2016-03-21,2853459840
2016-03-22,2848055560
2016-03-23,2799417040
2016-03-24,2815629880
2016-03-28,2866970540
2016-03-29,2926417620
2016-03-30,2937226180
2016-03-31,2942630460
2016-04-01,2969651860
2016-04-04,2890496050
2016-04-05,2919746700
2016-04-06,2956974800
2016-04-07,2917087550
2016-04-08,2914428400
2016-04-11,2943679050
2016-04-12,2935701600
2016-04-13,2930383300
2016-04-14,2885177750
2016-04-15,2919746700
2016-04-18,2919746700
2016-04-19,2906450950
2016-04-20,2956974800
2016-04-21,2909110100
2016-04-22,2935701600
2016-04-25,2909110100
2016-04-26,2935701600
2016-04-27,2954315650
2016-04-28,2938360750
2016-04-29,2887836900
2016-05-02,2999521200
2016-05-03,2980907150
2016-05-04,2983566300
2016-05-05,2951656500
2016-05-06,2917087550
2016-05-09,2927724150
2016-05-10,2972929700
2016-05-11,2709673850
2016-05-12,2778811750
2016-05-13,2781470900
2016-05-16,2794766650
2016-05-17,2784130050
2016-05-18,2714992150
2016-05-19,2714992150
2016-05-20,2704355550
2016-05-23,2693718950
2016-05-24,2728287900
2016-05-25,2757538550
2016-05-26,2741583650
2016-05-27,2736265350
2016-05-31,2733606200
2016-06-01,2709673850
2016-06-02,2770834300
2016-06-03,2683082350
2016-06-06,2696378100
2016-06-07,2685741500
2016-06-08,2722969600
2016-06-09,2741583650
2016-06-10,2725628750
2016-06-13,2635217650
2016-06-14,2629899350
2016-06-15,2587352950
2016-06-16,2587352950
2016-06-17,2677764050
2016-06-20,2672445750
2016-06-21,2656490850
2016-06-22,2608626150
2016-06-23,2629899350
2016-06-24,2568738900
2016-06-27,2475668650
2016-06-28,2491623550
2016-06-29,2518215050
2016-06-30,2558102300
2016-07-01,2552784000
2016-07-05,2500150080
2016-07-06,2513198880
2016-07-07,2492320800
2016-07-08,2510589120
2016-07-11,2552345280
2016-07-12,2552345280
2016-07-13,2541906240
2016-07-14,2552345280
2016-07-15,2510589120
2016-07-18,2479272000
2016-07-19,2544516000
2016-07-20,2573223360
2016-07-21,2570613600
2016-07-22,2614979520
2016-07-25,2646296640
2016-07-26,2541906240
2016-07-27,2539296480
2016-07-28,2541906240
2016-07-29,2521028160
2016-08-01,2539296480
2016-08-02,2466223200
2016-08-03,2479272000
2016-08-04,2531467200
2016-08-05,2583662400
2016-08-08,2620199040
2016-08-09,2659345440
2016-08-10,2586272160
2016-08-11,2594101440
2016-08-12,2604540480
2016-08-15,2675004000
2016-08-16,2625418560
2016-08-17,2643686880
2016-08-18,2630638080
2016-08-19,2599320960
2016-08-22,2581052640
2016-08-23,2607150240
2016-08-24,2594101440
2016-08-25,2591491680
2016-08-26,2583662400
2016-08-29,2617589280
2016-08-30,2620199040
2016-08-31,2659345440
2016-09-01,2625418560
2016-09-02,2661955200
2016-09-06,2661955200
2016-09-07,2716760160
2016-09-08,2688052800
2016-09-09,2664564960
2016-09-12,2750687040
2016-09-13,2742857760
2016-09-14,2706321120
2016-09-15,2821150560
2016-09-16,2831589600
2016-09-19,2800272480
2016-09-20,2763735840
2016-09-21,2763735840
2016-09-22,2810711520
2016-09-23,2826370080
2016-09-26,2818540800
2016-09-27,2821150560
2016-09-28,2795052960
2016-09-29,2768955360
2016-09-30,2818540800
2016-10-03,2701062900
2016-10-04,2653234200
2016-10-05,2673372600
2016-10-06,2685959100
2016-10-07,2693511000
2016-10-10,2711132100
2016-10-11,2673372600
2016-10-12,2711132100
2016-10-13,2716166700
2016-10-14,2728753200
2016-10-17,2733787800
2016-10-18,2736305100
2016-10-19,2766512700
2016-10-20,2736305100
2016-10-21,2758960800
2016-10-24,2771547300
2016-10-25,2693511000
2016-10-26,2668338000
2016-10-27,2698545600
2016-10-28,2741339700
2016-10-31,2728753200
2016-11-01,2693511000
2016-11-02,2701062900
2016-11-03,2718684000
2016-11-04,2731270500
2016-11-07,2786651100
2016-11-08,2801754900
2016-11-09,2852100900
2016-11-10,2842031700
2016-11-11,2894895000
2016-11-14,2945241000
2016-11-15,3005656200
2016-11-16,3030829200
2016-11-17,3071106000
2016-11-18,3058519500
2016-11-21,3111382800
2016-11-22,3196971000
2016-11-23,3212074800
2016-11-25,3269972700
2016-11-28,3257386200
2016-11-29,3242282400
2016-11-30,3164246100
2016-12-01,3161728800
2016-12-02,3176832600
2016-12-05,3234730500
2016-12-06,3269972700
2016-12-07,3421010700
2016-12-08,3486460500
2016-12-09,3478908600
2016-12-12,3471356700
2016-12-13,3514150800
2016-12-14,3468839400
2016-12-15,3453735600
2016-12-16,3461287500
2016-12-19,3483943200
2016-12-20,3471356700
2016-12-21,3509116200
2016-12-22,3466322100
2016-12-23,3468839400
2016-12-27,3481425900
2016-12-28,3461287500
2016-12-29,3451218300
2016-12-30,3403389600
2017-01-03,3309452520
2017-01-04,3361239780
2017-01-05,3363705840
2017-01-06,3267529500
2017-01-09,3311918580
2017-01-10,3329181000
2017-01-11,3363705840
2017-01-12,3403162800
2017-01-13,3425357340
2017-01-17,3314384640
2017-01-18,3324248880
2017-01-19,3326714940
2017-01-20,3326714940
2017-01-23,3348909480
2017-01-24,3395764620
2017-01-25,3393298560
2017-01-26,3413027040
2017-01-27,3395764620
2017-01-30,3378502200
2017-01-31,3336579180
2017-02-01,3314384640
2017-02-02,3358773720
2017-02-03,3410560980
2017-02-06,3395764620
2017-02-07,3403162800
2017-02-08,3442619760
2017-02-09,3506737320
2017-02-10,3533863980
2017-02-13,3528931860
2017-02-14,3523999740
2017-02-15,3536330040
2017-02-16,3376036140
2017-02-17,3484542780
2017-02-21,3484542780
2017-02-22,3376036140
2017-02-23,3314384640
2017-02-24,3371104020
2017-02-27,3415493100
2017-02-28,3437687640
2017-03-01,3430289460
2017-03-02,3385900380
2017-03-03,3343977360
2017-03-06,3319316760
2017-03-07,3287257980
2017-03-08,3279859800
2017-03-09,3252733140
2017-03-10,3267529500
2017-03-13,3267529500
2017-03-14,3274927680
2017-03-15,3324248880
2017-03-16,3309452520
2017-03-17,3326714940
2017-03-20,3309452520
2017-03-21,3242868900
2017-03-22,3304520400
2017-03-23,3321782820
2017-03-24,3311918580
2017-03-27,3297122220
2017-03-28,3319316760
2017-03-29,3348909480
2017-03-30,3373570080
2017-03-31,3356307660
2017-04-03,3325739160
2017-04-04,3279139570
2017-04-05,3318381330
2017-04-06,3372338750
2017-04-07,3352717870
2017-04-10,3372338750
2017-04-11,3367433530
2017-04-12,3330644380
2017-04-13,3288950010
2017-04-17,3315928720
2017-04-18,3315928720
2017-04-19,3357623090
2017-04-20,3414033120
2017-04-21,3514590130
2017-04-24,3580810600
2017-04-25,3622504970
2017-04-26,3624957580
2017-04-27,3627410190
2017-04-28,3615147140
2017-05-01,3669104560
2017-05-02,3681367610
2017-05-03,3647031070
2017-05-04,3688725440
2017-05-05,3705893710
2017-05-08,3681367610
2017-05-09,3703441100
2017-05-10,3892292070
2017-05-11,3907007730
2017-05-12,3884934240
2017-05-15,3953607320
2017-05-16,4024733010
2017-05-17,3887386850
2017-05-18,3902102510
2017-05-19,3929081220
2017-05-22,3943796879
2017-05-23,3965870370
2017-05-24,4034543450
2017-05-25,4063974770
2017-05-26,4002659520
2017-05-30,3960965149
2017-05-31,3965870370
2017-06-01,3985491250
2017-06-02,4027185620
2017-06-05,3953607320
2017-06-06,3907007730
2017-06-07,3909460340
2017-06-08,3887386850
2017-06-09,3811355940
2017-06-12,3757398520
2017-06-13,3794187670
2017-06-14,3767208960
2017-06-15,3723061980
2017-06-16,3735325030
2017-06-19,3853050310
2017-06-20,3762303740
2017-06-21,3713251540
2017-06-22,3727967200
2017-06-23,3767208960
2017-06-26,3740230250
2017-06-27,3754945910
2017-06-28,3811355940
2017-06-29,3757398520
2017-06-30,3803998110
2017-07-03,3745218060
2017-07-05,3793888860
2017-07-06,3757385760
2017-07-07,3796322400
2017-07-10,3798755940
2017-07-11,3844993200
2017-07-12,3818224260
2017-07-13,3806056560
2017-07-14,3806056560
2017-07-17,3810923640
2017-07-18,3757385760
2017-07-19,3808490100
2017-07-20,3854727360
2017-07-21,3859594440
2017-07-24,3840126120
2017-07-25,3881496300
2017-07-26,3852293820
2017-07-27,3857160900
2017-07-28,3781721160
2017-07-31,3757385760
2017-08-01,3750085140
2017-08-02,3759819300
2017-08-03,3733050360
2017-08-04,3820657800
2017-08-07,3764686380
2017-08-08,3703847880
2017-08-09,3847426740
2017-08-10,3713582040
2017-08-11,3745218060
2017-08-14,3754952220
2017-08-15,3694113720
2017-08-16,3733050360
2017-08-17,3667344780
2017-08-18,3696547260
2017-08-21,3655177080
2017-08-22,3689246640
2017-08-23,3669778320
2017-08-24,3621107520
2017-08-25,3589471500
2017-08-28,3650310000
2017-08-29,3567569640
2017-08-30,3606506280
2017-08-31,3630841680
2017-09-01,3633275220
2017-09-05,3596772120
2017-09-06,3509164680
2017-09-07,3475095120
2017-09-08,3496996980
2017-09-11,3604072740
2017-09-12,3633275220
2017-09-13,3686813100
2017-09-14,3706281420
2017-09-15,3827958420
2017-09-18,3793888860
2017-09-19,3725749740
2017-09-20,3757385760
2017-09-21,3686813100
2017-09-22,3660044160
2017-09-25,3628408140
2017-09-26,3718449120
2017-09-27,3791455320
2017-09-28,3789021780
2017-09-29,3779287620
2017-10-02,3692489130
2017-10-03,3735958590
2017-10-04,3714223860
2017-10-05,3774598110
2017-10-06,3798747810
2017-10-09,3748033440
2017-10-10,3793917870
2017-10-11,3772183140
2017-10-12,3721468770
2017-10-13,3706978950
2017-10-16,3748033440
2017-10-17,3762523260
2017-10-18,3716638830
2017-10-19,3784257990
2017-10-20,3721468770
2017-10-23,3675584340
2017-10-24,3665924460
2017-10-25,3646604700
2017-10-26,3607965180
2017-10-27,3646604700
2017-10-30,3641774760
2017-10-31,3673169370
2017-11-01,3629699910
2017-11-02,3680414280
2017-11-03,3627284940
2017-11-06,3605550210
2017-11-07,3559665780
2017-11-08,3501706500
2017-11-09,3547590930
2017-11-10,3501706500
2017-11-13,3463066980
2017-11-14,3467896920
2017-11-15,3443747220
2017-11-16,3424427460
2017-11-17,3400277760
2017-11-20,3368883150
2017-11-21,3407522670
2017-11-22,3368883150
2017-11-24,3347148420
2017-11-27,3308508900
2017-11-28,3424427460
2017-11-29,3547590930
2017-11-30,3595890330
2017-12-01,3578985540
2017-12-04,3706978950
2017-12-05,3711808890
2017-12-06,3639359790
2017-12-07,3610380150
2017-12-08,3682829250
2017-12-11,3690074160
2017-12-12,3716638830
2017-12-13,3774598110
2017-12-14,3709393920
2017-12-15,3745618470
2017-12-18,3813237630
2017-12-19,3960550799
2017-12-20,4004020259
2017-12-21,3948475950
2017-12-22,3970210680
2017-12-26,3987115470
2017-12-27,3982285529
2017-12-28,3991945410
2017-12-29,3965380740
2018-01-02,3915624960
2018-01-03,4006797600
2018-01-04,3961211280
2018-01-05,4028391120
2018-01-08,3987603360
2018-01-09,4160351520
2018-01-10,4157952239
2018-01-11,4136358719
2018-01-12,4138758000
2018-01-16,4035588960
2018-01-17,4028391120
2018-01-18,4037988239
2018-01-19,4040387520
2018-01-22,4030790400
2018-01-23,4033189679
2018-01-24,3992401920
2018-01-25,3987603360
2018-01-26,3958812000
2018-01-29,3925222080
2018-01-30,3843646560
2018-01-31,3882035040
2018-02-01,3927621360
2018-02-02,3807657360
2018-02-05,3670898400
2018-02-06,3774067440
2018-02-07,3805258080
2018-02-08,3714085440
2018-02-09,3757272480
2018-02-12,3774067440
2018-02-13,3711686160
2018-02-14,3778866000
2018-02-15,3766869600
2018-02-16,3932419920
2018-02-20,3862840800
2018-02-21,3891632159
2018-02-22,4049984639
2018-02-23,4049984639
2018-02-26,3987603360
2018-02-27,3906027840
2018-02-28,3826851600
2018-03-01,3834049440
2018-03-02,3872437920
2018-03-05,3903628560
2018-03-06,3982804800
2018-03-07,3990002639
2018-03-08,4107567360
2018-03-09,4203538560
2018-03-12,4162750800
2018-03-13,4078776000
2018-03-14,4076376719
2018-03-15,4021193280
2018-03-16,4102768800
2018-03-19,4117164480
2018-03-20,4155552960
2018-03-21,4167549360
2018-03-22,4119563760
2018-03-23,4028391120
2018-03-26,4107567360
2018-03-27,4117164480
2018-03-28,4179545760
2018-03-29,4210736400
2018-04-02,4041337810
2018-04-03,4093915830
2018-04-04,4141714029
2018-04-05,4153663580
2018-04-06,4067626820
2018-04-09,4086746100
2018-04-10,4086746100
2018-04-11,4034168080
2018-04-12,4129764480
2018-04-13,4124984660
2018-04-16,4134544300
2018-04-17,4139324120
2018-04-18,4213411330
2018-04-19,4156053490
2018-04-20,4098695649
2018-04-23,4115425019
2018-04-24,4026998350
2018-04-25,4050897450
2018-04-26,4103475470
2018-04-27,4077186459
2018-04-30,4000709339
2018-05-01,3998319430
2018-05-02,3952911140
2018-05-03,3993539610
2018-05-04,4003099250
2018-05-07,4031778170
2018-05-08,4136934209
2018-05-09,3993539610
2018-05-10,3972030420
2018-05-11,3974420330
2018-05-14,3888383570
2018-05-15,3950521230
2018-05-16,3905112940
2018-05-17,3907502850
2018-05-18,3902723029
2018-05-21,3933791860
2018-05-22,3878823930
2018-05-23,3890773480
2018-05-24,3945741410
2018-05-25,3929012040
2018-05-29,3914672580
2018-05-30,3972030420
2018-05-31,3850145010
2018-06-01,3845365190
2018-06-04,3909892760
2018-06-05,3991149700
2018-06-06,4015048800
2018-06-07,4074796550
2018-06-08,4234920519
2018-06-11,4251649890
2018-06-12,4265989350
2018-06-13,4246870070
2018-06-14,4208631510
2018-06-15,4268379260
2018-06-18,4232530610
2018-06-19,4222970970
2018-06-20,4263599440
2018-06-21,4287498540
2018-06-22,4332906830
2018-06-25,4175172769
2018-06-26,4179952589
2018-06-27,4091525920
2018-06-28,4101085560
2018-06-29,4105865380
2018-07-02,4097879039
2018-07-03,4102632960
2018-07-05,4107386880
2018-07-06,4107386880
2018-07-09,4147795200
2018-07-10,4162056960
2018-07-11,4143041280
2018-07-12,4154926080
2018-07-13,4173941759
2018-07-16,4145418240
2018-07-17,4143041280
2018-07-18,4223857920
2018-07-19,4197711360
2018-07-20,4140664320
2018-07-23,4062224640
2018-07-24,4002800640
2018-07-25,3976654080
2018-07-26,4024193280
2018-07-27,3971900160
2018-07-30,3921984000
2018-07-31,3964769280
2018-08-01,3967146240
2018-08-02,3957638399
2018-08-03,3993292800
2018-08-06,4057470720
2018-08-07,4043208960
2018-08-08,4102632960
2018-08-09,4221480960
2018-08-10,4195334399
2018-08-13,4124025600
2018-08-14,4240496640
2018-08-15,4250004480
2018-08-16,4349836800
2018-08-17,4378360320
2018-08-20,4380737280
2018-08-21,4323690240
2018-08-22,4276151039
2018-08-23,4269020160
2018-08-24,4230988800
2018-08-27,4223857920
2018-08-28,4235742720
2018-08-29,4223857920
2018-08-30,4207219200
2018-08-31,4195334399
2018-09-04,4159680000
2018-09-05,4157303039
2018-09-06,4147795200
2018-09-07,4252381440
2018-09-10,4207219200
2018-09-11,4200088320
2018-09-12,4211973119
2018-09-13,4297543680
2018-09-14,4176318720
2018-09-17,4138287360
2018-09-18,4223857920
2018-09-19,4157303039
2018-09-20,4154926080
2018-09-21,4081240320
2018-09-24,4116894720
2018-09-25,4140664320
2018-09-26,4173941759
2018-09-27,4109763840
2018-09-28,4074109440
2018-10-01,4006523919
2018-10-02,3980720779
2018-10-03,4039364279
2018-10-04,3985412259
2018-10-05,4048747240
2018-10-08,4055784460
2018-10-09,4095662040
2018-10-10,4053438720
2018-10-11,3968992080
2018-10-12,4015906880
2018-10-15,4048747240
2018-10-16,4105045000
2018-10-17,4044055759
2018-10-18,3985412259
2018-10-19,3992449480
2018-10-22,4008869660
2018-10-23,3978375040
2018-10-24,3933805980
2018-10-25,3994795220
2018-10-26,3952571900
2018-10-29,3940843200
2018-10-30,4027635580
2018-10-31,4044055759
2018-11-01,4029981320
2018-11-02,3987758000
2018-11-05,3997140960
2018-11-06,4006523919
2018-11-07,3900965620
2018-11-08,3950226160
2018-11-09,4086279080
2018-11-12,4062821680
2018-11-13,4166034240
2018-11-14,4095662040
2018-11-15,4102699259
2018-11-16,4173071460
2018-11-19,4208257560
2018-11-20,4166034240
2018-11-21,4151959800
2018-11-23,4163688500
2018-11-26,4170725720
2018-11-27,4114427960
2018-11-28,4194183120
2018-11-29,4236406439
2018-11-30,4205911820
2018-12-03,4203566080
2018-12-04,4093316300
2018-12-06,4121465180
2018-12-07,4013561140
2018-12-10,4025289840
2018-12-11,3983066520
2018-12-12,3994795220
2018-12-13,4008869660
2018-12-14,3919731540
2018-12-17,3847013599
2018-12-18,3872816740
2018-12-19,3839976380
2018-12-20,3715652160
2018-12-21,3680466060
2018-12-24,3518610000
2018-12-26,3642934220
2018-12-27,3628859780
2018-12-28,3666391620
2018-12-31,3599416240
2019-01-02,3606333760
2019-01-03,3587887040
2019-01-04,3668591440
2019-01-07,3726237440
2019-01-08,3760825039
2019-01-09,3779271760
2019-01-10,3795412640
2019-01-11,3809247680
2019-01-14,3788495120
2019-01-15,3781577599
2019-01-16,3788495120
2019-01-17,3758519200
2019-01-18,3788495120
2019-01-22,3853058640
2019-01-23,3933763039
2019-01-24,4005244080
2019-01-25,3945292240
