,GNW
2018-04-26,1441728000
2018-04-27,1421704000
2018-04-30,1381656000
2018-05-01,1421704000
2018-05-02,1486782000
2018-05-03,1456746000
2018-05-04,1511812000
2018-05-07,1561872000
2018-05-08,1571884000
2018-05-09,1596914000
2018-05-10,1541848000
2018-05-11,1536842000
2018-05-14,1586902000
2018-05-15,1601920000
2018-05-16,1651980000
2018-05-17,1767118000
2018-05-18,1672004000
2018-05-21,1817178000
2018-05-22,1792148000
2018-05-23,1727070000
2018-05-24,1702040000
2018-05-25,1737082000
2018-05-29,1767118000
2018-05-30,1832196000
2018-05-31,1722064000
2018-06-01,1777130000
2018-06-04,1777130000
2018-06-05,1797154000
2018-06-06,1912292000
2018-06-07,1862232000
2018-06-08,1907286000
2018-06-11,2412892000
2018-06-12,2372844000
2018-06-13,2352820000
2018-06-14,2357826000
2018-06-15,2327790000
2018-06-18,2292748000
2018-06-19,2257706000
2018-06-20,2277730000
2018-06-21,2252700000
2018-06-22,2257706000
2018-06-25,2212652000
2018-06-26,2212652000
2018-06-27,2177610000
2018-06-28,2202640000
2018-06-29,2252700000
2018-07-02,2278185000
2018-07-03,2248143000
2018-07-05,2298213000
2018-07-06,2293206000
2018-07-09,2338269000
2018-07-10,2308227000
2018-07-11,2268171000
2018-07-12,2293206000
2018-07-13,2308227000
2018-07-16,2328255000
2018-07-17,2313234000
2018-07-18,2353290000
2018-07-19,2338269000
2018-07-20,2323248000
2018-07-23,2353290000
2018-07-24,2333262000
2018-07-25,2353290000
2018-07-26,2328255000
2018-07-27,2308227000
2018-07-30,2293206000
2018-07-31,2303220000
2018-08-01,2333262000
2018-08-02,2303220000
2018-08-03,2293206000
2018-08-06,2293206000
2018-08-07,2173038000
2018-08-08,2203080000
2018-08-09,2223108000
2018-08-10,2228115000
2018-08-13,2278185000
2018-08-14,2303220000
2018-08-15,2248143000
2018-08-16,2288199000
2018-08-17,2263164000
2018-08-20,2293206000
2018-08-21,2288199000
2018-08-22,2298213000
2018-08-23,2278185000
2018-08-24,2288199000
2018-08-27,2328255000
2018-08-28,2308227000
2018-08-29,2313234000
2018-08-30,2323248000
2018-08-31,2328255000
2018-09-04,2313234000
2018-09-05,2318241000
2018-09-06,2283192000
2018-09-07,2268171000
2018-09-10,2278185000
2018-09-11,2278185000
2018-09-12,2268171000
2018-09-13,2273178000
2018-09-14,2223108000
2018-09-17,2067891000
2018-09-18,1997793000
2018-09-19,2163024000
2018-09-20,2213094000
2018-09-21,2132982000
2018-09-24,2072897999
2018-09-25,2087919000
2018-09-26,2072897999
2018-09-27,2052869999
2018-09-28,2087919000
2018-10-01,2068902962
2018-10-02,2058908261
2018-10-03,2093889712
2018-10-04,2068902962
2018-10-05,2038918861
2018-10-08,2068902962
2018-10-09,2113879113
2018-10-10,2043916211
2018-10-11,2018929460
2018-10-12,1988945359
2018-10-15,1978950659
2018-10-16,1903990407
2018-10-17,1953963908
2018-10-18,1938971858
2018-10-19,1968955959
2018-10-22,1988945359
2018-10-23,1963958608
2018-10-24,1874006306
2018-10-25,1874006306
2018-10-26,1804043404
2018-10-29,2108881763
2018-10-30,2108881763
2018-10-31,2138865864
2018-11-01,2033921511
2018-11-02,2078897662
2018-11-05,2148860564
2018-11-06,2278791668
2018-11-07,2348754570
2018-11-08,2353751920
2018-11-09,2313773119
2018-11-12,2293783718
2018-11-13,2293783718
2018-11-14,2298781069
2018-11-15,2303778419
2018-11-16,2288786368
2018-11-19,2263799617
2018-11-20,2148860564
2018-11-21,2233815517
2018-11-23,2258802267
2018-11-26,2263799617
2018-11-27,2253804917
2018-11-28,2388733371
2018-11-29,2358749270
2018-11-30,2328765169
2018-12-03,2373741321
2018-12-04,2273794318
2018-12-06,2128871163
2018-12-07,2163852614
2018-12-10,2128871163
2018-12-11,2153857914
2018-12-12,2198834066
2018-12-13,2198834066
2018-12-14,2223820816
2018-12-17,2183842015
2018-12-18,2133868514
2018-12-19,2128871163
2018-12-20,2108881763
2018-12-21,2253804917
2018-12-24,2253804917
2018-12-26,2348754570
2018-12-27,2308775769
2018-12-28,2298781069
2018-12-31,2335592000
2019-01-02,2370676000
2019-01-03,2355640000
2019-01-04,2400748000
2019-01-07,2370676000
2019-01-08,2380700000
2019-01-09,2385712000
2019-01-10,2390724000
2019-01-11,2405760000
2019-01-14,2405760000
2019-01-15,2490964000
2019-01-16,2490964000
2019-01-17,2495976000
2019-01-18,2511012000
2019-01-22,2410772000
2019-01-23,2440844000
2019-01-24,2435832000
2019-01-25,2395736000
2019-01-28,2375688000
2019-01-29,2380700000
2019-01-30,2375688000
2019-01-31,2425808000
2019-02-01,2425808000
2019-02-04,2415784000
2019-02-05,2405760000
2019-02-06,2370676000
2019-02-07,2345616000
2019-02-08,2310532000
2019-02-11,2315544000
2019-02-12,2310532000
2019-02-13,2300508000
2019-02-14,2280460000
2019-02-15,2280460000
2019-02-19,2275448000
2019-02-20,2250388000
2019-02-21,2275448000
2019-02-22,2155160000
2019-02-25,2014823999
2019-02-26,1929620000
2019-02-27,1974728000
2019-02-28,1939644000
2019-03-01,1924608000
2019-03-04,1949668000
2019-03-05,1989764000
2019-03-06,1949668000
2019-03-07,1904560000
2019-03-08,1819356000
2019-03-11,1804320000
2019-03-12,1899548000
2019-03-13,1969716000
2019-03-14,1909572000
2019-03-15,2004800000
2019-03-18,1984752000
2019-03-19,1984752000
2019-03-20,1964704000
2019-03-21,1979740000
2019-03-22,1919596000
2019-03-25,1929620000
2019-03-26,1969716000
2019-03-27,1949668000
2019-03-28,1924608000
2019-03-29,1919596000
2019-04-01,2003532000
2019-04-02,1968294000
2019-04-03,1973328000
2019-04-04,2008566000
2019-04-05,2013600000
2019-04-08,1998498000
2019-04-09,1943124000
2019-04-10,1933056000
2019-04-11,1948158000
2019-04-12,1953192000
2019-04-15,1933056000
2019-04-16,1933056000
2019-04-17,1892784000
2019-04-18,1887750000
2019-04-22,1862580000
2019-04-23,1938090000
2019-04-24,1897818000
2019-04-25,1897818000
2019-04-26,1928022000
2019-04-29,1943124000
2019-04-30,1907886000
2019-05-01,1917954000
2019-05-02,1882716000
2019-05-03,1953192000
2019-05-06,1978362000
2019-05-07,1907886000
2019-05-08,1897818000
2019-05-09,1852512000
2019-05-10,1812240000
2019-05-13,1676322000
2019-05-14,1726662000
2019-05-15,1701492000
2019-05-16,1691424000
2019-05-17,1676322000
2019-05-20,1721628000
2019-05-21,1721628000
2019-05-22,1691424000
2019-05-23,1656186000
2019-05-24,1620948000
2019-05-28,1610880000
2019-05-29,1585710000
2019-05-30,1550472000
2019-05-31,1464894000
2019-06-03,1575642000
2019-06-04,1620948000
2019-06-05,1636050000
2019-06-06,1590744000
2019-06-07,1615914000
2019-06-10,1641084000
2019-06-11,1615914000
2019-06-12,1525302000
2019-06-13,1565574000
2019-06-14,1545438000
2019-06-17,1550472000
2019-06-18,1615914000
2019-06-19,1590744000
2019-06-20,1641084000
2019-06-21,1847478000
2019-06-24,1817274000
2019-06-25,1766934000
2019-06-26,1812240000
2019-06-27,1887750000
2019-06-28,1867614000
2019-07-01,1852880000
2019-07-02,1883090000
2019-07-03,1918335000
2019-07-05,1913300000
2019-07-08,1923370000
2019-07-09,1933440000
2019-07-10,1963650000
2019-07-11,1993860000
2019-07-12,1973720000
2019-07-15,1953580000
2019-07-16,1938475000
2019-07-17,1888125000
2019-07-18,1857915000
2019-07-19,1893160000
2019-07-22,1883090000
2019-07-23,1958615000
2019-07-24,2039175000
2019-07-25,1998895000
2019-07-26,2039175000
2019-07-29,1963650000
2019-07-30,2034140000
2019-07-31,2008965000
2019-08-01,1968685000
2019-08-02,1983790000
2019-08-05,1958615000
2019-08-06,1973720000
2019-08-07,1978755000
2019-08-08,2008965000
2019-08-09,1973720000
2019-08-12,1946027500
2019-08-13,2245610000
2019-08-14,2205330000
2019-08-15,2170085000
2019-08-16,2170085000
2019-08-19,2195260000
2019-08-20,2205330000
2019-08-21,2260715000
2019-08-22,2265750000
2019-08-23,2210365000
2019-08-26,2240575000
2019-08-27,2230505000
2019-08-28,2240575000
2019-08-29,2250645000
2019-08-30,2230505000
2019-09-03,2230505000
2019-09-04,2225470000
2019-09-05,2250645000
2019-09-06,2230505000
2019-09-09,2230505000
2019-09-10,2245610000
2019-09-11,2270785000
2019-09-12,2265750000
2019-09-13,2225470000
2019-09-16,2250645000
2019-09-17,2240575000
2019-09-18,2220435000
2019-09-19,2230505000
2019-09-20,2250645000
2019-09-23,2240575000
2019-09-24,2200295000
2019-09-25,2210365000
2019-09-26,2245610000
2019-09-27,2195260000
2019-09-30,2215400000
2019-10-01,2154980000
2019-10-02,2119735000
2019-10-03,2129805000
2019-10-04,2134840000
2019-10-07,2170085000
2019-10-08,2149945000
2019-10-09,2165050000
2019-10-10,2139875000
2019-10-11,2190225000
2019-10-14,2190225000
2019-10-15,2205330000
2019-10-16,2215400000
2019-10-17,2195260000
2019-10-18,2170085000
2019-10-21,2165050000
2019-10-22,1988825000
2019-10-23,2019035000
2019-10-24,2109665000
2019-10-25,2139875000
2019-10-28,2129805000
2019-10-29,2149945000
2019-10-30,2205330000
2019-10-31,2154980000
2019-11-01,2129805000
2019-11-04,2074420000
2019-11-05,2014000000
2019-11-06,2034140000
2019-11-07,2039175000
2019-11-08,2034140000
2019-11-11,2029105000
2019-11-12,2029105000
2019-11-13,1998895000
2019-11-14,1948545000
2019-11-15,1963650000
2019-11-18,1978755000
2019-11-19,2008965000
2019-11-20,2029105000
2019-11-21,2054280000
2019-11-22,2044209999
2019-11-25,2049245000
2019-11-26,2034140000
2019-11-27,2034140000
2019-11-29,1993860000
2019-12-02,1958615000
2019-12-03,1933440000
2019-12-04,1963650000
2019-12-05,1978755000
2019-12-06,2084489999
2019-12-09,2094560000
2019-12-10,2190225000
2019-12-11,2245610000
2019-12-12,2235540000
2019-12-13,2321135000
2019-12-16,2336240000
2019-12-17,2411765000
2019-12-18,2376520000
2019-12-19,2260715000
2019-12-20,2275820000
2019-12-23,2114700000
2019-12-24,2089525000
2019-12-26,2129805000
2019-12-27,2195260000
2019-12-30,2154980000
2019-12-31,2200000000
2020-01-02,2190000000
2020-01-03,2185000000
2020-01-06,2210000000
2020-01-07,2195000000
2020-01-08,2205000000
2020-01-09,2220000000
2020-01-10,2200000000
2020-01-13,2200000000
2020-01-14,2145000000
2020-01-15,2125000000
2020-01-16,2155000000
2020-01-17,2150000000
2020-01-21,2155000000
2020-01-22,2165000000
2020-01-23,2160000000
2020-01-24,2120000000
2020-01-27,2085000000
2020-01-28,2080000000
2020-01-29,2065000000
2020-01-30,2095000000
2020-01-31,2049999999
2020-02-03,2000000000
2020-02-04,2055000000
2020-02-05,1935000000
2020-02-06,1925000000
2020-02-07,1910000000
2020-02-10,1865000000
2020-02-11,1925000000
2020-02-12,2055000000
2020-02-13,2140000000
2020-02-14,2150000000
2020-02-18,2180000000
2020-02-19,2180000000
2020-02-20,2160000000
2020-02-21,2165000000
2020-02-24,2134999999
2020-02-25,2075000000
2020-02-26,2029999999
2020-02-27,1945000000
2020-02-28,1950000000
2020-03-02,2089999999
2020-03-03,2400000000
2020-03-04,2400000000
2020-03-05,2325000000
2020-03-06,2205000000
2020-03-09,2009999999
2020-03-10,2230000000
2020-03-11,2150000000
2020-03-12,2045000000
2020-03-13,2060000000
2020-03-16,1950000000
2020-03-17,2250000000
2020-03-18,1915000000
2020-03-19,1950000000
2020-03-20,1620000000
2020-03-23,1490000000
2020-03-24,1875000000
2020-03-25,1995000000
2020-03-26,2089999999
2020-03-27,1875000000
2020-03-30,2025000000
2020-03-31,1677928000
2020-04-01,1541470000
2020-04-02,1718360000
2020-04-03,1682982000
2020-04-06,1713306000
2020-04-07,1784062000
2020-04-08,1809332000
2020-04-09,1809332000
2020-04-13,1809332000
2020-04-14,1844710000
2020-04-15,1789116000
2020-04-16,1784062000
2020-04-17,1773954000
2020-04-20,1708252000
2020-04-21,1576848000
2020-04-22,1657712000
2020-04-23,1637496000
2020-04-24,1667820000
2020-04-27,1688036000
2020-04-28,1738576000
2020-04-29,1854818000
2020-04-30,1834602000
2020-05-01,1713306000
2020-05-04,1693090000
2020-05-05,1693090000
2020-05-06,1511146000
2020-05-07,1546524000
2020-05-08,1556632000
2020-05-11,1571794000
2020-05-12,1440390000
2020-05-13,1410066000
2020-05-14,1298878000
2020-05-15,1364580000
2020-05-18,1440390000
2020-05-19,1374688000
2020-05-20,1541470000
2020-05-21,1698144000
2020-05-22,1602118000
2020-05-26,1627388000
2020-05-27,1672874000
2020-05-28,1592010000
2020-05-29,1541470000
2020-06-01,1607172000
2020-06-02,1612226000
2020-06-03,1667820000
2020-06-04,1672874000
2020-06-05,1733522000
2020-06-08,1875034000
2020-06-09,1794170000
2020-06-10,1693090000
2020-06-11,1571794000
2020-06-12,1592010000
2020-06-15,1485876000
2020-06-16,1531362000
2020-06-17,1399958000
2020-06-18,1344364000
2020-06-19,1354472000
2020-06-22,1314040000
2020-06-23,1314040000
2020-06-24,1278662000
2020-06-25,1329202000
2020-06-26,1258446000
2020-06-29,1293824000
2020-06-30,1167936000
2020-07-01,1122432000
2020-07-02,1152768000
2020-07-06,1172992000
2020-07-07,1127488000
2020-07-08,1112320000
2020-07-09,1046591999
2020-07-10,1056703999
2020-07-13,1031424000
2020-07-14,1036479999
2020-07-15,1127488000
2020-07-16,1102208000
2020-07-17,1102208000
2020-07-20,1076928000
2020-07-21,1112320000
2020-07-22,1102208000
2020-07-23,1112320000
2020-07-24,1107264000
2020-07-27,1102208000
2020-07-28,1178048000
2020-07-29,1087040000
2020-07-30,1016255999
2020-07-31,1031424000
2020-08-03,1036479999
2020-08-04,1061760000
2020-08-05,1122432000
2020-08-06,1102208000
2020-08-07,1188160000
2020-08-10,1349952000
2020-08-11,1248832000
2020-08-12,1269056000
2020-08-13,1289280000
2020-08-14,1299392000
2020-08-17,1253888000
2020-08-18,1238720000
2020-08-19,1380288000
2020-08-20,1385344000
2020-08-21,1319616000
2020-08-24,1344896000
2020-08-25,1309504000
2020-08-26,1294336000
2020-08-27,1279168000
2020-08-28,1198272000
2020-08-31,1526912000
2020-09-01,1663424000
2020-09-02,1693760000
2020-09-03,1789824000
2020-09-04,1749376000
2020-09-08,1693760000
2020-09-09,1799936000
2020-09-10,1784768000
2020-09-11,1875776000
2020-09-14,1896000000
2020-09-15,1784768000
2020-09-16,1749376000
2020-09-17,1557248000
2020-09-18,1658368000
2020-09-21,1607808000
2020-09-22,1582528000
2020-09-23,1531968000
2020-09-24,1531968000
2020-09-25,1557248000
2020-09-28,1653312000
2020-09-29,1769600000
2020-09-30,1693760000
2020-10-01,1597696000
2020-10-02,1724096000
2020-10-05,1754432000
2020-10-06,1739264000
2020-10-07,1719040000
2020-10-08,1744320000
2020-10-09,1734208000
2020-10-12,1835328000
2020-10-13,1835328000
2020-10-14,1779712000
2020-10-15,1810048000
2020-10-16,1774656000
2020-10-19,1784768000
2020-10-20,1825216000
2020-10-21,1885888000
2020-10-22,1901056000
2020-10-23,1916224000
2020-10-26,1936448000
2020-10-27,1936448000
2020-10-28,1850496000
2020-10-29,2062848000
2020-10-30,1987008000
2020-11-02,2057792000
2020-11-03,2072959999
2020-11-04,2072959999
2020-11-05,2148800000
2020-11-06,2138688000
2020-11-09,2174080000
2020-11-10,2285312000
2020-11-11,2280256000
2020-11-12,2265088000
2020-11-13,2275200000
2020-11-16,2320704000
2020-11-17,2305536000
2020-11-18,2239808000
2020-11-19,2305536000
2020-11-20,2340928000
2020-11-23,2290368000
2020-11-24,2305536000
2020-11-25,2118464000
2020-11-27,2098240000
2020-11-30,2295424000
2020-12-01,2366208000
2020-12-02,2351040000
2020-12-03,2376320000
2020-12-04,2406656000
2020-12-07,2381376000
2020-12-08,2325760000
2020-12-09,2270144000
2020-12-10,2204416000
2020-12-11,2184192000
2020-12-14,2123520000
2020-12-15,2224640000
2020-12-16,2169024000
2020-12-17,2199360000
2020-12-18,2148800000
2020-12-21,2098240000
2020-12-22,2083072000
2020-12-23,2153856000
2020-12-24,2204416000
2020-12-28,2103296000
2020-12-29,2103296000
2020-12-30,2083072000
2020-12-31,1912680000
2021-01-04,1361140000
2021-01-05,1391500000
2021-01-06,1411740000
2021-01-07,1431980000
2021-01-08,1578720000
2021-01-11,1568600000
2021-01-12,1588840000
2021-01-13,1583780000
2021-01-14,1619200000
2021-01-15,1573660000
2021-01-19,1563540000
2021-01-20,1593900000
2021-01-21,1553420000
2021-01-22,1573660000
2021-01-25,1598960000
2021-01-26,1593900000
2021-01-27,1477520000
2021-01-28,1457280000
2021-01-29,1437040000
2021-02-01,1563540000
2021-02-02,1634380000
2021-02-03,1644500000
2021-02-04,1806420000
2021-02-05,1872200000
2021-02-08,1892440000
2021-02-09,1943040000
2021-02-10,2094839999
2021-02-11,2084720000
2021-02-12,2079660000
2021-02-16,1907620000
2021-02-17,1700160000
2021-02-18,1705220000
2021-02-19,1659680000
2021-02-22,1598960000
2021-02-23,1533180000
2021-02-24,1583780000
2021-02-25,1609080000
2021-02-26,1578720000
2021-03-01,1674860000
2021-03-02,1634380000
2021-03-03,1654620000
2021-03-04,1604020000
2021-03-05,1634380000
2021-03-08,1669800000
2021-03-09,1669800000
2021-03-10,1690040000
2021-03-11,1791240000
2021-03-12,1796300000
2021-03-15,1806420000
2021-03-16,1750760000
2021-03-17,1786180000
2021-03-18,1760880000
2021-03-19,1755820000
2021-03-22,1715340000
2021-03-23,1679920000
2021-03-24,1669800000
2021-03-25,1674860000
2021-03-26,1684980000
2021-03-29,1659680000
2021-03-30,1710280000
2021-03-31,1683240000
2021-04-01,1728870000
2021-04-05,1764360000
2021-04-06,1779570000
2021-04-07,1713660000
2021-04-08,1754220000
2021-04-09,1799850000
2021-04-12,1769430000
2021-04-13,1744080000
2021-04-14,1794780000
2021-04-15,1794780000
2021-04-16,1835340000
2021-04-19,1850550000
2021-04-20,1855620000
2021-04-21,1906320000
2021-04-22,1896180000
2021-04-23,1936740000
2021-04-26,1992510000
2021-04-27,1936740000
2021-04-28,2230800000
2021-04-29,2220660000
2021-04-30,2190240000
2021-05-03,2220660000
2021-05-04,2175030000
2021-05-05,2180100000
2021-05-06,2169960000
2021-05-07,2195310000
2021-05-10,2134470000
2021-05-11,2068560000
2021-05-12,1951950000
2021-05-13,1967160000
2021-05-14,2078699999
2021-05-17,2083770000
2021-05-18,2058419999
2021-05-19,2068560000
2021-05-20,2088840000
2021-05-21,2124330000
2021-05-24,2114190000
2021-05-25,2078699999
2021-05-26,2149680000
2021-05-27,2139539999
2021-05-28,2129400000
2021-06-01,2119259999
2021-06-02,2129400000
2021-06-03,2124330000
2021-06-04,2088840000
2021-06-07,2124330000
2021-06-08,2164890000
2021-06-09,2119259999
2021-06-10,2058419999
2021-06-11,2083770000
2021-06-14,2104050000
2021-06-15,2149680000
2021-06-16,2139539999
2021-06-17,2098979999
2021-06-18,2028000000
2021-06-21,2088840000
2021-06-22,2053350000
2021-06-23,2017860000
2021-06-24,2058419999
2021-06-25,2078699999
2021-06-28,2017860000
2021-06-29,1987440000
2021-06-30,1978860000
2021-07-01,2004230000
2021-07-02,1958564000
2021-07-06,1902750000
2021-07-07,1887528000
2021-07-08,1816492000
2021-07-09,1852010000
2021-07-12,1857084000
2021-07-13,1775900000
2021-07-14,1786048000
2021-07-15,1796196000
2021-07-16,1750530000
2021-07-19,1669346000
2021-07-20,1638902000
2021-07-21,1755604000
2021-07-22,1709938000
2021-07-23,1654124000
2021-07-26,1694716000
2021-07-27,1674420000
2021-07-28,1684568000
2021-07-29,1704864000
2021-07-30,1694716000
2021-08-02,1699790000
2021-08-03,1725160000
2021-08-04,1709938000
2021-08-05,1775900000
2021-08-06,1826640000
2021-08-09,1867232000
2021-08-10,1872306000
2021-08-11,1897676000
2021-08-12,1862158000
2021-08-13,1877380000
2021-08-16,1857084000
2021-08-17,1836788000
2021-08-18,1765752000
2021-08-19,1694716000
2021-08-20,1699790000
2021-08-23,1786048000
2021-08-24,1816492000
2021-08-25,1852010000
2021-08-26,1826640000
2021-08-27,1887528000
2021-08-30,1852010000
2021-08-31,1902750000
2021-09-01,1887528000
2021-09-02,1892602000
2021-09-03,1852010000
2021-09-07,1836788000
2021-09-08,1852010000
2021-09-09,1831714000
2021-09-10,1740382000
2021-09-13,1867232000
2021-09-14,1816492000
2021-09-15,1857084000
2021-09-16,1831714000
2021-09-17,1786048000
2021-09-20,1715012000
2021-09-21,1694716000
2021-09-22,1730234000
2021-09-23,1791122000
2021-09-24,1872306000
2021-09-27,1973786000
2021-09-28,1907824000
2021-09-29,1897676000
2021-09-30,1902750000
2021-10-01,1968712000
2021-10-04,1963638000
2021-10-05,2060043999
2021-10-06,2039747999
2021-10-07,2075266000
2021-10-08,2085414000
2021-10-11,2110784000
2021-10-12,2166598000
2021-10-13,2202116000
2021-10-14,2247782000
2021-10-15,2202116000
2021-10-18,2217338000
2021-10-19,2257930000
2021-10-20,2283300000
2021-10-21,2268078000
2021-10-22,2273152000
2021-10-25,2252856000
2021-10-26,2232560000
2021-10-27,2166598000
2021-10-28,2186894000
2021-10-29,2085414000
2021-11-01,2232560000
2021-11-02,2303596000
2021-11-03,2207190000
2021-11-04,2166598000
2021-11-05,2217338000
2021-11-08,2197042000
2021-11-09,2151376000
2021-11-10,2176746000
2021-11-11,2186894000
2021-11-12,2202116000
2021-11-15,2197042000
2021-11-16,2197042000
2021-11-17,2090488000
2021-11-18,2004230000
2021-11-19,2044822000
2021-11-22,2080339999
2021-11-23,2075266000
2021-11-24,2054970000
2021-11-26,1999156000
2021-11-29,1953490000
2021-11-30,1938268000
2021-12-01,1953490000
2021-12-02,2014378000
2021-12-03,1978860000
2021-12-06,2004230000
2021-12-07,2019452000
2021-12-08,2049896000
2021-12-09,2080339999
2021-12-10,2090488000
2021-12-13,2034674000
2021-12-14,2060043999
2021-12-15,2029600000
2021-12-16,2054970000
2021-12-17,2029600000
2021-12-20,1953490000
2021-12-21,2034674000
2021-12-22,2085414000
2021-12-23,2075266000
2021-12-27,2085414000
2021-12-28,2085414000
2021-12-29,2070192000
2021-12-30,2090488000
2021-12-31,2058615000
2022-01-03,2089113000
2022-01-04,2155192000
2022-01-05,2119611000
2022-01-06,2129777000
2022-01-07,2165358000
2022-01-10,2226354000
2022-01-11,2261935000
2022-01-12,2246686000
2022-01-13,2236520000
2022-01-14,2241603000
2022-01-18,2165358000
2022-01-19,2114528000
2022-01-20,2094196000
2022-01-21,2007785000
2022-01-24,1977287000
2022-01-25,1972204000
2022-01-26,1946789000
2022-01-27,1901042000
2022-01-28,1946789000
2022-01-31,1982370000
2022-02-01,1987453000
2022-02-02,2012868000
2022-02-03,1992536000
2022-02-04,2007785000
2022-02-07,2053532000
2022-02-08,2206022000
2022-02-09,2216188000
2022-02-10,2175524000
2022-02-11,2139943000
2022-02-14,2078947000
2022-02-15,2180607000
2022-02-16,2180607000
2022-02-17,2170441000
2022-02-18,2139943000
2022-02-22,2073864000
2022-02-23,2053532000
2022-02-24,2043365999
2022-02-25,2058615000
2022-02-28,2063697999
2022-03-01,2033200000
2022-03-02,2089113000
2022-03-03,2053532000
2022-03-04,1987453000
2022-03-07,1926457000
2022-03-08,1890876000
2022-03-09,1941706000
2022-03-10,1906125000
2022-03-11,1880710000
2022-03-14,1901042000
2022-03-15,1906125000
2022-03-16,1941706000
2022-03-17,1951872000
2022-03-18,1921374000
2022-03-21,1901042000
2022-03-22,1941706000
2022-03-23,1895959000
2022-03-24,1895959000
2022-03-25,1941706000
2022-03-28,1921374000
2022-03-29,1972204000
2022-03-30,1931540000
2022-03-31,1923642000
2022-04-01,1938909000
2022-04-04,1938909000
2022-04-05,1938909000
2022-04-06,1913464000
2022-04-07,1893108000
2022-04-08,1898197000
2022-04-11,1862574000
2022-04-12,1857485000
2022-04-13,1913464000
2022-04-14,1908375000
2022-04-18,1893108000
2022-04-19,1928731000
2022-04-20,2010155000
2022-04-21,1989799000
2022-04-22,1949087000
2022-04-25,1913464000
2022-04-26,1821862000
2022-04-27,1811684000
2022-04-28,1938909000
2022-04-29,1888019000
2022-05-02,1888019000
2022-05-03,2035600000
2022-05-04,2096668000
2022-05-05,2050867000
2022-05-06,2061045000
2022-05-09,2010155000
2022-05-10,1954176000
2022-05-11,1954176000
2022-05-12,1943998000
2022-05-13,2005066000
2022-05-16,2005066000
2022-05-17,2071223000
2022-05-18,2035600000
2022-05-19,2015244000
2022-05-20,1994888000
2022-05-23,2005066000
2022-05-24,2005066000
2022-05-25,2025422000
2022-05-26,2086489999
2022-05-27,2081401000
2022-05-31,2061045000
2022-06-01,2061045000
2022-06-02,2076312000
2022-06-03,2030511000
2022-06-06,2076312000
2022-06-07,2086489999
2022-06-08,2061045000
2022-06-09,1994888000
2022-06-10,2005066000
2022-06-13,1862574000
2022-06-14,1882930000
2022-06-15,1918553000
2022-06-16,1811684000
2022-06-17,1765883000
2022-06-21,1811684000
2022-06-22,1791328000
2022-06-23,1770972000
2022-06-24,1826951000
2022-06-27,1862574000
2022-06-28,1821862000
2022-06-29,1791328000
2022-06-30,1778414000
2022-07-01,1833832000
2022-07-05,1813680000
2022-07-06,1808642000
2022-07-07,1803604000
2022-07-08,1843908000
2022-07-11,1874136000
2022-07-12,1934592000
2022-07-13,2000086000
2022-07-14,1944668000
2022-07-15,2000086000
2022-07-18,1995048000
2022-07-19,2060542000
2022-07-20,2060542000
2022-07-21,2015200000
2022-07-22,1979934000
2022-07-25,2030314000
2022-07-26,2055504000
2022-07-27,2110922000
2022-07-28,2100846000
2022-07-29,2141150000
2022-08-01,2095808000
2022-08-02,2105883999
2022-08-03,2136112000
2022-08-04,2110922000
2022-08-05,2126035999
2022-08-08,2146188000
2022-08-09,2191530000
2022-08-10,2206644000
2022-08-11,2206644000
2022-08-12,2221758000
2022-08-15,2151226000
2022-08-16,2221758000
2022-08-17,2221758000
2022-08-18,2216720000
2022-08-19,2161302000
2022-08-22,2176416000
2022-08-23,2201606000
2022-08-24,2191530000
2022-08-25,2236872000
2022-08-26,2191530000
2022-08-29,2151226000
2022-08-30,2100846000
2022-08-31,2126035999
2022-09-01,2100846000
2022-09-02,2080694000
2022-09-06,2000086000
2022-09-07,2020238000
2022-09-08,2025275999
2022-09-09,2060542000
2022-09-12,2070618000
2022-09-13,2015200000
2022-09-14,1990010000
2022-09-15,1959782000
2022-09-16,1959782000
2022-09-19,1969858000
2022-09-20,1969858000
2022-09-21,1939630000
2022-09-22,1904364000
2022-09-23,1803604000
2022-09-26,1763300000
2022-09-27,1768338000
2022-09-28,1853984000
2022-09-29,1788490000
2022-09-30,1738450000
2022-10-03,1852691000
2022-10-04,1942097000
2022-10-05,1961965000
2022-10-06,1971899000
2022-10-07,1952031000
2022-10-10,1986800000
2022-10-11,2036469999
2022-10-12,2026536000
2022-10-13,2096073999
2022-10-14,2091107000
2022-10-17,2150711000
2022-10-18,2175546000
2022-10-19,2195414000
2022-10-20,2165612000
2022-10-21,2210315000
2022-10-24,2215282000
2022-10-25,2235150000
2022-10-26,2269919000
2022-10-27,2284820000
2022-10-28,2339457000
2022-10-31,2319589000
2022-11-01,2329523000
2022-11-02,2359325000
2022-11-03,2255018000
2022-11-04,2264952000
2022-11-07,2294754000
2022-11-08,2279853000
2022-11-09,2225216000
2022-11-10,2284820000
2022-11-11,2349391000
2022-11-14,2329523000
2022-11-15,2369259000
2022-11-16,2334490000
2022-11-17,2329523000
2022-11-18,2334490000
2022-11-21,2349391000
2022-11-22,2369259000
2022-11-23,2428863000
2022-11-25,2438797000
2022-11-28,2418929000
2022-11-29,2433830000
2022-11-30,2498401000
2022-12-01,2513302000
2022-12-02,2553038000
2022-12-05,2463632000
2022-12-06,2483500000
2022-12-07,2483500000
2022-12-08,2493434000
2022-12-09,2463632000
