,PNC
2013-11-26,40603300000
2013-11-27,41027300000
2013-11-29,40783500000
2013-12-02,41075000000
2013-12-03,40078600000
2013-12-04,40131600000
2013-12-05,39760600000
2013-12-06,40370100000
2013-12-09,40428400000
2013-12-10,40576800000
2013-12-11,40004400000
2013-12-12,40184600000
2013-12-13,39951400000
2013-12-16,40004400000
2013-12-17,39564500000
2013-12-18,40089200000
2013-12-19,40280000000
2013-12-20,40476100000
2013-12-23,40820600000
2013-12-24,40878900000
2013-12-26,40947800000
2013-12-27,41446000000
2013-12-30,41080300000
2013-12-31,41272560000
2014-01-02,40751200000
2014-01-03,40942720000
2014-01-06,40889520000
2014-01-07,41192760000
2014-01-08,41879040000
2014-01-09,42129080000
2014-01-10,41905640000
2014-01-13,41160840000
2014-01-14,41496000000
2014-01-15,41942880000
2014-01-16,43054760000
2014-01-17,43762320000
2014-01-21,44746520000
2014-01-22,44799720000
2014-01-23,43975120000
2014-01-24,43107960000
2014-01-27,42985600000
2014-01-28,43219680000
2014-01-29,42490840000
2014-01-30,43421840000
2014-01-31,42496160000
2014-02-03,41724760000
2014-02-04,41964160000
2014-02-05,41926920000
2014-02-06,42469560000
2014-02-07,42501480000
2014-02-10,42474880000
2014-02-11,43092000000
2014-02-12,43102640000
2014-02-13,43166480000
2014-02-14,43421840000
2014-02-18,43384600000
2014-02-19,42384440000
2014-02-20,42549360000
2014-02-21,42682360000
2014-02-24,43272880000
2014-02-25,42937720000
2014-02-26,43161160000
2014-02-27,43272880000
2014-02-28,43506960000
2014-03-03,43081360000
2014-03-04,43639960000
2014-03-05,44124080000
2014-03-06,44060240000
2014-03-07,44677360000
2014-03-10,44735880000
2014-03-11,44273040000
2014-03-12,44400720000
2014-03-13,44044280000
2014-03-14,44081520000
2014-03-17,44778440000
2014-03-18,45017840000
2014-03-19,45251920000
2014-03-20,46087160000
2014-03-21,46214840000
2014-03-24,46257400000
2014-03-25,45975440000
2014-03-26,45390240000
2014-03-27,45294480000
2014-03-28,45608360000
2014-03-31,46284000000
2014-04-01,46422320000
2014-04-02,46608520000
2014-04-03,46502120000
2014-04-04,45885000000
2014-04-07,45124240000
2014-04-08,45023160000
2014-04-09,45001880000
2014-04-10,43735720000
2014-04-11,43166480000
2014-04-14,43405880000
2014-04-15,43703800000
2014-04-16,44890160000
2014-04-17,44565640000
2014-04-21,44528400000
2014-04-22,45039120000
2014-04-23,45076360000
2014-04-24,44826320000
2014-04-25,44618840000
2014-04-28,44134720000
2014-04-29,44379440000
2014-04-30,44709280000
2014-05-01,44565640000
2014-05-02,45076360000
2014-05-05,44773120000
2014-05-06,44129400000
2014-05-07,44613520000
2014-05-08,44613520000
2014-05-09,44783760000
2014-05-12,45470040000
2014-05-13,45102960000
2014-05-14,44310280000
2014-05-15,43964480000
2014-05-16,44038960000
2014-05-19,44267720000
2014-05-20,43959160000
2014-05-21,44432640000
2014-05-22,44735880000
2014-05-23,44959320000
2014-05-27,45060400000
2014-05-28,44964640000
2014-05-29,45092320000
2014-05-30,45363640000
2014-06-02,45549840000
2014-06-03,45448760000
2014-06-04,45581760000
2014-06-05,46087160000
2014-06-06,46454240000
2014-06-09,47087320000
2014-06-10,47039440000
2014-06-11,46831960000
2014-06-12,46470200000
2014-06-13,46714920000
2014-06-16,46651080000
2014-06-17,47007520000
2014-06-18,47151160000
2014-06-19,47108600000
2014-06-20,47571440000
2014-06-23,47528880000
2014-06-24,47135200000
2014-06-25,47209680000
2014-06-26,47177760000
2014-06-27,47512920000
2014-06-30,47107450000
2014-07-01,47271440000
2014-07-02,47054550000
2014-07-03,47594130000
2014-07-07,47118030000
2014-07-08,46578450000
2014-07-09,46689540000
2014-07-10,46261050000
2014-07-11,46197570000
2014-07-14,46086480000
2014-07-15,46678960000
2014-07-16,45060220000
2014-07-17,44086860000
2014-07-18,44372520000
2014-07-21,44372520000
2014-07-22,44266720000
2014-07-23,44420130000
2014-07-24,44737530000
2014-07-25,44869780000
2014-07-28,44361940000
2014-07-29,44150340000
2014-07-30,44494190000
2014-07-31,43674240000
2014-08-01,43383290000
2014-08-04,43536700000
2014-08-05,43298650000
2014-08-06,43129370000
2014-08-07,42970670000
2014-08-08,43229880000
2014-08-11,43219300000
2014-08-12,43272200000
2014-08-13,43510250000
2014-08-14,43510250000
2014-08-15,43399160000
2014-08-18,43854100000
2014-08-19,43896420000
2014-08-20,44187370000
2014-08-21,44726950000
2014-08-22,44621150000
2014-08-25,45033770000
2014-08-26,45023190000
2014-08-27,44933260000
2014-08-28,44721660000
2014-08-29,44832750000
2014-09-02,45070800000
2014-09-03,45049640000
2014-09-04,45017900000
2014-09-05,45150150000
2014-09-08,45213630000
2014-09-09,44864490000
2014-09-10,45361750000
2014-09-11,45372330000
2014-09-12,45610380000
2014-09-15,45652700000
2014-09-16,45763790000
2014-09-17,46118220000
2014-09-18,46520260000
2014-09-19,46493810000
2014-09-22,46171120000
2014-09-23,45494000000
2014-09-24,45848430000
2014-09-25,45208340000
2014-09-26,45430520000
2014-09-29,45330010000
2014-09-30,44843920000
2014-10-01,44319920000
2014-10-02,44126040000
2014-10-03,44545240000
2014-10-06,44545240000
2014-10-07,43628240000
2014-10-08,44450920000
2014-10-09,43502480000
2014-10-10,42826520000
2014-10-13,42470200000
2014-10-14,42753160000
2014-10-15,40872000000
2014-10-16,41327880000
2014-10-17,41799480000
2014-10-20,41731360000
2014-10-21,42527840000
2014-10-22,42454480000
2014-10-23,42737440000
2014-10-24,43240480000
2014-10-27,43418640000
2014-10-28,44063160000
2014-10-29,44435200000
2014-10-30,44760080000
2014-10-31,45268360000
2014-11-03,45346960000
2014-11-04,45561800000
2014-11-05,45923360000
2014-11-06,46311120000
2014-11-07,46347800000
2014-11-10,46468320000
2014-11-11,46237760000
2014-11-12,46132960000
2014-11-13,46022920000
2014-11-14,45802840000
2014-11-17,45734720000
2014-11-18,45813320000
2014-11-19,45624680000
2014-11-20,45551320000
2014-11-21,45509400000
2014-11-24,46101520000
2014-11-25,46195840000
2014-11-26,46143440000
2014-11-28,45834280000
2014-12-01,45373160000
2014-12-02,45850000000
2014-12-03,46284920000
2014-12-04,46305880000
2014-12-05,47254320000
2014-12-08,47332920000
2014-12-09,47589680000
2014-12-10,46515480000
2014-12-11,46609800000
2014-12-12,45975760000
2014-12-15,45818560000
2014-12-16,45509400000
2014-12-17,46866560000
2014-12-18,48396640000
2014-12-19,48056040000
2014-12-22,48129400000
2014-12-23,48695320000
2014-12-24,48511920000
2014-12-26,48475240000
2014-12-29,48559080000
2014-12-30,48428080000
2014-12-31,47530830000
2015-01-02,47317220000
2015-01-05,45868840000
2015-01-06,44680960000
2015-01-07,45196750000
2015-01-08,46066820000
2015-01-09,45207170000
2015-01-12,44889360000
2015-01-13,44034920000
2015-01-14,43243000000
2015-01-15,42940820000
2015-01-16,43993240000
2015-01-20,44087020000
2015-01-21,44170380000
2015-01-22,45358260000
2015-01-23,44951880000
2015-01-26,45212380000
2015-01-27,44545500000
2015-01-28,43581650000
2015-01-29,44566340000
2015-01-30,44045340000
2015-02-02,44899780000
2015-02-03,45644810000
2015-02-04,45717750000
2015-02-05,46275220000
2015-02-06,47119240000
2015-02-09,46634710000
2015-02-10,46994200000
2015-02-11,46780590000
2015-02-12,47702760000
2015-02-13,48129980000
2015-02-17,48129980000
2015-02-18,47572510000
2015-02-19,47734020000
2015-02-20,48072670000
2015-02-23,47734020000
2015-02-24,48109140000
2015-02-25,48072670000
2015-02-26,48015360000
2015-02-27,47911160000
2015-03-02,48426950000
2015-03-03,48103930000
2015-03-04,47968470000
2015-03-05,48213340000
2015-03-06,48833330000
2015-03-09,49250130000
2015-03-10,48390480000
2015-03-11,48619720000
2015-03-12,50344230000
2015-03-13,49854490000
2015-03-16,49995160000
2015-03-17,49922220000
2015-03-18,50031630000
2015-03-19,49427270000
2015-03-20,50000370000
2015-03-23,49552310000
2015-03-24,49208450000
2015-03-25,48192500000
2015-03-26,48187290000
2015-03-27,47952840000
2015-03-30,48895850000
2015-03-31,48205080000
2015-04-01,47822500000
2015-04-02,48230930000
2015-04-06,47817330000
2015-04-07,48091340000
2015-04-08,47998280000
2015-04-09,48344670000
2015-04-10,48329160000
2015-04-13,48246440000
2015-04-14,48401540000
2015-04-15,47667400000
2015-04-16,47439920000
2015-04-17,47010810000
2015-04-20,47269310000
2015-04-21,47150400000
2015-04-22,47258970000
2015-04-23,47253800000
2015-04-24,47047000000
2015-04-27,46953940000
2015-04-28,47258970000
2015-04-29,47491620000
2015-04-30,47424410000
2015-05-01,47564000000
2015-05-04,48220590000
2015-05-05,48137870000
2015-05-06,47905220000
2015-05-07,47755290000
2015-05-08,48417050000
2015-05-11,48417050000
2015-05-12,48530790000
2015-05-13,48696230000
2015-05-14,49094320000
2015-05-15,48463580000
2015-05-18,48923710000
2015-05-19,49404520000
2015-05-20,49135680000
2015-05-21,49094320000
2015-05-22,49228740000
2015-05-26,48913370000
2015-05-27,49575130000
2015-05-28,49632000000
2015-05-29,49471730000
2015-06-01,48918540000
2015-06-02,48928880000
2015-06-03,49642340000
2015-06-04,49089150000
2015-06-05,49895670000
2015-06-08,49781930000
2015-06-09,50443690000
2015-06-10,51276060000
2015-06-11,51069260000
2015-06-12,50883140000
2015-06-15,50578110000
2015-06-16,50945180000
2015-06-17,50386820000
2015-06-18,50609130000
2015-06-19,50216210000
2015-06-22,50774570000
2015-06-23,51183000000
2015-06-24,50609130000
2015-06-25,50355800000
2015-06-26,50469540000
2015-06-29,49456220000
2015-06-30,48972800000
2015-07-01,49689600000
2015-07-02,49392640000
2015-07-06,49244160000
2015-07-07,48998400000
2015-07-08,48199680000
2015-07-09,48588800000
2015-07-10,49305600000
2015-07-13,49628160000
2015-07-14,49920000000
2015-07-15,50339840000
2015-07-16,50800640000
2015-07-17,50590720000
2015-07-20,50959360000
2015-07-21,50790400000
2015-07-22,51092480000
2015-07-23,50698240000
2015-07-24,50350080000
2015-07-27,49925120000
2015-07-28,50247680000
2015-07-29,50457600000
2015-07-30,50519040000
2015-07-31,50268160000
2015-08-03,50083840000
2015-08-04,50135040000
2015-08-05,50472960000
2015-08-06,50452480000
2015-08-07,50073600000
2015-08-10,51128320000
2015-08-11,50135040000
2015-08-12,49187840000
2015-08-13,49356800000
2015-08-14,49966080000
2015-08-17,50201600000
2015-08-18,50688000000
2015-08-19,50160640000
2015-08-20,48680960000
2015-08-21,47247360000
2015-08-24,45480960000
2015-08-25,43955200000
2015-08-26,45583360000
2015-08-27,46760960000
2015-08-28,46709760000
2015-08-31,46653440000
2015-09-01,44641280000
2015-09-02,45537280000
2015-09-03,45849600000
2015-09-04,44881920000
2015-09-08,46581760000
2015-09-09,46059520000
2015-09-10,46351360000
2015-09-11,46259200000
2015-09-14,46417920000
2015-09-15,47088640000
2015-09-16,46986240000
2015-09-17,45987840000
2015-09-18,44764160000
2015-09-21,45501440000
2015-09-22,44948480000
2015-09-23,45030400000
2015-09-24,44953600000
2015-09-25,45716480000
2015-09-28,44723200000
2015-09-29,44979200000
2015-09-30,45135200000
2015-10-01,45064360000
2015-10-02,44608960000
2015-10-05,45838540000
2015-10-06,45514700000
2015-10-07,45823360000
2015-10-08,46030820000
2015-10-09,45448920000
2015-10-12,45393260000
2015-10-13,44846780000
2015-10-14,43617200000
2015-10-15,44133320000
2015-10-16,44330660000
2015-10-19,43875260000
2015-10-20,44538120000
2015-10-21,44315480000
2015-10-22,45276880000
2015-10-23,46167440000
2015-10-26,45701920000
2015-10-27,45352780000
2015-10-28,47017520000
2015-10-29,46627900000
2015-10-30,45671560000
2015-11-02,46516580000
2015-11-03,46430560000
2015-11-04,46663320000
2015-11-05,46875840000
2015-11-06,48171200000
2015-11-09,47882780000
2015-11-10,48221800000
2015-11-11,48125660000
2015-11-12,47189560000
2015-11-13,46713920000
2015-11-16,47230040000
2015-11-17,47179440000
2015-11-18,48125660000
2015-11-19,48120600000
2015-11-20,48262280000
2015-11-23,48019400000
2015-11-24,48145900000
2015-11-25,47928320000
2015-11-27,48312880000
2015-11-30,48328060000
2015-12-01,48753100000
2015-12-02,48181320000
2015-12-03,47488100000
2015-12-04,49178140000
2015-12-07,48823940000
2015-12-08,47999160000
2015-12-09,47341360000
2015-12-10,47741100000
2015-12-11,46739220000
2015-12-14,46941620000
2015-12-15,47989040000
2015-12-16,49082000000
2015-12-17,48414080000
2015-12-18,47437500000
2015-12-21,47796760000
2015-12-22,47852420000
2015-12-23,48662020000
2015-12-24,48697440000
2015-12-28,48545640000
2015-12-29,49056700000
2015-12-30,48626600000
2015-12-31,47750310000
2016-01-04,46673160000
2016-01-05,46738290000
2016-01-06,45891600000
2016-01-07,44729280000
2016-01-08,44067960000
2016-01-11,44228280000
2016-01-12,44589000000
2016-01-13,43291410000
2016-01-14,43521870000
2016-01-15,43251330000
2016-01-19,42750330000
2016-01-20,42169170000
2016-01-21,42149130000
2016-01-22,42955740000
2016-01-25,41447730000
2016-01-26,42309450000
2016-01-27,42610050000
2016-01-28,42539910000
2016-01-29,43411650000
2016-02-01,43131090000
2016-02-02,41983800000
2016-02-03,42008850000
2016-02-04,42529890000
2016-02-05,41868570000
2016-02-08,40966770000
2016-02-09,41182200000
2016-02-10,40836510000
2016-02-11,39163170000
2016-02-12,40545930000
2016-02-16,41718270000
2016-02-17,42114060000
2016-02-18,41372580000
2016-02-19,41492820000
2016-02-22,42309450000
2016-02-23,41487810000
2016-02-24,41232300000
2016-02-25,41552940000
2016-02-26,42068970000
2016-02-29,40736310000
2016-03-01,42324480000
2016-03-02,42905640000
2016-03-03,43376580000
2016-03-04,43737300000
2016-03-07,43566960000
2016-03-08,42620070000
2016-03-09,42394620000
2016-03-10,42655140000
2016-03-11,43286400000
2016-03-14,42995820000
2016-03-15,42980790000
2016-03-16,42429690000
2016-03-17,42685200000
2016-03-18,43166160000
2016-03-21,43186200000
2016-03-22,43010850000
2016-03-23,42760350000
2016-03-24,42484800000
2016-03-28,42524880000
2016-03-29,42319470000
2016-03-30,42760350000
2016-03-31,42031290000
2016-04-01,42389130000
2016-04-04,42404040000
2016-04-05,41221180000
2016-04-06,41648600000
2016-04-07,40490590000
2016-04-08,40664540000
2016-04-11,40714240000
2016-04-12,41181420000
2016-04-13,42329490000
2016-04-14,42090930000
2016-04-15,41827520000
2016-04-18,42249970000
2016-04-19,42876190000
2016-04-20,43606780000
2016-04-21,43492470000
2016-04-22,43780730000
2016-04-25,43591870000
2016-04-26,44173360000
2016-04-27,44228030000
2016-04-28,43830430000
2016-04-29,43626660000
2016-05-02,43691270000
2016-05-03,43174390000
2016-05-04,42428890000
2016-05-05,42418950000
2016-05-06,42548170000
2016-05-09,42240030000
2016-05-10,43035230000
2016-05-11,42910980000
2016-05-12,42831460000
2016-05-13,42115780000
2016-05-16,42468650000
2016-05-17,42359310000
2016-05-18,43924860000
2016-05-19,43676360000
2016-05-20,43830430000
2016-05-23,43646540000
2016-05-24,44247910000
2016-05-25,44844310000
2016-05-26,44476530000
2016-05-27,44849280000
2016-05-31,44600780000
2016-06-01,44600780000
2016-06-02,44734970000
2016-06-03,44019290000
2016-06-06,44695210000
2016-06-07,44282700000
2016-06-08,44481500000
2016-06-09,43900010000
2016-06-10,43239000000
2016-06-13,42910980000
2016-06-14,41951770000
2016-06-15,41857340000
2016-06-16,41683390000
2016-06-17,41588960000
2016-06-20,41757940000
2016-06-21,42011410000
2016-06-22,42125720000
2016-06-23,43074990000
2016-06-24,40296760000
2016-06-27,38706360000
2016-06-28,39248090000
2016-06-29,39928980000
2016-06-30,39881100000
2016-07-01,39655700000
2016-07-05,38626700000
2016-07-06,38896200000
2016-07-07,38950100000
2016-07-08,39503800000
2016-07-11,39719400000
2016-07-12,40346600000
2016-07-13,40229000000
2016-07-14,40601400000
2016-07-15,40209400000
2016-07-18,40224100000
2016-07-19,40361300000
2016-07-20,40474000000
2016-07-21,40400500000
2016-07-22,40586700000
2016-07-25,40552400000
2016-07-26,40518100000
2016-07-27,40483800000
2016-07-28,40679800000
2016-07-29,40498500000
2016-08-01,40385800000
2016-08-02,40013400000
2016-08-03,41086500000
2016-08-04,41101200000
2016-08-05,42355600000
2016-08-08,42380100000
2016-08-09,42262500000
2016-08-10,41841100000
2016-08-11,41895000000
2016-08-12,41650000000
2016-08-15,41958700000
2016-08-16,41978300000
2016-08-17,42032200000
2016-08-18,41875400000
2016-08-19,41855800000
2016-08-22,41909700000
2016-08-23,41997900000
2016-08-24,41978300000
2016-08-25,42076300000
2016-08-26,42478100000
2016-08-29,43080800000
2016-08-30,43546300000
2016-08-31,44149000000
2016-09-01,44095100000
2016-09-02,44364600000
2016-09-06,43845200000
2016-09-07,44305800000
2016-09-08,44452800000
2016-09-09,44060800000
2016-09-12,44541000000
2016-09-13,44060800000
2016-09-14,43752100000
2016-09-15,44256800000
2016-09-16,43801100000
2016-09-19,44153900000
2016-09-20,44276400000
2016-09-21,44462600000
2016-09-22,44100000000
2016-09-23,43810900000
2016-09-26,43007300000
2016-09-27,43389500000
2016-09-28,43810900000
2016-09-29,43605100000
2016-09-30,43873830000
2016-10-03,43537800000
2016-10-04,44073500000
2016-10-05,44570240000
2016-10-06,44716340000
2016-10-07,44521540000
2016-10-10,44653030000
2016-10-11,44078370000
2016-10-12,44015060000
2016-10-13,42826780000
2016-10-14,42870610000
2016-10-17,42958270000
2016-10-18,43761820000
2016-10-19,44609200000
2016-10-20,45437100000
2016-10-21,45252040000
2016-10-24,45300740000
2016-10-25,45359180000
2016-10-26,45914360000
2016-10-27,46474410000
2016-10-28,46313700000
2016-10-31,46557200000
2016-11-01,46542590000
2016-11-02,46152990000
2016-11-03,46216300000
2016-11-04,46094550000
2016-11-07,46946800000
2016-11-08,47063680000
2016-11-09,49308750000
2016-11-10,51612260000
2016-11-11,51587910000
2016-11-14,52644700000
2016-11-15,52975860000
2016-11-16,52357370000
2016-11-17,53862200000
2016-11-18,54173880000
2016-11-21,53915770000
2016-11-22,53940120000
2016-11-23,54125180000
2016-11-25,54578090000
2016-11-28,53472600000
2016-11-29,53209620000
2016-11-30,53832980000
2016-12-01,54836200000
2016-12-02,54095960000
2016-12-05,54300500000
2016-12-06,54295630000
2016-12-07,54870290000
2016-12-08,55917340000
2016-12-09,56014740000
2016-12-12,55552090000
2016-12-13,55858900000
2016-12-14,55615400000
2016-12-15,56311810000
2016-12-16,55936820000
2016-12-19,56394600000
2016-12-20,57500090000
2016-12-21,57290680000
2016-12-22,57188410000
2016-12-23,57446520000
2016-12-27,57616970000
2016-12-28,57008220000
2016-12-29,56540700000
2016-12-30,56959520000
2017-01-03,57451390000
2017-01-04,57938390000
2017-01-05,57164060000
2017-01-06,57977350000
2017-01-09,57563400000
2017-01-10,57792290000
2017-01-11,59087710000
2017-01-12,57431910000
2017-01-13,57850730000
2017-01-17,55483910000
2017-01-18,56647840000
2017-01-19,56302070000
2017-01-20,57149450000
2017-01-23,56944910000
2017-01-24,57787420000
2017-01-25,58931870000
2017-01-26,59233810000
2017-01-27,59238680000
2017-01-30,58625060000
2017-01-31,58664020000
2017-02-01,58995180000
2017-02-02,58444870000
2017-02-03,59491920000
2017-02-06,59613670000
2017-02-07,59155890000
2017-02-08,59151020000
2017-02-09,59603930000
2017-02-10,59949700000
2017-02-13,60592540000
2017-02-14,61410700000
2017-02-15,62219120000
2017-02-16,61829520000
2017-02-17,61780820000
2017-02-21,62116850000
2017-02-22,62219120000
2017-02-23,62404179999
2017-02-24,61790560000
2017-02-27,62399310000
2017-02-28,61961010000
2017-03-01,63723950000
2017-03-02,62097370000
2017-03-03,62253210000
2017-03-06,62136330000
2017-03-07,62043800000
2017-03-08,62116850000
2017-03-09,62082760000
2017-03-10,61586020000
2017-03-13,61556800000
2017-03-14,61469140000
2017-03-15,60987010000
2017-03-16,61225640000
2017-03-17,60558450000
2017-03-20,60285730000
2017-03-21,57806900000
2017-03-22,57782550000
2017-03-23,58089360000
2017-03-24,58147800000
2017-03-27,57563400000
2017-03-28,58571490000
2017-03-29,58118580000
2017-03-30,59185110000
2017-03-31,58196160000
2017-04-03,58002560000
2017-04-04,57668600000
2017-04-05,57252360000
2017-04-06,57721840000
2017-04-07,57678280000
2017-04-10,57291080000
2017-04-11,57126520000
2017-04-12,56144000000
2017-04-13,56047200000
2017-04-17,57310440000
2017-04-18,56342440000
2017-04-19,56376320000
2017-04-20,57513720000
2017-04-21,57194280000
2017-04-24,58496240000
2017-04-25,58617240000
2017-04-26,59048000000
2017-04-27,58573680000
2017-04-28,57959000000
2017-05-01,58636600000
2017-05-02,58399440000
2017-05-03,59260960000
2017-05-04,59749800000
2017-05-05,59590080000
2017-05-08,59861120000
2017-05-09,59028640000
2017-05-10,59265800000
2017-05-11,58922160000
2017-05-12,58472040000
2017-05-15,59115760000
2017-05-16,59348080000
2017-05-17,56719960000
2017-05-18,56802240000
2017-05-19,57479840000
2017-05-22,57813800000
2017-05-23,58636600000
2017-05-24,58544640000
2017-05-25,58781800000
2017-05-26,58718880000
2017-05-30,57528240000
2017-05-31,57450800000
2017-06-01,58142920000
2017-06-02,57673440000
2017-06-05,57392720000
2017-06-06,57184600000
2017-06-07,58031600000
2017-06-08,58568840000
2017-06-09,59614280000
2017-06-12,59454560000
2017-06-13,59924040000
2017-06-14,60001480000
2017-06-15,59517480000
2017-06-16,59294840000
2017-06-19,59914360000
2017-06-20,59527160000
2017-06-21,59207720000
2017-06-22,58447840000
2017-06-23,57862200000
2017-06-26,58263920000
2017-06-27,58622080000
2017-06-28,59725600000
2017-06-29,60621000000
2017-06-30,59812730000
2017-07-03,60354000000
2017-07-05,60392320000
2017-07-06,60358790000
2017-07-07,60612660000
2017-07-10,60928800000
2017-07-11,61019810000
2017-07-12,60938380000
2017-07-13,60986280000
2017-07-14,60914430000
2017-07-17,61005440000
2017-07-18,60148030000
2017-07-19,60545600000
2017-07-20,60809050000
2017-07-21,60468960000
2017-07-24,60900060000
2017-07-25,61949070000
2017-07-26,61005440000
2017-07-27,61153930000
2017-07-28,61144350000
2017-07-31,61695200000
2017-08-01,62466390000
2017-08-02,62595720000
2017-08-03,62514289999
2017-08-04,63309429999
2017-08-07,62801690000
2017-08-08,63400440000
2017-08-09,63098669999
2017-08-10,61786210000
2017-08-11,61335950000
2017-08-14,62701100000
2017-08-15,62432860000
2017-08-16,62317900000
2017-08-17,60976700000
2017-08-18,60885690000
2017-08-21,60641400000
2017-08-22,61077290000
2017-08-23,61086870000
2017-08-24,61153930000
2017-08-25,61254520000
2017-08-28,61096450000
2017-08-29,60483330000
2017-08-30,60253410000
2017-08-31,60071390000
2017-09-01,60660560000
2017-09-05,59295410000
2017-09-06,59185240000
2017-09-07,57820090000
2017-09-08,58203290000
2017-09-11,59285830000
2017-09-12,60564760000
2017-09-13,60976700000
2017-09-14,60924010000
2017-09-15,61403010000
2017-09-18,62126299999
2017-09-19,62883120000
2017-09-20,63707000000
2017-09-21,63874650000
2017-09-22,63912970000
2017-09-25,63956080000
2017-09-26,63433970000
2017-09-27,64339280000
2017-09-28,64406340000
2017-09-29,64554830000
2017-10-02,64317120000
2017-10-03,63869680000
2017-10-04,63912520000
2017-10-05,64517040000
2017-10-06,64588440000
2017-10-09,64550360000
2017-10-10,65078720000
2017-10-11,64969240000
2017-10-12,64388520000
2017-10-13,63665000000
2017-10-16,64274280000
2017-10-17,63907759999
2017-10-18,64136240000
2017-10-19,64402800000
2017-10-20,65188199999
2017-10-23,65102520000
2017-10-24,65607080000
2017-10-25,65430960000
2017-10-26,65616600000
2017-10-27,65768919999
2017-10-30,65288160000
2017-10-31,65112040000
2017-11-01,65183440000
2017-11-02,65878400000
2017-11-03,65992639999
2017-11-06,65968840000
2017-11-07,63826840000
2017-11-08,63446040000
2017-11-09,63093800000
2017-11-10,63060479999
2017-11-13,62941479999
2017-11-14,62832000000
2017-11-15,63260400000
2017-11-16,63065240000
2017-11-17,63236600000
2017-11-20,63446040000
2017-11-21,63360360000
2017-11-22,63327040000
2017-11-24,63098560000
2017-11-27,63098560000
2017-11-28,64583680000
2017-11-29,66511479999
2017-11-30,66906560000
2017-12-01,67116000000
2017-12-04,68467840000
2017-12-05,67796680000
2017-12-06,68072759999
2017-12-07,68267919999
2017-12-08,68448800000
2017-12-11,68206040000
2017-12-12,69424600000
2017-12-13,68463080000
2017-12-14,68053720000
2017-12-15,68996200000
2017-12-18,69567400000
2017-12-19,69067600000
2017-12-20,68981920000
2017-12-21,69619760000
2017-12-22,69553120000
2017-12-26,68972400000
2017-12-27,69010480000
2017-12-28,69338920000
2017-12-29,68682040000
2018-01-02,68405260000
2018-01-03,68391070000
2018-01-04,68395800000
2018-01-05,68480940000
2018-01-08,68608650000
2018-01-09,69918860000
2018-01-10,70770260000
2018-01-11,71654770000
2018-01-12,71820320000
2018-01-16,72018980000
2018-01-17,72950790000
2018-01-18,72704830000
2018-01-19,73433250000
2018-01-22,73655560000
2018-01-23,73679210000
2018-01-24,74611020000
2018-01-25,74639400000
2018-01-26,75046180000
2018-01-29,75306330000
2018-01-30,74686700000
2018-01-31,74743460000
2018-02-01,75277950000
2018-02-02,74719810000
2018-02-05,71101360000
2018-02-06,72979170000
2018-02-07,73315000000
2018-02-08,70656740000
2018-02-09,71758830000
2018-02-12,72028440000
2018-02-13,72506170000
2018-02-14,74861710000
2018-02-15,75613780000
2018-02-16,75244840000
2018-02-20,75268490000
2018-02-21,76285440000
2018-02-22,74544800000
2018-02-23,75722570000
2018-02-26,76545590000
2018-02-27,75788790000
2018-02-28,74573180000
2018-03-01,73783270000
2018-03-02,74464390000
2018-03-05,75069830000
2018-03-06,75367820000
2018-03-07,75509720000
2018-03-08,75438770000
2018-03-09,76838850000
2018-03-12,76748980000
2018-03-13,75911770000
2018-03-14,74776570000
2018-03-15,74672510000
2018-03-16,75713110000
2018-03-19,75410390000
2018-03-20,75136050000
2018-03-21,75154970000
2018-03-22,72501440000
2018-03-23,69644520000
2018-03-26,72373730000
2018-03-27,70562140000
2018-03-28,70689850000
2018-03-29,71536520000
2018-04-02,69562080000
2018-04-03,70865900000
2018-04-04,71522500000
2018-04-05,71644440000
2018-04-06,69388550000
2018-04-09,69979490000
2018-04-10,71072260000
2018-04-11,70087360000
2018-04-12,71517810000
2018-04-13,68220740000
2018-04-16,67460960000
2018-04-17,66063340000
2018-04-18,66438540000
2018-04-19,67657939999
2018-04-20,67592280000
2018-04-23,68103490000
2018-04-24,68009689999
2018-04-25,68333299999
2018-04-26,68347369999
2018-04-27,69102460000
2018-04-30,68291090000
2018-05-01,68164460000
2018-05-02,67353090000
2018-05-03,68014380000
2018-05-04,68286400000
2018-05-07,68427100000
2018-05-08,69191570000
2018-05-09,70486010000
2018-05-10,70743960000
2018-05-11,70804930000
2018-05-14,70514150000
2018-05-15,70720510000
2018-05-16,70326550000
2018-05-17,70654850000
2018-05-18,69768440000
2018-05-21,70082670000
2018-05-22,70762720000
2018-05-23,70223370000
2018-05-24,69646500000
2018-05-25,69482350000
2018-05-29,66246250000
2018-05-30,67681390000
2018-05-31,67259290000
2018-06-01,68061280000
2018-06-04,68727260000
2018-06-05,68187909999
2018-06-06,69243160000
2018-06-07,69416690000
2018-06-08,69810650000
2018-06-11,68957070000
2018-06-12,69032110000
2018-06-13,68286400000
2018-06-14,66522960000
2018-06-15,67521930000
2018-06-18,66832500000
2018-06-19,66668350000
2018-06-20,66293150000
2018-06-21,66288460000
2018-06-22,65359840000
2018-06-25,64923670000
2018-06-26,64384320000
2018-06-27,63455700000
2018-06-28,63582330000
2018-06-29,63361900000
2018-07-02,63202799999
2018-07-03,62491349999
2018-07-05,63044700000
2018-07-06,63240000000
2018-07-09,64537350000
2018-07-10,64053750000
2018-07-11,64021200000
2018-07-12,64165350000
2018-07-13,64318800000
2018-07-16,65513849999
