,FANG
2022-02-02,23255688050
2022-02-03,22975135349
2022-02-04,23449233900
2022-02-07,23115411700
2022-02-08,22083759050
2022-02-09,22884577200
2022-02-10,23158027299
2022-02-11,24072487050
2022-02-14,23166905550
2022-02-15,22707012200
2022-02-16,23051488300
2022-02-17,23028404850
2022-02-18,23344470550
2022-02-22,22733646950
2022-02-23,23005321400
2022-02-24,22708787850
2022-02-25,23664087550
2022-02-28,24521726500
2022-03-01,24296218950
2022-03-02,24267808549
2022-03-03,23815017800
2022-03-04,24468457000
2022-03-07,23871838600
2022-03-08,23871838600
2022-03-09,23092328250
2022-03-10,23806139550
2022-03-11,23024853549
2022-03-14,22406927350
2022-03-15,22117496400
2022-03-16,22307490950
2022-03-17,23772402200
2022-03-18,23340919249
2022-03-21,24837792200
2022-03-22,24388552750
2022-03-23,25327871599
2022-03-24,25425532350
2022-03-25,26015048150
2022-03-28,24983395499
2022-03-29,24633592450
2022-03-30,24708169750
2022-03-31,24204215600
2022-04-01,24444350800
2022-04-04,24647406300
2022-04-05,23921703600
2022-04-06,23847544200
2022-04-07,24181261499
2022-04-08,25071174300
2022-04-11,23856372700
2022-04-12,24575012600
2022-04-13,24779833800
2022-04-14,24444350800
2022-04-18,24719800000
2022-04-19,24352534399
2022-04-20,25055283000
2022-04-21,24251889500
2022-04-22,22971757000
2022-04-25,22216037400
2022-04-26,22140112300
2022-04-27,22360824800
2022-04-28,22860517900
2022-04-29,22288431100
2022-05-02,22512675000
2022-05-03,24032942700
2022-05-04,25159459300
2022-05-05,24470836300
2022-05-06,25237150100
2022-05-09,22864049300
2022-05-10,22925848800
2022-05-11,22118923900
2022-05-12,22431452800
2022-05-13,23559735100
2022-05-16,23183641000
2022-05-17,23210126499
2022-05-18,22664525200
2022-05-19,22922317400
2022-05-20,23003539600
2022-05-23,24032942700
2022-05-24,23974674600
2022-05-25,25028797500
2022-05-26,25855145100
2022-05-27,26955176200
2022-05-31,26842171400
2022-06-01,26995787299
2022-06-02,27174123000
2022-06-03,27308316200
2022-06-06,27511371700
2022-06-07,28321828000
2022-06-08,28305936700
2022-06-09,27868043100
2022-06-10,27454869300
2022-06-13,26097046000
2022-06-14,26420169100
2022-06-15,25913413200
2022-06-16,23603877600
2022-06-17,21592745300
2022-06-21,23356679600
2022-06-22,22265477000
2022-06-23,21054206800
2022-06-24,21135429000
2022-06-27,21963542300
2022-06-28,22918786000
2022-06-29,21596276700
2022-06-30,21129286900
2022-07-01,21139751260
2022-07-05,19906700840
2022-07-06,19233493680
2022-07-07,20283417800
2022-07-08,20288649980
2022-07-11,19950302340
2022-07-12,19256166460
2022-07-13,19287559540
2022-07-14,18610864260
2022-07-15,19034670840
2022-07-18,19624163120
2022-07-19,20325275240
2022-07-20,20714200620
2022-07-21,20225863820
2022-07-22,19782872580
2022-07-25,20926975940
2022-07-26,20628741680
2022-07-27,21502515740
2022-07-28,21558325660
2022-07-29,22327456120
2022-08-01,21961203520
2022-08-02,22243741240
2022-08-03,21169400280
2022-08-04,20309578700
2022-08-05,21167656220
2022-08-08,21476354840
2022-08-09,21720523240
2022-08-10,21982132240
2022-08-11,23157628680
2022-08-12,23218670780
2022-08-15,22311759580
2022-08-16,21903649540
2022-08-17,21935042620
2022-08-18,22684988420
2022-08-19,22740798339
2022-08-22,22878579080
2022-08-23,23565738720
2022-08-24,23832579900
2022-08-25,23768049680
2022-08-26,23358195580
2022-08-29,24287779560
2022-08-30,23382612420
2022-08-31,23244831680
2022-09-01,22725101800
2022-09-02,23347731220
2022-09-06,23372148060
2022-09-07,22946597420
2022-09-08,23054729140
2022-09-09,23548298120
2022-09-12,23958152220
2022-09-13,23494232260
2022-09-14,24446489019
2022-09-15,23480279780
2022-09-16,23129723720
2022-09-19,22834977580
2022-09-20,22810560740
2022-09-21,22463492800
2022-09-22,22069335240
2022-09-23,20091571200
2022-09-26,19395691260
2022-09-27,19793336940
2022-09-28,20824076400
2022-09-29,21087429460
2022-09-30,21398514400
2022-10-03,23007932800
2022-10-04,24212332000
2022-10-05,24757686800
2022-10-06,25283501200
2022-10-07,25301265200
2022-10-10,24924668400
2022-10-11,24757686800
2022-10-12,25077438799
2022-10-13,25807539200
2022-10-14,24755910400
2022-10-17,24773674400
2022-10-18,25198234000
2022-10-19,25940769200
2022-10-20,26040247600
2022-10-21,27058124800
2022-10-24,27225106400
2022-10-25,27242870400
2022-10-26,27601703200
2022-10-27,27241094000
2022-10-28,27324584800
2022-10-31,27909020400
2022-11-01,28179033200
2022-11-02,27504001200
2022-11-03,28161269200
2022-11-04,28665766800
2022-11-07,29042363600
2022-11-08,29053022000
2022-11-09,27987182000
2022-11-10,28472139200
2022-11-11,29195134000
2022-11-14,29056574800
2022-11-15,29671209200
2022-11-16,28241207200
2022-11-17,28738599200
2022-11-18,27750920800
2022-11-21,26644223600
2022-11-22,26901801600
2022-11-23,26644223600
2022-11-25,26525204800
2022-11-28,25532197200
2022-11-29,26066893600
2022-11-30,26294272800
2022-12-01,25704507999
2022-12-02,25839514400
2022-12-05,25224880000
2022-12-06,24551624400
2022-12-07,24258518400
2022-12-08,23604803200
2022-12-09,23022144000
2022-12-12,23841064400
2022-12-13,24215884800
2022-12-14,24308257600
2022-12-15,24404183200
2022-12-16,23860604800
2022-12-19,23729151200
2022-12-20,23970741600
2022-12-21,24336680000
2022-12-22,23604803200
2022-12-23,24342009200
2022-12-27,24439711200
2022-12-28,23887250800
2022-12-29,24208779200
2022-12-30,24297599200
2023-01-03,23909583440
2023-01-04,23771272560
2023-01-05,24393671520
2023-01-06,25139822319
2023-01-09,25749482120
2023-01-10,25833196599
2023-01-11,25885973120
2023-01-12,26448316040
2023-01-13,26431937120
2023-01-17,26521111240
2023-01-18,26224470800
2023-01-19,26648502840
2023-01-20,26852329400
2023-01-23,27179907800
2023-01-24,26795913120
2023-01-25,26766795040
2023-01-26,27278181319
2023-01-27,27472908480
2023-01-30,26450135920
2023-01-31,26592086560
2023-02-01,26087979800
2023-02-02,25036089160
2023-02-03,25187139200
2023-02-06,24954194560
2023-02-07,26126197280
2023-02-08,26259048520
2023-02-09,25745842360
2023-02-10,27168988520
2023-02-13,26976081240
2023-02-14,27274541560
2023-02-15,26504732319
2023-02-16,25798618880
2023-02-17,24510143840
2023-02-21,24424609480
2023-02-22,24985132520
2023-02-23,25769500800
2023-02-24,25911451440
2023-02-27,26271787680
2023-02-28,25583873040
2023-03-01,26319104560
2023-03-02,26235390080
2023-03-03,26708558880
2023-03-06,26124377400
2023-03-07,25976967120
2023-03-08,25931470120
2023-03-09,25467400720
2023-03-10,24733989080
2023-03-13,23938701520
2023-03-14,24138888319
2023-03-15,22337207120
2023-03-16,22844953640
2023-03-17,22406362560
2023-03-20,22859512680
2023-03-21,23771272560
2023-03-22,23287184480
2023-03-23,23045140440
2023-03-24,22824934960
2023-03-27,23396377280
2023-03-28,23787651480
2023-03-29,24166186520
2023-03-30,24259000400
2023-03-31,24381018409
2023-04-03,26051272390
2023-04-04,25549835450
2023-04-05,25789731540
2023-04-06,25351425150
2023-04-10,25827609870
2023-04-11,26184748409
2023-04-12,26155888730
2023-04-13,26287561020
2023-04-14,26467934020
2023-04-17,26081935800
2023-04-18,26096365640
2023-04-19,25914188909
2023-04-20,25602143620
2023-04-21,25448826570
2023-04-24,25881721770
2023-04-25,25131370090
2023-04-26,24698474890
2023-04-27,24902296380
2023-04-28,25649040599
2023-05-01,25600339890
2023-05-02,24359373650
2023-05-03,23228434940
2023-05-04,22725194270
2023-05-05,23953534400
2023-05-08,23915656070
2023-05-09,23973375430
2023-05-10,23536872770
2023-05-11,23026417180
2023-05-12,23087744000
2023-05-15,23260902080
2023-05-16,22521372780
2023-05-17,23011987340
2023-05-18,23221220020
2023-05-19,23488172060
2023-05-22,23890403849
2023-05-23,23976982890
2023-05-24,24238523740
2023-05-25,23628863000
2023-05-26,23627059270
2023-05-30,23356499770
2023-05-31,22934426950
2023-06-01,23105781300
2023-06-02,23691993550
2023-06-05,23506209360
2023-06-06,23621648080
2023-06-07,24202449140
2023-06-08,24050935820
2023-06-09,23859740440
2023-06-12,23401593020
2023-06-13,23459312380
2023-06-14,22867688940
2023-06-15,22846044180
2023-06-16,23221220020
2023-06-20,22901959810
2023-06-21,23028220910
2023-06-22,22699942050
2023-06-23,22618774200
2023-06-26,22947053060
2023-06-27,22965090360
2023-06-28,23197771530
2023-06-29,23450293730
2023-06-30,23496625920
2023-07-03,23602160399
2023-07-05,23360683200
2023-07-06,22747152240
2023-07-07,23682652800
2023-07-10,23984946480
2023-07-11,24530506079
2023-07-12,24954432720
2023-07-13,24936545520
2023-07-14,24265775520
2023-07-17,24231789840
2023-07-18,24829222320
2023-07-19,24845320800
2023-07-20,25045657440
2023-07-21,25263881280
2023-07-24,25838060399
2023-07-25,26122466880
2023-07-26,25934651280
2023-07-27,25820173200
2023-07-28,26050918079
2023-07-31,26351423040
2023-08-01,26451591360
2023-08-02,26256620880
2023-08-03,26546393520
2023-08-04,26575013040
2023-08-07,26578590480
2023-08-08,26687702399
2023-08-09,26907714960
2023-08-10,26777138399
2023-08-11,26769983520
2023-08-14,26641195680
2023-08-15,26367521520
2023-08-16,26279874239
2023-08-17,26385408720
2023-08-18,26480210880
2023-08-21,26553548399
2023-08-22,26526717600
2023-08-23,26512407840
2023-08-24,26653716720
2023-08-25,26750307600
2023-08-28,26952432960
2023-08-29,27043657680
2023-08-30,27065122320
2023-08-31,27149192160
2023-09-01,27664343520
2023-09-05,27580273680
2023-09-06,27921919200
2023-09-07,27701906640
2023-09-08,27909398160
2023-09-11,27288712320
2023-09-12,27959482320
2023-09-13,27866468880
2023-09-14,28247466239
2023-09-15,27859314000
2023-09-18,27950538720
2023-09-19,27794920079
2023-09-20,27347740079
2023-09-21,27074065920
2023-09-22,26932757040
2023-09-25,27303022079
2023-09-26,27378148320
2023-09-27,28124044560
2023-09-28,28107946079
2023-09-29,27703695360
2023-10-02,26857412199
2023-10-03,26980791789
2023-10-04,26018788610
2023-10-05,25949052320
2023-10-06,27041587530
2023-10-09,27978557170
2023-10-10,27962464180
2023-10-11,28404127350
2023-10-12,29031753960
2023-10-13,29784548270
2023-10-16,29934749510
2023-10-17,30124289170
2023-10-18,30383565119
2023-10-19,30204754119
2023-10-20,29768455280
2023-10-23,29561034520
2023-10-24,29192683860
2023-10-25,29446595480
2023-10-26,28917314920
2023-10-27,28618700550
2023-10-30,28329026730
2023-10-31,28666979520
2023-11-01,28504261510
2023-11-02,29189107640
2023-11-03,28985263100
2023-11-06,28634793539
2023-11-07,28393398690
2023-11-08,27889151670
2023-11-09,27819415380
2023-11-10,28200282810
2023-11-13,28284323980
2023-11-14,28459558760
2023-11-15,27856965690
2023-11-16,27268677500
2023-11-17,27921337650
2023-11-20,27921337650
2023-11-21,27731797990
2023-11-22,27565503760
2023-11-24,27649544930
2023-11-27,27540470220
2023-11-28,27535105890
2023-11-29,27499343690
2023-11-30,27610206510
2023-12-01,27585172970
2023-12-04,27511860460
2023-12-05,26848471650
2023-12-06,26192235280
2023-12-07,26390715490
2023-12-08,26594560030
2023-12-11,26739396940
2023-12-12,26442570680
2023-12-13,26725092060
2023-12-14,27436759840
2023-12-15,27377752210
2023-12-18,27828355930
2023-12-19,28100148650
2023-12-20,27864118130
2023-12-21,27941006860
2023-12-22,27964252289
2023-12-26,28430949000
2023-12-27,28268230990
2023-12-28,27774712630
2023-12-29,27730009880
2024-01-02,28022678009
2024-01-03,28586665414
2024-01-04,27810290347
2024-01-05,27833492360
2024-01-08,27799581725
2024-01-09,27264150644
2024-01-10,27014282806
2024-01-11,27019637117
2024-01-12,27456905833
2024-01-16,26978587401
2024-01-17,26732289104
2024-01-18,26725150022
2024-01-19,26960739698
2024-01-22,27117799482
2024-01-23,27033915279
2024-01-24,27342680536
2024-01-25,27899528860
2024-01-26,27885250698
2024-01-29,27638952401
2024-01-30,28008399847
2024-01-31,27439058130
2024-02-01,27257011563
2024-02-02,26810818995
2024-02-05,26703732779
2024-02-06,27126723333
2024-02-07,27030345739
2024-02-08,27392654103
2024-02-09,27082104076
2024-02-12,29623616941
2024-02-13,29555795671
2024-02-14,30316107806
2024-02-15,31861718860
2024-02-16,32022348184
2024-02-20,31779619427
2024-02-21,32081245603
2024-02-22,31542244981
2024-02-23,31476208481
2024-02-26,31610066251
2024-02-27,31759986954
2024-02-28,32083030373
2024-02-29,32575626968
2024-03-01,33048591089
2024-03-04,31927755360
2024-03-05,32136573481
2024-03-06,32336467751
2024-03-07,32627385305
2024-03-08,32713054278
2024-03-11,32929011481
2024-03-12,32932581022
2024-03-13,33475151184
2024-03-14,33821396616
2024-03-15,33899926508
2024-03-18,33921343751
2024-03-19,34378244940
2024-03-20,34428218508
2024-03-21,34695934048
2024-03-22,34749477156
2024-03-25,35086798737
2024-03-26,34669162494
2024-03-27,35076090116
2024-03-28,35368792440
2024-04-01,35597243035
2024-04-02,35761441899
2024-04-03,36270101426
2024-04-04,35882806278
2024-04-05,36466426156
2024-04-08,36867999467
2024-04-09,36682383359
2024-04-10,36807317278
2024-04-11,37169625643
2024-04-12,36826949751
2024-04-15,36650257494
2024-04-16,36400389656
2024-04-17,35900653981
2024-04-18,35624014589
2024-04-19,35827478399
2024-04-22,36155876129
2024-04-23,36475350007
2024-04-24,36630625021
2024-04-25,36962592291
2024-04-26,37080387129
2024-04-29,36741280778
2024-04-30,35897084440
2024-05-01,34983282062
2024-05-02,35272414846
2024-05-03,35963120940
2024-05-06,36443224143
2024-05-07,36352200859
2024-05-08,36270101426
2024-05-09,36359339940
2024-05-10,36086264630
2024-05-13,35832827290
2024-05-14,35347369850
2024-05-15,35113564980
2024-05-16,34729839430
2024-05-17,35279548590
2024-05-20,35308104910
2024-05-21,35081439120
2024-05-22,34328266180
2024-05-23,34260444920
2024-05-24,34528160420
2024-05-28,35295611520
2024-05-29,34806584540
2024-05-30,35220651180
2024-05-31,35563327020
2024-06-03,34037348670
2024-06-04,33771417940
2024-06-05,33766063630
2024-06-06,34096246080
2024-06-07,33964173100
2024-06-10,34619183690
2024-06-11,34565640590
2024-06-12,34562071050
2024-06-13,33973096950
2024-06-14,33191367690
2024-06-17,33475146120
2024-06-18,33708950990
2024-06-20,34397872210
2024-06-21,34067689760
2024-06-24,35343800310
2024-06-25,35317028760
2024-06-26,35152829920
2024-06-27,35550833630
2024-06-28,35729310630
2024-07-01,36357549670
2024-07-02,36569937300
2024-07-03,36932245610
2024-07-05,36325423810
2024-07-08,36293297950
2024-07-09,36159440200
2024-07-10,36121960030
2024-07-11,36975080090
2024-07-12,36439649090
2024-07-15,37646153610
2024-07-16,37312401620
2024-07-17,37647938380
2024-07-18,37485524310
2024-07-19,36671669190
2024-07-22,36530672360
2024-07-23,35402697720
2024-07-24,35486581910
2024-07-25,35659704600
2024-07-26,35831042520
2024-07-29,35386634790
2024-07-30,35352724160
2024-07-31,36107681870
2024-08-01,35377710940
2024-08-02,33720741600
2024-08-05,33028704800
2024-08-06,33834891999
2024-08-07,34134536800
2024-08-08,35224316400
2024-08-09,35630977200
