,DG
2023-10-10,23124412800
2023-10-11,22751296800
2023-10-12,22349648400
2023-10-13,24397396800
2023-10-16,24926343600
2023-10-17,25751588400
2023-10-18,25464069600
2023-10-19,25352134800
2023-10-20,25288485600
2023-10-23,25606731600
2023-10-24,25578199200
2023-10-25,26221275600
2023-10-26,26543911200
2023-10-27,26188353600
2023-10-30,26322236400
2023-10-31,26126899200
2023-11-01,25538692800
2023-11-02,25773536400
2023-11-03,26183315400
2023-11-06,26255778450
2023-11-07,26563197450
2023-11-08,26231624100
2023-11-09,25911030000
2023-11-10,25897854900
2023-11-13,25777083150
2023-11-14,26642248050
2023-11-15,27006759150
2023-11-16,25869308850
2023-11-17,26593939350
2023-11-20,26741061300
2023-11-21,27072634650
2023-11-22,27441537450
2023-11-24,27553525800
2023-11-27,27597442800
2023-11-28,27997087500
2023-11-29,28300114800
2023-11-30,28791985200
2023-12-01,29575903650
2023-12-04,29606645550
2023-12-05,29290443149
2023-12-06,29406823199
2023-12-07,29051095500
2023-12-08,27935603700
2023-12-11,27625988850
2023-12-12,27235127550
2023-12-13,28620708900
2023-12-14,28770026700
2023-12-15,28541658299
2023-12-18,27685276800
2023-12-19,28550441700
2023-12-20,28306702350
2023-12-21,28565812650
2023-12-22,29031332850
2023-12-26,29217980100
2023-12-27,29521007400
2023-12-28,29764746750
2023-12-29,29852580749
2024-01-02,30836321550
2024-01-03,28827118800
2024-01-04,29591274599
2024-01-05,29810859599
2024-01-08,29472698700
2024-01-09,30015073650
2024-01-10,29437565100
2024-01-11,29393648100
2024-01-12,29564924399
2024-01-16,30263204700
2024-01-17,30118278600
2024-01-18,29861364150
2024-01-19,29033528700
2024-01-22,29604449700
2024-01-23,29428781700
2024-01-24,28693171949
2024-01-25,29178454800
2024-01-26,29303618249
2024-01-29,29356318650
2024-01-30,28967653199
2024-01-31,29000590950
2024-02-01,29867951700
2024-02-02,29898693600
2024-02-05,29470502850
2024-02-06,29492461350
2024-02-07,29707654650
2024-02-08,29786705250
2024-02-09,29690087850
2024-02-12,29894301899
2024-02-13,28934715450
2024-02-14,28985220000
2024-02-15,29652758400
2024-02-16,31071277500
2024-02-20,31288666650
2024-02-21,31119586200
2024-02-22,31064689950
2024-02-23,30829734000
2024-02-26,30476202150
2024-02-27,31686115500
2024-02-28,31459942950
2024-02-29,31907896350
2024-03-01,32775257099
2024-03-04,32595197400
2024-03-05,34002737250
2024-03-06,34255260000
2024-03-07,34898644050
2024-03-08,34542916350
2024-03-11,34986478050
2024-03-12,35401493700
2024-03-13,34731759450
2024-03-14,32950925100
2024-03-15,33365940749
2024-03-18,34200363750
2024-03-19,33820481700
2024-03-20,34268435100
2024-03-21,33873182099
2024-03-22,33091459499
2024-03-25,33109026300
2024-03-26,33082676100
2024-03-27,33862202850
2024-03-28,34268435100
2024-04-01,34551699750
2024-04-02,34011520649
2024-04-03,34953540300
2024-04-04,34922798400
2024-04-05,35034786750
2024-04-08,34417752900
2024-04-09,33682143149
2024-04-10,33954428550
2024-04-11,33897336450
2024-04-12,32450271300
2024-04-15,31771753650
2024-04-16,31837629150
2024-04-17,31727836650
2024-04-18,31989142800
2024-04-19,31800299700
2024-04-22,31367717250
2024-04-23,31341367049
2024-04-24,31435788600
2024-04-25,31323800250
2024-04-26,31196440950
2024-04-29,30994422750
2024-04-30,30564036150
2024-05-01,30210504300
2024-05-02,30116082750
2024-05-03,30190741650
2024-05-06,29894301899
2024-05-07,30719941500
2024-05-08,30197329200
2024-05-09,30930743100
2024-05-10,30950505749
2024-05-13,30287359050
2024-05-14,30809971350
2024-05-15,30974660100
2024-05-16,32188965150
2024-05-17,31209616050
2024-05-20,30265400550
2024-05-21,31312821000
2024-05-22,31082256750
2024-05-23,30548665200
2024-05-24,31890329549
2024-05-28,31263547960
2024-05-29,30606501440
2024-05-30,28114559120
2024-05-31,30085698680
2024-06-03,30668030880
2024-06-04,29558303479
2024-06-05,29538526159
2024-06-06,28463958440
2024-06-07,27822294280
2024-06-10,28059622120
2024-06-11,27857453960
2024-06-12,27453117640
2024-06-13,27275121760
2024-06-14,27642100920
2024-06-17,27883823720
2024-06-18,27817899320
2024-06-20,28017870000
2024-06-21,28296949960
2024-06-24,28674916520
2024-06-25,28242012960
2024-06-26,28347492000
2024-06-27,28628769440
2024-06-28,29057278039
2024-07-01,28694693840
2024-07-02,28450773560
2024-07-03,27562991640
2024-07-05,28171693599
2024-07-08,28593609760
2024-07-09,28246407920
2024-07-10,28017870000
2024-07-11,28916639320
2024-07-12,29099030159
2024-07-15,27899206080
2024-07-16,28013475040
2024-07-17,27327861280
2024-07-18,26714764360
2024-07-19,26901550160
2024-07-22,27090533440
2024-07-23,26457659200
2024-07-24,25721503400
2024-07-25,25998385880
2024-07-26,25950041320
2024-07-29,25789625280
2024-07-30,26369760000
2024-07-31,26455461720
2024-08-01,26404919680
2024-08-02,26719159320
2024-08-05,27004831720
2024-08-06,27083941000
2024-08-07,26040138000
2024-08-08,25967621160
2024-08-09,25668763880
