,CMA
2013-11-25,8224200000
2013-11-26,8198999999
2013-11-27,8213400000
2013-11-29,8163000000
2013-12-02,8209800000
2013-12-03,8091000000
2013-12-04,8146800000
2013-12-05,8092800000
2013-12-06,8253000000
2013-12-09,8292600000
2013-12-10,8236800000
2013-12-11,8073000000
2013-12-12,8191800000
2013-12-13,8107200000
2013-12-16,8200800000
2013-12-17,8188200000
2013-12-18,8344800000
2013-12-19,8377200000
2013-12-20,8411399999
2013-12-23,8483400000
2013-12-24,8526600000
2013-12-26,8551800000
2013-12-27,8544600000
2013-12-30,8573400000
2013-12-31,8557200000
2014-01-02,8433000000
2014-01-03,8474400000
2014-01-06,8460000000
2014-01-07,8513999999
2014-01-08,8571600000
2014-01-09,8641800000
2014-01-10,8604000000
2014-01-13,8499600000
2014-01-14,8497800000
2014-01-15,8591400000
2014-01-16,8537400000
2014-01-17,8577000000
2014-01-21,8911800000
2014-01-22,8985600000
2014-01-23,8782200000
2014-01-24,8501399999
2014-01-27,8382600000
2014-01-28,8420400000
2014-01-29,8359200000
2014-01-30,8442000000
2014-01-31,8243999999
2014-02-03,7921800000
2014-02-04,8069400000
2014-02-05,8080200000
2014-02-06,8245800000
2014-02-07,8235000000
2014-02-10,8258400000
2014-02-11,8364600000
2014-02-12,8362800000
2014-02-13,8395200000
2014-02-14,8573400000
2014-02-18,8607600000
2014-02-19,8420400000
2014-02-20,8407800000
2014-02-21,8413200000
2014-02-24,8557200000
2014-02-25,8555400000
2014-02-26,8652600000
2014-02-27,8600400000
2014-02-28,8672400000
2014-03-03,8557200000
2014-03-04,8753400000
2014-03-05,8791200000
2014-03-06,8811000000
2014-03-07,8908200000
2014-03-10,8982000000
2014-03-11,8895600000
2014-03-12,8866800000
2014-03-13,8818200000
2014-03-14,8748000000
2014-03-17,8818200000
2014-03-18,8915400000
2014-03-19,9086400000
2014-03-20,9351000000
2014-03-21,9426600000
2014-03-24,9419400000
2014-03-25,9333000000
2014-03-26,9266400000
2014-03-27,9075600000
2014-03-28,9196200000
2014-03-31,9272200000
2014-04-01,9245350000
2014-04-02,9315160000
2014-04-03,9300840000
2014-04-04,9145110000
2014-04-07,9055610000
2014-04-08,9023390000
2014-04-09,9043080000
2014-04-10,8754890000
2014-04-11,8636750000
2014-04-14,8697610000
2014-04-15,8695820000
2014-04-16,8694030000
2014-04-17,8674340000
2014-04-21,8665390000
2014-04-22,8771000000
2014-04-23,8821120000
2014-04-24,8702980000
2014-04-25,8579470000
2014-04-28,8495340000
2014-04-29,8554410000
2014-04-30,8634960000
2014-05-01,8600950000
2014-05-02,8643910000
2014-05-05,8584840000
2014-05-06,8425530000
2014-05-07,8536510000
2014-05-08,8561570000
2014-05-09,8549040000
2014-05-12,8652860000
2014-05-13,8599160000
2014-05-14,8364669999
2014-05-15,8216100000
2014-05-16,8234000000
2014-05-19,8307389999
2014-05-20,8248320000
2014-05-21,8287699999
2014-05-22,8362880000
2014-05-23,8378990000
2014-05-27,8452380000
2014-05-28,8386150000
2014-05-29,8425530000
2014-05-30,8586630000
2014-06-02,8609900000
2014-06-03,8674340000
2014-06-04,8686870000
2014-06-05,8717300000
2014-06-06,8781740000
2014-06-09,9094990000
2014-06-10,9043080000
2014-06-11,8998330000
2014-06-12,8939260000
2014-06-13,8967900000
2014-06-16,8905250000
2014-06-17,9028760000
2014-06-18,9078880000
2014-06-19,9087830000
2014-06-20,9121840000
2014-06-23,9077090000
2014-06-24,8989380000
2014-06-25,9018020000
2014-06-26,8989380000
2014-06-27,8980430000
2014-06-30,8978640000
2014-07-01,9044870000
2014-07-02,9007280000
2014-07-03,9129000000
2014-07-07,9034130000
2014-07-08,8930310000
2014-07-09,9003700000
2014-07-10,8985800000
2014-07-11,9034130000
2014-07-14,9046660000
2014-07-15,9284730000
2014-07-16,9107520000
2014-07-17,8826490000
2014-07-18,8892720000
2014-07-21,8830070000
2014-07-22,8812170000
2014-07-23,8815750000
2014-07-24,8957160000
2014-07-25,9021600000
2014-07-28,8907040000
2014-07-29,8876610000
2014-07-30,9102150000
2014-07-31,8996540000
2014-08-01,8822910000
2014-08-04,8776370000
2014-08-05,8729830000
2014-08-06,8797850000
2014-08-07,8695820000
2014-08-08,8740570000
2014-08-11,8686870000
2014-08-12,8694030000
2014-08-13,8774580000
2014-08-14,8785320000
2014-08-15,8740570000
2014-08-18,8885560000
2014-08-19,8851550000
2014-08-20,8889140000
2014-08-21,8984010000
2014-08-22,9012650000
2014-08-25,9077090000
2014-08-26,9077090000
2014-08-27,9014440000
2014-08-28,8958950000
2014-08-29,9010860000
2014-09-02,9080670000
2014-09-03,9053820000
2014-09-04,9059190000
2014-09-05,9057400000
2014-09-08,8976850000
2014-09-09,8942840000
2014-09-10,9075300000
2014-09-11,9021600000
2014-09-12,9171960000
2014-09-15,9170170000
2014-09-16,9087830000
2014-09-17,9193440000
2014-09-18,9347380000
2014-09-19,9291890000
2014-09-22,9189860000
2014-09-23,9082460000
2014-09-24,9028760000
2014-09-25,8992960000
2014-09-26,9032340000
2014-09-29,8980430000
2014-09-30,8924940000
2014-10-01,8813960000
2014-10-02,8828280000
2014-10-03,8912410000
2014-10-06,8853340000
2014-10-07,8706560000
2014-10-08,8826490000
2014-10-09,8498919999
2014-10-10,8346770000
2014-10-13,8237580000
2014-10-14,8216100000
2014-10-15,7854520000
2014-10-16,7951180000
2014-10-17,7707740000
2014-10-20,7838410000
2014-10-21,7999510000
2014-10-22,7976240000
2014-10-23,8042470000
2014-10-24,8146290000
2014-10-27,8157030000
2014-10-28,8305600000
2014-10-29,8387940000
2014-10-30,8400470000
2014-10-31,8545460000
2014-11-03,8563360000
2014-11-04,8545460000
2014-11-05,8643910000
2014-11-06,8753100000
2014-11-07,8663600000
2014-11-10,8665390000
2014-11-11,8685080000
2014-11-12,8778160000
2014-11-13,8694030000
2014-11-14,8697610000
2014-11-17,8701190000
2014-11-18,8622430000
2014-11-19,8579470000
2014-11-20,8611690000
2014-11-21,8577680000
2014-11-24,8710140000
2014-11-25,8699400000
2014-11-26,8690450000
2014-11-28,8343190000
2014-12-01,8096169999
2014-12-02,8310970000
2014-12-03,8389730000
2014-12-04,8448800000
2014-12-05,8627800000
2014-12-08,8463120000
2014-12-09,8513240000
2014-12-10,8284120000
2014-12-11,8214310000
2014-12-12,7942230000
2014-12-15,7951180000
2014-12-16,7884949999
2014-12-17,8055000000
2014-12-18,8300230000
2014-12-19,8239370000
2014-12-22,8221470000
2014-12-23,8318130000
2014-12-24,8341400000
2014-12-26,8378990000
2014-12-29,8468490000
2014-12-30,8434480000
2014-12-31,8243840000
2015-01-02,8147040000
2015-01-05,7856640000
2015-01-06,7620799999
2015-01-07,7694720000
2015-01-08,7856640000
2015-01-09,7506400000
2015-01-12,7434240000
2015-01-13,7355040000
2015-01-14,7288159999
2015-01-15,7208960000
2015-01-16,7298720000
2015-01-20,7112159999
2015-01-21,7180799999
2015-01-22,7516960000
2015-01-23,7369120000
2015-01-26,7476479999
2015-01-27,7448320000
2015-01-28,7240640000
2015-01-29,7434240000
2015-01-30,7304000000
2015-02-02,7559200000
2015-02-03,7731680000
2015-02-04,7661280000
2015-02-05,7872479999
2015-02-06,8120640000
2015-02-09,7946400000
2015-02-10,7992159999
2015-02-11,7964000000
2015-02-12,8187520000
2015-02-13,8169920000
2015-02-17,8206880000
2015-02-18,8020320000
2015-02-19,7997440000
2015-02-20,8066080000
2015-02-23,8034400000
2015-02-24,8094240000
2015-02-25,8108320000
2015-02-26,8088960000
2015-02-27,8057280000
2015-03-02,8120640000
2015-03-03,8043200000
2015-03-04,8039680000
2015-03-05,8092479999
2015-03-06,8289600000
2015-03-09,8268479999
2015-03-10,8015040000
2015-03-11,8030880000
2015-03-12,8250880000
2015-03-13,8094240000
2015-03-16,8115360000
2015-03-17,8242080000
2015-03-18,8168159999
2015-03-19,8016799999
2015-03-20,8206880000
2015-03-23,8147040000
2015-03-24,8062560000
2015-03-25,7886560000
2015-03-26,7928799999
2015-03-27,7872479999
2015-03-30,7992159999
2015-03-31,7942880000
2015-04-01,7939360000
2015-04-02,8030880000
2015-04-06,8016799999
2015-04-07,8060799999
2015-04-08,8036159999
2015-04-09,8099520000
2015-04-10,8025600000
2015-04-13,8092479999
2015-04-14,8008000000
2015-04-15,8131200000
2015-04-16,8131200000
2015-04-17,8096000000
2015-04-20,8048479999
2015-04-21,7995680000
2015-04-22,8104799999
2015-04-23,8125920000
2015-04-24,8039680000
2015-04-27,8011520000
2015-04-28,8178720000
2015-04-29,8342400000
2015-04-30,8344159999
2015-05-01,8331840000
2015-05-04,8493760000
2015-05-05,8439200000
2015-05-06,8462080000
2015-05-07,8426880000
2015-05-08,8467360000
2015-05-11,8530720000
2015-05-12,8597600000
2015-05-13,8625760000
2015-05-14,8599360000
2015-05-15,8476159999
2015-05-18,8616960000
2015-05-19,8727840000
2015-05-20,8583520000
2015-05-21,8565920000
2015-05-22,8565920000
2015-05-26,8608160000
2015-05-27,8682080000
2015-05-28,8712000000
2015-05-29,8615200000
2015-06-01,8518400000
2015-06-02,8659200000
2015-06-03,8838720000
2015-06-04,8801760000
2015-06-05,8961920000
2015-06-08,8990080000
2015-06-09,9060480000
2015-06-10,9194240000
2015-06-11,9120320000
2015-06-12,9169600000
2015-06-15,9166080000
2015-06-16,9213600000
2015-06-17,9104480000
2015-06-18,9060480000
2015-06-19,8970720000
2015-06-22,9144960000
2015-06-23,9245280000
2015-06-24,9266400000
2015-06-25,9224160000
2015-06-26,9262880000
2015-06-29,9007680000
2015-06-30,9032320000
2015-07-01,9148480000
2015-07-02,9064000000
2015-07-06,8983040000
2015-07-07,8678560000
2015-07-08,8400479999
2015-07-09,8622240000
2015-07-10,8726080000
2015-07-13,8770080000
2015-07-14,8738400000
2015-07-15,8817600000
2015-07-16,8882720000
2015-07-17,8321280000
2015-07-20,8469120000
2015-07-21,8527200000
2015-07-22,8675040000
2015-07-23,8553600000
2015-07-24,8423360000
2015-07-27,8206880000
2015-07-28,8272000000
2015-07-29,8393440000
2015-07-30,8419840000
2015-07-31,8347680000
2015-08-03,8270240000
2015-08-04,8337120000
2015-08-05,8368799999
2015-08-06,8319520000
2015-08-07,8305440000
2015-08-10,8546560000
2015-08-11,8382880000
2015-08-12,8196320000
2015-08-13,8256159999
2015-08-14,8351200000
2015-08-17,8323040000
2015-08-18,8347680000
2015-08-19,8240320000
2015-08-20,7895360000
2015-08-21,7592640000
2015-08-24,7189600000
2015-08-25,7112159999
2015-08-26,7457120000
2015-08-27,7721120000
2015-08-28,7738720000
2015-08-31,7744000000
2015-09-01,7379680000
2015-09-02,7506400000
2015-09-03,7532799999
2015-09-04,7414880000
2015-09-08,7615520000
2015-09-09,7443040000
2015-09-10,7467680000
2015-09-11,7400799999
2015-09-14,7390240000
2015-09-15,7508159999
2015-09-16,7606720000
2015-09-17,7325120000
2015-09-18,7119200000
2015-09-21,7270560000
2015-09-22,7186080000
2015-09-23,7170240000
2015-09-24,7182560000
2015-09-25,7342720000
2015-09-28,7140320000
2015-09-29,7164960000
2015-09-30,7233600000
2015-10-01,7342720000
2015-10-02,7335680000
2015-10-05,7453600000
2015-10-06,7427200000
2015-10-07,7564479999
2015-10-08,7648960000
2015-10-09,7539840000
2015-10-12,7497600000
2015-10-13,7420159999
2015-10-14,7314560000
2015-10-15,7518720000
2015-10-16,7437760000
2015-10-19,7386720000
2015-10-20,7520479999
2015-10-21,7307520000
2015-10-22,7370880000
2015-10-23,7548640000
2015-10-26,7488799999
2015-10-27,7430720000
2015-10-28,7812640000
2015-10-29,7779200000
2015-10-30,7638400000
2015-11-02,7897120000
2015-11-03,7849600000
2015-11-04,7867200000
2015-11-05,7995680000
2015-11-06,8236799999
2015-11-09,8155840000
2015-11-10,8152320000
2015-11-11,8150560000
2015-11-12,7958720000
2015-11-13,7883040000
2015-11-16,8013280000
2015-11-17,8013280000
2015-11-18,8224479999
2015-11-19,8155840000
2015-11-20,8168159999
2015-11-23,8131200000
2015-11-24,8141760000
2015-11-25,8161120000
2015-11-27,8164640000
2015-11-30,8157600000
2015-12-01,8226240000
2015-12-02,8069600000
2015-12-03,7964000000
2015-12-04,8161120000
2015-12-07,7800320000
2015-12-08,7569760000
2015-12-09,7478240000
2015-12-10,7502880000
2015-12-11,7349760000
2015-12-14,7252960000
2015-12-15,7560960000
2015-12-16,7613760000
2015-12-17,7446560000
2015-12-18,7135040000
2015-12-21,7240640000
2015-12-22,7263520000
2015-12-23,7448320000
2015-12-24,7446560000
2015-12-28,7397280000
2015-12-29,7441280000
2015-12-30,7388479999
2015-12-31,7236590000
2016-01-04,7167390000
2016-01-05,7089539999
2016-01-06,7008230000
2016-01-07,6866370000
2016-01-08,6747000000
2016-01-11,6703750000
2016-01-12,6662230000
2016-01-13,6343910000
2016-01-14,6388890000
2016-01-15,6236649999
2016-01-19,6006560000
2016-01-20,5880270000
2016-01-21,5760899999
2016-01-22,5824910000
2016-01-25,5542920000
2016-01-26,5703810000
2016-01-27,5790310000
2016-01-28,5914870000
2016-01-29,5933899999
2016-02-01,5814530000
2016-02-02,5778200000
2016-02-03,5923520000
2016-02-04,6044620000
2016-02-05,5980610000
2016-02-08,5586170000
2016-02-09,5613850000
2016-02-10,5544649999
2016-02-11,5366460000
2016-02-12,5695160000
2016-02-16,5925250000
2016-02-17,5859510000
2016-02-18,5904490000
2016-02-19,5937360000
2016-02-22,6151880000
2016-02-23,5875080000
2016-02-24,5862970000
2016-02-25,5926980000
2016-02-26,6048080000
2016-02-29,5843940000
2016-03-01,6074030000
2016-03-02,6191670000
2016-03-03,6437330000
2016-03-04,6613789999
2016-03-07,6603410000
2016-03-08,6333530000
2016-03-09,6241840000
2016-03-10,6300660000
2016-03-11,6506530000
2016-03-14,6598220000
2016-03-15,6599950000
2016-03-16,6596490000
2016-03-17,6721050000
2016-03-18,6786789999
2016-03-21,6838690000
2016-03-22,6811010000
2016-03-23,6672610000
2016-03-24,6708940000
2016-03-28,6693370000
2016-03-29,6575730000
2016-03-30,6613789999
2016-03-31,6551510000
2016-04-01,6518640000
2016-04-04,6587840000
2016-04-05,6459820000
2016-04-06,6553240000
2016-04-07,6323149999
2016-04-08,6359480000
2016-04-11,6444250000
2016-04-12,6608600000
2016-04-13,6866370000
2016-04-14,6897510000
2016-04-15,6816200000
2016-04-18,6913080000
2016-04-19,7203720000
2016-04-20,7326550000
2016-04-21,7350770000
2016-04-22,7615460000
2016-04-25,7556640000
2016-04-26,7807490000
2016-04-27,7876690000
2016-04-28,7772890000
2016-04-29,7681200000
2016-05-02,7670820000
2016-05-03,7503010000
2016-05-04,7314440000
2016-05-05,7314440000
2016-05-06,7314440000
2016-05-09,7298870000
2016-05-10,7421700000
2016-05-11,7444190000
2016-05-12,7385370000
2016-05-13,7260810000
2016-05-16,7359420000
2016-05-17,7464950000
2016-05-18,7720990000
2016-05-19,7676010000
2016-05-20,7816140000
2016-05-23,7810950000
2016-05-24,7944160000
2016-05-25,8096399999
2016-05-26,8065260000
2016-05-27,8131000000
2016-05-31,8148300000
2016-06-01,8201929999
2016-06-02,8139649999
2016-06-03,7923399999
2016-06-06,8001250000
2016-06-07,7975300000
2016-06-08,7994330000
2016-06-09,7835170000
2016-06-10,7637950000
2016-06-13,7516850000
2016-06-14,7352500000
2016-06-15,7399210000
2016-06-16,7253890000
2016-06-17,7302330000
2016-06-20,7340390000
2016-06-21,7347310000
2016-06-22,7366340000
2016-06-23,7695039999
2016-06-24,6923460000
2016-06-27,6394080000
2016-06-28,6719320000
2016-06-29,6911350000
2016-06-30,7033230000
2016-07-01,6959700000
2016-07-05,6694650000
2016-07-06,6807510000
2016-07-07,6925500000
2016-07-08,7096500000
2016-07-11,7115310000
2016-07-12,7325640000
2016-07-13,7305120000
2016-07-14,7455600000
2016-07-15,7465859999
2016-07-18,7477829999
2016-07-19,7659090000
2016-07-20,7734329999
2016-07-21,7695000000
2016-07-22,7773660000
2016-07-25,7741170000
2016-07-26,7826670000
2016-07-27,7795890000
2016-07-28,7811280000
2016-07-29,7736040000
2016-08-01,7631730000
2016-08-02,7524000000
2016-08-03,7648829999
2016-08-04,7665930000
2016-08-05,7905329999
2016-08-08,7869420000
2016-08-09,7879680000
2016-08-10,7751430000
2016-08-11,7783920000
2016-08-12,7727490000
2016-08-15,7883100000
2016-08-16,7778790000
2016-08-17,7809570000
2016-08-18,7857450000
2016-08-19,7840350000
2016-08-22,7824960000
2016-08-23,7840350000
2016-08-24,7833510000
2016-08-25,7877970000
2016-08-26,8011350000
2016-08-29,8064359999
2016-08-30,8113950000
2016-08-31,8086590000
2016-09-01,8042130000
2016-09-02,8136180000
2016-09-06,8002799999
2016-09-07,8035290000
2016-09-08,8031870000
2016-09-09,7900200000
2016-09-12,7929270000
2016-09-13,7872840000
2016-09-14,7842060000
2016-09-15,7978859999
2016-09-16,7924140000
2016-09-19,7925850000
2016-09-20,7891650000
2016-09-21,7953210000
2016-09-22,7992540000
2016-09-23,8030160000
2016-09-26,7818120000
2016-09-27,7924140000
2016-09-28,8153280000
2016-09-29,7973730000
2016-09-30,7997080000
2016-10-03,8005530000
2016-10-04,8090030000
2016-10-05,8316490000
2016-10-06,8314800000
2016-10-07,8277619999
2016-10-10,8360430000
2016-10-11,8220160000
2016-10-12,8215090000
2016-10-13,8096789999
2016-10-14,8179600000
2016-10-17,8122140000
2016-10-18,8458449999
2016-10-19,8749130000
2016-10-20,8727160000
2016-10-21,8696740000
2016-10-24,8738990000
2016-10-25,8754200000
2016-10-26,8789690000
2016-10-27,8840390000
2016-10-28,8791380000
2016-10-31,8803210000
2016-11-01,8804900000
2016-11-02,8519289999
2016-11-03,8532810000
2016-11-04,8539570000
2016-11-07,8788000000
2016-11-08,8791380000
2016-11-09,9254440000
2016-11-10,9529910000
2016-11-11,9773270000
2016-11-14,9979450000
2016-11-15,10170420000
2016-11-16,10006490000
2016-11-17,10236330000
2016-11-18,10315760000
2016-11-21,10297170000
2016-11-22,10401950000
2016-11-23,10506730000
2016-11-25,10505040000
2016-11-28,10330970000
2016-11-29,10435750000
2016-11-30,10773750000
2016-12-01,11008660000
2016-12-02,11045840000
2016-12-05,11164140000
2016-12-06,11439610000
2016-12-07,11551149999
2016-12-08,11765780000
2016-12-09,11835070000
2016-12-12,11635649999
2016-12-13,11498760000
2016-12-14,11412570000
2016-12-15,11595090000
2016-12-16,11436230000
2016-12-19,11473410000
2016-12-20,11613680000
2016-12-21,11686350000
2016-12-22,11664380000
2016-12-23,11703250000
2016-12-27,11760710000
2016-12-28,11598470000
2016-12-29,11478480000
2016-12-30,11510590000
2017-01-03,12067999999
2017-01-04,12169500000
2017-01-05,12169500000
2017-01-06,12297250000
2017-01-09,12169500000
2017-01-10,12181750000
2017-01-11,12216750000
2017-01-12,12113500000
2017-01-13,12236000000
2017-01-17,11439750000
2017-01-18,11735500000
2017-01-19,11604250000
2017-01-20,11717999999
2017-01-23,11732000000
2017-01-24,11840500000
2017-01-25,12143250000
2017-01-26,12176500000
2017-01-27,12094250000
2017-01-30,11917499999
2017-01-31,11817750000
2017-02-01,11924500000
2017-02-02,11772250000
2017-02-03,11985750000
2017-02-06,11938500000
2017-02-07,11943750000
2017-02-08,11856250000
2017-02-09,12059250000
2017-02-10,12073250000
2017-02-13,12222000000
2017-02-14,12605250000
2017-02-15,12817000000
2017-02-16,12696250000
2017-02-17,12664750000
2017-02-21,12715500000
2017-02-22,12600000000
2017-02-23,12591250000
2017-02-24,12460000000
2017-02-27,12542250000
2017-02-28,12474000000
2017-03-01,13051500000
2017-03-02,12710250000
2017-03-03,12855499999
2017-03-06,12818750000
2017-03-07,12710250000
2017-03-08,12670000000
2017-03-09,12684000000
2017-03-10,12628000000
2017-03-13,12600000000
2017-03-14,12510750000
2017-03-15,12426750000
2017-03-16,12580750000
2017-03-17,12488000000
2017-03-20,12363750000
2017-03-21,11614750000
2017-03-22,11719750000
2017-03-23,11751250000
2017-03-24,11765250000
2017-03-27,11677750000
2017-03-28,11894750000
2017-03-29,11870250000
2017-03-30,12097750000
2017-03-31,12001500000
2017-04-03,11977000000
2017-04-04,12008500000
2017-04-05,11770500000
2017-04-06,11901750000
2017-04-07,11924500000
2017-04-10,11779250000
2017-04-11,11733750000
2017-04-12,11571000000
2017-04-13,11411749999
2017-04-17,11712750000
2017-04-18,11849249999
2017-04-19,11894750000
2017-04-20,12111749999
2017-04-21,12024249999
2017-04-24,12269250000
2017-04-25,12363750000
2017-04-26,12526500000
2017-04-27,12381250000
2017-04-28,12372500000
2017-05-01,12509000000
2017-05-02,12456500000
2017-05-03,12596500000
2017-05-04,12589500000
2017-05-05,12529999999
2017-05-08,12584250000
2017-05-09,12461749999
2017-05-10,12482750000
2017-05-11,12362000000
2017-05-12,12267499999
2017-05-15,12397000000
2017-05-16,12474000000
2017-05-17,11772250000
2017-05-18,11835250000
2017-05-19,11963000000
2017-05-22,12012000000
2017-05-23,12174749999
2017-05-24,12110000000
2017-05-25,12087249999
2017-05-26,12113500000
2017-05-30,11987500000
2017-05-31,11998000000
2017-06-01,12089000000
2017-06-02,11999749999
2017-06-05,12094250000
2017-06-06,11973500000
2017-06-07,12048749999
2017-06-08,12388250000
2017-06-09,12717250000
2017-06-12,12740000000
2017-06-13,12927250000
2017-06-14,12995500000
2017-06-15,12964000000
2017-06-16,12971000000
2017-06-19,13058500000
2017-06-20,12824000000
2017-06-21,12655999999
2017-06-22,12498500000
2017-06-23,12398749999
2017-06-26,12437249999
2017-06-27,12565000000
2017-06-28,12589500000
2017-06-29,12738250000
2017-06-30,12743760000
2017-07-03,12943860000
2017-07-05,12950820000
2017-07-06,12898620000
2017-07-07,12992580000
2017-07-10,13072620000
2017-07-11,13090020000
2017-07-12,13030860000
2017-07-13,13067399999
2017-07-14,12921240000
2017-07-17,12966480000
2017-07-18,12710700000
2017-07-19,12613260000
2017-07-20,12602820000
2017-07-21,12608039999
2017-07-24,12750720000
2017-07-25,12898620000
2017-07-26,12620220000
2017-07-27,12529740000
2017-07-28,12524520000
2017-07-31,12581940000
2017-08-01,12581940000
2017-08-02,12613260000
2017-08-03,12674160000
2017-08-04,12851640000
2017-08-07,12776820000
2017-08-08,12782039999
2017-08-09,12609780000
2017-08-10,12320940000
2017-08-11,12216539999
2017-08-14,12470580000
2017-08-15,12517560000
2017-08-16,12468840000
2017-08-17,12089520000
2017-08-18,12070380000
2017-08-21,11965980000
2017-08-22,12153899999
2017-08-23,12199140000
2017-08-24,12244380000
2017-08-25,12235679999
2017-08-28,12047760000
2017-08-29,11934660000
2017-08-30,11945100000
2017-08-31,11875500000
2017-09-01,12058200000
2017-09-05,11612760000
2017-09-06,11637120000
2017-09-07,11216039999
2017-09-08,11261280000
2017-09-11,11614500000
2017-09-12,12040800000
2017-09-13,11967720000
2017-09-14,11863320000
2017-09-15,12021660000
2017-09-18,12298320000
2017-09-19,12500160000
2017-09-20,12620220000
2017-09-21,12759420000
2017-09-22,12775080000
2017-09-25,12809880000
2017-09-26,12837720000
2017-09-27,13070880000
2017-09-28,13140480000
2017-09-29,13269240000
2017-10-02,13107150000
2017-10-03,13025070000
2017-10-04,12876300000
2017-10-05,13167000000
2017-10-06,13153320000
2017-10-09,13066110000
2017-10-10,13158450000
2017-10-11,13093469999
2017-10-12,12966930000
2017-10-13,12919050000
2017-10-16,12883140000
2017-10-17,12790800000
2017-10-18,13093469999
2017-10-19,13249080000
2017-10-20,13520969999
2017-10-23,13430340000
2017-10-24,13604760000
2017-10-25,13488480000
2017-10-26,13630409999
2017-10-27,13644090000
2017-10-30,13478219999
2017-10-31,13435469999
2017-11-01,13414950000
2017-11-02,13584240000
2017-11-03,13637250000
2017-11-06,13601340000
2017-11-07,13194360000
2017-11-08,13019940000
2017-11-09,12872880000
2017-11-10,12813030000
2017-11-13,13156740000
2017-11-14,13459409999
2017-11-15,13488480000
2017-11-16,13409820000
2017-11-17,13531230000
2017-11-20,13645800000
2017-11-21,13577400000
2017-11-22,13567140000
2017-11-24,13452570000
2017-11-27,13447440000
2017-11-28,13821930000
2017-11-29,14276790000
2017-11-30,14246010000
2017-12-01,14326380000
2017-12-04,14553810000
2017-12-05,14353740000
2017-12-06,14232330000
2017-12-07,14437530000
2017-12-08,14603400000
2017-12-11,14478570000
2017-12-12,14683770000
2017-12-13,14502510000
2017-12-14,14321250000
2017-12-15,14584590000
2017-12-18,14750460000
2017-12-19,14798340000
2017-12-20,14801760000
2017-12-21,14989860000
2017-12-22,15003540000
2017-12-26,14933430000
2017-12-27,14897520000
2017-12-28,14926590000
2017-12-29,14844510000
2018-01-02,14890039999
2018-01-03,14884880000
2018-01-04,15051720000
2018-01-05,15216840000
2018-01-08,15259840000
2018-01-09,15543640000
2018-01-10,15705320000
2018-01-11,15913440000
2018-01-12,16002880000
2018-01-16,16131880000
2018-01-17,16298720000
2018-01-18,16135320000
2018-01-19,16338280000
2018-01-22,16376119999
2018-01-23,16383000000
2018-01-24,16431160000
2018-01-25,16288400000
2018-01-26,16479320000
2018-01-29,16365800000
2018-01-30,16298720000
2018-01-31,16377840000
2018-02-01,16689160000
2018-02-02,16333119999
2018-02-05,15603840000
2018-02-06,15956440000
2018-02-07,16095760000
2018-02-08,15338960000
2018-02-09,15756920000
2018-02-12,16047600000
2018-02-13,16140480000
2018-02-14,16752800000
2018-02-15,16799240000
2018-02-16,16825039999
2018-02-20,16718400000
2018-02-21,16926520000
2018-02-22,16627240000
2018-02-23,16972960000
2018-02-26,17143240000
2018-02-27,16960920000
2018-02-28,16721840000
2018-03-01,16671960000
2018-03-02,16905880000
2018-03-05,17002199999
2018-03-06,17311800000
2018-03-07,17401240000
2018-03-08,17258480000
2018-03-09,17580120000
2018-03-12,17341040000
2018-03-13,17096800000
2018-03-14,16807840000
2018-03-15,16864600000
2018-03-16,17017680000
2018-03-19,16861160000
2018-03-20,16952320000
2018-03-21,17026280000
2018-03-22,16298720000
2018-03-23,15770680000
2018-03-26,16536080000
2018-03-27,16241960000
2018-03-28,16214440000
2018-03-29,16499960000
2018-04-02,16043219999
2018-04-03,16320240000
2018-04-04,16540830000
2018-04-05,16747740000
2018-04-06,16231320000
2018-04-09,16339050000
2018-04-10,16651980000
2018-04-11,16460460000
2018-04-12,16840080000
2018-04-13,16427969999
2018-04-16,16434810000
2018-04-17,15858540000
2018-04-18,15950880000
2018-04-19,16251840000
2018-04-20,16328790000
2018-04-23,16417710000
2018-04-24,16462170000
2018-04-25,16427969999
2018-04-26,16364700000
2018-04-27,16465590000
2018-04-30,16173180000
2018-05-01,16219349999
2018-05-02,16125300000
2018-05-03,15899580000
2018-05-04,16087680000
2018-05-07,16082550000
2018-05-08,16376670000
2018-05-09,16641719999
2018-05-10,16742610000
2018-05-11,16740900000
2018-05-14,16761420000
2018-05-15,16826400000
2018-05-16,16932420000
2018-05-17,16992270000
2018-05-18,16819560000
2018-05-21,16894800000
2018-05-22,17153010000
2018-05-23,16927290000
2018-05-24,16929000000
2018-05-25,16716960000
2018-05-29,16032960000
2018-05-30,16245000000
2018-05-31,16123590000
2018-06-01,16373250000
2018-06-04,16522020000
2018-06-05,16359570000
2018-06-06,16660530000
2018-06-07,16539120000
2018-06-08,16496370000
2018-06-11,16195409999
2018-06-12,16376670000
2018-06-13,16395480000
2018-06-14,16275780000
2018-06-15,16171469999
2018-06-18,16190280000
2018-06-19,16298010000
2018-06-20,16337340000
2018-06-21,16417710000
2018-06-22,16320240000
2018-06-25,16072290000
2018-06-26,15870510000
2018-06-27,15561000000
2018-06-28,15619140000
2018-06-29,15547320000
2018-07-02,15325590000
2018-07-03,15103480000
2018-07-05,15085110000
2018-07-06,15133540000
2018-07-09,15551040000
2018-07-10,15444160000
2018-07-11,15300540000
2018-07-12,15111830000
2018-07-13,14939819999
