,REG
2001-04-03,1416898560
2001-04-04,1405972800
2001-04-05,1411723200
2001-04-06,1403097600
2001-04-09,1411723200
2001-04-10,1414023360
2001-04-11,1388146560
2001-04-12,1408848000
2001-04-16,1408272960
2001-04-17,1407697920
2001-04-18,1408272960
2001-04-19,1408848000
2001-04-20,1405972800
2001-04-23,1393896960
2001-04-24,1397347200
2001-04-25,1391596800
2001-04-26,1392746880
2001-04-27,1408848000
2001-04-30,1434724800
2001-05-01,1414598400
2001-05-02,1408848000
2001-05-03,1386996480
2001-05-04,1391021760
2001-05-07,1389296640
2001-05-08,1383546240
2001-05-09,1346168640
2001-05-10,1339843200
2001-05-11,1353069120
2001-05-14,1354219200
2001-05-15,1373770560
2001-05-16,1366870080
2001-05-17,1371470400
2001-05-18,1368595200
2001-05-21,1376070720
2001-05-22,1393896960
2001-05-23,1392171840
2001-05-24,1394472000
2001-05-25,1387571520
2001-05-29,1389871680
2001-05-30,1383546240
2001-05-31,1392171840
2001-06-01,1415748480
2001-06-04,1426099200
2001-06-05,1451976000
2001-06-06,1450825920
2001-06-07,1453701120
2001-06-08,1451976000
2001-06-11,1444500480
2001-06-12,1457726400
2001-06-13,1460026560
2001-06-14,1459451520
2001-06-15,1457726400
2001-06-18,1449100800
2001-06-19,1448525760
2001-06-20,1462326720
2001-06-21,1459451520
2001-06-22,1462326720
2001-06-25,1451976000
2001-06-26,1455426240
2001-06-27,1463476800
2001-06-28,1462326720
2001-06-29,1460601600
2001-07-02,1452443305
2001-07-03,1467416947
2001-07-05,1458778307
2001-07-06,1455898760
2001-07-09,1447836030
2001-07-10,1439773300
2001-07-11,1445532393
2001-07-12,1445532393
2001-07-13,1446684211
2001-07-16,1451291486
2001-07-17,1471448312
2001-07-18,1465689219
2001-07-19,1474327859
2001-07-20,1468568766
2001-07-23,1462809672
2001-07-24,1465113310
2001-07-25,1466841038
2001-07-26,1474903768
2001-07-27,1476055587
2001-07-30,1483542408
2001-07-31,1481238771
2001-08-01,1474327859
2001-08-02,1477207405
2001-08-03,1485846045
2001-08-06,1495636504
2001-08-07,1508306509
2001-08-08,1500819687
2001-08-09,1469144675
2001-08-10,1457626488
2001-08-13,1465113310
2001-08-14,1467992856
2001-08-15,1467416947
2001-08-16,1488149682
2001-08-17,1483542408
2001-08-20,1497364232
2001-08-21,1503123325
2001-08-22,1503123325
2001-08-23,1514641511
2001-08-24,1506578781
2001-08-27,1504851053
2001-08-28,1500819687
2001-08-29,1469144675
2001-08-30,1467416947
2001-08-31,1467416947
2001-09-04,1466841038
2001-09-05,1469720584
2001-09-06,1453595123
2001-09-07,1445532393
2001-09-10,1445532393
2001-09-17,1406370559
2001-09-18,1393124645
2001-09-19,1383910095
2001-09-20,1370664181
2001-09-21,1325167345
2001-09-24,1369512362
2001-09-25,1366056907
2001-09-26,1414433289
2001-09-27,1439773300
2001-09-28,1482966499
2001-10-01,1451746814
2001-10-02,1474125519
2001-10-03,1431663360
2001-10-04,1451173001
2001-10-05,1458632569
2001-10-08,1463223073
2001-10-09,1457484943
2001-10-10,1462075447
2001-10-11,1474699332
2001-10-12,1464370699
2001-10-15,1477568397
2001-10-16,1476994584
2001-10-17,1468961203
2001-10-18,1460354008
2001-10-19,1456337317
2001-10-22,1452320627
2001-10-23,1447156310
2001-10-24,1438549115
2001-10-25,1443713432
2001-10-26,1437975302
2001-10-29,1433958612
2001-10-30,1428794295
2001-10-31,1420187100
2001-11-01,1447156310
2001-11-02,1443139619
2001-11-05,1465518325
2001-11-06,1491913722
2001-11-07,1457484943
2001-11-08,1463223073
2001-11-09,1466665951
2001-11-12,1466665951
2001-11-13,1462649260
2001-11-14,1471830268
2001-11-15,1474699332
2001-11-16,1466092138
2001-11-19,1459206382
2001-11-20,1462075447
2001-11-21,1474125519
2001-11-23,1486175592
2001-11-26,1491913722
2001-11-27,1485027966
2001-11-28,1488470844
2001-11-29,1515440053
2001-11-30,1491913722
2001-12-03,1501668542
2001-12-04,1544704515
2001-12-05,1549868831
2001-12-06,1560197465
2001-12-07,1550442644
2001-12-10,1526916313
2001-12-11,1526916313
2001-12-12,1524047248
2001-12-13,1514866240
2001-12-14,1523473435
2001-12-17,1560771278
2001-12-18,1576838041
2001-12-19,1567657034
2001-12-20,1549295019
2001-12-21,1537818759
2001-12-24,1549295019
2001-12-26,1549295019
2001-12-27,1557902213
2001-12-28,1568804659
2001-12-31,1619941603
2002-01-02,1581997025
2002-01-03,1612352687
2002-01-04,1614103976
2002-01-07,1620525366
2002-01-08,1622860417
2002-01-09,1622276654
2002-01-10,1623444179
2002-01-11,1623444179
2002-01-14,1634535672
2002-01-15,1640373299
2002-01-16,1637454485
2002-01-17,1669561436
2002-01-18,1646210926
2002-01-22,1640373299
2002-01-23,1644459638
2002-01-24,1650881028
2002-01-25,1643292113
2002-01-28,1639789536
2002-01-29,1645627164
2002-01-30,1675399063
2002-01-31,1675399063
2002-02-01,1681236691
2002-02-04,1678317877
2002-02-05,1684155504
2002-02-06,1678317877
2002-02-07,1675399063
2002-02-08,1642708350
2002-02-11,1669561436
2002-02-12,1670728961
2002-02-13,1668393910
2002-02-14,1659053707
2002-02-15,1664307571
2002-02-19,1657886181
2002-02-20,1671312724
2002-02-21,1652048554
2002-02-22,1663723809
2002-02-25,1662556283
2002-02-26,1657886181
2002-02-27,1665475097
2002-02-28,1652048554
2002-03-01,1652048554
2002-03-04,1680652928
2002-03-05,1687074318
2002-03-06,1689993132
2002-03-07,1698749573
2002-03-08,1703419675
2002-03-11,1670728961
2002-03-12,1677734114
2002-03-13,1684155504
2002-03-14,1698749573
2002-03-15,1705754726
2002-03-18,1697582047
2002-03-19,1713343641
2002-03-20,1704587200
2002-03-21,1722100083
2002-03-22,1707506014
2002-03-25,1704587200
2002-03-26,1708673539
2002-03-27,1703419675
2002-03-28,1694079471
2002-04-01,1697104000
2002-04-02,1682574000
2002-04-03,1669787600
2002-04-04,1661650800
2002-04-05,1677924400
2002-04-08,1685480000
2002-04-09,1694198000
2002-04-10,1708728000
2002-04-11,1707565600
2002-04-12,1723258000
2002-04-15,1720352000
2002-04-16,1723258000
2002-04-17,1714540000
2002-04-18,1711634000
2002-04-19,1702916000
2002-04-22,1694198000
2002-04-23,1680830400
2002-04-24,1691873200
2002-04-25,1700010000
2002-04-26,1686642400
2002-04-29,1693035600
2002-04-30,1708728000
2002-05-01,1731394800
2002-05-02,1755224000
2002-05-03,1755224000
2002-05-06,1749412000
2002-05-07,1737788000
2002-05-08,1743018800
2002-05-09,1694198000
2002-05-10,1662813200
2002-05-13,1673856000
2002-05-14,1673856000
2002-05-15,1698847600
2002-05-16,1705822000
2002-05-17,1702916000
2002-05-20,1702916000
2002-05-21,1697104000
2002-05-22,1683736400
2002-05-23,1711634000
2002-05-24,1708728000
2002-05-28,1697104000
2002-05-29,1708728000
2002-05-30,1705240800
2002-05-31,1706403200
2002-06-03,1714540000
2002-06-04,1711634000
2002-06-05,1708728000
2002-06-06,1705822000
2002-06-07,1701172400
2002-06-10,1700010000
2002-06-11,1707565600
2002-06-12,1702916000
2002-06-13,1690129600
2002-06-14,1705822000
2002-06-17,1752318000
2002-06-18,1743018800
2002-06-19,1737788000
2002-06-20,1731976000
2002-06-21,1758130000
2002-06-24,1756386400
2002-06-25,1756386400
2002-06-26,1745924800
2002-06-27,1733138400
2002-06-28,1723258000
2002-07-01,1752070320
2002-07-02,1777158240
2002-07-03,1763155680
2002-07-05,1796995200
2002-07-08,1739234640
2002-07-09,1750320000
2002-07-10,1718230800
2002-07-11,1705395120
2002-07-12,1698977280
2002-07-15,1715313600
2002-07-16,1729899600
2002-07-17,1718230800
2002-07-18,1683224400
2002-07-19,1662804000
2002-07-22,1635382320
2002-07-23,1563619200
2002-07-24,1578788640
2002-07-25,1662804000
2002-07-26,1699560720
2002-07-29,1823250000
2002-07-30,1823833440
2002-07-31,1837836000
2002-08-01,1806913680
2002-08-02,1799912400
2002-08-05,1761988800
2002-08-06,1746819360
2002-08-07,1773657600
2002-08-08,1785326400
2002-08-09,1791744240
2002-08-12,1802829600
2002-08-13,1799912400
2002-08-14,1802829600
2002-08-15,1808664000
2002-08-16,1827334080
2002-08-19,1801079280
2002-08-20,1783576080
2002-08-21,1806913680
2002-08-22,1795244880
2002-08-23,1794078000
2002-08-26,1813331520
2002-08-27,1810414320
2002-08-28,1855339200
2002-08-29,1826167200
2002-08-30,1852422000
2002-09-03,1830834720
2002-09-04,1837836000
2002-09-05,1804579920
2002-09-06,1817415600
2002-09-09,1811581200
2002-09-10,1808664000
2002-09-11,1808664000
2002-09-12,1802829600
2002-09-13,1803413040
2002-09-16,1792911120
2002-09-17,1785326400
2002-09-18,1788827040
2002-09-19,1779492000
2002-09-20,1785326400
2002-09-23,1784159520
2002-09-24,1776574800
2002-09-25,1764906000
2002-09-26,1779492000
2002-09-27,1785326400
2002-09-30,1825622953
2002-10-01,1807955634
2002-10-02,1807366723
2002-10-03,1803244349
2002-10-04,1796177421
2002-10-07,1783221387
2002-10-08,1761431694
2002-10-09,1721974682
2002-10-10,1759664962
2002-10-11,1802655438
2002-10-14,1754953677
2002-10-15,1800888706
2002-10-16,1776154460
2002-10-17,1793232868
2002-10-18,1772620996
2002-10-21,1784988119
2002-10-22,1782043566
2002-10-23,1780276834
2002-10-24,1822678399
2002-10-25,1834456612
2002-10-28,1838578986
2002-10-29,1812666919
2002-10-30,1832689880
2002-10-31,1840934629
2002-11-01,1872735803
2002-11-04,1885691837
2002-11-05,1889225301
2002-11-06,1878624909
2002-11-07,1871557982
2002-11-08,1848590467
2002-11-11,1829156416
2002-11-12,1852123931
2002-11-13,1840345718
2002-11-14,1859190858
2002-11-15,1825622953
2002-11-18,1824445131
2002-11-19,1823856221
2002-11-20,1815022561
2002-11-21,1825034042
2002-11-22,1812078008
2002-11-25,1826211863
2002-11-26,1810900187
2002-11-27,1823856221
2002-11-29,1819733846
2002-12-02,1828567506
2002-12-03,1816789293
2002-12-04,1834456612
2002-12-05,1826800774
2002-12-06,1830334238
2002-12-09,1831512059
2002-12-10,1837401165
2002-12-11,1832689880
2002-12-12,1824445131
2002-12-13,1826800774
2002-12-16,1846234825
2002-12-17,1841523540
2002-12-18,1833867701
2002-12-19,1829156416
2002-12-20,1840345718
2002-12-23,1852123931
2002-12-24,1874502535
2002-12-26,1878035999
2002-12-27,1881569462
2002-12-30,1887458569
2002-12-31,1935792010
2003-01-02,1938779344
2003-01-03,1938779344
2003-01-06,1949533744
2003-01-07,1929817344
2003-01-08,1912490810
2003-01-09,1909503477
2003-01-10,1902931343
2003-01-13,1893969343
2003-01-14,1886202277
2003-01-15,1896359210
2003-01-16,1877837743
2003-01-17,1862303610
2003-01-21,1857523877
2003-01-22,1850951743
2003-01-23,1850951743
2003-01-24,1844379610
2003-01-27,1828248010
2003-01-28,1828248010
2003-01-29,1849159343
2003-01-30,1858121343
2003-01-31,1892774410
2003-02-03,1886202277
2003-02-04,1891579477
2003-02-05,1898151610
2003-02-06,1918465477
2003-02-07,1913685744
2003-02-10,1907711077
2003-02-11,1899346543
2003-02-12,1893371877
2003-02-13,1886799743
2003-02-14,1868278277
2003-02-18,1887994677
2003-02-19,1890384543
2003-02-20,1896359210
2003-02-21,1926232544
2003-02-24,1919062944
2003-02-25,1931609744
2003-02-26,1923842677
2003-02-27,1926830010
2003-02-28,1922050277
2003-03-03,1926830010
2003-03-04,1931609744
2003-03-05,1933999610
2003-03-06,1944156544
2003-03-07,1942364144
2003-03-10,1917868010
2003-03-11,1936389477
2003-03-12,1935194544
2003-03-13,1950728677
2003-03-14,1942961610
2003-03-17,1967457744
2003-03-18,1964470410
2003-03-19,1978809611
2003-03-20,1989564011
2003-03-21,1995538677
2003-03-24,1956703344
2003-03-25,1957898277
2003-03-26,1956105877
2003-03-27,1946546410
2003-03-28,1950131210
2003-03-31,1964126500
2003-04-01,1987970221
2003-04-02,1989162407
2003-04-03,1984989756
2003-04-04,1970087431
2003-04-07,1967106966
2003-04-08,2003468640
2003-04-09,2008833477
2003-04-10,1995719430
2003-04-11,1993931151
2003-04-14,2014794407
2003-04-15,2014794407
2003-04-16,2024331895
2003-04-17,2024331895
2003-04-21,2031485012
2003-04-22,2053540453
2003-04-23,2038638128
2003-04-24,2020755337
2003-04-25,2011217849
2003-04-28,1990950686
2003-04-29,1990950686
2003-04-30,1967106966
2003-05-01,1980817105
2003-05-02,2005256919
2003-05-05,2035657663
2003-05-06,2045195151
2003-05-07,2025524081
2003-05-08,2050559988
2003-05-09,2062481849
2003-05-12,2073211523
2003-05-13,2070231058
2003-05-14,2080364639
2003-05-15,2003468640
2003-05-16,2020159244
2003-05-19,2005853012
2003-05-20,2007045198
2003-05-21,2021351430
2003-05-22,2071423244
2003-05-23,2046983430
2003-05-27,2046387337
2003-05-28,2024331895
2003-05-29,1990950686
2003-05-30,2025524081
2003-06-02,2038638128
2003-06-03,2026120174
2003-06-04,2052944360
2003-06-05,2050559988
2003-06-06,2071423244
2003-06-09,2077384174
2003-06-10,2113149755
2003-06-11,2119110686
2003-06-12,2053540453
2003-06-13,2017774872
2003-06-16,2027908454
2003-06-17,1982009291
2003-06-18,1940878873
2003-06-19,2059501384
2003-06-20,2062481849
2003-06-23,2027312361
2003-06-24,2022543616
2003-06-25,2021351430
2003-06-26,2047579523
2003-06-27,2072019337
2003-06-30,2002537733
2003-07-01,2016849752
2003-07-02,2032306733
2003-07-03,2034596656
2003-07-07,2055205964
2003-07-08,2049481156
2003-07-09,2047763714
2003-07-10,2013987348
2003-07-11,2036886579
2003-07-14,2052343560
2003-07-15,2046618752
2003-07-16,2023719521
2003-07-17,2001392771
2003-07-18,2000820291
2003-07-21,1995095483
2003-07-22,2004827656
2003-07-23,1999675329
2003-07-24,2017994714
2003-07-25,2042038906
2003-07-28,2031734252
2003-07-29,2054633483
2003-07-30,2089554810
2003-07-31,2082685041
2003-08-01,2069517983
2003-08-04,2060358291
2003-08-05,2053488521
2003-08-06,2056350925
2003-08-07,2059785810
2003-08-08,2060358291
2003-08-11,2063793175
2003-08-12,2058640848
2003-08-13,2049481156
2003-08-14,2043183868
2003-08-15,2028871848
2003-08-18,2024864483
2003-08-19,2042038906
2003-08-20,2040893945
2003-08-21,2029444329
2003-08-22,1991660598
2003-08-25,1979638502
2003-08-26,1997957887
2003-08-27,2010552464
2003-08-28,2016277271
2003-08-29,2019712156
2003-09-02,2035169137
2003-09-03,2055205964
2003-09-04,2056350925
2003-09-05,2055778445
2003-09-08,2058068368
2003-09-09,2056350925
2003-09-10,2040321464
2003-09-11,2052343560
2003-09-12,2058640848
2003-09-15,2049481156
2003-09-16,2035741618
2003-09-17,2034024175
2003-09-18,2055205964
2003-09-19,2072380387
2003-09-22,2066655579
2003-09-23,2069517983
2003-09-24,2055205964
2003-09-25,2070662945
2003-09-26,2067800541
2003-09-29,2074097829
2003-09-30,2179077803
2003-10-01,2158380999
2003-10-02,2170207744
2003-10-03,2176121116
2003-10-06,2216923387
2003-10-07,2206870654
2003-10-08,2235254842
2003-10-09,2252994960
2003-10-10,2252994960
2003-10-13,2253586297
2003-10-14,2254768972
2003-10-15,2225202109
2003-10-16,2219880074
2003-10-17,2186765187
2003-10-20,2182034489
2003-10-21,2176712454
2003-10-22,2157789661
2003-10-23,2148919602
2003-10-24,2142414892
2003-10-27,2154241638
2003-10-28,2119944077
2003-10-29,2158972336
2003-10-30,2167251057
2003-10-31,2192678560
2003-11-03,2202731293
2003-11-04,2187947862
2003-11-05,2170207744
2003-11-06,2199183269
2003-11-07,2228158795
2003-11-10,2235254842
2003-11-11,2210418677
2003-11-12,2238802866
2003-11-13,2247081588
2003-11-14,2278422462
2003-11-17,2247081588
2003-11-18,2252994960
2003-11-19,2258908333
2003-11-20,2258908333
2003-11-21,2261865019
2003-11-24,2264821705
2003-11-25,2267778392
2003-11-26,2294388568
2003-11-28,2335782177
2003-12-01,2353522294
2003-12-02,2354704969
2003-12-03,2357070318
2003-12-04,2330460141
2003-12-05,2309172000
2003-12-08,2362392353
2003-12-09,2365349040
2003-12-10,2347608922
2003-12-11,2349974271
2003-12-12,2353522294
2003-12-15,2334008165
2003-12-16,2326912118
2003-12-17,2318633396
2003-12-18,2326912118
2003-12-19,2337556188
2003-12-22,2347017584
2003-12-23,2316859384
2003-12-24,2356478981
2003-12-26,2360027004
2003-12-29,2377175785
2003-12-30,2366531714
2003-12-31,2371075000
2004-01-02,2366910000
2004-01-05,2374050000
2004-01-06,2362745000
2004-01-07,2368100000
2004-01-08,2385950000
2004-01-09,2377025000
2004-01-12,2349060000
2004-01-13,2393090000
2004-01-14,2388925000
2004-01-15,2424625000
2004-01-16,2389520000
2004-01-20,2378215000
2004-01-21,2374050000
2004-01-22,2385950000
2004-01-23,2383570000
2004-01-26,2433550000
2004-01-27,2436525000
2004-01-28,2442475000
2004-01-29,2481150000
2004-01-30,2481150000
2004-02-02,2522800000
2004-02-03,2505545000
2004-02-04,2469250000
2004-02-05,2465680000
2004-02-06,2544220000
2004-02-09,2513280000
2004-02-10,2513875000
2004-02-11,2513875000
2004-02-12,2495430000
2004-02-13,2478175000
2004-02-17,2468060000
2004-02-18,2459730000
2004-02-19,2478175000
2004-02-20,2463300000
2004-02-23,2464490000
2004-02-24,2468060000
2004-02-25,2486505000
2004-02-26,2478175000
2004-02-27,2496025000
2004-03-01,2546600000
2004-03-02,2579325000
2004-03-03,2585275000
2004-03-04,2595390000
2004-03-05,2629900000
2004-03-08,2637635000
2004-03-09,2641800000
2004-03-10,2585275000
2004-03-11,2572185000
2004-03-12,2588250000
2004-03-15,2590630000
2004-03-16,2616810000
2004-03-17,2638825000
2004-03-18,2673930000
2004-03-19,2688210000
2004-03-22,2674525000
2004-03-23,2704275000
2004-03-24,2689400000
2004-03-25,2707845000
2004-03-26,2665600000
2004-03-29,2680475000
2004-03-30,2723910000
2004-03-31,2856114795
2004-04-01,2884840966
2004-04-02,2841446112
2004-04-05,2744266088
2004-04-06,2602468820
2004-04-07,2612859138
2004-04-08,2530958991
2004-04-12,2384883358
2004-04-13,2368381090
2004-04-14,2348211651
2004-04-15,2396496065
2004-04-16,2409942358
2004-04-19,2437446138
2004-04-20,2324986236
2004-04-21,2339654919
2004-04-22,2375104236
2004-04-23,2357379577
2004-04-26,2378771407
2004-04-27,2414831919
2004-04-28,2384272163
2004-04-29,2340877309
2004-04-30,2317040699
2004-05-03,2316429504
2004-05-04,2313373529
2004-05-05,2255309992
2004-05-06,2270589870
2004-05-07,2191134505
2004-05-10,2145906066
2004-05-11,2175854627
2004-05-12,2191134505
2004-05-13,2191134505
2004-05-14,2221694261
2004-05-17,2232695773
2004-05-18,2293815285
2004-05-19,2236974139
2004-05-20,2280368992
2004-05-21,2295037675
2004-05-24,2334765358
2004-05-25,2381827382
2004-05-26,2405052797
2004-05-27,2425222236
2004-05-28,2463116333
2004-06-01,2435612553
2004-06-02,2452726016
2004-06-03,2460671553
2004-06-04,2463116333
2004-06-07,2491842504
2004-06-08,2491842504
2004-06-09,2484508162
2004-06-10,2479007406
2004-06-14,2432556577
2004-06-15,2486952943
2004-06-16,2499788040
2004-06-17,2527291821
2004-06-18,2537682138
2004-06-21,2579854601
2004-06-22,2587188942
2004-06-23,2626305430
2004-06-24,2628750211
2004-06-25,2713706332
2004-06-28,2664199528
2004-06-29,2589022528
2004-06-30,2630879479
2004-07-01,2655409824
2004-07-02,2713056134
2004-07-06,2706310290
2004-07-07,2711829617
2004-07-08,2647437462
2004-07-09,2641918134
2004-07-12,2652343531
2004-07-13,2629039703
2004-07-14,2641918134
2004-07-15,2689752307
2004-07-16,2676873876
2004-07-19,2719801979
2004-07-20,2710603100
2004-07-21,2713056134
2004-07-22,2638851841
2004-07-23,2624746893
2004-07-26,2591017669
2004-07-27,2603282841
2004-07-28,2596536997
2004-07-29,2591017669
2004-07-30,2606349135
2004-08-02,2648663979
2004-08-03,2670741290
2004-08-04,2705083772
2004-08-05,2652343531
2004-08-06,2632719255
2004-08-09,2622907117
2004-08-10,2612481721
2004-08-11,2628426445
2004-08-12,2581818790
2004-08-13,2584885083
2004-08-16,2612481721
2004-08-17,2667674997
2004-08-18,2725934565
2004-08-19,2686072755
2004-08-20,2781127841
2004-08-23,2768862669
2004-08-24,2813017289
