,REG
2009-04-14,2536886100
2009-04-15,2765128740
2009-04-16,2851490819
2009-04-17,2978720670
2009-04-20,2630959080
2009-04-21,2811394140
2009-04-22,2781321630
2009-04-23,2822960490
2009-04-24,2927828730
2009-04-27,2683393200
2009-04-28,2745080400
2009-04-29,2836069020
2009-04-30,2887732050
2009-05-01,2684935380
2009-05-04,2917033470
2009-05-05,2741224950
2009-05-06,2867683710
2009-05-07,2611681830
2009-05-08,2888503140
2009-05-11,2753562390
2009-05-12,2688790830
2009-05-13,2415824970
2009-05-14,2472114540
2009-05-15,2378812650
2009-05-18,2556934439
2009-05-19,2502187050
2009-05-20,2547681360
2009-05-21,2579296050
2009-05-22,2539199370
2009-05-26,2697272819
2009-05-27,2626332540
2009-05-28,2654862870
2009-05-29,2747393670
2009-06-01,2849948640
2009-06-02,2824502670
2009-06-03,2785177080
2009-06-04,2881563330
2009-06-05,2869225890
2009-06-08,2860743900
2009-06-09,2875394610
2009-06-10,2794430160
2009-06-11,2737369500
2009-06-12,2822960490
2009-06-15,2660260500
2009-06-16,2612452920
2009-06-17,2593946760
2009-06-18,2604742020
2009-06-19,2672597939
2009-06-22,2537657189
2009-06-23,2512982310
2009-06-24,2564645340
2009-06-25,2611681830
2009-06-26,2677224480
2009-06-29,2666429220
2009-06-30,2790286479
2009-07-01,2827053360
2009-07-02,2633627600
2009-07-06,2730340479
2009-07-07,2576079439
2009-07-08,2546506080
2009-07-09,2473771600
2009-07-10,2467377360
2009-07-13,2568086640
2009-07-14,2568885920
2009-07-15,2687179360
2009-07-16,2726344080
2009-07-17,2352281040
2009-07-20,2357076720
2009-07-21,2277948000
2009-07-22,2297930000
2009-07-23,2353879600
2009-07-24,2429011920
2009-07-27,2458585280
2009-07-28,2463380960
2009-07-29,2429011920
2009-07-30,2566488080
2009-07-31,2564090240
2009-08-03,2577678000
2009-08-04,2685580800
2009-08-05,2799877840
2009-08-06,2675190160
2009-08-07,2809469200
2009-08-10,2742329680
2009-08-11,2662401680
2009-08-12,2647215360
2009-08-13,2681584400
2009-08-14,2635226160
2009-08-17,2516133440
2009-08-18,2529721200
2009-08-19,2515334160
2009-08-20,2585670800
2009-08-21,2621638400
2009-08-24,2584072240
2009-08-25,2631229760
2009-08-26,2628831920
2009-08-27,2654408880
2009-08-28,2691175760
2009-08-31,2681584400
2009-09-01,2579276560
2009-09-02,2487359360
2009-09-03,2528122640
2009-09-04,2563290960
2009-09-08,2679985840
2009-09-09,2805472800
2009-09-10,2928561920
2009-09-11,2968525920
2009-09-14,3021278400
2009-09-15,3070833760
2009-09-16,3192324320
2009-09-17,3233886880
2009-09-18,3281044400
2009-09-21,3169145200
2009-09-22,3239481840
2009-09-23,3071633040
2009-09-24,2916572720
2009-09-25,2899787840
2009-09-28,2986110080
2009-09-29,2965328800
2009-09-30,2982895500
2009-10-01,2860520300
2009-10-02,2766323600
2009-10-05,2801748000
2009-10-06,2801748000
2009-10-07,2794502100
2009-10-08,2852469300
2009-10-09,2862935600
2009-10-12,2809799000
2009-10-13,2753442000
2009-10-14,2875817200
2009-10-15,2882258000
2009-10-16,2804968400
2009-10-19,2868571300
2009-10-20,2850054000
2009-10-21,2840392800
2009-10-22,2917682400
2009-10-23,2902385500
2009-10-26,2882258000
2009-10-27,2833952000
2009-10-28,2667296300
2009-10-29,2796112299
2009-10-30,2701110500
2009-11-02,2620600500
2009-11-03,2723653300
2009-11-04,2700305400
2009-11-05,2668906500
2009-11-06,2627041300
2009-11-09,2773569500
2009-11-10,2741365500
2009-11-11,2799332700
2009-11-12,2731704300
2009-11-13,2752636900
2009-11-16,2729289000
2009-11-17,2713992100
2009-11-18,2719627800
2009-11-19,2643143300
2009-11-20,2640728000
2009-11-23,2689034000
2009-11-24,2619795400
2009-11-25,2620600500
2009-11-27,2545726200
2009-11-30,2694669700
2009-12-01,2735729799
2009-12-02,2700305400
2009-12-03,2655219799
2009-12-04,2697890100
2009-12-07,2608524000
2009-12-08,2599667900
2009-12-09,2664075900
2009-12-10,2693059500
2009-12-11,2740560400
2009-12-14,2755052200
2009-12-15,2712381900
2009-12-16,2732509400
2009-12-17,2695474799
2009-12-18,2709161500
2009-12-21,2723653300
2009-12-22,2780010300
2009-12-23,2853274400
2009-12-24,2870986599
2009-12-28,2883868200
2009-12-29,2821070400
2009-12-30,2834757100
2009-12-31,2836634480
2010-01-04,2813171160
2010-01-05,2833398160
2010-01-06,2837443560
2010-01-07,2859288720
2010-01-08,2854434240
2010-01-11,2897315480
2010-01-12,2843916200
2010-01-13,2926442360
2010-01-14,2912688000
2010-01-15,2947478440
2010-01-19,3044568040
2010-01-20,2970132680
2010-01-21,2895697320
2010-01-22,2814789320
2010-01-25,2775144400
2010-01-26,2764626360
2010-01-27,2770289920
2010-01-28,2729835920
2010-01-29,2709608920
2010-02-01,2773526240
2010-02-02,2775953480
2010-02-03,2724172360
2010-02-04,2641646200
2010-02-05,2738735800
2010-02-08,2683718360
2010-02-09,2634364480
2010-02-10,2632746320
2010-02-11,2642455279
2010-02-12,2637600800
2010-02-16,2721745120
2010-02-17,2724981440
2010-02-18,2765435440
2010-02-19,2774335320
2010-02-22,2744399360
2010-02-23,2712845240
2010-02-24,2769480839
2010-02-25,2783235200
2010-02-26,2805080360
2010-03-01,2857670560
2010-03-02,2861715960
2010-03-03,2856861480
2010-03-04,2868188600
2010-03-05,2944242120
2010-03-08,2975796240
2010-03-09,2996832320
2010-03-10,2978223480
2010-03-11,2984696120
2010-03-12,3039713560
2010-03-15,3026768279
2010-03-16,3128712360
2010-03-17,3185347960
2010-03-18,3154602920
2010-03-19,3100394560
2010-03-22,3146512120
2010-03-23,3136803160
2010-03-24,3137612240
2010-03-25,3159457400
2010-03-26,3123048800
2010-03-29,3098776400
2010-03-30,3064795040
2010-03-31,3037093380
2010-04-01,3036282840
2010-04-05,3097883880
2010-04-06,3165158700
2010-04-07,3089778480
2010-04-08,3075188760
2010-04-09,3104368200
2010-04-12,3067083360
2010-04-13,3203254080
2010-04-14,3200822460
2010-04-15,3166779780
2010-04-16,3110852520
2010-04-19,3088967940
2010-04-20,3124631700
2010-04-21,3197580300
2010-04-22,3230812440
2010-04-23,3273771060
2010-04-26,3292413480
2010-04-27,3194338139
2010-04-28,3204064620
2010-04-29,3400215300
2010-04-30,3327266700
2010-05-03,3401025840
2010-05-04,3260802419
2010-05-05,3215412180
2010-05-06,3213791100
2010-05-07,3156242760
2010-05-10,3384004500
2010-05-11,3354014520
2010-05-12,3372656940
2010-05-13,3253507560
2010-05-14,3110041980
2010-05-17,3077620380
2010-05-18,3004671780
2010-05-19,2986029360
2010-05-20,2866069440
2010-05-21,2969008020
2010-05-24,2906596440
2010-05-25,2903354280
2010-05-26,2858774580
2010-05-27,3007913940
2010-05-28,2978734500
2010-06-01,2943070740
2010-06-02,2973871260
2010-06-03,2935775880
2010-06-04,2759078160
2010-06-07,2756646540
2010-06-08,2843374320
2010-06-09,2835268919
2010-06-10,2971439639
2010-06-11,3039525000
2010-06-14,3044388240
2010-06-15,3131926560
2010-06-16,3107610360
2010-06-17,3099504960
2010-06-18,3084915240
2010-06-21,3092210100
2010-06-22,2972250180
2010-06-23,2981976660
2010-06-24,2897680500
2010-06-25,2985218820
2010-06-28,2931723180
2010-06-29,2820679200
2010-06-30,2792144800
2010-07-01,2775911400
2010-07-02,2698802750
2010-07-06,2617635750
2010-07-07,2743444600
2010-07-08,2763736350
2010-07-09,2809189870
2010-07-12,2815683230
2010-07-13,2881428500
2010-07-14,2866006770
2010-07-15,2824611600
2010-07-16,2727211200
2010-07-19,2775099730
2010-07-20,2800261500
2010-07-21,2743444600
2010-07-22,2887110190
2010-07-23,2939057070
2010-07-26,3047009180
2010-07-27,3063242580
2010-07-28,3025094090
2010-07-29,3035645800
2010-07-30,3063242580
2010-08-02,3207719840
2010-08-03,3161454650
2010-08-04,3197168130
2010-08-05,3208531510
2010-08-06,3210966520
2010-08-09,3255608370
2010-08-10,3223953240
2010-08-11,3103826080
2010-08-12,3033210790
2010-08-13,2999932320
2010-08-16,2972335540
2010-08-17,3038892480
2010-08-18,3065677590
2010-08-19,2962595500
2010-08-20,2952855460
2010-08-23,2938245400
2010-08-24,2921200330
2010-08-25,2972335540
2010-08-26,2933375380
2010-08-27,2978017230
2010-08-30,2943927090
2010-08-31,2959348820
2010-09-01,3072982620
2010-09-02,3150902940
2010-09-03,3193109780
2010-09-07,3166324670
2010-09-08,3184993080
2010-09-09,3190674770
2010-09-10,3210966520
2010-09-13,3266160080
2010-09-14,3232881610
2010-09-15,3222329900
2010-09-16,3197979800
2010-09-17,3188239760
2010-09-20,3241809980
2010-09-21,3189863100
2010-09-22,3184181409
2010-09-23,3095709380
2010-09-24,3190674770
2010-09-27,3115189460
2010-09-28,3181746400
2010-09-29,3150091270
2010-09-30,4312886900
2010-10-01,4327092000
2010-10-04,4436362000
2010-10-05,4503016700
2010-10-06,4503016700
2010-10-07,4505202100
2010-10-08,4504109400
2010-10-11,4513943700
2010-10-12,4530334200
2010-10-13,4609008600
2010-10-14,4580598400
2010-10-15,4581691100
2010-10-18,4609008600
2010-10-19,4582783800
2010-10-20,4670199800
2010-10-21,4672385200
2010-10-22,4690961100
2010-10-25,4675663300
2010-10-26,4640696900
2010-10-27,4616657500
2010-10-28,4629769900
2010-10-29,4609008600
2010-11-01,4673477900
2010-11-02,4764172000
2010-11-03,4753245000
2010-11-04,4774006300
2010-11-05,4895296000
2010-11-08,4859236900
2010-11-09,4653809300
2010-11-10,4728112900
2010-11-11,4707351600
2010-11-12,4596988900
2010-11-15,4542353900
2010-11-16,4391561300
2010-11-17,4458216000
2010-11-18,4489904300
2010-11-19,4519407200
2010-11-22,4483348100
2010-11-23,4447289000
2010-11-24,4552188200
2010-11-26,4525963400
2010-11-29,4524870700
2010-11-30,4449474400
2010-12-01,4485533500
2010-12-02,4562022500
2010-12-03,4540168500
2010-12-06,4583876500
2010-12-07,4645067700
2010-12-08,4580598400
2010-12-09,4517221800
2010-12-10,4529241500
2010-12-13,4497553200
2010-12-14,4430898500
2010-12-15,4389375900
2010-12-16,4393746700
2010-12-17,4450567100
2010-12-20,4489904300
2010-12-21,4509572900
2010-12-22,4551095500
2010-12-23,4498645900
2010-12-27,4547817400
2010-12-28,4570764100
2010-12-29,4583876500
2010-12-30,4605730500
2010-12-31,3510101760
2011-01-03,3576580960
2011-01-04,3484341070
2011-01-05,3502622850
2011-01-06,3486003050
2011-01-07,3451101470
2011-01-10,3451101470
2011-01-11,3455256420
2011-01-12,3467721269
2011-01-13,3436143650
2011-01-14,3441129589
2011-01-18,3488496019
2011-01-19,3445284540
2011-01-20,3458580380
2011-01-21,3438636620
2011-01-24,3472707210
2011-01-25,3518411660
2011-01-26,3498467900
2011-01-27,3580735910
2011-01-28,3550820269
2011-01-31,3582397890
2011-02-01,3619792440
2011-02-02,3596524720
2011-02-03,3548327300
2011-02-04,3490158000
2011-02-07,3514256710
2011-02-08,3515087700
2011-02-09,3514256710
2011-02-10,3587383830
2011-02-11,3580735910
2011-02-14,3557468190
2011-02-15,3589876800
2011-02-16,3624778380
2011-02-17,3630595310
2011-02-18,3648046100
2011-02-22,3648046100
2011-02-23,3638074220
2011-02-24,3599017690
2011-02-25,3685440650
2011-02-28,3760229750
2011-03-01,3638905210
2011-03-02,3592369769
2011-03-03,3645553130
2011-03-04,3613975510
2011-03-07,3605665610
2011-03-08,3681285700
2011-03-09,3671313820
2011-03-10,3628933330
2011-03-11,3664665900
2011-03-14,3605665610
2011-03-15,3563285120
2011-03-16,3487665030
2011-03-17,3531707500
2011-03-18,3548327300
2011-03-21,3561623140
2011-03-22,3526721560
2011-03-23,3435312660
2011-03-24,3453594440
2011-03-25,3499298890
2011-03-28,3505946810
2011-03-29,3505946810
2011-03-30,3589045810
2011-03-31,3872937519
2011-04-01,3883626400
2011-04-04,3897878240
2011-04-05,3881844920
2011-04-06,3903222680
2011-04-07,3820383860
2011-04-08,3790098699
2011-04-11,3784754260
2011-04-12,3732200600
2011-04-13,3741108000
2011-04-14,3815039420
2011-04-15,3848887540
2011-04-18,3827509780
2011-04-19,3888970839
2011-04-20,3972700400
2011-04-21,3977154100
2011-04-25,4008330000
2011-04-26,4052867000
2011-04-27,4101857699
2011-04-28,4173116900
2011-04-29,4191822440
2011-05-02,4193603920
2011-05-03,4177570600
2011-05-04,4165990980
2011-05-05,4084933640
2011-05-06,4046631820
2011-05-09,4037724420
2011-05-10,4093841040
2011-05-11,4040396640
2011-05-12,4051085519
2011-05-13,4031489240
2011-05-16,4014565180
2011-05-17,4022581839
2011-05-18,4100966960
2011-05-19,4102748440
2011-05-20,4015455920
2011-05-23,3985170760
2011-05-24,4002094820
2011-05-25,4040396640
2011-05-26,4076916980
2011-05-27,4097404000
2011-05-31,4125016940
2011-06-01,3958448560
2011-06-02,3928163400
2011-06-03,3927272660
2011-06-06,3869374560
2011-06-07,3906785640
2011-06-08,3874719000
2011-06-09,3813257940
2011-06-10,3707259880
2011-06-13,3713495060
2011-06-14,3741108000
2011-06-15,3691226560
2011-06-16,3721511720
2011-06-17,3784754260
2011-06-20,3823946820
2011-06-21,3853341240
2011-06-22,3866702339
2011-06-23,3801678320
2011-06-24,3799006100
2011-06-27,3815039420
2011-06-28,3847996800
2011-06-29,3919256000
2011-06-30,3935578820
2011-07-01,4026874940
2011-07-05,4073418060
2011-07-06,4125331540
2011-07-07,4184405500
2011-07-08,4204991879
2011-07-11,4161133940
2011-07-12,4196936340
2011-07-13,4165609240
2011-07-14,4136967320
2011-07-15,4166504299
2011-07-18,4145917920
2011-07-19,4232738740
2011-07-20,4235423920
2011-07-21,4204096820
2011-07-22,4224683200
2011-07-25,4173664780
2011-07-26,4185300560
2011-07-27,4039405780
2011-07-28,4027770000
2011-07-29,4020609520
2011-08-01,3974961459
2011-08-02,3780733440
2011-08-03,3730610080
2011-08-04,3432555100
2011-08-05,3368110780
2011-08-08,3053049660
2011-08-09,3313512120
2011-08-10,3258018400
2011-08-11,3479098220
2011-08-12,3483573520
2011-08-15,3560548680
2011-08-16,3571289400
2011-08-17,3627678180
2011-08-18,3487153760
2011-08-19,3454036540
2011-08-22,3462987140
2011-08-23,3555178320
2011-08-24,3623202879
2011-08-25,3550703020
2011-08-26,3583820240
2011-08-29,3735980440
2011-08-30,3736875500
2011-08-31,3693017560
2011-09-01,3604406620
2011-09-02,3499684600
2011-09-06,3454931600
2011-09-07,3573974580
2011-09-08,3508635200
2011-09-09,3360055240
2011-09-12,3373481140
2011-09-13,3390487280
2011-09-14,3412863780
2011-09-15,3465672320
2011-09-16,3535487000
2011-09-19,3441505700
2011-09-20,3408388480
2011-09-21,3221320940
2011-09-22,3121074220
2011-09-23,3151506260
2011-09-26,3214160459
2011-09-27,3284870200
2011-09-28,3202524680
2011-09-29,3278604780
2011-09-30,3164331450
2011-10-03,2988784050
2011-10-04,3126714149
2011-10-05,3081036000
2011-10-06,3196574850
2011-10-07,3086409900
2011-10-10,3227026950
2011-10-11,3132088050
2011-10-12,3221653050
2011-10-13,3164331450
2011-10-14,3213592200
2011-10-17,3119548950
2011-10-18,3267331199
2011-10-19,3209113950
2011-10-20,3270913800
2011-10-21,3379287449
2011-10-24,3483182850
2011-10-25,3476913300
2011-10-26,3474226350
2011-10-27,3653356350
2011-10-28,3699034499
2011-10-31,3668582400
2011-11-01,3466165500
2011-11-02,3540504450
2011-11-03,3583495650
2011-11-04,3553043550
2011-11-07,3521695800
2011-11-08,3550356600
2011-11-09,3357791850
2011-11-10,3354209250
2011-11-11,3421383000
2011-11-14,3318383249
2011-11-15,3373017899
2011-11-16,3345252750
2011-11-17,3287931150
2011-11-18,3315696300
2011-11-21,3209113950
2011-11-22,3199261800
2011-11-23,3086409900
2011-11-25,3098949000
2011-11-28,3195679200
2011-11-29,3194783550
2011-11-30,3328235399
2011-12-01,3286139850
2011-12-02,3313905000
2011-12-05,3342565800
2011-12-06,3335400600
2011-12-07,3415113450
2011-12-08,3248522550
2011-12-09,3280765950
2011-12-12,3198366150
2011-12-13,3179557500
2011-12-14,3160748850
2011-12-15,3192992250
2011-12-16,3240461700
2011-12-19,3222548699
2011-12-20,3318383249
2011-12-21,3309426750
2011-12-22,3380183100
2011-12-23,3373913550
2011-12-27,3381078750
2011-12-28,3341670150
2011-12-29,3381974400
2011-12-30,3369435300
2012-01-03,3361507320
2012-01-04,3283644930
2012-01-05,3300649360
2012-01-06,3315863849
2012-01-09,3328393430
2012-01-10,3388356420
2012-01-11,3459954019
2012-01-12,3512757250
2012-01-13,3501122640
2012-01-17,3519022040
2012-01-18,3581669940
2012-01-19,3603149220
2012-01-20,3609414010
2012-01-23,3587934730
2012-01-24,3624628500
2012-01-25,3657742390
2012-01-26,3706965740
2012-01-27,3720390290
2012-01-30,3715020470
2012-01-31,3698016040
2012-02-01,3687276400
2012-02-02,3774983460
2012-02-03,3880589920
2012-02-06,3892224530
2012-02-07,3847476030
2012-02-08,3865375430
2012-02-09,3832261540
2012-02-10,3804517470
2012-02-13,3834051480
2012-02-14,3804517470
2012-02-15,3816152080
2012-02-16,3856425730
2012-02-17,3870745250
2012-02-21,3817942019
2012-02-22,3777668370
2012-02-23,3843896150
2012-02-24,3846581059
2012-02-27,3828681660
2012-02-28,3808992320
2012-02-29,3829576630
2012-03-01,3860005610
2012-03-02,3834946450
2012-03-05,3854635790
2012-03-06,3798252680
2012-03-07,3814362140
2012-03-08,3765138790
2012-03-09,3751714240
2012-03-12,3751714240
2012-03-13,3853740820
2012-03-14,3870745250
2012-03-15,3905649080
2012-03-16,3960242250
2012-03-19,3994251110
2012-03-20,3993356140
2012-03-21,3983511470
2012-03-22,3958452309
2012-03-23,3960242250
2012-03-26,3986196380
2012-03-27,3976351710
2012-03-28,3973666800
2012-03-29,3971876860
2012-03-30,3980826559
2012-04-02,3983155390
2012-04-03,3968837150
2012-04-04,3950044460
2012-04-05,3908879520
2012-04-09,3882032820
2012-04-10,3770171570
2012-04-11,3820285410
2012-04-12,3859660570
2012-04-13,3821180300
2012-04-16,3892771500
2012-04-17,3958098469
2012-04-18,3888297050
2012-04-19,3861450350
2012-04-20,3916038640
2012-04-23,3881137930
2012-04-24,3931251770
2012-04-25,3996578739
2012-04-26,3988524730
2012-04-27,4020740770
2012-04-30,4023425440
2012-05-01,4082488180
2012-05-02,4072644390
2012-05-03,4189874980
2012-05-04,4208667670
2012-05-07,4215826790
2012-05-08,4247147940
2012-05-09,4240883710
2012-05-10,4233724590
2012-05-11,4280258870
2012-05-14,4183610750
2012-05-15,4129917350
2012-05-16,4052956810
2012-05-17,3924092650
2012-05-18,3843552550
2012-05-21,3943780230
2012-05-22,3963467810
2012-05-23,3947359790
2012-05-24,3954518910
2012-05-25,3921407980
2012-05-29,3968837150
2012-05-30,3878453260
2012-05-31,3920513090
2012-06-01,3771066460
2012-06-04,3779120469
2012-06-05,3865029910
2012-06-06,3956308690
2012-06-07,3927672210
2012-06-08,4003737860
2012-06-11,3909774410
2012-06-12,3979575830
2012-06-13,3961678030
2012-06-14,4024320330
2012-06-15,4096806420
2012-06-18,4146920260
2012-06-19,4131707130
2012-06-20,4148710040
2012-06-21,4116494000
2012-06-22,4154974270
2012-06-25,4099491090
2012-06-26,4102175760
2012-06-27,4080698400
2012-06-28,4163028280
2012-06-29,4256991730
2012-07-02,4283489140
2012-07-03,4278113500
2012-07-05,4273633800
2012-07-06,4255715000
2012-07-09,4270945980
2012-07-10,4226148980
2012-07-11,4240484020
2012-07-12,4241379960
2012-07-13,4278113500
2012-07-16,4299616060
2012-07-17,4332765840
2012-07-18,4310367340
2012-07-19,4270945980
2012-07-20,4242275900
2012-07-23,4195687020
2012-07-24,4134763100
2012-07-25,4138346860
2012-07-26,4175976340
2012-07-27,4238692140
2012-07-30,4279009440
2012-07-31,4287072900
2012-08-01,4357852160
2012-08-02,4358748100
2012-08-03,4380250660
2012-08-06,4353372460
2012-08-07,4336349600
2012-08-08,4317534860
2012-08-09,4321118620
2012-08-10,4344413060
2012-08-13,4299616060
2012-08-14,4283489140
2012-08-15,4296032300
2012-08-16,4338141480
2012-08-17,4386522240
2012-08-20,4355164340
2012-08-21,4401753220
2012-08-22,4405336980
2012-08-23,4372187200
2012-08-24,4427735480
2012-08-27,4430423300
2012-08-28,4416984200
2012-08-29,4404441040
2012-08-30,4399961340
2012-08-31,4390106000
2012-09-04,4438486760
2012-09-05,4424151720
2012-09-06,4453717740
2012-09-07,4441174580
2012-09-10,4421463900
2012-09-11,4421463900
2012-09-12,4471636540
2012-09-13,4514641660
2012-09-14,4526288880
2012-09-17,4486867520
2012-09-18,4471636540
2012-09-19,4445654280
2012-09-20,4376666900
2012-09-21,4373083140
2012-09-24,4377562840
2012-09-25,4356060280
2012-09-26,4330078020
2012-09-27,4362331860
2012-09-28,4365915620
2012-10-01,4362464693
2012-10-02,4377774746
2012-10-03,4367868241
2012-10-04,4368768832
2012-10-05,4368768832
2012-10-08,4369669424
2012-10-09,4347154639
2012-10-10,4387681252
2012-10-11,4413798402
2012-10-12,4403891897
2012-10-15,4400289531
2012-10-16,4450722649
2012-10-17,4462430337
2012-10-18,4504758132
2012-10-19,4465132111
2012-10-22,4425506090
2012-10-23,4364265875
2012-10-24,4342651682
2012-10-25,4304826844
2012-10-26,4250791360
2012-10-31,4324639854
2012-11-01,4352558187
2012-11-02,4420102542
2012-11-05,4417400767
2012-11-06,4418301359
2012-11-07,4376874155
2012-11-08,4287715607
2012-11-09,4197656468
2012-11-12,4168837544
2012-11-13,4175141684
2012-11-14,4093187867
2012-11-15,4078778405
2012-11-16,4091386684
2012-11-19,4113000878
2012-11-20,4149925125
2012-11-21,4147223350
2012-11-23,4193153511
2012-11-26,4207562974
2012-11-27,4203960608
2012-11-28,4192252920
2012-11-29,4203060017
2012-11-30,4219270662
2012-12-03,4230978350
2012-12-04,4214767705
2012-12-05,4225574801
2012-12-06,4204861199
2012-12-07,4230077758
2012-12-10,4203960608
2012-12-11,4217469479
2012-12-12,4176942866
2012-12-13,4147223350
2012-12-14,4152626899
2012-12-17,4146322759
2012-12-18,4210264748
2012-12-19,4180545232
2012-12-20,4243586629
2012-12-21,4219270662
2012-12-24,4201258834
2012-12-26,4166135770
2012-12-27,4217469479
2012-12-28,4184147597
2012-12-31,4254464800
2013-01-02,4291483700
2013-01-03,4312250400
2013-01-04,4308638800
2013-01-07,4359201200
2013-01-08,4341143200
2013-01-09,4384482400
2013-01-10,4380870800
2013-01-11,4408860700
2013-01-14,4433239000
2013-01-15,4444976700
2013-01-16,4443170900
2013-01-17,4430530300
2013-01-18,4465743400
2013-01-22,4502762300
2013-01-23,4514500000
2013-01-24,4481092700
2013-01-25,4537975400
2013-01-28,4540684100
2013-01-29,4554227600
2013-01-30,4514500000
2013-01-31,4499150700
2013-02-01,4551518900
2013-02-04,4568674000
2013-02-05,4580411700
2013-02-06,4602984200
2013-02-07,4591246500
2013-02-08,4641808900
2013-02-11,4622848000
2013-02-12,4654449500
2013-02-13,4656255300
2013-02-14,4658061100
2013-02-15,4667993000
2013-02-19,4693274200
2013-02-20,4677924900
2013-02-21,4594858100
2013-02-22,4650837900
2013-02-25,4547004400
2013-02-26,4602984200
2013-02-27,4648129200
2013-02-28,4684245200
2013-03-01,4683342300
2013-03-04,4729390200
2013-03-05,4809748300
2013-03-06,4825097600
2013-03-07,4807942500
2013-03-08,4794399000
2013-03-11,4762797500
2013-03-12,4750156900
2013-03-13,4758283000
2013-03-14,4780855500
2013-03-15,4759185900
2013-03-18,4755574300
2013-03-19,4741127900
2013-03-20,4722167000
2013-03-21,4698691600
2013-03-22,4726681500
2013-03-25,4700497400
2013-03-26,4723069900
2013-03-27,4729390200
2013-03-28,4777243900
2013-04-01,4839880680
2013-04-02,4815196740
2013-04-03,4805140320
2013-04-04,4849022880
2013-04-05,4837138020
2013-04-08,4892905440
2013-04-09,4895648100
2013-04-10,4947758640
2013-04-11,4956900840
2013-04-12,5014496700
2013-04-15,4868221500
2013-04-16,4966043040
2013-04-17,4849937100
2013-04-18,4855422420
2013-04-19,4947758640
2013-04-22,4916675160
2013-04-23,4921246260
2013-04-24,4955072400
2013-04-25,4987070100
2013-04-26,5004440280
2013-04-29,5056550820
2013-04-30,5143401720
2013-05-01,5093119620
2013-05-02,5172656760
2013-05-03,5252193900
2013-05-06,5297904900
2013-05-07,5334473700
2013-05-08,5412182400
2013-05-09,5338130580
2013-05-10,5321674620
2013-05-13,5326245720
2013-05-14,5326245720
2013-05-15,5355500760
2013-05-16,5272306740
2013-05-17,5289676920
2013-05-20,5243051700
2013-05-21,5289676920
2013-05-22,5118717780
2013-05-23,5020896240
2013-05-24,4979756340
2013-05-28,4881020580
2013-05-29,4787770140
2013-05-30,4752115560
2013-05-31,4717375200
2013-06-03,4727431620
2013-06-04,4643323380
2013-06-05,4580242200
2013-06-06,4709147220
2013-06-07,4685377500
2013-06-10,4727431620
2013-06-11,4621382100
2013-06-12,4593041280
2013-06-13,4704576120
2013-06-14,4708233000
2013-06-17,4657036680
2013-06-18,4680806400
2013-06-19,4498876620
2013-06-20,4280378040
2013-06-21,4270321620
2013-06-24,4330660140
2013-06-25,4419339480
2013-06-26,4508018820
2013-06-27,4640580720
2013-06-28,4645151820
2013-07-01,4636044000
2013-07-02,4721590050
2013-07-03,4691235000
2013-07-05,4696754100
2013-07-08,4665479200
2013-07-09,4736307650
2013-07-10,4724349600
2013-07-11,4834731600
2013-07-12,4783220000
2013-07-15,4843010250
2013-07-16,4852208750
2013-07-17,4874285150
2013-07-18,4965350300
2013-07-19,4933155550
2013-07-22,4992025950
2013-07-23,5002144300
2013-07-24,4908319600
2013-07-25,4918437950
2013-07-26,4940514350
2013-07-29,4948793000
2013-07-30,4915678400
2013-07-31,4850369050
2013-08-01,4936834950
2013-08-02,4854968300
2013-08-05,4799777300
2013-08-06,4774941350
2013-08-07,4751945100
2013-08-08,4750105400
2013-08-09,4798857450
2013-08-12,4740906900
2013-08-13,4670998300
2013-08-14,4636044000
2013-08-15,4567975100
2013-08-16,4498066500
2013-08-19,4431837300
2013-08-20,4536700200
2013-08-21,4480589350
2013-08-22,4512784100
2013-08-23,4555097200
2013-08-26,4531181100
2013-08-27,4496226800
2013-08-28,4443795350
2013-08-29,4413440300
2013-08-30,4373886750
2013-09-03,4287420850
2013-09-04,4351810350
2013-09-05,4295699500
2013-09-06,4318695750
2013-09-09,4403321950
2013-09-10,4416199850
2013-09-11,4441035800
2013-09-12,4394123450
2013-09-13,4389524200
2013-09-16,4456673250
2013-09-17,4480589350
2013-09-18,4650761600
2013-09-19,4621326400
2013-09-20,4532100950
2013-09-23,4515543650
2013-09-24,4448394600
2013-09-25,4452074000
2013-09-26,4493467250
2013-09-27,4458512950
2013-09-30,4446271753
2013-10-01,4544669080
2013-10-02,4517081045
2013-10-03,4439834545
2013-10-04,4445352152
2013-10-07,4464663777
2013-10-08,4406728902
2013-10-09,4403970098
2013-10-10,4533633866
2013-10-11,4575015920
2013-10-14,4572257116
2013-10-15,4581453128
2013-10-16,4717554104
2013-10-17,4753418551
2013-10-18,4745142140
2013-10-21,4726750116
2013-10-22,4805835818
2013-10-23,4835263057
2013-10-24,4858253086
2013-10-25,4900554741
2013-10-28,4871127503
2013-10-29,4839861062
2013-10-30,4823308241
2013-10-31,4750659747
2013-11-01,4802157414
2013-11-04,4752498949
2013-11-05,4650423217
2013-11-06,4646744813
2013-11-07,4563980705
2013-11-08,4449950158
2013-11-11,4490412610
2013-11-12,4451789360
2013-11-13,4506045831
2013-11-14,4534553467
2013-11-15,4528116259
2013-11-18,4482136200
2013-11-19,4456387366
2013-11-20,4389256479
2013-11-21,4432477735
2013-11-22,4403050497
2013-11-25,4390176081
2013-11-26,4362588045
