,RRC
2018-11-29,3656185856
2018-11-30,3587154701
2018-12-03,3656185856
2018-12-04,3589620099
2018-12-06,3424438405
2018-12-07,3412111413
2018-12-10,3256791312
2018-12-11,3264187508
2018-12-12,3217344938
2018-12-13,3160640774
2018-12-14,2894377745
2018-12-17,2773573222
2018-12-18,2741523043
2018-12-19,2665095692
2018-12-20,2529498778
2018-12-21,2460467623
2018-12-24,2322405311
2018-12-26,2568945153
2018-12-27,2512240989
2018-12-28,2376644076
2018-12-31,2371216320
2019-01-02,2467848960
2019-01-03,2465371200
2019-01-04,2648725440
2019-01-07,2757746880
2019-01-08,2725536000
2019-01-09,2874201600
2019-01-10,2834557440
2019-01-11,2849424000
2019-01-14,2941101120
2019-01-15,2908890240
2019-01-16,2901456960
2019-01-17,2854379520
2019-01-18,2861812800
2019-01-22,2695802880
2019-01-23,2623947840
2019-01-24,2678458560
2019-01-25,2792435520
2019-01-28,2792435520
2019-01-29,2807302080
2019-01-30,2913845760
2019-01-31,2732969280
2019-02-01,2713147200
2019-02-04,2698280640
2019-02-05,2656158720
2019-02-06,2512448640
2019-02-07,2393516160
2019-02-08,2339005440
2019-02-11,2564481600
2019-02-12,2579348160
2019-02-13,2574392640
2019-02-14,2571914880
2019-02-15,2693325120
2019-02-19,2698280640
2019-02-20,2745358080
2019-02-21,2683414080
2019-02-22,2628903360
2019-02-25,2728013760
2019-02-26,2626425600
2019-02-27,2566959360
2019-02-28,2651203200
2019-03-01,2710669440
2019-03-04,2757746880
2019-03-05,2713147200
2019-03-06,2626425600
2019-03-07,2557048320
2019-03-08,2425727040
2019-03-11,2440593600
2019-03-12,2574392640
2019-03-13,2678458560
2019-03-14,2698280640
2019-03-15,2606603520
2019-03-18,2695802880
2019-03-19,2666069760
2019-03-20,2802346560
2019-03-21,2841990720
2019-03-22,2693325120
2019-03-25,2718102720
2019-03-26,2740402560
2019-03-27,2668547520
2019-03-28,2777568960
2019-03-29,2785002240
2019-04-01,2760157800
2019-04-02,2695737600
2019-04-03,2537164800
2019-04-04,2613973500
2019-04-05,2680871400
2019-04-08,2703170700
2019-04-09,2623884300
2019-04-10,2613973500
2019-04-11,2561941800
2019-04-12,2556986400
2019-04-15,2517343200
2019-04-16,2566897200
2019-04-17,2514865500
2019-04-18,2415757500
2019-04-22,2435579100
2019-04-23,2398413600
2019-04-24,2418235200
2019-04-25,2331515700
2019-04-26,2289394800
2019-04-29,2326560300
2019-04-30,2239840800
2019-05-01,2237363100
2019-05-02,2165509800
2019-05-03,2262140100
2019-05-06,2294350200
2019-05-07,2331515700
2019-05-08,2371158900
2019-05-09,2373636600
2019-05-10,2376114300
2019-05-13,2252229300
2019-05-14,2319127200
2019-05-15,2353815000
2019-05-16,2306738700
2019-05-17,2170465200
2019-05-20,2058968700
2019-05-21,2130822000
2019-05-22,1999503900
2019-05-23,1925172900
2019-05-24,1972249200
2019-05-28,1940039100
2019-05-29,2021803200
2019-05-30,1935083700
2019-05-31,1937561400
2019-06-03,2009414699
2019-06-04,2058968700
2019-06-05,1917739800
2019-06-06,1855797300
2019-06-07,1806243300
2019-06-10,1756689300
2019-06-11,1697224500
2019-06-12,1630326600
2019-06-13,1669969800
2019-06-14,1617938100
2019-06-17,1657581300
2019-06-18,1692269100
2019-06-19,1684836000
2019-06-20,1699702200
2019-06-21,1741823100
2019-06-24,1756689300
2019-06-25,1674925200
2019-06-26,1712090700
2019-06-27,1707135300
2019-06-28,1729434600
2019-07-01,1674553500
2019-07-02,1533146760
2019-07-03,1513300200
2019-07-05,1560435780
2019-07-08,1520742660
2019-07-09,1543070040
2019-07-10,1592686440
2019-07-11,1515781020
2019-07-12,1557954960
2019-07-15,1490972820
2019-07-16,1386778380
2019-07-17,1297468860
2019-07-18,1275141480
2019-07-19,1312353780
2019-07-22,1354527720
2019-07-23,1359489360
2019-07-24,1379335920
2019-07-25,1272660660
2019-07-26,1282583940
2019-07-29,1185831960
2019-07-30,1381816740
2019-07-31,1411586580
2019-08-01,1277622300
2019-08-02,1240410000
2019-08-05,1151100480
2019-08-06,1069233419
2019-08-07,1096522440
2019-08-08,1103964900
2019-08-09,1076675880
2019-08-12,1101484080
2019-08-13,1076675880
2019-08-14,1029540300
2019-08-15,999770460
2019-08-16,1017136199
2019-08-19,1123811460
2019-08-20,1061790960
2019-08-21,1019617020
2019-08-22,977443080
2019-08-23,932788320
2019-08-26,898056840
2019-08-27,840997980
2019-08-28,873248640
2019-08-29,935269140
2019-08-30,883171920
2019-09-03,915422580
2019-09-04,982404720
2019-09-05,1034501940
2019-09-06,974962260
2019-09-09,1136215560
2019-09-10,1118849820
2019-09-11,1170947040
2019-09-12,1086599160
2019-09-13,1148619660
2019-09-16,1282583940
2019-09-17,1285064760
2019-09-18,1240410000
2019-09-19,1156062120
2019-09-20,1175908680
2019-09-23,1153581300
2019-09-24,1091560800
2019-09-25,1101484080
2019-09-26,1017136199
2019-09-27,997289639
2019-09-30,948418140
2019-10-01,873935040
2019-10-02,849107340
2019-10-03,898762740
2019-10-04,908693820
2019-10-07,901245510
2019-10-08,829245180
2019-10-09,826762410
2019-10-10,849107340
2019-10-11,891314430
2019-10-14,861521190
2019-10-15,868969500
2019-10-16,891314430
2019-10-17,943452600
2019-10-18,913659360
2019-10-21,945935370
2019-10-22,931038750
2019-10-23,953383680
2019-10-24,945935370
2019-10-25,1047728939
2019-10-28,1037797859
2019-10-29,1112280960
2019-10-30,1003039080
2019-10-31,1000556310
2019-11-01,1055177250
2019-11-04,1161936360
2019-11-05,1127177580
2019-11-06,1127177580
2019-11-07,1119729270
2019-11-08,1159453590
2019-11-11,1065108330
2019-11-12,1072556640
2019-11-13,1045246170
2019-11-14,1003039080
2019-11-15,1050211710
2019-11-18,938487060
2019-11-19,901245510
2019-11-20,871452270
2019-11-21,854072880
2019-11-22,953383680
2019-11-25,963314760
2019-11-26,891314430
2019-11-27,903728280
2019-11-29,866486730
2019-12-02,834210720
2019-12-03,844141800
2019-12-04,891314430
2019-12-05,896279970
2019-12-06,955866450
2019-12-09,1008004619
2019-12-10,1027866779
2019-12-11,1012970160
2019-12-12,1144556970
2019-12-13,1045246170
2019-12-16,1124694810
2019-12-17,1176832980
2019-12-18,1221522840
2019-12-19,1241385000
2019-12-20,1184281290
2019-12-23,1201660680
2019-12-24,1191729600
2019-12-26,1194212370
2019-12-27,1132143120
2019-12-30,1149522510
2019-12-31,1194157300
2020-01-02,1085821380
2020-01-03,1105518820
2020-01-06,1098132280
2020-01-07,1162148960
2020-01-08,1122754080
2020-01-09,1125216260
2020-01-10,1189232940
2020-01-13,1120291900
2020-01-14,1132602800
2020-01-15,1100594460
2020-01-16,1073510480
2020-01-17,975023280
2020-01-21,893771340
2020-01-22,864225180
2020-01-23,842065560
2020-01-24,802670680
2020-01-27,750964900
2020-01-28,778048880
2020-01-29,741116180
2020-01-30,741116180
2020-01-31,738654000
2020-02-03,741116180
2020-02-04,743578360
2020-02-05,822368120
2020-02-06,802670680
2020-02-07,787897600
2020-02-10,738654000
2020-02-11,716494380
2020-02-12,748502720
2020-02-13,763275800
2020-02-14,760813620
2020-02-18,773124520
2020-02-19,792821960
2020-02-20,805132860
2020-02-21,773124520
2020-02-24,728805280
2020-02-25,704183480
2020-02-26,689410400
2020-02-27,677099500
2020-02-28,682023860
2020-03-02,647553340
2020-03-03,640166800
2020-03-04,657402060
2020-03-05,622931540
2020-03-06,645091160
2020-03-09,578612300
2020-03-10,556452680
2020-03-11,477662920
2020-03-12,509671259
2020-03-13,694334760
2020-03-16,674637320
2020-03-17,760813620
2020-03-18,704183480
2020-03-19,746040540
2020-03-20,750964900
2020-03-23,667250780
2020-03-24,750964900
2020-03-25,620469360
2020-03-26,568763580
2020-03-27,534293060
2020-03-30,573687940
2020-03-31,545841769
2020-04-01,543447726
2020-04-02,574570284
2020-04-03,632027312
2020-04-06,696666469
2020-04-07,730183069
2020-04-08,892977983
2020-04-09,897766068
2020-04-13,971981397
2020-04-14,1048590768
2020-04-15,1098865668
2020-04-16,1060560982
2020-04-17,1113229925
2020-04-20,1230538024
2020-04-21,1261660581
2020-04-22,1225749939
2020-04-23,1230538024
2020-04-24,1256872496
2020-04-27,1314329524
2020-04-28,1345452081
2020-04-29,1472336352
2020-04-30,1395726981
2020-05-01,1450789967
2020-05-04,1484306567
2020-05-05,1414879324
2020-05-06,1398121024
2020-05-07,1369392510
2020-05-08,1479518481
2020-05-11,1496276781
2020-05-12,1515429124
2020-05-13,1287995053
2020-05-14,1213779724
2020-05-15,1175475039
2020-05-18,1362210381
2020-05-19,1410091238
2020-05-20,1398121024
2020-05-21,1381362724
2020-05-22,1438819752
2020-05-26,1551339766
2020-05-27,1503458909
2020-05-28,1429243581
2020-05-29,1434031667
2020-06-01,1491488695
2020-06-02,1534581466
2020-06-03,1484306567
2020-06-04,1548945723
2020-06-05,1577674238
2020-06-08,1922416408
2020-06-09,1807502351
2020-06-10,1651889566
2020-06-11,1498670824
2020-06-12,1548945723
2020-06-15,1615978923
2020-06-16,1647101480
2020-06-17,1606402752
2020-06-18,1604008709
2020-06-19,1498670824
2020-06-22,1446001881
2020-06-23,1398121024
2020-06-24,1338269953
2020-06-25,1350240167
2020-06-26,1232932067
2020-06-29,1323905696
2020-06-30,1350608850
2020-07-01,1348209900
2020-07-02,1468157400
2020-07-06,1540125900
2020-07-07,1607296500
2020-07-08,1590503850
2020-07-09,1564115400
2020-07-10,1612094400
2020-07-13,1499343750
2020-07-14,1578509100
2020-07-15,1643280750
2020-07-16,1616892300
2020-07-17,1561716450
2020-07-20,1549721700
2020-07-21,1516136400
2020-07-22,1489747950
2020-07-23,1573711200
2020-07-24,1614493350
2020-07-27,1434572100
2020-07-28,1487349000
2020-07-29,1573711200
2020-07-30,1564115400
2020-07-31,1549721700
2020-08-03,1729642950
2020-08-04,1842393600
2020-08-05,1868782050
2020-08-06,1863984150
2020-08-07,1981532700
2020-08-10,2019915900
2020-08-11,1945548449
2020-08-12,1983931650
2020-08-13,1935952650
2020-08-14,2106278099
2020-08-17,2130267600
2020-08-18,2089485450
2020-08-19,2120671800
2020-08-20,1971936900
2020-08-21,1911963150
2020-08-24,1974335850
2020-08-25,1988729549
2020-08-26,1823202000
2020-08-27,1892771550
2020-08-28,1868782050
2020-08-31,1789616700
2020-09-01,1792015650
2020-09-02,1667270250
2020-09-03,1700855550
2020-09-04,1712850300
2020-09-08,1631286000
2020-09-09,1693658700
2020-09-10,1633684950
2020-09-11,1650477600
2020-09-14,1751233500
2020-09-15,1770425100
2020-09-16,1878377850
2020-09-17,1842393600
2020-09-18,1866383100
2020-09-21,1847191500
2020-09-22,1770425100
2020-09-23,1796813550
2020-09-24,1753632450
2020-09-25,1696057650
2020-09-28,1751233500
2020-09-29,1643280750
2020-09-30,1589951880
2020-10-01,1558729260
2020-10-02,1561131000
2020-10-05,1695628440
2020-10-06,1688423220
2020-10-07,1892571120
2020-10-08,1943007660
2020-10-09,1935802440
2020-10-12,2024666820
2020-10-13,1955016360
2020-10-14,1976632020
2020-10-15,2075103360
2020-10-16,1986238980
2020-10-19,2005452900
2020-10-20,2087112059
2020-10-21,2079906840
2020-10-22,2255233860
2020-10-23,2183181660
2020-10-26,2099120760
2020-10-27,2070299879
2020-10-28,1902178080
2020-10-29,1863750240
2020-10-30,1580344920
2020-11-02,1582746660
2020-11-03,1527506640
2020-11-04,1450650960
2020-11-05,1450650960
2020-11-06,1455454440
2020-11-09,1544318820
2020-11-10,1674012780
2020-11-11,1659602340
2020-11-12,1621174500
2020-11-13,1724449320
2020-11-16,1698030180
2020-11-17,1755671940
2020-11-18,1712440620
2020-11-19,1734056280
2020-11-20,1719645840
2020-11-23,1834929360
2020-11-24,1918990260
2020-11-25,1904579820
2020-11-27,1868553720
2020-11-30,1753270200
2020-12-01,1746064980
2020-12-02,1707637140
2020-12-03,1659602340
2020-12-04,1782091080
2020-12-07,1628379720
2020-12-08,1645191900
2020-12-09,1700431920
2020-12-10,1854143280
2020-12-11,1741261500
2020-12-14,1698030180
2020-12-15,1731654540
2020-12-16,1652397120
2020-12-17,1683619740
2020-12-18,1645191900
2020-12-21,1669209300
2020-12-22,1647593640
2020-12-23,1767680640
2020-12-24,1688423220
2020-12-28,1561131000
2020-12-29,1498685760
2020-12-30,1609165800
2020-12-31,1622465300
2021-01-04,1726593670
2021-01-05,1799241370
2021-01-06,1867045890
2021-01-07,1874310660
2021-01-08,1821035680
2021-01-11,1930007230
2021-01-12,2218176440
2021-01-13,2244813930
2021-01-14,2411903640
2021-01-15,2470021800
2021-01-19,2307775270
2021-01-20,2143107150
2021-01-21,2087410579
2021-01-22,2106783299
2021-01-25,2172166230
2021-01-26,2109204890
2021-01-27,2288402550
2021-01-28,2261765060
2021-01-29,2230284390
2021-02-01,2329569580
2021-02-02,2247235520
2021-02-03,2290824140
2021-02-04,2254500290
2021-02-05,2242392340
2021-02-08,2394952510
2021-02-09,2365893430
2021-02-10,2467600210
2021-02-11,2317461630
2021-02-12,2460335440
2021-02-16,2649219460
2021-02-17,2777563730
2021-02-18,2506345650
2021-02-19,2462757030
2021-02-22,2494237700
2021-02-23,2525718370
2021-02-24,2588679710
2021-02-25,2482129750
2021-02-26,2334412760
2021-03-01,2428854770
2021-03-02,2375579790
2021-03-03,2385266150
2021-03-04,2503924060
2021-03-05,2557199040
2021-03-08,2465178620
2021-03-09,2380422970
2021-03-10,2595944480
2021-03-11,2683121720
2021-03-12,2559620630
2021-03-15,2549934270
2021-03-16,2501502470
2021-03-17,2520875190
2021-03-18,2331991170
2021-03-19,2540247910
2021-03-22,2518453600
2021-03-23,2319883220
2021-03-24,2329569580
2021-03-25,2465178620
2021-03-26,2632268330
2021-03-29,2545091090
2021-03-30,2496659290
2021-03-31,2492440405
2021-04-01,2668576077
2021-04-05,2439358421
2021-04-06,2473137865
2021-04-07,2446596874
2021-04-08,2340432907
2021-04-09,2171535687
2021-04-12,2135343425
2021-04-13,2190838226
2021-04-14,2297002193
2021-04-15,2284938106
2021-04-16,2255984297
2021-04-19,2241507392
2021-04-20,2113628068
2021-04-21,2132930608
2021-04-22,2188425409
2021-04-23,2130517790
2021-04-26,2255984297
2021-04-27,2350084176
2021-04-28,2494853222
2021-04-29,2352496994
2021-04-30,2369386716
2021-05-03,2615494094
2021-05-04,2687878617
2021-05-05,2726483695
2021-05-06,2695117069
2021-05-07,2750611870
2021-05-10,2724070878
2021-05-11,2830234845
2021-05-12,2892968098
2021-05-13,2779565679
2021-05-14,3146313928
2021-05-17,3452741742
2021-05-18,3346577775
2021-05-19,3385182854
2021-05-20,3380357219
2021-05-21,3397246941
2021-05-24,3377944402
2021-05-25,3252477895
2021-05-26,3307972696
2021-05-27,3257303530
2021-05-28,3271780435
2021-06-01,3561318526
2021-06-02,3614400510
2021-06-03,3476869916
2021-06-04,3433439202
2021-06-07,3508236543
2021-06-08,3660244041
2021-06-09,3681959398
2021-06-10,3713326024
2021-06-11,3865333522
2021-06-14,3715738842
2021-06-15,3751931103
2021-06-16,3681959398
2021-06-17,3409311028
2021-06-18,3411723846
2021-06-21,3537190352
2021-06-22,3568556978
2021-06-23,3805013087
2021-06-24,3877397610
2021-06-25,4017341020
2021-06-28,3918415506
2021-06-29,3891874514
2021-06-30,4076718690
2021-07-01,4091313149
2021-07-02,3964827843
2021-07-06,3796991572
2021-07-07,3852936996
2021-07-08,4001313989
2021-07-09,4120502065
2021-07-12,4052394593
2021-07-13,4069421461
2021-07-14,3857801815
2021-07-15,3767802656
2021-07-16,3616993253
2021-07-19,3505102406
2021-07-20,3595101566
2021-07-21,3784829524
2021-07-22,3719154461
2021-07-23,3721586871
2021-07-26,3889423142
2021-07-27,3624290482
2021-07-28,3692397954
2021-07-29,3685100725
2021-07-30,3704560003
2021-08-02,3578074698
2021-08-03,3634020121
2021-08-04,3546453371
2021-08-05,3590236746
2021-08-06,3599966385
2021-08-09,3526994094
2021-08-10,3597533975
2021-08-11,3565912649
2021-08-12,3531858913
2021-08-13,3349428184
2021-08-16,3344563365
2021-08-17,3286185531
2021-08-18,3193753962
2021-08-19,3096457573
2021-08-20,3094025163
2021-08-23,3096457573
2021-08-24,3193753962
2021-08-25,3390779149
2021-08-26,3356725413
2021-08-27,3682668316
2021-08-30,3575642288
2021-08-31,3556183010
2021-09-01,3772667475
2021-09-02,4040232544
2021-09-03,4193474357
2021-09-07,4069421461
2021-09-08,4198339176
2021-09-09,4205636405
2021-09-10,4212933635
2021-09-13,4492660752
2021-09-14,4473201475
2021-09-15,4908602814
2021-09-16,4762658231
2021-09-17,4609416419
2021-09-20,4570497863
2021-09-21,4451309787
2021-09-22,4577795093
2021-09-23,4821036065
2021-09-24,4957251009
2021-09-27,5402381988
2021-09-28,5241842946
2021-09-29,5370760661
2021-09-30,5507440470
2021-10-01,5609655450
2021-10-04,5913866700
2021-10-05,5947938360
2021-10-06,5461200360
2021-10-07,5636426040
2021-10-08,5689967220
2021-10-11,5631558660
2021-10-12,5602354380
2021-10-13,5612089140
2021-10-14,5835988620
2021-10-15,5707003050
2021-10-18,5760544230
2021-10-19,5857891830
2021-10-20,5952805740
2021-10-21,5728906260
2021-10-22,5999045850
2021-10-25,6378701490
2021-10-26,6349497210
2021-10-27,5962540500
2021-10-28,5833554930
2021-10-29,5675365080
2021-11-01,5641293420
2021-11-02,5726472570
2021-11-03,5704569360
2021-11-04,5570716410
2021-11-05,5845723380
2021-11-08,5928468840
2021-11-09,5908999320
2021-11-10,5500139400
2021-11-11,5709436740
2021-11-12,5599920690
2021-11-15,5626691280
2021-11-16,5536644750
2021-11-17,5371153830
2021-11-18,5354118000
2021-11-19,5015835090
2021-11-22,5101014240
2021-11-23,5205662910
2021-11-24,5186193390
2021-11-26,5142386970
2021-11-29,4996365570
2021-11-30,4760297640
2021-12-01,4402545210
2021-12-02,4495025430
2021-12-03,4497459120
2021-12-06,4456086390
2021-12-07,4548566610
2021-12-08,4587505650
2021-12-09,4621577310
2021-12-10,4694588010
2021-12-13,4492591740
2021-12-14,4383075690
2021-12-15,4480423290
2021-12-16,4453652700
2021-12-17,4431749490
2021-12-20,4356305100
2021-12-21,4541265540
2021-12-22,4541265540
2021-12-23,4458520080
2021-12-27,4684853250
2021-12-28,4636179450
2021-12-29,4626444690
2021-12-30,4446351630
2021-12-31,4362844595
2022-01-03,4492530946
2022-01-04,4563491402
2022-01-05,4475402560
2022-01-06,4580619788
2022-01-07,4578172875
2022-01-10,4815523367
2022-01-11,5052873858
2022-01-12,5485977331
2022-01-13,5219263893
2022-01-14,5331821858
2022-01-18,5013723261
2022-01-19,4881589998
2022-01-20,4519446981
2022-01-21,4311459437
2022-01-24,4431358139
2022-01-25,4460721086
2022-01-26,4446039612
2022-01-27,4494977858
2022-01-28,4754350560
2022-01-31,4710306139
2022-02-01,4986807226
2022-02-02,5172772559
2022-02-03,5003935612
2022-02-04,4986807226
2022-02-07,4884036910
2022-02-08,4663814805
2022-02-09,4707859226
2022-02-10,4977019577
2022-02-11,5136068875
2022-02-14,5011276349
2022-02-15,4954997367
2022-02-16,4937868981
2022-02-17,4996594875
2022-02-18,4999041788
2022-02-22,4888930735
2022-02-23,5542256314
2022-02-24,5840779612
2022-02-25,5728221647
2022-02-28,5615663682
2022-03-01,5816310489
2022-03-02,6163772033
2022-03-03,6090364664
2022-03-04,6479423717
2022-03-07,6540596524
2022-03-08,6396228699
2022-03-09,6528361963
2022-03-10,6883164243
2022-03-11,6736349506
2022-03-14,6254307787
2022-03-15,6237179401
2022-03-16,6239626314
2022-03-17,6587087857
2022-03-18,6496552103
2022-03-21,6577300208
2022-03-22,6547937261
2022-03-23,6949230875
2022-03-24,7120514734
2022-03-25,7710220594
2022-03-28,7634366313
2022-03-29,7563405857
2022-03-30,7509573787
2022-03-31,7397286960
2022-04-01,7682172600
2022-04-04,7579905960
2022-04-05,7572601200
2022-04-06,7674867840
2022-04-07,7638344040
2022-04-08,7937839200
2022-04-11,7774699560
2022-04-12,7730871000
2022-04-13,7957318560
2022-04-14,7886705880
2022-04-18,8268988320
2022-04-19,7947578880
2022-04-20,8027931240
2022-04-21,7708956720
2022-04-22,7389982200
2022-04-25,7370502840
2022-04-26,7183014000
2022-04-27,7506858360
2022-04-28,7545817080
2022-04-29,7290150480
2022-05-02,7268236200
2022-05-03,7553121840
2022-05-04,7801483680
2022-05-05,7475204400
2022-05-06,7436245680
2022-05-09,6501236400
2022-05-10,6493931640
2022-05-11,6700899840
2022-05-12,6591328440
2022-05-13,6593763360
2022-05-16,6722814120
2022-05-17,7078312440
2022-05-18,6764207760
2022-05-19,6846995040
2022-05-20,6861604560
2022-05-23,7119706080
2022-05-24,7058833080
2022-05-25,7969493159
2022-05-26,8451607320
2022-05-27,8807105640
2022-05-31,8266553400
2022-06-01,8580658080
2022-06-02,8522220000
2022-06-03,8488131120
2022-06-06,8695099320
2022-06-07,9014073840
2022-06-08,8765712000
2022-06-09,8605007280
2022-06-10,8385864479
2022-06-13,7889140800
2022-06-14,7297455240
2022-06-15,7472769480
2022-06-16,7105096560
2022-06-17,6401404680
2022-06-21,6554804640
2022-06-22,6381925320
2022-06-23,5926595280
2022-06-24,6401404680
2022-06-27,6601068120
2022-06-28,6732553800
2022-06-29,6498801480
2022-06-30,5934258000
2022-07-01,6085311840
2022-07-05,5797590240
2022-07-06,5761625040
2022-07-07,6284319280
2022-07-08,6142856160
2022-07-11,6313091440
2022-07-12,6325079840
2022-07-13,6502508160
2022-07-14,6365840400
2022-07-15,6476133680
2022-07-18,6672743440
2022-07-19,6807013520
2022-07-20,7269765760
2022-07-21,7293742560
2022-07-22,7125904960
2022-07-25,7631815440
2022-07-26,7936320800
2022-07-27,8077783919
2022-07-28,7739711040
2022-07-29,7929127760
2022-08-01,7725324960
2022-08-02,7595850240
2022-08-03,7617429360
2022-08-04,7193040000
2022-08-05,7370468320
2022-08-08,7217016800
2022-08-09,7713336560
2022-08-10,7840413600
2022-08-11,8149714320
2022-08-12,8178486480
2022-08-15,7859595040
2022-08-16,8025034960
2022-08-17,8003455840
2022-08-18,8226440080
2022-08-19,8005853520
2022-08-22,8406266080
2022-08-23,8147316639
2022-08-24,8331938000
2022-08-25,8260007600
2022-08-26,8269598320
2022-08-29,8190474879
2022-08-30,7598247920
2022-08-31,7878776480
2022-09-01,7662985280
2022-09-02,7713336560
2022-09-06,7399240480
2022-09-07,7233800560
2022-09-08,7317719360
2022-09-09,7459182480
2022-09-12,7672576000
2022-09-13,7545498960
2022-09-14,7902753280
2022-09-15,7531112880
2022-09-16,7118711920
2022-09-19,7269765760
2022-09-20,7161870160
2022-09-21,6965260400
2022-09-22,6576836240
2022-09-23,5994200000
2022-09-26,5692092320
2022-09-27,5680103920
2022-09-28,5955837120
2022-09-29,5891099760
2022-09-30,5934786480
2022-10-03,6188530320
2022-10-04,6616135680
2022-10-05,6815841480
2022-10-06,6519807000
2022-10-07,6364741320
2022-10-10,6331848600
2022-10-11,6364741320
2022-10-12,6529204920
2022-10-13,6761803440
2022-10-14,6322450680
2022-10-17,6428177280
2022-10-18,6594990360
2022-10-19,6641979960
2022-10-20,6355343400
2022-10-21,6073405800
2022-10-24,6230820960
2022-10-25,6719512800
2022-10-26,6578544000
2022-10-27,6482215320
2022-10-28,6374139240
2022-10-31,6691319040
2022-11-01,6634931520
2022-11-02,6470467920
2022-11-03,6374139240
2022-11-04,6583242960
2022-11-07,7008498840
2022-11-08,6836986800
2022-11-09,6242568360
2022-11-10,6752405520
2022-11-11,6818190960
2022-11-14,6696018000
2022-11-15,6898073280
2022-11-16,6604388280
2022-11-17,6679571640
2022-11-18,6625533600
2022-11-21,6627883080
2022-11-22,7100128560
2022-11-23,6994401960
2022-11-25,6959159760
2022-11-28,6656076840
2022-11-29,6719512800
2022-11-30,6782948760
2022-12-01,6576194520
2022-12-02,6306004320
2022-12-05,5925388560
2022-12-06,5993523480
2022-12-07,5937135960
2022-12-08,5805565080
2022-12-09,5925388560
2022-12-12,6233170440
2022-12-13,6322450680
2022-12-14,6214374600
2022-12-15,6306004320
2022-12-16,6237869400
2022-12-19,6061658400
2022-12-20,6064007880
2022-12-21,6282509520
2022-12-22,5965329720
2022-12-23,6200277720
2022-12-27,6235519920
2022-12-28,5791468200
2022-12-29,5885447400
2022-12-30,5878398960
2023-01-03,5548222890
2023-01-04,5800523030
2023-01-05,5486337950
2023-01-06,5679133340
2023-01-09,5855267400
2023-01-10,5812423980
2023-01-11,5862407970
2023-01-12,6095666590
2023-01-13,5993318420
2023-01-17,6148030770
2023-01-18,6045682600
2023-01-19,6236097800
2023-01-20,6314644070
2023-01-23,6397950720
2023-01-24,6207535520
2023-01-25,5990938230
2023-01-26,6012359940
2023-01-27,6019500510
2023-01-30,5848126830
2023-01-31,5955235380
2023-02-01,5791002270
2023-02-02,5814804170
2023-02-03,5712456000
2023-02-06,5543462510
2023-02-07,5676753150
2023-02-08,5617248400
2023-02-09,5831465500
2023-02-10,6071864690
2023-02-13,6117088300
2023-02-14,6202775140
2023-02-15,6231337420
2023-02-16,6031401460
2023-02-17,5569644600
2023-02-21,5545842700
2023-02-22,5843366450
2023-02-23,6012359940
2023-02-24,6726416940
2023-02-27,6143270390
2023-02-28,6412231860
2023-03-01,6407471480
2023-03-02,6495538510
2023-03-03,6645490480
2023-03-06,6462215850
2023-03-07,6495538510
2023-03-08,6376529010
2023-03-09,6267040270
2023-03-10,6112327920
2023-03-13,6031401460
2023-03-14,6114708110
2023-03-15,5731497520
2023-03-16,5976657090
2023-03-17,5445874720
2023-03-20,5552983270
2023-03-21,5810043790
2023-03-22,5731497520
2023-03-23,5702935240
2023-03-24,5824324930
2023-03-27,5874308920
2023-03-28,5964756140
2023-03-29,6014740130
2023-03-30,5986177850
2023-03-31,6325535900
2023-04-03,6402006300
2023-04-04,6413954800
2023-04-05,6456969400
2023-04-06,6299249200
2023-04-10,6476087000
2023-04-11,6533439800
2023-04-12,6456969400
2023-04-13,6485645800
2023-04-14,6514322200
2023-04-17,6409175400
2023-04-18,6358991700
2023-04-19,6292080100
2023-04-20,6129580500
2023-04-21,6093735000
2023-04-24,6139139300
2023-04-25,5998147000
2023-04-26,5914507500
2023-04-27,5986198500
2023-04-28,6320756500
2023-05-01,6239506700
2023-05-02,6007705800
2023-05-03,5799801900
2023-05-04,5799801900
2023-05-05,6045941000
2023-05-08,6093735000
2023-05-09,6103293800
2023-05-10,5990977900
2023-05-11,5990977900
2023-05-12,6304028600
2023-05-15,6545388300
2023-05-16,6497594300
2023-05-17,6576454400
2023-05-18,7047225300
2023-05-19,7008990100
2023-05-22,7078291400
2023-05-23,6987482800
2023-05-24,7121306000
2023-05-25,7023328300
2023-05-26,6932519700
2023-05-30,6583623500
2023-05-31,6540608900
2023-06-01,6473697300
2023-06-02,6710277600
2023-06-05,6468917900
2023-06-06,6586013200
2023-06-07,6867997800
2023-06-08,6853659600
2023-06-09,6805865600
2023-06-12,6535829500
2023-06-13,6485645800
2023-06-14,6244286100
2023-06-15,6626638100
2023-06-16,6808255300
2023-06-20,6832152300
2023-06-21,6930130000
2023-06-22,6875166900
2023-06-23,6715057000
2023-06-26,6753292200
2023-06-27,6817814100
2023-06-28,6839321400
2023-06-29,7011379800
2023-06-30,7095337200
2023-07-03,7078443540
2023-07-05,7078443540
2023-07-06,6771944280
2023-07-07,6875719620
2023-07-10,6998802000
2023-07-11,7162911840
2023-07-12,7136364660
2023-07-13,7030175940
2023-07-14,6837105540
2023-07-17,6969841440
2023-07-18,7206352680
2023-07-19,7196699160
2023-07-20,7288407600
2023-07-21,7240140000
2023-07-24,7285994220
2023-07-25,7310128020
2023-07-26,7505611800
2023-07-27,7382529420
2023-07-28,7546639260
2023-07-31,7585253340
2023-08-01,7597320240
