,NOV
2013-11-25,32750900000
2013-11-26,32409300000
2013-11-27,32298280000
2013-11-29,32311090000
2013-12-02,32387949999
2013-12-03,32755169999
2013-12-04,32452000000
2013-12-05,32353790000
2013-12-06,32349520000
2013-12-09,31794419999
2013-12-10,31375960000
2013-12-11,31072790000
2013-12-12,31136840000
2013-12-13,31217970000
2013-12-16,31290560000
2013-12-17,30978850000
2013-12-18,30889180000
2013-12-19,30837940000
2013-12-20,31072790000
2013-12-23,30833669999
2013-12-24,31136840000
2013-12-26,31230780000
2013-12-27,31495520000
2013-12-30,31192350000
2013-12-31,31603520000
2014-01-02,31402360000
2014-01-03,31295360000
2014-01-06,31590680000
2014-01-07,31714799999
2014-01-08,31064240000
2014-01-09,30905879999
2014-01-10,31017160000
2014-01-13,30495000000
2014-01-14,30811719999
2014-01-15,30670480000
2014-01-16,30661920000
2014-01-17,30589160000
2014-01-21,30657639999
2014-01-22,30828840000
2014-01-23,30251040000
2014-01-24,29407879999
2014-01-27,29133959999
2014-01-28,29133959999
2014-01-29,29022680000
2014-01-30,29266639999
2014-01-31,29810200000
2014-02-03,29309440000
2014-02-04,29609040000
2014-02-05,29129680000
2014-02-06,29429280000
2014-02-07,29831600000
2014-02-10,29805920000
2014-02-11,30041320000
2014-02-12,30208240000
2014-02-13,30178280000
2014-02-14,30370879999
2014-02-18,30362320000
2014-02-19,30383719999
2014-02-20,30353760000
2014-02-21,29724600000
2014-02-24,30178280000
2014-02-25,29737440000
2014-02-26,29540560000
2014-02-27,29686080000
2014-02-28,30614840000
2014-03-03,30606280000
2014-03-04,30931560000
2014-03-05,30790320000
2014-03-06,31089920000
2014-03-07,31419480000
2014-03-10,31359560000
2014-03-11,31030000000
2014-03-12,30721840000
2014-03-13,29874400000
2014-03-14,29647560000
2014-03-17,29433560000
2014-03-18,29523440000
2014-03-19,29403600000
2014-03-20,29296600000
2014-03-21,29596200000
2014-03-24,29467799999
2014-03-25,29716040000
2014-03-26,29711760000
2014-03-27,30212520000
2014-03-28,30867360000
2014-03-31,30944400000
2014-04-01,31021440000
2014-04-02,31175520000
2014-04-03,31059959999
2014-04-04,31376680000
2014-04-07,30674760000
2014-04-08,31042840000
2014-04-09,31299639999
2014-04-10,31239719999
2014-04-11,31059959999
2014-04-14,31599240000
2014-04-15,32074320000
2014-04-16,32305440000
2014-04-17,32733440000
2014-04-21,32763400000
2014-04-22,32677799999
2014-04-23,32844719999
2014-04-24,32934600000
2014-04-25,33170000000
2014-04-28,30721840000
2014-04-29,31042840000
2014-04-30,31209760000
2014-05-01,31316760000
2014-05-02,31552160000
2014-05-05,31744760000
2014-05-06,31817520000
2014-05-07,32061480000
2014-05-08,31915959999
2014-05-09,31796120000
2014-05-12,31958760000
2014-05-13,32318280000
2014-05-14,32202719999
2014-05-15,31967320000
2014-05-16,32438120000
2014-05-19,32707760000
2014-05-20,32613600000
2014-05-21,32729160000
2014-05-22,32746280000
2014-05-23,32545120000
2014-05-27,32557959999
2014-05-28,32536560000
2014-05-29,32617879999
2014-05-30,32536560000
2014-06-02,31753320000
2014-06-03,32536560000
2014-06-04,32660680000
2014-06-05,32635000000
2014-06-06,33015920000
2014-06-09,33409680000
2014-06-10,33580879999
2014-06-11,32690639999
2014-06-12,32981680000
2014-06-13,33187120000
2014-06-16,33315520000
2014-06-17,33349760000
2014-06-18,33371160000
2014-06-19,33499560000
2014-06-20,34060240000
2014-06-23,34398360000
2014-06-24,34043120000
2014-06-25,34582400000
2014-06-26,34646600000
2014-06-27,35365640000
2014-06-30,35328150000
2014-07-01,35353890000
2014-07-02,35439690000
2014-07-03,35615580000
2014-07-07,35667060000
2014-07-08,35667060000
2014-07-09,36250500000
2014-07-10,35761440000
2014-07-11,35499750000
2014-07-14,35928750000
2014-07-15,35984520000
2014-07-16,36619440000
2014-07-17,36293400000
2014-07-18,36658050000
2014-07-21,36713820000
2014-07-22,36906870000
2014-07-23,36971220000
2014-07-24,36658050000
2014-07-25,36537930000
2014-07-28,36336300000
2014-07-29,35782890000
2014-07-30,35062170000
2014-07-31,34766160000
2014-08-01,34787610000
2014-08-04,35551230000
2014-08-05,34989240000
2014-08-06,35182290000
2014-08-07,35023560000
2014-08-08,35310990000
2014-08-11,35165130000
2014-08-12,35130810000
2014-08-13,35272380000
2014-08-14,34650330000
2014-08-15,35225190000
2014-08-18,35388210000
2014-08-19,35872980000
2014-08-20,35967360000
2014-08-21,36211890000
2014-08-22,36036000000
2014-08-25,36323430000
2014-08-26,36426390000
2014-08-27,36730980000
2014-08-28,36645180000
2014-08-29,37078470000
2014-09-02,36306270000
2014-09-03,36520770000
2014-09-04,35877270000
2014-09-05,35842950000
2014-09-08,35448270000
2014-09-09,35070750000
2014-09-10,34959210000
2014-09-11,35388210000
2014-09-12,34594560000
2014-09-15,34877700000
2014-09-16,35328150000
2014-09-17,34710390000
2014-09-18,34573110000
2014-09-19,34418670000
2014-09-22,33762300000
2014-09-23,33813779999
2014-09-24,33830940000
2014-09-25,33431970000
2014-09-26,33676500000
2014-09-29,33504899999
2014-09-30,32494699999
2014-10-01,31828580000
2014-10-02,31679130000
2014-10-03,31384500000
2014-10-06,31401580000
2014-10-07,31465630000
2014-10-08,31568110000
2014-10-09,30462180000
2014-10-10,30026639999
2014-10-13,29057350000
2014-10-14,29249500000
2014-10-15,29877190000
2014-10-16,30406669999
2014-10-17,30077880000
2014-10-20,30308460000
2014-10-21,31320449999
2014-10-22,30504880000
2014-10-23,31448550000
2014-10-24,31393040000
2014-10-27,30329810000
2014-10-28,31205160000
2014-10-29,31055710000
2014-10-30,30214520000
2014-10-31,31017280000
2014-11-03,30197440000
2014-11-04,29522780000
2014-11-05,30556120000
2014-11-06,31115490000
2014-11-07,31282020000
2014-11-10,31393040000
2014-11-11,31213699999
2014-11-12,31171000000
2014-11-13,30539040000
2014-11-14,30462180000
2014-11-17,30667139999
2014-11-18,30765350000
2014-11-19,30526229999
2014-11-20,30897720000
2014-11-21,31521139999
2014-11-24,31405850000
2014-11-25,30940419999
2014-11-26,30440830000
2014-11-28,28626080000
2014-12-01,28378419999
2014-12-02,28438199999
2014-12-03,28856660000
2014-12-04,28758449999
2014-12-05,28562030000
2014-12-08,27234060000
2014-12-09,27725110000
2014-12-10,26935160000
2014-12-11,26905270000
2014-12-12,26281850000
2014-12-15,26444110000
2014-12-16,26619180000
2014-12-17,27336540000
2014-12-18,27870290000
2014-12-19,28638889999
2014-12-22,28301560000
2014-12-23,28386960000
2014-12-24,28258860000
2014-12-26,28480900000
2014-12-29,28523600000
2014-12-30,28288750000
2014-12-31,26670710000
2015-01-02,26654429999
2015-01-05,25437500000
2015-01-06,25124110000
2015-01-07,25148530000
2015-01-08,25897410000
2015-01-09,25185160000
2015-01-12,23850200000
2015-01-13,23593790000
2015-01-14,23520530000
2015-01-15,23113530000
2015-01-16,23719960000
2015-01-20,23732170000
2015-01-21,24310110000
2015-01-22,23939740000
2015-01-23,23260050000
2015-01-26,23500180000
2015-01-27,23483900000
2015-01-28,21786710000
2015-01-29,21676820000
2015-01-30,22153010000
2015-02-02,22950730000
2015-02-03,22010560000
2015-02-04,21298310000
2015-02-05,21668680000
2015-02-06,20932010000
2015-02-09,21481460000
2015-02-10,21306450000
2015-02-11,21119230000
2015-02-12,21391920000
2015-02-13,21717520000
2015-02-17,22437910000
2015-02-18,22726880000
2015-02-19,22075680000
2015-02-20,22169290000
2015-02-23,22100100000
2015-02-24,22254760000
2015-02-25,22279180000
2015-02-26,21680890000
2015-02-27,22120450000
2015-03-02,22706530000
2015-03-03,22157080000
2015-03-04,22295460000
2015-03-05,21815200000
2015-03-06,21383780000
2015-03-09,21021550000
2015-03-10,20626760000
2015-03-11,20415120000
2015-03-12,20268600000
2015-03-13,19971490000
2015-03-16,19808690000
2015-03-17,19316220000
2015-03-18,19776130000
2015-03-19,19491230000
2015-03-20,20211620000
2015-03-23,20089520000
2015-03-24,19743570000
2015-03-25,19959280000
2015-03-26,19922650000
2015-03-27,20044750000
2015-03-30,20284880000
2015-03-31,19346130000
2015-04-01,19319040000
2015-04-02,19740870000
2015-04-06,20394900000
2015-04-07,20421990000
2015-04-08,20410380000
2015-04-09,21110850000
2015-04-10,21064410000
2015-04-13,20580660000
2015-04-14,21037320000
2015-04-15,21672000000
2015-04-16,21401100000
2015-04-17,21126330000
2015-04-20,21296610000
2015-04-21,20561310000
2015-04-22,20870910000
2015-04-23,21575250000
2015-04-24,20975400000
2015-04-27,21165030000
2015-04-28,20096910000
2015-04-29,20480040000
2015-04-30,21056670000
2015-05-01,21180510000
2015-05-04,21184380000
2015-05-05,21439800000
2015-05-06,21099240000
2015-05-07,20112390000
2015-05-08,20600010000
2015-05-11,19864710000
2015-05-12,19922760000
2015-05-13,20077560000
2015-05-14,19822140000
2015-05-15,19841490000
2015-05-18,19806660000
2015-05-19,19334520000
2015-05-20,19415790000
2015-05-21,19891800000
2015-05-22,19624770000
2015-05-26,19334520000
2015-05-27,19466100000
2015-05-28,19307430000
2015-05-29,19036530000
2015-06-01,18993960000
2015-06-02,19427400000
2015-06-03,19218420000
2015-06-04,18819810000
2015-06-05,18916560000
2015-06-08,18947520000
2015-06-09,18537300000
2015-06-10,19040400000
2015-06-11,18804330000
2015-06-12,18692100000
2015-06-15,18711450000
2015-06-16,18858510000
2015-06-17,18920430000
2015-06-18,18997830000
2015-06-19,19048140000
2015-06-22,19024920000
2015-06-23,18982350000
2015-06-24,19075230000
2015-06-25,18951390000
2015-06-26,19121670000
2015-06-29,18796590000
2015-06-30,18346400000
2015-07-01,17841000000
2015-07-02,18019600000
2015-07-06,17122800000
2015-07-07,17164600000
2015-07-08,16780799999
2015-07-09,16940400000
2015-07-10,17096200000
2015-07-13,17366000000
2015-07-14,17297600000
2015-07-15,16613600000
2015-07-16,16526200000
2015-07-17,16343800000
2015-07-20,16389400000
2015-07-21,16503400000
2015-07-22,15925799999
2015-07-23,16309600000
2015-07-24,16043600000
2015-07-27,15827000000
2015-07-28,16313400000
2015-07-29,16678200000
2015-07-30,16488200000
2015-07-31,16009400000
2015-08-03,15568600000
2015-08-04,15447000000
2015-08-05,15344400000
2015-08-06,15428000000
2015-08-07,15097399999
2015-08-10,15542000000
2015-08-11,15386200000
2015-08-12,15576200000
2015-08-13,15135400000
2015-08-14,15028999999
2015-08-17,15013800000
2015-08-18,15097399999
2015-08-19,14854200000
2015-08-20,14599600000
2015-08-21,14139800000
2015-08-24,14155000000
2015-08-25,14193000000
2015-08-26,14831400000
2015-08-27,15716800000
2015-08-28,15827000000
2015-08-31,16085400000
2015-09-01,15713000000
2015-09-02,15526800000
2015-09-03,15568600000
2015-09-04,15367200000
2015-09-08,15435599999
2015-09-09,14743999999
2015-09-10,14915000000
2015-09-11,14683200000
2015-09-14,14656600000
2015-09-15,14698400000
2015-09-16,15200000000
2015-09-17,15036600000
2015-09-18,14458999999
2015-09-21,14185400000
2015-09-22,14242399999
2015-09-23,14090400000
2015-09-24,14029600000
2015-09-25,14231000000
2015-09-28,13953600000
2015-09-29,14090400000
2015-09-30,14103100438
2015-10-01,13503765493
2015-10-02,14252934175
2015-10-05,14945915205
2015-10-06,15241836835
2015-10-07,15159428280
2015-10-08,15271803582
2015-10-09,15283041112
2015-10-12,14702435384
2015-10-13,14485176466
2015-10-14,14758623035
2015-10-15,14856014964
2015-10-16,14758623035
2015-10-19,14601297612
2015-10-20,14766114722
2015-10-21,14683706167
2015-10-22,14601297612
2015-10-23,14537618274
2015-10-26,14061896161
2015-10-27,13466307058
2015-10-28,13754737001
2015-10-29,13649853386
2015-10-30,14099354595
2015-11-02,14552601647
2015-11-03,14960898579
2015-11-04,14942169362
2015-11-05,14796081469
2015-11-06,14904710928
2015-11-09,14582568395
2015-11-10,14541364117
2015-11-11,14148050559
2015-11-12,14028183570
2015-11-13,13983233449
2015-11-16,14148050559
2015-11-17,13874603990
2015-11-18,14361563633
2015-11-19,14084371221
2015-11-20,13957012545
2015-11-23,13983233449
2015-11-24,14462701406
2015-11-25,14264171705
2015-11-27,13990725136
2015-11-30,13986979292
2015-12-01,14129321342
2015-12-02,13889587364
2015-12-03,13878349834
2015-12-04,13706041037
2015-12-07,12975601572
2015-12-08,12548575423
2015-12-09,12679679942
2015-12-10,12660950725
2015-12-11,12469912711
2015-12-14,12571050483
2015-12-15,12983093259
2015-12-16,12855734583
2015-12-17,12612254761
2015-12-18,12462421025
2015-12-21,12698409159
2015-12-22,12863226269
2015-12-23,13234064767
2015-12-24,13035535066
2015-12-28,12792055245
2015-12-29,12825767835
2015-12-30,12638475665
2015-12-31,12454093750
2016-01-04,12870593750
2016-01-05,12502437500
2016-01-06,11654562500
2016-01-07,11431437500
2016-01-08,11133937500
2016-01-11,11137656250
2016-01-12,11316156250
2016-01-13,10814125000
2016-01-14,11345906250
2016-01-15,11137656250
2016-01-19,10981468750
2016-01-20,11052125000
2016-01-21,11405406250
2016-01-22,11613656250
2016-01-25,11040968750
2016-01-26,11316156250
2016-01-27,11565312500
2016-01-28,11550437500
2016-01-29,12100812500
2016-02-01,11896281250
2016-02-02,11405406250
2016-02-03,10412500000
2016-02-04,10628187500
2016-02-05,10587281250
2016-02-08,10561250000
2016-02-09,10248875000
2016-02-10,9925343750
2016-02-11,9795187500
2016-02-12,10245156250
2016-02-16,10434812500
2016-02-17,10825281250
2016-02-18,10914531250
2016-02-19,10895937500
2016-02-22,10933125000
2016-02-23,10654218750
2016-02-24,10501750000
2016-02-25,10286062500
2016-02-26,10713718750
2016-02-29,10884781250
2016-03-01,10974031250
2016-03-02,11342187500
2016-03-03,11810750000
2016-03-04,12085937500
2016-03-07,12989593750
2016-03-08,11714062500
2016-03-09,11669437500
2016-03-10,11714062500
2016-03-11,12416906250
2016-03-14,12435500000
2016-03-15,12312781250
2016-03-16,12294187500
2016-03-17,12640031250
2016-03-18,12115687500
2016-03-21,12111968750
2016-03-22,11907437500
2016-03-23,11669437500
2016-03-24,11583906250
2016-03-28,11710343750
2016-03-29,11647125000
2016-03-30,11565312500
2016-03-31,11635689654
2016-04-01,11048293102
2016-04-04,11070741378
2016-04-05,10861224136
2016-04-06,10932310343
2016-04-07,10689120688
2016-04-08,10891155171
2016-04-11,10221448274
2016-04-12,10412258619
2016-04-13,10928568964
2016-04-14,10778913792
2016-04-15,10356137930
2016-04-18,10573137930
2016-04-19,10932310343
2016-04-20,10737758619
2016-04-21,10681637930
2016-04-22,10951017240
2016-04-25,10969724136
2016-04-26,10988431033
2016-04-27,11860172412
2016-04-28,12383965516
2016-04-29,13483931033
2016-05-02,13008775860
2016-05-03,13027482757
2016-05-04,12522396550
2016-05-05,12455051722
2016-05-06,12518655171
2016-05-09,11755413792
2016-05-10,11882620688
2016-05-11,12107103447
2016-05-12,11953706895
2016-05-13,11658137929
2016-05-16,12062206895
2016-05-17,12279206895
2016-05-18,11766637929
2016-05-19,11631948274
2016-05-20,11908810343
2016-05-23,11807793102
2016-05-24,11781603447
2016-05-25,12223086205
2016-05-26,12189413791
2016-05-27,12204379309
2016-05-31,12327844826
2016-06-01,12009827585
2016-06-02,11972413792
2016-06-03,12006086205
2016-06-06,13046189653
2016-06-07,13562499998
2016-06-08,13835620688
2016-06-09,13596172412
2016-06-10,13106051722
2016-06-13,12941431033
2016-06-14,12773068964
2016-06-15,12672051722
2016-06-16,12664568964
2016-06-17,13162172412
2016-06-20,13154689653
2016-06-21,13338017240
2016-06-22,13296862067
2016-06-23,13656034481
2016-06-24,12743137929
2016-06-27,11826499998
2016-06-28,11968672412
2016-06-29,12320362067
2016-06-30,12652400000
2016-07-01,12949440000
2016-07-05,12084640000
2016-07-06,11828960000
2016-07-07,11915440000
2016-07-08,12253840000
2016-07-11,12103440000
2016-07-12,12791520000
2016-07-13,12550880000
2016-07-14,12686240000
2016-07-15,12686240000
2016-07-18,12513280000
2016-07-19,12423040000
2016-07-20,12389200000
2016-07-21,12355360000
2016-07-22,12126000000
2016-07-25,11757520000
2016-07-26,11979360000
2016-07-27,11757520000
2016-07-28,12047040000
2016-07-29,12163600000
2016-08-01,11821440000
2016-08-02,11998160000
2016-08-03,12280159999
2016-08-04,12242560000
2016-08-05,12539600000
2016-08-08,12934400000
2016-08-09,12851680000
2016-08-10,12528320000
2016-08-11,12659920000
2016-08-12,12712560000
2016-08-15,13103600000
2016-08-16,13148720000
2016-08-17,13193840000
2016-08-18,13569840000
2016-08-19,13438240000
2016-08-22,13227680000
2016-08-23,13306640000
2016-08-24,13178799999
2016-08-25,13235200000
2016-08-26,12987040000
2016-08-29,12953200000
2016-08-30,12731360000
2016-08-31,12611040000
2016-09-01,12423040000
2016-09-02,12592240000
2016-09-06,12889280000
2016-09-07,12795280000
2016-09-08,13212640000
2016-09-09,12464400000
2016-09-12,12810320000
2016-09-13,12441840000
2016-09-14,12148560000
2016-09-15,12366640000
2016-09-16,12355360000
2016-09-19,12167360000
2016-09-20,11998160000
2016-09-21,12667440000
2016-09-22,12926880000
2016-09-23,12742640000
2016-09-26,12742640000
2016-09-27,12573440000
2016-09-28,13637520000
2016-09-29,13859360000
2016-09-30,13814240000
2016-10-03,13596159999
2016-10-04,13415680000
2016-10-05,13863119999
2016-10-06,13915760000
2016-10-07,13851840000
2016-10-10,14137600000
2016-10-11,13896960000
2016-10-12,13566080000
2016-10-13,13645040000
2016-10-14,13588640000
2016-10-17,13577360000
2016-10-18,13784159999
2016-10-19,13904479999
2016-10-20,13983440000
2016-10-21,13900720000
2016-10-24,13821760000
2016-10-25,13596159999
2016-10-26,13746560000
2016-10-27,12671200000
2016-10-28,12381680000
2016-10-31,12069600000
2016-11-01,12005680000
2016-11-02,11817680000
2016-11-03,12171119999
2016-11-04,11986880000
2016-11-07,12122240000
2016-11-08,11998160000
2016-11-09,12389200000
2016-11-10,12629840000
2016-11-11,12535840000
2016-11-14,13122400000
2016-11-15,13551040000
2016-11-16,13254000000
2016-11-17,13276560000
2016-11-18,13238960000
2016-11-21,13701440000
2016-11-22,13667600000
2016-11-23,13667600000
2016-11-25,13513440000
2016-11-28,13359280000
2016-11-29,13009600000
2016-11-30,14047360000
2016-12-01,14133840000
2016-12-02,14246640000
2016-12-05,14588799999
2016-12-06,14803119999
2016-12-07,14806880000
2016-12-08,14994880000
2016-12-09,14957280000
2016-12-12,15047520000
2016-12-13,15160320000
2016-12-14,14844479999
2016-12-15,14927200000
2016-12-16,14558720000
2016-12-19,14472240000
2016-12-20,14588799999
2016-12-21,14607600000
2016-12-22,14626400000
2016-12-23,14430880000
2016-12-27,14633920000
2016-12-28,14272960000
2016-12-29,14224080000
2016-12-30,14077440000
2017-01-03,14216560000
2017-01-04,14487280000
2017-01-05,14539920000
2017-01-06,14660240000
2017-01-09,14314320000
2017-01-10,14197760000
2017-01-11,14487280000
2017-01-12,14348159999
2017-01-13,14062400000
2017-01-17,14163920000
2017-01-18,14069920000
2017-01-19,14250400000
2017-01-20,14694080000
2017-01-23,14449680000
2017-01-24,14679040000
2017-01-25,14934720000
2017-01-26,14758000000
2017-01-27,14615119999
2017-01-30,14118799999
2017-01-31,14216560000
2017-02-01,14494799999
2017-02-02,14212799999
2017-02-03,14502320000
2017-02-06,14084960000
2017-02-07,14773040000
2017-02-08,14742960000
2017-02-09,14660240000
2017-02-10,14821920000
2017-02-13,14889600000
2017-02-14,15288159999
2017-02-15,15197920000
2017-02-16,15130240000
2017-02-17,14780560000
2017-02-21,14874560000
2017-02-22,14611360000
2017-02-23,14930960000
2017-02-24,14961040000
2017-02-27,15453600000
2017-02-28,15197920000
2017-03-01,15694240000
2017-03-02,15149040000
2017-03-03,15182880000
2017-03-06,14991119999
2017-03-07,14776799999
2017-03-08,14265440000
2017-03-09,14171440000
2017-03-10,14227840000
2017-03-13,14325600000
2017-03-14,14197760000
2017-03-15,14712880000
2017-03-16,14720400000
2017-03-17,14780560000
2017-03-20,14742960000
2017-03-21,14633920000
2017-03-22,14554960000
2017-03-23,14442159999
2017-03-24,14460960000
2017-03-27,14445920000
2017-03-28,14776799999
2017-03-29,15167840000
2017-03-30,15066320000
2017-03-31,15033750000
2017-04-03,14880000000
2017-04-04,14816250000
2017-04-05,14651250000
2017-04-06,14775000000
2017-04-07,14583750000
2017-04-10,14684999999
2017-04-11,14523749999
2017-04-12,14167500000
2017-04-13,14141250000
2017-04-17,14085000000
2017-04-18,13837500000
2017-04-19,13436250000
2017-04-20,13361250000
2017-04-21,12993750000
2017-04-24,13286250000
2017-04-25,13432500000
2017-04-26,13556250000
2017-04-27,13117499999
2017-04-28,13113750000
2017-05-01,12847500000
2017-05-02,12633750000
2017-05-03,12697500000
2017-05-04,12468750000
2017-05-05,12881250000
2017-05-08,12765000000
2017-05-09,12660000000
2017-05-10,12780000000
2017-05-11,12674999999
2017-05-12,12671250000
2017-05-15,12716249999
2017-05-16,12780000000
2017-05-17,12517500000
2017-05-18,12757500000
2017-05-19,13053750000
2017-05-22,13106250000
2017-05-23,13125000000
2017-05-24,12922500000
2017-05-25,12225000000
2017-05-26,12288750000
2017-05-30,12225000000
2017-05-31,12251250000
2017-06-01,12240000000
2017-06-02,12333750000
2017-06-05,12348750000
2017-06-06,12416250000
2017-06-07,12202500000
2017-06-08,12221250000
2017-06-09,12828750000
2017-06-12,12866250000
2017-06-13,12941250000
2017-06-14,12288750000
2017-06-15,12303750000
2017-06-16,12622499999
2017-06-19,12592500000
2017-06-20,12438750000
2017-06-21,12048750000
2017-06-22,11940000000
2017-06-23,11865000000
2017-06-26,11921250000
2017-06-27,11887500000
2017-06-28,11913750000
2017-06-29,12165000000
2017-06-30,12234857128
2017-07-03,12591428556
2017-07-05,12156857128
2017-07-06,11989714271
2017-07-07,11889428557
2017-07-10,12108571414
2017-07-11,12327714271
2017-07-12,12312857128
2017-07-13,12413142842
2017-07-14,12550571414
2017-07-17,12621142842
2017-07-18,12583999985
2017-07-19,13055714270
2017-07-20,12628571414
2017-07-21,12424285699
2017-07-24,12323999985
2017-07-25,12472571414
2017-07-26,12383428557
2017-07-27,12520857128
2017-07-28,12297999985
2017-07-31,12149428557
2017-08-01,11841142843
2017-08-02,12112285700
2017-08-03,12115999986
2017-08-04,12323999985
2017-08-07,11807714272
2017-08-08,11621999986
2017-08-09,11443714272
2017-08-10,11272857129
2017-08-11,11250571415
2017-08-14,11373142844
2017-08-15,11287714272
2017-08-16,11120571415
2017-08-17,11176285701
2017-08-18,11283999986
2017-08-21,11250571415
2017-08-22,11217142844
2017-08-23,11280285701
2017-08-24,11172571415
2017-08-25,11335999986
2017-08-28,11269142844
2017-08-29,11276571415
2017-08-30,11309999986
2017-08-31,11391714272
2017-09-01,11395428558
2017-09-05,11636857129
2017-09-06,11822571414
2017-09-07,11841142843
2017-09-08,11792857129
2017-09-11,11982285700
2017-09-12,12398285699
2017-09-13,12569142842
2017-09-14,12609999985
2017-09-15,12795714270
2017-09-18,12914571413
2017-09-19,13066857127
2017-09-20,13189428556
2017-09-21,13074285699
2017-09-22,13200571413
2017-09-25,13319428556
2017-09-26,13482857127
2017-09-27,13423428555
2017-09-28,13196857127
2017-09-29,13271142841
2017-10-02,13326950000
2017-10-03,13244010000
2017-10-04,13281709999
2017-10-05,13583310000
2017-10-06,13206310000
2017-10-09,13285480000
2017-10-10,13168610000
2017-10-11,13187459999
2017-10-12,12961260000
2017-10-13,13063050000
2017-10-16,13191230000
2017-10-17,13164840000
2017-10-18,13014040000
2017-10-19,12848160000
2017-10-20,12851930000
2017-10-23,12742599999
2017-10-24,12746370000
2017-10-25,12678510000
2017-10-26,12765220000
2017-10-27,12527709999
2017-10-30,12923560000
2017-10-31,12889630000
2017-11-01,12840620000
2017-11-02,12576720000
2017-11-03,12599340000
2017-11-06,13383500000
2017-11-07,13232700000
2017-11-08,13202540000
2017-11-09,13025349999
2017-11-10,12637040000
2017-11-13,12463620000
2017-11-14,12165790000
2017-11-15,12041380000
2017-11-16,11879270000
2017-11-17,12071540000
2017-11-20,11958440000
2017-11-21,11988600000
2017-11-22,12041380000
2017-11-24,12007450000
2017-11-27,11924510000
2017-11-28,12113010000
2017-11-29,12293970000
2017-11-30,12648349999
2017-12-01,12851930000
2017-12-04,12810459999
2017-12-05,12505090000
2017-12-06,12331670000
2017-12-07,12214800000
2017-12-08,12297739999
2017-12-11,12550330000
2017-12-12,12493780000
2017-12-13,12286430000
2017-12-14,12226110000
2017-12-15,12463620000
2017-12-18,12569180000
2017-12-19,12674739999
2017-12-20,12938640000
2017-12-21,13402349999
2017-12-22,13360880000
2017-12-26,13428739999
2017-12-27,13300560000
2017-12-28,13379730000
2017-12-29,13579540000
2018-01-02,13873599999
2018-01-03,14269450000
2018-01-04,14488110000
2018-01-05,14408940000
2018-01-08,14593670000
2018-01-09,14416480000
2018-01-10,14299610000
2018-01-11,14642680000
2018-01-12,14755780000
2018-01-16,14503190000
2018-01-17,14672840000
2018-01-18,14292069999
2018-01-19,14318459999
2018-01-22,14604980000
2018-01-23,14601209999
2018-01-24,14435330000
2018-01-25,14175200000
2018-01-26,14216670000
2018-01-29,13847209999
2018-01-30,13794430000
2018-01-31,13828360000
2018-02-01,14111110000
2018-02-02,13455130000
2018-02-05,12761450000
2018-02-06,13342030000
2018-02-07,12836849999
2018-02-08,12305280000
2018-02-09,12474930000
2018-02-12,12708670000
2018-02-13,12689819999
2018-02-14,13247780000
2018-02-15,13244010000
2018-02-16,13424970000
2018-02-20,13338260000
2018-02-21,13179920000
2018-02-22,13232700000
2018-02-23,13598390000
2018-02-26,13639860000
2018-02-27,13670020000
2018-02-28,13228930000
2018-03-01,13349569999
2018-03-02,13602160000
2018-03-05,13711489999
2018-03-06,13835900000
2018-03-07,13764270000
2018-03-08,13813280000
2018-03-09,14220440000
2018-03-12,14175200000
2018-03-13,14065870000
2018-03-14,14096030000
2018-03-15,13670020000
2018-03-16,13907530000
2018-03-19,13711489999
2018-03-20,13869830000
2018-03-21,14341080000
2018-03-22,14016860000
2018-03-23,14016860000
2018-03-26,14288300000
2018-03-27,13918840000
2018-03-28,13545610000
2018-03-29,13877370000
2018-04-02,13562640000
2018-04-03,13857479999
2018-04-04,13819680000
2018-04-05,14072939999
2018-04-06,13982220000
2018-04-09,13702500000
2018-04-10,14394240000
2018-04-11,14904540000
2018-04-12,15361920000
2018-04-13,15467760000
2018-04-16,14356439999
2018-04-17,14209020000
2018-04-18,14484960000
2018-04-19,14583240000
2018-04-20,14458500000
2018-04-23,14507640000
2018-04-24,14352660000
2018-04-25,14469840000
2018-04-26,14602140000
2018-04-27,14689080000
2018-04-30,14617260000
2018-05-01,14556780000
2018-05-02,14522760000
2018-05-03,14507640000
2018-05-04,14553000000
2018-05-07,14590800000
2018-05-08,14787359999
2018-05-09,15259859999
2018-05-10,15350580000
2018-05-11,15365700000
2018-05-14,15520680000
2018-05-15,15645420000
2018-05-16,15940260000
2018-05-17,16227540000
2018-05-18,16412760000
2018-05-21,16673580000
2018-05-22,16514820000
2018-05-23,16216200000
2018-05-24,15993180000
2018-05-25,15596280000
2018-05-29,15615180000
2018-05-30,15826859999
2018-05-31,15656760000
2018-06-01,15819300000
2018-06-04,15789060000
2018-06-05,15894899999
2018-06-06,15970500000
2018-06-07,16204859999
2018-06-08,16095240000
2018-06-11,15936479999
2018-06-12,15978060000
2018-06-13,15989399999
2018-06-14,15936479999
2018-06-15,15679439999
2018-06-18,15959160000
2018-06-19,15947820000
2018-06-20,16008300000
2018-06-21,15758820000
2018-06-22,16102800000
2018-06-25,15622740000
2018-06-26,15845760000
2018-06-27,16174620000
2018-06-28,16329600000
2018-06-29,16405200000
2018-07-02,16202250000
2018-07-03,16353850000
2018-07-05,16516820000
2018-07-06,16774540000
2018-07-09,17055000000
2018-07-10,17180070000
2018-07-11,16861710000
2018-07-12,16766960000
2018-07-13,16766960000
