,CAG
2013-11-26,10576332000
2013-11-27,10694268000
2013-11-29,10753236000
2013-12-02,10719540000
2013-12-03,10736388000
2013-12-04,10719540000
2013-12-05,10639512000
2013-12-06,10778508000
2013-12-09,10795356000
2013-12-10,10597392000
2013-12-11,10601604000
2013-12-12,10479456000
2013-12-13,10323612000
2013-12-16,10357308000
2013-12-17,10260432000
2013-12-18,10361520000
2013-12-19,10909080000
2013-12-20,10934352000
2013-12-23,10858536000
2013-12-24,10917504000
2013-12-26,10892232000
2013-12-27,10934352000
2013-12-30,10976472000
2013-12-31,10984896000
2014-01-02,10942776000
2014-01-03,10917504000
2014-01-06,10862748000
2014-01-07,11048076000
2014-01-08,10959624000
2014-01-09,11001744000
2014-01-10,11035440000
2014-01-13,10942776000
2014-01-14,11043864000
2014-01-15,11005956000
2014-01-16,11098620000
2014-01-17,10892232000
2014-01-21,10938564000
2014-01-22,10968048000
2014-01-23,10841688000
2014-01-24,10673208000
2014-01-27,10753236000
2014-01-28,10690056000
2014-01-29,10386792000
2014-01-30,10365732000
2014-01-31,10361520000
2014-02-03,10007712000
2014-02-04,10045620000
2014-02-05,10011924000
2014-02-06,10007712000
2014-02-07,10054044000
2014-02-10,10121436000
2014-02-11,9477000000
2014-02-12,9443304000
2014-02-13,9451728000
2014-02-14,9569664000
2014-02-18,9514908000
2014-02-19,9434880000
2014-02-20,9308520000
2014-02-21,9291672000
2014-02-24,9268174459
2014-02-25,9230413676
2014-02-26,9196848535
2014-02-27,9175870322
2014-02-28,9222022390
2014-03-03,9213631105
2014-03-04,9335304740
2014-03-05,9410826306
2014-03-06,9461174017
2014-03-07,9570260724
2014-03-10,9557673797
2014-03-11,9549282512
2014-03-12,9683543074
2014-03-13,9570260724
2014-03-14,9553478154
2014-03-17,9599630223
2014-03-18,9679347432
2014-03-19,9608021508
2014-03-20,9738086428
2014-03-21,9763260283
2014-03-24,9775847211
2014-03-25,9821999279
2014-03-26,9821999279
2014-03-27,9884933918
2014-03-28,9964651127
2014-03-31,10073737834
2014-04-01,10006607553
2014-04-02,10103107332
2014-04-03,10220585324
2014-04-04,10061150906
2014-04-07,10090520404
2014-04-08,10132476830
2014-04-09,10098911690
2014-04-10,9947868557
2014-04-11,9901716488
2014-04-14,10010803195
2014-04-15,10023390123
2014-04-16,10132476830
2014-04-17,10174433256
2014-04-21,10136672473
2014-04-22,10153455043
2014-04-23,10115694260
2014-04-24,10086324762
2014-04-25,10065346549
2014-04-28,9968846770
2014-04-29,9897520846
2014-04-30,9905912131
2014-05-01,9884933918
2014-05-02,9939477272
2014-05-05,9855564420
2014-05-06,9801021066
2014-05-07,10010803195
2014-05-08,9901716488
2014-05-09,9989824982
2014-05-12,10048563979
2014-05-13,10128281188
2014-05-14,10216389682
2014-05-15,10103107332
2014-05-16,10207998397
2014-05-19,10187020184
2014-05-20,10149259401
2014-05-21,10203802754
2014-05-22,10258346108
2014-05-23,10262541750
2014-05-27,10351638000
2014-05-28,10360116000
2014-05-29,10555110000
2014-05-30,10597500000
2014-06-02,10538154000
2014-06-03,10559349000
2014-06-04,10618695000
2014-06-05,10656846000
2014-06-06,10728909000
2014-06-09,10678041000
2014-06-10,10652607000
2014-06-11,10572066000
2014-06-12,10572066000
2014-06-13,10661085000
2014-06-16,10758582000
2014-06-17,10775538000
2014-06-18,9995562000
2014-06-19,9639486000
2014-06-20,9452970000
2014-06-23,9457209000
2014-06-24,9452970000
2014-06-25,9423297000
2014-06-26,9503838000
2014-06-27,9720027000
2014-06-30,9736983000
2014-07-01,9872631000
2014-07-02,10012518000
2014-07-03,10190556000
2014-07-07,10186317000
2014-07-08,10050669000
2014-07-09,10025235000
2014-07-10,10008279000
2014-07-11,10033713000
2014-07-14,10135449000
2014-07-15,10152405000
2014-07-16,10131210000
2014-07-17,10008279000
2014-07-18,10063386000
2014-07-21,10054908000
2014-07-22,10046430000
2014-07-23,10194795000
2014-07-24,10177839000
2014-07-25,10194795000
2014-07-28,10148166000
2014-07-29,10046430000
2014-07-30,10008279000
2014-07-31,9885348000
2014-08-01,9970128000
2014-08-04,10046430000
2014-08-05,10004040000
2014-08-06,10097298000
2014-08-07,10105776000
2014-08-08,10156644000
2014-08-11,10309248000
2014-08-12,10309248000
2014-08-13,10317726000
2014-08-14,10453374000
2014-08-15,10423701000
2014-08-18,10461852000
2014-08-19,10461852000
2014-08-20,10504242000
2014-08-21,10546632000
2014-08-22,10449135000
2014-08-25,10578645000
2014-08-26,10497762000
2014-08-27,10582902000
2014-08-28,10582902000
2014-08-29,10608444000
2014-09-02,10578645000
2014-09-03,10680813000
2014-09-04,10689327000
2014-09-05,10710612000
2014-09-08,10761696000
2014-09-09,10702098000
2014-09-10,10693584000
2014-09-11,10706355000
2014-09-12,10655271000
2014-09-15,10659528000
2014-09-16,10663785000
2014-09-17,10544589000
2014-09-18,11029887000
2014-09-19,11072457000
2014-09-22,11046915000
2014-09-23,10919205000
2014-09-24,11038401000
2014-09-25,10821294000
2014-09-26,10949004000
2014-09-29,10863864000
2014-09-30,10885149000
2014-10-01,10897920000
2014-10-02,10795752000
2014-10-03,10978803000
2014-10-06,11097999000
2014-10-07,10966032000
2014-10-08,11153340000
2014-10-09,11153340000
2014-10-10,11038401000
2014-10-13,10919205000
2014-10-14,11063943000
2014-10-15,11076714000
2014-10-16,10966032000
2014-10-17,11085228000
2014-10-20,11289564000
2014-10-21,11212938000
2014-10-22,11255508000
2014-10-23,11208681000
2014-10-24,11268279000
2014-10-27,11221452000
2014-10-28,11306592000
2014-10-29,11059686000
2014-10-30,11178882000
2014-10-31,11315106000
2014-11-03,11349162000
2014-11-04,11315106000
2014-11-05,11323620000
2014-11-06,11447073000
2014-11-07,11404503000
2014-11-10,11374704000
2014-11-11,11268279000
2014-11-12,11417274000
2014-11-13,11442816000
2014-11-14,11442816000
2014-11-17,11515185000
2014-11-18,11745063000
2014-11-19,11719521000
2014-11-20,11706750000
2014-11-21,11698236000
2014-11-24,11715353000
2014-11-25,11736708000
2014-11-26,11847754000
2014-11-28,12069846000
2014-12-01,12035678000
2014-12-02,12168079000
2014-12-03,12112556000
2014-12-04,12065575000
2014-12-05,12227873000
2014-12-08,12240686000
2014-12-09,12223602000
2014-12-10,12163808000
2014-12-11,12326106000
2014-12-12,12138182000
2014-12-15,12116827000
2014-12-16,12082659000
2014-12-17,12262041000
2014-12-18,12091201000
2014-12-19,12185163000
2014-12-22,12185163000
2014-12-23,12206518000
2014-12-24,12185163000
2014-12-26,12185163000
2014-12-29,12206518000
2014-12-30,12168079000
2014-12-31,11992968000
2015-01-02,11839212000
2015-01-05,11711082000
2015-01-06,11595765000
2015-01-07,11869109000
2015-01-08,12125369000
2015-01-09,11980155000
2015-01-12,11792231000
2015-01-13,11839212000
2015-01-14,11736708000
2015-01-15,12010052000
2015-01-16,11975884000
2015-01-20,11988697000
2015-01-21,11980155000
2015-01-22,12287667000
2015-01-23,12150995000
2015-01-26,12210789000
2015-01-27,12116827000
2015-01-28,12074117000
2015-01-29,12052762000
2015-01-30,11711082000
2015-02-02,11817857000
2015-02-03,11890464000
2015-02-04,11984426000
2015-02-05,12048491000
2015-02-06,12044220000
2015-02-09,11950258000
2015-02-10,12039949000
2015-02-11,11954529000
2015-02-12,12035678000
2015-02-13,11510345000
2015-02-17,11160123000
2015-02-18,11096058000
2015-02-19,11395028000
2015-02-20,11407841000
2015-02-23,11430816000
2015-02-24,11490708000
2015-02-25,11499264000
2015-02-26,11477874000
2015-02-27,11580546000
2015-03-02,11619048000
2015-03-03,11576268000
2015-03-04,11426538000
2015-03-05,11542044000
2015-03-06,11340978000
2015-03-09,11370924000
2015-03-10,11225472000
2015-03-11,11118522000
2015-03-12,11311032000
2015-03-13,11238306000
2015-03-16,11396592000
2015-03-17,11417982000
2015-03-18,11439372000
2015-03-19,11375202000
2015-03-20,11576268000
2015-03-23,11601936000
2015-03-24,11465040000
2015-03-25,11567712000
2015-03-26,11503542000
2015-03-27,12170910000
2015-03-30,12217968000
2015-03-31,12093906000
2015-04-01,12205134000
2015-04-02,12521706000
2015-04-06,12594432000
2015-04-07,12568764000
2015-04-08,12555930000
2015-04-09,12543096000
2015-04-10,12530262000
2015-04-13,12448980000
2015-04-14,12513150000
2015-04-15,12436146000
2015-04-16,12376254000
2015-04-17,12350586000
2015-04-20,12466092000
2015-04-21,12453258000
2015-04-22,12423312000
2015-04-23,12419034000
2015-04-24,12423312000
2015-04-27,12363420000
2015-04-28,12247914000
2015-04-29,12055404000
2015-04-30,11969844000
2015-05-01,12102462000
2015-05-04,12290694000
2015-05-05,12252192000
2015-05-06,12316362000
2015-05-07,12367698000
2015-05-08,12419034000
2015-05-11,12371976000
2015-05-12,12474648000
2015-05-13,12401922000
2015-05-14,12555930000
2015-05-15,12744162000
2015-05-18,12752718000
2015-05-19,12756996000
2015-05-20,12876780000
2015-05-21,12872502000
2015-05-22,12863946000
2015-05-26,12727050000
2015-05-27,12812610000
2015-05-28,12812610000
2015-05-29,12782664000
2015-06-01,12955456000
2015-06-02,12718571000
2015-06-03,12774562000
2015-06-04,12636738000
2015-06-05,12473072000
2015-06-08,12563519000
2015-06-09,12653966000
2015-06-10,12675501000
2015-06-11,12731492000
2015-06-12,12701343000
2015-06-15,12679808000
2015-06-16,12873623000
2015-06-17,12933921000
2015-06-18,13037289000
2015-06-19,14454292000
2015-06-22,14350924000
2015-06-23,14462906000
2015-06-24,14617957999
2015-06-25,14613651000
2015-06-26,14665334999
2015-06-29,14475827000
2015-06-30,14570581000
2015-07-01,14867764000
2015-07-02,14850535999
2015-07-06,14872071000
2015-07-07,15160640000
2015-07-08,14880684999
2015-07-09,14837615000
2015-07-10,14940982999
2015-07-13,14906527000
2015-07-14,14906527000
2015-07-15,14807466000
2015-07-16,14872071000
2015-07-17,14811773000
2015-07-20,14764396000
2015-07-21,14673949000
2015-07-22,14717019000
2015-07-23,14665334999
2015-07-24,14557659999
2015-07-27,14510282999
2015-07-28,14643800000
2015-07-29,14708405000
2015-07-30,14811773000
2015-07-31,14686870000
2015-08-03,14691177000
2015-08-04,14721326000
2015-08-05,14915141000
2015-08-06,14988359999
2015-08-07,15048657999
2015-08-10,14996974000
2015-08-11,14988359999
2015-08-12,14897913000
2015-08-13,14811773000
2015-08-14,15083114000
2015-08-17,15044351000
2015-08-18,14945290000
2015-08-19,14841922000
2015-08-20,14648107000
2015-08-21,14329389000
2015-08-24,13829777000
2015-08-25,13446454000
2015-08-26,13928838000
2015-08-27,13967601000
2015-08-28,13907303000
2015-08-31,13994388000
2015-09-01,13721094000
2015-09-02,13799178000
2015-09-03,14007402000
2015-09-04,13842558000
2015-09-08,14011739999
2015-09-09,13807854000
2015-09-10,13816530000
2015-09-11,13990050000
2015-09-14,13877262000
2015-09-15,14050782000
2015-09-16,14259005999
2015-09-17,14350104000
2015-09-18,14172246000
2015-09-21,14232978000
2015-09-22,13226562000
2015-09-23,13261266000
2015-09-24,13786164000
2015-09-25,13942332000
2015-09-28,13569264000
2015-09-29,13447800000
2015-09-30,13599630000
2015-10-01,13734108000
2015-10-02,14042105999
2015-10-05,14219964000
2015-10-06,14068134000
2015-10-07,13742784000
2015-10-08,14024754000
2015-10-09,14020416000
2015-10-12,14111514000
2015-10-13,13933655999
2015-10-14,13669038000
2015-10-15,13872924000
2015-10-16,13994388000
2015-10-19,13964021999
2015-10-20,13786164000
2015-10-21,13864248000
2015-10-22,14232978000
2015-10-23,13859910000
2015-10-26,13890276000
2015-10-27,13603968000
2015-10-28,13577940000
2015-10-29,13664700000
2015-10-30,13612644000
2015-11-02,13734108000
2015-11-03,13751460000
2015-11-04,13768812000
2015-11-05,13851234000
2015-11-06,13660362000
2015-11-09,13872924000
2015-11-10,13816530000
2015-11-11,13725432000
2015-11-12,13161492000
2015-11-13,13040028000
2015-11-16,13352364000
2015-11-17,13213548000
2015-11-18,13742784000
2015-11-19,13799178000
2015-11-20,13712418000
2015-11-23,13964021999
2015-11-24,13951007999
2015-11-25,13968360000
2015-11-27,13981373999
2015-11-30,13802976000
2015-12-01,13785548000
2015-12-02,13759406000
2015-12-03,13489272000
2015-12-04,13877045000
2015-12-07,13746335000
2015-12-08,13676623000
2015-12-09,13624339000
2015-12-10,13593840000
2015-12-11,13253994000
2015-12-14,13249637000
2015-12-15,13354205000
2015-12-16,13755049000
2015-12-17,13698408000
2015-12-18,13685337000
2015-12-21,13820404000
2015-12-22,13968542000
2015-12-23,14304031000
2015-12-24,14203820000
2015-12-28,14286603000
2015-12-29,14395528000
2015-12-30,14360672000
2015-12-31,14216891000
2016-01-04,14007755000
2016-01-05,14016469000
2016-01-06,14090538000
2016-01-07,13606911000
2016-01-08,13676623000
2016-01-11,13550270000
2016-01-12,13720193000
2016-01-13,13328063000
2016-01-14,13497986000
2016-01-15,13162497000
2016-01-19,13105856000
2016-01-20,13049215000
2016-01-21,13236566000
2016-01-22,13572055000
2016-01-25,13175568000
2016-01-26,13319349000
2016-01-27,13262708000
2016-01-28,13524128000
2016-01-29,14038254000
2016-02-01,14155893000
2016-02-02,13794262000
2016-02-03,13868331000
2016-02-04,13497986000
2016-02-05,13280136000
2016-02-08,13192996000
2016-02-09,13384704000
2016-02-10,13567698000
2016-02-11,13576412000
2016-02-12,14025182999
2016-02-16,14086181000
2016-02-17,14060039000
2016-02-18,14081824000
2016-02-19,14107966000
2016-02-22,14129751000
2016-02-23,14134107999
2016-02-24,14155893000
2016-02-25,14321458999
2016-02-26,14190749000
2016-02-29,14197070495
2016-03-01,14349727168
2016-03-02,14432597932
2016-03-03,14546000032
2016-03-04,14615785939
2016-03-07,14458767648
2016-03-08,14441321171
2016-03-09,14598339462
2016-03-10,14650678892
2016-03-11,14803335564
2016-03-14,14772804230
2016-03-15,14881844710
2016-03-16,14820782041
2016-03-17,14742272895
2016-03-18,14602701081
2016-03-21,14563446508
2016-03-22,14493660601
2016-03-23,14620147558
2016-03-24,14877483091
2016-03-28,14947268998
2016-03-29,14999608428
2016-03-30,15174073196
2016-03-31,15060671097
2016-04-01,15444493587
2016-04-04,15326729868
2016-04-05,15217689388
2016-04-06,15335453107
2016-04-07,15557895686
2016-04-08,15575342163
2016-04-11,15422685491
2016-04-12,15632043212
2016-04-13,15427047110
2016-04-14,15265667200
2016-04-15,15405239014
2016-04-18,15409600633
2016-04-19,15287475295
2016-04-20,15322368249
2016-04-21,15003970048
2016-04-22,15047586240
2016-04-25,15038863001
2016-04-26,15056309478
2016-04-27,15147903481
2016-04-28,15086840812
2016-04-29,15038863001
2016-05-02,15156626720
2016-05-03,14964715475
2016-05-04,15113010528
2016-05-05,15147903481
2016-05-06,15187158054
2016-05-09,15418323872
2016-05-10,15640766451
2016-05-11,15470663302
2016-05-12,15671297785
2016-05-13,15488109779
2016-05-16,15427047110
2016-05-17,15078117574
2016-05-18,15095564051
2016-05-19,15095564051
2016-05-20,14982161952
2016-05-23,14964715475
2016-05-24,15051947859
2016-05-25,15095564051
2016-05-26,15339814726
2016-05-27,15287475295
2016-05-31,15527429999
2016-06-01,15527429999
2016-06-02,15689860000
2016-06-03,15799610000
2016-06-06,15729370000
2016-06-07,15852290000
2016-06-08,15878630000
2016-06-09,16019110000
2016-06-10,15948870000
2016-06-13,15786440000
2016-06-14,15839120000
2016-06-15,15795219999
2016-06-16,15979600000
2016-06-17,15922530000
2016-06-20,15992770000
2016-06-21,16124469999
2016-06-22,16102520000
2016-06-23,16278120000
2016-06-24,15948870000
2016-06-27,15953260000
2016-06-28,16001550000
2016-06-29,16172760000
2016-06-30,16243000000
2016-07-01,16440550000
2016-07-05,16216659999
2016-07-06,16137640000
2016-07-07,16216659999
2016-07-08,16409820000
2016-07-11,16343969999
2016-07-12,16212270000
2016-07-13,16370310000
2016-07-14,16339580000
2016-07-15,16300070000
2016-07-18,16326409999
2016-07-19,16229830000
2016-07-20,16115690000
2016-07-21,15966429999
2016-07-22,16076179999
2016-07-25,16093739999
2016-07-26,15847900000
2016-07-27,15619620000
2016-07-28,15768880000
2016-07-29,15887409999
2016-08-01,15935699999
2016-08-02,15878630000
2016-08-03,15948870000
2016-08-04,15904969999
2016-08-05,15733760000
2016-08-08,15847900000
2016-08-09,15852290000
2016-08-10,15751320000
2016-08-11,15676690000
2016-08-12,15825949999
2016-08-15,15724980000
2016-08-16,15558159999
2016-08-17,15733760000
2016-08-18,15918140000
2016-08-19,15948870000
2016-08-22,15983989999
2016-08-23,15711810000
2016-08-24,15707420000
2016-08-25,15650350000
2016-08-26,15641570000
2016-08-29,15774708000
2016-08-30,15691545000
2016-08-31,15787839000
2016-09-01,15586497000
2016-09-02,15796593000
2016-09-06,15722184000
2016-09-07,15525219000
2016-09-08,15201320999
2016-09-09,14671704000
2016-09-12,15061256999
2016-09-13,14899308000
2016-09-14,14842406999
2016-09-15,14789883000
2016-09-16,14649819000
2016-09-19,14632311000
2016-09-20,14461608000
2016-09-21,14649819000
2016-09-22,14763620999
2016-09-23,14750490000
2016-09-26,14579787000
2016-09-27,14645442000
2016-09-28,14610426000
2016-09-29,15665283000
2016-09-30,15958542000
2016-10-03,16098606000
2016-10-04,16085475000
2016-10-05,15971673000
2016-10-06,15962919000
2016-10-07,15862248000
2016-10-10,16050459000
2016-10-11,15914772000
2016-10-12,15993558000
2016-10-13,15892887000
2016-10-14,16107359999
2016-10-17,16089852000
2016-10-18,16387487999
2016-10-19,16208031000
2016-10-20,16081098000
2016-10-21,16260555000
2016-10-24,16155506999
2016-10-25,16203654000
2016-10-26,16278062999
2016-10-27,16076720999
2016-10-28,16291194000
2016-10-31,16321833000
2016-11-01,16120491000
2016-11-02,16133622000
2016-11-03,15945411000
2016-11-04,15770331000
2016-11-07,16278062999
2016-11-08,16488159000
2016-11-09,16203654000
2016-11-10,15013109999
2016-11-11,15288861000
2016-11-14,15533973000
2016-11-15,15678414000
2016-11-16,15875379000
2016-11-17,15984804000
2016-11-18,16107359999
2016-11-21,16212408000
2016-11-22,16435634999
2016-11-23,16269309000
2016-11-25,16505667000
2016-11-28,16257821999
2016-11-29,16283724000
2016-11-30,15839072999
2016-12-01,15744099000
2016-12-02,15925413000
2016-12-05,16037655000
2016-12-06,16240553999
2016-12-07,16313943000
2016-12-08,16266456000
2016-12-09,16594547999
2016-12-12,16672253999
2016-12-13,16581596999
2016-12-14,16292358000
2016-12-15,16585914000
2016-12-16,16581596999
2016-12-19,16560012000
2016-12-20,16503890999
2016-12-21,16404600000
2016-12-22,16961493000
2016-12-23,17168709000
2016-12-27,17203245000
2016-12-28,17069418000
2016-12-29,17173026000
2016-12-30,17073734999
2017-01-03,17164392000
2017-01-04,16875153000
2017-01-05,16814715000
2017-01-06,16724058000
2017-01-09,16594547999
2017-01-10,16529793000
2017-01-11,16680888000
2017-01-12,16624767000
2017-01-13,16624767000
2017-01-17,16667937000
2017-01-18,16715424000
2017-01-19,16702472999
2017-01-20,16892421000
2017-01-23,16788813000
2017-01-24,16926957000
2017-01-25,16931274000
2017-01-26,16814715000
2017-01-27,16831983000
2017-01-30,16844934000
2017-01-31,16875153000
2017-02-01,16810397999
2017-02-02,16939908000
2017-02-03,16996028999
2017-02-06,16935590999
2017-02-07,17069418000
2017-02-08,17060784000
2017-02-09,17151440999
2017-02-10,17198928000
2017-02-13,17164392000
2017-02-14,17177343000
2017-02-15,17242098000
2017-02-16,17237781000
2017-02-17,17099637000
2017-02-21,17354340000
2017-02-22,17475216000
2017-02-23,17483850000
2017-02-24,17768772000
2017-02-27,17186067000
2017-02-28,17320563000
2017-03-01,17320563000
2017-03-02,17261721000
2017-03-03,17295345000
2017-03-06,17337375000
2017-03-07,17127225000
2017-03-08,16942293000
2017-03-09,17051571000
2017-03-10,17194473000
2017-03-13,17240706000
2017-03-14,17333172000
2017-03-15,17442450000
2017-03-16,17434044000
2017-03-17,17408826000
2017-03-20,17156646000
2017-03-21,17144037000
2017-03-22,17013743999
2017-03-23,16959105000
2017-03-24,17009541000
2017-03-27,16870842000
2017-03-28,16896060000
2017-03-29,17059977000
2017-03-30,16929684000
2017-03-31,16954902000
2017-04-03,16959105000
2017-04-04,16904466000
2017-04-05,16980120000
2017-04-06,17013743999
2017-04-07,17017947000
2017-04-10,17051571000
2017-04-11,17022150000
2017-04-12,17072585999
2017-04-13,16946496000
2017-04-17,17005338000
2017-04-18,17144037000
2017-04-19,17013743999
2017-04-20,17114616000
2017-04-21,17089397999
2017-04-24,17202879000
2017-04-25,16530399000
2017-04-26,16395903000
2017-04-27,16311843000
2017-04-28,16299234000
2017-05-01,16093287000
2017-05-02,15950385000
2017-05-03,15870528000
2017-05-04,15845310000
2017-05-05,15862122000
2017-05-08,15824295000
2017-05-09,15672987000
2017-05-10,15803280000
2017-05-11,15757047000
2017-05-12,15744438000
2017-05-15,15908355000
2017-05-16,15790671000
2017-05-17,15811685999
2017-05-18,15836904000
2017-05-19,15853716000
2017-05-22,15996618000
2017-05-23,16131114000
2017-05-24,16198362000
2017-05-25,16316046000
2017-05-26,16404309000
2017-05-30,15989652000
2017-05-31,15997954000
2017-06-01,16583245000
2017-06-02,16433809000
2017-06-05,16516829000
2017-06-06,16371544000
2017-06-07,16367393000
2017-06-08,16234561000
2017-06-09,16089276000
2017-06-12,16064370000
2017-06-13,16180597999
2017-06-14,16172296000
2017-06-15,16296826000
2017-06-16,15777951000
2017-06-19,15574552000
2017-06-20,15678327000
2017-06-21,15640968000
2017-06-22,15396059000
2017-06-23,15454172999
2017-06-26,15628515000
2017-06-27,15358700000
2017-06-28,15512286999
2017-06-29,14976808000
2017-06-30,14843976000
2017-07-03,14736050000
2017-07-05,14491140999
2017-07-06,14167363000
2017-07-07,13872642000
2017-07-10,13793772999
2017-07-11,13727357000
2017-07-12,13856038000
2017-07-13,13914152000
2017-07-14,13939058000
2017-07-17,13897547999
2017-07-18,13831132000
2017-07-19,14051135000
2017-07-20,14009625000
2017-07-21,14063588000
2017-07-24,14046984000
2017-07-25,14179815999
2017-07-26,14042833000
2017-07-27,14258685000
2017-07-28,14213024000
2017-07-31,14213024000
2017-08-01,14042833000
2017-08-02,14200571000
2017-08-03,14242081000
2017-08-04,14105097999
2017-08-07,14183967000
2017-08-08,14192269000
2017-08-09,14275289000
2017-08-10,14138306000
2017-08-11,14445479999
2017-08-14,14482839000
2017-08-15,14486990000
2017-08-16,14586614000
2017-08-17,14412272000
2017-08-18,14304346000
2017-08-21,14320950000
2017-08-22,14325101000
2017-08-23,14204722000
2017-08-24,13793772999
2017-08-25,13756414000
2017-08-28,13223445000
2017-08-29,13182795000
2017-08-30,13308810000
2017-08-31,13194990000
2017-09-01,13365720000
2017-09-05,13694985000
2017-09-06,13918560000
2017-09-07,13975470000
2017-09-08,14024250000
2017-09-11,14125875000
2017-09-12,14154330000
2017-09-13,14117744999
2017-09-14,14016119999
2017-09-15,14231565000
2017-09-18,14182785000
2017-09-19,13890105000
2017-09-20,13699050000
2017-09-21,13585230000
2017-09-22,13475475000
2017-09-25,13605555000
2017-09-26,13560840000
2017-09-27,13552710000
2017-09-28,13800675000
2017-09-29,13715310000
2017-10-02,13552710000
2017-10-03,13581164999
2017-10-04,13804740000
2017-10-05,13861650000
2017-10-06,13853520000
2017-10-09,13601490000
2017-10-10,13707180000
2017-10-11,13735635000
2017-10-12,14060835000
2017-10-13,13955145000
2017-10-16,14024250000
2017-10-17,13906365000
2017-10-18,13861650000
2017-10-19,13723440000
2017-10-20,13784414999
2017-10-23,13906365000
2017-10-24,13890105000
2017-10-25,13792545000
2017-10-26,13568970000
2017-10-27,13694985000
2017-10-30,13629945000
2017-10-31,13886039999
2017-11-01,13873845000
2017-11-02,13764090000
2017-11-03,13784414999
2017-11-06,13544580000
2017-11-07,13723440000
2017-11-08,13947015000
2017-11-09,13804740000
2017-11-10,14146199999
2017-11-13,14162460000
2017-11-14,14581154999
2017-11-15,14300670000
2017-11-16,14479529999
2017-11-17,14516115000
2017-11-20,14540505000
2017-11-21,14447010000
2017-11-22,14434815000
2017-11-24,14414490000
2017-11-27,14343654000
2017-11-28,14543204000
2017-11-29,14846520000
2017-11-30,14898403000
2017-12-01,14954277000
2017-12-04,15137863000
2017-12-05,14834547000
2017-12-06,14798628000
2017-12-07,14866475000
2017-12-08,14866475000
2017-12-11,14862484000
2017-12-12,14986204999
2017-12-13,14902394000
2017-12-14,14770691000
2017-12-15,15070016000
2017-12-18,15074007000
2017-12-19,15157817999
2017-12-20,15221674000
2017-12-21,15105935000
2017-12-22,15197728000
2017-12-26,15249611000
2017-12-27,15193737000
2017-12-28,15185754999
2017-12-29,15034097000
2018-01-02,14974232000
2018-01-03,14898403000
2018-01-04,15141854000
2018-01-05,15189746000
2018-01-08,14974232000
2018-01-09,14922349000
2018-01-10,14698853000
2018-01-11,14670916000
2018-01-12,14650961000
2018-01-16,14674907000
2018-01-17,14870466000
2018-01-18,14830555999
2018-01-19,15074007000
2018-01-22,15074007000
2018-01-23,15054052000
2018-01-24,15006160000
2018-01-25,15181764000
2018-01-26,15365350000
2018-01-29,15249611000
2018-01-30,15109926000
2018-01-31,15165800000
2018-02-01,15010151000
2018-02-02,14650961000
2018-02-05,14227915000
2018-02-06,14251861000
2018-02-07,14323699000
2018-02-08,14164059000
2018-02-09,14191996000
2018-02-12,14247870000
2018-02-13,14156077000
2018-02-14,14184014000
2018-02-15,14511276000
2018-02-16,14467375000
2018-02-20,14399528000
2018-02-21,14243879000
2018-02-22,14343654000
2018-02-23,14479348000
2018-02-26,14352637000
2018-02-27,14222980000
2018-02-28,14195477000
2018-03-01,14301560000
2018-03-02,14486222999
2018-03-05,14847691000
2018-03-06,15044141000
2018-03-07,14839833000
2018-03-08,14922341999
2018-03-09,14953774000
2018-03-12,14949844999
2018-03-13,14941987000
2018-03-14,14718034000
2018-03-15,14293702000
2018-03-16,14384069000
2018-03-19,14277986000
2018-03-20,14305488999
2018-03-21,13885086000
2018-03-22,13928305000
2018-03-23,13947950000
2018-03-26,14285844000
2018-03-27,14262269999
2018-03-28,14270128000
2018-03-29,14490152000
2018-04-02,14101181000
2018-04-03,14215122000
2018-04-04,14541229000
2018-04-05,14462649000
2018-04-06,14435146000
2018-04-09,14446933000
2018-04-10,14478365000
2018-04-11,14435146000
2018-04-12,14450862000
2018-04-13,14458719999
2018-04-16,14619809000
2018-04-17,14737679000
2018-04-18,14604093000
2018-04-19,14403713999
2018-04-20,14313347000
2018-04-23,14340850000
2018-04-24,14466578000
2018-04-25,14596235000
2018-04-26,14698388999
2018-04-27,14670886000
2018-04-30,14564803000
2018-05-01,14364424000
2018-05-02,14120826000
2018-05-03,14073678000
2018-05-04,14505868000
2018-05-07,14682672999
2018-05-08,14694460000
2018-05-09,14800543000
2018-05-10,14835904000
2018-05-11,14871265000
2018-05-14,14831975000
2018-05-15,14820188000
2018-05-16,14843762000
2018-05-17,14820188000
2018-05-18,14702318000
2018-05-21,14501938999
2018-05-22,14486222999
2018-05-23,14517655000
2018-05-24,14560874000
2018-05-25,14698388999
2018-05-29,14633912000
2018-05-30,14786675000
2018-05-31,14516402000
2018-06-01,14469398000
2018-06-04,14720086000
2018-06-05,14637828999
2018-06-06,14512484999
2018-06-07,14563406000
2018-06-08,14782758000
2018-06-11,14751421999
2018-06-12,14767090000
2018-06-13,14865015000
2018-06-14,14962940000
2018-06-15,15080450000
2018-06-18,14861098000
2018-06-19,15002109999
2018-06-20,15060865000
2018-06-21,14994276000
2018-06-22,15100034999
2018-06-25,15252798000
2018-06-26,14974690999
2018-06-27,13885765000
2018-06-28,14034611000
2018-06-29,13995440999
2018-07-02,13721251000
2018-07-03,13568488000
2018-07-05,14069864000
2018-07-06,13995440999
2018-07-09,14273548000
2018-07-10,14344053999
2018-07-11,14312718000
2018-07-12,14124702000
2018-07-13,14128619000
2018-07-16,13979773000
