,OKE
2018-08-14,28250620350
2018-08-15,27591233150
2018-08-16,27673656550
2018-08-17,27826139840
2018-08-20,27958017280
2018-08-21,27805533990
2018-08-22,28114621740
2018-08-23,27702504740
2018-08-24,27813776329
2018-08-27,27945653770
2018-08-28,27743716439
2018-08-29,27479961560
2018-08-30,27385174650
2018-08-31,27162631470
2018-09-04,27076086900
2018-09-05,27232691360
2018-09-06,27203843170
2018-09-07,27133783280
2018-09-10,26606273520
2018-09-11,26795847340
2018-09-12,26832937870
2018-09-13,27183237319
2018-09-14,27360447630
2018-09-17,28011592490
2018-09-18,28493769380
2018-09-19,28650373840
2018-09-20,28275347370
2018-09-21,28481405870
2018-09-24,27970380790
2018-09-25,28201166310
2018-09-26,28192923970
2018-09-27,28098137060
2018-09-28,27937411430
2018-10-01,28389473000
2018-10-02,27948911200
2018-10-03,28175368200
2018-10-04,28195955200
2018-10-05,28249481400
2018-10-08,28163016000
2018-10-09,28294772800
2018-10-10,27714219400
2018-10-11,26853682800
2018-10-12,26771334800
2018-10-15,26684869400
2018-10-16,27775980399
2018-10-17,27594814800
2018-10-18,27553640800
2018-10-19,27911854600
2018-10-22,27578345200
2018-10-23,27133666000
2018-10-24,26203133600
2018-10-25,26602521400
2018-10-26,26079611600
2018-10-29,26034320200
2018-10-30,26050789800
2018-10-31,27010143999
2018-11-01,26684869400
2018-11-02,25746102200
2018-11-05,26330773000
2018-11-06,26223720600
2018-11-07,26380181799
2018-11-08,26339007800
2018-11-09,25976676600
2018-11-12,25688458600
2018-11-13,25120257400
2018-11-14,24856743800
2018-11-15,25264366400
2018-11-16,25610228000
2018-11-19,25643167200
2018-11-20,24844391600
2018-11-21,25112022600
2018-11-23,24333834000
2018-11-26,24510882200
2018-11-27,24601465000
2018-11-28,24918504800
2018-11-29,25256131600
2018-11-30,25293188200
2018-12-03,25836685000
2018-12-04,24951444000
2018-12-06,24445003800
2018-12-07,24700282600
2018-12-10,24358538400
2018-12-11,24284425200
2018-12-12,24584995400
2018-12-13,25301423000
2018-12-14,24782630600
2018-12-17,24127964000
2018-12-18,23250957800
2018-12-19,23012148600
2018-12-20,22448064800
2018-12-21,22192786000
2018-12-24,20912274600
2018-12-26,22110438000
2018-12-27,21953976800
2018-12-28,21813985200
2018-12-31,22276386600
2019-01-02,22466324280
2019-01-03,22412646240
2019-01-04,23391238200
2019-01-07,23800017120
2019-01-08,24307893960
2019-01-09,24662994840
2019-01-10,24790996320
2019-01-11,24691898400
2019-01-14,24514347960
2019-01-15,25170871680
2019-01-16,25257582360
2019-01-17,25559005200
2019-01-18,26091656520
2019-01-22,25839782640
2019-01-23,25827395400
2019-01-24,25868686200
2019-01-25,25781975520
2019-01-28,25720039320
2019-01-29,26260948800
2019-01-30,26508693600
2019-01-31,26512822679
2019-02-01,26905085280
2019-02-04,27247798919
2019-02-05,27338638679
2019-02-06,27156959160
2019-02-07,26896827120
2019-02-08,26847278160
2019-02-11,26859665400
2019-02-12,26925730679
2019-02-13,27284960640
2019-02-14,27532705440
2019-02-15,27958000679
2019-02-19,28317230640
2019-02-20,28127292960
2019-02-21,27995162400
2019-02-22,28024065960
2019-02-25,27933226200
2019-02-26,26545855320
2019-02-27,26900956200
2019-02-28,26533468080
2019-03-01,27198249960
2019-03-04,27210637200
2019-03-05,27231282600
2019-03-06,27016570440
2019-03-07,27206508120
2019-03-08,27078506640
2019-03-11,27371671320
2019-03-12,27561609000
2019-03-13,27792837480
2019-03-14,27714384960
2019-03-15,27602899799
2019-03-18,28230519960
2019-03-19,28205745480
2019-03-20,28408070400
2019-03-21,28841623799
2019-03-22,28494781080
2019-03-25,28606266240
2019-03-26,28610395320
2019-03-27,28424586720
2019-03-28,28647557040
2019-03-29,28837494720
2019-04-01,29097182099
2019-04-02,29039277259
2019-04-03,28671167919
2019-04-04,28737344880
2019-04-05,29175767240
2019-04-08,29167495120
2019-04-09,28898651220
2019-04-10,28873834860
2019-04-11,28968964240
2019-04-12,29200583599
2019-04-15,28989644540
2019-04-16,29051685439
2019-04-17,28840746380
2019-04-18,28596718840
2019-04-22,28923467580
2019-04-23,28898651220
2019-04-24,28964828180
2019-04-25,28853154560
2019-04-26,28427140380
2019-04-29,28381643720
2019-04-30,28096255580
2019-05-01,27951493480
2019-05-02,27649561099
2019-05-03,27666105340
2019-05-06,27388989320
2019-05-07,27434485980
2019-05-08,27306268120
2019-05-09,27314540240
2019-05-10,27802595320
2019-05-13,27500662939
2019-05-14,27699193820
2019-05-15,27815003500
2019-05-16,28166568599
2019-05-17,28195521020
2019-05-20,27728146240
2019-05-21,28112799820
2019-05-22,27674377460
2019-05-23,27020879980
2019-05-24,27157369960
2019-05-28,26578321560
2019-05-29,26404607040
2019-05-30,26524552780
2019-05-31,26313613720
2019-06-03,26379790680
2019-06-04,26925750599
2019-06-05,26987791500
2019-06-06,27289723880
2019-06-07,27293859939
2019-06-10,27223546919
2019-06-11,27182186320
2019-06-12,26656906700
2019-06-13,26896798180
2019-06-14,26661042759
2019-06-17,26805804860
2019-06-18,27161506020
2019-06-19,27401397500
2019-06-20,28025942560
2019-06-21,28513997640
2019-06-24,27831547740
2019-06-25,27595792320
2019-06-26,27856364099
2019-06-27,27877044400
2019-06-28,28460228860
2019-07-01,28797455440
2019-07-02,28702277760
2019-07-03,29049883200
2019-07-05,29082988480
2019-07-08,28789179119
2019-07-09,28892633119
2019-07-10,29153337200
2019-07-11,29405764960
2019-07-12,29505080800
2019-07-15,29372659680
2019-07-16,29029192400
2019-07-17,28818146240
2019-07-18,28619514560
2019-07-19,28358810480
2019-07-22,28611238240
2019-07-23,28350534160
2019-07-24,28317428880
2019-07-25,28375363119
2019-07-26,28342257839
2019-07-29,27642908800
2019-07-30,27812573359
2019-07-31,29000225280
2019-08-01,29376797839
2019-08-02,29376797839
2019-08-05,28002928720
2019-08-06,28180869599
2019-08-07,27626356160
2019-08-08,28528475040
2019-08-09,28573994800
2019-08-12,28665034320
2019-08-13,28818146240
2019-08-14,28019481359
2019-08-15,28118797200
2019-08-16,28677448800
2019-08-19,29343692560
2019-08-20,29405764960
2019-08-21,29455422880
2019-08-22,29082988480
2019-08-23,27895336560
2019-08-26,28222251200
2019-08-27,28271909119
2019-08-28,28772626480
2019-08-29,29306449119
2019-08-30,29496804480
2019-09-03,29219547760
2019-09-04,29397488640
2019-09-05,29389212320
2019-09-06,29724403280
2019-09-09,30485824720
2019-09-10,30423752320
2019-09-11,30647212960
2019-09-12,30593416880
2019-09-13,30821015680
2019-09-16,31379667280
2019-09-17,31532779200
2019-09-18,31656924000
2019-09-19,31073443440
2019-09-20,31354838320
2019-09-23,30957574960
2019-09-24,30680318240
2019-09-25,30469272080
2019-09-26,30411337839
2019-09-27,30332712800
2019-09-30,30501101590
2019-10-01,30095468809
2019-10-02,29648444930
2019-10-03,29797452889
2019-10-04,29814009330
2019-10-07,29271785920
2019-10-08,28228730200
2019-10-09,28398433710
2019-10-10,28547441670
2019-10-11,28770953610
2019-10-14,28617806540
2019-10-15,28663336750
2019-10-16,28332207950
2019-10-17,28423268370
2019-10-18,28642641200
2019-10-21,28808205599
2019-10-22,29110360630
2019-10-23,29350429010
2019-10-24,29507715190
2019-10-25,29615332050
2019-10-28,29462184980
2019-10-29,29644305820
2019-10-30,28969630889
2019-10-31,28903405130
2019-11-01,29077247750
2019-11-04,29768479120
2019-11-05,29735366240
2019-11-06,29288342360
2019-11-07,28878570470
2019-11-08,29172447280
2019-11-11,28940657120
2019-11-12,29056552200
2019-11-13,29246951260
2019-11-14,29039995760
2019-11-15,29507715190
2019-11-18,29300759690
2019-11-19,28874431360
2019-11-20,29300759690
2019-11-21,29561523620
2019-11-22,29648444930
2019-11-25,29797452889
2019-11-26,29722948910
2019-11-27,29565662730
2019-11-29,29408376550
2019-12-02,29313177019
2019-12-03,29052413090
2019-12-04,29317316130
2019-12-05,29379402780
2019-12-06,29631888490
2019-12-09,29884374200
2019-12-10,30008547500
2019-12-11,30045799490
2019-12-12,30178251010
2019-12-13,30285867870
2019-12-16,30376928290
2019-12-17,30364510960
2019-12-18,30583883790
2019-12-19,30621135780
2019-12-20,31121968090
2019-12-23,31453096889
2019-12-24,31291671599
2019-12-26,31511044430
2019-12-27,31337201809
2019-12-30,31217167620
2019-12-31,31348718940
2020-01-02,31365290219
2020-01-03,31725715560
2020-01-06,31862428620
2020-01-07,31837571699
2020-01-08,31340433300
2020-01-09,31323862020
2020-01-10,31290719460
2020-01-13,31584859679
2020-01-14,31473003540
2020-01-15,31448146620
2020-01-16,31808571960
2020-01-17,31970141940
2020-01-21,31448146620
2020-01-22,31319719199
2020-01-23,31605573780
2020-01-24,31004864880
2020-01-27,30656868000
2020-01-28,31091864100
2020-01-29,31046293080
2020-01-30,31265862540
2020-01-31,31017293340
2020-02-03,30839152080
2020-02-04,31033864620
2020-02-05,31514431739
2020-02-06,31423289699
2020-02-07,31220291520
2020-02-10,31307290739
2020-02-11,31460575080
2020-02-12,31655287620
2020-02-13,31576574040
2020-02-14,31891428360
2020-02-18,31874857080
2020-02-19,31796143500
2020-02-20,32115140640
2020-02-21,31924570920
2020-02-24,31100149739
2020-02-25,30495298020
2020-02-26,30362727780
2020-02-27,27984749100
2020-02-28,27640895040
2020-03-02,28639314660
2020-03-03,28274746500
2020-03-04,29273166120
2020-03-05,28457030580
2020-03-06,25358201220
2020-03-09,15784144200
2020-03-10,15755144460
2020-03-11,14889295080
2020-03-12,11790465720
2020-03-13,12726743040
2020-03-16,10361192820
2020-03-17,8902920180
2020-03-18,6367514340
2020-03-19,8488638179
2020-03-20,8563208940
2020-03-23,8119927200
2020-03-24,9134918100
2020-03-25,9574057020
2020-03-26,10091909520
2020-03-27,8675065080
2020-03-30,8302211280
2020-03-31,9154136820
2020-04-01,8058662400
2020-04-02,9078586860
2020-04-03,9082784080
2020-04-06,9792114260
2020-04-07,10190850160
2020-04-08,11101646900
2020-04-09,11920104800
2020-04-13,12264276840
2020-04-14,12788929340
2020-04-15,11504580020
2020-04-16,11152013540
2020-04-17,12331432360
2020-04-20,11840357620
2020-04-21,11303113460
2020-04-22,11462607820
2020-04-23,12255882400
2020-04-24,11609510520
2020-04-27,11970471440
2020-04-28,12814112660
2020-04-29,12977804240
2020-04-30,12562279460
2020-05-01,11727032680
2020-05-04,12251685180
2020-05-05,12562279460
2020-05-06,12025035300
2020-05-07,12486729500
2020-05-08,13149890260
2020-05-11,13170876360
2020-05-12,13825642679
2020-05-13,12793126560
2020-05-14,12889662620
2020-05-15,13594795580
2020-05-18,14719650540
2020-05-19,14736439420
2020-05-20,15324050220
2020-05-21,15118386440
2020-05-22,15193936400
2020-05-26,15789941639
2020-05-27,15781547200
2020-05-28,15647236160
2020-05-29,15399600179
2020-06-01,16008197080
2020-06-02,16633582860
2020-06-03,17032318760
2020-06-04,17086882620
2020-06-05,19034392700
2020-06-08,20163444880
2020-06-09,18652445680
2020-06-10,17619929560
2020-06-11,14828778260
2020-06-12,14308322980
2020-06-15,15294669679
2020-06-16,16117324800
2020-06-17,15181344740
2020-06-18,15256894700
2020-06-19,14761622740
2020-06-22,15076414240
2020-06-23,14841369920
2020-06-24,13557020599
2020-06-25,13724909400
2020-06-26,12931634820
2020-06-29,13351356820
2020-06-30,14786321660
2020-07-01,14323414540
2020-07-02,14310061450
2020-07-06,12591963870
2020-07-07,12275940740
2020-07-08,12178018080
2020-07-09,11639443450
2020-07-10,11893152160
2020-07-13,11835288770
2020-07-14,12115703660
2020-07-15,12832319490
2020-07-16,12841221550
2020-07-17,12761103010
2020-07-20,12574159750
2020-07-21,13344187940
2020-07-22,13130538500
2020-07-23,12890182880
2020-07-24,12783358160
2020-07-27,12471786060
2020-07-28,12489590180
2020-07-29,13228461160
2020-07-30,12925791120
2020-07-31,12422824730
2020-08-03,12516296360
2020-08-04,12992556570
2020-08-05,13571190470
2020-08-06,12956948330
2020-08-07,13117185410
2020-08-10,13451012660
2020-08-11,13366443090
2020-08-12,13326383820
2020-08-13,12823417430
2020-08-14,13126087470
2020-08-17,12899084940
2020-08-18,12498492240
2020-08-19,12400569580
2020-08-20,12262587650
2020-08-21,11964368640
2020-08-24,12133507780
2020-08-25,12133507780
2020-08-26,11821935680
2020-08-27,12035585120
2020-08-28,12498492240
2020-08-31,12231430440
2020-09-01,12084546450
2020-09-02,12155762930
2020-09-03,11977721730
2020-09-04,11910956280
2020-09-08,11639443450
2020-09-09,11786327440
2020-09-10,11586031090
2020-09-11,11724013020
2020-09-14,12151311900
2020-09-15,11701757870
2020-09-16,12494041210
2020-09-17,12476237090
2020-09-18,12258136620
2020-09-21,11768523320
2020-09-22,11425794010
2020-09-23,10922827620
2020-09-24,10896121440
2020-09-25,11132026030
2020-09-28,11577129030
2020-09-29,11870897010
2020-09-30,11563775940
2020-10-01,11247752810
2020-10-02,11808582590
2020-10-05,12289293830
2020-10-06,12044487180
2020-10-07,12378314430
2020-10-08,13090479230
2020-10-09,12930242150
2020-10-12,12983654510
2020-10-13,13108283350
2020-10-14,13330834850
2020-10-15,13272971460
2020-10-16,12863476700
2020-10-19,12591963870
2020-10-20,12872378760
2020-10-21,12654278290
2020-10-22,13651309010
2020-10-23,13597896650
2020-10-26,13134989530
2020-10-27,13050419960
2020-10-28,12948046270
2020-10-29,13531131200
2020-10-30,12907987000
2020-11-02,13010360690
2020-11-03,12872378760
2020-11-04,12729945800
2020-11-05,12703239620
2020-11-06,11968819670
2020-11-09,13953979050
2020-11-10,14483651620
2020-11-11,14296708359
2020-11-12,13695819310
2020-11-13,14091960980
2020-11-16,14399082050
2020-11-17,14826380930
2020-11-18,14381277930
2020-11-19,14821929899
2020-11-20,14670594880
2020-11-23,15658723540
2020-11-24,16762578979
2020-11-25,16709166620
2020-11-27,16571184689
2020-11-30,15965844609
2020-12-01,16232906410
2020-12-02,16678009410
2020-12-03,17132014470
2020-12-04,18084534890
2020-12-07,17942101930
2020-12-08,18155751370
2020-12-09,17902042660
2020-12-10,18583050250
2020-12-11,18502931710
2020-12-14,17866434420
2020-12-15,18387204930
2020-12-16,18093436950
2020-12-17,18129045190
2020-12-18,17746256610
2020-12-21,17532607170
2020-12-22,17194328890
2020-12-23,17269996400
2020-12-24,17269996400
2020-12-28,17096406229
2020-12-29,16971777390
2020-12-30,16967326359
2020-12-31,17113411720
2021-01-04,16721025000
2021-01-05,17559305720
2021-01-06,17759958020
2021-01-07,18147885800
2021-01-08,17804547420
2021-01-11,18384209620
2021-01-12,19400847940
2021-01-13,19490026740
2021-01-14,19958215440
2021-01-15,19695137980
2021-01-19,19668384340
2021-01-20,19623794940
2021-01-21,19115475780
2021-01-22,19102098960
2021-01-25,18830103620
2021-01-26,18781055280
2021-01-27,18081001700
2021-01-28,18776596340
2021-01-29,17759958020
2021-02-01,17844677880
2021-02-02,18375291740
2021-02-03,18941577120
2021-02-04,18932659240
2021-02-05,19102098960
2021-02-08,19365176420
2021-02-09,19333963840
2021-02-10,19953756500
2021-02-11,19744186320
2021-02-12,20114278340
2021-02-16,20488829300
2021-02-17,20506665060
2021-02-18,20002804840
2021-02-19,20430863080
2021-02-22,20555713400
2021-02-23,20341684280
2021-02-24,20827708740
2021-02-25,20243587600
2021-02-26,19748645260
2021-03-01,21166588180
2021-03-02,20907969660
2021-03-03,21300356380
2021-03-04,21514385500
2021-03-05,22102965580
2021-03-08,22089588760
2021-03-09,21688284160
2021-03-10,22718299300
2021-03-11,22473057600
2021-03-12,23008130400
2021-03-15,22869903260
2021-03-16,22089588760
2021-03-17,22437386080
2021-03-18,21492090800
2021-03-19,21608023240
2021-03-22,21621400060
2021-03-23,21157670300
2021-03-24,21732873560
2021-03-25,22156472860
2021-03-26,22820854920
2021-03-29,22548859580
2021-03-30,22410632440
2021-03-31,22611432420
2021-04-01,22919404950
2021-04-05,22776577110
2021-04-06,22879234620
2021-04-07,22825674180
2021-04-08,22522165020
2021-04-09,22727480040
2021-04-12,22723016670
2021-04-13,22803357330
2021-04-14,22990818870
2021-04-15,23383595430
2021-04-16,23030989200
2021-04-19,23111329860
2021-04-20,22598042310
2021-04-21,23280937920
2021-04-22,22781040480
2021-04-23,22584652200
2021-04-26,22522165020
2021-04-27,22709626560
2021-04-28,23267547810
2021-04-29,23477326200
2021-04-30,23361278580
2021-05-03,23530886640
2021-05-04,23468399460
2021-05-05,23722811550
2021-05-06,23838859170
2021-05-07,23825469060
2021-05-10,24084344520
2021-05-11,23776371990
2021-05-12,23459472720
2021-05-13,23557666860
2021-05-14,24258415950
2021-05-17,24552998370
2021-05-18,24093271260
2021-05-19,23593373820
2021-05-20,23963833530
2021-05-21,23771908620
2021-05-24,24164685180
2021-05-25,23504106420
2021-05-26,23437155870
2021-05-27,23566593600
2021-05-28,23539813380
2021-06-01,23999540490
2021-06-02,24213782250
2021-06-03,23977223640
2021-06-04,24079881150
2021-06-07,24624412290
2021-06-08,24896677860
2021-06-09,24477121080
2021-06-10,24450340860
2021-06-11,24575315220
2021-06-14,24744923280
2021-06-15,24985945260
2021-06-16,25450135740
2021-06-17,24173611920
2021-06-18,23664787740
2021-06-21,24811873830
2021-06-22,24758313390
2021-06-23,24651192510
2021-06-24,24945774930
2021-06-25,25240357350
2021-06-28,24744923280
2021-06-29,24628875660
2021-06-30,24850715760
2021-07-01,25426873620
2021-07-02,25632325260
2021-07-06,25230354660
2021-07-07,24761388960
2021-07-08,24734590920
2021-07-09,25690387680
2021-07-12,25422407280
2021-07-13,24975773280
2021-07-14,24511273920
2021-07-15,24328153980
2021-07-16,23810058540
2021-07-19,22421026800
2021-07-20,23394688920
2021-07-21,23877053640
2021-07-22,23711799060
2021-07-23,23649270300
2021-07-26,24042308220
2021-07-27,23635871280
2021-07-28,23823457560
2021-07-29,24028909200
2021-07-30,23211568980
2021-08-02,22934655900
2021-08-03,22970386620
2021-08-04,23099910480
2021-08-05,23318761140
2021-08-06,23475083040
2021-08-09,23113309500
2021-08-10,23537611800
2021-08-11,23595674220
2021-08-12,23836856580
2021-08-13,23425953300
2021-08-16,23113309500
2021-08-17,22903391520
2021-08-18,22581815040
2021-08-19,22005657180
2021-08-20,22523752620
2021-08-23,23216035320
2021-08-24,23653736640
2021-08-25,23877053640
2021-08-26,23470616700
2021-08-27,24046774560
2021-08-30,23689467360
2021-08-31,23457217680
2021-09-01,23260698720
2021-09-02,23801125860
2021-09-03,23747529780
2021-09-07,23434885980
2021-09-08,23385756240
2021-09-09,23403621600
2021-09-10,23443818660
2021-09-13,23854721940
2021-09-14,23693933700
2021-09-15,24881980140
2021-09-16,24819451380
2021-09-17,24640797780
2021-09-20,23667135660
2021-09-21,23810058540
2021-09-22,24497874900
2021-09-23,25663589640
2021-09-24,25668055980
2021-09-27,26306742600
2021-09-28,26029829520
2021-09-29,26266545540
2021-09-30,25900305660
2021-10-01,26552391300
2021-10-04,26824838040
2021-10-05,26896299480
2021-10-06,26842703400
2021-10-07,27133015500
2021-10-08,27526053420
2021-10-11,27646644600
2021-10-12,28115610300
2021-10-13,28258533180
2021-10-14,28830224700
2021-10-15,29084806080
2021-10-18,29116070460
2021-10-19,29093738760
2021-10-20,29089272419
2021-10-21,28723032540
2021-10-22,28946349540
2021-10-25,29419781580
2021-10-26,29410848899
2021-10-27,29125003139
2021-10-28,29254527000
2021-10-29,28414855080
2021-11-01,28647104760
2021-11-02,28615840379
2021-11-03,28548845280
2021-11-04,28334460960
2021-11-05,28906152480
2021-11-08,28977613919
2021-11-09,28883820780
2021-11-10,28075413240
2021-11-11,28294263900
2021-11-12,28178139060
2021-11-15,28298730240
2021-11-16,28209403440
2021-11-17,28361259000
2021-11-18,28383590700
2021-11-19,27414394920
2021-11-22,27664509960
2021-11-23,28589042340
2021-11-24,28946349540
2021-11-26,27901225980
2021-11-29,27896759640
2021-11-30,26726578560
2021-12-01,26195084100
2021-12-02,27106217460
2021-12-03,26802506340
2021-12-06,27195544260
2021-12-07,27995019120
2021-12-08,27852096240
2021-12-09,27570716820
2021-12-10,27691308000
2021-12-13,26887366800
2021-12-14,26516660580
2021-12-15,26601521040
2021-12-16,26043228540
2021-12-17,25837776900
2021-12-20,25248220020
2021-12-21,25864574940
2021-12-22,25806512520
2021-12-23,25913704680
2021-12-27,26534525940
2021-12-28,26530059600
2021-12-29,26248680180
2021-12-30,26119156320
2021-12-31,26265720000
2022-01-03,26815530000
2022-01-04,27445800000
2022-01-05,27106080000
2022-01-06,27557550000
2022-01-07,27919620000
2022-01-10,27168660000
2022-01-11,27928560000
2022-01-12,27937500000
2022-01-13,27557550000
2022-01-14,27986670000
2022-01-18,27454740000
2022-01-19,26913870000
2022-01-20,26547330000
2022-01-21,26162910000
2022-01-24,26207610000
2022-01-25,26636730000
2022-01-26,26752950000
2022-01-27,26895990000
2022-01-28,26502630000
2022-01-31,27123960000
2022-02-01,27655890000
2022-02-02,28111830000
2022-02-03,27745290000
2022-02-04,28111830000
2022-02-07,28277220000
2022-02-08,28040310000
2022-02-09,28447080000
2022-02-10,28169940000
2022-02-11,28835970000
2022-02-14,28125240000
2022-02-15,27906210000
2022-02-16,28004550000
2022-02-17,27982200000
2022-02-18,27629070000
2022-02-22,26891520000
2022-02-23,27168660000
2022-02-24,27503910000
2022-02-25,28608000000
2022-02-28,29189100000
2022-03-01,28527540000
2022-03-02,29989230000
2022-03-03,30266369999
2022-03-04,30583740000
2022-03-07,30623970000
2022-03-08,29832779999
2022-03-09,29774670000
2022-03-10,30176970000
2022-03-11,29528820000
2022-03-14,28840440000
2022-03-15,28724220000
2022-03-16,28903020000
2022-03-17,29886420000
2022-03-18,29949000000
2022-03-21,30628440000
2022-03-22,30530100000
2022-03-23,30829590000
2022-03-24,31482210000
2022-03-25,32304690000
2022-03-28,31754880000
2022-03-29,31844279999
2022-03-30,32054369999
2022-03-31,31606924999
2022-04-01,31964925000
2022-04-04,31848575000
2022-04-05,31253400000
2022-04-06,31683000000
2022-04-07,31723275000
2022-04-08,32045475000
2022-04-11,31441350000
2022-04-12,31687475000
2022-04-13,31906750000
2022-04-14,31906750000
2022-04-18,32443750000
2022-04-19,32296075000
2022-04-20,32944950000
2022-04-21,31982825000
2022-04-22,31002800000
2022-04-25,29669250000
2022-04-26,29208325000
2022-04-27,29311250000
2022-04-28,29946700000
2022-04-29,28340175000
2022-05-02,28581825000
2022-05-03,29141200000
2022-05-04,30139124999
2022-05-05,28662375000
2022-05-06,29355999999
2022-05-09,27615225000
2022-05-10,27959800000
2022-05-11,27646550000
2022-05-12,28098525000
2022-05-13,28930875000
2022-05-16,29172525000
2022-05-17,29790074999
2022-05-18,28993525000
2022-05-19,28322275000
2022-05-20,28434150000
2022-05-23,28443100000
2022-05-24,28519175000
2022-05-25,29150150000
2022-05-26,29454449999
2022-05-27,30004875000
2022-05-31,29467874999
2022-06-01,29915374999
2022-06-02,30165975000
2022-06-03,30103325000
2022-06-06,30045150000
2022-06-07,30940150000
2022-06-08,30649274999
2022-06-09,29620025000
2022-06-10,28971149999
2022-06-13,27342250000
2022-06-14,27024525000
2022-06-15,26711275000
2022-06-16,24939175000
2022-06-17,23892025000
2022-06-21,24854150000
2022-06-22,24084450000
2022-06-23,23856225000
2022-06-24,24420075000
2022-06-27,25359825000
2022-06-28,25498550000
2022-06-29,25118175000
2022-06-30,24847350000
2022-07-01,25406975000
2022-07-05,24668270000
2022-07-06,24278771000
2022-07-07,25299527000
2022-07-08,25438314000
2022-07-11,24972706000
2022-07-12,24623500000
2022-07-13,24636931000
2022-07-14,24556345000
2022-07-15,24936890000
2022-07-18,25500992000
2022-07-19,26127772000
2022-07-20,26159111000
2022-07-21,26145680000
2022-07-22,25962123000
2022-07-25,26476978000
2022-07-26,26879908000
2022-07-27,26991833000
2022-07-28,27027649000
2022-07-29,26745598000
2022-08-01,26468024000
2022-08-02,26329237000
2022-08-03,26405346000
2022-08-04,25796474000
2022-08-05,26212835000
2022-08-08,26508317000
2022-08-09,27479826000
2022-08-10,27873802000
2022-08-11,29082591999
2022-08-12,28809494999
2022-08-15,28419996000
2022-08-16,28339410000
2022-08-17,28187192000
2022-08-18,28787110000
2022-08-19,28630415000
2022-08-22,28428950000
2022-08-23,29010960000
2022-08-24,29597447000
2022-08-25,29839205000
2022-08-26,29028868000
2022-08-29,28876650000
2022-08-30,28218531000
2022-08-31,27412671000
2022-09-01,26647104000
2022-09-02,27108235000
2022-09-06,26665012000
2022-09-07,27032126000
2022-09-08,27448487000
2022-09-09,27976773000
2022-09-12,28594599000
2022-09-13,27614136000
2022-09-14,28402088000
2022-09-15,27963342000
2022-09-16,26960494000
2022-09-19,27264930000
2022-09-20,26727690000
2022-09-21,26159111000
2022-09-22,25796474000
2022-09-23,23620652000
2022-09-26,22644666000
2022-09-27,22823746000
2022-09-28,23701238000
2022-09-29,23271446000
2022-09-30,22944042240
2022-10-03,23978404800
2022-10-04,25218744320
2022-10-05,25308299520
2022-10-06,24909778880
2022-10-07,24417225280
2022-10-10,23861983040
2022-10-11,23996315840
2022-10-12,23938104960
2022-10-13,24932167680
2022-10-14,24211248320
2022-10-17,24538124800
2022-10-18,24927689920
2022-10-19,24690368640
2022-10-20,24659024320
2022-10-21,25344121600
2022-10-24,25214266560
2022-10-25,25787419840
2022-10-26,26168029440
2022-10-27,26374006400
2022-10-28,26741182720
2022-10-31,26562072320
2022-11-01,26893426560
2022-11-02,26445650560
2022-11-03,26553116800
2022-11-04,27197914240
2022-11-07,27699423360
2022-11-08,28057644160
2022-11-09,27251647360
2022-11-10,28388998400
2022-11-11,28948718400
2022-11-14,28827818879
2022-11-15,29217384000
2022-11-16,28975584959
2022-11-17,28478553600
2022-11-18,28868118720
2022-11-21,28299443200
2022-11-22,29293505920
2022-11-23,29383061120
2022-11-25,29293505920
2022-11-28,28532286720
2022-11-29,29065140160
2022-11-30,29965169920
2022-12-01,30090547200
2022-12-02,30090547200
2022-12-05,29244250560
2022-12-06,28478553600
2022-12-07,28590497600
2022-12-08,28711397120
2022-12-09,28456164800
2022-12-12,29530827200
2022-12-13,29983080959
2022-12-14,29817403840
2022-12-15,28962151680
2022-12-16,28877074239
2022-12-19,28375565120
2022-12-20,28433776000
2022-12-21,29109917760
2022-12-22,28706919360
2022-12-23,29356194560
2022-12-27,29593515840
2022-12-28,28886029760
2022-12-29,29530827200
2022-12-30,29418883200
2023-01-03,28645120000
2023-01-04,28869120000
2023-01-05,29043840000
2023-01-06,29823359999
2023-01-09,30325120000
2023-01-10,31050880000
2023-01-11,31400320000
2023-01-12,31776640000
2023-01-13,31731840000
2023-01-17,31413760000
2023-01-18,30755200000
2023-01-19,31180799999
2023-01-20,31230079999
2023-01-23,31239040000
2023-01-24,31140480000
2023-01-25,30929920000
2023-01-26,31153920000
2023-01-27,30571519999
2023-01-30,30141440000
2023-01-31,30679040000
2023-02-01,30571519999
2023-02-02,30782079999
2023-02-03,30714880000
2023-02-06,30553600000
2023-02-07,30952320000
2023-02-08,30800000000
2023-02-09,30450560000
2023-02-10,31113600000
2023-02-13,31315200000
2023-02-14,31256960000
2023-02-15,31212160000
2023-02-16,30997120000
2023-02-17,30132480000
2023-02-21,29626239999
2023-02-22,29738239999
2023-02-23,30455040000
2023-02-24,30266880000
2023-02-27,30437120000
2023-02-28,29321600000
2023-03-01,29639680000
2023-03-02,29868160000
2023-03-03,30396799999
2023-03-06,30755200000
2023-03-07,30248960000
2023-03-08,30056320000
2023-03-09,29406720000
2023-03-10,28851200000
2023-03-13,28510720000
2023-03-14,28842239999
2023-03-15,27274240000
2023-03-16,27336960000
2023-03-17,26651520000
2023-03-20,27220480000
2023-03-21,27717760000
2023-03-22,26978560000
2023-03-23,26270720000
2023-03-24,26647040000
2023-03-27,27175680000
2023-03-28,27319040000
2023-03-29,27780480000
2023-03-30,28013440000
2023-03-31,28484982000
