,AZO
2013-11-26,15386100160
2013-11-27,15437243600
2013-11-29,15531455200
2013-12-02,15464834140
2013-12-03,15494779970
2013-12-04,15343704940
2013-12-05,15477620000
2013-12-06,15464161200
2013-12-09,15388118980
2013-12-10,15876673420
2013-12-11,15739730130
2013-12-12,15676137300
2013-12-13,15651911460
2013-12-16,15612208000
2013-12-17,15536838720
2013-12-18,15832932320
2013-12-19,15842353480
2013-12-20,15921423930
2013-12-23,15892151040
2013-12-24,16001503790
2013-12-26,16044571950
2013-12-27,16043899010
2013-12-30,16128016510
2013-12-31,16081247180
2014-01-02,15952379170
2014-01-03,15999148500
2014-01-06,16109174190
2014-01-07,16271352730
2014-01-08,16455738290
2014-01-09,16569465150
2014-01-10,16487030000
2014-01-13,16365227860
2014-01-14,16681509660
2014-01-15,16657956760
2014-01-16,16671079090
2014-01-17,17020671420
2014-01-21,16898869280
2014-01-22,16937226860
2014-01-23,16799610630
2014-01-24,16798264750
2014-01-27,16944629200
2014-01-28,16858156410
2014-01-29,16585952180
2014-01-30,16787161240
2014-01-31,16657283820
2014-02-03,16253519820
2014-02-04,16358834930
2014-02-05,16396856040
2014-02-06,17400882520
2014-02-07,17980956800
2014-02-10,17712790210
2014-02-11,18038829640
2014-02-12,18239029290
2014-02-13,18196297600
2014-02-14,18138424760
2014-02-18,17925566000
2014-02-19,17738372820
2014-02-20,17812787070
2014-02-21,17825024080
2014-02-24,17932511330
2014-02-25,17836268900
2014-02-26,17695377920
2014-02-27,17808487580
2014-02-28,17807826120
2014-03-03,17900099790
2014-03-04,17811794880
2014-03-05,17986420320
2014-03-06,17909029500
2014-03-07,17925235270
2014-03-10,17913328990
2014-03-11,17858758540
2014-03-12,17889516430
2014-03-13,17487018020
2014-03-14,17636177250
2014-03-17,17841229850
2014-03-18,17804849550
2014-03-19,17639815280
2014-03-20,17627909000
2014-03-21,17755570780
2014-03-24,17541588470
2014-03-25,17492309700
2014-03-26,17288910750
2014-03-27,17386806830
2014-03-28,17444023120
2014-03-31,17763508300
2014-04-01,17744987420
2014-04-02,17709599310
2014-04-03,17714229530
2014-04-04,17400366760
2014-04-07,17164887000
2014-04-08,17379200040
2014-04-09,17444684580
2014-04-10,17019035070
2014-04-11,16909563440
2014-04-14,17041855440
2014-04-15,17188038100
2014-04-16,17268736220
2014-04-17,17070959679
2014-04-21,17178116200
2014-04-22,17249223150
2014-04-23,17404666250
2014-04-24,17392429240
2014-04-25,17274689360
2014-04-28,17576645850
2014-04-29,17516122260
2014-04-30,17657343970
2014-05-01,17422525670
2014-05-02,17513476420
2014-05-05,17530674380
2014-05-06,17420541290
2014-05-07,17350095800
2014-05-08,17557132780
2014-05-09,17724482160
2014-05-12,17657133100
2014-05-13,17323409450
2014-05-14,17202853000
2014-05-15,17036478600
2014-05-16,17125514900
2014-05-19,17312036200
2014-05-20,17181406300
2014-05-21,17380600650
2014-05-22,17601241700
2014-05-23,17576545500
2014-05-27,16905523750
2014-05-28,17330883300
2014-05-29,17140137650
2014-05-30,17303587500
2014-06-02,17268817850
2014-06-03,17160934450
2014-06-04,17584669250
2014-06-05,17480360300
2014-06-06,17572646100
2014-06-09,17305862150
2014-06-10,17302937600
2014-06-11,17193104500
2014-06-12,17039403150
2014-06-13,16998134500
2014-06-16,17053700949
2014-06-17,17038428300
2014-06-18,17124215100
2014-06-19,17157035050
2014-06-20,17248021050
2014-06-23,17317885300
2014-06-24,17244121650
2014-06-25,17287340000
2014-06-26,17300338000
2014-06-27,17395223400
2014-06-30,17425118800
2014-07-01,17443965900
2014-07-02,17394898450
2014-07-03,17529752700
2014-07-07,17490108800
2014-07-08,17388399450
2014-07-09,17503756700
2014-07-10,17352979900
2014-07-11,17334457750
2014-07-14,17341281700
2014-07-15,17336407450
2014-07-16,17281490900
2014-07-17,17049801550
2014-07-18,16915597199
2014-07-21,16740449149
2014-07-22,16634840400
2014-07-23,16498361400
2014-07-24,16729075900
2014-07-25,16720952150
2014-07-28,16677083900
2014-07-29,16573749800
2014-07-30,16957190800
2014-07-31,16800889850
2014-08-01,16715752949
2014-08-04,16880827550
2014-08-05,16834684650
2014-08-06,16884402000
2014-08-07,16808363700
2014-08-08,17092045050
2014-08-11,17075147650
2014-08-12,17046227100
2014-08-13,17028354850
2014-08-14,17244121650
2014-08-15,17190829850
2014-08-18,17349080500
2014-08-19,17444615800
2014-08-20,17481010200
2014-08-21,17475161100
2014-08-22,17464762700
2014-08-25,17577520350
2014-08-26,17415695250
2014-08-27,17497907600
2014-08-28,17507331150
2014-08-29,17509605800
2014-09-02,17240745920
2014-09-03,17259061160
2014-09-04,17189656040
2014-09-05,17288301280
2014-09-08,17222752000
2014-09-09,16969873160
2014-09-10,16945131520
2014-09-11,17040563560
2014-09-12,17029960000
2014-09-15,17048275240
2014-09-16,17378592200
2014-09-17,17245887040
2014-09-18,17104184919
2014-09-19,16915570080
2014-09-22,16238870160
2014-09-23,16316308280
2014-09-24,16343299160
2014-09-25,16214449840
2014-09-26,16335266160
2014-09-29,16317914880
2014-09-30,16376395120
2014-10-01,16323377320
2014-10-02,16493355599
2014-10-03,16647910520
2014-10-06,16481788080
2014-10-07,16442587040
2014-10-08,16637949599
2014-10-09,16333338240
2014-10-10,16358401200
2014-10-13,16123194960
2014-10-14,16270038200
2014-10-15,16258470680
2014-10-16,16213164560
2014-10-17,16309881880
2014-10-20,16613207960
2014-10-21,16931636080
2014-10-22,16770976080
2014-10-23,17080407240
2014-10-24,17224358600
2014-10-27,17337463240
2014-10-28,17663603040
2014-10-29,17673885280
2014-10-30,17719512720
2014-10-31,17785704640
2014-11-03,17742647760
2014-11-04,17812695520
2014-11-05,17966607800
2014-11-06,18188318600
2014-11-07,18065574360
2014-11-10,18199243480
2014-11-11,18343194840
2014-11-12,18276681600
2014-11-13,18434771040
2014-11-14,18222378520
2014-11-17,18252903920
2014-11-18,18269933880
2014-11-19,18267363320
2014-11-20,18234910000
2014-11-21,18289855720
2014-11-24,18228736140
2014-11-25,18152168940
2014-11-26,18138450650
2014-11-28,18430682130
2014-12-01,18367195160
2014-12-02,18678887470
2014-12-03,18840316650
2014-12-04,18761197210
2014-12-05,18757368850
2014-12-08,18537238150
2014-12-09,19327156430
2014-12-10,19089798110
2014-12-11,19218048170
2014-12-12,19292701190
2014-12-15,19328113520
2014-12-16,19075760790
2014-12-17,19220281380
2014-12-18,19635658440
2014-12-19,19735195800
2014-12-22,19672665920
2014-12-23,19821333900
2014-12-24,19697869290
2014-12-26,19740300280
2014-12-29,19923104470
2014-12-30,19858022350
2014-12-31,19751466330
2015-01-02,19677451370
2015-01-05,19412656470
2015-01-06,19391281460
2015-01-07,19372777720
2015-01-08,19333218000
2015-01-09,19333856060
2015-01-12,19057576080
2015-01-13,18789271850
2015-01-14,18592430340
2015-01-15,18353157840
2015-01-16,18530857550
2015-01-20,18641879990
2015-01-21,18697072180
2015-01-22,19144990300
2015-01-23,19269412000
2015-01-26,19529102420
2015-01-27,19415846770
2015-01-28,19479014710
2015-01-29,19496880390
2015-01-30,19044814880
2015-02-02,18942406250
2015-02-03,19391919520
2015-02-04,19193801890
2015-02-05,19616516640
2015-02-06,19503580020
2015-02-09,19558134150
2015-02-10,19673303980
2015-02-11,19796130530
2015-02-12,19700421530
2015-02-13,19732005500
2015-02-17,19465191450
2015-02-18,19552842560
2015-02-19,19566132620
2015-02-20,19723398330
2015-02-23,20149313110
2015-02-24,20181588970
2015-02-25,20160388160
2015-02-26,20408785710
2015-02-27,20336323240
2015-03-02,20553077790
2015-03-03,20628071700
2015-03-04,20646424640
2015-03-05,20598643710
2015-03-06,20416063600
2015-03-09,20596112270
2015-03-10,20348031150
2015-03-11,20372079830
2015-03-12,20655284680
2015-03-13,20715406380
2015-03-16,21055568630
2015-03-17,20953361740
2015-03-18,21119171060
2015-03-19,21118221770
2015-03-20,20961272490
2015-03-23,21240996610
2015-03-24,21120120350
2015-03-25,20907162960
2015-03-26,20948931720
2015-03-27,21559641620
2015-03-30,21814051340
2015-03-31,21585588880
2015-04-01,21926383990
2015-04-02,21805507730
2015-04-06,22006124350
2015-04-07,21932079730
2015-04-08,22094408320
2015-04-09,22016250110
2015-04-10,22204842390
2015-04-13,22120039150
2015-04-14,22017515830
2015-04-15,21965621310
2015-04-16,21909613200
2015-04-17,21625775490
2015-04-20,21813418480
2015-04-21,21856769390
2015-04-22,21941572630
2015-04-23,22223828190
2015-04-24,22213386000
2015-04-27,21908980340
2015-04-28,21930181150
2015-04-29,21592866770
2015-04-30,21284980380
2015-05-01,21493507750
2015-05-04,21667227820
2015-05-05,21292891130
2015-05-06,21359974290
2015-05-07,21437499640
2015-05-08,21711211590
2015-05-11,20916788790
2015-05-12,20921102610
2015-05-13,20963932680
2015-05-14,21018471690
2015-05-15,21256348050
2015-05-18,21369431760
2015-05-19,21402093540
2015-05-20,21193489530
2015-05-21,21319822830
2015-05-22,21235703340
2015-05-26,21212593590
2015-05-27,20975333490
2015-05-28,20937741630
2015-05-29,20756253060
2015-06-01,20748241680
2015-06-02,20821576620
2015-06-03,21007995270
2015-06-04,20896760340
2015-06-05,20814181500
2015-06-08,20905079850
2015-06-09,20830820520
2015-06-10,21001524540
2015-06-11,21101974920
2015-06-12,21016931040
2015-06-15,20767962000
2015-06-16,20822809140
2015-06-17,20747317290
2015-06-18,21083178990
2015-06-19,21004297710
2015-06-22,20999059500
2015-06-23,21123544020
2015-06-24,20941747320
2015-06-25,20962392030
2015-06-26,20874883110
2015-06-29,20433949080
2015-06-30,20549189700
2015-07-01,20741462820
2015-07-02,20696783970
2015-07-06,20800931910
2015-07-07,20975641620
2015-07-08,20588938470
2015-07-09,20655802680
2015-07-10,21023709900
2015-07-13,21116765160
2015-07-14,20843761980
2015-07-15,20976874140
2015-07-16,20975025360
2015-07-17,20864406690
2015-07-20,20831128650
2015-07-21,20697092100
2015-07-22,20870261160
2015-07-23,20992588770
2015-07-24,20806478250
2015-07-27,20779362810
2015-07-28,21172844820
2015-07-29,21343548840
2015-07-30,21415959390
2015-07-31,21598064220
2015-08-03,21475428480
2015-08-04,21654760140
2015-08-05,21929303970
2015-08-06,21480050430
2015-08-07,21704677200
2015-08-10,21860899110
2015-08-11,22006952730
2015-08-12,22220486820
2015-08-13,22772963910
2015-08-14,22840752510
2015-08-17,22899605340
2015-08-18,22992660600
2015-08-19,23113755690
2015-08-20,22748929770
2015-08-21,21597447960
2015-08-24,21106596870
2015-08-25,21197187090
2015-08-26,21761681250
2015-08-27,22332646140
2015-08-28,22382255070
2015-08-31,21836263020
2015-09-01,21786856260
2015-09-02,22285498560
2015-09-03,22257745380
2015-09-04,21888414600
2015-09-08,22352289180
2015-09-09,21989058000
2015-09-10,21986923140
2015-09-11,22185465120
2015-09-14,21956425140
2015-09-15,22246461120
2015-09-16,22346494560
2015-09-17,22404440760
2015-09-18,22110745020
2015-09-21,22214743200
2015-09-22,22202544000
2015-09-23,22758522540
2015-09-24,22767671940
2015-09-25,22979633040
2015-09-28,22287938400
2015-09-29,22102510560
2015-09-30,22075367340
2015-10-01,22457202300
2015-10-02,22592308440
2015-10-05,22790545440
2015-10-06,22709420760
2015-10-07,22446528000
2015-10-08,22425484380
2015-10-09,22474586160
2015-10-12,22692341880
2015-10-13,22568520000
2015-10-14,22244631240
2015-10-15,22490140140
2015-10-16,22563030360
2015-10-19,22691121960
2015-10-20,22749678120
2015-10-21,22729854420
2015-10-22,23226971820
2015-10-23,23246795520
2015-10-26,23424598860
2015-10-27,23277903480
2015-10-28,23729273880
2015-10-29,23886948540
2015-10-30,23922936180
2015-11-02,23948859480
2015-11-03,24138862020
2015-11-04,24055297500
2015-11-05,24257804220
2015-11-06,24315750420
2015-11-09,23894573040
2015-11-10,24082745700
2015-11-11,24010465440
2015-11-12,23642354580
2015-11-13,23033614500
2015-11-16,23652418920
2015-11-17,23574954000
2015-11-18,23890608300
2015-11-19,23759771880
2015-11-20,23904942360
2015-11-23,23576346500
2015-11-24,23522342200
2015-11-25,23716335300
2015-11-27,23712413200
2015-11-30,23646340900
2015-12-01,23509670800
2015-12-02,23204652100
2015-12-03,22849852900
2015-12-04,22959068300
2015-12-07,22692968900
2015-12-08,24018035300
2015-12-09,23647547700
2015-12-10,23462907300
2015-12-11,22804899600
2015-12-14,22944285000
2015-12-15,22968421000
2015-12-16,23070697300
2015-12-17,22787702700
2015-12-18,22382519600
2015-12-21,22414801500
2015-12-22,22471219400
2015-12-23,22457039500
2015-12-24,22342695200
2015-12-28,22382217900
2015-12-29,22602760600
2015-12-30,22632628900
2015-12-31,22383424700
2016-01-04,22189431600
2016-01-05,22291406200
2016-01-06,21999964000
2016-01-07,22203913200
2016-01-08,21482850200
2016-01-11,21682877300
2016-01-12,21993628300
2016-01-13,21245714000
2016-01-14,21499443700
2016-01-15,21262005800
2016-01-19,21592970700
2016-01-20,21531122200
2016-01-21,21653914100
2016-01-22,21973414400
2016-01-25,21979448400
2016-01-26,22434110300
2016-01-27,22455229300
2016-01-28,22553583500
2016-01-29,23152156300
2016-02-01,23187153500
2016-02-02,23037812000
2016-02-03,22684823000
2016-02-04,22563237900
2016-02-05,21944149500
2016-02-08,20982028200
2016-02-09,21045988600
2016-02-10,21033618900
2016-02-11,21503667500
2016-02-12,22012635400
2016-02-16,22585981210
2016-02-17,22481351620
2016-02-18,22312334590
2016-02-19,22652157190
2016-02-22,22800904100
2016-02-23,22782422520
2016-02-24,23186334470
2016-02-25,23404536350
2016-02-26,23299906760
2016-02-29,23089157130
2016-03-01,23565803040
2016-03-02,23277550010
2016-03-03,23325244410
2016-03-04,23180074580
2016-03-07,22981248550
2016-03-08,22805375450
2016-03-09,23140428610
2016-03-10,23500223240
2016-03-11,23758369180
2016-03-14,23746147490
2016-03-15,23664470830
2016-03-16,23624228680
2016-03-17,23391420390
2016-03-18,23257279890
2016-03-21,23447163220
2016-03-22,23429575910
2016-03-23,24004889610
2016-03-24,23938415540
2016-03-28,23840940110
2016-03-29,23788774360
2016-03-30,23922318680
2016-03-31,23748532210
2016-04-01,24008168600
2016-04-04,23637046550
2016-04-05,23477568400
2016-04-06,23511550660
2016-04-07,23403940170
2016-04-08,23368169370
2016-04-11,23068588920
2016-04-12,23162785360
2016-04-13,23175007050
2016-04-14,23195575260
2016-04-15,23244462020
2016-04-18,23347004980
2016-04-19,23174410870
2016-04-20,23163083450
2016-04-21,22850088950
2016-04-22,22984825630
2016-04-25,23091541850
2016-04-26,23214951110
2016-04-27,23259068430
2016-04-28,22877513230
2016-04-29,22810741070
2016-05-02,23101378820
2016-05-03,23387545220
2016-05-04,23412584780
2016-05-05,23073358360
2016-05-06,23138043890
2016-05-09,22947321600
2016-05-10,23096064000
2016-05-11,22524811200
2016-05-12,22862116800
2016-05-13,22529203200
2016-05-16,22812926400
2016-05-17,22293206400
2016-05-18,22277980800
2016-05-19,22150905600
2016-05-20,22298476800
2016-05-23,21728102400
2016-05-24,22265097600
2016-05-25,22476206400
2016-05-26,22468886400
2016-05-27,22421160000
2016-05-31,22317216000
2016-06-01,22274760000
2016-06-02,22504315200
2016-06-03,22291156800
2016-06-06,22139193600
2016-06-07,22277395200
2016-06-08,22269782400
2016-06-09,22254849600
2016-06-10,22081512000
2016-06-13,21993379200
2016-06-14,21912566400
2016-06-15,21892363200
2016-06-16,21998356800
2016-06-17,21837902400
2016-06-20,22020316800
2016-06-21,21923107200
2016-06-22,22144464000
2016-06-23,22333905600
2016-06-24,22543257600
2016-06-27,22476792000
2016-06-28,23144668800
2016-06-29,23213769600
2016-06-30,23243635200
2016-07-01,23386521600
2016-07-05,23522380800
2016-07-06,23586796800
2016-07-07,23414044800
2016-07-08,23863785600
2016-07-11,23708601600
2016-07-12,23455622400
2016-07-13,23462356800
2016-07-14,23575670400
2016-07-15,23398819200
2016-07-18,23318006400
2016-07-19,23296924800
2016-07-20,23425171200
2016-07-21,23208206400
2016-07-22,23263838400
2016-07-25,23378908800
2016-07-26,23436883200
2016-07-27,23140569600
2016-07-28,23891894400
2016-07-29,23833041600
2016-08-01,23768918400
2016-08-02,23498078400
2016-08-03,23567764800
2016-08-04,23665267200
2016-08-05,23608171200
2016-08-08,23460892800
2016-08-09,23365440000
2016-08-10,23525016000
2016-08-11,23460307200
2016-08-12,23302780800
2016-08-15,23258860800
2016-08-16,23117731200
2016-08-17,23021692800
2016-08-18,23083180800
2016-08-19,23245392000
2016-08-22,23150817600
2016-08-23,23098406400
2016-08-24,22754073600
2016-08-25,22634904000
2016-08-26,22061601600
2016-08-29,21737858350
2016-08-30,21477588860
2016-08-31,21475851800
2016-09-01,21561836270
2016-09-02,21415923230
2016-09-06,21344414260
2016-09-07,21195606120
2016-09-08,21116280380
2016-09-09,20915360440
2016-09-12,21434741380
2016-09-13,21543886650
2016-09-14,21400868710
2016-09-15,21397973610
2016-09-16,21294039520
2016-09-19,21607578850
2016-09-20,21541281060
2016-09-21,21755228950
2016-09-22,21662006730
2016-09-23,21564152350
2016-09-26,21970334880
2016-09-27,22570489110
2016-09-28,22209759650
2016-09-29,22169517760
2016-09-30,22244211340
2016-10-03,22023315210
2016-10-04,21960491540
2016-10-05,21986547440
2016-10-06,22058635430
2016-10-07,22012603340
2016-10-10,22131302440
2016-10-11,22020420110
2016-10-12,22067031220
2016-10-13,22230314860
2016-10-14,22104378010
2016-10-17,21856557450
2016-10-18,21823263800
2016-10-19,21725988440
2016-10-20,21605262770
2016-10-21,21625817980
2016-10-24,21798365940
2016-10-25,21724540890
2016-10-26,21758413560
2016-10-27,21029137870
2016-10-28,21289696870
2016-10-31,21486274160
2016-11-01,21263061950
2016-11-02,21366706530
2016-11-03,21391025370
2016-11-04,21181999150
2016-11-07,21217319370
2016-11-08,21188657880
2016-11-09,21448348350
2016-11-10,21605552280
2016-11-11,21723382850
2016-11-14,21115701360
2016-11-15,21562704800
2016-11-16,21769704450
2016-11-17,22382597120
2016-11-18,21864953240
2016-11-21,22252607400
2016-11-22,22707156740
2016-11-23,22829018300
2016-11-25,22826443760
2016-11-28,22710303400
2016-11-29,22605605440
2016-11-30,22403647080
2016-12-01,22334420560
2016-12-02,22419666440
2016-12-05,22210270520
2016-12-06,22307244860
2016-12-07,23167141220
2016-12-08,23105352260
2016-12-09,22973478600
2016-12-12,22952596220
2016-12-13,22970618000
2016-12-14,22568989760
2016-12-15,22758075420
2016-12-16,22733760320
2016-12-19,22847326140
2016-12-20,23094195920
2016-12-21,22988353720
2016-12-22,22873643660
2016-12-23,22765226920
2016-12-27,22986923420
2016-12-28,22767229340
2016-12-29,22841604940
2016-12-30,22592732740
2017-01-03,22640504760
2017-01-04,22685702240
2017-01-05,22655952000
2017-01-06,22681983460
2017-01-09,22608466040
2017-01-10,22704010080
2017-01-11,22655952000
2017-01-12,22606463620
2017-01-13,22307244860
2017-01-17,22378187740
2017-01-18,22264049800
2017-01-19,22023759400
2017-01-20,22027192120
2017-01-23,21149846100
2017-01-24,21123528580
2017-01-25,21025410000
2017-01-26,20879233340
2017-01-27,20882380000
2017-01-30,20722472460
2017-01-31,20738777880
2017-02-01,20453003940
2017-02-02,20751650580
2017-02-03,20731340320
2017-02-06,20610336940
2017-02-07,20643805960
2017-02-08,21198762360
2017-02-09,21338359640
2017-02-10,21187033900
2017-02-13,20874040220
2017-02-14,20865532820
2017-02-15,20970741000
2017-02-16,20910054880
2017-02-17,21014695900
2017-02-21,21003636280
2017-02-22,20852488140
2017-02-23,20622504760
2017-02-24,20779324500
2017-02-27,21009024300
2017-02-28,20887084900
2017-03-01,20955711260
2017-03-02,20801443740
2017-03-03,20566355920
2017-03-06,20528639780
2017-03-07,20211313760
2017-03-08,20351685860
2017-03-09,20302342940
2017-03-10,20333536740
2017-03-13,20660220900
2017-03-14,20672698420
2017-03-15,20312551820
2017-03-16,20470222300
2017-03-17,20723175660
2017-03-20,20695384820
2017-03-21,20565505180
2017-03-22,20569475300
2017-03-23,20573729000
2017-03-24,20450655280
2017-03-27,20252149280
2017-03-28,20332402420
2017-03-29,20487520680
2017-03-30,20391670640
2017-03-31,20504251900
2017-04-03,19870167020
2017-04-04,19756167860
2017-04-05,19936524740
2017-04-06,19915539820
2017-04-07,19863077520
2017-04-10,19953823120
2017-04-11,19867331220
2017-04-12,19661735720
2017-04-13,19523348680
2017-04-17,19499244380
2017-04-18,19540647060
2017-04-19,19781690060
2017-04-20,20029255400
2017-04-21,20071508820
2017-04-24,20487237100
2017-04-25,20192597480
2017-04-26,20279372960
2017-04-27,19961196200
2017-04-28,19629124020
2017-05-01,19368230420
2017-05-02,19536960520
2017-05-03,19770630440
2017-05-04,19980479640
2017-05-05,20001180980
2017-05-08,19853170740
2017-05-09,19771239150
2017-05-10,19519012890
2017-05-11,19402127550
2017-05-12,19034973360
2017-05-15,19043082630
2017-05-16,18730456290
2017-05-17,18568830150
2017-05-18,18841189770
2017-05-19,18837274950
2017-05-22,18441318870
2017-05-23,16257688200
2017-05-24,16525853370
2017-05-25,16983048420
2017-05-26,17214582060
2017-05-30,17140759740
2017-05-31,16943340959
2017-06-01,17448352740
2017-06-02,17384597100
2017-06-05,17255128410
2017-06-06,16886296440
2017-06-07,16967109510
2017-06-08,16748718480
2017-06-09,16955644680
2017-06-12,17113915260
2017-06-13,17115593040
2017-06-14,17012129940
2017-06-15,17141598630
2017-06-16,16604709029
2017-06-19,16689996180
2017-06-20,16363947600
2017-06-21,16051041630
2017-06-22,16208193690
2017-06-23,16078165740
2017-06-26,16207634430
2017-06-27,16184145510
2017-06-28,15911506260
2017-06-29,15650052209
2017-06-30,15951772980
2017-07-03,15986726730
2017-07-05,14452117290
2017-07-06,14190663240
2017-07-07,14020368570
2017-07-10,14192341020
2017-07-11,13969475910
2017-07-12,13789953450
2017-07-13,14171928030
2017-07-14,14157946530
2017-07-17,14083844580
2017-07-18,13860979470
2017-07-19,13798062720
2017-07-20,14053085280
2017-07-21,14301955980
2017-07-24,13932564750
2017-07-25,14289372630
2017-07-26,14428069110
2017-07-27,14792706630
2017-07-28,14734263959
2017-07-31,15094986660
2017-08-01,15319809180
2017-08-02,15180833070
2017-08-03,14800536269
2017-08-04,15011097660
2017-08-07,15146438580
2017-08-08,14847514110
2017-08-09,14908753080
2017-08-10,14695115760
2017-08-11,14930564220
2017-08-14,14689523160
2017-08-15,14432543190
2017-08-16,14669110170
2017-08-17,14416604279
2017-08-18,14266442970
2017-08-21,14471132130
2017-08-22,14516432190
2017-08-23,14354526420
2017-08-24,14306709690
2017-08-25,14791028850
2017-08-28,14521005200
2017-08-29,14437538440
2017-08-30,14635150140
2017-08-31,14605024720
2017-09-01,14890525260
2017-09-05,14924520000
2017-09-06,14942484700
2017-09-07,14956580080
2017-09-08,14938615380
2017-09-11,14933364160
2017-09-12,15243738899
2017-09-13,15735418920
2017-09-14,15575671279
2017-09-15,15750619820
2017-09-18,15571249200
2017-09-19,14791581220
2017-09-20,15023464040
2017-09-21,15297356620
2017-09-22,15865041140
2017-09-25,16126220240
2017-09-26,16227098940
2017-09-27,16258882640
2017-09-28,16231521019
2017-09-29,16447650180
2017-10-02,16517021560
2017-10-03,16570362899
2017-10-04,16451243120
2017-10-05,16578101540
2017-10-06,16623980620
2017-10-09,16362801519
2017-10-10,16239259660
2017-10-11,16266621279
2017-10-12,16299510500
2017-10-13,16559584080
2017-10-16,16542724899
2017-10-17,16800311060
2017-10-18,16757195779
2017-10-19,16452072260
2017-10-20,16308078279
2017-10-23,16278782000
2017-10-24,16191169540
2017-10-25,16234561200
2017-10-26,16331017820
2017-10-27,16117652459
2017-10-30,16310565700
2017-10-31,16292601000
2017-11-01,16164913440
2017-11-02,16657422600
2017-11-03,16759959580
2017-11-06,16776266000
2017-11-07,16681191279
2017-11-08,16473077140
2017-11-09,16747798860
2017-11-10,16529182279
2017-11-13,16451795880
2017-11-14,16793677940
2017-11-15,16835411320
2017-11-16,17096590420
2017-11-17,17396186340
2017-11-20,17360850750
2017-11-21,17299302000
2017-11-22,17459055200
2017-11-24,17315167900
2017-11-27,17451122250
2017-11-28,18169738100
2017-11-29,18845406600
2017-11-30,18786319800
2017-12-01,18557632000
2017-12-04,19415758350
2017-12-05,19497549800
2017-12-06,19111570750
2017-12-07,19212510700
2017-12-08,19747300950
2017-12-11,19384026550
2017-12-12,19450772750
2017-12-13,19373084550
2017-12-14,19182146650
2017-12-15,19068076300
2017-12-18,19268862000
2017-12-19,19176128550
2017-12-20,19173119500
2017-12-21,19310168050
2017-12-22,19424511950
2017-12-26,19544600400
2017-12-27,19339985000
2017-12-28,19651284900
2017-12-29,19459526350
2018-01-02,20148051700
2018-01-03,20500657650
2018-01-04,20824267300
2018-01-05,21213802500
2018-01-08,20967060400
2018-01-09,21089337250
2018-01-10,21002621900
2018-01-11,21153895050
2018-01-12,21553825150
2018-01-16,21364802100
2018-01-17,21557381300
2018-01-18,21467930450
2018-01-19,21714399000
2018-01-22,21574888500
2018-01-23,21511151350
2018-01-24,21702362800
2018-01-25,21509236500
2018-01-26,21800567250
2018-01-29,21520452050
2018-01-30,21245807850
2018-01-31,20938611200
2018-02-01,20909614900
2018-02-02,20532115900
2018-02-05,20012644450
2018-02-06,20381389850
2018-02-07,19923467150
2018-02-08,19656482350
2018-02-09,19791342500
2018-02-12,19661365200
2018-02-13,19168080880
2018-02-14,19409337840
2018-02-15,19510579600
2018-02-16,19226510300
2018-02-20,19204430980
2018-02-21,19372987740
2018-02-22,19302710880
2018-02-23,19521350000
2018-02-26,19814843400
2018-02-27,17622259220
2018-02-28,17898250720
2018-03-01,17825012000
2018-03-02,17848168360
2018-03-05,17656724500
2018-03-06,17898250720
2018-03-07,17684189020
2018-03-08,17625759600
2018-03-09,17755004400
2018-03-12,17589678760
2018-03-13,17504323340
2018-03-14,17483051800
2018-03-15,17473089180
2018-03-16,17461241740
2018-03-19,17541750480
2018-03-20,17475243260
2018-03-21,17451279120
2018-03-22,17323380620
2018-03-23,17152400520
2018-03-26,17191173960
2018-03-27,17085085520
2018-03-28,17158593500
2018-03-29,17466626940
2018-04-02,16509676900
2018-04-03,16673386980
2018-04-04,16927029900
2018-04-05,17162093880
2018-04-06,16703813360
2018-04-09,16562182600
2018-04-10,16604725679
2018-04-11,16585338960
2018-04-12,16600148260
2018-04-13,16339504580
2018-04-16,16272997360
2018-04-17,16299923360
2018-04-18,16385278780
2018-04-19,16258457320
2018-04-20,16043587840
2018-04-23,16141329220
2018-04-24,16228838720
2018-04-25,16440207820
2018-04-26,16675002539
2018-04-27,16927568419
2018-04-30,16815825520
2018-05-01,17021540160
2018-05-02,16968226679
2018-05-03,17147823100
2018-05-04,17500284440
2018-05-07,17007656200
2018-05-08,17173316039
2018-05-09,17256145960
2018-05-10,17261126240
2018-05-11,17322462320
2018-05-14,17457716240
2018-05-15,17146841920
2018-05-16,16983541159
2018-05-17,16940815599
2018-05-18,17106999680
2018-05-21,17433339080
2018-05-22,15779624000
2018-05-23,16306223080
2018-05-24,16696781880
2018-05-25,16610544400
2018-05-29,16495735840
2018-05-30,17136881360
2018-05-31,17019975840
2018-06-01,17119581440
2018-06-04,17311715400
2018-06-05,17146317680
2018-06-06,17198741680
2018-06-07,17425999720
2018-06-08,17677110680
2018-06-11,18086542120
2018-06-12,18021798480
2018-06-13,17898339960
2018-06-14,17902533880
2018-06-15,18174614440
2018-06-18,18006857640
2018-06-19,17994275880
2018-06-20,18087852720
2018-06-21,18046962000
2018-06-22,17980907760
2018-06-25,17783793520
2018-06-26,17702274200
2018-06-27,17541594640
2018-06-28,17783269280
2018-06-29,17586417160
2018-07-02,17504635720
2018-07-03,17654044120
2018-07-05,17717739280
2018-07-06,17872914320
2018-07-09,18102531440
2018-07-10,18156528160
2018-07-11,17862429520
2018-07-12,18007119760
2018-07-13,18006857640
2018-07-16,18159149360
