,NBR
2013-11-26,4980327660
2013-11-27,4915379700
2013-11-29,4885857900
2013-12-02,4900618800
2013-12-03,4953758040
2013-12-04,4965566760
2013-12-05,4761866340
2013-12-06,4649683500
2013-12-09,4702822740
2013-12-10,4673300940
2013-12-11,4561118100
2013-12-12,4584735540
2013-12-13,4640826960
2013-12-16,4664444400
2013-12-17,4655587860
2013-12-18,4699870560
2013-12-19,4767770700
2013-12-20,4800244680
2013-12-23,4794340320
2013-12-24,4865192640
2013-12-26,4838623020
2013-12-27,4971471120
2013-12-30,4980327660
2013-12-31,5032607900
2014-01-02,5008911100
2014-01-03,4979290100
2014-01-06,5020759500
2014-01-07,4928934400
2014-01-08,4943744900
2014-01-09,4928934400
2014-01-10,5056304700
2014-01-13,4896351300
2014-01-14,4952631200
2014-01-15,5050380500
2014-01-16,5091849900
2014-01-17,5118508800
2014-01-21,5151091900
2014-01-22,5159978200
2014-01-23,5165902400
2014-01-24,5047418400
2014-01-27,5044456300
2014-01-28,5074077300
2014-01-29,5032607900
2014-01-30,5077039400
2014-01-31,5059266800
2014-02-03,4914123900
2014-02-04,4988176400
2014-02-05,4914123900
2014-02-06,5180712900
2014-02-07,5151091900
2014-02-10,5201447600
2014-02-11,5420643000
2014-02-12,5325855800
2014-02-13,5373249400
2014-02-14,5358438900
2014-02-18,5527278600
2014-02-19,6264841500
2014-02-20,6504771600
2014-02-21,6516620000
2014-02-24,6569937800
2014-02-25,6712118600
2014-02-26,6611407200
2014-02-27,6673611300
2014-02-28,6818754200
2014-03-03,6780246900
2014-03-04,6869109900
2014-03-05,6798019500
2014-03-06,6839488900
2014-03-07,6839488900
2014-03-10,6729891200
2014-03-11,6629179800
2014-03-12,6608445100
2014-03-13,6460340100
2014-03-14,6516620000
2014-03-17,6682497600
2014-03-18,6863185700
2014-03-19,6960935000
2014-03-20,6963897100
2014-03-21,6981669700
2014-03-24,7120888400
2014-03-25,7363780600
2014-03-26,7117926300
2014-03-27,7236410300
2014-03-28,7340083800
2014-03-31,7345305600
2014-04-01,7348285440
2014-04-02,7327426560
2014-04-03,7202273280
2014-04-04,7154595840
2014-04-07,7029442560
2014-04-08,7106918400
2014-04-09,7238031360
2014-04-10,7038382080
2014-04-11,7011563520
2014-04-14,7133736960
2014-04-15,7124797440
2014-04-16,7190353920
2014-04-17,7392983040
2014-04-21,7378083840
2014-04-22,7518136320
2014-04-23,7509196800
2014-04-24,7372124160
2014-04-25,7369144320
2014-04-28,7345305600
2014-04-29,7398942720
2014-04-30,7604551680
2014-05-01,7476418560
2014-05-02,7705866240
2014-05-05,7628390400
2014-05-06,7637329920
2014-05-07,7863797760
2014-05-08,7619450880
2014-05-09,7503237120
2014-05-12,7679047680
2014-05-13,7676067840
2014-05-14,7729704960
2014-05-15,7392983040
2014-05-16,7443640320
2014-05-19,7509196800
2014-05-20,7443640320
2014-05-21,7547934720
2014-05-22,7747584000
2014-05-23,7768442880
2014-05-27,7744604160
2014-05-28,7783342080
2014-05-29,7798241280
2014-05-30,7816120320
2014-06-02,7795261440
2014-06-03,7893596160
2014-06-04,7920414720
2014-06-05,7971072000
2014-06-06,8045568000
2014-06-09,8081326080
2014-06-10,8060467200
2014-06-11,8030668800
2014-06-12,8033648640
2014-06-13,8194560000
2014-06-16,8090265600
2014-06-17,8114104320
2014-06-18,8158801920
2014-06-19,8298854400
2014-06-20,8486584320
2014-06-23,8343552000
2014-06-24,7985971200
2014-06-25,8134963200
2014-06-26,8641536000
2014-06-27,8614717440
2014-06-30,8594278770
2014-07-01,8737663060
2014-07-02,8784482420
2014-07-03,8790334840
2014-07-07,8559164250
2014-07-08,8529902150
2014-07-09,8562090460
2014-07-10,8483082790
2014-07-11,8427484800
2014-07-14,8459673110
2014-07-15,8322141240
2014-07-16,8506492470
2014-07-17,8424558590
2014-07-18,8377739230
2014-07-21,8392370280
2014-07-22,8474304160
2014-07-23,8576721510
2014-07-24,8497713840
2014-07-25,8632319500
2014-07-28,8524049730
2014-07-29,8529902150
2014-07-30,8395296490
2014-07-31,7947586360
2014-08-01,7845169010
2014-08-04,8011962980
2014-08-05,7801275860
2014-08-06,7833464170
2014-08-07,7719341980
2014-08-08,7877357320
2014-08-11,7859800060
2014-08-12,7792497230
2014-08-13,7853947640
2014-08-14,7532064540
2014-08-15,7640334310
2014-08-18,7590588740
2014-08-19,7637408100
2014-08-20,7555474220
2014-08-21,7526212120
2014-08-22,7400385090
2014-08-25,7526212120
2014-08-26,7763235130
2014-08-27,7731046820
2014-08-28,7684227460
2014-08-29,7962217410
2014-09-02,7848095220
2014-09-03,7736899240
2014-09-04,7520359700
2014-09-05,7406237510
2014-09-08,7157509660
2014-09-09,7154583450
2014-09-10,7251148380
2014-09-11,7271631850
2014-09-12,7060944730
2014-09-15,7063870940
2014-09-16,7163362080
2014-09-17,7090206830
2014-09-18,7011199160
2014-09-19,6990715690
2014-09-22,6718578160
2014-09-23,6820995510
2014-09-24,6882445920
2014-09-25,6747840260
2014-09-26,6800512040
2014-09-29,6762471310
2014-09-30,6477489172
2014-10-01,6309575349
2014-10-02,6121739547
2014-10-03,6019283655
2014-10-06,6064819607
2014-10-07,5970901706
2014-10-08,5933903745
2014-10-09,5623690072
2014-10-10,5367550342
2014-10-13,5000416729
2014-10-14,4786966954
2014-10-15,4886576849
2014-10-16,4989032741
2014-10-17,5048798678
2014-10-20,5085796639
2014-10-21,5307784405
2014-10-22,5179714540
2014-10-23,5404548303
2014-10-24,5330552381
2014-10-27,4974802756
2014-10-28,5014646714
2014-10-29,5100026624
2014-10-30,4980494750
2014-10-31,5080104645
2014-11-03,5014646714
2014-11-04,4658897089
2014-11-05,4738585005
2014-11-06,4886576849
2014-11-07,5037414690
2014-11-10,4963418768
2014-11-11,4943496789
2014-11-12,4906498828
2014-11-13,4730047014
2014-11-14,4721509023
2014-11-17,4610515140
2014-11-18,4570671182
2014-11-19,4499521257
2014-11-20,4658897089
2014-11-21,4812580927
2014-11-24,4667435080
2014-11-25,4439755320
2014-11-26,4288917479
2014-11-28,3733948064
2014-12-01,3674182127
2014-12-02,3665644136
2014-12-03,3785176010
2014-12-04,3685566115
2014-12-05,3474962337
2014-12-08,3204592622
2014-12-09,3278588544
2014-12-10,3087906745
2014-12-11,2991142847
2014-12-12,2845997000
2014-12-15,2925684916
2014-12-16,2991142847
2014-12-17,3270050553
2014-12-18,3383890433
2014-12-19,3879093911
2014-12-22,3728256070
2014-12-23,3608724196
2014-12-24,3534728274
2014-12-26,3648568154
2014-12-29,3702642097
2014-12-30,3671336130
2014-12-31,3703985780
2015-01-02,3564158890
2015-01-05,3415771170
2015-01-06,3327309260
2015-01-07,3210311250
2015-01-08,3221725690
2015-01-09,3158946270
2015-01-12,2982022450
2015-01-13,2970608010
2015-01-14,2956339960
2015-01-15,2853610000
2015-01-16,3033387430
2015-01-20,2916389420
2015-01-21,3099020460
2015-01-22,3130410170
2015-01-23,3173214320
2015-01-26,3255969010
2015-01-27,3390088680
2015-01-28,2993436890
2015-01-29,3027680210
2015-01-30,3284505110
2015-02-02,3427185610
2015-02-03,3612670260
2015-02-04,3467136150
2015-02-05,3558451670
2015-02-06,3541330010
2015-02-09,3661181630
2015-02-10,3481404200
2015-02-11,3432892830
2015-02-12,3484257810
2015-02-13,3632645530
2015-02-17,3795301300
2015-02-18,3900884870
2015-02-19,3966517900
2015-02-20,3858080720
2015-02-23,3666888850
2015-02-24,3672596070
2015-02-25,3712546610
2015-02-26,3564158890
2015-02-27,3655474410
2015-03-02,3578426940
2015-03-03,3598402210
2015-03-04,3664035240
2015-03-05,3746789930
2015-03-06,3621231090
2015-03-09,3532769180
2015-03-10,3310187600
2015-03-11,3475696980
2015-03-12,3418624780
2015-03-13,3412917560
2015-03-16,3401503120
2015-03-17,3472843370
2015-03-18,3692571340
2015-03-19,3649767190
2015-03-20,3752497150
2015-03-23,3758204370
2015-03-24,3778179640
2015-03-25,3875202380
2015-03-26,3889470430
2015-03-27,3795301300
2015-03-30,3892324040
2015-03-31,3905060250
2015-04-01,4028076800
2015-04-02,4025215950
2015-04-06,4254083950
2015-04-07,4256944800
2015-04-08,4065267850
2015-04-09,4176841000
2015-04-10,4234058000
2015-04-13,4225475450
2015-04-14,4385683050
2015-04-15,4434317500
2015-04-16,4385683050
2015-04-17,4211171200
2015-04-20,4256944800
2015-04-21,4111041450
2015-04-22,4305579250
2015-04-23,4454343450
2015-04-24,4302718400
2015-04-27,4417152400
2015-04-28,4491534500
2015-04-29,4711819950
2015-04-30,4777619500
2015-05-01,4720402500
2015-05-04,4714680800
2015-05-05,4700376550
2015-05-06,4671768050
2015-05-07,4485812800
2015-05-08,4666046350
2015-05-11,4565916600
2015-05-12,4640298700
2015-05-13,4571638300
2015-05-14,4462926000
2015-05-15,4428595800
2015-05-18,4482951950
2015-05-19,4274109900
2015-05-20,4408569850
2015-05-21,4531586400
2015-05-22,4494395350
2015-05-26,4222614600
2015-05-27,4239779700
2015-05-28,4156815050
2015-05-29,4219753750
2015-06-01,4133928250
2015-06-02,4328466050
2015-06-03,4271249050
2015-06-04,4191145250
2015-06-05,4288414150
2015-06-08,4205449500
2015-06-09,4185423550
2015-06-10,4328466050
2015-06-11,4259805650
2015-06-12,4179701850
2015-06-15,4145371650
2015-06-16,4136789100
2015-06-17,4179701850
2015-06-18,4079572100
2015-06-19,4022355100
2015-06-22,4013772550
2015-06-23,4122484850
2015-06-24,4139649950
2015-06-25,4013772550
2015-06-26,4119624000
2015-06-29,4151093350
2015-06-30,4099736160
2015-07-01,3906540000
2015-07-02,3903698880
2015-07-06,3733231680
2015-07-07,3807100800
2015-07-08,3738913920
2015-07-09,3863923200
2015-07-10,3795736320
2015-07-13,3770166240
2015-07-14,3923586720
2015-07-15,3650839200
2015-07-16,3650839200
2015-07-17,3537194400
2015-07-20,3474689760
2015-07-21,3486054240
2015-07-22,3397979520
2015-07-23,3415026240
2015-07-24,3250241280
2015-07-27,3176372160
2015-07-28,3309904800
2015-07-29,3483213120
2015-07-30,3355362720
2015-07-31,3298540320
2015-08-03,3275811360
2015-08-04,3261605760
2015-08-05,3184895520
2015-08-06,3520147680
2015-08-07,3267288000
2015-08-10,3488895360
2015-08-11,3346839360
2015-08-12,3466166400
2015-08-13,3247400160
2015-08-14,3108185280
2015-08-17,3042839520
2015-08-18,3085456320
2015-08-19,2940559200
2015-08-20,2895101280
2015-08-21,2843961120
2015-08-24,2602465920
2015-08-25,2628036000
2015-08-26,2727475200
2015-08-27,3059886240
2015-08-28,3238876800
2015-08-31,3278652480
2015-09-01,3108185280
2015-09-02,3017269440
2015-09-03,3051362880
2015-09-04,2872372320
2015-09-08,3025792800
2015-09-09,2872372320
2015-09-10,2878054560
2015-09-11,2775774240
2015-09-14,2787138720
2015-09-15,2821232160
2015-09-16,3008746080
2015-09-17,2986017120
2015-09-18,2789979840
2015-09-21,2735998560
2015-09-22,2690540640
2015-09-23,2656447200
2015-09-24,2767250880
2015-09-25,2841120000
2015-09-28,2704746240
2015-09-29,2744521920
2015-09-30,2611705950
2015-10-01,2561959170
2015-10-02,2683562410
2015-10-05,2865967270
2015-10-06,3228013280
2015-10-07,3272232640
2015-10-08,3338561680
2015-10-09,3310924580
2015-10-12,3081536650
2015-10-13,3045608420
2015-10-14,3139574560
2015-10-15,3125756010
2015-10-16,2937823730
2015-10-19,2785819680
2015-10-20,2929532600
2015-10-21,2818984200
2015-10-22,2912950340
2015-10-23,2910186630
2015-10-26,2843857590
2015-10-27,2741600320
2015-10-28,2860439850
2015-10-29,2716726930
2015-10-30,2774764840
2015-11-02,2885313240
2015-11-03,3053899550
2015-11-04,3064954390
2015-11-05,2932296310
2015-11-06,2863203560
2015-11-09,2805165650
2015-11-10,2813456780
2015-11-11,2650397890
2015-11-12,2548140620
2015-11-13,2556431750
2015-11-16,2669743860
2015-11-17,2573014010
2015-11-18,2678034990
2015-11-19,2484575290
2015-11-20,2481811580
2015-11-23,2611705950
2015-11-24,2838330170
2015-11-25,2868730980
2015-11-27,2830039040
2015-11-30,2794110810
2015-12-01,2865967270
2015-12-02,2741600320
2015-12-03,2777528550
2015-12-04,2653161600
2015-12-07,2517739810
2015-12-08,2459701900
2015-12-09,2490102710
2015-12-10,2545376910
2015-12-11,2401663990
2015-12-14,2385081730
2015-12-15,2503921260
2015-12-16,2459701900
2015-12-17,2321516400
2015-12-18,2175039770
2015-12-21,2136347830
2015-12-22,2274533330
2015-12-23,2448647060
2015-12-24,2451410770
2015-12-28,2310461560
2015-12-29,2349153500
2015-12-30,2293879300
2015-12-31,2347492010
2016-01-04,2383352640
2016-01-05,2336457970
2016-01-06,2190256940
2016-01-07,2044055910
2016-01-08,1983368690
2016-01-11,1911647430
2016-01-12,1873028290
2016-01-13,1793031500
2016-01-14,1848201700
2016-01-15,1757170870
2016-01-19,1619245370
2016-01-20,1525456030
2016-01-21,1630279410
2016-01-22,1735102790
2016-01-25,1564075170
2016-01-26,1644071960
2016-01-27,1746136830
2016-01-28,1875786800
2016-01-29,2030263360
2016-02-01,1826133620
2016-02-02,1740619810
2016-02-03,1873028290
2016-02-04,2030263360
2016-02-05,1933715510
2016-02-08,1817858090
2016-02-09,1682691100
2016-02-10,1638554940
2016-02-11,1583384740
2016-02-12,1646830470
2016-02-16,1737861300
2016-02-17,1975093160
2016-02-18,1925439980
2016-02-19,1897854880
2016-02-22,2016470810
2016-02-23,1897854880
2016-02-24,1911647430
2016-02-25,1903371900
2016-02-26,2013712300
2016-02-29,1975093160
2016-03-01,1895096370
2016-03-02,2060606970
2016-03-03,2306114360
2016-03-04,2286804790
2016-03-07,2372318600
2016-03-08,2217842040
2016-03-09,2273012240
2016-03-10,2328182440
2016-03-11,2537829200
2016-03-14,2485417510
2016-03-15,2424730290
2016-03-16,2455073900
2016-03-17,2617825990
2016-03-18,2521278140
2016-03-21,2595757910
2016-03-22,2468866450
2016-03-23,2336457970
2016-03-24,2397145190
2016-03-28,2394386680
2016-03-29,2463349430
2016-03-30,2507485590
2016-03-31,2544260000
2016-04-01,2466826000
2016-04-04,2419812500
2016-04-05,2414281500
2016-04-06,2547025500
2016-04-07,2466826000
2016-04-08,2596804500
2016-04-11,2652114500
2016-04-12,2776562000
2016-04-13,2820810000
2016-04-14,2771031000
2016-04-15,2704659000
2016-04-18,2765500000
2016-04-19,2870589000
2016-04-20,2881651000
2016-04-21,2889947500
2016-04-22,2997802000
2016-04-25,2867823500
2016-04-26,2585742500
2016-04-27,2718486500
2016-04-28,2765500000
2016-04-29,2710190000
2016-05-02,2566384000
2016-05-03,2488950000
2016-05-04,2323020000
2016-05-05,2253882500
2016-05-06,2309192500
2016-05-09,2212400000
2016-05-10,2317489000
2016-05-11,2281537500
2016-05-12,2295365000
2016-05-13,2242820500
2016-05-16,2295365000
2016-05-17,2356206000
2016-05-18,2220696500
2016-05-19,2193041500
2016-05-20,2240055000
2016-05-23,2220696500
2016-05-24,2270475500
2016-05-25,2428109000
2016-05-26,2472357000
2016-05-27,2508308500
2016-05-31,2599570000
2016-06-01,2502777500
2016-06-02,2469591500
2016-06-03,2522136000
2016-06-06,2840168500
2016-06-07,3000567500
2016-06-08,2978443500
2016-06-09,2970147000
2016-06-10,2867823500
2016-06-13,2848465000
2016-06-14,2867823500
2016-06-15,2845699500
2016-06-16,2790389500
2016-06-17,2881651000
2016-06-20,2865058000
2016-06-21,2925899000
2016-06-22,2912071500
2016-06-23,2983974500
2016-06-24,2782093000
2016-06-27,2558087500
2016-06-28,2635521500
2016-06-29,2690831500
2016-06-30,2765931855
2016-07-01,2911796918
2016-07-05,2710888435
2016-07-06,2669605870
2016-07-07,2614562450
2016-07-08,2702631922
2016-07-11,2581536398
2016-07-12,2804462249
2016-07-13,2677862383
2016-07-14,2658597186
2016-07-15,2672358041
2016-07-18,2705384093
2016-07-19,2622818963
2016-07-20,2598049424
2016-07-21,2545758175
2016-07-22,2567775543
2016-07-25,2540253833
2016-07-26,2598049424
2016-07-27,2509979952
2016-07-28,2468697387
2016-07-29,2476953900
2016-08-01,2369619231
2016-08-02,2391636599
2016-08-03,2496219097
2016-08-04,2526492978
2016-08-05,2548510346
2016-08-08,2664101528
2016-08-09,2691623238
2016-08-10,2622818963
2016-08-11,2655845015
2016-08-12,2633827647
2016-08-15,2771436197
2016-08-16,2837488301
2016-08-17,2719144948
2016-08-18,2837488301
2016-08-19,2793453565
2016-08-22,2732905803
2016-08-23,2823727446
2016-08-24,2730153632
2016-08-25,2765931855
2016-08-26,2713640606
2016-08-29,2735657974
2016-08-30,2746666658
2016-08-31,2735657974
2016-09-01,2724649290
2016-09-02,2790701394
2016-09-06,2895283892
2016-09-07,2911796918
2016-09-08,3005370732
2016-09-09,2820975275
2016-09-12,2809966591
2016-09-13,2562271201
2016-09-14,2543006004
2016-09-15,2636579818
2016-09-16,2644836331
2016-09-19,2655845015
2016-09-20,2664101528
2016-09-21,2763179684
2016-09-22,2873266524
2016-09-23,2752171000
2016-09-26,2834736130
2016-09-27,2798957907
2016-09-28,3098944546
2016-09-29,3247561780
2016-09-30,3359839008
2016-10-03,3398521365
2016-10-04,3299052447
2016-10-05,3453781875
2016-10-06,3511805410
2016-10-07,3481412130
2016-10-10,3572591971
2016-10-11,3600222226
2016-10-12,3558776844
2016-10-13,3622326430
2016-10-14,3556013818
2016-10-17,3503516334
2016-10-18,3630615507
2016-10-19,3663771813
2016-10-20,3625089456
2016-10-21,3605748277
2016-10-24,3602985252
2016-10-25,3528383563
2016-10-26,3390232288
2016-10-27,3326682702
2016-10-28,3301815472
2016-10-31,3288000345
2016-11-01,3263133115
2016-11-02,3130507891
2016-11-03,3163664197
2016-11-04,3205109580
2016-11-07,3276948243
2016-11-08,3340497829
2016-11-09,3456544900
2016-11-10,3497990283
2016-11-11,3475886079
2016-11-14,3533909614
2016-11-15,3738373501
2016-11-16,3752188629
2016-11-17,3760477705
2016-11-18,3763240731
2016-11-21,3929022261
2016-11-22,3912444108
2016-11-23,4017439077
2016-11-25,3948363439
2016-11-28,3730084425
2016-11-29,3638904583
2016-11-30,4448471055
2016-12-01,4553466024
2016-12-02,4710958477
2016-12-05,4832531599
2016-12-06,4716484528
2016-12-07,4600437457
2016-12-08,4614252585
2016-12-09,4592148381
2016-12-12,4614252585
2016-12-13,4523072743
2016-12-14,4371106341
2016-12-15,4398736596
2016-12-16,4349002137
2016-12-19,4382158443
2016-12-20,4581096279
2016-12-21,4617015610
2016-12-22,4542413922
2016-12-23,4506494590
2016-12-27,4567281151
2016-12-28,4478864335
2016-12-29,4492679463
2016-12-30,4531361820
2017-01-03,4669498610
2017-01-04,4858389690
2017-01-05,4905612460
2017-01-06,5050058580
2017-01-09,4991724570
2017-01-10,4913945890
2017-01-11,5052836390
2017-01-12,4866723120
2017-01-13,4802833490
2017-01-17,4844500640
2017-01-18,4827833780
2017-01-19,4863945310
2017-01-20,4883389980
2017-01-23,4725054810
2017-01-24,4761166340
2017-01-25,4780611010
2017-01-26,4622275840
2017-01-27,4500052200
2017-01-30,4355606080
2017-01-31,4513941250
2017-02-01,4519496870
2017-02-02,4413940090
2017-02-03,4502830010
2017-02-06,4394495420
2017-02-07,4291716450
2017-02-08,4305605500
2017-02-09,4316716740
2017-02-10,4372272940
2017-02-13,4436162570
2017-02-14,4452829430
2017-02-15,4319494550
2017-02-16,4275049590
2017-02-17,4252827110
2017-02-21,4286160830
2017-02-22,4288938640
2017-02-23,4194493100
2017-02-24,4061158220
2017-02-27,4180604050
2017-02-28,4066713840
2017-03-01,4188937480
2017-03-02,4055602600
2017-03-03,4044491360
2017-03-06,4094491940
2017-03-07,3991712970
2017-03-08,3741710070
2017-03-09,3675042630
2017-03-10,3733376640
2017-03-13,3725043210
2017-03-14,3636153290
2017-03-15,3808377510
2017-03-16,3761154740
2017-03-17,3747265690
2017-03-20,3738932260
2017-03-21,3641708910
2017-03-22,3541707750
2017-03-23,3516707460
2017-03-24,3447262210
2017-03-27,3341705430
2017-03-28,3469484690
2017-03-29,3597263950
2017-03-30,3622264240
2017-03-31,3638591935
2017-04-03,3541154508
2017-04-04,3697054392
2017-04-05,3747165069
2017-04-06,3833466790
2017-04-07,3805627525
2017-04-10,3883577467
2017-04-11,3947607777
2017-04-12,3775004334
2017-04-13,3571777699
2017-04-17,3543938434
2017-04-18,3491043831
2017-04-19,3329576094
2017-04-20,3276681490
2017-04-21,3282249343
2017-04-24,3273897564
2017-04-25,3276681490
2017-04-26,3268329711
2017-04-27,2937042457
2017-04-28,2878580001
2017-05-01,2822901471
2017-05-02,2778358647
2017-05-03,2781142573
2017-05-04,2639162322
2017-05-05,2834037177
2017-05-08,2728247970
2017-05-09,2761655088
2017-05-10,2839605030
2017-05-11,2747735455
2017-05-12,2672569440
2017-05-15,2795062206
2017-05-16,2814549691
2017-05-17,2689272999
2017-05-18,2736599749
2017-05-19,2928690678
2017-05-22,2873012148
2017-05-23,2806197912
2017-05-24,2747735455
2017-05-25,2486046364
2017-05-26,2435935687
2017-05-30,2319010774
2017-05-31,2449855320
2017-06-01,2460991026
2017-06-02,2447071393
2017-06-05,2452639246
2017-06-06,2460991026
2017-06-07,2252196538
2017-06-08,2229925126
2017-06-09,2321794701
2017-06-12,2399744643
2017-06-13,2502749923
2017-06-14,2371905378
2017-06-15,2268900097
2017-06-16,2271684024
2017-06-19,2299523289
2017-06-20,2216005494
2017-06-21,2065673463
2017-06-22,2126919846
2017-06-23,2190950155
2017-06-26,2207653714
2017-06-27,2235492979
2017-06-28,2263332244
2017-06-29,2266116171
2017-06-30,2273607820
2017-07-03,2407678060
2017-07-05,2167468880
2017-07-06,2092054370
2017-07-07,2019432990
2017-07-10,2066916200
2017-07-11,2083674980
2017-07-12,2100433760
2017-07-13,2178641400
2017-07-14,2173055140
2017-07-17,2106020020
2017-07-18,2103226890
2017-07-19,2240090260
2017-07-20,2192607050
2017-07-21,2147916970
2017-07-24,2125571930
2017-07-25,2234504000
2017-07-26,2200986440
2017-07-27,2198193310
2017-07-28,2200986440
2017-07-31,2153503230
2017-08-01,2100433760
2017-08-02,2147916970
2017-08-03,2083674980
2017-08-04,2114399410
2017-08-07,1969156650
2017-08-08,1969156650
2017-08-09,1949604740
2017-08-10,1902121530
2017-08-11,1899328400
2017-08-14,1854638320
2017-08-15,1843465800
2017-08-16,1751292510
2017-08-17,1773637550
2017-08-18,1835086410
2017-08-21,1807155110
2017-08-22,1857431450
2017-08-23,1868603970
2017-08-24,1849052060
2017-08-25,1910500920
2017-08-28,1863017710
2017-08-29,1849052060
2017-08-30,1807155110
2017-08-31,1829500150
2017-09-01,1846258930
2017-09-05,1927259700
2017-09-06,1974742910
2017-09-07,1938432220
2017-09-08,1821120760
2017-09-11,1865810840
2017-09-12,1913294050
2017-09-13,2019432990
2017-09-14,2072502460
2017-09-15,2078088720
2017-09-18,2133951320
2017-09-19,2089261240
2017-09-20,2212158960
2017-09-21,2173055140
2017-09-22,2195400180
2017-09-25,2315504770
2017-09-26,2335056680
2017-09-27,2293159730
2017-09-28,2270814690
2017-09-29,2254055910
2017-10-02,2257881938
2017-10-03,2220867480
2017-10-04,2223714746
2017-10-05,2274965534
2017-10-06,2149685830
2017-10-09,2186700288
2017-10-10,2138296766
2017-10-11,2106976840
2017-10-12,2064267850
2017-10-13,2092740510
2017-10-16,2072809648
2017-10-17,2084198712
2017-10-18,2013017062
2017-10-19,1953224476
2017-10-20,1907668220
2017-10-23,1830792038
2017-10-24,1830792038
2017-10-25,1825097506
2017-10-26,1748221324
2017-10-27,1580232630
2017-10-30,1580232630
2017-10-31,1603010758
2017-11-01,1642872482
2017-11-02,1600163492
2017-11-03,1679886940
2017-11-06,1773846718
2017-11-07,1762457654
2017-11-08,1785235782
2017-11-09,1802319378
2017-11-10,1822250240
2017-11-13,1742526792
2017-11-14,1625788886
2017-11-15,1645719748
2017-11-16,1617247088
2017-11-17,1648567014
2017-11-20,1668497876
2017-11-21,1637177950
2017-11-22,1659956078
2017-11-24,1634330684
2017-11-27,1591621694
2017-11-28,1594468960
2017-11-29,1622941620
2017-11-30,1719748664
2017-12-01,1810861176
2017-12-04,1825097506
2017-12-05,1770999452
2017-12-06,1694123270
2017-12-07,1731137728
2017-12-08,1719748664
2017-12-11,1731137728
2017-12-12,1711206866
2017-12-13,1654261546
2017-12-14,1588774428
2017-12-15,1560301768
2017-12-18,1628636152
2017-12-19,1722595930
2017-12-20,1770999452
2017-12-21,1862111964
2017-12-22,1836486570
2017-12-26,1887737358
2017-12-27,1884890092
2017-12-28,1919057284
2017-12-29,1944682678
2018-01-02,2121373560
2018-01-03,2176955400
2018-01-04,2260328160
2018-01-05,2217097840
2018-01-08,2306646360
2018-01-09,2285031200
2018-01-10,2337525160
2018-01-11,2476479760
2018-01-12,2528973720
2018-01-16,2541325240
2018-01-17,2547501000
2018-01-18,2467216120
2018-01-19,2507358560
2018-01-22,2498094920
2018-01-23,2507358560
2018-01-24,2525885840
2018-01-25,2553676760
2018-01-26,2609258600
2018-01-29,2562940400
2018-01-30,2445600960
2018-01-31,2420897920
2018-02-01,2516622200
2018-02-02,2359140320
2018-02-05,2300470600
2018-02-06,2340613040
2018-02-07,2257240280
2018-02-08,2090494760
2018-02-09,2016385640
2018-02-12,2041088680
2018-02-13,2034912920
2018-02-14,2112109920
2018-02-15,2044176560
2018-02-16,2044176560
2018-02-20,2010209880
2018-02-21,1988594720
2018-02-22,2062703840
2018-02-23,2127549320
2018-02-26,2136812960
2018-02-27,2056528080
2018-02-28,1997858360
2018-03-01,2053440200
2018-03-02,2084319000
2018-03-05,2180043280
2018-03-06,2186219040
2018-03-07,2152252360
2018-03-08,2164603880
2018-03-09,2217097840
2018-03-12,2235625120
2018-03-13,2198570560
2018-03-14,2195482680
2018-03-15,2130637200
2018-03-16,2161516000
2018-03-19,2130637200
2018-03-20,2170779640
2018-03-21,2331349400
2018-03-22,2226361480
2018-03-23,2266503920
2018-03-26,2272679680
2018-03-27,2142988720
2018-03-28,2115197800
2018-03-29,2158428120
2018-04-02,2144269160
2018-04-03,2173822640
2018-04-04,2147552880
2018-04-05,2259199360
2018-04-06,2196808680
2018-04-09,2196808680
2018-04-10,2324873760
2018-04-11,2472641160
2018-04-12,2475924880
2018-04-13,2489059760
2018-04-16,2462790000
2018-04-17,2492343480
2018-04-18,2567869040
2018-04-19,2567869040
2018-04-20,2538315560
2018-04-23,2535031840
2018-04-24,2495627200
2018-04-25,2518613240
2018-04-26,2571152760
2018-04-27,2512045800
2018-04-30,2498910920
2018-05-01,2393831880
2018-05-02,2482492320
2018-05-03,2469357440
2018-05-04,2475924880
2018-05-07,2594138800
2018-05-08,2623692280
2018-05-09,2636827160
2018-05-10,2600706240
2018-05-11,2590855080
2018-05-14,2636827160
2018-05-15,2672948080
2018-05-16,2755041080
2018-05-17,2827282920
2018-05-18,2728771320
2018-05-21,2725487600
2018-05-22,2646678320
2018-05-23,2603989960
2018-05-24,2561301600
2018-05-25,2390548160
2018-05-29,2397115600
2018-05-30,2515329520
2018-05-31,2452938840
2018-06-01,2390548160
2018-06-04,2400399320
2018-06-05,2397115600
2018-06-06,2380697000
2018-06-07,2489059760
2018-06-08,2377413280
2018-06-11,2383980720
2018-06-12,2351143520
2018-06-13,2341292360
2018-06-14,2295320280
2018-06-15,2111431960
2018-06-18,2049041280
2018-06-19,2072027320
2018-06-20,2111431960
2018-06-21,2049041280
2018-06-22,2144269160
2018-06-25,2035906400
2018-06-26,2075311040
2018-06-27,2114715680
2018-06-28,2101580800
2018-06-29,2104864520
2018-07-02,2154168580
2018-07-03,2185388415
2018-07-05,2126417616
2018-07-06,2181919544
2018-07-09,2292923400
2018-07-10,2331080976
2018-07-11,2233952602
2018-07-12,2192326156
2018-07-13,2105604393
2018-07-16,2091728911
