,EC
2017-12-20,27692093880
2017-12-21,27959352396
2017-12-22,28432194385
2017-12-26,29213411584
2017-12-27,29213411584
2017-12-28,29624578531
2017-12-29,30076862173
2018-01-02,31639296571
2018-01-03,33181172622
2018-01-04,34784723716
2018-01-05,35257565705
2018-01-08,34681931979
2018-01-09,35853757778
2018-01-10,36244366378
2018-01-11,35360357442
2018-01-12,34681931979
2018-01-16,34681931979
2018-01-17,35709849346
2018-01-18,35874316125
2018-01-19,35648174304
2018-01-22,37457308871
2018-01-23,38958068228
2018-01-24,41219486436
2018-01-25,40376594195
2018-01-26,40520502626
2018-01-29,40191569069
2018-01-30,39040301617
2018-01-31,38793601449
2018-02-01,40664411058
2018-02-02,38259084418
2018-02-05,35709849346
2018-02-06,36491066546
2018-02-07,34866957105
2018-02-08,33427872791
2018-02-09,34496906853
2018-02-12,34599698590
2018-02-13,33921273127
2018-02-14,35730407694
2018-02-15,36100457946
2018-02-16,35997666209
2018-02-20,35648174304
2018-02-21,35175332315
2018-02-22,36922791840
2018-02-23,37889034166
2018-02-26,38546901281
2018-02-27,37724567387
2018-02-28,35997666209
2018-03-01,35442590831
2018-03-02,35915432820
2018-03-05,36141574641
2018-03-06,36182691336
2018-03-07,35175332315
2018-03-08,35360357442
2018-03-09,36100457946
2018-03-12,35833199431
2018-03-13,36059341251
2018-03-14,36326599767
2018-03-15,36758325061
2018-03-16,37231167050
2018-03-19,37087258619
2018-03-20,38135734334
2018-03-21,39842077164
2018-03-22,37724567387
2018-03-23,39184210049
2018-03-26,40746644447
2018-03-27,39204768396
2018-03-28,38382434502
2018-03-29,39739285427
2018-04-02,39677610385
2018-04-03,40602736016
2018-04-04,40623294363
2018-04-05,40458827584
2018-04-06,39800960469
2018-04-09,40664411058
2018-04-10,41548419994
2018-04-11,45187247475
2018-04-12,44919988959
2018-04-13,44385471928
2018-04-16,43069737698
2018-04-17,43357554561
2018-04-18,44652730444
2018-04-19,45721764506
2018-04-20,45105014085
2018-04-23,45002222349
2018-04-24,45187247475
2018-04-25,44734963833
2018-04-26,44591055402
2018-04-27,44961105654
2018-04-30,45392830948
2018-05-01,44632172096
2018-05-02,45002222349
2018-05-03,44652730444
2018-05-04,45413389296
2018-05-07,44035980023
2018-05-08,44323796886
2018-05-09,45557297727
2018-05-10,45660089464
2018-05-11,45187247475
2018-05-14,47613132462
2018-05-15,47345873947
2018-05-16,45927347979
2018-05-17,44899430612
2018-05-18,44426588623
2018-05-21,44796638875
2018-05-22,44734963833
2018-05-23,43480904645
2018-05-24,44303238539
2018-05-25,42021261983
2018-05-29,43172529435
2018-05-30,44776080528
2018-05-31,44179888455
2018-06-01,44611613749
2018-06-04,44385471928
2018-06-05,44364913581
2018-06-06,43665929771
2018-06-07,44282680191
2018-06-08,43974304981
2018-06-11,43748163160
2018-06-12,43275321171
2018-06-13,43151971087
2018-06-14,43131412740
2018-06-15,42103495372
2018-06-18,42247403804
2018-06-19,40952227921
2018-06-20,40602736016
2018-06-21,39780402122
2018-06-22,40705527753
2018-06-25,39985985595
2018-06-26,40602736016
2018-06-27,41301719826
2018-06-28,41712886773
2018-06-29,42247403804
2018-07-02,41281161478
2018-07-03,41692328425
2018-07-05,41198928089
2018-07-06,42124053720
2018-07-09,42905270919
2018-07-10,43254762824
2018-07-11,41980145288
2018-07-12,42267962151
2018-07-13,42596895709
2018-07-16,42124053720
2018-07-17,42432428930
2018-07-18,42720245793
2018-07-19,42124053720
2018-07-20,42884712572
2018-07-23,42000703636
2018-07-24,42103495372
2018-07-25,42925829266
2018-07-26,42864154224
2018-07-27,42514662319
2018-07-30,44035980023
2018-07-31,43933188286
2018-08-01,44344355233
2018-08-02,44570497054
2018-08-03,43830396550
2018-08-06,44406030276
2018-08-07,44981664001
2018-08-08,43295879519
2018-08-09,42514662319
2018-08-10,42966945961
2018-08-13,41980145288
2018-08-14,42350195541
2018-08-15,40335477500
2018-08-16,41671770078
2018-08-17,42124053720
2018-08-20,42699687445
2018-08-21,43316437866
2018-08-22,44776080528
2018-08-23,44467705318
2018-08-24,45433947643
2018-08-27,46235723190
2018-08-28,45865672937
2018-08-29,46461865011
2018-08-30,46605773442
2018-08-31,46461865011
2018-09-04,46071256411
2018-09-05,45331155906
2018-09-06,45248922517
2018-09-07,45886231285
2018-09-10,45372272601
2018-09-11,46297398232
2018-09-12,51765918627
2018-09-13,51169726554
2018-09-14,51704243585
2018-09-17,53019977815
2018-09-18,53595611541
2018-09-19,52012618795
2018-09-20,51005259775
2018-09-21,50943584733
2018-09-24,53472261457
2018-09-25,54109570225
2018-09-26,53903986751
2018-09-27,54705762298
2018-09-28,55363629413
2018-10-01,56843830422
2018-10-02,55795354707
2018-10-03,56699921991
2018-10-04,55219720982
2018-10-05,54808554035
2018-10-08,53945103446
2018-10-09,54973020813
2018-10-10,52814394342
2018-10-11,51704243585
2018-10-12,52423785742
2018-10-15,50840792996
2018-10-16,52876069384
2018-10-17,53205002941
2018-10-18,52115410532
2018-10-19,52608810868
2018-10-22,53040536163
2018-10-23,50861351343
2018-10-24,47777599241
2018-10-25,48353232967
2018-10-26,48497141398
2018-10-29,47510340725
2018-10-30,48209324535
2018-10-31,47818715936
2018-11-01,44878872265
2018-11-02,44323796886
2018-11-05,45618972769
2018-11-06,44919988959
2018-11-07,45968464674
2018-11-08,44549938707
2018-11-09,45146130780
2018-11-12,43624813076
2018-11-13,41486744952
2018-11-14,41959586941
2018-11-15,42411870583
2018-11-16,42391312235
2018-11-19,41281161478
2018-11-20,39451468564
2018-11-21,40541060974
2018-11-23,38423551197
2018-11-26,38773043102
2018-11-27,39369235175
2018-11-28,39019743270
2018-11-29,39410351869
2018-11-30,39492585259
2018-12-03,42062378678
2018-12-04,40499944279
2018-12-06,39842077164
2018-12-07,40273802458
2018-12-10,38916951533
2018-12-11,38464667891
2018-12-12,39143093354
2018-12-13,38423551197
2018-12-14,37745125734
2018-12-17,37066700272
2018-12-18,35935991167
2018-12-19,35586499262
2018-12-20,33880156432
2018-12-21,33222289317
2018-12-24,31454271445
2018-12-26,34352998421
2018-12-27,34085739906
2018-12-28,33160614275
2018-12-31,32646655591
2019-01-02,33839039738
2019-01-03,33921273127
2019-01-04,35997666209
2019-01-07,36532183240
2019-01-08,37580658955
2019-01-09,38567459628
2019-01-10,38423551197
2019-01-11,37868475818
2019-01-14,37477867219
2019-01-15,38279642765
2019-01-16,38588017975
2019-01-17,38217967723
2019-01-18,38135734334
2019-01-22,37354517134
2019-01-23,36737766714
2019-01-24,36840558451
2019-01-25,36881675145
2019-01-28,36552741588
2019-01-29,37066700272
2019-01-30,37847917471
2019-01-31,38752484754
2019-02-01,38814159796
2019-02-04,38814159796
2019-02-05,38896393186
2019-02-06,38670251365
2019-02-07,37806800776
2019-02-08,37909592513
2019-02-11,37210608703
2019-02-12,38608576323
2019-02-13,38711368060
2019-02-14,38649693018
2019-02-15,39924310553
2019-02-19,40109335679
2019-02-20,40767202795
2019-02-21,40171010721
2019-02-22,40705527753
2019-02-25,41589536689
2019-02-26,42370753888
2019-02-27,43295879519
2019-02-28,41610095036
2019-03-01,42124053720
2019-03-04,42720245793
2019-03-05,42761362488
2019-03-06,42165170414
2019-03-07,41589536689
2019-03-08,40664411058
2019-03-11,41548419994
2019-03-12,42185728762
2019-03-13,43583696382
2019-03-14,43357554561
2019-03-15,43953746634
2019-03-18,45742322853
2019-03-19,46071256411
2019-03-20,46893590305
2019-03-21,47345873947
2019-03-22,44714405486
2019-03-25,44611613749
2019-03-26,45516181032
2019-03-27,43933188286
2019-03-28,43686488118
2019-03-29,44077096718
2019-04-01,44981664001
2019-04-02,44899430612
2019-04-03,44878872265
2019-04-04,43994863329
2019-04-05,44364913581
2019-04-08,45166689127
2019-04-09,44426588623
2019-04-10,44940547307
2019-04-11,43830396550
2019-04-12,43172529435
2019-04-15,42267962151
2019-04-16,42432428930
2019-04-17,41774561815
2019-04-18,40911111226
2019-04-22,42781920835
2019-04-23,39924310553
2019-04-24,38793601449
2019-04-25,38834718144
2019-04-26,38197409376
2019-04-29,38053500944
2019-04-30,38012384250
2019-05-01,37148933661
2019-05-02,37087258619
2019-05-03,37210608703
2019-05-06,36799441756
2019-05-07,36121016293
2019-05-08,37148933661
2019-05-09,38217967723
2019-05-10,38320759460
2019-05-13,37601217303
2019-05-14,37950709208
2019-05-15,38156292681
2019-05-16,38567459628
2019-05-17,38094617639
2019-05-20,37477867219
2019-05-21,38032942597
2019-05-22,37457308871
2019-05-23,35894874473
2019-05-24,36737766714
2019-05-28,34147414948
2019-05-29,35051982231
2019-05-30,34414673463
2019-05-31,33695131306
2019-06-03,34579140242
2019-06-04,35257565705
2019-06-05,34373556769
2019-06-06,34681931979
2019-06-07,35956549515
2019-06-10,35689290999
2019-06-11,35319240747
2019-06-12,34147414948
2019-06-13,34928632147
2019-06-14,34846398758
2019-06-17,35257565705
2019-06-18,36326599767
2019-06-19,36984466882
2019-06-20,38197409376
2019-06-21,38505784586
2019-06-24,38526342933
2019-06-25,38485226239
2019-06-26,38588017975
2019-06-27,37827359124
2019-06-28,37601217303
2019-07-01,38485226239
2019-07-02,37210608703
2019-07-03,37662892345
2019-07-05,38567459628
2019-07-08,38402992849
2019-07-09,38464667891
2019-07-10,39430910217
2019-07-11,39410351869
2019-07-12,39348676827
2019-07-15,39060859965
2019-07-16,38793601449
2019-07-17,38814159796
2019-07-18,38300201113
2019-07-19,38937509880
2019-07-22,39143093354
2019-07-23,38855276491
2019-07-24,38485226239
2019-07-25,38238526071
2019-07-26,37889034166
2019-07-29,37416192177
2019-07-30,37128375314
2019-07-31,36861116798
2019-08-01,35956549515
2019-08-02,35339799094
2019-08-05,33900714780
2019-08-06,34209089990
2019-08-07,33489547833
2019-08-08,34681931979
2019-08-09,34311881727
2019-08-12,33654014611
2019-08-13,34311881727
2019-08-14,32626097244
2019-08-15,32297163686
2019-08-16,32872797412
2019-08-19,33119497580
2019-08-20,32913914107
2019-08-21,33407314443
2019-08-22,32605538897
2019-08-23,31433713098
2019-08-26,31844880045
2019-08-27,31454271445
2019-08-28,31433713098
2019-08-29,32009346823
2019-08-30,32461630465
2019-09-03,32317722034
2019-09-04,33160614275
2019-09-05,34003506516
2019-09-06,34496906853
2019-09-09,34846398758
2019-09-10,35298682399
2019-09-11,35134215621
2019-09-12,35894874473
2019-09-13,35339799094
2019-09-16,36943350187
2019-09-17,36532183240
2019-09-18,36367716462
2019-09-19,36203249683
2019-09-20,36121016293
2019-09-23,35894874473
2019-09-24,35504265873
2019-09-25,35360357442
2019-09-26,35545382568
2019-09-27,35442590831
2019-09-30,35010865537
2019-10-01,34496906853
2019-10-02,33962389822
2019-10-03,34887515452
2019-10-04,34990307189
2019-10-07,34949190495
2019-10-08,34352998421
2019-10-09,34579140242
2019-10-10,35072540579
2019-10-11,35977107862
2019-10-14,35648174304
2019-10-15,35792082736
2019-10-16,35463149178
2019-10-17,35237007357
2019-10-18,34846398758
2019-10-21,34702490326
2019-10-22,35463149178
2019-10-23,36532183240
2019-10-24,36408833156
2019-10-25,36902233493
2019-10-28,36963908535
2019-10-29,37375075482
2019-10-30,37066700272
2019-10-31,37518983913
2019-11-01,38197409376
2019-11-04,38588017975
2019-11-05,39143093354
2019-11-06,38464667891
2019-11-07,38916951533
2019-11-08,38629134670
2019-11-11,38978626575
2019-11-12,37539542261
2019-11-13,37354517134
2019-11-14,37416192177
2019-11-15,37765684081
2019-11-18,37066700272
2019-11-19,36922791840
2019-11-20,37395633829
2019-11-21,37683450692
2019-11-22,37950709208
2019-11-25,37889034166
2019-11-26,37107816966
2019-11-27,37683450692
2019-11-29,37642333997
2019-12-02,37518983913
2019-12-03,37498425566
2019-12-04,39307560133
2019-12-05,38731926407
2019-12-06,39554260301
2019-12-09,39533701954
2019-12-10,39307560133
2019-12-11,39800960469
2019-12-12,40273802458
2019-12-13,40171010721
2019-12-16,40767202795
2019-12-17,40869994531
2019-12-18,40664411058
2019-12-19,41322278173
2019-12-20,41507303299
2019-12-23,42329637193
2019-12-24,42555779014
2019-12-26,41671770078
2019-12-27,41568978341
2019-12-30,41671770078
2019-12-31,41034461310
2020-01-02,42173080312
2020-01-03,42526080000
2020-01-06,42359962500
2020-01-07,42567609375
2020-01-08,42235374375
2020-01-09,42463785937
2020-01-10,43003667812
2020-01-13,43502020312
2020-01-14,42775256250
2020-01-15,42484550625
2020-01-16,42380727187
2020-01-17,42297668437
2020-01-21,41633198437
2020-01-22,41467080937
2020-01-23,40740316875
2020-01-24,40491140625
2020-01-27,38954553750
2020-01-28,39120671250
2020-01-29,38892259687
2020-01-30,38850730312
2020-01-31,38414671875
2020-02-03,38435436562
2020-02-04,39162200625
2020-02-05,39369847500
2020-02-06,39099906562
2020-02-07,38913024375
2020-02-10,38746906875
2020-02-11,39888964687
2020-02-12,41321728125
2020-02-13,41134845937
2020-02-14,40553434687
2020-02-18,40906434375
2020-02-19,42318433125
2020-02-20,41861610000
2020-02-21,41944668750
2020-02-24,40262729062
2020-02-25,39722847187
2020-02-26,39182965312
2020-02-27,36940379062
2020-02-28,36649673437
2020-03-02,36961143750
2020-03-03,36317438437
2020-03-04,37625613750
2020-03-05,37251849375
2020-03-06,34074852187
2020-03-09,25312154062
2020-03-10,26205035625
2020-03-11,23609449687
2020-03-12,20120982187
2020-03-13,22488156562
2020-03-16,17172396562
2020-03-17,16590985312
2020-03-18,13870811250
2020-03-19,14514516562
2020-03-20,14929810312
2020-03-23,14867516250
2020-03-24,16175691562
2020-03-25,18210630937
2020-03-26,20930805000
2020-03-27,19145041875
2020-03-30,18895865625
2020-03-31,19747217812
2020-04-01,18523070962
2020-04-02,21051747686
2020-04-03,22943115642
2020-04-06,23087024074
2020-04-07,23292607547
2020-04-08,24690575167
2020-04-09,24505550041
2020-04-13,23786007883
2020-04-14,23498191021
2020-04-15,22017990011
2020-04-16,21812406538
2020-04-17,22470273653
2020-04-20,21606823064
2020-04-21,18502512615
2020-04-22,19468754940
2020-04-23,20229413792
2020-04-24,19550988329
2020-04-27,20023830318
2020-04-28,21113422728
2020-04-29,21853523233
2020-04-30,21483472980
2020-05-01,19345404856
2020-05-04,20311647181
2020-05-05,20702255781
2020-05-06,20064947013
2020-05-07,20599464044
2020-05-08,22017990011
2020-05-11,21689056454
2020-05-12,21133981075
2020-05-13,19962155276
2020-05-14,20126622055
2020-05-15,20414438918
2020-05-18,21689056454
2020-05-19,21175097770
2020-05-20,21915198275
2020-05-21,21668498106
2020-05-22,21627381412
2020-05-26,21853523233
2020-05-27,22161898443
2020-05-28,21668498106
2020-05-29,21401239591
2020-06-01,22141340095
2020-06-02,23210374158
2020-06-03,24526108388
2020-06-04,24670016820
2020-06-05,27034226765
2020-06-08,27712652227
2020-06-09,26910876681
2020-06-10,25841842618
2020-06-11,22593623737
2020-06-12,23333724242
2020-06-15,23025349032
2020-06-16,24567225083
2020-06-17,23539307715
2020-06-18,23292607547
2020-06-19,23251490852
2020-06-22,23045907379
2020-06-23,23909357968
2020-06-24,22675857127
2020-06-25,23230932505
2020-06-26,22593623737
2020-06-29,22881440600
2020-06-30,22881440600
2020-07-01,22819765558
2020-07-02,23395399284
2020-07-06,23744891189
2020-07-07,23169257463
2020-07-08,23477632673
2020-07-09,22963673989
2020-07-10,23498191021
2020-07-13,23559866063
2020-07-14,24484991693
2020-07-15,24443874999
2020-07-16,24361641609
2020-07-17,24834483598
2020-07-20,24094383094
2020-07-21,25451234019
2020-07-22,25183975503
2020-07-23,24937275335
2020-07-24,24813925251
2020-07-27,25081183767
2020-07-28,24443874999
2020-07-29,24916716988
2020-07-30,24156058136
2020-07-31,23929916315
2020-08-03,23559866063
2020-08-04,23929916315
2020-08-05,24053266399
2020-08-06,23827124578
2020-08-07,23559866063
2020-08-10,23744891189
2020-08-11,23827124578
2020-08-12,24341083262
2020-08-13,23786007883
2020-08-14,23703774494
2020-08-17,23559866063
2020-08-18,23786007883
2020-08-19,23744891189
2020-08-20,23313165894
2020-08-21,23189815810
2020-08-24,23703774494
2020-08-25,23847682926
2020-08-26,23457074326
2020-08-27,23169257463
2020-08-28,23991591357
2020-08-31,23415957631
2020-09-01,24505550041
2020-09-02,24341083262
2020-09-03,24135499788
2020-09-04,23786007883
2020-09-08,22634740432
2020-09-09,23004790684
2020-09-10,22285248527
2020-09-11,22408598611
2020-09-14,22305806874
2020-09-15,22511390348
2020-09-16,22819765558
2020-09-17,22799207211
2020-09-18,22799207211
2020-09-21,21791848191
2020-09-22,21627381412
2020-09-23,20990072644
2020-09-24,20887280907
2020-09-25,20414438918
2020-09-28,20866722560
2020-09-29,20126622055
2020-09-30,20229413792
2020-10-01,19921038582
2020-10-02,20147180403
2020-10-05,20599464044
2020-10-06,20414438918
2020-10-07,20393880571
2020-10-08,20928397602
2020-10-09,20661139086
2020-10-12,20393880571
2020-10-13,19962155276
2020-10-14,20167738750
2020-10-15,19982713624
2020-10-16,19859363540
2020-10-19,19962155276
2020-10-20,20229413792
2020-10-21,19982713624
2020-10-22,20311647181
2020-10-23,20106063708
2020-10-26,19674338413
2020-10-27,19592105024
2020-10-28,18338045836
2020-10-29,18605304351
2020-10-30,19016471298
2020-11-02,19242613119
2020-11-03,19612663371
2020-11-04,20003271971
2020-11-05,20147180403
2020-11-06,20147180403
2020-11-09,21791848191
2020-11-10,22573065390
2020-11-11,22758090516
2020-11-12,22161898443
2020-11-13,22593623737
2020-11-16,23991591357
2020-11-17,24279408220
2020-11-18,23868241273
2020-11-19,24341083262
2020-11-20,24402758304
2020-11-23,24937275335
2020-11-24,25471792366
2020-11-25,25759609229
2020-11-27,24772808556
2020-11-30,23683216147
2020-12-01,24690575167
2020-12-02,24937275335
2020-12-03,25204533851
2020-12-04,26438034692
2020-12-07,26109101134
2020-12-08,26047426092
2020-12-09,26499709734
2020-12-10,27794885617
2020-12-11,27548185449
2020-12-14,27322043628
2020-12-15,27712652227
2020-12-16,28267727606
2020-12-17,28534986121
2020-12-18,28041585785
2020-12-21,26787526597
2020-12-22,26746409902
2020-12-23,27095901807
2020-12-24,26684734860
2020-12-28,26664176512
2020-12-29,26910876681
2020-12-30,26972551723
2020-12-31,26540826428
2021-01-04,26623059818
2021-01-05,27322043628
2021-01-06,27836002311
2021-01-07,28123819174
2021-01-08,28391077690
2021-01-11,28082702480
2021-01-12,29048944805
2021-01-13,28720011247
2021-01-14,29665695226
2021-01-15,28514427774
2021-01-19,28884478026
2021-01-20,28925594721
2021-01-21,28514427774
2021-01-22,27589302143
2021-01-25,26705293207
2021-01-26,26931435028
2021-01-27,25327883935
2021-01-28,24916716988
2021-01-29,23395399284
2021-02-01,24012149704
2021-02-02,24546666735
2021-02-03,24443874999
2021-02-04,24628900125
2021-02-05,24937275335
2021-02-08,25430675671
2021-02-09,25245650545
2021-02-10,25327883935
2021-02-11,25101742114
2021-02-12,25266208893
2021-02-16,25862400966
2021-02-17,25800725924
2021-02-18,25122300461
2021-02-19,24896158640
2021-02-22,25595142450
2021-02-23,26479151386
2021-02-24,26540826428
2021-02-25,26026867745
2021-02-26,25183975503
2021-03-01,25554025756
2021-03-02,25369000629
2021-03-03,25369000629
2021-03-04,25739050882
2021-03-05,27383718670
2021-03-08,26787526597
2021-03-09,26664176512
2021-03-10,27486510406
2021-03-11,27589302143
2021-03-12,27280926933
2021-03-15,28843361332
2021-03-16,28411636037
2021-03-17,28514427774
2021-03-18,26910876681
2021-03-19,27486510406
2021-03-22,27465952059
2021-03-23,26026867745
2021-03-24,26499709734
2021-03-25,26109101134
2021-03-26,26479151386
2021-03-29,26417476344
2021-03-30,26129659481
2021-03-31,26355801302
2021-04-01,26376359650
2021-04-05,25944634355
2021-04-06,25903517661
2021-04-07,26191334523
2021-04-08,25882959313
2021-04-09,25492350714
2021-04-12,25595142450
2021-04-13,25512909061
2021-04-14,26232451218
2021-04-15,26314684608
2021-04-16,26417476344
2021-04-19,26479151386
2021-04-20,25574584103
2021-04-21,25718492534
2021-04-22,25492350714
2021-04-23,25327883935
2021-04-26,25369000629
2021-04-27,25307325587
2021-04-28,26026867745
2021-04-29,25718492534
2021-04-30,24320524915
2021-05-03,24114941441
2021-05-04,23888799620
2021-05-05,24423316651
2021-05-06,24813925251
2021-05-07,25163417156
2021-05-10,26088542787
2021-05-11,25554025756
2021-05-12,26047426092
2021-05-13,25410117324
2021-05-14,26705293207
2021-05-17,26787526597
2021-05-18,26294126260
2021-05-19,26129659481
2021-05-20,25615700798
2021-05-21,24998950377
2021-05-24,25286767240
2021-05-25,24608341777
2021-05-26,24279408220
2021-05-27,24053266399
2021-05-28,24546666735
2021-06-01,25574584103
2021-06-02,26294126260
2021-06-03,26438034692
2021-06-04,26808084944
2021-06-07,27424835364
2021-06-08,27322043628
2021-06-09,26972551723
2021-06-10,27095901807
2021-06-11,26951993375
2021-06-14,27034226765
2021-06-15,27157576849
2021-06-16,26869759986
2021-06-17,26253009565
2021-06-18,26088542787
2021-06-21,26993110070
2021-06-22,27054785112
2021-06-23,27424835364
2021-06-24,30179653909
2021-06-25,30508587467
2021-06-28,29974070436
2021-06-29,29624578531
2021-06-30,30056303825
2021-07-01,30549704162
2021-07-02,31289804666
2021-07-06,30220770604
2021-07-07,29932953741
2021-07-08,29460111752
2021-07-09,29768486962
2021-07-12,29460111752
2021-07-13,29192853237
2021-07-14,28617219511
2021-07-15,27630418838
2021-07-16,27322043628
2021-07-19,26253009565
2021-07-20,26129659481
2021-07-21,27116460154
2021-07-22,27054785112
2021-07-23,26849201639
2021-07-26,27445393712
2021-07-27,27219251891
2021-07-28,27774327269
2021-07-29,28267727606
2021-07-30,27774327269
2021-08-02,27280926933
2021-08-03,27527627101
2021-08-04,26951993375
2021-08-05,26499709734
2021-08-06,26253009565
2021-08-09,26479151386
2021-08-10,27013668417
2021-08-11,27363160322
2021-08-12,27815443964
2021-08-13,27507068754
2021-08-16,26746409902
2021-08-17,26993110070
2021-08-18,27178135196
2021-08-19,26643618165
2021-08-20,26890318333
2021-08-23,27979910743
2021-08-24,28493869427
2021-08-25,28576102816
2021-08-26,27918235701
2021-08-27,28658336205
2021-08-30,28473311079
2021-08-31,28699452900
2021-09-01,28349960995
2021-09-02,28925594721
2021-09-03,28432194385
2021-09-07,28144377522
2021-09-08,27712652227
2021-09-09,27404277017
2021-09-10,27260368586
2021-09-13,27692093880
2021-09-14,27301485280
2021-09-15,28103260827
2021-09-16,28103260827
2021-09-17,27404277017
2021-09-20,26890318333
2021-09-21,27013668417
2021-09-22,27404277017
2021-09-23,27753768922
2021-09-24,27219251891
2021-09-27,28699452900
2021-09-28,28905036374
2021-09-29,28987269763
2021-09-30,29501228447
2021-10-01,30076862173
2021-10-04,30673054246
2021-10-05,30590820856
2021-10-06,30467470772
2021-10-07,31187012929
2021-10-08,31844880045
2021-10-11,32153255255
2021-10-12,32112138560
2021-10-13,31947671781
2021-10-14,31824321697
2021-10-15,32256046992
2021-10-18,31762646655
2021-10-19,32153255255
2021-10-20,31968230129
2021-10-21,31474829792
2021-10-22,31495388140
2021-10-25,31454271445
2021-10-26,31618738224
2021-10-27,31289804666
2021-10-28,31351479708
2021-10-29,31145896235
2021-11-01,31248687972
2021-11-02,30796404330
2021-11-03,30775845982
2021-11-04,30570262509
2021-11-05,30611379204
2021-11-08,31084221193
2021-11-09,31228129624
2021-11-10,30323562341
2021-11-11,30405795730
2021-11-12,30035745478
2021-11-15,29891837046
2021-11-16,29275086626
2021-11-17,28576102816
2021-11-18,28637777858
2021-11-19,27815443964
2021-11-22,27486510406
2021-11-23,27815443964
2021-11-24,27712652227
2021-11-26,26335242955
2021-11-29,26294126260
2021-11-30,26417476344
2021-12-01,26828643291
2021-12-02,27609860491
2021-12-03,27650977185
2021-12-06,28103260827
2021-12-07,28637777858
2021-12-08,29048944805
2021-12-09,28617219511
2021-12-10,28699452900
2021-12-13,27753768922
2021-12-14,26931435028
2021-12-15,26705293207
2021-12-16,26766968249
2021-12-17,27013668417
2021-12-20,26396917997
2021-12-21,26725851555
2021-12-22,27239810238
2021-12-23,26993110070
2021-12-27,27692093880
2021-12-28,27589302143
2021-12-29,27198693544
2021-12-30,26766968249
2021-12-31,26499709734
2022-01-03,27527627088
2022-01-04,27486510393
2022-01-05,26890318320
2022-01-06,26705293194
2022-01-07,27465952046
2022-01-10,26766968236
2022-01-11,28308844287
2022-01-12,28658336191
2022-01-13,28905036360
2022-01-14,29069503138
2022-01-18,30488029105
2022-01-19,30693612578
2022-01-20,29912395379
2022-01-21,29583461822
2022-01-24,29069503138
2022-01-25,30159095547
2022-01-26,30261887284
2022-01-27,30035745463
2022-01-28,30117978853
2022-01-31,30303003979
2022-02-01,30261887284
2022-02-02,30220770589
2022-02-03,29604020169
2022-02-04,30282445631
2022-02-07,30488029105
2022-02-08,30179653895
2022-02-09,30200212242
2022-02-10,29974070421
2022-02-11,31084221178
2022-02-14,30631937536
2022-02-15,30405795715
2022-02-16,31495388124
2022-02-17,31515946472
2022-02-18,31166454567
2022-02-22,31680413250
2022-02-23,32071021850
2022-02-24,32009346808
2022-02-25,32132696892
2022-02-28,33242847648
2022-03-01,34065181542
2022-03-02,34209089973
2022-03-03,35175332298
2022-03-04,36018224539
2022-03-07,36778883391
2022-03-08,37046141906
2022-03-09,36100457929
2022-03-10,36306041402
2022-03-11,36634974959
2022-03-14,34723048657
2022-03-15,34270765015
2022-03-16,34250206668
2022-03-17,35997666192
2022-03-18,35298682382
2022-03-21,36963908517
2022-03-22,36696650001
2022-03-23,38361876136
2022-03-24,38546901262
2022-03-25,39081418293
2022-03-28,38094617621
2022-03-29,38259084399
2022-03-30,38690809693
2022-03-31,38238526052
2022-04-01,38916951533
2022-04-04,39081418312
2022-04-05,39698168732
2022-04-06,38958068228
2022-04-07,39430910217
2022-04-08,39328118480
2022-04-11,38690809712
2022-04-12,39245885091
2022-04-13,39636493690
2022-04-14,40397152542
2022-04-18,39759843774
2022-04-19,36717208367
2022-04-20,37087258619
2022-04-21,35915432820
2022-04-22,35565940915
2022-04-25,34291323379
2022-04-26,33880156432
2022-04-27,34373556769
2022-04-28,34291323379
2022-04-29,33366197749
2022-05-02,33222289317
2022-05-03,33880156432
2022-05-04,35051982231
2022-05-05,33592339569
2022-05-06,33407314443
2022-05-09,31043104498
2022-05-10,31166454582
2022-05-11,31084221193
2022-05-12,30673054246
2022-05-13,31145896235
2022-05-16,31557063182
2022-05-17,31639296571
2022-05-18,29131178194
2022-05-19,28555544469
2022-05-20,29151736542
2022-05-23,30076862173
2022-05-24,29994628783
2022-05-25,30693612593
2022-05-26,31022546151
2022-05-27,31474829792
2022-05-31,34743607021
2022-06-01,35607057610
2022-06-02,35401474136
2022-06-03,35915432820
2022-06-06,35380915789
2022-06-07,35833199431
2022-06-08,35113657273
2022-06-09,33839039738
2022-06-10,32749447328
2022-06-13,31022546151
2022-06-14,30673054246
2022-06-15,30529145814
2022-06-16,29562903489
2022-06-17,28123819174
2022-06-21,25040067072
2022-06-22,23724332841
2022-06-23,22244131832
2022-06-24,22675857127
2022-06-27,24197174830
2022-06-28,23600982757
2022-06-29,22758090516
2022-06-30,22326365222
2022-07-01,22778648863
2022-07-05,20948955949
2022-07-06,20332205529
2022-07-07,21175097770
2022-07-08,21339564549
2022-07-11,20681697434
2022-07-12,20476113960
2022-07-13,20661139086
2022-07-14,19571546677
2022-07-15,19694896761
2022-07-18,20147180403
2022-07-19,20969514297
2022-07-20,20928397602
2022-07-21,19941596929
2022-07-22,19180938077
2022-07-25,20023830318
2022-07-26,20393880571
2022-07-27,20928397602
2022-07-28,21360122896
2022-07-29,22079665053
2022-08-01,21627381412
2022-08-02,21791848191
2022-08-03,21750731496
2022-08-04,20887280907
2022-08-05,21195656117
2022-08-08,21997431664
2022-08-09,22161898443
