,JBHT
2018-10-01,13167179838
2018-10-02,13088887911
2018-10-03,13119334772
2018-10-04,13161742899
2018-10-05,13093237463
2018-10-08,13167179838
2018-10-09,12849662577
2018-10-10,12388610116
2018-10-11,11992800928
2018-10-12,11884062140
2018-10-15,12127637025
2018-10-16,12384260565
2018-10-17,12200492013
2018-10-18,11948218025
2018-10-19,12138510904
2018-10-22,12077617183
2018-10-23,11850353116
2018-10-24,11599166515
2018-10-25,11678545831
2018-10-26,11581768309
2018-10-29,11645924194
2018-10-30,11935169370
2018-10-31,12027597340
2018-11-01,12059131589
2018-11-02,11962354067
2018-11-05,11832954910
2018-11-06,11834042298
2018-11-07,12076529795
2018-11-08,11879712589
2018-11-09,11604603455
2018-11-12,11548059285
2018-11-13,11463243030
2018-11-14,11441495273
2018-11-15,11587205249
2018-11-16,11637225091
2018-11-19,11799245885
2018-11-20,11349067303
2018-11-21,11488252952
2018-11-23,11462155643
2018-11-26,11741614328
2018-11-27,11519787200
2018-11-28,11813381928
2018-11-29,11552408837
2018-11-30,11565457491
2018-12-03,11418660127
2018-12-04,10942384236
2018-12-06,11246852842
2018-12-07,10856480593
2018-12-10,10864092309
2018-12-11,10728168824
2018-12-12,10689022860
2018-12-13,10424787605
2018-12-14,10078998259
2018-12-17,10186649659
2018-12-18,10174688393
2018-12-19,9992007229
2018-12-20,10050726174
2018-12-21,9878918889
2018-12-24,9641868331
2018-12-26,10075736096
2018-12-27,10199698314
2018-12-28,10137717205
2018-12-31,10117056835
2019-01-02,10138804593
2019-01-03,9883268441
2019-01-04,10151853247
2019-01-07,10138804593
2019-01-08,10425874993
2019-01-09,10544400272
2019-01-10,10558536314
2019-01-11,10599857054
2019-01-14,10657488611
2019-01-15,10556361539
2019-01-16,10542225496
2019-01-17,10865179696
2019-01-18,11538272794
2019-01-22,11287086194
2019-01-23,11079395109
2019-01-24,11168560915
2019-01-25,11347979915
2019-01-28,11357766406
2019-01-29,11449106988
2019-01-30,11632875540
2019-01-31,11639399867
2019-02-01,11725303510
2019-02-04,11813381928
2019-02-05,11909072061
2019-02-06,11813381928
2019-02-07,11838391849
2019-02-08,11882974752
2019-02-11,11921033328
2019-02-12,12123287474
2019-02-13,12077617183
2019-02-14,12190705522
2019-02-15,12351638928
2019-02-19,12375561462
2019-02-20,12373386686
2019-02-21,12118937922
2019-02-22,11864489158
2019-02-25,11677458443
2019-02-26,11743789104
2019-02-27,11636137703
2019-02-28,11707905303
2019-03-01,11658972849
2019-03-04,11536098018
2019-03-05,11183784345
2019-03-06,11226192473
2019-03-07,11080482497
2019-03-08,11067433842
2019-03-11,11375164612
2019-03-12,11296872685
2019-03-13,11463243030
2019-03-14,11324057382
2019-03-15,11232716800
2019-03-18,11322969994
2019-03-19,10928248194
2019-03-20,10840169775
2019-03-21,10880403127
2019-03-22,10606381381
2019-03-25,10503079532
2019-03-26,10666187714
2019-03-27,10776013890
2019-03-28,10980442812
2019-03-29,11014151836
2019-04-01,11045164600
2019-04-02,11020607926
2019-04-03,11054773733
2019-04-04,11133782160
2019-04-05,11176489418
2019-04-08,11104954761
2019-04-09,10997118935
2019-04-10,10930922685
2019-04-11,11178624781
2019-04-12,11390025708
2019-04-15,11264039297
2019-04-16,10706709580
2019-04-17,10517729963
2019-04-18,10378931375
2019-04-22,10529474459
2019-04-23,10462210528
2019-04-24,10516662282
2019-04-25,10340494843
2019-04-26,10497444016
2019-04-29,10208102343
2019-04-30,10087454339
2019-05-01,9802383392
2019-05-02,10087454339
2019-05-03,10245471194
2019-05-06,10321276577
2019-05-07,10248674238
2019-05-08,10172868855
2019-05-09,10185681033
2019-05-10,10149379863
2019-05-13,9987092283
2019-05-14,10210237706
2019-05-15,10200628573
2019-05-16,10308464399
2019-05-17,10251877282
2019-05-20,10407758774
2019-05-21,10223049883
2019-05-22,9921963714
2019-05-23,9719104239
2019-05-24,9530124622
2019-05-28,9156436115
2019-05-29,9058209421
2019-05-30,9128676397
2019-05-31,9090239865
2019-06-03,9106255087
2019-06-04,9447913151
2019-06-05,9445777788
2019-06-06,9367837042
2019-06-07,9330468191
2019-06-10,9463928372
2019-06-11,9385987626
2019-06-12,9471402142
2019-06-13,9615539138
2019-06-14,9699885973
2019-06-17,9616606820
2019-06-18,9596320872
2019-06-19,9555748977
2019-06-20,9702021336
2019-06-21,9492755771
2019-06-24,9324062102
2019-06-25,9375310812
2019-06-26,9432965610
2019-06-27,9576034925
2019-06-28,9759676134
2019-07-01,9724176720
2019-07-02,9620796060
2019-07-03,9742294980
2019-07-05,9683677080
2019-07-08,9508889160
2019-07-09,9470521080
2019-07-10,9339430140
2019-07-11,9353285280
2019-07-12,9905359320
2019-07-15,9866991240
2019-07-16,10415867940
2019-07-17,10420131060
2019-07-18,10575734940
2019-07-19,11056401720
2019-07-22,10987126020
2019-07-23,11104361820
2019-07-24,10950889500
2019-07-25,10885876920
2019-07-26,10971139320
2019-07-29,10854969300
2019-07-30,10939165920
2019-07-31,10910389860
2019-08-01,10787825160
2019-08-02,10835785260
2019-08-05,10327408200
2019-08-06,10437183540
2019-08-07,10381762980
2019-08-08,10581063840
2019-08-09,10520314380
2019-08-12,10489406760
2019-08-13,10773970020
2019-08-14,10391355000
2019-08-15,10163278080
2019-08-16,10446775560
2019-08-19,10605576780
2019-08-20,10676984040
2019-08-21,10863495540
2019-08-22,10848574620
2019-08-23,10566142920
2019-08-26,10737733500
2019-08-27,10728141480
2019-08-28,11080914660
2019-08-29,11393188200
2019-08-30,11514687120
2019-09-03,11366543700
2019-09-04,11598883740
2019-09-05,11983630320
2019-09-06,11802447720
2019-09-09,12136036860
2019-09-10,12388626720
2019-09-11,12336403500
2019-09-12,12203181000
2019-09-13,12252206880
2019-09-16,12256470000
2019-09-17,12247943760
2019-09-18,12218101920
2019-09-19,12053971800
2019-09-20,12165878700
2019-09-23,12091274100
2019-09-24,11991090780
2019-09-25,12139234200
2019-09-26,12117918600
2019-09-27,11834421120
2019-09-30,11752458270
2019-10-01,11514541356
2019-10-02,11330793025
2019-10-03,11553840132
2019-10-04,11532597550
2019-10-07,11482677483
2019-10-08,11257506118
2019-10-09,11261754635
2019-10-10,11426384642
2019-10-11,11720594397
2019-10-14,11638810458
2019-10-15,11853360532
2019-10-16,12283522810
2019-10-17,12339815651
2019-10-18,12276087906
2019-10-21,12254845325
2019-10-22,12463022624
2019-10-23,12410978299
2019-10-24,12295206230
2019-10-25,12400357009
2019-10-28,12404605525
2019-10-29,12640398181
2019-10-30,12501259271
2019-10-31,12486389464
2019-11-01,12734927669
2019-11-04,12815649479
2019-11-05,12733865540
2019-11-06,12737051927
2019-11-07,12810338833
2019-11-08,12743424701
2019-11-11,12552241467
2019-11-12,12589415985
2019-11-13,12375928040
2019-11-14,12413102557
2019-11-15,12293081971
2019-11-18,12335567135
2019-11-19,12335567135
2019-11-20,12255907454
2019-11-21,12300516875
2019-11-22,12354685458
2019-11-25,12465146882
2019-11-26,12477892431
2019-11-27,12388673589
2019-11-29,12280336422
2019-12-02,12142259642
2019-12-03,11854422661
2019-12-04,11873540985
2019-12-05,12050916541
2019-12-06,12156067320
2019-12-09,12160315836
2019-12-10,11998872216
2019-12-11,11831055822
2019-12-12,11943641504
2019-12-13,12002058604
2019-12-16,12160315836
2019-12-17,12171999256
2019-12-18,12269715132
2019-12-19,12269715132
2019-12-20,12397170621
2019-12-23,12362120362
2019-12-24,12380176556
2019-12-26,12400357009
2019-12-27,12392922105
2019-12-30,12382300814
2019-12-31,12315692721
2020-01-02,12393733590
2020-01-03,12342057879
2020-01-06,12127972795
2020-01-07,12407443472
2020-01-08,12524504775
2020-01-09,12552979145
2020-01-10,12558252177
2020-01-13,12497085010
2020-01-14,12548760720
2020-01-15,12554033752
2020-01-16,12629965408
2020-01-17,12094225392
2020-01-21,12218668939
2020-01-22,12063641808
2020-01-23,12286163744
2020-01-24,12202849844
2020-01-27,12107935274
2020-01-28,11902287040
2020-01-29,11804208651
2020-01-30,11777843493
2020-01-31,11382366119
2020-02-03,11647072308
2020-02-04,11947635112
2020-02-05,11825300778
2020-02-06,11814754714
2020-02-07,11866430425
2020-02-10,11818973140
2020-02-11,11854829755
2020-02-12,12018293736
2020-02-13,12046768107
2020-02-14,11608051874
2020-02-18,11559539983
2020-02-19,11612270299
2020-02-20,11596451204
2020-02-21,11569031440
2020-02-24,11110277686
2020-02-25,10679998303
2020-02-26,10616721924
2020-02-27,10207534668
2020-02-28,10170623446
2020-03-02,10183278722
2020-03-03,9970248243
2020-03-04,10340415065
2020-03-05,9817330325
2020-03-06,9832094814
2020-03-09,9041140067
2020-03-10,9717142724
2020-03-11,9314283106
2020-03-12,8794362185
2020-03-13,9268935034
2020-03-16,7949622515
2020-03-17,8994737388
2020-03-18,8929351796
2020-03-19,8868184628
2020-03-20,8503290838
2020-03-23,8335608432
2020-03-24,9067505225
2020-03-25,9662303195
2020-03-26,9884825131
2020-03-27,9497784607
2020-03-30,9866896823
2020-03-31,9730931177
2020-04-01,9548403681
2020-04-02,9588496426
2020-04-03,9470328336
2020-04-06,10226815125
2020-04-07,10387186104
2020-04-08,10427278849
2020-04-09,10465261449
2020-04-13,10015800679
2020-04-14,10328102059
2020-04-15,10637238222
2020-04-16,10946374386
2020-04-17,11350467050
2020-04-20,10644623728
2020-04-21,10538061433
2020-04-22,10577099105
2020-04-23,10642513584
2020-04-24,10719533856
2020-04-27,11041330886
2020-04-28,11122571448
2020-04-29,11151058398
2020-04-30,10668890389
2020-05-01,10642513584
2020-05-04,10590815044
2020-05-05,10660449811
2020-05-06,10529620855
2020-05-07,10561273022
2020-05-08,10893620774
2020-05-11,10888345413
2020-05-12,10531730999
2020-05-13,10336542637
2020-05-14,10412507837
2020-05-15,10354478865
2020-05-18,10829261368
2020-05-19,10770177323
2020-05-20,11079313487
2020-05-21,11195371432
2020-05-22,11443313406
2020-05-26,12084797322
2020-05-27,12610223292
2020-05-28,12542698670
2020-05-29,12626049376
2020-06-01,12192414689
2020-06-02,12426640724
2020-06-03,12234617579
2020-06-04,12407649424
2020-06-05,12738942105
2020-06-08,12872936278
2020-06-09,12640820387
2020-06-10,12554304464
2020-06-11,11894884321
2020-06-12,12038374144
2020-06-15,12205075556
2020-06-16,12311637851
2020-06-17,12641875459
2020-06-18,12587011703
2020-06-19,12407649424
2020-06-22,12358061029
2020-06-23,12645040676
2020-06-24,12348565379
2020-06-25,12491000130
2020-06-26,12587011703
2020-06-29,12669307337
2020-06-30,12717405444
2020-07-01,12433129055
2020-07-02,12497593218
2020-07-06,12770244922
2020-07-07,13108417578
2020-07-08,13306037224
2020-07-09,13209869375
2020-07-10,13488861816
2020-07-13,13278560695
2020-07-14,13599824718
2020-07-15,13774194994
2020-07-16,14007745485
2020-07-17,14458994623
2020-07-20,14203251552
2020-07-21,14058471383
2020-07-22,13966530692
2020-07-23,13893612213
2020-07-24,13821750524
2020-07-27,13775251784
2020-07-28,13524792660
2020-07-29,13760456730
2020-07-30,13636812353
2020-07-31,13674856777
2020-08-03,13803785102
2020-08-04,13967587482
2020-08-05,13932713427
2020-08-06,14149355284
2020-08-07,14367053932
2020-08-10,14446313148
2020-08-11,14550935313
2020-08-12,14510777311
2020-08-13,14447369938
2020-08-14,14498095836
2020-08-17,14733759906
2020-08-18,14583695790
2020-08-19,14612229107
2020-08-20,14659784637
2020-08-21,14945117816
2020-08-24,14967310396
2020-08-25,14894391917
2020-08-26,15027547400
2020-08-27,15090954774
2020-08-28,14979991871
2020-08-31,14852120335
2020-09-01,14897562286
2020-09-02,14960969659
2020-09-03,14612229107
2020-09-04,14437858832
2020-09-08,14307873717
2020-09-09,14588979737
2020-09-10,14372337880
2020-09-11,14279340399
2020-09-14,13951735639
2020-09-15,14053187435
2020-09-16,13899952951
2020-09-17,14207478710
2020-09-18,13909464057
2020-09-21,13867192475
2020-09-22,13629414826
2020-09-23,13699162936
2020-09-24,13829148051
2020-09-25,13667459250
2020-09-28,13796387575
2020-09-29,13593483981
2020-09-30,13352507528
2020-10-01,13228892765
2020-10-02,13469783073
2020-10-05,13793083224
2020-10-06,13793083224
2020-10-07,14006503585
2020-10-08,14294938033
2020-10-09,14286485741
2020-10-12,14555902533
2020-10-13,14631973157
2020-10-14,14792566696
2020-10-15,14985912864
2020-10-16,13527892577
2020-10-19,13094712637
2020-10-20,13001737430
2020-10-21,13223610083
2020-10-22,13467670000
2020-10-23,13626150466
2020-10-26,13446539271
2020-10-27,13347224846
2020-10-28,13056677325
2020-10-29,12925666806
2020-10-30,12862274620
2020-11-02,12935175634
2020-11-03,13599737055
2020-11-04,13306019925
2020-11-05,13308132998
2020-11-06,13159161360
2020-11-09,13133804485
2020-11-10,13596567446
2020-11-11,13519440286
2020-11-12,13416956251
2020-11-13,13645168122
2020-11-16,14008616657
2020-11-17,14056160797
2020-11-18,13968468273
2020-11-19,14134344494
2020-11-20,14140683712
2020-11-23,14139627176
2020-11-24,14440740061
2020-11-25,14353047537
2020-11-27,14293881496
2020-11-30,14292824960
2020-12-01,14332973345
2020-12-02,14266411549
2020-12-03,14197736680
2020-12-04,14499906102
2020-12-07,14635142766
2020-12-08,14751361775
2020-12-09,14739739874
2020-12-10,14476662300
2020-12-11,14674234615
2020-12-14,14134344494
2020-12-15,14379460948
2020-12-16,14546393705
2020-12-17,14655216959
2020-12-18,14840110836
2020-12-21,14873920002
2020-12-22,14776718649
2020-12-23,14626690475
2020-12-24,14518923758
2020-12-28,14447079280
2020-12-29,14379460948
2020-12-30,14309729543
2020-12-31,14439942969
2021-01-04,14248678449
2021-01-05,14589995798
2021-01-06,15564282473
2021-01-07,15688974260
2021-01-08,15781964746
2021-01-11,15654102828
2021-01-12,15748150024
2021-01-13,15768227515
2021-01-14,16056709361
2021-01-15,16010214119
2021-01-19,15694257811
2021-01-20,15852764320
2021-01-21,15565339183
2021-01-22,15442760816
2021-01-25,15506163420
2021-01-26,15159562520
2021-01-27,14342725644
2021-01-28,14453680200
2021-01-29,14229657667
2021-02-01,14467417431
2021-02-02,14857343443
2021-02-03,14693553384
2021-02-04,15012679822
2021-02-05,15285311017
2021-02-08,15430080296
2021-02-09,15676293740
2021-02-10,15504050000
2021-02-11,15567452603
2021-02-12,15673123609
2021-02-16,15461781597
2021-02-17,15197604082
2021-02-18,15523070781
2021-02-19,15487142639
2021-02-22,15380414923
2021-02-23,15270517077
2021-02-24,15497709739
2021-02-25,15478688958
2021-02-26,15519900651
2021-03-01,15786191586
2021-03-02,15927790734
2021-03-03,16124338805
2021-03-04,15775624485
2021-03-05,16445578663
2021-03-08,16842901646
2021-03-09,16980273954
2021-03-10,16590347942
2021-03-11,16832334545
2021-03-12,17206409906
2021-03-15,17061640628
2021-03-16,16713983019
2021-03-17,16896793859
2021-03-18,17128213362
2021-03-19,17151460983
2021-03-22,16739344060
2021-03-23,16479393385
2021-03-24,16857695587
2021-03-25,17057413788
2021-03-26,17636490901
2021-03-29,17682986144
2021-03-30,17894328156
2021-03-31,17680296930
2021-04-01,17862286063
2021-04-05,17995885023
2021-04-06,17809688048
2021-04-07,17810740008
2021-04-08,17631906755
2021-04-09,17831779214
2021-04-12,18041119316
2021-04-13,17926455642
2021-04-14,17797064524
2021-04-15,17859130182
2021-04-16,18110548696
2021-04-19,17560373454
2021-04-20,17711855739
2021-04-21,17544594050
2021-04-22,17840194897
2021-04-23,17799168445
2021-04-26,17647686160
2021-04-27,17845454698
2021-04-28,17769713556
2021-04-29,18095821252
2021-04-30,17958014452
2021-05-03,18314628997
2021-05-04,18574463193
2021-05-05,18267290783
2021-05-06,18398785821
2021-05-07,18753296446
2021-05-10,18984727714
2021-05-11,18560787709
2021-05-12,18217848648
2021-05-13,18513449495
2021-05-14,18566047511
2021-05-17,18521865178
2021-05-18,18244147656
2021-05-19,18017976189
2021-05-20,17864389984
2021-05-21,17955910531
2021-05-24,17997988943
2021-05-25,17638218517
2021-05-26,17824415492
2021-05-27,18121068300
2021-05-28,18045327157
2021-06-01,18108444776
2021-06-02,17892792912
2021-06-03,17831779214
2021-06-04,17576152859
2021-06-07,17206914790
2021-06-08,17408891170
2021-06-09,17418358812
2021-06-10,17273188290
2021-06-11,17383644122
2021-06-14,17316318662
2021-06-15,17544594050
2021-06-16,17305799059
2021-06-17,16687246397
2021-06-18,16399009272
2021-06-21,16798754190
2021-06-22,16868183570
2021-06-23,16751415976
2021-06-24,16882911015
2021-06-25,17041757022
2021-06-28,17018613895
2021-06-29,17005990371
2021-06-30,17112013864
2021-07-01,17531019297
2021-07-02,17359846651
2021-07-06,17119364836
2021-07-07,17531019297
2021-07-08,17044804972
2021-07-09,17409203181
2021-07-12,17374548596
2021-07-13,17527868880
2021-07-14,17813506669
2021-07-15,17617130689
2021-07-16,17322041650
2021-07-19,16768618434
2021-07-20,17257983175
2021-07-21,17183423311
2021-07-22,17186573728
2021-07-23,17563573604
2021-07-26,17385049986
2021-07-27,17368247763
2021-07-28,17273735259
2021-07-29,17580375827
2021-07-30,17689590275
2021-08-02,17586676660
2021-08-03,17980478759
2021-08-04,17604529022
2021-08-05,17523668324
2021-08-06,17542570825
2021-08-09,17366147485
2021-08-10,17549921798
2021-08-11,18142200154
2021-08-12,18183155572
2021-08-13,18441489749
2021-08-16,18567506421
2021-08-17,18363779468
2021-08-18,18193656962
2021-08-19,18013033066
2021-08-20,18323874189
2021-08-23,18366929885
2021-08-24,18278718215
2021-08-25,18399484192
2021-08-26,18372180580
2021-08-27,18856294627
2021-08-30,19187088390
2021-08-31,18629464618
2021-09-01,18812188792
2021-09-02,19210191446
2021-09-03,19015915744
2021-09-07,18831091292
2021-09-08,18603211144
2021-09-09,18142200154
2021-09-10,18249314325
2021-09-13,18030885428
2021-09-14,17658086107
2021-09-15,18061339457
2021-09-16,17977328342
2021-09-17,17717944026
2021-09-20,17756799167
2021-09-21,17924821396
2021-09-22,17695891109
2021-09-23,17938473202
2021-09-24,18246163908
2021-09-27,18329124884
2021-09-28,18023534455
2021-09-29,17860762921
2021-09-30,17573769517
2021-10-01,17530681097
2021-10-04,17390906468
2021-10-05,17941597488
2021-10-06,18040385571
2021-10-07,18186465823
2021-10-08,17842809404
2021-10-11,17787109740
2021-10-12,17906916565
2021-10-13,18008857460
2021-10-14,18416621039
2021-10-15,20025605678
2021-10-18,19867965119
2021-10-19,20101273146
2021-10-20,20496425481
2021-10-21,20381873341
2021-10-22,20562634515
2021-10-25,20780178487
2021-10-26,20648811354
2021-10-27,20469101117
2021-10-28,20809604725
2021-10-29,20723427886
2021-11-01,20575245760
2021-11-02,20303053062
2021-11-03,20536361089
2021-11-04,20731835382
2021-11-05,20311460558
2021-11-08,20463846432
2021-11-09,20522698907
2021-11-10,20333530236
2021-11-11,20642505732
2021-11-12,20935717172
2021-11-15,20950430291
2021-11-16,21172178010
2021-11-17,20995620584
2021-11-18,20572092949
2021-11-19,20415503327
2021-11-22,20740242879
2021-11-23,21079695549
2021-11-24,21042912752
2021-11-26,20448082376
2021-11-29,20584704194
2021-11-30,20089712838
2021-12-01,19546378378
2021-12-02,19981466321
2021-12-03,20148565314
2021-12-06,20552125145
2021-12-07,20616232306
2021-12-08,20670881033
2021-12-09,20868457200
2021-12-10,20867406263
2021-12-13,21102816164
2021-12-14,20661422599
2021-12-15,20871610011
2021-12-16,20654066040
2021-12-17,20188500922
2021-12-20,20048726293
2021-12-21,20488017984
2021-12-22,20476457677
2021-12-23,20727631634
2021-12-27,21348735436
2021-12-28,21417046345
2021-12-29,21623030009
2021-12-30,21410740723
2021-12-31,21417728595
2022-01-03,21149483070
2022-01-04,21759322505
2022-01-05,21308753850
2022-01-06,21161009245
2022-01-07,20968207774
2022-01-10,20745019115
2022-01-11,20857137362
2022-01-12,21250075142
2022-01-13,21395724079
2022-01-14,21173583254
2022-01-18,21008025469
2022-01-19,21024790815
2022-01-20,20999642797
2022-01-21,20846659021
2022-01-24,21236453299
2022-01-25,20532308797
2022-01-26,20485156264
2022-01-27,19710806878
2022-01-28,20107935995
2022-01-31,20174997376
2022-02-01,20134131847
2022-02-02,20514495618
2022-02-03,20255680600
2022-02-04,19866934156
2022-02-07,19548392596
2022-02-08,19793585771
2022-02-09,20368846681
2022-02-10,20067070466
2022-02-11,19905704017
2022-02-14,20169758205
2022-02-15,20224245578
2022-02-16,20013630928
2022-02-17,19682515358
2022-02-18,19729667892
2022-02-22,19819781623
2022-02-23,19778916094
2022-02-24,19794633605
2022-02-25,20546978474
2022-02-28,21263696985
2022-03-01,20994403626
2022-03-02,21241692469
2022-03-03,21086613025
2022-03-04,21360097720
2022-03-07,20951442429
2022-03-08,20315407143
2022-03-09,20890668052
2022-03-10,21153674407
2022-03-11,20783788976
2022-03-14,20469438752
2022-03-15,20849802523
2022-03-16,22849069948
2022-03-17,22662555482
2022-03-18,22535767558
2022-03-21,22419457975
2022-03-22,22407931800
2022-03-23,22023376693
2022-03-24,21841053563
2022-03-25,21919641119
2022-03-28,21956315312
2022-03-29,21922784621
2022-03-30,21612625734
2022-03-31,20844640982
2022-04-01,18843123585
2022-04-04,18388422019
2022-04-05,17967978790
2022-04-06,17721941641
2022-04-07,17917110350
2022-04-08,17978360104
2022-04-11,17720903510
2022-04-12,17464485046
2022-04-13,17853784333
2022-04-14,17856898727
2022-04-18,17798763367
2022-04-19,18051029304
2022-04-20,17913995956
2022-04-21,17787343921
2022-04-22,17580755767
2022-04-25,18068677539
2022-04-26,17856898727
2022-04-27,17835097967
2022-04-28,18124736636
2022-04-29,17736475481
2022-05-02,17661730018
2022-05-03,17928529796
2022-05-04,18523379105
2022-05-05,18236854830
2022-05-06,18249312407
2022-05-09,17907767167
2022-05-10,17870394436
2022-05-11,17606709052
2022-05-12,17921262876
2022-05-13,18316790950
2022-05-16,18009504047
2022-05-17,18579438202
2022-05-18,16905970337
2022-05-19,16674467028
2022-05-20,17064804446
2022-05-23,17224676686
2022-05-24,16811500377
2022-05-25,17357557509
2022-05-26,17978360104
2022-05-27,18152766184
2022-05-31,17916072218
2022-06-01,17950330556
2022-06-02,18417489699
2022-06-03,18624077854
2022-06-06,18797445803
2022-06-07,18330286659
2022-06-08,17523658538
2022-06-09,17239210526
2022-06-10,16997325903
2022-06-13,16653704400
2022-06-14,16757517543
2022-06-15,16767898857
2022-06-16,16252985668
2022-06-17,16078579587
2022-06-21,16478260188
2022-06-22,16146058130
2022-06-23,16350570022
2022-06-24,16833301137
2022-06-27,16834339268
2022-06-28,16366141993
2022-06-29,16329807393
2022-06-30,16304037999
2022-07-01,16552527815
2022-07-05,16536997201
2022-07-06,16730612182
2022-07-07,17207919702
2022-07-08,17156150991
2022-07-11,16986349617
2022-07-12,16990491114
2022-07-13,16853821715
2022-07-14,17140620377
2022-07-15,17350801346
2022-07-18,17404640806
2022-07-19,18063138816
2022-07-20,17925434043
2022-07-21,17797047639
2022-07-22,17989627246
2022-07-25,17945106154
2022-07-26,17545451701
2022-07-27,17761844915
2022-07-28,18579790557
2022-07-29,18975303513
2022-08-01,18798254519
2022-08-02,18502137490
2022-08-03,18489712999
2022-08-04,18759945673
2022-08-05,19009470862
2022-08-08,19368745720
2022-08-09,19092300801
2022-08-10,19767364799
2022-08-11,19971333522
2022-08-12,20203257349
2022-08-15,20099719926
2022-08-16,20153559386
2022-08-17,19535440971
2022-08-18,19860548479
2022-08-19,19646226014
2022-08-22,19424655929
2022-08-23,19552006959
2022-08-24,19537511720
2022-08-25,19605846419
2022-08-26,18904898065
2022-08-29,18188419098
2022-08-30,18124225896
2022-08-31,18017582350
2022-09-01,17991697994
2022-09-02,17470904757
2022-09-06,17312492499
2022-09-07,17642776879
2022-09-08,17585831296
2022-09-09,18021723847
2022-09-12,18073492558
2022-09-13,17704899333
2022-09-14,17848816350
2022-09-15,18018617724
2022-09-16,17235874806
2022-09-19,17560982315
2022-09-20,17306280254
2022-09-21,17106453028
2022-09-22,16942863899
2022-09-23,16686091090
2022-09-26,16765814906
2022-09-27,16858998587
2022-09-28,17273148279
2022-09-29,17112665273
2022-09-30,16197300698
2022-10-03,16778216545
2022-10-04,17399516917
2022-10-05,17240049822
2022-10-06,17097150736
2022-10-07,16574222923
2022-10-10,16798926558
2022-10-11,16945967646
2022-10-12,17138570761
2022-10-13,17212091305
2022-10-14,16899370118
2022-10-17,17163422776
2022-10-18,17385019909
2022-10-19,17392268413
2022-10-20,16618749450
2022-10-21,17118896249
2022-10-24,17214162306
2022-10-25,17316676868
2022-10-26,17560019513
2022-10-27,17196558796
2022-10-28,17511350984
2022-10-31,17714309106
2022-11-01,17874811702
2022-11-02,17357061392
2022-11-03,17473037461
2022-11-04,17940048241
2022-11-07,18351141987
2022-11-08,18416378526
2022-11-09,17670818080
2022-11-10,18894779813
2022-11-11,19198181494
2022-11-14,19288270048
2022-11-15,19588565228
2022-11-16,18681466685
2022-11-17,18563419614
2022-11-18,18664898675
2022-11-21,18817117266
2022-11-22,18315934966
2022-11-23,18676289182
2022-11-25,18908241321
2022-11-28,18245520924
2022-11-29,18621407649
2022-11-30,19041820901
2022-12-01,18929986834
2022-12-02,18937235338
2022-12-05,18394633013
2022-12-06,18399810516
2022-12-07,18255875930
2022-12-08,18422591530
2022-12-09,18429840034
2022-12-12,19354542088
2022-12-13,19079098923
2022-12-14,19391820110
2022-12-15,18780874744
2022-12-16,18499218576
2022-12-19,18590342630
2022-12-20,18225846412
2022-12-21,18428804534
2022-12-22,18270372939
2022-12-23,18365638996
2022-12-27,18454692049
2022-12-28,18065343816
2022-12-29,18304544459
2022-12-30,18054988810
2023-01-03,17902762400
2023-01-04,18149625520
2023-01-05,17550100800
2023-01-06,18259572960
2023-01-09,18425531360
2023-01-10,18191115120
2023-01-11,18740852320
2023-01-12,18634016600
2023-01-13,18338403200
2023-01-17,18285503960
2023-01-18,19191014480
2023-01-19,19171306920
2023-01-20,19614208400
2023-01-23,20083040880
2023-01-24,19902561120
2023-01-25,19563383640
2023-01-26,19574793280
2023-01-27,19874555640
2023-01-30,19270881960
2023-01-31,19609022200
2023-02-01,20325755040
2023-02-02,20469931400
2023-02-03,20525942360
2023-02-06,20441925920
2023-02-07,20734427600
2023-02-08,20509346520
2023-02-09,19843438440
2023-02-10,19769794400
2023-02-13,19900486640
2023-02-14,20158759400
2023-02-15,19956497600
2023-02-16,19494925800
2023-02-17,19536415400
2023-02-21,19085216000
2023-02-22,18937927920
2023-02-23,19183753800
2023-02-24,19037502960
2023-02-27,19088327720
2023-02-28,18752261960
2023-03-01,18893326600
2023-03-02,19277105400
2023-03-03,19359047360
2023-03-06,19238727520
2023-03-07,18777155720
2023-03-08,19042689160
2023-03-09,18629867640
2023-03-10,18198375800
2023-03-13,18001300200
2023-03-14,17458823680
2023-03-15,17505499480
2023-03-16,17808373560
2023-03-17,17373770000
2023-03-20,17182917840
2023-03-21,17672495120
2023-03-22,17321908000
2023-03-23,17214035040
2023-03-24,17228556400
2023-03-27,17557361480
2023-03-28,17767921200
2023-03-29,17743027440
2023-03-30,17607149000
2023-03-31,18170988520
2023-04-03,17959722040
2023-04-04,17723600680
2023-04-05,17632466120
2023-04-06,17608646860
2023-04-10,18034286680
2023-04-11,18177202240
2023-04-12,18172024140
2023-04-13,18083996440
2023-04-14,18306654740
2023-04-17,18294227300
2023-04-18,18115065040
2023-04-19,18476496420
2023-04-20,18698119100
2023-04-21,18270408040
2023-04-24,18270408040
2023-04-25,17869623100
2023-04-26,17151938440
2023-04-27,17612789340
2023-04-28,18153382980
2023-05-01,18275586140
2023-05-02,18154418600
2023-05-03,18117136280
2023-05-04,18120243140
2023-05-05,18550025440
2023-05-08,18464068980
2023-05-09,18217591420
2023-05-10,18290084820
2023-05-11,18262123080
2023-05-12,18227947620
2023-05-15,18179273480
2023-05-16,17712208860
2023-05-17,17825091440
2023-05-18,17676997780
