,DFS
2021-05-04,35087680000
2021-05-05,35346080000
2021-05-06,35789920000
2021-05-07,36315840000
2021-05-10,36096960000
2021-05-11,34774560000
2021-05-12,34157440000
2021-05-13,34877920000
2021-05-14,35513280000
2021-05-17,35911520000
2021-05-18,35029920000
2021-05-19,34859680000
2021-05-20,34786720000
2021-05-21,34646880000
2021-05-24,34893120000
2021-05-25,34747200000
2021-05-26,35099840000
2021-05-27,35878080000
2021-05-28,35647040000
2021-06-01,36747520000
2021-06-02,36793120000
2021-06-03,37264320000
2021-06-04,37507520000
2021-06-07,37571360000
2021-06-08,37753760000
2021-06-09,37401120000
2021-06-10,37142720000
2021-06-11,37437600000
2021-06-14,36689760000
2021-06-15,37395040000
2021-06-16,37109280000
2021-06-17,35647040000
2021-06-18,34689440000
2021-06-21,35887200000
2021-06-22,35929760000
2021-06-23,36233760000
2021-06-24,36671520000
2021-06-25,37565280000
2021-06-28,36188160000
2021-06-29,35531520000
2021-06-30,35250420000
2021-07-01,35667620000
2021-07-02,35819600000
2021-07-06,35095460000
2021-07-07,35256380000
2021-07-08,34347480000
2021-07-09,36475200000
2021-07-12,37723820000
2021-07-13,37327480000
2021-07-14,36633140000
2021-07-15,36805980000
2021-07-16,35888140000
2021-07-19,34782560000
2021-07-20,36141440000
2021-07-21,37413900000
2021-07-22,36940080000
2021-07-23,36656980000
2021-07-26,37172520000
2021-07-27,37101000000
2021-07-28,36749360000
2021-07-29,37396020000
2021-07-30,37047360000
2021-08-02,36916240000
2021-08-03,37550980000
2021-08-04,37583760000
2021-08-05,37875800000
2021-08-06,38757880000
2021-08-09,38573120000
2021-08-10,39347920000
2021-08-11,39818760000
2021-08-12,40009480000
2021-08-13,40343240000
2021-08-16,40161460000
2021-08-17,39133360000
2021-08-18,38483719999
2021-08-19,37491380000
2021-08-20,37923480000
2021-08-23,38275120000
2021-08-24,38534380000
2021-08-25,39273420000
2021-08-26,38820460000
2021-08-27,39777040000
2021-08-30,37917520000
2021-08-31,38209560000
2021-09-01,37181460000
2021-09-02,36969880000
2021-09-03,36651020000
2021-09-07,36129520000
2021-09-08,35360680000
2021-09-09,35849400000
2021-09-10,35906020000
2021-09-13,36522880000
2021-09-14,35861320000
2021-09-15,36761280000
2021-09-16,37041400000
2021-09-17,36844720000
2021-09-20,35903040000
2021-09-21,36603340000
2021-09-22,37136760000
2021-09-23,38212540000
2021-09-24,38742980000
2021-09-27,39106540000
2021-09-28,38442000000
2021-09-29,37840040000
2021-09-30,35749350000
2021-10-01,37012290000
2021-10-04,36660180000
2021-10-05,37096680000
2021-10-06,36808590000
2021-10-07,37038480000
2021-10-08,37349850000
2021-10-11,36584520000
2021-10-12,37070490000
2021-10-13,35804640000
2021-10-14,36904620000
2021-10-15,37617570000
2021-10-18,37844550000
2021-10-19,38170470000
2021-10-20,38700090000
2021-10-21,36328440000
2021-10-22,36427380000
2021-10-25,36043260000
2021-10-26,35798820000
2021-10-27,33593040000
2021-10-28,33421350000
2021-10-29,32976119999
2021-11-01,33366060000
2021-11-02,33374790000
2021-11-03,33706530000
2021-11-04,33313680000
2021-11-05,33892770000
2021-11-08,33971340000
2021-11-09,33991710000
2021-11-10,34175040000
2021-11-11,34483500000
2021-11-12,34757040000
2021-11-15,34390380000
2021-11-16,34116840000
2021-11-17,33575580000
2021-11-18,33613410000
2021-11-19,33284580000
2021-11-22,33805470000
2021-11-23,34736670000
2021-11-24,34774500000
2021-11-26,33339869999
2021-11-29,32976119999
2021-11-30,31384350000
2021-12-01,30883830000
2021-12-02,32036190000
2021-12-03,31622970000
2021-12-06,32562900000
2021-12-07,33284580000
2021-12-08,33051780000
2021-12-09,33549390000
2021-12-10,33980070000
2021-12-13,32839350000
2021-12-14,33619230000
2021-12-15,33462090000
2021-12-16,33674520000
2021-12-17,33206010000
2021-12-20,31899420000
2021-12-21,33514470000
2021-12-22,33424260000
2021-12-23,33563940000
2021-12-27,33790920000
2021-12-28,33776369999
2021-12-29,33689070000
2021-12-30,33706530000
2021-12-31,32934600000
2022-01-03,33812400000
2022-01-04,34855500000
2022-01-05,34382400000
2022-01-06,35003700000
2022-01-07,35821650000
2022-01-10,36343200000
2022-01-11,36645300000
2022-01-12,36423000000
2022-01-13,36879000000
2022-01-14,36348900000
2022-01-18,35260200000
2022-01-19,33772500000
2022-01-20,33288000000
2022-01-21,32618250000
2022-01-24,32871900000
2022-01-25,33755400000
2022-01-26,33407700000
2022-01-27,32267700000
2022-01-28,32415900000
2022-01-31,32988750000
2022-02-01,33635700000
2022-02-02,33476100000
2022-02-03,33042900000
2022-02-04,33410550000
2022-02-07,33749700000
2022-02-08,35043600000
2022-02-09,35582250000
2022-02-10,35559450000
2022-02-11,35379900000
2022-02-14,35385600000
2022-02-15,36346050000
2022-02-16,36143700000
2022-02-17,35077800000
2022-02-18,35285850000
2022-02-22,34772850000
2022-02-23,34205700000
2022-02-24,33706950000
2022-02-25,35342850000
2022-02-28,35180400000
2022-03-01,32458650000
2022-03-02,33094200000
2022-03-03,32652449999
2022-03-04,31412700000
2022-03-07,28884750000
2022-03-08,29434800000
2022-03-09,30495000000
2022-03-10,29868000000
2022-03-11,29773950000
2022-03-14,30996600000
2022-03-15,31432650000
2022-03-16,32532750000
2022-03-17,32381700000
2022-03-18,33014400000
2022-03-21,31957050000
2022-03-22,32700900000
2022-03-23,31535250000
2022-03-24,31891500000
2022-03-25,32276250000
2022-03-28,31714800000
2022-03-29,32575500000
2022-03-30,32287650000
2022-03-31,30743010000
2022-04-01,30723480000
2022-04-04,30918780000
2022-04-05,30899250000
2022-04-06,30829500000
2022-04-07,30455640000
2022-04-08,31128030000
2022-04-11,31016430000
2022-04-12,31200570000
2022-04-13,31434930000
2022-04-14,31298220000
2022-04-18,32483970000
2022-04-19,33131250000
2022-04-20,33150780000
2022-04-21,32511870000
2022-04-22,31351230000
2022-04-25,31426560000
2022-04-26,30519810000
2022-04-27,29855790000
2022-04-28,32358420000
2022-04-29,31376340000
2022-05-02,31605120000
2022-05-03,32241240000
2022-05-04,33641820000
2022-05-05,32207760000
2022-05-06,30971790000
2022-05-09,29928330000
2022-05-10,29353590000
2022-05-11,29191770000
2022-05-12,28276650000
2022-05-13,29267100000
2022-05-16,28737000000
2022-05-17,30118050000
2022-05-18,29322900000
2022-05-19,29038320000
2022-05-20,28965780000
2022-05-23,30162690000
2022-05-24,29133180000
2022-05-25,30039930000
2022-05-26,30907620000
2022-05-27,31303800000
2022-05-31,31663710000
2022-06-01,31024800000
2022-06-02,31462830000
2022-06-03,30768120000
2022-06-06,30969000000
2022-06-07,31582800000
2022-06-08,30796020000
2022-06-09,29610270000
2022-06-10,27381060000
2022-06-13,25628940000
2022-06-14,25623360000
2022-06-15,26415720000
2022-06-16,24978870000
2022-06-17,26343180000
2022-06-21,26359920000
2022-06-22,26231580000
2022-06-23,26253900000
2022-06-24,27668430000
2022-06-27,27517770000
2022-06-28,27149490000
2022-06-29,26669610000
2022-06-30,25820340000
2022-07-01,26669370000
2022-07-05,26745810000
2022-07-06,26666640000
2022-07-07,27212640000
2022-07-08,27357330000
2022-07-11,27163500000
2022-07-12,27253590000
2022-07-13,27207180000
2022-07-14,27111630000
2022-07-15,28394730000
2022-07-18,28735980000
2022-07-19,29707860000
2022-07-20,29975400000
2022-07-21,27300000000
2022-07-22,27300000000
2022-07-25,27305460000
2022-07-26,26852280000
2022-07-27,27379170000
2022-07-28,27158040000
2022-07-29,27573000000
2022-08-01,27906060000
2022-08-02,27343680000
2022-08-03,28053480000
2022-08-04,27944280000
2022-08-05,27941550000
2022-08-08,28086240000
2022-08-09,27813240000
2022-08-10,29478540000
2022-08-11,29623230000
2022-08-12,29920800000
2022-08-15,29710590000
2022-08-16,30158310000
2022-08-17,29625960000
2022-08-18,29612310000
2022-08-19,29186430000
2022-08-22,28206360000
2022-08-23,28569450000
2022-08-24,28498470000
2022-08-25,29041740000
2022-08-26,28037100000
2022-08-29,27575730000
2022-08-30,27537510000
2022-08-31,27433770000
2022-09-01,27310920000
2022-09-02,27171690000
2022-09-06,26614770000
2022-09-07,27283620000
2022-09-08,27586650000
2022-09-09,27987960000
2022-09-12,28198170000
2022-09-13,26893230000
2022-09-14,27040650000
2022-09-15,27548430000
2022-09-16,27548430000
2022-09-19,27892410000
2022-09-20,27379170000
2022-09-21,26718510000
2022-09-22,25926810000
2022-09-23,25588290000
2022-09-26,24856650000
2022-09-27,24843000000
2022-09-28,25547340000
2022-09-29,24957660000
2022-09-30,24767862059
2022-10-03,25576931024
2022-10-04,26533103438
2022-10-05,26336965507
2022-10-06,25966482748
2022-10-07,25443448266
2022-10-10,25029379300
2022-10-11,24759689645
2022-10-12,24942206887
2022-10-13,25631413783
2022-10-14,24844137921
2022-10-17,25274551714
2022-10-18,26230724127
2022-10-19,25451620679
2022-10-20,25269103438
2022-10-21,25792137921
2022-10-24,26113586196
2022-10-25,27233206886
2022-10-26,27846137920
2022-10-27,28006862058
2022-10-28,28777793092
2022-10-31,28456344816
2022-11-01,28301068954
2022-11-02,27521965506
2022-11-03,26691103438
2022-11-04,27200517231
2022-11-07,27516517230
2022-11-08,27916965506
2022-11-09,27252275851
2022-11-10,29507862057
2022-11-11,29633172402
2022-11-14,28856793092
2022-11-15,28230241368
2022-11-16,28908551713
2022-11-17,29159172402
2022-11-18,29219103437
2022-11-21,29458827575
2022-11-22,29477896540
2022-11-23,29600482747
2022-11-25,29619551712
2022-11-28,29107413782
2022-11-29,29570517230
2022-11-30,29518758609
2022-12-01,29020241368
2022-12-02,28712413782
2022-12-05,28197551713
2022-12-06,28295620678
2022-12-07,28260206885
2022-12-08,28039551713
2022-12-09,28058620679
2022-12-12,28679724127
2022-12-13,29028413782
2022-12-14,28181206885
2022-12-15,26936275851
2022-12-16,26394172403
2022-12-19,25925620679
2022-12-20,26345137921
2022-12-21,26642068955
2022-12-22,26385999989
2022-12-23,26587586196
2022-12-27,26356034472
2022-12-28,25955586197
2022-12-29,26546724127
2022-12-30,26650241369
2023-01-03,25411380000
2023-01-04,26532740000
2023-01-05,26082100000
2023-01-06,26996480000
2023-01-09,27216560000
2023-01-10,27669820000
2023-01-11,28044480000
2023-01-12,27787720000
2023-01-13,28086400000
2023-01-17,27617420000
2023-01-18,26813080000
2023-01-19,26697800000
2023-01-20,27808680000
2023-01-23,28895980000
2023-01-24,29210380000
2023-01-25,30103800000
2023-01-26,30048780000
2023-01-27,30803340000
2023-01-30,29983280000
2023-01-31,30583260000
2023-02-01,30347460000
2023-02-02,30902900000
2023-02-03,31178000000
2023-02-06,30693300000
2023-02-07,30871460000
2023-02-08,30287200000
2023-02-09,30006860000
2023-02-10,30130000000
2023-02-13,30431300000
2023-02-14,30221700000
2023-02-15,30195500000
2023-02-16,29247060000
2023-02-17,29129160000
2023-02-21,28592060000
2023-02-22,28709960000
2023-02-23,29003400000
2023-02-24,29401640000
2023-02-27,29199900000
2023-02-28,29344000000
2023-03-01,29590280000
2023-03-02,29440940000
2023-03-03,30069740000
2023-03-06,29854900000
2023-03-07,29184180000
2023-03-08,28977200000
2023-03-09,27677680000
2023-03-10,26760680000
2023-03-13,25550240000
2023-03-14,26577280000
2023-03-15,25217500000
2023-03-16,25015760000
2023-03-17,24166880000
2023-03-20,24580840000
2023-03-21,25765080000
2023-03-22,24832360000
2023-03-23,24515340000
2023-03-24,24326700000
2023-03-27,24730180000
2023-03-28,24669920000
2023-03-29,25592160000
2023-03-30,25707440000
2023-03-31,25006520000
2023-04-03,25001460000
2023-04-04,24940740000
2023-04-05,24642200000
2023-04-06,24546060000
2023-04-10,24837010000
2023-04-11,25401200000
2023-04-12,25084950000
2023-04-13,25423970000
2023-04-14,25596010000
2023-04-17,25972980000
2023-04-18,26218390000
2023-04-19,26757280000
2023-04-20,26610540000
2023-04-21,26696560000
2023-04-24,26435970000
2023-04-25,25750340000
2023-04-26,25598540000
2023-04-27,25803470000
2023-04-28,26177910000
2023-05-01,25201330000
2023-05-02,24090660000
2023-05-03,24232340000
2023-05-04,23387320000
2023-05-05,24277880000
2023-05-08,24500520000
2023-05-09,24462570000
2023-05-10,24123550000
2023-05-11,24244990000
2023-05-12,24093190000
2023-05-15,24551120000
2023-05-16,24366430000
2023-05-17,24943270000
2023-05-18,25454330000
2023-05-19,25487220000
2023-05-22,25568180000
2023-05-23,25780700000
2023-05-24,25153260000
2023-05-25,25269640000
2023-05-26,25897080000
2023-05-30,26139960000
2023-05-31,25993220000
2023-06-01,26648490000
2023-06-02,27599770000
2023-06-05,27587120000
2023-06-06,28419490000
2023-06-07,28614300000
2023-06-08,28738270000
2023-06-09,28877420000
2023-06-12,29049460000
2023-06-13,29783160000
2023-06-14,29636420000
2023-06-15,29666780000
2023-06-16,29175960000
2023-06-20,29229090000
2023-06-21,29423900000
2023-06-22,29216440000
2023-06-23,29201260000
2023-06-26,29208850000
2023-06-27,29681960000
2023-06-28,29704730000
2023-06-29,29828700000
2023-06-30,29212500000
2023-07-03,29522500000
2023-07-05,29075000000
2023-07-06,28910000000
2023-07-07,29235000000
2023-07-10,29622500000
2023-07-11,29872500000
2023-07-12,29780000000
2023-07-13,29920000000
2023-07-14,29640000000
2023-07-17,30092500000
2023-07-18,30425000000
2023-07-19,30462500000
2023-07-20,25612500000
2023-07-21,26277500000
2023-07-24,27210000000
2023-07-25,26990000000
2023-07-26,26622500000
2023-07-27,26045000000
2023-07-28,26167500000
2023-07-31,26387500000
2023-08-01,26205000000
2023-08-02,25787500000
2023-08-03,25647500000
2023-08-04,25590000000
2023-08-07,25735000000
2023-08-08,26160000000
2023-08-09,26090000000
2023-08-10,25900000000
2023-08-11,25890000000
2023-08-14,25662500000
2023-08-15,23240000000
2023-08-16,22565000000
2023-08-17,23095000000
2023-08-18,23335000000
2023-08-21,23007500000
2023-08-22,22252500000
2023-08-23,22147500000
2023-08-24,22285000000
2023-08-25,22185000000
2023-08-28,22382500000
2023-08-29,22587500000
2023-08-30,22430000000
2023-08-31,22517500000
2023-09-01,23015000000
2023-09-05,22952500000
2023-09-06,22877500000
2023-09-07,22347500000
2023-09-08,22392500000
2023-09-11,22407500000
2023-09-12,22285000000
2023-09-13,22167500000
2023-09-14,22520000000
2023-09-15,22435000000
2023-09-18,22117500000
2023-09-19,22202500000
2023-09-20,22165000000
2023-09-21,21887500000
2023-09-22,21797500000
2023-09-25,21892500000
2023-09-26,21715000000
2023-09-27,21315000000
2023-09-28,21582500000
2023-09-29,21657500000
2023-10-02,22716842773
2023-10-03,21823975563
2023-10-04,21846484821
2023-10-05,21796464249
2023-10-06,22181622653
2023-10-09,22506756371
2023-10-10,22844395232
2023-10-11,22699335573
2023-10-12,22691832487
2023-10-13,22359195684
2023-10-16,22714341745
2023-10-17,23264568037
2023-10-18,22971947691
2023-10-19,21156200927
2023-10-20,20555954063
2023-10-23,20600972578
2023-10-24,20275838860
2023-10-25,20158290516
2023-10-26,20213313145
2023-10-27,20130779201
2023-10-30,20293346060
2023-10-31,20528442748
2023-11-01,20655995207
2023-11-02,21308763672
2023-11-03,21803967334
2023-11-06,21638899447
2023-11-07,21223728699
2023-11-08,21093675212
2023-11-09,20726024008
2023-11-10,20886089838
2023-11-13,20961120696
2023-11-14,21426312016
2023-11-15,21423810987
2023-11-16,21058660812
2023-11-17,21603885046
2023-11-20,21746443677
2023-11-21,21493839788
2023-11-22,21626394304
2023-11-24,21701425162
2023-11-27,21368788358
2023-11-28,21813971449
2023-11-29,22231643225
2023-11-30,23259565980
2023-12-01,23914835473
2023-12-04,23694744956
2023-12-05,24780191368
2023-12-06,25185358002
2023-12-07,25593025663
2023-12-08,25835625438
2023-12-11,25835625438
2023-12-12,25695567836
2023-12-13,26463383616
2023-12-14,26941080079
2023-12-15,26518406245
2023-12-18,26723490591
2023-12-19,27251207625
2023-12-20,26916069793
2023-12-21,27801433917
2023-12-22,27758916431
2023-12-26,27923984319
2023-12-27,28071545006
2023-12-28,28154078950
2023-12-29,28111561464
2024-01-02,28085000000
2024-01-03,27685000000
2024-01-04,27582500000
2024-01-05,27962500000
2024-01-08,28210000000
2024-01-09,27855000000
2024-01-10,27757500000
2024-01-11,27807500000
2024-01-12,27382500000
2024-01-16,27415000000
2024-01-17,27185000000
2024-01-18,24250000000
2024-01-19,24332500000
2024-01-22,24912500000
2024-01-23,25110000000
2024-01-24,25305000000
2024-01-25,25935000000
2024-01-26,26730000000
2024-01-29,26517500000
2024-01-30,27060000000
2024-01-31,26380000000
2024-02-01,26640000000
2024-02-02,26750000000
2024-02-05,26657500000
2024-02-06,26415000000
2024-02-07,26570000000
2024-02-08,27210000000
2024-02-09,27295000000
2024-02-12,27625000000
2024-02-13,27097500000
2024-02-14,27277500000
2024-02-15,27680000000
2024-02-16,27622500000
2024-02-20,31105000000
2024-02-21,30177500000
2024-02-22,30015000000
2024-02-23,30427500000
2024-02-26,30490000000
2024-02-27,30662500000
2024-02-28,30812500000
2024-02-29,30175000000
2024-03-01,30202500000
2024-03-04,30017500000
2024-03-05,30317500000
2024-03-06,29850000000
2024-03-07,30380000000
2024-03-08,30315000000
2024-03-11,30480000000
2024-03-12,31187500000
2024-03-13,31490000000
2024-03-14,30960000000
2024-03-15,30060000000
2024-03-18,30095000000
2024-03-19,30310000000
2024-03-20,31442500000
2024-03-21,31795000000
2024-03-22,31440000000
2024-03-25,31315000000
2024-03-26,31355000000
2024-03-27,32000000000
2024-03-28,32772500000
2024-04-01,32345000000
2024-04-02,31952500000
2024-04-03,31722500000
2024-04-04,31250000000
2024-04-05,31465000000
2024-04-08,31427500000
2024-04-09,31335000000
2024-04-10,30822500000
2024-04-11,30735000000
2024-04-12,30227500000
2024-04-15,30327500000
2024-04-16,29892500000
2024-04-17,29972500000
2024-04-18,31067500000
2024-04-19,31337500000
2024-04-22,31670000000
2024-04-23,32310000000
2024-04-24,32255000000
2024-04-25,31417500000
2024-04-26,31925000000
2024-04-29,32000000000
2024-04-30,31682500000
2024-05-01,30895000000
2024-05-02,31127500000
2024-05-03,31260000000
2024-05-06,31340000000
2024-05-07,30902500000
2024-05-08,30892500000
2024-05-09,31010000000
2024-05-10,30850000000
2024-05-13,31042500000
2024-05-14,31100000000
2024-05-15,31682500000
2024-05-16,31202500000
2024-05-17,31355000000
2024-05-20,31152500000
2024-05-21,31295000000
2024-05-22,31077500000
2024-05-23,30702500000
2024-05-24,30805000000
2024-05-28,30455000000
2024-05-29,30420000000
2024-05-30,30277500000
2024-05-31,30665000000
2024-06-03,30702500000
2024-06-04,30275000000
2024-06-05,30532500000
2024-06-06,30690000000
2024-06-07,31225000000
2024-06-10,31452500000
2024-06-11,30435000000
2024-06-12,30917500000
2024-06-13,30582500000
2024-06-14,30500000000
2024-06-17,31427500000
2024-06-18,31732500000
2024-06-20,31945000000
2024-06-21,31742500000
2024-06-24,31917500000
2024-06-25,31605000000
2024-06-26,31337500000
2024-06-27,30932500000
2024-06-28,32702500000
2024-07-01,33237499999
2024-07-02,33384999999
2024-07-03,33015000000
2024-07-05,32222499999
2024-07-08,32215000000
2024-07-09,32500000000
2024-07-10,32299999999
2024-07-11,32869999999
2024-07-12,32820000000
2024-07-15,34402060000
2024-07-16,35596820000
2024-07-17,35493910000
2024-07-18,35865390000
2024-07-19,35584270000
2024-07-22,35094820000
2024-07-23,35039600000
2024-07-24,35205260000
2024-07-25,35546620000
2024-07-26,35714790000
2024-07-29,35782560000
2024-07-30,36324720000
2024-07-31,36141490000
2024-08-01,34178669999
2024-08-02,32401590000
2024-08-05,31003520000
2024-08-06,31442770000
2024-08-07,30975910000
2024-08-08,31400100000
2024-08-09,31723890000
