,F
2009-04-13,12788520000
2009-04-14,12908600000
2009-04-15,12128080000
2009-04-16,12488320000
2009-04-17,12008000000
2009-04-20,11077380000
2009-04-21,11407600000
2009-04-22,12848560000
2009-04-23,13478980000
2009-04-24,15010000000
2009-04-27,15340220000
2009-04-28,15580380000
2009-04-29,16360900000
2009-04-30,17951960000
2009-05-01,17081380000
2009-05-04,17651760000
2009-05-05,17561700000
2009-05-06,18792520000
2009-05-07,18192120000
2009-05-08,18732480000
2009-05-11,18252160000
2009-05-12,15040020000
2009-05-13,14889920000
2009-05-14,15490320000
2009-05-15,16480980000
2009-05-18,16511000000
2009-05-19,16901260000
2009-05-20,16240820000
2009-05-21,16000660000
2009-05-22,15790520000
2009-05-26,16210800000
2009-05-27,16030680000
2009-05-28,16691119999
2009-05-29,17261500000
2009-06-01,18402260000
2009-06-02,19242820000
2009-06-03,18552360000
2009-06-04,19092720000
2009-06-05,19092720000
2009-06-08,19152760000
2009-06-09,18792520000
2009-06-10,18582380000
2009-06-11,17951960000
2009-06-12,18342220000
2009-06-15,17801860000
2009-06-16,17021340000
2009-06-17,17141420000
2009-06-18,17051360000
2009-06-19,17171440000
2009-06-22,16150760000
2009-06-23,16601060000
2009-06-24,16901260000
2009-06-25,17051360000
2009-06-26,16841220000
2009-06-29,17351560000
2009-06-30,19782130000
2009-07-01,19260690000
2009-07-02,19195510000
2009-07-06,18739250000
2009-07-07,18022270000
2009-07-08,17435650000
2009-07-09,18348170000
2009-07-10,18641480000
2009-07-13,18543710000
2009-07-14,19032560000
2009-07-15,19716950000
2009-07-16,19977670000
2009-07-17,20010260000
2009-07-20,20173210000
2009-07-21,20205800000
2009-07-22,20792420000
2009-07-23,22747820000
2009-07-24,22096020000
2009-07-27,23692930000
2009-07-28,23269260000
2009-07-29,23204080000
2009-07-30,24084010000
2009-07-31,26072000000
2009-08-03,27147470000
2009-08-04,27049700000
2009-08-05,27505960000
2009-08-06,26300130000
2009-08-07,26104590000
2009-08-10,25159480000
2009-08-11,25452790000
2009-08-12,25094300000
2009-08-13,25746100000
2009-08-14,25517970000
2009-08-17,24018830000
2009-08-18,24898760000
2009-08-19,24931350000
2009-08-20,25029120000
2009-08-21,25224660000
2009-08-24,24149190000
2009-08-25,24735810000
2009-08-26,24800990000
2009-08-27,24996530000
2009-08-28,25192070000
2009-08-31,24768400000
2009-09-01,23595160000
2009-09-02,22910770000
2009-09-03,24377320000
2009-09-04,24214370000
2009-09-08,23790700000
2009-09-09,24084010000
2009-09-10,24246960000
2009-09-11,23888470000
2009-09-14,24084010000
2009-09-15,23464800000
2009-09-16,23301850000
2009-09-17,22552280000
2009-09-18,22617460000
2009-09-21,22258970000
2009-09-22,22845590000
2009-09-23,23986240000
2009-09-24,23888470000
2009-09-25,23758110000
2009-09-28,24409910000
2009-09-29,24279550000
2009-09-30,23497390000
2009-10-01,22715230000
2009-10-02,22291560000
2009-10-05,22975950000
2009-10-06,23269260000
2009-10-07,23236670000
2009-10-08,23399620000
2009-10-09,23204080000
2009-10-12,24833580000
2009-10-13,24833580000
2009-10-14,24963940000
2009-10-15,24963940000
2009-10-16,24181780000
2009-10-19,24670630000
2009-10-20,25126890000
2009-10-21,25355020000
2009-10-22,25289840000
2009-10-23,24866170000
2009-10-26,24344730000
2009-10-27,23888470000
2009-10-28,22682640000
2009-10-29,23790700000
2009-10-30,22813000000
2009-11-02,24703220000
2009-11-03,24246960000
2009-11-04,23692930000
2009-11-05,24279550000
2009-11-06,25257250000
2009-11-09,26658620000
2009-11-10,26854160000
2009-11-11,27147470000
2009-11-12,26723799999
2009-11-13,27408190000
2009-11-16,28385890000
2009-11-17,29265820000
2009-11-18,29135460000
2009-11-19,28451070000
2009-11-20,28157760000
2009-11-23,28451070000
2009-11-24,28711790000
2009-11-25,28711790000
2009-11-27,28451070000
2009-11-30,28972510000
2009-12-01,28939920000
2009-12-02,29363590000
2009-12-03,29135460000
2009-12-04,29135460000
2009-12-07,29037690000
2009-12-08,28744380000
2009-12-09,28874740000
2009-12-10,29493950000
2009-12-11,29331000000
2009-12-14,29591720000
2009-12-15,30602010000
2009-12-16,30927910000
2009-12-17,30602010000
2009-12-18,31547120000
2009-12-21,31514530000
2009-12-22,32264100000
2009-12-23,32850720000
2009-12-24,33013670000
2009-12-28,33241799999
2009-12-29,32948490000
2009-12-30,32557410000
2009-12-31,33650000000
2010-01-04,34592200000
2010-01-05,36880400000
2010-01-06,38260050000
2010-01-07,39235900000
2010-01-08,39336850000
2010-01-11,40750150000
2010-01-12,39942550000
2010-01-13,39303200000
2010-01-14,39572400000
2010-01-15,39034000000
2010-01-19,39538750000
2010-01-20,38731150000
2010-01-21,37620700000
2010-01-22,35399800000
2010-01-25,37115950000
2010-01-26,37654350000
2010-01-27,38865750000
2010-01-28,38394650000
2010-01-29,36476600000
2010-02-01,37418800000
2010-02-02,38327350000
2010-02-03,39168600000
2010-02-04,37216900000
2010-02-05,36712150000
2010-02-08,36914050000
2010-02-09,37519750000
2010-02-10,36813100000
2010-02-11,37620700000
2010-02-12,37418800000
2010-02-16,38091800000
2010-02-17,38663850000
2010-02-18,38293700000
2010-02-19,37990850000
2010-02-22,37721650000
2010-02-23,39034000000
2010-02-24,39471450000
2010-02-25,39639700000
2010-02-26,39505100000
2010-03-01,41759650000
2010-03-02,41120300000
2010-03-03,42701850000
2010-03-04,43038350000
2010-03-05,43745000000
2010-03-08,43509450000
2010-03-09,43072000000
2010-03-10,43139300000
2010-03-11,43442150000
2010-03-12,44889100000
2010-03-15,45091000000
2010-03-16,45393850000
2010-03-17,47446500000
2010-03-18,46201450000
2010-03-19,44720850000
2010-03-22,47076350000
2010-03-23,46773500000
2010-03-24,46773500000
2010-03-25,46437000000
2010-03-26,46638900000
2010-03-29,45663050000
2010-03-30,44687200000
2010-03-31,42876270000
2010-04-01,43080930000
2010-04-05,43558470000
2010-04-06,43319700000
2010-04-07,42910380000
2010-04-08,43080930000
2010-04-09,43387920000
2010-04-12,43558470000
2010-04-13,43626690000
2010-04-14,45536850000
2010-04-15,46935360000
2010-04-16,45775620000
2010-04-19,46389600000
2010-04-20,47447010000
2010-04-21,48197430000
2010-04-22,48436200000
2010-04-23,48470310000
2010-04-26,49323060000
2010-04-27,46287270000
2010-04-28,45195750000
2010-04-29,46321380000
2010-04-30,44411220000
2010-05-03,45366300000
2010-05-04,43831350000
2010-05-05,42091740000
2010-05-06,40181580000
2010-05-07,39260610000
2010-05-10,41443650000
2010-05-11,41989410000
2010-05-12,43251480000
2010-05-13,42364620000
2010-05-14,41307210000
2010-05-17,40761450000
2010-05-18,39397050000
2010-05-19,39397050000
2010-05-20,36838800000
2010-05-21,38407860000
2010-05-24,37555110000
2010-05-25,37589220000
2010-05-26,38851290000
2010-05-27,40897890000
2010-05-28,40011030000
2010-06-01,38919510000
2010-06-02,40420350000
2010-06-03,40795560000
2010-06-04,39226500000
2010-06-07,37827990000
2010-06-08,38271420000
2010-06-09,37691550000
2010-06-10,38851290000
2010-06-11,38885400000
2010-06-14,39090060000
2010-06-15,39908700000
2010-06-16,39669930000
2010-06-17,39158280000
2010-06-18,39090060000
2010-06-21,39328830000
2010-06-22,38271420000
2010-06-23,37623330000
2010-06-24,36770580000
2010-06-25,36668250000
2010-06-28,35576730000
2010-06-29,33700680000
2010-06-30,34735680000
2010-07-01,36424220000
2010-07-02,35424880000
2010-07-06,35011360000
2010-07-07,36493140000
2010-07-08,36596520000
2010-07-09,37389100000
2010-07-12,38250600000
2010-07-13,40180360000
2010-07-14,40697260000
2010-07-15,40869560000
2010-07-16,39077640000
2010-07-19,39560080000
2010-07-20,40490500000
2010-07-21,39801300000
2010-07-22,41662140000
2010-07-23,43833120000
2010-07-26,44591240000
2010-07-27,44901380000
2010-07-28,44487860000
2010-07-29,44694620000
2010-07-30,44005420000
2010-08-02,45349360000
2010-08-03,44487860000
2010-08-04,45177060000
2010-08-05,44729080000
2010-08-06,44935840000
2010-08-09,44970300000
2010-08-10,44522320000
2010-08-11,42764860000
2010-08-12,42282420000
2010-08-13,41868900000
2010-08-16,41317540000
2010-08-17,41903360000
2010-08-18,42041200000
2010-08-19,40972940000
2010-08-20,40559420000
2010-08-23,40008060000
2010-08-24,38733040000
2010-08-25,39008720000
2010-08-26,38491820000
2010-08-27,39835760000
2010-08-30,39112100000
2010-08-31,38905340000
2010-09-01,40008060000
2010-09-02,40352660000
2010-09-03,41593220000
2010-09-07,40662800000
2010-09-08,40662800000
2010-09-09,40490500000
2010-09-10,40628340000
2010-09-13,41317540000
2010-09-14,41283080000
2010-09-15,40904020000
2010-09-16,42868240000
2010-09-17,43040540000
2010-09-20,43316220000
2010-09-21,43247300000
2010-09-22,42661480000
2010-09-23,42420260000
2010-09-24,43281760000
2010-09-27,43006080000
2010-09-28,43143920000
2010-09-29,42489180000
2010-09-30,42179040000
2010-10-01,42247960000
2010-10-04,44246640000
2010-10-05,44832460000
2010-10-06,45625040000
2010-10-07,45900720000
2010-10-08,47072360000
2010-10-11,47485880000
2010-10-12,47485880000
2010-10-13,47003440000
2010-10-14,47933860000
2010-10-15,47554800000
2010-10-18,47830480000
2010-10-19,45900720000
2010-10-20,47003440000
2010-10-21,47589260000
2010-10-22,48071700000
2010-10-25,48760900000
2010-10-26,49484560000
2010-10-27,49036580000
2010-10-28,49002120000
2010-10-29,48691980000
2010-11-01,49036580000
2010-11-02,49725780000
2010-11-03,52310280000
2010-11-04,54653560000
2010-11-05,55859660000
2010-11-08,56548860000
2010-11-09,55377220000
2010-11-10,57306980000
2010-11-11,57238060000
2010-11-12,56169800000
2010-11-15,58582000000
2010-11-16,56893460000
2010-11-17,57479280000
2010-11-18,55549520000
2010-11-19,56100880000
2010-11-22,55825200000
2010-11-23,54102200000
2010-11-24,54963700000
2010-11-26,55549520000
2010-11-29,55342759999
2010-11-30,54929240000
2010-12-01,56721160000
2010-12-02,57823880000
2010-12-03,57892800000
2010-12-06,57375899999
2010-12-07,57065759999
2010-12-08,57513740000
2010-12-09,57754960000
2010-12-10,57651580000
2010-12-13,56755619999
2010-12-14,56583320000
2010-12-15,57031300000
2010-12-16,57789420000
2010-12-17,57892800000
2010-12-20,58065100000
2010-12-21,58547539999
2010-12-22,58547539999
2010-12-23,57823880000
2010-12-27,58134020000
2010-12-28,57651580000
2010-12-29,57686039999
2010-12-30,57513740000
2010-12-31,63315090000
2011-01-03,65049750000
2011-01-04,65539980000
2011-01-05,67463190000
2011-01-06,68707619999
2011-01-07,68896170000
2011-01-10,69047010000
2011-01-11,68933880000
2011-01-12,70555410000
2011-01-13,70442280000
2011-01-14,70329150000
2011-01-18,70517700000
2011-01-19,67500899999
2011-01-20,67048380000
2011-01-21,67689450000
2011-01-24,67614030000
2011-01-25,67463190000
2011-01-26,69273270000
2011-01-27,70857090000
2011-01-28,61354170000
2011-01-31,60147450000
2011-02-01,59921190000
2011-02-02,58073400000
2011-02-03,59430960000
2011-02-04,59280120000
2011-02-07,60750810000
2011-02-08,61241039999
2011-02-09,60675390000
2011-02-10,60147450000
2011-02-11,61768980000
2011-02-14,60675390000
2011-02-15,60713100000
2011-02-16,60524550000
2011-02-17,60222870000
2011-02-18,59468670000
2011-02-22,57432330000
2011-02-23,56037060000
2011-02-24,55433700000
2011-02-25,56828970000
2011-02-28,56753550000
2011-03-01,55282860000
2011-03-02,55282860000
2011-03-03,55659960000
2011-03-04,54377820000
2011-03-07,52831710000
2011-03-08,54566370000
2011-03-09,53887590000
2011-03-10,53020260000
2011-03-11,54151560000
2011-03-14,53925300000
2011-03-15,55320570000
2011-03-16,53472780000
2011-03-17,53774460000
2011-03-18,54641790000
2011-03-21,55018890000
2011-03-22,54076140000
2011-03-23,53963010000
2011-03-24,56715840000
2011-03-25,56602710000
2011-03-28,56037060000
2011-03-29,55961640000
2011-03-30,56037060000
2011-03-31,56643090000
2011-04-01,57592840000
2011-04-04,59074450000
2011-04-05,59986210000
2011-04-06,59758270000
2011-04-07,58998470000
2011-04-08,58238670000
2011-04-11,56453140000
2011-04-12,56643090000
2011-04-13,56909020000
2011-04-14,56263190000
2011-04-15,55883290000
2011-04-18,55541380000
2011-04-19,55693340000
2011-04-20,57326910000
2011-04-21,58618570000
2011-04-25,59036460000
2011-04-26,59492340000
2011-04-27,59188420000
2011-04-28,58884500000
2011-04-29,58770530000
2011-05-02,58694550000
2011-05-03,58428620000
2011-05-04,57554850000
2011-05-05,57288920000
2011-05-06,57402890000
2011-05-09,57288920000
2011-05-10,57554850000
2011-05-11,57554850000
2011-05-12,57972740000
2011-05-13,57288920000
2011-05-16,57478870000
2011-05-17,56871030000
2011-05-18,57440880000
2011-05-19,57440880000
2011-05-20,56985000000
2011-05-23,56225200000
2011-05-24,55693340000
2011-05-25,55389420000
2011-05-26,55313440000
2011-05-27,55465400000
2011-05-31,56681080000
2011-06-01,54059770000
2011-06-02,53869820000
2011-06-03,53223990000
2011-06-06,52844090000
2011-06-07,52996050000
2011-06-08,52046300000
2011-06-09,52426200000
2011-06-10,50716650000
2011-06-13,49918860000
2011-06-14,51020570000
2011-06-15,49956850000
2011-06-16,48741170000
2011-06-17,48513230000
2011-06-20,49159060000
2011-06-21,50602680000
2011-06-22,50754640000
2011-06-23,51172530000
2011-06-24,50298760000
2011-06-27,51134540000
2011-06-28,50640670000
2011-06-29,50982580000
2011-06-30,52402000000
2011-07-01,53276000000
2011-07-05,53580000000
2011-07-06,53048000000
2011-07-07,53656000000
2011-07-08,52744000000
2011-07-11,50616000000
2011-07-12,49856000000
2011-07-13,50426000000
2011-07-14,49742000000
2011-07-15,49742000000
2011-07-18,49020000000
2011-07-19,49742000000
2011-07-20,49704000000
2011-07-21,50464000000
2011-07-22,50578000000
2011-07-25,50046000000
2011-07-26,49172000000
2011-07-27,47006000000
2011-07-28,46816000000
2011-07-29,46398000000
2011-08-01,46930000000
2011-08-02,45030000000
2011-08-03,44270000000
2011-08-04,41268000000
2011-08-05,41192000000
2011-08-08,37734000000
2011-08-09,41458000000
2011-08-10,39558000000
2011-08-11,41572000000
2011-08-12,42028000000
2011-08-15,43130000000
2011-08-16,42636000000
2011-08-17,42218000000
2011-08-18,39444000000
2011-08-19,37962000000
2011-08-22,38038000000
2011-08-23,39178000000
2011-08-24,39710000000
2011-08-25,39064000000
2011-08-26,39520000000
2011-08-29,41534000000
2011-08-30,41306000000
2011-08-31,42256000000
2011-09-01,41230000000
2011-09-02,39596000000
2011-09-06,38836000000
2011-09-07,40128000000
2011-09-08,39292000000
2011-09-09,38190000000
2011-09-12,38418000000
2011-09-13,38646000000
2011-09-14,39216000000
2011-09-15,40394000000
2011-09-16,40356000000
2011-09-19,40052000000
2011-09-20,39596000000
2011-09-21,37886000000
2011-09-22,36556000000
2011-09-23,37468000000
2011-09-26,38304000000
2011-09-27,38456000000
2011-09-28,37734000000
2011-09-29,38000000000
2011-09-30,36746000000
2011-10-03,35606000000
2011-10-04,38304000000
2011-10-05,40128000000
2011-10-06,41762000000
2011-10-07,40622000000
2011-10-10,42598000000
2011-10-11,42712000000
2011-10-12,43244000000
2011-10-13,43092000000
2011-10-14,43928000000
2011-10-17,43320000000
2011-10-18,44764000000
2011-10-19,43928000000
2011-10-20,44460000000
2011-10-21,46588000000
2011-10-24,47538000000
2011-10-25,47234000000
2011-10-26,45106000000
2011-10-27,45904000000
2011-10-28,45600000000
2011-10-31,44384000000
2011-11-01,42104000000
2011-11-02,42370000000
2011-11-03,43016000000
2011-11-04,42826000000
2011-11-07,42636000000
2011-11-08,44118000000
2011-11-09,41952000000
2011-11-10,41762000000
2011-11-11,42332000000
2011-11-14,41876000000
2011-11-15,41306000000
2011-11-16,40128000000
2011-11-17,38646000000
2011-11-18,38380000000
2011-11-21,38190000000
2011-11-22,38342000000
2011-11-23,37354000000
2011-11-25,37050000000
2011-11-28,38000000000
2011-11-29,37962000000
2011-11-30,40280000000
2011-12-01,40242000000
2011-12-02,41420000000
2011-12-05,42218000000
2011-12-06,41990000000
2011-12-07,42104000000
2011-12-08,40850000000
2011-12-09,41914000000
2011-12-12,41230000000
2011-12-13,39824000000
2011-12-14,38570000000
2011-12-15,38950000000
2011-12-16,38950000000
2011-12-19,38076000000
2011-12-20,39254000000
2011-12-21,40508000000
2011-12-22,41572000000
2011-12-23,41610000000
2011-12-27,41078000000
2011-12-28,39976000000
2011-12-29,40584000000
2011-12-30,40888000000
2012-01-03,42327390000
2012-01-04,42973900000
2012-01-05,44076770000
2012-01-06,44533130000
2012-01-09,44875400000
2012-01-10,44875400000
2012-01-11,45902210000
2012-01-12,46168420000
2012-01-13,45788120000
2012-01-17,45712060000
2012-01-18,46929020000
2012-01-19,47955830000
2012-01-20,47879770000
2012-01-23,48145980000
2012-01-24,48754460000
2012-01-25,49172790000
2012-01-26,48640370000
2012-01-27,46434630000
2012-01-30,46738870000
2012-01-31,47233260000
2012-02-01,46890990000
2012-02-02,46624780000
2012-02-03,48640370000
2012-02-06,49286880000
2012-02-07,48982640000
2012-02-08,48830520000
2012-02-09,48260070000
2012-02-10,47309320000
2012-02-13,47689620000
2012-02-14,47461440000
2012-02-15,47081140000
2012-02-16,48450220000
2012-02-17,48488250000
2012-02-21,47651590000
2012-02-22,46700840000
2012-02-23,47157200000
2012-02-24,46510690000
2012-02-27,46776900000
2012-02-28,46586750000
2012-02-29,47081140000
2012-03-01,48145980000
2012-03-02,48374160000
2012-03-05,47385380000
2012-03-06,45978270000
2012-03-07,46548720000
2012-03-08,47385380000
2012-03-09,47841740000
2012-03-12,47271290000
2012-03-13,48298100000
2012-03-14,48982640000
2012-03-15,49058700000
2012-03-16,47575530000
2012-03-19,48031890000
2012-03-20,47689620000
2012-03-21,47803710000
2012-03-22,46852960000
2012-03-23,46852960000
2012-03-26,47461440000
2012-03-27,46852960000
2012-03-28,46852960000
2012-03-29,47537500000
2012-03-30,47461440000
2012-04-02,48145300000
2012-04-03,48221600000
2012-04-04,47725650000
2012-04-05,47573050000
2012-04-09,46619300000
2012-04-10,44978850000
2012-04-11,45436650000
2012-04-12,46047050000
2012-04-13,45474800000
2012-04-16,45322200000
2012-04-17,45436650000
2012-04-18,44978850000
2012-04-19,44482900000
2012-04-20,43529150000
2012-04-23,43300250000
2012-04-24,43452850000
2012-04-25,44749950000
2012-04-26,45284050000
2012-04-27,44254000000
2012-04-30,43033200000
2012-05-01,42842450000
2012-05-02,42346500000
2012-05-03,41659800000
2012-05-04,40706050000
2012-05-07,40667900000
2012-05-08,40477150000
2012-05-09,40782350000
2012-05-10,40858650000
2012-05-11,40362700000
2012-05-14,39370800000
2012-05-15,38722250000
2012-05-16,38760400000
2012-05-17,38188150000
2012-05-18,38188150000
2012-05-21,38913000000
2012-05-22,38874850000
2012-05-23,39714150000
2012-05-24,40400850000
2012-05-25,40439000000
2012-05-29,41354600000
2012-05-30,40667900000
2012-05-31,40286400000
2012-06-01,38607800000
2012-06-04,38302600000
2012-06-05,38874850000
2012-06-06,40324550000
2012-06-07,40248250000
2012-06-08,40667900000
2012-06-11,39866750000
2012-06-12,40057500000
2012-06-13,39294500000
2012-06-14,39714150000
2012-06-15,39485250000
2012-06-18,39447100000
2012-06-19,40286400000
2012-06-20,40629750000
2012-06-21,39180050000
2012-06-22,38874850000
2012-06-25,38188150000
2012-06-26,38188150000
2012-06-27,38226300000
2012-06-28,38493350000
2012-06-29,36585850000
2012-07-02,35813460000
2012-07-03,36614400000
2012-07-05,36499980000
2012-07-06,36233000000
2012-07-09,36042300000
2012-07-10,35660900000
2012-07-11,35584620000
2012-07-12,34821820000
2012-07-13,35355780000
2012-07-16,35317640000
2012-07-17,35622760000
2012-07-18,35775320000
2012-07-19,35660900000
2012-07-20,35126940000
2012-07-23,34974380000
2012-07-24,34554840000
2012-07-25,34211580000
2012-07-26,34173440000
2012-07-27,34326000000
2012-07-30,34707400000
2012-07-31,35241360000
2012-08-01,34478560000
2012-08-02,34020880000
2012-08-03,34669260000
2012-08-06,34898100000
2012-08-07,35508340000
2012-08-08,35660900000
2012-08-09,35622760000
2012-08-10,35660900000
2012-08-13,35851600000
2012-08-14,36004160000
2012-08-15,36194860000
2012-08-16,36576260000
2012-08-17,36728820000
2012-08-20,36728820000
2012-08-21,36347420000
2012-08-22,36194860000
2012-08-23,36042300000
2012-08-24,36194860000
2012-08-27,35813460000
2012-08-28,35622760000
2012-08-29,35546480000
2012-08-30,35508340000
2012-08-31,35622760000
2012-09-04,35889740000
2012-09-05,36499980000
2012-09-06,37796740000
2012-09-07,38673960000
2012-09-10,38559540000
2012-09-11,38712100000
2012-09-12,38940940000
2012-09-13,39436760000
2012-09-14,40161420000
2012-09-17,39627460000
2012-09-18,39741880000
2012-09-19,40390260000
2012-09-20,39818160000
2012-09-21,39665600000
2012-09-24,39360480000
2012-09-25,38483260000
2012-09-26,38178140000
2012-09-27,38216280000
2012-09-28,37606040000
2012-10-01,37873020000
2012-10-02,37339060000
2012-10-03,37911160000
2012-10-04,38559540000
2012-10-05,38750240000
2012-10-08,38330700000
2012-10-09,38521400000
2012-10-10,38063720000
2012-10-11,38673960000
2012-10-12,38597680000
2012-10-15,38979080000
2012-10-16,39284200000
2012-10-17,39703740000
2012-10-18,39780020000
2012-10-19,38826520000
2012-10-22,38788380000
2012-10-23,38140000000
2012-10-24,38788380000
2012-10-25,39627460000
2012-10-26,39513040000
2012-10-31,42564240000
2012-11-01,42907500000
2012-11-02,42602380000
2012-11-05,42907500000
2012-11-06,43555880000
2012-11-07,42182840000
2012-11-08,41572600000
2012-11-09,41687020000
2012-11-12,41839580000
2012-11-13,41954000000
2012-11-14,40695380000
2012-11-15,40313980000
2012-11-16,40047000000
2012-11-19,41305620000
2012-11-20,41381900000
2012-11-21,41648880000
2012-11-23,42335400000
2012-11-26,42373540000
2012-11-27,42335400000
2012-11-28,42907500000
2012-11-29,43975420000
2012-11-30,43670300000
2012-12-03,43517740000
2012-12-04,43136340000
2012-12-05,43136340000
2012-12-06,42869360000
2012-12-07,43784720000
2012-12-10,43746580000
2012-12-11,43822860000
2012-12-12,43746580000
2012-12-13,42983780000
2012-12-14,42335400000
2012-12-17,43441460000
2012-12-18,44509380000
2012-12-19,44738220000
2012-12-20,44890780000
2012-12-21,45234040000
2012-12-24,47293600000
2012-12-26,48781060000
2012-12-27,48666640000
2012-12-28,49086180000
2012-12-31,50802850000
2013-01-02,51783600000
2013-01-03,52803580000
2013-01-04,53235110000
2013-01-07,52685890000
2013-01-08,52372050000
2013-01-09,52842810000
2013-01-10,54255090000
2013-01-11,54922000000
2013-01-14,54882770000
2013-01-15,56098900000
2013-01-16,55785060000
2013-01-17,55785060000
2013-01-18,55353530000
2013-01-22,55588910000
2013-01-23,54451240000
2013-01-24,54412010000
2013-01-25,53666640000
2013-01-28,54058940000
2013-01-29,51548220000
2013-01-30,50724390000
2013-01-31,50802850000
2013-02-01,51077460000
2013-02-04,50528240000
2013-02-05,51705140000
2013-02-06,51783600000
2013-02-07,51273610000
2013-02-08,51391300000
2013-02-11,51430530000
2013-02-12,51312840000
2013-02-13,51155920000
2013-02-14,51430530000
2013-02-15,51077460000
2013-02-19,50959770000
2013-02-20,49429800000
2013-02-21,48605970000
2013-02-22,48959040000
2013-02-25,47585990000
2013-02-26,48409820000
2013-02-27,50057480000
2013-02-28,49469030000
2013-03-01,49469030000
2013-03-04,50018250000
2013-03-05,50489010000
2013-03-06,50567470000
2013-03-07,50332090000
2013-03-08,50920540000
2013-03-11,52332820000
2013-03-12,52528970000
2013-03-13,52568200000
2013-03-14,52685890000
2013-03-15,52764350000
2013-03-18,52018980000
2013-03-19,51626680000
2013-03-20,52411280000
2013-03-21,52018980000
2013-03-22,52018980000
2013-03-25,52136670000
2013-03-26,52215130000
2013-03-27,51862060000
2013-03-28,51587450000
2013-04-01,50735700000
2013-04-02,51168330000
2013-04-03,49870440000
2013-04-04,49752450000
2013-04-05,48926520000
2013-04-08,50263740000
2013-04-09,50342400000
2013-04-10,51600960000
2013-04-11,53292150000
2013-04-12,53213490000
2013-04-15,50932350000
2013-04-16,51600960000
2013-04-17,50853690000
2013-04-18,50145750000
2013-04-19,50853690000
2013-04-22,51364980000
2013-04-23,52544880000
2013-04-24,52426890000
2013-04-25,52977510000
2013-04-26,53764110000
2013-04-29,53724780000
2013-04-30,53921430000
2013-05-01,52623540000
2013-05-02,52741530000
2013-05-03,54393390000
2013-05-06,55415970000
2013-05-07,55809270000
2013-05-08,55887930000
2013-05-09,55848600000
2013-05-10,55494630000
2013-05-13,55101330000
2013-05-14,56123910000
2013-05-15,57697110000
2013-05-16,57579120000
2013-05-17,59309640000
2013-05-20,59191650000
2013-05-21,58798350000
2013-05-22,58877010000
2013-05-23,58247730000
2013-05-24,58169070000
2013-05-28,60096240000
2013-05-29,61472790000
2013-05-30,62534700000
2013-05-31,61669440000
2013-06-03,62495370000
2013-06-04,62062740000
2013-06-05,59978250000
2013-06-06,60725520000
2013-06-07,61866090000
2013-06-10,61787430000
2013-06-11,61000830000
2013-06-12,60450210000
2013-06-13,61276140000
2013-06-14,60450210000
2013-06-17,61158150000
2013-06-18,61551450000
2013-06-19,60253560000
2013-06-20,58287060000
2013-06-21,58995000000
2013-06-24,57697110000
2013-06-25,58877010000
2013-06-26,60135570000
2013-06-27,61551450000
2013-06-28,60843510000
2013-07-01,62047080000
2013-07-02,63781560000
2013-07-03,64767060000
2013-07-05,65831400000
2013-07-08,66265019999
2013-07-09,66383280000
2013-07-10,65910239999
2013-07-11,66935160000
2013-07-12,67447620000
2013-07-15,67487040000
2013-07-16,65437200000
2013-07-17,66146760000
2013-07-18,66738060000
2013-07-19,66067920000
2013-07-22,67171680000
2013-07-23,66777480000
2013-07-24,68472540000
2013-07-25,66856320000
2013-07-26,67092840000
2013-07-29,67329359999
2013-07-30,67329359999
2013-07-31,66540959999
2013-08-01,67762980000
2013-08-02,68985000000
2013-08-05,67762980000
2013-08-06,67132260000
2013-08-07,66107340000
2013-08-08,66935160000
2013-08-09,67092840000
2013-08-12,67289940000
2013-08-13,67250519999
2013-08-14,66580380000
2013-08-15,64767060000
2013-08-16,64254600000
2013-08-19,63545040000
2013-08-20,64294019999
2013-08-21,64057500000
2013-08-22,64688220000
2013-08-23,64845900000
2013-08-26,64688220000
2013-08-27,62598960000
2013-08-28,63150840000
2013-08-29,65043000000
2013-08-30,63820980000
2013-09-03,64412280000
2013-09-04,66659220000
2013-09-05,68196600000
2013-09-06,67014000000
2013-09-09,68236019999
2013-09-10,69182100000
2013-09-11,69142680000
2013-09-12,68551380000
2013-09-13,68393700000
2013-09-16,68393700000
2013-09-17,68748480000
2013-09-18,69497460000
2013-09-19,69615720000
2013-09-20,68551380000
2013-09-23,67802400000
2013-09-24,68038920000
2013-09-25,67762980000
2013-09-26,68078340000
2013-09-27,67211100000
2013-09-30,66484670000
2013-10-01,67745790000
2013-10-02,67824610000
2013-10-03,66799950000
2013-10-04,67351690000
2013-10-07,66248209999
2013-10-08,65026500000
2013-10-09,65499420000
2013-10-10,66721130000
2013-10-11,67430510000
2013-10-14,67706380000
2013-10-15,66878769999
2013-10-16,68139890000
2013-10-17,68809860000
2013-10-18,69085730000
2013-10-21,68967500000
2013-10-22,69361600000
2013-10-23,69046320000
2013-10-24,69992160000
2013-10-25,69361600000
2013-10-28,69243370000
2013-10-29,69401010000
2013-10-30,68336940000
2013-10-31,67430510000
2013-11-01,66563490000
2013-11-04,66997000000
2013-11-05,67351690000
2013-11-06,66642310000
2013-11-07,65223550000
2013-11-08,66405850000
2013-11-11,66563490000
2013-11-12,65893519999
2013-11-13,67391100000
2013-11-14,67351690000
2013-11-15,67272870000
2013-11-18,66918180000
2013-11-19,66484670000
2013-11-20,66681720000
2013-11-21,67351690000
2013-11-22,67036410000
2013-11-25,66760540000
