,F
2018-07-17,43179360000
2018-07-18,43219120000
2018-07-19,43020320000
2018-07-20,41986560000
2018-07-23,41628720000
2018-07-24,42026320000
2018-07-25,41827520000
2018-07-26,39322640000
2018-07-27,39481680000
2018-07-30,40038320000
2018-07-31,39919040000
2018-08-01,39362400000
2018-08-02,39441920000
2018-08-03,39919040000
2018-08-06,39879280000
2018-08-07,40078080000
2018-08-08,39958800000
2018-08-09,39402160000
2018-08-10,38726240000
2018-08-13,37612960000
2018-08-14,37772000000
2018-08-15,37573200000
2018-08-16,37811760000
2018-08-17,37970800000
2018-08-20,38646720000
2018-08-21,39203360000
2018-08-22,38527440000
2018-08-23,38288880000
2018-08-24,38487680000
2018-08-27,39720240000
2018-08-28,39799760000
2018-08-29,39640720000
2018-08-30,38567200000
2018-08-31,37692480000
2018-09-04,37652720000
2018-09-05,37732240000
2018-09-06,37493680000
2018-09-07,36857520000
2018-09-10,37294880000
2018-09-11,37016560000
2018-09-12,37135840000
2018-09-13,37255120000
2018-09-14,37573200000
2018-09-17,37970800000
2018-09-18,38090080000
2018-09-19,38885280000
2018-09-20,39004560000
2018-09-21,39163600000
2018-09-24,38129840000
2018-09-25,37334640000
2018-09-26,36857520000
2018-09-27,36698480000
2018-09-28,36778000000
2018-10-01,36981760000
2018-10-02,36505600000
2018-10-03,36227840000
2018-10-04,36307200000
2018-10-05,36188160000
2018-10-08,36743680000
2018-10-09,35513600000
2018-10-10,34997760000
2018-10-11,34958080000
2018-10-12,34283520000
2018-10-15,34958080000
2018-10-16,34918400000
2018-10-17,34759680000
2018-10-18,33767680000
2018-10-19,33728000000
2018-10-22,33370880000
2018-10-23,34085120000
2018-10-24,32458240000
2018-10-25,35672320000
2018-10-26,35632640000
2018-10-29,36823040000
2018-10-30,37537280000
2018-10-31,37894400000
2018-11-01,36862720000
2018-11-02,37219840000
2018-11-05,37815040000
2018-11-06,37854720000
2018-11-07,38092800000
2018-11-08,37537280000
2018-11-09,37219840000
2018-11-12,37656320000
2018-11-13,37854720000
2018-11-14,37854720000
2018-11-15,36942080000
2018-11-16,35910400000
2018-11-19,36704000000
2018-11-20,35950080000
2018-11-21,36148480000
2018-11-23,36227840000
2018-11-26,37299200000
2018-11-27,36823040000
2018-11-28,37338880000
2018-11-29,37180160000
2018-11-30,37338880000
2018-12-03,38092800000
2018-12-04,36426240000
2018-12-06,35791360000
2018-12-07,34997760000
2018-12-10,33807360000
2018-12-11,33886719999
2018-12-12,34283520000
2018-12-13,33728000000
2018-12-14,33807360000
2018-12-17,33728000000
2018-12-18,33608960000
2018-12-19,33013760000
2018-12-20,32775680000
2018-12-21,31942400000
2018-12-24,30275840000
2018-12-26,31148800000
2018-12-27,31148800000
2018-12-28,30990080000
2018-12-31,30393450000
2019-01-02,31386700000
2019-01-03,30909940000
2019-01-04,32101840000
2019-01-07,32936169999
2019-01-08,33254009999
2019-01-09,34644560000
2019-01-10,34445910000
2019-01-11,35041860000
2019-01-14,35717270000
2019-01-15,35121320000
2019-01-16,32936169999
2019-01-17,33214279999
2019-01-18,34088340000
2019-01-22,33770500000
2019-01-23,33134820000
2019-01-24,34167800000
2019-01-25,35200780000
2019-01-28,34406180000
2019-01-29,34803480000
2019-01-30,34604830000
2019-01-31,34962400000
2019-02-01,34644560000
2019-02-04,34565100000
2019-02-05,34763750000
2019-02-06,34644560000
2019-02-07,33015630000
2019-02-08,33333470000
2019-02-11,33095090000
2019-02-12,33611580000
2019-02-13,33412930000
2019-02-14,33452660000
2019-02-15,33929419999
2019-02-19,35081590000
2019-02-20,35518620000
2019-02-21,34604830000
2019-02-22,34604830000
2019-02-25,34803480000
2019-02-26,35280240000
2019-02-27,34882940000
2019-02-28,34843210000
2019-03-01,34922670000
2019-03-04,35002130000
2019-03-05,34843210000
2019-03-06,34088340000
2019-03-07,33691040000
2019-03-08,33452660000
2019-03-11,34207529999
2019-03-12,34048610000
2019-03-13,33889689999
2019-03-14,33412930000
2019-03-15,33492390000
2019-03-18,34048610000
2019-03-19,34565100000
2019-03-20,33810230000
2019-03-21,34525370000
2019-03-22,33929419999
2019-03-25,33810230000
2019-03-26,34803480000
2019-03-27,34247259999
2019-03-28,34843210000
2019-03-29,34882940000
2019-04-01,35776320000
2019-04-02,35895840000
2019-04-03,36373920000
2019-04-04,36812160000
2019-04-05,36852000000
2019-04-08,37051200000
2019-04-09,36692640000
2019-04-10,37170720000
2019-04-11,37409760000
2019-04-12,37648800000
2019-04-15,37170720000
2019-04-16,37290240000
2019-04-17,37848000000
2019-04-18,38047200000
2019-04-22,37848000000
2019-04-23,37848000000
2019-04-24,38126880000
2019-04-25,37449600000
2019-04-26,41473440000
2019-04-29,41114880000
2019-04-30,41632800000
2019-05-01,41035200000
2019-05-02,41194560000
2019-05-03,41473440000
2019-05-06,41314080000
2019-05-07,41353920000
2019-05-08,41194560000
2019-05-09,40636800000
2019-05-10,41353920000
2019-05-13,40158720000
2019-05-14,40796160000
2019-05-15,41274240000
2019-05-16,41433600000
2019-05-17,40995360000
2019-05-20,40955520000
2019-05-21,40796160000
2019-05-22,39720480000
2019-05-23,39242400000
2019-05-24,39162720000
2019-05-28,38963520000
2019-05-29,38684640000
2019-05-30,38804160000
2019-05-31,37927680000
2019-06-03,38286240000
2019-06-04,39521280000
2019-06-05,38963520000
2019-06-06,38844000000
2019-06-07,38883840000
2019-06-10,39122880000
2019-06-11,39521280000
2019-06-12,39242400000
2019-06-13,40079040000
2019-06-14,39760320000
2019-06-17,40039200000
2019-06-18,40238400000
2019-06-19,39999360000
2019-06-20,39999360000
2019-06-21,39800160000
2019-06-24,39640800000
2019-06-25,39202560000
2019-06-26,39481440000
2019-06-27,40636800000
2019-06-28,40756320000
2019-07-01,40295500000
2019-07-02,40176400000
2019-07-03,40494000000
2019-07-05,40494000000
2019-07-08,40494000000
2019-07-09,40255800000
2019-07-10,40136700000
2019-07-11,40454300000
2019-07-12,41645300000
2019-07-15,41367400000
2019-07-16,41724700000
2019-07-17,41010100000
2019-07-18,40732200000
2019-07-19,40494000000
2019-07-22,39779400000
2019-07-23,40374900000
2019-07-24,41010100000
2019-07-25,37953200000
2019-07-26,37992900000
2019-07-29,38112000000
2019-07-30,37913500000
2019-07-31,37834100000
2019-08-01,36960700000
2019-08-02,36841600000
2019-08-05,36643100000
2019-08-06,37635600000
2019-08-07,37834100000
2019-08-08,37953200000
2019-08-09,37516500000
2019-08-12,36881300000
2019-08-13,36762200000
2019-08-14,35730000000
2019-08-15,35174200000
2019-08-16,35571200000
2019-08-19,35849100000
2019-08-20,35571200000
2019-08-21,35888800000
2019-08-22,35888800000
2019-08-23,34816900000
2019-08-26,35015400000
2019-08-27,34777200000
2019-08-28,35730000000
2019-08-29,36206400000
2019-08-30,36404900000
2019-09-03,36127000000
2019-09-04,36524000000
2019-09-05,37079800000
2019-09-06,37079800000
2019-09-09,37873800000
2019-09-10,37397400000
2019-09-11,37397400000
2019-09-12,37357700000
2019-09-13,37516500000
2019-09-16,36921000000
2019-09-17,36841600000
2019-09-18,36722500000
2019-09-19,36127000000
2019-09-20,36404900000
2019-09-23,36365200000
2019-09-24,36166700000
2019-09-25,36524000000
2019-09-26,36285800000
2019-09-27,36047600000
2019-09-30,36273600000
2019-10-01,35244000000
2019-10-02,34095599999
2019-10-03,34491600000
2019-10-04,34610400000
2019-10-07,34372800000
2019-10-08,33818399999
2019-10-09,33897600000
2019-10-10,34135199999
2019-10-11,34768800000
2019-10-14,34927200000
2019-10-15,35917200000
2019-10-16,35917200000
2019-10-17,36075600000
2019-10-18,36788400000
2019-10-21,35758800000
2019-10-22,35917200000
2019-10-23,36471600000
2019-10-24,34056000000
2019-10-25,34531200000
2019-10-28,34095599999
2019-10-29,34214400000
2019-10-30,33818399999
2019-10-31,34016400000
2019-11-01,35204400000
2019-11-04,35640000000
2019-11-05,35719200000
2019-11-06,35323200000
2019-11-07,35204400000
2019-11-08,35798400000
2019-11-11,35956800000
2019-11-12,35798400000
2019-11-13,34887600000
2019-11-14,34808400000
2019-11-15,35442000000
2019-11-18,35442000000
2019-11-19,35244000000
2019-11-20,34570800000
2019-11-21,34491600000
2019-11-22,35204400000
2019-11-25,35640000000
2019-11-26,35679600000
2019-11-27,36036000000
2019-11-29,35877600000
2019-12-02,35679600000
2019-12-03,35204400000
2019-12-04,35442000000
2019-12-05,35362800000
2019-12-06,35719200000
2019-12-09,35679600000
2019-12-10,35917200000
2019-12-11,36075600000
2019-12-12,36907200000
2019-12-13,36550800000
2019-12-16,37184400000
2019-12-17,37184400000
2019-12-18,37778400000
2019-12-19,37263600000
2019-12-20,37540800000
2019-12-23,37382400000
2019-12-24,37501200000
2019-12-26,37422000000
2019-12-27,37065600000
2019-12-30,36630000000
2019-12-31,36855900000
2020-01-02,37331460000
2020-01-03,36499230000
2020-01-06,36301080000
2020-01-07,36657750000
2020-01-08,36657750000
2020-01-09,36697380000
2020-01-10,36657750000
2020-01-13,36618120000
2020-01-14,36816270000
2020-01-15,36419970000
2020-01-16,36340710000
2020-01-17,36301080000
2020-01-21,36499230000
2020-01-22,36301080000
2020-01-23,36221820000
2020-01-24,35667000000
2020-01-27,35231070000
2020-01-28,35548110000
2020-01-29,35112180000
2020-01-30,35032920000
2020-01-31,34953660000
2020-02-03,35587740000
2020-02-04,36380340000
2020-02-05,32932530000
2020-02-06,32694750000
2020-02-07,32139929999
2020-02-10,31941780000
2020-02-11,32100300000
2020-02-12,32655120000
2020-02-13,32694750000
2020-02-14,32100300000
2020-02-18,31941780000
2020-02-19,31704000000
2020-02-20,31822889999
2020-02-21,31268070000
2020-02-24,29999910000
2020-02-25,28652490000
2020-02-26,28573230000
2020-02-27,27622110000
2020-02-28,27582480000
2020-03-02,28533600000
2020-03-03,27622110000
2020-03-04,28058040000
2020-03-05,26710620000
2020-03-06,25719870000
2020-03-09,23381700000
2020-03-10,24808380000
2020-03-11,23381700000
2020-03-12,21202050000
2020-03-13,22311690000
2020-03-16,19854630000
2020-03-17,19854630000
2020-03-18,17833500000
2020-03-19,17714610000
2020-03-20,17159790000
2020-03-23,15891630000
2020-03-24,19616850000
2020-03-25,21360570000
2020-03-26,20805750000
2020-03-27,20567970000
2020-03-30,19933890000
2020-03-31,19199250000
2020-04-01,17490000000
2020-04-02,17331000000
2020-04-03,16854000000
2020-04-06,18006750000
2020-04-07,18722250000
2020-04-08,19994250000
2020-04-09,21345750000
2020-04-13,20511000000
2020-04-14,21027750000
2020-04-15,19994250000
2020-04-16,19636500000
2020-04-17,20352000000
2020-04-20,19795500000
2020-04-21,18960750000
2020-04-22,18960750000
2020-04-23,19437750000
2020-04-24,19358250000
2020-04-27,20550750000
2020-04-28,21385500000
2020-04-29,20908500000
2020-04-30,20232750000
2020-05-01,19557000000
2020-05-04,19318500000
2020-05-05,19755750000
2020-05-06,19358250000
2020-05-07,19358250000
2020-05-08,20829000000
2020-05-11,20352000000
2020-05-12,19795500000
2020-05-13,18762000000
2020-05-14,19437750000
2020-05-15,19477500000
2020-05-18,21107250000
2020-05-19,21067500000
2020-05-20,21822750000
2020-05-21,22379250000
2020-05-22,22458750000
2020-05-26,23214000000
2020-05-27,23969250000
2020-05-28,23253750000
2020-05-29,22697250000
2020-06-01,23333250000
2020-06-02,23452500000
2020-06-03,24605250000
2020-06-04,26115750000
2020-06-05,29176500000
2020-06-08,29931750000
2020-06-09,28779000000
2020-06-10,27069750000
2020-06-11,24366750000
2020-06-12,25678500000
2020-06-15,25837500000
2020-06-16,26036250000
2020-06-17,25161750000
2020-06-18,25161750000
2020-06-19,24764250000
2020-06-22,24963000000
2020-06-23,24446250000
2020-06-24,23651250000
2020-06-25,23969250000
2020-06-26,23492250000
2020-06-29,23889750000
2020-06-30,24174080000
2020-07-01,23776480000
2020-07-02,24054800000
2020-07-06,24611440000
2020-07-07,24333120000
2020-07-08,24213840000
2020-07-09,23219840000
2020-07-10,24253600000
2020-07-13,24094560000
2020-07-14,25287360000
2020-07-15,26798240000
2020-07-16,27275360000
2020-07-17,27036800000
2020-07-20,26480160000
2020-07-21,26559680000
2020-07-22,27195840000
2020-07-23,27752480000
2020-07-24,27354880000
2020-07-27,27553680000
2020-07-28,27871760000
2020-07-29,27513920000
2020-07-30,26798240000
2020-07-31,26281360000
2020-08-03,26599440000
2020-08-04,27275360000
2020-08-05,27672960000
2020-08-06,27553680000
2020-08-07,27275360000
2020-08-10,28189840000
2020-08-11,28746480000
2020-08-12,28269360000
2020-08-13,27951280000
2020-08-14,27991040000
2020-08-17,27752480000
2020-08-18,27394640000
2020-08-19,27315120000
2020-08-20,27195840000
2020-08-21,26480160000
2020-08-24,27752480000
2020-08-25,27593440000
2020-08-26,27116320000
2020-08-27,27474160000
2020-08-28,27593440000
2020-08-31,27116320000
2020-09-01,27156080000
2020-09-02,27633200000
2020-09-03,27116320000
2020-09-04,27434400000
2020-09-08,27951280000
2020-09-09,27712720000
2020-09-10,27474160000
2020-09-11,27832000000
2020-09-14,28309120000
2020-09-15,27991040000
2020-09-16,27911520000
2020-09-17,28945280000
2020-09-18,28746480000
2020-09-21,27315120000
2020-09-22,26957280000
2020-09-23,26400640000
2020-09-24,26480160000
2020-09-25,25883760000
2020-09-28,26599440000
2020-09-29,26241600000
2020-09-30,26479074087
2020-10-01,26836899412
2020-10-02,27393516585
2020-10-05,27910375389
2020-10-06,27751341911
2020-10-07,28745301148
2020-10-08,29222401582
2020-10-09,28824817887
2020-10-12,30494669406
2020-10-13,30852494732
2020-10-14,30097085711
2020-10-15,30295877559
2020-10-16,30494669406
2020-10-19,30176602450
2020-10-20,30772977993
2020-10-21,31210320057
2020-10-22,32641621359
2020-10-23,32442829512
2020-10-26,31925970708
2020-10-27,31488628644
2020-10-28,30613944515
2020-10-29,31409111905
2020-10-30,30733219623
2020-11-02,30653702884
2020-11-03,31329595166
2020-11-04,30375394298
2020-11-05,31766937230
2020-11-06,30971769840
2020-11-09,32601862989
2020-11-10,33317513641
2020-11-11,33118721793
2020-11-12,32641621359
2020-11-13,33953647552
2020-11-16,34987365160
2020-11-17,34788573312
2020-11-18,35066881899
2020-11-19,35066881899
2020-11-20,34748814943
2020-11-23,35225915377
2020-11-24,37571659177
2020-11-25,36100599506
2020-11-27,36140357875
2020-11-30,36100599506
2020-12-01,36736733418
2020-12-02,36577699940
2020-12-03,36617458309
2020-12-04,37134317113
2020-12-07,36657216679
2020-12-08,36776491787
2020-12-09,37571659177
2020-12-10,36259632984
2020-12-11,35862049289
2020-12-14,35424707224
2020-12-15,36378908092
2020-12-16,35941566028
2020-12-17,36100599506
2020-12-18,35583740702
2020-12-21,35504223963
2020-12-22,34947606790
2020-12-23,35742774180
2020-12-24,35225915377
2020-12-28,35345190485
2020-12-29,35066881899
2020-12-30,35225915377
2020-12-31,34984200000
2021-01-04,33909600000
2021-01-05,34427000000
2021-01-06,35183200000
2021-01-07,36058800000
2021-01-08,35820000000
2021-01-11,37014000000
2021-01-12,38924400000
2021-01-13,38924400000
2021-01-14,40476600000
2021-01-15,39123400000
2021-01-19,39879600000
2021-01-20,43222800000
2021-01-21,45889400000
2021-01-22,45849600000
2021-01-25,44934200000
2021-01-26,44536200000
2021-01-27,42944200000
2021-01-28,42665600000
2021-01-29,41909400000
2021-02-01,43103400000
2021-02-02,43222800000
2021-02-03,44576000000
2021-02-04,45252600000
2021-02-05,45809800000
2021-02-08,46008800000
2021-02-09,47481400000
2021-02-10,46804800000
2021-02-11,45571000000
2021-02-12,45571000000
2021-02-16,45929200000
2021-02-17,45690400000
2021-02-18,45491400000
2021-02-19,46088400000
2021-02-22,46566000000
2021-02-23,46247600000
2021-02-24,48834600000
2021-02-25,46804800000
2021-02-26,46566000000
2021-03-01,47680400000
2021-03-02,49949000000
2021-03-03,48436600000
2021-03-04,47481400000
2021-03-05,48834600000
2021-03-08,50347000000
2021-03-09,50028600000
2021-03-10,51381800000
2021-03-11,50983800000
2021-03-12,53212600000
2021-03-15,52536000000
2021-03-16,49710200000
2021-03-17,50506200000
2021-03-18,49710200000
2021-03-19,51063400000
2021-03-22,51143000000
2021-03-23,48595800000
2021-03-24,48317200000
2021-03-25,49033600000
2021-03-26,48954000000
2021-03-29,48357000000
2021-03-30,49590800000
2021-03-31,48902000000
2021-04-01,48582640000
2021-04-05,50698400000
2021-04-06,51576640000
2021-04-07,50818160000
2021-04-08,49939920000
2021-04-09,49939920000
2021-04-12,49420960000
2021-04-13,48702400000
2021-04-14,48862080000
2021-04-15,48862080000
2021-04-16,48822160000
2021-04-19,48343120000
2021-04-20,45708400000
2021-04-21,46826160000
2021-04-22,47664480000
2021-04-23,48782240000
2021-04-26,48981840000
2021-04-27,49860080000
2021-04-28,49620560000
2021-04-29,44949920000
2021-04-30,46067680000
2021-05-03,46426960000
2021-05-04,45548720000
2021-05-05,46347120000
2021-05-06,46866080000
2021-05-07,47185440000
2021-05-10,46746320000
2021-05-11,46227360000
2021-05-12,45229360000
2021-05-13,46107600000
2021-05-14,47265280000
2021-05-17,48502800000
2021-05-18,48462880000
2021-05-19,48343120000
2021-05-20,49860080000
2021-05-21,53213360000
2021-05-24,52135520000
2021-05-25,51137520000
2021-05-26,55488800000
2021-05-27,59400960000
2021-05-28,58003760000
2021-06-01,59121520000
2021-06-02,59520720000
2021-06-03,63832080000
2021-06-04,63752240000
2021-06-07,63392960000
2021-06-08,62394960000
2021-06-09,61796160000
2021-06-10,60319120000
2021-06-11,60997760000
2021-06-14,59361040000
2021-06-15,59880000000
2021-06-16,59959840000
2021-06-17,58961840000
2021-06-18,57963840000
2021-06-21,59001760000
2021-06-22,59520720000
2021-06-23,61556640000
2021-06-24,60917920000
2021-06-25,60638480000
2021-06-28,59720320000
2021-06-29,59919920000
2021-06-30,59365700000
2021-07-01,59565450000
2021-07-02,59645350000
2021-07-06,57927500000
2021-07-07,56848850000
2021-07-08,56169700000
2021-07-09,57847600000
2021-07-12,58366950000
2021-07-13,57607900000
2021-07-14,56928750000
2021-07-15,55969950000
2021-07-16,54371950000
2021-07-19,53053600000
2021-07-20,55570450000
2021-07-21,56689050000
2021-07-22,55570450000
2021-07-23,55210900000
2021-07-26,56049850000
2021-07-27,55091050000
2021-07-28,55370700000
2021-07-29,57488050000
2021-07-30,55730250000
2021-08-02,55570450000
2021-08-03,56009900000
2021-08-04,53213400000
2021-08-05,54771450000
2021-08-06,55131000000
2021-08-09,54931250000
2021-08-10,55210900000
2021-08-11,55650350000
2021-08-12,55530500000
2021-08-13,54292050000
2021-08-16,53772700000
2021-08-17,51895050000
2021-08-18,51935000000
2021-08-19,50616650000
2021-08-20,50217150000
2021-08-23,50856350000
2021-08-24,52254600000
2021-08-25,52614150000
2021-08-26,51535500000
2021-08-27,53173450000
2021-08-30,52134750000
2021-08-31,52054850000
2021-09-01,52374450000
2021-09-02,51974950000
2021-09-03,51495550000
2021-09-07,51735250000
2021-09-08,52054850000
2021-09-09,50976200000
2021-09-10,50656600000
2021-09-13,51895050000
2021-09-14,51375700000
2021-09-15,52813900000
2021-09-16,53533000000
2021-09-17,54132250000
2021-09-20,51215900000
2021-09-21,51016150000
2021-09-22,52853850000
2021-09-23,54771450000
2021-09-24,55051100000
2021-09-27,56569200000
2021-09-28,57168450000
2021-09-29,57128500000
2021-09-30,56625840000
2021-10-01,56625840000
2021-10-04,57385650000
2021-10-05,57145710000
2021-10-06,56465880000
2021-10-07,59545110000
2021-10-08,60464880000
2021-10-11,60344910000
2021-10-12,62544360000
2021-10-13,62024490000
2021-10-14,61784550000
2021-10-15,62784300000
2021-10-18,62224440000
2021-10-19,61664580000
2021-10-20,64143960000
2021-10-21,66183450000
2021-10-22,65103720000
2021-10-25,63984000000
2021-10-26,63744060000
2021-10-27,62024490000
2021-10-28,67423140000
2021-10-29,68302919999
2021-11-01,71782050000
2021-11-02,72021990000
2021-11-03,74501370000
2021-11-04,77660580000
2021-11-05,77140710000
2021-11-08,80579850000
2021-11-09,80459880000
2021-11-10,77420640000
2021-11-11,78180450000
2021-11-12,77980500000
2021-11-15,79420140000
2021-11-16,79140210000
2021-11-17,79820040000
2021-11-18,78220440000
2021-11-19,77540610000
2021-11-22,81899520000
2021-11-23,80779800000
2021-11-24,80979750000
2021-11-26,78980250000
2021-11-29,78660330000
2021-11-30,76740810000
2021-12-01,78300420000
2021-12-02,79460130000
2021-12-03,76540860000
2021-12-06,76860780000
2021-12-07,79820040000
2021-12-08,79220190000
2021-12-09,78260430000
2021-12-10,85778550000
2021-12-13,81699570000
2021-12-14,80179950000
2021-12-15,80739810000
2021-12-16,81379650000
2021-12-17,79060230000
2021-12-20,77660580000
2021-12-21,78420390000
2021-12-22,80539860000
2021-12-23,80979750000
2021-12-27,83179200000
2021-12-28,83019240000
2021-12-29,82219440000
2021-12-30,81859530000
2021-12-31,83246160000
2022-01-03,87254160000
2022-01-04,97434480000
2022-01-05,94829280000
2022-01-06,98035680000
2022-01-07,97955520000
2022-01-10,95590800000
2022-01-11,97594800000
2022-01-12,98075760000
2022-01-13,100280160000
2022-01-14,100961520000
2022-01-18,97715040000
2022-01-19,89979600000
2022-01-20,86773200000
2022-01-21,82765200000
2022-01-24,81723120000
2022-01-25,80079840000
2022-01-26,79799280000
2022-01-27,78356400000
2022-01-28,78316320000
2022-01-31,81362400000
2022-02-01,82805280000
2022-02-02,82685040000
2022-02-03,79719120000
2022-02-04,71983680000
2022-02-07,71703120000
2022-02-08,71021760000
2022-02-09,73546800000
2022-02-10,72464640000
2022-02-11,70340400000
2022-02-14,69979680000
2022-02-15,72464640000
2022-02-16,72184080000
2022-02-17,70300320000
2022-02-18,72304320000
2022-02-22,69298320000
2022-02-23,67935600000
2022-02-24,68737200000
2022-02-25,71462640000
2022-02-28,70380480000
2022-03-01,66933600000
2022-03-02,72544800000
2022-03-03,70540800000
2022-03-04,67534800000
2022-03-07,64007760000
2022-03-08,64248240000
2022-03-09,65610960000
2022-03-10,65450639999
2022-03-11,64288320000
2022-03-14,63085920000
2022-03-15,64368479999
2022-03-16,66452639999
2022-03-17,66452639999
2022-03-18,67574880000
2022-03-21,66051840000
2022-03-22,68496720000
2022-03-23,66853440000
2022-03-24,67454639999
2022-03-25,66011759999
2022-03-28,66813360000
2022-03-29,71142000000
2022-03-30,69218160000
2022-03-31,67995110000
2022-04-01,66949649999
2022-04-04,66989860000
2022-04-05,63612220000
2022-04-06,61883190000
2022-04-07,60154160000
2022-04-08,60516050000
2022-04-11,61440880000
2022-04-12,61762560000
2022-04-13,62365710000
2022-04-14,62245080000
2022-04-18,63009070000
2022-04-19,64939149999
2022-04-20,64537050000
2022-04-21,63129700000
2022-04-22,60837730000
2022-04-25,61078990000
2022-04-26,59148910000
2022-04-27,59711850000
2022-04-28,58787020000
2022-04-29,56937360000
2022-05-02,57379670000
2022-05-03,58545760000
2022-05-04,60234580000
2022-05-05,58425130000
2022-05-06,57138410000
2022-05-09,53760770000
2022-05-10,53680350000
2022-05-11,51589430000
2022-05-12,50021240000
2022-05-13,54283500000
2022-05-16,52474050000
2022-05-17,54404130000
2022-05-18,51388380000
2022-05-19,51669850000
2022-05-20,50262500000
2022-05-23,51589430000
2022-05-24,49940820000
2022-05-25,51106910000
2022-05-26,52755520000
2022-05-27,54806230000
2022-05-31,55007280000
2022-06-01,54484550000
2022-06-02,55851690000
2022-06-03,54283500000
2022-06-06,54122660000
2022-06-07,55248540000
2022-06-08,54404130000
2022-06-09,53398880000
2022-06-10,51267750000
2022-06-13,47488010000
2022-06-14,49056200000
2022-06-15,49337670000
2022-06-16,45236250000
2022-06-17,45155830000
2022-06-21,46080660000
2022-06-22,46161080000
2022-06-23,46482760000
2022-06-24,48292210000
2022-06-27,48412840000
2022-06-28,47488010000
2022-06-29,46321920000
2022-06-30,44753730000
2022-07-01,45517720000
2022-07-05,45035200000
2022-07-06,44472260000
2022-07-07,46844650000
2022-07-08,46724020000
2022-07-11,45397090000
2022-07-12,46482760000
2022-07-13,46281710000
2022-07-14,45799190000
2022-07-15,47769480000
2022-07-18,48091160000
2022-07-19,50624390000
2022-07-20,51187330000
2022-07-21,52273000000
2022-07-22,51549220000
2022-07-25,51629640000
2022-07-26,50423340000
2022-07-27,53036990000
2022-07-28,56294000000
2022-07-29,59068490000
2022-08-01,61682140000
2022-08-02,60958360000
2022-08-03,63089490000
2022-08-04,61802770000
2022-08-05,61521300000
2022-08-08,63451380000
2022-08-09,61078990000
2022-08-10,62325500000
2022-08-11,63652430000
2022-08-12,65059780000
2022-08-15,65622720000
2022-08-16,66065030000
2022-08-17,64456630000
2022-08-18,64939149999
2022-08-19,63853480000
2022-08-22,60636680000
2022-08-23,61601720000
2022-08-24,62405920000
2022-08-25,64054530000
2022-08-26,61963610000
2022-08-29,62606970000
2022-08-30,62124450000
2022-08-31,61280040000
2022-09-01,61078990000
2022-09-02,60958360000
2022-09-06,60435630000
2022-09-07,62044030000
2022-09-08,62204870000
2022-09-09,62003820000
2022-09-12,62486340000
2022-09-13,59269540000
2022-09-14,58947860000
2022-09-15,59872690000
2022-09-16,59189120000
2022-09-19,60033530000
2022-09-20,52634890000
2022-09-21,52474050000
2022-09-22,51348170000
2022-09-23,49498510000
2022-09-26,48211790000
2022-09-27,47890110000
2022-09-28,48975780000
2022-09-29,46120870000
2022-09-30,44844800000
2022-10-03,45925880000
2022-10-04,49489440000
2022-10-05,50090040000
2022-10-06,49489440000
2022-10-07,48848800000
2022-10-10,45485440000
2022-10-11,46286240000
2022-10-12,46206160000
2022-10-13,47127080000
2022-10-14,46726680000
2022-10-17,47367320000
2022-10-18,48168120000
2022-10-19,48568520000
2022-10-20,47127080000
2022-10-21,48808760000
2022-10-24,49969920000
2022-10-25,51371320000
2022-10-26,51331280000
2022-10-27,52052000000
2022-10-28,53093040000
2022-10-31,53533480000
2022-11-01,53653600000
2022-11-02,52292240000
2022-11-03,53093040000
2022-11-04,54094040000
2022-11-07,54854800000
2022-11-08,54934880000
2022-11-09,53293240000
2022-11-10,56776720000
2022-11-11,58058000000
2022-11-14,56296240000
2022-11-15,57257200000
2022-11-16,55655600000
2022-11-17,55695640000
2022-11-18,56015960000
2022-11-21,55855800000
2022-11-22,56336280000
2022-11-23,56176120000
2022-11-25,56376320000
2022-11-28,54974920000
2022-11-29,55055000000
2022-11-30,55655600000
2022-12-01,56376320000
2022-12-02,55495440000
2022-12-05,53573520000
2022-12-06,53173120000
2022-12-07,52452400000
2022-12-08,52532480000
2022-12-09,52772720000
2022-12-12,53893840000
2022-12-13,54334280000
2022-12-14,53973920000
2022-12-15,52172120000
2022-12-16,48528480000
2022-12-19,46806760000
2022-12-20,45925880000
2022-12-21,47167120000
2022-12-22,45285240000
2022-12-23,45485440000
2022-12-27,44844800000
2022-12-28,43843800000
2022-12-29,46206160000
2022-12-30,46566520000
2023-01-03,46603200000
2023-01-04,47919900000
2023-01-05,48877500000
2023-01-06,50194200000
2023-01-09,50633100000
2023-01-10,51231600000
2023-01-11,52747800000
2023-01-12,53585700000
2023-01-13,50752800000
2023-01-17,50553300000
2023-01-18,49515900000
2023-01-19,48598200000
2023-01-20,49476000000
2023-01-23,51072000000
2023-01-24,50832600000
2023-01-25,51032100000
2023-01-26,51550800000
2023-01-27,52947300000
2023-01-30,51431100000
2023-01-31,53904900000
2023-02-01,55022100000
2023-02-02,57136800000
2023-02-03,52787700000
2023-02-06,52428600000
2023-02-07,53665500000
2023-02-08,53545800000
2023-02-09,53825100000
2023-02-10,50792700000
2023-02-13,52229100000
2023-02-14,51750300000
2023-02-15,51590700000
2023-02-16,51510900000
2023-02-17,51431100000
2023-02-21,48678000000
2023-02-22,48717900000
2023-02-23,48159300000
2023-02-24,47401200000
2023-02-27,48119400000
2023-02-28,48159300000
2023-03-01,49156800000
2023-03-02,50074500000
2023-03-03,52189200000
