,MU
2018-07-18,66584550000
2018-07-19,65158980000
2018-07-20,63768180000
2018-07-23,62922110000
2018-07-24,61624030000
2018-07-25,61879010000
2018-07-26,62307840000
2018-07-27,62539640000
2018-07-30,61438590000
2018-07-31,61183610000
2018-08-01,60604110000
2018-08-02,61890600000
2018-08-03,61206790000
2018-08-06,61044530000
2018-08-07,61473360000
2018-08-08,61879010000
2018-08-09,60569340000
2018-08-10,59537830000
2018-08-13,59503060000
2018-08-14,58668580000
2018-08-15,55040910000
2018-08-16,54588900000
2018-08-17,54600490000
2018-08-20,55713130000
2018-08-21,57880460000
2018-08-22,58228160000
2018-08-23,57602300000
2018-08-24,58761300000
2018-08-27,60349130000
2018-08-28,60662060000
2018-08-29,60070970000
2018-08-30,59777080000
2018-08-31,59505160000
2018-09-04,58836690000
2018-09-05,56128820000
2018-09-06,50588450000
2018-09-07,50826380000
2018-09-10,50871700000
2018-09-11,49398800000
2018-09-12,47291420000
2018-09-13,49421460000
2018-09-14,50191900000
2018-09-17,49376140000
2018-09-18,51358890000
2018-09-19,51052980000
2018-09-20,52185980000
2018-09-21,50690420000
2018-09-24,51166279999
2018-09-25,50577120000
2018-09-26,50248550000
2018-09-27,50973670000
2018-09-28,51245590000
2018-10-01,51154950000
2018-10-02,51846080000
2018-10-03,51154950000
2018-10-04,50033279999
2018-10-05,49376140000
2018-10-08,48798310000
2018-10-09,47891910000
2018-10-10,47144130000
2018-10-11,47552010000
2018-10-12,48118510000
2018-10-15,47971220000
2018-10-16,48956930000
2018-10-17,47982550000
2018-10-18,46792900000
2018-10-19,45829850000
2018-10-22,45048080000
2018-10-23,43824440000
2018-10-24,40142190000
2018-10-25,41671740000
2018-10-26,40108200000
2018-10-29,39269779999
2018-10-30,40799330000
2018-10-31,42736760000
2018-11-01,45455960000
2018-11-02,45682560000
2018-11-05,45229360000
2018-11-06,45093400000
2018-11-07,46373690000
2018-11-08,45818520000
2018-11-09,44311630000
2018-11-12,42419520000
2018-11-13,42884050000
2018-11-14,43087990000
2018-11-15,45218029999
2018-11-16,44685520000
2018-11-19,41728390000
2018-11-20,40923960000
2018-11-21,41218540000
2018-11-23,41241200000
2018-11-26,41433810000
2018-11-27,41921000000
2018-11-28,43858430000
2018-11-29,42231740000
2018-11-30,42955840000
2018-12-03,44593420000
2018-12-04,41084320000
2018-12-06,41964380000
2018-12-07,39335340000
2018-12-10,38767200000
2018-12-11,39223940000
2018-12-12,40137420000
2018-12-13,39012280000
2018-12-14,38098800000
2018-12-17,37742320000
2018-12-18,37998540000
2018-12-19,34990740000
2018-12-20,34845920000
2018-12-21,33776480000
2018-12-24,32328280000
2018-12-26,34411460000
2018-12-27,35570020000
2018-12-28,35168980000
2018-12-31,35347220000
2019-01-02,36483500000
2019-01-03,34534000000
2019-01-04,36427800000
2019-01-07,37876000000
2019-01-08,37586360000
2019-01-09,39480160000
2019-01-10,40003740000
2019-01-11,40115140000
2019-01-14,38622380000
2019-01-15,37864860000
2019-01-16,37408120000
2019-01-17,37742320000
2019-01-18,39836640000
2019-01-22,37731180000
2019-01-23,38143360000
2019-01-24,40761260000
2019-01-25,43401440000
2019-01-28,42421120000
2019-01-29,41652460000
2019-01-30,42599360000
2019-01-31,42577080000
2019-02-01,44114400000
2019-02-04,43969580000
2019-02-05,43858180000
2019-02-06,46253280000
2019-02-07,43869320000
2019-02-08,42978120000
2019-02-11,42978120000
2019-02-12,45005600000
2019-02-13,46431520000
2019-02-14,47044220000
2019-02-15,46776860000
2019-02-19,46743440000
2019-02-20,47021940000
2019-02-21,46264420000
2019-02-22,47422980000
2019-02-25,47623500000
2019-02-26,47857440000
2019-02-27,46030480000
2019-02-28,45172400000
2019-03-01,45945900000
2019-03-04,45371300000
2019-03-05,44188950000
2019-03-06,41912650000
2019-03-07,41802150000
2019-03-08,42708250000
2019-03-11,43128150000
2019-03-12,43371250000
2019-03-13,42907150000
2019-03-14,42443050000
2019-03-15,43691700000
2019-03-18,43769050000
2019-03-19,44608850000
2019-03-20,44343650000
2019-03-21,48608950000
2019-03-22,45990100000
2019-03-25,44807750000
2019-03-26,44553600000
2019-03-27,43349150000
2019-03-28,43470700000
2019-03-29,45669650000
2019-04-01,46686250000
2019-04-02,46896200000
2019-04-03,48509500000
2019-04-04,47393450000
2019-04-05,47868600000
2019-04-08,47404500000
2019-04-09,46100600000
2019-04-10,46597850000
2019-04-11,46719400000
2019-04-12,46421050000
2019-04-15,46211100000
2019-04-16,47249800000
2019-04-17,47680750000
2019-04-18,47957000000
2019-04-22,47957000000
2019-04-23,47260850000
2019-04-24,47548150000
2019-04-25,47238750000
2019-04-26,46520500000
2019-04-29,46531550000
2019-04-30,46476300000
2019-05-01,46299500000
2019-05-02,47028800000
2019-05-03,47879650000
2019-05-06,46553650000
2019-05-07,44487300000
2019-05-08,43923750000
2019-05-09,43393350000
2019-05-10,43028700000
2019-05-13,41304900000
2019-05-14,42553550000
2019-05-15,42443050000
2019-05-16,41227550000
2019-05-17,39846300000
2019-05-20,38255100000
2019-05-21,39382200000
2019-05-22,38376650000
2019-05-23,37371100000
2019-05-24,37570000000
2019-05-28,36398700000
2019-05-29,36785450000
2019-05-30,36785280000
2019-05-31,36001440000
2019-06-03,36089760000
2019-06-04,38076960000
2019-06-05,36807360000
2019-06-06,36950880000
2019-06-07,37524960000
2019-06-10,38573760000
2019-06-11,38463360000
2019-06-12,36387840000
2019-06-13,36851520000
2019-06-14,36056640000
2019-06-17,35802720000
2019-06-18,37856160000
2019-06-19,37469760000
2019-06-20,37701600000
2019-06-21,36708000000
2019-06-24,36641760000
2019-06-25,36078720000
2019-06-26,40892160000
2019-06-27,42029280000
2019-06-28,42603360000
2019-07-01,44281440000
2019-07-02,43718400000
2019-07-03,43707360000
2019-07-05,43519680000
2019-07-08,44612640000
2019-07-09,45650400000
2019-07-10,47361600000
2019-07-11,48001920000
2019-07-12,49139040000
2019-07-15,49017600000
2019-07-16,47538240000
2019-07-17,47880480000
2019-07-18,49315680000
2019-07-19,50254080000
2019-07-22,52097760000
2019-07-23,51832800000
2019-07-24,52980960000
2019-07-25,52738080000
2019-07-26,52428960000
2019-07-29,51689280000
2019-07-30,52395840000
2019-07-31,49558560000
2019-08-01,48134400000
2019-08-02,48664320000
2019-08-05,46301760000
2019-08-06,47052480000
2019-08-07,46092000000
2019-08-08,47063520000
2019-08-09,45838080000
2019-08-12,46511520000
2019-08-13,48763680000
2019-08-14,46412160000
2019-08-15,46632960000
2019-08-16,48079200000
2019-08-19,49691040000
2019-08-20,48829920000
2019-08-21,48763680000
2019-08-22,49437120000
2019-08-23,47427840000
2019-08-26,47946720000
2019-08-27,46853760000
2019-08-28,47637600000
2019-08-29,49449690000
2019-08-30,50113890000
2019-09-03,49803930000
2019-09-04,51818670000
2019-09-05,54276210000
2019-09-06,54209790000
2019-09-09,54386910000
2019-09-10,54674730000
2019-09-11,55881360000
2019-09-12,55837080000
2019-09-13,55903500000
2019-09-16,55516050000
2019-09-17,56279880000
2019-09-18,55881360000
2019-09-19,55150740000
2019-09-20,54420120000
2019-09-23,54907200000
2019-09-24,53700570000
2019-09-25,54763290000
2019-09-26,53800200000
2019-09-27,47833470000
2019-09-30,47434950000
2019-10-01,46826100000
2019-10-02,46471860000
2019-10-03,48110220000
2019-10-04,49316850000
2019-10-07,48885120000
2019-10-08,47202480000
2019-10-09,47468160000
2019-10-10,47910960000
2019-10-11,49925700000
2019-10-14,49660020000
2019-10-15,51431220000
2019-10-16,49992120000
2019-10-17,50368500000
2019-10-18,48121290000
2019-10-21,50058540000
2019-10-22,49438620000
2019-10-23,49438620000
2019-10-24,52139700000
2019-10-25,53169210000
2019-10-28,53899830000
2019-10-29,53257770000
2019-10-30,53003160000
2019-10-31,52637850000
2019-11-01,53556660000
2019-11-04,54896130000
2019-11-05,53888760000
2019-11-06,52781760000
2019-11-07,53578800000
2019-11-08,52239330000
2019-11-11,51209820000
2019-11-12,51918300000
2019-11-13,51254100000
2019-11-14,51807600000
2019-11-15,52814970000
2019-11-18,52936740000
2019-11-19,51564060000
2019-11-20,50445990000
2019-11-21,50423850000
2019-11-22,50778090000
2019-11-25,52604640000
2019-11-26,51719040000
2019-11-27,53313120000
2019-11-29,52783610000
2019-12-02,51539290000
2019-12-03,50250530000
2019-12-04,51439300000
2019-12-05,51794820000
2019-12-06,53250230000
2019-12-09,51605950000
2019-12-10,52728060000
2019-12-11,54727860000
2019-12-12,56627670000
2019-12-13,56883200000
2019-12-16,58816340000
2019-12-17,58883000000
2019-12-18,58927440000
2019-12-19,60582830000
2019-12-20,61171660000
2019-12-23,61549400000
2019-12-24,61571620000
2019-12-26,61227210000
2019-12-27,60027330000
2019-12-30,59116310000
2019-12-31,59749580000
2020-01-02,61538290000
2020-01-03,60582830000
2020-01-06,59516270000
2020-01-07,64737970000
2020-01-08,63904720000
2020-01-09,63671410000
2020-01-10,62960370000
2020-01-13,63826950000
2020-01-14,63904720000
2020-01-15,62404870000
2020-01-16,64082480000
2020-01-17,64060260000
2020-01-21,65515670000
2020-01-22,65737870000
2020-01-23,65771200000
2020-01-24,64171360000
2020-01-27,61560510000
2020-01-28,62738170000
2020-01-29,61438300000
2020-01-30,61138330000
2020-01-31,58982990000
2020-02-03,59749580000
2020-02-04,61660500000
2020-02-05,63071470000
2020-02-06,65193480000
2020-02-07,63193680000
2020-02-10,63693630000
2020-02-11,63604750000
2020-02-12,65848970000
2020-02-13,65915630000
2020-02-14,64993500000
2020-02-18,64160250000
2020-02-19,66648890000
2020-02-20,65549000000
2020-02-21,63315890000
2020-02-24,61116110000
2020-02-25,57883100000
2020-02-26,58183070000
2020-02-27,56194380000
2020-02-28,58394160000
2020-03-02,60649490000
2020-03-03,57549800000
2020-03-04,61427190000
2020-03-05,59682920000
2020-03-06,57183170000
2020-03-09,51072670000
2020-03-10,53172460000
2020-03-11,48572920000
2020-03-12,43117910000
2020-03-13,47761890000
2020-03-16,38296170000
2020-03-17,41529180000
2020-03-18,38540590000
2020-03-19,40318190000
2020-03-20,40118210000
2020-03-23,42495750000
2020-03-24,48072970000
2020-03-25,47217500000
2020-03-26,49761690000
2020-03-27,48306280000
2020-03-30,49461720000
2020-03-31,46728660000
2020-04-01,44317790000
2020-04-02,45650990000
2020-04-03,45795420000
2020-04-06,51517070000
2020-04-07,51705940000
2020-04-08,53650190000
2020-04-09,51250430000
2020-04-13,51294870000
2020-04-14,52905820000
2020-04-15,51583730000
2020-04-16,50583830000
2020-04-17,50772700000
2020-04-20,48217400000
2020-04-21,46006510000
2020-04-22,48784010000
2020-04-23,48628470000
2020-04-24,49061760000
2020-04-27,50306080000
2020-04-28,50339410000
2020-04-29,55361130000
2020-04-30,53205790000
2020-05-01,50061660000
2020-05-04,49395060000
2020-05-05,50450510000
2020-05-06,51194880000
2020-05-07,51761490000
2020-05-08,53605750000
2020-05-11,53550200000
2020-05-12,50761590000
2020-05-13,48361830000
2020-05-14,50806030000
2020-05-15,49339510000
2020-05-18,51017120000
2020-05-19,50128320000
2020-05-20,51817040000
2020-05-21,50239420000
2020-05-22,49928340000
2020-05-26,50883800000
2020-05-27,54938950000
2020-05-28,51628170000
2020-05-29,53228010000
2020-06-01,51483740000
2020-06-02,52017020000
2020-06-03,54350120000
2020-06-04,56905420000
2020-06-05,59682920000
2020-06-08,59660700000
2020-06-09,59049650000
2020-06-10,58294170000
2020-06-11,53905720000
2020-06-12,54094590000
2020-06-15,54705640000
2020-06-16,56683220000
2020-06-17,56616560000
2020-06-18,56083280000
2020-06-19,56472130000
2020-06-22,56827650000
2020-06-23,55372240000
2020-06-24,53650190000
2020-06-25,54650090000
2020-06-26,53872390000
2020-06-29,54605650000
2020-06-30,57238720000
2020-07-01,55216700000
2020-07-02,55361130000
2020-07-06,56572120000
2020-07-07,54538990000
2020-07-08,55227810000
2020-07-09,55527780000
2020-07-10,56327700000
2020-07-13,54950060000
2020-07-14,55227810000
2020-07-15,56116610000
2020-07-16,55661100000
2020-07-17,54961170000
2020-07-20,56894310000
2020-07-21,57238720000
2020-07-22,57383150000
2020-07-23,58483040000
2020-07-24,55572220000
2020-07-27,57316490000
2020-07-28,55649990000
2020-07-29,55983290000
2020-07-30,56372140000
2020-07-31,55616660000
2020-08-03,55983290000
2020-08-04,56994300000
2020-08-05,56716550000
2020-08-06,54105700000
2020-08-07,54161250000
2020-08-10,54605650000
2020-08-11,53061360000
2020-08-12,53861280000
2020-08-13,51261540000
2020-08-14,50661600000
2020-08-17,50239420000
2020-08-18,49328400000
2020-08-19,48939550000
2020-08-20,47761890000
2020-08-21,47395260000
2020-08-24,48617360000
2020-08-25,50106100000
2020-08-26,49950560000
2020-08-27,49572820000
2020-08-28,50761590000
2020-08-31,50561610000
2020-09-01,50839360000
2020-09-02,53139130000
2020-09-03,51657950000
2020-09-04,51825200000
2020-09-08,50208450000
2020-09-09,50342250000
2020-09-10,50030050000
2020-09-11,51390350000
2020-09-14,54668450000
2020-09-15,54690750000
2020-09-16,55984150000
2020-09-17,56842700000
2020-09-18,56575100000
2020-09-21,54802250000
2020-09-22,55415500000
2020-09-23,55582750000
2020-09-24,55159050000
2020-09-25,54791100000
2020-09-28,55437800000
2020-09-29,56541650000
2020-09-30,52360400000
2020-10-01,53430800000
2020-10-02,51903250000
2020-10-05,53074000000
2020-10-06,52761800000
2020-10-07,53977150000
2020-10-08,55638500000
2020-10-09,55627350000
2020-10-12,56508200000
2020-10-13,57812750000
2020-10-14,57567450000
2020-10-15,57913100000
2020-10-16,57545150000
2020-10-19,58682450000
2020-10-20,59685950000
2020-10-21,59440650000
2020-10-22,60633700000
2020-10-23,58927750000
2020-10-26,58136100000
2020-10-27,57935400000
2020-10-28,55750000000
2020-10-29,56285200000
2020-10-30,56129100000
2020-11-02,55426650000
2020-11-03,56954200000
2020-11-04,57935400000
2020-11-05,60856700000
2020-11-06,61503400000
2020-11-09,62395400000
2020-11-10,61782150000
2020-11-11,62841400000
2020-11-12,62718750000
2020-11-13,64591950000
2020-11-16,68973900000
2020-11-17,69118850000
2020-11-18,67725100000
2020-11-19,68940450000
2020-11-20,68461000000
2020-11-23,71560700000
2020-11-24,71304250000
2020-11-25,70724450000
2020-11-27,71616450000
2020-11-30,71460350000
2020-12-01,74794200000
2020-12-02,77057650000
2020-12-03,78288000000
2020-12-04,82140800000
2020-12-07,81323200000
2020-12-08,81972800000
2020-12-09,79979200000
2020-12-10,79833600000
2020-12-11,78993600000
2020-12-14,80124800000
2020-12-15,81928000000
2020-12-16,81748800000
2020-12-17,80931200000
2020-12-18,80035200000
2020-12-21,80046400000
2020-12-22,78892800000
2020-12-23,78344000000
2020-12-24,79049600000
2020-12-28,79139200000
2020-12-29,78635200000
2020-12-30,80550400000
2020-12-31,84201600000
2021-01-04,82936000000
2021-01-05,86531200000
2021-01-06,86363200000
2021-01-07,88603200000
2021-01-08,86710400000
2021-01-11,88110400000
2021-01-12,88995200000
2021-01-13,89499200000
2021-01-14,91056000000
2021-01-15,90406400000
2021-01-19,95760000000
2021-01-20,93520000000
2021-01-21,95211200000
2021-01-22,92153600000
2021-01-25,91033600000
2021-01-26,89051200000
2021-01-27,84100800000
2021-01-28,87796800000
2021-01-29,87662400000
2021-02-01,90081600000
2021-02-02,91414400000
2021-02-03,88603200000
2021-02-04,91000000000
2021-02-05,90832000000
2021-02-08,94091200000
2021-02-09,93318399999
2021-02-10,92232000000
2021-02-11,96857600000
2021-02-12,98571200000
2021-02-16,98268800000
2021-02-17,96376000000
2021-02-18,99164800000
2021-02-19,101875200000
2021-02-22,96633600000
2021-02-23,98817600000
2021-02-24,103622400000
2021-02-25,98694400000
2021-02-26,102513600000
2021-03-01,106131200000
2021-03-02,102020800000
2021-03-03,99803200000
2021-03-04,94533930000
2021-03-05,99690530000
2021-03-08,95341050000
2021-03-09,100105300000
2021-03-10,95744610000
2021-03-11,100116510000
2021-03-12,98390170000
2021-03-15,99600850000
2021-03-16,102493030000
2021-03-17,106225960000
2021-03-18,100688219999
2021-03-19,101461710000
2021-03-22,102324880000
2021-03-23,95733400000
2021-03-24,93043000000
2021-03-25,94264890000
2021-03-26,98636790000
2021-03-29,97067390000
2021-03-30,97011340000
2021-03-31,98883410000
2021-04-01,103591610000
2021-04-05,105093750000
2021-04-06,104802290000
2021-04-07,105329160000
2021-04-08,106820090000
2021-04-09,106831300000
2021-04-12,107156390000
2021-04-13,103300150000
2021-04-14,101641070000
2021-04-15,101192670000
2021-04-16,101629860000
2021-04-19,99107610000
2021-04-20,98065080000
2021-04-21,100318290000
2021-04-22,94959910000
2021-04-23,96439630000
2021-04-26,98468640000
2021-04-27,100284660000
2021-04-28,96439630000
2021-04-29,98715260000
2021-04-30,96484469999
2021-05-03,95307420000
2021-05-04,94623610000
2021-05-05,95453150000
2021-05-06,95060800000
2021-05-07,96383580000
2021-05-10,90632850000
2021-05-11,90442280000
2021-05-12,86092800000
2021-05-13,86529990000
2021-05-14,89343700000
2021-05-17,90117190000
2021-05-18,88424480000
2021-05-19,89601530000
2021-05-20,90946730000
2021-05-21,90487120000
2021-05-24,92930900000
2021-05-25,91058830000
2021-05-26,92191040000
2021-05-27,94085530000
2021-05-28,94320940000
2021-06-01,94332150000
2021-06-02,94545140000
2021-06-03,92119690000
2021-06-04,94062480000
2021-06-07,94376920000
2021-06-08,90435190000
2021-06-09,88335180000
2021-06-10,89031440000
2021-06-11,89098820000
2021-06-14,90390270000
2021-06-15,92288140000
2021-06-16,90390270000
2021-06-17,90558720000
2021-06-18,86414850000
2021-06-21,86549609999
2021-06-22,87212180000
2021-06-23,88739460000
2021-06-24,90491340000
2021-06-25,92119690000
2021-06-28,93635740000
2021-06-29,93130390000
2021-06-30,95432540000
2021-07-01,89963530000
2021-07-02,90210590000
2021-07-06,91052840000
2021-07-07,87841060000
2021-07-08,86594530000
2021-07-09,88425020000
2021-07-12,89345880000
2021-07-13,88099350000
2021-07-14,88144270000
2021-07-15,86381160000
2021-07-16,84236230000
2021-07-19,83753340000
2021-07-20,84662970000
2021-07-21,86684370000
2021-07-22,84820190000
2021-07-23,85280620000
2021-07-26,85684900000
2021-07-27,83349060000
2021-07-28,84842650000
2021-07-29,86560840000
2021-07-30,87122340000
2021-08-02,87189720000
2021-08-03,90805780000
2021-08-04,92063540000
2021-08-05,91513270000
2021-08-06,92086000000
2021-08-09,90075830000
2021-08-10,85246930000
2021-08-11,84258690000
2021-08-12,78890750000
2021-08-13,79643160000
2021-08-16,79654390000
2021-08-17,79485940000
2021-08-18,79306260000
2021-08-19,78924440000
2021-08-20,78868290000
2021-08-23,80564020000
2021-08-24,80833540000
2021-08-25,83146920000
2021-08-26,81720710000
2021-08-27,83102000000
2021-08-30,82158680000
2021-08-31,82765100000
2021-09-01,82787560000
2021-09-02,82794810000
2021-09-03,82593390000
2021-09-07,82403160000
2021-09-08,80870130000
2021-09-09,81541530000
2021-09-10,82246500000
2021-09-13,83197650000
2021-09-14,82235310000
2021-09-15,82604579999
2021-09-16,83510970000
2021-09-17,83141700000
2021-09-20,80982030000
2021-09-21,80724660000
2021-09-22,82772430000
2021-09-23,82850760000
2021-09-24,82861950000
2021-09-27,84126420000
2021-09-28,81798900000
2021-09-29,80165160000
2021-09-30,79426620000
2021-10-01,79437810000
2021-10-04,79023780000
2021-10-05,78889500000
2021-10-06,78262860000
2021-10-07,78934260000
2021-10-08,78464280000
2021-10-11,77457180000
2021-10-12,74659680000
2021-10-13,74279220000
2021-10-14,75868200000
2021-10-15,75733920000
2021-10-18,75263940000
2021-10-19,75610829999
2021-10-20,76394130000
2021-10-21,76808160000
2021-10-22,75543690000
2021-10-25,76942440000
2021-10-26,77143860000
2021-10-27,76360560000
2021-10-28,77860020000
2021-10-29,77322900000
2021-11-01,79113300000
2021-11-02,79180440000
2021-11-03,79728750000
2021-11-04,80836560000
2021-11-05,81597480000
2021-11-08,83432640000
2021-11-09,84585210000
2021-11-10,82145790000
2021-11-11,83421450000
2021-11-12,86498700000
2021-11-15,85916820000
2021-11-16,85950390000
2021-11-17,84439740000
2021-11-18,86185380000
2021-11-19,92910570000
2021-11-22,93839340000
2021-11-23,95573790000
2021-11-24,96468990000
2021-11-26,93346980000
2021-11-29,96390660000
2021-11-30,93996000000
2021-12-01,95282850000
2021-12-02,92742720000
2021-12-03,91332780000
2021-12-06,92261550000
2021-12-07,96043770000
2021-12-08,96256380000
2021-12-09,95036670000
2021-12-10,95719260000
2021-12-13,94387650000
2021-12-14,93201510000
2021-12-15,95853540000
2021-12-16,92530110000
2021-12-17,92877000000
2021-12-20,91791570000
2021-12-21,101470920000
2021-12-22,101090460000
2021-12-23,105655980000
2021-12-27,105667170000
2021-12-28,103999860000
2021-12-29,107614230000
2021-12-30,105062910000
2021-12-31,104234850000
2022-01-03,107144250000
2022-01-04,107804460000
2022-01-05,105633600000
2022-01-06,107032350000
2022-01-07,105689550000
2022-01-10,105062910000
2022-01-11,105409800000
2022-01-12,106428090000
2022-01-13,106998780000
2022-01-14,108945840000
2022-01-18,103921530000
2022-01-19,100710000000
2022-01-20,95193329999
2022-01-21,91679670000
2022-01-24,92821050000
2022-01-25,90325680000
2022-01-26,91724430000
2022-01-27,88087680000
2022-01-28,88703130000
2022-01-31,92060130000
2022-02-01,91142550000
2022-02-02,94566690000
2022-02-03,91724430000
2022-02-04,90829230000
2022-02-07,90493530000
2022-02-08,94130280000
2022-02-09,98606280000
2022-02-10,101851380000
2022-02-11,100441440000
2022-02-14,100553340000
2022-02-15,107424000000
2022-02-16,107491140000
2022-02-17,104883870000
2022-02-18,101605200000
2022-02-22,101347829999
2022-02-23,97699890000
2022-02-24,99400770000
2022-02-25,100821900000
2022-02-28,99434340000
2022-03-01,96524940000
2022-03-02,104402700000
2022-03-03,99168160000
2022-03-04,91083920000
2022-03-07,84178400000
2022-03-08,85801920000
2022-03-09,88337280000
2022-03-10,84200640000
2022-03-11,80975840000
2022-03-14,77172800000
2022-03-15,81298320000
2022-03-16,88593040000
2022-03-17,89538240000
2022-03-18,88303920000
2022-03-21,87125200000
2022-03-22,87981440000
2022-03-23,84122800000
2022-03-24,86969520000
2022-03-25,86847200000
2022-03-28,88804320000
2022-03-29,91239600000
2022-03-30,88025920000
2022-03-31,86613680000
2022-04-01,84712160000
2022-04-04,86369040000
2022-04-05,82966320000
2022-04-06,82043360000
2022-04-07,81487360000
2022-04-08,80219680000
2022-04-11,80097360000
2022-04-12,80019520000
2022-04-13,80486560000
2022-04-14,77984560000
2022-04-18,79118800000
2022-04-19,80875760000
2022-04-20,81398400000
2022-04-21,78863040000
2022-04-22,77183920000
2022-04-25,77973440000
2022-04-26,74592960000
2022-04-27,73914640000
2022-04-28,78040160000
2022-04-29,75827280000
2022-05-02,78507200000
2022-05-03,79241120000
2022-05-04,81865440000
2022-05-05,79274480000
2022-05-06,78229200000
2022-05-09,75538160000
2022-05-10,76627920000
2022-05-11,74459520000
2022-05-12,75293520000
2022-05-13,79975040000
2022-05-16,78362640000
2022-05-17,82821760000
2022-05-18,79007600000
2022-05-19,77172800000
2022-05-20,76616800000
2022-05-23,77384080000
2022-05-24,74081440000
2022-05-25,75471440000
2022-05-26,78507200000
2022-05-27,81531840000
2022-05-31,82110080000
2022-06-01,81787600000
2022-06-02,82680890000
2022-06-03,76724180000
2022-06-06,77283650000
2022-06-07,77623720000
2022-06-08,75254200000
2022-06-09,72423940000
2022-06-10,68694140000
2022-06-13,64547480000
2022-06-14,64393900000
2022-06-15,64854640000
2022-06-16,60345970000
2022-06-17,61157750000
2022-06-21,62309600000
2022-06-22,61804980000
2022-06-23,61673340000
2022-06-24,64108680000
2022-06-27,64481660000
2022-06-28,63472420000
2022-06-29,61453940000
2022-06-30,60642160000
2022-07-01,58854050000
2022-07-05,62232810000
2022-07-06,62934890000
2022-07-07,64558450000
2022-07-08,64876580000
2022-07-11,63417570000
2022-07-12,64920460000
2022-07-13,64569420000
2022-07-14,65106950000
2022-07-15,67498410000
2022-07-18,66313650000
2022-07-19,68452800000
2022-07-20,69440100000
2022-07-21,69813080000
2022-07-22,67235130000
2022-07-25,65984550000
2022-07-26,65447020000
2022-07-27,67893330000
2022-07-28,68090790000
2022-07-29,67860420000
2022-08-01,68606380000
2022-08-02,68529590000
2022-08-03,70482250000
2022-08-04,71140450000
2022-08-05,68518620000
2022-08-08,67410650000
2022-08-09,64887550000
2022-08-10,67355800000
2022-08-11,68365040000
2022-08-12,71348880000
2022-08-15,70975900000
2022-08-16,70054420000
2022-08-17,67597140000
2022-08-18,69089060000
2022-08-19,66379470000
2022-08-22,63966070000
2022-08-23,63472420000
2022-08-24,63966070000
2022-08-25,67136400000
2022-08-26,63220110000
2022-08-29,62539970000
2022-08-30,61761100000
2022-08-31,62013410000
2022-09-01,62467900000
2022-09-02,61399700000
2022-09-06,60200700000
2022-09-07,59950000000
2022-09-08,60375100000
2022-09-09,62609600000
2022-09-12,63154600000
2022-09-13,58445800000
2022-09-14,57889900000
2022-09-15,57432100000
2022-09-16,57606500000
2022-09-19,56789000000
2022-09-20,55372000000
2022-09-21,54609000000
2022-09-22,54129400000
2022-09-23,54609000000
2022-09-26,53279200000
2022-09-27,55132200000
2022-09-28,55590000000
2022-09-29,54510900000
2022-09-30,54609000000
2022-10-03,56374800000
2022-10-04,58816400000
2022-10-05,59655700000
2022-10-06,59535800000
2022-10-07,57671900000
2022-10-10,56004200000
2022-10-11,58543900000
2022-10-12,57497500000
2022-10-13,59797400000
2022-10-14,57464800000
2022-10-17,58315000000
2022-10-18,57279500000
2022-10-19,57802700000
2022-10-20,58533000000
2022-10-21,61094500000
2022-10-24,61301600000
2022-10-25,60898300000
2022-10-26,60440500000
2022-10-27,56908900000
2022-10-28,58903600000
2022-10-31,58969000000
2022-11-01,59797400000
2022-11-02,58260500000
2022-11-03,58293200000
2022-11-04,61214400000
2022-11-07,61650400000
2022-11-08,62664100000
2022-11-09,61007300000
2022-11-10,65694300000
2022-11-11,68146800000
2022-11-14,67340200000
2022-11-15,68779000000
2022-11-16,64168300000
2022-11-17,64026600000
2022-11-18,63852200000
2022-11-21,62304400000
2022-11-22,63895800000
2022-11-23,64233700000
2022-11-25,63666900000
2022-11-28,60767500000
2022-11-29,60080800000
2022-11-30,62838500000
2022-12-01,60539590000
2022-12-02,59655880000
2022-12-05,58957640000
2022-12-06,58564880000
2022-12-07,58717620000
2022-12-08,60223200000
2022-12-09,59863170000
2022-12-12,60386850000
2022-12-13,60266840000
2022-12-14,59557690000
2022-12-15,56775640000
2022-12-16,56808370000
2022-12-19,56426520000
2022-12-20,55291880000
2022-12-21,55848290000
2022-12-22,53928130000
2022-12-23,54768200000
2022-12-27,54571820000
2022-12-28,53589920000
2022-12-29,55259150000
2022-12-30,54528180000
2023-01-03,54953670000
2023-01-04,59132200000
2023-01-05,59688610000
2023-01-06,61936070000
2023-01-09,61488760000
2023-01-10,62416110000
2023-01-11,63343460000
2023-01-12,62481570000
2023-01-13,62110630000
2023-01-17,62023350000
2023-01-18,61652410000
2023-01-19,61488760000
2023-01-20,63779860000
2023-01-23,67445620000
2023-01-24,66834660000
2023-01-25,67140140000
2023-01-26,68514800000
2023-01-27,69682170000
2023-01-30,67325610000
2023-01-31,65787300000
2023-02-01,68296600000
2023-02-02,68918470000
2023-02-03,68089310000
2023-02-06,65438180000
2023-02-07,67783830000
2023-02-08,65732750000
2023-02-09,65656380000
2023-02-10,65263620000
2023-02-13,65590920000
2023-02-14,67718370000
2023-02-15,67467440000
2023-02-16,65514550000
2023-02-17,64379910000
2023-02-21,62841600000
2023-02-22,62165180000
2023-02-23,64096250000
2023-02-24,63474380000
2023-02-27,63168900000
2023-02-28,63081620000
2023-03-01,62557940000
2023-03-02,61734420000
2023-03-03,62117320000
2023-03-06,62172020000
