,IEX
2018-09-21,11955921920
2018-09-24,11850266360
2018-09-25,11790548000
2018-09-26,11733126500
2018-09-27,11653502020
2018-09-28,11534830920
2018-10-01,11503702080
2018-10-02,11413109760
2018-10-03,11493044160
2018-10-04,11406258240
2018-10-05,11271511680
2018-10-08,11099462400
2018-10-09,10919039040
2018-10-10,10667055360
2018-10-11,10214855040
2018-10-12,10390710720
2018-10-15,10290983040
2018-10-16,10414310400
2018-10-17,10456942080
2018-10-18,10229319360
2018-10-19,10114366080
2018-10-22,10166894400
2018-10-23,9851724480
2018-10-24,9678152640
2018-10-25,9657598080
2018-10-26,9696423360
2018-10-29,9516761280
2018-10-30,9535032000
2018-10-31,9654552960
2018-11-01,10045850880
2018-11-02,10210287360
2018-11-05,10196584320
2018-11-06,10236170880
2018-11-07,10546773120
2018-11-08,10393755840
2018-11-09,10317627840
2018-11-12,10124262720
2018-11-13,10099901760
2018-11-14,10181358720
2018-11-15,10358736960
2018-11-16,10411265280
2018-11-19,10247590080
2018-11-20,10048134720
2018-11-21,10126546560
2018-11-23,10003219200
2018-11-26,10144056000
2018-11-27,10035954240
2018-11-28,10247590080
2018-11-29,10228558080
2018-11-30,10459987200
2018-12-03,10596256320
2018-12-04,10238454720
2018-12-06,10280325120
2018-12-07,10173745919
2018-12-10,10230080640
2018-12-11,10166133120
2018-12-12,10323718080
2018-12-13,10278041280
2018-12-14,10091527680
2018-12-17,9844111680
2018-12-18,9823557120
2018-12-19,9569289600
2018-12-20,9511432320
2018-12-21,9417794880
2018-12-24,9031825920
2018-12-26,9414749760
2018-12-27,9548735040
2018-12-28,9452052480
2018-12-31,9525306920
2019-01-02,9434022100
2019-01-03,9160167640
2019-01-04,9758422700
2019-01-07,9945518860
2019-01-08,10177125800
2019-01-09,10225408680
2019-01-10,10303113940
2019-01-11,10302359520
2019-01-14,10177125800
2019-01-15,10158265300
2019-01-16,10248041280
2019-01-17,10398925280
2019-01-18,10619970340
2019-01-22,10380819200
2019-01-23,10253322220
2019-01-24,10317447920
2019-01-25,10355168920
2019-01-28,10233707300
2019-01-29,10493982200
2019-01-30,10343098200
2019-01-31,10400434120
2019-02-01,10416276940
2019-02-04,10420803460
2019-02-05,10437400700
2019-02-06,10425329980
2019-02-07,10399679700
2019-02-08,10563388840
2019-02-11,10589039120
2019-02-12,10785942740
2019-02-13,10710500740
2019-02-14,10643357360
2019-02-15,10872701040
2019-02-19,10753502680
2019-02-20,10801031140
2019-02-21,10747467320
2019-02-22,10905141100
2019-02-25,10926264860
2019-02-26,10828944680
2019-02-27,10936072320
2019-02-28,10871192200
2019-03-01,10927773700
2019-03-04,10980583100
2019-03-05,10919475080
2019-03-06,10945879780
2019-03-07,10849314020
2019-03-08,10785188320
2019-03-11,11071113500
2019-03-12,11006233379
2019-03-13,11121659640
2019-03-14,11065078140
2019-03-15,11144292240
2019-03-18,11314791160
2019-03-19,11255191980
2019-03-20,11207663520
2019-03-21,11440024879
2019-03-22,11160135060
2019-03-25,11151836440
2019-03-26,11341195860
2019-03-27,11313282320
2019-03-28,11425690900
2019-03-29,11447569080
2019-04-01,11755158800
2019-04-02,11682717200
2019-04-03,11737803000
2019-04-04,11797416400
2019-04-05,11791379600
2019-04-08,11878158600
2019-04-09,11660833800
2019-04-10,11724974800
2019-04-11,11885704600
2019-04-12,11867594200
2019-04-15,11787606600
2019-04-16,11755158800
2019-04-17,11657815400
2019-04-18,11660079200
2019-04-22,11590656000
2019-04-23,11786097400
2019-04-24,11825336600
2019-04-25,11569527200
2019-04-26,11816281400
2019-04-29,11869858000
2019-04-30,11821563600
2019-05-01,11654797000
2019-05-02,11722711000
2019-05-03,11804207800
2019-05-06,11771760000
2019-05-07,11599711200
2019-05-08,11583110000
2019-05-09,11538588600
2019-05-10,11657815400
2019-05-13,11362012200
2019-05-14,11404269800
2019-05-15,11580091600
2019-05-16,11580091600
2019-05-17,11365030600
2019-05-20,11396723800
2019-05-21,11562735800
2019-05-22,11456337200
2019-05-23,11374840400
2019-05-24,11539343200
2019-05-28,11431435400
2019-05-29,11443509000
2019-05-30,11497085600
2019-05-31,11523496600
2019-06-03,11583864600
2019-06-04,11886459200
2019-06-05,11930980600
2019-06-06,11943808800
2019-06-07,12192826800
2019-06-10,12305262200
2019-06-11,12231311400
2019-06-12,12096238000
2019-06-13,12093974200
2019-06-14,12049452800
2019-06-17,12064544800
2019-06-18,12291679399
2019-06-19,12378458400
2019-06-20,12535415200
2019-06-21,12642568400
2019-06-24,12516550200
2019-06-25,12633513200
2019-06-26,12696899600
2019-06-27,12797261400
2019-06-28,12989684399
2019-07-01,13123762260
2019-07-02,13054120100
2019-07-03,13101052860
2019-07-05,12999617540
2019-07-08,12917106719
2019-07-09,12867146040
2019-07-10,12793718980
2019-07-11,12803559719
2019-07-12,12931489340
2019-07-15,12806587640
2019-07-16,12744515280
2019-07-17,12546943500
2019-07-18,12482600200
2019-07-19,12449293080
2019-07-22,12471245500
2019-07-23,12637024120
2019-07-24,12615071700
2019-07-25,12507580540
2019-07-26,12778579380
2019-07-29,12674873120
2019-07-30,12850492480
2019-07-31,12733917560
2019-08-01,12725590780
2019-08-02,12231282840
2019-08-05,11803589140
2019-08-06,12079886840
2019-08-07,11969367760
2019-08-08,12272159760
2019-08-09,12265346940
2019-08-12,12277458620
2019-08-13,12465189660
2019-08-14,12176780280
2019-08-15,12245665460
2019-08-16,12414472000
2019-08-19,12531803900
2019-08-20,12472759460
2019-08-21,12555270280
2019-08-22,12479572280
2019-08-23,12153313900
2019-08-26,12164668600
2019-08-27,12309251780
2019-08-28,12325905340
2019-08-29,12514393360
2019-08-30,12468217580
2019-09-03,12207059480
2019-09-04,12335746080
2019-09-05,12771009580
2019-09-06,12781607300
2019-09-09,12711965140
2019-09-10,12583278540
2019-09-11,12693040640
2019-09-12,12831567980
2019-09-13,12935274240
2019-09-16,12984477940
2019-09-17,12976151160
2019-09-18,12899696180
2019-09-19,12616585660
2019-09-20,12440209320
2019-09-23,12384192800
2019-09-24,12291084260
2019-09-25,12427340660
2019-09-26,12403117300
2019-09-27,12455348920
2019-09-30,12418662520
2019-10-01,12089023870
2019-10-02,11878358250
2019-10-03,11935950290
2019-10-04,12014002660
2019-10-07,11832133059
2019-10-08,11541899490
2019-10-09,11660114730
2019-10-10,11826828530
2019-10-11,12082203760
2019-10-14,11920794490
2019-10-15,12012487080
2019-10-16,11927614600
2019-10-17,12095086190
2019-10-18,12150404860
2019-10-21,12074625860
2019-10-22,12059470059
2019-10-23,12047345420
2019-10-24,11960199570
2019-10-25,12027642880
2019-10-28,12076141440
2019-10-29,12297416120
2019-10-30,11839710960
2019-10-31,11785907870
2019-11-01,12051892160
2019-11-04,12139795800
2019-11-05,12165560660
2019-11-06,12098875140
2019-11-07,12153436020
2019-11-08,12095843980
2019-11-11,12185263200
2019-11-12,12238308500
2019-11-13,12251948720
2019-11-14,12256495460
2019-11-15,12280744740
2019-11-18,12214059220
2019-11-19,12318634240
2019-11-20,12276955790
2019-11-21,12195872260
2019-11-22,12161771710
2019-11-25,12195114470
2019-11-26,12267104520
2019-11-27,12375468490
2019-11-29,12332274460
2019-12-02,12139038010
2019-12-03,11960199570
2019-12-04,11924583440
2019-12-05,12145100330
2019-12-06,12369406170
2019-12-09,12338336780
2019-12-10,12361828270
2019-12-11,12425482630
2019-12-12,12644483940
2019-12-13,12683131230
2019-12-16,12670248800
2019-12-17,12821049010
2019-12-18,12806651000
2019-12-19,12730872000
2019-12-20,12986247230
2019-12-23,13137047440
2019-12-24,13025652309
2019-12-26,13089306670
2019-12-27,13080970980
2019-12-30,13058995070
2019-12-31,13027280000
2020-01-02,13125742000
2020-01-03,13084842400
2020-01-06,13098475600
2020-01-07,12937149400
2020-01-08,13040913200
2020-01-09,13170428599
2020-01-10,13032581800
2020-01-13,13128771600
2020-01-14,13062120400
2020-01-15,13112108800
2020-01-16,13305245800
2020-01-17,13318879000
2020-01-21,13243896400
2020-01-22,13103020000
2020-01-23,13159067600
2020-01-24,13037883599
2020-01-27,12859137200
2020-01-28,12972747200
2020-01-29,13037883599
2020-01-30,12566780800
2020-01-31,12409999000
2020-02-03,12501644400
2020-02-04,12806876600
2020-02-05,12907610800
2020-02-06,12965930600
2020-02-07,12978049000
2020-02-10,13214357800
2020-02-11,13334027000
2020-02-12,13391589400
2020-02-13,13231020600
2020-02-14,13238594600
2020-02-18,13250713000
2020-02-19,13143919600
2020-02-20,13146949200
2020-02-21,13129529000
2020-02-24,12833385600
2020-02-25,12333501600
2020-02-26,12066139400
2020-02-27,11523841000
2020-02-28,11209520000
2020-03-02,11591249600
2020-03-03,11317070800
2020-03-04,11656386000
2020-03-05,11225425400
2020-03-06,11076217600
2020-03-09,10277160600
2020-03-10,10940643000
2020-03-11,10215053800
2020-03-12,9326623600
2020-03-13,9910579000
2020-03-16,8763118000
2020-03-17,9540210400
2020-03-18,8634360000
2020-03-19,9343286400
2020-03-20,8822195200
2020-03-23,8683591000
2020-03-24,9088042600
2020-03-25,9040326400
2020-03-26,9528849400
2020-03-27,9935573200
2020-03-30,10367291200
2020-03-31,10381866810
2020-04-01,10012777200
2020-04-02,10251820980
2020-04-03,10411935210
2020-04-06,10821617160
2020-04-07,10981731390
2020-04-08,11350821000
2020-04-09,11389909920
2020-04-13,11022323730
2020-04-14,11292187620
2020-04-15,10929863400
2020-04-16,11037357930
2020-04-17,11480866830
2020-04-20,11394420180
2020-04-21,11172665730
2020-04-22,11400433860
2020-04-23,11453053560
2020-04-24,11480115120
2020-04-27,11748475590
2020-04-28,11860480380
2020-04-29,11867997480
2020-04-30,11548520730
2020-05-01,11372620590
2020-05-04,11323007730
2020-05-05,11409454380
2020-05-06,11403440700
2020-05-07,11531231400
2020-05-08,11628953700
2020-05-11,11543258760
2020-05-12,11130569970
2020-05-13,11035102800
2020-05-14,11202734130
2020-05-15,11156879820
2020-05-18,11623691730
2020-05-19,11362096650
2020-05-20,11453805270
2020-05-21,11392916760
2020-05-22,11309476950
2020-05-26,11658270390
2020-05-27,11967974910
2020-05-28,11837177370
2020-05-29,11980002270
2020-06-01,11886038520
2020-06-02,12019842900
2020-06-03,12467862060
2020-06-04,12325037160
2020-06-05,12575356590
2020-06-08,12543033060
2020-06-09,12185970810
2020-06-10,12040890780
2020-06-11,11359841520
2020-06-12,11470342890
2020-06-15,11480115120
2020-06-16,11650753290
2020-06-17,11627450280
2020-06-18,11509431810
2020-06-19,11519204040
2020-06-22,11534238240
2020-06-23,11598885300
2020-06-24,11182437960
2020-06-25,11440274490
2020-06-26,11633463960
2020-06-29,11605650689
2020-06-30,11908630080
2020-07-01,11742855680
2020-07-02,11897327279
2020-07-06,12058580560
2020-07-07,11930482160
2020-07-08,11891299120
2020-07-09,11844580880
2020-07-10,11825742880
2020-07-13,12014122880
2020-07-14,12266552080
2020-07-15,12668178240
2020-07-16,12693797920
2020-07-17,12777438640
2020-07-20,12732980960
2020-07-21,12821142800
2020-07-22,12760107680
2020-07-23,12878410320
2020-07-24,12634269840
2020-07-27,12776685120
2020-07-28,12461713760
2020-07-29,12553643200
2020-07-30,12402939200
2020-07-31,12419516640
2020-08-03,12530284080
2020-08-04,12436847600
2020-08-05,12519734800
2020-08-06,12547615040
2020-08-07,12624474080
2020-08-10,12901015920
2020-08-11,13112755040
2020-08-12,13335796960
2020-08-13,13176050720
2020-08-14,13314698400
2020-08-17,13176050720
2020-08-18,13304149120
2020-08-19,13246128080
2020-08-20,13283050560
2020-08-21,13476705200
2020-08-24,13607817680
2020-08-25,13540754400
2020-08-26,13563360000
2020-08-27,13468416480
2020-08-28,13630423279
2020-08-31,13580690960
2020-09-01,13720092160
2020-09-02,13877577840
2020-09-03,13574662800
2020-09-04,13384022240
2020-09-08,13262705520
2020-09-09,13540000880
2020-09-10,13367444800
2020-09-11,13647754240
2020-09-14,13872303200
2020-09-15,14031295920
2020-09-16,14050133920
2020-09-17,14054655040
2020-09-18,14018486080
2020-09-21,13431494000
2020-09-22,13588979680
2020-09-23,13300381520
2020-09-24,13394571520
2020-09-25,13490268560
2020-09-28,13662824640
2020-09-29,13695226000
2020-09-30,13829778970
2020-10-01,13504524040
2020-10-02,13640994640
2020-10-05,13867687470
2020-10-06,13935164600
2020-10-07,14343060060
2020-10-08,14405230000
2020-10-09,14436314970
2020-10-12,14343060060
2020-10-13,14117125400
2020-10-14,14264968550
2020-10-15,14376419540
2020-10-16,14612210410
2020-10-19,14385517580
2020-10-20,14476497980
2020-10-21,14439347650
2020-10-22,14334720190
2020-10-23,14528811710
2020-10-26,14411295360
2020-10-27,14101962000
2020-10-28,13083739690
2020-10-29,12792602410
2020-10-30,12918458629
2020-11-02,13553046920
2020-11-03,13678903140
2020-11-04,13412027300
2020-11-05,13477988090
2020-11-06,13876027340
2020-11-09,14239190770
2020-11-10,14857099320
2020-11-11,14514406480
2020-11-12,14332445680
2020-11-13,14645569890
2020-11-16,14955661420
2020-11-17,14950354230
2020-11-18,14970824820
2020-11-19,14865439190
2020-11-20,14706223490
2020-11-23,14661491460
2020-11-24,14745648330
2020-11-25,14531844390
2020-11-27,14584158120
2020-11-30,14644053550
2020-12-01,14794929379
2020-12-02,14396131960
2020-12-03,14424942420
2020-12-04,14616001260
2020-12-07,14474981640
2020-12-08,14714563360
2020-12-09,14743373820
2020-12-10,14547007790
2020-12-11,14627373810
2020-12-14,14607661390
2020-12-15,14890458800
2020-12-16,14813883629
2020-12-17,15002667960
2020-12-18,15053465350
2020-12-21,15036785610
2020-12-22,14889700629
2020-12-23,14769909770
2020-12-24,14902589520
2020-12-28,14853308470
2020-12-29,14801752910
2020-12-30,14907896710
2020-12-31,15119280000
2021-01-04,14824029000
2021-01-05,14795187000
2021-01-06,15345462000
2021-01-07,15805416000
2021-01-08,15705228000
2021-01-11,15830463000
2021-01-12,15813765000
2021-01-13,15401628000
2021-01-14,15125352000
2021-01-15,14727636000
2021-01-19,14681337000
2021-01-20,15049452000
2021-01-21,14840727000
2021-01-22,14917386000
2021-01-25,14734467000
2021-01-26,14681337000
2021-01-27,14294247000
2021-01-28,14328402000
2021-01-29,14131821000
2021-02-01,14376978000
2021-02-02,14709420000
2021-02-03,14784561000
2021-02-04,14392158000
2021-02-05,14599365000
2021-02-08,15060837000
2021-02-09,14994804000
2021-02-10,15131424000
2021-02-11,15028200000
2021-02-12,15170133000
2021-02-16,14974311000
2021-02-17,14686650000
2021-02-18,14695758000
2021-02-19,14933325000
2021-02-22,14975070000
2021-02-23,14937879000
2021-02-24,15022887000
2021-02-25,14960649000
2021-02-26,14813403000
2021-03-01,15173169000
2021-03-02,15162543000
2021-03-03,15117762000
2021-03-04,14810367000
2021-03-05,15025164000
2021-03-08,15084366000
2021-03-09,15000875999
2021-03-10,15198216000
2021-03-11,15106377000
2021-03-12,15130665000
2021-03-15,15442614000
2021-03-16,15084366000
2021-03-17,14968998000
2021-03-18,15211878000
2021-03-19,15114725999
2021-03-22,15040344000
2021-03-23,15019092000
2021-03-24,15281706000
2021-03-25,15303717000
2021-03-26,15677145000
2021-03-29,15797825999
2021-03-30,15973914000
2021-03-31,15908320000
2021-04-01,16131000000
2021-04-05,16314160000
2021-04-06,16340760000
2021-04-07,16286040000
2021-04-08,16364320000
2021-04-09,16523920000
2021-04-12,16586240000
2021-04-13,16457040000
2021-04-14,16375720000
2021-04-15,16571800000
2021-04-16,16763320000
2021-04-19,16708600000
2021-04-20,16907720000
2021-04-21,17071880000
2021-04-22,17092400000
2021-04-23,17114440000
2021-04-26,17133440000
2021-04-27,17190440000
2021-04-28,17100000000
2021-04-29,17339400000
2021-04-30,17039200000
2021-05-03,16986000000
2021-05-04,17277840000
2021-05-05,17152440000
2021-05-06,17201840000
2021-05-07,17176000000
2021-05-10,17241360000
2021-05-11,17081000000
2021-05-12,16583960000
2021-05-13,16968520000
2021-05-14,17051360000
2021-05-17,17011840000
2021-05-18,16824880000
2021-05-19,16523920000
2021-05-20,16722280000
2021-05-21,16716960000
2021-05-24,16777760000
2021-05-25,16835520000
2021-05-26,16821840000
2021-05-27,16862120000
2021-05-28,16922160000
2021-06-01,17014120000
2021-06-02,16979160000
2021-06-03,16963200000
2021-06-04,17129639999
2021-06-07,16929000000
2021-06-08,16961680000
2021-06-09,16796760000
2021-06-10,16720760000
2021-06-11,16739000000
2021-06-14,16783080000
2021-06-15,16906960000
2021-06-16,16548240000
2021-06-17,16314160000
2021-06-18,16095280000
2021-06-21,16500360000
2021-06-22,16526960000
2021-06-23,16540639999
2021-06-24,16628800000
2021-06-25,16706320000
2021-06-28,16713920000
2021-06-29,16763320000
2021-06-30,16723800000
2021-07-01,16710120000
2021-07-02,16797520000
2021-07-06,16672120000
2021-07-07,16982200000
2021-07-08,16771680000
2021-07-09,17044520000
2021-07-12,17062000000
2021-07-13,16980680000
2021-07-14,17017920000
2021-07-15,17076440000
2021-07-16,17226920000
2021-07-19,16898600000
2021-07-20,17350040000
2021-07-21,17286960000
2021-07-22,17191960000
2021-07-23,17312800000
2021-07-26,17185880000
2021-07-27,17195000000
2021-07-28,16691120000
2021-07-29,16951800000
2021-07-30,17228440000
2021-08-02,17171440000
2021-08-03,17386520000
2021-08-04,17235280000
2021-08-05,17260360000
2021-08-06,17302920000
2021-08-09,17198800000
2021-08-10,17252000000
2021-08-11,17326480000
2021-08-12,17214000000
2021-08-13,17023240000
2021-08-16,17279360000
2021-08-17,17003480000
2021-08-18,16685800000
2021-08-19,16770920000
2021-08-20,16818040000
2021-08-23,16850720000
2021-08-24,17071880000
2021-08-25,17208680000
2021-08-26,17164600000
2021-08-27,17122800000
2021-08-30,17172200000
2021-08-31,17024000000
2021-09-01,16767880000
2021-09-02,17040720000
2021-09-03,16915320000
2021-09-07,16504920000
2021-09-08,16651600000
2021-09-09,16548240000
2021-09-10,16504160000
2021-09-13,16299720000
2021-09-14,16409920000
2021-09-15,16653880000
2021-09-16,16596120000
2021-09-17,16397000000
2021-09-20,16317960000
2021-09-21,16219160000
2021-09-22,16355200000
2021-09-23,16509480000
2021-09-24,16467680000
2021-09-27,16370400000
2021-09-28,16080080000
2021-09-29,16188000000
2021-09-30,15748895000
2021-10-01,15992415000
2021-10-04,15862284000
2021-10-05,16060144000
2021-10-06,16113414000
2021-10-07,16272463000
2021-10-08,16119502000
2021-10-11,15764876000
2021-10-12,15659858000
2021-10-13,15681927000
2021-10-14,16230608000
2021-10-15,16243545000
2021-10-18,16238218000
2021-10-19,16456625000
2021-10-20,16596649000
2021-10-21,16761025000
2021-10-22,16823427000
2021-10-25,16832559000
2021-10-26,16738956000
2021-10-27,16910942000
2021-10-28,16967256000
2021-10-29,16937577000
2021-11-01,17038790000
2021-11-02,17647590000
2021-11-03,17527352000
2021-11-04,17760218000
2021-11-05,17846211000
2021-11-08,17918506000
2021-11-09,17948946000
2021-11-10,17924594000
2021-11-11,17775438000
2021-11-12,17887305000
2021-11-15,17853821000
2021-11-16,17997650000
2021-11-17,17971776000
2021-11-18,17947424000
2021-11-19,17839362000
2021-11-22,17907852000
2021-11-23,17987757000
2021-11-24,17964927000
2021-11-26,17574534000
2021-11-29,17839362000
2021-11-30,17091299000
2021-12-01,16829515000
2021-12-02,17366781000
2021-12-03,17372869000
2021-12-06,17859909000
2021-12-07,17894154000
2021-12-08,18042549000
2021-12-09,17910135000
2021-12-10,17981669000
2021-12-13,17999933000
2021-12-14,17818054000
2021-12-15,18097341000
2021-12-16,18225950000
2021-12-17,17406353000
2021-12-20,17007589000
2021-12-21,17385806000
2021-12-22,17430705000
2021-12-23,17551704000
2021-12-27,17778482000
2021-12-28,17881217000
2021-12-29,17946663000
2021-12-30,17916223000
2021-12-31,17983952000
2022-01-03,17555509000
2022-01-04,17923072000
2022-01-05,17605735000
2022-01-06,17553987000
2022-01-07,17318077000
2022-01-10,17110324000
2022-01-11,17210776000
2022-01-12,17269373000
2022-01-13,17214581000
2022-01-14,16765591000
2022-01-18,16560121000
2022-01-19,16445210000
2022-01-20,16445210000
2022-01-21,16677315000
2022-01-24,16787660000
2022-01-25,16398028000
2022-01-26,16108848000
2022-01-27,15879787000
2022-01-28,16079169000
2022-01-31,16394984000
2022-02-01,16455103000
2022-02-02,15714650000
2022-02-03,15419382000
2022-02-04,15028228000
2022-02-07,15066278000
2022-02-08,15048014000
2022-02-09,15132485000
2022-02-10,14812865000
2022-02-11,14446824000
2022-02-14,14586848000
2022-02-15,14555647000
2022-02-16,14457478000
2022-02-17,14360831000
2022-02-18,14408774000
2022-02-22,14358548000
2022-02-23,14115028000
2022-02-24,14382139000
2022-02-25,14648489000
2022-02-28,14603590000
2022-03-01,14361592000
2022-03-02,14694149000
2022-03-03,14804494000
2022-03-04,14623376000
2022-03-07,14335718000
2022-03-08,13948369000
2022-03-09,14606634000
2022-03-10,14370724000
2022-03-11,14431603999
2022-03-14,14389749000
2022-03-15,14662948000
2022-03-16,14925493000
2022-03-17,15065517000
2022-03-18,15143139000
2022-03-21,15103567000
2022-03-22,15010725000
2022-03-23,14717740000
2022-03-24,14779381000
2022-03-25,14852437000
2022-03-28,14817431000
2022-03-29,15102045000
2022-03-30,14867657000
2022-03-31,14533134000
2022-04-01,14565728000
2022-04-04,14665784000
2022-04-05,14563454000
2022-04-06,14749922000
2022-04-07,15062976000
2022-04-08,14920472000
2022-04-11,14790854000
2022-04-12,14687008000
2022-04-13,14788580000
2022-04-14,14444448000
2022-04-18,14329990000
2022-04-19,14675638000
2022-04-20,14945486000
2022-04-21,14859074000
2022-04-22,14509636000
2022-04-25,14531618000
2022-04-26,14163230000
2022-04-27,14564970000
2022-04-28,14852252000
2022-04-29,14388356000
2022-05-02,14408064000
2022-05-03,14488411999
2022-05-04,14969742000
2022-05-05,14383808000
2022-05-06,14254948000
2022-05-09,14326200000
2022-05-10,14007082000
2022-05-11,13836532000
2022-05-12,13983584000
2022-05-13,14111686000
2022-05-16,14058626000
2022-05-17,14336054000
2022-05-18,13759974000
2022-05-19,13885802000
2022-05-20,14060142000
2022-05-23,14060900000
2022-05-24,14210226000
2022-05-25,14041192000
2022-05-26,14334538000
2022-05-27,14564211999
2022-05-31,14519490000
2022-06-01,14508120000
2022-06-02,14870444000
2022-06-03,14793128000
2022-06-06,14781758000
2022-06-07,14918956000
2022-06-08,14737794000
2022-06-09,14489170000
2022-06-10,14044224000
2022-06-13,13653096000
2022-06-14,13599278000
2022-06-15,13618228000
2022-06-16,13144478000
2022-06-17,13117948000
2022-06-21,13359750000
2022-06-22,13415842000
2022-06-23,13613680000
2022-06-24,14065448000
2022-06-27,13961602000
2022-06-28,13707672000
2022-06-29,13725864000
2022-06-30,13694902000
2022-07-01,13847964000
2022-07-05,13906776000
2022-07-06,13970112000
2022-07-07,14126944000
2022-07-08,14001026000
2022-07-11,14045512000
2022-07-12,13743158000
2022-07-13,13679068000
2022-07-14,13674544000
2022-07-15,14044004000
2022-07-18,13780104000
2022-07-19,14280005999
2022-07-20,14273220000
2022-07-21,14525055999
2022-07-22,14534858000
2022-07-25,14542398000
2022-07-26,14673594000
2022-07-27,15058888000
2022-07-28,15538432000
2022-07-29,15739750000
2022-08-01,15705820000
2022-08-02,15579148000
2022-08-03,15822690000
2022-08-04,15904122000
2022-08-05,15979522000
2022-08-08,15919202000
2022-08-09,15793284000
2022-08-10,16114488000
2022-08-11,16137108000
2022-08-12,16226080000
2022-08-15,16295448000
2022-08-16,16392714000
2022-08-17,16278860000
2022-08-18,16409302000
2022-08-19,16251716000
2022-08-22,15910154000
2022-08-23,15941822000
2022-08-24,15941822000
2022-08-25,16094884000
2022-08-26,15491684000
2022-08-29,15441920000
2022-08-30,15275286000
2022-08-31,15171234000
2022-09-01,15276794000
2022-09-02,15081508000
2022-09-06,15150122000
2022-09-07,15625896000
2022-09-08,15727686000
2022-09-09,15837016000
2022-09-12,15922218000
2022-09-13,15680938000
2022-09-14,15686216000
2022-09-15,15520336000
2022-09-16,15451722000
2022-09-19,15788005999
2022-09-20,15548988000
2022-09-21,15405728000
2022-09-22,15212704000
2022-09-23,15027974000
2022-09-26,15051348000
2022-09-27,14969162000
2022-09-28,15301676000
2022-09-29,15098850000
2022-09-30,15088675000
2022-10-03,15484295000
2022-10-04,15903319999
2022-10-05,15768930000
2022-10-06,15657944999
2022-10-07,15253265000
2022-10-10,15378595000
2022-10-11,15519780000
2022-10-12,15130200000
2022-10-13,15387655000
2022-10-14,14881805000
2022-10-17,15370290000
2022-10-18,15561305000
2022-10-19,15406530000
2022-10-20,15046395000
2022-10-21,15398225000
2022-10-24,15636050000
2022-10-25,16031670000
2022-10-26,16597165000
2022-10-27,16424270000
2022-10-28,16830460000
2022-10-31,16784405000
2022-11-01,16864435000
2022-11-02,16490710000
2022-11-03,16665870000
2022-11-04,16805545000
2022-11-07,17044125000
2022-11-08,16979194999
2022-11-09,16745145000
2022-11-10,17588480000
2022-11-11,17371040000
2022-11-14,17221550000
2022-11-15,17487310000
2022-11-16,17571870000
2022-11-17,17475985000
2022-11-18,17633025000
2022-11-21,17612640000
2022-11-22,17728910000
2022-11-23,17772700000
2022-11-25,17867830000
2022-11-28,17503165000
2022-11-29,17445030000
2022-11-30,17930495000
2022-12-01,18175870000
2022-12-02,18258920000
2022-12-05,17883685000
2022-12-06,17650390000
2022-12-07,17746275000
2022-12-08,17677570000
2022-12-09,17758355000
2022-12-12,18120755000
2022-12-13,18274775000
2022-12-14,18009770000
2022-12-15,17333290000
2022-12-16,17213245000
2022-12-19,17083385000
2022-12-20,17223060000
2022-12-21,17516000000
2022-12-22,17338575000
2022-12-23,17314415000
2022-12-27,17369530000
2022-12-28,17150580000
2022-12-29,17402750000
2022-12-30,17238915000
2023-01-03,17349444000
2023-01-04,17332812000
2023-01-05,17065944000
2023-01-06,17549784000
2023-01-09,17679816000
2023-01-10,17750880000
2023-01-11,17802288000
2023-01-12,17860500000
2023-01-13,18060840000
2023-01-17,17894520000
2023-01-18,17688132000
2023-01-19,17121132000
2023-01-20,17478720000
2023-01-23,17453016000
2023-01-24,17565660000
2023-01-25,17599680000
2023-01-26,17701740000
2023-01-27,18047988000
2023-01-30,17614044000
2023-01-31,18119808000
2023-02-01,17216388000
2023-02-02,17054604000
2023-02-03,17375904000
2023-02-06,17030412000
2023-02-07,16999416000
2023-02-08,16976736000
2023-02-09,16910208000
2023-02-10,17079552000
2023-02-13,17136252000
2023-02-14,17036460000
2023-02-15,17192952000
2023-02-16,17016804000
2023-02-17,17463600000
2023-02-21,17000928000
2023-02-22,16998660000
2023-02-23,17062164000
2023-02-24,16997904000
2023-02-27,17026632000
2023-02-28,17008488000
2023-03-01,16895088000
2023-03-02,16966908000
2023-03-03,17254944000
2023-03-06,17181612000
2023-03-07,16938936000
2023-03-08,16892064000
2023-03-09,16868628000
2023-03-10,16626708000
2023-03-13,16557912000
2023-03-14,16931376000
2023-03-15,16314480000
2023-03-16,16565472000
2023-03-17,16309944000
2023-03-20,16638804000
2023-03-21,16821756000
2023-03-22,16545060000
2023-03-23,16480800000
2023-03-24,16589664000
2023-03-27,16762788000
2023-03-28,16851996000
2023-03-29,17090892000
2023-03-30,17158176000
2023-03-31,17465868000
2023-04-03,17329788000
2023-04-04,16800588000
2023-04-05,16468704000
2023-04-06,16387812000
2023-04-10,16590420000
2023-04-11,16662996000
2023-04-12,16772616000
2023-04-13,16740864000
2023-04-14,16596468000
2023-04-17,16697772000
2023-04-18,16673580000
2023-04-19,16468704000
2023-04-20,16422588000
2023-04-21,16462656000
2023-04-24,16499700000
2023-04-25,16281972000
2023-04-26,15859368000
2023-04-27,15711948000
2023-04-28,15597792000
2023-05-01,15637104000
2023-05-02,15628788000
2023-05-03,15883560000
2023-05-04,15686244000
2023-05-05,15946308000
2023-05-08,15924383999
2023-05-09,15736896000
2023-05-10,15702120000
