,IEX
2009-06-18,1970362750
2009-06-19,1932118750
2009-06-22,1835712000
2009-06-23,1830931500
2009-06-24,1893078000
2009-06-25,1975940000
2009-06-26,1987094500
2009-06-29,1999842500
2009-06-30,1959211800
2009-07-01,1961604000
2009-07-02,1916949600
2009-07-06,1897812000
2009-07-07,1824451200
2009-07-08,1801326600
2009-07-09,1808503200
2009-07-10,1808503200
2009-07-13,1861929000
2009-07-14,1885053600
2009-07-15,1963996200
2009-07-16,1999081800
2009-07-17,2020611600
2009-07-20,2083606200
2009-07-21,2075632200
2009-07-22,2066860800
2009-07-23,2136234600
2009-07-24,2200026600
2009-07-27,2179294200
2009-07-28,2196039600
2009-07-29,2168928000
2009-07-30,2204013600
2009-07-31,2175307200
2009-08-03,2231125200
2009-08-04,2252655000
2009-08-05,2191255200
2009-08-06,2200824000
2009-08-07,2265413400
2009-08-10,2243086200
2009-08-11,2182483800
2009-08-12,2185673400
2009-08-13,2171320200
2009-08-14,2131450200
2009-08-17,2060481600
2009-08-18,2065266000
2009-08-19,2121881400
2009-08-20,2154574800
2009-08-21,2200824000
2009-08-24,2202418800
2009-08-25,2202418800
2009-08-26,2176902000
2009-08-27,2158561800
2009-08-28,2167333200
2009-08-31,2108325600
2009-09-01,2093972400
2009-09-02,2105933400
2009-09-03,2177699400
2009-09-04,2205608400
2009-09-08,2243883600
2009-09-09,2332395000
2009-09-10,2323623600
2009-09-11,2322028800
2009-09-14,2338774200
2009-09-15,2353127400
2009-09-16,2288538000
2009-09-17,2285348400
2009-09-18,2286145800
2009-09-21,2255047200
2009-09-22,2252655000
2009-09-23,2248668000
2009-09-24,2197634400
2009-09-25,2176902000
2009-09-28,2188863000
2009-09-29,2255844600
2009-09-30,2234267100
2009-10-01,2143937160
2009-10-02,2099171880
2009-10-05,2151930960
2009-10-06,2188702440
2009-10-07,2192699340
2009-10-08,2284628040
2009-10-09,2339785260
2009-10-12,2357371620
2009-10-13,2307810060
2009-10-14,2355772860
2009-10-15,2344581540
2009-10-16,2333390220
2009-10-19,2378954880
2009-10-20,2417325120
2009-10-21,2479676760
2009-10-22,2491667460
2009-10-23,2453297220
2009-10-26,2430115200
2009-10-27,2367763560
2009-10-28,2289424320
2009-10-29,2326195800
2009-10-30,2272637340
2009-11-02,2273436720
2009-11-03,2320600140
2009-11-04,2332590840
2009-11-05,2394942480
2009-11-06,2376556740
2009-11-09,2425318920
2009-11-10,2419723260
2009-11-11,2414926980
2009-11-12,2366964180
2009-11-13,2434911480
2009-11-16,2498062500
2009-11-17,2470883580
2009-11-18,2435710860
2009-11-19,2408531940
2009-11-20,2399738760
2009-11-23,2428516440
2009-11-24,2434112100
2009-11-25,2439707760
2009-11-27,2396541240
2009-11-30,2368562940
2009-12-01,2399738760
2009-12-02,2428516440
2009-12-03,2420522640
2009-12-04,2466087300
2009-12-07,2466886680
2009-12-08,2447701560
2009-12-09,2443704660
2009-12-10,2474880480
2009-12-11,2488469940
2009-12-14,2528438940
2009-12-15,2554818480
2009-12-16,2522043900
2009-12-17,2516448240
2009-12-18,2543627160
2009-12-21,2560414140
2009-12-22,2591589960
2009-12-23,2571605460
2009-12-24,2577201120
2009-12-28,2558016000
2009-12-29,2531636460
2009-12-30,2514849480
2009-12-31,2494492000
2010-01-04,2534532000
2010-01-05,2516914400
2010-01-06,2547344800
2010-01-07,2542540000
2010-01-08,2581779200
2010-01-11,2581779200
2010-01-12,2544141600
2010-01-13,2544141600
2010-01-14,2534532000
2010-01-15,2500898400
2010-01-19,2529727200
2010-01-20,2509707200
2010-01-21,2443240800
2010-01-22,2400798400
2010-01-25,2367965600
2010-01-26,2353551200
2010-01-27,2344742400
2010-01-28,2306304000
2010-01-29,2259857600
2010-02-01,2304702400
2010-02-02,2348746400
2010-02-03,2347945600
2010-02-04,2346344000
2010-02-05,2323921600
2010-02-08,2340738400
2010-02-09,2346344000
2010-02-10,2323921600
2010-02-11,2366364000
2010-02-12,2397595200
2010-02-16,2428025600
2010-02-17,2450448000
2010-02-18,2501699200
2010-02-19,2520918400
2010-02-22,2524121600
2010-02-23,2468065600
2010-02-24,2474472000
2010-02-25,2486484000
2010-02-26,2482480000
2010-03-01,2527324800
2010-03-02,2544141600
2010-03-03,2529727200
2010-03-04,2508906400
2010-03-05,2576173600
2010-03-08,2586584000
2010-03-09,2596994400
2010-03-10,2615412799
2010-03-11,2642640000
2010-03-12,2626624000
2010-03-15,2619416800
2010-03-16,2608205600
2010-03-17,2626624000
2010-03-18,2585783200
2010-03-19,2569767200
2010-03-22,2600197600
2010-03-23,2653050400
2010-03-24,2607404800
2010-03-25,2578576000
2010-03-26,2628225600
2010-03-29,2659456800
2010-03-30,2676273600
2010-03-31,2660213900
2010-04-01,2665036039
2010-04-05,2701202090
2010-04-06,2706024230
2010-04-07,2694772570
2010-04-08,2683520910
2010-04-09,2706827920
2010-04-12,2732546000
2010-04-13,2741386590
2010-04-14,2761478840
2010-04-15,2773534190
2010-04-16,2743797660
2010-04-19,2698791020
2010-04-20,2749423490
2010-04-21,2793626440
2010-04-22,2808092860
2010-04-23,2799252270
2010-04-26,2814522380
2010-04-27,2759067770
2010-04-28,2737368140
2010-04-29,2782374780
2010-04-30,2700398400
2010-05-03,2765497289
2010-05-04,2669054490
2010-05-05,2683520910
2010-05-06,2566182170
2010-05-07,2481794720
2010-05-10,2643336410
2010-05-11,2649765930
2010-05-12,2710042680
2010-05-13,2715668510
2010-05-14,2633692130
2010-05-17,2649765930
2010-05-18,2613599880
2010-05-19,2544482540
2010-05-20,2415892140
2010-05-21,2418303210
2010-05-24,2411070000
2010-05-25,2386959300
2010-05-26,2403836790
2010-05-27,2497868520
2010-05-28,2454469260
2010-06-01,2401425720
2010-06-02,2473757820
2010-06-03,2533230880
2010-06-04,2388566680
2010-06-07,2335523140
2010-06-08,2328289930
2010-06-09,2332308380
2010-06-10,2440002840
2010-06-11,2479383650
2010-06-14,2517960770
2010-06-15,2611188810
2010-06-16,2583059660
2010-06-17,2551715750
2010-06-18,2537249330
2010-06-21,2527605050
2010-06-22,2451254500
2010-06-23,2447236050
2010-06-24,2452861880
2010-06-25,2463309850
2010-06-28,2423929040
2010-06-29,2323467790
2010-06-30,2300370690
2010-07-01,2270579400
2010-07-02,2242398450
2010-07-06,2252060490
2010-07-07,2314863750
2010-07-08,2334187830
2010-07-09,2357537760
2010-07-12,2368810140
2010-07-13,2451742650
2010-07-14,2450132310
2010-07-15,2437249590
2010-07-16,2331772320
2010-07-19,2396991090
2010-07-20,2466235710
2010-07-21,2504883870
2010-07-22,2560440600
2010-07-23,2611166310
2010-07-26,2628074880
2010-07-27,2581375020
2010-07-28,2548363050
2010-07-29,2560440600
2010-07-30,2590231890
2010-08-02,2639347260
2010-08-03,2624049030
2010-08-04,2644983450
2010-08-05,2657866170
2010-08-06,2648204130
2010-08-09,2665112700
2010-08-10,2628880050
2010-08-11,2536285500
2010-08-12,2512935570
2010-08-13,2491195980
2010-08-16,2481533940
2010-08-17,2542726860
2010-08-18,2588621550
2010-08-19,2517766590
2010-08-20,2519376930
2010-08-23,2496832170
2010-08-24,2425977210
2010-08-25,2431613400
2010-08-26,2409068640
2010-08-27,2471066730
2010-08-30,2404237620
2010-08-31,2398601430
2010-09-01,2517766590
2010-09-02,2594257740
2010-09-03,2636931750
2010-09-07,2603919780
2010-09-08,2622438690
2010-09-09,2633711070
2010-09-10,2644983450
2010-09-13,2708591880
2010-09-14,2698929840
2010-09-15,2708591880
2010-09-16,2732746980
2010-09-17,2759317590
2010-09-20,2825341530
2010-09-21,2821315680
2010-09-22,2795550240
2010-09-23,2748850380
2010-09-24,2835003570
2010-09-27,2817289830
2010-09-28,2859963840
2010-09-29,2843860440
2010-09-30,2872687980
2010-10-01,2903429220
2010-10-04,2845182660
2010-10-05,2946305160
2010-10-06,2928507600
2010-10-07,2917990860
2010-10-08,2946305160
2010-10-11,2951968020
2010-10-12,2933361480
2010-10-13,2968956600
2010-10-14,2979473340
2010-10-15,2956821900
2010-10-18,2999697840
2010-10-19,2874305940
2010-10-20,2932552500
2010-10-21,2950350060
2010-10-22,2947114140
2010-10-25,2969765580
2010-10-26,2932552500
2010-10-27,2922844740
2010-10-28,2919608820
2010-10-29,2918799840
2010-11-01,2920417800
2010-11-02,2982709260
2010-11-03,2996461920
2010-11-04,3054708480
2010-11-05,3064416240
2010-11-08,3049045620
2010-11-09,3036910920
2010-11-10,3062798280
2010-11-11,3040146840
2010-11-12,3006169679
2010-11-15,3032866020
2010-11-16,2981900280
2010-11-17,2975428440
2010-11-18,3019113360
2010-11-19,3029630100
2010-11-22,3037719900
2010-11-23,2986754160
2010-11-24,3069270120
2010-11-26,3048236640
2010-11-29,3003742740
2010-11-30,3031248060
2010-12-01,3111337080
2010-12-02,3169583640
2010-12-03,3177673440
2010-12-06,3144505260
2010-12-07,3154213020
2010-12-08,3144505260
2010-12-09,3132370560
2010-12-10,3197088960
2010-12-13,3211650600
2010-12-14,3216504480
2010-12-15,3189808140
2010-12-16,3205987740
2010-12-17,3232684080
2010-12-20,3231066120
2010-12-21,3239155920
2010-12-22,3235111020
2010-12-23,3205178760
2010-12-27,3194662020
2010-12-28,3182527320
2010-12-29,3169583640
2010-12-30,3187381200
2010-12-31,3185541600
2011-01-03,3235213899
2011-01-04,3148083799
2011-01-05,3140755100
2011-01-06,3142383700
2011-01-07,3130983500
2011-01-10,3151341000
2011-01-11,3167627000
2011-01-12,3197756100
2011-01-13,3177398600
2011-01-14,3214856399
2011-01-18,3249057000
2011-01-19,3203456200
2011-01-20,3132612100
2011-01-21,3117140400
2011-01-24,3179841500
2011-01-25,3191241700
2011-01-26,3230328100
2011-01-27,3241728300
2011-01-28,3171698500
2011-01-31,3229513799
2011-02-01,3290586299
2011-02-02,3284886200
2011-02-03,3272671700
2011-02-04,3315829600
2011-02-07,3358987500
2011-02-08,3353287400
2011-02-09,3354916000
2011-02-10,3418431399
2011-02-11,3434717400
2011-02-14,3424131500
2011-02-15,3402959700
2011-02-16,3411102700
2011-02-17,3415174200
2011-02-18,3429831600
2011-02-22,3329672700
2011-02-23,3242542600
2011-02-24,3238471100
2011-02-25,3344330100
2011-02-28,3358173200
2011-03-01,3308500900
2011-03-02,3325601200
2011-03-03,3424945800
2011-03-04,3378530700
2011-03-07,3314201000
2011-03-08,3376087800
2011-03-09,3385045100
2011-03-10,3347587300
2011-03-11,3399702500
2011-03-14,3385045100
2011-03-15,3350844500
2011-03-16,3317458200
2011-03-17,3356544600
2011-03-18,3392373799
2011-03-21,3467289400
2011-03-22,3426574400
2011-03-23,3411917000
2011-03-24,3450189100
2011-03-25,3502304300
2011-03-28,3468918000
2011-03-29,3483575400
2011-03-30,3494161299
2011-03-31,3585891150
2011-04-01,3651611950
2011-04-04,3667220640
2011-04-05,3709939159
2011-04-06,3720618790
2011-04-07,3669685170
2011-04-08,3641753830
2011-04-11,3596570780
2011-04-12,3560424340
2011-04-13,3552209240
2011-04-14,3585069640
2011-04-15,3604785880
2011-04-18,3549744710
2011-04-19,3585891150
2011-04-20,3659005540
2011-04-21,3838916229
2011-04-25,3838094720
2011-04-26,3867669080
2011-04-27,3837273210
2011-04-28,3825772070
2011-04-29,3854524920
2011-05-02,3825772070
2011-05-03,3776481470
2011-05-04,3709117650
2011-05-05,3682829330
2011-05-06,3707474630
2011-05-09,3767444860
2011-05-10,3784696570
2011-05-11,3742799560
2011-05-12,3757586740
2011-05-13,3668042150
2011-05-16,3649968930
2011-05-17,3584248130
2011-05-18,3676257250
2011-05-19,3679543290
2011-05-20,3662291580
2011-05-23,3599856820
2011-05-24,3586712659
2011-05-25,3617108530
2011-05-26,3625323630
2011-05-27,3671328190
2011-05-31,3724726340
2011-06-01,3583426620
2011-06-02,3583426620
2011-06-03,3524277900
2011-06-06,3499632600
2011-06-07,3518527330
2011-06-08,3514419780
2011-06-09,3524277900
2011-06-10,3479094850
2011-06-13,3485666930
2011-06-14,3560424340
2011-06-15,3509490720
2011-06-16,3484845420
2011-06-17,3531671490
2011-06-20,3552209240
2011-06-21,3622859100
2011-06-22,3648325909
2011-06-23,3623680610
2011-06-24,3572746990
2011-06-27,3564531890
2011-06-28,3637646280
2011-06-29,3697616510
2011-06-30,3778131700
2011-07-01,3809444459
2011-07-05,3804500340
2011-07-06,3849821440
2011-07-07,3867949880
2011-07-08,3864653800
2011-07-11,3739402760
2011-07-12,3704793920
2011-07-13,3690785580
2011-07-14,3622391920
2011-07-15,3643816440
2011-07-18,3626512020
2011-07-19,3816860640
2011-07-20,3827572900
2011-07-21,3688313520
2011-07-22,3683369400
2011-07-25,3675129200
2011-07-26,3572126700
2011-07-27,3438635459
2011-07-28,3425451140
2011-07-29,3418034959
2011-08-01,3430395260
2011-08-02,3316680500
2011-08-03,3327392760
2011-08-04,3119739720
2011-08-05,3109851480
2011-08-08,2832980760
2011-08-09,2987072500
2011-08-10,2845341060
2011-08-11,3017561240
2011-08-12,3007673000
2011-08-15,3073594600
2011-08-16,3015913200
2011-08-17,2978008280
2011-08-18,2786835640
2011-08-19,2700313540
2011-08-22,2717617959
2011-08-23,2826388600
2011-08-24,2903846480
2011-08-25,2825564580
2011-08-26,2926919040
2011-08-29,3007673000
2011-08-30,3043929880
2011-08-31,3063706360
2011-09-01,2981304360
2011-09-02,2857701360
2011-09-06,2809084180
2011-09-07,2880773920
2011-09-08,2841220959
2011-09-09,2734098360
2011-09-12,2687129220
2011-09-13,2768707200
2011-09-14,2828036640
2011-09-15,2883245980
2011-09-16,2848637140
2011-09-19,2826388600
2011-09-20,2801668000
2011-09-21,2643456160
2011-09-22,2505020800
2011-09-23,2563526220
2011-09-26,2621207620
2011-09-27,2739866500
2011-09-28,2649224300
2011-09-29,2691249319
2011-09-30,2573753680
2011-10-03,2461420400
2011-10-04,2615052680
2011-10-05,2703432539
2011-10-06,2762903100
2011-10-07,2634876200
2011-10-10,2696824700
2011-10-11,2733993800
2011-10-12,2834763360
2011-10-13,2842197179
2011-10-14,2881018240
2011-10-17,2819069740
2011-10-18,2948748600
2011-10-19,2874410400
2011-10-20,2806680039
2011-10-21,2860368740
2011-10-24,2957834380
2011-10-25,2891755980
2011-10-26,2941314780
2011-10-27,3015652980
2011-10-28,2988395640
2011-10-31,2928099100
2011-11-01,2845501100
2011-11-02,2914883420
2011-11-03,3021434840
2011-11-04,2976005940
2011-11-07,2959486340
2011-11-08,3000785340
2011-11-09,2873584420
2011-11-10,2896711860
2011-11-11,2959486340
2011-11-14,2910753520
2011-11-15,2932229000
2011-11-16,2909927539
2011-11-17,2815765820
2011-11-18,2863672660
2011-11-21,2804202100
2011-11-22,2814113860
2011-11-23,2738123700
2011-11-25,2712518320
2011-11-28,2830633460
2011-11-29,2847153060
2011-11-30,3011523080
2011-12-01,2977657900
2011-12-02,3013175039
2011-12-05,3049518160
2011-12-06,3050344140
2011-12-07,3066863740
2011-12-08,2981787800
2011-12-09,3058603940
2011-12-12,3021434840
2011-12-13,2992525539
2011-12-14,2928099100
2011-12-15,2942966740
2011-12-16,2951226539
2011-12-19,2901667740
2011-12-20,2997481420
2011-12-21,2980135840
2011-12-22,2991699560
2011-12-23,3018956900
2011-12-27,2993351520
2011-12-28,2966094179
2011-12-29,3053648060
2011-12-30,3065211780
2012-01-03,3088589200
2012-01-04,3097697639
2012-01-05,3154004360
2012-01-06,3146552000
2012-01-09,3154004360
2012-01-10,3198718520
2012-01-11,3197890480
2012-01-12,3217763440
2012-01-13,3218591480
2012-01-17,3238464440
2012-01-18,3279038400
2012-01-19,3321268440
2012-01-20,3295599200
2012-01-23,3271586040
2012-01-24,3268273880
2012-01-25,3303051560
2012-01-26,3309675880
2012-01-27,3308847840
2012-01-30,3313816080
2012-01-31,3355218080
2012-02-01,3442990320
2012-02-02,3458723080
2012-02-03,3530762560
2012-02-06,3535730800
2012-02-07,3482736240
2012-02-08,3455410919
2012-02-09,3523310200
2012-02-10,3441334240
2012-02-13,3517513919
2012-02-14,3522482160
2012-02-15,3519998040
2012-02-16,3551463560
2012-02-17,3538214919
2012-02-21,3548979440
2012-02-22,3528278440
2012-02-23,3544011200
2012-02-24,3519170000
2012-02-27,3516685880
2012-02-28,3505921360
2012-02-29,3461207200
2012-03-01,3451270720
2012-03-02,3394135960
2012-03-05,3377575160
2012-03-06,3269101919
2012-03-07,3318784320
2012-03-08,3385027520
2012-03-09,3443818360
2012-03-12,3449614639
2012-03-13,3544839240
2012-03-14,3525794320
2012-03-15,3546495320
2012-03-16,3523310200
2012-03-19,3520826080
2012-03-20,3471971720
2012-03-21,3444646400
2012-03-22,3373434960
2012-03-23,3407384600
2012-03-26,3456238960
2012-03-27,3475283880
2012-03-28,3501781160
2012-03-29,3488532520
2012-03-30,3488532520
2012-04-02,3528495600
2012-04-03,3535150000
2012-04-04,3528495600
2012-04-05,3481914800
2012-04-09,3410380000
2012-04-10,3322209200
2012-04-11,3355481200
2012-04-12,3433670400
2012-04-13,3387921399
2012-04-16,3443652000
2012-04-17,3518514000
2012-04-18,3451970000
2012-04-19,3393744000
2012-04-20,3451138200
2012-04-23,3402893799
2012-04-24,3449474600
2012-04-25,3538477200
2012-04-26,3552617800
2012-04-27,3652433799
2012-04-30,3602525800
2012-05-01,3604189400
2012-05-02,3605021200
2012-05-03,3586721600
2012-05-04,3519345800
2012-05-07,3532654600
2012-05-08,3507700600
2012-05-09,3461951600
2012-05-10,3466942400
2012-05-11,3494391800
2012-05-14,3434502200
2012-05-15,3385426000
2012-05-16,3338845200
2012-05-17,3234870200
2012-05-18,3223225000
2012-05-21,3281451000
2012-05-22,3283946399
2012-05-23,3359640200
2012-05-24,3363799200
2012-05-25,3335518000
2012-05-29,3393744000
2012-05-30,3346331399
2012-05-31,3304741399
2012-06-01,3199934600
2012-06-04,3150858400
2012-06-05,3176644200
2012-06-06,3245683600
2012-06-07,3252338000
2012-06-08,3261487800
2012-06-11,3196607400
2012-06-12,3244851800
2012-06-13,3173317000
2012-06-14,3173317000
2012-06-15,3194943799
2012-06-18,3234870200
2012-06-19,3343004200
2012-06-20,3298918799
2012-06-21,3179139600
2012-06-22,3204925400
2012-06-25,3113427400
2012-06-26,3125904400
2012-06-27,3155849200
2012-06-28,3134222400
2012-06-29,3242356399
2012-07-02,3197827140
2012-07-03,3283608420
2012-07-05,3280309140
2012-07-06,3213498720
2012-07-09,3139264920
2012-07-10,3076578600
2012-07-11,3010593000
2012-07-12,3006468900
2012-07-13,3071629680
2012-07-16,3007293720
2012-07-17,2969352000
2012-07-18,3083177160
2012-07-19,3106272119
2012-07-20,3100498380
2012-07-23,3034512780
2012-07-24,3016366740
2012-07-25,2977600200
2012-07-26,3085651619
2012-07-27,3207724980
2012-07-30,3159060600
2012-07-31,3146688300
2012-08-01,3091425359
2012-08-02,3084826800
2012-08-03,3253914900
2012-08-06,3250615619
2012-08-07,3317426040
2012-08-08,3282783600
2012-08-09,3281133960
2012-08-10,3291031800
2012-08-13,3295980720
2012-08-14,3307528200
2012-08-15,3332272800
2012-08-16,3350418840
2012-08-17,3394959119
2012-08-20,3388360560
2012-08-21,3382586820
2012-08-22,3343820280
2012-08-23,3321550140
2012-08-24,3318250859
2012-08-27,3310002660
2012-08-28,3273710580
2012-08-29,3270411300
2012-08-30,3260513460
2012-08-31,3287732520
2012-09-04,3321550140
2012-09-05,3286907700
2012-09-06,3391659840
2012-09-07,3423003000
2012-09-10,3408156240
2012-09-11,3398258400
2012-09-12,3401557680
2012-09-13,3380937180
2012-09-14,3423827820
2012-09-17,3398258400
2012-09-18,3426302280
2012-09-19,3501360900
2012-09-20,3487338960
2012-09-21,3488988600
2012-09-24,3439499400
2012-09-25,3423827820
2012-09-26,3402382500
2012-09-27,3457645440
2012-09-28,3445273140
2012-10-01,3416739748
2012-10-02,3388062076
2012-10-03,3394616973
2012-10-04,3410184852
2012-10-05,3414281662
2012-10-08,3399533145
2012-10-09,3318416302
2012-10-10,3308583957
2012-10-11,3293835441
2012-10-12,3273351389
2012-10-15,3311042044
2012-10-16,3359384405
2012-10-17,3424114006
2012-10-18,3393797611
2012-10-19,3333984181
2012-10-22,3311042044
2012-10-23,3400352507
2012-10-24,3396255697
2012-10-25,3456069126
2012-10-26,3462624023
2012-10-31,3484746798
2012-11-01,3599457485
2012-11-02,3528992349
2012-11-05,3561766831
2012-11-06,3587167054
2012-11-07,3505230849
2012-11-08,3457707851
2012-11-09,3494579143
2012-11-12,3482288712
2012-11-13,3483927436
2012-11-14,3415101024
2012-11-15,3422475282
2012-11-16,3442139972
2012-11-19,3512605108
2012-11-20,3536366607
2012-11-21,3549476400
2012-11-23,3616664088
2012-11-26,3596180037
2012-11-27,3607651106
2012-11-28,3653535380
2012-11-29,3687948587
2012-11-30,3683032414
2012-12-03,3662548363
2012-12-04,3665006449
2012-12-05,3674838794
2012-12-06,3693684121
2012-12-07,3715806896
2012-12-10,3760871809
2012-12-11,3767426705
2012-12-12,3728097327
2012-12-13,3693684121
2012-12-14,3687129225
2012-12-17,3716626258
2012-12-18,3769065430
2012-12-19,3770704154
2012-12-20,3805117360
2012-12-21,3790368843
2012-12-24,3786272033
2012-12-26,3782175222
2012-12-27,3779717136
2012-12-28,3762510533
2012-12-31,3824626410
2013-01-02,3939702210
2013-01-03,3948743880
2013-01-04,3952853730
2013-01-07,3973402980
2013-01-08,3952031760
2013-01-09,3959429490
2013-01-10,3908467350
2013-01-11,3915865080
2013-01-14,3943812059
2013-01-15,3967649190
2013-01-16,3987376470
2013-01-17,4075327260
2013-01-18,4084368930
2013-01-22,4039160580
2013-01-23,4042448460
2013-01-24,4068751500
2013-01-25,4086834840
2013-01-28,4053134070
2013-01-29,4094232570
2013-01-30,4077793170
2013-01-31,4100808330
2013-02-01,4144372740
2013-02-04,4109850000
2013-02-05,4024365120
2013-02-06,3996418140
2013-02-07,4000527990
2013-02-08,4039160580
2013-02-11,4021077240
2013-02-12,4082724990
2013-02-13,4118069700
2013-02-14,4135331070
2013-02-15,4146838650
2013-02-19,4187115180
2013-02-20,4136153040
2013-02-21,4078615140
2013-02-22,4127111370
2013-02-25,4017789360
2013-02-26,4080259080
2013-02-27,4169853809
2013-02-28,4186293210
2013-03-01,4173963660
2013-03-04,4144372740
2013-03-05,4228213680
2013-03-06,4210130340
2013-03-07,4219172010
2013-03-08,4265202330
2013-03-11,4282463700
2013-03-12,4270134150
2013-03-13,4286573550
2013-03-14,4336713720
2013-03-15,4300547040
2013-03-18,4335891750
2013-03-19,4333425840
2013-03-20,4407403140
2013-03-21,4373702370
2013-03-22,4403293290
2013-03-25,4354797060
2013-03-26,4358084940
2013-03-27,4354797060
2013-03-28,4390963740
2013-04-01,4294385919
2013-04-02,4264927480
2013-04-03,4197009410
2013-04-04,4239560490
2013-04-05,4215011790
2013-04-08,4256744580
2013-04-09,4251834840
2013-04-10,4330390680
2013-04-11,4328754100
2013-04-12,4327935810
2013-04-15,4149548590
2013-04-16,4233014169
2013-04-17,4119271860
2013-04-18,4085721970
2013-04-19,4088995130
2013-04-22,4098814610
2013-04-23,4178188740
2013-04-24,4214193500
2013-04-25,4234650750
2013-04-26,4194554540
2013-04-29,4220739820
2013-04-30,4257562870
2013-05-01,4152003460
2013-05-02,4228922720
2013-05-03,4319752910
2013-05-06,4356575960
2013-05-07,4448224440
2013-05-08,4453134180
2013-05-09,4445769570
2013-05-10,4468681690
2013-05-13,4447406150
2013-05-14,4536599760
2013-05-15,4598789800
2013-05-16,4567694780
2013-05-17,4618428760
2013-05-20,4646250620
2013-05-21,4623338500
2013-05-22,4552965560
2013-05-23,4514505930
2013-05-24,4484229200
2013-05-28,4515324220
2013-05-29,4499776710
2013-05-30,4535781470
2013-05-31,4504686450
2013-06-03,4512869350
2013-06-04,4472773140
2013-06-05,4424494030
2013-06-06,4442496410
2013-06-07,4504686450
2013-06-10,4501413290
2013-06-11,4440859830
2013-06-12,4363122280
2013-06-13,4410583100
2013-06-14,4413037970
2013-06-17,4406491650
2013-06-18,4422857450
2013-06-19,4420402580
2013-06-20,4305023690
2013-06-21,4251016550
2013-06-24,4210102050
2013-06-25,4277201830
2013-06-26,4305023690
2013-06-27,4402400200
2013-06-28,4403218490
2013-07-01,4446492480
2013-07-02,4413988880
2013-07-03,4424552550
2013-07-05,4524501120
2013-07-08,4541565510
2013-07-09,4604947530
2013-07-10,4617948970
2013-07-11,4702458330
2013-07-12,4731711570
2013-07-15,4715459770
2013-07-16,4691894660
2013-07-17,4704896100
2013-07-18,4783717330
2013-07-19,4761777400
2013-07-22,4717897540
2013-07-23,4843036400
2013-07-24,4796718770
2013-07-25,4830034960
2013-07-26,4802406900
2013-07-29,4799969130
2013-07-30,4819471290
2013-07-31,4847099350
2013-08-01,4986864830
2013-08-02,4981176700
2013-08-05,5003116630
2013-08-06,4968987850
2013-08-07,4924295400
2013-08-08,4916169500
2013-08-09,4920232450
2013-08-12,4972238210
2013-08-13,4999866270
2013-08-14,4967362670
2013-08-15,4912106550
2013-08-16,4894229570
2013-08-19,4877977770
2013-08-20,4899105110
2013-08-21,4884478490
2013-08-22,4946235330
2013-08-23,4962487130
2013-08-26,4977926340
2013-08-27,4844661580
2013-08-28,4890979210
2013-08-29,4894229570
2013-08-30,4824346830
2013-09-03,4838973450
2013-09-04,4908043600
2013-09-05,4950298280
2013-09-06,4951923460
2013-09-09,5019368430
2013-09-10,5129880670
2013-09-11,5105502970
2013-09-12,5107940740
2013-09-13,5096564480
2013-09-16,5144507290
2013-09-17,5200576000
2013-09-18,5268020970
2013-09-19,5252581760
2013-09-20,5233079600
2013-09-23,5194075280
2013-09-24,5210327080
2013-09-25,5234704780
2013-09-26,5287523129
2013-09-27,5263958020
2013-09-30,5271025500
2013-10-01,5356654420
2013-10-02,5311416500
2013-10-03,5250022180
2013-10-04,5244367440
2013-10-07,5217709380
2013-10-08,5190243500
2013-10-09,5116731880
2013-10-10,5237904880
2013-10-11,5296875739
2013-10-14,5337266739
2013-10-15,5283142800
2013-10-16,5299299200
2013-10-17,5296067920
2013-10-18,5404315800
2013-10-21,5447938080
2013-10-22,5444706800
2013-10-23,5420472200
2013-10-24,5477019600
2013-10-25,5535182640
2013-10-28,5521449700
2013-10-29,5575573640
2013-10-30,5569111080
2013-10-31,5586075300
2013-11-01,5647469620
2013-11-04,5687052800
2013-11-05,5645853980
2013-11-06,5667665120
2013-11-07,5560225060
2013-11-08,5610309900
2013-11-11,5624042840
2013-11-12,5633736680
2013-11-13,5709671760
2013-11-14,5721789060
2013-11-15,5720981239
2013-11-18,5720173420
2013-11-19,5697554460
2013-11-20,5690284080
2013-11-21,5751678400
2013-11-22,5788838120
2013-11-25,5777528640
2013-11-26,5788030300
2013-11-27,5796108500
2013-11-29,5762180060
2013-12-02,5794492860
2013-12-03,5726635980
2013-12-04,5741984560
2013-12-05,5729867260
2013-12-06,5788838120
2013-12-09,5782375560
2013-12-10,5802571060
2013-12-11,5642622700
2013-12-12,5651508719
2013-12-13,5662818200
2013-12-16,5727443800
2013-12-17,5724212520
2013-12-18,5809841440
2013-12-19,5785606840
2013-12-20,5859926280
2013-12-23,5891431260
2013-12-24,5906779840
2013-12-26,5945555200
2013-12-27,5939092640
2013-12-30,5930206620
2013-12-31,5946918950
2014-01-02,5848676010
2014-01-03,5888134240
2014-01-06,5851897090
2014-01-07,5880886810
2014-01-08,5888939510
2014-01-09,5905850180
2014-01-10,5946113680
2014-01-13,5847870740
2014-01-14,5940476790
2014-01-15,5987182450
2014-01-16,5937255710
2014-01-17,5913902880
2014-01-21,5930008280
2014-01-22,5938866250
2014-01-23,5869613030
2014-01-24,5604679200
2014-01-27,5574884210
2014-01-28,5598237040
2014-01-29,5562805160
2014-01-30,5839818040
2014-01-31,5798749270
2014-02-03,5595821230
2014-02-04,5632863650
