,EFU
2008-09-18,14565336.0
2008-09-19,12583495.0
2008-09-22,13323700.0
2008-09-23,13777375.0
2008-09-24,13646048.0
2008-09-25,13056271.0
2008-09-26,13293853.0
2008-09-29,16236768.0
2008-09-30,14356407.0
2008-10-01,14553397.0
2008-10-02,15687583.0
2008-10-03,15861889.0
2008-10-06,17878353.0
2008-10-07,19340856.0
2008-10-08,20236266.0
2008-10-09,22683720.0
2008-10-10,24235764.0
2008-10-13,16365707.0
2008-10-14,17203810.0
2008-10-15,20809328.0
2008-10-16,18385752.0
2008-10-17,19077008.0
2008-10-20,16830126.0
2008-10-21,18564834.0
2008-10-22,21418207.0
2008-10-23,20353266.0
2008-10-24,23056210.0
2008-10-27,25424868.0
2008-10-28,18758839.0
2008-10-29,18508721.0
2008-10-30,17175157.0
2008-10-31,16953096.0
2008-11-03,16894595.0
2008-11-04,14482958.0
2008-11-05,16056492.0
2008-11-06,18237710.0
2008-11-07,16107828.0
2008-11-10,16637911.0
2008-11-11,17597791.0
2008-11-12,19462631.0
2008-11-13,16245125.0
2008-11-14,18142200.0
2008-11-17,18778538.0
2008-11-18,18783314.0
2008-11-19,21144808.0
2008-11-20,23523614.0
2008-11-21,20249398.0
2008-11-24,17573913.0
2008-11-25,17129790.0
2008-11-26,16740585.0
2008-11-28,16616421.0
2008-12-01,19445320.0
2008-12-02,17287382.0
2008-12-03,16954289.0
2008-12-04,18100414.0
2008-12-05,17329168.0
2008-12-08,15832042.0
2008-12-09,15966951.0
2008-12-10,15168245.0
2008-12-11,15238684.0
2008-12-12,15035724.0
2008-12-15,14943795.0
2008-12-16,13167302.0
2008-12-17,13308180.0
2008-12-18,14203590.0
2008-12-19,14525937.0
2008-12-22,14722928.0
2008-12-23,12000881.0
2008-12-24,11690472.0
2008-12-26,11593768.0
2008-12-29,11563921.0
2008-12-30,10811777.0
2008-12-31,10526439.0
2009-01-02,10316317.0
2009-01-05,10655379.0
2009-01-06,10391531.0
2009-01-07,10749695.0
2009-01-08,10432123.0
2009-01-09,11119798.0
2009-01-12,11652268.0
2009-01-13,12076096.0
2009-01-14,13058659.0
2009-01-15,12847342.0
2009-01-16,12652740.0
2009-01-20,14531907.0
2009-01-21,13151782.0
2009-01-22,13758273.0
2009-01-23,13912283.0
2009-01-26,13389364.0
2009-01-27,12854207.0
2009-01-28,12105943.0
2009-01-29,13160139.0
2009-01-30,13413241.0
2009-02-02,13668732.0
2009-02-03,12849730.0
2009-02-04,13001353.0
2009-02-05,12630056.0
2009-02-06,12092810.0
2009-02-09,12070126.0
2009-02-10,13280422.0
2009-02-11,13003740.0
2009-02-12,13035378.0
2009-02-13,13341609.0
2009-02-17,14737254.0
2009-02-18,14758744.0
2009-02-19,14819632.0
2009-02-20,15173020.0
2009-02-23,16332278.0
2009-02-24,15026173.0
2009-02-25,15783093.0
2009-02-26,16032614.0
2009-02-27,16138869.0
2009-03-02,17889097.0
2009-03-03,18066986.0
2009-03-04,16500615.0
2009-03-05,17743444.0
2009-03-06,17842536.0
2009-03-09,18794058.0
2009-03-10,16280941.0
2009-03-11,16091114.0
2009-03-12,15361653.0
2009-03-13,15184959.0
2009-03-16,14850673.0
2009-03-17,14026896.0
2009-03-18,13192374.0
2009-03-19,13207894.0
2009-03-20,13560089.0
2009-03-23,11673758.0
2009-03-24,12325617.0
2009-03-25,11897014.0
2009-03-26,11660625.0
2009-03-27,12349494.0
2009-03-30,13286690.0
2009-03-31,12523801.0
2009-04-01,11990136.0
2009-04-02,10932359.0
2009-04-03,10779542.0
2009-04-06,11169941.0
2009-04-07,11661819.0
2009-04-08,11459755.0
2009-04-09,10847593.0
2009-04-13,10610011.0
2009-04-14,10785511.0
2009-04-15,10533603.0
2009-04-16,10367653.0
2009-04-17,10438092.0
2009-04-20,11299775.0
2009-04-21,10822522.0
2009-04-22,11000410.0
2009-04-23,10448837.0
2009-04-24,10119326.0
2009-04-27,10344970.0
2009-04-28,10498980.0
2009-04-29,9950989.8
2009-04-30,9875775.36
2009-05-01,9610734.0
2009-05-04,8806058.88
2009-05-05,8997079.68
2009-05-06,8570864.52
2009-05-07,8845456.92
2009-05-08,8080179.84
2009-05-11,8456252.04
2009-05-12,8304927.75
2009-05-13,8856201.84
2009-05-14,8695028.04
2009-05-15,8846650.8
2009-05-18,8178078.0
2009-05-19,8028843.0
2009-05-20,7924975.44
2009-05-21,8015411.85
2009-05-22,7966761.24
2009-05-26,7642025.88
2009-05-27,7892740.68
2009-05-28,7736939.34
2009-05-29,7462943.88
2009-06-01,7059412.44
2009-06-02,6947187.72
2009-06-03,7341168.12
2009-06-04,7258790.4
2009-06-05,7421158.08
2009-06-08,7464137.76
2009-06-09,7312515.0
2009-06-10,7254014.88
2009-06-11,7025983.8
2009-06-12,7077320.64
2009-06-15,7590689.04
2009-06-16,7744699.56
2009-06-17,7717240.32
2009-06-18,7724403.6
2009-06-19,7492790.88
2009-06-22,7979893.92
2009-06-23,7783500.66
2009-06-24,7751862.84
2009-06-25,7461750.0
2009-06-26,7424739.72
2009-06-29,7328035.44
2009-06-30,7479658.2
2009-07-01,7261178.16
2009-07-02,7668291.24
2009-07-06,7651576.92
2009-07-07,8011233.27
2009-07-08,8087343.12
2009-07-09,7881995.76
2009-07-10,8051228.25
2009-07-13,7794842.52
2009-07-14,7687990.26
2009-07-15,7164473.88
2009-07-16,7057024.68
2009-07-17,7074932.88
2009-07-20,6814667.04
2009-07-21,6739452.6
2009-07-22,6694085.16
2009-07-23,6464860.2
2009-07-24,6378900.84
2009-07-27,6346666.08
2009-07-28,6408747.84
2009-07-29,6513809.28
2009-07-30,6260706.72
2009-07-31,6085206.36
2009-08-03,5792705.76
2009-08-04,5823746.64
2009-08-05,5851205.88
2009-08-06,5926420.32
2009-08-07,5921644.8
2009-08-10,6008798.04
2009-08-11,6076849.2
2009-08-12,5930001.96
2009-08-13,5752412.31
2009-08-14,5845236.48
2009-08-17,6222502.56
2009-08-18,6023124.6
2009-08-19,5918063.16
2009-08-20,5797481.28
2009-08-21,5562286.92
2009-08-24,5577807.36
2009-08-25,5458419.36
2009-08-26,5508562.32
2009-08-27,5424990.72
2009-08-28,5410664.16
2009-08-31,5476327.56
2009-09-01,5734205.64
2009-09-02,5771215.92
2009-09-03,5684062.68
2009-09-04,5506174.56
2009-09-08,5279337.36
2009-09-09,5155173.84
2009-09-10,5051306.28
2009-09-11,5076377.76
2009-09-14,5052500.16
2009-09-15,5035785.84
2009-09-16,4850734.44
2009-09-17,4903265.16
2009-09-18,4866254.88
2009-09-21,4976091.84
2009-09-22,4844765.04
2009-09-23,4934306.04
2009-09-24,5054887.92
2009-09-25,5097867.6
2009-09-28,4965346.92
2009-09-29,5011908.24
2009-09-30,4999969.44
2009-10-01,5293663.92
2009-10-02,5404694.76
2009-10-05,5237551.56
2009-10-06,5069214.48
2009-10-07,5029816.44
2009-10-08,4887744.72
2009-10-09,4902071.28
2009-10-12,4853122.2
2009-10-13,4856703.84
2009-10-14,4626285.0
2009-10-15,4590468.6
2009-10-16,4715826.0
2009-10-19,4573754.28
2009-10-20,4619121.72
2009-10-21,4652550.36
2009-10-22,4558233.84
2009-10-23,4694336.16
2009-10-26,4838795.64
2009-10-27,4914010.08
2009-10-28,5144428.92
2009-10-29,4828050.72
2009-10-30,5155173.84
2009-11-02,5076377.76
2009-11-03,5101449.24
2009-11-04,5017877.64
2009-11-05,4861479.36
2009-11-06,4853122.2
2009-11-09,4572560.4
2009-11-10,4619121.72
2009-11-11,4592856.36
2009-11-12,4712244.36
2009-11-13,4585693.08
2009-11-16,4453172.4
2009-11-17,4499733.72
2009-11-18,4525999.08
2009-11-19,4691948.4
2009-11-20,4750448.52
2009-11-23,4580917.56
2009-11-24,4626285.0
2009-11-25,4487794.92
2009-11-27,4745673.0
2009-11-30,4724183.16
2009-12-01,4460335.68
2009-12-02,4440039.72
2009-12-03,4475856.12
2009-12-04,4490182.68
2009-12-07,4537937.88
2009-12-08,4694336.16
2009-12-09,4701499.44
2009-12-10,4683591.24
2009-12-11,4684785.12
2009-12-14,4590468.6
2009-12-15,4687172.88
2009-12-16,4578529.8
2009-12-17,4786264.92
2009-12-18,4775520.0
2009-12-21,4739703.6
2009-12-22,4664489.16
2009-12-23,4598825.76
2009-12-24,4553458.32
2009-12-28,4522417.44
2009-12-29,4506897.0
2009-12-30,4541519.52
2009-12-31,4601213.52
2010-01-04,4358855.88
2010-01-05,4345723.2
2010-01-06,4311100.68
2010-01-07,4348110.96
2010-01-08,4272896.52
2010-01-11,4207233.12
2010-01-12,4293192.48
2010-01-13,4217978.04
2010-01-14,4167835.08
2010-01-15,4282447.56
2010-01-19,4207233.12
2010-01-20,4418549.88
2010-01-21,4608376.8
2010-01-22,4782683.28
2010-01-25,4670458.56
2010-01-26,4730152.56
2010-01-27,4724183.16
2010-01-28,4891027.89
2010-01-29,5041755.24
2010-02-01,4838795.64
2010-02-02,4690754.52
2010-02-03,4776713.88
2010-02-04,5174275.92
2010-02-05,5262026.1
2010-02-08,5393949.84
2010-02-09,5066826.72
2010-02-10,5109806.4
2010-02-11,5018773.05
2010-02-12,5113388.04
2010-02-16,4880581.44
2010-02-17,4866254.88
2010-02-18,4805367.0
2010-02-19,4865061.0
2010-02-22,4851928.32
2010-02-23,4985642.88
2010-02-24,4915203.96
2010-02-25,4984449.0
2010-02-26,4904459.04
2010-03-01,4842377.28
2010-03-02,4767162.84
2010-03-03,4654938.12
2010-03-04,4671652.44
2010-03-05,4493764.32
2010-03-08,4488988.8
2010-03-09,4506897.0
2010-03-10,4474662.24
2010-03-11,4440039.72
2010-03-12,4385121.24
2010-03-15,4438845.84
2010-03-16,4331396.64
2010-03-17,4282447.56
2010-03-18,4326621.12
2010-03-19,4418549.88
2010-03-22,4387509.0
2010-03-23,4331396.64
2010-03-24,4468692.84
2010-03-25,4481825.52
2010-03-26,4392284.52
2010-03-29,4312294.56
2010-03-30,4311100.68
2010-03-31,4305131.28
2010-04-01,4157090.16
2010-04-05,4143957.48
2010-04-06,4164253.44
2010-04-07,4227529.08
2010-04-08,4239467.88
2010-04-09,4128437.04
2010-04-12,4095008.4
2010-04-13,4102171.68
2010-04-14,3988753.08
2010-04-15,4004273.52
2010-04-16,4176192.24
2010-04-19,4197682.08
2010-04-20,4141569.72
2010-04-21,4192906.56
2010-04-22,4263345.48
2010-04-23,4210814.76
2010-04-26,4201263.72
2010-04-27,4527192.96
2010-04-28,4534356.24
2010-04-29,4392284.52
2010-04-30,4498539.84
2010-05-03,4440039.72
2010-05-04,4780295.52
2010-05-05,4974897.96
2010-05-06,5435735.64
2010-05-07,5428572.36
2010-05-10,4726570.92
2010-05-11,4884163.08
2010-05-12,4763581.2
2010-05-13,4886550.84
2010-05-14,5164426.41
2010-05-17,5149204.44
2010-05-18,5373653.88
2010-05-19,5333061.96
2010-05-20,5705552.52
2010-05-21,5417827.44
2010-05-24,5664960.6
2010-05-25,5699583.12
2010-05-26,5865532.44
2010-05-27,5214867.84
2010-05-28,5411858.04
2010-06-01,5516919.48
2010-06-02,5223225.0
2010-06-03,5257847.52
2010-06-04,5699583.12
2010-06-07,5846430.36
2010-06-08,5660185.08
2010-06-09,5696001.48
2010-06-10,5217255.6
2010-06-11,5198153.52
2010-06-14,5136071.76
2010-06-15,4809844.05
2010-06-16,4843571.16
2010-06-17,4825662.96
2010-06-18,4824469.08
2010-06-21,4831632.36
2010-06-22,4953408.12
2010-06-23,4887744.72
2010-06-24,5060857.32
2010-06-25,5010714.36
2010-06-28,5078765.52
2010-06-29,5421409.08
2010-06-30,5499011.28
2010-07-01,5337837.48
2010-07-02,5364699.78
2010-07-06,5148010.56
2010-07-07,4817305.8
2010-07-08,4731346.44
2010-07-09,4722989.28
2010-07-12,4751642.4
2010-07-13,4578529.8
2010-07-14,4546295.04
2010-07-15,4499733.72
2010-07-16,4782683.28
2010-07-19,4728958.68
2010-07-20,4660907.52
2010-07-21,4824469.08
2010-07-22,4510478.64
2010-07-23,4400641.68
2010-07-26,4336172.16
2010-07-27,4314682.32
2010-07-28,4350498.72
2010-07-29,4314682.32
2010-07-30,4334978.28
2010-08-02,4050834.84
2010-08-03,4065459.87
2010-08-04,4060385.88
2010-08-05,4068743.04
2010-08-06,4031732.76
2010-08-09,4023375.6
2010-08-10,4090232.88
2010-08-11,4456754.04
2010-08-12,4469886.72
2010-08-13,4500927.6
2010-08-16,4428100.92
2010-08-17,4324233.36
2010-08-18,4329605.82
2010-08-19,4467498.96
2010-08-20,4566591.0
2010-08-23,4579723.68
2010-08-24,4705081.08
2010-08-25,4702693.32
2010-08-26,4707468.84
2010-08-27,4511672.52
2010-08-30,4645387.08
2010-08-31,4616733.96
2010-09-01,4287223.08
2010-09-02,4246631.16
2010-09-03,4157090.16
2010-09-07,4271702.64
2010-09-08,4202457.6
2010-09-09,4137988.08
2010-09-10,4108141.08
2010-09-13,3955324.44
2010-09-14,3905181.48
2010-09-15,3896824.32
2010-09-16,3930252.96
2010-09-17,3972038.76
2010-09-20,3834742.56
2010-09-21,3841905.84
2010-09-22,3845487.48
2010-09-23,3925477.44
2010-09-24,3708191.28
2010-09-27,3746395.44
2010-09-28,3702221.88
2010-09-29,3711772.92
2010-09-30,3773854.68
2010-10-01,3695058.6
2010-10-04,3794150.64
2010-10-05,3582833.88
2010-10-06,3527915.4
2010-10-07,3539854.2
2010-10-08,3499262.28
2010-10-11,3510007.2
2010-10-12,3524333.76
2010-10-13,3444343.8
2010-10-14,3397782.48
2010-10-15,3414496.8
2010-10-18,3384649.8
2010-10-19,3548211.36
2010-10-20,3412109.04
2010-10-21,3446731.56
2010-10-22,3431211.12
2010-10-25,3404945.76
2010-10-26,3455088.72
2010-10-27,3519558.24
2010-10-28,3463445.88
2010-10-29,3461058.12
2010-11-01,3489711.24
2010-11-02,3376292.64
2010-11-03,3333312.96
2010-11-04,3173333.04
2010-11-05,3204373.92
2010-11-08,3241384.2
2010-11-09,3305853.72
2010-11-10,3287945.52
2010-11-11,3341670.12
2010-11-12,3396588.6
2010-11-15,3399573.3
2010-11-16,3560150.16
2010-11-17,3520752.12
2010-11-18,3347639.52
2010-11-19,3347639.52
2010-11-22,3420466.2
2010-11-23,3624619.68
2010-11-24,3511201.08
2010-11-26,3619844.16
2010-11-29,3687895.32
2010-11-30,3775048.56
2010-12-01,3557762.4
2010-12-02,3421660.08
2010-12-03,3355996.68
2010-12-06,3385843.68
2010-12-07,3383455.92
2010-12-08,3363159.96
2010-12-09,3346445.64
2010-12-10,3329731.32
2010-12-13,3255710.76
2010-12-14,3246159.72
2010-12-15,3327343.56
2010-12-16,3292721.04
2010-12-17,3327343.56
2010-12-20,3315404.76
2010-12-21,3258098.52
2010-12-22,3244965.84
2010-12-23,3249741.36
2010-12-27,3260486.28
2010-12-28,3256904.64
2010-12-29,3201986.16
2010-12-30,3223476.0
2010-12-31,3187659.6
2011-01-03,3137516.64
2011-01-04,3155424.84
2011-01-05,3186465.72
2011-01-06,3255710.76
2011-01-07,3281976.12
2011-01-10,3290333.28
2011-01-11,3248547.48
2011-01-12,3108863.52
2011-01-13,3090955.32
2011-01-14,3050363.4
2011-01-18,3012159.24
2011-01-19,3049169.52
2011-01-20,3098118.6
2011-01-21,3069465.48
2011-01-24,3009771.48
2011-01-25,3020516.4
2011-01-26,2979924.48
2011-01-27,2960822.4
2011-01-28,3095730.84
2011-01-31,3039618.48
2011-02-01,2893965.12
2011-02-02,2898740.64
2011-02-03,2896352.88
2011-02-04,2904710.04
2011-02-07,2880832.44
2011-02-08,2846209.92
2011-02-09,2855760.96
2011-02-10,2905903.92
2011-02-11,2893965.12
2011-02-14,2882026.32
2011-02-15,2903516.16
2011-02-16,2829495.6
2011-02-17,2810393.52
2011-02-18,2791291.44
2011-02-22,2944108.08
2011-02-23,2939332.56
2011-02-24,2935750.92
2011-02-25,2865312.0
2011-02-28,2819944.56
2011-03-01,2887995.72
2011-03-02,2861730.36
2011-03-03,2790097.56
2011-03-04,2850686.97
2011-03-07,2889189.6
2011-03-08,2872475.28
2011-03-09,2872475.28
2011-03-10,3013353.12
2011-03-11,3004995.96
2011-03-14,3122891.61
2011-03-15,3254516.88
2011-03-16,3455088.72
2011-03-17,3229445.4
2011-03-18,3136322.76
2011-03-21,2982312.24
2011-03-22,2996638.8
2011-03-23,2991863.28
2011-03-24,2915454.96
2011-03-25,2973955.08
2011-03-28,2978730.6
2011-03-29,2946495.84
2011-03-30,2877250.8
2011-03-31,2897546.76
2011-04-01,2855760.96
2011-04-04,2840240.52
2011-04-05,2853373.2
2011-04-06,2806811.88
2011-04-07,2833674.18
2011-04-08,2788903.68
2011-04-11,2798454.72
2011-04-12,2850985.44
2011-04-13,2828301.72
2011-04-14,2809199.64
2011-04-15,2815169.04
2011-04-18,2926199.88
2011-04-19,2884414.08
2011-04-20,2739954.6
2011-04-21,2702944.32
2011-04-25,2705332.08
2011-04-26,2658770.76
2011-04-27,2599972.17
2011-04-28,2561171.07
2011-04-29,2550127.68
2011-05-02,2551321.56
2011-05-03,2589525.72
2011-05-04,2637280.92
2011-05-05,2737566.84
2011-05-06,2730403.56
2011-05-09,2698168.8
2011-05-10,2666530.98
2011-05-11,2749505.64
2011-05-12,2725628.04
2011-05-13,2817556.8
2011-05-16,2831584.89
2011-05-17,2817556.8
2011-05-18,2782934.28
2011-05-19,2759056.68
2011-05-20,2824720.08
2011-05-23,2956046.88
2011-05-24,2926796.82
2011-05-25,2884414.08
2011-05-26,2829794.07
2011-05-27,2791291.44
2011-05-31,2670709.56
2011-06-01,2797857.78
2011-06-02,2778158.76
2011-06-03,2768607.72
2011-06-06,2830689.48
2011-06-07,2786515.92
2011-06-08,2856954.84
2011-06-09,2799648.6
2011-06-10,2926199.88
2011-06-13,2916648.84
2011-06-14,2812781.28
2011-06-15,2999026.56
2011-06-16,3020217.93
2011-06-17,2957240.76
2011-06-20,2969179.56
2011-06-21,2840240.52
2011-06-22,2897546.76
2011-06-23,2944108.08
2011-06-24,2999026.56
2011-06-27,2946495.84
2011-06-28,2886801.84
2011-06-29,2776964.88
2011-06-30,2693393.28
2011-07-01,2636087.04
2011-07-05,2667426.39
2011-07-06,2707719.84
2011-07-07,2651607.48
2011-07-08,2717270.88
2011-07-11,2886801.84
2011-07-12,2925006.0
2011-07-13,2833077.24
2011-07-14,2883220.2
2011-07-15,2865312.0
2011-07-18,2950077.48
2011-07-19,2856954.84
2011-07-20,2798454.72
2011-07-21,2674291.2
2011-07-22,2663546.28
2011-07-25,2701750.44
2011-07-26,2665934.04
2011-07-27,2796066.96
2011-07-28,2806811.88
2011-07-29,2799648.6
2011-08-01,2864118.12
2011-08-02,3019322.52
2011-08-03,2987087.76
2011-08-04,3400170.24
2011-08-05,3284363.88
2011-08-08,3778630.2
2011-08-09,3265261.8
2011-08-10,3659242.2
2011-08-11,3303465.96
2011-08-12,3223476.0
2011-08-15,3073047.12
2011-08-16,3163782.0
2011-08-17,3130353.36
2011-08-18,3432405.0
2011-08-19,3549405.24
2011-08-22,3499262.28
2011-08-23,3272425.08
2011-08-24,3277200.6
2011-08-25,3428823.36
2011-08-26,3332119.08
2011-08-29,3161394.24
2011-08-30,3200792.28
2011-08-31,3082598.16
2011-09-01,3157812.6
2011-09-02,3301078.2
2011-09-06,3515976.6
2011-09-07,3307047.6
2011-09-08,3433598.88
2011-09-09,3674762.64
2011-09-12,3701028.0
2011-09-13,3617456.4
2011-09-14,3514782.72
2011-09-15,3355996.68
2011-09-16,3357190.56
2011-09-19,3538660.32
2011-09-20,3511201.08
2011-09-21,3722517.84
2011-09-22,3957712.2
2011-09-23,3880110.0
2011-09-26,3710579.04
2011-09-27,3531497.04
2011-09-28,3649691.16
2011-09-29,3500456.16
2011-09-30,3735650.52
2011-10-03,3937416.24
2011-10-04,3812058.84
2011-10-05,3696252.48
2011-10-06,3494486.76
2011-10-07,3536272.56
2011-10-10,3271231.2
2011-10-11,3284363.88
2011-10-12,3184077.96
2011-10-13,3184077.96
2011-10-14,3110057.4
2011-10-17,3253323.0
2011-10-18,3161394.24
2011-10-19,3261680.16
2011-10-20,3260486.28
2011-10-21,3095730.84
2011-10-24,3002608.2
2011-10-25,3101700.24
2011-10-26,3024098.04
2011-10-27,2687423.88
2011-10-28,2720852.52
2011-10-31,3004995.96
2011-11-01,3187659.6
2011-11-02,3131547.24
2011-11-03,2973955.08
2011-11-04,3051557.28
2011-11-07,3025291.92
2011-11-08,2940526.44
2011-11-09,3249741.36
2011-11-10,3169751.4
2011-11-11,3020516.4
2011-11-14,3123190.08
2011-11-15,3141098.28
2011-11-16,3256904.64
2011-11-17,3322568.04
2011-11-18,3309435.36
2011-11-21,3482547.96
2011-11-22,3499262.28
2011-11-23,3683119.8
2011-11-25,3718936.2
2011-11-28,3404945.76
2011-11-29,3358384.44
2011-11-30,3010666.89
2011-12-01,3065883.84
2011-12-02,3058720.56
2011-12-05,2997832.68
2011-12-06,3021710.28
2011-12-07,2982312.24
2011-12-08,3178108.56
2011-12-09,3024098.04
2011-12-12,3196016.76
2011-12-13,3286751.64
2011-12-14,3363159.96
2011-12-15,3327343.56
2011-12-16,3355996.68
2011-12-19,3410915.16
2011-12-20,3173333.04
2011-12-21,3206761.68
2011-12-22,3144679.92
2011-12-23,3102894.12
2011-12-27,3131547.24
2011-12-28,3243771.96
2011-12-29,3123190.08
2011-12-30,3096924.72
2012-01-03,2925006.0
2012-01-04,2959628.52
2012-01-05,3047975.64
2012-01-06,3131547.24
2012-01-09,3106475.76
2012-01-10,3012159.24
2012-01-11,3030067.44
2012-01-12,3006189.84
2012-01-13,3073047.12
2012-01-17,2999026.56
2012-01-18,2897546.76
2012-01-19,2824720.08
2012-01-20,2797260.84
2012-01-23,2770995.48
2012-01-24,2800842.48
2012-01-25,2744730.12
2012-01-26,2743536.24
2012-01-27,2733985.2
2012-01-30,2794873.08
2012-01-31,2770995.48
2012-02-01,2682648.36
