,EFU
2016-05-13,2257086.09
2016-05-16,2196171.18
2016-05-17,2217705.28
2016-05-18,2242574.72
2016-05-19,2265822.24
2016-05-20,2226355.52
2016-05-23,2226355.52
2016-05-24,2183519.94
2016-05-25,2136346.8
2016-05-26,2125502.4
2016-05-27,2122791.3
2016-05-31,2156671.14
2016-06-01,2156671.14
2016-06-02,2156671.14
2016-06-03,2156671.14
2016-06-06,2156671.14
2016-06-07,2074549.44
2016-06-08,2075094.8
2016-06-09,2075094.8
2016-06-10,2244156.4
2016-06-13,2317780.0
2016-06-14,2392271.82
2016-06-15,2368753.83
2016-06-16,2365472.25
2016-06-17,2306403.81
2016-06-20,2182797.63
2016-06-21,2158935.36
2016-06-22,2157289.83
2016-06-23,2039908.69
2016-06-24,2404667.84
2016-06-27,2489686.89
2016-06-28,2366994.24
2016-06-29,2274030.72
2016-06-30,2211321.6
2016-07-01,2208021.12
2016-07-05,2303138.75
2016-07-06,2309758.55
2016-07-07,2329066.3
2016-07-08,2256800.15
2016-07-11,2190602.15
2016-07-12,2137642.08
2016-07-13,2142621.06
2016-07-14,2105555.32
2016-07-15,2128237.34
2016-07-18,2117726.16
2016-07-19,2158172.0
2016-07-20,2138199.2
2016-07-21,2118781.2
2016-07-22,2122110.0
2016-07-25,2130986.8
2016-07-26,2119213.33
2016-07-27,2104747.71
2016-07-28,2106416.82
2016-07-29,2056899.89
2016-08-01,2085831.13
2016-08-02,2120172.0
2016-08-03,2125751.4
2016-08-04,2103991.74
2016-08-05,2086137.66
2016-08-08,2078326.5
2016-08-09,2046687.58
2016-08-10,2031021.3
2016-08-11,2005843.35
2016-08-12,2008640.9
2016-08-15,1995212.66
2016-08-16,2011507.65
2016-08-17,2005896.75
2016-08-18,1989625.14
2016-08-19,2021046.18
2016-08-22,2015996.37
2016-08-23,2003632.26
2016-08-24,2015448.12
2016-08-25,2031202.6
2016-08-26,2054271.66
2016-08-29,2040205.16
2016-08-30,2053797.2
2016-08-31,2060567.96
2016-09-01,2031792.23
2016-09-02,1987782.29
2016-09-06,1963891.8
2016-09-07,1965589.2
2016-09-08,1972378.8
2016-09-09,2049893.4
2016-09-12,2014248.0
2016-09-13,2103845.04
2016-09-14,2112355.74
2016-09-15,2101575.52
2016-09-16,2124838.1
2016-09-19,2124838.1
2016-09-20,2080650.15
2016-09-21,2049357.9
2016-09-22,1968567.0
2016-09-23,1998152.4
2016-09-26,1998152.4
2016-09-27,2003666.24
2016-09-28,2033333.28
2016-09-29,2046455.24
2016-09-30,2006518.84
2016-10-03,2024204.96
2016-10-04,2026914.87
2016-10-05,2013756.8
2016-10-06,2038928.76
2016-10-07,2059524.0
2016-10-10,2044649.66
2016-10-11,2108810.92
2016-10-12,2117415.97
2016-10-13,2157572.87
2016-10-14,2127742.03
2016-10-17,2138068.09
2016-10-18,2095599.32
2016-10-19,2085820.24
2016-10-20,2082368.8
2016-10-21,2098475.52
2016-10-24,2100776.48
2016-10-25,2104202.88
2016-10-26,2121507.18
2016-10-27,2112855.03
2016-10-28,2129005.71
2016-10-31,2125544.85
2016-11-01,2154465.5
2016-11-02,2179914.22
2016-11-03,2182806.12
2016-11-04,2208254.84
2016-11-07,2163719.58
2016-11-08,2158031.16
2016-11-09,2151651.6
2016-11-10,2166730.56
2016-11-11,2193988.68
2016-11-14,2222986.68
2016-11-15,2202254.11
2016-11-16,2251684.16
2016-11-17,2223189.19
2016-11-18,2262151.7
2016-11-21,2234819.79
2016-11-22,2224526.5
2016-11-23,2247267.4
2016-11-25,2247267.4
2016-11-28,2232689.9
2016-11-29,2217653.31
2016-11-30,2221161.33
2016-12-01,2236362.75
2016-12-02,2236362.75
2016-12-05,2184327.12
2016-12-06,2183195.0
2016-12-07,2098775.0
2016-12-08,2105223.75
2016-12-09,2091153.75
2016-12-12,2100533.75
2016-12-13,2066775.12
2016-12-14,2126732.76
2016-12-15,2132610.96
2016-12-16,2133786.6
2016-12-19,2137313.52
2016-12-20,2131823.63
2016-12-21,2128876.68
2016-12-22,2135949.36
2016-12-23,2135949.36
2016-12-27,2136356.55
2016-12-28,2136356.55
2016-12-29,2142266.25
2016-12-30,2133401.7
2017-01-03,2107072.24
2017-01-04,2063816.82
2017-01-05,2031819.66
2017-01-06,2037745.06
2017-01-09,2037745.06
2017-01-10,2040767.85
2017-01-11,2056808.82
2017-01-12,2056808.82
2017-01-13,2012844.68
2017-01-17,2029481.76
2017-01-18,2040799.68
2017-01-19,2055096.0
2017-01-20,2031864.48
2017-01-23,2016972.48
2017-01-24,2012168.94
2017-01-25,1968568.96
2017-01-26,1978125.12
2017-01-27,1995445.66
2017-01-30,2017544.28
2017-01-31,2019254.76
2017-02-01,2009673.48
2017-02-02,2009673.48
2017-02-03,1986917.94
2017-02-06,1986917.94
2017-02-07,2023948.4
2017-02-08,2015542.8
2017-02-09,2002934.4
2017-02-10,1986723.6
2017-02-13,1973514.8
2017-02-14,1978675.39
2017-02-15,1984695.09
2017-02-16,1984695.09
2017-02-17,1974461.6
2017-02-21,1979644.0
2017-02-22,1979644.0
2017-02-23,1953691.35
2017-02-24,1988697.25
2017-02-27,1987490.15
2017-02-28,1990844.8
2017-03-01,1936989.12
2017-03-02,1936989.12
2017-03-03,1947881.28
2017-03-06,1966034.88
2017-03-07,1985696.37
2017-03-08,1998436.86
2017-03-09,1981449.54
2017-03-10,1981449.54
2017-03-13,1981449.54
2017-03-14,1962855.02
2017-03-15,1952514.6
2017-03-16,1885606.0
2017-03-17,1875873.84
2017-03-20,1875873.84
2017-03-21,1906969.68
2017-03-22,1906969.68
2017-03-23,1906969.68
2017-03-24,1886235.12
2017-03-27,1875258.0
2017-03-28,1864800.5
2017-03-29,1869080.37
2017-03-30,1870914.6
2017-03-31,1882531.39
2017-04-03,1889868.31
2017-04-04,1895947.14
2017-04-05,1914949.52
2017-04-06,1917401.44
2017-04-07,1917401.44
2017-04-10,1923531.24
2017-04-11,1911865.05
2017-04-12,1911865.05
2017-04-13,1939519.8
2017-04-17,1911250.5
2017-04-18,1943274.02
2017-04-19,1955596.62
2017-04-20,1955596.62
2017-04-21,1926022.38
2017-04-24,1818199.63
2017-04-25,1798124.7
2017-04-26,1807390.2
2017-04-27,1813567.2
2017-04-28,1811096.4
2017-05-01,1795653.9
2017-05-02,1790928.84
2017-05-03,1789071.03
2017-05-04,1789071.03
2017-05-05,1727144.03
2017-05-08,1748199.21
2017-05-09,1752631.32
2017-05-10,1752631.32
2017-05-11,1752631.32
2017-05-12,1744560.4
2017-05-15,1727797.72
2017-05-16,1704808.38
2017-05-17,1732817.28
2017-05-18,1739663.9
2017-05-19,1699829.02
2017-05-22,1699829.02
2017-05-23,1704116.69
2017-05-24,1704116.69
2017-05-25,1704116.69
2017-05-26,1703492.7
2017-05-30,1707778.8
2017-05-31,1704651.0
2017-06-01,1704651.0
2017-06-02,1645222.8
2017-06-05,1662112.92
2017-06-06,1666284.41
2017-06-07,1686352.57
2017-06-08,1687606.83
2017-06-09,1691369.61
2017-06-12,1691369.61
2017-06-13,1687457.64
2017-06-14,1687457.64
2017-06-15,1728952.5
2017-06-16,1698145.71
2017-06-19,1698145.71
2017-06-20,1702386.28
2017-06-21,1702386.28
2017-06-22,1714991.88
2017-06-23,1709949.64
2017-06-26,1709949.64
2017-06-27,1705995.0
2017-06-28,1684512.1
2017-06-29,1684512.1
2017-06-30,1714840.9
2017-07-03,1722423.1
2017-07-05,1726702.92
2017-07-06,1726702.92
2017-07-07,1734303.96
2017-07-10,1734303.96
2017-07-11,1738630.0
2017-07-12,1738630.0
2017-07-13,1685925.0
2017-07-14,1670050.0
2017-07-17,1673225.0
2017-07-18,1677361.95
2017-07-19,1677361.95
2017-07-20,1641714.03
2017-07-21,1651262.58
2017-07-24,1661447.7
2017-07-25,1662992.84
2017-07-26,1662992.84
2017-07-27,1652782.6
2017-07-28,1648315.62
2017-07-31,1648315.62
2017-08-01,1652370.93
2017-08-02,1652370.93
2017-08-03,1613348.62
2017-08-04,1613348.62
2017-08-07,1613348.62
2017-08-08,1617333.38
2017-08-09,1657093.36
2017-08-10,1683386.25
2017-08-11,1694929.47
2017-08-14,1667995.29
2017-08-15,1683007.48
2017-08-16,1683007.48
2017-08-17,1695864.68
2017-08-18,1684936.06
2017-08-21,1684936.06
2017-08-22,1689051.03
2017-08-23,1689051.03
2017-08-24,1689051.03
2017-08-25,1664562.69
2017-08-28,1664562.69
2017-08-29,1680246.0
2017-08-30,1680246.0
2017-08-31,1661512.0
2017-09-01,1648592.0
2017-09-05,1652624.16
2017-09-06,1666870.92
2017-09-07,1635787.08
2017-09-08,1633844.34
2017-09-11,1607293.56
2017-09-12,1611190.3
2017-09-13,1611190.3
2017-09-14,1611190.3
2017-09-15,1611190.3
2017-09-18,1600154.75
2017-09-19,1597517.6
2017-09-20,1602723.36
2017-09-21,1602723.36
2017-09-22,1602723.36
2017-09-25,1602723.36
2017-09-26,1606614.9
2017-09-27,1606614.9
2017-09-28,1606614.9
2017-09-29,1606614.9
2017-10-02,1606614.9
2017-10-03,1610481.81
2017-10-04,1610481.81
2017-10-05,1610481.81
2017-10-06,1610481.81
2017-10-09,1610481.81
2017-10-10,1614348.72
2017-10-11,1614348.72
2017-10-12,1614348.72
2017-10-13,1614348.72
2017-10-16,1614348.72
2017-10-17,1618215.63
2017-10-18,1618215.63
2017-10-19,1618215.63
2017-10-20,1618215.63
2017-10-23,1580766.06
2017-10-24,1581274.59
2017-10-25,1598397.93
2017-10-26,1593787.8
2017-10-27,1590494.85
2017-10-30,1580616.0
2017-10-31,1570520.64
2017-11-01,1570520.64
2017-11-02,1557977.6
2017-11-03,1562598.72
2017-11-06,1557317.44
2017-11-07,1572270.48
2017-11-08,1572270.48
2017-11-09,1594769.3
2017-11-10,1590137.19
2017-11-13,1608003.9
2017-11-14,1612482.3
2017-11-15,1627074.9
2017-11-16,1601206.2
2017-11-17,1608502.5
2017-11-20,1597889.7
2017-11-21,1588398.32
2017-11-22,1581749.52
2017-11-24,1551829.92
2017-11-27,1563797.76
2017-11-28,1562158.8
2017-11-29,1562158.8
2017-11-30,1562158.8
2017-12-01,1562158.8
2017-12-04,1589483.25
2017-12-05,1593895.72
2017-12-06,1600575.92
2017-12-07,1601243.94
2017-12-08,1583875.42
2017-12-11,1569847.0
2017-12-12,1573536.5
2017-12-13,1562823.06
2017-12-14,1562823.06
2017-12-15,1572197.32
2017-12-18,1572197.32
2017-12-19,1555100.89
2017-12-20,1561141.42
2017-12-21,1561141.42
2017-12-22,1542348.66
2017-12-26,1545956.52
2017-12-27,1545956.52
2017-12-28,1538556.38
2017-12-29,1533174.46
2018-01-02,1518546.12
2018-01-03,1518546.12
2018-01-04,1518546.12
2018-01-05,1467972.87
2018-01-08,1467972.87
2018-01-09,1455845.52
2018-01-10,1455845.52
2018-01-11,1455845.52
2018-01-12,1417996.24
2018-01-16,1421311.08
2018-01-17,1398277.44
2018-01-18,1415891.4
2018-01-19,1403697.12
2018-01-22,1386083.16
2018-01-23,1372998.66
2018-01-24,1363492.24
2018-01-25,1375714.78
2018-01-26,1351269.7
2018-01-29,1377751.87
2018-01-30,1404077.8
2018-01-31,1409522.6
2018-02-01,1397952.4
2018-02-02,1461928.8
2018-02-05,1584436.8
2018-02-06,1515099.57
2018-02-07,1557394.11
2018-02-08,1637208.0
2018-02-09,1618789.41
2018-02-12,1585363.08
2018-02-13,1586983.75
2018-02-14,1528181.25
2018-02-15,1515190.0
2018-02-16,1493993.75
2018-02-20,1533746.16
2018-02-21,1541284.68
2018-02-22,1515927.84
2018-02-23,1506333.36
2018-02-26,1480976.52
2018-02-27,1520087.57
2018-02-28,1551684.51
2018-03-01,1605948.82
2018-03-02,1603201.26
2018-03-05,1568169.87
2018-03-06,1562115.74
2018-03-07,1571754.18
2018-03-08,1559361.9
2018-03-09,1531135.04
2018-03-12,1525627.36
2018-03-13,1554660.12
2018-03-14,1555350.16
2018-03-15,1551899.96
2018-03-16,1544999.56
2018-03-19,1568460.92
2018-03-20,1578254.02
2018-03-21,1572029.53
2018-03-22,1629433.16
2018-03-23,1672312.98
2018-03-26,1639115.7
2018-03-27,1610950.32
2018-03-28,1622041.2
2018-03-29,1594314.0
2018-04-02,1636597.98
2018-04-03,1615988.5
2018-04-04,1622241.25
2018-04-05,1579166.75
2018-04-06,1579166.75
2018-04-09,1580556.25
2018-04-10,1550726.91
2018-04-11,1543067.28
2018-04-12,1543067.28
2018-04-13,1543067.28
2018-04-16,1543067.28
2018-04-17,1536077.9
2018-04-18,1536077.9
2018-04-19,1531192.6
2018-04-20,1531192.6
2018-04-23,1545848.5
2018-04-24,1546528.17
2018-04-25,1546528.17
2018-04-26,1546528.17
2018-04-27,1546528.17
2018-04-30,1546528.17
2018-05-01,1549999.44
2018-05-02,1549999.44
2018-05-03,1549999.44
2018-05-04,1549999.44
2018-05-07,1551401.52
2018-05-08,1554898.06
2018-05-09,1554898.06
2018-05-10,1532414.22
2018-05-11,1515551.34
2018-05-14,1506417.28
2018-05-15,1509783.36
2018-05-16,1509783.36
2018-05-17,1509783.36
2018-05-18,1509783.36
2018-05-21,1509783.36
2018-05-22,1513149.44
2018-05-23,1513149.44
2018-05-24,1583019.68
2018-05-25,1602075.2
2018-05-29,1677103.14
2018-05-30,1617686.58
2018-05-31,1636784.76
2018-06-01,1614857.22
2018-06-04,1591515.0
2018-06-05,1611352.43
2018-06-06,1584413.85
2018-06-07,1584413.85
2018-06-08,1602136.6
2018-06-11,1567400.01
2018-06-12,1570871.28
2018-06-13,1570871.28
2018-06-14,1601421.92
2018-06-15,1625578.24
2018-06-18,1625578.24
2018-06-19,1669045.2
2018-06-20,1676877.75
2018-06-21,1693966.95
2018-06-22,1645547.55
2018-06-25,1716040.5
2018-06-26,1716993.78
2018-06-27,1699866.66
2018-06-28,1722702.82
2018-06-29,1702721.18
2018-07-02,1735548.16
2018-07-03,1739366.4
2018-07-05,1739366.4
2018-07-06,1673568.0
2018-07-09,1648536.0
2018-07-10,1652871.62
2018-07-11,1652871.62
2018-07-12,1680108.88
2018-07-13,1680108.88
2018-07-16,1680108.88
2018-07-17,1671577.18
2018-07-18,1670858.84
2018-07-19,1680197.26
2018-07-20,1680197.26
2018-07-23,1662957.1
2018-07-24,1651496.48
2018-07-25,1640697.68
2018-07-26,1640697.68
2018-07-27,1640697.68
2018-07-30,1640697.68
2018-07-31,1637060.81
2018-08-01,1637060.81
2018-08-02,1676742.76
2018-08-03,1684679.15
2018-08-06,1688286.6
2018-08-07,1691960.4
2018-08-08,1663038.0
2018-08-09,1663038.0
2018-08-10,1663038.0
2018-08-13,1663038.0
2018-08-14,1755053.86
2018-08-15,1811575.0
2018-08-16,1781140.54
2018-08-17,1789836.1
2018-08-20,1743459.78
2018-08-21,1726201.17
2018-08-22,1709498.34
2018-08-23,1709498.34
2018-08-24,1709498.34
2018-08-27,1673914.05
2018-08-28,1674621.78
2018-08-29,1668799.54
2018-08-30,1692088.5
2018-08-31,1725566.38
2018-09-04,1763568.3
2018-09-05,1763568.3
2018-09-06,1801494.5
2018-09-07,1834315.25
2018-09-10,1805141.25
2018-09-11,1809027.0
2018-09-12,1790754.0
2018-09-13,1761517.2
2018-09-14,1752015.24
2018-09-17,1752015.24
2018-09-18,1755802.5
2018-09-19,1708922.5
2018-09-20,1679622.5
2018-09-21,1679622.5
2018-09-24,1681820.0
2018-09-25,1670743.32
2018-09-26,1667072.97
2018-09-27,1667072.97
2018-09-28,1704510.54
2018-10-01,1700106.12
2018-10-02,1723604.52
2018-10-03,1723604.52
2018-10-04,1767742.92
2018-10-05,1799375.44
2018-10-08,1799375.44
2018-10-09,1826069.17
2018-10-10,1885045.97
2018-10-11,1916008.79
2018-10-12,1939599.51
2018-10-15,1940336.72
2018-10-16,1889086.03
2018-10-17,1894257.56
2018-10-18,1975524.46
2018-10-19,1975524.46
2018-10-22,1949666.81
2018-10-23,2008596.68
2018-10-24,2124092.84
2018-10-25,2071527.28
2018-10-26,2097439.88
2018-10-29,2112987.44
2018-10-30,2058113.82
2018-10-31,2024726.97
2018-11-01,1985404.68
2018-11-02,1973533.8
2018-11-05,1971308.01
2018-11-06,1980684.0
2018-11-07,1904847.0
2018-11-08,1947970.0
2018-11-09,1974736.0
2018-11-12,2037933.5
2018-11-13,2032578.24
2018-11-14,1998304.56
2018-11-15,2016931.56
2018-11-16,2012461.08
2018-11-19,2048224.92
2018-11-20,2118246.05
2018-11-21,2055527.45
2018-11-23,2082406.85
2018-11-26,2021181.55
2018-11-27,2041144.16
2018-11-28,1982783.0
2018-11-29,2006726.04
2018-11-30,2023935.1
2018-12-03,1976049.02
2018-12-04,2071669.77
2018-12-06,2115157.59
2018-12-07,2159395.2
2018-12-10,2196884.7
2018-12-11,2189492.18
2018-12-12,2118863.4
2018-12-13,2124874.36
2018-12-14,2182729.85
2018-12-17,2216541.5
2018-12-18,2224937.7
2018-12-19,2266349.4
2018-12-20,2282914.08
2018-12-21,2357455.14
2018-12-24,2415431.52
2018-12-26,2301255.5
2018-12-27,2297482.95
2018-12-28,2272584.12
2018-12-31,2271075.1
2019-01-02,2289410.24
2019-01-03,2316629.12
2019-01-04,2175998.24
2019-01-07,2166925.28
2019-01-08,2138116.52
2019-01-09,2098718.2
2019-01-10,2079776.7
2019-01-11,2107052.46
2019-01-14,2123720.98
2019-01-15,2111418.63
2019-01-16,2097752.49
2019-01-17,2088641.73
2019-01-18,2040810.24
2019-01-22,2107416.0
2019-01-23,2087635.2
2019-01-24,2084592.0
2019-01-25,2045030.4
2019-01-28,2056442.4
2019-01-29,2052300.04
2019-01-30,2011132.06
2019-01-31,2010369.69
2019-02-01,2015706.28
2019-02-04,1997409.4
2019-02-05,1972518.9
2019-02-06,1993145.55
2019-02-07,2042802.3
2019-02-08,2063428.95
2019-02-11,2068776.6
2019-02-12,2020972.8
2019-02-13,2015614.16
2019-02-14,2016379.68
2019-02-15,1965089.84
2019-02-19,1947641.51
2019-02-20,1941504.79
2019-02-21,1950709.87
2019-02-22,1936902.25
2019-02-25,1923094.63
2019-02-26,1906301.6
2019-02-27,1923981.01
2019-02-28,1932436.38
2019-03-01,1913988.3
2019-03-04,1927055.69
2019-03-05,1920208.32
2019-03-06,1932532.16
2019-03-07,1984138.24
2019-03-08,1989529.92
2019-03-11,1953328.64
2019-03-12,1961169.21
2019-03-13,1924122.33
2019-03-14,1925665.95
2019-03-15,1887075.45
2019-03-18,1871639.25
2019-03-19,1867712.7
2019-03-20,1865392.56
2019-03-21,1866165.94
2019-03-22,1938090.28
2019-03-25,1934996.76
2019-03-26,1919575.92
2019-03-27,1918800.96
2019-03-28,1926550.56
2019-03-29,1916476.08
2019-04-01,1864553.76
2019-04-02,1865225.06
2019-04-03,1840376.1
2019-04-04,1845811.81
2019-04-05,1838046.51
2019-04-08,1838823.04
2019-04-09,1861993.3
2019-04-10,1850321.8
2019-04-11,1858880.9
2019-04-12,1834759.8
2019-04-15,1832425.5
2019-04-16,1828326.15
2019-04-17,1821309.12
2019-04-18,1824427.8
2019-04-22,1829885.49
2019-04-23,1828906.25
2019-04-24,1853906.25
2019-04-25,1858593.75
2019-04-26,1842968.75
2019-04-29,1828125.0
2019-04-30,1829450.34
2019-05-01,1849803.66
2019-05-02,1857631.86
2019-05-03,1820056.5
2019-05-06,1856849.04
2019-05-07,1926461.84
2019-05-08,1920971.11
2019-05-09,1942934.03
2019-05-10,1920186.72
2019-05-13,2000194.5
2019-05-14,1967257.88
2019-05-15,1949966.76
2019-05-16,1926387.96
2019-05-17,1947608.88
2019-05-20,1960970.2
2019-05-21,1942861.18
2019-05-22,1953886.74
2019-05-23,1998776.52
2019-05-24,1953886.74
2019-05-28,1986978.98
2019-05-29,2018543.38
2019-05-30,2009863.17
2019-05-31,2039849.35
2019-06-03,2020910.71
2019-06-04,1975909.32
2019-06-05,1979862.72
2019-06-06,1960095.72
2019-06-07,1911864.24
2019-06-10,1899213.36
2019-06-11,1892685.25
2019-06-12,1921206.25
2019-06-13,1918037.25
2019-06-14,1938635.75
2019-06-17,1940220.25
2019-06-18,1894872.21
2019-06-19,1867881.99
2019-06-20,1833747.3
2019-06-21,1847242.41
2019-06-24,1843273.26
2019-06-25,1859645.2
2019-06-26,1859645.2
2019-06-27,1850895.8
2019-06-28,1834192.4
2019-07-01,1815102.8
2019-07-02,1807527.96
2019-07-03,1785212.8
2019-07-05,1809121.9
2019-07-08,1833031.0
2019-07-09,1855008.42
2019-07-10,1843030.32
2019-07-11,1844627.4
2019-07-12,1839836.16
2019-07-15,1837440.54
2019-07-16,1853878.04
2019-07-17,1860279.0
2019-07-18,1851477.68
2019-07-19,1860279.0
2019-07-22,1856278.4
2019-07-23,1837473.48
2019-07-24,1837473.48
2019-07-25,1879963.05
2019-07-26,1864730.94
2019-07-29,1859920.8
2019-07-30,1907742.5
2019-07-31,1931840.3
2019-08-01,1946298.98
2019-08-02,1981642.42
2019-08-05,2068394.5
2019-08-06,2053121.33
2019-08-07,2032195.75
2019-08-08,1991954.25
2019-08-09,2021732.96
2019-08-12,2058755.14
2019-08-13,2016025.0
2019-08-14,2133760.86
2019-08-15,2118439.07
2019-08-16,2069248.06
2019-08-19,2050700.63
2019-08-20,2065196.88
2019-08-21,2039341.52
2019-08-22,2040957.48
2019-08-23,2095092.14
2019-08-26,2064388.9
2019-08-27,2068400.25
2019-08-28,2066781.15
2019-08-29,2036827.8
2019-08-30,2019017.7
2019-09-03,2034288.96
2019-09-04,1979132.8
2019-09-05,1953988.08
2019-09-06,1943443.52
2019-09-09,1935332.32
2019-09-10,1935038.7
2019-09-11,1909032.3
2019-09-12,1883838.6
2019-09-13,1868397.3
2019-09-16,1897654.5
2019-09-17,1880963.7
2019-09-18,1889920.67
2019-09-19,1886663.59
2019-09-20,1889106.4
2019-09-23,1900506.18
2019-09-24,1918855.68
2019-09-25,1919671.52
2019-09-26,1908249.76
2019-09-27,1922119.04
2019-09-30,1910697.28
2019-10-01,1954427.31
2019-10-02,2029629.03
2019-10-03,2007558.96
2019-10-04,1970775.51
2019-10-07,1972410.33
2019-10-08,2017172.37
2019-10-09,1986050.75
2019-10-10,1963938.02
2019-10-11,1890228.92
2019-10-14,1905789.73
2019-10-15,1863491.76
2019-10-16,1861850.64
2019-10-17,1852003.92
2019-10-18,1854465.6
2019-10-21,1834772.16
2019-10-22,1853081.02
2019-10-23,1828417.12
2019-10-24,1820195.82
2019-10-25,1818551.56
2019-10-28,1802931.09
2019-10-29,1807219.74
2019-10-30,1793216.67
2019-10-31,1804748.61
2019-11-01,1763563.11
2019-11-04,1752854.88
2019-11-05,1759496.96
2019-11-06,1756195.84
2019-11-07,1750418.88
2019-11-08,1756195.84
2019-11-11,1760322.24
2019-11-12,1755402.55
2019-11-13,1775246.95
2019-11-14,1783515.45
2019-11-15,1763671.05
2019-11-18,1751268.3
2019-11-19,1764534.6
2019-11-20,1788558.78
2019-11-21,1791872.46
2019-11-22,1785245.1
2019-11-25,1756250.4
2019-11-26,1760430.0
2019-11-27,1752960.0
2019-11-29,1780350.0
2019-12-02,1796120.0
2019-12-03,1812822.6
2019-12-04,1781222.94
2019-12-05,1787043.93
2019-12-06,1754612.7
2019-12-09,1771244.1
2019-12-10,1771255.64
2019-12-11,1752926.56
2019-12-12,1727932.36
2019-12-13,1709603.28
2019-12-16,1672111.98
2019-12-17,1691122.46
2019-12-18,1700304.27
2019-12-19,1696965.43
2019-12-20,1695296.01
2019-12-23,1691957.17
2019-12-24,1695159.83
2019-12-26,1685960.64
2019-12-27,1674252.58
2019-12-30,1696832.41
2019-12-31,1683260.74
2020-01-02,1649746.34
2020-01-03,1689963.62
2020-01-06,1677395.72
2020-01-07,1689772.59
2020-01-08,1682217.72
2020-01-09,1671305.13
2020-01-10,1685575.44
2020-01-13,1668786.84
2020-01-14,1669385.0
2020-01-15,1671067.0
2020-01-16,1655088.0
2020-01-17,1645837.0
2020-01-21,1675049.04
2020-01-22,1668308.4
2020-01-23,1677576.78
2020-01-24,1691058.06
2020-01-27,1762677.36
2020-01-28,1733039.95
2020-01-29,1733884.1
2020-01-30,1738104.85
2020-01-31,1794662.9
2020-02-03,1787065.55
2020-02-04,1732034.56
2020-02-05,1699051.48
2020-02-06,1690594.28
2020-02-07,1721040.2
2020-02-10,1714274.44
2020-02-11,1696274.58
2020-02-12,1681870.65
2020-02-13,1709831.22
2020-02-14,1714914.96
2020-02-18,1741032.37
2020-02-19,1726601.58
2020-02-20,1748672.2
2020-02-21,1766498.47
2020-02-24,1904864.28
2020-02-25,1972170.36
2020-02-26,1965366.84
2020-02-27,2078475.36
2020-02-28,2126950.44
2020-03-02,2053812.6
2020-03-03,2095092.59
2020-03-04,1967291.09
2020-03-05,2078904.4
2020-03-06,2137693.09
2020-03-09,2478497.09
2020-03-10,2293569.46
2020-03-11,2518061.0
2020-03-12,3071180.84
2020-03-13,2917536.44
2020-03-16,3282015.1
2020-03-17,3074300.2
2020-03-18,3321441.44
2020-03-19,3186326.16
2020-03-20,3264145.72
2020-03-23,3336834.32
2020-03-24,2798936.91
2020-03-25,2605315.93
2020-03-26,2362861.34
2020-03-27,2507648.71
2020-03-30,2406554.57
2020-03-31,2466754.2
2020-04-01,2665021.5
2020-04-02,2562025.5
2020-04-03,2677037.7
2020-04-06,2383499.1
2020-04-07,2368941.85
2020-04-08,2330247.7
2020-04-09,2222763.95
2020-04-13,2270916.67
2020-04-14,2192390.25
2020-04-15,2329360.8
2020-04-16,2322469.2
2020-04-17,2202727.65
2020-04-20,2265613.5
2020-04-21,2361222.72
2020-04-22,2282687.9
2020-04-23,2299948.3
2020-04-24,2249030.12
2020-04-27,2179125.5
2020-04-28,2151099.92
2020-04-29,2047349.12
2020-04-30,2136401.89
2020-05-01,2232371.38
2020-05-04,2228913.02
2020-05-05,2217369.6
2020-05-06,2246819.04
2020-05-07,2180124.72
2020-05-08,2108233.44
2020-05-11,2103036.48
2020-05-12,2162408.08
2020-05-13,2202324.12
2020-05-14,2242240.16
2020-05-15,2236165.98
2020-05-18,2056543.8
2020-05-19,2114161.92
2020-05-20,2031577.47
2020-05-21,2076781.59
2020-05-22,2087213.31
2020-05-26,1973414.08
2020-05-27,1923773.92
2020-05-28,1888067.84
2020-05-29,1898518.4
2020-06-01,1816655.68
2020-06-02,1784160.25
2020-06-03,1698660.15
2020-06-04,1717854.05
2020-06-05,1648930.5
2020-06-08,1614904.95
2020-06-09,1652790.73
2020-06-10,1664153.12
2020-06-11,1845077.33
2020-06-12,1778651.05
2020-06-15,1785643.29
2020-06-16,1724932.0
2020-06-17,1711798.0
2020-06-18,1729310.0
2020-06-19,1741568.4
2020-06-22,1703917.6
2020-06-23,1688552.25
2020-06-24,1771883.4
2020-06-25,1721884.71
2020-06-26,1771883.4
2020-06-29,1744691.13
2020-06-30,1746935.12
2020-07-01,1736390.24
2020-07-02,1704755.6
2020-07-06,1644122.54
2020-07-07,1700778.24
2020-07-08,1671727.68
2020-07-09,1706060.16
2020-07-10,1670847.36
2020-07-13,1692855.36
2020-07-14,1649134.3
2020-07-15,1605921.69
2020-07-16,1627968.94
2020-07-17,1611213.03
2020-07-20,1595339.01
2020-07-21,1589344.54
2020-07-22,1581393.4
2020-07-23,1607897.2
2020-07-24,1625566.4
2020-07-27,1582276.86
2020-07-28,1603692.48
2020-07-29,1572716.08
2020-07-30,1614312.96
2020-07-31,1688656.32
2020-08-03,1623163.36
2020-08-04,1606537.32
2020-08-05,1593238.17
2020-08-06,1592351.56
2020-08-07,1604764.1
2020-08-10,1594124.78
2020-08-11,1583624.94
2020-08-12,1514346.9
2020-08-13,1527669.6
2020-08-14,1543656.84
2020-08-17,1524116.88
2020-08-18,1525921.25
2020-08-19,1539267.5
2020-08-20,1548165.0
