,FCPT
2016-09-20,1227769548
2016-09-21,1254694319
2016-09-22,1282815746
2016-09-23,1288200700
2016-09-26,1284610731
2016-09-27,1275635807
2016-09-28,1284012403
2016-09-29,1266660884
2016-09-30,1276336775
2016-10-03,1264369248
2016-10-04,1240434194
2016-10-05,1206326741
2016-10-06,1192564085
2016-10-07,1203933236
2016-10-10,1216499139
2016-10-11,1192564085
2016-10-12,1209916999
2016-10-13,1229065043
2016-10-14,1224278032
2016-10-17,1228466667
2016-10-18,1237442312
2016-10-19,1241630947
2016-10-20,1248811463
2016-10-21,1243426076
2016-10-24,1260180614
2016-10-25,1254196850
2016-10-26,1228466667
2016-10-27,1194957590
2016-10-28,1188973827
2016-10-31,1201539730
2016-11-01,1193760838
2016-11-02,1177006300
2016-11-03,1150079363
2016-11-04,1151874493
2016-11-07,1141103718
2016-11-08,1148284234
2016-11-09,1097422244
2016-11-10,1061519662
2016-11-11,1101012502
2016-11-14,1102209255
2016-11-15,1115373535
2016-11-16,1114775158
2016-11-17,1111184900
2016-11-18,1114775158
2016-11-21,1112980029
2016-11-22,1137513460
2016-11-23,1137513460
2016-11-25,1153071245
2016-11-28,1165637149
2016-11-29,1176407923
2016-11-30,1147685858
2016-12-01,1103406007
2016-12-02,1134521578
2016-12-05,1150079363
2016-12-06,1150079363
2016-12-07,1172219289
2016-12-08,1181194934
2016-12-09,1175809547
2016-12-12,1174612794
2016-12-13,1174014418
2016-12-14,1147685858
2016-12-15,1146489105
2016-12-16,1164440396
2016-12-19,1201539730
2016-12-20,1197949472
2016-12-21,1174612794
2016-12-22,1187777074
2016-12-23,1193760838
2016-12-27,1188973827
2016-12-28,1174612794
2016-12-29,1203334859
2016-12-30,1227868290
2017-01-03,1223755815
2017-01-04,1237539549
2017-01-05,1235142378
2017-01-06,1238138842
2017-01-09,1229748743
2017-01-10,1237539549
2017-01-11,1238738134
2017-01-12,1238738134
2017-01-13,1231546621
2017-01-17,1258514796
2017-01-18,1253720453
2017-01-19,1242333891
2017-01-20,1251323282
2017-01-23,1266305601
2017-01-24,1257316210
2017-01-25,1267504187
2017-01-26,1277692164
2017-01-27,1289078726
2017-01-30,1282486506
2017-01-31,1307057509
2017-02-01,1278890749
2017-02-02,1275294993
2017-02-03,1278890749
2017-02-06,1271699236
2017-02-07,1268103480
2017-02-08,1278890749
2017-02-09,1283685091
2017-02-10,1293873068
2017-02-13,1295071654
2017-02-14,1279490042
2017-02-15,1274096407
2017-02-16,1282486506
2017-02-17,1304660338
2017-02-21,1321440535
2017-02-22,1317844779
2017-02-23,1328032756
2017-02-24,1347809417
2017-02-27,1346610831
2017-02-28,1329231341
2017-03-01,1326834170
2017-03-02,1316046900
2017-03-03,1310653266
2017-03-06,1316646193
2017-03-07,1308855387
2017-03-08,1275294993
2017-03-09,1265706309
2017-03-10,1258514796
2017-03-13,1257915503
2017-03-14,1254319746
2017-03-15,1279490042
2017-03-16,1287280848
2017-03-17,1307057509
2017-03-20,1299865996
2017-03-21,1295071654
2017-03-22,1287280848
2017-03-23,1322639121
2017-03-24,1347809417
2017-03-27,1334025683
2017-03-28,1329830634
2017-03-29,1337621440
2017-03-30,1344812953
2017-03-31,1377094664
2017-04-03,1349347684
2017-04-04,1352363660
2017-04-05,1375285078
2017-04-06,1400016082
2017-04-07,1390968154
2017-04-10,1393380935
2017-04-11,1414492767
2017-04-12,1395793715
2017-04-13,1402428863
2017-04-17,1421127914
2017-04-18,1433795014
2017-04-19,1436207795
2017-04-20,1422937500
2017-04-21,1419318329
2017-04-24,1400016082
2017-04-25,1419921524
2017-04-26,1439223771
2017-04-27,1437414185
2017-04-28,1407254424
2017-05-01,1410873596
2017-05-02,1411476791
2017-05-03,1384333006
2017-05-04,1332458218
2017-05-05,1360205198
2017-05-08,1344522123
2017-05-09,1326426266
2017-05-10,1343918927
2017-05-11,1328839047
2017-05-12,1339093366
2017-05-15,1353570051
2017-05-16,1371062712
2017-05-17,1404841644
2017-05-18,1403635253
2017-05-19,1434398209
2017-05-22,1459129212
2017-05-23,1458526017
2017-05-24,1452494065
2017-05-25,1463954774
2017-05-26,1475415483
2017-05-30,1469986726
2017-05-31,1485066607
2017-06-01,1515226367
2017-06-02,1535131809
2017-06-05,1524274295
2017-06-06,1523671100
2017-06-07,1530909442
2017-06-08,1525480686
2017-06-09,1533322223
2017-06-12,1557450032
2017-06-13,1535735004
2017-06-14,1542973347
2017-06-15,1549608494
2017-06-16,1541766956
2017-06-19,1533925419
2017-06-20,1530306247
2017-06-21,1532719028
2017-06-22,1535131809
2017-06-23,1559259617
2017-06-26,1554434056
2017-06-27,1551418080
2017-06-28,1539354175
2017-06-29,1504972048
2017-06-30,1534523600
2017-07-03,1542468167
2017-07-05,1538190323
2017-07-06,1521690069
2017-07-07,1542468167
2017-07-10,1512523262
2017-07-11,1525967913
2017-07-12,1539412564
2017-07-13,1520467828
2017-07-14,1533912480
2017-07-17,1543690408
2017-07-18,1538801444
2017-07-19,1558968421
2017-07-20,1544301528
2017-07-21,1544912649
2017-07-24,1538801444
2017-07-25,1542468167
2017-07-26,1567524108
2017-07-27,1540634805
2017-07-28,1565079626
2017-07-31,1551023854
2017-08-01,1547357131
2017-08-02,1519856708
2017-08-03,1484411718
2017-08-04,1483800598
2017-08-07,1489300682
2017-08-08,1481356116
2017-08-09,1477078272
2017-08-10,1469744826
2017-08-11,1460578018
2017-08-14,1480744995
2017-08-15,1505189816
2017-08-16,1538190323
2017-08-17,1524134551
2017-08-18,1527190154
2017-08-21,1546134890
2017-08-22,1551634974
2017-08-23,1547357131
2017-08-24,1548579372
2017-08-25,1549190492
2017-08-28,1540634805
2017-08-29,1533301359
2017-08-30,1538801444
2017-08-31,1552857215
2017-09-01,1554079456
2017-09-05,1560190662
2017-09-06,1550412733
2017-09-07,1542468167
2017-09-08,1535134721
2017-09-11,1549190492
2017-09-12,1532079118
2017-09-13,1532079118
2017-09-14,1541857046
2017-09-15,1556523938
2017-09-18,1535134721
2017-09-19,1546134890
2017-09-20,1546746010
2017-09-21,1547357131
2017-09-22,1539412564
2017-09-25,1532690239
2017-09-26,1515578864
2017-09-27,1500911972
2017-09-28,1524134551
2017-09-29,1522912310
2017-10-02,1539400577
2017-10-03,1562632198
2017-10-04,1560186764
2017-10-05,1560798122
2017-10-06,1552239104
2017-10-09,1546125520
2017-10-10,1550405029
2017-10-11,1554684538
2017-10-12,1538789218
2017-10-13,1543068727
2017-10-16,1560798122
2017-10-17,1555907255
2017-10-18,1548570953
2017-10-19,1543680086
2017-10-20,1532675634
2017-10-23,1503941787
2017-10-24,1505164503
2017-10-25,1474596581
2017-10-26,1490491901
2017-10-27,1514946239
2017-10-30,1505775862
2017-10-31,1508832654
2017-11-01,1510055371
2017-11-02,1525339332
2017-11-03,1551627746
2017-11-06,1548570953
2017-11-07,1583418385
2017-11-08,1600536422
2017-11-09,1595034196
2017-11-10,1578527517
2017-11-13,1581584310
2017-11-14,1595645554
2017-11-15,1591366045
2017-11-16,1602370497
2017-11-17,1605427289
2017-11-20,1596868271
2017-11-21,1629270269
2017-11-22,1626213477
2017-11-24,1623768043
2017-11-27,1617654458
2017-11-28,1620099892
2017-11-29,1617043100
2017-11-30,1595645554
2017-12-01,1591366045
2017-12-04,1568134424
2017-12-05,1554684538
2017-12-06,1549182312
2017-12-07,1549182312
2017-12-08,1550405029
2017-12-11,1570579858
2017-12-12,1577916159
2017-12-13,1598090988
2017-12-14,1596868271
2017-12-15,1626824835
2017-12-18,1628658910
2017-12-19,1608484081
2017-12-20,1577304801
2017-12-21,1559575405
2017-12-22,1562020839
2017-12-26,1566911707
2017-12-27,1582807027
2017-12-28,1582807027
2017-12-29,1571191216
2018-01-02,1570291868
2018-01-03,1576421032
2018-01-04,1558033539
2018-01-05,1548226876
2018-01-08,1558033539
2018-01-09,1540258963
2018-01-10,1501032312
2018-01-11,1493064399
2018-01-12,1477128572
2018-01-16,1482031903
2018-01-17,1493677315
2018-01-18,1455676497
2018-01-19,1451386082
2018-01-22,1478967321
2018-01-23,1496741897
2018-01-24,1477741488
2018-01-25,1482031903
2018-01-26,1480193154
2018-01-29,1448934416
2018-01-30,1437901921
2018-01-31,1446482751
2018-02-01,1413385264
2018-02-02,1406030267
2018-02-05,1374158613
2018-02-06,1379674861
2018-02-07,1374771530
2018-02-08,1334319046
2018-02-09,1362513201
2018-02-12,1378449028
2018-02-13,1385191109
2018-02-14,1358835703
2018-02-15,1363739034
2018-02-16,1369255282
2018-02-20,1328802798
2018-02-21,1307350723
2018-02-22,1315318637
2018-02-23,1331254464
2018-02-26,1325125300
2018-02-27,1334931962
2018-02-28,1345964458
2018-03-01,1356384037
2018-03-02,1364964867
2018-03-05,1351480706
2018-03-06,1367416533
2018-03-07,1387029858
2018-03-08,1387029858
2018-03-09,1374771530
2018-03-12,1377223195
2018-03-13,1379061945
2018-03-14,1377223195
2018-03-15,1364964867
2018-03-16,1387029858
2018-03-19,1375384446
2018-03-20,1374771530
2018-03-21,1382739443
2018-03-22,1373545697
2018-03-23,1356384037
2018-03-26,1363739034
2018-03-27,1367416533
2018-03-28,1403578601
2018-03-29,1415224013
2018-04-02,1396819608
2018-04-03,1400524700
2018-04-04,1423990281
2018-04-05,1427077858
2018-04-06,1417197613
2018-04-09,1422137735
2018-04-10,1417197613
2018-04-11,1417815128
2018-04-12,1380146695
2018-04-13,1388174394
2018-04-16,1411022460
2018-04-17,1430165434
2018-04-18,1420902705
2018-04-19,1399289669
2018-04-20,1381381726
2018-04-23,1371501481
2018-04-24,1377059119
2018-04-25,1387556879
2018-04-26,1402377246
2018-04-27,1413492521
2018-04-30,1399289669
2018-05-01,1402994761
2018-05-02,1399289669
2018-05-03,1396819608
2018-05-04,1405464822
2018-05-07,1414110037
2018-05-08,1406699853
2018-05-09,1424607797
2018-05-10,1430782950
2018-05-11,1421520220
2018-05-14,1390026940
2018-05-15,1354828568
2018-05-16,1363473782
2018-05-17,1361003721
2018-05-18,1362238751
2018-05-21,1377059119
2018-05-22,1370883966
2018-05-23,1388791909
2018-05-24,1383234272
2018-05-25,1387556879
2018-05-29,1393732032
2018-05-30,1407317368
2018-05-31,1413492521
2018-06-01,1412875006
2018-06-04,1419050159
2018-06-05,1421520220
2018-06-06,1414110037
2018-06-07,1412257491
2018-06-08,1411022460
2018-06-11,1404229792
2018-06-12,1421520220
2018-06-13,1407934884
2018-06-14,1419667674
2018-06-15,1432017980
2018-06-18,1423372766
2018-06-19,1411022460
2018-06-20,1436340587
2018-06-21,1451160955
2018-06-22,1477714112
2018-06-25,1500562179
2018-06-26,1532672974
2018-06-27,1528350367
2018-06-28,1531437944
2018-06-29,1520940183
2018-07-02,1612784740
2018-07-03,1638923877
2018-07-05,1661795622
2018-07-06,1665716492
2018-07-09,1630428657
2018-07-10,1621933438
2018-07-11,1630428657
2018-07-12,1629121701
2018-07-13,1625854308
2018-07-16,1621279960
2018-07-17,1610824305
2018-07-18,1614745175
2018-07-19,1640230834
2018-07-20,1624547352
2018-07-23,1613438218
2018-07-24,1610824305
2018-07-25,1616705611
2018-07-26,1626507787
2018-07-27,1618012567
2018-07-30,1632389093
2018-07-31,1627161265
2018-08-01,1642191269
2018-08-02,1684013888
2018-08-03,1696429978
2018-08-06,1706885633
2018-08-07,1704925197
2018-08-08,1702964762
2018-08-09,1710153025
2018-08-10,1699697370
2018-08-13,1699697370
2018-08-14,1730410856
2018-08-15,1746094338
2018-08-16,1761777820
2018-08-17,1777461302
2018-08-20,1780075216
2018-08-21,1766352169
2018-08-22,1762431298
2018-08-23,1744787381
2018-08-24,1759817385
2018-08-27,1758510428
2018-08-28,1768312604
2018-08-29,1768966082
2018-08-30,1762431298
2018-08-31,1760470863
2018-09-04,1752629122
2018-09-05,1750668687
2018-09-06,1751322165
2018-09-07,1729757377
2018-09-10,1732371291
2018-09-11,1727796942
2018-09-12,1728450420
2018-09-13,1724529550
2018-09-14,1716687809
2018-09-17,1709499546
2018-09-18,1708192589
2018-09-19,1667676927
2018-09-20,1697736935
2018-09-21,1678786060
2018-09-24,1650686488
2018-09-25,1682706931
2018-09-26,1635656485
2018-09-27,1653300402
2018-09-28,1678786060
2018-10-01,1714819596
2018-10-02,1709399384
2018-10-03,1696526381
2018-10-04,1690428642
2018-10-05,1691106168
2018-10-08,1735145392
2018-10-09,1749373448
2018-10-10,1723627441
2018-10-11,1701946593
2018-10-12,1683653377
2018-10-15,1693816275
2018-10-16,1752761081
2018-10-17,1757503766
2018-10-18,1744630763
2018-10-19,1748695922
2018-10-22,1743275710
2018-10-23,1747340869
2018-10-24,1780539668
2018-10-25,1813060940
2018-10-26,1770376770
2018-10-29,1794090198
2018-10-30,1824578891
2018-10-31,1766989138
2018-11-01,1772409350
2018-11-02,1759536346
2018-11-05,1781894721
2018-11-06,1795445251
2018-11-07,1838806948
2018-11-08,1840162001
2018-11-09,1830676630
2018-11-12,1833386736
2018-11-13,1831354156
2018-11-14,1808318255
2018-11-15,1798155357
2018-11-16,1823901364
2018-11-19,1817126099
2018-11-20,1825933944
2018-11-21,1817126099
2018-11-23,1834064262
2018-11-26,1817126099
2018-11-27,1826611470
2018-11-28,1851002425
2018-11-29,1877425959
2018-11-30,1879458538
2018-12-03,1891654015
2018-12-04,1863875429
2018-12-06,1922820235
2018-12-07,1913334864
2018-12-10,1873360800
2018-12-11,1880813591
2018-12-12,1860487796
2018-12-13,1865230482
2018-12-14,1855745110
2018-12-17,1798155357
2018-12-18,1836096842
2018-12-19,1828644050
2018-12-20,1807640728
2018-12-21,1783927300
2018-12-24,1716852176
2018-12-26,1771054297
2018-12-27,1756826240
2018-12-28,1763601505
2018-12-31,1786917290
2019-01-02,1728944782
2019-01-03,1724852605
2019-01-04,1724852605
2019-01-07,1727580723
2019-01-08,1763046257
2019-01-09,1762364228
2019-01-10,1775322788
2019-01-11,1794419614
2019-01-14,1773958729
2019-01-15,1808060204
2019-01-16,1815562529
2019-01-17,1814198470
2019-01-18,1803285998
2019-01-22,1818972676
2019-01-23,1813516440
2019-01-24,1831249207
2019-01-25,1847617915
2019-01-28,1869442859
2019-01-29,1886493597
2019-01-30,1898088098
2019-01-31,1926051308
2019-02-01,1896724039
2019-02-04,1913774777
2019-02-05,1926733337
2019-02-06,1915820865
2019-02-07,1932871603
2019-02-08,1939691898
2019-02-11,1948558281
2019-02-12,1921959131
2019-02-13,1915138836
2019-02-14,1913774777
2019-02-15,1900134187
2019-02-19,1885129538
2019-02-20,1883083449
2019-02-21,1874899095
2019-02-22,1900134187
2019-02-25,1883083449
2019-02-26,1872853007
2019-02-27,1864668653
2019-02-28,1868078800
2019-03-01,1883765479
2019-03-04,1906954482
2019-03-05,1908318541
2019-03-06,1913774777
2019-03-07,1904226364
2019-03-08,1923323190
2019-03-11,1956060606
2019-03-12,1972429314
2019-03-13,1979931638
2019-03-14,1981295697
2019-03-15,1941737986
2019-03-18,1933553632
2019-03-19,1930143485
2019-03-20,1932189573
2019-03-21,1992208169
2019-03-22,1974475402
2019-03-25,1986751933
2019-03-26,2005848759
2019-03-27,2014715143
2019-03-28,2018807320
2019-03-29,2018807320
2019-04-01,2003309245
2019-04-02,2026532059
2019-04-03,2003992269
2019-04-04,1991014814
2019-04-05,2012871580
2019-04-08,1991697838
2019-04-09,1967791999
2019-04-10,1998528077
2019-04-11,1988282718
2019-04-12,1974622239
2019-04-15,1978720383
2019-04-16,1916565203
2019-04-17,1891293317
2019-04-18,1924761491
2019-04-22,1896074485
2019-04-23,1933640802
2019-04-24,1920663347
2019-04-25,1924761491
2019-04-26,1932274754
2019-04-29,1925444515
2019-04-30,1942520113
2019-05-01,1932957778
2019-05-02,1950716401
2019-05-03,1965742928
2019-05-06,1978037359
2019-05-07,1942520113
2019-05-08,1951399425
2019-05-09,1956863616
2019-05-10,1969841071
2019-05-13,1988965742
2019-05-14,1981452478
2019-05-15,1977354335
2019-05-16,1993063886
2019-05-17,1996479005
2019-05-20,1977354335
2019-05-21,1994429934
2019-05-22,1992380862
2019-05-23,1993063886
2019-05-24,1993746910
2019-05-28,1980086431
2019-05-29,1955497568
2019-05-30,1963693856
2019-05-31,1964376880
2019-06-03,1939788018
2019-06-04,1925444515
2019-06-05,1965742928
2019-06-06,1954131520
2019-06-07,1932957778
2019-06-10,1907002868
2019-06-11,1900172628
2019-06-12,1927493586
2019-06-13,1939104994
2019-06-14,1948667329
2019-06-17,1963010832
2019-06-18,1954814544
2019-06-19,1964376880
2019-06-20,1960278736
2019-06-21,1934323826
2019-06-24,1923395443
2019-06-25,1924761491
2019-06-26,1864655383
2019-06-27,1855093048
2019-06-28,1866704455
2019-07-01,1849311819
2019-07-02,1888935049
2019-07-03,1909429824
2019-07-05,1907380346
2019-07-08,1903964551
2019-07-09,1905330869
2019-07-10,1917627734
2019-07-11,1901915073
2019-07-12,1895083482
2019-07-15,1888251890
2019-07-16,1869123434
2019-07-17,1861608683
2019-07-18,1865024479
2019-07-19,1825401248
2019-07-22,1828133885
2019-07-23,1845896023
2019-07-24,1858876047
2019-07-25,1836331795
2019-07-26,1847945500
2019-07-29,1851361296
2019-07-30,1839747590
2019-07-31,1840430750
2019-08-01,1847262341
2019-08-02,1851361296
2019-08-05,1834282317
2019-08-06,1856143410
2019-08-07,1877321344
2019-08-08,1896449800
2019-08-09,1891667686
2019-08-12,1881420299
2019-08-13,1893034004
2019-08-14,1879370821
2019-08-15,1901915073
2019-08-16,1912162460
2019-08-19,1926508803
2019-08-20,1897816118
2019-08-21,1906014028
2019-08-22,1923093007
2019-08-23,1905330869
2019-08-26,1917627734
2019-08-27,1901915073
2019-08-28,1912845620
2019-08-29,1951102532
2019-08-30,1946320418
2019-09-03,1966132033
2019-09-04,1995507877
2019-09-05,1966815192
2019-09-06,1979795216
2019-09-09,1976379420
2019-09-10,1958617283
2019-09-11,1953152009
2019-09-12,1955884646
2019-09-13,1930607757
2019-09-16,1939488826
2019-09-17,1964082556
2019-09-18,1944270940
2019-09-19,1946320418
2019-09-20,1948369895
2019-09-23,1929924598
2019-09-24,1916944574
2019-09-25,1927191962
2019-09-26,1938122508
2019-09-27,1913528779
2019-09-30,1948516405
2019-10-01,1931291189
2019-10-02,1956095500
2019-10-03,1977454768
2019-10-04,1994679983
2019-10-07,1998125027
2019-10-08,1993301966
2019-10-09,1994679983
2019-10-10,1977454768
2019-10-11,1964363604
2019-10-14,1951272440
2019-10-15,1940248302
2019-10-16,1927846146
2019-10-17,1939559293
2019-10-18,1943004336
2019-10-21,1953339466
2019-10-22,1948516405
2019-10-23,1958851535
2019-10-24,1963674595
2019-10-25,1945760371
2019-10-28,1951272440
2019-10-29,1957473517
2019-10-30,1978143776
2019-10-31,1974009724
2019-11-01,1967808647
2019-11-04,1961607569
2019-11-05,1889950672
2019-11-06,1892706706
2019-11-07,1875481490
2019-11-08,1867902395
2019-11-11,1874103473
2019-11-12,1857567266
2019-11-13,1878926534
2019-11-14,1905108861
2019-11-15,1915443991
2019-11-18,1925090112
2019-11-19,1927157138
2019-11-20,1931980198
2019-11-21,1916133000
2019-11-22,1907864896
2019-11-25,1911998948
2019-11-26,1924401103
2019-11-27,1945760371
2019-11-29,1951272440
2019-12-02,1926468129
2019-12-03,1930602181
2019-12-04,1930602181
2019-12-05,1925090112
2019-12-06,1931291189
2019-12-09,1924401103
2019-12-10,1920956060
2019-12-11,1894773732
2019-12-12,1854122223
2019-12-13,1869280413
2019-12-16,1886505628
2019-12-17,1864457352
2019-12-18,1876859508
2019-12-19,1889950672
2019-12-20,1907175887
2019-12-23,1878237525
2019-12-24,1892017697
2019-12-26,1893395715
2019-12-27,1905108861
2019-12-30,1907175887
2019-12-31,1974787642
2020-01-02,1911740147
2020-01-03,1929953868
2020-01-06,1924349646
2020-01-07,1903333815
2020-01-08,1905435398
2020-01-09,1921547535
2020-01-10,1931354924
2020-01-13,1957274449
2020-01-14,1946766533
2020-01-15,1980391864
2020-01-16,2000707168
2020-01-17,2002808751
2020-01-21,2032931443
2020-01-22,2036434082
2020-01-23,2063054135
2020-01-24,2080567328
2020-01-27,2109288964
2020-01-28,2111390548
2020-01-29,2136609546
2020-01-30,2128903741
2020-01-31,2121898463
2020-02-03,2128203213
2020-02-04,2143614823
2020-02-05,2152021155
2020-02-06,2164630654
2020-02-07,2166732237
2020-02-10,2193352291
2020-02-11,2181443320
2020-02-12,2164630654
2020-02-13,2234683426
2020-02-14,2243089759
2020-02-18,2257100313
2020-02-19,2219271816
2020-02-20,2262704535
2020-02-21,2276715090
2020-02-24,2247292925
2020-02-25,2194052819
2020-02-26,2154122739
2020-02-27,2055348330
2020-02-28,2009814028
2020-03-02,2068658357
2020-03-03,2079866800
2020-03-04,2161128016
2020-03-05,2130304796
2020-03-06,2099481576
2020-03-09,1944664950
2020-03-10,2037835137
2020-03-11,1799655712
2020-03-12,1494225626
2020-03-13,1684068638
2020-03-16,1047288941
2020-03-17,1146763877
2020-03-18,1059197912
2020-03-19,998252001
2020-03-20,1010160972
2020-03-23,965327198
2020-03-24,1189496068
2020-03-25,1405959134
2020-03-26,1472509267
2020-03-27,1360424832
2020-03-30,1285468366
2020-03-31,1314586846
2020-04-01,1132610366
2020-04-02,1089751041
2020-04-03,1007545450
2020-04-06,1157904394
2020-04-07,1223949912
2020-04-08,1357446171
2020-04-09,1501481608
2020-04-13,1422789077
2020-04-14,1487429371
2020-04-15,1398900272
2020-04-16,1310371174
2020-04-17,1370795797
2020-04-20,1355338335
2020-04-21,1380632363
2020-04-22,1357446171
2020-04-23,1364472290
2020-04-24,1379227140
2020-04-27,1483916311
2020-04-28,1564716679
2020-04-29,1662379731
2020-04-30,1573148021
2020-05-01,1513426011
2020-05-04,1486726759
2020-05-05,1473377133
2020-05-06,1476187580
2020-05-07,1486726759
2020-05-08,1541530486
2020-05-11,1458622283
2020-05-12,1340583486
2020-05-13,1209897674
2020-05-14,1297724160
2020-05-15,1350420052
2020-05-18,1549961829
2020-05-19,1535206979
2020-05-20,1538017427
2020-05-21,1522559965
2020-05-22,1492347654
2020-05-26,1565419290
2020-05-27,1582281976
2020-05-28,1508507727
2020-05-29,1519046906
2020-06-01,1559798395
2020-06-02,1532396532
2020-06-03,1671513686
2020-06-04,1710157340
2020-06-05,1795875990
2020-06-08,1783931588
2020-06-09,1764961067
2020-06-10,1642706598
2020-06-11,1502184220
2020-06-12,1624438689
2020-06-15,1722101742
2020-06-16,1777608081
2020-06-17,1741774875
2020-06-18,1729830473
2020-06-19,1666595403
2020-06-22,1651137941
2020-06-23,1654651000
2020-06-24,1635680479
2020-06-25,1679945028
2020-06-26,1652543165
2020-06-29,1696807714
2020-06-30,1732623357
2020-07-01,1726232533
2020-07-02,1717001343
2020-07-06,1726942625
