,KBH
2018-10-24,1640666880
2018-10-25,1749396420
2018-10-26,1768843980
2018-10-29,1714037220
2018-10-30,1799783280
2018-10-31,1765308060
2018-11-01,1842214320
2018-11-02,1826302680
2018-11-05,1905860880
2018-11-06,1882877400
2018-11-07,1888181280
2018-11-08,1822766760
2018-11-09,1867849740
2018-11-12,1828070640
2018-11-13,1852822080
2018-11-14,1838678400
2018-11-15,1556688780
2018-11-16,1678678019
2018-11-19,1721109060
2018-11-20,1751164380
2018-11-21,1801551240
2018-11-23,1819230839
2018-11-26,1846634220
2018-11-27,1857241980
2018-11-28,1881993420
2018-11-29,1873153620
2018-11-30,1835978920
2018-12-03,1841197240
2018-12-04,1741179440
2018-12-06,1789883759
2018-12-07,1775098520
2018-12-10,1727263920
2018-12-11,1716827279
2018-12-12,1747267480
2018-12-13,1724654759
2018-12-14,1708999799
2018-12-17,1682908200
2018-12-18,1735961120
2018-12-19,1730742799
2018-12-20,1747267480
2018-12-21,1634203880
2018-12-24,1622027799
2018-12-26,1687256799
2018-12-27,1683777920
2018-12-28,1676820160
2018-12-31,1661165200
2019-01-02,1722915320
2019-01-03,1705520920
2019-01-04,1796841520
2019-01-07,1826412000
2019-01-08,1836848640
2019-01-09,1911644560
2019-01-10,1826412000
2019-01-11,1841197240
2019-01-14,1788144320
2019-01-15,1803799279
2019-01-16,1781186560
2019-01-17,1789014040
2019-01-18,1765531600
2019-01-22,1697693440
2019-01-23,1731612520
2019-01-24,1777707680
2019-01-25,1744658320
2019-01-28,1742049160
2019-01-29,1774228799
2019-01-30,1784665440
2019-01-31,1862070520
2019-02-01,1898598759
2019-02-04,1889901560
2019-02-05,1916862880
2019-02-06,1846415560
2019-02-07,1889901560
2019-02-08,1868158560
2019-02-11,1869028279
2019-02-12,1998616560
2019-02-13,1969915799
2019-02-14,1971655240
2019-02-15,1984701040
2019-02-19,2009053200
2019-02-20,1998616560
2019-02-21,2069933600
2019-02-22,2076021640
2019-02-25,2040363120
2019-02-26,2018620120
2019-02-27,2012532080
2019-02-28,1999091210
2019-03-01,1990327110
2019-03-04,2027136330
2019-03-05,1988574290
2019-03-06,1961405580
2019-03-07,2025383510
2019-03-08,2055181450
2019-03-11,2112148100
2019-03-12,2106889640
2019-03-13,2079720930
2019-03-14,2072709649
2019-03-15,2047293760
2019-03-18,2026259920
2019-03-19,1965787630
2019-03-20,1941248149
2019-03-21,1993832750
2019-03-22,1992079930
2019-03-25,2091990670
2019-03-26,2110395279
2019-03-27,2167361930
2019-03-28,2168238340
2019-03-29,2118282970
2019-04-01,2119159380
2019-04-02,2116530149
2019-04-03,2137563990
2019-04-04,2206800380
2019-04-05,2244486010
2019-04-08,2208553200
2019-04-09,2162979880
2019-04-10,2207676790
2019-04-11,2233092680
2019-04-12,2247115240
2019-04-15,2226957810
2019-04-16,2215564480
2019-04-17,2240103960
2019-04-18,2271654720
2019-04-22,2207676790
2019-04-23,2272531130
2019-04-24,2288306510
2019-04-25,2240103960
2019-04-26,2240103960
2019-04-29,2267272670
2019-04-30,2270778310
2019-05-01,2246238830
2019-05-02,2297070610
2019-05-03,2300576250
2019-05-06,2304081890
2019-05-07,2254126520
2019-05-08,2213811660
2019-05-09,2263767030
2019-05-10,2289182920
2019-05-13,2288306510
2019-05-14,2356666490
2019-05-15,2347902390
2019-05-16,2398734170
2019-05-17,2361924950
2019-05-20,2314598810
2019-05-21,2335632650
2019-05-22,2311969580
2019-05-23,2309340350
2019-05-24,2358419310
2019-05-28,2319857270
2019-05-29,2283924460
2019-05-30,2242733190
2019-05-31,2218024060
2019-06-03,2277159600
2019-06-04,2329234180
2019-06-05,2323938460
2019-06-06,2311581780
2019-06-07,2343356100
2019-06-10,2331882040
2019-06-11,2294812000
2019-06-12,2293046760
2019-06-13,2336295140
2019-06-14,2335412520
2019-06-17,2312464400
2019-06-18,2255976720
2019-06-19,2214493580
2019-06-20,2251563620
2019-06-21,2173010440
2019-06-24,2159771140
2019-06-25,2102400840
2019-06-26,2076804860
2019-06-27,2240972180
2019-06-28,2270981260
2019-07-01,2290398900
2019-07-02,2307168680
2019-07-03,2346886580
2019-07-05,2291281520
2019-07-08,2337177760
2019-07-09,2321290600
2019-07-10,2323055840
2019-07-11,2280690080
2019-07-12,2327468940
2019-07-15,2323055840
2019-07-16,2360125880
2019-07-17,2365421600
2019-07-18,2364538980
2019-07-19,2351299680
2019-07-22,2323938460
2019-07-23,2253328860
2019-07-24,2332764660
2019-07-25,2395430680
2019-07-26,2366304220
2019-07-29,2349534440
2019-07-30,2405139500
2019-07-31,2318642740
2019-08-01,2361891120
2019-08-02,2289516280
2019-08-05,2230380740
2019-08-06,2266568160
2019-08-07,2317760120
2019-08-08,2368952080
2019-08-09,2321290600
2019-08-12,2323055840
2019-08-13,2400726400
2019-08-14,2349534440
2019-08-15,2338943000
2019-08-16,2369834700
2019-08-19,2421026660
2019-08-20,2469570760
2019-08-21,2486340540
2019-08-22,2512819140
2019-08-23,2479279580
2019-08-26,2481044820
2019-08-27,2457214080
2019-08-28,2490753640
2019-08-29,2486340540
2019-08-30,2479279580
2019-09-03,2479653000
2019-09-04,2556279000
2019-09-05,2552715000
2019-09-06,2579445000
2019-09-09,2594592000
2019-09-10,2572317000
2019-09-11,2637360000
2019-09-12,2704185000
2019-09-13,2692602000
2019-09-16,2703294000
2019-09-17,2783484000
2019-09-18,2796849000
2019-09-19,2781702000
2019-09-20,2803977000
2019-09-23,2817342000
2019-09-24,2801304000
2019-09-25,2885058000
2019-09-26,2916242999
2019-09-27,2898423000
2019-09-30,3029400000
2019-10-01,3009798000
2019-10-02,2983959000
2019-10-03,2949210000
2019-10-04,3005342999
2019-10-07,3013362000
2019-10-08,3019599000
2019-10-09,3025836000
2019-10-10,3035637000
2019-10-11,3022272000
2019-10-14,3034746000
2019-10-15,3096225000
2019-10-16,3179979000
2019-10-17,3220074000
2019-10-18,3250367999
2019-10-21,3228984000
2019-10-22,3235221000
2019-10-23,3213837000
2019-10-24,3278879999
2019-10-25,3259278000
2019-10-28,3161267999
2019-10-29,3155922000
2019-10-30,3201363000
2019-10-31,3179979000
2019-11-01,3236112000
2019-11-04,3070386000
2019-11-05,2991978000
2019-11-06,3044547000
2019-11-07,2899314000
2019-11-08,2905551000
2019-11-11,2990196000
2019-11-12,3022272000
2019-11-13,3061476000
2019-11-14,3081078000
2019-11-15,3054348000
2019-11-18,3096225000
2019-11-19,3109590000
2019-11-20,3114936000
2019-11-21,3061476000
2019-11-22,3032964000
2019-11-25,3087315000
2019-11-26,3126519000
2019-11-27,3106917000
2019-11-29,3081078000
2019-12-02,3036659599
2019-12-03,3085174280
2019-12-04,3101345840
2019-12-05,3150758940
2019-12-06,3071697980
2019-12-09,3130095280
2019-12-10,3142673159
2019-12-11,3210054659
2019-12-12,3117517400
2019-12-13,3139977900
2019-12-16,3125603180
2019-12-17,3061815360
2019-12-18,2999824380
2019-12-19,2936934980
2019-12-20,3046542219
2019-12-23,3004316480
2019-12-24,3056424840
2019-12-26,3036659599
2019-12-27,3048339060
2019-12-30,3052831159
2019-12-31,3078885340
2020-01-02,3100447420
2020-01-03,3136384219
2020-01-06,3202867300
2020-01-07,3257670920
2020-01-08,3324154000
2020-01-09,3329544520
2020-01-10,3221734120
2020-01-13,3167828920
2020-01-14,3243296200
2020-01-15,3299896659
2020-01-16,3282826680
2020-01-17,3307084020
2020-01-21,3399621280
2020-01-22,3438253340
2020-01-23,3493955380
2020-01-24,3424777040
2020-01-27,3437354920
2020-01-28,3494853800
2020-01-29,3452628060
2020-01-30,3415792840
2020-01-31,3373567099
2020-02-03,3398722860
2020-02-04,3303490340
2020-02-05,3352005020
2020-02-06,3375363940
2020-02-07,3423878620
2020-02-10,3510126940
2020-02-11,3508330099
2020-02-12,3481377500
2020-02-13,3546063740
2020-02-14,3573016340
2020-02-18,3563133719
2020-02-19,3588289480
2020-02-20,3597273680
2020-02-21,3581102120
2020-02-24,3502939580
2020-02-25,3299896659
2020-02-26,3177711540
2020-02-27,3099549000
2020-02-28,2927950780
2020-03-02,3103004970
2020-03-03,3137392310
2020-03-04,3256843070
2020-03-05,3094860600
2020-03-06,2882202050
2020-03-09,2607103330
2020-03-10,2669543500
2020-03-11,2418877890
2020-03-12,2110296760
2020-03-13,2081339000
2020-03-16,1452412650
2020-03-17,1244278750
2020-03-18,1000852580
2020-03-19,1117588550
2020-03-20,1094965300
2020-03-23,1027095550
2020-03-24,1413500660
2020-03-25,1761898710
2020-03-26,1726606439
2020-03-27,1624349350
2020-03-30,1646972600
2020-03-31,1637923300
2020-04-01,1494944360
2020-04-02,1467796460
2020-04-03,1459652090
2020-04-06,1742895180
2020-04-07,1764613500
2020-04-08,1997180510
2020-04-09,2042427010
2020-04-13,1809860000
2020-04-14,1870490310
2020-04-15,1809860000
2020-04-16,1829768460
2020-04-17,1917546670
2020-04-20,1846057199
2020-04-21,1842437480
2020-04-22,1860536080
2020-04-23,1835198040
2020-04-24,2007134740
2020-04-27,2122965780
2020-04-28,2279518670
2020-04-29,2486747640
2020-04-30,2374536320
2020-05-01,2277708810
2020-05-04,2336529260
2020-05-05,2382680690
2020-05-06,2360962370
2020-05-07,2412543380
2020-05-08,2582670220
2020-05-11,2542853300
2020-05-12,2405303940
2020-05-13,2219793290
2020-05-14,2218888360
2020-05-15,2236082030
2020-05-18,2591719520
2020-05-19,2562761760
2020-05-20,2523849770
2020-05-21,2655064620
2020-05-22,2762751290
2020-05-26,2874962610
2020-05-27,3181733879
2020-05-28,3058663399
2020-05-29,2993508440
2020-06-01,3057366950
2020-06-02,3166914299
2020-06-03,3332593350
2020-06-04,3148807300
2020-06-05,3288231200
2020-06-08,3156050100
2020-06-09,3047408099
2020-06-10,3037449249
2020-06-11,2687078800
2020-06-12,2888971850
2020-06-15,3108066550
2020-06-16,3110782600
2020-06-17,3062799050
2020-06-18,2984938950
2020-06-19,2923375150
2020-06-22,3032922500
2020-06-23,3084527450
2020-06-24,3017531550
2020-06-25,2659918300
2020-06-26,2587490300
2020-06-29,2712428600
2020-06-30,2777613800
2020-07-01,2658107600
2020-07-02,2659012950
2020-07-06,2691605550
2020-07-07,2643622000
2020-07-08,2796626150
2020-07-09,2629136400
2020-07-10,2764033550
2020-07-13,2650864800
2020-07-14,2741399800
2020-07-15,2830124100
2020-07-16,2888971850
2020-07-17,2865432750
2020-07-20,2791194050
2020-07-21,2803868950
2020-07-22,2995803150
2020-07-23,2995803150
2020-07-24,3006667350
2020-07-27,3137037750
2020-07-28,3044692050
2020-07-29,3107161200
2020-07-30,3069136500
2020-07-31,3045597400
2020-08-03,3074568600
2020-08-04,3030206450
2020-08-05,3087243500
2020-08-06,3173251749
2020-08-07,3147901950
2020-08-10,3271029550
2020-08-11,3259260000
2020-08-12,3314486350
2020-08-13,3286420499
2020-08-14,3273745599
2020-08-17,3345268250
2020-08-18,3403210650
2020-08-19,3348889650
2020-08-20,3362469900
2020-08-21,3439424650
2020-08-24,3425844400
2020-08-25,3395062500
2020-08-26,3335309400
2020-08-27,3274650950
2020-08-28,3316297050
2020-08-31,3253552080
2020-09-01,3352723550
2020-09-02,3360912020
2020-09-03,3241724290
2020-09-04,3147101970
2020-09-08,3100700640
2020-09-09,3274478170
2020-09-10,3274478170
2020-09-11,3340895760
2020-09-14,3471911279
2020-09-15,3358182529
2020-09-16,3543787850
2020-09-17,3512853630
2020-09-18,3547427170
2020-09-21,3541968190
2020-09-22,3684811500
2020-09-23,3407313350
2020-09-24,3394575730
2020-09-25,3311781200
2020-09-28,3515583120
2020-09-29,3429149270
2020-09-30,3492837370
2020-10-01,3612934930
2020-10-02,3622033230
2020-10-05,3599287480
2020-10-06,3521042100
2020-10-07,3495566860
2020-10-08,3644778980
2020-10-09,3713926060
2020-10-12,3754868410
2020-10-13,3678442690
2020-10-14,3690270480
2020-10-15,3771245350
2020-10-16,3716655550
2020-10-19,3678442690
2020-10-20,3681172180
2020-10-21,3473730940
2020-10-22,3326338480
2020-10-23,3422780460
2020-10-26,3246273440
2020-10-27,3109798940
2020-10-28,3090692510
2020-10-29,3020635600
2020-10-30,2934201750
2020-11-02,3030643730
2020-11-03,3088872850
2020-11-04,3287215790
2020-11-05,3209880240
2020-11-06,3090692510
2020-11-09,2764973370
2020-11-10,3001529170
2020-11-11,3033373220
2020-11-12,2986971890
2020-11-13,3067036930
2020-11-16,3110708770
2020-11-17,3148921630
2020-11-18,3195322960
2020-11-19,3283576470
2020-11-20,3296314089
2020-11-23,3410952670
2020-11-24,3231716160
2020-11-25,3273568339
2020-11-27,3248093100
2020-11-30,3228403200
2020-12-01,3160533360
2020-12-02,3078906120
2020-12-03,3207308520
2020-12-04,3167870640
2020-12-07,3284349960
2020-12-08,3170622120
2020-12-09,3131184240
2020-12-10,3160533360
2020-12-11,3125681280
2020-12-14,3097249320
2020-12-15,3113758200
2020-12-16,3111923880
2020-12-17,3265089600
2020-12-18,3259586640
2020-12-21,3213728640
2020-12-22,3263255280
2020-12-23,3197219760
2020-12-24,3289852920
2020-12-28,3216480120
2020-12-29,3172456440
2020-12-30,3154113240
2020-12-31,3074320320
2021-01-04,3069734520
2021-01-05,2979852840
2021-01-06,3009201960
2021-01-07,3146775960
2021-01-08,3030296640
2021-01-11,3091746360
2021-01-12,3132101400
2021-01-13,3210977160
2021-01-14,3236657640
2021-01-15,3279764160
2021-01-19,3460444679
2021-01-20,3715415160
2021-01-21,3777782040
2021-01-22,3871332360
2021-01-25,3913521720
2021-01-26,3853906320
2021-01-27,3892427040
2021-01-28,3872249520
2021-01-29,3819054240
2021-02-01,3820888559
2021-02-02,3786953640
2021-02-03,3753018720
2021-02-04,3724586760
2021-02-05,3902515799
2021-02-08,4134557280
2021-02-09,4022663760
2021-02-10,4001569080
2021-02-11,4100622360
2021-02-12,4041006960
2021-02-16,3803462520
2021-02-17,3783285000
2021-02-18,3732841200
2021-02-19,3886006920
2021-02-22,3714498000
2021-02-23,3709912200
2021-02-24,3816302760
2021-02-25,3601687320
2021-02-26,3703492080
2021-03-01,3730444370
2021-03-02,3790300919
2021-03-03,3701897400
2021-03-04,3640199110
2021-03-05,3925668810
2021-03-08,4003021890
2021-03-09,3960661870
2021-03-10,4104317590
2021-03-11,4091425410
2021-03-12,4045381910
2021-03-15,4189958500
2021-03-16,4165095009
2021-03-17,4362161190
2021-03-18,4011309720
2021-03-19,4068403660
2021-03-22,4141152390
2021-03-23,3992892320
2021-03-24,3995654930
2021-03-25,4088662800
2021-03-26,4327168130
2021-03-29,4138389780
2021-03-30,4300462900
2021-03-31,4284808110
2021-04-01,4399916860
2021-04-05,4515025610
2021-04-06,4529759530
2021-04-07,4464377760
2021-04-08,4367686410
2021-04-09,4517788220
2021-04-12,4520550830
2021-04-13,4468982110
2021-04-14,4440435140
2021-04-15,4427542960
2021-04-16,4573040420
2021-04-19,4525155180
2021-04-20,4314275950
2021-04-21,4404521210
2021-04-22,4347427270
2021-04-23,4404521210
2021-04-26,4485557770
2021-04-27,4478190810
2021-04-28,4484636900
2021-04-29,4571198680
2021-04-30,4441356010
2021-05-03,4562910850
2021-05-04,4566594330
2021-05-05,4542651710
2021-05-06,4492003860
2021-05-07,4680782210
2021-05-10,4696437000
2021-05-11,4468061240
2021-05-12,4069324530
2021-05-13,4230476780
2021-05-14,4324405520
2021-05-17,4226793300
2021-05-18,4111684550
2021-05-19,4055511480
2021-05-20,4088662800
2021-05-21,4009467980
2021-05-24,4013151460
2021-05-25,4144835870
2021-05-26,4249815050
2021-05-27,4323484650
2021-05-28,4310592470
2021-06-01,4245281880
2021-06-02,4131786120
2021-06-03,4075038240
2021-06-04,4143496000
2021-06-07,4115572440
2021-06-08,4106564840
2021-06-09,3995771360
2021-06-10,3908397640
2021-06-11,3946229560
2021-06-14,3874168760
2021-06-15,3881374840
2021-06-16,3794001120
2021-06-17,3834535320
2021-06-18,3826428479
2021-06-21,3877771799
2021-06-22,3893985479
2021-06-23,3906596120
2021-06-24,3643574200
2021-06-25,3609345320
2021-06-28,3657986360
2021-06-29,3671497760
2021-06-30,3667894720
2021-07-01,3768779840
2021-07-02,3734550960
2021-07-06,3615650640
2021-07-07,3664291680
2021-07-08,3497651080
2021-07-09,3587727080
2021-07-12,3597635440
2021-07-13,3493147280
2021-07-14,3544490600
2021-07-15,3539086040
2021-07-16,3506658680
2021-07-19,3534582240
2021-07-20,3646276479
2021-07-21,3694917520
2021-07-22,3648978760
2021-07-23,3736352479
2021-07-26,3685909920
2021-07-27,3721039560
2021-07-28,3714734240
2021-07-29,3831833040
2021-07-30,3822825440
2021-08-02,3831833040
2021-08-03,3852550520
2021-08-04,3746260840
2021-08-05,3795802640
2021-08-06,3771482120
2021-08-09,3757970720
2021-08-10,3806611760
2021-08-11,3945328799
2021-08-12,3913802200
2021-08-13,3943527280
2021-08-16,3910199159
2021-08-17,3753466920
2021-08-18,3738154000
2021-08-19,3696719040
2021-08-20,3774184400
2021-08-23,3732749440
2021-08-24,3822825440
2021-08-25,3894886240
2021-08-26,3851649760
2021-08-27,3914702960
2021-08-30,3886779400
2021-08-31,3774720690
2021-09-01,3829986179
2021-09-02,3828231720
2021-09-03,3790510830
2021-09-07,3776475149
2021-09-08,3655417410
2021-09-09,3664189710
2021-09-10,3643136190
2021-09-13,3629977740
2021-09-14,3591379620
2021-09-15,3617696520
2021-09-16,3694015530
2021-09-17,3731736420
2021-09-20,3581730090
2021-09-21,3562431030
2021-09-22,3588747929
2021-09-23,3608046990
2021-09-24,3612433140
2021-09-27,3636118350
2021-09-28,3529973520
2021-09-29,3527341830
2021-09-30,3414179160
2021-10-01,3407161320
2021-10-04,3398389020
2021-10-05,3392248410
2021-10-06,3426460380
2021-10-07,3448391130
2021-10-08,3412424700
2021-10-11,3365931510
2021-10-12,3401897940
2021-10-13,3432600990
2021-10-14,3552781500
2021-10-15,3499270470
2021-10-18,3536991360
2021-10-19,3523832910
2021-10-20,3589625160
2021-10-21,3583484550
2021-10-22,3605415300
2021-10-25,3596643000
2021-10-26,3539623050
2021-10-27,3511551690
2021-10-28,3531727980
2021-10-29,3522078450
2021-11-01,3649276800
2021-11-02,3569448870
2021-11-03,3644890649
2021-11-04,3640504500
2021-11-05,3719455200
2021-11-08,3684366000
2021-11-09,3738754260
2021-11-10,3637872810
2021-11-11,3674716470
2021-11-12,3741385950
2021-11-15,3706296750
2021-11-16,3808055429
2021-11-17,3843144630
2021-11-18,3869461530
2021-11-19,3815073270
2021-11-22,3741385950
2021-11-23,3857180310
2021-11-24,3819459420
2021-11-26,3701033370
2021-11-29,3637872810
2021-11-30,3530517150
2021-12-01,3517274400
2021-12-02,3715032800
2021-12-03,3726509850
2021-12-06,3911908350
2021-12-07,3895134200
2021-12-08,3913674050
2021-12-09,3876594349
2021-12-10,3938393850
2021-12-13,3872180100
2021-12-14,3820974800
2021-12-15,3899548450
2021-12-16,3811263450
2021-12-17,3705321450
2021-12-20,3582605300
2021-12-21,3704438600
2021-12-22,3830686150
2021-12-23,3833334700
2021-12-27,3899548450
2021-12-28,3945456650
2021-12-29,3984302050
2021-12-30,3933096749
2021-12-31,3948988049
2022-01-03,3805966350
2022-01-04,3867765850
2022-01-05,3796255000
2022-01-06,3697375800
2022-01-07,3510211600
2022-01-10,3627630650
2022-01-11,3721212750
2022-01-12,3741518300
2022-01-13,4359513300
2022-01-14,4329496400
2022-01-18,3990482000
2022-01-19,3833334700
2022-01-20,3665593200
2022-01-21,3582605300
2022-01-24,3768886650
2022-01-25,3730041250
2022-01-26,3550822700
2022-01-27,3522571500
2022-01-28,3637342000
2022-01-31,3730041250
2022-02-01,3662061799
2022-02-02,3768003800
2022-02-03,3687664450
2022-02-04,3427223700
2022-02-07,3460772000
2022-02-08,3520805800
2022-02-09,3627630650
2022-02-10,3423692300
2022-02-11,3406035300
2022-02-14,3439583600
2022-02-15,3478429000
2022-02-16,3470483350
2022-02-17,3354830000
2022-02-18,3348650050
2022-02-22,3206511200
2022-02-23,3114694800
2022-02-24,3250653700
2022-02-25,3383081200
2022-02-28,3392197380
2022-03-01,3429976320
2022-03-02,3523984380
2022-03-03,3431733480
2022-03-04,3417676200
2022-03-07,3256017480
2022-03-08,3266560440
2022-03-09,3347389800
2022-03-10,3363204240
2022-03-11,3328939620
2022-03-14,3116323260
2022-03-15,3228781500
2022-03-16,3264803279
2022-03-17,3321910980
2022-03-18,3372868620
2022-03-21,3285889200
2022-03-22,3320153820
2022-03-23,3165523740
2022-03-24,3020558040
2022-03-25,2959936020
2022-03-28,2972236140
2022-03-29,3073272839
2022-03-30,2979264779
2022-03-31,2844842040
2022-04-01,2876470920
2022-04-04,2907221220
2022-04-05,2813213160
2022-04-06,2722719420
2022-04-07,2729748060
2022-04-08,2725355160
2022-04-11,2763134100
2022-04-12,2825513279
2022-04-13,2914249860
2022-04-14,2916885600
2022-04-18,2879106660
2022-04-19,2992443480
2022-04-20,3005622180
2022-04-21,2964328920
2022-04-22,2843084880
2022-04-25,2979264779
2022-04-26,2930064300
2022-04-27,2843963460
2022-04-28,3001229279
2022-04-29,2849234940
2022-05-02,2903706899
2022-05-03,2963450339
2022-05-04,3137409180
2022-05-05,2984536260
2022-05-06,2917764180
2022-05-09,2929185720
2022-05-10,2915128440
2022-05-11,2713055040
2022-05-12,2878228080
2022-05-13,2928307140
2022-05-16,2889649620
2022-05-17,2989807740
2022-05-18,2800913040
2022-05-19,2874713760
2022-05-20,2901071160
2022-05-23,2833420500
2022-05-24,2756105460
2022-05-25,2896678260
2022-05-26,3020558040
2022-05-27,3058336980
2022-05-31,2982936630
2022-06-01,2940558000
2022-06-02,2953531050
2022-06-03,2910287550
2022-06-06,2885206320
2022-06-07,2906828070
2022-06-08,2848881780
2022-06-09,2861854830
2022-06-10,2698394400
2022-06-13,2515041960
2022-06-14,2467474110
2022-06-15,2449311840
2022-06-16,2252121480
2022-06-17,2210607720
2022-06-21,2214932070
2022-06-22,2268554010
2022-06-23,2464014630
2022-06-24,2525420400
2022-06-27,2534069100
2022-06-28,2473528200
2022-06-29,2433744180
2022-06-30,2461420020
2022-07-01,2564339550
2022-07-05,2643907590
2022-07-06,2615366880
2022-07-07,2609312790
2022-07-08,2648231940
2022-07-11,2626610190
2022-07-12,2628339930
2022-07-13,2646502200
2022-07-14,2615366880
2022-07-15,2630069670
2022-07-18,2621420970
2022-07-19,2713097190
2022-07-20,2713097190
2022-07-21,2778827310
2022-07-22,2803908540
2022-07-25,2745097380
2022-07-26,2724340500
2022-07-27,2809097759
2022-07-28,2821205940
2022-07-29,2822935680
2022-08-01,2827260030
2022-08-02,2671583430
2022-08-03,2690610570
2022-08-04,2740773030
2022-08-05,2741637900
2022-08-08,2794394970
2022-08-09,2715691800
2022-08-10,2814286980
2022-08-11,2849746650
2022-08-12,2893855020
2022-08-15,2853206130
2022-08-16,2861854830
2022-08-17,2774502960
2022-08-18,2771908349
2022-08-19,2649961680
2022-08-22,2581636950
2022-08-23,2573853120
2022-08-24,2617096620
2022-08-25,2685421350
2022-08-26,2554825980
2022-08-29,2562609810
2022-08-30,2533204230
2022-08-31,2430121650
2022-09-01,2396193250
2022-09-02,2394496830
2022-09-06,2352934540
2022-09-07,2414005660
2022-09-08,2430121650
2022-09-09,2504764130
2022-09-12,2535299690
2022-09-13,2357175590
2022-09-14,2352086330
2022-09-15,2351238120
2022-09-16,2406371770
2022-09-19,2482710670
2022-09-20,2430969860
2022-09-21,2376684420
2022-09-22,2256238600
2022-09-23,2307131200
2022-09-26,2206194210
2022-09-27,2163783710
2022-09-28,2289318790
2022-09-29,2204497790
2022-09-30,2198560320
2022-10-03,2316461510
2022-10-04,2440300170
2022-10-05,2406371770
2022-10-06,2430969860
2022-10-07,2353782750
2022-10-10,2352934540
2022-10-11,2385166520
2022-10-12,2335970340
2022-10-13,2331729290
2022-10-14,2251997550
2022-10-17,2307131200
2022-10-18,2367354110
2022-10-19,2259631440
2022-10-20,2246060080
2022-10-21,2319006140
2022-10-24,2337666760
2022-10-25,2471683940
2022-10-26,2436907330
2022-10-27,2442844800
2022-10-28,2494585610
2022-10-31,2444541220
2022-11-01,2447085850
2022-11-02,2363961270
2022-11-03,2298649100
2022-11-04,2393648620
2022-11-07,2396193250
2022-11-08,2387711150
2022-11-09,2374139790
2022-11-10,2631995630
2022-11-11,2664227610
2022-11-14,2554808520
2022-11-15,2607397540
2022-11-16,2587040500
2022-11-17,2530210430
2022-11-18,2545478210
2022-11-21,2509005180
2022-11-22,2572620930
2022-11-23,2621817110
2022-11-25,2617576060
2022-11-28,2578558400
2022-11-29,2610790380
2022-11-30,2620060520
2022-12-01,2671810680
2022-12-02,2629242000
2022-12-05,2578326520
2022-12-06,2528245720
2022-12-07,2618391160
2022-12-08,2636754120
2022-12-09,2591681400
2022-12-12,2644266240
2022-12-13,2678488120
2022-12-14,2680157480
2022-12-15,2738585080
2022-12-16,2684330879
2022-12-19,2610044360
2022-12-20,2617556480
2022-12-21,2686834920
2022-12-22,2709371280
2022-12-23,2682661520
2022-12-27,2672645360
2022-12-28,2615052440
2022-12-29,2673480040
2022-12-30,2658455800
2023-01-03,2709371280
2023-01-04,2783657800
2023-01-05,2817045000
2023-01-06,2883819400
2023-01-09,2872133879
2023-01-10,2908859800
2023-01-11,2999839920
2023-01-12,2913867879
2023-01-13,2929726800
2023-01-17,2937238920
2023-01-18,2945585720
2023-01-19,2904686400
2023-01-20,2951428480
2023-01-23,3015698840
2023-01-24,3074126440
2023-01-25,3088316000
2023-01-26,3121703200
2023-01-27,3128380639
2023-01-30,3067449000
2023-01-31,3209344600
2023-02-01,3241062440
2023-02-02,3374611240
2023-02-03,3312844920
2023-02-06,3256086680
2023-02-07,3291977920
2023-02-08,3145908920
2023-02-09,3113356400
2023-02-10,3118364480
2023-02-13,3185973560
2023-02-14,3128380639
2023-02-15,3098332160
2023-02-16,3053259440
2023-02-17,2976468879
2023-02-21,2880480680
2023-02-22,2902182360
2023-02-23,2964783360
2023-02-24,2938073600
2023-02-27,2950593800
2023-02-28,2883816280
2023-03-01,2852745960
2023-03-02,2877275160
2023-03-03,2923880640
2023-03-06,2860922360
2023-03-07,2869098760
2023-03-08,2911616040
2023-03-09,2906710200
2023-03-10,2830669680
2023-03-13,2867463480
2023-03-14,2891992680
2023-03-15,2853563600
2023-03-16,2905074920
2023-03-17,2884633920
2023-03-20,2917339520
2023-03-21,2995832960
2023-03-22,3008915200
2023-03-23,3235401480
2023-03-24,3304083239
2023-03-27,3277918760
2023-03-28,3297542120
2023-03-29,3290183360
2023-03-30,3238672040
2023-03-31,3285277520
2023-04-03,3315530200
2023-04-04,3296724480
2023-04-05,3260748320
2023-04-06,3139737600
2023-04-10,3158543320
2023-04-11,3218231040
2023-04-12,3193701840
2023-04-13,3216595760
2023-04-14,3245213160
2023-04-17,3255842480
2023-04-18,3330247719
2023-04-19,3342512320
2023-04-20,3394023640
2023-04-21,3408741160
2023-04-24,3431635080
2023-04-25,3420188120
2023-04-26,3358865120
2023-04-27,3469246520
2023-04-28,3582898480
2023-05-01,3599251280
2023-05-02,3586986680
2023-05-03,3611515880
2023-05-04,3547739960
2023-05-05,3600886560
2023-05-08,3663844840
2023-05-09,3680197640
2023-05-10,3715356160
2023-05-11,3755420520
2023-05-12,3738250080
2023-05-15,3735797160
2023-05-16,3729256040
2023-05-17,3746426480
2023-05-18,3763596920
2023-05-19,3676109440
2023-05-22,3612333520
2023-05-23,3498681560
2023-05-24,3564910400
2023-05-25,3622962840
2023-05-26,3607427680
2023-05-30,3632774520
2023-05-31,3473982750
2023-06-01,3514070250
2023-06-02,3662394000
2023-06-05,3685644750
2023-06-06,3877263000
2023-06-07,3880470000
2023-06-08,3863633250
2023-06-09,3907729500
2023-06-12,4010353500
2023-06-13,4029595500
