,SO
2013-11-27,36001846944
2013-11-29,35957596887
2013-12-02,36054947013
2013-12-03,36178847175
2013-12-04,36364697417
2013-12-05,36231947244
2013-12-06,36665597810
2013-12-09,36320447360
2013-12-10,35807146690
2013-12-11,35647846483
2013-12-12,35577046390
2013-12-13,35506246298
2013-12-16,35736346598
2013-12-17,35674396517
2013-12-18,36293897325
2013-12-19,36099197071
2013-12-20,36338147383
2013-12-23,36178847175
2013-12-24,36249647267
2013-12-26,36063797025
2013-12-27,36161147152
2013-12-30,36285047314
2013-12-31,36621257805
2014-01-02,36247117005
2014-01-03,36051138491
2014-01-06,35988781691
2014-01-07,36309473805
2014-01-08,35988781691
2014-01-09,36184760205
2014-01-10,36870685004
2014-01-13,36763787633
2014-01-14,36612349690
2014-01-15,36594533462
2014-01-16,36737063290
2014-01-17,36665798376
2014-01-21,37102295976
2014-01-22,37057755404
2014-01-23,36906317462
2014-01-24,36719247062
2014-01-27,36745971405
2014-01-28,36745971405
2014-01-29,36425279290
2014-01-30,36425279290
2014-01-31,36737063290
2014-02-03,36745971405
2014-02-04,36523268548
2014-02-05,36362922490
2014-02-06,36443095519
2014-02-07,36612349690
2014-02-10,36772695747
2014-02-11,37137928433
2014-02-12,37066663519
2014-02-13,37618966604
2014-02-14,37877301918
2014-02-18,37895118147
2014-02-19,37565517918
2014-02-20,37770404547
2014-02-21,37725863975
2014-02-24,37520977347
2014-02-25,37565517918
2014-02-26,37414079976
2014-02-27,37422988090
2014-02-28,37725863975
2014-03-03,37458620547
2014-03-04,37708047747
2014-03-05,37610058490
2014-03-06,37449712433
2014-03-07,37503161118
2014-03-10,37556609804
2014-03-11,37458620547
2014-03-12,37975291175
2014-03-13,38447421232
2014-03-14,38741389003
2014-03-17,38768113346
2014-03-18,38705756546
2014-03-19,38117821004
2014-03-20,38117821004
2014-03-21,38233626489
2014-03-24,38465237461
2014-03-25,38687940318
2014-03-26,38438513118
2014-03-27,38661215975
2014-03-28,38634491632
2014-03-31,39356908955
2014-04-01,38962802448
2014-04-02,38774706160
2014-04-03,38792620092
2014-04-04,39141941769
2014-04-07,39598747039
2014-04-08,40046595343
2014-04-09,39742058496
2014-04-10,39679359734
2014-04-11,39921197818
2014-04-14,39992853547
2014-04-15,40530271512
2014-04-16,41040818578
2014-04-17,40413830952
2014-04-21,40449658817
2014-04-22,40610884206
2014-04-23,40503400613
2014-04-24,40915421053
2014-04-25,41434925086
2014-04-28,41811117661
2014-04-29,41524494746
2014-04-30,41049775544
2014-05-01,40503400613
2014-05-02,39571876141
2014-05-05,39849542089
2014-05-06,39724144564
2014-05-07,40180949834
2014-05-08,39589790073
2014-05-09,39115070871
2014-05-12,38747835262
2014-05-13,38792620092
2014-05-14,39168812667
2014-05-15,38909060651
2014-05-16,38971759414
2014-05-19,38353728754
2014-05-20,38308943924
2014-05-21,38371642686
2014-05-22,38685136499
2014-05-23,38586609872
2014-05-27,38658265601
2014-05-28,38918017617
2014-05-29,38998630312
2014-05-30,39213597498
2014-06-02,39115070871
2014-06-03,39115070871
2014-06-04,39168812667
2014-06-05,39518134344
2014-06-06,39312124125
2014-06-09,39088199973
2014-06-10,39061329074
2014-06-11,38595566838
2014-06-12,38944888515
2014-06-13,38989673346
2014-06-16,39141941769
2014-06-17,38900103685
2014-06-18,39885369954
2014-06-19,40055552309
2014-06-20,39634574904
2014-06-23,39607704005
2014-06-24,39580833107
2014-06-25,40010767479
2014-06-26,40136165004
2014-06-27,40360089156
2014-06-30,40751268816
2014-07-01,40481868625
2014-07-02,39745508105
2014-07-03,39521007946
2014-07-07,39700608073
2014-07-08,39996948282
2014-07-09,39925108232
2014-07-10,40086748346
2014-07-11,39987968276
2014-07-14,39673668054
2014-07-15,39934088238
2014-07-16,40203488428
2014-07-17,40005928289
2014-07-18,40311248505
2014-07-21,40329208517
2014-07-22,40329208517
2014-07-23,40239408454
2014-07-24,40212468435
2014-07-25,40176548409
2014-07-28,40733308803
2014-07-29,40284308486
2014-07-30,39853268181
2014-07-31,38874447489
2014-08-01,38901387508
2014-08-04,38703827368
2014-08-05,38254827051
2014-08-06,37868686777
2014-08-07,38272787063
2014-08-08,39089967641
2014-08-11,38667907343
2014-08-12,38811587444
2014-08-13,38676887349
2014-08-14,39000167578
2014-08-15,38991187571
2014-08-18,38955267546
2014-08-19,39332427813
2014-08-20,39341407819
2014-08-21,39413247870
2014-08-22,39224667736
2014-08-25,39422227876
2014-08-26,39098947647
2014-08-27,39359367832
2014-08-28,39718568086
2014-08-29,39871228194
2014-09-02,39332427813
2014-09-03,39673668054
2014-09-04,39655708041
2014-09-05,40221448441
2014-09-08,40014908295
2014-09-09,39485087920
2014-09-10,39296507787
2014-09-11,39565907978
2014-09-12,38937307533
2014-09-15,38946287539
2014-09-16,39449167895
2014-09-17,39125887666
2014-09-18,38865467482
2014-09-19,39233647743
2014-09-22,39036087603
2014-09-23,38973227559
2014-09-24,39018127590
2014-09-25,38910367514
2014-09-26,39018127590
2014-09-29,39179767705
2014-09-30,39546903884
2014-10-01,39945543924
2014-10-02,39981783927
2014-10-03,39990843928
2014-10-06,39927423922
2014-10-07,39990843928
2014-10-08,40806244008
2014-10-09,40615983989
2014-10-10,40869664014
2014-10-13,41540104080
2014-10-14,42491404174
2014-10-15,42446104169
2014-10-16,42011224126
2014-10-17,41875324113
2014-10-20,42382684163
2014-10-21,42518584176
2014-10-22,42754144199
2014-10-23,42772264201
2014-10-24,42953464219
2014-10-27,42926284216
2014-10-28,42917224215
2014-10-29,42056524131
2014-10-30,42083704134
2014-10-31,42002164126
2014-11-03,42373624162
2014-11-04,42527644177
2014-11-05,43451764268
2014-11-06,42591064183
2014-11-07,42699784194
2014-11-10,43116544235
2014-11-11,43107484234
2014-11-12,42672604191
2014-11-13,42527644177
2014-11-14,42255844150
2014-11-17,42654484190
2014-11-18,42808504205
2014-11-19,42826624207
2014-11-20,42681664192
2014-11-21,42808504205
2014-11-24,42319264157
2014-11-25,42101824135
2014-11-26,42418924166
2014-11-28,42971584221
2014-12-01,43207144244
2014-12-02,43406464263
2014-12-03,43397404263
2014-12-04,43406464263
2014-12-05,43071244231
2014-12-08,43533304276
2014-12-09,43614844284
2014-12-10,43415524264
2014-12-11,43850404307
2014-12-12,43415524264
2014-12-15,43352104258
2014-12-16,43270564250
2014-12-17,43759804298
2014-12-18,44394004361
2014-12-19,44412124362
2014-12-22,44720164393
2014-12-23,44548024376
2014-12-24,45218464441
2014-12-26,45725824491
2014-12-29,46097284528
2014-12-30,45091624429
2014-12-31,44604715929
2015-01-02,44840863886
2015-01-05,44650128998
2015-01-06,45186003207
2015-01-07,45685546961
2015-01-08,45721877416
2015-01-09,45140590138
2015-01-12,45149672752
2015-01-13,45122424911
2015-01-14,45585638210
2015-01-15,46139677646
2015-01-16,46639221400
2015-01-20,46920782425
2015-01-21,47238673905
2015-01-22,47347665270
2015-01-23,47438491407
2015-01-26,47438491407
2015-01-27,47611061067
2015-01-28,47383995725
2015-01-29,47947117775
2015-01-30,46067016737
2015-02-02,46121512419
2015-02-03,46139677646
2015-02-04,44922607409
2015-02-05,45149672752
2015-02-06,43750950241
2015-02-09,43405810920
2015-02-10,44214163540
2015-02-11,43551132739
2015-02-12,42288649433
2015-02-13,41671031701
2015-02-17,41362222835
2015-02-18,42542962617
2015-02-19,41952592726
2015-02-20,41907179657
2015-02-23,42206905910
2015-02-24,42588375686
2015-02-25,41707362156
2015-02-26,41562040336
2015-02-27,41589288178
2015-03-02,40753687716
2015-03-03,41008000900
2015-03-04,40717357261
2015-03-05,40889926922
2015-03-06,40045243847
2015-03-09,39972582937
2015-03-10,39899922028
2015-03-11,39709187140
2015-03-12,40381300554
2015-03-13,39918087255
2015-03-16,40535704987
2015-03-17,40254143962
2015-03-18,40998918286
2015-03-19,40562952828
2015-03-20,40844513853
2015-03-23,41026166128
2015-03-24,40435796236
2015-03-25,39990748165
2015-03-26,39745517594
2015-03-27,39972582937
2015-03-30,40263226576
2015-03-31,40225050498
2015-04-01,40533914932
2015-04-02,40552083429
2015-04-06,40806442375
2015-04-07,40206882002
2015-04-08,40279555986
2015-04-09,40397651211
2015-04-10,40533914932
2015-04-13,40152376513
2015-04-14,40288640234
2015-04-15,40152376513
2015-04-16,40070618280
2015-04-17,40070618280
2015-04-20,40661094406
2015-04-21,40352229971
2015-04-22,40406735459
2015-04-23,40597504669
2015-04-24,40761021134
2015-04-27,40261387490
2015-04-28,40570251925
2015-04-29,40561167677
2015-04-30,40243218994
2015-05-01,40715599894
2015-05-04,40860947863
2015-05-05,40215966250
2015-05-06,40043365536
2015-05-07,40179629257
2015-05-08,40106955273
2015-05-11,39598237380
2015-05-12,39489226403
2015-05-13,39407468171
2015-05-14,39225783209
2015-05-15,39716332605
2015-05-18,39652742869
2015-05-19,39670911365
2015-05-20,39670911365
2015-05-21,39407468171
2015-05-22,39271204449
2015-05-26,39334794186
2015-05-27,39725416853
2015-05-28,39525563396
2015-05-29,39689079861
2015-06-01,39670911365
2015-06-02,39316625690
2015-06-03,39171277720
2015-06-04,39225783209
2015-06-05,38753402309
2015-06-08,38698896820
2015-06-09,38553548851
2015-06-10,38462706370
2015-06-11,38689812572
2015-06-12,38426369378
2015-06-15,38235600168
2015-06-16,38589885843
2015-06-17,38780655053
2015-06-18,39352962682
2015-06-19,38816992045
2015-06-22,38617138588
2015-06-23,38199263176
2015-06-24,37881314493
2015-06-25,37799556260
2015-06-26,38053915207
2015-06-29,38117504943
2015-06-30,38084540706
2015-07-01,38339043603
2015-07-02,38984390235
2015-07-06,39193446187
2015-07-07,40229636554
2015-07-08,40175100219
2015-07-09,39329787025
2015-07-10,39411591527
2015-07-13,39447949084
2015-07-14,39275250689
2015-07-15,39420680917
2015-07-16,39975133657
2015-07-17,39547932365
2015-07-20,39375233971
2015-07-21,39275250689
2015-07-22,39311608246
2015-07-23,39066194738
2015-07-24,38975300846
2015-07-27,39484306641
2015-07-28,39575200533
2015-07-29,39602468700
2015-07-30,40338709225
2015-07-31,40656837846
2015-08-03,40865893798
2015-08-04,40375066781
2015-08-05,40547765176
2015-08-06,40956787690
2015-08-07,41383988982
2015-08-10,41320363257
2015-08-11,41729385771
2015-08-12,42329285457
2015-08-13,41956620501
2015-08-14,42111140117
2015-08-17,42083871949
2015-08-18,41874815998
2015-08-19,42092961338
2015-08-20,42138408284
2015-08-21,41629402490
2015-08-24,39611558090
2015-08-25,38629904057
2015-08-26,39638826257
2015-08-27,39911507933
2015-08-28,39756988317
2015-08-31,39457038473
2015-09-01,38548099554
2015-09-02,38648082835
2015-09-03,38702619171
2015-09-04,38157255819
2015-09-08,38811691841
2015-09-09,38593546500
2015-09-10,38448116273
2015-09-11,38820781230
2015-09-14,38748066116
2015-09-15,38748066116
2015-09-16,39002569014
2015-09-17,39520664198
2015-09-18,39475217252
2015-09-21,39784256484
2015-09-22,39093462906
2015-09-23,39038926571
2015-09-24,39520664198
2015-09-25,40111474495
2015-09-28,40075116938
2015-09-29,40256904722
2015-09-30,40748520000
2015-10-01,40283604000
2015-10-02,40739404000
2015-10-05,41204320000
2015-10-06,40830564000
2015-10-07,40803216000
2015-10-08,41158740000
2015-10-09,40985536000
2015-10-12,41578076000
2015-10-13,41541612000
2015-10-14,41496032000
2015-10-15,41769512000
2015-10-16,42134152000
2015-10-19,41897136000
2015-10-20,41906252000
2015-10-21,42006528000
2015-10-22,42389400000
2015-10-23,41760396000
2015-10-26,41605424000
2015-10-27,41623656000
2015-10-28,41322828000
2015-10-29,40976420000
2015-10-30,41113160000
2015-11-02,41231668000
2015-11-03,41423104000
2015-11-04,41751280000
2015-11-05,41596308000
2015-11-06,39736644000
2015-11-09,40128632000
2015-11-10,40511504000
2015-11-11,41049348000
2015-11-12,40010124000
2015-11-13,40064820000
2015-11-16,40784984000
2015-11-17,40201560000
2015-11-18,40520620000
2015-11-19,41186088000
2015-11-20,41240784000
2015-11-23,40949072000
2015-11-24,40848796000
2015-11-25,40639128000
2015-11-27,40639128000
2015-11-30,40602664000
2015-12-01,41186088000
2015-12-02,40301836000
2015-12-03,40274488000
2015-12-04,40867028000
2015-12-07,41277248000
2015-12-08,41295480000
2015-12-09,41149624000
2015-12-10,40557084000
2015-12-11,40475040000
2015-12-14,40976420000
2015-12-15,41395756000
2015-12-16,42234428000
2015-12-17,42398516000
2015-12-18,42115920000
2015-12-21,42143268000
2015-12-22,42343820000
2015-12-23,42936360000
2015-12-24,42936360000
2015-12-28,42945476000
2015-12-29,43082216000
2015-12-30,43091332000
2015-12-31,42965311705
2016-01-04,43185693727
2016-01-05,43488719008
2016-01-06,43497901592
2016-01-07,43130598222
2016-01-08,42809207773
2016-01-11,43011224627
2016-01-12,42653103841
2016-01-13,42974494290
2016-01-14,43286702154
2016-01-15,43314249907
2016-01-19,44021308894
2016-01-20,43305067323
2016-01-21,42983676874
2016-01-22,43479536423
2016-01-25,43516266760
2016-01-26,43690735861
2016-01-27,43745831367
2016-01-28,44333516759
2016-01-29,44921202151
2016-02-01,45821095407
2016-02-02,45573165632
2016-02-03,44544716196
2016-02-04,44462072938
2016-02-05,44278421253
2016-02-08,44829376308
2016-02-09,45178314510
2016-02-10,45187497094
2016-02-11,44122317321
2016-02-12,43993761141
2016-02-16,44159047658
2016-02-17,43920300467
2016-02-18,44875289229
2016-02-19,44599811702
2016-02-22,45086488667
2016-02-23,45086488667
2016-02-24,44976297656
2016-02-25,45325235858
2016-02-26,44250873500
2016-02-29,44241690916
2016-03-01,43608092603
2016-03-02,44058039231
2016-03-03,44250873500
2016-03-04,44654907207
2016-03-07,44526351028
2016-03-08,45132401588
2016-03-09,45508887543
2016-03-10,45793547654
2016-03-11,45720086980
2016-03-14,45867008328
2016-03-15,46215946530
2016-03-16,46537336979
2016-03-17,46665893158
2016-03-18,46610797653
2016-03-21,46353685294
2016-03-22,46160851024
2016-03-23,46528154394
2016-03-24,46739353832
2016-03-28,46445511136
2016-03-29,47014831360
2016-03-30,47024013944
2016-03-31,48708899354
2016-04-01,48680651394
2016-04-04,48520579619
2016-04-05,47691972787
2016-04-06,47418909172
2016-04-07,47710804760
2016-04-08,47767300681
2016-04-11,47522485026
2016-04-12,47804964628
2016-04-13,47418909172
2016-04-14,47503653052
2016-04-15,47720220747
2016-04-18,47936788442
2016-04-19,48021532323
2016-04-20,46863365955
2016-04-21,46081839056
2016-04-22,46383150631
2016-04-25,46392566618
2016-04-26,46326654711
2016-04-27,46646798260
2016-04-28,47032853716
2016-04-29,47174093517
2016-05-02,47465989105
2016-05-03,47550732986
2016-05-04,48360507845
2016-05-05,47663724827
2016-05-06,46599718326
2016-05-09,46901029902
2016-05-10,47211757464
2016-05-11,47381245225
2016-05-12,47230589437
2016-05-13,46976357795
2016-05-16,47023437729
2016-05-17,46213662870
2016-05-18,45234400250
2016-05-19,45827607414
2016-05-20,45808775441
2016-05-23,45281480184
2016-05-24,45629871693
2016-05-25,45714615574
2016-05-26,46345486685
2016-05-27,46288990764
2016-05-31,46552638393
2016-06-01,46675046220
2016-06-02,46477310499
2016-06-03,47249421411
2016-06-06,47202341477
2016-06-07,47164677530
2016-06-08,47428325159
2016-06-09,47889708508
2016-06-10,48125108177
2016-06-13,48012116336
2016-06-14,48332259885
2016-06-15,47908540482
2016-06-16,48078028243
2016-06-17,48162772123
2016-06-20,47965036402
2016-06-21,47927372455
2016-06-22,47880292522
2016-06-23,48078028243
2016-06-24,48200436070
2016-06-27,49151450730
2016-06-28,49255026584
2016-06-29,49170282704
2016-06-30,52209034160
2016-07-01,52403735015
2016-07-05,52812606810
2016-07-06,52997572622
2016-07-07,52238239289
2016-07-08,52705521340
2016-07-11,52364794844
2016-07-12,51439965785
2016-07-13,51722282024
2016-07-14,52189564075
2016-07-15,52209034160
2016-07-18,52199299118
2016-07-19,52199299118
2016-07-20,51916982879
2016-07-21,52471880314
2016-07-22,53094923049
2016-07-25,53094923049
2016-07-26,53007307664
2016-07-27,52121418776
2016-07-28,51848837579
2016-07-29,52082478605
2016-08-01,52228504246
2016-08-02,51946188007
2016-08-03,51634666639
2016-08-04,51751487152
2016-08-05,51245264930
2016-08-08,51293940144
2016-08-09,51439965785
2016-08-10,51478905956
2016-08-11,50933743563
2016-08-12,50962948691
2016-08-15,50125735016
2016-08-16,49609777752
2016-08-17,50106264931
2016-08-18,50924008520
2016-08-19,50583282025
2016-08-22,50622222196
2016-08-23,50339905956
2016-08-24,50417786298
2016-08-25,50485931597
2016-08-26,49697393136
2016-08-29,49979709375
2016-08-30,49609777752
2016-08-31,49969974333
2016-09-01,49823948692
2016-09-02,50427521341
2016-09-06,50748777751
2016-09-07,50836393136
2016-09-08,51079769204
2016-09-09,49522162367
2016-09-12,50583282025
2016-09-13,49901829033
2016-09-14,49989444418
2016-09-15,50096529888
2016-09-16,50593017067
2016-09-19,51040829033
2016-09-20,50758512794
2016-09-21,51770957238
2016-09-22,52063008520
2016-09-23,52111683733
2016-09-26,51897512793
2016-09-27,51439965785
2016-09-28,51303675187
2016-09-29,50670897409
2016-09-30,50797260000
2016-10-03,50222944000
2016-10-04,49351568000
2016-10-05,49034704000
2016-10-06,48945586000
2016-10-07,48678232000
2016-10-10,49262450000
2016-10-11,48925782000
2016-10-12,49539706000
2016-10-13,50262552000
2016-10-14,50064512000
2016-10-17,50193238000
2016-10-18,50589318000
2016-10-19,50232846000
2016-10-20,50222944000
2016-10-21,50034806000
2016-10-24,50351670000
2016-10-25,50470494000
2016-10-26,50470494000
2016-10-27,50262552000
2016-10-28,50203140000
2016-10-31,51064614000
2016-11-01,49985296000
2016-11-02,49698138000
2016-11-03,49896178000
2016-11-04,49618922000
2016-11-07,50123924000
2016-11-08,50262552000
2016-11-09,48737644000
2016-11-10,47440482000
2016-11-11,47311756000
2016-11-14,47163226000
2016-11-15,47866268000
2016-11-16,47955386000
2016-11-17,47034500000
2016-11-18,46668126000
2016-11-21,47074108000
2016-11-22,47133520000
2016-11-23,46767146000
2016-11-25,47311756000
2016-11-28,47836562000
2016-11-29,47836562000
2016-11-30,46361164000
2016-12-01,46133418000
2016-12-02,46301752000
2016-12-05,46410674000
2016-12-06,46470086000
2016-12-07,46687930000
2016-12-08,46945382000
2016-12-09,47470188000
2016-12-12,48242544000
2016-12-13,48707938000
2016-12-14,48004896000
2016-12-15,47985092000
2016-12-16,48440584000
2016-12-19,48608918000
2016-12-20,48717840000
2016-12-21,48757448000
2016-12-22,48876272000
2016-12-23,48846566000
2016-12-27,48816860000
2016-12-28,48420780000
2016-12-29,48886174000
2016-12-30,48707938000
2017-01-03,48696720000
2017-01-04,48647070000
2017-01-05,48796020000
2017-01-06,48666930000
2017-01-09,48190290000
2017-01-10,48041340000
2017-01-11,48398820000
2017-01-12,48657000000
2017-01-13,48458400000
2017-01-17,49342170000
2017-01-18,49272660000
2017-01-19,48706650000
2017-01-20,48716580000
2017-01-23,48488190000
2017-01-24,48230010000
2017-01-25,48150570000
2017-01-26,48289590000
2017-01-27,48140640000
2017-01-30,48319380000
2017-01-31,49083990000
2017-02-01,48210150000
2017-02-02,48637140000
2017-02-03,48488190000
2017-02-06,48418680000
2017-02-07,48428610000
2017-02-08,48875460000
2017-02-09,48517980000
2017-02-10,48706650000
2017-02-13,48875460000
2017-02-14,48249870000
2017-02-15,48011550000
2017-02-16,47902320000
2017-02-17,47465400000
2017-02-21,47942040000
2017-02-22,48647070000
2017-02-23,49322310000
2017-02-24,50146500000
2017-02-27,49918110000
2017-02-28,50464260000
2017-03-01,49709580000
2017-03-02,49967760000
2017-03-03,50017410000
2017-03-06,49888320000
2017-03-07,50047200000
2017-03-08,49421610000
2017-03-09,49153500000
2017-03-10,49282590000
2017-03-13,49381890000
2017-03-14,49530840000
2017-03-15,50275590000
2017-03-16,49838670000
2017-03-17,50315310000
2017-03-20,50027340000
2017-03-21,50652930000
2017-03-22,50374890000
2017-03-23,50017410000
2017-03-24,50067060000
2017-03-27,49947900000
2017-03-28,49739370000
2017-03-29,49600350000
2017-03-30,49322310000
2017-03-31,49680440000
2017-04-03,49860080000
2017-04-04,49919960000
2017-04-05,50329140000
2017-04-06,50029740000
2017-04-07,49590620000
2017-04-10,49570660000
2017-04-11,49201400000
2017-04-12,49560680000
2017-04-13,49321160000
2017-04-17,49680440000
2017-04-18,49870060000
2017-04-19,49650500000
2017-04-20,49670460000
2017-04-21,49880040000
2017-04-24,50049700000
2017-04-25,50059680000
2017-04-26,49870060000
2017-04-27,49969860000
2017-04-28,49700400000
2017-05-01,49490820000
2017-05-02,49410980000
2017-05-03,49371060000
2017-05-04,49690420000
2017-05-05,49969860000
2017-05-08,49929940000
2017-05-09,49880040000
2017-05-10,49770260000
2017-05-11,49670460000
2017-05-12,49770260000
2017-05-15,49880040000
2017-05-16,49241320000
2017-05-17,49540720000
2017-05-18,49670460000
2017-05-19,49780240000
2017-05-22,49909980000
2017-05-23,49979840000
2017-05-24,50279240000
2017-05-25,50399000000
2017-05-26,50349100000
2017-05-30,50468860000
2017-05-31,50508780000
2017-06-01,50828140000
2017-06-02,50907980000
2017-06-05,50708380000
2017-06-06,50688420000
2017-06-07,50907980000
2017-06-08,50638520000
2017-06-09,50578640000
2017-06-12,50748300000
2017-06-13,50957880000
2017-06-14,51117560000
2017-06-15,51606580000
2017-06-16,51426940000
2017-06-19,51317160000
2017-06-20,51606580000
2017-06-21,51097600000
2017-06-22,50279240000
2017-06-23,49740320000
2017-06-26,49999800000
2017-06-27,49301200000
2017-06-28,49051700000
2017-06-29,48193420000
2017-06-30,48023640000
2017-07-03,47792950000
2017-07-05,47562260000
2017-07-06,47542200000
2017-07-07,47502080000
2017-07-10,47421840000
2017-07-11,47421840000
2017-07-12,47652530000
2017-07-13,47261360000
2017-07-14,47401780000
2017-07-17,47181120000
2017-07-18,47261360000
2017-07-19,47371690000
2017-07-20,47461960000
2017-07-21,48023640000
2017-07-24,47391750000
2017-07-25,46920340000
2017-07-26,47542200000
2017-07-27,47963460000
2017-07-28,47652530000
2017-07-31,48073790000
2017-08-01,48675590000
2017-08-02,49929340000
2017-08-03,49508080000
2017-08-04,48936370000
2017-08-07,49147000000
2017-08-08,49267360000
2017-08-09,48996550000
2017-08-10,48956430000
2017-08-11,48565260000
2017-08-14,48785920000
2017-08-15,49106880000
2017-08-16,49136970000
2017-08-17,48063760000
2017-08-18,48444900000
2017-08-21,48434870000
2017-08-22,48093850000
2017-08-23,48184120000
2017-08-24,48164060000
2017-08-25,48454930000
2017-08-28,48495050000
2017-08-29,48324540000
2017-08-30,48354630000
2017-08-31,48404780000
2017-09-01,48404780000
2017-09-05,49307480000
2017-09-06,49427840000
2017-09-07,50099850000
2017-09-08,50350600000
2017-09-11,50761830000
2017-09-12,49708680000
2017-09-13,49568260000
2017-09-14,50551200000
2017-09-15,50791920000
2017-09-18,50220210000
2017-09-19,50019610000
2017-09-20,49598350000
2017-09-21,49417810000
2017-09-22,48966460000
2017-09-25,49177090000
2017-09-26,48936370000
2017-09-27,48665560000
2017-09-28,49086820000
2017-09-29,49287420000
2017-10-02,49487008891
2017-10-03,49134537318
2017-10-04,49446726425
2017-10-05,49708562451
2017-10-06,49940186628
2017-10-09,50000610326
2017-10-10,50594776693
2017-10-11,50836471486
2017-10-12,51098307512
2017-10-13,51299719839
2017-10-16,51501132167
2017-10-17,51501132167
2017-10-18,51632050180
2017-10-19,52367205176
2017-10-20,52578688119
2017-10-23,52568617503
2017-10-24,52739817982
2017-10-25,52578688119
2017-10-26,52427628874
2017-10-27,52457840723
2017-10-30,52457840723
2017-10-31,52568617503
2017-11-01,52447770107
2017-11-02,53626032223
2017-11-03,52810312296
2017-11-06,52014733602
2017-11-07,52085227917
2017-11-08,52135580999
2017-11-09,52377275792
2017-11-10,51722685727
2017-11-13,52185934081
2017-11-14,52679394283
2017-11-15,52286640244
2017-11-16,52306781477
2017-11-17,51329931688
2017-11-20,51541414632
2017-11-21,51662262029
2017-11-22,51722685727
2017-11-24,51752897576
2017-11-27,51924098055
2017-11-28,51853603740
2017-11-29,51450779085
2017-11-30,51561555865
2017-12-01,51470920318
2017-12-04,50685412240
2017-12-05,50715624089
2017-12-06,51249366757
2017-12-07,51692473878
2017-12-08,51420567236
2017-12-11,52044945451
2017-12-12,51551485249
2017-12-13,52044945451
2017-12-14,51883815589
2017-12-15,51672332645
2017-12-18,50906965800
2017-12-19,50161740188
2017-12-20,50292658201
2017-12-21,49839480464
2017-12-22,48842489443
2017-12-26,48389311705
2017-12-27,48389311705
2017-12-28,48620935882
2017-12-29,48429594171
2018-01-02,47718333325
2018-01-03,47445194678
2018-01-04,47242869754
2018-01-05,47323799723
2018-01-08,47748682064
2018-01-09,47151823538
2018-01-10,46494267535
2018-01-11,45776014055
2018-01-12,45361247960
2018-01-16,45179155529
2018-01-17,45573689131
2018-01-18,45421945438
2018-01-19,44956598112
2018-01-22,44551948264
2018-01-23,44986946851
2018-01-24,44592413249
2018-01-25,45138690544
2018-01-26,44825086912
2018-01-29,44501367033
2018-01-30,45320782976
2018-01-31,45634386608
2018-02-01,44895900635
2018-02-02,44683459465
2018-02-05,44228228386
2018-02-06,43995554723
2018-02-07,43843811030
2018-02-08,43904508508
2018-02-09,44845319404
2018-02-12,45199388021
2018-02-13,45138690544
2018-02-14,44086600939
2018-02-15,45077993067
2018-02-16,44440669556
2018-02-20,43975322231
2018-02-21,43418928690
2018-02-22,43520091152
2018-02-23,44582297003
2018-02-26,44541832018
2018-02-27,43904508508
2018-02-28,43560556137
2018-03-01,44491250787
2018-03-02,44713808204
2018-03-05,45361247960
2018-03-06,44612645742
2018-03-07,44177647155
2018-03-08,43914624754
2018-03-09,44268693371
2018-03-12,44329390848
2018-03-13,44096717185
2018-03-14,44562064511
2018-03-15,44440669556
2018-03-16,44703691957
2018-03-19,44683459465
2018-03-20,44359739587
2018-03-21,44410320818
2018-03-22,44319274602
2018-03-23,43611137368
2018-03-26,44329390848
2018-03-27,45047644328
2018-03-28,45158923036
2018-03-29,45179155529
2018-04-02,44828940000
2018-04-03,44788380000
2018-04-04,45417060000
2018-04-05,45640140000
2018-04-06,45417060000
2018-04-09,45396780000
2018-04-10,44920200000
2018-04-11,45092580000
2018-04-12,44433480000
2018-04-13,44555160000
2018-04-16,45700980000
2018-04-17,46461480000
2018-04-18,46066020000
2018-04-19,46238400000
2018-04-20,45853080000
2018-04-23,45873360000
2018-04-24,46339800000
2018-04-25,46674420000
2018-04-26,46735260000
2018-04-27,47049600000
2018-04-30,46765680000
2018-05-01,46451340000
2018-05-02,46897500000
2018-05-03,46907640000
2018-05-04,46674420000
2018-05-07,46086300000
2018-05-08,44768100000
2018-05-09,44403060000
2018-05-10,45335940000
2018-05-11,45559020000
2018-05-14,45173700000
2018-05-15,44828940000
2018-05-16,44504460000
2018-05-17,44230680000
2018-05-18,43328220000
2018-05-21,44048160000
2018-05-22,44159700000
2018-05-23,44605860000
2018-05-24,44869500000
2018-05-25,45143280000
2018-05-29,44920200000
2018-05-30,45366360000
2018-05-31,45528600000
2018-06-01,44818800000
2018-06-04,44545020000
2018-06-05,44382780000
2018-06-06,43490460000
2018-06-07,43784520000
2018-06-08,43885920000
2018-06-11,43439760000
2018-06-12,44048160000
2018-06-13,44392920000
2018-06-14,44828940000
2018-06-15,45052020000
2018-06-18,45193980000
2018-06-19,45690840000
2018-06-20,45680700000
2018-06-21,45924060000
2018-06-22,46451340000
2018-06-25,47252400000
2018-06-26,46735260000
2018-06-27,46978620000
2018-06-28,46988760000
2018-06-29,46958340000
2018-07-02,47978700000
2018-07-03,48081000000
2018-07-05,48653880000
2018-07-06,48858480000
2018-07-09,47436510000
2018-07-10,48428820000
2018-07-11,48868710000
2018-07-12,49083540000
2018-07-13,49063080000
2018-07-16,48807330000
2018-07-17,48745950000
