,TT
2013-11-27,15593734261
2013-11-29,15664409271
2013-12-02,12184371767
2013-12-03,12288970782
2013-12-04,12260700778
2013-12-05,12229603773
2013-12-06,12433147803
2013-12-09,12458590806
2013-12-10,12427493802
2013-12-11,12283316781
2013-12-12,12484033810
2013-12-13,12461417807
2013-12-16,12673442838
2013-12-17,12597113826
2013-12-18,12930699875
2013-12-19,12973104881
2013-12-20,13185129912
2013-12-23,13368884938
2013-12-24,13346268935
2013-12-26,13414116945
2013-12-27,13414116945
2013-12-30,13546985964
2013-12-31,13299957000
2014-01-02,13222033000
2014-01-03,13238731000
2014-01-06,13196986000
2014-01-07,13319438000
2014-01-08,13352834000
2014-01-09,13397362000
2014-01-10,13525380000
2014-01-13,13327787000
2014-01-14,13439107000
2014-01-15,13567125000
2014-01-16,13575474000
2014-01-17,13455805000
2014-01-21,13400145000
2014-01-22,13344485000
2014-01-23,13099581000
2014-01-24,12545764000
2014-01-27,12684914000
2014-01-28,12754489000
2014-01-29,12618122000
2014-01-30,12743357000
2014-01-31,12693263000
2014-02-03,12273030000
2014-02-04,12367652000
2014-02-05,12453925000
2014-02-06,12534632000
2014-02-07,12901988000
2014-02-10,12754489000
2014-02-11,12362086000
2014-02-12,12565245000
2014-02-13,12548547000
2014-02-14,12615339000
2014-02-18,12821281000
2014-02-19,12679348000
2014-02-20,12893639000
2014-02-21,12826847000
2014-02-24,12946516000
2014-02-25,12879724000
2014-02-26,13018874000
2014-02-27,13068968000
2014-02-28,13199769000
2014-03-03,12982695000
2014-03-04,13219250000
2014-03-05,13163590000
2014-03-06,13238731000
2014-03-07,13372315000
2014-03-10,13160807000
2014-03-11,12915903000
2014-03-12,12726659000
2014-03-13,12426095000
2014-03-14,12284162000
2014-03-17,12590292000
2014-03-18,12634820000
2014-03-19,12551330000
2014-03-20,12665433000
2014-03-21,12707178000
2014-03-24,12498453000
2014-03-25,12520717000
2014-03-26,12203455000
2014-03-27,12025343000
2014-03-28,12206238000
2014-03-31,12008464000
2014-04-01,11989536000
2014-04-02,12140960000
2014-04-03,12151776000
2014-04-04,11848928000
2014-04-07,11578528000
2014-04-08,11559600000
2014-04-09,11838112000
2014-04-10,11624496000
2014-04-11,11408176000
2014-04-14,11592048000
2014-04-15,11656944000
2014-04-16,12162592000
2014-04-17,12130144000
2014-04-21,12097696000
2014-04-22,12165296000
2014-04-23,12554672000
2014-04-24,12503296000
2014-04-25,12327536000
2014-04-28,12273456000
2014-04-29,12354576000
2014-04-30,12543856000
2014-05-01,12579008000
2014-05-02,12554672000
2014-05-05,12503296000
2014-05-06,12300496000
2014-05-07,12319424000
2014-05-08,12354576000
2014-05-09,12203152000
2014-05-12,12427584000
2014-05-13,12457328000
2014-05-14,12273456000
2014-05-15,11989536000
2014-05-16,12081472000
2014-05-19,12192336000
2014-05-20,11967904000
2014-05-21,12016576000
2014-05-22,11989536000
2014-05-23,12241008000
2014-05-27,12281568000
2014-05-28,12551968000
2014-05-29,12541152000
2014-05-30,12549264000
2014-06-02,12530336000
2014-06-03,12460032000
2014-06-04,12624976000
2014-06-05,12754768000
2014-06-06,12998128000
2014-06-09,13111696000
2014-06-10,13206336000
2014-06-11,13046800000
2014-06-12,13011648000
2014-06-13,13068432000
2014-06-16,13182000000
2014-06-17,13219856000
2014-06-18,13314496000
2014-06-19,13346944000
2014-06-20,13422656000
2014-06-23,13238784000
2014-06-24,13049504000
2014-06-25,13111696000
2014-06-26,13125216000
2014-06-27,13152256000
2014-06-30,12990471000
2014-07-01,13065483000
2014-07-02,13033335000
2014-07-03,13113705000
2014-07-07,12955644000
2014-07-08,12757398000
2014-07-09,12794904000
2014-07-10,12674349000
2014-07-11,12749361000
2014-07-14,12934212000
2014-07-15,12800262000
2014-07-16,12993150000
2014-07-17,12693102000
2014-07-18,12926175000
2014-07-21,12853842000
2014-07-22,13405716000
2014-07-23,13349457000
2014-07-24,13108347000
2014-07-25,13111026000
2014-07-28,12923496000
2014-07-29,12714534000
2014-07-30,12663633000
2014-07-31,12218919000
2014-08-01,12293931000
2014-08-04,12326079000
2014-08-05,12267141000
2014-08-06,12165339000
2014-08-07,12240351000
2014-08-08,12454671000
2014-08-11,12543078000
2014-08-12,12527004000
2014-08-13,12644880000
2014-08-14,12647559000
2014-08-15,12583263000
2014-08-18,12923496000
2014-08-19,12792225000
2014-08-20,12877953000
2014-08-21,12888669000
2014-08-22,12776151000
2014-08-25,12851163000
2014-08-26,12685065000
2014-08-27,12674349000
2014-08-28,12580584000
2014-08-29,12510930000
2014-09-02,12516288000
2014-09-03,12451992000
2014-09-04,12443955000
2014-09-05,12502893000
2014-09-08,12510930000
2014-09-09,12414486000
2014-09-10,12446634000
2014-09-11,12529683000
2014-09-12,12441276000
2014-09-15,12379659000
2014-09-16,12481461000
2014-09-17,12443955000
2014-09-18,12500214000
2014-09-19,12318042000
2014-09-22,12095685000
2014-09-23,12055500000
2014-09-24,11977809000
2014-09-25,11795637000
2014-09-26,11945661000
2014-09-29,11900118000
2014-09-30,11493958314
2014-10-01,11325702748
2014-10-02,11346734694
2014-10-03,11504474286
2014-10-06,11557054151
2014-10-07,11409830531
2014-10-08,11746341662
2014-10-09,11388798585
2014-10-10,11149560203
2014-10-13,10926095780
2014-10-14,11028626515
2014-10-15,11002336583
2014-10-16,11199511074
2014-10-17,11520248246
2014-10-20,11656955893
2014-10-21,11898823268
2014-10-22,11775260587
2014-10-23,12237963392
2014-10-24,12290543256
2014-10-27,12274769297
2014-10-28,12645457340
2014-10-29,12537668618
2014-10-30,12590248482
2014-10-31,12771649014
2014-11-03,12606022441
2014-11-04,12511378686
2014-11-05,12684892238
2014-11-06,12882066729
2014-11-07,12953049545
2014-11-10,12934646593
2014-11-11,12858405790
2014-11-12,12847889817
2014-11-13,12753246061
2014-11-14,12766391027
2014-11-17,12750617068
2014-11-18,12800567939
2014-11-19,12787422973
2014-11-20,12853147803
2014-11-21,12945162566
2014-11-24,13005629409
2014-11-25,13021403369
2014-11-26,12947791559
2014-11-28,12861034783
2014-12-01,12669118278
2014-12-02,12861034783
2014-12-03,13013516389
2014-12-04,12905727667
2014-12-05,12971452498
2014-12-08,12761133041
2014-12-09,12840002837
2014-12-10,12703295190
2014-12-11,12868921762
2014-12-12,12658602306
2014-12-15,12558700564
2014-12-16,12395702985
2014-12-17,12640199353
2014-12-18,12955678538
2014-12-19,13050322294
2014-12-22,13092386185
2014-12-23,13147595043
2014-12-24,13152853029
2014-12-26,13173884975
2014-12-29,13173884975
2014-12-30,13102902158
2014-12-31,13052372000
2015-01-02,13025832000
2015-01-05,12797588000
2015-01-06,12529534000
2015-01-07,12598538000
2015-01-08,12853322000
2015-01-09,12712660000
2015-01-12,12805550000
2015-01-13,12741854000
2015-01-14,12648964000
2015-01-15,12672850000
2015-01-16,12686120000
2015-01-20,12842706000
2015-01-21,12996638000
2015-01-22,13328388000
2015-01-23,13312464000
2015-01-26,13450472000
2015-01-27,13333696000
2015-01-28,13145262000
2015-01-29,13312464000
2015-01-30,13670754000
2015-02-02,13622982000
2015-02-03,13888382000
2015-02-04,13755682000
2015-02-05,13760990000
2015-02-06,13710564000
2015-02-09,13670754000
2015-02-10,13792838000
2015-02-11,13723834000
2015-02-12,13925538000
2015-02-13,13936154000
2015-02-17,13952078000
2015-02-18,13981272000
2015-02-19,13994542000
2015-02-20,14167052000
2015-02-23,14132550000
2015-02-24,14153782000
2015-02-25,14044968000
2015-02-26,13989234000
2015-02-27,13832648000
2015-03-02,13954732000
2015-03-03,13888382000
2015-03-04,13795492000
2015-03-05,13933500000
2015-03-06,13766298000
2015-03-09,13930846000
2015-03-10,13636252000
2015-03-11,13630944000
2015-03-12,13875112000
2015-03-13,13840610000
2015-03-16,14124588000
2015-03-17,13954732000
2015-03-18,14111318000
2015-03-19,13973310000
2015-03-20,14044968000
2015-03-23,13909614000
2015-03-24,13989234000
2015-03-25,13747720000
2015-03-26,13891036000
2015-03-27,13952078000
2015-03-30,14092740000
2015-03-31,14073865000
2015-04-01,13863330000
2015-04-02,13961935000
2015-04-06,14028560000
2015-04-07,13924625000
2015-04-08,13956605000
2015-04-09,14031225000
2015-04-10,14180465000
2015-04-13,14204450000
2015-04-14,14177800000
2015-04-15,14305720000
2015-04-16,14223105000
2015-04-17,13921960000
2015-04-20,13991250000
2015-04-21,13892645000
2015-04-22,13953940000
2015-04-23,14279070000
2015-04-24,14188460000
2015-04-27,14188460000
2015-04-28,14305720000
2015-04-29,13985920000
2015-04-30,13612820000
2015-05-01,13820690000
2015-05-04,13828685000
2015-05-05,13610155000
2015-05-06,13815360000
2015-05-07,13881985000
2015-05-08,13943280000
2015-05-11,13887315000
2015-05-12,13959270000
2015-05-13,14084525000
2015-05-14,14508260000
2015-05-15,14660165000
2015-05-18,14574885000
2015-05-19,14417650000
2015-05-20,14335035000
2015-05-21,14372345000
2015-05-22,14321710000
2015-05-26,14180465000
2015-05-27,14372345000
2015-05-28,14356355000
2015-05-29,14220440000
2015-06-01,14263080000
2015-06-02,14313715000
2015-06-03,14284400000
2015-06-04,14276405000
2015-06-05,14287065000
2015-06-08,14180465000
2015-06-09,14185795000
2015-06-10,14305720000
2015-06-11,14398995000
2015-06-12,14444300000
2015-06-15,14273740000
2015-06-16,14279070000
2015-06-17,14260415000
2015-06-18,14353690000
2015-06-19,14263080000
2015-06-22,14321710000
2015-06-23,14239095000
2015-06-24,14177800000
2015-06-25,14092520000
2015-06-26,14148485000
2015-06-29,13972595000
2015-06-30,13890880000
2015-07-01,13928064000
2015-07-02,13909472000
2015-07-06,13811200000
2015-07-07,13866976000
2015-07-08,13635904000
2015-07-09,13619968000
2015-07-10,13683712000
2015-07-13,13853696000
2015-07-14,13898848000
2015-07-15,13880256000
2015-07-16,13944000000
2015-07-17,13936032000
2015-07-20,14167104000
2015-07-21,14010400000
2015-07-22,14052896000
2015-07-23,13797920000
2015-07-24,13598720000
2015-07-27,13394208000
2015-07-28,12507104000
2015-07-29,12671776000
2015-07-30,12592096000
2015-07-31,12650528000
2015-08-03,12472576000
2015-08-04,12236192000
2015-08-05,12355712000
2015-08-06,12363680000
2015-08-07,12414144000
2015-08-10,12693024000
2015-08-11,12581472000
2015-08-12,12700992000
2015-08-13,12647872000
2015-08-14,12682400000
2015-08-17,12799264000
2015-08-18,12804576000
2015-08-19,12552256000
2015-08-20,12278688000
2015-08-21,11904192000
2015-08-24,11447360000
2015-08-25,11189728000
2015-08-26,11407520000
2015-08-27,11527040000
2015-08-28,11481888000
2015-08-31,11391584000
2015-09-01,11040992000
2015-09-02,11173792000
2015-09-03,11059584000
2015-09-04,10886944000
2015-09-08,11104736000
2015-09-09,11179104000
2015-09-10,11187072000
2015-09-11,11333152000
2015-09-14,11325184000
2015-09-15,11638592000
2015-09-16,11766080000
2015-09-17,11564224000
2015-09-18,11322528000
2015-09-21,11293312000
2015-09-22,11112704000
2015-09-23,10948032000
2015-09-24,10849760000
2015-09-25,10820544000
2015-09-28,10501824000
2015-09-29,10427456000
2015-09-30,10290697254
2015-10-01,10272409648
2015-10-02,10416097982
2015-10-05,10703474651
2015-10-06,10805362743
2015-10-07,10894188258
2015-10-08,11118864563
2015-10-09,11116252048
2015-10-12,11061389229
2015-10-13,10909863349
2015-10-14,10839325440
2015-10-15,10996076350
2015-10-16,10862838076
2015-10-19,10813200288
2015-10-20,11011751441
2015-10-21,11009138926
2015-10-22,11283453019
2015-10-23,11466329081
2015-10-26,11513354354
2015-10-27,11630917536
2015-10-28,11889556538
2015-10-29,11954869417
2015-10-30,12009732236
2015-11-02,12203058359
2015-11-03,12122070388
2015-11-04,12067207570
2015-11-05,12142970510
2015-11-06,12171708177
2015-11-09,11988832115
2015-11-10,11931356781
2015-11-11,11926131751
2015-11-12,11565604657
2015-11-13,11523804414
2015-11-16,11693617900
2015-11-17,11602179869
2015-11-18,11761543295
2015-11-19,11889556538
2015-11-20,11897394084
2015-11-23,11837306235
2015-11-24,11855593841
2015-11-25,11858206356
2015-11-27,11863431386
2015-11-30,11889556538
2015-12-01,11954869417
2015-12-02,11764155810
2015-12-03,11683167840
2015-12-04,11842531265
2015-12-07,11602179869
2015-12-08,11220752655
2015-12-09,11137152169
2015-12-10,11124089593
2015-12-11,11058776714
2015-12-14,10977788744
2015-12-15,10841937955
2015-12-16,11016976471
2015-12-17,10826262864
2015-12-18,10664286923
2015-12-21,10768787530
2015-12-22,10990851320
2015-12-23,11275615473
2015-12-24,11275615473
2015-12-28,11249490322
2015-12-29,11395791171
2015-12-30,11314803201
2015-12-31,11125666000
2016-01-04,11097132000
2016-01-05,10977808000
2016-01-06,10744348000
2016-01-07,10425286000
2016-01-08,10326714000
2016-01-11,10360436000
2016-01-12,10529046000
2016-01-13,10342278000
2016-01-14,10477166000
2016-01-15,10412316000
2016-01-19,10178856000
2016-01-20,9844230000
2016-01-21,9826072000
2016-01-22,10155510000
2016-01-25,9823478000
2016-01-26,10181450000
2016-01-27,10064720000
2016-01-28,10051750000
2016-01-29,10357842000
2016-02-01,10243706000
2016-02-02,9820884000
2016-02-03,10051750000
2016-02-04,10324120000
2016-02-05,10331902000
2016-02-08,9953178000
2016-02-09,10093254000
2016-02-10,9971336000
2016-02-11,9859794000
2016-02-12,10326714000
2016-02-16,10412316000
2016-02-17,10554986000
2016-02-18,10484948000
2016-02-19,10469384000
2016-02-22,10806604000
2016-02-23,10749536000
2016-02-24,11159388000
2016-02-25,11366908000
2016-02-26,11379878000
2016-02-29,11180140000
2016-03-01,11491420000
2016-03-02,11517360000
2016-03-03,11584804000
2016-03-04,11556270000
2016-03-07,11735256000
2016-03-08,11509578000
2016-03-09,11532924000
2016-03-10,11553676000
2016-03-11,11831234000
2016-03-14,11893490000
2016-03-15,11800106000
2016-03-16,11916836000
2016-03-17,12274808000
2016-03-18,12414884000
2016-03-21,12466764000
2016-03-22,12388944000
2016-03-23,12357816000
2016-03-24,12331876000
2016-03-28,12331876000
2016-03-29,12490110000
2016-03-30,12490110000
2016-03-31,12470112000
2016-04-01,12483072000
2016-04-04,12353472000
2016-04-05,12094272000
2016-04-06,12039840000
2016-04-07,11985408000
2016-04-08,12135744000
2016-04-11,12195360000
2016-04-12,12356064000
2016-04-13,12734496000
2016-04-14,12804480000
2016-04-15,12822624000
2016-04-18,12848544000
2016-04-19,12845952000
2016-04-20,12791520000
2016-04-21,12775968000
2016-04-22,12957408000
2016-04-25,12874464000
2016-04-26,13149216000
2016-04-27,13284000000
2016-04-28,13136256000
2016-04-29,13177728000
2016-05-02,13299552000
2016-05-03,13271040000
2016-05-04,13040352000
2016-05-05,13040352000
2016-05-06,13177728000
2016-05-09,13120704000
2016-05-10,13341024000
2016-05-11,13258080000
2016-05-12,13255488000
2016-05-13,13188096000
2016-05-16,13338432000
2016-05-17,13195872000
2016-05-18,13110336000
2016-05-19,12871872000
2016-05-20,12908160000
2016-05-23,12985920000
2016-05-24,13180320000
2016-05-25,13330656000
2016-05-26,13328064000
2016-05-27,13366944000
2016-05-31,13434336000
2016-06-01,13372128000
2016-06-02,13385088000
2016-06-03,13232160000
2016-06-06,13250304000
2016-06-07,13239936000
2016-06-08,13239936000
2016-06-09,13208832000
2016-06-10,12967776000
2016-06-13,12778560000
2016-06-14,12801888000
2016-06-15,12934080000
2016-06-16,12980736000
2016-06-17,13097376000
2016-06-20,13265856000
2016-06-21,13151808000
2016-06-22,13141440000
2016-06-23,13330656000
2016-06-24,12641184000
2016-06-27,11899872000
2016-06-28,12127968000
2016-06-29,12433824000
2016-06-30,12804480000
2016-07-01,12871872000
2016-07-05,12685248000
2016-07-06,12882240000
2016-07-07,12972960000
2016-07-08,13219200000
2016-07-11,13247712000
2016-07-12,13460256000
2016-07-13,13576896000
2016-07-14,13675392000
2016-07-15,13662432000
2016-07-18,13499136000
2016-07-19,13493952000
2016-07-20,13579488000
2016-07-21,13473216000
2016-07-22,13618368000
2016-07-25,13644288000
2016-07-26,13706496000
2016-07-27,13195872000
2016-07-28,13364352000
2016-07-29,13322880000
2016-08-01,13346208000
2016-08-02,13333248000
2016-08-03,13540608000
2016-08-04,13631328000
2016-08-05,13742784000
2016-08-08,13626144000
2016-08-09,13706496000
2016-08-10,13636512000
2016-08-11,13742784000
2016-08-12,13672800000
2016-08-15,13735008000
2016-08-16,13550976000
2016-08-17,13525056000
2016-08-18,13527648000
2016-08-19,13561344000
2016-08-22,13514688000
2016-08-23,13652064000
2016-08-24,13582080000
2016-08-25,13631328000
2016-08-26,13600224000
2016-08-29,13802400000
2016-08-30,13716864000
2016-08-31,13672800000
2016-09-01,13706496000
2016-09-02,13779072000
2016-09-06,13439520000
2016-09-07,13491360000
2016-09-08,13556160000
2016-09-09,12687840000
2016-09-12,13133664000
2016-09-13,12825216000
2016-09-14,12814848000
2016-09-15,12835584000
2016-09-16,12729312000
2016-09-19,12874464000
2016-09-20,12882240000
2016-09-21,13175136000
2016-09-22,13281408000
2016-09-23,12998880000
2016-09-26,13149216000
2016-09-27,13411008000
2016-09-28,13571712000
2016-09-29,13491360000
2016-09-30,13652223127
2016-10-03,13610782116
2016-10-04,13460558450
2016-10-05,13574521231
2016-10-06,13820577235
2016-10-07,13553800725
2016-10-10,13507179588
2016-10-11,13015067580
2016-10-12,13245583204
2016-10-13,13139390613
2016-10-14,13219682572
2016-10-17,13113489981
2016-10-18,13051328464
2016-10-19,13147160803
2016-10-20,13222272636
2016-10-21,13214502446
2016-10-24,13219682572
2016-10-25,12981396758
2016-10-26,13328465227
2016-10-27,13470918703
2016-10-28,13452788260
2016-10-31,13520129904
2016-11-01,13527900093
2016-11-02,13520129904
2016-11-03,13460558450
2016-11-04,13812807045
2016-11-07,14209086715
2016-11-08,14442192403
2016-11-09,14921354095
2016-11-10,15214031236
2016-11-11,15237341805
2016-11-14,15084528076
2016-11-15,15255472248
2016-11-16,15115608835
2016-11-17,15006826180
2016-11-18,14960205043
2016-11-21,15092298266
2016-11-22,15193310731
2016-11-23,15185540541
2016-11-25,15294323196
2016-11-28,15014596370
2016-11-29,15081938013
2016-11-30,14978335485
2016-12-01,14988695738
2016-12-02,14970565296
2016-12-05,15048267192
2016-12-06,15252882184
2016-12-07,15672472423
2016-12-08,15822696088
2016-12-09,15763124635
2016-12-12,15623261222
2016-12-13,15641391664
2016-12-14,15607720843
2016-12-15,15517068631
2016-12-16,15498938188
2016-12-19,15462677304
2016-12-20,15530018947
2016-12-21,15418646229
2016-12-22,15353894649
2016-12-23,15444546861
2016-12-27,15475627620
2016-12-28,15252882184
2016-12-29,15185540541
2016-12-30,15076757887
2017-01-03,15278660000
2017-01-04,15317570000
2017-01-05,15138584000
2017-01-06,15104862000
2017-01-09,15073734000
2017-01-10,15296818000
2017-01-11,15527684000
2017-01-12,15423924000
2017-01-13,15548436000
2017-01-17,15413548000
2017-01-18,15522496000
2017-01-19,15745580000
2017-01-20,15825994000
2017-01-23,15781896000
2017-01-24,16015356000
2017-01-25,16178778000
2017-01-26,16132086000
2017-01-27,16098364000
2017-01-30,16007574000
2017-01-31,15968664000
2017-02-01,15696294000
2017-02-02,15696294000
2017-02-03,15901220000
2017-02-06,16080206000
2017-02-07,16069830000
2017-02-08,16113928000
2017-02-09,16264380000
2017-02-10,16339606000
2017-02-13,16497840000
2017-02-14,16435584000
2017-02-15,16425208000
2017-02-16,16321448000
2017-02-17,16298102000
2017-02-21,16401862000
2017-02-22,16401862000
2017-02-23,16347388000
2017-02-24,16365546000
2017-02-27,16308478000
2017-02-28,15971258000
2017-03-01,16300696000
2017-03-02,16103552000
2017-03-03,16090582000
2017-03-06,15966070000
2017-03-07,16015356000
2017-03-08,15932348000
2017-03-09,15818212000
2017-03-10,15997198000
2017-03-13,16030920000
2017-03-14,15898626000
2017-03-15,16261786000
2017-03-16,16209906000
2017-03-17,16298102000
2017-03-20,16352576000
2017-03-21,15971258000
2017-03-22,16023138000
2017-03-23,16059454000
2017-03-24,15934942000
2017-03-27,15810430000
2017-03-28,16036108000
2017-03-29,16062048000
2017-03-30,16279944000
2017-03-31,16176276000
2017-04-03,16155764000
2017-04-04,16207044000
2017-04-05,16283964000
2017-04-06,16442931999
2017-04-07,16432676000
2017-04-10,16558312000
2017-04-11,16637796000
2017-04-12,16368576000
2017-04-13,16283964000
2017-04-17,16358320000
2017-04-18,16296784000
2017-04-19,16281400000
2017-04-20,16460880000
2017-04-21,16514724000
2017-04-24,16745484000
2017-04-25,17037780000
2017-04-26,17640320000
2017-04-27,17753136000
2017-04-28,17653140000
2017-05-01,17658268000
2017-05-02,17763392000
2017-05-03,17722368000
2017-05-04,17865952000
2017-05-05,17904412000
2017-05-08,17781340000
2017-05-09,17773648000
2017-05-10,17606988000
2017-05-11,17589040000
2017-05-12,17506992000
2017-05-15,17609552000
2017-05-16,17665960000
2017-05-17,17445456000
2017-05-18,17537760000
2017-05-19,17750572000
2017-05-22,17748008000
2017-05-23,17709548000
2017-05-24,17606988000
2017-05-25,17763392000
2017-05-26,17773648000
2017-05-30,17740316000
2017-05-31,17822364000
2017-06-01,17822364000
2017-06-02,17799288000
2017-06-05,17773648000
2017-06-06,17683908000
2017-06-07,17530068000
2017-06-08,17499300000
2017-06-09,17524940000
2017-06-12,17471096000
2017-06-13,17835184000
2017-06-14,17640320000
2017-06-15,17873644000
2017-06-16,18368496000
2017-06-19,18417212000
2017-06-20,18150556000
2017-06-21,17996716000
2017-06-22,18045432000
2017-06-23,18117224000
2017-06-26,18086456000
2017-06-27,18004408000
2017-06-28,18224912000
2017-06-29,17976204000
2017-06-30,17958970000
2017-07-03,17969102000
2017-07-05,18110950000
2017-07-06,18100818000
2017-07-07,18323722000
2017-07-10,18417443000
2017-07-11,18257864000
2017-07-12,18374382000
2017-07-13,18245199000
2017-07-14,18242666000
2017-07-17,18288260000
2017-07-18,18169209000
2017-07-19,18313590000
2017-07-20,18113483000
2017-07-21,18014696000
2017-07-24,17890579000
2017-07-25,17776594000
2017-07-26,17085085000
2017-07-27,17249730000
2017-07-28,17399177000
2017-07-31,17269994000
2017-08-01,16996429999
2017-08-02,17125613000
2017-08-03,17042024000
2017-08-04,17328253000
2017-08-07,17313055000
2017-08-08,17194004000
2017-08-09,17145877000
2017-08-10,16700069000
2017-08-11,16720333000
2017-08-14,16882445000
2017-08-15,16938171000
2017-08-16,17044557000
2017-08-17,16793790000
2017-08-18,16738064000
2017-08-21,16727932000
2017-08-22,16922973000
2017-08-23,16586084000
2017-08-24,16461966999
2017-08-25,16629145000
2017-08-28,16479698000
2017-08-29,16560753999
2017-08-30,16806454999
2017-08-31,16778591999
2017-09-01,16717800000
2017-09-05,16659540999
2017-09-06,16583551000
2017-09-07,16715266999
2017-09-08,17186405000
2017-09-11,17394111000
2017-09-12,17687939000
2017-09-13,17758863000
2017-09-14,17690472000
2017-09-15,17576487000
2017-09-18,17786726000
2017-09-19,17776594000
2017-09-20,17548624000
2017-09-21,17535959000
2017-09-22,17472634000
2017-09-25,17459969000
2017-09-26,17439705000
2017-09-27,17302923000
2017-09-28,17328253000
2017-09-29,17523294000
2017-10-02,17411150367
2017-10-03,17446077449
2017-10-04,17508447238
2017-10-05,17590775360
2017-10-06,17815306601
2017-10-09,17817801392
2017-10-10,17685577439
2017-10-11,17695556606
2017-10-12,17685577439
2017-10-13,17673103481
2017-10-16,17670608690
2017-10-17,17630692025
2017-10-18,17655639940
2017-10-19,17628197233
2017-10-20,18097218048
2017-10-23,18147113880
2017-10-24,18503869074
2017-10-25,17673103481
2017-10-26,17545869111
2017-10-27,17640671191
2017-10-30,17201587875
2017-10-31,17146702460
2017-11-01,16939634760
2017-11-02,16954603509
2017-11-03,16692650394
2017-11-06,16672692062
2017-11-07,16560426441
2017-11-08,16582879565
2017-11-09,16335895200
2017-11-10,16443171237
2017-11-13,16403254572
2017-11-14,16393275406
2017-11-15,16133817083
2017-11-16,16500551443
2017-11-17,16473108736
2017-11-20,16398264989
2017-11-21,16505541027
2017-11-22,16370822282
2017-11-24,16300968118
2017-11-27,16398264989
2017-11-28,16769988933
2017-11-29,16657723312
2017-11-30,16957098301
2017-12-01,16685166020
2017-12-04,16473108736
2017-12-05,16370822282
2017-12-06,16695145186
2017-12-07,16702629561
2017-12-08,16957098301
2017-12-11,16997014966
2017-12-12,16717598310
2017-12-13,16862296221
2017-12-14,16650238938
2017-12-15,16789947266
2017-12-18,16767494141
2017-12-19,16787452474
2017-12-20,16879759762
2017-12-21,17490983697
2017-12-22,17373728493
2017-12-26,17266452455
2017-12-27,17246494123
2017-12-28,17268947247
2017-12-29,17261462872
2018-01-02,17074799999
2018-01-03,17305440000
2018-01-04,17389760000
2018-01-05,17258320000
2018-01-08,17397200000
2018-01-09,17486480000
2018-01-10,17503840000
2018-01-11,17697280000
2018-01-12,17526160000
2018-01-16,17364960000
2018-01-17,17350080000
2018-01-18,17379840000
2018-01-19,17493920000
2018-01-22,17285600000
2018-01-23,17655120000
2018-01-24,17697280000
2018-01-25,17617920000
2018-01-26,18049440000
2018-01-29,18059360000
2018-01-30,17801440000
2018-01-31,18205680000
2018-02-01,18585120000
2018-02-02,18324720000
2018-02-05,17417040000
2018-02-06,17652640000
2018-02-07,17543520000
2018-02-08,16854079999
2018-02-09,17154160000
2018-02-12,17491440000
2018-02-13,17364960000
2018-02-14,17389760000
2018-02-15,17702240000
2018-02-16,17513760000
2018-02-20,17322800000
2018-02-21,17317840000
2018-02-22,17374880000
2018-02-23,17345120000
2018-02-26,17439360000
2018-02-27,17330240000
2018-02-28,17084720000
2018-03-01,16521760000
2018-03-02,16601120000
2018-03-05,16588720000
2018-03-06,16735040000
2018-03-07,16782160000
2018-03-08,16829280000
2018-03-09,17243440000
2018-03-12,16945840000
2018-03-13,16975600000
2018-03-14,16992959999
2018-03-15,17357520000
2018-03-16,17216160000
2018-03-19,17030160000
2018-03-20,17114480000
2018-03-21,17121920000
2018-03-22,16561440000
2018-03-23,16134880000
2018-03-26,16578799999
2018-03-27,16353120000
2018-03-28,16152239999
2018-03-29,16452320000
2018-04-02,15966225000
2018-04-03,16221150000
2018-04-04,16327575000
2018-04-05,16488450000
2018-04-06,15973650000
2018-04-09,15889500000
2018-04-10,16208774999
2018-04-11,16050374999
2018-04-12,16186500000
2018-04-13,16154324999
2018-04-16,16317675000
2018-04-17,16523100000
2018-04-18,16582500000
2018-04-19,16223625000
2018-04-20,16042949999
2018-04-23,15986025000
2018-04-24,15434100000
2018-04-25,16352324999
2018-04-26,16322625000
2018-04-27,16533000000
2018-04-30,16107300000
2018-05-01,16498350000
2018-05-02,16362225000
2018-05-03,16505775000
2018-05-04,16641899999
2018-05-07,16780500000
2018-05-08,16911675000
2018-05-09,17003250000
2018-05-10,17035425000
2018-05-11,17052750000
2018-05-14,17119575000
2018-05-15,17065125000
2018-05-16,16993350000
2018-05-17,17275500000
2018-05-18,17263125000
2018-05-21,17584875000
2018-05-22,17451225000
2018-05-23,17329950000
2018-05-24,17292825000
2018-05-25,17243325000
2018-05-29,17057700000
2018-05-30,17216100000
2018-05-31,16807725000
2018-06-01,16948800000
2018-06-04,16911675000
2018-06-05,16976025000
2018-06-06,17307675000
2018-06-07,17396775000
2018-06-08,17414100000
2018-06-11,17862075000
2018-06-12,17748225000
2018-06-13,17500725000
2018-06-14,17646750000
2018-06-15,17691300000
2018-06-18,17669025000
2018-06-19,17475975000
2018-06-20,17453700000
2018-06-21,17255700000
2018-06-22,17426475000
2018-06-25,17240850000
2018-06-26,17102249999
2018-06-27,17067599999
2018-06-28,17084925000
2018-06-29,17228475000
2018-07-02,17095231999
2018-07-03,17191328000
2018-07-05,17292352000
2018-07-06,17179008000
2018-07-09,17531360000
2018-07-10,17479616000
2018-07-11,17065664000
2018-07-12,17181472000
2018-07-13,17403232000
2018-07-16,17196256000
2018-07-17,17373664000
