,CTRA
2014-03-05,14403894999
2014-03-06,14578993000
2014-03-07,14637359000
2014-03-10,14695725000
2014-03-11,14699894000
2014-03-12,14633190000
2014-03-13,14449753999
2014-03-14,14157924000
2014-03-17,13920291000
2014-03-18,13995333000
2014-03-19,13949474000
2014-03-20,13824403999
2014-03-21,13741024000
2014-03-24,13611785000
2014-03-25,13599277999
2014-03-26,13440856000
2014-03-27,13945305000
2014-03-28,14107896000
2014-03-31,14137819080
2014-04-01,14304735480
2014-04-02,14575974630
2014-04-03,14809657590
2014-04-04,14425749870
2014-04-07,14196239820
2014-04-08,14425749870
2014-04-09,14225450190
2014-04-10,13561957500
2014-04-11,13524401309
2014-04-14,13670453160
2014-04-15,13758084270
2014-04-16,14208758549
2014-04-17,14571801720
2014-04-21,14655259919
2014-04-22,14876424150
2014-04-23,15080896740
2014-04-24,15844539270
2014-04-25,15932170380
2014-04-28,16207582440
2014-04-29,16328596830
2014-04-30,16391190480
2014-05-01,16441265400
2014-05-02,16182544980
2014-05-05,16111605510
2014-05-06,16086568049
2014-05-07,15877922549
2014-05-08,15544089750
2014-05-09,15402210809
2014-05-12,15519052290
2014-05-13,15648412500
2014-05-14,15489841919
2014-05-15,15527398110
2014-05-16,15235294410
2014-05-19,15322925520
2014-05-20,15156009120
2014-05-21,15327098429
2014-05-22,15051686370
2014-05-23,14926499070
2014-05-27,15185219490
2014-05-28,15005784360
2014-05-29,15247813140
2014-05-30,15122625840
2014-06-02,14989092720
2014-06-03,15093415470
2014-06-04,15018303090
2014-06-05,15126798750
2014-06-06,15060032190
2014-06-09,14951536530
2014-06-10,14609357910
2014-06-11,14588493360
2014-06-12,14713680660
2014-06-13,14467478970
2014-06-16,14475824790
2014-06-17,14513380980
2014-06-18,14592666270
2014-06-19,14588493360
2014-06-20,14500862250
2014-06-23,14630222460
2014-06-24,14108608710
2014-06-25,14313081299
2014-06-26,14225450190
2014-06-27,14271352200
2014-06-30,14208146220
2014-07-01,14291380820
2014-07-02,14649289600
2014-07-03,14536922890
2014-07-07,14228954870
2014-07-08,14403747530
2014-07-09,14520275970
2014-07-10,14453688289
2014-07-11,14099941240
2014-07-14,14353806770
2014-07-15,14187337570
2014-07-16,14432879640
2014-07-17,13900178200
2014-07-18,13900178200
2014-07-21,13850237440
2014-07-22,13733709000
2014-07-23,13883531280
2014-07-24,13762841110
2014-07-25,13575563259
2014-07-28,13683768240
2014-07-29,13925148580
2014-07-30,13804458410
2014-07-31,13712900350
2014-08-01,13629665750
2014-08-04,13975089340
2014-08-05,14074970860
2014-08-06,13945957230
2014-08-07,13862722630
2014-08-08,14216469679
2014-08-11,14187337570
2014-08-12,13962604149
2014-08-13,13746194190
2014-08-14,13812781870
2014-08-15,13742032460
2014-08-18,13812781870
2014-08-19,13729547270
2014-08-20,13879369550
2014-08-21,13941795500
2014-08-22,13733709000
2014-08-25,13937633770
2014-08-26,13850237440
2014-08-27,13696253429
2014-08-28,13887693009
2014-08-29,13958442420
2014-09-02,13879369550
2014-09-03,14050000480
2014-09-04,14070809130
2014-09-05,14170690649
2014-09-08,13920986850
2014-09-09,14045838750
2014-09-10,14083294320
2014-09-11,13920986850
2014-09-12,13737870730
2014-09-15,13825267060
2014-09-16,14045838750
2014-09-17,14050000480
2014-09-18,13816943600
2014-09-19,13721223810
2014-09-22,13529784230
2014-09-23,13146905070
2014-09-24,13359153300
2014-09-25,13080317390
2014-09-26,13379961950
2014-09-29,13737870730
2014-09-30,13487903120
2014-10-01,13124814874
2014-10-02,13005160794
2014-10-03,12906136727
2014-10-06,12889632715
2014-10-07,12844246685
2014-10-08,12922640738
2014-10-09,12311992325
2014-10-10,12105692185
2014-10-13,11771485959
2014-10-14,11750855945
2014-10-15,12501788453
2014-10-16,12864876699
2014-10-17,12769978635
2014-10-20,12716340598
2014-10-21,12988656782
2014-10-22,12580182506
2014-10-23,12972152771
2014-10-24,12885506713
2014-10-27,12604938523
2014-10-28,13050546824
2014-10-29,13038168816
2014-10-30,12538922478
2014-10-31,12831868676
2014-11-03,12712214595
2014-11-04,12679206573
2014-11-05,13091806852
2014-11-06,13492029123
2014-11-07,13871621379
2014-11-10,13698329262
2014-11-11,13859243371
2014-11-12,13809731338
2014-11-13,13492029123
2014-11-14,13871621379
2014-11-17,13834487354
2014-11-18,13727211282
2014-11-19,14044913497
2014-11-20,14321355684
2014-11-21,14209953608
2014-11-24,14284221658
2014-11-25,14110929541
2014-11-26,13789101324
2014-11-28,13632313218
2014-12-01,13698329262
2014-12-02,12963900766
2014-12-03,12939144749
2014-12-04,12831868676
2014-12-05,12712214595
2014-12-08,12439898411
2014-12-09,12526544470
2014-12-10,12175834233
2014-12-11,12184086238
2014-12-12,12415142395
2014-12-15,12295488314
2014-12-16,12468780431
2014-12-17,13062924833
2014-12-18,13384753050
2014-12-19,13112436866
2014-12-22,12596686517
2014-12-23,12625568537
2014-12-24,12464654428
2014-12-26,12328496336
2014-12-29,12320244330
2014-12-30,12283110305
2014-12-31,12239115840
2015-01-02,12441654400
2015-01-05,11759636800
2015-01-06,11594299200
2015-01-07,11693501760
2015-01-08,11929107840
2015-01-09,12420987200
2015-01-12,12135779840
2015-01-13,12259783040
2015-01-14,12197781440
2015-01-15,11896040320
2015-01-16,12003509760
2015-01-20,11912574080
2015-01-21,11995242880
2015-01-22,11813371520
2015-01-23,11772037120
2015-01-26,11867106240
2015-01-27,11772037120
2015-01-28,11189222080
2015-01-29,10986683520
2015-01-30,10953616000
2015-02-02,11309091840
2015-02-03,11371093440
2015-02-04,11007350720
2015-02-05,11019751040
2015-02-06,11090019520
2015-02-09,11251223680
2015-02-10,11639767040
2015-02-11,11610832960
2015-02-12,11540564480
2015-02-13,11614966400
2015-02-17,11606699520
2015-02-18,11375226880
2015-02-19,11453762240
2015-02-20,11598432640
2015-02-23,11400027520
2015-02-24,11738969600
2015-02-25,12363119040
2015-02-26,11945641600
2015-02-27,11986976000
2015-03-02,12048977600
2015-03-03,12065511360
2015-03-04,11875373120
2015-03-05,11788570880
2015-03-06,11540564480
2015-03-09,11379360320
2015-03-10,11118953600
2015-03-11,11540564480
2015-03-12,11511630400
2015-03-13,11623233280
2015-03-16,11664567680
2015-03-17,11602566080
2015-03-18,11772037120
2015-03-19,11705902080
2015-03-20,11858839360
2015-03-23,11780304000
2015-03-24,11949775040
2015-03-25,12110979200
2015-03-26,11978709120
2015-03-27,11846439040
2015-03-30,12086178560
2015-03-31,12216944890
2015-04-01,12419664260
2015-04-02,12725811880
2015-04-06,12614109370
2015-04-07,12738223270
2015-04-08,12688577710
2015-04-09,13065056540
2015-04-10,12825103000
2015-04-13,12721674750
2015-04-14,13031959500
2015-04-15,13561512140
2015-04-16,13664940390
2015-04-17,13598746309
2015-04-20,13611157700
2015-04-21,13553237880
2015-04-22,13549100750
2015-04-23,13644254739
2015-04-24,13664940390
2015-04-27,13536689360
2015-04-28,13892482540
2015-04-29,13929716710
2015-04-30,13991773660
2015-05-01,14037282090
2015-05-04,14202767290
2015-05-05,14049693480
2015-05-06,14115887559
2015-05-07,14169670250
2015-05-08,14504777780
2015-05-11,14467543610
2015-05-12,14533737690
2015-05-13,14529600559
2015-05-14,14612343160
2015-05-15,14645440200
2015-05-18,14542011950
2015-05-19,14479955000
2015-05-20,14459269350
2015-05-21,14475817870
2015-05-22,14521326300
2015-05-26,14355841100
2015-05-27,14326881190
2015-05-28,14004185050
2015-05-29,14049693480
2015-06-01,14124161820
2015-06-02,14136573210
2015-06-03,14124161820
2015-06-04,14111750430
2015-06-05,14004185050
2015-06-08,13987636530
2015-06-09,14020733570
2015-06-10,14045556350
2015-06-11,14053830610
2015-06-12,13983499399
2015-06-15,14024870700
2015-06-16,14103476170
2015-06-17,14111750430
2015-06-18,13892482540
2015-06-19,13698037430
2015-06-22,13739408730
2015-06-23,13495318059
2015-06-24,13371204160
2015-06-25,13201581830
2015-06-26,13230541740
2015-06-29,13019548110
2015-06-30,13052702840
2015-07-01,12829226000
2015-07-02,12841641380
2015-07-06,12663687600
2015-07-07,12626441460
2015-07-08,12245703140
2015-07-09,12241564680
2015-07-10,12125687800
2015-07-13,12303641580
2015-07-14,12373995400
2015-07-15,12171210860
2015-07-16,12212595460
2015-07-17,12005672460
2015-07-20,11873241740
2015-07-21,11769780240
2015-07-22,11550441860
2015-07-23,11422149600
2015-07-24,10966919000
2015-07-27,10942088240
2015-07-28,11091072800
2015-07-29,10925534400
2015-07-30,10768272920
2015-07-31,10826211360
2015-08-03,10569626840
2015-08-04,10553073000
2015-08-05,10478580720
2015-08-06,10515826860
2015-08-07,10304765400
2015-08-10,10693780640
2015-08-11,10788965220
2015-08-12,11182118920
2015-08-13,11161426620
2015-08-14,11165565080
2015-08-17,11082795880
2015-08-18,11016580520
2015-08-19,10685503720
2015-08-20,10288211560
2015-08-21,10093703940
2015-08-24,9104612000
2015-08-25,8814919800
2015-08-26,8968042820
2015-08-27,9551565680
2015-08-28,9642611800
2015-08-31,9795734820
2015-09-01,9530873380
2015-09-02,9650888720
2015-09-03,9688134860
2015-09-04,9427411880
2015-09-08,9456381100
2015-09-09,9311535000
2015-09-10,9539150300
2015-09-11,9580534900
2015-09-14,9212211960
2015-09-15,9423273420
2015-09-16,9816427120
2015-09-17,9808150200
2015-09-18,9721242540
2015-09-21,9895057860
2015-09-22,9899196320
2015-09-23,9758488680
2015-09-24,9981965520
2015-09-25,9857811720
2015-09-28,9394304200
2015-09-29,8914242840
2015-09-30,9000795300
2015-10-01,8737277048
2015-10-02,9025500136
2015-10-05,9429012460
2015-10-06,9676060821
2015-10-07,9573124004
2015-10-08,9531949277
2015-10-09,9569006531
2015-10-12,9441364878
2015-10-13,9202551462
2015-10-14,9445482350
2015-10-15,9766645220
2015-10-16,9556654113
2015-10-19,9515479386
2015-10-20,9651355985
2015-10-21,9198433989
2015-10-22,9095497172
2015-10-23,8687867375
2015-10-26,8576695613
2015-10-27,8704337266
2015-10-28,8984325409
2015-10-29,8864918701
2015-10-30,8939033209
2015-11-02,9177846626
2015-11-03,9074909808
2015-11-04,9231373770
2015-11-05,9321958170
2015-11-06,9181964098
2015-11-09,9293135861
2015-11-10,9321958170
2015-11-11,8597282976
2015-11-12,8370821978
2015-11-13,8539638359
2015-11-16,9289018388
2015-11-17,8646692649
2015-11-18,8593165504
2015-11-19,8440819014
2015-11-20,8185535707
2015-11-23,7979662073
2015-11-24,7905547564
2015-11-25,7963192182
2015-11-27,7856137892
2015-11-30,7753201075
2015-12-01,7658499203
2015-12-02,7382628533
2015-12-03,7053230717
2015-12-04,7090287972
2015-12-07,6917354119
2015-12-08,7230282043
2015-12-09,7152050062
2015-12-10,7279691715
2015-12-11,6629131030
2015-12-14,6443844759
2015-12-15,6188561453
2015-12-16,6336790469
2015-12-17,6320320579
2015-12-18,6377965196
2015-12-21,6686775648
2015-12-22,6802064883
2015-12-23,7263221825
2015-12-24,7287926661
2015-12-28,7098522917
2015-12-29,7287926661
2015-12-30,7003821045
2015-12-31,7546848821
2016-01-04,7504187154
2016-01-05,7495654821
2016-01-06,6834398989
2016-01-07,7073304322
2016-01-08,7337806655
2016-01-11,6825866656
2016-01-12,6604025989
2016-01-13,6697881656
2016-01-14,6958117822
2016-01-15,7000779489
2016-01-19,7009311822
2016-01-20,7316475821
2016-01-21,7956400820
2016-01-22,8336089653
2016-01-25,7849746654
2016-01-26,8289161820
2016-01-27,8327557320
2016-01-28,8272097153
2016-01-29,8852295819
2016-02-01,8771238652
2016-02-02,8698713819
2016-02-03,9031474819
2016-02-04,8916288319
2016-02-05,8813900319
2016-02-08,8924820652
2016-02-09,8357420486
2016-02-10,8425679153
2016-02-11,8476873153
2016-02-12,8425679153
2016-02-16,8216636987
2016-02-17,8741375486
2016-02-18,8340355820
2016-02-19,8493937820
2016-02-22,9189322985
2016-02-23,8216636987
2016-02-24,8408614486
2016-02-25,8280629487
2016-02-26,8720044653
2016-02-29,8587793486
2016-03-01,8954683819
2016-03-02,9406897485
2016-03-03,9458091485
2016-03-04,9159459819
2016-03-07,9551947151
2016-03-08,9116798152
2016-03-09,9065604152
2016-03-10,9347171152
2016-03-11,9368501985
2016-03-14,9428228318
2016-03-15,9633004318
2016-03-16,9786586318
2016-03-17,9709795318
2016-03-18,9714061484
2016-03-21,9295977152
2016-03-22,9287444818
2016-03-23,9159459819
2016-03-24,9372768152
2016-03-28,9411163651
2016-03-29,9658601318
2016-03-30,9688464484
2016-03-31,10204900694
2016-04-01,10115029266
2016-04-04,10200407123
2016-04-05,10029651409
2016-04-06,10043132123
2016-04-07,10456540694
2016-04-08,10550905694
2016-04-11,10294772123
2016-04-12,10690206408
2016-04-13,10425085694
2016-04-14,10249836409
2016-04-15,10348694980
2016-04-18,10519450694
2016-04-19,10550905694
2016-04-20,10568879979
2016-04-21,10258823551
2016-04-22,10452047122
2016-04-25,10016170695
2016-04-26,10249836409
2016-04-27,10816026407
2016-04-28,10595841408
2016-04-29,10514957122
2016-05-02,10892417122
2016-05-03,10730648550
2016-05-04,10712674265
2016-05-05,10869949264
2016-05-06,10699193551
2016-05-09,10789064979
2016-05-10,11063172836
2016-05-11,11004756407
2016-05-12,10964314264
2016-05-13,10699193551
2016-05-16,10681219265
2016-05-17,10726154979
2016-05-18,10411604980
2016-05-19,10420592122
2016-05-20,10411604980
2016-05-23,10487995694
2016-05-24,10470021408
2016-05-25,10780077836
2016-05-26,10645270693
2016-05-27,10609322122
2016-05-31,10771090693
2016-06-01,11085640693
2016-06-02,11117095693
2016-06-03,10887923550
2016-06-06,11013743550
2016-06-07,11427152121
2016-06-08,11247409264
2016-06-09,11638349977
2016-06-10,11256396407
2016-06-13,11274370692
2016-06-14,11076653550
2016-06-15,11027224264
2016-06-16,10964314264
2016-06-17,11081147121
2016-06-20,11292344978
2016-06-21,11445126406
2016-06-22,11337280692
2016-06-23,11346267835
2016-06-24,11117095693
2016-06-27,10811532836
2016-06-28,11678792120
2016-06-29,11409177835
2016-06-30,11972935260
2016-07-01,12014798670
2016-07-05,11800830130
2016-07-06,12019450160
2016-07-07,11824087580
2016-07-08,11833390560
2016-07-11,11907814400
2016-07-12,12052010590
2016-07-13,11954329300
2016-07-14,11726406290
2016-07-15,11656633940
2016-07-18,11791527150
2016-07-19,11600816060
2016-07-20,11396150500
2016-07-21,11261257290
2016-07-22,11340332620
2016-07-25,10963561930
2016-07-26,10958910440
2016-07-27,10986819380
2016-07-28,11093803650
2016-07-29,11475225830
2016-08-01,11037985770
2016-08-02,11163576000
2016-08-03,11358938580
2016-08-04,11358938580
2016-08-05,11424059440
2016-08-08,11628725000
2016-08-09,11251954310
2016-08-10,11168227490
2016-08-11,11424059440
2016-08-12,11665936920
2016-08-15,11819436090
2016-08-16,11665936920
2016-08-17,11633376490
2016-08-18,12121782940
2016-08-19,12075268040
2016-08-22,11972935260
2016-08-23,12098525490
2016-08-24,11912465890
2016-08-25,11814784600
2016-08-26,11735709270
2016-08-29,11703148840
2016-08-30,11554301160
2016-08-31,11456619870
2016-09-01,11377544540
2016-09-02,11354287090
2016-09-06,11521740730
2016-09-07,11745012250
2016-09-08,12326448500
2016-09-09,12121782940
2016-09-12,12233418700
2016-09-13,11726406290
2016-09-14,11670588410
2016-09-15,11647330960
2016-09-16,11303120700
2016-09-19,11326378150
2016-09-20,11405453480
2016-09-21,11740360760
2016-09-22,11893859930
2016-09-23,11865950990
2016-09-26,11684542880
2016-09-27,11321726660
2016-09-28,11856648010
2016-09-29,11847345030
2016-09-30,11985547276
2016-10-03,11943737228
2016-10-04,11711459180
2016-10-05,11934446106
2016-10-06,11855471569
2016-10-07,11507054497
2016-10-10,11223675279
2016-10-11,10982106109
2016-10-12,11084308450
2016-10-13,10568651184
2016-10-14,10475739964
2016-10-17,10187715185
2016-10-18,10271335282
2016-10-19,10025120551
2016-10-20,10248107477
2016-10-21,9927563771
2016-10-24,9806779186
2016-10-25,9583792260
2016-10-26,9723159089
2016-10-27,10057639478
2016-10-28,9532691089
2016-10-31,9699931284
2016-11-01,9541982211
2016-11-02,9411906504
2016-11-03,9356159773
2016-11-04,9314349724
2016-11-07,9555918894
2016-11-08,9481589919
2016-11-09,10201651868
2016-11-10,9987956064
2016-11-11,9908981527
2016-11-14,10169132941
2016-11-15,10350309818
2016-11-16,10071576161
2016-11-17,10048348356
2016-11-18,10197006307
2016-11-21,10731245817
2016-11-22,10522195574
2016-11-23,10824157036
2016-11-25,10619752354
2016-11-28,10568651184
2016-11-29,10712663573
2016-11-30,10275980843
2016-12-01,10605815671
2016-12-02,10526841135
2016-12-05,10977460548
2016-12-06,10949587182
2016-12-07,11023916158
2016-12-08,11363042108
2016-12-09,11107536255
2016-12-12,10800929232
2016-12-13,10889194890
2016-12-14,10591878988
2016-12-15,10517550013
2016-12-16,10122677331
2016-12-19,10145905136
2016-12-20,10136614014
2016-12-21,10424638794
2016-12-22,10359600940
2016-12-23,10587233427
2016-12-27,10754473622
2016-12-28,10647625720
2016-12-29,10564005623
2016-12-30,10852030402
2017-01-03,10395874320
2017-01-04,10409834760
2017-01-05,10535478720
2017-01-06,10651815720
2017-01-09,10279537320
2017-01-10,10316765160
2017-01-11,10265576880
2017-01-12,10363299960
2017-01-13,10200428160
2017-01-17,10102705080
2017-01-18,10084091160
2017-01-19,10461023040
2017-01-20,10298151240
2017-01-23,10321418640
2017-01-24,10689043560
2017-01-25,10670429640
2017-01-26,10777459680
2017-01-27,10493597400
2017-01-30,9893298480
2017-01-31,9995675040
2017-02-01,9665277960
2017-02-02,9981714600
2017-02-03,9972407640
2017-02-06,11042708040
2017-02-07,10968252360
2017-02-08,10982212800
2017-02-09,11275382040
2017-02-10,11200926360
2017-02-13,11145084600
2017-02-14,11280035520
2017-02-15,11117163720
2017-02-16,10758845760
2017-02-17,10754192280
2017-02-21,10670429640
2017-02-22,10516864800
2017-02-23,10484290440
2017-02-24,10447062600
2017-02-27,10316765160
2017-02-28,10191121200
2017-03-01,10521518280
2017-03-02,10405181280
2017-03-03,10405181280
2017-03-06,10772806200
2017-03-07,10670429640
2017-03-08,10484290440
2017-03-09,10642508760
2017-03-10,10568053080
2017-03-13,10642508760
2017-03-14,10381913880
2017-03-15,10544785680
2017-03-16,10363299960
2017-03-17,10400527800
2017-03-20,10563399600
2017-03-21,10526171760
2017-03-22,10353993000
2017-03-23,10633201800
2017-03-24,10786766640
2017-03-27,10796073600
2017-03-28,10958945400
2017-03-29,11233500720
2017-03-30,10814687520
2017-03-31,11112602880
2017-04-03,11159079680
2017-04-04,11423997440
2017-04-05,11358929920
2017-04-06,11614552320
2017-04-07,11344986880
2017-04-10,11447235840
2017-04-11,11442588160
2017-04-12,11363577600
2017-04-13,11154432000
2017-04-17,11247385600
2017-04-18,11205556480
2017-04-19,11149784320
2017-04-20,11372872960
2017-04-21,11191613440
2017-04-24,11028944640
2017-04-25,11344986880
2017-04-26,11298510080
2017-04-27,11210204160
2017-04-28,10801208320
2017-05-01,11061478400
2017-05-02,11214851840
2017-05-03,11270624000
2017-05-04,10912752640
2017-05-05,11233442560
2017-05-08,11019649280
2017-05-09,11070773760
2017-05-10,11563427840
2017-05-11,11530894080
2017-05-12,11312453120
2017-05-15,11275271680
2017-05-16,11070773760
2017-05-17,10791912960
2017-05-18,10722197760
2017-05-19,10912752640
2017-05-22,10912752640
2017-05-23,10945286400
2017-05-24,10606005760
2017-05-25,10619948800
2017-05-26,10671073280
2017-05-30,10438689280
2017-05-31,10313201920
2017-06-01,10294611200
2017-06-02,10034341120
2017-06-05,9992512000
2017-06-06,10224896000
2017-06-07,10271372800
2017-06-08,10373621760
2017-06-09,10633891840
2017-06-12,10587415040
2017-06-13,10861628160
2017-06-14,10736140800
2017-06-15,10847685120
2017-06-16,10745436160
2017-06-19,10499109120
2017-06-20,10410803200
2017-06-21,10387564800
2017-06-22,10624596480
2017-06-23,11033592320
2017-06-26,11293862400
2017-06-27,11386816000
2017-06-28,11377520640
2017-06-29,11535541760
2017-06-30,11599449840
2017-07-03,11622574740
2017-07-05,11516200200
2017-07-06,11220201480
2017-07-07,11220201480
2017-07-10,11409825660
2017-07-11,11511575220
2017-07-12,11604074820
2017-07-13,11756699160
2017-07-14,11724324300
2017-07-17,11761324140
2017-07-18,11479200360
2017-07-19,11641074660
2017-07-20,11562450000
2017-07-21,11553200040
2017-07-24,11460700440
2017-07-25,11617949760
2017-07-26,11636449680
2017-07-27,11645699640
2017-07-28,11793699000
2017-07-31,11502325260
2017-08-01,11728949280
2017-08-02,11363575860
2017-08-03,11363575860
2017-08-04,11428325580
2017-08-07,11271076260
2017-08-08,11363575860
2017-08-09,11483825340
2017-08-10,11368200840
2017-08-11,11382075780
2017-08-14,11308076100
2017-08-15,11372825820
2017-08-16,11349700920
2017-08-17,11345075940
2017-08-18,11280326220
2017-08-21,11331201000
2017-08-22,11553200040
2017-08-23,11516200200
2017-08-24,11553200040
2017-08-25,11493075300
2017-08-28,11451450480
2017-08-29,11502325260
2017-08-30,11465325420
2017-08-31,11816823900
2017-09-01,12427321260
2017-09-05,12468946080
2017-09-06,12450446160
2017-09-07,12320946720
2017-09-08,12011073060
2017-09-11,12038822940
2017-09-12,12177572340
2017-09-13,12214572180
2017-09-14,12367196520
2017-09-15,12399571380
2017-09-18,12265446960
2017-09-19,12122072580
2017-09-20,12159072420
2017-09-21,12214572180
2017-09-22,12293196840
2017-09-25,12394946400
2017-09-26,12427321260
2017-09-27,12408821340
2017-09-28,12404196360
2017-09-29,12371821500
2017-10-02,12377671670
2017-10-03,12289821180
2017-10-04,12220465530
2017-10-05,12201970690
2017-10-06,11887558410
2017-10-09,11762718240
2017-10-10,11725728560
2017-10-11,11795084210
2017-10-12,12021646000
2017-10-13,12021646000
2017-10-16,11878310990
2017-10-17,11966161480
2017-10-18,11845945020
2017-10-19,11781213080
2017-10-20,11804331630
2017-10-23,11665620330
2017-10-24,11522285320
2017-10-25,11291099820
2017-10-26,11397445150
2017-10-27,12368424250
2017-10-30,12571867490
2017-10-31,12807676700
2017-11-01,12904774610
2017-11-02,13066604460
2017-11-03,13052733330
2017-11-06,13307037380
2017-11-07,12872408640
2017-11-08,12863161220
2017-11-09,13205315760
2017-11-10,13404135290
2017-11-13,13436501260
2017-11-14,13159078660
2017-11-15,13154454950
2017-11-16,13288542540
2017-11-17,13589083690
2017-11-20,13413382710
2017-11-21,13441124970
2017-11-22,13612202240
2017-11-24,13524351750
2017-11-27,13473490940
2017-11-28,13454996100
2017-11-29,13487362070
2017-11-30,13385640450
2017-12-01,13260800280
2017-12-04,13209939470
2017-12-05,13098970430
2017-12-06,12969506550
2017-12-07,12844666380
2017-12-08,12830795250
2017-12-11,13098970430
2017-12-12,12761439600
2017-12-13,12835418960
2017-12-14,12604233460
2017-12-15,12317563440
2017-12-18,12525630390
2017-12-19,12400790220
2017-12-20,12470145870
2017-12-21,12816924120
2017-12-22,12756815890
2017-12-26,12992625100
2017-12-27,13006496230
2017-12-28,13196068340
2017-12-29,13223810600
2018-01-02,13285763500
2018-01-03,13345526450
2018-01-04,13290360650
2018-01-05,13221403400
2018-01-08,13290360650
2018-01-09,13386900800
2018-01-10,12853631400
2018-01-11,13055906000
2018-01-12,13276569200
2018-01-16,12885811450
2018-01-17,12862825700
2018-01-18,12674342550
2018-01-19,12646759650
2018-01-22,12922588650
2018-01-23,13037517400
2018-01-24,12922588650
2018-01-25,12697328300
2018-01-26,12793868450
2018-01-29,12439887900
2018-01-30,12269793350
2018-01-31,12113490250
2018-02-01,12044533000
2018-02-02,11580220850
2018-02-05,11069937200
2018-02-06,11308989000
2018-02-07,10743539550
2018-02-08,10578042150
2018-02-09,10867662600
2018-02-12,10959605600
2018-02-13,10909036950
2018-02-14,11033160000
2018-02-15,11056145750
2018-02-16,10982591350
2018-02-20,10996382800
2018-02-21,10688373750
2018-02-22,10977994200
2018-02-23,11244628900
2018-02-26,11465292100
2018-02-27,11143491600
2018-02-28,11106714400
2018-03-01,11456097800
2018-03-02,11612400900
2018-03-05,11635386650
2018-03-06,11580220850
2018-03-07,11681358150
2018-03-08,11469889250
2018-03-09,11731926800
2018-03-12,11731926800
2018-03-13,11787092600
2018-03-14,11754912550
2018-03-15,11515860750
2018-03-16,11488277850
2018-03-19,11221643150
2018-03-20,11065340050
2018-03-21,11212448850
2018-03-22,11014771400
2018-03-23,10807899650
2018-03-26,11019368550
2018-03-27,10936619850
2018-03-28,10904439800
2018-03-29,11023965700
2018-04-02,10441923250
2018-04-03,10617834700
2018-04-04,10694514050
2018-04-05,10798256700
2018-04-06,10450944350
2018-04-09,10351712250
2018-04-10,10622345250
2018-04-11,10599792500
2018-04-12,10626855800
2018-04-13,10676471850
2018-04-16,10807277800
2018-04-17,10753151200
2018-04-18,10843362200
2018-04-19,10626855800
2018-04-20,10410349400
2018-04-23,10518602600
2018-04-24,10491539300
2018-04-25,10450944350
2018-04-26,10586260850
2018-04-27,10653919100
2018-04-30,10784725050
2018-05-01,10811788350
2018-05-02,10739619550
2018-05-03,10410349400
2018-05-04,10568218650
2018-05-07,10383286100
2018-05-08,10527623700
2018-05-09,10419370500
2018-05-10,10356222800
2018-05-11,10225416850
2018-05-14,10496049850
2018-05-15,10464476000
2018-05-16,10500560400
2018-05-17,10532134250
2018-05-18,10500560400
2018-05-21,10559197550
2018-05-22,10279543450
2018-05-23,10275032900
2018-05-24,10094610900
2018-05-25,10148737500
2018-05-29,9900657250
2018-05-30,10234437950
2018-05-31,10306606750
2018-06-01,10387796650
2018-06-04,10126184750
2018-06-05,10180311350
2018-06-06,10374265000
2018-06-07,10550176450
2018-06-08,10617834700
2018-06-11,10617834700
2018-06-12,10640387450
2018-06-13,10757661750
2018-06-14,10649408550
2018-06-15,10599792500
2018-06-18,10699024600
2018-06-19,10802767250
2018-06-20,10897488800
2018-06-21,10897488800
2018-06-22,10423881050
2018-06-25,10473497100
2018-06-26,10604303050
2018-06-27,10550176450
2018-06-28,10671961300
2018-06-29,10735109000
2018-07-02,10366957440
2018-07-03,10309657080
2018-07-05,10331695680
2018-07-06,10393403760
2018-07-09,10455111840
2018-07-10,10424257800
2018-07-11,10424257800
2018-07-12,10256764440
2018-07-13,10336103400
2018-07-16,10446296400
2018-07-17,10428665520
2018-07-18,10552081680
2018-07-19,10763652240
2018-07-20,10684313280
2018-07-23,10710759600
2018-07-24,10697536440
2018-07-25,11006076840
2018-07-26,10895883840
2018-07-27,10054009320
2018-07-30,10018747560
2018-07-31,10358142000
2018-08-01,10265579880
2018-08-02,10173017760
2018-08-03,10336103400
2018-08-06,10375772880
2018-08-07,10481558160
2018-08-08,10314064800
2018-08-09,10375772880
2018-08-10,10419850080
2018-08-13,10296433920
2018-08-14,10455111840
2018-08-15,10128940560
2018-08-16,10358142000
2018-08-17,10402219200
2018-08-20,10574120280
2018-08-21,10798914000
2018-08-22,10781283120
2018-08-23,10688721000
2018-08-24,10644643800
2018-08-27,10569712560
2018-08-28,10569712560
2018-08-29,10631420640
2018-08-30,10644643800
2018-08-31,10503596760
2018-09-04,10142163720
2018-09-05,9908554560
2018-09-06,9657314520
2018-09-07,9626460480
2018-09-10,9635275920
2018-09-11,9670537680
2018-09-12,9723430320
2018-09-13,9727838040
2018-09-14,9661722240
2018-09-17,9507452040
2018-09-18,9569160120
2018-09-19,9811584720
2018-09-20,10093678800
2018-09-21,10230318120
2018-09-24,10225910400
2018-09-25,10243541280
2018-09-26,9899739120
2018-09-27,10124532840
2018-09-28,9926185440
2018-10-01,9610809400
2018-10-02,9847847300
2018-10-03,9951282020
2018-10-04,10252966620
2018-10-05,10304683980
2018-10-08,10494314300
2018-10-09,10520172980
2018-10-10,10343472000
2018-10-11,9994379820
2018-10-12,10076265640
2018-10-15,10300374200
2018-10-16,10300374200
2018-10-17,10257276400
