,CPT
2001-04-10,1318872580
2001-04-11,1309719269
2001-04-12,1312903030
2001-04-16,1317280700
2001-04-17,1323250250
2001-04-18,1325638070
2001-04-19,1337179200
2001-04-20,1329219800
2001-04-23,1323250250
2001-04-24,1324046190
2001-04-25,1322454309
2001-04-26,1325240100
2001-04-27,1328821830
2001-04-30,1325240100
2001-05-01,1325240100
2001-05-02,1323648220
2001-05-03,1325240100
2001-05-04,1329219800
2001-05-07,1312903030
2001-05-08,1318872580
2001-05-09,1323250250
2001-05-10,1315290850
2001-05-11,1324444160
2001-05-14,1325240100
2001-05-15,1325240100
2001-05-16,1321260400
2001-05-17,1324046190
2001-05-18,1323250250
2001-05-21,1341158900
2001-05-22,1341954840
2001-05-23,1349118300
2001-05-24,1353098000
2001-05-25,1384935600
2001-05-29,1375384320
2001-05-30,1359067550
2001-05-31,1369016800
2001-06-01,1376976200
2001-06-04,1371006650
2001-06-05,1382945750
2001-06-06,1385333570
2001-06-07,1390905150
2001-06-08,1386925450
2001-06-11,1414783350
2001-06-12,1432692000
2001-06-13,1431498090
2001-06-14,1439059519
2001-06-15,1432692000
2001-06-18,1437467640
2001-06-19,1436671700
2001-06-20,1456570200
2001-06-21,1458162080
2001-06-22,1442641250
2001-06-25,1438661550
2001-06-26,1455774260
2001-06-27,1438661550
2001-06-28,1451794559
2001-06-29,1460549900
2001-07-02,1490925539
2001-07-03,1490112160
2001-07-05,1487265330
2001-07-06,1493365680
2001-07-09,1492958990
2001-07-10,1485231880
2001-07-11,1493772369
2001-07-12,1503939619
2001-07-13,1500686100
2001-07-16,1501906170
2001-07-17,1508006520
2001-07-18,1497025890
2001-07-19,1516953700
2001-07-20,1510446660
2001-07-23,1498652650
2001-07-24,1484418500
2001-07-25,1488078710
2001-07-26,1492958990
2001-07-27,1478318150
2001-07-30,1504753000
2001-07-31,1523054050
2001-08-01,1522647360
2001-08-02,1510853350
2001-08-03,1509226590
2001-08-06,1523054050
2001-08-07,1531187850
2001-08-08,1533221300
2001-08-09,1535254750
2001-08-10,1547048760
2001-08-13,1533221300
2001-08-14,1550302280
2001-08-15,1563316360
2001-08-16,1569823400
2001-08-17,1583650860
2001-08-20,1586091000
2001-08-21,1597478320
2001-08-22,1596664940
2001-08-23,1599105080
2001-08-24,1584057550
2001-08-27,1575923750
2001-08-28,1574296990
2001-08-29,1545422000
2001-08-30,1539321650
2001-08-31,1539321650
2001-09-04,1533221300
2001-09-05,1527120950
2001-09-06,1502719550
2001-09-07,1488892090
2001-09-10,1492552300
2001-09-17,1460830480
2001-09-18,1502719550
2001-09-19,1494585750
2001-09-20,1475064630
2001-09-21,1466117450
2001-09-24,1470184350
2001-09-25,1478318150
2001-09-26,1475878010
2001-09-27,1491738920
2001-09-28,1508819900
2001-10-01,1515375080
2001-10-02,1503160880
2001-10-03,1464889719
2001-10-04,1477918200
2001-10-05,1473439660
2001-10-08,1451861239
2001-10-09,1433947080
2001-10-10,1447382700
2001-10-11,1443311300
2001-10-12,1445347000
2001-10-15,1456746920
2001-10-16,1446161280
2001-10-17,1449825540
2001-10-18,1449418400
2001-10-19,1446161280
2001-10-22,1431911380
2001-10-23,1418882900
2001-10-24,1412775800
2001-10-25,1416032920
2001-10-26,1402597300
2001-10-29,1397304480
2001-10-30,1405854420
2001-10-31,1416847200
2001-11-01,1429061400
2001-11-02,1420918600
2001-11-05,1427025700
2001-11-06,1454711219
2001-11-07,1438018480
2001-11-08,1441275600
2001-11-09,1435168500
2001-11-12,1437204200
2001-11-13,1449418400
2001-11-14,1465704000
2001-11-15,1479139620
2001-11-16,1476696780
2001-11-19,1481582460
2001-11-20,1475475360
2001-11-21,1488910980
2001-11-23,1495832360
2001-11-26,1492575239
2001-11-27,1486468140
2001-11-28,1486875280
2001-11-29,1494203800
2001-11-30,1475068219
2001-12-03,1466518280
2001-12-04,1495832360
2001-12-05,1503975160
2001-12-06,1518632200
2001-12-07,1521889320
2001-12-10,1489318120
2001-12-11,1510489400
2001-12-12,1518632200
2001-12-13,1527182140
2001-12-14,1506418000
2001-12-17,1506418000
2001-12-18,1512932239
2001-12-19,1498275200
2001-12-20,1479546760
2001-12-21,1486061000
2001-12-24,1490132400
2001-12-26,1484432440
2001-12-27,1471403960
2001-12-28,1476289640
2001-12-31,1498314200
2002-01-02,1488107700
2002-01-03,1507704180
2002-01-04,1498314200
2002-01-07,1490557260
2002-01-08,1500355500
2002-01-09,1486066400
2002-01-10,1479942500
2002-01-11,1481167280
2002-01-14,1498314200
2002-01-15,1490149000
2002-01-16,1467694700
2002-01-17,1461570800
2002-01-18,1438708240
2002-01-22,1436258680
2002-01-23,1437075200
2002-01-24,1432992600
2002-01-25,1416253940
2002-01-28,1412171340
2002-01-29,1417478720
2002-01-30,1426868700
2002-01-31,1423194360
2002-02-01,1432176080
2002-02-04,1448506479
2002-02-05,1463612100
2002-02-06,1450547780
2002-02-07,1447281700
2002-02-08,1463612100
2002-02-11,1473002080
2002-02-12,1463203840
2002-02-13,1469736000
2002-02-14,1463612100
2002-02-15,1481167280
2002-02-19,1459121240
2002-02-20,1471777300
2002-02-21,1460754280
2002-02-22,1479942500
2002-02-25,1477492940
2002-02-26,1476676420
2002-02-27,1473818600
2002-02-28,1469736000
2002-03-01,1502396800
2002-03-04,1530975000
2002-03-05,1555470600
2002-03-06,1555470600
2002-03-07,1557920159
2002-03-08,1561594500
2002-03-11,1551388000
2002-03-12,1550979740
2002-03-13,1539548460
2002-03-14,1586090100
2002-03-15,1575475340
2002-03-18,1571392740
2002-03-19,1588131400
2002-03-20,1577924900
2002-03-21,1592214000
2002-03-22,1594255300
2002-03-25,1592214000
2002-03-26,1600379200
2002-03-27,1599970940
2002-03-28,1597113120
2002-04-01,1602610830
2002-04-02,1592756190
2002-04-03,1592756190
2002-04-04,1605485100
2002-04-05,1626836820
2002-04-08,1646135490
2002-04-09,1671593310
2002-04-10,1684732830
2002-04-11,1666665990
2002-04-12,1705673940
2002-04-15,1682679779
2002-04-16,1658453790
2002-04-17,1636691460
2002-04-18,1640797560
2002-04-19,1621909500
2002-04-22,1600557779
2002-04-23,1566066540
2002-04-24,1585365210
2002-04-25,1611644250
2002-04-26,1593988020
2002-04-29,1612876080
2002-04-30,1634227800
2002-05-01,1613697300
2002-05-02,1613697300
2002-05-03,1591113750
2002-05-06,1564424100
2002-05-07,1553748240
2002-05-08,1554158850
2002-05-09,1529522250
2002-05-10,1511455410
2002-05-13,1519257000
2002-05-14,1528290420
2002-05-15,1535681400
2002-05-16,1519257000
2002-05-17,1529111640
2002-05-20,1530754080
2002-05-21,1513919070
2002-05-22,1525416150
2002-05-23,1547999700
2002-05-24,1525416150
2002-05-28,1555801290
2002-05-29,1570993860
2002-05-30,1584954600
2002-05-31,1576742400
2002-06-03,1576742400
2002-06-04,1583312160
2002-06-05,1588239480
2002-06-06,1570583250
2002-06-07,1589060700
2002-06-10,1581669720
2002-06-11,1580848500
2002-06-12,1580437890
2002-06-13,1574689350
2002-06-14,1577153009
2002-06-17,1564424100
2002-06-18,1562371050
2002-06-19,1564424100
2002-06-20,1562371050
2002-06-21,1564424100
2002-06-24,1574689350
2002-06-25,1574278740
2002-06-26,1533217740
2002-06-27,1527469200
2002-06-28,1520488830
2002-07-01,1514026250
2002-07-02,1509148850
2002-07-03,1483948950
2002-07-05,1506710150
2002-07-08,1456310350
2002-07-09,1463220000
2002-07-10,1433142700
2002-07-11,1406317000
2002-07-12,1415665350
2002-07-15,1432736250
2002-07-16,1422575000
2002-07-17,1403065400
2002-07-18,1352665600
2002-07-19,1325839900
2002-07-22,1290885200
2002-07-23,1251866000
2002-07-24,1260807900
2002-07-25,1305110950
2002-07-26,1355510750
2002-07-29,1438020100
2002-07-30,1471349000
2002-07-31,1503865000
2002-08-01,1432736250
2002-08-02,1410381500
2002-08-05,1377052600
2002-08-06,1379897750
2002-08-07,1410381500
2002-08-08,1388026750
2002-08-09,1363639750
2002-08-12,1390059000
2002-08-13,1371768750
2002-08-14,1380304200
2002-08-15,1392091250
2002-08-16,1422575000
2002-08-19,1403065400
2002-08-20,1407536350
2002-08-21,1406317000
2002-08-22,1405504100
2002-08-23,1404691200
2002-08-26,1422575000
2002-08-27,1430704000
2002-08-28,1431516900
2002-08-29,1431516900
2002-08-30,1457123250
2002-09-03,1451432950
2002-09-04,1461187750
2002-09-05,1447368450
2002-09-06,1448994250
2002-09-09,1444929750
2002-09-10,1440865250
2002-09-11,1440458800
2002-09-12,1425013700
2002-09-13,1419729850
2002-09-16,1393310600
2002-09-17,1404284750
2002-09-18,1402252500
2002-09-19,1396155750
2002-09-20,1399407350
2002-09-23,1396155750
2002-09-24,1389246100
2002-09-25,1379897750
2002-09-26,1363639750
2002-09-27,1327872150
2002-09-30,1298286600
2002-10-01,1286145760
2002-10-02,1272830000
2002-10-03,1275571480
2002-10-04,1252073080
2002-10-07,1228183040
2002-10-08,1206251200
2002-10-09,1164737360
2002-10-10,1187060840
2002-10-11,1196460200
2002-10-14,1192543800
2002-10-15,1223091720
2002-10-16,1207817760
2002-10-17,1216042200
2002-10-18,1209384320
2002-10-21,1200768240
2002-10-22,1200376600
2002-10-23,1187844120
2002-10-24,1214475640
2002-10-25,1225833200
2002-10-28,1219566960
2002-10-29,1204293000
2002-10-30,1210559240
2002-10-31,1227399760
2002-11-01,1237582400
2002-11-04,1267738680
2002-11-05,1280662800
2002-11-06,1286537400
2002-11-07,1279879520
2002-11-08,1270088520
2002-11-11,1261080800
2002-11-12,1286537400
2002-11-13,1279487880
2002-11-14,1296328400
2002-11-15,1309252520
2002-11-18,1306119400
2002-11-19,1300244800
2002-11-20,1302594640
2002-11-21,1307685960
2002-11-22,1330792719
2002-11-25,1327659600
2002-11-26,1325701400
2002-11-27,1330792719
2002-11-29,1331184360
2002-12-02,1330792719
2002-12-03,1345283400
2002-12-04,1331576000
2002-12-05,1330401080
2002-12-06,1319826800
2002-12-09,1327659600
2002-12-10,1321785000
2002-12-11,1327659600
2002-12-12,1332359280
2002-12-13,1343716840
2002-12-16,1321785000
2002-12-17,1304161200
2002-12-18,1294370200
2002-12-19,1292412000
2002-12-20,1263039000
2002-12-23,1273613280
2002-12-24,1274004920
2002-12-26,1284579200
2002-12-27,1268913600
2002-12-30,1278704600
2002-12-31,1292412000
2003-01-02,1291237080
2003-01-03,1310427440
2003-01-06,1331184360
2003-01-07,1315910400
2003-01-08,1312385640
2003-01-09,1306119400
2003-01-10,1293195280
2003-01-13,1288495600
2003-01-14,1284970840
2003-01-15,1288495600
2003-01-16,1274788200
2003-01-17,1231707800
2003-01-21,1241498800
2003-01-22,1233274360
2003-01-23,1229357960
2003-01-24,1223875000
2003-01-27,1202334800
2003-01-28,1219175320
2003-01-29,1233274360
2003-01-30,1216433840
2003-01-31,1233666000
2003-02-03,1222308440
2003-02-04,1233666000
2003-02-05,1232882720
2003-02-06,1233666000
2003-02-07,1228183040
2003-02-10,1230924520
2003-02-11,1214084000
2003-02-12,1207426120
2003-02-13,1212125800
2003-02-14,1202334800
2003-02-18,1214867280
2003-02-19,1227008120
2003-02-20,1232099440
2003-02-21,1233666000
2003-02-24,1225833200
2003-02-25,1236015840
2003-02-26,1232491080
2003-02-27,1249331600
2003-02-28,1249331600
2003-03-03,1250898160
2003-03-04,1243457000
2003-03-05,1251289800
2003-03-06,1241890440
2003-03-07,1234057640
2003-03-10,1224658280
2003-03-11,1220350240
2003-03-12,1219958600
2003-03-13,1226616480
2003-03-14,1234449280
2003-03-17,1263039000
2003-03-18,1257556040
2003-03-19,1276746400
2003-03-20,1288495600
2003-03-21,1316693680
2003-03-24,1292412000
2003-03-25,1306119400
2003-03-26,1310035800
2003-03-27,1272830000
2003-03-28,1268913600
2003-03-31,1270663200
2003-04-01,1291448740
2003-04-02,1309881200
2003-04-03,1306351580
2003-04-04,1296547080
2003-04-07,1316156080
2003-04-08,1314979540
2003-04-09,1320077879
2003-04-10,1308704660
2003-04-11,1297331440
2003-04-14,1318116980
2003-04-15,1325568400
2003-04-16,1333412000
2003-04-17,1347530480
2003-04-21,1353021000
2003-04-22,1372630000
2003-04-23,1382434500
2003-04-24,1372630000
2003-04-25,1378512700
2003-04-28,1379689240
2003-04-29,1381650139
2003-04-30,1370669100
2003-05-01,1372630000
2003-05-02,1366747300
2003-05-05,1376159620
2003-05-06,1372630000
2003-05-07,1371453460
2003-05-08,1369492560
2003-05-09,1392239000
2003-05-12,1395768620
2003-05-13,1400474780
2003-05-14,1390278100
2003-05-15,1397729520
2003-05-16,1398121700
2003-05-19,1379689240
2003-05-20,1382434500
2003-05-21,1384003220
2003-05-22,1398121700
2003-05-23,1407926200
2003-05-27,1398906060
2003-05-28,1373414360
2003-05-29,1331058920
2003-05-30,1362433320
2003-06-02,1368316020
2003-06-03,1378904879
2003-06-04,1389101560
2003-06-05,1392239000
2003-06-06,1416946340
2003-06-09,1398513879
2003-06-10,1411848000
2003-06-11,1417338520
2003-06-12,1404788760
2003-06-13,1380865780
2003-06-16,1395768620
2003-06-17,1384003220
2003-06-18,1364002040
2003-06-19,1356550620
2003-06-20,1356158440
2003-06-23,1355374080
2003-06-24,1364394220
2003-06-25,1369492560
2003-06-26,1353021000
2003-06-27,1357334980
2003-06-30,1373185500
2003-07-01,1370435200
2003-07-02,1393223400
2003-07-03,1410511000
2003-07-07,1421119300
2003-07-08,1421119300
2003-07-09,1414440000
2003-07-10,1386937000
2003-07-11,1398331100
2003-07-14,1413654199
2003-07-15,1408546500
2003-07-16,1410511000
2003-07-17,1390080200
2003-07-18,1398724000
2003-07-21,1395580800
2003-07-22,1402653000
2003-07-23,1394402100
2003-07-24,1406582000
2003-07-25,1420726399
2003-07-28,1422298000
2003-07-29,1434085000
2003-07-30,1461195100
2003-07-31,1465909900
2003-08-01,1471803400
2003-08-04,1471803400
2003-08-05,1487126500
2003-08-06,1493020000
2003-08-07,1487912300
2003-08-08,1478875600
2003-08-11,1475339500
2003-08-12,1475732400
2003-08-13,1474946600
2003-08-14,1487519400
2003-08-15,1477304000
2003-08-18,1485947800
2003-08-19,1491448400
2003-08-20,1492234199
2003-08-21,1490662600
2003-08-22,1479268500
2003-08-25,1467481500
2003-08-26,1475339500
2003-08-27,1492234199
2003-08-28,1493020000
2003-08-29,1496949000
2003-09-02,1515808200
2003-09-03,1525630700
2003-09-04,1524452000
2003-09-05,1519737200
2003-09-08,1531917100
2003-09-09,1524452000
2003-09-10,1504414100
2003-09-11,1510700500
2003-09-12,1514236600
2003-09-15,1507950200
2003-09-16,1521701699
2003-09-17,1505985700
2003-09-18,1517772700
2003-09-19,1514629500
2003-09-22,1526416500
2003-09-23,1528381000
2003-09-24,1523273300
2003-09-25,1515808200
2003-09-26,1498127700
2003-09-29,1504807000
2003-09-30,1527515640
2003-10-01,1539440039
2003-10-02,1553351840
2003-10-03,1561698920
2003-10-06,1583957800
2003-10-07,1584355280
2003-10-08,1589125039
2003-10-09,1591907400
2003-10-10,1589920000
2003-10-13,1601844400
2003-10-14,1605819200
2003-10-15,1593894800
2003-10-16,1602639360
2003-10-17,1597869600
2003-10-20,1597074640
2003-10-21,1591907400
2003-10-22,1579983000
2003-10-23,1572828360
2003-10-24,1562096400
2003-10-27,1572033400
2003-10-28,1556531679
2003-10-29,1562096400
2003-10-30,1571238440
2003-10-31,1574020800
2003-11-03,1606614160
2003-11-04,1605819200
2003-11-05,1587535120
2003-11-06,1591907400
2003-11-07,1617743600
2003-11-10,1619731000
2003-11-11,1609794000
2003-11-12,1629668000
2003-11-13,1641592400
2003-11-14,1665838679
2003-11-17,1663453800
2003-11-18,1665441200
2003-11-19,1673390800
2003-11-20,1651926880
2003-11-21,1655504200
2003-11-24,1651926880
2003-11-25,1674583240
2003-11-26,1671403400
2003-11-28,1671005920
2003-12-01,1704394240
2003-12-02,1713138800
2003-12-03,1713933760
2003-12-04,1715126200
2003-12-05,1717113600
2003-12-08,1716716120
2003-12-09,1717113600
2003-12-10,1713138800
2003-12-11,1717113600
2003-12-12,1739769960
2003-12-15,1730627920
2003-12-16,1742154840
2003-12-17,1716318640
2003-12-18,1710753920
2003-12-19,1703201800
2003-12-22,1715921160
2003-12-23,1737385080
2003-12-24,1736590120
2003-12-26,1740962400
2003-12-29,1748912000
2003-12-30,1746924600
2003-12-31,1773373300
2004-01-02,1767368650
2004-01-05,1771371750
2004-01-06,1740147570
2004-01-07,1721333000
2004-01-08,1723734860
2004-01-09,1721333000
2004-01-12,1710124320
2004-01-13,1679700760
2004-01-14,1680901690
2004-01-15,1683703860
2004-01-16,1665289600
2004-01-20,1656082470
2004-01-21,1661286500
2004-01-22,1657283400
2004-01-23,1663288050
2004-01-26,1679300450
2004-01-27,1714928040
2004-01-28,1721333000
2004-01-29,1717329900
2004-01-30,1741348500
2004-02-02,1753357800
2004-02-03,1756560280
2004-02-04,1723334550
2004-02-05,1747353150
2004-02-06,1755359350
2004-02-09,1761364000
2004-02-10,1757360900
2004-02-11,1785382600
2004-02-12,1757360900
2004-02-13,1749354700
2004-02-17,1760963690
2004-02-18,1761364000
2004-02-19,1760563379
2004-02-20,1759362450
2004-02-23,1750155320
2004-02-24,1754959040
2004-02-25,1751356250
2004-02-26,1741348500
2004-02-27,1749354700
2004-03-01,1766968340
2004-03-02,1770571129
2004-03-03,1785382600
2004-03-04,1795790660
2004-03-05,1808600580
2004-03-08,1815405850
2004-03-09,1808200270
2004-03-10,1799393450
2004-03-11,1785382600
2004-03-12,1781379500
2004-03-15,1771772060
2004-03-16,1766568030
2004-03-17,1801395000
2004-03-18,1794189420
2004-03-19,1799393450
2004-03-22,1797792209
2004-03-23,1805398100
2004-03-24,1800194070
2004-03-25,1809401200
2004-03-26,1774574230
2004-03-29,1742549430
2004-03-30,1758561830
2004-03-31,1811080450
2004-04-01,1805842620
2004-04-02,1794964050
2004-04-05,1746614850
2004-04-06,1704309300
2004-04-07,1734527550
2004-04-08,1724051890
2004-04-12,1647901900
2004-04-13,1653139730
2004-04-14,1613251640
2004-04-15,1647498990
2004-04-16,1711561679
2004-04-19,1699071470
2004-04-20,1662003750
2004-04-21,1668853220
2004-04-22,1693833640
2004-04-23,1680134700
2004-04-26,1690610360
2004-04-27,1704712210
2004-04-28,1697056920
2004-04-29,1680134700
2004-04-30,1705115120
2004-05-03,1724454800
2004-05-04,1729692630
2004-05-05,1726066440
2004-05-06,1730498450
2004-05-07,1716396600
2004-05-10,1709547130
2004-05-11,1724454800
2004-05-12,1727678080
2004-05-13,1746614850
2004-05-14,1767566170
2004-05-17,1788517490
2004-05-18,1807454260
2004-05-19,1756687600
2004-05-20,1801007700
2004-05-21,1796978600
2004-05-24,1807051350
2004-05-25,1823167750
2004-05-26,1851371450
2004-05-27,1859429650
2004-05-28,1881992610
2004-06-01,1847745260
2004-06-02,1865473300
2004-06-03,1857415100
2004-06-04,1853386000
2004-06-07,1868293670
2004-06-08,1880783880
2004-06-09,1854997640
2004-06-10,1845327800
2004-06-14,1807454260
2004-06-15,1840089970
2004-06-16,1834449230
2004-06-17,1822764840
2004-06-18,1817124100
2004-06-21,1837269600
2004-06-22,1840492880
2004-06-23,1850162720
2004-06-24,1844119070
2004-06-25,1842507429
2004-06-28,1831225950
2004-06-29,1818332830
2004-06-30,1849266600
2004-07-01,1849266600
2004-07-02,1871877720
2004-07-06,1875511650
2004-07-07,1877530500
2004-07-08,1859360850
2004-07-09,1874704110
2004-07-12,1869455100
2004-07-13,1856130690
2004-07-14,1875511650
2004-07-15,1881971970
2004-07-16,1882779510
2004-07-19,1890047370
2004-07-20,1896103920
2004-07-21,1891662450
2004-07-22,1835134650
2004-07-23,1826655480
2004-07-26,1802025510
2004-07-27,1789912410
2004-07-28,1816965000
2004-07-29,1802025510
2004-07-30,1816965000
2004-08-02,1863398550
2004-08-03,1877934270
2004-08-04,1877530500
2004-08-05,1863802319
2004-08-06,1825847940
2004-08-09,1843210050
2004-08-10,1827866790
2004-08-11,1816965000
2004-08-12,1800814200
2004-08-13,1793546340
2004-08-16,1812927300
2004-08-17,1832308260
2004-08-18,1863398550
2004-08-19,1817368770
2004-08-20,1855323150
2004-08-23,1871473950
