,CPT
2013-11-26,5035014630
2013-11-27,5113727730
2013-11-29,5065625280
2013-12-02,5083991670
2013-12-03,5139090840
2013-12-04,5296517040
2013-12-05,5346368670
2013-12-06,5258035080
2013-12-09,5195064600
2013-12-10,5186318700
2013-12-11,5037638400
2013-12-12,5005278570
2013-12-13,4967671200
2013-12-16,4966796610
2013-12-17,5021021190
2013-12-18,5076994950
2013-12-19,4966796610
2013-12-20,4974667920
2013-12-23,4990410540
2013-12-24,5025394140
2013-12-26,5025394140
2013-12-27,5051631840
2013-12-30,5064750690
2013-12-31,4985588880
2014-01-02,5052203640
2014-01-03,5130213030
2014-01-06,5224876110
2014-01-07,5164396920
2014-01-08,5158261350
2014-01-09,5169655980
2014-01-10,5202963360
2014-01-13,5158261350
2014-01-14,5209975440
2014-01-15,5273960670
2014-01-16,5283602280
2014-01-17,5287984830
2014-01-21,5337945900
2014-01-22,5350217040
2014-01-23,5302885500
2014-01-24,5262566040
2014-01-27,5207345910
2014-01-28,5276590200
2014-01-29,5289737850
2014-01-30,5382647910
2014-01-31,5418584820
2014-02-03,5378265360
2014-02-04,5496594210
2014-02-05,5566715010
2014-02-06,5675402250
2014-02-07,5748152580
2014-02-10,5817396870
2014-02-11,5825285459
2014-02-12,5741140500
2014-02-13,5722733790
2014-02-14,5698191510
2014-02-18,5727992849
2014-02-19,5723610300
2014-02-20,5720104260
2014-02-21,5735004930
2014-02-24,5720980770
2014-02-25,5771818349
2014-02-26,5797237140
2014-02-27,5748152580
2014-02-28,5846321700
2014-03-03,5828791500
2014-03-04,5872617000
2014-03-05,5865604920
2014-03-06,5819149890
2014-03-07,5829668010
2014-03-10,5759547209
2014-03-11,5806002240
2014-03-12,5813890830
2014-03-13,5820902910
2014-03-14,5864728410
2014-03-17,5895406260
2014-03-18,5912059950
2014-03-19,5777953920
2014-03-20,5858592840
2014-03-21,5852457270
2014-03-24,5844568680
2014-03-25,5924331090
2014-03-26,5826161970
2014-03-27,5833174050
2014-03-28,5827914990
2014-03-31,5915482300
2014-04-01,5882979650
2014-04-02,5921631450
2014-04-03,5858383050
2014-04-04,5935686649
2014-04-07,5983122950
2014-04-08,6020896300
2014-04-09,6003327300
2014-04-10,5938321999
2014-04-11,5890007250
2014-04-14,5895277950
2014-04-15,5949741850
2014-04-16,5991907449
2014-04-17,5958526350
2014-04-21,5997178150
2014-04-22,5995421250
2014-04-23,5939200450
2014-04-24,5994542800
2014-04-25,6016504050
2014-04-28,6063940350
2014-04-29,6026166999
2014-04-30,6016504050
2014-05-01,6029680800
2014-05-02,6102592150
2014-05-05,6125431850
2014-05-06,6118404250
2014-05-07,6243144149
2014-05-08,6257199350
2014-05-09,6261591600
2014-05-12,6238751900
2014-05-13,6202735450
2014-05-14,6207127700
2014-05-15,6164962100
2014-05-16,6196586300
2014-05-19,6184288000
2014-05-20,6199221649
2014-05-21,6110498200
2014-05-22,6078874000
2014-05-23,6093807650
2014-05-27,6147393100
2014-05-28,6129824100
2014-05-29,6140365500
2014-05-30,6170232800
2014-06-02,6200978550
2014-06-03,6214155300
2014-06-04,6232602750
2014-06-05,6331867600
2014-06-06,6265105399
2014-06-09,6179017300
2014-06-10,6150028450
2014-06-11,6121918050
2014-06-12,6153542250
2014-06-13,6174625050
2014-06-16,6119282700
2014-06-17,6135094800
2014-06-18,6157934499
2014-06-19,6186923350
2014-06-20,6180774200
2014-06-23,6170232800
2014-06-24,6189558699
2014-06-25,6225575150
2014-06-26,6150906900
2014-06-27,6228210500
2014-06-30,6271587900
2014-07-01,6289217099
2014-07-02,6262773300
2014-07-03,6224870520
2014-07-07,6243381180
2014-07-08,6284809800
2014-07-09,6299794620
2014-07-10,6315660900
2014-07-11,6343867620
2014-07-14,6359733900
2014-07-15,6391466460
2014-07-16,6405569820
2014-07-17,6385296240
2014-07-18,6447879900
2014-07-21,6437302380
2014-07-22,6447879900
2014-07-23,6484901219
2014-07-24,6493715820
2014-07-25,6436420920
2014-07-28,6513989400
2014-07-29,6489308520
2014-07-30,6515752320
2014-07-31,6378244560
2014-08-01,6388822080
2014-08-04,6458457420
2014-08-05,6423199020
2014-08-06,6362378280
2014-08-07,6380888940
2014-08-08,6430250700
2014-08-11,6467272020
2014-08-12,6476968080
2014-08-13,6564232620
2014-08-14,6519278159
2014-08-15,6509582099
2014-08-18,6583624740
2014-08-19,6588032040
2014-08-20,6614475840
2014-08-21,6582743280
2014-08-22,6523685460
2014-08-25,6528092760
2014-08-26,6550129260
2014-08-27,6536025900
2014-08-28,6528974219
2014-08-29,6596846640
2014-09-02,6614475840
2014-09-03,6647089860
2014-09-04,6596846640
2014-09-05,6655904460
2014-09-08,6654141540
2014-09-09,6616238760
2014-09-10,6440828219
2014-09-11,6441709680
2014-09-12,6268943520
2014-09-15,6142013280
2014-09-16,6155235180
2014-09-17,6155235180
2014-09-18,6064444800
2014-09-19,6089125680
2014-09-22,6053867280
2014-09-23,6024779099
2014-09-24,5990402159
2014-09-25,5978943180
2014-09-26,6014201580
2014-09-29,6023897640
2014-09-30,6077445990
2014-10-01,6088087950
2014-10-02,6088974780
2014-10-03,6072125010
2014-10-06,6091635270
2014-10-07,6088974780
2014-10-08,6235301730
2014-10-09,6242396370
2014-10-10,6237075390
2014-10-13,6255698820
2014-10-14,6380741850
2014-10-15,6355910610
2014-10-16,6337287179
2014-10-17,6308021790
2014-10-20,6445480440
2014-10-21,6515540010
2014-10-22,6535937100
2014-10-23,6613978140
2014-10-24,6560768340
2014-10-27,6622846440
2014-10-28,6645017190
2014-10-29,6672508920
2014-10-30,6710642610
2014-10-31,6799325610
2014-11-03,6905745210
2014-11-04,6857856390
2014-11-05,6810854400
2014-11-06,6732813360
2014-11-07,6700000650
2014-11-10,6806420250
2014-11-11,6755870940
2014-11-12,6700887480
2014-11-13,6739908000
2014-11-14,6645017190
2014-11-17,6687585030
2014-11-18,6700887480
2014-11-19,6624620100
2014-11-20,6652111830
2014-11-21,6711529440
2014-11-24,6747002640
2014-11-25,6754097280
2014-11-26,6809080740
2014-11-28,6800212440
2014-12-01,6551900040
2014-12-02,6537710760
2014-12-03,6473859000
2014-12-04,6598902030
2014-12-05,6607770330
2014-12-08,6637035720
2014-12-09,6624620100
2014-12-10,6637035720
2014-12-11,6588260070
2014-12-12,6486274620
2014-12-15,6420649200
2014-12-16,6478293150
2014-12-17,6622846440
2014-12-18,6642356700
2014-12-19,6656545980
2014-12-22,6779815350
2014-12-23,6739908000
2014-12-24,6690245520
2014-12-26,6700887480
2014-12-29,6716850420
2014-12-30,6647677679
2014-12-31,6570800080
2015-01-02,6696271750
2015-01-05,6669575650
2015-01-06,6729196940
2015-01-07,6914289900
2015-01-08,6842210430
2015-01-09,6910730420
2015-01-12,7005056640
2015-01-13,6886703930
2015-01-14,6940986000
2015-01-15,7016624949
2015-01-16,7057558970
2015-01-20,6993488330
2015-01-21,7064677930
2015-01-22,7136757400
2015-01-23,7091374030
2015-01-26,7200828040
2015-01-27,7187479990
2015-01-28,7106501820
2015-01-29,7064677930
2015-01-30,6856448350
2015-02-02,6822633290
2015-02-03,6900941850
2015-02-04,6851109130
2015-02-05,6875135620
2015-02-06,6690932530
2015-02-09,6676694610
2015-02-10,6689152790
2015-02-11,6673135130
2015-02-12,6787038490
2015-02-13,6695381880
2015-02-17,6678474350
2015-02-18,6746994339
2015-02-19,6617073320
2015-02-20,6733646290
2015-02-23,6696271750
2015-02-24,6522747100
2015-02-25,6484482690
2015-02-26,6439989190
2015-02-27,6477363730
2015-03-02,6506729440
2015-03-03,6507619310
2015-03-04,6462235940
2015-03-05,6545883720
2015-03-06,6520077490
2015-03-09,6645549160
2015-03-10,6700721100
2015-03-11,6645549160
2015-03-12,6730086810
2015-03-13,6730086810
2015-03-16,6820853550
2015-03-17,6819963680
2015-03-18,6935646780
2015-03-19,6928527820
2015-03-20,7173242070
2015-03-23,7160783890
2015-03-24,7083365199
2015-03-25,6978360540
2015-03-26,6943655610
2015-03-27,6894712760
2015-03-30,7005946510
2015-03-31,6965523890
2015-04-01,6920947390
2015-04-02,7000293560
2015-04-06,7052893830
2015-04-07,6998510500
2015-04-08,7032388640
2015-04-09,6842492750
2015-04-10,6831794390
2015-04-13,6777411060
2015-04-14,6830902860
2015-04-15,6762255049
2015-04-16,6800590840
2015-04-17,6772953410
2015-04-20,6779194120
2015-04-21,6842492750
2015-04-22,6909357500
2015-04-23,6904008320
2015-04-24,6888852310
2015-04-27,6922730450
2015-04-28,6904899850
2015-04-29,6800590840
2015-04-30,6693607240
2015-05-01,6683800410
2015-05-04,6731051500
2015-05-05,6547396320
2015-05-06,6584840580
2015-05-07,6691824180
2015-05-08,6754231280
2015-05-11,6642790030
2015-05-12,6681125820
2015-05-13,6593755879
2015-05-14,6690932650
2015-05-15,6789000950
2015-05-18,6719461610
2015-05-19,6759580459
2015-05-20,6764038110
2015-05-21,6739075270
2015-05-22,6733726090
2015-05-26,6681125820
2015-05-27,6752448220
2015-05-28,6778302590
2015-05-29,6684691940
2015-06-01,6775628000
2015-06-02,6684691940
2015-06-03,6564335390
2015-06-04,6565226920
2015-06-05,6559877740
2015-06-08,6558986209
2015-06-09,6510843590
2015-06-10,6576816810
2015-06-11,6661512160
2015-06-12,6700739480
2015-06-15,6666861340
2015-06-16,6757797400
2015-06-17,6789892480
2015-06-18,6929862690
2015-06-19,6847841930
2015-06-22,6802373900
2015-06-23,6732834560
2015-06-24,6690041120
2015-06-25,6660620629
2015-06-26,6664186750
2015-06-29,6606237299
2015-06-30,6623101920
2015-07-01,6765764320
2015-07-02,6810346320
2015-07-06,6829962399
2015-07-07,6880785880
2015-07-08,6854928320
2015-07-09,6884352439
2015-07-10,6915559840
2015-07-13,6914668200
2015-07-14,6942309040
2015-07-15,6955683640
2015-07-16,6986891040
2015-07-17,6994024160
2015-07-20,7034147960
2015-07-21,6994915800
2015-07-22,7036822880
2015-07-23,6977974640
2015-07-24,7038606160
2015-07-27,7036822880
2015-07-28,7010073680
2015-07-29,7010073680
2015-07-30,7017206800
2015-07-31,7100129320
2015-08-03,7110829000
2015-08-04,7059113880
2015-08-05,7030581399
2015-08-06,7043956000
2015-08-07,7099237680
2015-08-10,7109045720
2015-08-11,7120637040
2015-08-12,7141144760
2015-08-13,7133120000
2015-08-14,7143819680
2015-08-17,7199993000
2015-08-18,7247249920
2015-08-19,7151844439
2015-08-20,7043956000
2015-08-21,6906643439
2015-08-24,6487572640
2015-08-25,6372551080
2015-08-26,6455473600
2015-08-27,6575845000
2015-08-28,6594569439
2015-08-31,6422482920
2015-09-01,6309244640
2015-09-02,6342235320
2015-09-03,6338668760
2015-09-04,6195114720
2015-09-08,6311027920
2015-09-09,6192439800
2015-09-10,6223647200
2015-09-11,6306569720
2015-09-14,6289628560
2015-09-15,6380575840
2015-09-16,6449232120
2015-09-17,6482222800
2015-09-18,6498272320
2015-09-21,6527696439
2015-09-22,6474198040
2015-09-23,6517888399
2015-09-24,6426941120
2015-09-25,6457256880
2015-09-28,6347585160
2015-09-29,6533046280
2015-09-30,6590032500
2015-10-01,6609651000
2015-10-02,6656913750
2015-10-05,6719336249
2015-10-06,6670290000
2015-10-07,6783542249
2015-10-08,6861124500
2015-10-09,6848640000
2015-10-12,6897686249
2015-10-13,6853990500
2015-10-14,6804944250
2015-10-15,6903928500
2015-10-16,6921763500
2015-10-19,7048392000
2015-10-20,7022531250
2015-10-21,7005588000
2015-10-22,7040366250
2015-10-23,6965459250
2015-10-26,6916413000
2015-10-27,6918196500
2015-10-28,6840614249
2015-10-29,6811186500
2015-10-30,6580223250
2015-11-02,6782650500
2015-11-03,6766599000
2015-11-04,6730929000
2015-11-05,6807619500
2015-11-06,6598058250
2015-11-09,6559713000
2015-11-10,6701501250
2015-11-11,6738954749
2015-11-12,6686341500
2015-11-13,6629269500
2015-11-16,6707743500
2015-11-17,6741629999
2015-11-18,6754114500
2015-11-19,6780867000
2015-11-20,6817428750
2015-11-23,6823671000
2015-11-24,6775516500
2015-11-25,6851315250
2015-11-27,6930681000
2015-11-30,6811186500
2015-12-01,6952974750
2015-12-02,6838830750
2015-12-03,6713094000
2015-12-04,6901253250
2015-12-07,6795135000
2015-12-08,6814753500
2015-12-09,6754114500
2015-12-10,6653346750
2015-12-11,6679207500
2015-12-14,6664939500
2015-12-15,6647996250
2015-12-16,6744305250
2015-12-17,6717552750
2015-12-18,6659589000
2015-12-21,6765707250
2015-12-22,6737171250
2015-12-23,6838830750
2015-12-24,6808511249
2015-12-28,6853098749
2015-12-29,6906603750
2015-12-30,6903036750
2015-12-31,6858045440
2016-01-04,6771381760
2016-01-05,6897356800
2016-01-06,6873233920
2016-01-07,6781209600
2016-01-08,6664168960
2016-01-11,6699906560
2016-01-12,6665062399
2016-01-13,6594480640
2016-01-14,6536407040
2016-01-15,6454210560
2016-01-19,6549808640
2016-01-20,6303219200
2016-01-21,6306792960
2016-01-22,6446169600
2016-01-25,6401497600
2016-01-26,6591800320
2016-01-27,6582865920
2016-01-28,6586439680
2016-01-29,6816947200
2016-02-01,6811586560
2016-02-02,6753512960
2016-02-03,6842856960
2016-02-04,6900037120
2016-02-05,6605201920
2016-02-08,6489054720
2016-02-09,6490841600
2016-02-10,6488161280
2016-02-11,6378268160
2016-02-12,6406858239
2016-02-16,6573931520
2016-02-17,6558743040
2016-02-18,6582865920
2016-02-19,6597160960
2016-02-22,6658808320
2016-02-23,6640939520
2016-02-24,6596267520
2016-02-25,6634685440
2016-02-26,6636472320
2016-02-29,6677570560
2016-03-01,6858045440
2016-03-02,7007249920
2016-03-03,7077831680
2016-03-04,7070684160
2016-03-07,7063536640
2016-03-08,7062643200
2016-03-09,7077831680
2016-03-10,7035840000
2016-03-11,7075151360
2016-03-14,7090339840
2016-03-15,7125184000
2016-03-16,7163601920
2016-03-17,7319060480
2016-03-18,7359265280
2016-03-21,7302085120
2016-03-22,7335142399
2016-03-23,7327994880
2016-03-24,7286003200
2016-03-28,7350330880
2016-03-29,7460224000
2016-03-30,7462010880
2016-03-31,7531016310
2016-04-01,7507730970
2016-04-04,7529225129
2016-04-05,7430710230
2016-04-06,7471011780
2016-04-07,7404738120
2016-04-08,7424441100
2016-04-11,7373392470
2016-04-12,7389513090
2016-04-13,7334882100
2016-04-14,7171884720
2016-04-15,7327717379
2016-04-18,7359063030
2016-04-19,7362645389
2016-04-20,7232784840
2016-04-21,7174571490
2016-04-22,7282937879
2016-04-25,7394886629
2016-04-26,7401155760
2016-04-27,7347420360
2016-04-28,7368018930
2016-04-29,7230098070
2016-05-02,7370705700
2016-05-03,7315179120
2016-05-04,7454891160
2016-05-05,7527433950
2016-05-06,7672519530
2016-05-09,7713716670
2016-05-10,7743271139
2016-05-11,7663563629
2016-05-12,7758496170
2016-05-13,7697596050
2016-05-16,7773721200
2016-05-17,7684162200
2016-05-18,7641173879
2016-05-19,7489819170
2016-05-20,7568631090
2016-05-23,7538181030
2016-05-24,7616097360
2016-05-25,7582960530
2016-05-26,7602663510
2016-05-27,7633113570
2016-05-31,7631322389
2016-06-01,7531911899
2016-06-02,7522060410
2016-06-03,7349211540
2016-06-06,7195170060
2016-06-07,7265921670
2016-06-08,7214873040
2016-06-09,7237262790
2016-06-10,7237262790
2016-06-13,7308909990
2016-06-14,7329508560
2016-06-15,7451308800
2016-06-16,7506835379
2016-06-17,7428919050
2016-06-20,7472802960
2016-06-21,7471907370
2016-06-22,7543554570
2016-06-23,7616992950
2016-06-24,7566839910
2016-06-27,7641173879
2016-06-28,7680579840
2016-06-29,7809544800
2016-06-30,7928532980
2016-07-01,7963503890
2016-07-05,8055862960
2016-07-06,8069313310
2016-07-07,8047792750
2016-07-08,8084557040
2016-07-11,8096214010
2016-07-12,8062139790
2016-07-13,8082763660
2016-07-14,7924946220
2016-07-15,7861281230
2016-07-18,7883698480
2016-07-19,7951846920
2016-07-20,7970677410
2016-07-21,8029858950
2016-07-22,8032549020
2016-07-25,7997578110
2016-07-26,7889078620
2016-07-27,7743814840
2016-07-28,7784165890
2016-07-29,8033445710
2016-08-01,8031652329
2016-08-02,7876524960
2016-08-03,7800306310
2016-08-04,7721397590
2016-08-05,7732157870
2016-08-08,7816446730
2016-08-09,7841554050
2016-08-10,7768922160
2016-08-11,7708843930
2016-08-12,7775198989
2016-08-15,7933913120
2016-08-16,7765335399
2016-08-17,7800306310
2016-08-18,7793132790
2016-08-19,7744711530
2016-08-22,7767128780
2016-08-23,7767128780
2016-08-24,7696290270
2016-08-25,7765335399
2016-08-26,7727674420
2016-08-29,7819136800
2016-08-30,7824516940
2016-08-31,7870248130
2016-09-01,7975160860
2016-09-02,8033445710
2016-09-06,8073796760
2016-09-07,8130288230
2016-09-08,7935706500
2016-09-09,7647869010
2016-09-12,7783269200
2016-09-13,7504398610
2016-09-14,7577030500
2016-09-15,7615588170
2016-09-16,7598551060
2016-09-19,7837967290
2016-09-20,7863971300
2016-09-21,7541162899
2016-09-22,7701670410
2016-09-23,7754575120
2016-09-26,7827207010
2016-09-27,7771612230
2016-09-28,7750091670
2016-09-29,7605724579
2016-09-30,7515246300
2016-10-03,7351910400
2016-10-04,7269345000
2016-10-05,7069213650
2016-10-06,6990238050
2016-10-07,6955237500
2016-10-10,7004597250
2016-10-11,6894210899
2016-10-12,6949852800
2016-10-13,6984853350
2016-10-14,6984853350
2016-10-17,6992930400
2016-10-18,6998315100
2016-10-19,7044085050
2016-10-20,7040495250
2016-10-21,7067418750
2016-10-24,7110496350
2016-10-25,7111393800
2016-10-26,7143701999
2016-10-27,6960622200
2016-10-28,7122163200
2016-10-31,7308832800
2016-11-01,7224472500
2016-11-02,7245113850
2016-11-03,7291781250
2016-11-04,7336653750
2016-11-07,7301653200
2016-11-08,7376141550
2016-11-09,7184984700
2016-11-10,6969596700
2016-11-11,6947160450
2016-11-14,7037802900
2016-11-15,6861902699
2016-11-16,6942673200
2016-11-17,6865492500
2016-11-18,6825107250
2016-11-21,6820620000
2016-11-22,6974981400
2016-11-23,6974981400
2016-11-25,7030623300
2016-11-28,7063828949
2016-11-29,7113188700
2016-11-30,7063828949
2016-12-01,7043187600
2016-12-02,7069213650
2016-12-05,7052162100
2016-12-06,6984853350
2016-12-07,7024341150
2016-12-08,7123958100
2016-12-09,7144599450
2016-12-12,7263960300
2016-12-13,7299858300
2016-12-14,7162548450
2016-12-15,7189471950
2016-12-16,7343833350
2016-12-19,7388705850
2016-12-20,7415629350
2016-12-21,7304345550
2016-12-22,7428193650
2016-12-23,7464989100
2016-12-27,7451527350
2016-12-28,7421014050
2016-12-29,7475758500
2016-12-30,7544862149
2017-01-03,7559095500
2017-01-04,7668804000
2017-01-05,7661610000
2017-01-06,7625640000
2017-01-09,7554599250
2017-01-10,7435898250
2017-01-11,7393633500
2017-01-12,7381044000
2017-01-13,7370252999
2017-01-17,7426905750
2017-01-18,7452984000
2017-01-19,7426905750
2017-01-20,7461976500
2017-01-23,7450286249
2017-01-24,7485357000
2017-01-25,7452984000
2017-01-26,7488954000
2017-01-27,7447588499
2017-01-30,7399928250
2017-01-31,7515032249
2017-02-01,7335182249
2017-02-02,7554599250
2017-02-03,7524024750
2017-02-06,7592367750
2017-02-07,7564491000
2017-02-08,7387338750
2017-02-09,7392734249
2017-02-10,7384641000
2017-02-13,7344174750
2017-02-14,7318096500
2017-02-15,7274033250
2017-02-16,7362159750
2017-02-17,7380144749
2017-02-21,7466472750
2017-02-22,7443092250
2017-02-23,7538412750
2017-02-24,7575282000
2017-02-27,7638229500
2017-02-28,7612151250
2017-03-01,7529420250
2017-03-02,7429603500
2017-03-03,7348671000
2017-03-06,7314499500
2017-03-07,7287522000
2017-03-08,7185007500
2017-03-09,7109470500
2017-03-10,7140045000
2017-03-13,7112168250
2017-03-14,7144541250
2017-03-15,7315398749
2017-03-16,7310003250
2017-03-17,7370252999
2017-03-20,7297413750
2017-03-21,7300111500
2017-03-22,7295615250
2017-03-23,7349570250
2017-03-24,7362159750
2017-03-27,7284824250
2017-03-28,7266839250
2017-03-29,7238063250
2017-03-30,7240761000
2017-03-31,7249848299
2017-04-03,7256155650
2017-04-04,7293098700
2017-04-05,7314723900
2017-04-06,7323734400
2017-04-07,7286791350
2017-04-10,7321031250
2017-04-11,7366083750
2017-04-12,7345359600
2017-04-13,7315624950
2017-04-17,7429157250
2017-04-18,7439969849
2017-04-19,7410235200
2017-04-20,7403927850
2017-04-21,7381401600
2017-04-24,7421047800
2017-04-25,7575127349
2017-04-26,7560710550
2017-04-27,7452584549
2017-04-28,7418344650
2017-05-01,7422849900
2017-05-02,7397620499
2017-05-03,7366984800
2017-05-04,7366083750
2017-05-05,7421047800
2017-05-08,7339052250
2017-05-09,7347161700
2017-05-10,7396719450
2017-05-11,7361578500
2017-05-12,7388610000
2017-05-15,7358875350
2017-05-16,7310218650
2017-05-17,7340854350
2017-05-18,7408433100
2017-05-19,7414740450
2017-05-22,7436365650
2017-05-23,7473308700
2017-05-24,7532777999
2017-05-25,7558007400
2017-05-26,7498538100
2017-05-30,7493131800
2017-05-31,7506647550
2017-06-01,7489527600
2017-06-02,7627388250
2017-06-05,7755337349
2017-06-06,7689560700
2017-06-07,7776061500
2017-06-08,7771556250
2017-06-09,7804895100
2017-06-12,7806697200
2017-06-13,7870671749
2017-06-14,7904010600
2017-06-15,7960776749
2017-06-16,8013938700
2017-06-19,8021147100
2017-06-20,8026553400
2017-06-21,7898604300
2017-06-22,7858958100
2017-06-23,7888692750
2017-06-26,7869770700
2017-06-27,7792280400
2017-06-28,7760743650
2017-06-29,7740920550
2017-06-30,7782350610
2017-07-03,7847878530
2017-07-05,7942529970
2017-07-06,7797822480
2017-07-07,7845148200
2017-07-10,7703171040
2017-07-11,7662216090
2017-07-12,7772339400
2017-07-13,7749586650
2017-07-14,7860620070
2017-07-17,7908855900
2017-07-18,7899754800
2017-07-19,8027170200
2017-07-20,8041731960
2017-07-21,8109080099
2017-07-24,8061754380
2017-07-25,7958911950
2017-07-26,8035361190
2017-07-27,7958911950
2017-07-28,8135473290
2017-07-31,8163686700
2017-08-01,8115450870
2017-08-02,8136383400
2017-08-03,8140933950
2017-08-04,8154585599
2017-08-07,8166417030
2017-08-08,8196450660
2017-08-09,8222843849
2017-08-10,8172787800
2017-08-11,8102709330
2017-08-14,8206461870
2017-08-15,8143664280
2017-08-16,8121821640
2017-08-17,8089967790
2017-08-18,8039911740
2017-08-21,8176428240
2017-08-22,8184619230
2017-08-23,8229214620
2017-08-24,8218293300
2017-08-25,8211012420
2017-08-28,8133653070
2017-08-29,8102709330
2017-08-30,8180068680
2017-08-31,8143664280
2017-09-01,8228304510
2017-09-05,8328416610
2017-09-06,8371191780
2017-09-07,8581427190
2017-09-08,8709752700
2017-09-11,8638764120
2017-09-12,8552303670
2017-09-13,8473124099
2017-09-14,8532281250
2017-09-15,8573236200
2017-09-18,8559584550
2017-09-19,8528640809
2017-09-20,8525000370
2017-09-21,8503157730
2017-09-22,8464023000
2017-09-25,8464933110
2017-09-26,8439450030
2017-09-27,8350259250
2017-09-28,8330236830
2017-09-29,8322955950
2017-10-02,8642049300
2017-10-03,8644896450
2017-10-04,8754986250
2017-10-05,8786304900
2017-10-06,8770171050
2017-10-09,8857483650
2017-10-10,8825215950
2017-10-11,8863177950
2017-10-12,8935305750
2017-10-13,8931509550
2017-10-16,8900190900
2017-10-17,8828063100
2017-10-18,8778712500
2017-10-19,8785355850
2017-10-20,8755935300
2017-10-23,8753088150
2017-10-24,8665775550
2017-10-25,8658183150
2017-10-26,8592698700
2017-10-27,8660081250
2017-10-30,8644896450
2017-10-31,8659132200
2017-11-01,8676215100
2017-11-02,8617374000
2017-11-03,8777763450
2017-11-06,8890700400
2017-11-07,8929611450
2017-11-08,8941949100
2017-11-09,8912528550
2017-11-10,8939101950
2017-11-13,8990350650
2017-11-14,9008382600
2017-11-15,8864127000
2017-11-16,8951439600
2017-11-17,8833757400
2017-11-20,8826165000
2017-11-21,8903987100
2017-11-22,8843247900
2017-11-24,8911579500
2017-11-27,8827114050
2017-11-28,8732209050
2017-11-29,8692348950
2017-11-30,8662928400
2017-12-01,8709431850
2017-12-04,8727463800
2017-12-05,8644896450
2017-12-06,8678113200
2017-12-07,8725565700
2017-12-08,8746444800
2017-12-11,8765425800
2017-12-12,8873617500
2017-12-13,8788203000
2017-12-14,8722718550
2017-12-15,8831859300
2017-12-18,8927713350
2017-12-19,8686654650
2017-12-20,8571819599
2017-12-21,8523418050
2017-12-22,8627813550
2017-12-26,8650590750
2017-12-27,8680960350
2017-12-28,8706584700
2017-12-29,8736954300
2018-01-02,8698630500
2018-01-03,8715742560
2018-01-04,8431492230
2018-01-05,8402021460
2018-01-08,8499940470
2018-01-09,8389662750
2018-01-10,8233752870
2018-01-11,8132981850
2018-01-12,8058829590
2018-01-16,8129179170
2018-01-17,8128228500
2018-01-18,8053125569
2018-01-19,8062632270
2018-01-22,8145340560
2018-01-23,8277483689
2018-01-24,8218542150
2018-01-25,8275582350
2018-01-26,8221394160
2018-01-29,8139636540
2018-01-30,8070237630
2018-01-31,8228999520
2018-02-01,8033161500
2018-02-02,7928587800
2018-02-05,7705180350
2018-02-06,7769825910
2018-02-07,7644337470
2018-02-08,7489378260
2018-02-09,7676660250
2018-02-12,7718489730
2018-02-13,7782184620
2018-02-14,7689969630
2018-02-15,7864892910
2018-02-16,7924785120
2018-02-20,7766973900
2018-02-21,7555925160
2018-02-22,7640534790
2018-02-23,7772677920
2018-02-26,7708983030
2018-02-27,7572086550
2018-02-28,7577790569
2018-03-01,7554974490
2018-03-02,7467512850
2018-03-05,7567333199
2018-03-06,7520750370
2018-03-07,7557826500
2018-03-08,7730848439
2018-03-09,7846830180
2018-03-12,7864892910
2018-03-13,7901969040
2018-03-14,7978973310
2018-03-15,7992282689
2018-03-16,8057878920
2018-03-19,8029358819
2018-03-20,7968515939
2018-03-21,7889610329
2018-03-22,7798346010
2018-03-23,7708983030
2018-03-26,7795494000
2018-03-27,7824014100
2018-03-28,7991332020
2018-03-29,8002740060
2018-04-02,7910883580
2018-04-03,8009936299
2018-04-04,8084225840
2018-04-05,8098512290
2018-04-06,8085178270
2018-04-09,8054700509
2018-04-10,8106131730
2018-04-11,8199469870
2018-04-12,8079463690
2018-04-13,8148991080
2018-04-16,8167087250
2018-04-17,8212803890
2018-04-18,8186135850
2018-04-19,8088987990
2018-04-20,8073749110
2018-04-23,8030889759
2018-04-24,8048033500
2018-04-25,8033747049
2018-04-26,8100417150
2018-04-27,8201374730
2018-04-30,8133752200
2018-05-01,8213756319
2018-05-02,8183278560
2018-05-03,8097559860
2018-05-04,8232804920
2018-05-07,8271854549
2018-05-08,8264235110
2018-05-09,8300427450
2018-05-10,8381384000
2018-05-11,8324238200
2018-05-14,8208994170
2018-05-15,8013746020
2018-05-16,7976601250
2018-05-17,7939456480
2018-05-18,7901359279
2018-05-21,7980410970
2018-05-22,7994697420
2018-05-23,8179468840
2018-05-24,8106131730
2018-05-25,8152800799
2018-05-29,8155658090
2018-05-30,8338524650
2018-05-31,8381384000
2018-06-01,8499485319
2018-06-04,8638540100
2018-06-05,8556631120
2018-06-06,8596633180
2018-06-07,8563298130
2018-06-08,8679494590
2018-06-11,8630920660
2018-06-12,8664255710
2018-06-13,8486151299
2018-06-14,8587108880
2018-06-15,8601395330
2018-06-18,8555678690
2018-06-19,8532820370
2018-06-20,8628063370
2018-06-21,8730925810
2018-06-22,8780452170
2018-06-25,8802358060
2018-06-26,8738545250
2018-06-27,8649016830
2018-06-28,8672827580
2018-06-29,8679494590
2018-07-02,8649335600
2018-07-03,8663624150
2018-07-05,8710300080
2018-07-06,8730304050
2018-07-09,8666481860
2018-07-10,8688390970
2018-07-11,8756023440
2018-07-12,8790315960
2018-07-13,8716968070
2018-07-16,8682675550
