,PG
2013-11-27,229174176000
2013-11-29,229011024000
2013-12-02,226618128000
2013-12-03,227950536000
2013-12-04,226645319999
2013-12-05,224850648000
2013-12-06,229826784000
2013-12-09,230533776000
2013-12-10,227461080000
2013-12-11,228467184000
2013-12-12,223790160000
2013-12-13,223980504000
2013-12-16,222131448000
2013-12-17,220010472000
2013-12-18,224007696000
2013-12-19,222702480000
2013-12-20,222539328000
2013-12-23,221098152000
2013-12-24,221098152000
2013-12-26,222321792000
2013-12-27,223001592000
2013-12-30,222974400000
2013-12-31,220873471000
2014-01-02,218513074000
2014-01-03,218268895000
2014-01-06,218784384000
2014-01-07,220900602000
2014-01-08,217699144000
2014-01-09,218187502000
2014-01-10,217861930000
2014-01-13,217075131000
2014-01-14,219408397000
2014-01-15,219191349000
2014-01-16,218567336000
2014-01-17,216722428000
2014-01-21,217536358000
2014-01-22,214958913000
2014-01-23,212272944000
2014-01-24,214823258000
2014-01-27,212896957000
2014-01-28,214633341000
2014-01-29,210645084000
2014-01-30,208555997000
2014-01-31,207877722000
2014-02-03,205381670000
2014-02-04,206439779000
2014-02-05,207416495000
2014-02-06,208637390000
2014-02-07,209749761000
2014-02-10,211703193000
2014-02-11,213900804000
2014-02-12,210238119000
2014-02-13,211079180000
2014-02-14,215420140000
2014-02-18,211540407000
2014-02-19,212001634000
2014-02-20,211404752000
2014-02-21,211540407000
2014-02-24,211241966000
2014-02-25,211947372000
2014-02-26,211241966000
2014-02-27,212137289000
2014-02-28,213412446000
2014-03-03,210210988000
2014-03-04,212842695000
2014-03-05,211133441999
2014-03-06,211784586000
2014-03-07,212652778000
2014-03-10,213059743000
2014-03-11,214199245000
2014-03-12,214986044000
2014-03-13,214850389000
2014-03-14,214280638000
2014-03-17,216613904000
2014-03-18,216423987000
2014-03-19,213738018000
2014-03-20,212489991999
2014-03-21,211296228000
2014-03-24,215148830000
2014-03-25,216532511000
2014-03-26,215691450000
2014-03-27,216098415000
2014-03-28,216396856000
2014-03-31,225942826121
2014-04-01,225213978295
2014-04-02,224625293513
2014-04-03,224541195686
2014-04-04,223616119599
2014-04-07,225634467426
2014-04-08,228045271774
2014-04-09,228437728296
2014-04-10,227316423948
2014-04-11,226391347861
2014-04-14,226531510904
2014-04-15,226615608730
2014-04-16,228886250035
2014-04-17,229194608731
2014-04-21,228633956557
2014-04-22,227764945687
2014-04-23,225270043513
2014-04-24,227484619600
2014-04-25,228213467426
2014-04-28,232502456557
2014-04-29,231100826122
2014-04-30,231409184818
2014-05-01,230820500035
2014-05-02,229643130470
2014-05-05,229026413079
2014-05-06,227428554383
2014-05-07,230119684818
2014-05-08,230315913079
2014-05-09,230960663079
2014-05-12,229110510905
2014-05-13,228774119600
2014-05-14,227540684817
2014-05-15,225746597861
2014-05-16,225185945687
2014-05-19,224064641339
2014-05-20,224905619600
2014-05-21,225634467426
2014-05-22,226082989165
2014-05-23,225718565252
2014-05-27,224485130469
2014-05-28,224541195686
2014-05-29,225382173948
2014-05-30,226475445687
2014-06-02,225270043513
2014-06-03,224064641339
2014-06-04,223868413078
2014-06-05,224569228295
2014-06-06,224344967426
2014-06-09,224513163078
2014-06-10,224681358730
2014-06-11,224429065252
2014-06-12,223588086991
2014-06-13,223251695686
2014-06-16,223391858730
2014-06-17,223083500034
2014-06-18,223672184817
2014-06-19,224933652208
2014-06-20,224064641339
2014-06-23,222915304382
2014-06-24,221485641338
2014-06-25,222354652208
2014-06-26,220392369599
2014-06-27,221513673947
2014-06-30,213026054000
2014-07-01,214896368000
2014-07-02,215655336000
2014-07-03,216793788000
2014-07-07,217363014000
2014-07-08,218365936000
2014-07-09,221374702000
2014-07-10,221212066000
2014-07-11,219992296000
2014-07-14,220425991999
2014-07-15,220263356000
2014-07-16,219395964000
2014-07-17,217932240000
2014-07-18,218338830000
2014-07-21,217606968000
2014-07-22,217119059999
2014-07-23,216820894000
2014-07-24,217552756000
2014-07-25,215655336000
2014-07-28,214842156000
2014-07-29,213188690000
2014-07-30,211860496000
2014-07-31,209583591999
2014-08-01,215899290000
2014-08-04,214733732000
2014-08-05,215248746000
2014-08-06,219802554000
2014-08-07,217227484000
2014-08-08,219423070000
2014-08-11,220859688000
2014-08-12,220697052000
2014-08-13,220859688000
2014-08-14,222133670000
2014-08-15,221672868000
2014-08-18,223461864000
2014-08-19,224139514000
2014-08-20,224464786000
2014-08-21,225738768000
2014-08-22,226036934000
2014-08-25,226443524000
2014-08-26,226009828000
2014-08-27,225820086000
2014-08-28,225061118000
2014-08-29,225277966000
2014-09-02,224925588000
2014-09-03,224708740000
2014-09-04,226877220000
2014-09-05,227066962000
2014-09-08,225847191999
2014-09-09,224952694000
2014-09-10,226714584000
2014-09-11,226307994000
2014-09-12,225684556000
2014-09-15,227338022000
2014-09-16,227907248000
2014-09-17,228124096000
2014-09-18,228205414000
2014-09-19,228964382000
2014-09-22,229885986000
2014-09-23,228883064000
2014-09-24,231051544000
2014-09-25,228584898000
2014-09-26,229262548000
2014-09-29,228883064000
2014-09-30,233683858798
2014-10-01,232009505857
2014-10-02,231758352916
2014-10-03,233823388210
2014-10-06,233209458798
2014-10-07,232065317622
2014-10-08,234911717622
2014-10-09,233460611740
2014-10-10,236334917622
2014-10-13,232651341151
2014-10-14,233153647034
2014-10-15,231479294093
2014-10-16,229497976446
2014-10-17,232372282328
2014-10-20,234911717622
2014-10-21,236111670563
2014-10-22,235051247034
2014-10-23,232260658799
2014-10-24,237646494092
2014-10-27,239851058798
2014-10-28,241302164680
2014-10-29,241497505856
2014-10-30,242613741150
2014-10-31,243534635268
2014-11-03,243841599974
2014-11-04,247357741150
2014-11-05,248362352915
2014-11-06,248083294091
2014-11-07,248725129385
2014-11-10,249618117620
2014-11-11,250232047032
2014-11-12,249701835267
2014-11-13,247246117620
2014-11-14,245878729385
2014-11-17,245125270562
2014-11-18,245432235268
2014-11-19,247608894091
2014-11-20,246883341150
2014-11-21,247246117620
2014-11-24,245878729385
2014-11-25,247804235268
2014-11-26,248027482326
2014-11-28,252352894091
2014-12-01,251376188208
2014-12-02,254138870561
2014-12-03,251152941150
2014-12-04,252771482326
2014-12-05,252213364679
2014-12-08,253273788208
2014-12-09,253134258796
2014-12-10,251152941150
2014-12-11,252297082326
2014-12-12,249897176444
2014-12-15,248920470562
2014-12-16,249366964679
2014-12-17,253106352914
2014-12-18,256734117620
2014-12-19,256873647031
2014-12-22,258408470560
2014-12-23,260333976443
2014-12-24,259915388207
2014-12-26,260808376443
2014-12-29,258520094090
2014-12-30,257850352914
2014-12-31,254697103886
2015-01-02,252879636354
2015-01-05,251677311678
2015-01-06,250530909081
2015-01-07,251845077912
2015-01-08,254725064925
2015-01-09,252348376614
2015-01-12,251425662328
2015-01-13,252488181808
2015-01-14,251621389601
2015-01-15,251257896094
2015-01-16,255144480510
2015-01-20,254976714276
2015-01-21,253690506484
2015-01-22,256179038951
2015-01-23,251873038951
2015-01-26,250474987003
2015-01-27,241835025965
2015-01-28,238088246744
2015-01-29,239542220770
2015-01-30,235683597393
2015-02-02,238004363627
2015-02-03,240325129861
2015-02-04,239877753237
2015-02-05,242422207783
2015-02-06,239374454536
2015-02-09,237808636354
2015-02-10,238759311679
2015-02-11,239458337653
2015-02-12,240548818172
2015-02-13,240185324666
2015-02-17,239038922069
2015-02-18,241191922068
2015-02-19,238256012978
2015-02-20,237305337653
2015-02-23,238759311679
2015-02-24,239066883108
2015-02-25,238955038952
2015-02-26,238144168822
2015-02-27,238032324666
2015-03-02,238815233757
2015-03-03,238116207783
2015-03-04,235851363627
2015-03-05,236634272718
2015-03-06,231125948043
2015-03-09,232328272718
2015-03-10,227994311679
2015-03-11,227574896095
2015-03-12,229532168822
2015-03-13,228805181809
2015-03-16,233642441549
2015-03-17,231657207783
2015-03-18,234173701290
2015-03-19,233139142848
2015-03-20,236941844147
2015-03-23,237277376614
2015-03-24,234649038952
2015-03-25,232104584406
2015-03-26,229699935056
2015-03-27,230147311679
2015-03-30,231293714277
2015-03-31,251121999971
2015-04-01,252286588206
2015-04-02,252623705853
2015-04-06,254493176441
2015-04-07,252501117617
2015-04-08,253665705853
2015-04-09,254033470558
2015-04-10,255443235264
2015-04-13,255688411735
2015-04-14,256209411735
2015-04-15,255933588205
2015-04-16,255902941147
2015-04-17,252930176441
2015-04-20,253972176441
2015-04-21,254615764676
2015-04-22,254646411735
2015-04-23,248087941147
2015-04-24,248241176442
2015-04-27,247015294089
2015-04-28,246463647030
2015-04-29,244716764677
2015-04-30,243674764677
2015-05-01,246065235265
2015-05-04,246249117618
2015-05-05,245390999971
2015-05-06,246402352912
2015-05-07,245789411736
2015-05-08,248118588206
2015-05-11,246003941148
2015-05-12,245023235265
2015-05-13,244257058795
2015-05-14,246923352912
2015-05-15,248394411736
2015-05-18,247444352912
2015-05-19,247720176442
2015-05-20,246647529383
2015-05-21,246432999971
2015-05-22,245023235265
2015-05-26,242540823501
2015-05-27,243306999971
2015-05-28,243123117619
2015-05-29,240242294089
2015-06-01,241652058795
2015-06-02,240701999972
2015-06-03,240763294089
2015-06-04,239506764678
2015-06-05,237300176443
2015-06-08,238158294090
2015-06-09,241805294089
2015-06-10,243766705854
2015-06-11,243368294089
2015-06-12,241713352913
2015-06-15,239414823501
2015-06-16,242418235266
2015-06-17,245421647030
2015-06-18,247689529383
2015-06-19,246831411736
2015-06-22,246555588206
2015-06-23,244532882324
2015-06-24,243674764677
2015-06-25,243306999971
2015-06-26,243153764677
2015-06-29,240027764678
2015-06-30,212820624000
2015-07-01,216846372000
2015-07-02,217417593000
2015-07-06,217744005000
2015-07-07,222286572000
2015-07-08,220300899000
2015-07-09,219403266000
2015-07-10,220192095000
2015-07-13,222803391000
2015-07-14,223157004000
2015-07-15,223456215000
2015-07-16,223864230000
2015-07-17,223701024000
2015-07-20,223565019000
2015-07-21,222041763000
2015-07-22,219865683000
2015-07-23,219512070000
2015-07-24,218396829000
2015-07-27,217526397000
2015-07-28,218233623000
2015-07-29,219294462000
2015-07-30,210508539000
2015-07-31,208631670000
2015-08-03,207815640000
2015-08-04,206482791000
2015-08-05,206101977000
2015-08-06,206020374000
2015-08-07,205313148000
2015-08-10,207761238000
2015-08-11,207326022000
2015-08-12,207788439000
2015-08-13,206129178000
2015-08-14,205693962000
2015-08-17,205449153000
2015-08-18,204361113000
2015-08-19,201613812000
2015-08-20,201042591000
2015-08-21,195411984000
2015-08-24,188067714000
2015-08-25,186109242000
2015-08-26,192855090000
2015-08-27,194432748000
2015-08-28,193698320999
2015-08-31,192229467000
2015-09-01,187414890000
2015-09-02,189890181000
2015-09-03,190216593000
2015-09-04,187034076000
2015-09-08,190352598000
2015-09-09,186272448000
2015-09-10,185837231999
2015-09-11,186109242000
2015-09-14,185130006000
2015-09-15,188910945000
2015-09-16,190679009999
2015-09-17,191059824000
2015-09-18,190243794000
2015-09-21,192175065000
2015-09-22,190923819000
2015-09-23,191114226000
2015-09-24,194106336000
2015-09-25,197669667000
2015-09-28,195221577000
2015-09-29,196608828000
2015-09-30,195597666000
2015-10-01,195624855000
2015-10-02,196902738000
2015-10-05,199077858000
2015-10-06,199567260000
2015-10-07,200437308000
2015-10-08,202286160000
2015-10-09,202503672000
2015-10-12,202095837000
2015-10-13,201497679000
2015-10-14,201769568999
2015-10-15,201932703000
2015-10-16,203645610000
2015-10-19,204352524000
2015-10-20,202367727000
2015-10-21,200083851000
2015-10-22,203509664999
2015-10-23,209436867000
2015-10-26,210687561000
2015-10-27,210143781000
2015-10-28,208023039000
2015-10-29,209409678000
2015-10-30,207669582000
2015-11-02,208267739999
2015-11-03,209491245000
2015-11-04,209518434000
2015-11-05,207696771000
2015-11-06,205467272999
2015-11-09,205005060000
2015-11-10,206011053000
2015-11-11,206527643999
2015-11-12,202993074000
2015-11-13,201089843999
2015-11-16,204733170000
2015-11-17,204107822999
2015-11-18,206364510000
2015-11-19,207234558000
2015-11-20,206146997999
2015-11-23,206554833000
2015-11-24,207859905000
2015-11-25,206364510000
2015-11-27,205820730000
2015-11-30,203482476000
2015-12-01,206473266000
2015-12-02,206065431000
2015-12-03,205929486000
2015-12-04,211611987000
2015-12-07,213080193000
2015-12-08,211394475000
2015-12-09,211258530000
2015-12-10,211503231000
2015-12-11,211476042000
2015-12-14,212862681000
2015-12-15,216641952000
2015-12-16,220203711000
2015-12-17,218300481000
2015-12-18,212427657000
2015-12-21,214657155000
2015-12-22,216424439999
2015-12-23,217294488000
2015-12-24,216941031000
2015-12-28,217294488000
2015-12-29,218490804000
2015-12-30,217702322999
2015-12-31,213509667000
2016-01-04,210713419000
2016-01-05,211385594000
2016-01-06,209342182000
2016-01-07,207513866000
2016-01-08,204260539000
2016-01-11,206142629000
2016-01-12,205712437000
2016-01-13,203937894999
2016-01-14,204744505000
2016-01-15,201598726000
2016-01-19,206303951000
2016-01-20,203884121000
2016-01-21,206277064000
2016-01-22,207997832000
2016-01-25,206626594999
2016-01-26,211896447000
2016-01-27,211869560000
2016-01-28,214612033999
2016-01-29,219639903000
2016-02-01,218107344000
2016-02-02,215687514000
2016-02-03,218053569999
2016-02-04,216978090000
2016-02-05,218322440000
2016-02-08,222140394000
2016-02-09,222194168000
2016-02-10,219451694000
2016-02-11,214827130000
2016-02-12,217757813000
2016-02-16,219048389000
2016-02-17,221683315000
2016-02-18,220419626000
2016-02-19,219908773000
2016-02-22,220822931000
2016-02-23,219962547000
2016-02-24,219290372000
2016-02-25,221387558000
2016-02-26,218053569999
2016-02-29,215875723000
2016-03-01,218403101000
2016-03-02,221952185000
2016-03-03,222731908000
2016-03-04,224479563000
2016-03-07,223430969999
2016-03-08,223323422000
2016-03-09,223054551999
2016-03-10,221226236000
2016-03-11,219801225000
2016-03-14,218241779000
2016-03-15,218618197000
2016-03-16,218698858000
2016-03-17,222489925000
2016-03-18,223565405000
2016-03-21,224022483999
2016-03-22,222463038000
2016-03-23,222678133999
2016-03-24,222866343000
2016-03-28,222140394000
2016-03-29,222624360000
2016-03-30,222301716000
2016-03-31,226178605638
2016-04-01,229531028173
2016-04-04,228651704230
2016-04-05,228514309863
2016-04-06,230300436624
2016-04-07,228734140849
2016-04-08,228624225356
2016-04-11,227332718314
2016-04-12,227607507046
2016-04-13,226590788737
2016-04-14,225354239441
2016-04-15,226151126765
2016-04-18,227607507046
2016-04-19,228844056342
2016-04-20,224090211272
2016-04-21,222029295779
2016-04-22,222441478877
2016-04-25,223705507046
2016-04-26,218594436624
2016-04-27,219528718314
2016-04-28,219171492962
2016-04-29,220160732398
2016-05-02,222496436624
2016-05-03,222853661976
2016-05-04,224227605638
2016-05-05,223403239441
2016-05-06,225683985920
2016-05-09,225656507046
2016-05-10,226645746483
2016-05-11,225738943666
2016-05-12,226453394370
2016-05-13,223210887328
2016-05-16,224310042258
2016-05-17,221534676060
2016-05-18,219418802821
2016-05-19,220353084511
2016-05-20,219885943666
2016-05-23,220380563384
2016-05-24,222496436624
2016-05-25,223897859159
2016-05-26,223183408455
2016-05-27,223760464793
2016-05-31,222688788736
2016-06-01,224749704229
2016-06-02,225189366201
2016-06-03,226618267610
2016-06-06,227442633807
2016-06-07,226206084511
2016-06-08,227112887328
2016-06-09,228541788737
2016-06-10,228624225356
2016-06-13,226893056342
2016-06-14,229036408455
2016-06-15,227937253525
2016-06-16,229201281694
2016-06-17,228431873244
2016-06-20,228184563384
2016-06-21,229201281694
2016-06-22,229640943666
2016-06-23,231399591554
2016-06-24,226041211272
2016-06-27,223210887328
2016-06-28,226590788737
2016-06-29,230575225356
2016-06-30,226466849000
2016-07-01,226761066000
2016-07-05,228526368000
2016-07-06,227429741000
2016-07-07,226894801000
2016-07-08,229409019000
2016-07-11,229355525000
2016-07-12,229355525000
2016-07-13,229729983000
2016-07-14,229676489000
2016-07-15,230050947000
2016-07-18,229836971000
2016-07-19,230478899000
2016-07-20,228205403999
2016-07-21,228044922000
2016-07-22,229275284000
2016-07-25,229489260000
2016-07-26,228071669000
2016-07-27,225905161999
2016-07-28,226841307000
2016-07-29,228927573000
2016-08-01,231120827000
2016-08-02,232056972000
2016-08-03,229943959000
2016-08-04,230157935000
2016-08-05,229435766000
2016-08-08,229382272000
2016-08-09,229997453000
2016-08-10,230853357000
2016-08-11,231976731000
2016-08-12,232805888000
2016-08-15,232752394000
2016-08-16,231575526000
2016-08-17,232591911999
2016-08-18,233875768000
2016-08-19,233528057000
2016-08-22,232297695000
2016-08-23,233768780000
2016-08-24,233528057000
2016-08-25,235106130000
2016-08-26,234250226000
2016-08-29,236176010000
2016-08-30,234143238000
2016-08-31,233528057000
2016-09-01,236202757000
2016-09-02,235908540000
2016-09-06,237085408000
2016-09-07,235239865000
2016-09-08,234785166000
2016-09-09,230666128000
2016-09-12,236042275000
2016-09-13,232832635000
2016-09-14,232725647000
2016-09-15,235534082000
2016-09-16,235507335000
2016-09-19,236363239000
2016-09-20,236924926000
2016-09-21,234838660000
2016-09-22,238021553000
2016-09-23,234731672000
2016-09-26,234972395000
2016-09-27,236336492000
2016-09-28,239278661999
2016-09-29,235988781000
2016-09-30,233044850000
2016-10-03,230214556000
2016-10-04,229409610000
2016-10-05,230707910000
2016-10-06,231668652000
2016-10-07,233694000000
2016-10-10,231253196000
2016-10-11,229902964000
2016-10-12,229980861999
2016-10-13,229123984000
2016-10-14,229617338000
2016-10-17,228059378000
2016-10-18,227072670000
2016-10-19,222113164000
2016-10-20,220529238000
2016-10-21,218971278000
2016-10-24,218374060000
2016-10-25,225826302000
2016-10-26,226942840000
2016-10-27,224813628000
2016-10-28,225488744000
2016-10-31,225384880000
2016-11-01,225514710000
2016-11-02,225229084000
2016-11-03,224865560000
2016-11-04,220918728000
2016-11-07,224761696000
2016-11-08,227098635999
2016-11-09,223125838000
2016-11-10,215413935999
2016-11-11,217023828000
2016-11-14,215517800000
2016-11-15,217127692000
2016-11-16,216011154000
2016-11-17,215699561999
2016-11-18,212921200000
2016-11-21,214583024000
2016-11-22,214894616000
2016-11-23,214686888000
2016-11-25,216712235999
2016-11-28,215699561999
2016-11-29,215232174000
2016-11-30,214115635999
2016-12-01,212557676000
2016-12-02,213959840000
2016-12-05,215491834000
2016-12-06,215284106000
2016-12-07,218581788000
2016-12-08,216816100000
2016-12-09,219075142000
2016-12-12,221048558000
2016-12-13,221178388000
2016-12-14,219075142000
2016-12-15,219880088000
2016-12-16,219880088000
2016-12-19,219957985999
2016-12-20,219594461999
2016-12-21,218841448000
2016-12-22,219334802000
2016-12-23,220607135999
2016-12-27,219672360000
2016-12-28,218296161999
2016-12-29,219023210000
2016-12-30,218322128000
2017-01-03,215829860000
2017-01-04,216598850000
2017-01-05,218034298000
2017-01-06,217957399000
2017-01-09,216342520000
2017-01-10,214009917000
2017-01-11,214676375000
2017-01-12,214907072000
2017-01-13,215342833000
2017-01-17,218418792999
2017-01-18,217701069000
2017-01-19,217111510000
2017-01-20,224160585000
2017-01-23,222904567999
2017-01-24,225211538000
2017-01-25,223417228000
2017-01-26,221981780000
2017-01-27,222289376000
2017-01-30,222366275000
2017-01-31,224545080000
2017-02-01,223852989000
2017-02-02,224955208000
2017-02-03,224058053000
2017-02-06,224032420000
2017-02-07,225596033000
2017-02-08,226416289000
2017-02-09,227287811000
2017-02-10,225493501000
2017-02-13,226365023000
2017-02-14,225211538000
2017-02-15,233567896000
2017-02-16,232722007000
2017-02-17,233490997000
2017-02-21,234977711000
2017-02-22,234388152000
2017-02-23,233593529000
2017-02-24,233388465000
2017-02-27,232978337000
2017-02-28,233439730999
2017-03-01,234952078000
2017-03-02,233029603000
2017-03-03,231978650000
2017-03-06,231645421000
2017-03-07,231440357000
2017-03-08,231055862000
2017-03-09,231568522000
2017-03-10,233439730999
2017-03-13,234054923000
2017-03-14,233260300000
2017-03-15,234285620000
2017-03-16,234388152000
2017-03-17,233260300000
2017-03-20,233824226000
2017-03-21,233747327000
2017-03-22,233234667000
2017-03-23,232670741000
2017-03-24,232158080999
2017-03-27,231953017000
2017-03-28,232645108000
2017-03-29,232234980000
2017-03-30,231209660000
2017-03-31,236925892865
2017-04-03,236477619056
2017-04-04,237084107151
2017-04-05,237242321437
2017-04-06,235739285722
2017-04-07,235291011913
2017-04-10,235976607151
2017-04-11,236794047627
2017-04-12,238138869056
2017-04-13,237400535722
2017-04-17,238349821437
2017-04-18,239430952389
2017-04-19,236266666675
2017-04-20,235554702389
2017-04-21,233682500008
2017-04-24,236134821437
2017-04-25,237321428580
2017-04-26,231362023817
2017-04-27,231230178579
2017-04-28,230280892865
2017-05-01,229648035722
2017-05-02,227353928579
2017-05-03,227907678579
2017-05-04,227960416674
2017-05-05,228092261913
2017-05-08,228224107151
2017-05-09,227828571436
2017-05-10,228065892865
2017-05-11,227222083341
2017-05-12,227274821436
2017-05-15,227643988103
2017-05-16,227406666674
2017-05-17,227459404770
2017-05-18,226431011912
2017-05-19,227406666674
2017-05-22,227327559532
2017-05-23,226984761912
2017-05-24,228092261913
2017-05-25,229041547627
2017-05-26,230069940484
2017-05-30,230465476198
2017-05-31,232284940484
2017-06-01,232390416675
2017-06-02,233603392865
2017-06-05,233998928579
2017-06-06,234157142865
2017-06-07,234078035722
2017-06-08,231652083341
2017-06-09,232469523817
2017-06-12,232680476198
2017-06-13,232205833341
2017-06-14,233207857151
2017-06-15,235686547627
2017-06-16,236424880960
2017-06-19,236952261913
2017-06-20,236345773818
2017-06-21,235739285722
2017-06-22,234763630960
2017-06-23,235792023818
2017-06-26,235633809532
2017-06-27,233656130960
2017-06-28,233023273817
2017-06-29,229384345246
2017-06-30,228109128469
2017-07-03,229653412873
2017-07-05,229470192690
2017-07-06,228684963332
2017-07-07,229417844066
2017-07-10,227952082598
2017-07-11,227114504616
2017-07-12,227611816543
2017-07-13,226931284433
2017-07-14,227978256910
2017-07-17,229156100947
2017-07-18,232009100947
2017-07-19,231250045901
2017-07-20,231904403699
2017-07-21,231930578011
2017-07-24,230805082598
2017-07-25,233317816544
2017-07-26,233736605534
2017-07-27,237348660581
2017-07-28,236118467920
2017-07-31,237715100948
2017-08-01,238447981682
2017-08-02,238290935810
2017-08-03,237819798195
2017-08-04,237322486269
2017-08-07,239337908287
2017-08-08,239704348654
2017-08-09,240594275260
2017-08-10,240123137645
2017-08-11,239076165168
2017-08-14,239887568838
2017-08-15,241327155994
2017-08-16,241955339480
2017-08-17,240986889939
2017-08-18,242033862416
2017-08-21,243054660581
2017-08-22,242871440398
2017-08-23,241955339480
2017-08-24,241510376178
2017-08-25,242138559664
2017-08-28,242033862416
2017-08-29,241641247737
2017-08-30,240463403700
2017-08-31,241510376178
2017-09-01,242190908288
2017-09-05,242688220214
2017-09-06,242688220214
2017-09-07,243342578013
2017-09-08,243002311958
2017-09-11,246012357830
2017-09-12,244755990857
2017-09-13,244860688105
2017-09-14,244860688105
2017-09-15,244127807371
2017-09-18,243813715627
2017-09-19,246483495444
2017-09-20,247085504619
2017-09-21,242478825719
2017-09-22,241431853242
2017-09-25,242688220214
2017-09-26,242505000031
2017-09-27,237845972507
2017-09-28,237898321131
2017-09-29,238133889939
2017-10-02,232536003000
2017-10-03,233422868000
2017-10-04,234183038000
2017-10-05,233194817000
2017-10-06,233954987000
2017-10-09,233422868000
2017-10-10,232155918000
2017-10-11,231750493999
2017-10-12,233498885000
2017-10-13,235754056000
2017-10-16,236007446000
2017-10-17,235145920000
2017-10-18,235069903000
2017-10-19,232079901000
2017-10-20,223616675000
2017-10-23,221209470000
2017-10-24,220398622000
2017-10-25,220094554000
2017-10-26,221716250000
2017-10-27,220550656000
2017-10-30,218599553000
2017-10-31,218776926000
2017-11-01,220170571000
2017-11-02,219207689000
2017-11-03,219385062000
2017-11-06,218042095000
2017-11-07,220398622000
2017-11-08,221918962000
2017-11-09,222425742000
2017-11-10,223388624000
2017-11-13,225517100000
2017-11-14,225187693000
2017-11-15,223565997000
2017-11-16,226150575000
2017-11-17,224072777000
2017-11-20,223667353000
2017-11-21,224807608000
2017-11-22,223819387000
2017-11-24,224123455000
2017-11-27,225415743999
2017-11-28,226530660000
2017-11-29,226479982000
2017-11-30,228025661000
2017-12-01,228963204000
2017-12-04,231623799000
2017-12-05,231598460000
2017-12-06,231218375000
2017-12-07,228304390000
2017-12-08,228988543000
2017-12-11,228633797000
2017-12-12,227670915000
2017-12-13,230280832000
2017-12-14,230584900000
2017-12-15,232840071000
2017-12-18,232814732000
2017-12-19,232307952000
2017-12-20,231927867000
2017-12-21,232282613000
2017-12-22,233448207000
2017-12-26,234335072000
2017-12-27,233372190000
2017-12-28,233296172999
2017-12-29,232814732000
2018-01-02,234662010326
2018-01-03,234377257748
2018-01-04,236034000016
2018-01-05,236189319604
2018-01-08,237431876305
2018-01-09,235697474243
2018-01-10,234196051563
2018-01-11,233367680429
2018-01-12,231969804140
2018-01-16,233548886614
2018-01-17,236085773212
2018-01-18,233445340222
2018-01-19,235749247439
2018-01-22,237871948470
2018-01-23,230520154655
2018-01-24,228604546408
2018-01-25,228682206201
2018-01-26,227103123727
2018-01-29,224850989706
2018-01-30,225083969088
2018-01-31,223504886613
2018-02-01,222236443314
2018-02-02,218094587644
2018-02-05,209836762901
2018-02-06,213253793829
2018-02-07,211855917540
2018-02-08,207662288674
2018-02-09,206885690736
2018-02-12,210535701046
2018-02-13,210975773211
2018-02-14,208853072179
2018-02-15,213331453623
2018-02-16,213823298984
2018-02-20,210561587643
2018-02-21,207714061870
2018-02-22,209267257746
2018-02-23,209810876303
2018-02-26,211312298984
2018-02-27,208490659808
2018-02-28,203261567024
2018-03-01,203727525787
2018-03-02,205798453623
2018-03-05,207843494860
2018-03-06,207144556715
2018-03-07,204918309293
2018-03-08,207015123726
2018-03-09,207843494860
2018-03-12,206730371148
2018-03-13,206367958777
2018-03-14,204504123726
2018-03-15,203649865993
2018-03-16,204426463932
2018-03-19,203623979396
2018-03-20,202717948468
2018-03-21,199430350529
2018-03-22,197799494859
2018-03-23,196505164962
2018-03-26,197799494859
2018-03-27,201371845375
2018-03-28,204089938158
2018-03-29,205228948468
2018-04-02,200497808226
2018-04-03,203243643843
2018-04-04,204771986308
2018-04-05,204124383569
2018-04-06,203165931514
2018-04-09,202466520555
2018-04-10,203010506856
2018-04-11,202751465760
2018-04-12,201508068500
2018-04-13,203010506856
2018-04-16,203632205486
2018-04-17,203165931514
2018-04-18,202570136993
2018-04-19,194151301377
2018-04-20,191172328774
2018-04-23,189100000007
2018-04-24,187804794527
2018-04-25,187286712335
2018-04-26,188452397267
2018-04-27,188607821924
2018-04-30,187390328774
2018-05-01,186405972609
2018-05-02,183763753431
2018-05-03,184851726034
2018-05-04,187623465760
2018-05-07,186457780828
2018-05-08,185058958910
2018-05-09,187468041102
2018-05-10,189488561650
2018-05-11,190058452061
2018-05-14,189825315075
2018-05-15,188970479459
2018-05-16,190472917815
2018-05-17,191586794527
2018-05-18,190265684938
2018-05-21,191845835623
2018-05-22,191768123294
2018-05-23,192156684938
2018-05-24,191094616445
2018-05-25,192493438363
2018-05-29,191819931513
2018-05-30,193995876719
2018-05-31,189540369870
2018-06-01,190265684938
2018-06-04,192156684938
2018-06-05,191612698637
2018-06-06,192597054801
2018-06-07,196249534253
2018-06-08,199927917815
2018-06-11,200834561651
2018-06-12,200083342473
2018-06-13,198088726034
2018-06-14,196845328774
2018-06-15,200446000007
2018-06-18,196456767130
2018-06-19,197726068500
2018-06-20,196482671240
2018-06-21,198011013705
2018-06-22,200575520555
2018-06-25,201508068500
2018-06-26,202052054802
2018-06-27,201249027404
2018-06-28,202181575349
2018-06-29,202207479459
2018-07-02,194996854000
2018-07-03,194422820000
2018-07-05,197692317999
2018-07-06,197941898000
2018-07-09,194322988000
2018-07-10,199214755999
2018-07-11,197567528000
2018-07-12,196893662000
2018-07-13,197941898000
2018-07-16,198490974000
2018-07-17,199738874000
