,ILMN
2014-12-03,27222907500
2014-12-04,27163123860
2014-12-05,27030745800
2014-12-08,27029322379
2014-12-09,26662080020
2014-12-10,26171000120
2014-12-11,26593755860
2014-12-12,26233630600
2014-12-15,25381002020
2014-12-16,24935471560
2014-12-17,25793793820
2014-12-18,26659233180
2014-12-19,27040709740
2014-12-22,26963845060
2014-12-23,26119757000
2014-12-24,26506927240
2014-12-26,26788764400
2014-12-29,27248917630
2014-12-30,26783099590
2014-12-31,26537251180
2015-01-02,26658018820
2015-01-05,27420005120
2015-01-06,27073517010
2015-01-07,28023843320
2015-01-08,28297008220
2015-01-09,28006590800
2015-01-12,27330867100
2015-01-13,26610574390
2015-01-14,26225268110
2015-01-15,26009611610
2015-01-16,26427985220
2015-01-20,28284068830
2015-01-21,27570964670
2015-01-22,27875759189
2015-01-23,28345890360
2015-01-26,28995735280
2015-01-27,29221455750
2015-01-28,28446530060
2015-01-29,28754200000
2015-01-30,28062661490
2015-02-02,28002277670
2015-02-03,27747803000
2015-02-04,27608345130
2015-02-05,27964897210
2015-02-06,27696045439
2015-02-09,27642850170
2015-02-10,27893011710
2015-02-11,28131671570
2015-02-12,28284068830
2015-02-13,28544294340
2015-02-17,28590301060
2015-02-18,28555796020
2015-02-19,29090624140
2015-02-20,29204922085
2015-02-23,28890782450
2015-02-24,28711068700
2015-02-25,28210745620
2015-02-26,28532792660
2015-02-27,28101479660
2015-03-02,27900200260
2015-03-03,28183429130
2015-03-04,27701796280
2015-03-05,28772890230
2015-03-06,27767930939
2015-03-09,27757866970
2015-03-10,27765055520
2015-03-11,27350276185
2015-03-12,27044762810
2015-03-13,27059139910
2015-03-16,28282631120
2015-03-17,27963459500
2015-03-18,28048284390
2015-03-19,28726883510
2015-03-20,28181991420
2015-03-23,27618409100
2015-03-24,27447321610
2015-03-25,26350348880
2015-03-26,26507059270
2015-03-27,26909618070
2015-03-30,27058556400
2015-03-31,26773000799
2015-04-01,26278326200
2015-04-02,26393702200
2015-04-06,26361973800
2015-04-07,26357647200
2015-04-08,26726850400
2015-04-09,26873954800
2015-04-10,27136435200
2015-04-13,27450834800
2015-04-14,27136435200
2015-04-15,27468141200
2015-04-16,27837344400
2015-04-17,27569095200
2015-04-20,27860419600
2015-04-21,28744488200
2015-04-22,27407568800
2015-04-23,27776772000
2015-04-24,27342669800
2015-04-27,26494656200
2015-04-28,26591283600
2015-04-29,26897030000
2015-04-30,26572535000
2015-05-01,27579190600
2015-05-04,27351323000
2015-05-05,26974908800
2015-05-06,27192681000
2015-05-07,27520060400
2015-05-08,28239718200
2015-05-11,28489218800
2015-05-12,28407013400
2015-05-13,28588730600
2015-05-14,28688242400
2015-05-15,28709875400
2015-05-18,28953607200
2015-05-19,29152630799
2015-05-20,29128113400
2015-05-21,29293966400
2015-05-22,29565100000
2015-05-26,29578079800
2015-05-27,30209763400
2015-05-28,30087176400
2015-05-29,29720857600
2015-06-01,29628556800
2015-06-02,29592501800
2015-06-03,30129000200
2015-06-04,29991991200
2015-06-05,30316486200
2015-06-08,30381385200
2015-06-09,31092389800
2015-06-10,31072199000
2015-06-11,31412558200
2015-06-12,31046239400
2015-06-15,31017395400
2015-06-16,31142866800
2015-06-17,31060661400
2015-06-18,31551009400
2015-06-19,31452939800
2015-06-22,31729842200
2015-06-23,31836565000
2015-06-24,31752917400
2015-06-25,31584180000
2015-06-26,31448613200
2015-06-29,31101779020
2015-06-30,31738407640
2015-07-01,32075617320
2015-07-02,31986954430
2015-07-06,32050907990
2015-07-07,32234047730
2015-07-08,31090151100
2015-07-09,31565442330
2015-07-10,31896838050
2015-07-13,32190443030
2015-07-14,33322711740
2015-07-15,33296548920
2015-07-16,33555270140
2015-07-17,34848876240
2015-07-20,34886666980
2015-07-21,34526201460
2015-07-22,31611954010
2015-07-23,31968059060
2015-07-24,32136663900
2015-07-27,31579977230
2015-07-28,31659919180
2015-07-29,31568349310
2015-07-30,31812535630
2015-07-31,31875035700
2015-08-03,31497128300
2015-08-04,31149744190
2015-08-05,31375035140
2015-08-06,30473871340
2015-08-07,30595964500
2015-08-10,30780557730
2015-08-11,30318347910
2015-08-12,30139568640
2015-08-13,30354685160
2015-08-14,30242766430
2015-08-17,30219510590
2015-08-18,30087243000
2015-08-19,29891021850
2015-08-20,29132300070
2015-08-21,29062532550
2015-08-24,27873577730
2015-08-25,27563984359
2015-08-26,28444799300
2015-08-27,29351777060
2015-08-28,29316893300
2015-08-31,28722415890
2015-09-01,28071252370
2015-09-02,28795090390
2015-09-03,28408462050
2015-09-04,28075612840
2015-09-08,28840148580
2015-09-09,28595962260
2015-09-10,29062532550
2015-09-11,30001487090
2015-09-14,29944800980
2015-09-15,29899742790
2015-09-16,29838696210
2015-09-17,30532010940
2015-09-18,30360499120
2015-09-21,29097416310
2015-09-22,28065438410
2015-09-23,27606135570
2015-09-24,27366309720
2015-09-25,25514563460
2015-09-28,24450262130
2015-09-29,24787436660
2015-09-30,25663214660
2015-10-01,22946843230
2015-10-02,23881006430
2015-10-05,23816782710
2015-10-06,21282865030
2015-10-07,21301840220
2015-10-08,20488826310
2015-10-09,21568952510
2015-10-12,21398175800
2015-10-13,21227399090
2015-10-14,21097492020
2015-10-15,22163021920
2015-10-16,21926561860
2015-10-19,21526623240
2015-10-20,21179231300
2015-10-21,20459633710
2015-10-22,20738423040
2015-10-23,21519325090
2015-10-26,21551436950
2015-10-27,21169013890
2015-10-28,21450722480
2015-10-29,21269728360
2015-10-30,20913578640
2015-11-02,21725132920
2015-11-03,22311904180
2015-11-04,23216874780
2015-11-05,22587774250
2015-11-06,22746873920
2015-11-09,22567339430
2015-11-10,22376127900
2015-11-11,22619886110
2015-11-12,22681190569
2015-11-13,24178770950
2015-11-16,24829765930
2015-11-17,25321661240
2015-11-18,25752252090
2015-11-19,25363990510
2015-11-20,25447189420
2015-11-23,25488059060
2015-11-24,25731817270
2015-11-25,26340482980
2015-11-27,27084894280
2015-11-30,26842595700
2015-12-01,27354925830
2015-12-02,26506880800
2015-12-03,25417996819
2015-12-04,26102563290
2015-12-07,25702624670
2015-12-08,26527315620
2015-12-09,26105482550
2015-12-10,26660141950
2015-12-11,25517251660
2015-12-14,25493897580
2015-12-15,27189987640
2015-12-16,27283403960
2015-12-17,26455793750
2015-12-18,26556508220
2015-12-21,27271726920
2015-12-22,27292161740
2015-12-23,27054242050
2015-12-24,27587007000
2015-12-28,27449801780
2015-12-29,28343095340
2015-12-30,27889150410
2015-12-31,28016868035
2016-01-04,26648160000
2016-01-05,26168940000
2016-01-06,26101320000
2016-01-07,24654840000
2016-01-08,24279990000
2016-01-11,24359370000
2016-01-12,24790079999
2016-01-13,24180030000
2016-01-14,25741170000
2016-01-15,25159050000
2016-01-19,24928260000
2016-01-20,25204620000
2016-01-21,24869460000
2016-01-22,25976370000
2016-01-25,25648560000
2016-01-26,25416300000
2016-01-27,23875740000
2016-01-28,22674750000
2016-01-29,23218650000
2016-02-01,23364180000
2016-02-02,22735020000
2016-02-03,21970620000
2016-02-04,21076860000
2016-02-05,19999350000
2016-02-08,19899390000
2016-02-09,20505030000
2016-02-10,20388900000
2016-02-11,20353620000
2016-02-12,20979840000
2016-02-16,21919170000
2016-02-17,22877610000
2016-02-18,22073520000
2016-02-19,22242570000
2016-02-22,22480710000
2016-02-23,22041180000
2016-02-24,21964740000
2016-02-25,22402800000
2016-02-26,22830570000
2016-02-29,22085280000
2016-03-01,23447970000
2016-03-02,23108400000
2016-03-03,23145150000
2016-03-04,22952579999
2016-03-07,23758140000
2016-03-08,22113210000
2016-03-09,22491000000
2016-03-10,22793820000
2016-03-11,23312730000
2016-03-14,22751190000
2016-03-15,22047060000
2016-03-16,21932400000
2016-03-17,21641340000
2016-03-18,22085280000
2016-03-21,22804110000
2016-03-22,22984920000
2016-03-23,22423380000
2016-03-24,22834980000
2016-03-28,22363110000
2016-03-29,23098110000
2016-03-30,23142210000
2016-03-31,23830170000
2016-04-01,24528420000
2016-04-04,24637200000
2016-04-05,24068310000
2016-04-06,25601520000
2016-04-07,24726870000
2016-04-08,24748920000
2016-04-11,24975300000
2016-04-12,25201680000
2016-04-13,25579470000
2016-04-14,25378079999
2016-04-15,25525079999
2016-04-18,26185110000
2016-04-19,20121360000
2016-04-20,20503560000
2016-04-21,21307650000
2016-04-22,21107730000
2016-04-25,21031290000
2016-04-26,20463870000
2016-04-27,20372730000
2016-04-28,19955250000
2016-04-29,19843530000
2016-05-02,19980240000
2016-05-03,19646550000
2016-05-04,19840590000
2016-05-05,20418300000
2016-05-06,20684370000
2016-05-09,20838720000
2016-05-10,20997480000
2016-05-11,20412420000
2016-05-12,20130180000
2016-05-13,20127240000
2016-05-16,20638800000
2016-05-17,20399190000
2016-05-18,20613810000
2016-05-19,20290410000
2016-05-20,20654970000
2016-05-23,20555010000
2016-05-24,21091560000
2016-05-25,21101850000
2016-05-26,21038640000
2016-05-27,21145950000
2016-05-31,21290010000
2016-06-01,21429660000
2016-06-02,21623700000
2016-06-03,21394380000
2016-06-06,21697200000
2016-06-07,21307650000
2016-06-08,21353220000
2016-06-09,21082740000
2016-06-10,20818140000
2016-06-13,20537370000
2016-06-14,20252190000
2016-06-15,20099310000
2016-06-16,20041980000
2016-06-17,20146350000
2016-06-20,20594700000
2016-06-21,20440350000
2016-06-22,20710829999
2016-06-23,21548730000
2016-06-24,20419770000
2016-06-27,19915560000
2016-06-28,19846470000
2016-06-29,20224260000
2016-06-30,20635860000
2016-07-01,20687310000
2016-07-05,20384490000
2016-07-06,20696130000
2016-07-07,20588820000
2016-07-08,20763750000
2016-07-11,20527079999
2016-07-12,21901530000
2016-07-13,21441420000
2016-07-14,21642810000
2016-07-15,21860370000
2016-07-18,21986790000
2016-07-19,21855960000
2016-07-20,22430730000
2016-07-21,22242570000
2016-07-22,22161720000
2016-07-25,22144079999
2016-07-26,22064700000
2016-07-27,23850750000
2016-07-28,24463740000
2016-07-29,24453450000
2016-08-01,25085550000
2016-08-02,24537240000
2016-08-03,24262350000
2016-08-04,24352020000
2016-08-05,24479910000
2016-08-08,24469620000
2016-08-09,24341730000
2016-08-10,24399060000
2016-08-11,24698940000
2016-08-12,24547530000
2016-08-15,25483920000
2016-08-16,24938550000
2016-08-17,24865050000
2016-08-18,25338390000
2016-08-19,25235490000
2016-08-22,25541250000
2016-08-23,25400130000
2016-08-24,24922380000
2016-08-25,24913560000
2016-08-26,25314870000
2016-08-29,25051740000
2016-08-30,24841530000
2016-08-31,24745980000
2016-09-01,24778320000
2016-09-02,24681300000
2016-09-06,25016460000
2016-09-07,24928260000
2016-09-08,25000290000
2016-09-09,24232950000
2016-09-12,25094370000
2016-09-13,25012050000
2016-09-14,25251660000
2016-09-15,25716180000
2016-09-16,25426590000
2016-09-19,25453050000
2016-09-20,25842600000
2016-09-21,26232150000
2016-09-22,26362980000
2016-09-23,26361510000
2016-09-26,26235090000
2016-09-27,26511450000
2016-09-28,26604060000
2016-09-29,25954320000
2016-09-30,26704020000
2016-10-03,26752092920
2016-10-04,26603820880
2016-10-05,27330500680
2016-10-06,27148463720
2016-10-07,27083869960
2016-10-10,27136719400
2016-10-11,20404287960
2016-10-12,19991768720
2016-10-13,20137104680
2016-10-14,20258952000
2016-10-17,20733128920
2016-10-18,21318876880
2016-10-19,21539082880
2016-10-20,20968015320
2016-10-21,20816807200
2016-10-24,20885805080
2016-10-25,20285376720
2016-10-26,20545219800
2016-10-27,20448329160
2016-10-28,20351438520
2016-10-31,19985896559
2016-11-01,20479158000
2016-11-02,19915430640
2016-11-03,19728989559
2016-11-04,19764222520
2016-11-07,20123892320
2016-11-08,20214910800
2016-11-09,19544016520
2016-11-10,20313269480
2016-11-11,20216378840
2016-11-14,20021129520
2016-11-15,20082787200
2016-11-16,19799455480
2016-11-17,19684948360
2016-11-18,19359043480
2016-11-21,20192890200
2016-11-22,19781839000
2016-11-23,19734861720
2016-11-25,19846432760
2016-11-28,19991768720
2016-11-29,20043150120
2016-11-30,19545484559
2016-12-01,18749806880
2016-12-02,18776231600
2016-12-05,18779167680
2016-12-06,18556025600
2016-12-07,17913024080
2016-12-08,18127357920
2016-12-09,18086252800
2016-12-12,18203696000
2016-12-13,18600066800
2016-12-14,18416561800
2016-12-15,19378128000
2016-12-16,19232792040
2016-12-19,19033138600
2016-12-20,18798252200
2016-12-21,18764487280
2016-12-22,18610343080
2016-12-23,18901015000
2016-12-27,18928907760
2016-12-28,18780635720
2016-12-29,18896610880
2016-12-30,18796784160
2017-01-03,19144980000
2017-01-04,19736280000
2017-01-05,19645760000
2017-01-06,20657540000
2017-01-09,20664840000
2017-01-10,24095840000
2017-01-11,23703100000
2017-01-12,23774640000
2017-01-13,23735220000
2017-01-17,23428620000
2017-01-18,23539580000
2017-01-19,23444680000
2017-01-20,23322040000
2017-01-23,23489939999
2017-01-24,23430080000
2017-01-25,23516220000
2017-01-26,23378980000
2017-01-27,23504540000
2017-01-30,23254880000
2017-01-31,23374600000
2017-02-01,23590680000
2017-02-02,23781939999
2017-02-03,23673900000
2017-02-06,23727920000
2017-02-07,23776100000
2017-02-08,23792160000
2017-02-09,23818439999
2017-02-10,23803840000
2017-02-13,23920640000
2017-02-14,24011160000
2017-02-15,23840340000
2017-02-16,23549800000
2017-02-17,23852020000
2017-02-21,23673900000
2017-02-22,23695800000
2017-02-23,23507460000
2017-02-24,23360000000
2017-02-27,24355720000
2017-02-28,24440400000
2017-03-01,24644800000
2017-03-02,24487120000
2017-03-03,24601000000
2017-03-06,24336740000
2017-03-07,24174680000
2017-03-08,24002400000
2017-03-09,24014080000
2017-03-10,24414120000
2017-03-13,24368860000
2017-03-14,24065180000
2017-03-15,24228700000
2017-03-16,23281160000
2017-03-17,23421320000
2017-03-20,23869540000
2017-03-21,23871000000
2017-03-22,24497340000
2017-03-23,24482740000
2017-03-24,24904680000
2017-03-27,25154340000
2017-03-28,24938260000
2017-03-29,25208360000
2017-03-30,25281360000
2017-03-31,24913439999
2017-04-03,24929500000
2017-04-04,24808320000
2017-04-05,24452080000
2017-04-06,24884240000
2017-04-07,25168939999
2017-04-10,25041920000
2017-04-11,25551460000
2017-04-12,25250700000
2017-04-13,25357280000
2017-04-17,25465320000
2017-04-18,25592340000
2017-04-19,25992380000
2017-04-20,25865360000
2017-04-21,25592340000
2017-04-24,26309200000
2017-04-25,26499000000
2017-04-26,26948680000
2017-04-27,26826040000
2017-04-28,26989560000
2017-05-01,27274260000
2017-05-02,27259660000
2017-05-03,27407120000
2017-05-04,27572100000
2017-05-05,27322439999
2017-05-08,26958900000
2017-05-09,26804140000
2017-05-10,26588060000
2017-05-11,26534040000
2017-05-12,26627480000
2017-05-15,26287300000
2017-05-16,26023040000
2017-05-17,25631760000
2017-05-18,25679939999
2017-05-19,25843460000
2017-05-22,25538320000
2017-05-23,25509120000
2017-05-24,25474080000
2017-05-25,25368960000
2017-05-26,25682860000
2017-05-30,25342680000
2017-05-31,25894560000
2017-06-01,26374900000
2017-06-02,26833340000
2017-06-05,26500460000
2017-06-06,26199700000
2017-06-07,26155900000
2017-06-08,25942740000
2017-06-09,25415680000
2017-06-12,25033160000
2017-06-13,25325160000
2017-06-14,25198140000
2017-06-15,25117840000
2017-06-16,25091560000
2017-06-19,25783600000
2017-06-20,25593800000
2017-06-21,25897480000
2017-06-22,26716540000
2017-06-23,27050880000
2017-06-26,26409939999
2017-06-27,25748560000
2017-06-28,26426000000
2017-06-29,25805500000
2017-06-30,25333920000
2017-07-03,25422980000
2017-07-05,25455100000
2017-07-06,25158720000
2017-07-07,25128060000
2017-07-10,24674000000
2017-07-11,25279900000
2017-07-12,25291580000
2017-07-13,25258000000
2017-07-14,25160180000
2017-07-17,25074040000
2017-07-18,25354360000
2017-07-19,25386480000
2017-07-20,25107620000
2017-07-21,25221500000
2017-07-24,25402540000
2017-07-25,25382100000
2017-07-26,25739800000
2017-07-27,25452180000
2017-07-28,25538320000
2017-07-31,25382100000
2017-08-01,25155800000
2017-08-02,28886100000
2017-08-03,28975160000
2017-08-04,28392620000
2017-08-07,29138680000
2017-08-08,28851060000
2017-08-09,29087580000
2017-08-10,28418900000
2017-08-11,28360500000
2017-08-14,28440800000
2017-08-15,28312320000
2017-08-16,28345900000
2017-08-17,27915200000
2017-08-18,27640720000
2017-08-21,27839280000
2017-08-22,28434960000
2017-08-23,28268520000
2017-08-24,28318160000
2017-08-25,28059740000
2017-08-28,28769300000
2017-08-29,28607240000
2017-08-30,29162040000
2017-08-31,29851160000
2017-09-01,30243900000
2017-09-05,30254120000
2017-09-06,30283320000
2017-09-07,30689200000
2017-09-08,30613280000
2017-09-11,30987040000
2017-09-12,31233780000
2017-09-13,31160780000
2017-09-14,30811840000
2017-09-15,30765120000
2017-09-18,30572400000
2017-09-19,29922700000
2017-09-20,29651140000
2017-09-21,29235040000
2017-09-22,29405860000
2017-09-25,29401480000
2017-09-26,28972240000
2017-09-27,28872960000
2017-09-28,29054000000
2017-09-29,29083200000
2017-10-02,29525580000
2017-10-03,29559160000
2017-10-04,30042420000
2017-10-05,30043880000
2017-10-06,29810280000
2017-10-09,29677420000
2017-10-10,29805900000
2017-10-11,30176740000
2017-10-12,30403040000
2017-10-13,30210320000
2017-10-16,30109580000
2017-10-17,30146080000
2017-10-18,30020520000
2017-10-19,29956280000
2017-10-20,30642480000
2017-10-23,30886300000
2017-10-24,30779720000
2017-10-25,29908100000
2017-10-26,30413260000
2017-10-27,30665840000
2017-10-30,29756260000
2017-10-31,29957740000
2017-11-01,30330040000
2017-11-02,30487720000
2017-11-03,31242540000
2017-11-06,30541740000
2017-11-07,30914040000
2017-11-08,30835200000
2017-11-09,30603060000
2017-11-10,30505240000
2017-11-13,30534439999
2017-11-14,30083300000
2017-11-15,29991320000
2017-11-16,30442460000
2017-11-17,30516920000
2017-11-20,30757820000
2017-11-21,30959300000
2017-11-22,31441100000
2017-11-24,31369560000
2017-11-27,32680640000
2017-11-28,33036880000
2017-11-29,33212080000
2017-11-30,33584380000
2017-12-01,32885040000
2017-12-04,31163700000
2017-12-05,30814760000
2017-12-06,31241080000
2017-12-07,31341820000
2017-12-08,31776900000
2017-12-11,31260060000
2017-12-12,31045439999
2017-12-13,31324300000
2017-12-14,30784100000
2017-12-15,31616300000
2017-12-18,31724340000
2017-12-19,31352040000
2017-12-20,31600240000
2017-12-21,31327220000
2017-12-22,31495120000
2017-12-26,31274660000
2017-12-27,31457160000
2017-12-28,31757920000
2017-12-29,31899540000
2018-01-02,32932410000
2018-01-03,33857040000
2018-01-04,34249530000
2018-01-05,33540990000
2018-01-08,33377820000
2018-01-09,35691600000
2018-01-10,35660730000
2018-01-11,35285880000
2018-01-12,35973840000
2018-01-16,35488740000
2018-01-17,35581350000
2018-01-18,35472570000
2018-01-19,35801850000
2018-01-22,36042930000
2018-01-23,35712180000
2018-01-24,35646030000
2018-01-25,35778330000
2018-01-26,35990010000
2018-01-29,35541660000
2018-01-30,35453460000
2018-01-31,34198079999
2018-02-01,33852630000
2018-02-02,32366460000
2018-02-05,31311000000
2018-02-06,32457600000
2018-02-07,32516400000
2018-02-08,30802380000
2018-02-09,31926930000
2018-02-12,32491410000
2018-02-13,32404680000
2018-02-14,32797170000
2018-02-15,33682110000
2018-02-16,33692400000
2018-02-20,33305790000
2018-02-21,33502770000
2018-02-22,33330780000
2018-02-23,34374480000
2018-02-26,34314210000
2018-02-27,33770310000
2018-02-28,33518940000
2018-03-01,33007380000
2018-03-02,33690930000
2018-03-05,33939360000
2018-03-06,34656720000
2018-03-07,35456400000
2018-03-08,35797440000
2018-03-09,36767640000
2018-03-12,37215990000
2018-03-13,37270380000
2018-03-14,37013130000
2018-03-15,36986670000
2018-03-16,37324770000
2018-03-19,36563310000
2018-03-20,37139550000
2018-03-21,36285480000
2018-03-22,35444640000
2018-03-23,34597920000
2018-03-26,35615160000
2018-03-27,34893390000
2018-03-28,34543530000
2018-03-29,34753740000
2018-04-02,33799710000
2018-04-03,33801180000
2018-04-04,34952190000
2018-04-05,34746390000
2018-04-06,33540990000
2018-04-09,33836460000
2018-04-10,35121240000
2018-04-11,34937490000
2018-04-12,35587230000
2018-04-13,35491680000
2018-04-16,36042930000
2018-04-17,36526560000
2018-04-18,36750000000
2018-04-19,36138480000
2018-04-20,35956200000
2018-04-23,36139950000
2018-04-24,35059500000
2018-04-25,33984930000
2018-04-26,35666610000
2018-04-27,35934150000
2018-04-30,35416710000
2018-05-01,35719530000
2018-05-02,35353500000
2018-05-03,35269710000
2018-05-04,35988540000
2018-05-07,37762830000
2018-05-08,37646700000
2018-05-09,38590440000
2018-05-10,38952060000
2018-05-11,39247530000
2018-05-14,39607680000
2018-05-15,38771250000
2018-05-16,39519480000
2018-05-17,39462150000
2018-05-18,39641490000
2018-05-21,39438630000
2018-05-22,39807600000
2018-05-23,39944310000
2018-05-24,39812010000
2018-05-25,39134340000
2018-05-29,39149040000
2018-05-30,40041330000
2018-05-31,40048680000
2018-06-01,40620510000
2018-06-04,41198220000
2018-06-05,41027700000
2018-06-06,41931750000
2018-06-07,41264370000
2018-06-08,41458409999
2018-06-11,41767110000
2018-06-12,42934290000
2018-06-13,42224280000
2018-06-14,42653520000
2018-06-15,42446250000
2018-06-18,42460950000
2018-06-19,42003780000
2018-06-20,42284550000
2018-06-21,42049350000
2018-06-22,41549550000
2018-06-25,40345620000
2018-06-26,40499970000
2018-06-27,39775260000
2018-06-28,40504380000
2018-06-29,41055630000
2018-07-02,41018880000
2018-07-03,41273190000
2018-07-05,41232030000
2018-07-06,42061110000
2018-07-09,42447720000
2018-07-10,42841680000
2018-07-11,43300320000
2018-07-12,44789430000
2018-07-13,45127530000
2018-07-16,44392530000
2018-07-17,44907030000
2018-07-18,45170159999
2018-07-19,45437700000
2018-07-20,45739050000
2018-07-23,45722880000
2018-07-24,45370080000
2018-07-25,46427010000
2018-07-26,45803730000
2018-07-27,44269050000
2018-07-30,42518280000
2018-07-31,47680920000
2018-08-01,47514810000
2018-08-02,48877500000
2018-08-03,48876030000
2018-08-06,48856920000
2018-08-07,49562520000
2018-08-08,49700700000
2018-08-09,49024500000
2018-08-10,48546750000
2018-08-13,48113100000
2018-08-14,48534990000
2018-08-15,48189540000
2018-08-16,48066060000
2018-08-17,47904360000
2018-08-20,47920530000
2018-08-21,48721680000
2018-08-22,49359659999
2018-08-23,49350840000
2018-08-24,50068200000
2018-08-27,50732640000
2018-08-28,50679720000
2018-08-29,51542610000
2018-08-30,51892470000
2018-08-31,52160010000
2018-09-04,51892470000
2018-09-05,50913450000
2018-09-06,51198630000
2018-09-07,50720880000
2018-09-10,51357390000
2018-09-11,51791040000
2018-09-12,51423540000
2018-09-13,52318770000
2018-09-14,51908640000
2018-09-17,51041340000
2018-09-18,51579360000
2018-09-19,51504390000
2018-09-20,52379040000
2018-09-21,52649520000
2018-09-24,52662750000
2018-09-25,52774470000
2018-09-26,53133150000
2018-09-27,53946060000
2018-09-28,53957820000
2018-10-01,53881380000
2018-10-02,53234580000
2018-10-03,52861200000
2018-10-04,50672370000
2018-10-05,48439440000
2018-10-08,47905830000
2018-10-09,47589780000
2018-10-10,44799720000
2018-10-11,45195150000
2018-10-12,47288430000
2018-10-15,46071270000
2018-10-16,48007260000
2018-10-17,48357120000
2018-10-18,47253150000
2018-10-19,46025700000
2018-10-22,46632810000
2018-10-23,46128600000
2018-10-24,42556500000
2018-10-25,43826580000
2018-10-26,43379700000
2018-10-29,42960750000
2018-10-30,44651250000
2018-10-31,45739050000
2018-11-01,45972780000
2018-11-02,48230700000
2018-11-05,47648580000
2018-11-06,47441310000
2018-11-07,50373960000
2018-11-08,49913850000
2018-11-09,48399750000
2018-11-12,45627330000
2018-11-13,45743460000
2018-11-14,45309810000
2018-11-15,46967970000
2018-11-16,47029710000
2018-11-19,44333730000
2018-11-20,44258760000
2018-11-21,45552360000
2018-11-23,45643500000
2018-11-26,46568130000
2018-11-27,47303130000
2018-11-28,49146510000
2018-11-29,49680120000
2018-11-30,49612500000
2018-12-03,51486750000
2018-12-04,49128870000
2018-12-06,49145040000
2018-12-07,47247270000
2018-12-10,47488350000
2018-12-11,48348300000
2018-12-12,49527240000
2018-12-13,49189140000
2018-12-14,47989620000
2018-12-17,45700830000
2018-12-18,46096260000
2018-12-19,44599800000
2018-12-20,42960750000
2018-12-21,40992420000
2018-12-24,40051620000
2018-12-26,43122450000
2018-12-27,44033850000
2018-12-28,43839810000
2018-12-31,44089710000
2019-01-02,43294440000
2019-01-03,41783280000
2019-01-04,44495430000
2019-01-07,45259830000
2019-01-08,43181250000
2019-01-09,44870280000
2019-01-10,45536190000
2019-01-11,45139290000
2019-01-14,43980930000
2019-01-15,44905560000
2019-01-16,44927610000
2019-01-17,45577350000
2019-01-18,45974250000
2019-01-22,44632140000
2019-01-23,44436630000
2019-01-24,44255820000
2019-01-25,43200360000
2019-01-28,42288960000
2019-01-29,41933220000
2019-01-30,40067790000
2019-01-31,41129130000
2019-02-01,41580420000
2019-02-04,41312880000
2019-02-05,41434890000
2019-02-06,41774460000
2019-02-07,40648440000
2019-02-08,41762700000
2019-02-11,41802390000
2019-02-12,42953400000
2019-02-13,43147440000
2019-02-14,42993090000
2019-02-15,44073540000
2019-02-19,44432220000
2019-02-20,44429280000
2019-02-21,43641360000
2019-02-22,44255820000
2019-02-25,44796780000
2019-02-26,44277870000
2019-02-27,45446520000
2019-02-28,45977190000
2019-03-01,47213460000
2019-03-04,45231900000
2019-03-05,44658600000
2019-03-06,43903020000
2019-03-07,42932820000
2019-03-08,43295909999
2019-03-11,44126460000
2019-03-12,44874690000
2019-03-13,45315690000
2019-03-14,45452400000
2019-03-15,45546480000
2019-03-18,44949659999
2019-03-19,45672900000
2019-03-20,46349100000
2019-03-21,46923870000
2019-03-22,45392130000
2019-03-25,44645370000
2019-03-26,45202500000
2019-03-27,44404290000
2019-03-28,44855580000
2019-03-29,45671430000
2019-04-01,46575480000
2019-04-02,46466700000
2019-04-03,46922400000
2019-04-04,46307940000
2019-04-05,47554500000
2019-04-08,47570670000
2019-04-09,46546080000
2019-04-10,47754420000
2019-04-11,48292440000
2019-04-12,49740390000
2019-04-15,49262640000
2019-04-16,48436500000
2019-04-17,46847430000
2019-04-18,46897409999
2019-04-22,46906230000
2019-04-23,47342820000
2019-04-24,46234440000
2019-04-25,46922400000
2019-04-26,46163880000
2019-04-29,45869880000
2019-04-30,45864000000
2019-05-01,45587640000
2019-05-02,45965430000
2019-05-03,47851440000
2019-05-06,47739720000
2019-05-07,47114970000
2019-05-08,46956210000
2019-05-09,46653390000
2019-05-10,46424070000
2019-05-13,44227890000
2019-05-14,44770320000
2019-05-15,45067260000
2019-05-16,45547950000
2019-05-17,45221610000
2019-05-20,44186730000
2019-05-21,45051090000
2019-05-22,45986010000
2019-05-23,45418590000
2019-05-24,45930150000
2019-05-28,46011000000
2019-05-29,45317159999
2019-05-30,45746400000
2019-05-31,45115770000
2019-06-03,44646840000
2019-06-04,46133010000
2019-06-05,46766580000
2019-06-06,46828320000
2019-06-07,49317030000
2019-06-10,49556640000
2019-06-11,49375830000
2019-06-12,49855050000
2019-06-13,50168159999
2019-06-14,50568000000
2019-06-17,51613170000
2019-06-18,51133950000
2019-06-19,51735180000
2019-06-20,52709790000
2019-06-21,53149320000
2019-06-24,52587780000
2019-06-25,52637760000
2019-06-26,52386390000
2019-06-27,52405500000
2019-06-28,54118050000
2019-07-01,54488490000
2019-07-02,54591390000
2019-07-03,55539540000
2019-07-05,55599810000
2019-07-08,55142640000
2019-07-09,55454280000
2019-07-10,54786900000
2019-07-11,53458020000
2019-07-12,44842350000
2019-07-15,44436630000
2019-07-16,44438100000
2019-07-17,44526300000
2019-07-18,43886850000
2019-07-19,43100400000
2019-07-22,43847159999
2019-07-23,44782080000
